Orthogroup	Pral	Prba
OG0000588	Pral.g_01443	Prba.g_01675
OG0000589	Pral.g_01444	Prba.g_01674
OG0000590	Pral.g_01445	Prba.g_01673
OG0000591	Pral.g_01446	Prba.g_01672
OG0000592	Pral.g_01447	Prba.g_01671
OG0000593	Pral.g_01448	Prba.g_01670
OG0000594	Pral.g_01449	Prba.g_01669
OG0000595	Pral.g_01450	Prba.g_01668
OG0000596	Pral.g_01451	Prba.g_01667
OG0000597	Pral.g_01455	Prba.g_01663
OG0000598	Pral.g_01456	Prba.g_01662
OG0000599	Pral.g_01457	Prba.g_01661
OG0000600	Pral.g_01458	Prba.g_01660
OG0000601	Pral.g_01459	Prba.g_01659
OG0000602	Pral.g_01460	Prba.g_01658
OG0000603	Pral.g_01461	Prba.g_01657
OG0000604	Pral.g_01462	Prba.g_01656
OG0000605	Pral.g_01463	Prba.g_01655
OG0000606	Pral.g_01464	Prba.g_01654
OG0000607	Pral.g_01466	Prba.g_01653
OG0000608	Pral.g_01467	Prba.g_01652
OG0000609	Pral.g_01469	Prba.g_01650
OG0000610	Pral.g_01470	Prba.g_01649
OG0000611	Pral.g_01772	Prba.g_01647
OG0000612	Pral.g_01771	Prba.g_01646
OG0000613	Pral.g_01769	Prba.g_01644
OG0000614	Pral.g_01763	Prba.g_01638
OG0000615	Pral.g_01762	Prba.g_01637
OG0000616	Pral.g_01761	Prba.g_01636
OG0000617	Pral.g_01758	Prba.g_01634
OG0000618	Pral.g_01757	Prba.g_01633
OG0000619	Pral.g_01756	Prba.g_01632
OG0000620	Pral.g_01754	Prba.g_01630
OG0000621	Pral.g_01753	Prba.g_01629
OG0000622	Pral.g_01752	Prba.g_01628
OG0000623	Pral.g_01751	Prba.g_01627
OG0000624	Pral.g_01748	Prba.g_01625
OG0000625	Pral.g_01747	Prba.g_01624
OG0000626	Pral.g_01746	Prba.g_01623
OG0000627	Pral.g_01743	Prba.g_01622
OG0000628	Pral.g_01742	Prba.g_01621
OG0000629	Pral.g_01741	Prba.g_01620
OG0000630	Pral.g_01739	Prba.g_01618
OG0000631	Pral.g_01737	Prba.g_01617
OG0000632	Pral.g_00399	Prba.g_01613
OG0000633	Pral.g_01691	Prba.g_01612
OG0000634	Pral.g_01728	Prba.g_01593
OG0000635	Pral.g_01726	Prba.g_01591
OG0000636	Pral.g_01725	Prba.g_01590
OG0000637	Pral.g_01723	Prba.g_01588
OG0000638	Pral.g_01722	Prba.g_01587
OG0000639	Pral.g_01721	Prba.g_01586
OG0000640	Pral.g_01720	Prba.g_01585
OG0000641	Pral.g_01719	Prba.g_01584
OG0000642	Pral.g_01718	Prba.g_01583
OG0000643	Pral.g_01717	Prba.g_01582
OG0000644	Pral.g_01715	Prba.g_01580
OG0000645	Pral.g_01713	Prba.g_01579
OG0000646	Pral.g_01712	Prba.g_01578
OG0000647	Pral.g_01711	Prba.g_01577
OG0000648	Pral.g_01709	Prba.g_01576
OG0000649	Pral.g_01708	Prba.g_01575
OG0000650	Pral.g_01707	Prba.g_01574
OG0000651	Pral.g_01706	Prba.g_01573
OG0000652	Pral.g_01704	Prba.g_01571
OG0000653	Pral.g_01304	Prba.g_01556
OG0000654	Pral.g_00023	Prba.g_01554
OG0000655	Pral.g_00451	Prba.g_01545
OG0000656	Pral.g_01037	Prba.g_01541
OG0000657	Pral.g_01635	Prba.g_01534
OG0000658	Pral.g_01636	Prba.g_01533
OG0000659	Pral.g_01637	Prba.g_01532
OG0000660	Pral.g_00701	Prba.g_01521
OG0000661	Pral.g_01663	Prba.g_01512
OG0000662	Pral.g_01660	Prba.g_01510
OG0000663	Pral.g_01658	Prba.g_01508
OG0000664	Pral.g_01657	Prba.g_01507
OG0000665	Pral.g_01656	Prba.g_01506
OG0000666	Pral.g_01482	Prba.g_01505
OG0000667	Pral.g_01483	Prba.g_01504
OG0000668	Pral.g_01484	Prba.g_01503
OG0000669	Pral.g_01485	Prba.g_01502
OG0000670	Pral.g_01487	Prba.g_01500
OG0000671	Pral.g_01488	Prba.g_01499
OG0000672	Pral.g_01489	Prba.g_01498
OG0000673	Pral.g_01490	Prba.g_01497
OG0000674	Pral.g_01491	Prba.g_01496
OG0000675	Pral.g_01492	Prba.g_01495
OG0000676	Pral.g_01494	Prba.g_01493
OG0000677	Pral.g_01496	Prba.g_01491
OG0000678	Pral.g_01497	Prba.g_01490
OG0000679	Pral.g_01498	Prba.g_01489
OG0000680	Pral.g_01499	Prba.g_01488
OG0000681	Pral.g_01500	Prba.g_01487
OG0000682	Pral.g_01501	Prba.g_01486
OG0000683	Pral.g_01502	Prba.g_01485
OG0000684	Pral.g_01504	Prba.g_01484
OG0000685	Pral.g_01505	Prba.g_01483
OG0000686	Pral.g_01506	Prba.g_01482
OG0000687	Pral.g_01507	Prba.g_01481
OG0000688	Pral.g_01508	Prba.g_01480
OG0000689	Pral.g_01509	Prba.g_01479
OG0000690	Pral.g_01510	Prba.g_01478
OG0000691	Pral.g_01512	Prba.g_01476
OG0000692	Pral.g_01513	Prba.g_01475
OG0000693	Pral.g_01514	Prba.g_01474
OG0000694	Pral.g_01515	Prba.g_01473
OG0000695	Pral.g_01516	Prba.g_01472
OG0000696	Pral.g_01517	Prba.g_01471
OG0000697	Pral.g_01518	Prba.g_01469
OG0000698	Pral.g_01519	Prba.g_01468
OG0000699	Pral.g_01523	Prba.g_01464
OG0000700	Pral.g_01524	Prba.g_01463
OG0000701	Pral.g_01525	Prba.g_01462
OG0000702	Pral.g_01526	Prba.g_01461
OG0000703	Pral.g_01527	Prba.g_01460
OG0000704	Pral.g_01528	Prba.g_01459
OG0000705	Pral.g_01530	Prba.g_01457
OG0000706	Pral.g_01531	Prba.g_01456
OG0000707	Pral.g_01532	Prba.g_01455
OG0000708	Pral.g_01533	Prba.g_01454
OG0000709	Pral.g_01534	Prba.g_01453
OG0000710	Pral.g_01535	Prba.g_01452
OG0000711	Pral.g_01536	Prba.g_01451
OG0000712	Pral.g_01537	Prba.g_01450
OG0000713	Pral.g_01538	Prba.g_01449
OG0000714	Pral.g_01542	Prba.g_01447
OG0000715	Pral.g_01543	Prba.g_01446
OG0000716	Pral.g_01544	Prba.g_01445
OG0000717	Pral.g_01545	Prba.g_01444
OG0000718	Pral.g_01546	Prba.g_01443
OG0000719	Pral.g_01548	Prba.g_01441
OG0000720	Pral.g_01552	Prba.g_01439
OG0000721	Pral.g_01553	Prba.g_01438
OG0000722	Pral.g_01820	Prba.g_01411
OG0000723	Pral.g_01815	Prba.g_01407
OG0000724	Pral.g_01809	Prba.g_01404
OG0000725	Pral.g_01807	Prba.g_01403
OG0000726	Pral.g_01806	Prba.g_01402
OG0000727	Pral.g_01805	Prba.g_01401
OG0000728	Pral.g_01804	Prba.g_01400
OG0000729	Pral.g_01802	Prba.g_01398
OG0000730	Pral.g_01801	Prba.g_01397
OG0000731	Pral.g_01799	Prba.g_01395
OG0000732	Pral.g_01798	Prba.g_01394
OG0000733	Pral.g_01797	Prba.g_01393
OG0000734	Pral.g_01796	Prba.g_01392
OG0000735	Pral.g_01795	Prba.g_01391
OG0000736	Pral.g_01793	Prba.g_01389
OG0000737	Pral.g_01792	Prba.g_01388
OG0000738	Pral.g_01790	Prba.g_01386
OG0000739	Pral.g_01789	Prba.g_01385
OG0000740	Pral.g_01788	Prba.g_01384
OG0000741	Pral.g_01786	Prba.g_01382
OG0000742	Pral.g_01785	Prba.g_01381
OG0000743	Pral.g_01781	Prba.g_01378
OG0000744	Pral.g_01780	Prba.g_01377
OG0000745	Pral.g_01778	Prba.g_01375
OG0000746	Pral.g_01777	Prba.g_01374
OG0000747	Pral.g_01776	Prba.g_01373
OG0000748	Pral.g_01775	Prba.g_01372
OG0000749	Pral.g_01774	Prba.g_01371
OG0000750	Pral.g_01773	Prba.g_01370
OG0000751	Pral.g_01474	Prba.g_01368
OG0000752	Pral.g_01475	Prba.g_01367
OG0000753	Pral.g_01476	Prba.g_01366
OG0000754	Pral.g_01477	Prba.g_01365
OG0000755	Pral.g_01479	Prba.g_01363
OG0000756	Pral.g_01480	Prba.g_01362
OG0000757	Pral.g_01481	Prba.g_01361
OG0000758	Pral.g_01655	Prba.g_01360
OG0000759	Pral.g_01654	Prba.g_01359
OG0000760	Pral.g_01653	Prba.g_01358
OG0000761	Pral.g_01652	Prba.g_01357
OG0000762	Pral.g_01650	Prba.g_01355
OG0000763	Pral.g_01649	Prba.g_01354
OG0000764	Pral.g_01647	Prba.g_01353
OG0000765	Pral.g_01646	Prba.g_01352
OG0000766	Pral.g_01645	Prba.g_01351
OG0000767	Pral.g_01644	Prba.g_01350
OG0000768	Pral.g_01643	Prba.g_01349
OG0000769	Pral.g_01642	Prba.g_01348
OG0000770	Pral.g_01640	Prba.g_01347
OG0000771	Pral.g_01639	Prba.g_01346
OG0000772	Pral.g_01605	Prba.g_01345
OG0000773	Pral.g_01634	Prba.g_01343
OG0000774	Pral.g_01633	Prba.g_01342
OG0000775	Pral.g_01632	Prba.g_01341
OG0000776	Pral.g_01630	Prba.g_01340
OG0000777	Pral.g_01629	Prba.g_01339
OG0000778	Pral.g_01628	Prba.g_01338
OG0000779	Pral.g_01626	Prba.g_01336
OG0000780	Pral.g_01625	Prba.g_01335
OG0000781	Pral.g_01624	Prba.g_01334
OG0000782	Pral.g_01622	Prba.g_01332
OG0000783	Pral.g_01621	Prba.g_01331
OG0000784	Pral.g_01620	Prba.g_01330
OG0000785	Pral.g_01619	Prba.g_01329
OG0000786	Pral.g_01618	Prba.g_01328
OG0000787	Pral.g_01616	Prba.g_01326
OG0000788	Pral.g_01615	Prba.g_01325
OG0000789	Pral.g_01614	Prba.g_01324
OG0000790	Pral.g_01613	Prba.g_01323
OG0000791	Pral.g_01612	Prba.g_01322
OG0000792	Pral.g_00050	Prba.g_01321
OG0000793	Pral.g_01611	Prba.g_01320
OG0000794	Pral.g_01610	Prba.g_01319
OG0000795	Pral.g_01578	Prba.g_01318
OG0000796	Pral.g_01579	Prba.g_01316
OG0000797	Pral.g_01580	Prba.g_01314
OG0000798	Pral.g_01581	Prba.g_01313
OG0000799	Pral.g_01582	Prba.g_01312
OG0000800	Pral.g_01583	Prba.g_01311
OG0000801	Pral.g_01584	Prba.g_01310
OG0000802	Pral.g_01586	Prba.g_01308
OG0000803	Pral.g_01587	Prba.g_01307
OG0000804	Pral.g_01590	Prba.g_01295
OG0000805	Pral.g_01592	Prba.g_01293
OG0000806	Pral.g_01593	Prba.g_01292
OG0000807	Pral.g_01594	Prba.g_01291
OG0000808	Pral.g_01595	Prba.g_01290
OG0000809	Pral.g_01600	Prba.g_01286
OG0000810	Pral.g_01602	Prba.g_01285
OG0000811	Pral.g_01603	Prba.g_01284
OG0000812	Pral.g_01604	Prba.g_01283
OG0000813	Pral.g_01607	Prba.g_01282
OG0000814	Pral.g_01608	Prba.g_01281
OG0000815	Pral.g_01609	Prba.g_01280
OG0000816	Pral.g_01575	Prba.g_01278
OG0000817	Pral.g_01571	Prba.g_01275
OG0000818	Pral.g_01570	Prba.g_01274
OG0000819	Pral.g_01569	Prba.g_01272
OG0000820	Pral.g_01568	Prba.g_01271
OG0000821	Pral.g_01567	Prba.g_01270
OG0000822	Pral.g_01566	Prba.g_01269
OG0000823	Pral.g_01563	Prba.g_01266
OG0000824	Pral.g_01562	Prba.g_01265
OG0000825	Pral.g_01560	Prba.g_01263
OG0000826	Pral.g_01559	Prba.g_01262
OG0000827	Pral.g_01558	Prba.g_01261
OG0000828	Pral.g_01556	Prba.g_01259
OG0000829	Pral.g_01321	Prba.g_01234
OG0000830	Pral.g_01033	Prba.g_01225
OG0000831	Pral.g_01327	Prba.g_01222
OG0000832	Pral.g_01032	Prba.g_01221
OG0000833	Pral.g_01311	Prba.g_01214
OG0000834	Pral.g_01324	Prba.g_00749
OG0000835	Pral.g_00692	Prba.g_00745
OG0000836	Pral.g_01141	Prba.g_00743
OG0000837	Pral.g_01314	Prba.g_00729
OG0000838	Pral.g_00077	Prba.g_00096
OG0000839	Pral.g_00076	Prba.g_00095
OG0000840	Pral.g_01902	Prba.g_00090
OG0000841	Pral.g_01346	Prba.g_00083
OG0000842	Pral.g_01351	Prba.g_00079
OG0000843	Pral.g_01353	Prba.g_00077
OG0000844	Pral.g_01354	Prba.g_00076
OG0000845	Pral.g_01355	Prba.g_00075
OG0000846	Pral.g_01356	Prba.g_00074
OG0000847	Pral.g_01357	Prba.g_00073
OG0000848	Pral.g_01358	Prba.g_00072
OG0000849	Pral.g_01359	Prba.g_00071
OG0000850	Pral.g_01360	Prba.g_00070
OG0000851	Pral.g_01363	Prba.g_00068
OG0000852	Pral.g_01366	Prba.g_00065
OG0000853	Pral.g_01368	Prba.g_00063
OG0000854	Pral.g_01369	Prba.g_00062
OG0000855	Pral.g_01370	Prba.g_00060
OG0000856	Pral.g_01371	Prba.g_00059
OG0000857	Pral.g_01372	Prba.g_00058
OG0000858	Pral.g_01376	Prba.g_00056
OG0000859	Pral.g_01377	Prba.g_00055
OG0000860	Pral.g_01378	Prba.g_00054
OG0000861	Pral.g_01379	Prba.g_00053
OG0000862	Pral.g_01380	Prba.g_00052
OG0000863	Pral.g_01382	Prba.g_00051
OG0000864	Pral.g_01383	Prba.g_00050
OG0000865	Pral.g_01384	Prba.g_00049
OG0000866	Pral.g_01385	Prba.g_00048
OG0000867	Pral.g_01388	Prba.g_00045
OG0000868	Pral.g_01390	Prba.g_00043
OG0000869	Pral.g_01391	Prba.g_00042
OG0000870	Pral.g_01394	Prba.g_00041
OG0000871	Pral.g_01395	Prba.g_00040
OG0000872	Pral.g_01399	Prba.g_00039
OG0000873	Pral.g_01400	Prba.g_00038
OG0000874	Pral.g_01401	Prba.g_00037
OG0000875	Pral.g_01403	Prba.g_00036
OG0000876	Pral.g_01404	Prba.g_00034
OG0000877	Pral.g_01405	Prba.g_00033
OG0000878	Pral.g_01406	Prba.g_00032
OG0000879	Pral.g_01407	Prba.g_00031
OG0000880	Pral.g_01408	Prba.g_00030
OG0000881	Pral.g_01409	Prba.g_00029
OG0000882	Pral.g_01410	Prba.g_00028
OG0000883	Pral.g_01411	Prba.g_00027
OG0000884	Pral.g_01412	Prba.g_00026
OG0000885	Pral.g_01413	Prba.g_00025
OG0000886	Pral.g_01414	Prba.g_00024
OG0000887	Pral.g_01415	Prba.g_00023
OG0000888	Pral.g_01416	Prba.g_00022
OG0000889	Pral.g_01417	Prba.g_00021
OG0000890	Pral.g_01419	Prba.g_00020
OG0000891	Pral.g_01420	Prba.g_00019
OG0000892	Pral.g_01421	Prba.g_00018
OG0000893	Pral.g_01422	Prba.g_00017
OG0000894	Pral.g_01423	Prba.g_00015
OG0000895	Pral.g_01424	Prba.g_00014
OG0000896	Pral.g_01426	Prba.g_00012
OG0000897	Pral.g_01427	Prba.g_00011
OG0000898	Pral.g_01428	Prba.g_00010
OG0000899	Pral.g_01429	Prba.g_00009
OG0000900	Pral.g_00456	Prba.g_00007
OG0000901	Pral.g_01893	Prba.g_01167
OG0000902	Pral.g_01292	Prba.g_01181
OG0000903	Pral.g_01291	Prba.g_01182
OG0000904	Pral.g_01290	Prba.g_01183
OG0000905	Pral.g_01289	Prba.g_01184
OG0000906	Pral.g_01288	Prba.g_01185
OG0000907	Pral.g_01286	Prba.g_01187
OG0000908	Pral.g_01285	Prba.g_01188
OG0000909	Pral.g_01284	Prba.g_01189
OG0000910	Pral.g_01283	Prba.g_01190
OG0000911	Pral.g_01282	Prba.g_01191
OG0000912	Pral.g_01279	Prba.g_01194
OG0000913	Pral.g_01278	Prba.g_01195
OG0000914	Pral.g_01277	Prba.g_01196
OG0000915	Pral.g_01275	Prba.g_01198
OG0000916	Pral.g_01274	Prba.g_01199
OG0000917	Pral.g_01273	Prba.g_01200
OG0000918	Pral.g_01272	Prba.g_01201
OG0000919	Pral.g_01271	Prba.g_01202
OG0000920	Pral.g_01270	Prba.g_01203
OG0000921	Pral.g_01267	Prba.g_01205
OG0000922	Pral.g_01266	Prba.g_01206
OG0000923	Pral.g_01239	Prba.g_00214
OG0000924	Pral.g_01238	Prba.g_00213
OG0000925	Pral.g_01235	Prba.g_00210
OG0000926	Pral.g_00440	Prba.g_00209
OG0000927	Pral.g_01345	Prba.g_00208
OG0000928	Pral.g_01060	Prba.g_00206
OG0000929	Pral.g_01323	Prba.g_00204
OG0000930	Pral.g_01343	Prba.g_00202
OG0000931	Pral.g_01550	Prba.g_00201
OG0000932	Pral.g_01299	Prba.g_00198
OG0000933	Pral.g_01220	Prba.g_00194
OG0000934	Pral.g_01219	Prba.g_00193
OG0000935	Pral.g_01218	Prba.g_00192
OG0000936	Pral.g_01217	Prba.g_00191
OG0000937	Pral.g_01216	Prba.g_00190
OG0000938	Pral.g_01215	Prba.g_00189
OG0000939	Pral.g_01214	Prba.g_00188
OG0000940	Pral.g_01213	Prba.g_00187
OG0000941	Pral.g_01212	Prba.g_00186
OG0000942	Pral.g_01211	Prba.g_00185
OG0000943	Pral.g_01210	Prba.g_00184
OG0000944	Pral.g_01209	Prba.g_00183
OG0000945	Pral.g_01208	Prba.g_00182
OG0000946	Pral.g_01207	Prba.g_00181
OG0000947	Pral.g_01206	Prba.g_00180
OG0000948	Pral.g_01205	Prba.g_00179
OG0000949	Pral.g_01204	Prba.g_00178
OG0000950	Pral.g_00287	Prba.g_00154
OG0000951	Pral.g_01184	Prba.g_00115
OG0000952	Pral.g_01183	Prba.g_00114
OG0000953	Pral.g_01182	Prba.g_00113
OG0000954	Pral.g_01181	Prba.g_00112
OG0000955	Pral.g_01180	Prba.g_00111
OG0000956	Pral.g_01178	Prba.g_00109
OG0000957	Pral.g_01177	Prba.g_00108
OG0000958	Pral.g_01176	Prba.g_00107
OG0000959	Pral.g_01175	Prba.g_00106
OG0000960	Pral.g_01174	Prba.g_00105
OG0000961	Pral.g_01173	Prba.g_00720
OG0000962	Pral.g_01172	Prba.g_00719
OG0000963	Pral.g_01171	Prba.g_00718
OG0000964	Pral.g_01169	Prba.g_00717
OG0000965	Pral.g_01167	Prba.g_00715
OG0000966	Pral.g_01166	Prba.g_00714
OG0000967	Pral.g_01159	Prba.g_00711
OG0000968	Pral.g_01158	Prba.g_00710
OG0000969	Pral.g_01157	Prba.g_00709
OG0000970	Pral.g_01156	Prba.g_00708
OG0000971	Pral.g_01155	Prba.g_00707
OG0000972	Pral.g_01154	Prba.g_00706
OG0000973	Pral.g_01152	Prba.g_00704
OG0000974	Pral.g_01151	Prba.g_00703
OG0000975	Pral.g_01150	Prba.g_00702
OG0000976	Pral.g_01149	Prba.g_00701
OG0000977	Pral.g_01148	Prba.g_00700
OG0000978	Pral.g_01147	Prba.g_00699
OG0000979	Pral.g_01146	Prba.g_00698
OG0000980	Pral.g_01145	Prba.g_00697
OG0000981	Pral.g_01144	Prba.g_00696
OG0000982	Pral.g_01143	Prba.g_00695
OG0000983	Pral.g_01142	Prba.g_00694
OG0000984	Pral.g_01137	Prba.g_00690
OG0000985	Pral.g_01136	Prba.g_00689
OG0000986	Pral.g_01135	Prba.g_00688
OG0000987	Pral.g_01133	Prba.g_00686
OG0000988	Pral.g_01132	Prba.g_00685
OG0000989	Pral.g_01131	Prba.g_00684
OG0000990	Pral.g_01130	Prba.g_00683
OG0000991	Pral.g_01129	Prba.g_00682
OG0000992	Pral.g_01128	Prba.g_00681
OG0000993	Pral.g_01127	Prba.g_00680
OG0000994	Pral.g_01126	Prba.g_00679
OG0000995	Pral.g_01125	Prba.g_00678
OG0000996	Pral.g_01124	Prba.g_00677
OG0000997	Pral.g_01122	Prba.g_00350
OG0000998	Pral.g_01115	Prba.g_00347
OG0000999	Pral.g_01112	Prba.g_00345
OG0001000	Pral.g_01110	Prba.g_00344
OG0001001	Pral.g_01108	Prba.g_00343
OG0001002	Pral.g_01106	Prba.g_00341
OG0001003	Pral.g_01105	Prba.g_00340
OG0001004	Pral.g_01104	Prba.g_00339
OG0001005	Pral.g_01103	Prba.g_00338
OG0001006	Pral.g_01101	Prba.g_00336
OG0001007	Pral.g_01100	Prba.g_00335
OG0001008	Pral.g_01099	Prba.g_00334
OG0001009	Pral.g_01098	Prba.g_00333
OG0001010	Pral.g_01097	Prba.g_00332
OG0001011	Pral.g_01095	Prba.g_00331
OG0001012	Pral.g_01094	Prba.g_00330
OG0001013	Pral.g_01093	Prba.g_00329
OG0001014	Pral.g_01092	Prba.g_00328
OG0001015	Pral.g_01091	Prba.g_00327
OG0001016	Pral.g_01090	Prba.g_00326
OG0001017	Pral.g_01089	Prba.g_00325
OG0001018	Pral.g_01088	Prba.g_00324
OG0001019	Pral.g_01087	Prba.g_00323
OG0001020	Pral.g_01086	Prba.g_00322
OG0001021	Pral.g_01085	Prba.g_00321
OG0001022	Pral.g_01084	Prba.g_00320
OG0001023	Pral.g_01083	Prba.g_00319
OG0001024	Pral.g_01081	Prba.g_00317
OG0001025	Pral.g_01080	Prba.g_00316
OG0001026	Pral.g_01079	Prba.g_00315
OG0001027	Pral.g_01078	Prba.g_00314
OG0001028	Pral.g_01076	Prba.g_00313
OG0001029	Pral.g_01075	Prba.g_00312
OG0001030	Pral.g_01072	Prba.g_00309
OG0001031	Pral.g_01071	Prba.g_00308
OG0001032	Pral.g_00045	Prba.g_00300
OG0001033	Pral.g_01058	Prba.g_00293
OG0001034	Pral.g_01503	Prba.g_00266
OG0001035	Pral.g_00100	Prba.g_00232
OG0001036	Pral.g_00101	Prba.g_00231
OG0001037	Pral.g_00108	Prba.g_00619
OG0001038	Pral.g_00109	Prba.g_00618
OG0001039	Pral.g_00110	Prba.g_00617
OG0001040	Pral.g_00111	Prba.g_00616
OG0001041	Pral.g_00113	Prba.g_00614
OG0001042	Pral.g_00114	Prba.g_00613
OG0001043	Pral.g_00115	Prba.g_00612
OG0001044	Pral.g_00116	Prba.g_00611
OG0001045	Pral.g_00117	Prba.g_00610
OG0001046	Pral.g_00119	Prba.g_00609
OG0001047	Pral.g_00120	Prba.g_00608
OG0001048	Pral.g_00121	Prba.g_00606
OG0001049	Pral.g_00122	Prba.g_00605
OG0001050	Pral.g_00123	Prba.g_00604
OG0001051	Pral.g_00124	Prba.g_00603
OG0001052	Pral.g_00125	Prba.g_00602
OG0001053	Pral.g_00126	Prba.g_00601
OG0001054	Pral.g_00127	Prba.g_00600
OG0001055	Pral.g_00128	Prba.g_00599
OG0001056	Pral.g_00129	Prba.g_00598
OG0001057	Pral.g_00131	Prba.g_00596
OG0001058	Pral.g_00132	Prba.g_00595
OG0001059	Pral.g_00133	Prba.g_00594
OG0001060	Pral.g_00134	Prba.g_00593
OG0001061	Pral.g_00135	Prba.g_00592
OG0001062	Pral.g_00136	Prba.g_00591
OG0001063	Pral.g_00137	Prba.g_00590
OG0001064	Pral.g_00138	Prba.g_00589
OG0001065	Pral.g_00139	Prba.g_00588
OG0001066	Pral.g_00140	Prba.g_00587
OG0001067	Pral.g_00141	Prba.g_00586
OG0001068	Pral.g_00142	Prba.g_00585
OG0001069	Pral.g_00145	Prba.g_00582
OG0001070	Pral.g_00147	Prba.g_00580
OG0001071	Pral.g_00148	Prba.g_00579
OG0001072	Pral.g_00149	Prba.g_00578
OG0001073	Pral.g_00150	Prba.g_00577
OG0001074	Pral.g_00151	Prba.g_00576
OG0001075	Pral.g_00154	Prba.g_00574
OG0001076	Pral.g_00156	Prba.g_00573
OG0001077	Pral.g_00157	Prba.g_00572
OG0001078	Pral.g_00158	Prba.g_00571
OG0001079	Pral.g_00159	Prba.g_00570
OG0001080	Pral.g_00160	Prba.g_00569
OG0001081	Pral.g_00161	Prba.g_00568
OG0001082	Pral.g_00162	Prba.g_00567
OG0001083	Pral.g_00163	Prba.g_00566
OG0001084	Pral.g_00164	Prba.g_00565
OG0001085	Pral.g_00165	Prba.g_00564
OG0001086	Pral.g_00170	Prba.g_00357
OG0001087	Pral.g_00172	Prba.g_00358
OG0001088	Pral.g_00173	Prba.g_00359
OG0001089	Pral.g_00176	Prba.g_00361
OG0001090	Pral.g_00177	Prba.g_00362
OG0001091	Pral.g_00178	Prba.g_00363
OG0001092	Pral.g_00179	Prba.g_00364
OG0001093	Pral.g_00180	Prba.g_00365
OG0001094	Pral.g_00181	Prba.g_00366
OG0001095	Pral.g_00182	Prba.g_00367
OG0001096	Pral.g_00183	Prba.g_00368
OG0001097	Pral.g_00184	Prba.g_00369
OG0001098	Pral.g_00185	Prba.g_00370
OG0001099	Pral.g_00187	Prba.g_00371
OG0001100	Pral.g_00188	Prba.g_00372
OG0001101	Pral.g_00189	Prba.g_00373
OG0001102	Pral.g_00193	Prba.g_00376
OG0001103	Pral.g_00194	Prba.g_00377
OG0001104	Pral.g_00198	Prba.g_00378
OG0001105	Pral.g_00196	Prba.g_00380
OG0001106	Pral.g_00192	Prba.g_00382
OG0001107	Pral.g_00191	Prba.g_00383
OG0001108	Pral.g_00190	Prba.g_00384
OG0001109	Pral.g_00200	Prba.g_00387
OG0001110	Pral.g_00202	Prba.g_00389
OG0001111	Pral.g_00203	Prba.g_00390
OG0001112	Pral.g_00204	Prba.g_00391
OG0001113	Pral.g_00205	Prba.g_00392
OG0001114	Pral.g_00206	Prba.g_00393
OG0001115	Pral.g_00207	Prba.g_00394
OG0001116	Pral.g_00208	Prba.g_00395
OG0001117	Pral.g_00209	Prba.g_00396
OG0001118	Pral.g_00210	Prba.g_00397
OG0001119	Pral.g_00211	Prba.g_00398
OG0001120	Pral.g_00212	Prba.g_00399
OG0001121	Pral.g_00213	Prba.g_00400
OG0001122	Pral.g_00214	Prba.g_00401
OG0001123	Pral.g_00215	Prba.g_00402
OG0001124	Pral.g_00216	Prba.g_00403
OG0001125	Pral.g_00217	Prba.g_00404
OG0001126	Pral.g_00218	Prba.g_00405
OG0001127	Pral.g_00219	Prba.g_00406
OG0001128	Pral.g_00220	Prba.g_00407
OG0001129	Pral.g_00221	Prba.g_00408
OG0001130	Pral.g_00222	Prba.g_00409
OG0001131	Pral.g_00223	Prba.g_00410
OG0001132	Pral.g_00224	Prba.g_00411
OG0001133	Pral.g_00225	Prba.g_00412
OG0001134	Pral.g_00226	Prba.g_00413
OG0001135	Pral.g_00227	Prba.g_00414
OG0001136	Pral.g_00228	Prba.g_00415
OG0001137	Pral.g_00229	Prba.g_00416
OG0001138	Pral.g_00230	Prba.g_00417
OG0001139	Pral.g_00232	Prba.g_00418
OG0001140	Pral.g_01190	Prba.g_00419
OG0001141	Pral.g_00234	Prba.g_00421
OG0001142	Pral.g_00235	Prba.g_00422
OG0001143	Pral.g_00236	Prba.g_00423
OG0001144	Pral.g_00238	Prba.g_00425
OG0001145	Pral.g_00240	Prba.g_00427
OG0001146	Pral.g_00241	Prba.g_00428
OG0001147	Pral.g_00244	Prba.g_00430
OG0001148	Pral.g_00245	Prba.g_00431
OG0001149	Pral.g_00246	Prba.g_00432
OG0001150	Pral.g_00249	Prba.g_00435
OG0001151	Pral.g_00250	Prba.g_00436
OG0001152	Pral.g_00251	Prba.g_00437
OG0001153	Pral.g_00252	Prba.g_00438
OG0001154	Pral.g_00253	Prba.g_01048
OG0001155	Pral.g_00254	Prba.g_01049
OG0001156	Pral.g_00255	Prba.g_01050
OG0001157	Pral.g_00257	Prba.g_01052
OG0001158	Pral.g_00259	Prba.g_01053
OG0001159	Pral.g_00260	Prba.g_01054
OG0001160	Pral.g_00261	Prba.g_01055
OG0001161	Pral.g_00266	Prba.g_01059
OG0001162	Pral.g_00267	Prba.g_01060
OG0001163	Pral.g_00268	Prba.g_01061
OG0001164	Pral.g_00269	Prba.g_01062
OG0001165	Pral.g_00270	Prba.g_01063
OG0001166	Pral.g_00271	Prba.g_01064
OG0001167	Pral.g_00272	Prba.g_01065
OG0001168	Pral.g_00274	Prba.g_01067
OG0001169	Pral.g_00275	Prba.g_01068
