Orthogroup	Pral	Prar
OG0000584	Pral.g_01439	Prar.g_01468
OG0000585	Pral.g_01440	Prar.g_01469
OG0000586	Pral.g_01441	Prar.g_01470
OG0000587	Pral.g_01442	Prar.g_01471
OG0000588	Pral.g_01443	Prar.g_01472
OG0000589	Pral.g_01444	Prar.g_01473
OG0000590	Pral.g_01445	Prar.g_01474
OG0000591	Pral.g_01446	Prar.g_01475
OG0000592	Pral.g_01447	Prar.g_01476
OG0000593	Pral.g_01448	Prar.g_01477
OG0000594	Pral.g_01449	Prar.g_01478
OG0000595	Pral.g_01450	Prar.g_01479
OG0000596	Pral.g_01451	Prar.g_01480
OG0000597	Pral.g_01455	Prar.g_01484
OG0000598	Pral.g_01456	Prar.g_01485
OG0000599	Pral.g_01457	Prar.g_01486
OG0000600	Pral.g_01458	Prar.g_01487
OG0000601	Pral.g_01459	Prar.g_01488
OG0000602	Pral.g_01460	Prar.g_01489
OG0000603	Pral.g_01461	Prar.g_01490
OG0000604	Pral.g_01462	Prar.g_01491
OG0000605	Pral.g_01463	Prar.g_01492
OG0000606	Pral.g_01464	Prar.g_01493
OG0000607	Pral.g_01466	Prar.g_01494
OG0000608	Pral.g_01467	Prar.g_01495
OG0000609	Pral.g_01469	Prar.g_01497
OG0000610	Pral.g_01470	Prar.g_01498
OG0000611	Pral.g_01772	Prar.g_01500
OG0000612	Pral.g_01771	Prar.g_01501
OG0000613	Pral.g_01769	Prar.g_01503
OG0000614	Pral.g_01763	Prar.g_01509
OG0000615	Pral.g_01762	Prar.g_01510
OG0000616	Pral.g_01761	Prar.g_01511
OG0000617	Pral.g_01758	Prar.g_01513
OG0000618	Pral.g_01757	Prar.g_01514
OG0000619	Pral.g_01756	Prar.g_01515
OG0000620	Pral.g_01754	Prar.g_01517
OG0000621	Pral.g_01753	Prar.g_01518
OG0000622	Pral.g_01752	Prar.g_01519
OG0000623	Pral.g_01751	Prar.g_01520
OG0000624	Pral.g_01748	Prar.g_01522
OG0000625	Pral.g_01747	Prar.g_01523
OG0000626	Pral.g_01746	Prar.g_01524
OG0000627	Pral.g_01743	Prar.g_01525
OG0000628	Pral.g_01742	Prar.g_01526
OG0000629	Pral.g_01741	Prar.g_01527
OG0000630	Pral.g_01739	Prar.g_01529
OG0000631	Pral.g_01737	Prar.g_01530
OG0000632	Pral.g_00399	Prar.g_01534
OG0000633	Pral.g_01691	Prar.g_01535
OG0000634	Pral.g_01728	Prar.g_01600
OG0000635	Pral.g_01726	Prar.g_01602
OG0000636	Pral.g_01725	Prar.g_01603
OG0000637	Pral.g_01723	Prar.g_01605
OG0000638	Pral.g_01722	Prar.g_01606
OG0000639	Pral.g_01721	Prar.g_01607
OG0000640	Pral.g_01720	Prar.g_01608
OG0000641	Pral.g_01719	Prar.g_01609
OG0000642	Pral.g_01718	Prar.g_01610
OG0000643	Pral.g_01717	Prar.g_01611
OG0000644	Pral.g_01715	Prar.g_01613
OG0000645	Pral.g_01713	Prar.g_01614
OG0000646	Pral.g_01712	Prar.g_01615
OG0000647	Pral.g_01711	Prar.g_01616
OG0000648	Pral.g_01709	Prar.g_01617
OG0000649	Pral.g_01708	Prar.g_01618
OG0000650	Pral.g_01707	Prar.g_01619
OG0000651	Pral.g_01706	Prar.g_01620
OG0000652	Pral.g_01704	Prar.g_01622
OG0000653	Pral.g_01304	Prar.g_01636
OG0000654	Pral.g_00023	Prar.g_01638
OG0000655	Pral.g_00451	Prar.g_01646
OG0000656	Pral.g_01037	Prar.g_01651
OG0000657	Pral.g_01635	Prar.g_01652
OG0000658	Pral.g_01636	Prar.g_01653
OG0000659	Pral.g_01637	Prar.g_01654
OG0000660	Pral.g_00701	Prar.g_01661
OG0000661	Pral.g_01663	Prar.g_01670
OG0000662	Pral.g_01660	Prar.g_01672
OG0000663	Pral.g_01658	Prar.g_01675
OG0000664	Pral.g_01657	Prar.g_01676
OG0000665	Pral.g_01656	Prar.g_01677
OG0000666	Pral.g_01482	Prar.g_01678
OG0000667	Pral.g_01483	Prar.g_01679
OG0000668	Pral.g_01484	Prar.g_01680
OG0000669	Pral.g_01485	Prar.g_01681
OG0000670	Pral.g_01487	Prar.g_01683
OG0000671	Pral.g_01488	Prar.g_01684
OG0000672	Pral.g_01489	Prar.g_01685
OG0000673	Pral.g_01490	Prar.g_01686
OG0000674	Pral.g_01491	Prar.g_01687
OG0000675	Pral.g_01492	Prar.g_01688
OG0000676	Pral.g_01494	Prar.g_01690
OG0000677	Pral.g_01496	Prar.g_01692
OG0000678	Pral.g_01497	Prar.g_01693
OG0000679	Pral.g_01498	Prar.g_01694
OG0000680	Pral.g_01499	Prar.g_01695
OG0000681	Pral.g_01500	Prar.g_01696
OG0000682	Pral.g_01501	Prar.g_01697
OG0000683	Pral.g_01502	Prar.g_01698
OG0000684	Pral.g_01504	Prar.g_01699
OG0000685	Pral.g_01505	Prar.g_01700
OG0000686	Pral.g_01506	Prar.g_01701
OG0000687	Pral.g_01507	Prar.g_01702
OG0000688	Pral.g_01508	Prar.g_01703
OG0000689	Pral.g_01509	Prar.g_01704
OG0000690	Pral.g_01510	Prar.g_01705
OG0000691	Pral.g_01512	Prar.g_01707
OG0000692	Pral.g_01513	Prar.g_01708
OG0000693	Pral.g_01514	Prar.g_01709
OG0000694	Pral.g_01515	Prar.g_01710
OG0000695	Pral.g_01516	Prar.g_01711
OG0000696	Pral.g_01517	Prar.g_01712
OG0000697	Pral.g_01518	Prar.g_01714
OG0000698	Pral.g_01519	Prar.g_01715
OG0000699	Pral.g_01523	Prar.g_01718
OG0000700	Pral.g_01524	Prar.g_01719
OG0000701	Pral.g_01525	Prar.g_01720
OG0000702	Pral.g_01526	Prar.g_01721
OG0000703	Pral.g_01527	Prar.g_01722
OG0000704	Pral.g_01528	Prar.g_01723
OG0000705	Pral.g_01530	Prar.g_01725
OG0000706	Pral.g_01531	Prar.g_01726
OG0000707	Pral.g_01532	Prar.g_01727
OG0000708	Pral.g_01533	Prar.g_01728
OG0000709	Pral.g_01534	Prar.g_01729
OG0000710	Pral.g_01535	Prar.g_01730
OG0000711	Pral.g_01536	Prar.g_01731
OG0000712	Pral.g_01537	Prar.g_01732
OG0000713	Pral.g_01538	Prar.g_01733
OG0000714	Pral.g_01542	Prar.g_01735
OG0000715	Pral.g_01543	Prar.g_01736
OG0000716	Pral.g_01544	Prar.g_01737
OG0000717	Pral.g_01545	Prar.g_01738
OG0000718	Pral.g_01546	Prar.g_01740
OG0000719	Pral.g_01548	Prar.g_01742
OG0000720	Pral.g_01552	Prar.g_01744
OG0000721	Pral.g_01553	Prar.g_01745
OG0000722	Pral.g_01820	Prar.g_01759
OG0000723	Pral.g_01815	Prar.g_01764
OG0000724	Pral.g_01809	Prar.g_01767
OG0000725	Pral.g_01807	Prar.g_01768
OG0000726	Pral.g_01806	Prar.g_01769
OG0000727	Pral.g_01805	Prar.g_01770
OG0000728	Pral.g_01804	Prar.g_01771
OG0000729	Pral.g_01802	Prar.g_01773
OG0000730	Pral.g_01801	Prar.g_01774
OG0000731	Pral.g_01799	Prar.g_01776
OG0000732	Pral.g_01798	Prar.g_01777
OG0000733	Pral.g_01797	Prar.g_01778
OG0000734	Pral.g_01796	Prar.g_01779
OG0000735	Pral.g_01795	Prar.g_01780
OG0000736	Pral.g_01793	Prar.g_01782
OG0000737	Pral.g_01792	Prar.g_01783
OG0000738	Pral.g_01790	Prar.g_01785
OG0000739	Pral.g_01789	Prar.g_01786
OG0000740	Pral.g_01788	Prar.g_01787
OG0000741	Pral.g_01786	Prar.g_01789
OG0000742	Pral.g_01785	Prar.g_01790
OG0000743	Pral.g_01781	Prar.g_01793
OG0000744	Pral.g_01780	Prar.g_01794
OG0000745	Pral.g_01778	Prar.g_01795
OG0000746	Pral.g_01777	Prar.g_01796
OG0000747	Pral.g_01776	Prar.g_01797
OG0000748	Pral.g_01775	Prar.g_01798
OG0000749	Pral.g_01774	Prar.g_01799
OG0000750	Pral.g_01773	Prar.g_01800
OG0000751	Pral.g_01474	Prar.g_01802
OG0000752	Pral.g_01475	Prar.g_01803
OG0000753	Pral.g_01476	Prar.g_01804
OG0000754	Pral.g_01477	Prar.g_01805
OG0000755	Pral.g_01479	Prar.g_01807
OG0000756	Pral.g_01480	Prar.g_01808
OG0000757	Pral.g_01481	Prar.g_01809
OG0000758	Pral.g_01655	Prar.g_01810
OG0000759	Pral.g_01654	Prar.g_01811
OG0000760	Pral.g_01653	Prar.g_01812
OG0000761	Pral.g_01652	Prar.g_01813
OG0000762	Pral.g_01650	Prar.g_01815
OG0000763	Pral.g_01649	Prar.g_01816
OG0000764	Pral.g_01647	Prar.g_01817
OG0000765	Pral.g_01646	Prar.g_01818
OG0000766	Pral.g_01645	Prar.g_01819
OG0000767	Pral.g_01644	Prar.g_01820
OG0000768	Pral.g_01643	Prar.g_01821
OG0000769	Pral.g_01642	Prar.g_01822
OG0000770	Pral.g_01640	Prar.g_01823
OG0000771	Pral.g_01639	Prar.g_01824
OG0000772	Pral.g_01605	Prar.g_01825
OG0000773	Pral.g_01634	Prar.g_01827
OG0000774	Pral.g_01633	Prar.g_01828
OG0000775	Pral.g_01632	Prar.g_01829
OG0000776	Pral.g_01630	Prar.g_01830
OG0000777	Pral.g_01629	Prar.g_01831
OG0000778	Pral.g_01628	Prar.g_01832
OG0000779	Pral.g_01626	Prar.g_01834
OG0000780	Pral.g_01625	Prar.g_01835
OG0000781	Pral.g_01624	Prar.g_01836
OG0000782	Pral.g_01622	Prar.g_01838
OG0000783	Pral.g_01621	Prar.g_01839
OG0000784	Pral.g_01620	Prar.g_01840
OG0000785	Pral.g_01619	Prar.g_01841
OG0000786	Pral.g_01618	Prar.g_01842
OG0000787	Pral.g_01616	Prar.g_01844
OG0000788	Pral.g_01615	Prar.g_01845
OG0000789	Pral.g_01614	Prar.g_01846
OG0000790	Pral.g_01613	Prar.g_01847
OG0000791	Pral.g_01612	Prar.g_01848
OG0000792	Pral.g_00050	Prar.g_01849
OG0000793	Pral.g_01611	Prar.g_01850
OG0000794	Pral.g_01610	Prar.g_01851
OG0000795	Pral.g_01578	Prar.g_01852
OG0000796	Pral.g_01579	Prar.g_01853
OG0000797	Pral.g_01580	Prar.g_01855
OG0000798	Pral.g_01581	Prar.g_01856
OG0000799	Pral.g_01582	Prar.g_01857
OG0000800	Pral.g_01583	Prar.g_01858
OG0000801	Pral.g_01584	Prar.g_01859
OG0000802	Pral.g_01586	Prar.g_01861
OG0000803	Pral.g_01587	Prar.g_01862
OG0000804	Pral.g_01590	Prar.g_01873
OG0000805	Pral.g_01592	Prar.g_01875
OG0000806	Pral.g_01593	Prar.g_01876
OG0000807	Pral.g_01594	Prar.g_01877
OG0000808	Pral.g_01595	Prar.g_01878
OG0000809	Pral.g_01600	Prar.g_01882
OG0000810	Pral.g_01602	Prar.g_01883
OG0000811	Pral.g_01603	Prar.g_01884
OG0000812	Pral.g_01604	Prar.g_01885
OG0000813	Pral.g_01607	Prar.g_01886
OG0000814	Pral.g_01608	Prar.g_01887
OG0000815	Pral.g_01609	Prar.g_01888
OG0000816	Pral.g_01575	Prar.g_01890
OG0000817	Pral.g_01571	Prar.g_01893
OG0000818	Pral.g_01570	Prar.g_01894
OG0000819	Pral.g_01569	Prar.g_01896
OG0000820	Pral.g_01568	Prar.g_01897
OG0000821	Pral.g_01567	Prar.g_01898
OG0000822	Pral.g_01566	Prar.g_01899
OG0000823	Pral.g_01563	Prar.g_01902
OG0000824	Pral.g_01562	Prar.g_01903
OG0000825	Pral.g_01560	Prar.g_01905
OG0000826	Pral.g_01559	Prar.g_01906
OG0000827	Pral.g_01558	Prar.g_01907
OG0000828	Pral.g_01556	Prar.g_01909
OG0000829	Pral.g_01321	Prar.g_01935
OG0000830	Pral.g_01033	Prar.g_01944
OG0000831	Pral.g_01327	Prar.g_01947
OG0000832	Pral.g_01032	Prar.g_01948
OG0000833	Pral.g_01311	Prar.g_01955
OG0000834	Pral.g_01324	Prar.g_01324
OG0000835	Pral.g_00692	Prar.g_01320
OG0000836	Pral.g_01141	Prar.g_01318
OG0000837	Pral.g_01314	Prar.g_01309
OG0000838	Pral.g_00077	Prar.g_01295
OG0000839	Pral.g_00076	Prar.g_01294
OG0000840	Pral.g_01902	Prar.g_01289
OG0000841	Pral.g_01346	Prar.g_01282
OG0000842	Pral.g_01351	Prar.g_01278
OG0000843	Pral.g_01353	Prar.g_01276
OG0000844	Pral.g_01354	Prar.g_01275
OG0000845	Pral.g_01355	Prar.g_01274
OG0000846	Pral.g_01356	Prar.g_01273
OG0000847	Pral.g_01357	Prar.g_01272
OG0000848	Pral.g_01358	Prar.g_01271
OG0000849	Pral.g_01359	Prar.g_01270
OG0000850	Pral.g_01360	Prar.g_01269
OG0000851	Pral.g_01363	Prar.g_01267
OG0000852	Pral.g_01366	Prar.g_01264
OG0000853	Pral.g_01368	Prar.g_01262
OG0000854	Pral.g_01369	Prar.g_01261
OG0000855	Pral.g_01370	Prar.g_01260
OG0000856	Pral.g_01371	Prar.g_01259
OG0000857	Pral.g_01372	Prar.g_01258
OG0000858	Pral.g_01376	Prar.g_01256
OG0000859	Pral.g_01377	Prar.g_01255
OG0000860	Pral.g_01378	Prar.g_01254
OG0000861	Pral.g_01379	Prar.g_01253
OG0000862	Pral.g_01380	Prar.g_01252
OG0000863	Pral.g_01382	Prar.g_01251
OG0000864	Pral.g_01383	Prar.g_01250
OG0000865	Pral.g_01384	Prar.g_01249
OG0000866	Pral.g_01385	Prar.g_01248
OG0000867	Pral.g_01388	Prar.g_01245
OG0000868	Pral.g_01390	Prar.g_01243
OG0000869	Pral.g_01391	Prar.g_01242
OG0000870	Pral.g_01394	Prar.g_01241
OG0000871	Pral.g_01395	Prar.g_01240
OG0000872	Pral.g_01399	Prar.g_01239
OG0000873	Pral.g_01400	Prar.g_01238
OG0000874	Pral.g_01401	Prar.g_01237
OG0000875	Pral.g_01403	Prar.g_01236
OG0000876	Pral.g_01404	Prar.g_01234
OG0000877	Pral.g_01405	Prar.g_01233
OG0000878	Pral.g_01406	Prar.g_01232
OG0000879	Pral.g_01407	Prar.g_01231
OG0000880	Pral.g_01408	Prar.g_01230
OG0000881	Pral.g_01409	Prar.g_01229
OG0000882	Pral.g_01410	Prar.g_01228
OG0000883	Pral.g_01411	Prar.g_01227
OG0000884	Pral.g_01412	Prar.g_01226
OG0000885	Pral.g_01413	Prar.g_01225
OG0000886	Pral.g_01414	Prar.g_01224
OG0000887	Pral.g_01415	Prar.g_01223
OG0000888	Pral.g_01416	Prar.g_01222
OG0000889	Pral.g_01417	Prar.g_01221
OG0000890	Pral.g_01419	Prar.g_01220
OG0000891	Pral.g_01420	Prar.g_01219
OG0000892	Pral.g_01421	Prar.g_01218
OG0000893	Pral.g_01422	Prar.g_01217
OG0000894	Pral.g_01423	Prar.g_01215
OG0000895	Pral.g_01424	Prar.g_01214
OG0000896	Pral.g_01426	Prar.g_01212
OG0000897	Pral.g_01427	Prar.g_01211
OG0000898	Pral.g_01428	Prar.g_01210
OG0000899	Pral.g_01429	Prar.g_01209
OG0000900	Pral.g_00456	Prar.g_01207
OG0000901	Pral.g_01893	Prar.g_00976
OG0000902	Pral.g_01292	Prar.g_00966
OG0000903	Pral.g_01291	Prar.g_00965
OG0000904	Pral.g_01290	Prar.g_00964
OG0000905	Pral.g_01289	Prar.g_00963
OG0000906	Pral.g_01288	Prar.g_00962
OG0000907	Pral.g_01286	Prar.g_00960
OG0000908	Pral.g_01285	Prar.g_00959
OG0000909	Pral.g_01284	Prar.g_00958
OG0000910	Pral.g_01283	Prar.g_00957
OG0000911	Pral.g_01282	Prar.g_00956
OG0000912	Pral.g_01279	Prar.g_00953
OG0000913	Pral.g_01278	Prar.g_00952
OG0000914	Pral.g_01277	Prar.g_00951
OG0000915	Pral.g_01275	Prar.g_00949
OG0000916	Pral.g_01274	Prar.g_00948
OG0000917	Pral.g_01273	Prar.g_00947
OG0000918	Pral.g_01272	Prar.g_00946
OG0000919	Pral.g_01271	Prar.g_00945
OG0000920	Pral.g_01270	Prar.g_00944
OG0000921	Pral.g_01267	Prar.g_00942
OG0000922	Pral.g_01266	Prar.g_00941
OG0000923	Pral.g_01239	Prar.g_00929
OG0000924	Pral.g_01238	Prar.g_00928
OG0000925	Pral.g_01235	Prar.g_00925
OG0000926	Pral.g_00440	Prar.g_00924
OG0000927	Pral.g_01345	Prar.g_00923
OG0000928	Pral.g_01060	Prar.g_00921
OG0000929	Pral.g_01323	Prar.g_00919
OG0000930	Pral.g_01343	Prar.g_00917
OG0000931	Pral.g_01550	Prar.g_00916
OG0000932	Pral.g_01299	Prar.g_00913
OG0000933	Pral.g_01220	Prar.g_00909
OG0000934	Pral.g_01219	Prar.g_00908
OG0000935	Pral.g_01218	Prar.g_00907
OG0000936	Pral.g_01217	Prar.g_00906
OG0000937	Pral.g_01216	Prar.g_00905
OG0000938	Pral.g_01215	Prar.g_00904
OG0000939	Pral.g_01214	Prar.g_00903
OG0000940	Pral.g_01213	Prar.g_00902
OG0000941	Pral.g_01212	Prar.g_00901
OG0000942	Pral.g_01211	Prar.g_00900
OG0000943	Pral.g_01210	Prar.g_00899
OG0000944	Pral.g_01209	Prar.g_00898
OG0000945	Pral.g_01208	Prar.g_00897
OG0000946	Pral.g_01207	Prar.g_00896
OG0000947	Pral.g_01206	Prar.g_00895
OG0000948	Pral.g_01205	Prar.g_00894
OG0000949	Pral.g_01204	Prar.g_00893
OG0000950	Pral.g_00287	Prar.g_00375
OG0000951	Pral.g_01184	Prar.g_00357
OG0000952	Pral.g_01183	Prar.g_00356
OG0000953	Pral.g_01182	Prar.g_00355
OG0000954	Pral.g_01181	Prar.g_00354
OG0000955	Pral.g_01180	Prar.g_00353
OG0000956	Pral.g_01178	Prar.g_00351
OG0000957	Pral.g_01177	Prar.g_00350
OG0000958	Pral.g_01176	Prar.g_00349
OG0000959	Pral.g_01175	Prar.g_00348
OG0000960	Pral.g_01174	Prar.g_00347
OG0000961	Pral.g_01173	Prar.g_00346
OG0000962	Pral.g_01172	Prar.g_00345
OG0000963	Pral.g_01171	Prar.g_00344
OG0000964	Pral.g_01169	Prar.g_00343
OG0000965	Pral.g_01167	Prar.g_00341
OG0000966	Pral.g_01166	Prar.g_00340
OG0000967	Pral.g_01159	Prar.g_00337
OG0000968	Pral.g_01158	Prar.g_00336
OG0000969	Pral.g_01157	Prar.g_00335
OG0000970	Pral.g_01156	Prar.g_00842
OG0000971	Pral.g_01155	Prar.g_00841
OG0000972	Pral.g_01154	Prar.g_00840
OG0000973	Pral.g_01152	Prar.g_00838
OG0000974	Pral.g_01151	Prar.g_00837
OG0000975	Pral.g_01150	Prar.g_00836
OG0000976	Pral.g_01149	Prar.g_00835
OG0000977	Pral.g_01148	Prar.g_00834
OG0000978	Pral.g_01147	Prar.g_00833
OG0000979	Pral.g_01146	Prar.g_00832
OG0000980	Pral.g_01145	Prar.g_00831
OG0000981	Pral.g_01144	Prar.g_00830
OG0000982	Pral.g_01143	Prar.g_00829
OG0000983	Pral.g_01142	Prar.g_00828
OG0000984	Pral.g_01137	Prar.g_00824
OG0000985	Pral.g_01136	Prar.g_00823
OG0000986	Pral.g_01135	Prar.g_00822
OG0000987	Pral.g_01133	Prar.g_00820
OG0000988	Pral.g_01132	Prar.g_00819
OG0000989	Pral.g_01131	Prar.g_00818
OG0000990	Pral.g_01130	Prar.g_00817
OG0000991	Pral.g_01129	Prar.g_00816
OG0000992	Pral.g_01128	Prar.g_00815
OG0000993	Pral.g_01127	Prar.g_00814
OG0000994	Pral.g_01126	Prar.g_00813
OG0000995	Pral.g_01125	Prar.g_00812
OG0000996	Pral.g_01124	Prar.g_00811
OG0000997	Pral.g_01122	Prar.g_00809
OG0000998	Pral.g_01115	Prar.g_00806
OG0000999	Pral.g_01112	Prar.g_00804
OG0001000	Pral.g_01110	Prar.g_00803
OG0001001	Pral.g_01108	Prar.g_00802
OG0001002	Pral.g_01106	Prar.g_00800
OG0001003	Pral.g_01105	Prar.g_00799
OG0001004	Pral.g_01104	Prar.g_00798
OG0001005	Pral.g_01103	Prar.g_00797
OG0001006	Pral.g_01101	Prar.g_00795
OG0001007	Pral.g_01100	Prar.g_00794
OG0001008	Pral.g_01099	Prar.g_00793
OG0001009	Pral.g_01098	Prar.g_00792
OG0001010	Pral.g_01097	Prar.g_00791
OG0001011	Pral.g_01095	Prar.g_00790
OG0001012	Pral.g_01094	Prar.g_00789
OG0001013	Pral.g_01093	Prar.g_00788
OG0001014	Pral.g_01092	Prar.g_00787
OG0001015	Pral.g_01091	Prar.g_00786
OG0001016	Pral.g_01090	Prar.g_00785
OG0001017	Pral.g_01089	Prar.g_00784
OG0001018	Pral.g_01088	Prar.g_00783
OG0001019	Pral.g_01087	Prar.g_00782
OG0001020	Pral.g_01086	Prar.g_00781
OG0001021	Pral.g_01085	Prar.g_00780
OG0001022	Pral.g_01084	Prar.g_00779
OG0001023	Pral.g_01083	Prar.g_00778
OG0001024	Pral.g_01081	Prar.g_00776
OG0001025	Pral.g_01080	Prar.g_00775
OG0001026	Pral.g_01079	Prar.g_00774
OG0001027	Pral.g_01078	Prar.g_00773
OG0001028	Pral.g_01076	Prar.g_00772
OG0001029	Pral.g_01075	Prar.g_00771
OG0001030	Pral.g_01072	Prar.g_00768
OG0001031	Pral.g_01071	Prar.g_00767
OG0001032	Pral.g_00045	Prar.g_00760
OG0001033	Pral.g_01058	Prar.g_00753
OG0001034	Pral.g_01503	Prar.g_00725
OG0001035	Pral.g_00100	Prar.g_01149
OG0001036	Pral.g_00101	Prar.g_01148
OG0001037	Pral.g_00108	Prar.g_01142
OG0001038	Pral.g_00109	Prar.g_01141
OG0001039	Pral.g_00110	Prar.g_01140
OG0001040	Pral.g_00111	Prar.g_01139
OG0001041	Pral.g_00113	Prar.g_01137
OG0001042	Pral.g_00114	Prar.g_01136
OG0001043	Pral.g_00115	Prar.g_01135
OG0001044	Pral.g_00116	Prar.g_01134
OG0001045	Pral.g_00117	Prar.g_01133
OG0001046	Pral.g_00119	Prar.g_01132
OG0001047	Pral.g_00120	Prar.g_01131
OG0001048	Pral.g_00121	Prar.g_01129
OG0001049	Pral.g_00122	Prar.g_01128
OG0001050	Pral.g_00123	Prar.g_01127
OG0001051	Pral.g_00124	Prar.g_01126
OG0001052	Pral.g_00125	Prar.g_01125
OG0001053	Pral.g_00126	Prar.g_01124
OG0001054	Pral.g_00127	Prar.g_01123
OG0001055	Pral.g_00128	Prar.g_01122
OG0001056	Pral.g_00129	Prar.g_01121
OG0001057	Pral.g_00131	Prar.g_01964
OG0001058	Pral.g_00132	Prar.g_01965
OG0001059	Pral.g_00133	Prar.g_01966
OG0001060	Pral.g_00134	Prar.g_01967
OG0001061	Pral.g_00135	Prar.g_01968
OG0001062	Pral.g_00136	Prar.g_01969
OG0001063	Pral.g_00137	Prar.g_01970
OG0001064	Pral.g_00138	Prar.g_01971
OG0001065	Pral.g_00139	Prar.g_01963
OG0001066	Pral.g_00140	Prar.g_01962
OG0001067	Pral.g_00141	Prar.g_01961
OG0001068	Pral.g_00142	Prar.g_01960
OG0001069	Pral.g_00145	Prar.g_01957
OG0001070	Pral.g_00147	Prar.g_00596
OG0001071	Pral.g_00148	Prar.g_00597
OG0001072	Pral.g_00149	Prar.g_00598
OG0001073	Pral.g_00150	Prar.g_00599
OG0001074	Pral.g_00151	Prar.g_00600
OG0001075	Pral.g_00154	Prar.g_00601
OG0001076	Pral.g_00156	Prar.g_00603
OG0001077	Pral.g_00157	Prar.g_00604
OG0001078	Pral.g_00158	Prar.g_00605
OG0001079	Pral.g_00159	Prar.g_00606
OG0001080	Pral.g_00160	Prar.g_00607
OG0001081	Pral.g_00161	Prar.g_00608
OG0001082	Pral.g_00162	Prar.g_00609
OG0001083	Pral.g_00163	Prar.g_00610
OG0001084	Pral.g_00164	Prar.g_00611
OG0001085	Pral.g_00165	Prar.g_00612
OG0001086	Pral.g_00170	Prar.g_01114
OG0001087	Pral.g_00172	Prar.g_01113
OG0001088	Pral.g_00173	Prar.g_01112
OG0001089	Pral.g_00176	Prar.g_01110
OG0001090	Pral.g_00177	Prar.g_01109
OG0001091	Pral.g_00178	Prar.g_01108
OG0001092	Pral.g_00179	Prar.g_01107
OG0001093	Pral.g_00180	Prar.g_01106
OG0001094	Pral.g_00181	Prar.g_01105
OG0001095	Pral.g_00182	Prar.g_01104
OG0001096	Pral.g_00183	Prar.g_01103
OG0001097	Pral.g_00184	Prar.g_01102
OG0001098	Pral.g_00185	Prar.g_01101
OG0001099	Pral.g_00187	Prar.g_01100
OG0001100	Pral.g_00188	Prar.g_01099
OG0001101	Pral.g_00189	Prar.g_01098
OG0001102	Pral.g_00193	Prar.g_01095
OG0001103	Pral.g_00194	Prar.g_01094
OG0001104	Pral.g_00198	Prar.g_01093
OG0001105	Pral.g_00196	Prar.g_01091
OG0001106	Pral.g_00192	Prar.g_01089
OG0001107	Pral.g_00191	Prar.g_01088
OG0001108	Pral.g_00190	Prar.g_01087
OG0001109	Pral.g_00200	Prar.g_01069
OG0001110	Pral.g_00202	Prar.g_01067
OG0001111	Pral.g_00203	Prar.g_01066
OG0001112	Pral.g_00204	Prar.g_01065
OG0001113	Pral.g_00205	Prar.g_01064
OG0001114	Pral.g_00206	Prar.g_01063
OG0001115	Pral.g_00207	Prar.g_01062
OG0001116	Pral.g_00208	Prar.g_01061
OG0001117	Pral.g_00209	Prar.g_01060
OG0001118	Pral.g_00210	Prar.g_01059
OG0001119	Pral.g_00211	Prar.g_01058
OG0001120	Pral.g_00212	Prar.g_01057
OG0001121	Pral.g_00213	Prar.g_01056
OG0001122	Pral.g_00214	Prar.g_01055
OG0001123	Pral.g_00215	Prar.g_01054
OG0001124	Pral.g_00216	Prar.g_01053
OG0001125	Pral.g_00217	Prar.g_01052
OG0001126	Pral.g_00218	Prar.g_01051
OG0001127	Pral.g_00219	Prar.g_01050
OG0001128	Pral.g_00220	Prar.g_01049
OG0001129	Pral.g_00221	Prar.g_01048
OG0001130	Pral.g_00222	Prar.g_01047
OG0001131	Pral.g_00223	Prar.g_01046
OG0001132	Pral.g_00224	Prar.g_01045
OG0001133	Pral.g_00225	Prar.g_01044
OG0001134	Pral.g_00226	Prar.g_01043
OG0001135	Pral.g_00227	Prar.g_01042
OG0001136	Pral.g_00228	Prar.g_01041
OG0001137	Pral.g_00229	Prar.g_01040
OG0001138	Pral.g_00230	Prar.g_01039
OG0001139	Pral.g_00232	Prar.g_01038
OG0001140	Pral.g_01190	Prar.g_01037
OG0001141	Pral.g_00234	Prar.g_01035
OG0001142	Pral.g_00235	Prar.g_01034
OG0001143	Pral.g_00236	Prar.g_01033
OG0001144	Pral.g_00238	Prar.g_01031
OG0001145	Pral.g_00240	Prar.g_01029
OG0001146	Pral.g_00241	Prar.g_01028
OG0001147	Pral.g_00244	Prar.g_01026
OG0001148	Pral.g_00245	Prar.g_01025
OG0001149	Pral.g_00246	Prar.g_01024
OG0001150	Pral.g_00249	Prar.g_01022
OG0001151	Pral.g_00250	Prar.g_01021
OG0001152	Pral.g_00251	Prar.g_01020
OG0001153	Pral.g_00252	Prar.g_01019
OG0001154	Pral.g_00253	Prar.g_01018
OG0001155	Pral.g_00254	Prar.g_01017
OG0001156	Pral.g_00255	Prar.g_01016
OG0001157	Pral.g_00257	Prar.g_01014
OG0001158	Pral.g_00259	Prar.g_01013
OG0001159	Pral.g_00260	Prar.g_01012
OG0001160	Pral.g_00261	Prar.g_01011
OG0001161	Pral.g_00266	Prar.g_00617
OG0001162	Pral.g_00267	Prar.g_00618
OG0001163	Pral.g_00268	Prar.g_00619
OG0001164	Pral.g_00269	Prar.g_00620
OG0001165	Pral.g_00270	Prar.g_00621
