Orthogroup	Pral	Prbk
OG0000569	Pral.g_00466	Prbk.g_02608
OG0000570	Pral.g_00465	Prbk.g_02609
OG0000571	Pral.g_00464	Prbk.g_02611
OG0000572	Pral.g_00462	Prbk.g_02616
OG0000573	Pral.g_00461	Prbk.g_02617
OG0000574	Pral.g_00460	Prbk.g_02618
OG0000575	Pral.g_00459	Prbk.g_02621
OG0000576	Pral.g_00458	Prbk.g_02623
OG0000577	Pral.g_01430	Prbk.g_02624
OG0000578	Pral.g_01432	Prbk.g_02626
OG0000579	Pral.g_01433	Prbk.g_02627
OG0000580	Pral.g_01434	Prbk.g_02628
OG0000581	Pral.g_01435	Prbk.g_02629
OG0000582	Pral.g_01436	Prbk.g_02631
OG0000583	Pral.g_01437	Prbk.g_02632
OG0000584	Pral.g_01439	Prbk.g_02634
OG0000585	Pral.g_01440	Prbk.g_02635
OG0000586	Pral.g_01441	Prbk.g_02637
OG0000587	Pral.g_01442	Prbk.g_02638
OG0000588	Pral.g_01443	Prbk.g_02639
OG0000589	Pral.g_01444	Prbk.g_02647
OG0000590	Pral.g_01445	Prbk.g_02648
OG0000591	Pral.g_01446	Prbk.g_02649
OG0000592	Pral.g_01447	Prbk.g_02650
OG0000593	Pral.g_01448	Prbk.g_02651
OG0000594	Pral.g_01449	Prbk.g_02654
OG0000595	Pral.g_01450	Prbk.g_02655
OG0000596	Pral.g_01451	Prbk.g_02656
OG0000597	Pral.g_01455	Prbk.g_00729
OG0000598	Pral.g_01456	Prbk.g_00728
OG0000599	Pral.g_01457	Prbk.g_00727
OG0000600	Pral.g_01458	Prbk.g_00726
OG0000601	Pral.g_01459	Prbk.g_00725
OG0000602	Pral.g_01460	Prbk.g_00723
OG0000603	Pral.g_01461	Prbk.g_00720
OG0000604	Pral.g_01462	Prbk.g_00719
OG0000605	Pral.g_01463	Prbk.g_00718
OG0000606	Pral.g_01464	Prbk.g_00717
OG0000607	Pral.g_01466	Prbk.g_00715
OG0000608	Pral.g_01467	Prbk.g_00714
OG0000609	Pral.g_01469	Prbk.g_00712
OG0000610	Pral.g_01470	Prbk.g_00711
OG0000611	Pral.g_01772	Prbk.g_00708
OG0000612	Pral.g_01771	Prbk.g_00706
OG0000613	Pral.g_01769	Prbk.g_00478
OG0000614	Pral.g_01763	Prbk.g_01361
OG0000615	Pral.g_01762	Prbk.g_01767
OG0000616	Pral.g_01761	Prbk.g_00672
OG0000617	Pral.g_01758	Prbk.g_02509
OG0000618	Pral.g_01757	Prbk.g_01925
OG0000619	Pral.g_01756	Prbk.g_01805
OG0000620	Pral.g_01754	Prbk.g_01827
OG0000621	Pral.g_01753	Prbk.g_01821
OG0000622	Pral.g_01752	Prbk.g_01817
OG0000623	Pral.g_01751	Prbk.g_01816
OG0000624	Pral.g_01748	Prbk.g_01802
OG0000625	Pral.g_01747	Prbk.g_01801
OG0000626	Pral.g_01746	Prbk.g_01800
OG0000627	Pral.g_01743	Prbk.g_01760
OG0000628	Pral.g_01742	Prbk.g_01761
OG0000629	Pral.g_01741	Prbk.g_01764
OG0000630	Pral.g_01739	Prbk.g_01766
OG0000631	Pral.g_01737	Prbk.g_02429
OG0000632	Pral.g_00399	Prbk.g_02262
OG0000633	Pral.g_01691	Prbk.g_00169
OG0000634	Pral.g_01728	Prbk.g_00617
OG0000635	Pral.g_01726	Prbk.g_00615
OG0000636	Pral.g_01725	Prbk.g_00614
OG0000637	Pral.g_01723	Prbk.g_00613
OG0000638	Pral.g_01722	Prbk.g_00612
OG0000639	Pral.g_01721	Prbk.g_00611
OG0000640	Pral.g_01720	Prbk.g_00610
OG0000641	Pral.g_01719	Prbk.g_00608
OG0000642	Pral.g_01718	Prbk.g_00607
OG0000643	Pral.g_01717	Prbk.g_00606
OG0000644	Pral.g_01715	Prbk.g_00604
OG0000645	Pral.g_01713	Prbk.g_00603
OG0000646	Pral.g_01712	Prbk.g_00602
OG0000647	Pral.g_01711	Prbk.g_00601
OG0000648	Pral.g_01709	Prbk.g_02376
OG0000649	Pral.g_01708	Prbk.g_02375
OG0000650	Pral.g_01707	Prbk.g_02372
OG0000651	Pral.g_01706	Prbk.g_02371
OG0000652	Pral.g_01704	Prbk.g_02368
OG0000653	Pral.g_01304	Prbk.g_02519
OG0000654	Pral.g_00023	Prbk.g_01872
OG0000656	Pral.g_01037	Prbk.g_01863
OG0000657	Pral.g_01635	Prbk.g_02332
OG0000658	Pral.g_01636	Prbk.g_02333
OG0000659	Pral.g_01637	Prbk.g_02334
OG0000660	Pral.g_00701	Prbk.g_00865
OG0000661	Pral.g_01663	Prbk.g_01455
OG0000662	Pral.g_01660	Prbk.g_02367
OG0000663	Pral.g_01658	Prbk.g_02362
OG0000664	Pral.g_01657	Prbk.g_02361
OG0000665	Pral.g_01656	Prbk.g_02360
OG0000666	Pral.g_01482	Prbk.g_02462
OG0000667	Pral.g_01483	Prbk.g_02463
OG0000668	Pral.g_01484	Prbk.g_02464
OG0000669	Pral.g_01485	Prbk.g_02465
OG0000670	Pral.g_01487	Prbk.g_02467
OG0000671	Pral.g_01488	Prbk.g_02468
OG0000672	Pral.g_01489	Prbk.g_02469
OG0000673	Pral.g_01490	Prbk.g_02470
OG0000674	Pral.g_01491	Prbk.g_02471
OG0000675	Pral.g_01492	Prbk.g_02472
OG0000676	Pral.g_01494	Prbk.g_02474
OG0000677	Pral.g_01496	Prbk.g_02476
OG0000678	Pral.g_01497	Prbk.g_02477
OG0000679	Pral.g_01498	Prbk.g_02478
OG0000680	Pral.g_01499	Prbk.g_02479
OG0000681	Pral.g_01500	Prbk.g_02480
OG0000682	Pral.g_01501	Prbk.g_02481
OG0000683	Pral.g_01502	Prbk.g_02483
OG0000684	Pral.g_01504	Prbk.g_02486
OG0000685	Pral.g_01505	Prbk.g_02487
OG0000686	Pral.g_01506	Prbk.g_02488
OG0000687	Pral.g_01507	Prbk.g_02489
OG0000688	Pral.g_01508	Prbk.g_02490
OG0000689	Pral.g_01509	Prbk.g_02491
OG0000690	Pral.g_01510	Prbk.g_02492
OG0000691	Pral.g_01512	Prbk.g_02494
OG0000692	Pral.g_01513	Prbk.g_02495
OG0000693	Pral.g_01514	Prbk.g_02496
OG0000694	Pral.g_01515	Prbk.g_02497
OG0000695	Pral.g_01516	Prbk.g_02498
OG0000696	Pral.g_01517	Prbk.g_02499
OG0000697	Pral.g_01518	Prbk.g_02526
OG0000698	Pral.g_01519	Prbk.g_02527
OG0000699	Pral.g_01523	Prbk.g_02531
OG0000700	Pral.g_01524	Prbk.g_02532
OG0000701	Pral.g_01525	Prbk.g_02534
OG0000702	Pral.g_01526	Prbk.g_02535
OG0000703	Pral.g_01527	Prbk.g_02536
OG0000704	Pral.g_01528	Prbk.g_02537
OG0000705	Pral.g_01530	Prbk.g_02539
OG0000706	Pral.g_01531	Prbk.g_02540
OG0000707	Pral.g_01532	Prbk.g_02541
OG0000708	Pral.g_01533	Prbk.g_02542
OG0000709	Pral.g_01534	Prbk.g_02543
OG0000710	Pral.g_01535	Prbk.g_02544
OG0000711	Pral.g_01536	Prbk.g_02546
OG0000712	Pral.g_01537	Prbk.g_02547
OG0000713	Pral.g_01538	Prbk.g_02548
OG0000714	Pral.g_01542	Prbk.g_02559
OG0000715	Pral.g_01543	Prbk.g_02560
OG0000716	Pral.g_01544	Prbk.g_02563
OG0000717	Pral.g_01545	Prbk.g_02567
OG0000718	Pral.g_01546	Prbk.g_02568
OG0000719	Pral.g_01548	Prbk.g_02570
OG0000720	Pral.g_01552	Prbk.g_02379
OG0000721	Pral.g_01553	Prbk.g_00598
OG0000722	Pral.g_01820	Prbk.g_00582
OG0000723	Pral.g_01815	Prbk.g_00193
OG0000724	Pral.g_01809	Prbk.g_02580
OG0000725	Pral.g_01807	Prbk.g_02389
OG0000726	Pral.g_01806	Prbk.g_01662
OG0000727	Pral.g_01805	Prbk.g_02390
OG0000728	Pral.g_01804	Prbk.g_02391
OG0000729	Pral.g_01802	Prbk.g_02393
OG0000730	Pral.g_01801	Prbk.g_02394
OG0000731	Pral.g_01799	Prbk.g_02396
OG0000732	Pral.g_01798	Prbk.g_02397
OG0000733	Pral.g_01797	Prbk.g_02398
OG0000734	Pral.g_01796	Prbk.g_02399
OG0000735	Pral.g_01795	Prbk.g_02400
OG0000736	Pral.g_01793	Prbk.g_02408
OG0000737	Pral.g_01792	Prbk.g_02410
OG0000738	Pral.g_01790	Prbk.g_02415
OG0000739	Pral.g_01789	Prbk.g_02417
OG0000740	Pral.g_01788	Prbk.g_02420
OG0000741	Pral.g_01786	Prbk.g_02435
OG0000742	Pral.g_01785	Prbk.g_02436
OG0000743	Pral.g_01781	Prbk.g_02439
OG0000744	Pral.g_01780	Prbk.g_02440
OG0000745	Pral.g_01778	Prbk.g_02453
OG0000746	Pral.g_01777	Prbk.g_02452
OG0000747	Pral.g_01776	Prbk.g_02451
OG0000748	Pral.g_01775	Prbk.g_02450
OG0000749	Pral.g_01774	Prbk.g_02449
OG0000750	Pral.g_01773	Prbk.g_02447
OG0000751	Pral.g_01474	Prbk.g_02455
OG0000752	Pral.g_01475	Prbk.g_02456
OG0000753	Pral.g_01476	Prbk.g_02457
OG0000754	Pral.g_01477	Prbk.g_02458
OG0000755	Pral.g_01479	Prbk.g_02459
OG0000756	Pral.g_01480	Prbk.g_02460
OG0000757	Pral.g_01481	Prbk.g_02461
OG0000758	Pral.g_01655	Prbk.g_02359
OG0000759	Pral.g_01654	Prbk.g_02358
OG0000760	Pral.g_01653	Prbk.g_02357
OG0000761	Pral.g_01652	Prbk.g_02355
OG0000762	Pral.g_01650	Prbk.g_02353
OG0000763	Pral.g_01649	Prbk.g_02352
OG0000764	Pral.g_01647	Prbk.g_02350
OG0000765	Pral.g_01646	Prbk.g_02349
OG0000766	Pral.g_01645	Prbk.g_02348
OG0000767	Pral.g_01644	Prbk.g_01698
OG0000768	Pral.g_01643	Prbk.g_02340
OG0000769	Pral.g_01642	Prbk.g_02339
OG0000770	Pral.g_01640	Prbk.g_02337
OG0000771	Pral.g_01639	Prbk.g_02336
OG0000772	Pral.g_01605	Prbk.g_02189
OG0000773	Pral.g_01634	Prbk.g_02331
OG0000774	Pral.g_01633	Prbk.g_02330
OG0000775	Pral.g_01632	Prbk.g_02329
OG0000776	Pral.g_01630	Prbk.g_02327
OG0000777	Pral.g_01629	Prbk.g_02326
OG0000778	Pral.g_01628	Prbk.g_02325
OG0000779	Pral.g_01626	Prbk.g_02320
OG0000780	Pral.g_01625	Prbk.g_02319
OG0000781	Pral.g_01624	Prbk.g_02317
OG0000782	Pral.g_01622	Prbk.g_02315
OG0000783	Pral.g_01621	Prbk.g_02313
OG0000784	Pral.g_01620	Prbk.g_02311
OG0000785	Pral.g_01619	Prbk.g_02310
OG0000786	Pral.g_01618	Prbk.g_02309
OG0000787	Pral.g_01616	Prbk.g_02307
OG0000788	Pral.g_01615	Prbk.g_02306
OG0000789	Pral.g_01614	Prbk.g_02305
OG0000790	Pral.g_01613	Prbk.g_02304
OG0000791	Pral.g_01612	Prbk.g_02303
OG0000792	Pral.g_00050	Prbk.g_01728
OG0000793	Pral.g_01611	Prbk.g_02301
OG0000794	Pral.g_01610	Prbk.g_02299
OG0000795	Pral.g_01578	Prbk.g_02297
OG0000796	Pral.g_01579	Prbk.g_02293
OG0000797	Pral.g_01580	Prbk.g_02292
OG0000798	Pral.g_01581	Prbk.g_00562
OG0000799	Pral.g_01582	Prbk.g_00566
OG0000800	Pral.g_01583	Prbk.g_00567
OG0000801	Pral.g_01584	Prbk.g_00568
OG0000802	Pral.g_01586	Prbk.g_00572
OG0000803	Pral.g_01587	Prbk.g_00573
OG0000804	Pral.g_01590	Prbk.g_00578
OG0000805	Pral.g_01592	Prbk.g_00580
OG0000806	Pral.g_01593	Prbk.g_00581
OG0000807	Pral.g_01594	Prbk.g_00583
OG0000808	Pral.g_01595	Prbk.g_00584
OG0000809	Pral.g_01600	Prbk.g_00590
OG0000810	Pral.g_01602	Prbk.g_00592
OG0000811	Pral.g_01603	Prbk.g_00593
OG0000812	Pral.g_01604	Prbk.g_02190
OG0000813	Pral.g_01607	Prbk.g_00594
OG0000814	Pral.g_01608	Prbk.g_00595
OG0000815	Pral.g_01609	Prbk.g_00596
OG0000816	Pral.g_01575	Prbk.g_00599
OG0000817	Pral.g_01571	Prbk.g_00068
OG0000818	Pral.g_01570	Prbk.g_00067
OG0000819	Pral.g_01569	Prbk.g_00064
OG0000820	Pral.g_01568	Prbk.g_00063
OG0000821	Pral.g_01567	Prbk.g_00062
OG0000822	Pral.g_01566	Prbk.g_00061
OG0000823	Pral.g_01563	Prbk.g_00058
OG0000824	Pral.g_01562	Prbk.g_00057
OG0000825	Pral.g_01560	Prbk.g_00054
OG0000826	Pral.g_01559	Prbk.g_00053
OG0000827	Pral.g_01558	Prbk.g_00052
OG0000828	Pral.g_01556	Prbk.g_00051
OG0000829	Pral.g_01321	Prbk.g_00627
OG0000830	Pral.g_01033	Prbk.g_02595
OG0000831	Pral.g_01327	Prbk.g_02022
OG0000832	Pral.g_01032	Prbk.g_01700
OG0000833	Pral.g_01311	Prbk.g_01531
OG0000834	Pral.g_01324	Prbk.g_00869
OG0000835	Pral.g_00692	Prbk.g_00879
OG0000836	Pral.g_01141	Prbk.g_01234
OG0000837	Pral.g_01314	Prbk.g_02613
OG0000838	Pral.g_00077	Prbk.g_02202
OG0000839	Pral.g_00076	Prbk.g_02196
OG0000840	Pral.g_01902	Prbk.g_01456
OG0000841	Pral.g_01346	Prbk.g_01227
OG0000842	Pral.g_01351	Prbk.g_00004
OG0000843	Pral.g_01353	Prbk.g_01037
OG0000844	Pral.g_01354	Prbk.g_01036
OG0000845	Pral.g_01355	Prbk.g_01035
OG0000846	Pral.g_01356	Prbk.g_01034
OG0000847	Pral.g_01357	Prbk.g_01032
OG0000848	Pral.g_01358	Prbk.g_01031
OG0000849	Pral.g_01359	Prbk.g_01028
OG0000850	Pral.g_01360	Prbk.g_01026
OG0000851	Pral.g_01363	Prbk.g_01022
OG0000852	Pral.g_01366	Prbk.g_01020
OG0000853	Pral.g_01368	Prbk.g_01018
OG0000854	Pral.g_01369	Prbk.g_01017
OG0000855	Pral.g_01370	Prbk.g_00141
OG0000856	Pral.g_01371	Prbk.g_00142
OG0000857	Pral.g_01372	Prbk.g_00143
OG0000858	Pral.g_01376	Prbk.g_00153
OG0000859	Pral.g_01377	Prbk.g_00155
OG0000860	Pral.g_01378	Prbk.g_00156
OG0000861	Pral.g_01379	Prbk.g_00157
OG0000862	Pral.g_01380	Prbk.g_00158
OG0000863	Pral.g_01382	Prbk.g_00106
OG0000864	Pral.g_01383	Prbk.g_00105
OG0000865	Pral.g_01384	Prbk.g_00104
OG0000866	Pral.g_01385	Prbk.g_00103
OG0000867	Pral.g_01388	Prbk.g_00100
OG0000868	Pral.g_01390	Prbk.g_00099
OG0000869	Pral.g_01391	Prbk.g_01501
OG0000870	Pral.g_01394	Prbk.g_01498
OG0000871	Pral.g_01395	Prbk.g_01497
OG0000872	Pral.g_01399	Prbk.g_00139
OG0000873	Pral.g_01400	Prbk.g_00138
OG0000874	Pral.g_01401	Prbk.g_00137
OG0000875	Pral.g_01403	Prbk.g_00135
OG0000876	Pral.g_01404	Prbk.g_00133
OG0000877	Pral.g_01405	Prbk.g_00132
OG0000878	Pral.g_01406	Prbk.g_00131
OG0000879	Pral.g_01407	Prbk.g_00130
OG0000880	Pral.g_01408	Prbk.g_00129
OG0000881	Pral.g_01409	Prbk.g_00128
OG0000882	Pral.g_01410	Prbk.g_00127
OG0000883	Pral.g_01411	Prbk.g_01503
OG0000884	Pral.g_01412	Prbk.g_01504
OG0000885	Pral.g_01413	Prbk.g_01505
OG0000886	Pral.g_01414	Prbk.g_01506
OG0000887	Pral.g_01415	Prbk.g_01508
OG0000888	Pral.g_01416	Prbk.g_00189
OG0000889	Pral.g_01417	Prbk.g_00188
OG0000890	Pral.g_01419	Prbk.g_00186
OG0000891	Pral.g_01420	Prbk.g_00185
OG0000892	Pral.g_01421	Prbk.g_00183
OG0000893	Pral.g_01422	Prbk.g_00182
OG0000894	Pral.g_01423	Prbk.g_00178
OG0000895	Pral.g_01424	Prbk.g_00177
OG0000896	Pral.g_01426	Prbk.g_00175
OG0000897	Pral.g_01427	Prbk.g_00174
OG0000898	Pral.g_01428	Prbk.g_00097
OG0000899	Pral.g_01429	Prbk.g_00098
OG0000900	Pral.g_00456	Prbk.g_00122
OG0000901	Pral.g_01893	Prbk.g_02011
OG0000902	Pral.g_01292	Prbk.g_00164
OG0000903	Pral.g_01291	Prbk.g_00163
OG0000904	Pral.g_01290	Prbk.g_00162
OG0000905	Pral.g_01289	Prbk.g_01194
OG0000906	Pral.g_01288	Prbk.g_01192
OG0000907	Pral.g_01286	Prbk.g_01190
OG0000908	Pral.g_01285	Prbk.g_01189
OG0000909	Pral.g_01284	Prbk.g_01188
OG0000910	Pral.g_01283	Prbk.g_01187
OG0000911	Pral.g_01282	Prbk.g_01186
OG0000912	Pral.g_01279	Prbk.g_01182
OG0000913	Pral.g_01278	Prbk.g_01179
OG0000914	Pral.g_01277	Prbk.g_01178
OG0000915	Pral.g_01275	Prbk.g_01175
OG0000916	Pral.g_01274	Prbk.g_01174
OG0000917	Pral.g_01273	Prbk.g_01173
OG0000918	Pral.g_01272	Prbk.g_01172
OG0000919	Pral.g_01271	Prbk.g_01171
OG0000920	Pral.g_01270	Prbk.g_01170
OG0000921	Pral.g_01267	Prbk.g_01167
OG0000922	Pral.g_01266	Prbk.g_01166
OG0000923	Pral.g_01239	Prbk.g_01199
OG0000924	Pral.g_01238	Prbk.g_01198
OG0000925	Pral.g_01235	Prbk.g_02120
OG0000926	Pral.g_00440	Prbk.g_00334
OG0000927	Pral.g_01345	Prbk.g_02564
OG0000928	Pral.g_01060	Prbk.g_01691
OG0000929	Pral.g_01323	Prbk.g_00055
OG0000930	Pral.g_01343	Prbk.g_00629
OG0000931	Pral.g_01550	Prbk.g_02578
OG0000932	Pral.g_01299	Prbk.g_00923
OG0000933	Pral.g_01220	Prbk.g_02051
OG0000934	Pral.g_01219	Prbk.g_02050
OG0000935	Pral.g_01218	Prbk.g_02049
OG0000936	Pral.g_01217	Prbk.g_02048
OG0000937	Pral.g_01216	Prbk.g_02047
OG0000938	Pral.g_01215	Prbk.g_02046
OG0000939	Pral.g_01214	Prbk.g_02045
OG0000940	Pral.g_01213	Prbk.g_02044
OG0000941	Pral.g_01212	Prbk.g_02042
OG0000942	Pral.g_01211	Prbk.g_02041
OG0000943	Pral.g_01210	Prbk.g_02040
OG0000944	Pral.g_01209	Prbk.g_02039
OG0000945	Pral.g_01208	Prbk.g_02038
OG0000946	Pral.g_01207	Prbk.g_02037
OG0000947	Pral.g_01206	Prbk.g_02036
OG0000948	Pral.g_01205	Prbk.g_02035
OG0000949	Pral.g_01204	Prbk.g_02034
OG0000950	Pral.g_00287	Prbk.g_00526
OG0000951	Pral.g_01184	Prbk.g_01929
OG0000952	Pral.g_01183	Prbk.g_01930
OG0000953	Pral.g_01182	Prbk.g_01931
OG0000954	Pral.g_01181	Prbk.g_01937
OG0000955	Pral.g_01180	Prbk.g_01938
OG0000956	Pral.g_01178	Prbk.g_00244
OG0000957	Pral.g_01177	Prbk.g_00246
OG0000958	Pral.g_01176	Prbk.g_00247
OG0000959	Pral.g_01175	Prbk.g_00248
OG0000960	Pral.g_01174	Prbk.g_00249
OG0000961	Pral.g_01173	Prbk.g_00250
OG0000962	Pral.g_01172	Prbk.g_00252
OG0000963	Pral.g_01171	Prbk.g_00253
OG0000964	Pral.g_01169	Prbk.g_00255
OG0000965	Pral.g_01167	Prbk.g_00257
OG0000966	Pral.g_01166	Prbk.g_00258
OG0000967	Pral.g_01159	Prbk.g_00261
OG0000968	Pral.g_01158	Prbk.g_00270
OG0000969	Pral.g_01157	Prbk.g_00271
OG0000970	Pral.g_01156	Prbk.g_00272
OG0000971	Pral.g_01155	Prbk.g_00273
OG0000972	Pral.g_01154	Prbk.g_00274
OG0000973	Pral.g_01152	Prbk.g_00276
OG0000974	Pral.g_01151	Prbk.g_00277
OG0000975	Pral.g_01150	Prbk.g_00278
OG0000976	Pral.g_01149	Prbk.g_00279
OG0000977	Pral.g_01148	Prbk.g_00280
OG0000978	Pral.g_01147	Prbk.g_00281
OG0000979	Pral.g_01146	Prbk.g_00282
OG0000980	Pral.g_01145	Prbk.g_00283
OG0000981	Pral.g_01144	Prbk.g_01237
OG0000982	Pral.g_01143	Prbk.g_01236
OG0000983	Pral.g_01142	Prbk.g_01235
OG0000984	Pral.g_01137	Prbk.g_01228
OG0000985	Pral.g_01136	Prbk.g_01226
OG0000986	Pral.g_01135	Prbk.g_01225
OG0000987	Pral.g_01133	Prbk.g_01222
OG0000988	Pral.g_01132	Prbk.g_01221
OG0000989	Pral.g_01131	Prbk.g_01220
OG0000990	Pral.g_01130	Prbk.g_01219
OG0000991	Pral.g_01129	Prbk.g_01218
OG0000992	Pral.g_01128	Prbk.g_01217
OG0000993	Pral.g_01127	Prbk.g_01216
OG0000994	Pral.g_01126	Prbk.g_01215
OG0000995	Pral.g_01125	Prbk.g_01214
OG0000996	Pral.g_01124	Prbk.g_01213
OG0000997	Pral.g_01122	Prbk.g_01211
OG0000998	Pral.g_01115	Prbk.g_01654
OG0000999	Pral.g_01112	Prbk.g_02016
OG0001000	Pral.g_01110	Prbk.g_02006
OG0001001	Pral.g_01108	Prbk.g_02004
OG0001002	Pral.g_01106	Prbk.g_02002
OG0001003	Pral.g_01105	Prbk.g_02001
OG0001004	Pral.g_01104	Prbk.g_02596
OG0001005	Pral.g_01103	Prbk.g_02000
OG0001006	Pral.g_01101	Prbk.g_01998
OG0001007	Pral.g_01100	Prbk.g_01997
OG0001008	Pral.g_01099	Prbk.g_01996
OG0001009	Pral.g_01098	Prbk.g_01994
OG0001010	Pral.g_01097	Prbk.g_01993
OG0001011	Pral.g_01095	Prbk.g_01991
OG0001012	Pral.g_01094	Prbk.g_01990
OG0001013	Pral.g_01093	Prbk.g_01989
OG0001014	Pral.g_01092	Prbk.g_01988
OG0001015	Pral.g_01091	Prbk.g_01987
OG0001016	Pral.g_01090	Prbk.g_01986
OG0001017	Pral.g_01089	Prbk.g_01985
OG0001018	Pral.g_01088	Prbk.g_01983
OG0001019	Pral.g_01087	Prbk.g_01982
OG0001020	Pral.g_01086	Prbk.g_01981
OG0001021	Pral.g_01085	Prbk.g_01980
OG0001022	Pral.g_01084	Prbk.g_01979
OG0001023	Pral.g_01083	Prbk.g_01978
OG0001024	Pral.g_01081	Prbk.g_01977
OG0001025	Pral.g_01080	Prbk.g_00937
OG0001026	Pral.g_01079	Prbk.g_00936
OG0001027	Pral.g_01078	Prbk.g_01360
OG0001028	Pral.g_01076	Prbk.g_00934
OG0001029	Pral.g_01075	Prbk.g_00933
OG0001030	Pral.g_01072	Prbk.g_00930
OG0001031	Pral.g_01071	Prbk.g_00929
OG0001032	Pral.g_00045	Prbk.g_02593
OG0001033	Pral.g_01058	Prbk.g_02619
OG0001034	Pral.g_01503	Prbk.g_02485
OG0001035	Pral.g_00100	Prbk.g_00918
OG0001036	Pral.g_00101	Prbk.g_00917
OG0001037	Pral.g_00108	Prbk.g_00906
OG0001038	Pral.g_00109	Prbk.g_00905
OG0001039	Pral.g_00110	Prbk.g_00904
OG0001040	Pral.g_00111	Prbk.g_00902
OG0001041	Pral.g_00113	Prbk.g_01451
OG0001042	Pral.g_00114	Prbk.g_01450
OG0001043	Pral.g_00115	Prbk.g_01449
OG0001044	Pral.g_00116	Prbk.g_01448
OG0001045	Pral.g_00117	Prbk.g_01447
OG0001046	Pral.g_00119	Prbk.g_01445
OG0001047	Pral.g_00120	Prbk.g_01444
OG0001048	Pral.g_00121	Prbk.g_01443
OG0001049	Pral.g_00122	Prbk.g_01442
OG0001050	Pral.g_00123	Prbk.g_01441
OG0001051	Pral.g_00124	Prbk.g_01440
OG0001052	Pral.g_00125	Prbk.g_01439
OG0001053	Pral.g_00126	Prbk.g_01438
OG0001054	Pral.g_00127	Prbk.g_01437
OG0001055	Pral.g_00128	Prbk.g_01436
OG0001056	Pral.g_00129	Prbk.g_01434
OG0001057	Pral.g_00131	Prbk.g_01432
OG0001058	Pral.g_00132	Prbk.g_01431
OG0001059	Pral.g_00133	Prbk.g_01429
OG0001060	Pral.g_00134	Prbk.g_01428
OG0001061	Pral.g_00135	Prbk.g_01427
OG0001062	Pral.g_00136	Prbk.g_01426
OG0001063	Pral.g_00137	Prbk.g_01425
OG0001064	Pral.g_00138	Prbk.g_01423
OG0001065	Pral.g_00139	Prbk.g_01422
OG0001066	Pral.g_00140	Prbk.g_01421
OG0001067	Pral.g_00141	Prbk.g_01420
OG0001068	Pral.g_00142	Prbk.g_01419
OG0001069	Pral.g_00145	Prbk.g_01415
OG0001070	Pral.g_00147	Prbk.g_01413
OG0001071	Pral.g_00148	Prbk.g_01412
OG0001072	Pral.g_00149	Prbk.g_01411
OG0001073	Pral.g_00150	Prbk.g_01410
OG0001074	Pral.g_00151	Prbk.g_01409
OG0001075	Pral.g_00154	Prbk.g_01407
OG0001076	Pral.g_00156	Prbk.g_01405
OG0001077	Pral.g_00157	Prbk.g_01404
OG0001078	Pral.g_00158	Prbk.g_01403
OG0001079	Pral.g_00159	Prbk.g_01402
OG0001080	Pral.g_00160	Prbk.g_01401
OG0001081	Pral.g_00161	Prbk.g_01400
OG0001082	Pral.g_00162	Prbk.g_01399
OG0001083	Pral.g_00163	Prbk.g_01398
OG0001084	Pral.g_00164	Prbk.g_01384
OG0001085	Pral.g_00165	Prbk.g_01383
OG0001086	Pral.g_00170	Prbk.g_01901
OG0001087	Pral.g_00172	Prbk.g_01904
OG0001088	Pral.g_00173	Prbk.g_01905
OG0001089	Pral.g_00176	Prbk.g_01909
OG0001090	Pral.g_00177	Prbk.g_01910
OG0001091	Pral.g_00178	Prbk.g_01911
OG0001092	Pral.g_00179	Prbk.g_01912
OG0001093	Pral.g_00180	Prbk.g_01913
OG0001094	Pral.g_00181	Prbk.g_01914
OG0001095	Pral.g_00182	Prbk.g_01915
OG0001096	Pral.g_00183	Prbk.g_01916
OG0001097	Pral.g_00184	Prbk.g_01917
OG0001098	Pral.g_00185	Prbk.g_01918
OG0001099	Pral.g_00187	Prbk.g_01920
OG0001100	Pral.g_00188	Prbk.g_01921
OG0001101	Pral.g_00189	Prbk.g_01922
OG0001102	Pral.g_00193	Prbk.g_00990
OG0001103	Pral.g_00194	Prbk.g_00991
OG0001104	Pral.g_00198	Prbk.g_00995
OG0001105	Pral.g_00196	Prbk.g_00993
OG0001106	Pral.g_00192	Prbk.g_00996
OG0001107	Pral.g_00191	Prbk.g_00997
OG0001108	Pral.g_00190	Prbk.g_01926
OG0001109	Pral.g_00200	Prbk.g_00988
OG0001110	Pral.g_00202	Prbk.g_00986
OG0001111	Pral.g_00203	Prbk.g_00985
OG0001112	Pral.g_00204	Prbk.g_00984
OG0001113	Pral.g_00205	Prbk.g_00983
OG0001114	Pral.g_00206	Prbk.g_00982
OG0001115	Pral.g_00207	Prbk.g_00981
OG0001116	Pral.g_00208	Prbk.g_00980
OG0001117	Pral.g_00209	Prbk.g_00979
OG0001118	Pral.g_00210	Prbk.g_00978
OG0001119	Pral.g_00211	Prbk.g_00977
OG0001120	Pral.g_00212	Prbk.g_00976
OG0001121	Pral.g_00213	Prbk.g_00975
OG0001122	Pral.g_00214	Prbk.g_00974
OG0001123	Pral.g_00215	Prbk.g_00973
OG0001124	Pral.g_00216	Prbk.g_00972
OG0001125	Pral.g_00217	Prbk.g_00971
OG0001126	Pral.g_00218	Prbk.g_00970
OG0001127	Pral.g_00219	Prbk.g_00969
OG0001128	Pral.g_00220	Prbk.g_00968
