Orthogroup	Pral	Praj
OG0000568	Pral.g_00469	Praj.g_00606
OG0000569	Pral.g_00466	Praj.g_00609
OG0000570	Pral.g_00465	Praj.g_00610
OG0000571	Pral.g_00464	Praj.g_00611
OG0000572	Pral.g_00462	Praj.g_00613
OG0000573	Pral.g_00461	Praj.g_00614
OG0000574	Pral.g_00460	Praj.g_00615
OG0000575	Pral.g_00459	Praj.g_00616
OG0000576	Pral.g_00458	Praj.g_00617
OG0000577	Pral.g_01430	Praj.g_00618
OG0000578	Pral.g_01432	Praj.g_00619
OG0000579	Pral.g_01433	Praj.g_00620
OG0000580	Pral.g_01434	Praj.g_00621
OG0000581	Pral.g_01435	Praj.g_00622
OG0000582	Pral.g_01436	Praj.g_00623
OG0000583	Pral.g_01437	Praj.g_00624
OG0000584	Pral.g_01439	Praj.g_00626
OG0000585	Pral.g_01440	Praj.g_00627
OG0000586	Pral.g_01441	Praj.g_00628
OG0000587	Pral.g_01442	Praj.g_00629
OG0000588	Pral.g_01443	Praj.g_00630
OG0000589	Pral.g_01444	Praj.g_00631
OG0000590	Pral.g_01445	Praj.g_00632
OG0000591	Pral.g_01446	Praj.g_00633
OG0000592	Pral.g_01447	Praj.g_00634
OG0000593	Pral.g_01448	Praj.g_00635
OG0000594	Pral.g_01449	Praj.g_00636
OG0000595	Pral.g_01450	Praj.g_00637
OG0000596	Pral.g_01451	Praj.g_00638
OG0000597	Pral.g_01455	Praj.g_00642
OG0000598	Pral.g_01456	Praj.g_00643
OG0000599	Pral.g_01457	Praj.g_00644
OG0000600	Pral.g_01458	Praj.g_00645
OG0000601	Pral.g_01459	Praj.g_00646
OG0000602	Pral.g_01460	Praj.g_00647
OG0000603	Pral.g_01461	Praj.g_00648
OG0000604	Pral.g_01462	Praj.g_00649
OG0000605	Pral.g_01463	Praj.g_00650
OG0000606	Pral.g_01464	Praj.g_00651
OG0000607	Pral.g_01466	Praj.g_00653
OG0000608	Pral.g_01467	Praj.g_00654
OG0000609	Pral.g_01469	Praj.g_00656
OG0000610	Pral.g_01470	Praj.g_00657
OG0000611	Pral.g_01772	Praj.g_00660
OG0000612	Pral.g_01771	Praj.g_00661
OG0000613	Pral.g_01769	Praj.g_00663
OG0000614	Pral.g_01763	Praj.g_00671
OG0000615	Pral.g_01762	Praj.g_00672
OG0000616	Pral.g_01761	Praj.g_00673
OG0000617	Pral.g_01758	Praj.g_00676
OG0000618	Pral.g_01757	Praj.g_00677
OG0000619	Pral.g_01756	Praj.g_00678
OG0000620	Pral.g_01754	Praj.g_00680
OG0000621	Pral.g_01753	Praj.g_00681
OG0000622	Pral.g_01752	Praj.g_00682
OG0000623	Pral.g_01751	Praj.g_00683
OG0000624	Pral.g_01748	Praj.g_00686
OG0000625	Pral.g_01747	Praj.g_00687
OG0000626	Pral.g_01746	Praj.g_00688
OG0000627	Pral.g_01743	Praj.g_01396
OG0000628	Pral.g_01742	Praj.g_00689
OG0000629	Pral.g_01741	Praj.g_00690
OG0000630	Pral.g_01739	Praj.g_00692
OG0000631	Pral.g_01737	Praj.g_00693
OG0000632	Pral.g_00399	Praj.g_02137
OG0000633	Pral.g_01691	Praj.g_01218
OG0000634	Pral.g_01728	Praj.g_00699
OG0000635	Pral.g_01726	Praj.g_00701
OG0000636	Pral.g_01725	Praj.g_00702
OG0000637	Pral.g_01723	Praj.g_00704
OG0000638	Pral.g_01722	Praj.g_00705
OG0000639	Pral.g_01721	Praj.g_00706
OG0000640	Pral.g_01720	Praj.g_00707
OG0000641	Pral.g_01719	Praj.g_00708
OG0000642	Pral.g_01718	Praj.g_00709
OG0000643	Pral.g_01717	Praj.g_00710
OG0000644	Pral.g_01715	Praj.g_00712
OG0000645	Pral.g_01713	Praj.g_00714
OG0000646	Pral.g_01712	Praj.g_00715
OG0000647	Pral.g_01711	Praj.g_00716
OG0000648	Pral.g_01709	Praj.g_00718
OG0000649	Pral.g_01708	Praj.g_00719
OG0000650	Pral.g_01707	Praj.g_00720
OG0000651	Pral.g_01706	Praj.g_00721
OG0000652	Pral.g_01704	Praj.g_00723
OG0000653	Pral.g_01304	Praj.g_00069
OG0000654	Pral.g_00023	Praj.g_00091
OG0000655	Pral.g_00451	Praj.g_01398
OG0000656	Pral.g_01037	Praj.g_01054
OG0000657	Pral.g_01635	Praj.g_00938
OG0000658	Pral.g_01636	Praj.g_00937
OG0000659	Pral.g_01637	Praj.g_00936
OG0000660	Pral.g_00701	Praj.g_00373
OG0000661	Pral.g_01663	Praj.g_00913
OG0000662	Pral.g_01660	Praj.g_00915
OG0000663	Pral.g_01658	Praj.g_00917
OG0000664	Pral.g_01657	Praj.g_00918
OG0000665	Pral.g_01656	Praj.g_00919
OG0000666	Pral.g_01482	Praj.g_00763
OG0000667	Pral.g_01483	Praj.g_00764
OG0000668	Pral.g_01484	Praj.g_00765
OG0000669	Pral.g_01485	Praj.g_00766
OG0000670	Pral.g_01487	Praj.g_00768
OG0000671	Pral.g_01488	Praj.g_00769
OG0000672	Pral.g_01489	Praj.g_00770
OG0000673	Pral.g_01490	Praj.g_00771
OG0000674	Pral.g_01491	Praj.g_00772
OG0000675	Pral.g_01492	Praj.g_00773
OG0000676	Pral.g_01494	Praj.g_00775
OG0000677	Pral.g_01496	Praj.g_00777
OG0000678	Pral.g_01497	Praj.g_00778
OG0000679	Pral.g_01498	Praj.g_00779
OG0000680	Pral.g_01499	Praj.g_00780
OG0000681	Pral.g_01500	Praj.g_00781
OG0000682	Pral.g_01501	Praj.g_00782
OG0000683	Pral.g_01502	Praj.g_00784
OG0000684	Pral.g_01504	Praj.g_00786
OG0000685	Pral.g_01505	Praj.g_00787
OG0000686	Pral.g_01506	Praj.g_00788
OG0000687	Pral.g_01507	Praj.g_00789
OG0000688	Pral.g_01508	Praj.g_00790
OG0000689	Pral.g_01509	Praj.g_00791
OG0000690	Pral.g_01510	Praj.g_00792
OG0000691	Pral.g_01512	Praj.g_00794
OG0000692	Pral.g_01513	Praj.g_00795
OG0000693	Pral.g_01514	Praj.g_00796
OG0000694	Pral.g_01515	Praj.g_00797
OG0000695	Pral.g_01516	Praj.g_00798
OG0000696	Pral.g_01517	Praj.g_00799
OG0000697	Pral.g_01518	Praj.g_00801
OG0000698	Pral.g_01519	Praj.g_00802
OG0000699	Pral.g_01523	Praj.g_00805
OG0000700	Pral.g_01524	Praj.g_00806
OG0000701	Pral.g_01525	Praj.g_00808
OG0000702	Pral.g_01526	Praj.g_00809
OG0000703	Pral.g_01527	Praj.g_00810
OG0000704	Pral.g_01528	Praj.g_00811
OG0000705	Pral.g_01530	Praj.g_00814
OG0000706	Pral.g_01531	Praj.g_00815
OG0000707	Pral.g_01532	Praj.g_00816
OG0000708	Pral.g_01533	Praj.g_00817
OG0000709	Pral.g_01534	Praj.g_00818
OG0000710	Pral.g_01535	Praj.g_00819
OG0000711	Pral.g_01536	Praj.g_00820
OG0000712	Pral.g_01537	Praj.g_00821
OG0000713	Pral.g_01538	Praj.g_00822
OG0000714	Pral.g_01542	Praj.g_00825
OG0000715	Pral.g_01543	Praj.g_00826
OG0000716	Pral.g_01544	Praj.g_00827
OG0000717	Pral.g_01545	Praj.g_00828
OG0000718	Pral.g_01546	Praj.g_00829
OG0000719	Pral.g_01548	Praj.g_00831
OG0000720	Pral.g_01552	Praj.g_00835
OG0000721	Pral.g_01553	Praj.g_00836
OG0000722	Pral.g_01820	Praj.g_00869
OG0000723	Pral.g_01815	Praj.g_00872
OG0000724	Pral.g_01809	Praj.g_00877
OG0000725	Pral.g_01807	Praj.g_00879
OG0000726	Pral.g_01806	Praj.g_00880
OG0000727	Pral.g_01805	Praj.g_00881
OG0000728	Pral.g_01804	Praj.g_00882
OG0000729	Pral.g_01802	Praj.g_00884
OG0000730	Pral.g_01801	Praj.g_00885
OG0000731	Pral.g_01799	Praj.g_00887
OG0000732	Pral.g_01798	Praj.g_00888
OG0000733	Pral.g_01797	Praj.g_00889
OG0000734	Pral.g_01796	Praj.g_00890
OG0000735	Pral.g_01795	Praj.g_00891
OG0000736	Pral.g_01793	Praj.g_00893
OG0000737	Pral.g_01792	Praj.g_00894
OG0000738	Pral.g_01790	Praj.g_00897
OG0000739	Pral.g_01789	Praj.g_00898
OG0000740	Pral.g_01788	Praj.g_00899
OG0000741	Pral.g_01786	Praj.g_00901
OG0000742	Pral.g_01785	Praj.g_00902
OG0000743	Pral.g_01781	Praj.g_00906
OG0000744	Pral.g_01780	Praj.g_00907
OG0000745	Pral.g_01778	Praj.g_00748
OG0000746	Pral.g_01777	Praj.g_00749
OG0000747	Pral.g_01776	Praj.g_00750
OG0000748	Pral.g_01775	Praj.g_00751
OG0000749	Pral.g_01774	Praj.g_00752
OG0000750	Pral.g_01773	Praj.g_00753
OG0000751	Pral.g_01474	Praj.g_00755
OG0000752	Pral.g_01475	Praj.g_00756
OG0000753	Pral.g_01476	Praj.g_00757
OG0000754	Pral.g_01477	Praj.g_00758
OG0000755	Pral.g_01479	Praj.g_00760
OG0000756	Pral.g_01480	Praj.g_00761
OG0000757	Pral.g_01481	Praj.g_00762
OG0000758	Pral.g_01655	Praj.g_00920
OG0000759	Pral.g_01654	Praj.g_00921
OG0000760	Pral.g_01653	Praj.g_00922
OG0000761	Pral.g_01652	Praj.g_00923
OG0000762	Pral.g_01650	Praj.g_00925
OG0000763	Pral.g_01649	Praj.g_00926
OG0000764	Pral.g_01647	Praj.g_00927
OG0000765	Pral.g_01646	Praj.g_00928
OG0000766	Pral.g_01645	Praj.g_00929
OG0000767	Pral.g_01644	Praj.g_00930
OG0000768	Pral.g_01643	Praj.g_00931
OG0000769	Pral.g_01642	Praj.g_00932
OG0000770	Pral.g_01640	Praj.g_00933
OG0000771	Pral.g_01639	Praj.g_00934
OG0000772	Pral.g_01605	Praj.g_00847
OG0000773	Pral.g_01634	Praj.g_00939
OG0000774	Pral.g_01633	Praj.g_00940
OG0000775	Pral.g_01632	Praj.g_00941
OG0000776	Pral.g_01630	Praj.g_00943
OG0000777	Pral.g_01629	Praj.g_00944
OG0000778	Pral.g_01628	Praj.g_00945
OG0000779	Pral.g_01626	Praj.g_00947
OG0000780	Pral.g_01625	Praj.g_00948
OG0000781	Pral.g_01624	Praj.g_00949
OG0000782	Pral.g_01622	Praj.g_00951
OG0000783	Pral.g_01621	Praj.g_00952
OG0000784	Pral.g_01620	Praj.g_00953
OG0000785	Pral.g_01619	Praj.g_00954
OG0000786	Pral.g_01618	Praj.g_00955
OG0000787	Pral.g_01616	Praj.g_00957
OG0000788	Pral.g_01615	Praj.g_00958
OG0000789	Pral.g_01614	Praj.g_00959
OG0000790	Pral.g_01613	Praj.g_00960
OG0000791	Pral.g_01612	Praj.g_00961
OG0000792	Pral.g_00050	Praj.g_00085
OG0000793	Pral.g_01611	Praj.g_00963
OG0000794	Pral.g_01610	Praj.g_00964
OG0000795	Pral.g_01578	Praj.g_00965
OG0000796	Pral.g_01579	Praj.g_00966
OG0000797	Pral.g_01580	Praj.g_00968
OG0000798	Pral.g_01581	Praj.g_00969
OG0000799	Pral.g_01582	Praj.g_00970
OG0000800	Pral.g_01583	Praj.g_00971
OG0000801	Pral.g_01584	Praj.g_00972
OG0000802	Pral.g_01586	Praj.g_00973
OG0000803	Pral.g_01587	Praj.g_00974
OG0000804	Pral.g_01590	Praj.g_00991
OG0000805	Pral.g_01592	Praj.g_00992
OG0000806	Pral.g_01593	Praj.g_00993
OG0000807	Pral.g_01594	Praj.g_00994
OG0000808	Pral.g_01595	Praj.g_00995
OG0000809	Pral.g_01600	Praj.g_00999
OG0000810	Pral.g_01602	Praj.g_01001
OG0000811	Pral.g_01603	Praj.g_01002
OG0000812	Pral.g_01604	Praj.g_00846
OG0000813	Pral.g_01607	Praj.g_01003
OG0000814	Pral.g_01608	Praj.g_01004
OG0000815	Pral.g_01609	Praj.g_01005
OG0000816	Pral.g_01575	Praj.g_01008
OG0000817	Pral.g_01571	Praj.g_01012
OG0000818	Pral.g_01570	Praj.g_01013
OG0000819	Pral.g_01569	Praj.g_01016
OG0000820	Pral.g_01568	Praj.g_01017
OG0000821	Pral.g_01567	Praj.g_01018
OG0000822	Pral.g_01566	Praj.g_01019
OG0000823	Pral.g_01563	Praj.g_01022
OG0000824	Pral.g_01562	Praj.g_01023
OG0000825	Pral.g_01560	Praj.g_00845
OG0000826	Pral.g_01559	Praj.g_00844
OG0000827	Pral.g_01558	Praj.g_00843
OG0000828	Pral.g_01556	Praj.g_00841
OG0000829	Pral.g_01321	Praj.g_00852
OG0000830	Pral.g_01033	Praj.g_01063
OG0000831	Pral.g_01327	Praj.g_01045
OG0000832	Pral.g_01032	Praj.g_01728
OG0000833	Pral.g_01311	Praj.g_02022
OG0000834	Pral.g_01324	Praj.g_00378
OG0000835	Pral.g_00692	Praj.g_00386
OG0000836	Pral.g_01141	Praj.g_01725
OG0000837	Pral.g_01314	Praj.g_01040
OG0000838	Pral.g_00077	Praj.g_01833
OG0000839	Pral.g_00076	Praj.g_01834
OG0000840	Pral.g_01902	Praj.g_01083
OG0000841	Pral.g_01346	Praj.g_01482
OG0000842	Pral.g_01351	Praj.g_01476
OG0000843	Pral.g_01353	Praj.g_01474
OG0000844	Pral.g_01354	Praj.g_01473
OG0000845	Pral.g_01355	Praj.g_01472
OG0000846	Pral.g_01356	Praj.g_01471
OG0000847	Pral.g_01357	Praj.g_01470
OG0000848	Pral.g_01358	Praj.g_01469
OG0000849	Pral.g_01359	Praj.g_01468
OG0000850	Pral.g_01360	Praj.g_01467
OG0000851	Pral.g_01363	Praj.g_01464
OG0000852	Pral.g_01366	Praj.g_01462
OG0000853	Pral.g_01368	Praj.g_01460
OG0000854	Pral.g_01369	Praj.g_01459
OG0000855	Pral.g_01370	Praj.g_01458
OG0000856	Pral.g_01371	Praj.g_01457
OG0000857	Pral.g_01372	Praj.g_01456
OG0000858	Pral.g_01376	Praj.g_01453
OG0000859	Pral.g_01377	Praj.g_01452
OG0000860	Pral.g_01378	Praj.g_01451
OG0000861	Pral.g_01379	Praj.g_01450
OG0000862	Pral.g_01380	Praj.g_01449
OG0000863	Pral.g_01382	Praj.g_01447
OG0000864	Pral.g_01383	Praj.g_01446
OG0000865	Pral.g_01384	Praj.g_01445
OG0000866	Pral.g_01385	Praj.g_01444
OG0000867	Pral.g_01388	Praj.g_01442
OG0000868	Pral.g_01390	Praj.g_01440
OG0000869	Pral.g_01391	Praj.g_01438
OG0000870	Pral.g_01394	Praj.g_01437
OG0000871	Pral.g_01395	Praj.g_01436
OG0000872	Pral.g_01399	Praj.g_01434
OG0000873	Pral.g_01400	Praj.g_01433
OG0000874	Pral.g_01401	Praj.g_01432
OG0000875	Pral.g_01403	Praj.g_01430
OG0000876	Pral.g_01404	Praj.g_01428
OG0000877	Pral.g_01405	Praj.g_01427
OG0000878	Pral.g_01406	Praj.g_01426
OG0000879	Pral.g_01407	Praj.g_01425
OG0000880	Pral.g_01408	Praj.g_01424
OG0000881	Pral.g_01409	Praj.g_01423
OG0000882	Pral.g_01410	Praj.g_01422
OG0000883	Pral.g_01411	Praj.g_01421
OG0000884	Pral.g_01412	Praj.g_01420
OG0000885	Pral.g_01413	Praj.g_01419
OG0000886	Pral.g_01414	Praj.g_01418
OG0000887	Pral.g_01415	Praj.g_01417
OG0000888	Pral.g_01416	Praj.g_01416
OG0000889	Pral.g_01417	Praj.g_01415
OG0000890	Pral.g_01419	Praj.g_01414
OG0000891	Pral.g_01420	Praj.g_01413
OG0000892	Pral.g_01421	Praj.g_01411
OG0000893	Pral.g_01422	Praj.g_01410
OG0000894	Pral.g_01423	Praj.g_01409
OG0000895	Pral.g_01424	Praj.g_01408
OG0000896	Pral.g_01426	Praj.g_01407
OG0000897	Pral.g_01427	Praj.g_01406
OG0000898	Pral.g_01428	Praj.g_01405
OG0000899	Pral.g_01429	Praj.g_01404
OG0000900	Pral.g_00456	Praj.g_01403
OG0000901	Pral.g_01893	Praj.g_01246
OG0000902	Pral.g_01292	Praj.g_01517
OG0000903	Pral.g_01291	Praj.g_01518
OG0000904	Pral.g_01290	Praj.g_01519
OG0000905	Pral.g_01289	Praj.g_01520
OG0000906	Pral.g_01288	Praj.g_01522
OG0000907	Pral.g_01286	Praj.g_01523
OG0000908	Pral.g_01285	Praj.g_01524
OG0000909	Pral.g_01284	Praj.g_01525
OG0000910	Pral.g_01283	Praj.g_01526
OG0000911	Pral.g_01282	Praj.g_01527
OG0000912	Pral.g_01279	Praj.g_01530
OG0000913	Pral.g_01278	Praj.g_01531
OG0000914	Pral.g_01277	Praj.g_01532
OG0000915	Pral.g_01275	Praj.g_01534
OG0000916	Pral.g_01274	Praj.g_01535
OG0000917	Pral.g_01273	Praj.g_01536
OG0000918	Pral.g_01272	Praj.g_01537
OG0000919	Pral.g_01271	Praj.g_01538
OG0000920	Pral.g_01270	Praj.g_01539
OG0000921	Pral.g_01267	Praj.g_01542
OG0000922	Pral.g_01266	Praj.g_01543
OG0000923	Pral.g_01239	Praj.g_01546
OG0000924	Pral.g_01238	Praj.g_01547
OG0000925	Pral.g_01235	Praj.g_01550
OG0000926	Pral.g_00440	Praj.g_00732
OG0000927	Pral.g_01345	Praj.g_01484
OG0000928	Pral.g_01060	Praj.g_01011
OG0000929	Pral.g_01323	Praj.g_01734
OG0000930	Pral.g_01343	Praj.g_01573
OG0000931	Pral.g_01550	Praj.g_00833
OG0000932	Pral.g_01299	Praj.g_01160
OG0000933	Pral.g_01220	Praj.g_01577
OG0000934	Pral.g_01219	Praj.g_01578
OG0000935	Pral.g_01218	Praj.g_01579
OG0000936	Pral.g_01217	Praj.g_01580
OG0000937	Pral.g_01216	Praj.g_01581
OG0000938	Pral.g_01215	Praj.g_01582
OG0000939	Pral.g_01214	Praj.g_01583
OG0000940	Pral.g_01213	Praj.g_01584
OG0000941	Pral.g_01212	Praj.g_01585
OG0000942	Pral.g_01211	Praj.g_01586
OG0000943	Pral.g_01210	Praj.g_01587
OG0000944	Pral.g_01209	Praj.g_01588
OG0000945	Pral.g_01208	Praj.g_01589
OG0000946	Pral.g_01207	Praj.g_01590
OG0000947	Pral.g_01206	Praj.g_01591
OG0000948	Pral.g_01205	Praj.g_01592
OG0000949	Pral.g_01204	Praj.g_01593
OG0000950	Pral.g_00287	Praj.g_01995
OG0000951	Pral.g_01184	Praj.g_01613
OG0000952	Pral.g_01183	Praj.g_01614
OG0000953	Pral.g_01182	Praj.g_01615
OG0000954	Pral.g_01181	Praj.g_01616
OG0000955	Pral.g_01180	Praj.g_01617
OG0000956	Pral.g_01178	Praj.g_01619
OG0000957	Pral.g_01177	Praj.g_01620
OG0000958	Pral.g_01176	Praj.g_01621
OG0000959	Pral.g_01175	Praj.g_01622
OG0000960	Pral.g_01174	Praj.g_01623
OG0000961	Pral.g_01173	Praj.g_01624
OG0000962	Pral.g_01172	Praj.g_01625
OG0000963	Pral.g_01171	Praj.g_01626
OG0000964	Pral.g_01169	Praj.g_01628
OG0000965	Pral.g_01167	Praj.g_01630
OG0000966	Pral.g_01166	Praj.g_01631
OG0000967	Pral.g_01159	Praj.g_01634
OG0000968	Pral.g_01158	Praj.g_01635
OG0000969	Pral.g_01157	Praj.g_01636
OG0000970	Pral.g_01156	Praj.g_01637
OG0000971	Pral.g_01155	Praj.g_01638
OG0000972	Pral.g_01154	Praj.g_01639
OG0000973	Pral.g_01152	Praj.g_01641
OG0000974	Pral.g_01151	Praj.g_01642
OG0000975	Pral.g_01150	Praj.g_01643
OG0000976	Pral.g_01149	Praj.g_01644
OG0000977	Pral.g_01148	Praj.g_01645
OG0000978	Pral.g_01147	Praj.g_01646
OG0000979	Pral.g_01146	Praj.g_01647
OG0000980	Pral.g_01145	Praj.g_00454
OG0000981	Pral.g_01144	Praj.g_01648
OG0000982	Pral.g_01143	Praj.g_01649
OG0000983	Pral.g_01142	Praj.g_01650
OG0000984	Pral.g_01137	Praj.g_01653
OG0000985	Pral.g_01136	Praj.g_01654
OG0000986	Pral.g_01135	Praj.g_01655
OG0000987	Pral.g_01133	Praj.g_01657
OG0000988	Pral.g_01132	Praj.g_01658
OG0000989	Pral.g_01131	Praj.g_01659
OG0000990	Pral.g_01130	Praj.g_01660
OG0000991	Pral.g_01129	Praj.g_01661
OG0000992	Pral.g_01128	Praj.g_01662
OG0000993	Pral.g_01127	Praj.g_01663
OG0000994	Pral.g_01126	Praj.g_01664
OG0000995	Pral.g_01125	Praj.g_01665
OG0000996	Pral.g_01124	Praj.g_01666
OG0000997	Pral.g_01122	Praj.g_01668
OG0000998	Pral.g_01115	Praj.g_01674
OG0000999	Pral.g_01112	Praj.g_01677
OG0001000	Pral.g_01110	Praj.g_01678
OG0001001	Pral.g_01108	Praj.g_01679
OG0001002	Pral.g_01106	Praj.g_01681
OG0001003	Pral.g_01105	Praj.g_01682
OG0001004	Pral.g_01104	Praj.g_01683
OG0001005	Pral.g_01103	Praj.g_01684
OG0001006	Pral.g_01101	Praj.g_01686
OG0001007	Pral.g_01100	Praj.g_01687
OG0001008	Pral.g_01099	Praj.g_01688
OG0001009	Pral.g_01098	Praj.g_01690
OG0001010	Pral.g_01097	Praj.g_01691
OG0001011	Pral.g_01095	Praj.g_01692
OG0001012	Pral.g_01094	Praj.g_01693
OG0001013	Pral.g_01093	Praj.g_01694
OG0001014	Pral.g_01092	Praj.g_01695
OG0001015	Pral.g_01091	Praj.g_01696
OG0001016	Pral.g_01090	Praj.g_01697
OG0001017	Pral.g_01089	Praj.g_01698
OG0001018	Pral.g_01088	Praj.g_01699
OG0001019	Pral.g_01087	Praj.g_01700
OG0001020	Pral.g_01086	Praj.g_01701
OG0001021	Pral.g_01085	Praj.g_01702
OG0001022	Pral.g_01084	Praj.g_01703
OG0001023	Pral.g_01083	Praj.g_01704
OG0001024	Pral.g_01081	Praj.g_01706
OG0001025	Pral.g_01080	Praj.g_01707
OG0001026	Pral.g_01079	Praj.g_01708
OG0001027	Pral.g_01078	Praj.g_01709
OG0001028	Pral.g_01076	Praj.g_01711
OG0001029	Pral.g_01075	Praj.g_01712
OG0001030	Pral.g_01072	Praj.g_01715
OG0001031	Pral.g_01071	Praj.g_01716
OG0001032	Pral.g_00045	Praj.g_01499
OG0001033	Pral.g_01058	Praj.g_01599
OG0001034	Pral.g_01503	Praj.g_00785
OG0001035	Pral.g_00100	Praj.g_01763
OG0001036	Pral.g_00101	Praj.g_01764
OG0001037	Pral.g_00108	Praj.g_01769
OG0001038	Pral.g_00109	Praj.g_01770
OG0001039	Pral.g_00110	Praj.g_01771
OG0001040	Pral.g_00111	Praj.g_01772
OG0001041	Pral.g_00113	Praj.g_01773
OG0001042	Pral.g_00114	Praj.g_01774
OG0001043	Pral.g_00115	Praj.g_01775
OG0001044	Pral.g_00116	Praj.g_01776
OG0001045	Pral.g_00117	Praj.g_01777
OG0001046	Pral.g_00119	Praj.g_01778
OG0001047	Pral.g_00120	Praj.g_01779
OG0001048	Pral.g_00121	Praj.g_01780
OG0001049	Pral.g_00122	Praj.g_01781
OG0001050	Pral.g_00123	Praj.g_01782
OG0001051	Pral.g_00124	Praj.g_01783
OG0001052	Pral.g_00125	Praj.g_01784
OG0001053	Pral.g_00126	Praj.g_01785
OG0001054	Pral.g_00127	Praj.g_01786
OG0001055	Pral.g_00128	Praj.g_01787
OG0001056	Pral.g_00129	Praj.g_01788
OG0001057	Pral.g_00131	Praj.g_01790
OG0001058	Pral.g_00132	Praj.g_01791
OG0001059	Pral.g_00133	Praj.g_01792
OG0001060	Pral.g_00134	Praj.g_01793
OG0001061	Pral.g_00135	Praj.g_01794
OG0001062	Pral.g_00136	Praj.g_01796
OG0001063	Pral.g_00137	Praj.g_01797
OG0001064	Pral.g_00138	Praj.g_01798
OG0001065	Pral.g_00139	Praj.g_01799
OG0001066	Pral.g_00140	Praj.g_01800
OG0001067	Pral.g_00141	Praj.g_01801
OG0001068	Pral.g_00142	Praj.g_01802
OG0001069	Pral.g_00145	Praj.g_01804
OG0001070	Pral.g_00147	Praj.g_01806
OG0001071	Pral.g_00148	Praj.g_01807
OG0001072	Pral.g_00149	Praj.g_01808
OG0001073	Pral.g_00150	Praj.g_01809
OG0001074	Pral.g_00151	Praj.g_01810
OG0001075	Pral.g_00154	Praj.g_01812
OG0001076	Pral.g_00156	Praj.g_01814
OG0001077	Pral.g_00157	Praj.g_01815
OG0001078	Pral.g_00158	Praj.g_01816
OG0001079	Pral.g_00159	Praj.g_01817
OG0001080	Pral.g_00160	Praj.g_01818
OG0001081	Pral.g_00161	Praj.g_01819
OG0001082	Pral.g_00162	Praj.g_01820
OG0001083	Pral.g_00163	Praj.g_01821
OG0001084	Pral.g_00164	Praj.g_01822
OG0001085	Pral.g_00165	Praj.g_01823
OG0001086	Pral.g_00170	Praj.g_01868
OG0001087	Pral.g_00172	Praj.g_01870
OG0001088	Pral.g_00173	Praj.g_01871
OG0001089	Pral.g_00176	Praj.g_01873
OG0001090	Pral.g_00177	Praj.g_01874
OG0001091	Pral.g_00178	Praj.g_01875
OG0001092	Pral.g_00179	Praj.g_01876
OG0001093	Pral.g_00180	Praj.g_01877
OG0001094	Pral.g_00181	Praj.g_01878
OG0001095	Pral.g_00182	Praj.g_01879
OG0001096	Pral.g_00183	Praj.g_01880
OG0001097	Pral.g_00184	Praj.g_01881
OG0001098	Pral.g_00185	Praj.g_01882
OG0001099	Pral.g_00187	Praj.g_01883
OG0001100	Pral.g_00188	Praj.g_01884
OG0001101	Pral.g_00189	Praj.g_01885
OG0001102	Pral.g_00193	Praj.g_01894
OG0001103	Pral.g_00194	Praj.g_01893
OG0001104	Pral.g_00198	Praj.g_01889
OG0001105	Pral.g_00196	Praj.g_01891
OG0001106	Pral.g_00192	Praj.g_01888
OG0001107	Pral.g_00191	Praj.g_01887
OG0001108	Pral.g_00190	Praj.g_01886
OG0001109	Pral.g_00200	Praj.g_01909
OG0001110	Pral.g_00202	Praj.g_01911
OG0001111	Pral.g_00203	Praj.g_01912
OG0001112	Pral.g_00204	Praj.g_01913
OG0001113	Pral.g_00205	Praj.g_01914
OG0001114	Pral.g_00206	Praj.g_01915
OG0001115	Pral.g_00207	Praj.g_01916
OG0001116	Pral.g_00208	Praj.g_01917
OG0001117	Pral.g_00209	Praj.g_01918
OG0001118	Pral.g_00210	Praj.g_01919
OG0001119	Pral.g_00211	Praj.g_01920
OG0001120	Pral.g_00212	Praj.g_01921
OG0001121	Pral.g_00213	Praj.g_01922
OG0001122	Pral.g_00214	Praj.g_01923
OG0001123	Pral.g_00215	Praj.g_01924
OG0001124	Pral.g_00216	Praj.g_01925
OG0001125	Pral.g_00217	Praj.g_01926
OG0001126	Pral.g_00218	Praj.g_01927
OG0001127	Pral.g_00219	Praj.g_01928
OG0001128	Pral.g_00220	Praj.g_01929
OG0001129	Pral.g_00221	Praj.g_01930
OG0001130	Pral.g_00222	Praj.g_01931
OG0001131	Pral.g_00223	Praj.g_01932
OG0001132	Pral.g_00224	Praj.g_01933
OG0001133	Pral.g_00225	Praj.g_01934
OG0001134	Pral.g_00226	Praj.g_01935
OG0001135	Pral.g_00227	Praj.g_01936
OG0001136	Pral.g_00228	Praj.g_01937
OG0001137	Pral.g_00229	Praj.g_01938
OG0001138	Pral.g_00230	Praj.g_01939
OG0001139	Pral.g_00232	Praj.g_01940
OG0001140	Pral.g_01190	Praj.g_01941
OG0001141	Pral.g_00234	Praj.g_01943
OG0001142	Pral.g_00235	Praj.g_01944
OG0001143	Pral.g_00236	Praj.g_01945
OG0001144	Pral.g_00238	Praj.g_01947
OG0001145	Pral.g_00240	Praj.g_01949
OG0001146	Pral.g_00241	Praj.g_01950
OG0001147	Pral.g_00244	Praj.g_01953
OG0001148	Pral.g_00245	Praj.g_01954
OG0001149	Pral.g_00246	Praj.g_01955
