Orthogroup	Prav	Syaf
OG0000562	Prav.g_01154	Syaf.g_02617
OG0000563	Prav.g_01155	Syaf.g_02616
OG0000564	Prav.g_01156	Syaf.g_02615
OG0000565	Prav.g_01159	Syaf.g_02612
OG0000566	Prav.g_01161	Syaf.g_02608
OG0000567	Prav.g_01165	Syaf.g_02604
OG0000568	Prav.g_01166	Syaf.g_02599
OG0000569	Prav.g_01167	Syaf.g_02596
OG0000570	Prav.g_01168	Syaf.g_02595
OG0000571	Prav.g_01170	Syaf.g_02591
OG0000572	Prav.g_01183	Syaf.g_02575
OG0000573	Prav.g_01188	Syaf.g_02567
OG0000574	Prav.g_01189	Syaf.g_02566
OG0000575	Prav.g_01193	Syaf.g_02562
OG0000576	Prav.g_01195	Syaf.g_02560
OG0000577	Prav.g_01196	Syaf.g_02559
OG0000578	Prav.g_01197	Syaf.g_02558
OG0000579	Prav.g_01198	Syaf.g_02557
OG0000580	Prav.g_01199	Syaf.g_02556
OG0000581	Prav.g_01201	Syaf.g_02550
OG0000582	Prav.g_01204	Syaf.g_02374
OG0000583	Prav.g_01205	Syaf.g_02373
OG0000584	Prav.g_01206	Syaf.g_02372
OG0000585	Prav.g_01208	Syaf.g_02370
OG0000586	Prav.g_01209	Syaf.g_02369
OG0000587	Prav.g_01210	Syaf.g_02367
OG0000588	Prav.g_01214	Syaf.g_02350
OG0000589	Prav.g_01219	Syaf.g_02340
OG0000590	Prav.g_01220	Syaf.g_02339
OG0000591	Prav.g_01223	Syaf.g_02331
OG0000592	Prav.g_01224	Syaf.g_02330
OG0000593	Prav.g_01230	Syaf.g_02314
OG0000594	Prav.g_01231	Syaf.g_02313
OG0000595	Prav.g_01232	Syaf.g_02312
OG0000596	Prav.g_01236	Syaf.g_02307
OG0000597	Prav.g_01238	Syaf.g_02304
OG0000598	Prav.g_01239	Syaf.g_02303
OG0000599	Prav.g_01242	Syaf.g_02300
OG0000600	Prav.g_01243	Syaf.g_02299
OG0000601	Prav.g_01244	Syaf.g_02298
OG0000602	Prav.g_01246	Syaf.g_02293
OG0000603	Prav.g_01247	Syaf.g_02292
OG0000604	Prav.g_01248	Syaf.g_02289
OG0000605	Prav.g_01249	Syaf.g_01734
OG0000606	Prav.g_01252	Syaf.g_02145
OG0000607	Prav.g_01255	Syaf.g_02142
OG0000608	Prav.g_01256	Syaf.g_02141
OG0000609	Prav.g_01257	Syaf.g_02139
OG0000610	Prav.g_01262	Syaf.g_02132
OG0000611	Prav.g_01265	Syaf.g_02129
OG0000612	Prav.g_01266	Syaf.g_02128
OG0000613	Prav.g_01271	Syaf.g_00315
OG0000614	Prav.g_01290	Syaf.g_01469
OG0000615	Prav.g_01298	Syaf.g_02085
OG0000616	Prav.g_01312	Syaf.g_00518
OG0000617	Prav.g_00312	Syaf.g_01975
OG0000618	Prav.g_00313	Syaf.g_01974
OG0000619	Prav.g_00314	Syaf.g_01973
OG0000620	Prav.g_00317	Syaf.g_01966
OG0000621	Prav.g_00318	Syaf.g_01965
OG0000622	Prav.g_00319	Syaf.g_01964
OG0000623	Prav.g_00320	Syaf.g_01963
OG0000624	Prav.g_00321	Syaf.g_01961
OG0000625	Prav.g_00322	Syaf.g_01960
OG0000626	Prav.g_00323	Syaf.g_01959
OG0000627	Prav.g_00324	Syaf.g_01782
OG0000628	Prav.g_00325	Syaf.g_01783
OG0000629	Prav.g_00326	Syaf.g_01786
OG0000630	Prav.g_00329	Syaf.g_01790
OG0000631	Prav.g_00388	Syaf.g_01801
OG0000632	Prav.g_00389	Syaf.g_01802
OG0000633	Prav.g_00390	Syaf.g_01803
OG0000634	Prav.g_00393	Syaf.g_02053
OG0000635	Prav.g_00394	Syaf.g_02052
OG0000636	Prav.g_00396	Syaf.g_02050
OG0000637	Prav.g_00398	Syaf.g_02048
OG0000638	Prav.g_00399	Syaf.g_02047
OG0000639	Prav.g_00400	Syaf.g_02046
OG0000640	Prav.g_00401	Syaf.g_02045
OG0000641	Prav.g_00405	Syaf.g_02041
OG0000642	Prav.g_00406	Syaf.g_02040
OG0000643	Prav.g_00407	Syaf.g_02038
OG0000644	Prav.g_00408	Syaf.g_02037
OG0000645	Prav.g_00409	Syaf.g_02035
OG0000646	Prav.g_00411	Syaf.g_02032
OG0000647	Prav.g_00412	Syaf.g_02030
OG0000648	Prav.g_00414	Syaf.g_02027
OG0000649	Prav.g_00415	Syaf.g_02026
OG0000650	Prav.g_00416	Syaf.g_02025
OG0000651	Prav.g_00417	Syaf.g_02024
OG0000652	Prav.g_00418	Syaf.g_02023
OG0000653	Prav.g_00420	Syaf.g_02021
OG0000654	Prav.g_00421	Syaf.g_02020
OG0000655	Prav.g_00422	Syaf.g_02019
OG0000656	Prav.g_00425	Syaf.g_02016
OG0000657	Prav.g_00432	Syaf.g_01384
OG0000658	Prav.g_00433	Syaf.g_01381
OG0000659	Prav.g_00434	Syaf.g_01380
OG0000660	Prav.g_00438	Syaf.g_01376
OG0000661	Prav.g_00440	Syaf.g_01374
OG0000662	Prav.g_00442	Syaf.g_01372
OG0000663	Prav.g_00444	Syaf.g_01369
OG0000664	Prav.g_00445	Syaf.g_01368
OG0000665	Prav.g_00449	Syaf.g_00980
OG0000666	Prav.g_00450	Syaf.g_01733
OG0000667	Prav.g_00454	Syaf.g_01635
OG0000668	Prav.g_00483	Syaf.g_01928
OG0000669	Prav.g_00490	Syaf.g_02112
OG0000670	Prav.g_00492	Syaf.g_02769
OG0000671	Prav.g_00494	Syaf.g_02108
OG0000672	Prav.g_00497	Syaf.g_02105
OG0000673	Prav.g_00500	Syaf.g_02102
OG0000674	Prav.g_00502	Syaf.g_02100
OG0000675	Prav.g_00503	Syaf.g_02099
OG0000676	Prav.g_00505	Syaf.g_02097
OG0000677	Prav.g_00506	Syaf.g_02096
OG0000678	Prav.g_00508	Syaf.g_02092
OG0000679	Prav.g_00512	Syaf.g_02083
OG0000680	Prav.g_00513	Syaf.g_02082
OG0000681	Prav.g_00515	Syaf.g_02079
OG0000682	Prav.g_00516	Syaf.g_02078
OG0000683	Prav.g_00517	Syaf.g_02077
OG0000684	Prav.g_00519	Syaf.g_02072
OG0000685	Prav.g_00521	Syaf.g_02070
OG0000686	Prav.g_00522	Syaf.g_02069
OG0000687	Prav.g_00523	Syaf.g_02068
OG0000688	Prav.g_00526	Syaf.g_02063
OG0000689	Prav.g_00527	Syaf.g_02061
OG0000690	Prav.g_00528	Syaf.g_02060
OG0000691	Prav.g_00529	Syaf.g_02059
OG0000692	Prav.g_00530	Syaf.g_02058
OG0000693	Prav.g_00531	Syaf.g_02057
OG0000694	Prav.g_00532	Syaf.g_02056
OG0000695	Prav.g_00534	Syaf.g_01805
OG0000696	Prav.g_00535	Syaf.g_01806
OG0000697	Prav.g_00536	Syaf.g_01808
OG0000698	Prav.g_00539	Syaf.g_01811
OG0000699	Prav.g_00540	Syaf.g_01813
OG0000700	Prav.g_00541	Syaf.g_01814
OG0000701	Prav.g_00542	Syaf.g_01815
OG0000702	Prav.g_00544	Syaf.g_01843
OG0000703	Prav.g_00545	Syaf.g_01844
OG0000704	Prav.g_00546	Syaf.g_01846
OG0000705	Prav.g_00550	Syaf.g_01853
OG0000706	Prav.g_00551	Syaf.g_01854
OG0000707	Prav.g_00552	Syaf.g_01855
OG0000708	Prav.g_00553	Syaf.g_01858
OG0000709	Prav.g_00557	Syaf.g_01867
OG0000710	Prav.g_00560	Syaf.g_01878
OG0000711	Prav.g_00577	Syaf.g_01908
OG0000712	Prav.g_00579	Syaf.g_01910
OG0000713	Prav.g_00580	Syaf.g_01911
OG0000714	Prav.g_00581	Syaf.g_01913
OG0000715	Prav.g_00583	Syaf.g_01915
OG0000716	Prav.g_00585	Syaf.g_01919
OG0000717	Prav.g_00586	Syaf.g_01920
OG0000718	Prav.g_00902	Syaf.g_01924
OG0000719	Prav.g_00904	Syaf.g_01926
OG0000720	Prav.g_00913	Syaf.g_01939
OG0000721	Prav.g_00915	Syaf.g_01941
OG0000722	Prav.g_00916	Syaf.g_01942
OG0000723	Prav.g_00919	Syaf.g_01957
OG0000724	Prav.g_00928	Syaf.g_01418
OG0000725	Prav.g_00934	Syaf.g_01445
OG0000726	Prav.g_00935	Syaf.g_01446
OG0000727	Prav.g_00936	Syaf.g_01447
OG0000728	Prav.g_00938	Syaf.g_01449
OG0000729	Prav.g_00263	Syaf.g_00405
OG0000730	Prav.g_00004	Syaf.g_00026
OG0000731	Prav.g_00008	Syaf.g_00014
OG0000732	Prav.g_00016	Syaf.g_00444
OG0000733	Prav.g_00034	Syaf.g_00615
OG0000734	Prav.g_00050	Syaf.g_00895
OG0000735	Prav.g_00052	Syaf.g_01273
OG0000736	Prav.g_00053	Syaf.g_01274
OG0000737	Prav.g_00054	Syaf.g_01275
OG0000738	Prav.g_00058	Syaf.g_01280
OG0000739	Prav.g_00059	Syaf.g_01281
OG0000740	Prav.g_00060	Syaf.g_01282
OG0000741	Prav.g_00061	Syaf.g_01285
OG0000742	Prav.g_00064	Syaf.g_01287
OG0000743	Prav.g_00066	Syaf.g_01289
OG0000744	Prav.g_00067	Syaf.g_01290
OG0000745	Prav.g_00068	Syaf.g_01293
OG0000746	Prav.g_00070	Syaf.g_01295
OG0000747	Prav.g_00071	Syaf.g_01296
OG0000748	Prav.g_00074	Syaf.g_01307
OG0000749	Prav.g_00075	Syaf.g_01309
OG0000750	Prav.g_00076	Syaf.g_01310
OG0000751	Prav.g_01868	Syaf.g_01317
OG0000752	Prav.g_01866	Syaf.g_01319
OG0000753	Prav.g_01863	Syaf.g_01322
OG0000754	Prav.g_01860	Syaf.g_01611
OG0000755	Prav.g_01857	Syaf.g_01599
OG0000756	Prav.g_01856	Syaf.g_01598
OG0000757	Prav.g_01850	Syaf.g_01590
OG0000758	Prav.g_01849	Syaf.g_01589
OG0000759	Prav.g_01848	Syaf.g_01588
OG0000760	Prav.g_01847	Syaf.g_01587
OG0000761	Prav.g_01846	Syaf.g_01586
OG0000762	Prav.g_01845	Syaf.g_01584
OG0000763	Prav.g_01843	Syaf.g_01582
OG0000764	Prav.g_01842	Syaf.g_01581
OG0000765	Prav.g_01833	Syaf.g_01564
OG0000766	Prav.g_01832	Syaf.g_01563
OG0000767	Prav.g_01830	Syaf.g_01561
OG0000768	Prav.g_01829	Syaf.g_01560
OG0000769	Prav.g_01827	Syaf.g_01558
OG0000770	Prav.g_01825	Syaf.g_01553
OG0000771	Prav.g_02003	Syaf.g_01411
OG0000772	Prav.g_01409	Syaf.g_01705
OG0000773	Prav.g_01429	Syaf.g_01268
OG0000774	Prav.g_01431	Syaf.g_01263
OG0000775	Prav.g_01433	Syaf.g_01261
OG0000776	Prav.g_01434	Syaf.g_01260
OG0000777	Prav.g_01435	Syaf.g_01259
OG0000778	Prav.g_01436	Syaf.g_01258
OG0000779	Prav.g_01440	Syaf.g_01252
OG0000780	Prav.g_01441	Syaf.g_01249
OG0000781	Prav.g_01444	Syaf.g_01245
OG0000782	Prav.g_01445	Syaf.g_01244
OG0000783	Prav.g_01446	Syaf.g_01243
OG0000784	Prav.g_01447	Syaf.g_01242
OG0000785	Prav.g_01449	Syaf.g_01240
OG0000786	Prav.g_01451	Syaf.g_02546
OG0000787	Prav.g_01452	Syaf.g_02547
OG0000788	Prav.g_01460	Syaf.g_02297
OG0000789	Prav.g_01463	Syaf.g_01750
OG0000790	Prav.g_01478	Syaf.g_02738
OG0000791	Prav.g_01480	Syaf.g_02740
OG0000792	Prav.g_01481	Syaf.g_02741
OG0000793	Prav.g_01484	Syaf.g_02746
OG0000794	Prav.g_01485	Syaf.g_02747
OG0000795	Prav.g_01486	Syaf.g_02748
OG0000796	Prav.g_01490	Syaf.g_02752
OG0000797	Prav.g_01491	Syaf.g_02753
OG0000799	Prav.g_01560	Syaf.g_02380
OG0000800	Prav.g_01561	Syaf.g_02383
OG0000801	Prav.g_01562	Syaf.g_02384
OG0000802	Prav.g_01564	Syaf.g_02388
OG0000803	Prav.g_01566	Syaf.g_02393
OG0000804	Prav.g_01567	Syaf.g_02396
OG0000805	Prav.g_01569	Syaf.g_02398
OG0000806	Prav.g_01571	Syaf.g_02405
OG0000807	Prav.g_01572	Syaf.g_02406
OG0000808	Prav.g_01573	Syaf.g_02407
OG0000809	Prav.g_01576	Syaf.g_02410
OG0000810	Prav.g_01577	Syaf.g_02411
OG0000811	Prav.g_01581	Syaf.g_02420
OG0000812	Prav.g_01583	Syaf.g_02422
OG0000813	Prav.g_01584	Syaf.g_02423
OG0000814	Prav.g_01586	Syaf.g_02425
OG0000815	Prav.g_01587	Syaf.g_02426
OG0000816	Prav.g_01589	Syaf.g_02428
OG0000817	Prav.g_01590	Syaf.g_02429
OG0000818	Prav.g_01595	Syaf.g_02442
OG0000819	Prav.g_01596	Syaf.g_02443
OG0000820	Prav.g_01597	Syaf.g_02444
OG0000821	Prav.g_01601	Syaf.g_02450
OG0000822	Prav.g_01602	Syaf.g_02452
OG0000823	Prav.g_01603	Syaf.g_02453
OG0000824	Prav.g_01606	Syaf.g_02459
OG0000825	Prav.g_01607	Syaf.g_02460
OG0000826	Prav.g_01608	Syaf.g_02461
OG0000827	Prav.g_01609	Syaf.g_02462
OG0000828	Prav.g_01612	Syaf.g_02465
OG0000829	Prav.g_01613	Syaf.g_02466
OG0000830	Prav.g_01614	Syaf.g_02467
OG0000831	Prav.g_01616	Syaf.g_02470
OG0000832	Prav.g_01622	Syaf.g_01109
OG0000833	Prav.g_01630	Syaf.g_01100
OG0000834	Prav.g_01631	Syaf.g_01098
OG0000835	Prav.g_01632	Syaf.g_01097
OG0000836	Prav.g_01633	Syaf.g_01093
OG0000837	Prav.g_01634	Syaf.g_01091
OG0000838	Prav.g_01636	Syaf.g_01087
OG0000839	Prav.g_01637	Syaf.g_01086
OG0000840	Prav.g_01638	Syaf.g_01085
OG0000841	Prav.g_01639	Syaf.g_01084
OG0000842	Prav.g_01640	Syaf.g_01083
OG0000843	Prav.g_01641	Syaf.g_01082
OG0000844	Prav.g_01642	Syaf.g_01080
OG0000845	Prav.g_01643	Syaf.g_01079
OG0000846	Prav.g_01644	Syaf.g_01078
OG0000847	Prav.g_01645	Syaf.g_01077
OG0000848	Prav.g_01646	Syaf.g_01075
OG0000849	Prav.g_01647	Syaf.g_01074
OG0000850	Prav.g_01649	Syaf.g_01072
OG0000851	Prav.g_01650	Syaf.g_01061
OG0000852	Prav.g_01651	Syaf.g_01060
OG0000853	Prav.g_01655	Syaf.g_01056
OG0000854	Prav.g_01657	Syaf.g_01054
OG0000855	Prav.g_01658	Syaf.g_01053
OG0000856	Prav.g_01671	Syaf.g_02328
OG0000857	Prav.g_01699	Syaf.g_02031
OG0000858	Prav.g_01755	Syaf.g_01047
OG0000859	Prav.g_01756	Syaf.g_01046
OG0000860	Prav.g_01763	Syaf.g_01031
OG0000861	Prav.g_01764	Syaf.g_01030
OG0000862	Prav.g_01765	Syaf.g_01029
OG0000863	Prav.g_01767	Syaf.g_01026
OG0000864	Prav.g_01768	Syaf.g_01025
OG0000865	Prav.g_01769	Syaf.g_01024
OG0000866	Prav.g_01770	Syaf.g_01023
OG0000867	Prav.g_01771	Syaf.g_01022
OG0000868	Prav.g_01772	Syaf.g_01019
OG0000869	Prav.g_01776	Syaf.g_01014
OG0000870	Prav.g_01781	Syaf.g_01009
OG0000871	Prav.g_01782	Syaf.g_01008
OG0000872	Prav.g_01783	Syaf.g_01001
OG0000873	Prav.g_01786	Syaf.g_00998
OG0000874	Prav.g_01789	Syaf.g_01002
OG0000875	Prav.g_01790	Syaf.g_00996
OG0000876	Prav.g_01791	Syaf.g_01198
OG0000877	Prav.g_01793	Syaf.g_01188
OG0000878	Prav.g_01794	Syaf.g_01187
OG0000879	Prav.g_01795	Syaf.g_01186
OG0000880	Prav.g_01796	Syaf.g_01185
OG0000881	Prav.g_01800	Syaf.g_01179
OG0000882	Prav.g_01805	Syaf.g_01174
OG0000883	Prav.g_01807	Syaf.g_01172
OG0000884	Prav.g_01809	Syaf.g_01170
OG0000885	Prav.g_01810	Syaf.g_01169
OG0000886	Prav.g_01811	Syaf.g_01168
OG0000887	Prav.g_01812	Syaf.g_01167
OG0000888	Prav.g_01814	Syaf.g_01165
OG0000889	Prav.g_01816	Syaf.g_01163
OG0000890	Prav.g_01817	Syaf.g_01157
OG0000891	Prav.g_01818	Syaf.g_01156
OG0000892	Prav.g_00264	Syaf.g_01154
OG0000893	Prav.g_00268	Syaf.g_00178
OG0000894	Prav.g_00270	Syaf.g_00175
OG0000895	Prav.g_00273	Syaf.g_00171
OG0000896	Prav.g_00274	Syaf.g_00170
OG0000897	Prav.g_00276	Syaf.g_00168
OG0000898	Prav.g_00277	Syaf.g_00167
OG0000899	Prav.g_00278	Syaf.g_00166
OG0000900	Prav.g_00279	Syaf.g_00165
OG0000901	Prav.g_00282	Syaf.g_00160
OG0000902	Prav.g_00284	Syaf.g_00158
OG0000903	Prav.g_00287	Syaf.g_00141
OG0000904	Prav.g_00289	Syaf.g_00146
OG0000905	Prav.g_00294	Syaf.g_00151
OG0000906	Prav.g_00295	Syaf.g_00154
OG0000907	Prav.g_00590	Syaf.g_00139
OG0000908	Prav.g_00593	Syaf.g_00136
OG0000909	Prav.g_00594	Syaf.g_00135
OG0000910	Prav.g_00595	Syaf.g_00134
OG0000911	Prav.g_00597	Syaf.g_00132
OG0000912	Prav.g_00598	Syaf.g_00131
OG0000913	Prav.g_00599	Syaf.g_00130
OG0000914	Prav.g_00600	Syaf.g_00129
OG0000915	Prav.g_00601	Syaf.g_00127
OG0000916	Prav.g_00602	Syaf.g_00126
OG0000917	Prav.g_00603	Syaf.g_00125
OG0000918	Prav.g_00604	Syaf.g_00124
OG0000919	Prav.g_00605	Syaf.g_00123
OG0000920	Prav.g_00606	Syaf.g_00122
OG0000921	Prav.g_00607	Syaf.g_00121
OG0000922	Prav.g_00608	Syaf.g_00120
OG0000923	Prav.g_00612	Syaf.g_00116
OG0000924	Prav.g_00613	Syaf.g_00115
OG0000925	Prav.g_00614	Syaf.g_00114
OG0000926	Prav.g_00615	Syaf.g_00113
OG0000927	Prav.g_00617	Syaf.g_00111
OG0000928	Prav.g_00618	Syaf.g_00110
OG0000929	Prav.g_00619	Syaf.g_00109
OG0000930	Prav.g_00620	Syaf.g_00108
OG0000931	Prav.g_00621	Syaf.g_00107
OG0000932	Prav.g_00622	Syaf.g_00106
OG0000933	Prav.g_00626	Syaf.g_00100
OG0000934	Prav.g_00628	Syaf.g_00098
OG0000935	Prav.g_00629	Syaf.g_00097
OG0000936	Prav.g_00630	Syaf.g_00096
OG0000937	Prav.g_00631	Syaf.g_00095
OG0000938	Prav.g_00633	Syaf.g_00092
OG0000939	Prav.g_00634	Syaf.g_00091
OG0000940	Prav.g_00641	Syaf.g_00084
OG0000941	Prav.g_00643	Syaf.g_00082
OG0000942	Prav.g_00645	Syaf.g_00080
OG0000943	Prav.g_00646	Syaf.g_00079
OG0000944	Prav.g_00647	Syaf.g_00077
OG0000945	Prav.g_00648	Syaf.g_00075
OG0000946	Prav.g_00653	Syaf.g_00070
OG0000947	Prav.g_00655	Syaf.g_00067
OG0000948	Prav.g_00656	Syaf.g_00066
OG0000949	Prav.g_00659	Syaf.g_00337
OG0000950	Prav.g_00664	Syaf.g_00351
OG0000951	Prav.g_00668	Syaf.g_00358
OG0000952	Prav.g_00672	Syaf.g_00363
OG0000953	Prav.g_00675	Syaf.g_00367
OG0000954	Prav.g_00679	Syaf.g_00372
OG0000955	Prav.g_00680	Syaf.g_00373
OG0000956	Prav.g_00682	Syaf.g_00375
OG0000957	Prav.g_00687	Syaf.g_00386
OG0000958	Prav.g_00688	Syaf.g_00387
OG0000959	Prav.g_00692	Syaf.g_00391
OG0000960	Prav.g_00693	Syaf.g_00392
OG0000961	Prav.g_00695	Syaf.g_00402
OG0000962	Prav.g_00697	Syaf.g_00404
OG0000963	Prav.g_00701	Syaf.g_00409
OG0000964	Prav.g_00702	Syaf.g_00410
OG0000965	Prav.g_00703	Syaf.g_00411
OG0000966	Prav.g_00710	Syaf.g_00421
OG0000967	Prav.g_00714	Syaf.g_00426
OG0000968	Prav.g_00716	Syaf.g_00417
OG0000969	Prav.g_00717	Syaf.g_00423
OG0000970	Prav.g_00718	Syaf.g_00424
OG0000971	Prav.g_00719	Syaf.g_00429
OG0000972	Prav.g_00720	Syaf.g_00430
OG0000973	Prav.g_00721	Syaf.g_00431
OG0000974	Prav.g_00722	Syaf.g_00432
OG0000975	Prav.g_00723	Syaf.g_00433
OG0000976	Prav.g_00724	Syaf.g_00434
OG0000977	Prav.g_00725	Syaf.g_00436
OG0000978	Prav.g_00726	Syaf.g_00437
OG0000979	Prav.g_00729	Syaf.g_00440
OG0000980	Prav.g_00731	Syaf.g_00443
OG0000981	Prav.g_00733	Syaf.g_00446
OG0000982	Prav.g_00735	Syaf.g_00645
OG0000983	Prav.g_00736	Syaf.g_00644
OG0000984	Prav.g_00737	Syaf.g_00643
OG0000985	Prav.g_00740	Syaf.g_00641
OG0000986	Prav.g_00742	Syaf.g_00639
OG0000987	Prav.g_00743	Syaf.g_00637
OG0000988	Prav.g_00746	Syaf.g_00633
OG0000989	Prav.g_00750	Syaf.g_00624
OG0000990	Prav.g_00753	Syaf.g_00606
OG0000991	Prav.g_00754	Syaf.g_00604
OG0000992	Prav.g_00756	Syaf.g_00601
OG0000993	Prav.g_00757	Syaf.g_00600
OG0000994	Prav.g_00758	Syaf.g_00597
OG0000995	Prav.g_00762	Syaf.g_00592
OG0000996	Prav.g_00763	Syaf.g_00543
OG0000997	Prav.g_00764	Syaf.g_00532
OG0000998	Prav.g_00766	Syaf.g_00530
OG0000999	Prav.g_00767	Syaf.g_00529
OG0001000	Prav.g_00770	Syaf.g_00526
OG0001001	Prav.g_00772	Syaf.g_00521
OG0001002	Prav.g_00776	Syaf.g_00515
OG0001003	Prav.g_00778	Syaf.g_00514
OG0001004	Prav.g_00779	Syaf.g_00513
OG0001005	Prav.g_00780	Syaf.g_00510
OG0001006	Prav.g_00784	Syaf.g_00500
OG0001007	Prav.g_00786	Syaf.g_00498
OG0001008	Prav.g_01036	Syaf.g_01215
OG0001009	Prav.g_00095	Syaf.g_00466
OG0001010	Prav.g_00096	Syaf.g_00465
OG0001011	Prav.g_00097	Syaf.g_00463
OG0001012	Prav.g_00114	Syaf.g_00649
OG0001013	Prav.g_00119	Syaf.g_00669
OG0001014	Prav.g_00122	Syaf.g_00691
OG0001015	Prav.g_00123	Syaf.g_00692
OG0001016	Prav.g_00138	Syaf.g_00958
OG0001017	Prav.g_00142	Syaf.g_00952
OG0001018	Prav.g_00145	Syaf.g_00950
OG0001019	Prav.g_00154	Syaf.g_00931
OG0001020	Prav.g_00155	Syaf.g_00926
OG0001021	Prav.g_00156	Syaf.g_00922
OG0001022	Prav.g_00159	Syaf.g_00918
OG0001023	Prav.g_00160	Syaf.g_00917
OG0001024	Prav.g_00163	Syaf.g_00913
OG0001025	Prav.g_00169	Syaf.g_00906
OG0001026	Prav.g_00176	Syaf.g_00893
OG0001027	Prav.g_00177	Syaf.g_00884
OG0001028	Prav.g_00179	Syaf.g_00882
OG0001029	Prav.g_00180	Syaf.g_00880
OG0001030	Prav.g_00195	Syaf.g_00860
OG0001031	Prav.g_00852	Syaf.g_00784
OG0001032	Prav.g_00851	Syaf.g_00781
OG0001034	Prav.g_00802	Syaf.g_02787
OG0001035	Prav.g_01901	Syaf.g_00207
OG0001036	Prav.g_01906	Syaf.g_00212
OG0001037	Prav.g_01907	Syaf.g_00214
OG0001038	Prav.g_01924	Syaf.g_00242
OG0001039	Prav.g_01927	Syaf.g_00245
OG0001040	Prav.g_01929	Syaf.g_00248
OG0001041	Prav.g_01933	Syaf.g_00253
OG0001042	Prav.g_01950	Syaf.g_00275
OG0001043	Prav.g_01951	Syaf.g_00279
OG0001044	Prav.g_01979	Syaf.g_00024
OG0001045	Prav.g_01988	Syaf.g_00011
OG0001046	Prav.g_00996	Syaf.g_01894
OG0001047	Prav.g_01038	Syaf.g_01217
OG0001048	Prav.g_01039	Syaf.g_01218
OG0001049	Prav.g_01041	Syaf.g_01226
OG0001050	Prav.g_01042	Syaf.g_01227
OG0001051	Prav.g_01043	Syaf.g_01228
OG0001052	Prav.g_01069	Syaf.g_02502
OG0001053	Prav.g_01081	Syaf.g_02718
OG0001054	Prav.g_01096	Syaf.g_02701
OG0001056	Prav.g_01134	Syaf.g_02649
OG0001057	Prav.g_01139	Syaf.g_02638
OG0001058	Prav.g_01147	Syaf.g_02624
OG0001059	Prav.g_01151	Syaf.g_02620
OG0001060	Prav.g_01158	Syaf.g_02614
OG0001061	Prav.g_01171	Syaf.g_02590
OG0001062	Prav.g_01173	Syaf.g_02588
OG0001063	Prav.g_01175	Syaf.g_02583
OG0001064	Prav.g_01176	Syaf.g_02582
OG0001065	Prav.g_01177	Syaf.g_02581
OG0001066	Prav.g_01178	Syaf.g_02580
OG0001067	Prav.g_01179	Syaf.g_02579
OG0001068	Prav.g_01180	Syaf.g_02578
OG0001069	Prav.g_01181	Syaf.g_02577
OG0001070	Prav.g_01184	Syaf.g_02574
OG0001071	Prav.g_01185	Syaf.g_02573
OG0001072	Prav.g_01186	Syaf.g_02569
OG0001073	Prav.g_01200	Syaf.g_02555
OG0001074	Prav.g_01211	Syaf.g_02365
OG0001075	Prav.g_01212	Syaf.g_02363
OG0001076	Prav.g_01222	Syaf.g_02337
OG0001077	Prav.g_01226	Syaf.g_02325
OG0001078	Prav.g_01234	Syaf.g_02309
OG0001079	Prav.g_01245	Syaf.g_02296
OG0001080	Prav.g_01251	Syaf.g_01740
OG0001081	Prav.g_01253	Syaf.g_02144
OG0001082	Prav.g_01254	Syaf.g_02143
OG0001083	Prav.g_01259	Syaf.g_02136
OG0001084	Prav.g_01260	Syaf.g_02135
OG0001085	Prav.g_01268	Syaf.g_02125
OG0001086	Prav.g_01269	Syaf.g_02123
OG0001087	Prav.g_01286	Syaf.g_01482
OG0001088	Prav.g_01287	Syaf.g_01478
OG0001089	Prav.g_01295	Syaf.g_01453
OG0001090	Prav.g_00307	Syaf.g_01981
OG0001091	Prav.g_00309	Syaf.g_01979
OG0001092	Prav.g_00310	Syaf.g_01977
OG0001093	Prav.g_00315	Syaf.g_01971
OG0001094	Prav.g_00391	Syaf.g_02055
OG0001095	Prav.g_00410	Syaf.g_02034
OG0001096	Prav.g_00423	Syaf.g_02018
OG0001097	Prav.g_00441	Syaf.g_01373
OG0001098	Prav.g_00456	Syaf.g_01743
OG0001099	Prav.g_00487	Syaf.g_00881
OG0001100	Prav.g_00491	Syaf.g_02110
OG0001101	Prav.g_00493	Syaf.g_02109
OG0001102	Prav.g_00496	Syaf.g_02106
OG0001103	Prav.g_00498	Syaf.g_02104
OG0001104	Prav.g_00520	Syaf.g_02071
OG0001105	Prav.g_00524	Syaf.g_02067
OG0001106	Prav.g_00547	Syaf.g_01847
OG0001107	Prav.g_00554	Syaf.g_01859
OG0001108	Prav.g_00558	Syaf.g_01868
OG0001109	Prav.g_00559	Syaf.g_01877
OG0001110	Prav.g_00561	Syaf.g_01879
OG0001111	Prav.g_00562	Syaf.g_01881
OG0001112	Prav.g_00563	Syaf.g_01883
OG0001113	Prav.g_00564	Syaf.g_01884
OG0001114	Prav.g_00565	Syaf.g_01885
OG0001115	Prav.g_00567	Syaf.g_01889
OG0001116	Prav.g_00568	Syaf.g_01891
OG0001117	Prav.g_00569	Syaf.g_01892
OG0001118	Prav.g_00570	Syaf.g_01893
OG0001119	Prav.g_00571	Syaf.g_01895
OG0001120	Prav.g_00573	Syaf.g_01899
OG0001122	Prav.g_00905	Syaf.g_01927
OG0001123	Prav.g_00909	Syaf.g_01934
OG0001124	Prav.g_00911	Syaf.g_01936
