Orthogroup	Prav	Praf
OG0000577	Prav.g_01196	Praf.g_00754
OG0000578	Prav.g_01197	Praf.g_00755
OG0000579	Prav.g_01198	Praf.g_00756
OG0000580	Prav.g_01199	Praf.g_00757
OG0000581	Prav.g_01201	Praf.g_00761
OG0000582	Prav.g_01204	Praf.g_00765
OG0000583	Prav.g_01205	Praf.g_00766
OG0000584	Prav.g_01206	Praf.g_00767
OG0000585	Prav.g_01208	Praf.g_00769
OG0000586	Prav.g_01209	Praf.g_00771
OG0000587	Prav.g_01210	Praf.g_00773
OG0000588	Prav.g_01214	Praf.g_01663
OG0000589	Prav.g_01219	Praf.g_01666
OG0000590	Prav.g_01220	Praf.g_01667
OG0000591	Prav.g_01223	Praf.g_01674
OG0000592	Prav.g_01224	Praf.g_01675
OG0000593	Prav.g_01230	Praf.g_01688
OG0000594	Prav.g_01231	Praf.g_01689
OG0000595	Prav.g_01232	Praf.g_01690
OG0000596	Prav.g_01236	Praf.g_01695
OG0000597	Prav.g_01238	Praf.g_01698
OG0000598	Prav.g_01239	Praf.g_01699
OG0000599	Prav.g_01242	Praf.g_01709
OG0000600	Prav.g_01243	Praf.g_01710
OG0000601	Prav.g_01244	Praf.g_01711
OG0000602	Prav.g_01246	Praf.g_01716
OG0000603	Prav.g_01247	Praf.g_01717
OG0000604	Prav.g_01248	Praf.g_01718
OG0000605	Prav.g_01249	Praf.g_01720
OG0000606	Prav.g_01252	Praf.g_01727
OG0000607	Prav.g_01255	Praf.g_01730
OG0000608	Prav.g_01256	Praf.g_01731
OG0000609	Prav.g_01257	Praf.g_01733
OG0000610	Prav.g_01262	Praf.g_01741
OG0000611	Prav.g_01265	Praf.g_01744
OG0000612	Prav.g_01266	Praf.g_01745
OG0000613	Prav.g_01271	Praf.g_02344
OG0000614	Prav.g_01290	Praf.g_01207
OG0000615	Prav.g_01298	Praf.g_01489
OG0000616	Prav.g_01312	Praf.g_02767
OG0000617	Prav.g_00312	Praf.g_01308
OG0000618	Prav.g_00313	Praf.g_01309
OG0000619	Prav.g_00314	Praf.g_01310
OG0000620	Prav.g_00317	Praf.g_01314
OG0000621	Prav.g_00318	Praf.g_01315
OG0000622	Prav.g_00319	Praf.g_01316
OG0000623	Prav.g_00320	Praf.g_01317
OG0000624	Prav.g_00321	Praf.g_01318
OG0000625	Prav.g_00322	Praf.g_01319
OG0000626	Prav.g_00323	Praf.g_01320
OG0000627	Prav.g_00324	Praf.g_01441
OG0000628	Prav.g_00325	Praf.g_01440
OG0000629	Prav.g_00326	Praf.g_01437
OG0000630	Prav.g_00329	Praf.g_01433
OG0000631	Prav.g_00388	Praf.g_01429
OG0000632	Prav.g_00389	Praf.g_01428
OG0000633	Prav.g_00390	Praf.g_01427
OG0000634	Prav.g_00393	Praf.g_01526
OG0000635	Prav.g_00394	Praf.g_01527
OG0000636	Prav.g_00396	Praf.g_01529
OG0000637	Prav.g_00398	Praf.g_01531
OG0000638	Prav.g_00399	Praf.g_01532
OG0000639	Prav.g_00400	Praf.g_01533
OG0000640	Prav.g_00401	Praf.g_01534
OG0000641	Prav.g_00405	Praf.g_01538
OG0000642	Prav.g_00406	Praf.g_01539
OG0000643	Prav.g_00407	Praf.g_01540
OG0000644	Prav.g_00408	Praf.g_01541
OG0000645	Prav.g_00409	Praf.g_01542
OG0000646	Prav.g_00411	Praf.g_01545
OG0000647	Prav.g_00412	Praf.g_01547
OG0000648	Prav.g_00414	Praf.g_01549
OG0000649	Prav.g_00415	Praf.g_01550
OG0000650	Prav.g_00416	Praf.g_01551
OG0000651	Prav.g_00417	Praf.g_01552
OG0000652	Prav.g_00418	Praf.g_01553
OG0000653	Prav.g_00420	Praf.g_01557
OG0000654	Prav.g_00421	Praf.g_01558
OG0000655	Prav.g_00422	Praf.g_01559
OG0000656	Prav.g_00425	Praf.g_01562
OG0000657	Prav.g_00432	Praf.g_01592
OG0000658	Prav.g_00433	Praf.g_01594
OG0000659	Prav.g_00434	Praf.g_01595
OG0000660	Prav.g_00438	Praf.g_01599
OG0000661	Prav.g_00440	Praf.g_01601
OG0000662	Prav.g_00442	Praf.g_01603
OG0000663	Prav.g_00444	Praf.g_01606
OG0000664	Prav.g_00445	Praf.g_01607
OG0000665	Prav.g_00449	Praf.g_01620
OG0000666	Prav.g_00450	Praf.g_01622
OG0000667	Prav.g_00454	Praf.g_01629
OG0000668	Prav.g_00483	Praf.g_01339
OG0000669	Prav.g_00490	Praf.g_01638
OG0000670	Prav.g_00492	Praf.g_00961
OG0000671	Prav.g_00494	Praf.g_01456
OG0000672	Prav.g_00497	Praf.g_01459
OG0000673	Prav.g_00500	Praf.g_01462
OG0000674	Prav.g_00502	Praf.g_01464
OG0000675	Prav.g_00503	Praf.g_01465
OG0000676	Prav.g_00505	Praf.g_01467
OG0000677	Prav.g_00506	Praf.g_01469
OG0000678	Prav.g_00508	Praf.g_01475
OG0000679	Prav.g_00512	Praf.g_01494
OG0000680	Prav.g_00513	Praf.g_01495
OG0000681	Prav.g_00515	Praf.g_01497
OG0000682	Prav.g_00516	Praf.g_01498
OG0000683	Prav.g_00517	Praf.g_01499
OG0000684	Prav.g_00519	Praf.g_01512
OG0000685	Prav.g_00521	Praf.g_01510
OG0000686	Prav.g_00522	Praf.g_01509
OG0000687	Prav.g_00523	Praf.g_01508
OG0000688	Prav.g_00526	Praf.g_01515
OG0000689	Prav.g_00527	Praf.g_01516
OG0000690	Prav.g_00528	Praf.g_01517
OG0000691	Prav.g_00529	Praf.g_01519
OG0000692	Prav.g_00530	Praf.g_01520
OG0000693	Prav.g_00531	Praf.g_01522
OG0000694	Prav.g_00532	Praf.g_01523
OG0000695	Prav.g_00534	Praf.g_01425
OG0000696	Prav.g_00535	Praf.g_01424
OG0000697	Prav.g_00536	Praf.g_01422
OG0000698	Prav.g_00539	Praf.g_01419
OG0000699	Prav.g_00540	Praf.g_01417
OG0000700	Prav.g_00541	Praf.g_01416
OG0000701	Prav.g_00542	Praf.g_01415
OG0000702	Prav.g_00544	Praf.g_01408
OG0000703	Prav.g_00545	Praf.g_01407
OG0000704	Prav.g_00546	Praf.g_01405
OG0000705	Prav.g_00550	Praf.g_01399
OG0000706	Prav.g_00551	Praf.g_01398
OG0000707	Prav.g_00552	Praf.g_01397
OG0000708	Prav.g_00553	Praf.g_01395
OG0000709	Prav.g_00557	Praf.g_01388
OG0000710	Prav.g_00560	Praf.g_01383, Praf.g_01384
OG0000711	Prav.g_00577	Praf.g_01360
OG0000712	Prav.g_00579	Praf.g_01359
OG0000713	Prav.g_00580	Praf.g_01358
OG0000714	Prav.g_00581	Praf.g_01355
OG0000715	Prav.g_00583	Praf.g_01353
OG0000716	Prav.g_00585	Praf.g_01349
OG0000717	Prav.g_00586	Praf.g_01348
OG0000718	Prav.g_00902	Praf.g_01343
OG0000719	Prav.g_00904	Praf.g_01341
OG0000720	Prav.g_00913	Praf.g_01328
OG0000721	Prav.g_00915	Praf.g_01327
OG0000722	Prav.g_00916	Praf.g_01326
OG0000723	Prav.g_00919	Praf.g_01322
OG0000724	Prav.g_00928	Praf.g_01279
OG0000725	Prav.g_00934	Praf.g_01270
OG0000726	Prav.g_00935	Praf.g_01269
OG0000727	Prav.g_00936	Praf.g_01268
OG0000728	Prav.g_00938	Praf.g_01267
OG0000729	Prav.g_00263	Praf.g_00162
OG0000730	Prav.g_00004	Praf.g_02056
OG0000731	Prav.g_00008	Praf.g_02047
OG0000732	Prav.g_00016	Praf.g_00055
OG0000733	Prav.g_00034	Praf.g_02698
OG0000734	Prav.g_00050	Praf.g_00233
OG0000735	Prav.g_00052	Praf.g_00822
OG0000736	Prav.g_00053	Praf.g_00823
OG0000737	Prav.g_00054	Praf.g_00824
OG0000738	Prav.g_00058	Praf.g_00830
OG0000739	Prav.g_00059	Praf.g_00832
OG0000740	Prav.g_00060	Praf.g_00833
OG0000741	Prav.g_00061	Praf.g_00836
OG0000742	Prav.g_00064	Praf.g_00853
OG0000743	Prav.g_00066	Praf.g_00855
OG0000744	Prav.g_00067	Praf.g_00856
OG0000745	Prav.g_00068	Praf.g_00858
OG0000746	Prav.g_00070	Praf.g_00860
OG0000747	Prav.g_00071	Praf.g_00861
OG0000748	Prav.g_00074	Praf.g_00873
OG0000749	Prav.g_00075	Praf.g_00874
OG0000750	Prav.g_00076	Praf.g_00875
OG0000751	Prav.g_01868	Praf.g_00880
OG0000752	Prav.g_01866	Praf.g_00882
OG0000753	Prav.g_01863	Praf.g_00885
OG0000754	Prav.g_01860	Praf.g_00914
OG0000755	Prav.g_01857	Praf.g_00921
OG0000756	Prav.g_01856	Praf.g_00922
OG0000757	Prav.g_01850	Praf.g_00929
OG0000758	Prav.g_01849	Praf.g_00930
OG0000759	Prav.g_01848	Praf.g_00931
OG0000760	Prav.g_01847	Praf.g_00932
OG0000761	Prav.g_01846	Praf.g_00933
OG0000762	Prav.g_01845	Praf.g_00913
OG0000763	Prav.g_01843	Praf.g_00911
OG0000764	Prav.g_01842	Praf.g_00910
OG0000765	Prav.g_01833	Praf.g_00895
OG0000766	Prav.g_01832	Praf.g_00894
OG0000767	Prav.g_01830	Praf.g_00892
OG0000768	Prav.g_01829	Praf.g_00891
OG0000769	Prav.g_01827	Praf.g_00887
OG0000770	Prav.g_01825	Praf.g_00937
OG0000771	Prav.g_02003	Praf.g_01285
OG0000772	Prav.g_01409	Praf.g_00548
OG0000773	Prav.g_01429	Praf.g_00808
OG0000774	Prav.g_01431	Praf.g_00804
OG0000775	Prav.g_01433	Praf.g_00802
OG0000776	Prav.g_01434	Praf.g_00801
OG0000777	Prav.g_01435	Praf.g_00800
OG0000778	Prav.g_01436	Praf.g_00799
OG0000779	Prav.g_01440	Praf.g_00794
OG0000780	Prav.g_01441	Praf.g_00791
OG0000781	Prav.g_01444	Praf.g_00787
OG0000782	Prav.g_01445	Praf.g_00786
OG0000783	Prav.g_01446	Praf.g_00785
OG0000784	Prav.g_01447	Praf.g_00784
OG0000785	Prav.g_01449	Praf.g_00782
OG0000786	Prav.g_01451	Praf.g_00777
OG0000787	Prav.g_01452	Praf.g_00776
OG0000788	Prav.g_01460	Praf.g_01996
OG0000789	Prav.g_01463	Praf.g_01001
OG0000790	Prav.g_01478	Praf.g_00579
OG0000791	Prav.g_01480	Praf.g_00577
OG0000792	Prav.g_01481	Praf.g_00576
OG0000793	Prav.g_01484	Praf.g_00572
OG0000794	Prav.g_01485	Praf.g_00571
OG0000795	Prav.g_01486	Praf.g_00570
OG0000796	Prav.g_01490	Praf.g_00566
OG0000797	Prav.g_01491	Praf.g_00565
OG0000799	Prav.g_01560	Praf.g_01765
OG0000800	Prav.g_01561	Praf.g_01766
OG0000801	Prav.g_01562	Praf.g_01767
OG0000802	Prav.g_01564	Praf.g_01773
OG0000803	Prav.g_01566	Praf.g_01779
OG0000804	Prav.g_01567	Praf.g_01781
OG0000805	Prav.g_01569	Praf.g_01783
OG0000806	Prav.g_01571	Praf.g_01785
OG0000807	Prav.g_01572	Praf.g_01787
OG0000808	Prav.g_01573	Praf.g_01788
OG0000809	Prav.g_01576	Praf.g_01792
OG0000810	Prav.g_01577	Praf.g_01793
OG0000811	Prav.g_01581	Praf.g_01801
OG0000812	Prav.g_01583	Praf.g_01803
OG0000813	Prav.g_01584	Praf.g_01804
OG0000814	Prav.g_01586	Praf.g_01806
OG0000815	Prav.g_01587	Praf.g_01807
OG0000816	Prav.g_01589	Praf.g_01809
OG0000817	Prav.g_01590	Praf.g_01810
OG0000818	Prav.g_01595	Praf.g_01822
OG0000819	Prav.g_01596	Praf.g_01823
OG0000820	Prav.g_01597	Praf.g_01824
OG0000821	Prav.g_01601	Praf.g_01831
OG0000822	Prav.g_01602	Praf.g_01833
OG0000823	Prav.g_01603	Praf.g_01834
OG0000824	Prav.g_01606	Praf.g_01838
OG0000825	Prav.g_01607	Praf.g_01839
OG0000826	Prav.g_01608	Praf.g_01840
OG0000827	Prav.g_01609	Praf.g_01841
OG0000828	Prav.g_01612	Praf.g_01844
OG0000829	Prav.g_01613	Praf.g_01845
OG0000830	Prav.g_01614	Praf.g_01846
OG0000831	Prav.g_01616	Praf.g_01849
OG0000832	Prav.g_01622	Praf.g_00542
OG0000833	Prav.g_01630	Praf.g_00534
OG0000834	Prav.g_01631	Praf.g_00533
OG0000835	Prav.g_01632	Praf.g_00532
OG0000836	Prav.g_01633	Praf.g_00530
OG0000837	Prav.g_01634	Praf.g_00529
OG0000838	Prav.g_01636	Praf.g_00525
OG0000839	Prav.g_01637	Praf.g_00524
OG0000840	Prav.g_01638	Praf.g_00523
OG0000841	Prav.g_01639	Praf.g_00522
OG0000842	Prav.g_01640	Praf.g_00521
OG0000843	Prav.g_01641	Praf.g_00520
OG0000844	Prav.g_01642	Praf.g_00518
OG0000845	Prav.g_01643	Praf.g_00517
OG0000846	Prav.g_01644	Praf.g_00516
OG0000847	Prav.g_01645	Praf.g_00515
OG0000848	Prav.g_01646	Praf.g_00513
OG0000849	Prav.g_01647	Praf.g_00512
OG0000850	Prav.g_01649	Praf.g_00511
OG0000851	Prav.g_01650	Praf.g_00508
OG0000852	Prav.g_01651	Praf.g_00507
OG0000853	Prav.g_01655	Praf.g_00502
OG0000854	Prav.g_01657	Praf.g_00500
OG0000855	Prav.g_01658	Praf.g_00499
OG0000856	Prav.g_01671	Praf.g_01677
OG0000857	Prav.g_01699	Praf.g_01546
OG0000858	Prav.g_01755	Praf.g_00490
OG0000859	Prav.g_01756	Praf.g_00489
OG0000860	Prav.g_01763	Praf.g_00478
OG0000861	Prav.g_01764	Praf.g_00477
OG0000862	Prav.g_01765	Praf.g_00475
OG0000863	Prav.g_01767	Praf.g_00472
OG0000864	Prav.g_01768	Praf.g_00471
OG0000865	Prav.g_01769	Praf.g_00470
OG0000866	Prav.g_01770	Praf.g_00469
OG0000867	Prav.g_01771	Praf.g_00468
OG0000868	Prav.g_01772	Praf.g_00466
OG0000869	Prav.g_01776	Praf.g_00463
OG0000870	Prav.g_01781	Praf.g_00458
OG0000871	Prav.g_01782	Praf.g_00457
OG0000872	Prav.g_01783	Praf.g_00455
OG0000873	Prav.g_01786	Praf.g_00452
OG0000874	Prav.g_01789	Praf.g_00448
OG0000875	Prav.g_01790	Praf.g_00447
OG0000876	Prav.g_01791	Praf.g_00446
OG0000877	Prav.g_01793	Praf.g_00443
OG0000878	Prav.g_01794	Praf.g_00442
OG0000879	Prav.g_01795	Praf.g_00441
OG0000880	Prav.g_01796	Praf.g_00440
OG0000881	Prav.g_01800	Praf.g_00434
OG0000882	Prav.g_01805	Praf.g_00429
OG0000883	Prav.g_01807	Praf.g_00427
OG0000884	Prav.g_01809	Praf.g_00425
OG0000885	Prav.g_01810	Praf.g_00424
OG0000886	Prav.g_01811	Praf.g_00423
OG0000887	Prav.g_01812	Praf.g_00422
OG0000888	Prav.g_01814	Praf.g_00420
OG0000889	Prav.g_01816	Praf.g_00418
OG0000890	Prav.g_01817	Praf.g_00405
OG0000891	Prav.g_01818	Praf.g_00404
OG0000892	Prav.g_00264	Praf.g_00402
OG0000893	Prav.g_00268	Praf.g_02202
OG0000894	Prav.g_00270	Praf.g_02199
OG0000895	Prav.g_00273	Praf.g_02195
OG0000896	Prav.g_00274	Praf.g_02194
OG0000897	Prav.g_00276	Praf.g_02192
OG0000898	Prav.g_00277	Praf.g_02191
OG0000899	Prav.g_00278	Praf.g_02190
OG0000900	Prav.g_00279	Praf.g_02189
OG0000901	Prav.g_00282	Praf.g_02185
OG0000902	Prav.g_00284	Praf.g_02183
OG0000903	Prav.g_00287	Praf.g_02170
OG0000904	Prav.g_00289	Praf.g_02175
OG0000905	Prav.g_00294	Praf.g_02177
OG0000906	Prav.g_00295	Praf.g_02179
OG0000907	Prav.g_00590	Praf.g_02163
OG0000908	Prav.g_00593	Praf.g_02160
OG0000909	Prav.g_00594	Praf.g_02159
OG0000910	Prav.g_00595	Praf.g_02158
OG0000911	Prav.g_00597	Praf.g_02156
OG0000912	Prav.g_00598	Praf.g_02155
OG0000913	Prav.g_00599	Praf.g_02154
OG0000914	Prav.g_00600	Praf.g_02153
OG0000915	Prav.g_00601	Praf.g_02152
OG0000916	Prav.g_00602	Praf.g_02151
OG0000917	Prav.g_00603	Praf.g_02150
OG0000918	Prav.g_00604	Praf.g_02149
OG0000919	Prav.g_00605	Praf.g_02148
OG0000920	Prav.g_00606	Praf.g_02147
OG0000921	Prav.g_00607	Praf.g_02146
OG0000922	Prav.g_00608	Praf.g_02145
OG0000923	Prav.g_00612	Praf.g_02141
OG0000924	Prav.g_00613	Praf.g_02140
OG0000925	Prav.g_00614	Praf.g_02139
OG0000926	Prav.g_00615	Praf.g_02138
OG0000927	Prav.g_00617	Praf.g_02136
OG0000928	Prav.g_00618	Praf.g_02135
OG0000929	Prav.g_00619	Praf.g_02134
OG0000930	Prav.g_00620	Praf.g_02133
OG0000931	Prav.g_00621	Praf.g_02132
OG0000932	Prav.g_00622	Praf.g_02131
OG0000933	Prav.g_00626	Praf.g_02126
OG0000934	Prav.g_00628	Praf.g_02124
OG0000935	Prav.g_00629	Praf.g_02123
OG0000936	Prav.g_00630	Praf.g_02122
OG0000937	Prav.g_00631	Praf.g_02121
OG0000938	Prav.g_00633	Praf.g_02118
OG0000939	Prav.g_00634	Praf.g_02117
OG0000940	Prav.g_00641	Praf.g_02106
OG0000941	Prav.g_00643	Praf.g_02104
OG0000942	Prav.g_00645	Praf.g_02102
OG0000943	Prav.g_00646	Praf.g_02101
OG0000944	Prav.g_00647	Praf.g_02099
OG0000945	Prav.g_00648	Praf.g_02097
OG0000946	Prav.g_00653	Praf.g_02082
OG0000947	Prav.g_00655	Praf.g_02079
OG0000948	Prav.g_00656	Praf.g_02078
OG0000949	Prav.g_00659	Praf.g_02075
OG0000950	Prav.g_00664	Praf.g_02383
OG0000951	Prav.g_00668	Praf.g_02388
OG0000952	Prav.g_00672	Praf.g_02393
OG0000953	Prav.g_00675	Praf.g_02397
OG0000954	Prav.g_00679	Praf.g_00195
OG0000955	Prav.g_00680	Praf.g_00194
OG0000956	Prav.g_00682	Praf.g_00192
OG0000957	Prav.g_00687	Praf.g_00180
OG0000958	Prav.g_00688	Praf.g_00179
OG0000959	Prav.g_00692	Praf.g_00175
OG0000960	Prav.g_00693	Praf.g_00174
OG0000961	Prav.g_00695	Praf.g_00165
OG0000962	Prav.g_00697	Praf.g_00163
OG0000963	Prav.g_00701	Praf.g_00157
OG0000964	Prav.g_00702	Praf.g_00156
OG0000965	Prav.g_00703	Praf.g_00155
OG0000966	Prav.g_00710	Praf.g_00089
OG0000967	Prav.g_00714	Praf.g_00082
OG0000968	Prav.g_00716	Praf.g_00077
OG0000969	Prav.g_00717	Praf.g_00075
OG0000970	Prav.g_00718	Praf.g_00074
OG0000971	Prav.g_00719	Praf.g_00072
OG0000972	Prav.g_00720	Praf.g_00071
OG0000973	Prav.g_00721	Praf.g_00070
OG0000974	Prav.g_00722	Praf.g_00069
OG0000975	Prav.g_00723	Praf.g_00068
OG0000976	Prav.g_00724	Praf.g_00067
OG0000977	Prav.g_00725	Praf.g_00064
OG0000978	Prav.g_00726	Praf.g_00063
OG0000979	Prav.g_00729	Praf.g_00060
OG0000980	Prav.g_00731	Praf.g_00056
OG0000981	Prav.g_00733	Praf.g_00053
OG0000982	Prav.g_00735	Praf.g_02657
OG0000983	Prav.g_00736	Praf.g_02658
OG0000984	Prav.g_00737	Praf.g_02659
OG0000985	Prav.g_00740	Praf.g_02663
OG0000986	Prav.g_00742	Praf.g_02665
OG0000987	Prav.g_00743	Praf.g_02667
OG0000988	Prav.g_00746	Praf.g_02671
OG0000989	Prav.g_00750	Praf.g_02680
OG0000990	Prav.g_00753	Praf.g_02702
OG0000991	Prav.g_00754	Praf.g_02716
OG0000992	Prav.g_00756	Praf.g_02719
OG0000993	Prav.g_00757	Praf.g_02720
OG0000994	Prav.g_00758	Praf.g_02723
OG0000995	Prav.g_00762	Praf.g_02730
OG0000996	Prav.g_00763	Praf.g_02743
OG0000997	Prav.g_00764	Praf.g_02753
OG0000998	Prav.g_00766	Praf.g_02755
OG0000999	Prav.g_00767	Praf.g_02756
OG0001000	Prav.g_00770	Praf.g_02759
OG0001001	Prav.g_00772	Praf.g_02764
OG0001002	Prav.g_00776	Praf.g_02770
OG0001003	Prav.g_00778	Praf.g_02772
OG0001004	Prav.g_00779	Praf.g_02773
OG0001005	Prav.g_00780	Praf.g_02775
OG0001006	Prav.g_00784	Praf.g_02781
OG0001007	Prav.g_00786	Praf.g_02783
OG0001008	Prav.g_01036	Praf.g_01988
OG0001009	Prav.g_00095	Praf.g_00032
OG0001010	Prav.g_00096	Praf.g_00033
OG0001011	Prav.g_00097	Praf.g_00035
OG0001012	Prav.g_00114	Praf.g_02654
OG0001013	Prav.g_00119	Praf.g_02603
OG0001014	Prav.g_00122	Praf.g_02597
OG0001015	Prav.g_00123	Praf.g_02596
OG0001016	Prav.g_00138	Praf.g_00316
OG0001017	Prav.g_00142	Praf.g_00310
OG0001018	Prav.g_00145	Praf.g_00308
OG0001019	Prav.g_00154	Praf.g_00296
OG0001020	Prav.g_00155	Praf.g_00268
OG0001021	Prav.g_00156	Praf.g_00264
OG0001022	Prav.g_00159	Praf.g_00259
OG0001023	Prav.g_00160	Praf.g_00258
OG0001024	Prav.g_00163	Praf.g_00254
OG0001025	Prav.g_00169	Praf.g_00247
OG0001026	Prav.g_00176	Praf.g_00230
OG0001027	Prav.g_00177	Praf.g_00225
OG0001028	Prav.g_00179	Praf.g_00223
OG0001029	Prav.g_00180	Praf.g_00221
OG0001030	Prav.g_00195	Praf.g_02408
OG0001031	Prav.g_00852	Praf.g_02497
OG0001032	Prav.g_00851	Praf.g_02500
OG0001033	Prav.g_00830	Praf.g_02533
OG0001034	Prav.g_00802	Praf.g_00385
OG0001035	Prav.g_01901	Praf.g_02243
OG0001036	Prav.g_01906	Praf.g_02247
OG0001037	Prav.g_01907	Praf.g_02249
OG0001038	Prav.g_01924	Praf.g_02277
OG0001039	Prav.g_01927	Praf.g_02280
OG0001040	Prav.g_01929	Praf.g_02283
OG0001041	Prav.g_01933	Praf.g_02288
OG0001042	Prav.g_01950	Praf.g_02316
OG0001043	Prav.g_01951	Praf.g_02318
OG0001044	Prav.g_01979	Praf.g_02055
OG0001045	Prav.g_01988	Praf.g_02044
OG0001046	Prav.g_00996	Praf.g_00495
OG0001047	Prav.g_01038	Praf.g_01986
OG0001048	Prav.g_01039	Praf.g_01985
OG0001049	Prav.g_01041	Praf.g_01982
OG0001050	Prav.g_01042	Praf.g_01981
OG0001051	Prav.g_01043	Praf.g_01980
OG0001052	Prav.g_01069	Praf.g_01911
OG0001053	Prav.g_01081	Praf.g_00598
OG0001054	Prav.g_01096	Praf.g_00615
OG0001055	Prav.g_01115	Praf.g_00636
OG0001056	Prav.g_01134	Praf.g_00665
OG0001057	Prav.g_01139	Praf.g_00675
OG0001058	Prav.g_01147	Praf.g_00689
OG0001059	Prav.g_01151	Praf.g_00693
OG0001060	Prav.g_01158	Praf.g_00700
OG0001061	Prav.g_01171	Praf.g_00717
OG0001062	Prav.g_01173	Praf.g_00719
OG0001063	Prav.g_01175	Praf.g_00723
OG0001064	Prav.g_01176	Praf.g_00724
OG0001065	Prav.g_01177	Praf.g_00725
OG0001066	Prav.g_01178	Praf.g_00726
OG0001067	Prav.g_01179	Praf.g_00728
OG0001068	Prav.g_01180	Praf.g_00729
OG0001069	Prav.g_01181	Praf.g_00730
OG0001070	Prav.g_01184	Praf.g_00734
OG0001071	Prav.g_01185	Praf.g_00735
OG0001072	Prav.g_01186	Praf.g_00738
OG0001073	Prav.g_01200	Praf.g_00758
OG0001074	Prav.g_01211	Praf.g_01659
OG0001075	Prav.g_01212	Praf.g_01661
OG0001076	Prav.g_01222	Praf.g_01669
OG0001077	Prav.g_01226	Praf.g_01680
OG0001078	Prav.g_01234	Praf.g_01693
OG0001079	Prav.g_01245	Praf.g_01713
OG0001080	Prav.g_01251	Praf.g_01722
OG0001081	Prav.g_01253	Praf.g_01728
OG0001082	Prav.g_01254	Praf.g_01729
OG0001083	Prav.g_01259	Praf.g_01737
OG0001084	Prav.g_01260	Praf.g_01738
OG0001085	Prav.g_01268	Praf.g_01749
OG0001086	Prav.g_01269	Praf.g_01751
OG0001087	Prav.g_01286	Praf.g_01225
OG0001088	Prav.g_01287	Praf.g_01221
OG0001089	Prav.g_01295	Praf.g_01124
OG0001090	Prav.g_00307	Praf.g_01303
OG0001091	Prav.g_00309	Praf.g_01305
OG0001092	Prav.g_00310	Praf.g_01307
OG0001093	Prav.g_00315	Praf.g_01311
OG0001094	Prav.g_00391	Praf.g_01524
OG0001095	Prav.g_00410	Praf.g_01543
OG0001096	Prav.g_00423	Praf.g_01560
OG0001097	Prav.g_00441	Praf.g_01602
OG0001098	Prav.g_00456	Praf.g_01444
OG0001099	Prav.g_00487	Praf.g_00222
OG0001100	Prav.g_00491	Praf.g_01454
OG0001101	Prav.g_00493	Praf.g_01455
OG0001102	Prav.g_00496	Praf.g_01458
OG0001103	Prav.g_00498	Praf.g_01460
OG0001104	Prav.g_00520	Praf.g_01511
OG0001105	Prav.g_00524	Praf.g_01506
OG0001106	Prav.g_00547	Praf.g_01404
OG0001107	Prav.g_00554	Praf.g_01394
OG0001108	Prav.g_00558	Praf.g_01387
OG0001109	Prav.g_00559	Praf.g_01385
OG0001110	Prav.g_00561	Praf.g_01382
OG0001111	Prav.g_00562	Praf.g_01380
OG0001112	Prav.g_00563	Praf.g_01378
OG0001113	Prav.g_00564	Praf.g_01377
OG0001114	Prav.g_00565	Praf.g_01376
OG0001115	Prav.g_00567	Praf.g_01374
OG0001116	Prav.g_00568	Praf.g_01372
OG0001117	Prav.g_00569	Praf.g_01371
OG0001118	Prav.g_00570	Praf.g_01370
OG0001119	Prav.g_00571	Praf.g_01369
OG0001120	Prav.g_00573	Praf.g_01366
OG0001122	Prav.g_00905	Praf.g_01340
OG0001123	Prav.g_00909	Praf.g_01333
OG0001124	Prav.g_00911	Praf.g_01331
OG0001125	Prav.g_00912	Praf.g_01329
OG0001126	Prav.g_00922	Praf.g_01287
OG0001127	Prav.g_00923	Praf.g_01286
OG0001128	Prav.g_00925	Praf.g_01283
OG0001129	Prav.g_00926	Praf.g_01281
OG0001130	Prav.g_00927	Praf.g_01280
OG0001131	Prav.g_00242	Praf.g_01296
OG0001132	Prav.g_00252	Praf.g_01652
OG0001133	Prav.g_00019	Praf.g_01671
OG0001134	Prav.g_00033	Praf.g_02690
OG0001135	Prav.g_00036	Praf.g_02692
OG0001136	Prav.g_00062	Praf.g_00852
OG0001137	Prav.g_00073	Praf.g_00872
OG0001138	Prav.g_01855	Praf.g_00923
OG0001139	Prav.g_01854	Praf.g_00925
OG0001140	Prav.g_01853	Praf.g_00926
OG0001141	Prav.g_01852	Praf.g_00927
OG0001142	Prav.g_01851	Praf.g_00928
OG0001143	Prav.g_01844	Praf.g_00912
OG0001144	Prav.g_01839	Praf.g_00904
OG0001145	Prav.g_01430	Praf.g_00806
OG0001146	Prav.g_01442	Praf.g_00790
OG0001147	Prav.g_01459	Praf.g_01897
OG0001148	Prav.g_01475	Praf.g_00582
OG0001149	Prav.g_01476	Praf.g_00581
OG0001150	Prav.g_01477	Praf.g_00580
OG0001151	Prav.g_01488	Praf.g_00568
OG0001152	Prav.g_01489	Praf.g_00567
OG0001153	Prav.g_01610	Praf.g_01842
OG0001154	Prav.g_01611	Praf.g_01843
OG0001155	Prav.g_01623	Praf.g_00540
OG0001156	Prav.g_01626	Praf.g_00537
OG0001157	Prav.g_01627	Praf.g_01653
OG0001158	Prav.g_01628	Praf.g_00536
OG0001159	Prav.g_01629	Praf.g_00535
OG0001160	Prav.g_01653	Praf.g_00504
