Orthogroup	Prav	Syac
OG0000587	Prav.g_01210	Syac.g_00943
OG0000588	Prav.g_01214	Syac.g_00949
OG0000589	Prav.g_01219	Syac.g_00953
OG0000590	Prav.g_01220	Syac.g_00954
OG0000591	Prav.g_01223	Syac.g_00961
OG0000592	Prav.g_01224	Syac.g_00962
OG0000593	Prav.g_01230	Syac.g_00975
OG0000594	Prav.g_01231	Syac.g_00976
OG0000595	Prav.g_01232	Syac.g_00977
OG0000596	Prav.g_01236	Syac.g_00982
OG0000597	Prav.g_01238	Syac.g_00985
OG0000598	Prav.g_01239	Syac.g_00986
OG0000599	Prav.g_01242	Syac.g_00989
OG0000600	Prav.g_01243	Syac.g_00990
OG0000601	Prav.g_01244	Syac.g_00991
OG0000602	Prav.g_01246	Syac.g_00996
OG0000603	Prav.g_01247	Syac.g_00997
OG0000604	Prav.g_01248	Syac.g_01001
OG0000605	Prav.g_01249	Syac.g_01089
OG0000606	Prav.g_01252	Syac.g_01434
OG0000607	Prav.g_01255	Syac.g_01430
OG0000608	Prav.g_01256	Syac.g_01429
OG0000609	Prav.g_01257	Syac.g_01427
OG0000610	Prav.g_01262	Syac.g_01419
OG0000611	Prav.g_01265	Syac.g_01416
OG0000612	Prav.g_01266	Syac.g_01415
OG0000613	Prav.g_01271	Syac.g_00231
OG0000614	Prav.g_01290	Syac.g_00911
OG0000615	Prav.g_01298	Syac.g_01377
OG0000616	Prav.g_01312	Syac.g_02478
OG0000617	Prav.g_00312	Syac.g_01280
OG0000618	Prav.g_00313	Syac.g_01279
OG0000619	Prav.g_00314	Syac.g_01278
OG0000620	Prav.g_00317	Syac.g_01270
OG0000621	Prav.g_00318	Syac.g_01269
OG0000622	Prav.g_00319	Syac.g_01268
OG0000623	Prav.g_00320	Syac.g_01267
OG0000624	Prav.g_00321	Syac.g_01265
OG0000625	Prav.g_00322	Syac.g_01264
OG0000626	Prav.g_00323	Syac.g_01263
OG0000627	Prav.g_00324	Syac.g_01126
OG0000628	Prav.g_00325	Syac.g_01127
OG0000629	Prav.g_00326	Syac.g_01130
OG0000630	Prav.g_00329	Syac.g_01134
OG0000631	Prav.g_00388	Syac.g_01139
OG0000632	Prav.g_00389	Syac.g_01140
OG0000633	Prav.g_00390	Syac.g_01141
OG0000634	Prav.g_00393	Syac.g_01345
OG0000635	Prav.g_00394	Syac.g_01344
OG0000636	Prav.g_00396	Syac.g_01342
OG0000637	Prav.g_00398	Syac.g_01340
OG0000638	Prav.g_00399	Syac.g_01339
OG0000639	Prav.g_00400	Syac.g_01338
OG0000640	Prav.g_00401	Syac.g_01337
OG0000641	Prav.g_00405	Syac.g_01333
OG0000642	Prav.g_00406	Syac.g_01332
OG0000643	Prav.g_00407	Syac.g_01330
OG0000644	Prav.g_00408	Syac.g_01329
OG0000645	Prav.g_00409	Syac.g_01327
OG0000646	Prav.g_00411	Syac.g_01324
OG0000647	Prav.g_00412	Syac.g_01322
OG0000648	Prav.g_00414	Syac.g_01319
OG0000649	Prav.g_00415	Syac.g_01318
OG0000650	Prav.g_00416	Syac.g_01317
OG0000651	Prav.g_00417	Syac.g_01316
OG0000652	Prav.g_00418	Syac.g_01315
OG0000653	Prav.g_00420	Syac.g_01313
OG0000654	Prav.g_00421	Syac.g_01312
OG0000655	Prav.g_00422	Syac.g_01311
OG0000656	Prav.g_00425	Syac.g_01308
OG0000657	Prav.g_00432	Syac.g_00846
OG0000658	Prav.g_00433	Syac.g_00842
OG0000659	Prav.g_00434	Syac.g_00841
OG0000660	Prav.g_00438	Syac.g_00837
OG0000661	Prav.g_00440	Syac.g_00835
OG0000662	Prav.g_00442	Syac.g_00833
OG0000663	Prav.g_00444	Syac.g_00830
OG0000664	Prav.g_00445	Syac.g_00829
OG0000665	Prav.g_00449	Syac.g_01018
OG0000666	Prav.g_00450	Syac.g_01088
OG0000667	Prav.g_00454	Syac.g_02165
OG0000668	Prav.g_00483	Syac.g_01239
OG0000669	Prav.g_00490	Syac.g_01404
OG0000670	Prav.g_00492	Syac.g_00580
OG0000671	Prav.g_00494	Syac.g_01400
OG0000672	Prav.g_00497	Syac.g_01396
OG0000673	Prav.g_00500	Syac.g_01393
OG0000674	Prav.g_00502	Syac.g_01391
OG0000675	Prav.g_00503	Syac.g_01390
OG0000676	Prav.g_00505	Syac.g_01388
OG0000677	Prav.g_00506	Syac.g_01387
OG0000678	Prav.g_00508	Syac.g_01384
OG0000679	Prav.g_00512	Syac.g_01375
OG0000680	Prav.g_00513	Syac.g_01374
OG0000681	Prav.g_00515	Syac.g_01371
OG0000682	Prav.g_00516	Syac.g_01370
OG0000683	Prav.g_00517	Syac.g_01369
OG0000684	Prav.g_00519	Syac.g_01365
OG0000685	Prav.g_00521	Syac.g_01363
OG0000686	Prav.g_00522	Syac.g_01362
OG0000687	Prav.g_00523	Syac.g_01361
OG0000688	Prav.g_00526	Syac.g_01356
OG0000689	Prav.g_00527	Syac.g_01354
OG0000690	Prav.g_00528	Syac.g_01353
OG0000691	Prav.g_00529	Syac.g_01352
OG0000692	Prav.g_00530	Syac.g_01351
OG0000693	Prav.g_00531	Syac.g_01349
OG0000694	Prav.g_00532	Syac.g_01348
OG0000695	Prav.g_00534	Syac.g_01143
OG0000696	Prav.g_00535	Syac.g_01144
OG0000697	Prav.g_00536	Syac.g_01146
OG0000698	Prav.g_00539	Syac.g_01149
OG0000699	Prav.g_00540	Syac.g_01151
OG0000700	Prav.g_00541	Syac.g_01152
OG0000701	Prav.g_00542	Syac.g_01153
OG0000702	Prav.g_00544	Syac.g_01161
OG0000703	Prav.g_00545	Syac.g_01162
OG0000704	Prav.g_00546	Syac.g_01165
OG0000705	Prav.g_00550	Syac.g_01174
OG0000706	Prav.g_00551	Syac.g_01175
OG0000707	Prav.g_00552	Syac.g_01176
OG0000708	Prav.g_00553	Syac.g_01179
OG0000709	Prav.g_00557	Syac.g_01187
OG0000710	Prav.g_00560	Syac.g_01191
OG0000711	Prav.g_00577	Syac.g_01220
OG0000712	Prav.g_00579	Syac.g_01221
OG0000713	Prav.g_00580	Syac.g_01222
OG0000714	Prav.g_00581	Syac.g_01224
OG0000715	Prav.g_00583	Syac.g_01226
OG0000716	Prav.g_00585	Syac.g_01230
OG0000717	Prav.g_00586	Syac.g_01231
OG0000718	Prav.g_00902	Syac.g_01235
OG0000719	Prav.g_00904	Syac.g_01237
OG0000720	Prav.g_00913	Syac.g_01250
OG0000721	Prav.g_00915	Syac.g_01252
OG0000722	Prav.g_00916	Syac.g_01253
OG0000723	Prav.g_00919	Syac.g_01261
OG0000724	Prav.g_00928	Syac.g_00879
OG0000725	Prav.g_00934	Syac.g_00887
OG0000726	Prav.g_00935	Syac.g_00888
OG0000727	Prav.g_00936	Syac.g_00889
OG0000728	Prav.g_00938	Syac.g_00891
OG0000729	Prav.g_00263	Syac.g_00144
OG0000730	Prav.g_00004	Syac.g_02024
OG0000731	Prav.g_00008	Syac.g_02011
OG0000732	Prav.g_00016	Syac.g_00051
OG0000733	Prav.g_00034	Syac.g_02386
OG0000734	Prav.g_00050	Syac.g_00388
OG0000735	Prav.g_00052	Syac.g_00750
OG0000736	Prav.g_00053	Syac.g_00751
OG0000737	Prav.g_00054	Syac.g_00752
OG0000738	Prav.g_00058	Syac.g_00757
OG0000739	Prav.g_00059	Syac.g_00762
OG0000740	Prav.g_00060	Syac.g_00763
OG0000741	Prav.g_00061	Syac.g_00766
OG0000742	Prav.g_00064	Syac.g_00768
OG0000743	Prav.g_00066	Syac.g_00770
OG0000744	Prav.g_00067	Syac.g_00771
OG0000745	Prav.g_00068	Syac.g_00773
OG0000746	Prav.g_00070	Syac.g_00776
OG0000747	Prav.g_00071	Syac.g_00777
OG0000748	Prav.g_00074	Syac.g_00787
OG0000749	Prav.g_00075	Syac.g_00789
OG0000750	Prav.g_00076	Syac.g_00790
OG0000751	Prav.g_01868	Syac.g_00797
OG0000752	Prav.g_01866	Syac.g_00799
OG0000753	Prav.g_01863	Syac.g_00802
OG0000754	Prav.g_01860	Syac.g_01471
OG0000755	Prav.g_01857	Syac.g_01479
OG0000756	Prav.g_01856	Syac.g_01480
OG0000757	Prav.g_01850	Syac.g_01492
OG0000758	Prav.g_01849	Syac.g_01493
OG0000759	Prav.g_01848	Syac.g_01494
OG0000760	Prav.g_01847	Syac.g_01495
OG0000761	Prav.g_01846	Syac.g_01496
OG0000762	Prav.g_01845	Syac.g_01498
OG0000763	Prav.g_01843	Syac.g_01500
OG0000764	Prav.g_01842	Syac.g_01501
OG0000765	Prav.g_01833	Syac.g_01515
OG0000766	Prav.g_01832	Syac.g_01516
OG0000767	Prav.g_01830	Syac.g_01518
OG0000768	Prav.g_01829	Syac.g_01519
OG0000769	Prav.g_01827	Syac.g_01521
OG0000770	Prav.g_01825	Syac.g_01524
OG0000771	Prav.g_02003	Syac.g_00873
OG0000772	Prav.g_01409	Syac.g_01569
OG0000773	Prav.g_01429	Syac.g_00741
OG0000774	Prav.g_01431	Syac.g_00737
OG0000775	Prav.g_01433	Syac.g_00735
OG0000776	Prav.g_01434	Syac.g_00734
OG0000777	Prav.g_01435	Syac.g_00733
OG0000778	Prav.g_01436	Syac.g_00732
OG0000779	Prav.g_01440	Syac.g_00727
OG0000780	Prav.g_01441	Syac.g_00723
OG0000781	Prav.g_01444	Syac.g_00719
OG0000782	Prav.g_01445	Syac.g_00718
OG0000783	Prav.g_01446	Syac.g_00717
OG0000784	Prav.g_01447	Syac.g_00716
OG0000785	Prav.g_01449	Syac.g_00714
OG0000786	Prav.g_01451	Syac.g_01730
OG0000787	Prav.g_01452	Syac.g_01731
OG0000788	Prav.g_01460	Syac.g_00992
OG0000789	Prav.g_01463	Syac.g_01111
OG0000790	Prav.g_01478	Syac.g_01921
OG0000791	Prav.g_01480	Syac.g_01922
OG0000792	Prav.g_01481	Syac.g_01923
OG0000793	Prav.g_01484	Syac.g_01928
OG0000794	Prav.g_01485	Syac.g_01929
OG0000795	Prav.g_01486	Syac.g_01930
OG0000796	Prav.g_01490	Syac.g_01934
OG0000797	Prav.g_01491	Syac.g_01935
OG0000799	Prav.g_01560	Syac.g_01602
OG0000800	Prav.g_01561	Syac.g_01603
OG0000801	Prav.g_01562	Syac.g_01604
OG0000802	Prav.g_01564	Syac.g_01608
OG0000803	Prav.g_01566	Syac.g_01613
OG0000804	Prav.g_01567	Syac.g_01616
OG0000805	Prav.g_01569	Syac.g_01620
OG0000806	Prav.g_01571	Syac.g_01622
OG0000807	Prav.g_01572	Syac.g_01624
OG0000808	Prav.g_01573	Syac.g_01625
OG0000809	Prav.g_01576	Syac.g_01628
OG0000810	Prav.g_01577	Syac.g_01629
OG0000811	Prav.g_01581	Syac.g_01637
OG0000812	Prav.g_01583	Syac.g_01639
OG0000813	Prav.g_01584	Syac.g_01640
OG0000814	Prav.g_01586	Syac.g_01642
OG0000815	Prav.g_01587	Syac.g_01643
OG0000816	Prav.g_01589	Syac.g_01645
OG0000817	Prav.g_01590	Syac.g_01646
OG0000818	Prav.g_01595	Syac.g_01652
OG0000819	Prav.g_01596	Syac.g_01653
OG0000820	Prav.g_01597	Syac.g_01654
OG0000821	Prav.g_01601	Syac.g_01659
OG0000822	Prav.g_01602	Syac.g_01661
OG0000823	Prav.g_01603	Syac.g_01662
OG0000824	Prav.g_01606	Syac.g_01666
OG0000825	Prav.g_01607	Syac.g_01667
OG0000826	Prav.g_01608	Syac.g_01668
OG0000827	Prav.g_01609	Syac.g_01669
OG0000828	Prav.g_01612	Syac.g_01672
OG0000829	Prav.g_01613	Syac.g_01673
OG0000830	Prav.g_01614	Syac.g_01674
OG0000831	Prav.g_01616	Syac.g_01676
OG0000832	Prav.g_01622	Syac.g_00623
OG0000833	Prav.g_01630	Syac.g_00613
OG0000834	Prav.g_01631	Syac.g_00610
OG0000835	Prav.g_01632	Syac.g_00609
OG0000836	Prav.g_01633	Syac.g_00605
OG0000837	Prav.g_01634	Syac.g_00604
OG0000838	Prav.g_01636	Syac.g_00600
OG0000839	Prav.g_01637	Syac.g_00599
OG0000840	Prav.g_01638	Syac.g_00598
OG0000841	Prav.g_01639	Syac.g_00597
OG0000842	Prav.g_01640	Syac.g_00596
OG0000843	Prav.g_01641	Syac.g_00595
OG0000844	Prav.g_01642	Syac.g_00593
OG0000845	Prav.g_01643	Syac.g_00592
OG0000846	Prav.g_01644	Syac.g_00591
OG0000847	Prav.g_01645	Syac.g_00590
OG0000848	Prav.g_01646	Syac.g_00588
OG0000849	Prav.g_01647	Syac.g_00587
OG0000850	Prav.g_01649	Syac.g_00585
OG0000851	Prav.g_01650	Syac.g_00573
OG0000852	Prav.g_01651	Syac.g_00572
OG0000853	Prav.g_01655	Syac.g_00568
OG0000854	Prav.g_01657	Syac.g_00566
OG0000855	Prav.g_01658	Syac.g_00565
OG0000856	Prav.g_01671	Syac.g_00964
OG0000857	Prav.g_01699	Syac.g_01323
OG0000858	Prav.g_01755	Syac.g_00559
OG0000859	Prav.g_01756	Syac.g_00558
OG0000860	Prav.g_01763	Syac.g_00542
OG0000861	Prav.g_01764	Syac.g_00541
OG0000862	Prav.g_01765	Syac.g_00540
OG0000863	Prav.g_01767	Syac.g_00538
OG0000864	Prav.g_01768	Syac.g_00537
OG0000865	Prav.g_01769	Syac.g_00533
OG0000866	Prav.g_01770	Syac.g_00532
OG0000867	Prav.g_01771	Syac.g_00531
OG0000868	Prav.g_01772	Syac.g_00529
OG0000869	Prav.g_01776	Syac.g_00524
OG0000870	Prav.g_01781	Syac.g_00519
OG0000871	Prav.g_01782	Syac.g_00518
OG0000872	Prav.g_01783	Syac.g_00510
OG0000873	Prav.g_01786	Syac.g_00507
OG0000874	Prav.g_01789	Syac.g_00512
OG0000875	Prav.g_01790	Syac.g_00505
OG0000876	Prav.g_01791	Syac.g_00675
OG0000877	Prav.g_01793	Syac.g_00671
OG0000878	Prav.g_01794	Syac.g_00670
OG0000879	Prav.g_01795	Syac.g_00669
OG0000880	Prav.g_01796	Syac.g_00668
OG0000881	Prav.g_01800	Syac.g_00664
OG0000882	Prav.g_01805	Syac.g_00659
OG0000883	Prav.g_01807	Syac.g_00656
OG0000884	Prav.g_01809	Syac.g_00654
OG0000885	Prav.g_01810	Syac.g_00653
OG0000886	Prav.g_01811	Syac.g_00652
OG0000887	Prav.g_01812	Syac.g_00651
OG0000888	Prav.g_01814	Syac.g_00649
OG0000889	Prav.g_01816	Syac.g_00647
OG0000890	Prav.g_01817	Syac.g_00642
OG0000891	Prav.g_01818	Syac.g_00641
OG0000892	Prav.g_00264	Syac.g_00638
OG0000893	Prav.g_00268	Syac.g_02193
OG0000894	Prav.g_00270	Syac.g_02189
OG0000895	Prav.g_00273	Syac.g_02185
OG0000896	Prav.g_00274	Syac.g_02184
OG0000897	Prav.g_00276	Syac.g_02182
OG0000898	Prav.g_00277	Syac.g_02181
OG0000899	Prav.g_00278	Syac.g_02180
OG0000900	Prav.g_00279	Syac.g_02179
OG0000901	Prav.g_00282	Syac.g_02174
OG0000902	Prav.g_00284	Syac.g_02172
OG0000903	Prav.g_00287	Syac.g_02140
OG0000904	Prav.g_00289	Syac.g_02145
OG0000905	Prav.g_00294	Syac.g_02148
OG0000906	Prav.g_00295	Syac.g_02150
OG0000907	Prav.g_00590	Syac.g_02138
OG0000908	Prav.g_00593	Syac.g_02135
OG0000909	Prav.g_00594	Syac.g_02134
OG0000910	Prav.g_00595	Syac.g_02133
OG0000911	Prav.g_00597	Syac.g_02131
OG0000912	Prav.g_00598	Syac.g_02130
OG0000913	Prav.g_00599	Syac.g_02129
OG0000914	Prav.g_00600	Syac.g_02128
OG0000915	Prav.g_00601	Syac.g_02127
OG0000916	Prav.g_00602	Syac.g_02126
OG0000917	Prav.g_00603	Syac.g_02125
OG0000918	Prav.g_00604	Syac.g_02124
OG0000919	Prav.g_00605	Syac.g_02123
OG0000920	Prav.g_00606	Syac.g_02122
OG0000921	Prav.g_00607	Syac.g_02121
OG0000922	Prav.g_00608	Syac.g_02120
OG0000923	Prav.g_00612	Syac.g_02116
OG0000924	Prav.g_00613	Syac.g_02115
OG0000925	Prav.g_00614	Syac.g_02114
OG0000926	Prav.g_00615	Syac.g_02113
OG0000927	Prav.g_00617	Syac.g_02111
OG0000928	Prav.g_00618	Syac.g_02110
OG0000929	Prav.g_00619	Syac.g_02109
OG0000930	Prav.g_00620	Syac.g_02108
OG0000931	Prav.g_00621	Syac.g_02107
OG0000932	Prav.g_00622	Syac.g_02106
OG0000933	Prav.g_00626	Syac.g_02101
OG0000934	Prav.g_00628	Syac.g_02099
OG0000935	Prav.g_00629	Syac.g_02098
OG0000936	Prav.g_00630	Syac.g_02097
OG0000937	Prav.g_00631	Syac.g_02096
OG0000938	Prav.g_00633	Syac.g_02092
OG0000939	Prav.g_00634	Syac.g_02091
OG0000940	Prav.g_00641	Syac.g_02084
OG0000941	Prav.g_00643	Syac.g_02082
OG0000942	Prav.g_00645	Syac.g_02080
OG0000943	Prav.g_00646	Syac.g_02079
OG0000944	Prav.g_00647	Syac.g_02077
OG0000945	Prav.g_00648	Syac.g_02075
OG0000946	Prav.g_00653	Syac.g_02071
OG0000947	Prav.g_00655	Syac.g_02068
OG0000948	Prav.g_00656	Syac.g_02067
OG0000949	Prav.g_00659	Syac.g_00205
OG0000950	Prav.g_00664	Syac.g_00193
OG0000951	Prav.g_00668	Syac.g_00188
OG0000952	Prav.g_00672	Syac.g_00183
OG0000953	Prav.g_00675	Syac.g_00177
OG0000954	Prav.g_00679	Syac.g_00172
OG0000955	Prav.g_00680	Syac.g_00171
OG0000956	Prav.g_00682	Syac.g_00169
OG0000957	Prav.g_00687	Syac.g_00158
OG0000958	Prav.g_00688	Syac.g_00157
OG0000959	Prav.g_00692	Syac.g_00153
OG0000960	Prav.g_00693	Syac.g_00152
OG0000961	Prav.g_00695	Syac.g_00147
OG0000962	Prav.g_00697	Syac.g_00145
OG0000963	Prav.g_00701	Syac.g_00140
OG0000964	Prav.g_00702	Syac.g_00139
OG0000965	Prav.g_00703	Syac.g_00138
OG0000966	Prav.g_00710	Syac.g_00107
OG0000967	Prav.g_00714	Syac.g_00075
OG0000968	Prav.g_00716	Syac.g_00080
OG0000969	Prav.g_00717	Syac.g_00078
OG0000970	Prav.g_00718	Syac.g_00077
OG0000971	Prav.g_00719	Syac.g_00067
OG0000972	Prav.g_00720	Syac.g_00066
OG0000973	Prav.g_00721	Syac.g_00065
OG0000974	Prav.g_00722	Syac.g_00064
OG0000975	Prav.g_00723	Syac.g_00063
OG0000976	Prav.g_00724	Syac.g_00062
OG0000977	Prav.g_00725	Syac.g_00059
OG0000978	Prav.g_00726	Syac.g_00058
OG0000979	Prav.g_00729	Syac.g_00055
OG0000980	Prav.g_00731	Syac.g_00052
OG0000981	Prav.g_00733	Syac.g_00049
OG0000982	Prav.g_00735	Syac.g_02354
OG0000983	Prav.g_00736	Syac.g_02355
OG0000984	Prav.g_00737	Syac.g_02356
OG0000985	Prav.g_00740	Syac.g_02359
OG0000986	Prav.g_00742	Syac.g_02363
OG0000987	Prav.g_00743	Syac.g_02365
OG0000988	Prav.g_00746	Syac.g_02370
OG0000989	Prav.g_00750	Syac.g_02379
OG0000990	Prav.g_00753	Syac.g_02397
OG0000991	Prav.g_00754	Syac.g_02400
OG0000992	Prav.g_00756	Syac.g_02402
OG0000993	Prav.g_00757	Syac.g_02403
OG0000994	Prav.g_00758	Syac.g_02405
OG0000995	Prav.g_00762	Syac.g_02410
OG0000996	Prav.g_00763	Syac.g_02454
OG0000997	Prav.g_00764	Syac.g_02464
OG0000998	Prav.g_00766	Syac.g_02466
OG0000999	Prav.g_00767	Syac.g_02467
OG0001000	Prav.g_00770	Syac.g_02470
OG0001001	Prav.g_00772	Syac.g_02475
OG0001002	Prav.g_00776	Syac.g_02481
OG0001003	Prav.g_00778	Syac.g_02483
OG0001004	Prav.g_00779	Syac.g_02484
OG0001005	Prav.g_00780	Syac.g_02485
OG0001006	Prav.g_00784	Syac.g_02492
OG0001007	Prav.g_00786	Syac.g_02494
OG0001008	Prav.g_01036	Syac.g_00693
OG0001009	Prav.g_00095	Syac.g_00030
OG0001010	Prav.g_00096	Syac.g_00031
OG0001011	Prav.g_00097	Syac.g_00032
OG0001012	Prav.g_00114	Syac.g_02351
OG0001013	Prav.g_00119	Syac.g_02337
OG0001014	Prav.g_00122	Syac.g_02333
OG0001015	Prav.g_00123	Syac.g_02332
OG0001016	Prav.g_00138	Syac.g_00446
OG0001017	Prav.g_00142	Syac.g_00440
OG0001018	Prav.g_00145	Syac.g_00438
OG0001019	Prav.g_00154	Syac.g_00422
OG0001020	Prav.g_00155	Syac.g_00417
OG0001021	Prav.g_00156	Syac.g_00413
OG0001022	Prav.g_00159	Syac.g_00410
OG0001023	Prav.g_00160	Syac.g_00409
OG0001024	Prav.g_00163	Syac.g_00405
OG0001025	Prav.g_00169	Syac.g_00399
OG0001026	Prav.g_00176	Syac.g_00386
OG0001027	Prav.g_00177	Syac.g_00380
OG0001028	Prav.g_00179	Syac.g_00378
OG0001029	Prav.g_00180	Syac.g_00376
OG0001030	Prav.g_00195	Syac.g_00356
OG0001031	Prav.g_00852	Syac.g_02266
OG0001032	Prav.g_00851	Syac.g_02268
OG0001033	Prav.g_00830	Syac.g_02298
OG0001034	Prav.g_00802	Syac.g_01968
OG0001036	Prav.g_01906	Syac.g_02221
OG0001037	Prav.g_01907	Syac.g_02223
OG0001038	Prav.g_01924	Syac.g_02251
OG0001039	Prav.g_01927	Syac.g_02254
OG0001040	Prav.g_01929	Syac.g_00292
OG0001041	Prav.g_01933	Syac.g_00287
OG0001042	Prav.g_01950	Syac.g_00258
OG0001043	Prav.g_01951	Syac.g_00254
OG0001044	Prav.g_01979	Syac.g_02021
OG0001045	Prav.g_01988	Syac.g_02008
OG0001046	Prav.g_00996	Syac.g_01207
OG0001047	Prav.g_01038	Syac.g_00695
OG0001048	Prav.g_01039	Syac.g_00696
OG0001049	Prav.g_01041	Syac.g_00703
OG0001050	Prav.g_01042	Syac.g_00704
OG0001051	Prav.g_01043	Syac.g_00705
OG0001052	Prav.g_01069	Syac.g_01704
OG0001053	Prav.g_01081	Syac.g_01901
OG0001054	Prav.g_01096	Syac.g_01884
OG0001055	Prav.g_01115	Syac.g_01863
OG0001056	Prav.g_01134	Syac.g_01831
OG0001057	Prav.g_01139	Syac.g_01825
OG0001058	Prav.g_01147	Syac.g_01810
OG0001059	Prav.g_01151	Syac.g_01806
OG0001060	Prav.g_01158	Syac.g_01799
OG0001061	Prav.g_01171	Syac.g_01779
OG0001062	Prav.g_01173	Syac.g_01777
OG0001063	Prav.g_01175	Syac.g_01773
OG0001064	Prav.g_01176	Syac.g_01772
OG0001065	Prav.g_01177	Syac.g_01771
OG0001066	Prav.g_01178	Syac.g_01770
OG0001067	Prav.g_01179	Syac.g_01769
OG0001068	Prav.g_01180	Syac.g_01768
OG0001069	Prav.g_01181	Syac.g_01767
OG0001070	Prav.g_01184	Syac.g_01764
OG0001071	Prav.g_01185	Syac.g_01763
OG0001072	Prav.g_01186	Syac.g_01758
OG0001074	Prav.g_01211	Syac.g_00945
OG0001075	Prav.g_01212	Syac.g_00946
OG0001076	Prav.g_01222	Syac.g_00956
OG0001077	Prav.g_01226	Syac.g_00967
OG0001078	Prav.g_01234	Syac.g_00980
OG0001079	Prav.g_01245	Syac.g_00993
OG0001080	Prav.g_01251	Syac.g_01092
OG0001081	Prav.g_01253	Syac.g_01432
OG0001082	Prav.g_01254	Syac.g_01431
OG0001083	Prav.g_01259	Syac.g_01424
OG0001084	Prav.g_01260	Syac.g_01423
OG0001085	Prav.g_01268	Syac.g_01412
OG0001086	Prav.g_01269	Syac.g_01410
OG0001087	Prav.g_01286	Syac.g_00923
OG0001088	Prav.g_01287	Syac.g_00920
OG0001089	Prav.g_01295	Syac.g_00896
OG0001090	Prav.g_00307	Syac.g_01286
OG0001091	Prav.g_00309	Syac.g_01284
OG0001092	Prav.g_00310	Syac.g_01282
OG0001093	Prav.g_00315	Syac.g_01276
OG0001094	Prav.g_00391	Syac.g_01347
OG0001095	Prav.g_00410	Syac.g_01326
OG0001096	Prav.g_00423	Syac.g_01310
OG0001097	Prav.g_00441	Syac.g_00834
OG0001098	Prav.g_00456	Syac.g_01096
OG0001099	Prav.g_00487	Syac.g_00377
OG0001100	Prav.g_00491	Syac.g_01402
OG0001101	Prav.g_00493	Syac.g_01401
OG0001102	Prav.g_00496	Syac.g_01398
OG0001103	Prav.g_00498	Syac.g_01395
OG0001104	Prav.g_00520	Syac.g_01364
OG0001105	Prav.g_00524	Syac.g_01360
OG0001106	Prav.g_00547	Syac.g_01166
OG0001107	Prav.g_00554	Syac.g_01180
OG0001108	Prav.g_00558	Syac.g_01188
OG0001109	Prav.g_00559	Syac.g_01190
OG0001110	Prav.g_00561	Syac.g_01192
OG0001111	Prav.g_00562	Syac.g_01194
OG0001112	Prav.g_00563	Syac.g_01196
OG0001113	Prav.g_00564	Syac.g_01197
OG0001114	Prav.g_00565	Syac.g_01198
OG0001115	Prav.g_00567	Syac.g_01202
OG0001116	Prav.g_00568	Syac.g_01204
OG0001117	Prav.g_00569	Syac.g_01205
OG0001118	Prav.g_00570	Syac.g_01206
OG0001119	Prav.g_00571	Syac.g_01208
OG0001120	Prav.g_00573	Syac.g_01213
OG0001121	Prav.g_00031, Prav.g_00576	Syac.g_01949, Syac.g_01170
OG0001122	Prav.g_00905	Syac.g_01238
OG0001123	Prav.g_00909	Syac.g_01245
OG0001124	Prav.g_00911	Syac.g_01247
OG0001125	Prav.g_00912	Syac.g_01249
OG0001126	Prav.g_00922	Syac.g_00870
OG0001127	Prav.g_00923	Syac.g_00871
OG0001128	Prav.g_00925	Syac.g_00875
OG0001129	Prav.g_00926	Syac.g_00877
OG0001130	Prav.g_00927	Syac.g_00878
OG0001131	Prav.g_00242	Syac.g_01382
OG0001132	Prav.g_00252	Syac.g_01062
OG0001133	Prav.g_00019	Syac.g_00958
OG0001134	Prav.g_00033	Syac.g_01466
OG0001135	Prav.g_00036	Syac.g_01464
OG0001136	Prav.g_00062	Syac.g_00767
OG0001137	Prav.g_00073	Syac.g_00786
OG0001138	Prav.g_01855	Syac.g_01486
OG0001139	Prav.g_01854	Syac.g_01488
OG0001140	Prav.g_01853	Syac.g_01489
OG0001141	Prav.g_01852	Syac.g_01490
OG0001142	Prav.g_01851	Syac.g_01491
OG0001143	Prav.g_01844	Syac.g_01499
OG0001144	Prav.g_01839	Syac.g_01508
OG0001145	Prav.g_01430	Syac.g_00740
OG0001146	Prav.g_01442	Syac.g_00722
OG0001147	Prav.g_01459	Syac.g_01689
OG0001148	Prav.g_01475	Syac.g_01918
OG0001149	Prav.g_01476	Syac.g_01919
OG0001150	Prav.g_01477	Syac.g_01920
OG0001151	Prav.g_01488	Syac.g_01932
OG0001152	Prav.g_01489	Syac.g_01933
OG0001153	Prav.g_01610	Syac.g_01670
OG0001154	Prav.g_01611	Syac.g_01671
OG0001155	Prav.g_01623	Syac.g_00621
OG0001156	Prav.g_01626	Syac.g_00618
OG0001157	Prav.g_01627	Syac.g_00617
OG0001158	Prav.g_01628	Syac.g_00616
OG0001159	Prav.g_01629	Syac.g_00615
OG0001160	Prav.g_01653	Syac.g_00570
OG0001161	Prav.g_01664	Syac.g_02385
OG0001162	Prav.g_01675	Syac.g_01307
OG0001163	Prav.g_01753	Syac.g_00562
OG0001164	Prav.g_01757	Syac.g_00556
OG0001165	Prav.g_01760	Syac.g_00551
OG0001166	Prav.g_01780	Syac.g_00520
OG0001167	Prav.g_01797	Syac.g_00667
OG0001168	Prav.g_01799	Syac.g_00665
OG0001169	Prav.g_01801	Syac.g_00663
OG0001170	Prav.g_01803	Syac.g_00661
