Orthogroup	Prav	Syao
OG0000585	Prav.g_01208	Syao.g_01054
OG0000586	Prav.g_01209	Syao.g_01055
OG0000587	Prav.g_01210	Syao.g_01057
OG0000588	Prav.g_01214	Syao.g_00406
OG0000589	Prav.g_01219	Syao.g_01342
OG0000590	Prav.g_01220	Syao.g_01341
OG0000591	Prav.g_01223	Syao.g_01330
OG0000592	Prav.g_01224	Syao.g_01329
OG0000593	Prav.g_01230	Syao.g_00890
OG0000594	Prav.g_01231	Syao.g_00891
OG0000595	Prav.g_01232	Syao.g_00892
OG0000596	Prav.g_01236	Syao.g_00897
OG0000597	Prav.g_01238	Syao.g_00900
OG0000598	Prav.g_01239	Syao.g_00901
OG0000599	Prav.g_01242	Syao.g_00908
OG0000600	Prav.g_01243	Syao.g_00909
OG0000601	Prav.g_01244	Syao.g_00910
OG0000602	Prav.g_01246	Syao.g_00914
OG0000603	Prav.g_01247	Syao.g_00915
OG0000604	Prav.g_01248	Syao.g_00918
OG0000606	Prav.g_01252	Syao.g_00924
OG0000607	Prav.g_01255	Syao.g_00927
OG0000608	Prav.g_01256	Syao.g_00928
OG0000609	Prav.g_01257	Syao.g_00930
OG0000610	Prav.g_01262	Syao.g_00940
OG0000611	Prav.g_01265	Syao.g_00943
OG0000612	Prav.g_01266	Syao.g_00944
OG0000613	Prav.g_01271	Syao.g_01979
OG0000614	Prav.g_01290	Syao.g_00375
OG0000615	Prav.g_01298	Syao.g_00978
OG0000616	Prav.g_01312	Syao.g_02342
OG0000617	Prav.g_00312	Syao.g_00486
OG0000618	Prav.g_00313	Syao.g_00485
OG0000619	Prav.g_00314	Syao.g_00484
OG0000620	Prav.g_00317	Syao.g_00479
OG0000621	Prav.g_00318	Syao.g_00478
OG0000622	Prav.g_00319	Syao.g_00476
OG0000623	Prav.g_00320	Syao.g_00475
OG0000624	Prav.g_00321	Syao.g_00473
OG0000625	Prav.g_00322	Syao.g_00472
OG0000626	Prav.g_00323	Syao.g_00471
OG0000627	Prav.g_00324	Syao.g_00567
OG0000628	Prav.g_00325	Syao.g_00566
OG0000629	Prav.g_00326	Syao.g_00590
OG0000630	Prav.g_00329	Syao.g_00585
OG0000631	Prav.g_00388	Syao.g_00644
OG0000632	Prav.g_00389	Syao.g_00643
OG0000633	Prav.g_00390	Syao.g_00642
OG0000634	Prav.g_00393	Syao.g_00752
OG0000635	Prav.g_00394	Syao.g_00753
OG0000636	Prav.g_00396	Syao.g_00755
OG0000637	Prav.g_00398	Syao.g_00757
OG0000638	Prav.g_00399	Syao.g_00758
OG0000639	Prav.g_00400	Syao.g_00759
OG0000640	Prav.g_00401	Syao.g_00760
OG0000641	Prav.g_00405	Syao.g_00764
OG0000642	Prav.g_00406	Syao.g_00765
OG0000643	Prav.g_00407	Syao.g_00767
OG0000644	Prav.g_00408	Syao.g_00768
OG0000645	Prav.g_00409	Syao.g_00770
OG0000646	Prav.g_00411	Syao.g_00773
OG0000647	Prav.g_00412	Syao.g_00775
OG0000648	Prav.g_00414	Syao.g_00777
OG0000649	Prav.g_00415	Syao.g_00778
OG0000650	Prav.g_00416	Syao.g_00779
OG0000651	Prav.g_00417	Syao.g_00780
OG0000652	Prav.g_00418	Syao.g_00781
OG0000653	Prav.g_00420	Syao.g_00783
OG0000654	Prav.g_00421	Syao.g_00784
OG0000655	Prav.g_00422	Syao.g_00785
OG0000656	Prav.g_00425	Syao.g_00789
OG0000657	Prav.g_00432	Syao.g_00435
OG0000658	Prav.g_00433	Syao.g_00560
OG0000659	Prav.g_00434	Syao.g_00559
OG0000660	Prav.g_00438	Syao.g_00555
OG0000661	Prav.g_00440	Syao.g_00553
OG0000662	Prav.g_00442	Syao.g_00535
OG0000663	Prav.g_00444	Syao.g_00532
OG0000664	Prav.g_00445	Syao.g_00530
OG0000665	Prav.g_00449	Syao.g_01436
OG0000666	Prav.g_00450	Syao.g_02120
OG0000667	Prav.g_00454	Syao.g_01375
OG0000668	Prav.g_00483	Syao.g_02678
OG0000669	Prav.g_00490	Syao.g_00955
OG0000670	Prav.g_00492	Syao.g_00958
OG0000671	Prav.g_00494	Syao.g_00960
OG0000672	Prav.g_00497	Syao.g_00963
OG0000673	Prav.g_00500	Syao.g_00966
OG0000674	Prav.g_00502	Syao.g_00968
OG0000675	Prav.g_00503	Syao.g_00969
OG0000676	Prav.g_00505	Syao.g_00971
OG0000677	Prav.g_00506	Syao.g_00972
OG0000678	Prav.g_00508	Syao.g_00974
OG0000679	Prav.g_00512	Syao.g_00981
OG0000680	Prav.g_00513	Syao.g_00982
OG0000681	Prav.g_00515	Syao.g_00985
OG0000682	Prav.g_00516	Syao.g_00986
OG0000683	Prav.g_00517	Syao.g_00987
OG0000684	Prav.g_00519	Syao.g_00990
OG0000685	Prav.g_00521	Syao.g_00733
OG0000686	Prav.g_00522	Syao.g_00734
OG0000687	Prav.g_00523	Syao.g_00735
OG0000688	Prav.g_00526	Syao.g_00741
OG0000689	Prav.g_00527	Syao.g_00743
OG0000690	Prav.g_00528	Syao.g_00744
OG0000691	Prav.g_00529	Syao.g_00745
OG0000692	Prav.g_00530	Syao.g_00747
OG0000693	Prav.g_00531	Syao.g_00748
OG0000694	Prav.g_00532	Syao.g_00749
OG0000695	Prav.g_00534	Syao.g_00639
OG0000696	Prav.g_00535	Syao.g_00638
OG0000697	Prav.g_00536	Syao.g_00636
OG0000698	Prav.g_00539	Syao.g_00633
OG0000699	Prav.g_00540	Syao.g_00631
OG0000700	Prav.g_00541	Syao.g_00630
OG0000701	Prav.g_00542	Syao.g_00629
OG0000702	Prav.g_00544	Syao.g_00705
OG0000703	Prav.g_00545	Syao.g_00693
OG0000704	Prav.g_00546	Syao.g_00689
OG0000705	Prav.g_00550	Syao.g_00682
OG0000706	Prav.g_00551	Syao.g_00681
OG0000707	Prav.g_00552	Syao.g_00680
OG0000708	Prav.g_00553	Syao.g_00677
OG0000709	Prav.g_00557	Syao.g_00670
OG0000710	Prav.g_00560	Syao.g_00666
OG0000711	Prav.g_00577	Syao.g_00815
OG0000712	Prav.g_00579	Syao.g_00813
OG0000713	Prav.g_00580	Syao.g_00812
OG0000714	Prav.g_00581	Syao.g_00810
OG0000715	Prav.g_00583	Syao.g_00808
OG0000716	Prav.g_00585	Syao.g_00804
OG0000717	Prav.g_00586	Syao.g_00803
OG0000718	Prav.g_00902	Syao.g_00794
OG0000719	Prav.g_00904	Syao.g_00444
OG0000720	Prav.g_00913	Syao.g_00457
OG0000721	Prav.g_00915	Syao.g_00459
OG0000722	Prav.g_00916	Syao.g_00460
OG0000723	Prav.g_00919	Syao.g_00469
OG0000724	Prav.g_00928	Syao.g_00513
OG0000725	Prav.g_00934	Syao.g_00385
OG0000726	Prav.g_00935	Syao.g_00384
OG0000727	Prav.g_00936	Syao.g_00383
OG0000728	Prav.g_00938	Syao.g_00381
OG0000729	Prav.g_00263	Syao.g_02190
OG0000730	Prav.g_00004	Syao.g_01880
OG0000731	Prav.g_00008	Syao.g_01868
OG0000732	Prav.g_00016	Syao.g_02218
OG0000733	Prav.g_00034	Syao.g_01427
OG0000734	Prav.g_00050	Syao.g_02592
OG0000735	Prav.g_00052	Syao.g_00140
OG0000736	Prav.g_00053	Syao.g_00139
OG0000737	Prav.g_00054	Syao.g_00138
OG0000738	Prav.g_00058	Syao.g_00132
OG0000739	Prav.g_00059	Syao.g_00131
OG0000740	Prav.g_00060	Syao.g_00130
OG0000741	Prav.g_00061	Syao.g_00127
OG0000742	Prav.g_00064	Syao.g_00124
OG0000743	Prav.g_00066	Syao.g_00217
OG0000744	Prav.g_00067	Syao.g_00216
OG0000745	Prav.g_00068	Syao.g_00213
OG0000746	Prav.g_00070	Syao.g_00210
OG0000747	Prav.g_00071	Syao.g_00208
OG0000748	Prav.g_00074	Syao.g_00193
OG0000749	Prav.g_00075	Syao.g_00192
OG0000750	Prav.g_00076	Syao.g_00191
OG0000751	Prav.g_01868	Syao.g_00185
OG0000752	Prav.g_01866	Syao.g_00183
OG0000753	Prav.g_01863	Syao.g_00180
OG0000754	Prav.g_01860	Syao.g_00175
OG0000755	Prav.g_01857	Syao.g_00021
OG0000756	Prav.g_01856	Syao.g_00229
OG0000757	Prav.g_01850	Syao.g_00252
OG0000758	Prav.g_01849	Syao.g_00251
OG0000759	Prav.g_01848	Syao.g_00250
OG0000760	Prav.g_01847	Syao.g_00249
OG0000761	Prav.g_01846	Syao.g_00248
OG0000762	Prav.g_01845	Syao.g_00246
OG0000763	Prav.g_01843	Syao.g_00242
OG0000764	Prav.g_01842	Syao.g_00241
OG0000765	Prav.g_01833	Syao.g_00267
OG0000766	Prav.g_01832	Syao.g_00266
OG0000767	Prav.g_01830	Syao.g_00264
OG0000768	Prav.g_01829	Syao.g_00263
OG0000769	Prav.g_01827	Syao.g_00261
OG0000770	Prav.g_01825	Syao.g_00257
OG0000771	Prav.g_02003	Syao.g_00506
OG0000772	Prav.g_01409	Syao.g_01523
OG0000773	Prav.g_01429	Syao.g_01447
OG0000774	Prav.g_01431	Syao.g_01442
OG0000775	Prav.g_01433	Syao.g_01440
OG0000776	Prav.g_01434	Syao.g_01439
OG0000777	Prav.g_01435	Syao.g_01438
OG0000778	Prav.g_01436	Syao.g_01437
OG0000779	Prav.g_01440	Syao.g_01469
OG0000780	Prav.g_01441	Syao.g_01456
OG0000781	Prav.g_01444	Syao.g_01452
OG0000782	Prav.g_01445	Syao.g_01451
OG0000783	Prav.g_01446	Syao.g_01450
OG0000784	Prav.g_01447	Syao.g_01449
OG0000785	Prav.g_01449	Syao.g_01481
OG0000786	Prav.g_01451	Syao.g_01473
OG0000787	Prav.g_01452	Syao.g_01472
OG0000788	Prav.g_01460	Syao.g_00870
OG0000789	Prav.g_01463	Syao.g_00623
OG0000790	Prav.g_01478	Syao.g_00041, Syao.g_00315
OG0000791	Prav.g_01480	Syao.g_00043
OG0000792	Prav.g_01481	Syao.g_00044
OG0000793	Prav.g_01484	Syao.g_02700
OG0000794	Prav.g_01485	Syao.g_02703
OG0000795	Prav.g_01486	Syao.g_02704
OG0000796	Prav.g_01490	Syao.g_02708
OG0000797	Prav.g_01491	Syao.g_02709
OG0000799	Prav.g_01560	Syao.g_01525
OG0000800	Prav.g_01561	Syao.g_01526
OG0000801	Prav.g_01562	Syao.g_01527
OG0000802	Prav.g_01564	Syao.g_01531
OG0000803	Prav.g_01566	Syao.g_01534
OG0000804	Prav.g_01567	Syao.g_01537
OG0000805	Prav.g_01569	Syao.g_01502
OG0000806	Prav.g_01571	Syao.g_01504
OG0000807	Prav.g_01572	Syao.g_01506
OG0000808	Prav.g_01573	Syao.g_01507
OG0000809	Prav.g_01576	Syao.g_01511
OG0000810	Prav.g_01577	Syao.g_01482
OG0000811	Prav.g_01581	Syao.g_01490
OG0000812	Prav.g_01583	Syao.g_01492
OG0000813	Prav.g_01584	Syao.g_01493
OG0000814	Prav.g_01586	Syao.g_01495
OG0000815	Prav.g_01587	Syao.g_01499
OG0000816	Prav.g_01589	Syao.g_01471
OG0000817	Prav.g_01590	Syao.g_01519
OG0000818	Prav.g_01595	Syao.g_00062
OG0000819	Prav.g_01596	Syao.g_00063
OG0000820	Prav.g_01597	Syao.g_00064
OG0000821	Prav.g_01601	Syao.g_00070
OG0000822	Prav.g_01602	Syao.g_00072
OG0000823	Prav.g_01603	Syao.g_00073
OG0000824	Prav.g_01606	Syao.g_00079
OG0000825	Prav.g_01607	Syao.g_00080
OG0000826	Prav.g_01608	Syao.g_00081
OG0000827	Prav.g_01609	Syao.g_00082
OG0000828	Prav.g_01612	Syao.g_00085
OG0000829	Prav.g_01613	Syao.g_00086
OG0000830	Prav.g_01614	Syao.g_00087
OG0000831	Prav.g_01616	Syao.g_00089
OG0000832	Prav.g_01622	Syao.g_01696
OG0000833	Prav.g_01630	Syao.g_01612
OG0000834	Prav.g_01631	Syao.g_01610
OG0000835	Prav.g_01632	Syao.g_01609
OG0000836	Prav.g_01633	Syao.g_01606
OG0000837	Prav.g_01634	Syao.g_01605
OG0000838	Prav.g_01636	Syao.g_01601
OG0000839	Prav.g_01637	Syao.g_01600
OG0000840	Prav.g_01638	Syao.g_01599
OG0000841	Prav.g_01639	Syao.g_01598
OG0000842	Prav.g_01640	Syao.g_01597
OG0000843	Prav.g_01641	Syao.g_01596
OG0000844	Prav.g_01642	Syao.g_01594
OG0000845	Prav.g_01643	Syao.g_01593
OG0000846	Prav.g_01644	Syao.g_01592
OG0000847	Prav.g_01645	Syao.g_01591
OG0000848	Prav.g_01646	Syao.g_01589
OG0000849	Prav.g_01647	Syao.g_01588
OG0000850	Prav.g_01649	Syao.g_01585
OG0000851	Prav.g_01650	Syao.g_01582
OG0000852	Prav.g_01651	Syao.g_01581
OG0000853	Prav.g_01655	Syao.g_01577
OG0000854	Prav.g_01657	Syao.g_01575
OG0000855	Prav.g_01658	Syao.g_01574
OG0000856	Prav.g_01671	Syao.g_01327
OG0000857	Prav.g_01699	Syao.g_00774
OG0000858	Prav.g_01755	Syao.g_01567
OG0000859	Prav.g_01756	Syao.g_01566
OG0000860	Prav.g_01763	Syao.g_01552
OG0000861	Prav.g_01764	Syao.g_01551
OG0000862	Prav.g_01765	Syao.g_01542
OG0000863	Prav.g_01767	Syao.g_01540
OG0000864	Prav.g_01768	Syao.g_01017
OG0000866	Prav.g_01770	Syao.g_01686
OG0000867	Prav.g_01771	Syao.g_01685
OG0000868	Prav.g_01772	Syao.g_01682
OG0000869	Prav.g_01776	Syao.g_01677
OG0000870	Prav.g_01781	Syao.g_01672
OG0000871	Prav.g_01782	Syao.g_01671
OG0000872	Prav.g_01783	Syao.g_01665
OG0000873	Prav.g_01786	Syao.g_01662
OG0000874	Prav.g_01789	Syao.g_01660
OG0000875	Prav.g_01790	Syao.g_01658
OG0000876	Prav.g_01791	Syao.g_00536
OG0000877	Prav.g_01793	Syao.g_01654
OG0000878	Prav.g_01794	Syao.g_01653
OG0000879	Prav.g_01795	Syao.g_01652
OG0000880	Prav.g_01796	Syao.g_01651
OG0000881	Prav.g_01800	Syao.g_01647
OG0000882	Prav.g_01805	Syao.g_01642
OG0000883	Prav.g_01807	Syao.g_01638
OG0000884	Prav.g_01809	Syao.g_01636
OG0000885	Prav.g_01810	Syao.g_01635
OG0000886	Prav.g_01811	Syao.g_01634
OG0000887	Prav.g_01812	Syao.g_01633
OG0000888	Prav.g_01814	Syao.g_01631
OG0000889	Prav.g_01816	Syao.g_01629
OG0000890	Prav.g_01817	Syao.g_01626
OG0000891	Prav.g_01818	Syao.g_01625
OG0000892	Prav.g_00264	Syao.g_01695
OG0000893	Prav.g_00268	Syao.g_01934
OG0000894	Prav.g_00270	Syao.g_01937
OG0000895	Prav.g_00273	Syao.g_01916
OG0000896	Prav.g_00274	Syao.g_01917
OG0000897	Prav.g_00276	Syao.g_01919
OG0000898	Prav.g_00277	Syao.g_01920
OG0000899	Prav.g_00278	Syao.g_01921
OG0000900	Prav.g_00279	Syao.g_01922
OG0000901	Prav.g_00282	Syao.g_01927
OG0000902	Prav.g_00284	Syao.g_01929
OG0000903	Prav.g_00287	Syao.g_01798
OG0000904	Prav.g_00289	Syao.g_01804
OG0000905	Prav.g_00294	Syao.g_01862
OG0000906	Prav.g_00295	Syao.g_01931
OG0000907	Prav.g_00590	Syao.g_01796
OG0000908	Prav.g_00593	Syao.g_01793
OG0000909	Prav.g_00594	Syao.g_01792
OG0000910	Prav.g_00595	Syao.g_01791
OG0000911	Prav.g_00597	Syao.g_01789
OG0000912	Prav.g_00598	Syao.g_01788
OG0000913	Prav.g_00599	Syao.g_01787
OG0000914	Prav.g_00600	Syao.g_01786
OG0000915	Prav.g_00601	Syao.g_01784
OG0000916	Prav.g_00602	Syao.g_01783
OG0000917	Prav.g_00603	Syao.g_01782
OG0000918	Prav.g_00604	Syao.g_01781
OG0000919	Prav.g_00605	Syao.g_01780
OG0000920	Prav.g_00606	Syao.g_01779
OG0000921	Prav.g_00607	Syao.g_01778
OG0000922	Prav.g_00608	Syao.g_01777
OG0000923	Prav.g_00612	Syao.g_01772
OG0000924	Prav.g_00613	Syao.g_01771
OG0000925	Prav.g_00614	Syao.g_01770
OG0000926	Prav.g_00615	Syao.g_01769
OG0000927	Prav.g_00617	Syao.g_01767
OG0000928	Prav.g_00618	Syao.g_01766
OG0000929	Prav.g_00619	Syao.g_01765
OG0000930	Prav.g_00620	Syao.g_01764
OG0000931	Prav.g_00621	Syao.g_01763
OG0000932	Prav.g_00622	Syao.g_01762
OG0000933	Prav.g_00626	Syao.g_01811
OG0000934	Prav.g_00628	Syao.g_01809
OG0000935	Prav.g_00629	Syao.g_01808
OG0000936	Prav.g_00630	Syao.g_01843
OG0000937	Prav.g_00631	Syao.g_01842
OG0000938	Prav.g_00633	Syao.g_01839
OG0000939	Prav.g_00634	Syao.g_01838
OG0000940	Prav.g_00641	Syao.g_01830
OG0000941	Prav.g_00643	Syao.g_01828
OG0000942	Prav.g_00645	Syao.g_01826
OG0000943	Prav.g_00646	Syao.g_01824
OG0000944	Prav.g_00647	Syao.g_01822
OG0000945	Prav.g_00648	Syao.g_01821
OG0000946	Prav.g_00653	Syao.g_01852
OG0000947	Prav.g_00655	Syao.g_01849
OG0000948	Prav.g_00656	Syao.g_01848
OG0000949	Prav.g_00659	Syao.g_01970
OG0000950	Prav.g_00664	Syao.g_01957
OG0000951	Prav.g_00668	Syao.g_02262
OG0000952	Prav.g_00672	Syao.g_02266
OG0000953	Prav.g_00675	Syao.g_02130
OG0000954	Prav.g_00679	Syao.g_02135
OG0000955	Prav.g_00680	Syao.g_02136
OG0000956	Prav.g_00682	Syao.g_02138
OG0000957	Prav.g_00687	Syao.g_01951
OG0000958	Prav.g_00688	Syao.g_01950
OG0000959	Prav.g_00692	Syao.g_01947
OG0000960	Prav.g_00693	Syao.g_01946
OG0000961	Prav.g_00695	Syao.g_02496
OG0000962	Prav.g_00697	Syao.g_02191
OG0000963	Prav.g_00701	Syao.g_02186
OG0000964	Prav.g_00702	Syao.g_02185
OG0000965	Prav.g_00703	Syao.g_02184
OG0000966	Prav.g_00710	Syao.g_02172
OG0000967	Prav.g_00714	Syao.g_02167
OG0000968	Prav.g_00716	Syao.g_02199
OG0000969	Prav.g_00717	Syao.g_02200
OG0000970	Prav.g_00718	Syao.g_02201
OG0000971	Prav.g_00719	Syao.g_02203
OG0000972	Prav.g_00720	Syao.g_02204
OG0000973	Prav.g_00721	Syao.g_02205
OG0000974	Prav.g_00722	Syao.g_02206
OG0000975	Prav.g_00723	Syao.g_02207
OG0000976	Prav.g_00724	Syao.g_02208
OG0000977	Prav.g_00725	Syao.g_02210
OG0000978	Prav.g_00726	Syao.g_02211
OG0000979	Prav.g_00729	Syao.g_02214
OG0000980	Prav.g_00731	Syao.g_02217
OG0000981	Prav.g_00733	Syao.g_02220
OG0000982	Prav.g_00735	Syao.g_02437
OG0000983	Prav.g_00736	Syao.g_02438
OG0000984	Prav.g_00737	Syao.g_02439
OG0000985	Prav.g_00740	Syao.g_02443
OG0000986	Prav.g_00742	Syao.g_02445
OG0000987	Prav.g_00743	Syao.g_02447
OG0000988	Prav.g_00746	Syao.g_02452
OG0000989	Prav.g_00750	Syao.g_02368
OG0000990	Prav.g_00753	Syao.g_02362
OG0000991	Prav.g_00754	Syao.g_02354
OG0000992	Prav.g_00756	Syao.g_02279
OG0000993	Prav.g_00757	Syao.g_02280
OG0000994	Prav.g_00758	Syao.g_02283
OG0000995	Prav.g_00762	Syao.g_02287
OG0000996	Prav.g_00763	Syao.g_02305
OG0000997	Prav.g_00764	Syao.g_02326
OG0000998	Prav.g_00766	Syao.g_02328
OG0000999	Prav.g_00767	Syao.g_02329
OG0001000	Prav.g_00770	Syao.g_02333
OG0001001	Prav.g_00772	Syao.g_02338
OG0001002	Prav.g_00776	Syao.g_02345
OG0001003	Prav.g_00778	Syao.g_02347
OG0001004	Prav.g_00779	Syao.g_02348
OG0001005	Prav.g_00780	Syao.g_02194
OG0001006	Prav.g_00784	Syao.g_02159
OG0001007	Prav.g_00786	Syao.g_02161
OG0001008	Prav.g_01036	Syao.g_01737
OG0001009	Prav.g_00095	Syao.g_02239
OG0001010	Prav.g_00096	Syao.g_02238
OG0001011	Prav.g_00097	Syao.g_02236
OG0001012	Prav.g_00114	Syao.g_00322
OG0001013	Prav.g_00119	Syao.g_02413
OG0001014	Prav.g_00122	Syao.g_02407
OG0001015	Prav.g_00123	Syao.g_02406
OG0001016	Prav.g_00138	Syao.g_02622
OG0001017	Prav.g_00142	Syao.g_02628
OG0001018	Prav.g_00145	Syao.g_02630
OG0001019	Prav.g_00154	Syao.g_02654
OG0001020	Prav.g_00155	Syao.g_02663
OG0001021	Prav.g_00156	Syao.g_02666
OG0001022	Prav.g_00159	Syao.g_02670
OG0001023	Prav.g_00160	Syao.g_02671
OG0001024	Prav.g_00163	Syao.g_01018
OG0001025	Prav.g_00169	Syao.g_02597
OG0001026	Prav.g_00176	Syao.g_02594
OG0001027	Prav.g_00177	Syao.g_02564
OG0001028	Prav.g_00179	Syao.g_02568
OG0001029	Prav.g_00180	Syao.g_02570
OG0001030	Prav.g_00195	Syao.g_02545
OG0001031	Prav.g_00852	Syao.g_02528
OG0001032	Prav.g_00851	Syao.g_02530
OG0001033	Prav.g_00830	Syao.g_01016
OG0001034	Prav.g_00802	Syao.g_01704
OG0001035	Prav.g_01901	Syao.g_02101
OG0001036	Prav.g_01906	Syao.g_02096
OG0001037	Prav.g_01907	Syao.g_02094
OG0001038	Prav.g_01924	Syao.g_02065
OG0001039	Prav.g_01927	Syao.g_02062
OG0001040	Prav.g_01929	Syao.g_02059
OG0001041	Prav.g_01933	Syao.g_02055
OG0001042	Prav.g_01950	Syao.g_02032
OG0001043	Prav.g_01951	Syao.g_02028
OG0001044	Prav.g_01979	Syao.g_01878
OG0001045	Prav.g_01988	Syao.g_01865
OG0001046	Prav.g_00996	Syao.g_00827
OG0001047	Prav.g_01038	Syao.g_01739
OG0001048	Prav.g_01039	Syao.g_01740
OG0001049	Prav.g_01041	Syao.g_01616
OG0001050	Prav.g_01042	Syao.g_01618
OG0001051	Prav.g_01043	Syao.g_01619
OG0001052	Prav.g_01069	Syao.g_02686
OG0001053	Prav.g_01081	Syao.g_00025
OG0001054	Prav.g_01096	Syao.g_00104
OG0001055	Prav.g_01115	Syao.g_00156
OG0001056	Prav.g_01134	Syao.g_01417
OG0001057	Prav.g_01139	Syao.g_00879
OG0001058	Prav.g_01147	Syao.g_00862
OG0001059	Prav.g_01151	Syao.g_00858
OG0001060	Prav.g_01158	Syao.g_00852
OG0001062	Prav.g_01173	Syao.g_01050
OG0001063	Prav.g_01175	Syao.g_01042
OG0001064	Prav.g_01176	Syao.g_01041
OG0001065	Prav.g_01177	Syao.g_01040
OG0001066	Prav.g_01178	Syao.g_01039
OG0001067	Prav.g_01179	Syao.g_01038
OG0001068	Prav.g_01180	Syao.g_01037
OG0001069	Prav.g_01181	Syao.g_01036
OG0001070	Prav.g_01184	Syao.g_01032
OG0001071	Prav.g_01185	Syao.g_01031
OG0001072	Prav.g_01186	Syao.g_01027
OG0001073	Prav.g_01200	Syao.g_00991
OG0001074	Prav.g_01211	Syao.g_00392
OG0001075	Prav.g_01212	Syao.g_00391
OG0001076	Prav.g_01222	Syao.g_01339
OG0001077	Prav.g_01226	Syao.g_01323
OG0001078	Prav.g_01234	Syao.g_00895
OG0001079	Prav.g_01245	Syao.g_00911
OG0001081	Prav.g_01253	Syao.g_00925
OG0001082	Prav.g_01254	Syao.g_00926
OG0001083	Prav.g_01259	Syao.g_00934
OG0001084	Prav.g_01260	Syao.g_00935
OG0001085	Prav.g_01268	Syao.g_00947
OG0001086	Prav.g_01269	Syao.g_00949
OG0001087	Prav.g_01286	Syao.g_01419
OG0001088	Prav.g_01287	Syao.g_00211
OG0001089	Prav.g_01295	Syao.g_00376
OG0001090	Prav.g_00307	Syao.g_00494
OG0001091	Prav.g_00309	Syao.g_00491
OG0001092	Prav.g_00310	Syao.g_00489
OG0001093	Prav.g_00315	Syao.g_00482
OG0001094	Prav.g_00391	Syao.g_00750
OG0001095	Prav.g_00410	Syao.g_00771
OG0001096	Prav.g_00423	Syao.g_00786
OG0001097	Prav.g_00441	Syao.g_00552
OG0001098	Prav.g_00456	Syao.g_00731
OG0001099	Prav.g_00487	Syao.g_02569
OG0001100	Prav.g_00491	Syao.g_00957
OG0001101	Prav.g_00493	Syao.g_00959
OG0001102	Prav.g_00496	Syao.g_00962
OG0001103	Prav.g_00498	Syao.g_00964
OG0001105	Prav.g_00524	Syao.g_00736
OG0001106	Prav.g_00547	Syao.g_00688
OG0001107	Prav.g_00554	Syao.g_00676
OG0001108	Prav.g_00558	Syao.g_00669
OG0001109	Prav.g_00559	Syao.g_00667
OG0001110	Prav.g_00561	Syao.g_00665
OG0001111	Prav.g_00562	Syao.g_00663
OG0001112	Prav.g_00563	Syao.g_00661
OG0001113	Prav.g_00564	Syao.g_00660
OG0001114	Prav.g_00565	Syao.g_00659
OG0001115	Prav.g_00567	Syao.g_00832
OG0001116	Prav.g_00568	Syao.g_00830
OG0001117	Prav.g_00569	Syao.g_00829
OG0001118	Prav.g_00570	Syao.g_00828
OG0001119	Prav.g_00571	Syao.g_00826
OG0001120	Prav.g_00573	Syao.g_00822
OG0001121	Prav.g_00031, Prav.g_00576	Syao.g_01294
OG0001122	Prav.g_00905	Syao.g_00445
OG0001123	Prav.g_00909	Syao.g_00451
OG0001124	Prav.g_00911	Syao.g_00453
OG0001125	Prav.g_00912	Syao.g_00456
OG0001126	Prav.g_00922	Syao.g_00504
OG0001127	Prav.g_00923	Syao.g_00505
OG0001128	Prav.g_00925	Syao.g_00508
OG0001129	Prav.g_00926	Syao.g_00510
OG0001130	Prav.g_00927	Syao.g_00511
OG0001131	Prav.g_00242	Syao.g_01387
OG0001132	Prav.g_00252	Syao.g_01221
OG0001133	Prav.g_00019	Syao.g_01333
OG0001134	Prav.g_00033	Syao.g_01428
OG0001135	Prav.g_00036	Syao.g_01424
OG0001136	Prav.g_00062	Syao.g_00126
OG0001137	Prav.g_00073	Syao.g_00194
OG0001138	Prav.g_01855	Syao.g_00227
OG0001139	Prav.g_01854	Syao.g_00225
OG0001140	Prav.g_01853	Syao.g_00224
OG0001141	Prav.g_01852	Syao.g_00254
OG0001142	Prav.g_01851	Syao.g_00253
OG0001143	Prav.g_01844	Syao.g_00243
OG0001144	Prav.g_01839	Syao.g_00276
OG0001145	Prav.g_01430	Syao.g_01446
OG0001146	Prav.g_01442	Syao.g_01455
OG0001147	Prav.g_01459	Syao.g_00095
OG0001148	Prav.g_01475	Syao.g_00038
OG0001149	Prav.g_01476	Syao.g_00039
OG0001150	Prav.g_01477	Syao.g_00040
OG0001151	Prav.g_01488	Syao.g_02706
OG0001152	Prav.g_01489	Syao.g_02707
OG0001153	Prav.g_01610	Syao.g_00083
OG0001154	Prav.g_01611	Syao.g_00084
OG0001155	Prav.g_01623	Syao.g_01747
OG0001156	Prav.g_01626	Syao.g_01744
OG0001157	Prav.g_01627	Syao.g_01743
OG0001158	Prav.g_01628	Syao.g_01742
OG0001159	Prav.g_01629	Syao.g_01741
OG0001160	Prav.g_01653	Syao.g_01579
OG0001161	Prav.g_01664	Syao.g_02373
OG0001162	Prav.g_01675	Syao.g_02650
OG0001163	Prav.g_01753	Syao.g_01571
OG0001164	Prav.g_01757	Syao.g_01564
OG0001165	Prav.g_01760	Syao.g_01559
OG0001166	Prav.g_01780	Syao.g_01673
OG0001167	Prav.g_01797	Syao.g_01006
OG0001168	Prav.g_01799	Syao.g_01648
OG0001169	Prav.g_01801	Syao.g_01646
OG0001170	Prav.g_01803	Syao.g_01644
OG0001171	Prav.g_01813	Syao.g_01632
