Orthogroup	Prav	Syae
OG0000582	Prav.g_01204	Syae.g_00018
OG0000583	Prav.g_01205	Syae.g_00019
OG0000584	Prav.g_01206	Syae.g_00020
OG0000585	Prav.g_01208	Syae.g_00022
OG0000586	Prav.g_01209	Syae.g_00023
OG0000587	Prav.g_01210	Syae.g_00025
OG0000588	Prav.g_01214	Syae.g_00043
OG0000589	Prav.g_01219	Syae.g_00047
OG0000590	Prav.g_01220	Syae.g_00048
OG0000591	Prav.g_01223	Syae.g_00056
OG0000592	Prav.g_01224	Syae.g_00057
OG0000593	Prav.g_01230	Syae.g_00070
OG0000594	Prav.g_01231	Syae.g_00071
OG0000595	Prav.g_01232	Syae.g_00072
OG0000596	Prav.g_01236	Syae.g_00077
OG0000597	Prav.g_01238	Syae.g_00080
OG0000598	Prav.g_01239	Syae.g_00081
OG0000599	Prav.g_01242	Syae.g_00084
OG0000600	Prav.g_01243	Syae.g_00085
OG0000601	Prav.g_01244	Syae.g_00086
OG0000602	Prav.g_01246	Syae.g_00091
OG0000603	Prav.g_01247	Syae.g_00092
OG0000604	Prav.g_01248	Syae.g_00095
OG0000605	Prav.g_01249	Syae.g_00260
OG0000606	Prav.g_01252	Syae.g_00616
OG0000607	Prav.g_01255	Syae.g_00613
OG0000608	Prav.g_01256	Syae.g_00612
OG0000609	Prav.g_01257	Syae.g_00610
OG0000610	Prav.g_01262	Syae.g_00601
OG0000611	Prav.g_01265	Syae.g_00598
OG0000612	Prav.g_01266	Syae.g_00597
OG0000613	Prav.g_01271	Syae.g_01910
OG0000614	Prav.g_01290	Syae.g_00765
OG0000615	Prav.g_01298	Syae.g_00557
OG0000616	Prav.g_01312	Syae.g_01696
OG0000617	Prav.g_00312	Syae.g_00464
OG0000618	Prav.g_00313	Syae.g_00463
OG0000619	Prav.g_00314	Syae.g_00462
OG0000620	Prav.g_00317	Syae.g_00456
OG0000621	Prav.g_00318	Syae.g_00455
OG0000622	Prav.g_00319	Syae.g_00454
OG0000623	Prav.g_00320	Syae.g_00453
OG0000624	Prav.g_00321	Syae.g_00451
OG0000625	Prav.g_00322	Syae.g_00450
OG0000626	Prav.g_00323	Syae.g_00449
OG0000627	Prav.g_00324	Syae.g_00299
OG0000628	Prav.g_00325	Syae.g_00300
OG0000629	Prav.g_00326	Syae.g_00303
OG0000630	Prav.g_00329	Syae.g_00310
OG0000631	Prav.g_00388	Syae.g_00317
OG0000632	Prav.g_00389	Syae.g_00318
OG0000633	Prav.g_00390	Syae.g_00320
OG0000634	Prav.g_00393	Syae.g_00525
OG0000635	Prav.g_00394	Syae.g_00524
OG0000636	Prav.g_00396	Syae.g_00522
OG0000637	Prav.g_00398	Syae.g_00520
OG0000638	Prav.g_00399	Syae.g_00519
OG0000639	Prav.g_00400	Syae.g_00518
OG0000640	Prav.g_00401	Syae.g_00517
OG0000641	Prav.g_00405	Syae.g_00513
OG0000642	Prav.g_00406	Syae.g_00512
OG0000643	Prav.g_00407	Syae.g_00510
OG0000644	Prav.g_00408	Syae.g_00509
OG0000645	Prav.g_00409	Syae.g_00507
OG0000646	Prav.g_00411	Syae.g_00504
OG0000647	Prav.g_00412	Syae.g_00502
OG0000648	Prav.g_00414	Syae.g_00499
OG0000649	Prav.g_00415	Syae.g_00498
OG0000650	Prav.g_00416	Syae.g_00497
OG0000651	Prav.g_00417	Syae.g_00496
OG0000652	Prav.g_00418	Syae.g_00495
OG0000653	Prav.g_00420	Syae.g_00493
OG0000654	Prav.g_00421	Syae.g_00492
OG0000655	Prav.g_00422	Syae.g_00491
OG0000656	Prav.g_00425	Syae.g_00488
OG0000657	Prav.g_00432	Syae.g_00834
OG0000658	Prav.g_00433	Syae.g_00837
OG0000659	Prav.g_00434	Syae.g_00838
OG0000660	Prav.g_00438	Syae.g_00842
OG0000661	Prav.g_00440	Syae.g_00844
OG0000662	Prav.g_00442	Syae.g_00846
OG0000663	Prav.g_00444	Syae.g_00849
OG0000664	Prav.g_00445	Syae.g_00850
OG0000665	Prav.g_00449	Syae.g_00121
OG0000666	Prav.g_00450	Syae.g_00258
OG0000667	Prav.g_00454	Syae.g_02056
OG0000668	Prav.g_00483	Syae.g_00418
OG0000669	Prav.g_00490	Syae.g_00585
OG0000670	Prav.g_00492	Syae.g_00582
OG0000671	Prav.g_00494	Syae.g_00580
OG0000672	Prav.g_00497	Syae.g_00577
OG0000673	Prav.g_00500	Syae.g_00574
OG0000674	Prav.g_00502	Syae.g_00572
OG0000675	Prav.g_00503	Syae.g_00571
OG0000676	Prav.g_00505	Syae.g_00569
OG0000677	Prav.g_00506	Syae.g_00568
OG0000678	Prav.g_00508	Syae.g_00564
OG0000679	Prav.g_00512	Syae.g_00555
OG0000680	Prav.g_00513	Syae.g_00554
OG0000681	Prav.g_00515	Syae.g_00551
OG0000682	Prav.g_00516	Syae.g_00550
OG0000683	Prav.g_00517	Syae.g_00549
OG0000684	Prav.g_00519	Syae.g_00545
OG0000685	Prav.g_00521	Syae.g_00543
OG0000686	Prav.g_00522	Syae.g_00542
OG0000687	Prav.g_00523	Syae.g_00541
OG0000688	Prav.g_00526	Syae.g_00536
OG0000689	Prav.g_00527	Syae.g_00534
OG0000690	Prav.g_00528	Syae.g_00533
OG0000691	Prav.g_00529	Syae.g_00532
OG0000692	Prav.g_00530	Syae.g_00531
OG0000693	Prav.g_00531	Syae.g_00529
OG0000694	Prav.g_00532	Syae.g_00528
OG0000695	Prav.g_00534	Syae.g_00322
OG0000696	Prav.g_00535	Syae.g_00323
OG0000697	Prav.g_00536	Syae.g_00325
OG0000698	Prav.g_00539	Syae.g_00328
OG0000699	Prav.g_00540	Syae.g_00330
OG0000700	Prav.g_00541	Syae.g_00331
OG0000701	Prav.g_00542	Syae.g_00332
OG0000702	Prav.g_00544	Syae.g_00341
OG0000703	Prav.g_00545	Syae.g_00342
OG0000704	Prav.g_00546	Syae.g_00345
OG0000705	Prav.g_00550	Syae.g_00352
OG0000706	Prav.g_00551	Syae.g_00353
OG0000707	Prav.g_00552	Syae.g_00354
OG0000708	Prav.g_00553	Syae.g_00357
OG0000709	Prav.g_00557	Syae.g_00365
OG0000710	Prav.g_00560	Syae.g_00369
OG0000711	Prav.g_00577	Syae.g_00398
OG0000712	Prav.g_00579	Syae.g_00400
OG0000713	Prav.g_00580	Syae.g_00401
OG0000714	Prav.g_00581	Syae.g_00403
OG0000715	Prav.g_00583	Syae.g_00405
OG0000716	Prav.g_00585	Syae.g_00409
OG0000717	Prav.g_00586	Syae.g_00410
OG0000718	Prav.g_00902	Syae.g_00414
OG0000719	Prav.g_00904	Syae.g_00416
OG0000720	Prav.g_00913	Syae.g_00429
OG0000721	Prav.g_00915	Syae.g_00431
OG0000722	Prav.g_00916	Syae.g_00432
OG0000723	Prav.g_00919	Syae.g_00445
OG0000724	Prav.g_00928	Syae.g_00799
OG0000725	Prav.g_00934	Syae.g_00789
OG0000726	Prav.g_00935	Syae.g_00788
OG0000727	Prav.g_00936	Syae.g_00787
OG0000728	Prav.g_00938	Syae.g_00785
OG0000729	Prav.g_00263	Syae.g_01819
OG0000730	Prav.g_00004	Syae.g_02189
OG0000731	Prav.g_00008	Syae.g_02201
OG0000732	Prav.g_00016	Syae.g_01764
OG0000733	Prav.g_00034	Syae.g_01599
OG0000734	Prav.g_00050	Syae.g_01371
OG0000735	Prav.g_00052	Syae.g_00942
OG0000736	Prav.g_00053	Syae.g_00941
OG0000737	Prav.g_00054	Syae.g_00940
OG0000738	Prav.g_00058	Syae.g_00935
OG0000739	Prav.g_00059	Syae.g_00928
OG0000740	Prav.g_00060	Syae.g_00927
OG0000741	Prav.g_00061	Syae.g_00924
OG0000742	Prav.g_00064	Syae.g_00922
OG0000743	Prav.g_00066	Syae.g_00920
OG0000744	Prav.g_00067	Syae.g_00919
OG0000745	Prav.g_00068	Syae.g_00917
OG0000746	Prav.g_00070	Syae.g_00915
OG0000747	Prav.g_00071	Syae.g_00914
OG0000748	Prav.g_00074	Syae.g_00902
OG0000749	Prav.g_00075	Syae.g_00900
OG0000750	Prav.g_00076	Syae.g_00899
OG0000751	Prav.g_01868	Syae.g_00892
OG0000752	Prav.g_01866	Syae.g_00890
OG0000753	Prav.g_01863	Syae.g_00887
OG0000754	Prav.g_01860	Syae.g_00641
OG0000755	Prav.g_01857	Syae.g_00651
OG0000756	Prav.g_01856	Syae.g_00652
OG0000757	Prav.g_01850	Syae.g_00661
OG0000758	Prav.g_01849	Syae.g_00662
OG0000759	Prav.g_01848	Syae.g_00663
OG0000760	Prav.g_01847	Syae.g_00664
OG0000761	Prav.g_01846	Syae.g_00668
OG0000762	Prav.g_01845	Syae.g_00672
OG0000763	Prav.g_01843	Syae.g_00676
OG0000764	Prav.g_01842	Syae.g_00677
OG0000765	Prav.g_01833	Syae.g_00695
OG0000766	Prav.g_01832	Syae.g_00696
OG0000767	Prav.g_01830	Syae.g_00698
OG0000768	Prav.g_01829	Syae.g_00699
OG0000769	Prav.g_01827	Syae.g_00701
OG0000770	Prav.g_01825	Syae.g_00704
OG0000771	Prav.g_02003	Syae.g_00805
OG0000772	Prav.g_01409	Syae.g_00168
OG0000773	Prav.g_01429	Syae.g_00947
OG0000774	Prav.g_01431	Syae.g_00951
OG0000775	Prav.g_01433	Syae.g_00954
OG0000776	Prav.g_01434	Syae.g_00955
OG0000777	Prav.g_01435	Syae.g_00956
OG0000778	Prav.g_01436	Syae.g_00957
OG0000779	Prav.g_01440	Syae.g_00963
OG0000780	Prav.g_01441	Syae.g_00967
OG0000781	Prav.g_01444	Syae.g_00971
OG0000782	Prav.g_01445	Syae.g_00972
OG0000783	Prav.g_01446	Syae.g_00973
OG0000784	Prav.g_01447	Syae.g_00974
OG0000785	Prav.g_01449	Syae.g_00976
OG0000786	Prav.g_01451	Syae.g_02477
OG0000787	Prav.g_01452	Syae.g_02476
OG0000788	Prav.g_01460	Syae.g_00087
OG0000789	Prav.g_01463	Syae.g_00281
OG0000790	Prav.g_01478	Syae.g_02294
OG0000791	Prav.g_01480	Syae.g_02292
OG0000792	Prav.g_01481	Syae.g_02291
OG0000793	Prav.g_01484	Syae.g_02286
OG0000794	Prav.g_01485	Syae.g_02285
OG0000795	Prav.g_01486	Syae.g_02284
OG0000796	Prav.g_01490	Syae.g_02280
OG0000797	Prav.g_01491	Syae.g_02279
OG0000798	Prav.g_01556	Syae.g_01205
OG0000799	Prav.g_01560	Syae.g_00010
OG0000800	Prav.g_01561	Syae.g_00009
OG0000801	Prav.g_01562	Syae.g_00008
OG0000802	Prav.g_01564	Syae.g_02686
OG0000803	Prav.g_01566	Syae.g_02680
OG0000804	Prav.g_01567	Syae.g_02677
OG0000805	Prav.g_01569	Syae.g_02663
OG0000806	Prav.g_01571	Syae.g_02661
OG0000807	Prav.g_01572	Syae.g_02659
OG0000808	Prav.g_01573	Syae.g_02658
OG0000809	Prav.g_01576	Syae.g_02655
OG0000810	Prav.g_01577	Syae.g_02654
OG0000811	Prav.g_01581	Syae.g_02648
OG0000812	Prav.g_01583	Syae.g_02646
OG0000813	Prav.g_01584	Syae.g_02645
OG0000814	Prav.g_01586	Syae.g_02643
OG0000815	Prav.g_01587	Syae.g_02642
OG0000816	Prav.g_01589	Syae.g_02641
OG0000817	Prav.g_01590	Syae.g_02640
OG0000818	Prav.g_01595	Syae.g_02634
OG0000819	Prav.g_01596	Syae.g_02633
OG0000820	Prav.g_01597	Syae.g_02632
OG0000821	Prav.g_01601	Syae.g_02626
OG0000822	Prav.g_01602	Syae.g_02624
OG0000823	Prav.g_01603	Syae.g_02623
OG0000824	Prav.g_01606	Syae.g_02617
OG0000825	Prav.g_01607	Syae.g_02616
OG0000826	Prav.g_01608	Syae.g_02615
OG0000827	Prav.g_01609	Syae.g_02614
OG0000828	Prav.g_01612	Syae.g_02612
OG0000829	Prav.g_01613	Syae.g_02611
OG0000830	Prav.g_01614	Syae.g_02610
OG0000831	Prav.g_01616	Syae.g_02608
OG0000832	Prav.g_01622	Syae.g_01081
OG0000833	Prav.g_01630	Syae.g_01106
OG0000834	Prav.g_01631	Syae.g_01108
OG0000835	Prav.g_01632	Syae.g_01109
OG0000836	Prav.g_01633	Syae.g_01113
OG0000837	Prav.g_01634	Syae.g_01115
OG0000838	Prav.g_01636	Syae.g_01119
OG0000839	Prav.g_01637	Syae.g_01120
OG0000840	Prav.g_01638	Syae.g_01121
OG0000841	Prav.g_01639	Syae.g_01122
OG0000842	Prav.g_01640	Syae.g_01123
OG0000843	Prav.g_01641	Syae.g_01124
OG0000844	Prav.g_01642	Syae.g_01125
OG0000845	Prav.g_01643	Syae.g_01126
OG0000846	Prav.g_01644	Syae.g_01127
OG0000847	Prav.g_01645	Syae.g_01128
OG0000848	Prav.g_01646	Syae.g_01130
OG0000849	Prav.g_01647	Syae.g_01131
OG0000850	Prav.g_01649	Syae.g_01133
OG0000851	Prav.g_01650	Syae.g_01139
OG0000852	Prav.g_01651	Syae.g_01140
OG0000853	Prav.g_01655	Syae.g_01144
OG0000854	Prav.g_01657	Syae.g_01146
OG0000855	Prav.g_01658	Syae.g_01147
OG0000856	Prav.g_01671	Syae.g_00059
OG0000857	Prav.g_01699	Syae.g_00503
OG0000858	Prav.g_01755	Syae.g_01153
OG0000859	Prav.g_01756	Syae.g_01154
OG0000860	Prav.g_01763	Syae.g_01165
OG0000861	Prav.g_01764	Syae.g_01166
OG0000862	Prav.g_01765	Syae.g_01167
OG0000863	Prav.g_01767	Syae.g_01170
OG0000864	Prav.g_01768	Syae.g_01171
OG0000865	Prav.g_01769	Syae.g_01172
OG0000866	Prav.g_01770	Syae.g_01173
OG0000867	Prav.g_01771	Syae.g_01174
OG0000868	Prav.g_01772	Syae.g_01177
OG0000869	Prav.g_01776	Syae.g_01182
OG0000870	Prav.g_01781	Syae.g_01187
OG0000871	Prav.g_01782	Syae.g_01188
OG0000872	Prav.g_01783	Syae.g_01196
OG0000873	Prav.g_01786	Syae.g_01199
OG0000874	Prav.g_01789	Syae.g_01194
OG0000875	Prav.g_01790	Syae.g_01244
OG0000876	Prav.g_01791	Syae.g_01020
OG0000877	Prav.g_01793	Syae.g_01025
OG0000878	Prav.g_01794	Syae.g_01026
OG0000879	Prav.g_01795	Syae.g_01027
OG0000880	Prav.g_01796	Syae.g_01028
OG0000881	Prav.g_01800	Syae.g_01034
OG0000882	Prav.g_01805	Syae.g_01039
OG0000883	Prav.g_01807	Syae.g_01041
OG0000884	Prav.g_01809	Syae.g_01043
OG0000885	Prav.g_01810	Syae.g_01044
OG0000886	Prav.g_01811	Syae.g_01045
OG0000887	Prav.g_01812	Syae.g_01046
OG0000888	Prav.g_01814	Syae.g_01048
OG0000889	Prav.g_01816	Syae.g_01050
OG0000890	Prav.g_01817	Syae.g_01056
OG0000891	Prav.g_01818	Syae.g_01057
OG0000892	Prav.g_00264	Syae.g_01059
OG0000893	Prav.g_00268	Syae.g_02031
OG0000894	Prav.g_00270	Syae.g_02034
OG0000895	Prav.g_00273	Syae.g_02038
OG0000896	Prav.g_00274	Syae.g_02039
OG0000897	Prav.g_00276	Syae.g_02041
OG0000898	Prav.g_00277	Syae.g_02042
OG0000899	Prav.g_00278	Syae.g_02043
OG0000900	Prav.g_00279	Syae.g_02044
OG0000901	Prav.g_00282	Syae.g_02049
OG0000902	Prav.g_00284	Syae.g_02051
OG0000903	Prav.g_00287	Syae.g_02077
OG0000904	Prav.g_00289	Syae.g_02071
OG0000905	Prav.g_00294	Syae.g_02065
OG0000906	Prav.g_00295	Syae.g_02063
OG0000907	Prav.g_00590	Syae.g_02079
OG0000908	Prav.g_00593	Syae.g_02082
OG0000909	Prav.g_00594	Syae.g_02083
OG0000910	Prav.g_00595	Syae.g_02084
OG0000911	Prav.g_00597	Syae.g_02086
OG0000912	Prav.g_00598	Syae.g_02087
OG0000913	Prav.g_00599	Syae.g_02088
OG0000914	Prav.g_00600	Syae.g_02089
OG0000915	Prav.g_00601	Syae.g_02091
OG0000916	Prav.g_00602	Syae.g_02092
OG0000917	Prav.g_00603	Syae.g_02093
OG0000918	Prav.g_00604	Syae.g_02094
OG0000919	Prav.g_00605	Syae.g_02095
OG0000920	Prav.g_00606	Syae.g_02096
OG0000921	Prav.g_00607	Syae.g_02097
OG0000922	Prav.g_00608	Syae.g_02098
OG0000923	Prav.g_00612	Syae.g_02102
OG0000924	Prav.g_00613	Syae.g_02103
OG0000925	Prav.g_00614	Syae.g_02104
OG0000926	Prav.g_00615	Syae.g_02105
OG0000927	Prav.g_00617	Syae.g_02107
OG0000928	Prav.g_00618	Syae.g_02108
OG0000929	Prav.g_00619	Syae.g_02109
OG0000930	Prav.g_00620	Syae.g_02110
OG0000931	Prav.g_00621	Syae.g_02111
OG0000932	Prav.g_00622	Syae.g_02112
OG0000933	Prav.g_00626	Syae.g_02118
OG0000934	Prav.g_00628	Syae.g_02120
OG0000935	Prav.g_00629	Syae.g_02121
OG0000936	Prav.g_00630	Syae.g_02122
OG0000937	Prav.g_00631	Syae.g_02123
OG0000938	Prav.g_00633	Syae.g_02126
OG0000939	Prav.g_00634	Syae.g_02127
OG0000940	Prav.g_00641	Syae.g_02133
OG0000941	Prav.g_00643	Syae.g_02135
OG0000942	Prav.g_00645	Syae.g_02137
OG0000943	Prav.g_00646	Syae.g_02138
OG0000944	Prav.g_00647	Syae.g_02140
OG0000945	Prav.g_00648	Syae.g_02142
OG0000946	Prav.g_00653	Syae.g_02146
OG0000947	Prav.g_00655	Syae.g_02149
OG0000948	Prav.g_00656	Syae.g_02150
OG0000949	Prav.g_00659	Syae.g_01884
OG0000950	Prav.g_00664	Syae.g_01873
OG0000951	Prav.g_00668	Syae.g_01866
OG0000952	Prav.g_00672	Syae.g_01859
OG0000953	Prav.g_00675	Syae.g_01854
OG0000954	Prav.g_00679	Syae.g_01845
OG0000955	Prav.g_00680	Syae.g_01844
OG0000956	Prav.g_00682	Syae.g_01842
OG0000957	Prav.g_00687	Syae.g_01831
OG0000958	Prav.g_00688	Syae.g_01830
OG0000959	Prav.g_00692	Syae.g_01826
OG0000960	Prav.g_00693	Syae.g_01825
OG0000961	Prav.g_00695	Syae.g_01822
OG0000962	Prav.g_00697	Syae.g_01820
OG0000963	Prav.g_00701	Syae.g_01814
OG0000964	Prav.g_00702	Syae.g_01813
OG0000965	Prav.g_00703	Syae.g_01812
OG0000966	Prav.g_00710	Syae.g_01789
OG0000967	Prav.g_00714	Syae.g_01782
OG0000968	Prav.g_00716	Syae.g_01787
OG0000969	Prav.g_00717	Syae.g_01785
OG0000970	Prav.g_00718	Syae.g_01784
OG0000971	Prav.g_00719	Syae.g_01779
OG0000972	Prav.g_00720	Syae.g_01778
OG0000973	Prav.g_00721	Syae.g_01777
OG0000974	Prav.g_00722	Syae.g_01776
OG0000975	Prav.g_00723	Syae.g_01775
OG0000976	Prav.g_00724	Syae.g_01774
OG0000977	Prav.g_00725	Syae.g_01772
OG0000978	Prav.g_00726	Syae.g_01771
OG0000979	Prav.g_00729	Syae.g_01768
OG0000980	Prav.g_00731	Syae.g_01765
OG0000981	Prav.g_00733	Syae.g_01762
OG0000982	Prav.g_00735	Syae.g_01568
OG0000983	Prav.g_00736	Syae.g_01569
OG0000984	Prav.g_00737	Syae.g_01570
OG0000985	Prav.g_00740	Syae.g_01572
OG0000986	Prav.g_00742	Syae.g_01575
OG0000987	Prav.g_00743	Syae.g_01577
OG0000988	Prav.g_00746	Syae.g_01583
OG0000989	Prav.g_00750	Syae.g_01591
OG0000990	Prav.g_00753	Syae.g_01606
OG0000991	Prav.g_00754	Syae.g_01609
OG0000992	Prav.g_00756	Syae.g_01612
OG0000993	Prav.g_00757	Syae.g_01613
OG0000994	Prav.g_00758	Syae.g_01616
OG0000995	Prav.g_00762	Syae.g_01627
OG0000996	Prav.g_00763	Syae.g_01667
OG0000997	Prav.g_00764	Syae.g_01678
OG0000998	Prav.g_00766	Syae.g_01680
OG0000999	Prav.g_00767	Syae.g_01683
OG0001000	Prav.g_00770	Syae.g_01686
OG0001001	Prav.g_00772	Syae.g_01692
OG0001002	Prav.g_00776	Syae.g_01699
OG0001003	Prav.g_00778	Syae.g_01701
OG0001004	Prav.g_00779	Syae.g_01702
OG0001005	Prav.g_00780	Syae.g_01703
OG0001006	Prav.g_00784	Syae.g_01710
OG0001007	Prav.g_00786	Syae.g_01712
OG0001008	Prav.g_01036	Syae.g_00993
OG0001009	Prav.g_00095	Syae.g_01744
OG0001010	Prav.g_00096	Syae.g_01745
OG0001011	Prav.g_00097	Syae.g_01747
OG0001012	Prav.g_00114	Syae.g_01564
OG0001013	Prav.g_00119	Syae.g_01552
OG0001014	Prav.g_00122	Syae.g_01548
OG0001015	Prav.g_00123	Syae.g_01547
OG0001016	Prav.g_00138	Syae.g_01290
OG0001017	Prav.g_00142	Syae.g_01296
OG0001018	Prav.g_00145	Syae.g_01298
OG0001019	Prav.g_00154	Syae.g_01334
OG0001020	Prav.g_00155	Syae.g_01340
OG0001021	Prav.g_00156	Syae.g_01344
OG0001022	Prav.g_00159	Syae.g_01348
OG0001023	Prav.g_00160	Syae.g_01349
OG0001024	Prav.g_00163	Syae.g_01353
OG0001025	Prav.g_00169	Syae.g_01360
OG0001026	Prav.g_00176	Syae.g_01373
OG0001027	Prav.g_00177	Syae.g_01377
OG0001028	Prav.g_00179	Syae.g_01379
OG0001029	Prav.g_00180	Syae.g_01381
OG0001030	Prav.g_00195	Syae.g_01403
OG0001031	Prav.g_00852	Syae.g_01475
OG0001032	Prav.g_00851	Syae.g_01479
OG0001033	Prav.g_00830	Syae.g_01505
OG0001034	Prav.g_00802	Syae.g_02238
OG0001035	Prav.g_01901	Syae.g_02006
OG0001036	Prav.g_01906	Syae.g_02001
OG0001037	Prav.g_01907	Syae.g_01999
OG0001038	Prav.g_01924	Syae.g_01971
OG0001039	Prav.g_01927	Syae.g_01968
OG0001040	Prav.g_01929	Syae.g_01965
OG0001041	Prav.g_01933	Syae.g_01960
OG0001042	Prav.g_01950	Syae.g_01935
OG0001043	Prav.g_01951	Syae.g_01931
OG0001044	Prav.g_01979	Syae.g_02191
OG0001045	Prav.g_01988	Syae.g_02204
OG0001046	Prav.g_00996	Syae.g_00385
OG0001047	Prav.g_01038	Syae.g_00991
OG0001048	Prav.g_01039	Syae.g_00990
OG0001049	Prav.g_01041	Syae.g_00987
OG0001050	Prav.g_01042	Syae.g_00986
OG0001051	Prav.g_01043	Syae.g_00985
OG0001052	Prav.g_01069	Syae.g_02526
OG0001053	Prav.g_01081	Syae.g_02312
OG0001054	Prav.g_01096	Syae.g_02329
OG0001055	Prav.g_01115	Syae.g_02350
OG0001056	Prav.g_01134	Syae.g_02379
OG0001057	Prav.g_01139	Syae.g_02388
OG0001058	Prav.g_01147	Syae.g_02402
OG0001059	Prav.g_01151	Syae.g_02406
OG0001060	Prav.g_01158	Syae.g_02412
OG0001061	Prav.g_01171	Syae.g_02434
OG0001062	Prav.g_01173	Syae.g_02436
OG0001063	Prav.g_01175	Syae.g_02440
OG0001064	Prav.g_01176	Syae.g_02441
OG0001065	Prav.g_01177	Syae.g_02442
OG0001066	Prav.g_01178	Syae.g_02443
OG0001067	Prav.g_01179	Syae.g_02444
OG0001068	Prav.g_01180	Syae.g_02445
OG0001069	Prav.g_01181	Syae.g_02446
OG0001070	Prav.g_01184	Syae.g_02449
OG0001071	Prav.g_01185	Syae.g_02450
OG0001072	Prav.g_01186	Syae.g_02454
OG0001073	Prav.g_01200	Syae.g_02468
OG0001074	Prav.g_01211	Syae.g_00027
OG0001075	Prav.g_01212	Syae.g_00029
OG0001076	Prav.g_01222	Syae.g_00050
OG0001077	Prav.g_01226	Syae.g_00061
OG0001078	Prav.g_01234	Syae.g_00075
OG0001079	Prav.g_01245	Syae.g_00088
OG0001080	Prav.g_01251	Syae.g_00267
OG0001081	Prav.g_01253	Syae.g_00615
OG0001082	Prav.g_01254	Syae.g_00614
OG0001083	Prav.g_01259	Syae.g_00605
OG0001084	Prav.g_01260	Syae.g_00604
OG0001085	Prav.g_01268	Syae.g_00594
OG0001086	Prav.g_01269	Syae.g_00592
OG0001087	Prav.g_01286	Syae.g_00751
OG0001088	Prav.g_01287	Syae.g_00755
OG0001089	Prav.g_01295	Syae.g_00781
OG0001090	Prav.g_00307	Syae.g_00471
OG0001091	Prav.g_00309	Syae.g_00469
OG0001092	Prav.g_00310	Syae.g_00466
OG0001093	Prav.g_00315	Syae.g_00460
OG0001094	Prav.g_00391	Syae.g_00527
OG0001095	Prav.g_00410	Syae.g_00506
OG0001096	Prav.g_00423	Syae.g_00490
OG0001097	Prav.g_00441	Syae.g_00845
OG0001098	Prav.g_00456	Syae.g_00269
OG0001099	Prav.g_00487	Syae.g_01380
OG0001100	Prav.g_00491	Syae.g_00583
OG0001101	Prav.g_00493	Syae.g_00581
OG0001102	Prav.g_00496	Syae.g_00578
OG0001103	Prav.g_00498	Syae.g_00576
OG0001104	Prav.g_00520	Syae.g_00544
OG0001105	Prav.g_00524	Syae.g_00540
OG0001106	Prav.g_00547	Syae.g_00346
OG0001107	Prav.g_00554	Syae.g_00358
OG0001108	Prav.g_00558	Syae.g_00366
OG0001109	Prav.g_00559	Syae.g_00368
OG0001110	Prav.g_00561	Syae.g_00370
OG0001111	Prav.g_00562	Syae.g_00372
OG0001112	Prav.g_00563	Syae.g_00374
OG0001113	Prav.g_00564	Syae.g_00375
OG0001114	Prav.g_00565	Syae.g_00376
OG0001115	Prav.g_00567	Syae.g_00380
OG0001116	Prav.g_00568	Syae.g_00382
OG0001117	Prav.g_00569	Syae.g_00383
OG0001118	Prav.g_00570	Syae.g_00384
OG0001119	Prav.g_00571	Syae.g_00386
OG0001120	Prav.g_00573	Syae.g_00390
OG0001121	Prav.g_00031, Prav.g_00576	Syae.g_00133
OG0001122	Prav.g_00905	Syae.g_00417
OG0001123	Prav.g_00909	Syae.g_00424
OG0001124	Prav.g_00911	Syae.g_00426
OG0001125	Prav.g_00912	Syae.g_00428
OG0001126	Prav.g_00922	Syae.g_00807
OG0001127	Prav.g_00923	Syae.g_00806
OG0001128	Prav.g_00925	Syae.g_00803
OG0001129	Prav.g_00926	Syae.g_00801
OG0001130	Prav.g_00927	Syae.g_00800
OG0001131	Prav.g_00242	Syae.g_00562
OG0001132	Prav.g_00252	Syae.g_00242
OG0001133	Prav.g_00019	Syae.g_00053
OG0001134	Prav.g_00033	Syae.g_00638
OG0001135	Prav.g_00036	Syae.g_00636
OG0001136	Prav.g_00062	Syae.g_00923
OG0001137	Prav.g_00073	Syae.g_00903
OG0001138	Prav.g_01855	Syae.g_00654
OG0001139	Prav.g_01854	Syae.g_00656
OG0001140	Prav.g_01853	Syae.g_00657
OG0001141	Prav.g_01852	Syae.g_00658
OG0001142	Prav.g_01851	Syae.g_00660
OG0001143	Prav.g_01844	Syae.g_00673
OG0001144	Prav.g_01839	Syae.g_00684
OG0001145	Prav.g_01430	Syae.g_00948
OG0001146	Prav.g_01442	Syae.g_00968
OG0001147	Prav.g_01459	Syae.g_02536
OG0001148	Prav.g_01475	Syae.g_02297
OG0001149	Prav.g_01476	Syae.g_02296
OG0001150	Prav.g_01477	Syae.g_02295
OG0001151	Prav.g_01488	Syae.g_02282
OG0001152	Prav.g_01489	Syae.g_02281
OG0001153	Prav.g_01610	Syae.g_02613
OG0001155	Prav.g_01623	Syae.g_01083
OG0001156	Prav.g_01626	Syae.g_01093
OG0001157	Prav.g_01627	Syae.g_01094
OG0001158	Prav.g_01628	Syae.g_01100
OG0001159	Prav.g_01629	Syae.g_01103
OG0001160	Prav.g_01653	Syae.g_01142
OG0001161	Prav.g_01664	Syae.g_01597
OG0001162	Prav.g_01675	Syae.g_00487
OG0001163	Prav.g_01753	Syae.g_01150
OG0001164	Prav.g_01757	Syae.g_01156
