Orthogroup	Prav	Syai
OG0000578	Prav.g_01197	Syai.g_00804
OG0000579	Prav.g_01198	Syai.g_00805
OG0000580	Prav.g_01199	Syai.g_00806
OG0000581	Prav.g_01201	Syai.g_00812
OG0000582	Prav.g_01204	Syai.g_01042
OG0000583	Prav.g_01205	Syai.g_01043
OG0000584	Prav.g_01206	Syai.g_01044
OG0000585	Prav.g_01208	Syai.g_01046
OG0000586	Prav.g_01209	Syai.g_01047
OG0000587	Prav.g_01210	Syai.g_01049
OG0000588	Prav.g_01214	Syai.g_01063
OG0000589	Prav.g_01219	Syai.g_01066
OG0000590	Prav.g_01220	Syai.g_01067
OG0000591	Prav.g_01223	Syai.g_01075
OG0000592	Prav.g_01224	Syai.g_01076
OG0000593	Prav.g_01230	Syai.g_01100
OG0000594	Prav.g_01231	Syai.g_01101
OG0000595	Prav.g_01232	Syai.g_01102
OG0000596	Prav.g_01236	Syai.g_01107
OG0000597	Prav.g_01238	Syai.g_01110
OG0000598	Prav.g_01239	Syai.g_01111
OG0000599	Prav.g_01242	Syai.g_01114
OG0000600	Prav.g_01243	Syai.g_01115
OG0000601	Prav.g_01244	Syai.g_01116
OG0000602	Prav.g_01246	Syai.g_01121
OG0000603	Prav.g_01247	Syai.g_01122
OG0000604	Prav.g_01248	Syai.g_01125
OG0000605	Prav.g_01249	Syai.g_01609
OG0000606	Prav.g_01252	Syai.g_01221
OG0000607	Prav.g_01255	Syai.g_01224
OG0000608	Prav.g_01256	Syai.g_01225
OG0000609	Prav.g_01257	Syai.g_01227
OG0000610	Prav.g_01262	Syai.g_01234
OG0000611	Prav.g_01265	Syai.g_01237
OG0000612	Prav.g_01266	Syai.g_01238
OG0000613	Prav.g_01271	Syai.g_00196
OG0000614	Prav.g_01290	Syai.g_01981
OG0000615	Prav.g_01298	Syai.g_01286
OG0000616	Prav.g_01312	Syai.g_02914
OG0000617	Prav.g_00312	Syai.g_01393
OG0000618	Prav.g_00313	Syai.g_01394
OG0000619	Prav.g_00314	Syai.g_01395
OG0000620	Prav.g_00317	Syai.g_01402
OG0000621	Prav.g_00318	Syai.g_01403
OG0000622	Prav.g_00319	Syai.g_01404
OG0000623	Prav.g_00320	Syai.g_01405
OG0000624	Prav.g_00321	Syai.g_01407
OG0000625	Prav.g_00322	Syai.g_01408
OG0000626	Prav.g_00323	Syai.g_01409
OG0000627	Prav.g_00324	Syai.g_01575
OG0000628	Prav.g_00325	Syai.g_01573
OG0000629	Prav.g_00326	Syai.g_01570
OG0000630	Prav.g_00329	Syai.g_01566
OG0000631	Prav.g_00388	Syai.g_01557
OG0000632	Prav.g_00389	Syai.g_01556
OG0000633	Prav.g_00390	Syai.g_01555
OG0000634	Prav.g_00393	Syai.g_01317
OG0000635	Prav.g_00394	Syai.g_01318
OG0000636	Prav.g_00396	Syai.g_01320
OG0000637	Prav.g_00398	Syai.g_01322
OG0000638	Prav.g_00399	Syai.g_01323
OG0000639	Prav.g_00400	Syai.g_01324
OG0000640	Prav.g_00401	Syai.g_01325
OG0000641	Prav.g_00405	Syai.g_01329
OG0000642	Prav.g_00406	Syai.g_01330
OG0000643	Prav.g_00407	Syai.g_01349
OG0000644	Prav.g_00408	Syai.g_01350
OG0000645	Prav.g_00409	Syai.g_01352
OG0000646	Prav.g_00411	Syai.g_01355
OG0000647	Prav.g_00412	Syai.g_01357
OG0000648	Prav.g_00414	Syai.g_01362
OG0000649	Prav.g_00415	Syai.g_01363
OG0000650	Prav.g_00416	Syai.g_01364
OG0000651	Prav.g_00417	Syai.g_01365
OG0000652	Prav.g_00418	Syai.g_01366
OG0000653	Prav.g_00420	Syai.g_01368
OG0000654	Prav.g_00421	Syai.g_01369
OG0000655	Prav.g_00422	Syai.g_01370
OG0000656	Prav.g_00425	Syai.g_01373
OG0000657	Prav.g_00432	Syai.g_02045
OG0000658	Prav.g_00433	Syai.g_02049
OG0000659	Prav.g_00434	Syai.g_02050
OG0000660	Prav.g_00438	Syai.g_02054
OG0000661	Prav.g_00440	Syai.g_02056
OG0000662	Prav.g_00442	Syai.g_02058
OG0000663	Prav.g_00444	Syai.g_02061
OG0000664	Prav.g_00445	Syai.g_02062
OG0000665	Prav.g_00449	Syai.g_02431
OG0000666	Prav.g_00450	Syai.g_01610
OG0000667	Prav.g_00454	Syai.g_01724
OG0000668	Prav.g_00483	Syai.g_01436
OG0000669	Prav.g_00490	Syai.g_01251
OG0000670	Prav.g_00492	Syai.g_00561
OG0000671	Prav.g_00494	Syai.g_01255
OG0000672	Prav.g_00497	Syai.g_01259
OG0000673	Prav.g_00500	Syai.g_01262
OG0000674	Prav.g_00502	Syai.g_01264
OG0000675	Prav.g_00503	Syai.g_01265
OG0000676	Prav.g_00505	Syai.g_01275
OG0000677	Prav.g_00506	Syai.g_01276
OG0000678	Prav.g_00508	Syai.g_01279
OG0000679	Prav.g_00512	Syai.g_01288
OG0000680	Prav.g_00513	Syai.g_01289
OG0000681	Prav.g_00515	Syai.g_01292
OG0000682	Prav.g_00516	Syai.g_01293
OG0000683	Prav.g_00517	Syai.g_01294
OG0000684	Prav.g_00519	Syai.g_01299
OG0000685	Prav.g_00521	Syai.g_01301
OG0000686	Prav.g_00522	Syai.g_01302
OG0000687	Prav.g_00523	Syai.g_01303
OG0000688	Prav.g_00526	Syai.g_01307
OG0000689	Prav.g_00527	Syai.g_01309
OG0000690	Prav.g_00528	Syai.g_01310
OG0000691	Prav.g_00529	Syai.g_01311
OG0000692	Prav.g_00530	Syai.g_01312
OG0000693	Prav.g_00531	Syai.g_01313
OG0000694	Prav.g_00532	Syai.g_01314
OG0000695	Prav.g_00534	Syai.g_01553
OG0000696	Prav.g_00535	Syai.g_01552
OG0000697	Prav.g_00536	Syai.g_01550
OG0000698	Prav.g_00539	Syai.g_01547
OG0000699	Prav.g_00540	Syai.g_01545
OG0000700	Prav.g_00541	Syai.g_01544
OG0000701	Prav.g_00542	Syai.g_01543
OG0000702	Prav.g_00544	Syai.g_01521
OG0000703	Prav.g_00545	Syai.g_01520
OG0000704	Prav.g_00546	Syai.g_01518
OG0000705	Prav.g_00550	Syai.g_01511
OG0000706	Prav.g_00551	Syai.g_01510
OG0000707	Prav.g_00552	Syai.g_01509
OG0000708	Prav.g_00553	Syai.g_01506
OG0000709	Prav.g_00557	Syai.g_01497
OG0000710	Prav.g_00560	Syai.g_01487
OG0000711	Prav.g_00577	Syai.g_01456
OG0000712	Prav.g_00579	Syai.g_01454
OG0000713	Prav.g_00580	Syai.g_01453
OG0000714	Prav.g_00581	Syai.g_01451
OG0000715	Prav.g_00583	Syai.g_01449
OG0000716	Prav.g_00585	Syai.g_01445
OG0000717	Prav.g_00586	Syai.g_01444
OG0000718	Prav.g_00902	Syai.g_01440
OG0000719	Prav.g_00904	Syai.g_01438
OG0000720	Prav.g_00913	Syai.g_01425
OG0000721	Prav.g_00915	Syai.g_01423
OG0000722	Prav.g_00916	Syai.g_01422
OG0000723	Prav.g_00919	Syai.g_01411
OG0000724	Prav.g_00928	Syai.g_02013
OG0000725	Prav.g_00934	Syai.g_02004
OG0000726	Prav.g_00935	Syai.g_02003
OG0000727	Prav.g_00936	Syai.g_02002
OG0000728	Prav.g_00938	Syai.g_02000
OG0000729	Prav.g_00263	Syai.g_00097
OG0000730	Prav.g_00004	Syai.g_00483
OG0000731	Prav.g_00008	Syai.g_00495
OG0000732	Prav.g_00016	Syai.g_00058
OG0000733	Prav.g_00034	Syai.g_02805
OG0000734	Prav.g_00050	Syai.g_02548
OG0000735	Prav.g_00052	Syai.g_02159
OG0000736	Prav.g_00053	Syai.g_02158
OG0000737	Prav.g_00054	Syai.g_02157
OG0000738	Prav.g_00058	Syai.g_02152
OG0000739	Prav.g_00059	Syai.g_02151
OG0000740	Prav.g_00060	Syai.g_02150
OG0000741	Prav.g_00061	Syai.g_02147
OG0000742	Prav.g_00064	Syai.g_02145
OG0000743	Prav.g_00066	Syai.g_02143
OG0000744	Prav.g_00067	Syai.g_02142
OG0000745	Prav.g_00068	Syai.g_02140
OG0000746	Prav.g_00070	Syai.g_02138
OG0000747	Prav.g_00071	Syai.g_02137
OG0000748	Prav.g_00074	Syai.g_02125
OG0000749	Prav.g_00075	Syai.g_02123
OG0000750	Prav.g_00076	Syai.g_02122
OG0000751	Prav.g_01868	Syai.g_02116
OG0000752	Prav.g_01866	Syai.g_02114
OG0000753	Prav.g_01863	Syai.g_02111
OG0000754	Prav.g_01860	Syai.g_01750
OG0000755	Prav.g_01857	Syai.g_01760
OG0000756	Prav.g_01856	Syai.g_01761
OG0000757	Prav.g_01850	Syai.g_01769
OG0000758	Prav.g_01849	Syai.g_01770
OG0000759	Prav.g_01848	Syai.g_01771
OG0000760	Prav.g_01847	Syai.g_01772
OG0000761	Prav.g_01846	Syai.g_01775
OG0000762	Prav.g_01845	Syai.g_01777
OG0000763	Prav.g_01843	Syai.g_01779
OG0000764	Prav.g_01842	Syai.g_01780
OG0000765	Prav.g_01833	Syai.g_01797
OG0000766	Prav.g_01832	Syai.g_01798
OG0000767	Prav.g_01830	Syai.g_01800
OG0000768	Prav.g_01829	Syai.g_01801
OG0000769	Prav.g_01827	Syai.g_01803
OG0000770	Prav.g_01825	Syai.g_01822
OG0000771	Prav.g_02003	Syai.g_02019
OG0000772	Prav.g_01409	Syai.g_01639
OG0000773	Prav.g_01429	Syai.g_02164
OG0000774	Prav.g_01431	Syai.g_02168
OG0000775	Prav.g_01433	Syai.g_02172
OG0000776	Prav.g_01434	Syai.g_02173
OG0000777	Prav.g_01435	Syai.g_02174
OG0000778	Prav.g_01436	Syai.g_02175
OG0000779	Prav.g_01440	Syai.g_02181
OG0000780	Prav.g_01441	Syai.g_02184
OG0000781	Prav.g_01444	Syai.g_02188
OG0000782	Prav.g_01445	Syai.g_02189
OG0000783	Prav.g_01446	Syai.g_02190
OG0000784	Prav.g_01447	Syai.g_02191
OG0000785	Prav.g_01449	Syai.g_02193
OG0000786	Prav.g_01451	Syai.g_00816
OG0000787	Prav.g_01452	Syai.g_00815
OG0000788	Prav.g_01460	Syai.g_01117
OG0000789	Prav.g_01463	Syai.g_01596
OG0000790	Prav.g_01478	Syai.g_00623
OG0000791	Prav.g_01480	Syai.g_00621
OG0000792	Prav.g_01481	Syai.g_00620
OG0000793	Prav.g_01484	Syai.g_00615
OG0000794	Prav.g_01485	Syai.g_00614
OG0000795	Prav.g_01486	Syai.g_00613
OG0000796	Prav.g_01490	Syai.g_00609
OG0000797	Prav.g_01491	Syai.g_00608
OG0000799	Prav.g_01560	Syai.g_00996
OG0000800	Prav.g_01561	Syai.g_00993
OG0000801	Prav.g_01562	Syai.g_00992
OG0000802	Prav.g_01564	Syai.g_00988
OG0000803	Prav.g_01566	Syai.g_00983
OG0000804	Prav.g_01567	Syai.g_00980
OG0000805	Prav.g_01569	Syai.g_00965
OG0000806	Prav.g_01571	Syai.g_00963
OG0000807	Prav.g_01572	Syai.g_00961
OG0000808	Prav.g_01573	Syai.g_00960
OG0000809	Prav.g_01576	Syai.g_00957
OG0000810	Prav.g_01577	Syai.g_00956
OG0000811	Prav.g_01581	Syai.g_00950
OG0000812	Prav.g_01583	Syai.g_00948
OG0000813	Prav.g_01584	Syai.g_00947
OG0000814	Prav.g_01586	Syai.g_00945
OG0000815	Prav.g_01587	Syai.g_00944
OG0000816	Prav.g_01589	Syai.g_00942
OG0000817	Prav.g_01590	Syai.g_00941
OG0000818	Prav.g_01595	Syai.g_00935
OG0000819	Prav.g_01596	Syai.g_00934
OG0000820	Prav.g_01597	Syai.g_00933
OG0000821	Prav.g_01601	Syai.g_00916
OG0000822	Prav.g_01602	Syai.g_00914
OG0000823	Prav.g_01603	Syai.g_00913
OG0000824	Prav.g_01606	Syai.g_00907
OG0000825	Prav.g_01607	Syai.g_00906
OG0000826	Prav.g_01608	Syai.g_00905
OG0000827	Prav.g_01609	Syai.g_00904
OG0000828	Prav.g_01612	Syai.g_00900
OG0000829	Prav.g_01613	Syai.g_00899
OG0000830	Prav.g_01614	Syai.g_00898
OG0000831	Prav.g_01616	Syai.g_00896
OG0000832	Prav.g_01622	Syai.g_02296
OG0000833	Prav.g_01630	Syai.g_02305
OG0000834	Prav.g_01631	Syai.g_02307
OG0000835	Prav.g_01632	Syai.g_02308
OG0000836	Prav.g_01633	Syai.g_02312
OG0000837	Prav.g_01634	Syai.g_02313
OG0000838	Prav.g_01636	Syai.g_02323
OG0000839	Prav.g_01637	Syai.g_02324
OG0000840	Prav.g_01638	Syai.g_02325
OG0000841	Prav.g_01639	Syai.g_02326
OG0000842	Prav.g_01640	Syai.g_02327
OG0000843	Prav.g_01641	Syai.g_02328
OG0000844	Prav.g_01642	Syai.g_02330
OG0000845	Prav.g_01643	Syai.g_02331
OG0000846	Prav.g_01644	Syai.g_02332
OG0000847	Prav.g_01645	Syai.g_02333
OG0000848	Prav.g_01646	Syai.g_02335
OG0000849	Prav.g_01647	Syai.g_02336
OG0000850	Prav.g_01649	Syai.g_02339
OG0000851	Prav.g_01650	Syai.g_02352
OG0000852	Prav.g_01651	Syai.g_02353
OG0000853	Prav.g_01655	Syai.g_02357
OG0000854	Prav.g_01657	Syai.g_02359
OG0000855	Prav.g_01658	Syai.g_02360
OG0000856	Prav.g_01671	Syai.g_01078
OG0000857	Prav.g_01699	Syai.g_01356
OG0000858	Prav.g_01755	Syai.g_02366
OG0000859	Prav.g_01756	Syai.g_02367
OG0000860	Prav.g_01763	Syai.g_02380
OG0000861	Prav.g_01764	Syai.g_02381
OG0000862	Prav.g_01765	Syai.g_02382
OG0000863	Prav.g_01767	Syai.g_02385
OG0000864	Prav.g_01768	Syai.g_02386
OG0000865	Prav.g_01769	Syai.g_02387
OG0000866	Prav.g_01770	Syai.g_02388
OG0000867	Prav.g_01771	Syai.g_02389
OG0000868	Prav.g_01772	Syai.g_02392
OG0000869	Prav.g_01776	Syai.g_02396
OG0000870	Prav.g_01781	Syai.g_02401
OG0000871	Prav.g_01782	Syai.g_02402
OG0000872	Prav.g_01783	Syai.g_02409
OG0000873	Prav.g_01786	Syai.g_02412
OG0000874	Prav.g_01789	Syai.g_02408
OG0000875	Prav.g_01790	Syai.g_02416
OG0000876	Prav.g_01791	Syai.g_02243
OG0000877	Prav.g_01793	Syai.g_02250
OG0000878	Prav.g_01794	Syai.g_02251
OG0000879	Prav.g_01795	Syai.g_02252
OG0000880	Prav.g_01796	Syai.g_02253
OG0000881	Prav.g_01800	Syai.g_02257
OG0000882	Prav.g_01805	Syai.g_02262
OG0000883	Prav.g_01807	Syai.g_02264
OG0000884	Prav.g_01809	Syai.g_02266
OG0000885	Prav.g_01810	Syai.g_02267
OG0000886	Prav.g_01811	Syai.g_02268
OG0000887	Prav.g_01812	Syai.g_02269
OG0000888	Prav.g_01814	Syai.g_02271
OG0000889	Prav.g_01816	Syai.g_02273
OG0000890	Prav.g_01817	Syai.g_02279
OG0000891	Prav.g_01818	Syai.g_02280
OG0000892	Prav.g_00264	Syai.g_02282
OG0000893	Prav.g_00268	Syai.g_00318
OG0000894	Prav.g_00270	Syai.g_00321
OG0000895	Prav.g_00273	Syai.g_00325
OG0000896	Prav.g_00274	Syai.g_00326
OG0000897	Prav.g_00276	Syai.g_00328
OG0000898	Prav.g_00277	Syai.g_00329
OG0000899	Prav.g_00278	Syai.g_00330
OG0000900	Prav.g_00279	Syai.g_00331
OG0000901	Prav.g_00282	Syai.g_00336
OG0000902	Prav.g_00284	Syai.g_00338
OG0000903	Prav.g_00287	Syai.g_00353
OG0000904	Prav.g_00289	Syai.g_00348
OG0000905	Prav.g_00294	Syai.g_00342
OG0000906	Prav.g_00295	Syai.g_00340
OG0000907	Prav.g_00590	Syai.g_00358
OG0000908	Prav.g_00593	Syai.g_00361
OG0000909	Prav.g_00594	Syai.g_00362
OG0000910	Prav.g_00595	Syai.g_00363
OG0000911	Prav.g_00597	Syai.g_00365
OG0000912	Prav.g_00598	Syai.g_00366
OG0000913	Prav.g_00599	Syai.g_00367
OG0000914	Prav.g_00600	Syai.g_00368
OG0000915	Prav.g_00601	Syai.g_00370
OG0000916	Prav.g_00602	Syai.g_00371
OG0000917	Prav.g_00603	Syai.g_00372
OG0000918	Prav.g_00604	Syai.g_00373
OG0000919	Prav.g_00605	Syai.g_00374
OG0000920	Prav.g_00606	Syai.g_00375
OG0000921	Prav.g_00607	Syai.g_00376
OG0000922	Prav.g_00608	Syai.g_00377
OG0000923	Prav.g_00612	Syai.g_00381
OG0000924	Prav.g_00613	Syai.g_00382
OG0000925	Prav.g_00614	Syai.g_00383
OG0000926	Prav.g_00615	Syai.g_00384
OG0000927	Prav.g_00617	Syai.g_00386
OG0000928	Prav.g_00618	Syai.g_00387
OG0000929	Prav.g_00619	Syai.g_00388
OG0000930	Prav.g_00620	Syai.g_00389
OG0000931	Prav.g_00621	Syai.g_00390
OG0000932	Prav.g_00622	Syai.g_00391
OG0000933	Prav.g_00626	Syai.g_00397
OG0000934	Prav.g_00628	Syai.g_00399
OG0000935	Prav.g_00629	Syai.g_00400
OG0000936	Prav.g_00630	Syai.g_00401
OG0000937	Prav.g_00631	Syai.g_00402
OG0000938	Prav.g_00633	Syai.g_00405
OG0000939	Prav.g_00634	Syai.g_00406
OG0000940	Prav.g_00641	Syai.g_00413
OG0000941	Prav.g_00643	Syai.g_00415
OG0000942	Prav.g_00645	Syai.g_00417
OG0000943	Prav.g_00646	Syai.g_00418
OG0000944	Prav.g_00647	Syai.g_00420
OG0000945	Prav.g_00648	Syai.g_00422
OG0000946	Prav.g_00653	Syai.g_00428
OG0000947	Prav.g_00655	Syai.g_00431
OG0000948	Prav.g_00656	Syai.g_00432
OG0000949	Prav.g_00659	Syai.g_00174
OG0000950	Prav.g_00664	Syai.g_00163
OG0000951	Prav.g_00668	Syai.g_00158
OG0000952	Prav.g_00672	Syai.g_00136
OG0000953	Prav.g_00675	Syai.g_00132
OG0000954	Prav.g_00679	Syai.g_00127
OG0000955	Prav.g_00680	Syai.g_00126
OG0000956	Prav.g_00682	Syai.g_00124
OG0000957	Prav.g_00687	Syai.g_00113
OG0000958	Prav.g_00688	Syai.g_00112
OG0000959	Prav.g_00692	Syai.g_00108
OG0000960	Prav.g_00693	Syai.g_00107
OG0000961	Prav.g_00695	Syai.g_00100
OG0000962	Prav.g_00697	Syai.g_00098
OG0000963	Prav.g_00701	Syai.g_00094
OG0000964	Prav.g_00702	Syai.g_00093
OG0000965	Prav.g_00703	Syai.g_00092
OG0000966	Prav.g_00710	Syai.g_00082
OG0000967	Prav.g_00714	Syai.g_00077
OG0000968	Prav.g_00716	Syai.g_00085
OG0000969	Prav.g_00717	Syai.g_00080
OG0000970	Prav.g_00718	Syai.g_00079
OG0000971	Prav.g_00719	Syai.g_00074
OG0000972	Prav.g_00720	Syai.g_00073
OG0000973	Prav.g_00721	Syai.g_00072
OG0000974	Prav.g_00722	Syai.g_00071
OG0000975	Prav.g_00723	Syai.g_00070
OG0000976	Prav.g_00724	Syai.g_00069
OG0000977	Prav.g_00725	Syai.g_00067
OG0000978	Prav.g_00726	Syai.g_00065
OG0000979	Prav.g_00729	Syai.g_00062
OG0000980	Prav.g_00731	Syai.g_00059
OG0000981	Prav.g_00733	Syai.g_00056
OG0000982	Prav.g_00735	Syai.g_02777
OG0000983	Prav.g_00736	Syai.g_02778
OG0000984	Prav.g_00737	Syai.g_02779
OG0000985	Prav.g_00740	Syai.g_02781
OG0000986	Prav.g_00742	Syai.g_02784
OG0000987	Prav.g_00743	Syai.g_02786
OG0000988	Prav.g_00746	Syai.g_02790
OG0000989	Prav.g_00750	Syai.g_02797
OG0000990	Prav.g_00753	Syai.g_02825
OG0000991	Prav.g_00754	Syai.g_02827
OG0000992	Prav.g_00756	Syai.g_02830
OG0000993	Prav.g_00757	Syai.g_02831
OG0000994	Prav.g_00758	Syai.g_02834
OG0000995	Prav.g_00762	Syai.g_02840
OG0000996	Prav.g_00763	Syai.g_02891
OG0000997	Prav.g_00764	Syai.g_02900
OG0000998	Prav.g_00766	Syai.g_02902
OG0000999	Prav.g_00767	Syai.g_02903
OG0001000	Prav.g_00770	Syai.g_02906
OG0001001	Prav.g_00772	Syai.g_02911
OG0001002	Prav.g_00776	Syai.g_02918
OG0001003	Prav.g_00778	Syai.g_02919
OG0001004	Prav.g_00779	Syai.g_02920
OG0001005	Prav.g_00780	Syai.g_02921
OG0001006	Prav.g_00784	Syai.g_02931
OG0001007	Prav.g_00786	Syai.g_02933
OG0001008	Prav.g_01036	Syai.g_02227
OG0001009	Prav.g_00095	Syai.g_00034
OG0001010	Prav.g_00096	Syai.g_00035
OG0001011	Prav.g_00097	Syai.g_00037
OG0001012	Prav.g_00114	Syai.g_02773
OG0001013	Prav.g_00119	Syai.g_02750
OG0001014	Prav.g_00122	Syai.g_02726
OG0001015	Prav.g_00123	Syai.g_02725
OG0001016	Prav.g_00138	Syai.g_02479
OG0001017	Prav.g_00142	Syai.g_02485
OG0001018	Prav.g_00145	Syai.g_02487
OG0001019	Prav.g_00154	Syai.g_02508
OG0001020	Prav.g_00155	Syai.g_02516
OG0001021	Prav.g_00156	Syai.g_02523
OG0001022	Prav.g_00159	Syai.g_02528
OG0001023	Prav.g_00160	Syai.g_02529
OG0001024	Prav.g_00163	Syai.g_02533
OG0001025	Prav.g_00169	Syai.g_02540
OG0001026	Prav.g_00176	Syai.g_02550
OG0001027	Prav.g_00177	Syai.g_02555
OG0001028	Prav.g_00179	Syai.g_02557
OG0001029	Prav.g_00180	Syai.g_02559
OG0001030	Prav.g_00195	Syai.g_02580
OG0001031	Prav.g_00852	Syai.g_02656
OG0001032	Prav.g_00851	Syai.g_02658
OG0001033	Prav.g_00830	Syai.g_02685
OG0001034	Prav.g_00802	Syai.g_00537
OG0001035	Prav.g_01901	Syai.g_00295
OG0001036	Prav.g_01906	Syai.g_00290
OG0001037	Prav.g_01907	Syai.g_00288
OG0001038	Prav.g_01924	Syai.g_00261
OG0001039	Prav.g_01927	Syai.g_00258
OG0001040	Prav.g_01929	Syai.g_00255
OG0001041	Prav.g_01933	Syai.g_00250
OG0001042	Prav.g_01950	Syai.g_00225
OG0001043	Prav.g_01951	Syai.g_00221
OG0001044	Prav.g_01979	Syai.g_00485
OG0001045	Prav.g_01988	Syai.g_00498
OG0001046	Prav.g_00996	Syai.g_01471
OG0001047	Prav.g_01038	Syai.g_02225
OG0001048	Prav.g_01039	Syai.g_02224
OG0001049	Prav.g_01041	Syai.g_02215
OG0001050	Prav.g_01042	Syai.g_02214
OG0001051	Prav.g_01043	Syai.g_02213
OG0001052	Prav.g_01069	Syai.g_00861
OG0001053	Prav.g_01081	Syai.g_00641
OG0001054	Prav.g_01096	Syai.g_00658
OG0001055	Prav.g_01115	Syai.g_00679
OG0001056	Prav.g_01134	Syai.g_00713
OG0001057	Prav.g_01139	Syai.g_00721
OG0001058	Prav.g_01147	Syai.g_00734
OG0001059	Prav.g_01151	Syai.g_00738
OG0001060	Prav.g_01158	Syai.g_00744
OG0001061	Prav.g_01171	Syai.g_00765
OG0001062	Prav.g_01173	Syai.g_00767
OG0001063	Prav.g_01175	Syai.g_00774
OG0001064	Prav.g_01176	Syai.g_00775
OG0001065	Prav.g_01177	Syai.g_00776
OG0001066	Prav.g_01178	Syai.g_00777
OG0001067	Prav.g_01179	Syai.g_00778
OG0001068	Prav.g_01180	Syai.g_00779
OG0001069	Prav.g_01181	Syai.g_00780
OG0001070	Prav.g_01184	Syai.g_00783
OG0001071	Prav.g_01185	Syai.g_00784
OG0001072	Prav.g_01186	Syai.g_00788
OG0001073	Prav.g_01200	Syai.g_00807
OG0001074	Prav.g_01211	Syai.g_01051
OG0001075	Prav.g_01212	Syai.g_01053
OG0001076	Prav.g_01222	Syai.g_01069
OG0001077	Prav.g_01226	Syai.g_01081
OG0001078	Prav.g_01234	Syai.g_01105
OG0001079	Prav.g_01245	Syai.g_01118
OG0001080	Prav.g_01251	Syai.g_01606
OG0001081	Prav.g_01253	Syai.g_01222
OG0001082	Prav.g_01254	Syai.g_01223
OG0001083	Prav.g_01259	Syai.g_01230
OG0001084	Prav.g_01260	Syai.g_01231
OG0001085	Prav.g_01268	Syai.g_01241
OG0001086	Prav.g_01269	Syai.g_01243
OG0001087	Prav.g_01286	Syai.g_01953
OG0001088	Prav.g_01287	Syai.g_01957
OG0001089	Prav.g_01295	Syai.g_01996
OG0001090	Prav.g_00307	Syai.g_01387
OG0001091	Prav.g_00309	Syai.g_01389
OG0001092	Prav.g_00310	Syai.g_01391
OG0001093	Prav.g_00315	Syai.g_01397
OG0001094	Prav.g_00391	Syai.g_01315
OG0001096	Prav.g_00423	Syai.g_01371
OG0001097	Prav.g_00441	Syai.g_02057
OG0001098	Prav.g_00456	Syai.g_01603
OG0001099	Prav.g_00487	Syai.g_02558
OG0001100	Prav.g_00491	Syai.g_01253
OG0001101	Prav.g_00493	Syai.g_01254
OG0001102	Prav.g_00496	Syai.g_01257
OG0001103	Prav.g_00498	Syai.g_01260
OG0001104	Prav.g_00520	Syai.g_01300
OG0001105	Prav.g_00524	Syai.g_01304
OG0001106	Prav.g_00547	Syai.g_01517
OG0001107	Prav.g_00554	Syai.g_01505
OG0001108	Prav.g_00558	Syai.g_01496
OG0001109	Prav.g_00559	Syai.g_01488
OG0001110	Prav.g_00561	Syai.g_01486
OG0001111	Prav.g_00562	Syai.g_01484
OG0001112	Prav.g_00563	Syai.g_01482
OG0001113	Prav.g_00564	Syai.g_01481
OG0001114	Prav.g_00565	Syai.g_01480
OG0001115	Prav.g_00567	Syai.g_01476
OG0001116	Prav.g_00568	Syai.g_01474
OG0001117	Prav.g_00569	Syai.g_01473
OG0001118	Prav.g_00570	Syai.g_01472
OG0001119	Prav.g_00571	Syai.g_01470
OG0001120	Prav.g_00573	Syai.g_01466
OG0001121	Prav.g_00031, Prav.g_00576	Syai.g_01676
OG0001122	Prav.g_00905	Syai.g_01437
OG0001123	Prav.g_00909	Syai.g_01430
OG0001124	Prav.g_00911	Syai.g_01428
OG0001125	Prav.g_00912	Syai.g_01426
OG0001126	Prav.g_00922	Syai.g_02021
OG0001127	Prav.g_00923	Syai.g_02020
OG0001128	Prav.g_00925	Syai.g_02017
OG0001129	Prav.g_00926	Syai.g_02015
OG0001130	Prav.g_00927	Syai.g_02014
OG0001131	Prav.g_00242	Syai.g_01281
OG0001132	Prav.g_00252	Syai.g_01620
OG0001133	Prav.g_00019	Syai.g_01072
OG0001134	Prav.g_00033	Syai.g_01745
OG0001135	Prav.g_00036	Syai.g_01742
OG0001136	Prav.g_00062	Syai.g_02146
OG0001137	Prav.g_00073	Syai.g_02126
OG0001138	Prav.g_01855	Syai.g_01763
OG0001139	Prav.g_01854	Syai.g_01765
OG0001140	Prav.g_01853	Syai.g_01766
OG0001141	Prav.g_01852	Syai.g_01767
OG0001142	Prav.g_01851	Syai.g_01768
OG0001143	Prav.g_01844	Syai.g_01778
OG0001144	Prav.g_01839	Syai.g_01788
OG0001145	Prav.g_01430	Syai.g_02165
OG0001146	Prav.g_01442	Syai.g_02185
OG0001147	Prav.g_01459	Syai.g_00869
OG0001148	Prav.g_01475	Syai.g_00626
OG0001149	Prav.g_01476	Syai.g_00625
OG0001150	Prav.g_01477	Syai.g_00624
OG0001151	Prav.g_01488	Syai.g_00611
OG0001152	Prav.g_01489	Syai.g_00610
OG0001153	Prav.g_01610	Syai.g_00903
OG0001154	Prav.g_01611	Syai.g_00901
OG0001155	Prav.g_01623	Syai.g_02298
OG0001156	Prav.g_01626	Syai.g_02301
OG0001157	Prav.g_01627	Syai.g_02302
OG0001158	Prav.g_01628	Syai.g_02303
OG0001159	Prav.g_01629	Syai.g_02304
OG0001160	Prav.g_01653	Syai.g_02355
OG0001161	Prav.g_01664	Syai.g_02803
