Orthogroup	Prav	Syad
OG0000577	Prav.g_01196	Syad.g_01086
OG0000578	Prav.g_01197	Syad.g_01087
OG0000579	Prav.g_01198	Syad.g_01088
OG0000580	Prav.g_01199	Syad.g_01089
OG0000581	Prav.g_01201	Syad.g_01097
OG0000582	Prav.g_01204	Syad.g_02206
OG0000583	Prav.g_01205	Syad.g_02205
OG0000584	Prav.g_01206	Syad.g_02204
OG0000585	Prav.g_01208	Syad.g_02202
OG0000586	Prav.g_01209	Syad.g_02201
OG0000587	Prav.g_01210	Syad.g_02199
OG0000588	Prav.g_01214	Syad.g_02183
OG0000589	Prav.g_01219	Syad.g_02178
OG0000590	Prav.g_01220	Syad.g_02177
OG0000591	Prav.g_01223	Syad.g_02169
OG0000592	Prav.g_01224	Syad.g_02168
OG0000593	Prav.g_01230	Syad.g_02156
OG0000594	Prav.g_01231	Syad.g_02155
OG0000595	Prav.g_01232	Syad.g_02154
OG0000596	Prav.g_01236	Syad.g_02149
OG0000597	Prav.g_01238	Syad.g_02146
OG0000598	Prav.g_01239	Syad.g_02145
OG0000599	Prav.g_01242	Syad.g_02142
OG0000600	Prav.g_01243	Syad.g_02141
OG0000601	Prav.g_01244	Syad.g_02140
OG0000602	Prav.g_01246	Syad.g_02135
OG0000603	Prav.g_01247	Syad.g_02134
OG0000604	Prav.g_01248	Syad.g_02131
OG0000605	Prav.g_01249	Syad.g_02026
OG0000606	Prav.g_01252	Syad.g_01567
OG0000607	Prav.g_01255	Syad.g_01571
OG0000608	Prav.g_01256	Syad.g_01572
OG0000609	Prav.g_01257	Syad.g_01574
OG0000610	Prav.g_01262	Syad.g_01589
OG0000611	Prav.g_01265	Syad.g_01592
OG0000612	Prav.g_01266	Syad.g_01593
OG0000613	Prav.g_01271	Syad.g_00457
OG0000614	Prav.g_01290	Syad.g_01340
OG0000615	Prav.g_01298	Syad.g_01948
OG0000616	Prav.g_01312	Syad.g_00145
OG0000617	Prav.g_00312	Syad.g_01810
OG0000618	Prav.g_00313	Syad.g_01809
OG0000619	Prav.g_00314	Syad.g_01808
OG0000620	Prav.g_00317	Syad.g_01803
OG0000621	Prav.g_00318	Syad.g_01802
OG0000622	Prav.g_00319	Syad.g_01801
OG0000623	Prav.g_00320	Syad.g_01800
OG0000624	Prav.g_00321	Syad.g_01798
OG0000625	Prav.g_00322	Syad.g_01797
OG0000626	Prav.g_00323	Syad.g_01796
OG0000627	Prav.g_00324	Syad.g_01640
OG0000628	Prav.g_00325	Syad.g_01641
OG0000629	Prav.g_00326	Syad.g_01644
OG0000630	Prav.g_00329	Syad.g_01648
OG0000631	Prav.g_00388	Syad.g_01658
OG0000632	Prav.g_00389	Syad.g_01659
OG0000633	Prav.g_00390	Syad.g_01660
OG0000634	Prav.g_00393	Syad.g_01893
OG0000635	Prav.g_00394	Syad.g_01892
OG0000636	Prav.g_00396	Syad.g_01890
OG0000637	Prav.g_00398	Syad.g_01888
OG0000638	Prav.g_00399	Syad.g_01887
OG0000639	Prav.g_00400	Syad.g_01886
OG0000640	Prav.g_00401	Syad.g_01885
OG0000641	Prav.g_00405	Syad.g_01881
OG0000642	Prav.g_00406	Syad.g_01880
OG0000643	Prav.g_00407	Syad.g_01878
OG0000644	Prav.g_00408	Syad.g_01877
OG0000645	Prav.g_00409	Syad.g_01875
OG0000646	Prav.g_00411	Syad.g_01872
OG0000647	Prav.g_00412	Syad.g_01870
OG0000648	Prav.g_00414	Syad.g_01860
OG0000649	Prav.g_00415	Syad.g_01859
OG0000650	Prav.g_00416	Syad.g_01858
OG0000651	Prav.g_00417	Syad.g_01857
OG0000652	Prav.g_00418	Syad.g_01856
OG0000653	Prav.g_00420	Syad.g_01850
OG0000654	Prav.g_00421	Syad.g_01849
OG0000655	Prav.g_00422	Syad.g_01848
OG0000656	Prav.g_00425	Syad.g_01845
OG0000657	Prav.g_00432	Syad.g_01240
OG0000658	Prav.g_00433	Syad.g_01231
OG0000659	Prav.g_00434	Syad.g_01230
OG0000660	Prav.g_00438	Syad.g_01226
OG0000661	Prav.g_00440	Syad.g_01224
OG0000662	Prav.g_00442	Syad.g_01222
OG0000663	Prav.g_00444	Syad.g_01219
OG0000664	Prav.g_00445	Syad.g_01209
OG0000665	Prav.g_00449	Syad.g_02115
OG0000666	Prav.g_00450	Syad.g_02027
OG0000667	Prav.g_00454	Syad.g_00612
OG0000668	Prav.g_00483	Syad.g_01688
OG0000669	Prav.g_00490	Syad.g_01606
OG0000670	Prav.g_00492	Syad.g_01609
OG0000671	Prav.g_00494	Syad.g_01611
OG0000672	Prav.g_00497	Syad.g_01615
OG0000673	Prav.g_00500	Syad.g_01618
OG0000674	Prav.g_00502	Syad.g_01620
OG0000675	Prav.g_00503	Syad.g_01633
OG0000676	Prav.g_00505	Syad.g_01635
OG0000677	Prav.g_00506	Syad.g_01636
OG0000678	Prav.g_00508	Syad.g_01957
OG0000679	Prav.g_00512	Syad.g_01922
OG0000680	Prav.g_00513	Syad.g_01921
OG0000681	Prav.g_00515	Syad.g_01919
OG0000682	Prav.g_00516	Syad.g_01918
OG0000683	Prav.g_00517	Syad.g_01917
OG0000684	Prav.g_00519	Syad.g_01912
OG0000685	Prav.g_00521	Syad.g_01910
OG0000686	Prav.g_00522	Syad.g_01909
OG0000687	Prav.g_00523	Syad.g_01908
OG0000688	Prav.g_00526	Syad.g_01904
OG0000689	Prav.g_00527	Syad.g_01902
OG0000690	Prav.g_00528	Syad.g_01901
OG0000691	Prav.g_00529	Syad.g_01900
OG0000692	Prav.g_00530	Syad.g_01899
OG0000693	Prav.g_00531	Syad.g_01897
OG0000694	Prav.g_00532	Syad.g_01896
OG0000695	Prav.g_00534	Syad.g_01662
OG0000696	Prav.g_00535	Syad.g_01663
OG0000697	Prav.g_00536	Syad.g_01789
OG0000698	Prav.g_00539	Syad.g_01786
OG0000699	Prav.g_00540	Syad.g_01785
OG0000700	Prav.g_00541	Syad.g_01784
OG0000701	Prav.g_00542	Syad.g_01783
OG0000702	Prav.g_00544	Syad.g_01775
OG0000703	Prav.g_00545	Syad.g_01774
OG0000704	Prav.g_00546	Syad.g_01772
OG0000705	Prav.g_00550	Syad.g_01765
OG0000706	Prav.g_00551	Syad.g_01764
OG0000707	Prav.g_00552	Syad.g_01763
OG0000708	Prav.g_00553	Syad.g_01760
OG0000709	Prav.g_00557	Syad.g_01745
OG0000710	Prav.g_00560	Syad.g_01738
OG0000711	Prav.g_00577	Syad.g_01710
OG0000712	Prav.g_00579	Syad.g_01708
OG0000713	Prav.g_00580	Syad.g_01707
OG0000714	Prav.g_00581	Syad.g_01705
OG0000715	Prav.g_00583	Syad.g_01703
OG0000716	Prav.g_00585	Syad.g_01697
OG0000717	Prav.g_00586	Syad.g_01696
OG0000718	Prav.g_00902	Syad.g_01692
OG0000719	Prav.g_00904	Syad.g_01690
OG0000720	Prav.g_00913	Syad.g_01677
OG0000721	Prav.g_00915	Syad.g_01675
OG0000722	Prav.g_00916	Syad.g_01674
OG0000723	Prav.g_00919	Syad.g_01791
OG0000724	Prav.g_00928	Syad.g_01284
OG0000725	Prav.g_00934	Syad.g_01293
OG0000726	Prav.g_00935	Syad.g_01294
OG0000727	Prav.g_00936	Syad.g_01295
OG0000728	Prav.g_00938	Syad.g_01297
OG0000729	Prav.g_00263	Syad.g_00331
OG0000730	Prav.g_00004	Syad.g_00758
OG0000731	Prav.g_00008	Syad.g_00770
OG0000732	Prav.g_00016	Syad.g_00214
OG0000733	Prav.g_00034	Syad.g_00028
OG0000734	Prav.g_00050	Syad.g_02809
OG0000735	Prav.g_00052	Syad.g_01120
OG0000736	Prav.g_00053	Syad.g_01121
OG0000737	Prav.g_00054	Syad.g_01122
OG0000738	Prav.g_00058	Syad.g_01127
OG0000739	Prav.g_00059	Syad.g_01145
OG0000740	Prav.g_00060	Syad.g_01146
OG0000741	Prav.g_00061	Syad.g_01149
OG0000742	Prav.g_00064	Syad.g_01151
OG0000743	Prav.g_00066	Syad.g_01153
OG0000744	Prav.g_00067	Syad.g_01154
OG0000745	Prav.g_00068	Syad.g_01156
OG0000746	Prav.g_00070	Syad.g_01158
OG0000747	Prav.g_00071	Syad.g_01159
OG0000748	Prav.g_00074	Syad.g_01170
OG0000749	Prav.g_00075	Syad.g_01173
OG0000750	Prav.g_00076	Syad.g_01174
OG0000751	Prav.g_01868	Syad.g_01182
OG0000752	Prav.g_01866	Syad.g_01184
OG0000753	Prav.g_01863	Syad.g_01187
OG0000754	Prav.g_01860	Syad.g_01516
OG0000755	Prav.g_01857	Syad.g_01504
OG0000756	Prav.g_01856	Syad.g_01498
OG0000757	Prav.g_01850	Syad.g_01487
OG0000758	Prav.g_01849	Syad.g_01486
OG0000759	Prav.g_01848	Syad.g_01485
OG0000760	Prav.g_01847	Syad.g_01484
OG0000761	Prav.g_01846	Syad.g_01480
OG0000762	Prav.g_01845	Syad.g_01474
OG0000763	Prav.g_01843	Syad.g_01468
OG0000764	Prav.g_01842	Syad.g_01467
OG0000765	Prav.g_01833	Syad.g_01447
OG0000766	Prav.g_01832	Syad.g_01446
OG0000767	Prav.g_01830	Syad.g_01444
OG0000768	Prav.g_01829	Syad.g_01443
OG0000769	Prav.g_01827	Syad.g_01441
OG0000770	Prav.g_01825	Syad.g_01437
OG0000771	Prav.g_02003	Syad.g_01278
OG0000772	Prav.g_01409	Syad.g_02078
OG0000773	Prav.g_01429	Syad.g_01114
OG0000774	Prav.g_01431	Syad.g_02396
OG0000775	Prav.g_01433	Syad.g_02398
OG0000776	Prav.g_01434	Syad.g_02399
OG0000777	Prav.g_01435	Syad.g_02400
OG0000778	Prav.g_01436	Syad.g_02401
OG0000779	Prav.g_01440	Syad.g_02407
OG0000780	Prav.g_01441	Syad.g_02411
OG0000781	Prav.g_01444	Syad.g_02415
OG0000782	Prav.g_01445	Syad.g_02416
OG0000783	Prav.g_01446	Syad.g_02418
OG0000784	Prav.g_01447	Syad.g_02419
OG0000785	Prav.g_01449	Syad.g_02421
OG0000786	Prav.g_01451	Syad.g_01101
OG0000787	Prav.g_01452	Syad.g_01100
OG0000788	Prav.g_01460	Syad.g_02139
OG0000789	Prav.g_01463	Syad.g_01982
OG0000790	Prav.g_01478	Syad.g_00886
OG0000791	Prav.g_01480	Syad.g_00885
OG0000792	Prav.g_01481	Syad.g_00884
OG0000793	Prav.g_01484	Syad.g_00879
OG0000794	Prav.g_01485	Syad.g_00878
OG0000795	Prav.g_01486	Syad.g_00877
OG0000796	Prav.g_01490	Syad.g_00871
OG0000797	Prav.g_01491	Syad.g_00870
OG0000799	Prav.g_01560	Syad.g_02243
OG0000800	Prav.g_01561	Syad.g_02245
OG0000801	Prav.g_01562	Syad.g_02246
OG0000802	Prav.g_01564	Syad.g_02251
OG0000803	Prav.g_01566	Syad.g_02255
OG0000804	Prav.g_01567	Syad.g_02260
OG0000805	Prav.g_01569	Syad.g_02266
OG0000806	Prav.g_01571	Syad.g_02267
OG0000807	Prav.g_01572	Syad.g_02269
OG0000808	Prav.g_01573	Syad.g_02270
OG0000809	Prav.g_01576	Syad.g_02273
OG0000810	Prav.g_01577	Syad.g_02274
OG0000811	Prav.g_01581	Syad.g_02283
OG0000812	Prav.g_01583	Syad.g_02285
OG0000813	Prav.g_01584	Syad.g_02286
OG0000814	Prav.g_01586	Syad.g_02288
OG0000815	Prav.g_01587	Syad.g_02289
OG0000816	Prav.g_01589	Syad.g_02290
OG0000817	Prav.g_01590	Syad.g_02291
OG0000818	Prav.g_01595	Syad.g_02297
OG0000819	Prav.g_01596	Syad.g_02298
OG0000820	Prav.g_01597	Syad.g_02299
OG0000821	Prav.g_01601	Syad.g_02305
OG0000822	Prav.g_01602	Syad.g_02307
OG0000823	Prav.g_01603	Syad.g_02308
OG0000824	Prav.g_01606	Syad.g_02314
OG0000825	Prav.g_01607	Syad.g_02315
OG0000826	Prav.g_01608	Syad.g_02316
OG0000827	Prav.g_01609	Syad.g_02317
OG0000828	Prav.g_01612	Syad.g_02320
OG0000829	Prav.g_01613	Syad.g_02321
OG0000830	Prav.g_01614	Syad.g_02322
OG0000831	Prav.g_01616	Syad.g_02325
OG0000832	Prav.g_01622	Syad.g_02538
OG0000833	Prav.g_01630	Syad.g_02550
OG0000834	Prav.g_01631	Syad.g_02552
OG0000835	Prav.g_01632	Syad.g_02553
OG0000836	Prav.g_01633	Syad.g_02557
OG0000837	Prav.g_01634	Syad.g_02561
OG0000838	Prav.g_01636	Syad.g_02565
OG0000839	Prav.g_01637	Syad.g_02566
OG0000840	Prav.g_01638	Syad.g_02567
OG0000841	Prav.g_01639	Syad.g_02568
OG0000842	Prav.g_01640	Syad.g_02569
OG0000843	Prav.g_01641	Syad.g_02570
OG0000844	Prav.g_01642	Syad.g_02577
OG0000845	Prav.g_01643	Syad.g_02578
OG0000846	Prav.g_01644	Syad.g_02579
OG0000847	Prav.g_01645	Syad.g_02580
OG0000848	Prav.g_01646	Syad.g_02582
OG0000849	Prav.g_01647	Syad.g_02583
OG0000850	Prav.g_01649	Syad.g_02586
OG0000851	Prav.g_01650	Syad.g_02592
OG0000852	Prav.g_01651	Syad.g_02593
OG0000853	Prav.g_01655	Syad.g_02597
OG0000854	Prav.g_01657	Syad.g_02606
OG0000855	Prav.g_01658	Syad.g_02607
OG0000856	Prav.g_01671	Syad.g_02166
OG0000857	Prav.g_01699	Syad.g_01871
OG0000858	Prav.g_01755	Syad.g_02613
OG0000859	Prav.g_01756	Syad.g_02614
OG0000860	Prav.g_01763	Syad.g_02625
OG0000861	Prav.g_01764	Syad.g_02626
OG0000862	Prav.g_01765	Syad.g_02628
OG0000863	Prav.g_01767	Syad.g_02631
OG0000864	Prav.g_01768	Syad.g_02632
OG0000865	Prav.g_01769	Syad.g_02633
OG0000866	Prav.g_01770	Syad.g_02634
OG0000867	Prav.g_01771	Syad.g_02635
OG0000868	Prav.g_01772	Syad.g_02637
OG0000869	Prav.g_01776	Syad.g_02643
OG0000870	Prav.g_01781	Syad.g_02648
OG0000871	Prav.g_01782	Syad.g_02649
OG0000872	Prav.g_01783	Syad.g_02657
OG0000873	Prav.g_01786	Syad.g_02660
OG0000874	Prav.g_01789	Syad.g_02655
OG0000875	Prav.g_01790	Syad.g_02662
OG0000876	Prav.g_01791	Syad.g_03003
OG0000877	Prav.g_01793	Syad.g_02480
OG0000878	Prav.g_01794	Syad.g_02481
OG0000879	Prav.g_01795	Syad.g_02482
OG0000880	Prav.g_01796	Syad.g_02483
OG0000881	Prav.g_01800	Syad.g_02489
OG0000882	Prav.g_01805	Syad.g_02494
OG0000883	Prav.g_01807	Syad.g_02497
OG0000884	Prav.g_01809	Syad.g_02499
OG0000885	Prav.g_01810	Syad.g_02500
OG0000886	Prav.g_01811	Syad.g_02501
OG0000887	Prav.g_01812	Syad.g_02502
OG0000888	Prav.g_01814	Syad.g_02504
OG0000889	Prav.g_01816	Syad.g_02506
OG0000890	Prav.g_01817	Syad.g_02512
OG0000891	Prav.g_01818	Syad.g_02513
OG0000892	Prav.g_00264	Syad.g_02517
OG0000893	Prav.g_00268	Syad.g_00589
OG0000894	Prav.g_00270	Syad.g_00592
OG0000895	Prav.g_00273	Syad.g_00596
OG0000896	Prav.g_00274	Syad.g_00597
OG0000897	Prav.g_00276	Syad.g_00599
OG0000898	Prav.g_00277	Syad.g_00600
OG0000899	Prav.g_00278	Syad.g_00601
OG0000900	Prav.g_00279	Syad.g_00602
OG0000901	Prav.g_00282	Syad.g_00607
OG0000902	Prav.g_00284	Syad.g_00609
OG0000903	Prav.g_00287	Syad.g_00645
OG0000904	Prav.g_00289	Syad.g_00640
OG0000905	Prav.g_00294	Syad.g_00632
OG0000906	Prav.g_00295	Syad.g_00630
OG0000907	Prav.g_00590	Syad.g_00648
OG0000908	Prav.g_00593	Syad.g_00651
OG0000909	Prav.g_00594	Syad.g_00652
OG0000910	Prav.g_00595	Syad.g_00653
OG0000911	Prav.g_00597	Syad.g_00655
OG0000912	Prav.g_00598	Syad.g_00656
OG0000913	Prav.g_00599	Syad.g_00657
OG0000914	Prav.g_00600	Syad.g_00658
OG0000915	Prav.g_00601	Syad.g_00660
OG0000916	Prav.g_00602	Syad.g_00661
OG0000917	Prav.g_00603	Syad.g_00662
OG0000918	Prav.g_00604	Syad.g_00663
OG0000919	Prav.g_00605	Syad.g_00664
OG0000920	Prav.g_00606	Syad.g_00665
OG0000921	Prav.g_00607	Syad.g_00666
OG0000922	Prav.g_00608	Syad.g_00667
OG0000923	Prav.g_00612	Syad.g_00671
OG0000924	Prav.g_00613	Syad.g_00672
OG0000925	Prav.g_00614	Syad.g_00673
OG0000926	Prav.g_00615	Syad.g_00674
OG0000927	Prav.g_00617	Syad.g_00676
OG0000928	Prav.g_00618	Syad.g_00677
OG0000929	Prav.g_00619	Syad.g_00678
OG0000930	Prav.g_00620	Syad.g_00679
OG0000931	Prav.g_00621	Syad.g_00680
OG0000932	Prav.g_00622	Syad.g_00681
OG0000933	Prav.g_00626	Syad.g_00687
OG0000934	Prav.g_00628	Syad.g_00689
OG0000935	Prav.g_00629	Syad.g_00690
OG0000936	Prav.g_00630	Syad.g_00691
OG0000937	Prav.g_00631	Syad.g_00692
OG0000938	Prav.g_00633	Syad.g_00695
OG0000939	Prav.g_00634	Syad.g_00696
OG0000940	Prav.g_00641	Syad.g_00703
OG0000941	Prav.g_00643	Syad.g_00705
OG0000942	Prav.g_00645	Syad.g_00707
OG0000943	Prav.g_00646	Syad.g_00708
OG0000944	Prav.g_00647	Syad.g_00710
OG0000945	Prav.g_00648	Syad.g_00711
OG0000946	Prav.g_00653	Syad.g_00716
OG0000947	Prav.g_00655	Syad.g_00719
OG0000948	Prav.g_00656	Syad.g_00720
OG0000949	Prav.g_00659	Syad.g_00432
OG0000950	Prav.g_00664	Syad.g_00418
OG0000951	Prav.g_00668	Syad.g_00411
OG0000952	Prav.g_00672	Syad.g_00375
OG0000953	Prav.g_00675	Syad.g_00369
OG0000954	Prav.g_00679	Syad.g_00364
OG0000955	Prav.g_00680	Syad.g_00363
OG0000956	Prav.g_00682	Syad.g_00361
OG0000957	Prav.g_00687	Syad.g_00350
OG0000958	Prav.g_00688	Syad.g_00349
OG0000959	Prav.g_00692	Syad.g_00345
OG0000960	Prav.g_00693	Syad.g_00344
OG0000961	Prav.g_00695	Syad.g_00335
OG0000962	Prav.g_00697	Syad.g_00332
OG0000963	Prav.g_00701	Syad.g_00325
OG0000964	Prav.g_00702	Syad.g_00324
OG0000965	Prav.g_00703	Syad.g_00323
OG0000966	Prav.g_00710	Syad.g_00246
OG0000967	Prav.g_00714	Syad.g_00234
OG0000968	Prav.g_00716	Syad.g_00243
OG0000969	Prav.g_00717	Syad.g_00240
OG0000970	Prav.g_00718	Syad.g_00239
OG0000971	Prav.g_00719	Syad.g_00229
OG0000972	Prav.g_00720	Syad.g_00228
OG0000973	Prav.g_00721	Syad.g_00227
OG0000974	Prav.g_00722	Syad.g_00226
OG0000975	Prav.g_00723	Syad.g_00225
OG0000976	Prav.g_00724	Syad.g_00224
OG0000977	Prav.g_00725	Syad.g_00222
OG0000978	Prav.g_00726	Syad.g_00221
OG0000979	Prav.g_00729	Syad.g_00218
OG0000980	Prav.g_00731	Syad.g_00215
OG0000981	Prav.g_00733	Syad.g_00212
OG0000982	Prav.g_00735	Syad.g_03035
OG0000983	Prav.g_00736	Syad.g_03036
OG0000984	Prav.g_00737	Syad.g_03037
OG0000985	Prav.g_00740	Syad.g_03039
OG0000986	Prav.g_00742	Syad.g_03049
OG0000987	Prav.g_00743	Syad.g_00002
OG0000988	Prav.g_00746	Syad.g_00008
OG0000989	Prav.g_00750	Syad.g_00020
OG0000990	Prav.g_00753	Syad.g_00061
OG0000991	Prav.g_00754	Syad.g_00064
OG0000992	Prav.g_00756	Syad.g_00067
OG0000993	Prav.g_00757	Syad.g_00069
OG0000994	Prav.g_00758	Syad.g_00071
OG0000995	Prav.g_00762	Syad.g_00077
OG0000996	Prav.g_00763	Syad.g_00121
OG0000997	Prav.g_00764	Syad.g_00128
OG0000998	Prav.g_00766	Syad.g_00130
OG0000999	Prav.g_00767	Syad.g_00131
OG0001000	Prav.g_00770	Syad.g_00136
OG0001001	Prav.g_00772	Syad.g_00141
OG0001002	Prav.g_00776	Syad.g_00148
OG0001003	Prav.g_00778	Syad.g_00150
OG0001004	Prav.g_00779	Syad.g_00151
OG0001005	Prav.g_00780	Syad.g_00152
OG0001006	Prav.g_00784	Syad.g_00160
OG0001007	Prav.g_00786	Syad.g_00162
OG0001008	Prav.g_01036	Syad.g_02449
OG0001009	Prav.g_00095	Syad.g_00194
OG0001010	Prav.g_00096	Syad.g_00195
OG0001011	Prav.g_00097	Syad.g_00196
OG0001012	Prav.g_00114	Syad.g_03030
OG0001013	Prav.g_00119	Syad.g_03011
OG0001014	Prav.g_00122	Syad.g_03002
OG0001015	Prav.g_00123	Syad.g_03001
OG0001016	Prav.g_00138	Syad.g_02734
OG0001017	Prav.g_00142	Syad.g_02740
OG0001018	Prav.g_00145	Syad.g_02742
OG0001019	Prav.g_00154	Syad.g_02771
OG0001020	Prav.g_00155	Syad.g_02777
OG0001021	Prav.g_00156	Syad.g_02781
OG0001022	Prav.g_00159	Syad.g_02786
OG0001023	Prav.g_00160	Syad.g_02787
OG0001024	Prav.g_00163	Syad.g_02791
OG0001025	Prav.g_00169	Syad.g_02798
OG0001026	Prav.g_00176	Syad.g_02811
OG0001027	Prav.g_00177	Syad.g_02817
OG0001028	Prav.g_00179	Syad.g_02819
OG0001029	Prav.g_00180	Syad.g_02821
OG0001030	Prav.g_00195	Syad.g_02848
OG0001031	Prav.g_00852	Syad.g_02925
OG0001032	Prav.g_00851	Syad.g_02928
OG0001033	Prav.g_00830	Syad.g_02956
OG0001034	Prav.g_00802	Syad.g_00819
OG0001035	Prav.g_01901	Syad.g_00559
OG0001036	Prav.g_01906	Syad.g_00554
OG0001037	Prav.g_01907	Syad.g_00552
OG0001039	Prav.g_01927	Syad.g_00522
OG0001040	Prav.g_01929	Syad.g_00519
OG0001041	Prav.g_01933	Syad.g_00514
OG0001042	Prav.g_01950	Syad.g_00485
OG0001043	Prav.g_01951	Syad.g_00481
OG0001044	Prav.g_01979	Syad.g_00760
OG0001045	Prav.g_01988	Syad.g_00773
OG0001046	Prav.g_00996	Syad.g_01722
OG0001047	Prav.g_01038	Syad.g_02447
OG0001048	Prav.g_01039	Syad.g_02446
OG0001049	Prav.g_01041	Syad.g_02443
OG0001050	Prav.g_01042	Syad.g_02442
OG0001051	Prav.g_01043	Syad.g_02441
OG0001052	Prav.g_01069	Syad.g_02357
OG0001054	Prav.g_01096	Syad.g_00925
OG0001055	Prav.g_01115	Syad.g_00946
OG0001056	Prav.g_01134	Syad.g_00982
OG0001057	Prav.g_01139	Syad.g_00996
OG0001058	Prav.g_01147	Syad.g_01015
OG0001059	Prav.g_01151	Syad.g_01018
OG0001060	Prav.g_01158	Syad.g_01025
OG0001061	Prav.g_01171	Syad.g_01047
OG0001062	Prav.g_01173	Syad.g_01049
OG0001063	Prav.g_01175	Syad.g_01056
OG0001064	Prav.g_01176	Syad.g_01057
OG0001065	Prav.g_01177	Syad.g_01058
OG0001066	Prav.g_01178	Syad.g_01059
OG0001067	Prav.g_01179	Syad.g_01060
OG0001068	Prav.g_01180	Syad.g_01061
OG0001069	Prav.g_01181	Syad.g_01062
OG0001070	Prav.g_01184	Syad.g_01065
OG0001071	Prav.g_01185	Syad.g_01066
OG0001072	Prav.g_01186	Syad.g_01070
OG0001073	Prav.g_01200	Syad.g_01090
OG0001074	Prav.g_01211	Syad.g_02197
OG0001075	Prav.g_01212	Syad.g_02196
OG0001076	Prav.g_01222	Syad.g_02175
OG0001077	Prav.g_01226	Syad.g_02164
OG0001078	Prav.g_01234	Syad.g_02151
OG0001079	Prav.g_01245	Syad.g_02138
OG0001080	Prav.g_01251	Syad.g_02008
OG0001081	Prav.g_01253	Syad.g_01568
OG0001082	Prav.g_01254	Syad.g_01569
OG0001083	Prav.g_01259	Syad.g_01578
OG0001084	Prav.g_01260	Syad.g_01586
OG0001085	Prav.g_01268	Syad.g_01596
OG0001086	Prav.g_01269	Syad.g_01598
OG0001087	Prav.g_01286	Syad.g_01372
OG0001088	Prav.g_01287	Syad.g_01368
OG0001089	Prav.g_01295	Syad.g_01302
OG0001090	Prav.g_00307	Syad.g_01817
OG0001091	Prav.g_00309	Syad.g_01815
OG0001092	Prav.g_00310	Syad.g_01812
OG0001093	Prav.g_00315	Syad.g_01806
OG0001094	Prav.g_00391	Syad.g_01895
OG0001095	Prav.g_00410	Syad.g_01874
OG0001096	Prav.g_00423	Syad.g_01847
OG0001097	Prav.g_00441	Syad.g_01223
OG0001098	Prav.g_00456	Syad.g_02005, Syad.g_01995
OG0001099	Prav.g_00487	Syad.g_02820
OG0001100	Prav.g_00491	Syad.g_01608
OG0001101	Prav.g_00493	Syad.g_01610
OG0001102	Prav.g_00496	Syad.g_01613
OG0001103	Prav.g_00498	Syad.g_01616
OG0001104	Prav.g_00520	Syad.g_01911
OG0001105	Prav.g_00524	Syad.g_01907
OG0001106	Prav.g_00547	Syad.g_01771
OG0001107	Prav.g_00554	Syad.g_01759
OG0001108	Prav.g_00558	Syad.g_01744
OG0001109	Prav.g_00559	Syad.g_01739
OG0001110	Prav.g_00561	Syad.g_01737
OG0001111	Prav.g_00562	Syad.g_01735
OG0001112	Prav.g_00563	Syad.g_01733
OG0001113	Prav.g_00564	Syad.g_01732
OG0001114	Prav.g_00565	Syad.g_01731
OG0001115	Prav.g_00567	Syad.g_01727
OG0001116	Prav.g_00568	Syad.g_01725
OG0001117	Prav.g_00569	Syad.g_01724
OG0001118	Prav.g_00570	Syad.g_01723
OG0001119	Prav.g_00571	Syad.g_01721
OG0001120	Prav.g_00573	Syad.g_01717
OG0001121	Prav.g_00031, Prav.g_00576	Syad.g_01503
OG0001122	Prav.g_00905	Syad.g_01689
OG0001123	Prav.g_00909	Syad.g_01682
OG0001124	Prav.g_00911	Syad.g_01680
OG0001125	Prav.g_00912	Syad.g_01678
OG0001126	Prav.g_00922	Syad.g_01276
OG0001127	Prav.g_00923	Syad.g_01277
OG0001128	Prav.g_00925	Syad.g_01280
OG0001129	Prav.g_00926	Syad.g_01282
OG0001130	Prav.g_00927	Syad.g_01283
OG0001131	Prav.g_00242	Syad.g_01953
OG0001132	Prav.g_00252	Syad.g_02038
OG0001133	Prav.g_00019	Syad.g_02172
OG0001134	Prav.g_00033	Syad.g_01527
OG0001135	Prav.g_00036	Syad.g_01529
OG0001136	Prav.g_00062	Syad.g_01150
OG0001137	Prav.g_00073	Syad.g_01169
OG0001138	Prav.g_01855	Syad.g_01493
OG0001139	Prav.g_01854	Syad.g_01491
OG0001140	Prav.g_01853	Syad.g_01490
OG0001141	Prav.g_01852	Syad.g_01489
OG0001142	Prav.g_01851	Syad.g_01488
OG0001143	Prav.g_01844	Syad.g_01473
OG0001144	Prav.g_01839	Syad.g_01457
OG0001145	Prav.g_01430	Syad.g_01112
OG0001146	Prav.g_01442	Syad.g_02412
OG0001147	Prav.g_01459	Syad.g_02349
OG0001148	Prav.g_01475	Syad.g_00889
OG0001149	Prav.g_01476	Syad.g_00888
OG0001150	Prav.g_01477	Syad.g_00887
OG0001151	Prav.g_01488	Syad.g_00875
OG0001152	Prav.g_01489	Syad.g_00872
OG0001153	Prav.g_01610	Syad.g_02318
OG0001154	Prav.g_01611	Syad.g_02319
OG0001155	Prav.g_01623	Syad.g_02540
OG0001156	Prav.g_01626	Syad.g_02543
OG0001157	Prav.g_01627	Syad.g_02544
OG0001158	Prav.g_01628	Syad.g_02546
OG0001159	Prav.g_01629	Syad.g_02547
OG0001160	Prav.g_01653	Syad.g_02595
