Orthogroup	Prak	Prax
OG0000595	Prak.g_01093	Prax.g_00108
OG0000596	Prak.g_01092	Prax.g_00109
OG0000597	Prak.g_01088	Prax.g_00113
OG0000598	Prak.g_01087	Prax.g_00114
OG0000599	Prak.g_01086	Prax.g_00115
OG0000600	Prak.g_01085	Prax.g_00116
OG0000601	Prak.g_01084	Prax.g_00117
OG0000602	Prak.g_01083	Prax.g_00118
OG0000603	Prak.g_01082	Prax.g_00119
OG0000604	Prak.g_01081	Prax.g_00120
OG0000605	Prak.g_01080	Prax.g_00121
OG0000606	Prak.g_01079	Prax.g_00122
OG0000607	Prak.g_01077	Prax.g_00123
OG0000608	Prak.g_01076	Prax.g_00977
OG0000609	Prak.g_01074	Prax.g_00975
OG0000610	Prak.g_01073	Prax.g_00974
OG0000611	Prak.g_00797	Prax.g_00972
OG0000612	Prak.g_00798	Prax.g_00971
OG0000613	Prak.g_00800	Prax.g_00969
OG0000614	Prak.g_00806	Prax.g_00963
OG0000615	Prak.g_00807	Prax.g_00962
OG0000616	Prak.g_00808	Prax.g_00961
OG0000617	Prak.g_00811	Prax.g_00959
OG0000618	Prak.g_00812	Prax.g_00958
OG0000619	Prak.g_00813	Prax.g_00957
OG0000620	Prak.g_00815	Prax.g_00955
OG0000621	Prak.g_00816	Prax.g_00954
OG0000622	Prak.g_00817	Prax.g_00953
OG0000623	Prak.g_00818	Prax.g_00952
OG0000624	Prak.g_00821	Prax.g_00950
OG0000625	Prak.g_00822	Prax.g_00949
OG0000626	Prak.g_00823	Prax.g_00948
OG0000627	Prak.g_00826	Prax.g_00947
OG0000628	Prak.g_00827	Prax.g_00946
OG0000629	Prak.g_00828	Prax.g_00945
OG0000630	Prak.g_00830	Prax.g_00943
OG0000631	Prak.g_00832	Prax.g_00942
OG0000632	Prak.g_01934	Prax.g_00938
OG0000633	Prak.g_00756	Prax.g_00937
OG0000634	Prak.g_00838	Prax.g_00484
OG0000635	Prak.g_01060	Prax.g_00482
OG0000636	Prak.g_01059	Prax.g_00481
OG0000637	Prak.g_01057	Prax.g_00479
OG0000638	Prak.g_01056	Prax.g_00478
OG0000639	Prak.g_01055	Prax.g_00477
OG0000640	Prak.g_01054	Prax.g_00476
OG0000641	Prak.g_01053	Prax.g_00475
OG0000642	Prak.g_01052	Prax.g_00474
OG0000643	Prak.g_01051	Prax.g_00473
OG0000644	Prak.g_01049	Prax.g_00471
OG0000645	Prak.g_01047	Prax.g_00470
OG0000646	Prak.g_01046	Prax.g_00469
OG0000647	Prak.g_01045	Prax.g_00468
OG0000648	Prak.g_01044	Prax.g_00467
OG0000649	Prak.g_01043	Prax.g_00466
OG0000650	Prak.g_01042	Prax.g_00465
OG0000651	Prak.g_01041	Prax.g_00464
OG0000652	Prak.g_01039	Prax.g_00462
OG0000653	Prak.g_01227	Prax.g_00430
OG0000654	Prak.g_00728	Prax.g_00428
OG0000655	Prak.g_00599	Prax.g_00418
OG0000656	Prak.g_01261	Prax.g_00413
OG0000657	Prak.g_00608	Prax.g_00409
OG0000658	Prak.g_00607	Prax.g_00408
OG0000659	Prak.g_00606	Prax.g_00407
OG0000660	Prak.g_00353	Prax.g_00395
OG0000661	Prak.g_00940	Prax.g_00386
OG0000662	Prak.g_00944	Prax.g_00384
OG0000663	Prak.g_00946	Prax.g_00382
OG0000664	Prak.g_00947	Prax.g_00381
OG0000665	Prak.g_00948	Prax.g_00380
OG0000666	Prak.g_01061	Prax.g_00379
OG0000667	Prak.g_00840	Prax.g_00378
OG0000668	Prak.g_00841	Prax.g_00377
OG0000669	Prak.g_00842	Prax.g_00376
OG0000670	Prak.g_00844	Prax.g_00374
OG0000671	Prak.g_00845	Prax.g_00373
OG0000672	Prak.g_00846	Prax.g_00372
OG0000673	Prak.g_00847	Prax.g_00371
OG0000674	Prak.g_00848	Prax.g_00370
OG0000675	Prak.g_00849	Prax.g_00369
OG0000676	Prak.g_00851	Prax.g_00367
OG0000677	Prak.g_00853	Prax.g_00365
OG0000678	Prak.g_00854	Prax.g_00364
OG0000679	Prak.g_00855	Prax.g_00363
OG0000680	Prak.g_00856	Prax.g_00362
OG0000681	Prak.g_00857	Prax.g_00361
OG0000682	Prak.g_00858	Prax.g_00360
OG0000683	Prak.g_00859	Prax.g_00359
OG0000684	Prak.g_00861	Prax.g_00358
OG0000685	Prak.g_00862	Prax.g_00357
OG0000686	Prak.g_00863	Prax.g_00356
OG0000687	Prak.g_00864	Prax.g_00355
OG0000688	Prak.g_00865	Prax.g_00354
OG0000689	Prak.g_00866	Prax.g_00353
OG0000690	Prak.g_00867	Prax.g_00352
OG0000691	Prak.g_00869	Prax.g_00350
OG0000692	Prak.g_00870	Prax.g_00349
OG0000693	Prak.g_00871	Prax.g_00348
OG0000694	Prak.g_00872	Prax.g_00347
OG0000695	Prak.g_00873	Prax.g_00346
OG0000696	Prak.g_00874	Prax.g_00345
OG0000697	Prak.g_00876	Prax.g_00343
OG0000698	Prak.g_00877	Prax.g_00342
OG0000699	Prak.g_00881	Prax.g_00338
OG0000700	Prak.g_00882	Prax.g_00337
OG0000701	Prak.g_00884	Prax.g_00336
OG0000702	Prak.g_00885	Prax.g_00335
OG0000703	Prak.g_00886	Prax.g_00334
OG0000704	Prak.g_00887	Prax.g_00333
OG0000705	Prak.g_00889	Prax.g_00331
OG0000706	Prak.g_00890	Prax.g_00330
OG0000707	Prak.g_00891	Prax.g_00329
OG0000708	Prak.g_00892	Prax.g_00328
OG0000709	Prak.g_00893	Prax.g_00327
OG0000710	Prak.g_00894	Prax.g_00326
OG0000711	Prak.g_00895	Prax.g_00325
OG0000712	Prak.g_00896	Prax.g_00324
OG0000713	Prak.g_00897	Prax.g_00323
OG0000714	Prak.g_00901	Prax.g_00321
OG0000715	Prak.g_00902	Prax.g_00320
OG0000716	Prak.g_00903	Prax.g_00319
OG0000717	Prak.g_00904	Prax.g_00318
OG0000718	Prak.g_00905	Prax.g_00317
OG0000719	Prak.g_00907	Prax.g_00315
OG0000720	Prak.g_00911	Prax.g_00313
OG0000721	Prak.g_00912	Prax.g_00312
OG0000722	Prak.g_00748	Prax.g_00546
OG0000723	Prak.g_00753	Prax.g_00550
OG0000724	Prak.g_00759	Prax.g_00553
OG0000725	Prak.g_00761	Prax.g_00554
OG0000726	Prak.g_00762	Prax.g_00555
OG0000727	Prak.g_00764	Prax.g_00556
OG0000728	Prak.g_00765	Prax.g_00557
OG0000729	Prak.g_00767	Prax.g_00558
OG0000730	Prak.g_00768	Prax.g_00559
OG0000731	Prak.g_00770	Prax.g_00561
OG0000732	Prak.g_00771	Prax.g_00562
OG0000733	Prak.g_00772	Prax.g_00563
OG0000734	Prak.g_00773	Prax.g_00564
OG0000735	Prak.g_00774	Prax.g_00565
OG0000736	Prak.g_00776	Prax.g_00567
OG0000737	Prak.g_00777	Prax.g_00568
OG0000738	Prak.g_00779	Prax.g_00570
OG0000739	Prak.g_00780	Prax.g_00571
OG0000740	Prak.g_00781	Prax.g_00572
OG0000741	Prak.g_00783	Prax.g_00574
OG0000742	Prak.g_00784	Prax.g_00575
OG0000743	Prak.g_00788	Prax.g_00579
OG0000744	Prak.g_00789	Prax.g_00580
OG0000745	Prak.g_00791	Prax.g_00582
OG0000746	Prak.g_00792	Prax.g_00583
OG0000747	Prak.g_00793	Prax.g_00584
OG0000748	Prak.g_00794	Prax.g_00585
OG0000749	Prak.g_00795	Prax.g_00586
OG0000750	Prak.g_00796	Prax.g_00587
OG0000751	Prak.g_01069	Prax.g_00589
OG0000752	Prak.g_01068	Prax.g_00590
OG0000753	Prak.g_01067	Prax.g_00591
OG0000754	Prak.g_01066	Prax.g_00592
OG0000755	Prak.g_01064	Prax.g_00594
OG0000756	Prak.g_01063	Prax.g_00595
OG0000757	Prak.g_01062	Prax.g_00596
OG0000758	Prak.g_00949	Prax.g_00597
OG0000759	Prak.g_00950	Prax.g_00598
OG0000760	Prak.g_00951	Prax.g_00599
OG0000761	Prak.g_00952	Prax.g_00600
OG0000762	Prak.g_00954	Prax.g_00602
OG0000763	Prak.g_00955	Prax.g_00603
OG0000764	Prak.g_00956	Prax.g_00604
OG0000765	Prak.g_00957	Prax.g_00605
OG0000766	Prak.g_00958	Prax.g_00606
OG0000767	Prak.g_00959	Prax.g_00607
OG0000768	Prak.g_00960	Prax.g_00608
OG0000769	Prak.g_00961	Prax.g_00609
OG0000770	Prak.g_00963	Prax.g_00610
OG0000771	Prak.g_00964	Prax.g_00611
OG0000772	Prak.g_01023	Prax.g_00612
OG0000773	Prak.g_00966	Prax.g_00614
OG0000774	Prak.g_00967	Prax.g_00615
OG0000775	Prak.g_00968	Prax.g_00616
OG0000776	Prak.g_00970	Prax.g_00617
OG0000777	Prak.g_00971	Prax.g_00618
OG0000778	Prak.g_00972	Prax.g_00619
OG0000779	Prak.g_00974	Prax.g_01130
OG0000780	Prak.g_00975	Prax.g_01131
OG0000781	Prak.g_00976	Prax.g_01132
OG0000782	Prak.g_00978	Prax.g_01134
OG0000783	Prak.g_00979	Prax.g_01135
OG0000784	Prak.g_00980	Prax.g_01136
OG0000785	Prak.g_00981	Prax.g_01137
OG0000786	Prak.g_00982	Prax.g_01138
OG0000787	Prak.g_00984	Prax.g_01140
OG0000788	Prak.g_00985	Prax.g_01141
OG0000789	Prak.g_00986	Prax.g_01142
OG0000790	Prak.g_00987	Prax.g_01143
OG0000791	Prak.g_00988	Prax.g_01144
OG0000792	Prak.g_01238	Prax.g_01145
OG0000793	Prak.g_00990	Prax.g_01146
OG0000794	Prak.g_00991	Prax.g_01147
OG0000795	Prak.g_00992	Prax.g_01148
OG0000796	Prak.g_00995	Prax.g_01150
OG0000797	Prak.g_00996	Prax.g_01152
OG0000798	Prak.g_00997	Prax.g_01153
OG0000799	Prak.g_00998	Prax.g_01154
OG0000800	Prak.g_00999	Prax.g_01155
OG0000801	Prak.g_01000	Prax.g_01156
OG0000802	Prak.g_01002	Prax.g_01158
OG0000803	Prak.g_01003	Prax.g_01159
OG0000804	Prak.g_01007	Prax.g_01173
OG0000805	Prak.g_01009	Prax.g_01175
OG0000806	Prak.g_01010	Prax.g_01176
OG0000807	Prak.g_01011	Prax.g_01177
OG0000808	Prak.g_01012	Prax.g_01178
OG0000809	Prak.g_01018	Prax.g_01182
OG0000810	Prak.g_01020	Prax.g_01183
OG0000811	Prak.g_01021	Prax.g_01184
OG0000812	Prak.g_01022	Prax.g_01185
OG0000813	Prak.g_01025	Prax.g_01186
OG0000814	Prak.g_01026	Prax.g_01187
OG0000815	Prak.g_01027	Prax.g_01188
OG0000816	Prak.g_01030	Prax.g_01190
OG0000817	Prak.g_00931	Prax.g_01193
OG0000818	Prak.g_00930	Prax.g_01194
OG0000819	Prak.g_00928	Prax.g_01196
OG0000820	Prak.g_00927	Prax.g_01197
OG0000821	Prak.g_00926	Prax.g_01198
OG0000822	Prak.g_00925	Prax.g_01199
OG0000823	Prak.g_00922	Prax.g_01202
OG0000824	Prak.g_00921	Prax.g_01203
OG0000825	Prak.g_00919	Prax.g_01205
OG0000826	Prak.g_00918	Prax.g_01206
OG0000827	Prak.g_00917	Prax.g_01207
OG0000828	Prak.g_00915	Prax.g_01209
OG0000829	Prak.g_00383	Prax.g_01235
OG0000830	Prak.g_00712	Prax.g_01245
OG0000831	Prak.g_01220	Prax.g_01248
OG0000832	Prak.g_00603	Prax.g_01249
OG0000833	Prak.g_01255	Prax.g_01256
OG0000834	Prak.g_01214	Prax.g_00126
OG0000835	Prak.g_00362	Prax.g_00130
OG0000836	Prak.g_01241	Prax.g_00132
OG0000837	Prak.g_01328	Prax.g_00146
OG0000838	Prak.g_01551	Prax.g_00162
OG0000839	Prak.g_01552	Prax.g_00163
OG0000840	Prak.g_00723	Prax.g_00168
OG0000841	Prak.g_01194	Prax.g_00181
OG0000842	Prak.g_01188	Prax.g_00185
OG0000843	Prak.g_01186	Prax.g_00187
OG0000844	Prak.g_01185	Prax.g_00188
OG0000845	Prak.g_01184	Prax.g_00189
OG0000846	Prak.g_01183	Prax.g_00190
OG0000847	Prak.g_01182	Prax.g_00191
OG0000848	Prak.g_01181	Prax.g_00192
OG0000849	Prak.g_01180	Prax.g_00193
OG0000850	Prak.g_01179	Prax.g_00194
OG0000851	Prak.g_01176	Prax.g_00196
OG0000852	Prak.g_01173	Prax.g_00199
OG0000853	Prak.g_01171	Prax.g_00201
OG0000854	Prak.g_01170	Prax.g_00202
OG0000855	Prak.g_01169	Prax.g_00203
OG0000856	Prak.g_01168	Prax.g_00204
OG0000857	Prak.g_01167	Prax.g_00205
OG0000858	Prak.g_01164	Prax.g_00207
OG0000859	Prak.g_01163	Prax.g_00208
OG0000860	Prak.g_01162	Prax.g_00209
OG0000861	Prak.g_01161	Prax.g_00210
OG0000862	Prak.g_01160	Prax.g_00211
OG0000863	Prak.g_01158	Prax.g_00212
OG0000864	Prak.g_01157	Prax.g_00213
OG0000865	Prak.g_01156	Prax.g_00214
OG0000866	Prak.g_01155	Prax.g_00215
OG0000867	Prak.g_01153	Prax.g_00218
OG0000868	Prak.g_01151	Prax.g_00220
OG0000869	Prak.g_01150	Prax.g_00221
OG0000870	Prak.g_01147	Prax.g_00222
OG0000871	Prak.g_01146	Prax.g_00223
OG0000872	Prak.g_01144	Prax.g_00224
OG0000873	Prak.g_01143	Prax.g_00225
OG0000874	Prak.g_01142	Prax.g_00226
OG0000875	Prak.g_01140	Prax.g_00227
OG0000876	Prak.g_01138	Prax.g_00229
OG0000877	Prak.g_01137	Prax.g_00230
OG0000878	Prak.g_01136	Prax.g_00231
OG0000879	Prak.g_01135	Prax.g_00232
OG0000880	Prak.g_01134	Prax.g_00233
OG0000881	Prak.g_01133	Prax.g_00234
OG0000882	Prak.g_01132	Prax.g_00235
OG0000883	Prak.g_01131	Prax.g_00236
OG0000884	Prak.g_01130	Prax.g_00237
OG0000885	Prak.g_01129	Prax.g_00238
OG0000886	Prak.g_01128	Prax.g_00239
OG0000887	Prak.g_01127	Prax.g_00240
OG0000888	Prak.g_01126	Prax.g_00241
OG0000889	Prak.g_01125	Prax.g_00242
OG0000890	Prak.g_01124	Prax.g_00243
OG0000891	Prak.g_01123	Prax.g_00244
OG0000892	Prak.g_01122	Prax.g_00245
OG0000893	Prak.g_01121	Prax.g_00246
OG0000894	Prak.g_01120	Prax.g_00248
OG0000895	Prak.g_01119	Prax.g_00249
OG0000896	Prak.g_01117	Prax.g_00251
OG0000897	Prak.g_01116	Prax.g_00252
OG0000898	Prak.g_01115	Prax.g_00253
OG0000899	Prak.g_01114	Prax.g_00254
OG0000900	Prak.g_00593	Prax.g_00256
OG0000901	Prak.g_01571	Prax.g_01928
OG0000902	Prak.g_01266	Prax.g_01910
OG0000903	Prak.g_01267	Prax.g_01909
OG0000904	Prak.g_01268	Prax.g_01908
OG0000905	Prak.g_01269	Prax.g_01907
OG0000906	Prak.g_01270	Prax.g_01906
OG0000907	Prak.g_01272	Prax.g_01904
OG0000908	Prak.g_01273	Prax.g_01903
OG0000909	Prak.g_01274	Prax.g_01902
OG0000910	Prak.g_01275	Prax.g_01901
OG0000911	Prak.g_01276	Prax.g_01900
OG0000912	Prak.g_01279	Prax.g_01897
OG0000913	Prak.g_01280	Prax.g_01896
OG0000914	Prak.g_01281	Prax.g_01895
OG0000915	Prak.g_01284	Prax.g_01893
OG0000916	Prak.g_01285	Prax.g_01892
OG0000917	Prak.g_01286	Prax.g_01891
OG0000918	Prak.g_01287	Prax.g_01890
OG0000919	Prak.g_01288	Prax.g_01889
OG0000920	Prak.g_01289	Prax.g_01888
OG0000921	Prak.g_01292	Prax.g_01886
OG0000922	Prak.g_01293	Prax.g_01885
OG0000923	Prak.g_01305	Prax.g_01881
OG0000924	Prak.g_01304	Prax.g_01880
OG0000925	Prak.g_01301	Prax.g_01877
OG0000926	Prak.g_00460	Prax.g_01876
OG0000927	Prak.g_01237	Prax.g_01875
OG0000928	Prak.g_01490	Prax.g_01873
OG0000929	Prak.g_01215	Prax.g_01871
OG0000930	Prak.g_01197	Prax.g_01869
OG0000931	Prak.g_00909	Prax.g_01868
OG0000932	Prak.g_01234	Prax.g_01865
OG0000933	Prak.g_01331	Prax.g_01861
OG0000934	Prak.g_01332	Prax.g_01860
OG0000935	Prak.g_01333	Prax.g_01859
OG0000936	Prak.g_01334	Prax.g_01858
OG0000937	Prak.g_01335	Prax.g_01857
OG0000938	Prak.g_01336	Prax.g_01856
OG0000939	Prak.g_01337	Prax.g_01855
OG0000940	Prak.g_01338	Prax.g_01854
OG0000941	Prak.g_01339	Prax.g_01853
OG0000942	Prak.g_01340	Prax.g_01852
OG0000943	Prak.g_01341	Prax.g_01851
OG0000944	Prak.g_01342	Prax.g_01850
OG0000945	Prak.g_01343	Prax.g_01849
OG0000946	Prak.g_01344	Prax.g_01848
OG0000947	Prak.g_01345	Prax.g_01847
OG0000948	Prak.g_01346	Prax.g_01846
OG0000949	Prak.g_01347	Prax.g_01845
OG0000950	Prak.g_01824	Prax.g_01780
OG0000951	Prak.g_01374	Prax.g_01751
OG0000952	Prak.g_01375	Prax.g_01750
OG0000953	Prak.g_01376	Prax.g_01749
OG0000954	Prak.g_01377	Prax.g_01748
OG0000955	Prak.g_01378	Prax.g_01747
OG0000956	Prak.g_01380	Prax.g_01745
OG0000957	Prak.g_01381	Prax.g_01744
OG0000958	Prak.g_01382	Prax.g_01743
OG0000959	Prak.g_01383	Prax.g_01742
OG0000960	Prak.g_01384	Prax.g_01741
OG0000961	Prak.g_01385	Prax.g_01740
OG0000962	Prak.g_01386	Prax.g_01739
OG0000963	Prak.g_01387	Prax.g_01738
OG0000964	Prak.g_01388	Prax.g_01737
OG0000965	Prak.g_01389	Prax.g_01735
OG0000966	Prak.g_01390	Prax.g_01734
OG0000967	Prak.g_01393	Prax.g_01726
OG0000968	Prak.g_01394	Prax.g_01725
OG0000969	Prak.g_01395	Prax.g_01724
OG0000970	Prak.g_01396	Prax.g_01723
OG0000971	Prak.g_01397	Prax.g_01722
OG0000972	Prak.g_01398	Prax.g_01721
OG0000973	Prak.g_01400	Prax.g_01719
OG0000974	Prak.g_01401	Prax.g_01718
OG0000975	Prak.g_01402	Prax.g_01717
OG0000976	Prak.g_01403	Prax.g_01716
OG0000977	Prak.g_01404	Prax.g_01715
OG0000978	Prak.g_01405	Prax.g_01714
OG0000979	Prak.g_01406	Prax.g_01713
OG0000980	Prak.g_01407	Prax.g_01712
OG0000981	Prak.g_01408	Prax.g_01711
OG0000982	Prak.g_01409	Prax.g_01710
OG0000983	Prak.g_01410	Prax.g_01709
OG0000984	Prak.g_01414	Prax.g_01705
OG0000985	Prak.g_01415	Prax.g_01704
OG0000986	Prak.g_01416	Prax.g_01703
OG0000987	Prak.g_01418	Prax.g_01701
OG0000988	Prak.g_01419	Prax.g_01700
OG0000989	Prak.g_01420	Prax.g_01699
OG0000990	Prak.g_01421	Prax.g_01698
OG0000991	Prak.g_01422	Prax.g_01697
OG0000992	Prak.g_01423	Prax.g_01696
OG0000993	Prak.g_01424	Prax.g_01695
OG0000994	Prak.g_01425	Prax.g_01694
OG0000995	Prak.g_01426	Prax.g_01693
OG0000996	Prak.g_01427	Prax.g_01692
OG0000997	Prak.g_01429	Prax.g_01690
OG0000998	Prak.g_01435	Prax.g_01687
OG0000999	Prak.g_01437	Prax.g_01685
OG0001000	Prak.g_01439	Prax.g_01684
OG0001001	Prak.g_01441	Prax.g_01683
OG0001002	Prak.g_01443	Prax.g_01681
OG0001003	Prak.g_01444	Prax.g_01680
OG0001004	Prak.g_01445	Prax.g_01679
OG0001005	Prak.g_01446	Prax.g_01678
OG0001006	Prak.g_01448	Prax.g_01676
OG0001007	Prak.g_01449	Prax.g_01675
OG0001008	Prak.g_01450	Prax.g_01674
OG0001009	Prak.g_01451	Prax.g_01673
OG0001010	Prak.g_01452	Prax.g_01672
OG0001011	Prak.g_01453	Prax.g_01671
OG0001012	Prak.g_01454	Prax.g_01670
OG0001013	Prak.g_01455	Prax.g_01669
OG0001014	Prak.g_01456	Prax.g_01668
OG0001015	Prak.g_01457	Prax.g_01667
OG0001016	Prak.g_01458	Prax.g_01666
OG0001017	Prak.g_01459	Prax.g_01665
OG0001018	Prak.g_01460	Prax.g_01664
OG0001019	Prak.g_01461	Prax.g_01663
OG0001020	Prak.g_01462	Prax.g_01662
OG0001021	Prak.g_01463	Prax.g_01661
OG0001022	Prak.g_01464	Prax.g_01660
OG0001023	Prak.g_01465	Prax.g_01659
OG0001024	Prak.g_01467	Prax.g_01657
OG0001025	Prak.g_01468	Prax.g_01656
OG0001026	Prak.g_01469	Prax.g_01655
OG0001027	Prak.g_01470	Prax.g_01654
OG0001028	Prak.g_01473	Prax.g_01653
OG0001029	Prak.g_01474	Prax.g_01652
OG0001030	Prak.g_01477	Prax.g_01649
OG0001031	Prak.g_01478	Prax.g_01648
OG0001032	Prak.g_01588	Prax.g_01640
OG0001033	Prak.g_00590	Prax.g_01633
OG0001034	Prak.g_00860	Prax.g_01605
OG0001035	Prak.g_01638	Prax.g_01565
OG0001036	Prak.g_01639	Prax.g_01564
OG0001037	Prak.g_01646	Prax.g_01558
OG0001038	Prak.g_01647	Prax.g_01557
OG0001039	Prak.g_01648	Prax.g_01556
OG0001040	Prak.g_01649	Prax.g_01555
OG0001041	Prak.g_01651	Prax.g_01553
OG0001042	Prak.g_01652	Prax.g_01552
OG0001043	Prak.g_01653	Prax.g_01551
OG0001044	Prak.g_01654	Prax.g_01550
OG0001045	Prak.g_01655	Prax.g_01549
OG0001046	Prak.g_01657	Prax.g_01548
OG0001047	Prak.g_01658	Prax.g_01547
OG0001048	Prak.g_01659	Prax.g_01545
OG0001049	Prak.g_01660	Prax.g_01544
OG0001050	Prak.g_01661	Prax.g_01543
OG0001051	Prak.g_01662	Prax.g_01542
OG0001052	Prak.g_01663	Prax.g_01541
OG0001053	Prak.g_01664	Prax.g_01540
OG0001054	Prak.g_01665	Prax.g_01539
OG0001055	Prak.g_01666	Prax.g_01538
OG0001056	Prak.g_01667	Prax.g_01537
OG0001057	Prak.g_01669	Prax.g_01535
OG0001058	Prak.g_01670	Prax.g_01534
OG0001059	Prak.g_01671	Prax.g_01533
OG0001060	Prak.g_01672	Prax.g_01532
OG0001061	Prak.g_01673	Prax.g_01531
OG0001062	Prak.g_01674	Prax.g_01530
OG0001063	Prak.g_01675	Prax.g_01529
OG0001064	Prak.g_01676	Prax.g_01528
OG0001065	Prak.g_01677	Prax.g_01527
OG0001066	Prak.g_01678	Prax.g_01526
OG0001067	Prak.g_01679	Prax.g_01525
OG0001068	Prak.g_01680	Prax.g_01524
OG0001069	Prak.g_01683	Prax.g_01521
OG0001070	Prak.g_01685	Prax.g_01519
OG0001071	Prak.g_01686	Prax.g_01518
OG0001072	Prak.g_01687	Prax.g_01517
OG0001073	Prak.g_01688	Prax.g_01516
OG0001074	Prak.g_01689	Prax.g_01515
OG0001075	Prak.g_01691	Prax.g_01513
OG0001076	Prak.g_01693	Prax.g_01511
OG0001077	Prak.g_01694	Prax.g_01510
OG0001078	Prak.g_01695	Prax.g_01509
OG0001079	Prak.g_01696	Prax.g_01508
OG0001080	Prak.g_01697	Prax.g_01507
OG0001081	Prak.g_01698	Prax.g_01506
OG0001082	Prak.g_01699	Prax.g_01505
OG0001083	Prak.g_01700	Prax.g_01504
OG0001084	Prak.g_01701	Prax.g_01503
OG0001085	Prak.g_01702	Prax.g_01502
OG0001086	Prak.g_01708	Prax.g_01262
OG0001087	Prak.g_01710	Prax.g_01263
OG0001088	Prak.g_01711	Prax.g_01264
OG0001089	Prak.g_01714	Prax.g_01266
OG0001090	Prak.g_01715	Prax.g_01267
OG0001091	Prak.g_01716	Prax.g_01268
OG0001092	Prak.g_01717	Prax.g_01269
OG0001093	Prak.g_01718	Prax.g_01270
OG0001094	Prak.g_01719	Prax.g_01271
OG0001095	Prak.g_01720	Prax.g_01272
OG0001096	Prak.g_01721	Prax.g_01273
OG0001097	Prak.g_01722	Prax.g_01274
OG0001098	Prak.g_01723	Prax.g_01275
OG0001099	Prak.g_01724	Prax.g_01276
OG0001100	Prak.g_01725	Prax.g_01277
OG0001101	Prak.g_01726	Prax.g_01278
OG0001102	Prak.g_01730	Prax.g_01281
OG0001103	Prak.g_01731	Prax.g_01282
OG0001104	Prak.g_01734	Prax.g_01283
OG0001105	Prak.g_01733	Prax.g_01285
OG0001106	Prak.g_01729	Prax.g_01287
OG0001107	Prak.g_01728	Prax.g_01288
OG0001108	Prak.g_01727	Prax.g_01289
OG0001109	Prak.g_01737	Prax.g_01296
OG0001110	Prak.g_01739	Prax.g_01298
OG0001111	Prak.g_01740	Prax.g_01299
OG0001112	Prak.g_01741	Prax.g_01300
OG0001113	Prak.g_01742	Prax.g_01301
OG0001114	Prak.g_01743	Prax.g_01302
OG0001115	Prak.g_01744	Prax.g_01303
OG0001116	Prak.g_01745	Prax.g_01304
OG0001117	Prak.g_01746	Prax.g_01305
OG0001118	Prak.g_01747	Prax.g_01306
OG0001119	Prak.g_01748	Prax.g_01307
OG0001120	Prak.g_01749	Prax.g_01308
OG0001121	Prak.g_01750	Prax.g_01309
OG0001122	Prak.g_01751	Prax.g_01310
OG0001123	Prak.g_01752	Prax.g_01311
OG0001124	Prak.g_01753	Prax.g_01312
OG0001125	Prak.g_01754	Prax.g_01313
OG0001126	Prak.g_01755	Prax.g_01314
OG0001127	Prak.g_01756	Prax.g_01315
OG0001128	Prak.g_01757	Prax.g_01316
OG0001129	Prak.g_01758	Prax.g_01317
OG0001130	Prak.g_01759	Prax.g_01318
OG0001131	Prak.g_01760	Prax.g_01319
OG0001132	Prak.g_01761	Prax.g_01320
OG0001133	Prak.g_01762	Prax.g_01321
OG0001134	Prak.g_01763	Prax.g_01322
OG0001135	Prak.g_01764	Prax.g_01323
OG0001136	Prak.g_01765	Prax.g_01324
OG0001137	Prak.g_01766	Prax.g_01325
OG0001138	Prak.g_01767	Prax.g_01326
OG0001139	Prak.g_01768	Prax.g_01327
OG0001140	Prak.g_01769	Prax.g_01328
OG0001141	Prak.g_01771	Prax.g_01330
OG0001142	Prak.g_01772	Prax.g_01331
OG0001143	Prak.g_01773	Prax.g_01332
OG0001144	Prak.g_01775	Prax.g_01334
OG0001145	Prak.g_01777	Prax.g_01336
OG0001146	Prak.g_01778	Prax.g_01337
OG0001147	Prak.g_01781	Prax.g_01339
OG0001148	Prak.g_01782	Prax.g_01340
OG0001149	Prak.g_01783	Prax.g_01341
OG0001150	Prak.g_01786	Prax.g_01344
OG0001151	Prak.g_01787	Prax.g_01345
OG0001152	Prak.g_01788	Prax.g_01346
OG0001153	Prak.g_01789	Prax.g_01347
OG0001154	Prak.g_01790	Prax.g_01348
OG0001155	Prak.g_01791	Prax.g_01349
OG0001156	Prak.g_01792	Prax.g_01350
OG0001157	Prak.g_01794	Prax.g_01352
OG0001158	Prak.g_01796	Prax.g_01353
OG0001159	Prak.g_01797	Prax.g_01354
OG0001160	Prak.g_01798	Prax.g_01355
OG0001161	Prak.g_01802	Prax.g_01358
OG0001162	Prak.g_01803	Prax.g_01359
OG0001163	Prak.g_01804	Prax.g_01360
OG0001164	Prak.g_01805	Prax.g_01361
OG0001165	Prak.g_01806	Prax.g_01362
OG0001166	Prak.g_01807	Prax.g_01363
OG0001167	Prak.g_01808	Prax.g_01364
OG0001168	Prak.g_01810	Prax.g_01366
OG0001169	Prak.g_01811	Prax.g_01367
OG0001170	Prak.g_01815	Prax.g_01369
OG0001171	Prak.g_01816	Prax.g_01370
OG0001172	Prak.g_01817	Prax.g_01371
OG0001173	Prak.g_01819	Prax.g_01373
OG0001174	Prak.g_01821	Prax.g_01375
OG0001175	Prak.g_01823	Prax.g_01377
OG0001176	Prak.g_01825	Prax.g_01378
