Orthogroup	Prak	Prbc
OG0000547	Prak.g_00557	Prbc.g_01672
OG0000548	Prak.g_00558	Prbc.g_01673
OG0000549	Prak.g_00560	Prbc.g_01675
OG0000550	Prak.g_00561	Prbc.g_01676
OG0000551	Prak.g_00562	Prbc.g_01677
OG0000552	Prak.g_00563	Prbc.g_01678
OG0000553	Prak.g_00564	Prbc.g_01679
OG0000554	Prak.g_00565	Prbc.g_01680
OG0000555	Prak.g_00567	Prbc.g_01682
OG0000556	Prak.g_00568	Prbc.g_01683
OG0000557	Prak.g_00569	Prbc.g_01684
OG0000558	Prak.g_00570	Prbc.g_01685
OG0000559	Prak.g_00571	Prbc.g_01686
OG0000560	Prak.g_00572	Prbc.g_01687
OG0000561	Prak.g_00573	Prbc.g_01688
OG0000562	Prak.g_00574	Prbc.g_01689
OG0000563	Prak.g_00575	Prbc.g_01690
OG0000564	Prak.g_00576	Prbc.g_01691
OG0000565	Prak.g_00577	Prbc.g_01692
OG0000566	Prak.g_00578	Prbc.g_01693
OG0000567	Prak.g_00579	Prbc.g_01694
OG0000568	Prak.g_00580	Prbc.g_01695
OG0000569	Prak.g_00582	Prbc.g_01698
OG0000570	Prak.g_00583	Prbc.g_01699
OG0000571	Prak.g_00585	Prbc.g_01700
OG0000572	Prak.g_00587	Prbc.g_01702
OG0000573	Prak.g_00588	Prbc.g_01703
OG0000574	Prak.g_00589	Prbc.g_01704
OG0000575	Prak.g_00591	Prbc.g_01705
OG0000576	Prak.g_00592	Prbc.g_01706
OG0000577	Prak.g_01113	Prbc.g_01707
OG0000578	Prak.g_01112	Prbc.g_01708
OG0000579	Prak.g_01111	Prbc.g_01709
OG0000580	Prak.g_01110	Prbc.g_01710
OG0000581	Prak.g_01109	Prbc.g_01711
OG0000582	Prak.g_01108	Prbc.g_01712
OG0000583	Prak.g_01107	Prbc.g_01713
OG0000584	Prak.g_01105	Prbc.g_01715
OG0000585	Prak.g_01104	Prbc.g_01716
OG0000586	Prak.g_01102	Prbc.g_01717
OG0000587	Prak.g_01101	Prbc.g_01718
OG0000588	Prak.g_01100	Prbc.g_01719
OG0000589	Prak.g_01099	Prbc.g_01720
OG0000590	Prak.g_01098	Prbc.g_01721
OG0000591	Prak.g_01097	Prbc.g_01722
OG0000592	Prak.g_01096	Prbc.g_01723
OG0000593	Prak.g_01095	Prbc.g_01724
OG0000594	Prak.g_01094	Prbc.g_01725
OG0000595	Prak.g_01093	Prbc.g_01726
OG0000596	Prak.g_01092	Prbc.g_01727
OG0000597	Prak.g_01088	Prbc.g_01731
OG0000598	Prak.g_01087	Prbc.g_01732
OG0000599	Prak.g_01086	Prbc.g_01733
OG0000600	Prak.g_01085	Prbc.g_01734
OG0000601	Prak.g_01084	Prbc.g_01735
OG0000602	Prak.g_01083	Prbc.g_01736
OG0000603	Prak.g_01082	Prbc.g_01737
OG0000604	Prak.g_01081	Prbc.g_01738
OG0000605	Prak.g_01080	Prbc.g_01739
OG0000606	Prak.g_01079	Prbc.g_01740
OG0000607	Prak.g_01077	Prbc.g_01742
OG0000608	Prak.g_01076	Prbc.g_01743
OG0000609	Prak.g_01074	Prbc.g_01745
OG0000610	Prak.g_01073	Prbc.g_01746
OG0000611	Prak.g_00797	Prbc.g_01749
OG0000612	Prak.g_00798	Prbc.g_01750
OG0000613	Prak.g_00800	Prbc.g_01752
OG0000614	Prak.g_00806	Prbc.g_01760
OG0000615	Prak.g_00807	Prbc.g_01761
OG0000616	Prak.g_00808	Prbc.g_01762
OG0000617	Prak.g_00811	Prbc.g_01765
OG0000618	Prak.g_00812	Prbc.g_01766
OG0000619	Prak.g_00813	Prbc.g_01767
OG0000620	Prak.g_00815	Prbc.g_01769
OG0000621	Prak.g_00816	Prbc.g_01770
OG0000622	Prak.g_00817	Prbc.g_01771
OG0000623	Prak.g_00818	Prbc.g_01772
OG0000624	Prak.g_00821	Prbc.g_01775
OG0000625	Prak.g_00822	Prbc.g_01776
OG0000626	Prak.g_00823	Prbc.g_01777
OG0000627	Prak.g_00826	Prbc.g_01381
OG0000628	Prak.g_00827	Prbc.g_01778
OG0000629	Prak.g_00828	Prbc.g_01779
OG0000630	Prak.g_00830	Prbc.g_01781
OG0000631	Prak.g_00832	Prbc.g_01782
OG0000632	Prak.g_01934	Prbc.g_01055
OG0000633	Prak.g_00756	Prbc.g_01290
OG0000634	Prak.g_00838	Prbc.g_01788
OG0000635	Prak.g_01060	Prbc.g_01790
OG0000636	Prak.g_01059	Prbc.g_01791
OG0000637	Prak.g_01057	Prbc.g_01793
OG0000638	Prak.g_01056	Prbc.g_01794
OG0000639	Prak.g_01055	Prbc.g_01795
OG0000640	Prak.g_01054	Prbc.g_01796
OG0000641	Prak.g_01053	Prbc.g_01797
OG0000642	Prak.g_01052	Prbc.g_01798
OG0000643	Prak.g_01051	Prbc.g_01799
OG0000644	Prak.g_01049	Prbc.g_01801
OG0000645	Prak.g_01047	Prbc.g_01803
OG0000646	Prak.g_01046	Prbc.g_01804
OG0000647	Prak.g_01045	Prbc.g_01805
OG0000648	Prak.g_01044	Prbc.g_01807
OG0000649	Prak.g_01043	Prbc.g_01808
OG0000650	Prak.g_01042	Prbc.g_01809
OG0000651	Prak.g_01041	Prbc.g_01810
OG0000652	Prak.g_01039	Prbc.g_01812
OG0000653	Prak.g_01227	Prbc.g_00539
OG0000654	Prak.g_00728	Prbc.g_00521
OG0000655	Prak.g_00599	Prbc.g_01383
OG0000656	Prak.g_01261	Prbc.g_02142
OG0000657	Prak.g_00608	Prbc.g_02028
OG0000658	Prak.g_00607	Prbc.g_02027
OG0000659	Prak.g_00606	Prbc.g_02026
OG0000660	Prak.g_00353	Prbc.g_01230
OG0000661	Prak.g_00940	Prbc.g_02003
OG0000662	Prak.g_00944	Prbc.g_02005
OG0000663	Prak.g_00946	Prbc.g_02007
OG0000664	Prak.g_00947	Prbc.g_02008
OG0000665	Prak.g_00948	Prbc.g_02009
OG0000666	Prak.g_01061	Prbc.g_01852
OG0000667	Prak.g_00840	Prbc.g_01853
OG0000668	Prak.g_00841	Prbc.g_01854
OG0000669	Prak.g_00842	Prbc.g_01855
OG0000670	Prak.g_00844	Prbc.g_01857
OG0000671	Prak.g_00845	Prbc.g_01858
OG0000672	Prak.g_00846	Prbc.g_01859
OG0000673	Prak.g_00847	Prbc.g_01860
OG0000674	Prak.g_00848	Prbc.g_01861
OG0000675	Prak.g_00849	Prbc.g_01862
OG0000676	Prak.g_00851	Prbc.g_01864
OG0000677	Prak.g_00853	Prbc.g_01866
OG0000678	Prak.g_00854	Prbc.g_01867
OG0000679	Prak.g_00855	Prbc.g_01868
OG0000680	Prak.g_00856	Prbc.g_01869
OG0000681	Prak.g_00857	Prbc.g_01870
OG0000682	Prak.g_00858	Prbc.g_01871
OG0000683	Prak.g_00859	Prbc.g_01873
OG0000684	Prak.g_00861	Prbc.g_01875
OG0000685	Prak.g_00862	Prbc.g_01876
OG0000686	Prak.g_00863	Prbc.g_01877
OG0000687	Prak.g_00864	Prbc.g_01878
OG0000688	Prak.g_00865	Prbc.g_01879
OG0000689	Prak.g_00866	Prbc.g_01880
OG0000690	Prak.g_00867	Prbc.g_01881
OG0000691	Prak.g_00869	Prbc.g_01883
OG0000692	Prak.g_00870	Prbc.g_01884
OG0000693	Prak.g_00871	Prbc.g_01885
OG0000694	Prak.g_00872	Prbc.g_01886
OG0000695	Prak.g_00873	Prbc.g_01887
OG0000696	Prak.g_00874	Prbc.g_01888
OG0000697	Prak.g_00876	Prbc.g_01890
OG0000698	Prak.g_00877	Prbc.g_01891
OG0000699	Prak.g_00881	Prbc.g_01894
OG0000700	Prak.g_00882	Prbc.g_01895
OG0000701	Prak.g_00884	Prbc.g_01897
OG0000702	Prak.g_00885	Prbc.g_01898
OG0000703	Prak.g_00886	Prbc.g_01899
OG0000704	Prak.g_00887	Prbc.g_01900
OG0000705	Prak.g_00889	Prbc.g_01903
OG0000706	Prak.g_00890	Prbc.g_01904
OG0000707	Prak.g_00891	Prbc.g_01905
OG0000708	Prak.g_00892	Prbc.g_01906
OG0000709	Prak.g_00893	Prbc.g_01907
OG0000710	Prak.g_00894	Prbc.g_01908
OG0000711	Prak.g_00895	Prbc.g_01909
OG0000712	Prak.g_00896	Prbc.g_01910
OG0000713	Prak.g_00897	Prbc.g_01911
OG0000714	Prak.g_00901	Prbc.g_01913
OG0000715	Prak.g_00902	Prbc.g_01914
OG0000716	Prak.g_00903	Prbc.g_01915
OG0000717	Prak.g_00904	Prbc.g_01916
OG0000718	Prak.g_00905	Prbc.g_01917
OG0000719	Prak.g_00907	Prbc.g_01919
OG0000720	Prak.g_00911	Prbc.g_01923
OG0000721	Prak.g_00912	Prbc.g_01924
OG0000722	Prak.g_00748	Prbc.g_01959
OG0000723	Prak.g_00753	Prbc.g_01962
OG0000724	Prak.g_00759	Prbc.g_01967
OG0000725	Prak.g_00761	Prbc.g_01969
OG0000726	Prak.g_00762	Prbc.g_01970
OG0000727	Prak.g_00764	Prbc.g_01971
OG0000728	Prak.g_00765	Prbc.g_01972
OG0000729	Prak.g_00767	Prbc.g_01974
OG0000730	Prak.g_00768	Prbc.g_01975
OG0000731	Prak.g_00770	Prbc.g_01977
OG0000732	Prak.g_00771	Prbc.g_01978
OG0000733	Prak.g_00772	Prbc.g_01979
OG0000734	Prak.g_00773	Prbc.g_01980
OG0000735	Prak.g_00774	Prbc.g_01981
OG0000736	Prak.g_00776	Prbc.g_01983
OG0000737	Prak.g_00777	Prbc.g_01984
OG0000738	Prak.g_00779	Prbc.g_01987
OG0000739	Prak.g_00780	Prbc.g_01988
OG0000740	Prak.g_00781	Prbc.g_01989
OG0000741	Prak.g_00783	Prbc.g_01991
OG0000742	Prak.g_00784	Prbc.g_01992
OG0000743	Prak.g_00788	Prbc.g_01996
OG0000744	Prak.g_00789	Prbc.g_01997
OG0000745	Prak.g_00791	Prbc.g_01837
OG0000746	Prak.g_00792	Prbc.g_01838
OG0000747	Prak.g_00793	Prbc.g_01839
OG0000748	Prak.g_00794	Prbc.g_01840
OG0000749	Prak.g_00795	Prbc.g_01841
OG0000750	Prak.g_00796	Prbc.g_01842
OG0000751	Prak.g_01069	Prbc.g_01844
OG0000752	Prak.g_01068	Prbc.g_01845
OG0000753	Prak.g_01067	Prbc.g_01846
OG0000754	Prak.g_01066	Prbc.g_01847
OG0000755	Prak.g_01064	Prbc.g_01849
OG0000756	Prak.g_01063	Prbc.g_01850
OG0000757	Prak.g_01062	Prbc.g_01851
OG0000758	Prak.g_00949	Prbc.g_02010
OG0000759	Prak.g_00950	Prbc.g_02011
OG0000760	Prak.g_00951	Prbc.g_02012
OG0000761	Prak.g_00952	Prbc.g_02013
OG0000762	Prak.g_00954	Prbc.g_02015
OG0000763	Prak.g_00955	Prbc.g_02016
OG0000764	Prak.g_00956	Prbc.g_02017
OG0000765	Prak.g_00957	Prbc.g_02018
OG0000766	Prak.g_00958	Prbc.g_02019
OG0000767	Prak.g_00959	Prbc.g_02020
OG0000768	Prak.g_00960	Prbc.g_02021
OG0000769	Prak.g_00961	Prbc.g_02022
OG0000770	Prak.g_00963	Prbc.g_02023
OG0000771	Prak.g_00964	Prbc.g_02024
OG0000772	Prak.g_01023	Prbc.g_01936
OG0000773	Prak.g_00966	Prbc.g_02029
OG0000774	Prak.g_00967	Prbc.g_02030
OG0000775	Prak.g_00968	Prbc.g_02031
OG0000776	Prak.g_00970	Prbc.g_02033
OG0000777	Prak.g_00971	Prbc.g_02034
OG0000778	Prak.g_00972	Prbc.g_02035
OG0000779	Prak.g_00974	Prbc.g_02037
OG0000780	Prak.g_00975	Prbc.g_02038
OG0000781	Prak.g_00976	Prbc.g_02039
OG0000782	Prak.g_00978	Prbc.g_02041
OG0000783	Prak.g_00979	Prbc.g_02042
OG0000784	Prak.g_00980	Prbc.g_02043
OG0000785	Prak.g_00981	Prbc.g_02044
OG0000786	Prak.g_00982	Prbc.g_02045
OG0000787	Prak.g_00984	Prbc.g_02047
OG0000788	Prak.g_00985	Prbc.g_02048
OG0000789	Prak.g_00986	Prbc.g_02049
OG0000790	Prak.g_00987	Prbc.g_02050
OG0000791	Prak.g_00988	Prbc.g_02051
OG0000792	Prak.g_01238	Prbc.g_02190
OG0000793	Prak.g_00990	Prbc.g_02052
OG0000794	Prak.g_00991	Prbc.g_02053
OG0000795	Prak.g_00992	Prbc.g_02054
OG0000796	Prak.g_00995	Prbc.g_02055
OG0000797	Prak.g_00996	Prbc.g_02057
OG0000798	Prak.g_00997	Prbc.g_02058
OG0000799	Prak.g_00998	Prbc.g_02059
OG0000800	Prak.g_00999	Prbc.g_02060
OG0000801	Prak.g_01000	Prbc.g_02061
OG0000802	Prak.g_01002	Prbc.g_02062
OG0000803	Prak.g_01003	Prbc.g_02063
OG0000804	Prak.g_01007	Prbc.g_02079
OG0000805	Prak.g_01009	Prbc.g_02080
OG0000806	Prak.g_01010	Prbc.g_02081
OG0000807	Prak.g_01011	Prbc.g_02082
OG0000808	Prak.g_01012	Prbc.g_02083
OG0000809	Prak.g_01018	Prbc.g_02088
OG0000810	Prak.g_01020	Prbc.g_02090
OG0000811	Prak.g_01021	Prbc.g_02091
OG0000812	Prak.g_01022	Prbc.g_01935
OG0000813	Prak.g_01025	Prbc.g_02092
OG0000814	Prak.g_01026	Prbc.g_02093
OG0000815	Prak.g_01027	Prbc.g_02094
OG0000816	Prak.g_01030	Prbc.g_02097
OG0000817	Prak.g_00931	Prbc.g_02101
OG0000818	Prak.g_00930	Prbc.g_02102
OG0000819	Prak.g_00928	Prbc.g_02105
OG0000820	Prak.g_00927	Prbc.g_02106
OG0000821	Prak.g_00926	Prbc.g_02107
OG0000822	Prak.g_00925	Prbc.g_02108
OG0000823	Prak.g_00922	Prbc.g_02111
OG0000824	Prak.g_00921	Prbc.g_02112
OG0000825	Prak.g_00919	Prbc.g_01934
OG0000826	Prak.g_00918	Prbc.g_01933
OG0000827	Prak.g_00917	Prbc.g_01932
OG0000828	Prak.g_00915	Prbc.g_01930
OG0000829	Prak.g_00383	Prbc.g_01941
OG0000830	Prak.g_00712	Prbc.g_02152
OG0000831	Prak.g_01220	Prbc.g_02133
OG0000832	Prak.g_00603	Prbc.g_00804
OG0000833	Prak.g_01255	Prbc.g_00201
OG0000834	Prak.g_01214	Prbc.g_01244
OG0000835	Prak.g_00362	Prbc.g_01252
OG0000836	Prak.g_01241	Prbc.g_00801
OG0000837	Prak.g_01328	Prbc.g_02128
OG0000838	Prak.g_01551	Prbc.g_00897
OG0000839	Prak.g_01552	Prbc.g_00898
OG0000840	Prak.g_00723	Prbc.g_02170
OG0000841	Prak.g_01194	Prbc.g_01468
OG0000842	Prak.g_01188	Prbc.g_01462
OG0000843	Prak.g_01186	Prbc.g_01460
OG0000844	Prak.g_01185	Prbc.g_01459
OG0000845	Prak.g_01184	Prbc.g_01458
OG0000846	Prak.g_01183	Prbc.g_01457
OG0000847	Prak.g_01182	Prbc.g_01456
OG0000848	Prak.g_01181	Prbc.g_01455
OG0000849	Prak.g_01180	Prbc.g_01454
OG0000850	Prak.g_01179	Prbc.g_01453
OG0000851	Prak.g_01176	Prbc.g_01450
OG0000852	Prak.g_01173	Prbc.g_01447
OG0000853	Prak.g_01171	Prbc.g_01445
OG0000854	Prak.g_01170	Prbc.g_01444
OG0000855	Prak.g_01169	Prbc.g_01442
OG0000856	Prak.g_01168	Prbc.g_01441
OG0000857	Prak.g_01167	Prbc.g_01440
OG0000858	Prak.g_01164	Prbc.g_01437
OG0000859	Prak.g_01163	Prbc.g_01436
OG0000860	Prak.g_01162	Prbc.g_01435
OG0000861	Prak.g_01161	Prbc.g_01434
OG0000862	Prak.g_01160	Prbc.g_01433
OG0000863	Prak.g_01158	Prbc.g_01431
OG0000864	Prak.g_01157	Prbc.g_01430
OG0000865	Prak.g_01156	Prbc.g_01429
OG0000866	Prak.g_01155	Prbc.g_01428
OG0000867	Prak.g_01153	Prbc.g_01426
OG0000868	Prak.g_01151	Prbc.g_01424
OG0000869	Prak.g_01150	Prbc.g_01422
OG0000870	Prak.g_01147	Prbc.g_01421
OG0000871	Prak.g_01146	Prbc.g_01420
OG0000872	Prak.g_01144	Prbc.g_01418
OG0000873	Prak.g_01143	Prbc.g_01417
OG0000874	Prak.g_01142	Prbc.g_01416
OG0000875	Prak.g_01140	Prbc.g_01414
OG0000876	Prak.g_01138	Prbc.g_01412
OG0000877	Prak.g_01137	Prbc.g_01411
OG0000878	Prak.g_01136	Prbc.g_01410
OG0000879	Prak.g_01135	Prbc.g_01409
OG0000880	Prak.g_01134	Prbc.g_01408
OG0000881	Prak.g_01133	Prbc.g_01407
OG0000882	Prak.g_01132	Prbc.g_01406
OG0000883	Prak.g_01131	Prbc.g_01405
OG0000884	Prak.g_01130	Prbc.g_01404
OG0000885	Prak.g_01129	Prbc.g_01403
OG0000886	Prak.g_01128	Prbc.g_01402
OG0000887	Prak.g_01127	Prbc.g_01401
OG0000888	Prak.g_01126	Prbc.g_01400
OG0000889	Prak.g_01125	Prbc.g_01399
OG0000890	Prak.g_01124	Prbc.g_01398
OG0000891	Prak.g_01123	Prbc.g_01397
OG0000892	Prak.g_01122	Prbc.g_01396
OG0000893	Prak.g_01121	Prbc.g_01395
OG0000894	Prak.g_01120	Prbc.g_01394
OG0000895	Prak.g_01119	Prbc.g_01393
OG0000896	Prak.g_01117	Prbc.g_01392
OG0000897	Prak.g_01116	Prbc.g_01391
OG0000898	Prak.g_01115	Prbc.g_01390
OG0000899	Prak.g_01114	Prbc.g_01389
OG0000900	Prak.g_00593	Prbc.g_01388
OG0000901	Prak.g_01571	Prbc.g_01320
OG0000902	Prak.g_01266	Prbc.g_00555
OG0000903	Prak.g_01267	Prbc.g_00556
OG0000904	Prak.g_01268	Prbc.g_00557
OG0000905	Prak.g_01269	Prbc.g_00558
OG0000906	Prak.g_01270	Prbc.g_00560
OG0000907	Prak.g_01272	Prbc.g_00561
OG0000908	Prak.g_01273	Prbc.g_00562
OG0000909	Prak.g_01274	Prbc.g_00563
OG0000910	Prak.g_01275	Prbc.g_00564
OG0000911	Prak.g_01276	Prbc.g_00565
OG0000912	Prak.g_01279	Prbc.g_00568
OG0000913	Prak.g_01280	Prbc.g_00569
OG0000914	Prak.g_01281	Prbc.g_00570
OG0000915	Prak.g_01284	Prbc.g_00571
OG0000916	Prak.g_01285	Prbc.g_00572
OG0000917	Prak.g_01286	Prbc.g_00573
OG0000918	Prak.g_01287	Prbc.g_00574
OG0000919	Prak.g_01288	Prbc.g_00575
OG0000920	Prak.g_01289	Prbc.g_00576
OG0000921	Prak.g_01292	Prbc.g_00579
OG0000922	Prak.g_01293	Prbc.g_00580
OG0000923	Prak.g_01305	Prbc.g_00585
OG0000924	Prak.g_01304	Prbc.g_00586
OG0000925	Prak.g_01301	Prbc.g_00589
OG0000926	Prak.g_00460	Prbc.g_01820
OG0000927	Prak.g_01237	Prbc.g_01470
OG0000928	Prak.g_01490	Prbc.g_02100
OG0000929	Prak.g_01215	Prbc.g_00810
OG0000930	Prak.g_01197	Prbc.g_00655
OG0000931	Prak.g_00909	Prbc.g_01921
OG0000932	Prak.g_01234	Prbc.g_00138
OG0000933	Prak.g_01331	Prbc.g_00659
OG0000934	Prak.g_01332	Prbc.g_00660
OG0000935	Prak.g_01333	Prbc.g_00661
OG0000936	Prak.g_01334	Prbc.g_00662
OG0000937	Prak.g_01335	Prbc.g_00663
OG0000938	Prak.g_01336	Prbc.g_00664
OG0000939	Prak.g_01337	Prbc.g_00665
OG0000940	Prak.g_01338	Prbc.g_00666
OG0000941	Prak.g_01339	Prbc.g_00667
OG0000942	Prak.g_01340	Prbc.g_00668
OG0000943	Prak.g_01341	Prbc.g_00669
OG0000944	Prak.g_01342	Prbc.g_00670
OG0000945	Prak.g_01343	Prbc.g_00671
OG0000946	Prak.g_01344	Prbc.g_00672
OG0000947	Prak.g_01345	Prbc.g_00673
OG0000948	Prak.g_01346	Prbc.g_00674
OG0000949	Prak.g_01347	Prbc.g_00675
OG0000950	Prak.g_01824	Prbc.g_00228
OG0000951	Prak.g_01374	Prbc.g_00690
OG0000952	Prak.g_01375	Prbc.g_00691
OG0000953	Prak.g_01376	Prbc.g_00692
OG0000954	Prak.g_01377	Prbc.g_00693
OG0000955	Prak.g_01378	Prbc.g_00694
OG0000956	Prak.g_01380	Prbc.g_00696
OG0000957	Prak.g_01381	Prbc.g_00697
OG0000958	Prak.g_01382	Prbc.g_00698
OG0000959	Prak.g_01383	Prbc.g_00699
OG0000960	Prak.g_01384	Prbc.g_00700
OG0000961	Prak.g_01385	Prbc.g_00701
OG0000962	Prak.g_01386	Prbc.g_00702
OG0000963	Prak.g_01387	Prbc.g_00703
OG0000964	Prak.g_01388	Prbc.g_00705
OG0000965	Prak.g_01389	Prbc.g_00707
OG0000966	Prak.g_01390	Prbc.g_00708
OG0000967	Prak.g_01393	Prbc.g_00711
OG0000968	Prak.g_01394	Prbc.g_00712
OG0000969	Prak.g_01395	Prbc.g_00713
OG0000970	Prak.g_01396	Prbc.g_00714
OG0000971	Prak.g_01397	Prbc.g_00715
OG0000972	Prak.g_01398	Prbc.g_00716
OG0000973	Prak.g_01400	Prbc.g_00718
OG0000974	Prak.g_01401	Prbc.g_00719
OG0000975	Prak.g_01402	Prbc.g_00720
OG0000976	Prak.g_01403	Prbc.g_00721
OG0000977	Prak.g_01404	Prbc.g_00722
OG0000978	Prak.g_01405	Prbc.g_00723
OG0000979	Prak.g_01406	Prbc.g_00724
OG0000980	Prak.g_01407	Prbc.g_01521
OG0000981	Prak.g_01408	Prbc.g_00725
OG0000982	Prak.g_01409	Prbc.g_00726
OG0000983	Prak.g_01410	Prbc.g_00727
OG0000984	Prak.g_01414	Prbc.g_00730
OG0000985	Prak.g_01415	Prbc.g_00731
OG0000986	Prak.g_01416	Prbc.g_00732
OG0000987	Prak.g_01418	Prbc.g_00734
OG0000988	Prak.g_01419	Prbc.g_00735
OG0000989	Prak.g_01420	Prbc.g_00736
OG0000990	Prak.g_01421	Prbc.g_00737
OG0000991	Prak.g_01422	Prbc.g_00738
OG0000992	Prak.g_01423	Prbc.g_00739
OG0000993	Prak.g_01424	Prbc.g_00740
OG0000994	Prak.g_01425	Prbc.g_00741
OG0000995	Prak.g_01426	Prbc.g_00742
OG0000996	Prak.g_01427	Prbc.g_00743
OG0000997	Prak.g_01429	Prbc.g_00745
OG0000998	Prak.g_01435	Prbc.g_00751
OG0000999	Prak.g_01437	Prbc.g_00754
OG0001000	Prak.g_01439	Prbc.g_00755
OG0001001	Prak.g_01441	Prbc.g_00756
OG0001002	Prak.g_01443	Prbc.g_00758
OG0001003	Prak.g_01444	Prbc.g_00759
OG0001004	Prak.g_01445	Prbc.g_00760
OG0001005	Prak.g_01446	Prbc.g_00761
OG0001006	Prak.g_01448	Prbc.g_00763
OG0001007	Prak.g_01449	Prbc.g_00764
OG0001008	Prak.g_01450	Prbc.g_00765
OG0001009	Prak.g_01451	Prbc.g_00766
OG0001010	Prak.g_01452	Prbc.g_00767
OG0001011	Prak.g_01453	Prbc.g_00768
OG0001012	Prak.g_01454	Prbc.g_00769
OG0001013	Prak.g_01455	Prbc.g_00770
OG0001014	Prak.g_01456	Prbc.g_00771
OG0001015	Prak.g_01457	Prbc.g_00772
OG0001016	Prak.g_01458	Prbc.g_00773
OG0001017	Prak.g_01459	Prbc.g_00774
OG0001018	Prak.g_01460	Prbc.g_00775
OG0001019	Prak.g_01461	Prbc.g_00776
OG0001020	Prak.g_01462	Prbc.g_00777
OG0001021	Prak.g_01463	Prbc.g_00778
OG0001022	Prak.g_01464	Prbc.g_00779
OG0001023	Prak.g_01465	Prbc.g_00780
OG0001024	Prak.g_01467	Prbc.g_00782
OG0001025	Prak.g_01468	Prbc.g_00783
OG0001026	Prak.g_01469	Prbc.g_00784
OG0001027	Prak.g_01470	Prbc.g_00785
OG0001028	Prak.g_01473	Prbc.g_00787
OG0001029	Prak.g_01474	Prbc.g_00788
OG0001030	Prak.g_01477	Prbc.g_00791
OG0001031	Prak.g_01478	Prbc.g_00792
OG0001032	Prak.g_01588	Prbc.g_01485
OG0001033	Prak.g_00590	Prbc.g_00677
OG0001034	Prak.g_00860	Prbc.g_01874
OG0001035	Prak.g_01638	Prbc.g_00827
OG0001036	Prak.g_01639	Prbc.g_00828
OG0001037	Prak.g_01646	Prbc.g_00833
OG0001038	Prak.g_01647	Prbc.g_00834
OG0001039	Prak.g_01648	Prbc.g_00835
OG0001040	Prak.g_01649	Prbc.g_00836
OG0001041	Prak.g_01651	Prbc.g_00837
OG0001042	Prak.g_01652	Prbc.g_00838
OG0001043	Prak.g_01653	Prbc.g_00839
OG0001044	Prak.g_01654	Prbc.g_00840
OG0001045	Prak.g_01655	Prbc.g_00841
OG0001046	Prak.g_01657	Prbc.g_00842
OG0001047	Prak.g_01658	Prbc.g_00843
OG0001048	Prak.g_01659	Prbc.g_00844
OG0001049	Prak.g_01660	Prbc.g_00845
OG0001050	Prak.g_01661	Prbc.g_00846
OG0001051	Prak.g_01662	Prbc.g_00847
OG0001052	Prak.g_01663	Prbc.g_00848
OG0001053	Prak.g_01664	Prbc.g_00849
OG0001054	Prak.g_01665	Prbc.g_00850
OG0001055	Prak.g_01666	Prbc.g_00851
OG0001056	Prak.g_01667	Prbc.g_00852
OG0001057	Prak.g_01669	Prbc.g_00854
OG0001058	Prak.g_01670	Prbc.g_00855
OG0001059	Prak.g_01671	Prbc.g_00856
OG0001060	Prak.g_01672	Prbc.g_00857
OG0001061	Prak.g_01673	Prbc.g_00858
OG0001062	Prak.g_01674	Prbc.g_00860
OG0001063	Prak.g_01675	Prbc.g_00861
OG0001064	Prak.g_01676	Prbc.g_00862
OG0001065	Prak.g_01677	Prbc.g_00863
OG0001066	Prak.g_01678	Prbc.g_00864
OG0001067	Prak.g_01679	Prbc.g_00865
OG0001068	Prak.g_01680	Prbc.g_00866
OG0001069	Prak.g_01683	Prbc.g_00868
OG0001070	Prak.g_01685	Prbc.g_00870
OG0001071	Prak.g_01686	Prbc.g_00871
OG0001072	Prak.g_01687	Prbc.g_00872
OG0001073	Prak.g_01688	Prbc.g_00873
OG0001074	Prak.g_01689	Prbc.g_00874
OG0001075	Prak.g_01691	Prbc.g_00876
OG0001076	Prak.g_01693	Prbc.g_00878
OG0001077	Prak.g_01694	Prbc.g_00879
OG0001078	Prak.g_01695	Prbc.g_00880
OG0001079	Prak.g_01696	Prbc.g_00881
OG0001080	Prak.g_01697	Prbc.g_00882
OG0001081	Prak.g_01698	Prbc.g_00883
OG0001082	Prak.g_01699	Prbc.g_00884
OG0001083	Prak.g_01700	Prbc.g_00885
OG0001084	Prak.g_01701	Prbc.g_00886
OG0001085	Prak.g_01702	Prbc.g_00887
OG0001086	Prak.g_01708	Prbc.g_00933
OG0001087	Prak.g_01710	Prbc.g_00935
OG0001088	Prak.g_01711	Prbc.g_00936
OG0001089	Prak.g_01714	Prbc.g_00938
OG0001090	Prak.g_01715	Prbc.g_00939
OG0001091	Prak.g_01716	Prbc.g_00940
OG0001092	Prak.g_01717	Prbc.g_00941
OG0001093	Prak.g_01718	Prbc.g_00942
OG0001094	Prak.g_01719	Prbc.g_00943
OG0001095	Prak.g_01720	Prbc.g_00944
OG0001096	Prak.g_01721	Prbc.g_00945
OG0001097	Prak.g_01722	Prbc.g_00946
OG0001098	Prak.g_01723	Prbc.g_00947
OG0001099	Prak.g_01724	Prbc.g_00948
OG0001100	Prak.g_01725	Prbc.g_00949
OG0001101	Prak.g_01726	Prbc.g_00950
OG0001102	Prak.g_01730	Prbc.g_00960
OG0001103	Prak.g_01731	Prbc.g_00959
OG0001104	Prak.g_01734	Prbc.g_00955
OG0001105	Prak.g_01733	Prbc.g_00957
