Orthogroup	Prak	Prae
OG0000595	Prak.g_01093	Prae.g_00623
OG0000596	Prak.g_01092	Prae.g_00624
OG0000597	Prak.g_01088	Prae.g_00628
OG0000598	Prak.g_01087	Prae.g_00629
OG0000599	Prak.g_01086	Prae.g_00630
OG0000600	Prak.g_01085	Prae.g_00631
OG0000601	Prak.g_01084	Prae.g_00632
OG0000602	Prak.g_01083	Prae.g_00633
OG0000603	Prak.g_01082	Prae.g_00634
OG0000604	Prak.g_01081	Prae.g_00635
OG0000605	Prak.g_01080	Prae.g_00636
OG0000606	Prak.g_01079	Prae.g_00637
OG0000607	Prak.g_01077	Prae.g_00638
OG0000608	Prak.g_01076	Prae.g_00639
OG0000609	Prak.g_01074	Prae.g_00641
OG0000610	Prak.g_01073	Prae.g_00642
OG0000611	Prak.g_00797	Prae.g_00644
OG0000612	Prak.g_00798	Prae.g_00645
OG0000613	Prak.g_00800	Prae.g_00647
OG0000614	Prak.g_00806	Prae.g_00653
OG0000615	Prak.g_00807	Prae.g_00654
OG0000616	Prak.g_00808	Prae.g_00655
OG0000617	Prak.g_00811	Prae.g_00657
OG0000618	Prak.g_00812	Prae.g_00658
OG0000619	Prak.g_00813	Prae.g_00659
OG0000620	Prak.g_00815	Prae.g_00661
OG0000621	Prak.g_00816	Prae.g_00662
OG0000622	Prak.g_00817	Prae.g_00663
OG0000623	Prak.g_00818	Prae.g_00664
OG0000624	Prak.g_00821	Prae.g_00666
OG0000625	Prak.g_00822	Prae.g_00667
OG0000626	Prak.g_00823	Prae.g_00668
OG0000627	Prak.g_00826	Prae.g_00669
OG0000628	Prak.g_00827	Prae.g_00670
OG0000629	Prak.g_00828	Prae.g_00671
OG0000630	Prak.g_00830	Prae.g_00673
OG0000631	Prak.g_00832	Prae.g_00674
OG0000632	Prak.g_01934	Prae.g_00678
OG0000633	Prak.g_00756	Prae.g_00679
OG0000634	Prak.g_00838	Prae.g_00712
OG0000635	Prak.g_01060	Prae.g_00714
OG0000636	Prak.g_01059	Prae.g_00715
OG0000637	Prak.g_01057	Prae.g_00717
OG0000638	Prak.g_01056	Prae.g_00718
OG0000639	Prak.g_01055	Prae.g_00719
OG0000640	Prak.g_01054	Prae.g_00720
OG0000641	Prak.g_01053	Prae.g_00721
OG0000642	Prak.g_01052	Prae.g_00722
OG0000643	Prak.g_01051	Prae.g_00723
OG0000644	Prak.g_01049	Prae.g_00725
OG0000645	Prak.g_01047	Prae.g_00726
OG0000646	Prak.g_01046	Prae.g_00727
OG0000647	Prak.g_01045	Prae.g_00728
OG0000648	Prak.g_01044	Prae.g_00729
OG0000649	Prak.g_01043	Prae.g_00730
OG0000650	Prak.g_01042	Prae.g_00731
OG0000651	Prak.g_01041	Prae.g_00732
OG0000652	Prak.g_01039	Prae.g_00734
OG0000653	Prak.g_01227	Prae.g_00750
OG0000654	Prak.g_00728	Prae.g_00752
OG0000655	Prak.g_00599	Prae.g_00761
OG0000656	Prak.g_01261	Prae.g_00766
OG0000657	Prak.g_00608	Prae.g_00770
OG0000658	Prak.g_00607	Prae.g_00771
OG0000659	Prak.g_00606	Prae.g_00772
OG0000660	Prak.g_00353	Prae.g_00784
OG0000661	Prak.g_00940	Prae.g_00793
OG0000662	Prak.g_00944	Prae.g_00794
OG0000663	Prak.g_00946	Prae.g_00797
OG0000664	Prak.g_00947	Prae.g_00798
OG0000665	Prak.g_00948	Prae.g_00799
OG0000666	Prak.g_01061	Prae.g_00800
OG0000667	Prak.g_00840	Prae.g_00801
OG0000668	Prak.g_00841	Prae.g_00802
OG0000669	Prak.g_00842	Prae.g_00803
OG0000670	Prak.g_00844	Prae.g_00805
OG0000671	Prak.g_00845	Prae.g_00806
OG0000672	Prak.g_00846	Prae.g_00807
OG0000673	Prak.g_00847	Prae.g_00808
OG0000674	Prak.g_00848	Prae.g_00809
OG0000675	Prak.g_00849	Prae.g_00810
OG0000676	Prak.g_00851	Prae.g_00812
OG0000677	Prak.g_00853	Prae.g_00814
OG0000678	Prak.g_00854	Prae.g_00815
OG0000679	Prak.g_00855	Prae.g_00816
OG0000680	Prak.g_00856	Prae.g_00817
OG0000681	Prak.g_00857	Prae.g_00818
OG0000682	Prak.g_00858	Prae.g_00819
OG0000683	Prak.g_00859	Prae.g_00820
OG0000684	Prak.g_00861	Prae.g_00821
OG0000685	Prak.g_00862	Prae.g_00822
OG0000686	Prak.g_00863	Prae.g_00823
OG0000687	Prak.g_00864	Prae.g_00824
OG0000688	Prak.g_00865	Prae.g_00825
OG0000689	Prak.g_00866	Prae.g_00826
OG0000690	Prak.g_00867	Prae.g_00827
OG0000691	Prak.g_00869	Prae.g_00829
OG0000692	Prak.g_00870	Prae.g_00830
OG0000693	Prak.g_00871	Prae.g_00831
OG0000694	Prak.g_00872	Prae.g_00832
OG0000695	Prak.g_00873	Prae.g_00833
OG0000696	Prak.g_00874	Prae.g_00834
OG0000697	Prak.g_00876	Prae.g_00836
OG0000698	Prak.g_00877	Prae.g_00837
OG0000699	Prak.g_00881	Prae.g_00840
OG0000700	Prak.g_00882	Prae.g_00841
OG0000701	Prak.g_00884	Prae.g_00842
OG0000702	Prak.g_00885	Prae.g_00843
OG0000703	Prak.g_00886	Prae.g_00844
OG0000704	Prak.g_00887	Prae.g_00845
OG0000705	Prak.g_00889	Prae.g_00847
OG0000706	Prak.g_00890	Prae.g_00848
OG0000707	Prak.g_00891	Prae.g_00849
OG0000708	Prak.g_00892	Prae.g_00850
OG0000709	Prak.g_00893	Prae.g_00851
OG0000710	Prak.g_00894	Prae.g_00852
OG0000711	Prak.g_00895	Prae.g_00853
OG0000712	Prak.g_00896	Prae.g_00854
OG0000713	Prak.g_00897	Prae.g_00855
OG0000714	Prak.g_00901	Prae.g_00857
OG0000715	Prak.g_00902	Prae.g_00858
OG0000716	Prak.g_00903	Prae.g_00859
OG0000717	Prak.g_00904	Prae.g_00860
OG0000718	Prak.g_00905	Prae.g_00861
OG0000719	Prak.g_00907	Prae.g_00863
OG0000720	Prak.g_00911	Prae.g_00865
OG0000721	Prak.g_00912	Prae.g_00866
OG0000722	Prak.g_00748	Prae.g_00892
OG0000723	Prak.g_00753	Prae.g_00897
OG0000724	Prak.g_00759	Prae.g_00900
OG0000725	Prak.g_00761	Prae.g_00901
OG0000726	Prak.g_00762	Prae.g_00902
OG0000727	Prak.g_00764	Prae.g_00903
OG0000728	Prak.g_00765	Prae.g_00904
OG0000729	Prak.g_00767	Prae.g_00905
OG0000730	Prak.g_00768	Prae.g_00906
OG0000731	Prak.g_00770	Prae.g_00908
OG0000732	Prak.g_00771	Prae.g_00909
OG0000733	Prak.g_00772	Prae.g_00910
OG0000734	Prak.g_00773	Prae.g_00911
OG0000735	Prak.g_00774	Prae.g_00912
OG0000736	Prak.g_00776	Prae.g_00914
OG0000737	Prak.g_00777	Prae.g_00915
OG0000738	Prak.g_00779	Prae.g_00917
OG0000739	Prak.g_00780	Prae.g_00918
OG0000740	Prak.g_00781	Prae.g_00919
OG0000741	Prak.g_00783	Prae.g_00921
OG0000742	Prak.g_00784	Prae.g_00922
OG0000743	Prak.g_00788	Prae.g_00925
OG0000744	Prak.g_00789	Prae.g_00926
OG0000745	Prak.g_00791	Prae.g_00927
OG0000746	Prak.g_00792	Prae.g_00928
OG0000747	Prak.g_00793	Prae.g_00929
OG0000748	Prak.g_00794	Prae.g_00930
OG0000749	Prak.g_00795	Prae.g_00931
OG0000750	Prak.g_00796	Prae.g_00932
OG0000751	Prak.g_01069	Prae.g_00934
OG0000752	Prak.g_01068	Prae.g_00935
OG0000753	Prak.g_01067	Prae.g_00936
OG0000754	Prak.g_01066	Prae.g_00937
OG0000755	Prak.g_01064	Prae.g_00938
OG0000756	Prak.g_01063	Prae.g_00939
OG0000757	Prak.g_01062	Prae.g_00940
OG0000758	Prak.g_00949	Prae.g_00941
OG0000759	Prak.g_00950	Prae.g_00942
OG0000760	Prak.g_00951	Prae.g_00943
OG0000761	Prak.g_00952	Prae.g_00944
OG0000762	Prak.g_00954	Prae.g_00946
OG0000763	Prak.g_00955	Prae.g_00947
OG0000764	Prak.g_00956	Prae.g_00948
OG0000765	Prak.g_00957	Prae.g_00949
OG0000766	Prak.g_00958	Prae.g_00950
OG0000767	Prak.g_00959	Prae.g_00951
OG0000768	Prak.g_00960	Prae.g_00952
OG0000769	Prak.g_00961	Prae.g_00953
OG0000770	Prak.g_00963	Prae.g_00954
OG0000771	Prak.g_00964	Prae.g_00955
OG0000772	Prak.g_01023	Prae.g_00956
OG0000773	Prak.g_00966	Prae.g_00958
OG0000774	Prak.g_00967	Prae.g_00959
OG0000775	Prak.g_00968	Prae.g_00960
OG0000776	Prak.g_00970	Prae.g_00961
OG0000777	Prak.g_00971	Prae.g_00962
OG0000778	Prak.g_00972	Prae.g_00963
OG0000779	Prak.g_00974	Prae.g_00965
OG0000780	Prak.g_00975	Prae.g_00966
OG0000781	Prak.g_00976	Prae.g_00967
OG0000782	Prak.g_00978	Prae.g_00969
OG0000783	Prak.g_00979	Prae.g_00970
OG0000784	Prak.g_00980	Prae.g_00971
OG0000785	Prak.g_00981	Prae.g_00972
OG0000786	Prak.g_00982	Prae.g_00973
OG0000787	Prak.g_00984	Prae.g_00975
OG0000788	Prak.g_00985	Prae.g_00976
OG0000789	Prak.g_00986	Prae.g_00977
OG0000790	Prak.g_00987	Prae.g_00978
OG0000791	Prak.g_00988	Prae.g_00979
OG0000792	Prak.g_01238	Prae.g_00980
OG0000793	Prak.g_00990	Prae.g_00981
OG0000794	Prak.g_00991	Prae.g_00982
OG0000795	Prak.g_00992	Prae.g_00983
OG0000796	Prak.g_00995	Prae.g_00985
OG0000797	Prak.g_00996	Prae.g_00987
OG0000798	Prak.g_00997	Prae.g_00988
OG0000799	Prak.g_00998	Prae.g_00989
OG0000800	Prak.g_00999	Prae.g_00990
OG0000801	Prak.g_01000	Prae.g_00991
OG0000802	Prak.g_01002	Prae.g_00993
OG0000803	Prak.g_01003	Prae.g_00994
OG0000804	Prak.g_01007	Prae.g_01009
OG0000805	Prak.g_01009	Prae.g_01011
OG0000806	Prak.g_01010	Prae.g_01012
OG0000807	Prak.g_01011	Prae.g_01013
OG0000808	Prak.g_01012	Prae.g_01014
OG0000809	Prak.g_01018	Prae.g_01018
OG0000810	Prak.g_01020	Prae.g_01019
OG0000811	Prak.g_01021	Prae.g_01020
OG0000812	Prak.g_01022	Prae.g_01021
OG0000813	Prak.g_01025	Prae.g_01022
OG0000814	Prak.g_01026	Prae.g_01023
OG0000815	Prak.g_01027	Prae.g_01024
OG0000816	Prak.g_01030	Prae.g_01026
OG0000817	Prak.g_00931	Prae.g_01029
OG0000818	Prak.g_00930	Prae.g_01030
OG0000819	Prak.g_00928	Prae.g_01032
OG0000820	Prak.g_00927	Prae.g_01033
OG0000821	Prak.g_00926	Prae.g_01034
OG0000822	Prak.g_00925	Prae.g_01035
OG0000823	Prak.g_00922	Prae.g_01038
OG0000824	Prak.g_00921	Prae.g_01039
OG0000825	Prak.g_00919	Prae.g_01041
OG0000826	Prak.g_00918	Prae.g_01042
OG0000827	Prak.g_00917	Prae.g_01043
OG0000828	Prak.g_00915	Prae.g_01045
OG0000829	Prak.g_00383	Prae.g_01072
OG0000830	Prak.g_00712	Prae.g_01081
OG0000831	Prak.g_01220	Prae.g_01084
OG0000832	Prak.g_00603	Prae.g_01085
OG0000833	Prak.g_01255	Prae.g_01092
OG0000834	Prak.g_01214	Prae.g_01096
OG0000835	Prak.g_00362	Prae.g_01100
OG0000836	Prak.g_01241	Prae.g_01102
OG0000837	Prak.g_01328	Prae.g_01115
OG0000838	Prak.g_01551	Prae.g_01131
OG0000839	Prak.g_01552	Prae.g_01132
OG0000840	Prak.g_00723	Prae.g_01137
OG0000841	Prak.g_01194	Prae.g_01144
OG0000842	Prak.g_01188	Prae.g_01148
OG0000843	Prak.g_01186	Prae.g_01150
OG0000844	Prak.g_01185	Prae.g_01151
OG0000845	Prak.g_01184	Prae.g_01152
OG0000846	Prak.g_01183	Prae.g_01153
OG0000847	Prak.g_01182	Prae.g_01154
OG0000848	Prak.g_01181	Prae.g_01155
OG0000849	Prak.g_01180	Prae.g_01156
OG0000850	Prak.g_01179	Prae.g_01157
OG0000851	Prak.g_01176	Prae.g_01159
OG0000852	Prak.g_01173	Prae.g_01162
OG0000853	Prak.g_01171	Prae.g_01164
OG0000854	Prak.g_01170	Prae.g_01165
OG0000855	Prak.g_01169	Prae.g_01166
OG0000856	Prak.g_01168	Prae.g_01167
OG0000857	Prak.g_01167	Prae.g_01168
OG0000858	Prak.g_01164	Prae.g_01170
OG0000859	Prak.g_01163	Prae.g_01171
OG0000860	Prak.g_01162	Prae.g_01172
OG0000861	Prak.g_01161	Prae.g_01173
OG0000862	Prak.g_01160	Prae.g_01174
OG0000863	Prak.g_01158	Prae.g_01175
OG0000864	Prak.g_01157	Prae.g_01176
OG0000865	Prak.g_01156	Prae.g_01177
OG0000866	Prak.g_01155	Prae.g_01178
OG0000867	Prak.g_01153	Prae.g_01181
OG0000868	Prak.g_01151	Prae.g_01183
OG0000869	Prak.g_01150	Prae.g_01184
OG0000870	Prak.g_01147	Prae.g_01185
OG0000871	Prak.g_01146	Prae.g_01186
OG0000872	Prak.g_01144	Prae.g_01187
OG0000873	Prak.g_01143	Prae.g_01188
OG0000874	Prak.g_01142	Prae.g_01189
OG0000875	Prak.g_01140	Prae.g_01190
OG0000876	Prak.g_01138	Prae.g_01192
OG0000877	Prak.g_01137	Prae.g_01193
OG0000878	Prak.g_01136	Prae.g_01194
OG0000879	Prak.g_01135	Prae.g_01195
OG0000880	Prak.g_01134	Prae.g_01196
OG0000881	Prak.g_01133	Prae.g_01197
OG0000882	Prak.g_01132	Prae.g_01198
OG0000883	Prak.g_01131	Prae.g_01199
OG0000884	Prak.g_01130	Prae.g_01200
OG0000885	Prak.g_01129	Prae.g_01201
OG0000886	Prak.g_01128	Prae.g_01202
OG0000887	Prak.g_01127	Prae.g_01203
OG0000888	Prak.g_01126	Prae.g_01204
OG0000889	Prak.g_01125	Prae.g_01205
OG0000890	Prak.g_01124	Prae.g_01206
OG0000891	Prak.g_01123	Prae.g_01207
OG0000892	Prak.g_01122	Prae.g_01208
OG0000893	Prak.g_01121	Prae.g_01209
OG0000894	Prak.g_01120	Prae.g_01211
OG0000895	Prak.g_01119	Prae.g_01212
OG0000896	Prak.g_01117	Prae.g_01214
OG0000897	Prak.g_01116	Prae.g_01215
OG0000898	Prak.g_01115	Prae.g_01216
OG0000899	Prak.g_01114	Prae.g_01217
OG0000900	Prak.g_00593	Prae.g_01219
OG0000901	Prak.g_01571	Prae.g_01293
OG0000902	Prak.g_01266	Prae.g_01317
OG0000903	Prak.g_01267	Prae.g_01318
OG0000904	Prak.g_01268	Prae.g_01319
OG0000905	Prak.g_01269	Prae.g_01320
OG0000906	Prak.g_01270	Prae.g_01321
OG0000907	Prak.g_01272	Prae.g_01324
OG0000908	Prak.g_01273	Prae.g_01325
OG0000909	Prak.g_01274	Prae.g_01326
OG0000910	Prak.g_01275	Prae.g_01327
OG0000911	Prak.g_01276	Prae.g_01328
OG0000912	Prak.g_01279	Prae.g_01331
OG0000913	Prak.g_01280	Prae.g_01332
OG0000914	Prak.g_01281	Prae.g_01333
OG0000915	Prak.g_01284	Prae.g_01335
OG0000916	Prak.g_01285	Prae.g_01336
OG0000917	Prak.g_01286	Prae.g_01337
OG0000918	Prak.g_01287	Prae.g_01338
OG0000919	Prak.g_01288	Prae.g_01339
OG0000920	Prak.g_01289	Prae.g_01340
OG0000921	Prak.g_01292	Prae.g_01342
OG0000922	Prak.g_01293	Prae.g_01343
OG0000923	Prak.g_01305	Prae.g_01350
OG0000924	Prak.g_01304	Prae.g_01226, Prae.g_01351
OG0000925	Prak.g_01301	Prae.g_01354
OG0000926	Prak.g_00460	Prae.g_01355
OG0000927	Prak.g_01237	Prae.g_01356
OG0000928	Prak.g_01490	Prae.g_01358
OG0000929	Prak.g_01215	Prae.g_01360
OG0000930	Prak.g_01197	Prae.g_01362
OG0000931	Prak.g_00909	Prae.g_01363
OG0000932	Prak.g_01234	Prae.g_01366
OG0000933	Prak.g_01331	Prae.g_01370
OG0000934	Prak.g_01332	Prae.g_01371
OG0000935	Prak.g_01333	Prae.g_01372
OG0000936	Prak.g_01334	Prae.g_01373
OG0000937	Prak.g_01335	Prae.g_01374
OG0000938	Prak.g_01336	Prae.g_01375
OG0000939	Prak.g_01337	Prae.g_01376
OG0000940	Prak.g_01338	Prae.g_01377
OG0000941	Prak.g_01339	Prae.g_01378
OG0000942	Prak.g_01340	Prae.g_01379
OG0000943	Prak.g_01341	Prae.g_01380
OG0000944	Prak.g_01342	Prae.g_01381
OG0000945	Prak.g_01343	Prae.g_01382
OG0000946	Prak.g_01344	Prae.g_01383
OG0000947	Prak.g_01345	Prae.g_01384
OG0000948	Prak.g_01346	Prae.g_01385
OG0000949	Prak.g_01347	Prae.g_01386
OG0000950	Prak.g_01824	Prae.g_01426
OG0000951	Prak.g_01374	Prae.g_01441
OG0000952	Prak.g_01375	Prae.g_01442
OG0000953	Prak.g_01376	Prae.g_01443
OG0000954	Prak.g_01377	Prae.g_01444
OG0000955	Prak.g_01378	Prae.g_01445
OG0000956	Prak.g_01380	Prae.g_01447
OG0000957	Prak.g_01381	Prae.g_01448
OG0000958	Prak.g_01382	Prae.g_01449
OG0000959	Prak.g_01383	Prae.g_01450
OG0000960	Prak.g_01384	Prae.g_01451
OG0000961	Prak.g_01385	Prae.g_01452
OG0000962	Prak.g_01386	Prae.g_01453
OG0000963	Prak.g_01387	Prae.g_01454
OG0000964	Prak.g_01388	Prae.g_01455
OG0000965	Prak.g_01389	Prae.g_01457
OG0000966	Prak.g_01390	Prae.g_01458
OG0000967	Prak.g_01393	Prae.g_01461
OG0000968	Prak.g_01394	Prae.g_01462
OG0000969	Prak.g_01395	Prae.g_01463
OG0000970	Prak.g_01396	Prae.g_01464
OG0000971	Prak.g_01397	Prae.g_01465
OG0000972	Prak.g_01398	Prae.g_01466
OG0000973	Prak.g_01400	Prae.g_01468
OG0000974	Prak.g_01401	Prae.g_01469
OG0000975	Prak.g_01402	Prae.g_01470
OG0000976	Prak.g_01403	Prae.g_01471
OG0000977	Prak.g_01404	Prae.g_01472
OG0000978	Prak.g_01405	Prae.g_01473
OG0000979	Prak.g_01406	Prae.g_01474
OG0000980	Prak.g_01407	Prae.g_01475
OG0000981	Prak.g_01408	Prae.g_01476
OG0000982	Prak.g_01409	Prae.g_01477
OG0000983	Prak.g_01410	Prae.g_01478
OG0000984	Prak.g_01414	Prae.g_01482
OG0000985	Prak.g_01415	Prae.g_01483
OG0000986	Prak.g_01416	Prae.g_01484
OG0000987	Prak.g_01418	Prae.g_01486
OG0000988	Prak.g_01419	Prae.g_01487
OG0000989	Prak.g_01420	Prae.g_01488
OG0000990	Prak.g_01421	Prae.g_01489
OG0000991	Prak.g_01422	Prae.g_01490
OG0000992	Prak.g_01423	Prae.g_01491
OG0000993	Prak.g_01424	Prae.g_01492
OG0000994	Prak.g_01425	Prae.g_01493
OG0000995	Prak.g_01426	Prae.g_01494
OG0000996	Prak.g_01427	Prae.g_01495
OG0000997	Prak.g_01429	Prae.g_01497
OG0000998	Prak.g_01435	Prae.g_01500
OG0000999	Prak.g_01437	Prae.g_01502
OG0001000	Prak.g_01439	Prae.g_01503
OG0001001	Prak.g_01441	Prae.g_01504
OG0001002	Prak.g_01443	Prae.g_01506
OG0001003	Prak.g_01444	Prae.g_01507
OG0001004	Prak.g_01445	Prae.g_01508
OG0001005	Prak.g_01446	Prae.g_01509
OG0001006	Prak.g_01448	Prae.g_01511
OG0001007	Prak.g_01449	Prae.g_01512
OG0001008	Prak.g_01450	Prae.g_01513
OG0001009	Prak.g_01451	Prae.g_01514
OG0001010	Prak.g_01452	Prae.g_01515
OG0001011	Prak.g_01453	Prae.g_01516
OG0001012	Prak.g_01454	Prae.g_01517
OG0001013	Prak.g_01455	Prae.g_01518
OG0001014	Prak.g_01456	Prae.g_01519
OG0001015	Prak.g_01457	Prae.g_01520
OG0001016	Prak.g_01458	Prae.g_01521
OG0001017	Prak.g_01459	Prae.g_01522
OG0001018	Prak.g_01460	Prae.g_01523
OG0001019	Prak.g_01461	Prae.g_01524
OG0001020	Prak.g_01462	Prae.g_01525
OG0001021	Prak.g_01463	Prae.g_01526
OG0001022	Prak.g_01464	Prae.g_01527
OG0001023	Prak.g_01465	Prae.g_01528
OG0001024	Prak.g_01467	Prae.g_01530
OG0001025	Prak.g_01468	Prae.g_01531
OG0001026	Prak.g_01469	Prae.g_01532
OG0001027	Prak.g_01470	Prae.g_01533
OG0001028	Prak.g_01473	Prae.g_01534
OG0001029	Prak.g_01474	Prae.g_01535
OG0001030	Prak.g_01477	Prae.g_01538
OG0001031	Prak.g_01478	Prae.g_01539
OG0001032	Prak.g_01588	Prae.g_01547
OG0001033	Prak.g_00590	Prae.g_01554
OG0001034	Prak.g_00860	Prae.g_01582
OG0001035	Prak.g_01638	Prae.g_01617
OG0001036	Prak.g_01639	Prae.g_01618
OG0001037	Prak.g_01646	Prae.g_01624
OG0001038	Prak.g_01647	Prae.g_01625
OG0001039	Prak.g_01648	Prae.g_01626
OG0001040	Prak.g_01649	Prae.g_01627
OG0001041	Prak.g_01651	Prae.g_01629
OG0001042	Prak.g_01652	Prae.g_01630
OG0001043	Prak.g_01653	Prae.g_01631
OG0001044	Prak.g_01654	Prae.g_01632
OG0001045	Prak.g_01655	Prae.g_01633
OG0001046	Prak.g_01657	Prae.g_01634
OG0001047	Prak.g_01658	Prae.g_01635
OG0001048	Prak.g_01659	Prae.g_01637
OG0001049	Prak.g_01660	Prae.g_01638
OG0001050	Prak.g_01661	Prae.g_01639
OG0001051	Prak.g_01662	Prae.g_01640
OG0001052	Prak.g_01663	Prae.g_01641
OG0001053	Prak.g_01664	Prae.g_01642
OG0001054	Prak.g_01665	Prae.g_01643
OG0001055	Prak.g_01666	Prae.g_01644
OG0001056	Prak.g_01667	Prae.g_01645
OG0001057	Prak.g_01669	Prae.g_01647
OG0001058	Prak.g_01670	Prae.g_01648
OG0001059	Prak.g_01671	Prae.g_01649
OG0001060	Prak.g_01672	Prae.g_01650
OG0001061	Prak.g_01673	Prae.g_01651
OG0001062	Prak.g_01674	Prae.g_01652
OG0001063	Prak.g_01675	Prae.g_01653
OG0001064	Prak.g_01676	Prae.g_01654
OG0001065	Prak.g_01677	Prae.g_01655
OG0001066	Prak.g_01678	Prae.g_01656
OG0001067	Prak.g_01679	Prae.g_01657
OG0001068	Prak.g_01680	Prae.g_01658
OG0001069	Prak.g_01683	Prae.g_01661
OG0001070	Prak.g_01685	Prae.g_01663
OG0001071	Prak.g_01686	Prae.g_01664
OG0001072	Prak.g_01687	Prae.g_01665
OG0001073	Prak.g_01688	Prae.g_01666
OG0001074	Prak.g_01689	Prae.g_01667
OG0001075	Prak.g_01691	Prae.g_01668
OG0001076	Prak.g_01693	Prae.g_01670
OG0001077	Prak.g_01694	Prae.g_01671
OG0001078	Prak.g_01695	Prae.g_01672
OG0001079	Prak.g_01696	Prae.g_01673
OG0001080	Prak.g_01697	Prae.g_01674
OG0001081	Prak.g_01698	Prae.g_01675
OG0001082	Prak.g_01699	Prae.g_01676
OG0001083	Prak.g_01700	Prae.g_01677
OG0001084	Prak.g_01701	Prae.g_01678
OG0001085	Prak.g_01702	Prae.g_01679
OG0001086	Prak.g_01708	Prae.g_01686
OG0001087	Prak.g_01710	Prae.g_01687
OG0001088	Prak.g_01711	Prae.g_01688
OG0001089	Prak.g_01714	Prae.g_01690
OG0001090	Prak.g_01715	Prae.g_01691
OG0001091	Prak.g_01716	Prae.g_01692
OG0001092	Prak.g_01717	Prae.g_01693
OG0001093	Prak.g_01718	Prae.g_01694
OG0001094	Prak.g_01719	Prae.g_01695
OG0001095	Prak.g_01720	Prae.g_01696
OG0001096	Prak.g_01721	Prae.g_01697
OG0001097	Prak.g_01722	Prae.g_01698
OG0001098	Prak.g_01723	Prae.g_01699
OG0001099	Prak.g_01724	Prae.g_01700
OG0001100	Prak.g_01725	Prae.g_01701
OG0001101	Prak.g_01726	Prae.g_01702
OG0001102	Prak.g_01730	Prae.g_01705
OG0001103	Prak.g_01731	Prae.g_01706
OG0001104	Prak.g_01734	Prae.g_01707
OG0001105	Prak.g_01733	Prae.g_01709
OG0001106	Prak.g_01729	Prae.g_01711
OG0001107	Prak.g_01728	Prae.g_01712
OG0001108	Prak.g_01727	Prae.g_01713
OG0001109	Prak.g_01737	Prae.g_01716
OG0001110	Prak.g_01739	Prae.g_01718
OG0001111	Prak.g_01740	Prae.g_01719
OG0001112	Prak.g_01741	Prae.g_01720
OG0001113	Prak.g_01742	Prae.g_01721
OG0001114	Prak.g_01743	Prae.g_01722
OG0001115	Prak.g_01744	Prae.g_01723
OG0001116	Prak.g_01745	Prae.g_01724
OG0001117	Prak.g_01746	Prae.g_01725
OG0001118	Prak.g_01747	Prae.g_01726
OG0001119	Prak.g_01748	Prae.g_01727
OG0001120	Prak.g_01749	Prae.g_01728
OG0001121	Prak.g_01750	Prae.g_01729
OG0001122	Prak.g_01751	Prae.g_01730
OG0001123	Prak.g_01752	Prae.g_01731
OG0001124	Prak.g_01753	Prae.g_01732
OG0001125	Prak.g_01754	Prae.g_01733
OG0001126	Prak.g_01755	Prae.g_01734
OG0001127	Prak.g_01756	Prae.g_01735
OG0001128	Prak.g_01757	Prae.g_01736
OG0001129	Prak.g_01758	Prae.g_01737
OG0001130	Prak.g_01759	Prae.g_01738
OG0001131	Prak.g_01760	Prae.g_01739
OG0001132	Prak.g_01761	Prae.g_01740
OG0001133	Prak.g_01762	Prae.g_01741
OG0001134	Prak.g_01763	Prae.g_01742
OG0001135	Prak.g_01764	Prae.g_01743
OG0001136	Prak.g_01765	Prae.g_01744
OG0001137	Prak.g_01766	Prae.g_01745
OG0001138	Prak.g_01767	Prae.g_01746
OG0001139	Prak.g_01768	Prae.g_01747
OG0001140	Prak.g_01769	Prae.g_01748
OG0001141	Prak.g_01771	Prae.g_01750
OG0001142	Prak.g_01772	Prae.g_01751
OG0001143	Prak.g_01773	Prae.g_01752
OG0001144	Prak.g_01775	Prae.g_01754
OG0001145	Prak.g_01777	Prae.g_01756
OG0001146	Prak.g_01778	Prae.g_01757
OG0001147	Prak.g_01781	Prae.g_01759
OG0001148	Prak.g_01782	Prae.g_01760
OG0001149	Prak.g_01783	Prae.g_01761
OG0001150	Prak.g_01786	Prae.g_01765
OG0001151	Prak.g_01787	Prae.g_01766
OG0001152	Prak.g_01788	Prae.g_01767
OG0001153	Prak.g_01789	Prae.g_01768
OG0001154	Prak.g_01790	Prae.g_01769
OG0001155	Prak.g_01791	Prae.g_01770
OG0001156	Prak.g_01792	Prae.g_01771
OG0001157	Prak.g_01794	Prae.g_01773
OG0001158	Prak.g_01796	Prae.g_01774
OG0001159	Prak.g_01797	Prae.g_01775
OG0001160	Prak.g_01798	Prae.g_01776
OG0001161	Prak.g_01802	Prae.g_01779
OG0001162	Prak.g_01803	Prae.g_01780
OG0001163	Prak.g_01804	Prae.g_01781
OG0001164	Prak.g_01805	Prae.g_01782
OG0001165	Prak.g_01806	Prae.g_01783
OG0001166	Prak.g_01807	Prae.g_01784
OG0001167	Prak.g_01808	Prae.g_01785
OG0001168	Prak.g_01810	Prae.g_01787
OG0001169	Prak.g_01811	Prae.g_01788
OG0001170	Prak.g_01815	Prae.g_01790
OG0001171	Prak.g_01816	Prae.g_01791
OG0001172	Prak.g_01817	Prae.g_01792
OG0001173	Prak.g_01819	Prae.g_01794
OG0001174	Prak.g_01821	Prae.g_01796
OG0001175	Prak.g_01823	Prae.g_01798
OG0001176	Prak.g_01825	Prae.g_01799
