Orthogroup	Prak	Praa
OG0000594	Prak.g_01094	Praa.g_00648
OG0000595	Prak.g_01093	Praa.g_00649
OG0000596	Prak.g_01092	Praa.g_00650
OG0000597	Prak.g_01088	Praa.g_00654
OG0000598	Prak.g_01087	Praa.g_00655
OG0000599	Prak.g_01086	Praa.g_00656
OG0000600	Prak.g_01085	Praa.g_00657
OG0000601	Prak.g_01084	Praa.g_00658
OG0000602	Prak.g_01083	Praa.g_00659
OG0000603	Prak.g_01082	Praa.g_00660
OG0000604	Prak.g_01081	Praa.g_00661
OG0000605	Prak.g_01080	Praa.g_00662
OG0000606	Prak.g_01079	Praa.g_00663
OG0000607	Prak.g_01077	Praa.g_00664
OG0000608	Prak.g_01076	Praa.g_00665
OG0000609	Prak.g_01074	Praa.g_00667
OG0000610	Prak.g_01073	Praa.g_00668
OG0000611	Prak.g_00797	Praa.g_00670
OG0000612	Prak.g_00798	Praa.g_00671
OG0000613	Prak.g_00800	Praa.g_00673
OG0000614	Prak.g_00806	Praa.g_00679
OG0000615	Prak.g_00807	Praa.g_00680
OG0000616	Prak.g_00808	Praa.g_00681
OG0000617	Prak.g_00811	Praa.g_00683
OG0000618	Prak.g_00812	Praa.g_00684
OG0000619	Prak.g_00813	Praa.g_00685
OG0000620	Prak.g_00815	Praa.g_00687
OG0000621	Prak.g_00816	Praa.g_00688
OG0000622	Prak.g_00817	Praa.g_00689
OG0000623	Prak.g_00818	Praa.g_00690
OG0000624	Prak.g_00821	Praa.g_00692
OG0000625	Prak.g_00822	Praa.g_00693
OG0000626	Prak.g_00823	Praa.g_00694
OG0000627	Prak.g_00826	Praa.g_00695
OG0000628	Prak.g_00827	Praa.g_00696
OG0000629	Prak.g_00828	Praa.g_00697
OG0000630	Prak.g_00830	Praa.g_00699
OG0000631	Prak.g_00832	Praa.g_00700
OG0000632	Prak.g_01934	Praa.g_00704
OG0000633	Prak.g_00756	Praa.g_00705
OG0000634	Prak.g_00838	Praa.g_00712
OG0000635	Prak.g_01060	Praa.g_00714
OG0000636	Prak.g_01059	Praa.g_00715
OG0000637	Prak.g_01057	Praa.g_00717
OG0000638	Prak.g_01056	Praa.g_00718
OG0000639	Prak.g_01055	Praa.g_00719
OG0000640	Prak.g_01054	Praa.g_00720
OG0000641	Prak.g_01053	Praa.g_00721
OG0000642	Prak.g_01052	Praa.g_00722
OG0000643	Prak.g_01051	Praa.g_00723
OG0000644	Prak.g_01049	Praa.g_00725
OG0000645	Prak.g_01047	Praa.g_00726
OG0000646	Prak.g_01046	Praa.g_00727
OG0000647	Prak.g_01045	Praa.g_00728
OG0000648	Prak.g_01044	Praa.g_00729
OG0000649	Prak.g_01043	Praa.g_00730
OG0000650	Prak.g_01042	Praa.g_00731
OG0000651	Prak.g_01041	Praa.g_00732
OG0000652	Prak.g_01039	Praa.g_00734
OG0000653	Prak.g_01227	Praa.g_00749
OG0000654	Prak.g_00728	Praa.g_00751
OG0000655	Prak.g_00599	Praa.g_00760
OG0000656	Prak.g_01261	Praa.g_00764
OG0000657	Prak.g_00608	Praa.g_00766
OG0000658	Prak.g_00607	Praa.g_00767
OG0000659	Prak.g_00606	Praa.g_00768
OG0000660	Prak.g_00353	Praa.g_00780
OG0000661	Prak.g_00940	Praa.g_00789
OG0000662	Prak.g_00944	Praa.g_00791
OG0000663	Prak.g_00946	Praa.g_00794
OG0000664	Prak.g_00947	Praa.g_00795
OG0000665	Prak.g_00948	Praa.g_00796
OG0000666	Prak.g_01061	Praa.g_00797
OG0000667	Prak.g_00840	Praa.g_00798
OG0000668	Prak.g_00841	Praa.g_00799
OG0000669	Prak.g_00842	Praa.g_00800
OG0000670	Prak.g_00844	Praa.g_00802
OG0000671	Prak.g_00845	Praa.g_00803
OG0000672	Prak.g_00846	Praa.g_00804
OG0000673	Prak.g_00847	Praa.g_00805
OG0000674	Prak.g_00848	Praa.g_00806
OG0000675	Prak.g_00849	Praa.g_00807
OG0000676	Prak.g_00851	Praa.g_00809
OG0000677	Prak.g_00853	Praa.g_00812
OG0000678	Prak.g_00854	Praa.g_00813
OG0000679	Prak.g_00855	Praa.g_00814
OG0000680	Prak.g_00856	Praa.g_00815
OG0000681	Prak.g_00857	Praa.g_00816
OG0000682	Prak.g_00858	Praa.g_00817
OG0000683	Prak.g_00859	Praa.g_00818
OG0000684	Prak.g_00861	Praa.g_00819
OG0000685	Prak.g_00862	Praa.g_00820
OG0000686	Prak.g_00863	Praa.g_00821
OG0000687	Prak.g_00864	Praa.g_00822
OG0000688	Prak.g_00865	Praa.g_00823
OG0000689	Prak.g_00866	Praa.g_00824
OG0000690	Prak.g_00867	Praa.g_00825
OG0000691	Prak.g_00869	Praa.g_00827
OG0000692	Prak.g_00870	Praa.g_00828
OG0000693	Prak.g_00871	Praa.g_00829
OG0000694	Prak.g_00872	Praa.g_00830
OG0000695	Prak.g_00873	Praa.g_00831
OG0000696	Prak.g_00874	Praa.g_00832
OG0000697	Prak.g_00876	Praa.g_00834
OG0000698	Prak.g_00877	Praa.g_00835
OG0000699	Prak.g_00881	Praa.g_00839
OG0000700	Prak.g_00882	Praa.g_00840
OG0000701	Prak.g_00884	Praa.g_00841
OG0000702	Prak.g_00885	Praa.g_00842
OG0000703	Prak.g_00886	Praa.g_00843
OG0000704	Prak.g_00887	Praa.g_00844
OG0000705	Prak.g_00889	Praa.g_00846
OG0000706	Prak.g_00890	Praa.g_00847
OG0000707	Prak.g_00891	Praa.g_00848
OG0000708	Prak.g_00892	Praa.g_00849
OG0000709	Prak.g_00893	Praa.g_00850
OG0000710	Prak.g_00894	Praa.g_00851
OG0000711	Prak.g_00895	Praa.g_00852
OG0000712	Prak.g_00896	Praa.g_00853
OG0000713	Prak.g_00897	Praa.g_00854
OG0000714	Prak.g_00901	Praa.g_00856
OG0000715	Prak.g_00902	Praa.g_00857
OG0000716	Prak.g_00903	Praa.g_00858
OG0000717	Prak.g_00904	Praa.g_00859
OG0000718	Prak.g_00905	Praa.g_00860
OG0000719	Prak.g_00907	Praa.g_00862
OG0000720	Prak.g_00911	Praa.g_00864
OG0000721	Prak.g_00912	Praa.g_00865
OG0000722	Prak.g_00748	Praa.g_00892
OG0000723	Prak.g_00753	Praa.g_00896
OG0000724	Prak.g_00759	Praa.g_00899
OG0000725	Prak.g_00761	Praa.g_00900
OG0000726	Prak.g_00762	Praa.g_00901
OG0000727	Prak.g_00764	Praa.g_00902
OG0000728	Prak.g_00765	Praa.g_00903
OG0000729	Prak.g_00767	Praa.g_00904
OG0000730	Prak.g_00768	Praa.g_00905
OG0000731	Prak.g_00770	Praa.g_00907
OG0000732	Prak.g_00771	Praa.g_00908
OG0000733	Prak.g_00772	Praa.g_00909
OG0000734	Prak.g_00773	Praa.g_00910
OG0000735	Prak.g_00774	Praa.g_00911
OG0000736	Prak.g_00776	Praa.g_00913
OG0000737	Prak.g_00777	Praa.g_00914
OG0000738	Prak.g_00779	Praa.g_00916
OG0000739	Prak.g_00780	Praa.g_00917
OG0000740	Prak.g_00781	Praa.g_00918
OG0000741	Prak.g_00783	Praa.g_00920
OG0000742	Prak.g_00784	Praa.g_00921
OG0000743	Prak.g_00788	Praa.g_00924
OG0000744	Prak.g_00789	Praa.g_00925
OG0000745	Prak.g_00791	Praa.g_00926
OG0000746	Prak.g_00792	Praa.g_00927
OG0000747	Prak.g_00793	Praa.g_00928
OG0000748	Prak.g_00794	Praa.g_00929
OG0000749	Prak.g_00795	Praa.g_00930
OG0000750	Prak.g_00796	Praa.g_00931
OG0000751	Prak.g_01069	Praa.g_00933
OG0000752	Prak.g_01068	Praa.g_00934
OG0000753	Prak.g_01067	Praa.g_00935
OG0000754	Prak.g_01066	Praa.g_00936
OG0000755	Prak.g_01064	Praa.g_00938
OG0000756	Prak.g_01063	Praa.g_00939
OG0000757	Prak.g_01062	Praa.g_00940
OG0000758	Prak.g_00949	Praa.g_00941
OG0000759	Prak.g_00950	Praa.g_00942
OG0000760	Prak.g_00951	Praa.g_00943
OG0000761	Prak.g_00952	Praa.g_00944
OG0000762	Prak.g_00954	Praa.g_00946
OG0000763	Prak.g_00955	Praa.g_00947
OG0000764	Prak.g_00956	Praa.g_00948
OG0000765	Prak.g_00957	Praa.g_00949
OG0000766	Prak.g_00958	Praa.g_00950
OG0000767	Prak.g_00959	Praa.g_00951
OG0000768	Prak.g_00960	Praa.g_00952
OG0000769	Prak.g_00961	Praa.g_00953
OG0000770	Prak.g_00963	Praa.g_00954
OG0000771	Prak.g_00964	Praa.g_00955
OG0000772	Prak.g_01023	Praa.g_00956
OG0000773	Prak.g_00966	Praa.g_00958
OG0000774	Prak.g_00967	Praa.g_00959
OG0000775	Prak.g_00968	Praa.g_00960
OG0000776	Prak.g_00970	Praa.g_00961
OG0000777	Prak.g_00971	Praa.g_00962
OG0000778	Prak.g_00972	Praa.g_00963
OG0000779	Prak.g_00974	Praa.g_00965
OG0000780	Prak.g_00975	Praa.g_00966
OG0000781	Prak.g_00976	Praa.g_00967
OG0000782	Prak.g_00978	Praa.g_00969
OG0000783	Prak.g_00979	Praa.g_00970
OG0000784	Prak.g_00980	Praa.g_00971
OG0000785	Prak.g_00981	Praa.g_00972
OG0000786	Prak.g_00982	Praa.g_00973
OG0000787	Prak.g_00984	Praa.g_00975
OG0000788	Prak.g_00985	Praa.g_00976
OG0000789	Prak.g_00986	Praa.g_00977
OG0000790	Prak.g_00987	Praa.g_00978
OG0000791	Prak.g_00988	Praa.g_00979
OG0000792	Prak.g_01238	Praa.g_00980
OG0000793	Prak.g_00990	Praa.g_00981
OG0000794	Prak.g_00991	Praa.g_00982
OG0000795	Prak.g_00992	Praa.g_00983
OG0000796	Prak.g_00995	Praa.g_00985
OG0000797	Prak.g_00996	Praa.g_00987
OG0000798	Prak.g_00997	Praa.g_00988
OG0000799	Prak.g_00998	Praa.g_00989
OG0000800	Prak.g_00999	Praa.g_00990
OG0000801	Prak.g_01000	Praa.g_00991
OG0000802	Prak.g_01002	Praa.g_00993
OG0000803	Prak.g_01003	Praa.g_00994
OG0000804	Prak.g_01007	Praa.g_01008
OG0000805	Prak.g_01009	Praa.g_01010
OG0000806	Prak.g_01010	Praa.g_01011
OG0000807	Prak.g_01011	Praa.g_01012
OG0000808	Prak.g_01012	Praa.g_01013
OG0000809	Prak.g_01018	Praa.g_01017
OG0000810	Prak.g_01020	Praa.g_01018
OG0000811	Prak.g_01021	Praa.g_01019
OG0000812	Prak.g_01022	Praa.g_01020
OG0000813	Prak.g_01025	Praa.g_01021
OG0000814	Prak.g_01026	Praa.g_01022
OG0000815	Prak.g_01027	Praa.g_01023
OG0000816	Prak.g_01030	Praa.g_01025
OG0000817	Prak.g_00931	Praa.g_01028
OG0000818	Prak.g_00930	Praa.g_01029
OG0000819	Prak.g_00928	Praa.g_01031
OG0000820	Prak.g_00927	Praa.g_01032
OG0000821	Prak.g_00926	Praa.g_01033
OG0000822	Prak.g_00925	Praa.g_01034
OG0000823	Prak.g_00922	Praa.g_01037
OG0000824	Prak.g_00921	Praa.g_01038
OG0000825	Prak.g_00919	Praa.g_01040
OG0000826	Prak.g_00918	Praa.g_01041
OG0000827	Prak.g_00917	Praa.g_01042
OG0000828	Prak.g_00915	Praa.g_01044
OG0000829	Prak.g_00383	Praa.g_01070
OG0000830	Prak.g_00712	Praa.g_01080
OG0000831	Prak.g_01220	Praa.g_01083
OG0000832	Prak.g_00603	Praa.g_01084
OG0000833	Prak.g_01255	Praa.g_01091
OG0000834	Prak.g_01214	Praa.g_01095
OG0000835	Prak.g_00362	Praa.g_01099
OG0000836	Prak.g_01241	Praa.g_01101
OG0000837	Prak.g_01328	Praa.g_01115
OG0000838	Prak.g_01551	Praa.g_01128
OG0000839	Prak.g_01552	Praa.g_01129
OG0000840	Prak.g_00723	Praa.g_01134
OG0000841	Prak.g_01194	Praa.g_01141
OG0000842	Prak.g_01188	Praa.g_01145
OG0000843	Prak.g_01186	Praa.g_01147
OG0000844	Prak.g_01185	Praa.g_01148
OG0000845	Prak.g_01184	Praa.g_01149
OG0000846	Prak.g_01183	Praa.g_01150
OG0000847	Prak.g_01182	Praa.g_01151
OG0000848	Prak.g_01181	Praa.g_01152
OG0000849	Prak.g_01180	Praa.g_01153
OG0000850	Prak.g_01179	Praa.g_01154
OG0000851	Prak.g_01176	Praa.g_01156
OG0000852	Prak.g_01173	Praa.g_01158
OG0000853	Prak.g_01171	Praa.g_01160
OG0000854	Prak.g_01170	Praa.g_01161
OG0000855	Prak.g_01169	Praa.g_01162
OG0000856	Prak.g_01168	Praa.g_01163
OG0000857	Prak.g_01167	Praa.g_01164
OG0000858	Prak.g_01164	Praa.g_01166
OG0000859	Prak.g_01163	Praa.g_01167
OG0000860	Prak.g_01162	Praa.g_01168
OG0000861	Prak.g_01161	Praa.g_01169
OG0000862	Prak.g_01160	Praa.g_01170
OG0000863	Prak.g_01158	Praa.g_01171
OG0000864	Prak.g_01157	Praa.g_01172
OG0000865	Prak.g_01156	Praa.g_01173
OG0000866	Prak.g_01155	Praa.g_01174
OG0000867	Prak.g_01153	Praa.g_01177
OG0000868	Prak.g_01151	Praa.g_01179
OG0000869	Prak.g_01150	Praa.g_01180
OG0000870	Prak.g_01147	Praa.g_01181
OG0000871	Prak.g_01146	Praa.g_01182
OG0000872	Prak.g_01144	Praa.g_01183
OG0000873	Prak.g_01143	Praa.g_01184
OG0000874	Prak.g_01142	Praa.g_01185
OG0000875	Prak.g_01140	Praa.g_01186
OG0000876	Prak.g_01138	Praa.g_01188
OG0000877	Prak.g_01137	Praa.g_01189
OG0000878	Prak.g_01136	Praa.g_01190
OG0000879	Prak.g_01135	Praa.g_01191
OG0000880	Prak.g_01134	Praa.g_01192
OG0000881	Prak.g_01133	Praa.g_01193
OG0000882	Prak.g_01132	Praa.g_01194
OG0000883	Prak.g_01131	Praa.g_01195
OG0000884	Prak.g_01130	Praa.g_01196
OG0000885	Prak.g_01129	Praa.g_01197
OG0000886	Prak.g_01128	Praa.g_01198
OG0000887	Prak.g_01127	Praa.g_01199
OG0000888	Prak.g_01126	Praa.g_01200
OG0000889	Prak.g_01125	Praa.g_01201
OG0000890	Prak.g_01124	Praa.g_01202
OG0000891	Prak.g_01123	Praa.g_01203
OG0000892	Prak.g_01122	Praa.g_01204
OG0000893	Prak.g_01121	Praa.g_01205
OG0000894	Prak.g_01120	Praa.g_01207
OG0000895	Prak.g_01119	Praa.g_01208
OG0000896	Prak.g_01117	Praa.g_01210
OG0000897	Prak.g_01116	Praa.g_01211
OG0000898	Prak.g_01115	Praa.g_01212
OG0000899	Prak.g_01114	Praa.g_01213
OG0000900	Prak.g_00593	Praa.g_01215
OG0000901	Prak.g_01571	Praa.g_01290
OG0000902	Prak.g_01266	Praa.g_01307
OG0000903	Prak.g_01267	Praa.g_01308
OG0000904	Prak.g_01268	Praa.g_01309
OG0000905	Prak.g_01269	Praa.g_01310
OG0000906	Prak.g_01270	Praa.g_01311
OG0000907	Prak.g_01272	Praa.g_01313
OG0000908	Prak.g_01273	Praa.g_01314
OG0000909	Prak.g_01274	Praa.g_01315
OG0000910	Prak.g_01275	Praa.g_01316
OG0000911	Prak.g_01276	Praa.g_01317
OG0000912	Prak.g_01279	Praa.g_01320
OG0000913	Prak.g_01280	Praa.g_01321
OG0000914	Prak.g_01281	Praa.g_01322
OG0000915	Prak.g_01284	Praa.g_01324
OG0000916	Prak.g_01285	Praa.g_01325
OG0000917	Prak.g_01286	Praa.g_01326
OG0000918	Prak.g_01287	Praa.g_01327
OG0000919	Prak.g_01288	Praa.g_01328
OG0000920	Prak.g_01289	Praa.g_01329
OG0000921	Prak.g_01292	Praa.g_01331
OG0000922	Prak.g_01293	Praa.g_01332
OG0000923	Prak.g_01305	Praa.g_01348
OG0000924	Prak.g_01304	Praa.g_01349
OG0000925	Prak.g_01301	Praa.g_01352
OG0000926	Prak.g_00460	Praa.g_01353
OG0000927	Prak.g_01237	Praa.g_01354
OG0000928	Prak.g_01490	Praa.g_01356
OG0000929	Prak.g_01215	Praa.g_01358
OG0000930	Prak.g_01197	Praa.g_01360
OG0000931	Prak.g_00909	Praa.g_01361
OG0000932	Prak.g_01234	Praa.g_01364
OG0000933	Prak.g_01331	Praa.g_01368
OG0000934	Prak.g_01332	Praa.g_01369
OG0000935	Prak.g_01333	Praa.g_01370
OG0000936	Prak.g_01334	Praa.g_01371
OG0000937	Prak.g_01335	Praa.g_01372
OG0000938	Prak.g_01336	Praa.g_01373
OG0000939	Prak.g_01337	Praa.g_01374
OG0000940	Prak.g_01338	Praa.g_01375
OG0000941	Prak.g_01339	Praa.g_01376
OG0000942	Prak.g_01340	Praa.g_01377
OG0000943	Prak.g_01341	Praa.g_01378
OG0000944	Prak.g_01342	Praa.g_01379
OG0000945	Prak.g_01343	Praa.g_01380
OG0000946	Prak.g_01344	Praa.g_01381
OG0000947	Prak.g_01345	Praa.g_01382
OG0000948	Prak.g_01346	Praa.g_01383
OG0000949	Prak.g_01347	Praa.g_01384
OG0000950	Prak.g_01824	Praa.g_01395
OG0000951	Prak.g_01374	Praa.g_01458
OG0000952	Prak.g_01375	Praa.g_01459
OG0000953	Prak.g_01376	Praa.g_01460
OG0000954	Prak.g_01377	Praa.g_01461
OG0000955	Prak.g_01378	Praa.g_01462
OG0000956	Prak.g_01380	Praa.g_01464
OG0000957	Prak.g_01381	Praa.g_01465
OG0000958	Prak.g_01382	Praa.g_01466
OG0000959	Prak.g_01383	Praa.g_01467
OG0000960	Prak.g_01384	Praa.g_01468
OG0000961	Prak.g_01385	Praa.g_01469
OG0000962	Prak.g_01386	Praa.g_01470
OG0000963	Prak.g_01387	Praa.g_01471
OG0000964	Prak.g_01388	Praa.g_01472
OG0000965	Prak.g_01389	Praa.g_01474
OG0000966	Prak.g_01390	Praa.g_01475
OG0000967	Prak.g_01393	Praa.g_01478
OG0000968	Prak.g_01394	Praa.g_01479
OG0000969	Prak.g_01395	Praa.g_01480
OG0000970	Prak.g_01396	Praa.g_01481
OG0000971	Prak.g_01397	Praa.g_01482
OG0000972	Prak.g_01398	Praa.g_01483
OG0000973	Prak.g_01400	Praa.g_01485
OG0000974	Prak.g_01401	Praa.g_01486
OG0000975	Prak.g_01402	Praa.g_01487
OG0000976	Prak.g_01403	Praa.g_01488
OG0000977	Prak.g_01404	Praa.g_01489
OG0000978	Prak.g_01405	Praa.g_01490
OG0000979	Prak.g_01406	Praa.g_01491
OG0000980	Prak.g_01407	Praa.g_01492
OG0000981	Prak.g_01408	Praa.g_01493
OG0000982	Prak.g_01409	Praa.g_01494
OG0000983	Prak.g_01410	Praa.g_01495
OG0000984	Prak.g_01414	Praa.g_01499
OG0000985	Prak.g_01415	Praa.g_01500
OG0000986	Prak.g_01416	Praa.g_01501
OG0000987	Prak.g_01418	Praa.g_01503
OG0000988	Prak.g_01419	Praa.g_01504
OG0000989	Prak.g_01420	Praa.g_01505
OG0000990	Prak.g_01421	Praa.g_01506
OG0000991	Prak.g_01422	Praa.g_01507
OG0000992	Prak.g_01423	Praa.g_01508
OG0000993	Prak.g_01424	Praa.g_01509
OG0000994	Prak.g_01425	Praa.g_01510
OG0000995	Prak.g_01426	Praa.g_01511
OG0000996	Prak.g_01427	Praa.g_01512
OG0000997	Prak.g_01429	Praa.g_01514
OG0000998	Prak.g_01435	Praa.g_01517
OG0000999	Prak.g_01437	Praa.g_01519
OG0001000	Prak.g_01439	Praa.g_01520
OG0001001	Prak.g_01441	Praa.g_01521
OG0001002	Prak.g_01443	Praa.g_01523
OG0001003	Prak.g_01444	Praa.g_01524
OG0001004	Prak.g_01445	Praa.g_01525
OG0001005	Prak.g_01446	Praa.g_01526
OG0001006	Prak.g_01448	Praa.g_01528
OG0001007	Prak.g_01449	Praa.g_01529
OG0001008	Prak.g_01450	Praa.g_01530
OG0001009	Prak.g_01451	Praa.g_01531
OG0001010	Prak.g_01452	Praa.g_01532
OG0001011	Prak.g_01453	Praa.g_01533
OG0001012	Prak.g_01454	Praa.g_01534
OG0001013	Prak.g_01455	Praa.g_01535
OG0001014	Prak.g_01456	Praa.g_01536
OG0001015	Prak.g_01457	Praa.g_01537
OG0001016	Prak.g_01458	Praa.g_01538
OG0001017	Prak.g_01459	Praa.g_01539
OG0001018	Prak.g_01460	Praa.g_01541
OG0001019	Prak.g_01461	Praa.g_01542
OG0001020	Prak.g_01462	Praa.g_01543
OG0001021	Prak.g_01463	Praa.g_01544
OG0001022	Prak.g_01464	Praa.g_01545
OG0001023	Prak.g_01465	Praa.g_01546
OG0001024	Prak.g_01467	Praa.g_01548
OG0001025	Prak.g_01468	Praa.g_01549
OG0001026	Prak.g_01469	Praa.g_01550
OG0001027	Prak.g_01470	Praa.g_01551
OG0001028	Prak.g_01473	Praa.g_01552
OG0001029	Prak.g_01474	Praa.g_01553
OG0001030	Prak.g_01477	Praa.g_01556
OG0001031	Prak.g_01478	Praa.g_01557
OG0001032	Prak.g_01588	Praa.g_01565
OG0001033	Prak.g_00590	Praa.g_01572
OG0001034	Prak.g_00860	Praa.g_01600
OG0001035	Prak.g_01638	Praa.g_01629
OG0001036	Prak.g_01639	Praa.g_01630
OG0001037	Prak.g_01646	Praa.g_01636
OG0001038	Prak.g_01647	Praa.g_01637
OG0001039	Prak.g_01648	Praa.g_01638
OG0001040	Prak.g_01649	Praa.g_01639
OG0001041	Prak.g_01651	Praa.g_01641
OG0001042	Prak.g_01652	Praa.g_01642
OG0001043	Prak.g_01653	Praa.g_01643
OG0001044	Prak.g_01654	Praa.g_01644
OG0001045	Prak.g_01655	Praa.g_01645
OG0001046	Prak.g_01657	Praa.g_01646
OG0001047	Prak.g_01658	Praa.g_01647
OG0001048	Prak.g_01659	Praa.g_01649
OG0001049	Prak.g_01660	Praa.g_01650
OG0001050	Prak.g_01661	Praa.g_01651
OG0001051	Prak.g_01662	Praa.g_01652
OG0001052	Prak.g_01663	Praa.g_01653
OG0001053	Prak.g_01664	Praa.g_01654
OG0001054	Prak.g_01665	Praa.g_01655
OG0001055	Prak.g_01666	Praa.g_01656
OG0001056	Prak.g_01667	Praa.g_01657
OG0001057	Prak.g_01669	Praa.g_01659
OG0001058	Prak.g_01670	Praa.g_01660
OG0001059	Prak.g_01671	Praa.g_01661
OG0001060	Prak.g_01672	Praa.g_01662
OG0001061	Prak.g_01673	Praa.g_01663
OG0001062	Prak.g_01674	Praa.g_01665
OG0001063	Prak.g_01675	Praa.g_01666
OG0001064	Prak.g_01676	Praa.g_01667
OG0001065	Prak.g_01677	Praa.g_01668
OG0001066	Prak.g_01678	Praa.g_01669
OG0001067	Prak.g_01679	Praa.g_01670
OG0001068	Prak.g_01680	Praa.g_01671
OG0001069	Prak.g_01683	Praa.g_01674
OG0001070	Prak.g_01685	Praa.g_01676
OG0001071	Prak.g_01686	Praa.g_01677
OG0001072	Prak.g_01687	Praa.g_01678
OG0001073	Prak.g_01688	Praa.g_01679
OG0001074	Prak.g_01689	Praa.g_01680
OG0001075	Prak.g_01691	Praa.g_01682
OG0001076	Prak.g_01693	Praa.g_01684
OG0001077	Prak.g_01694	Praa.g_01685
OG0001078	Prak.g_01695	Praa.g_01686
OG0001079	Prak.g_01696	Praa.g_01687
OG0001080	Prak.g_01697	Praa.g_01688
OG0001081	Prak.g_01698	Praa.g_01689
OG0001082	Prak.g_01699	Praa.g_01690
OG0001083	Prak.g_01700	Praa.g_01691
OG0001084	Prak.g_01701	Praa.g_01692
OG0001085	Prak.g_01702	Praa.g_01693
OG0001086	Prak.g_01708	Praa.g_01699
OG0001087	Prak.g_01710	Praa.g_01700
OG0001088	Prak.g_01711	Praa.g_01701
OG0001089	Prak.g_01714	Praa.g_01703
OG0001090	Prak.g_01715	Praa.g_01704
OG0001091	Prak.g_01716	Praa.g_01705
OG0001092	Prak.g_01717	Praa.g_01706
OG0001093	Prak.g_01718	Praa.g_01707
OG0001094	Prak.g_01719	Praa.g_01708
OG0001095	Prak.g_01720	Praa.g_01709
OG0001096	Prak.g_01721	Praa.g_01710
OG0001097	Prak.g_01722	Praa.g_01711
OG0001098	Prak.g_01723	Praa.g_01712
OG0001099	Prak.g_01724	Praa.g_01713
OG0001100	Prak.g_01725	Praa.g_01714
OG0001101	Prak.g_01726	Praa.g_01715
OG0001102	Prak.g_01730	Praa.g_01718
OG0001103	Prak.g_01731	Praa.g_01719
OG0001104	Prak.g_01734	Praa.g_01720
OG0001105	Prak.g_01733	Praa.g_01722
OG0001106	Prak.g_01729	Praa.g_01724
OG0001107	Prak.g_01728	Praa.g_01725
OG0001108	Prak.g_01727	Praa.g_01726
OG0001109	Prak.g_01737	Praa.g_01733
OG0001110	Prak.g_01739	Praa.g_01735
OG0001111	Prak.g_01740	Praa.g_01736
OG0001112	Prak.g_01741	Praa.g_01737
OG0001113	Prak.g_01742	Praa.g_01738
OG0001114	Prak.g_01743	Praa.g_01739
OG0001115	Prak.g_01744	Praa.g_01740
OG0001116	Prak.g_01745	Praa.g_01741
OG0001117	Prak.g_01746	Praa.g_01742
OG0001118	Prak.g_01747	Praa.g_01743
OG0001119	Prak.g_01748	Praa.g_01744
OG0001120	Prak.g_01749	Praa.g_01745
OG0001121	Prak.g_01750	Praa.g_01746
OG0001122	Prak.g_01751	Praa.g_01747
OG0001123	Prak.g_01752	Praa.g_01748
OG0001124	Prak.g_01753	Praa.g_01749
OG0001125	Prak.g_01754	Praa.g_01750
OG0001126	Prak.g_01755	Praa.g_01751
OG0001127	Prak.g_01756	Praa.g_01752
OG0001128	Prak.g_01757	Praa.g_01753
OG0001129	Prak.g_01758	Praa.g_01754
OG0001130	Prak.g_01759	Praa.g_01755
OG0001131	Prak.g_01760	Praa.g_01756
OG0001132	Prak.g_01761	Praa.g_01757
OG0001133	Prak.g_01762	Praa.g_01758
OG0001134	Prak.g_01763	Praa.g_01759
OG0001135	Prak.g_01764	Praa.g_01760
OG0001136	Prak.g_01765	Praa.g_01761
OG0001137	Prak.g_01766	Praa.g_01762
OG0001138	Prak.g_01767	Praa.g_01763
OG0001139	Prak.g_01768	Praa.g_01764
OG0001140	Prak.g_01769	Praa.g_01765
OG0001141	Prak.g_01771	Praa.g_01767
OG0001142	Prak.g_01772	Praa.g_01768
OG0001143	Prak.g_01773	Praa.g_01769
OG0001144	Prak.g_01775	Praa.g_01771
OG0001145	Prak.g_01777	Praa.g_01773
OG0001146	Prak.g_01778	Praa.g_01774
OG0001147	Prak.g_01781	Praa.g_01776
OG0001148	Prak.g_01782	Praa.g_01777
OG0001149	Prak.g_01783	Praa.g_01778
OG0001150	Prak.g_01786	Praa.g_01781
OG0001151	Prak.g_01787	Praa.g_01782
OG0001152	Prak.g_01788	Praa.g_01783
OG0001153	Prak.g_01789	Praa.g_01784
OG0001154	Prak.g_01790	Praa.g_01785
OG0001155	Prak.g_01791	Praa.g_01786
OG0001156	Prak.g_01792	Praa.g_01787
OG0001157	Prak.g_01794	Praa.g_01789
OG0001158	Prak.g_01796	Praa.g_01790
OG0001159	Prak.g_01797	Praa.g_01791
OG0001160	Prak.g_01798	Praa.g_01792
OG0001161	Prak.g_01802	Praa.g_01796
OG0001162	Prak.g_01803	Praa.g_01797
OG0001163	Prak.g_01804	Praa.g_01798
OG0001164	Prak.g_01805	Praa.g_01799
OG0001165	Prak.g_01806	Praa.g_01800
OG0001166	Prak.g_01807	Praa.g_01801
OG0001167	Prak.g_01808	Praa.g_01802
OG0001168	Prak.g_01810	Praa.g_01804
OG0001169	Prak.g_01811	Praa.g_01805
OG0001170	Prak.g_01815	Praa.g_01807
OG0001171	Prak.g_01816	Praa.g_01808
OG0001172	Prak.g_01817	Praa.g_01809
OG0001173	Prak.g_01819	Praa.g_01811
OG0001174	Prak.g_01821	Praa.g_01813
OG0001175	Prak.g_01823	Praa.g_01815
