Orthogroup	Prbc	Prbk
OG0000547	Prbc.g_01700	Prbk.g_02611
OG0000548	Prbc.g_01702	Prbk.g_02616
OG0000549	Prbc.g_01703	Prbk.g_02617
OG0000550	Prbc.g_01704	Prbk.g_02618
OG0000551	Prbc.g_01705	Prbk.g_02621
OG0000552	Prbc.g_01706	Prbk.g_02623
OG0000553	Prbc.g_01707	Prbk.g_02624
OG0000554	Prbc.g_01708	Prbk.g_02626
OG0000555	Prbc.g_01709	Prbk.g_02627
OG0000556	Prbc.g_01710	Prbk.g_02628
OG0000557	Prbc.g_01711	Prbk.g_02629
OG0000558	Prbc.g_01712	Prbk.g_02631
OG0000559	Prbc.g_01713	Prbk.g_02632
OG0000560	Prbc.g_01715	Prbk.g_02634
OG0000561	Prbc.g_01716	Prbk.g_02635
OG0000562	Prbc.g_01717	Prbk.g_02637
OG0000563	Prbc.g_01718	Prbk.g_02638
OG0000564	Prbc.g_01719	Prbk.g_02639
OG0000565	Prbc.g_01720	Prbk.g_02647
OG0000566	Prbc.g_01721	Prbk.g_02648
OG0000567	Prbc.g_01722	Prbk.g_02649
OG0000568	Prbc.g_01723	Prbk.g_02650
OG0000569	Prbc.g_01724	Prbk.g_02651
OG0000570	Prbc.g_01725	Prbk.g_02654
OG0000571	Prbc.g_01726	Prbk.g_02655
OG0000572	Prbc.g_01727	Prbk.g_02656
OG0000573	Prbc.g_01730	Prbk.g_00738
OG0000574	Prbc.g_01731	Prbk.g_00729
OG0000575	Prbc.g_01732	Prbk.g_00728
OG0000576	Prbc.g_01733	Prbk.g_00727
OG0000577	Prbc.g_01734	Prbk.g_00726
OG0000578	Prbc.g_01735	Prbk.g_00725
OG0000579	Prbc.g_01736	Prbk.g_00723
OG0000580	Prbc.g_01737	Prbk.g_00720
OG0000581	Prbc.g_01738	Prbk.g_00719
OG0000582	Prbc.g_01739	Prbk.g_00718
OG0000583	Prbc.g_01740	Prbk.g_00717
OG0000584	Prbc.g_01742	Prbk.g_00715
OG0000585	Prbc.g_01743	Prbk.g_00714
OG0000586	Prbc.g_01745	Prbk.g_00712
OG0000587	Prbc.g_01746	Prbk.g_00711
OG0000588	Prbc.g_01749	Prbk.g_00708
OG0000589	Prbc.g_01750	Prbk.g_00706
OG0000590	Prbc.g_01752	Prbk.g_00478
OG0000591	Prbc.g_01760	Prbk.g_01361
OG0000592	Prbc.g_01761	Prbk.g_01767
OG0000593	Prbc.g_01762	Prbk.g_00672
OG0000594	Prbc.g_01765	Prbk.g_02509
OG0000595	Prbc.g_01766	Prbk.g_01925
OG0000596	Prbc.g_01767	Prbk.g_01805
OG0000597	Prbc.g_01769	Prbk.g_01827
OG0000598	Prbc.g_01770	Prbk.g_01821
OG0000599	Prbc.g_01771	Prbk.g_01817
OG0000600	Prbc.g_01772	Prbk.g_01816
OG0000601	Prbc.g_01775	Prbk.g_01802
OG0000602	Prbc.g_01776	Prbk.g_01801
OG0000603	Prbc.g_01777	Prbk.g_01800
OG0000604	Prbc.g_01381	Prbk.g_01760
OG0000605	Prbc.g_01778	Prbk.g_01761
OG0000606	Prbc.g_01779	Prbk.g_01764
OG0000607	Prbc.g_01781	Prbk.g_01766
OG0000608	Prbc.g_01782	Prbk.g_02429
OG0000609	Prbc.g_01055	Prbk.g_02262
OG0000610	Prbc.g_01290	Prbk.g_00169
OG0000611	Prbc.g_01788	Prbk.g_00617
OG0000612	Prbc.g_01789	Prbk.g_00616
OG0000613	Prbc.g_01790	Prbk.g_00615
OG0000614	Prbc.g_01791	Prbk.g_00614
OG0000615	Prbc.g_01793	Prbk.g_00613
OG0000616	Prbc.g_01794	Prbk.g_00612
OG0000617	Prbc.g_01795	Prbk.g_00611
OG0000618	Prbc.g_01796	Prbk.g_00610
OG0000619	Prbc.g_01797	Prbk.g_00608
OG0000620	Prbc.g_01798	Prbk.g_00607
OG0000621	Prbc.g_01799	Prbk.g_00606
OG0000622	Prbc.g_01800	Prbk.g_00605
OG0000623	Prbc.g_01801	Prbk.g_00604
OG0000624	Prbc.g_01803	Prbk.g_00603
OG0000625	Prbc.g_01804	Prbk.g_00602
OG0000626	Prbc.g_01805	Prbk.g_00601
OG0000627	Prbc.g_01807	Prbk.g_02376
OG0000628	Prbc.g_01808	Prbk.g_02375
OG0000629	Prbc.g_01809	Prbk.g_02372
OG0000630	Prbc.g_01810	Prbk.g_02371
OG0000631	Prbc.g_01812	Prbk.g_02368
OG0000632	Prbc.g_00598	Prbk.g_01780
OG0000633	Prbc.g_00521	Prbk.g_01872
OG0000634	Prbc.g_02142	Prbk.g_01863
OG0000635	Prbc.g_02028	Prbk.g_02332
OG0000636	Prbc.g_02027	Prbk.g_02333
OG0000637	Prbc.g_02026	Prbk.g_02334
OG0000638	Prbc.g_01230	Prbk.g_00865
OG0000639	Prbc.g_02003	Prbk.g_01455
OG0000640	Prbc.g_02005	Prbk.g_02367
OG0000641	Prbc.g_02007	Prbk.g_02362
OG0000642	Prbc.g_02008	Prbk.g_02361
OG0000643	Prbc.g_02009	Prbk.g_02360
OG0000644	Prbc.g_01852	Prbk.g_02462
OG0000645	Prbc.g_01853	Prbk.g_02463
OG0000646	Prbc.g_01854	Prbk.g_02464
OG0000647	Prbc.g_01855	Prbk.g_02465
OG0000648	Prbc.g_01857	Prbk.g_02467
OG0000649	Prbc.g_01858	Prbk.g_02468
OG0000650	Prbc.g_01859	Prbk.g_02469
OG0000651	Prbc.g_01860	Prbk.g_02470
OG0000652	Prbc.g_01861	Prbk.g_02471
OG0000653	Prbc.g_01862	Prbk.g_02472
OG0000654	Prbc.g_01864	Prbk.g_02474
OG0000655	Prbc.g_01866	Prbk.g_02476
OG0000656	Prbc.g_01867	Prbk.g_02477
OG0000657	Prbc.g_01868	Prbk.g_02478
OG0000658	Prbc.g_01869	Prbk.g_02479
OG0000659	Prbc.g_01870	Prbk.g_02480
OG0000660	Prbc.g_01871	Prbk.g_02481
OG0000661	Prbc.g_01873	Prbk.g_02483
OG0000662	Prbc.g_01875	Prbk.g_02486
OG0000663	Prbc.g_01876	Prbk.g_02487
OG0000664	Prbc.g_01877	Prbk.g_02488
OG0000665	Prbc.g_01878	Prbk.g_02489
OG0000666	Prbc.g_01879	Prbk.g_02490
OG0000667	Prbc.g_01880	Prbk.g_02491
OG0000668	Prbc.g_01881	Prbk.g_02492
OG0000669	Prbc.g_01883	Prbk.g_02494
OG0000670	Prbc.g_01884	Prbk.g_02495
OG0000671	Prbc.g_01885	Prbk.g_02496
OG0000672	Prbc.g_01886	Prbk.g_02497
OG0000673	Prbc.g_01887	Prbk.g_02498
OG0000674	Prbc.g_01888	Prbk.g_02499
OG0000675	Prbc.g_01890	Prbk.g_02526
OG0000676	Prbc.g_01891	Prbk.g_02527
OG0000677	Prbc.g_01893	Prbk.g_02530
OG0000678	Prbc.g_01895	Prbk.g_02532
OG0000679	Prbc.g_01897	Prbk.g_02534
OG0000680	Prbc.g_01898	Prbk.g_02535
OG0000681	Prbc.g_01899	Prbk.g_02536
OG0000682	Prbc.g_01900	Prbk.g_02537
OG0000683	Prbc.g_01903	Prbk.g_02539
OG0000684	Prbc.g_01904	Prbk.g_02540
OG0000685	Prbc.g_01905	Prbk.g_02541
OG0000686	Prbc.g_01906	Prbk.g_02542
OG0000687	Prbc.g_01907	Prbk.g_02543
OG0000688	Prbc.g_01908	Prbk.g_02544
OG0000689	Prbc.g_01909	Prbk.g_02546
OG0000690	Prbc.g_01910	Prbk.g_02547
OG0000691	Prbc.g_01911	Prbk.g_02548
OG0000692	Prbc.g_01913	Prbk.g_02559
OG0000693	Prbc.g_01914	Prbk.g_02560
OG0000694	Prbc.g_01915	Prbk.g_02563
OG0000695	Prbc.g_01916	Prbk.g_02567
OG0000696	Prbc.g_01917	Prbk.g_02568
OG0000697	Prbc.g_01919	Prbk.g_02570
OG0000698	Prbc.g_01923	Prbk.g_02379
OG0000699	Prbc.g_01924	Prbk.g_00598
OG0000700	Prbc.g_01959	Prbk.g_00582
OG0000701	Prbc.g_01962	Prbk.g_00193
OG0000702	Prbc.g_01967	Prbk.g_02580
OG0000703	Prbc.g_01969	Prbk.g_02389
OG0000704	Prbc.g_01970	Prbk.g_01662
OG0000705	Prbc.g_01971	Prbk.g_02390
OG0000706	Prbc.g_01972	Prbk.g_02391
OG0000707	Prbc.g_01974	Prbk.g_02393
OG0000708	Prbc.g_01975	Prbk.g_02394
OG0000709	Prbc.g_01977	Prbk.g_02396
OG0000710	Prbc.g_01978	Prbk.g_02397
OG0000711	Prbc.g_01979	Prbk.g_02398
OG0000712	Prbc.g_01980	Prbk.g_02399
OG0000713	Prbc.g_01981	Prbk.g_02400
OG0000714	Prbc.g_01983	Prbk.g_02408
OG0000715	Prbc.g_01984	Prbk.g_02410
OG0000716	Prbc.g_01987	Prbk.g_02415
OG0000717	Prbc.g_01988	Prbk.g_02417
OG0000718	Prbc.g_01989	Prbk.g_02420
OG0000719	Prbc.g_01991	Prbk.g_02435
OG0000720	Prbc.g_01992	Prbk.g_02436
OG0000721	Prbc.g_01995	Prbk.g_02438
OG0000722	Prbc.g_01996	Prbk.g_02439
OG0000723	Prbc.g_01997	Prbk.g_02440
OG0000724	Prbc.g_01837	Prbk.g_02453
OG0000725	Prbc.g_01838	Prbk.g_02452
OG0000726	Prbc.g_01839	Prbk.g_02451
OG0000727	Prbc.g_01840	Prbk.g_02450
OG0000728	Prbc.g_01841	Prbk.g_02449
OG0000729	Prbc.g_01842	Prbk.g_02447
OG0000730	Prbc.g_01843	Prbk.g_02444
OG0000731	Prbc.g_01844	Prbk.g_02455
OG0000732	Prbc.g_01845	Prbk.g_02456
OG0000733	Prbc.g_01846	Prbk.g_02457
OG0000734	Prbc.g_01847	Prbk.g_02458
OG0000735	Prbc.g_01849	Prbk.g_02459
OG0000736	Prbc.g_01850	Prbk.g_02460
OG0000737	Prbc.g_01851	Prbk.g_02461
OG0000738	Prbc.g_02010	Prbk.g_02359
OG0000739	Prbc.g_02011	Prbk.g_02358
OG0000740	Prbc.g_02012	Prbk.g_02357
OG0000741	Prbc.g_02013	Prbk.g_02355
OG0000742	Prbc.g_02015	Prbk.g_02353
OG0000743	Prbc.g_02016	Prbk.g_02352
OG0000744	Prbc.g_02017	Prbk.g_02350
OG0000745	Prbc.g_02018	Prbk.g_02349
OG0000746	Prbc.g_02019	Prbk.g_02348
OG0000747	Prbc.g_02020	Prbk.g_01698
OG0000748	Prbc.g_02021	Prbk.g_02340
OG0000749	Prbc.g_02022	Prbk.g_02339
OG0000750	Prbc.g_02023	Prbk.g_02337
OG0000751	Prbc.g_02024	Prbk.g_02336
OG0000752	Prbc.g_01936	Prbk.g_02189
OG0000753	Prbc.g_02029	Prbk.g_02331
OG0000754	Prbc.g_02030	Prbk.g_02330
OG0000755	Prbc.g_02031	Prbk.g_02329
OG0000756	Prbc.g_02033	Prbk.g_02327
OG0000757	Prbc.g_02034	Prbk.g_02326
OG0000758	Prbc.g_02035	Prbk.g_02325
OG0000759	Prbc.g_02037	Prbk.g_02320
OG0000760	Prbc.g_02038	Prbk.g_02319
OG0000761	Prbc.g_02039	Prbk.g_02317
OG0000762	Prbc.g_02041	Prbk.g_02315
OG0000763	Prbc.g_02042	Prbk.g_02313
OG0000764	Prbc.g_02043	Prbk.g_02311
OG0000765	Prbc.g_02044	Prbk.g_02310
OG0000766	Prbc.g_02045	Prbk.g_02309
OG0000767	Prbc.g_02047	Prbk.g_02307
OG0000768	Prbc.g_02048	Prbk.g_02306
OG0000769	Prbc.g_02049	Prbk.g_02305
OG0000770	Prbc.g_02050	Prbk.g_02304
OG0000771	Prbc.g_02051	Prbk.g_02303
OG0000772	Prbc.g_02190	Prbk.g_01728
OG0000773	Prbc.g_02052	Prbk.g_02301
OG0000774	Prbc.g_02053	Prbk.g_02299
OG0000775	Prbc.g_02054	Prbk.g_02297
OG0000776	Prbc.g_02055	Prbk.g_02293
OG0000777	Prbc.g_02057	Prbk.g_02292
OG0000778	Prbc.g_02058	Prbk.g_00562
OG0000779	Prbc.g_02059	Prbk.g_00566
OG0000780	Prbc.g_02061	Prbk.g_00568
OG0000781	Prbc.g_02062	Prbk.g_00572
OG0000782	Prbc.g_02063	Prbk.g_00573
OG0000783	Prbc.g_02079	Prbk.g_00578
OG0000784	Prbc.g_02080	Prbk.g_00580
OG0000785	Prbc.g_02081	Prbk.g_00581
OG0000786	Prbc.g_02082	Prbk.g_00583
OG0000787	Prbc.g_02083	Prbk.g_00584
OG0000788	Prbc.g_02088	Prbk.g_00590
OG0000789	Prbc.g_02091	Prbk.g_00593
OG0000790	Prbc.g_01935	Prbk.g_02190
OG0000791	Prbc.g_02092	Prbk.g_00594
OG0000792	Prbc.g_02093	Prbk.g_00595
OG0000793	Prbc.g_02094	Prbk.g_00596
OG0000794	Prbc.g_02097	Prbk.g_00599
OG0000795	Prbc.g_02101	Prbk.g_00068
OG0000796	Prbc.g_02102	Prbk.g_00067
OG0000797	Prbc.g_02105	Prbk.g_00064
OG0000798	Prbc.g_02106	Prbk.g_00063
OG0000799	Prbc.g_02107	Prbk.g_00062
OG0000800	Prbc.g_02108	Prbk.g_00061
OG0000801	Prbc.g_02111	Prbk.g_00058
OG0000802	Prbc.g_02112	Prbk.g_00057
OG0000803	Prbc.g_01934	Prbk.g_00054
OG0000804	Prbc.g_01933	Prbk.g_00053
OG0000805	Prbc.g_01932	Prbk.g_00052
OG0000806	Prbc.g_01930	Prbk.g_00051
OG0000807	Prbc.g_01941	Prbk.g_00627
OG0000808	Prbc.g_02152	Prbk.g_02595
OG0000809	Prbc.g_02133	Prbk.g_02022
OG0000810	Prbc.g_00804	Prbk.g_01700
OG0000811	Prbc.g_00201	Prbk.g_01531
OG0000812	Prbc.g_01244	Prbk.g_00869
OG0000813	Prbc.g_01252	Prbk.g_00879
OG0000814	Prbc.g_00801	Prbk.g_01234
OG0000815	Prbc.g_02128	Prbk.g_02613
OG0000816	Prbc.g_00897	Prbk.g_02202
OG0000817	Prbc.g_00898	Prbk.g_02196
OG0000818	Prbc.g_02170	Prbk.g_01456
OG0000819	Prbc.g_01468	Prbk.g_01227
OG0000820	Prbc.g_01462	Prbk.g_00004
OG0000821	Prbc.g_01460	Prbk.g_01037
OG0000822	Prbc.g_01459	Prbk.g_01036
OG0000823	Prbc.g_01458	Prbk.g_01035
OG0000824	Prbc.g_01457	Prbk.g_01034
OG0000825	Prbc.g_01456	Prbk.g_01032
OG0000826	Prbc.g_01455	Prbk.g_01031
OG0000827	Prbc.g_01454	Prbk.g_01028
OG0000828	Prbc.g_01453	Prbk.g_01026
OG0000829	Prbc.g_01452	Prbk.g_01025
OG0000830	Prbc.g_01450	Prbk.g_01022
OG0000831	Prbc.g_01447	Prbk.g_01020
OG0000832	Prbc.g_01445	Prbk.g_01018
OG0000833	Prbc.g_01444	Prbk.g_01017
OG0000834	Prbc.g_01442	Prbk.g_00141
OG0000835	Prbc.g_01441	Prbk.g_00142
OG0000836	Prbc.g_01440	Prbk.g_00143
OG0000837	Prbc.g_01437	Prbk.g_00153
OG0000838	Prbc.g_01436	Prbk.g_00155
OG0000839	Prbc.g_01435	Prbk.g_00156
OG0000840	Prbc.g_01434	Prbk.g_00157
OG0000841	Prbc.g_01433	Prbk.g_00158
OG0000842	Prbc.g_01431	Prbk.g_00106
OG0000843	Prbc.g_01430	Prbk.g_00105
OG0000844	Prbc.g_01429	Prbk.g_00104
OG0000845	Prbc.g_01428	Prbk.g_00103
OG0000846	Prbc.g_01426	Prbk.g_00100
OG0000847	Prbc.g_01424	Prbk.g_00099
OG0000848	Prbc.g_01422	Prbk.g_01501
OG0000849	Prbc.g_01421	Prbk.g_01498
OG0000850	Prbc.g_01420	Prbk.g_01497
OG0000851	Prbc.g_01418	Prbk.g_00139
OG0000852	Prbc.g_01416	Prbk.g_00137
OG0000853	Prbc.g_01414	Prbk.g_00135
OG0000854	Prbc.g_01412	Prbk.g_00133
OG0000855	Prbc.g_01411	Prbk.g_00132
OG0000856	Prbc.g_01410	Prbk.g_00131
OG0000857	Prbc.g_01409	Prbk.g_00130
OG0000858	Prbc.g_01408	Prbk.g_00129
OG0000859	Prbc.g_01407	Prbk.g_00128
OG0000860	Prbc.g_01406	Prbk.g_00127
OG0000861	Prbc.g_01405	Prbk.g_01503
OG0000862	Prbc.g_01404	Prbk.g_01504
OG0000863	Prbc.g_01403	Prbk.g_01505
OG0000864	Prbc.g_01402	Prbk.g_01506
OG0000865	Prbc.g_01401	Prbk.g_01508
OG0000866	Prbc.g_01400	Prbk.g_00189
OG0000867	Prbc.g_01399	Prbk.g_00188
OG0000868	Prbc.g_01398	Prbk.g_00186
OG0000869	Prbc.g_01396	Prbk.g_00183
OG0000870	Prbc.g_01395	Prbk.g_00182
OG0000871	Prbc.g_01394	Prbk.g_00178
OG0000872	Prbc.g_01393	Prbk.g_00177
OG0000873	Prbc.g_01392	Prbk.g_00175
OG0000874	Prbc.g_01391	Prbk.g_00174
OG0000875	Prbc.g_01390	Prbk.g_00097
OG0000876	Prbc.g_01389	Prbk.g_00098
OG0000877	Prbc.g_01388	Prbk.g_00122
OG0000878	Prbc.g_01320	Prbk.g_02011
OG0000879	Prbc.g_00555	Prbk.g_00164
OG0000880	Prbc.g_00556	Prbk.g_00163
OG0000881	Prbc.g_00557	Prbk.g_00162
OG0000882	Prbc.g_00558	Prbk.g_01194
OG0000883	Prbc.g_00560	Prbk.g_01192
OG0000884	Prbc.g_00561	Prbk.g_01190
OG0000885	Prbc.g_00562	Prbk.g_01189
OG0000886	Prbc.g_00563	Prbk.g_01188
OG0000887	Prbc.g_00564	Prbk.g_01187
OG0000888	Prbc.g_00565	Prbk.g_01186
OG0000889	Prbc.g_00568	Prbk.g_01182
OG0000890	Prbc.g_00569	Prbk.g_01179
OG0000891	Prbc.g_00570	Prbk.g_01178
OG0000892	Prbc.g_00571	Prbk.g_01175
OG0000893	Prbc.g_00572	Prbk.g_01174
OG0000894	Prbc.g_00573	Prbk.g_01173
OG0000895	Prbc.g_00574	Prbk.g_01172
OG0000896	Prbc.g_00575	Prbk.g_01171
OG0000897	Prbc.g_00576	Prbk.g_01170
OG0000898	Prbc.g_00579	Prbk.g_01167
OG0000899	Prbc.g_00580	Prbk.g_01166
OG0000900	Prbc.g_00585	Prbk.g_01199
OG0000901	Prbc.g_00589	Prbk.g_02120
OG0000902	Prbc.g_01820	Prbk.g_00334
OG0000903	Prbc.g_01470	Prbk.g_02564
OG0000904	Prbc.g_02100	Prbk.g_01691
OG0000905	Prbc.g_00810	Prbk.g_00055
OG0000906	Prbc.g_00655	Prbk.g_00629
OG0000907	Prbc.g_01921	Prbk.g_02578
OG0000908	Prbc.g_00138	Prbk.g_00923
OG0000909	Prbc.g_00659	Prbk.g_02051
OG0000910	Prbc.g_00660	Prbk.g_02050
OG0000911	Prbc.g_00661	Prbk.g_02049
OG0000912	Prbc.g_00662	Prbk.g_02048
OG0000913	Prbc.g_00663	Prbk.g_02047
OG0000914	Prbc.g_00664	Prbk.g_02046
OG0000915	Prbc.g_00665	Prbk.g_02045
OG0000916	Prbc.g_00666	Prbk.g_02044
OG0000917	Prbc.g_00667	Prbk.g_02042
OG0000918	Prbc.g_00668	Prbk.g_02041
OG0000919	Prbc.g_00669	Prbk.g_02040
OG0000920	Prbc.g_00670	Prbk.g_02039
OG0000921	Prbc.g_00671	Prbk.g_02038
OG0000922	Prbc.g_00672	Prbk.g_02037
OG0000923	Prbc.g_00673	Prbk.g_02036
OG0000924	Prbc.g_00674	Prbk.g_02035
OG0000925	Prbc.g_00675	Prbk.g_02034
OG0000926	Prbc.g_00228	Prbk.g_00526
OG0000927	Prbc.g_00690	Prbk.g_01929
OG0000928	Prbc.g_00691	Prbk.g_01930
OG0000929	Prbc.g_00692	Prbk.g_01931
OG0000930	Prbc.g_00693	Prbk.g_01937
OG0000931	Prbc.g_00694	Prbk.g_01938
OG0000932	Prbc.g_00696	Prbk.g_00244
OG0000933	Prbc.g_00697	Prbk.g_00246
OG0000934	Prbc.g_00698	Prbk.g_00247
OG0000935	Prbc.g_00699	Prbk.g_00248
OG0000936	Prbc.g_00700	Prbk.g_00249
OG0000937	Prbc.g_00701	Prbk.g_00250
OG0000938	Prbc.g_00702	Prbk.g_00252
OG0000939	Prbc.g_00703	Prbk.g_00253
OG0000940	Prbc.g_00705	Prbk.g_00255
OG0000941	Prbc.g_00707	Prbk.g_00257
OG0000942	Prbc.g_00708	Prbk.g_00258
OG0000943	Prbc.g_00711	Prbk.g_00261
OG0000944	Prbc.g_00712	Prbk.g_00270
OG0000945	Prbc.g_00713	Prbk.g_00271
OG0000946	Prbc.g_00714	Prbk.g_00272
OG0000947	Prbc.g_00715	Prbk.g_00273
OG0000948	Prbc.g_00716	Prbk.g_00274
OG0000949	Prbc.g_00717	Prbk.g_00275
OG0000950	Prbc.g_00718	Prbk.g_00276
OG0000951	Prbc.g_00719	Prbk.g_00277
OG0000952	Prbc.g_00720	Prbk.g_00278
OG0000953	Prbc.g_00721	Prbk.g_00279
OG0000954	Prbc.g_00722	Prbk.g_00280
OG0000955	Prbc.g_00723	Prbk.g_00281
OG0000956	Prbc.g_00724	Prbk.g_00282
OG0000957	Prbc.g_01521	Prbk.g_00283
OG0000958	Prbc.g_00725	Prbk.g_01237
OG0000959	Prbc.g_00726	Prbk.g_01236
OG0000960	Prbc.g_00727	Prbk.g_01235
OG0000961	Prbc.g_00730	Prbk.g_01228
OG0000962	Prbc.g_00731	Prbk.g_01226
OG0000963	Prbc.g_00732	Prbk.g_01225
OG0000964	Prbc.g_00734	Prbk.g_01222
OG0000965	Prbc.g_00735	Prbk.g_01221
OG0000966	Prbc.g_00736	Prbk.g_01220
OG0000967	Prbc.g_00737	Prbk.g_01219
OG0000968	Prbc.g_00738	Prbk.g_01218
OG0000969	Prbc.g_00739	Prbk.g_01217
OG0000970	Prbc.g_00740	Prbk.g_01216
OG0000971	Prbc.g_00741	Prbk.g_01215
OG0000972	Prbc.g_00742	Prbk.g_01214
OG0000973	Prbc.g_00743	Prbk.g_01213
OG0000974	Prbc.g_00745	Prbk.g_01211
OG0000975	Prbc.g_00751	Prbk.g_01654
OG0000976	Prbc.g_00754	Prbk.g_02016
OG0000977	Prbc.g_00755	Prbk.g_02006
OG0000978	Prbc.g_00756	Prbk.g_02004
OG0000979	Prbc.g_00758	Prbk.g_02002
OG0000980	Prbc.g_00759	Prbk.g_02001
OG0000981	Prbc.g_00760	Prbk.g_02596
OG0000982	Prbc.g_00761	Prbk.g_02000
OG0000983	Prbc.g_00763	Prbk.g_01998
OG0000984	Prbc.g_00764	Prbk.g_01997
OG0000985	Prbc.g_00765	Prbk.g_01996
OG0000986	Prbc.g_00766	Prbk.g_01994
OG0000987	Prbc.g_00767	Prbk.g_01993
OG0000988	Prbc.g_00768	Prbk.g_01991
OG0000989	Prbc.g_00769	Prbk.g_01990
OG0000990	Prbc.g_00770	Prbk.g_01989
OG0000991	Prbc.g_00771	Prbk.g_01988
OG0000992	Prbc.g_00772	Prbk.g_01987
OG0000993	Prbc.g_00773	Prbk.g_01986
OG0000994	Prbc.g_00774	Prbk.g_01985
OG0000995	Prbc.g_00775	Prbk.g_01983
OG0000996	Prbc.g_00776	Prbk.g_01982
OG0000997	Prbc.g_00777	Prbk.g_01981
OG0000998	Prbc.g_00778	Prbk.g_01980
OG0000999	Prbc.g_00779	Prbk.g_01979
OG0001000	Prbc.g_00780	Prbk.g_01978
OG0001001	Prbc.g_00782	Prbk.g_01977
OG0001002	Prbc.g_00783	Prbk.g_00937
OG0001003	Prbc.g_00784	Prbk.g_00936
OG0001004	Prbc.g_00785	Prbk.g_01360
OG0001005	Prbc.g_00787	Prbk.g_00934
OG0001006	Prbc.g_00788	Prbk.g_00933
OG0001007	Prbc.g_00789	Prbk.g_00932
OG0001008	Prbc.g_00791	Prbk.g_00930
OG0001009	Prbc.g_00792	Prbk.g_00929
OG0001010	Prbc.g_01485	Prbk.g_02593
OG0001011	Prbc.g_00677	Prbk.g_02619
OG0001012	Prbc.g_01874	Prbk.g_02485
OG0001013	Prbc.g_00827	Prbk.g_00918
OG0001014	Prbc.g_00828	Prbk.g_00917
OG0001015	Prbc.g_00833	Prbk.g_00906
OG0001016	Prbc.g_00834	Prbk.g_00905
OG0001017	Prbc.g_00835	Prbk.g_00904
OG0001018	Prbc.g_00836	Prbk.g_00902
OG0001019	Prbc.g_00837	Prbk.g_01451
OG0001020	Prbc.g_00838	Prbk.g_01450
OG0001021	Prbc.g_00839	Prbk.g_01449
OG0001022	Prbc.g_00840	Prbk.g_01448
OG0001023	Prbc.g_00841	Prbk.g_01447
OG0001024	Prbc.g_00842	Prbk.g_01445
OG0001025	Prbc.g_00843	Prbk.g_01444
OG0001026	Prbc.g_00844	Prbk.g_01443
OG0001027	Prbc.g_00845	Prbk.g_01442
OG0001028	Prbc.g_00846	Prbk.g_01441
OG0001029	Prbc.g_00847	Prbk.g_01440
OG0001030	Prbc.g_00848	Prbk.g_01439
OG0001031	Prbc.g_00849	Prbk.g_01438
OG0001032	Prbc.g_00850	Prbk.g_01437
OG0001033	Prbc.g_00851	Prbk.g_01436
OG0001034	Prbc.g_00852	Prbk.g_01434
OG0001035	Prbc.g_00854	Prbk.g_01432
OG0001036	Prbc.g_00855	Prbk.g_01431
OG0001037	Prbc.g_00856	Prbk.g_01429
OG0001038	Prbc.g_00857	Prbk.g_01428
OG0001039	Prbc.g_00858	Prbk.g_01427
OG0001040	Prbc.g_00860	Prbk.g_01426
OG0001041	Prbc.g_00861	Prbk.g_01425
OG0001042	Prbc.g_00862	Prbk.g_01423
OG0001043	Prbc.g_00863	Prbk.g_01422
OG0001044	Prbc.g_00864	Prbk.g_01421
OG0001045	Prbc.g_00865	Prbk.g_01420
OG0001046	Prbc.g_00866	Prbk.g_01419
OG0001047	Prbc.g_00868	Prbk.g_01415
OG0001048	Prbc.g_00870	Prbk.g_01413
OG0001049	Prbc.g_00871	Prbk.g_01412
OG0001050	Prbc.g_00872	Prbk.g_01411
OG0001051	Prbc.g_00873	Prbk.g_01410
OG0001052	Prbc.g_00874	Prbk.g_01409
OG0001053	Prbc.g_00876	Prbk.g_01407
OG0001054	Prbc.g_00878	Prbk.g_01405
OG0001055	Prbc.g_00879	Prbk.g_01404
OG0001056	Prbc.g_00880	Prbk.g_01403
OG0001057	Prbc.g_00881	Prbk.g_01402
OG0001058	Prbc.g_00882	Prbk.g_01401
OG0001059	Prbc.g_00883	Prbk.g_01400
OG0001060	Prbc.g_00884	Prbk.g_01399
OG0001061	Prbc.g_00885	Prbk.g_01398
OG0001062	Prbc.g_00886	Prbk.g_01384
OG0001063	Prbc.g_00887	Prbk.g_01383
OG0001064	Prbc.g_00889	Prbk.g_01381
OG0001065	Prbc.g_00933	Prbk.g_01901
OG0001066	Prbc.g_00935	Prbk.g_01904
OG0001067	Prbc.g_00936	Prbk.g_01905
OG0001068	Prbc.g_00938	Prbk.g_01909
OG0001069	Prbc.g_00939	Prbk.g_01910
OG0001070	Prbc.g_00940	Prbk.g_01911
OG0001071	Prbc.g_00941	Prbk.g_01912
OG0001072	Prbc.g_00942	Prbk.g_01913
OG0001073	Prbc.g_00943	Prbk.g_01914
OG0001074	Prbc.g_00944	Prbk.g_01915
OG0001075	Prbc.g_00945	Prbk.g_01916
OG0001076	Prbc.g_00946	Prbk.g_01917
OG0001077	Prbc.g_00947	Prbk.g_01918
OG0001078	Prbc.g_00948	Prbk.g_01920
OG0001079	Prbc.g_00949	Prbk.g_01921
OG0001080	Prbc.g_00950	Prbk.g_01922
OG0001081	Prbc.g_00960	Prbk.g_00990
OG0001082	Prbc.g_00959	Prbk.g_00991
OG0001083	Prbc.g_00955	Prbk.g_00995
