Orthogroup	Praf	Syad
OG0000568	Praf.g_00711	Syad.g_01040
OG0000569	Praf.g_00712	Syad.g_01041
OG0000570	Praf.g_00713	Syad.g_01042
OG0000571	Praf.g_00716	Syad.g_01046
OG0000572	Praf.g_00733	Syad.g_01064
OG0000573	Praf.g_00740	Syad.g_01072
OG0000574	Praf.g_00741	Syad.g_01077
OG0000575	Praf.g_00751	Syad.g_01083
OG0000576	Praf.g_00753	Syad.g_01085
OG0000577	Praf.g_00754	Syad.g_01086
OG0000578	Praf.g_00755	Syad.g_01087
OG0000579	Praf.g_00756	Syad.g_01088
OG0000580	Praf.g_00757	Syad.g_01089
OG0000581	Praf.g_00761	Syad.g_01097
OG0000582	Praf.g_00765	Syad.g_02206
OG0000583	Praf.g_00766	Syad.g_02205
OG0000584	Praf.g_00767	Syad.g_02204
OG0000585	Praf.g_00769	Syad.g_02202
OG0000586	Praf.g_00771	Syad.g_02201
OG0000587	Praf.g_00773	Syad.g_02199
OG0000588	Praf.g_01663	Syad.g_02183
OG0000589	Praf.g_01666	Syad.g_02178
OG0000590	Praf.g_01667	Syad.g_02177
OG0000591	Praf.g_01674	Syad.g_02169
OG0000592	Praf.g_01675	Syad.g_02168
OG0000593	Praf.g_01688	Syad.g_02156
OG0000594	Praf.g_01689	Syad.g_02155
OG0000595	Praf.g_01690	Syad.g_02154
OG0000596	Praf.g_01695	Syad.g_02149
OG0000597	Praf.g_01698	Syad.g_02146
OG0000598	Praf.g_01699	Syad.g_02145
OG0000599	Praf.g_01709	Syad.g_02142
OG0000600	Praf.g_01710	Syad.g_02141
OG0000601	Praf.g_01711	Syad.g_02140
OG0000602	Praf.g_01716	Syad.g_02135
OG0000603	Praf.g_01717	Syad.g_02134
OG0000604	Praf.g_01718	Syad.g_02131
OG0000605	Praf.g_01720	Syad.g_02026
OG0000606	Praf.g_01727	Syad.g_01567
OG0000607	Praf.g_01730	Syad.g_01571
OG0000608	Praf.g_01731	Syad.g_01572
OG0000609	Praf.g_01733	Syad.g_01574
OG0000610	Praf.g_01741	Syad.g_01589
OG0000611	Praf.g_01744	Syad.g_01592
OG0000612	Praf.g_01745	Syad.g_01593
OG0000613	Praf.g_02344	Syad.g_00457
OG0000614	Praf.g_01207	Syad.g_01340
OG0000615	Praf.g_01489	Syad.g_01948
OG0000616	Praf.g_02767	Syad.g_00145
OG0000617	Praf.g_01308	Syad.g_01810
OG0000618	Praf.g_01309	Syad.g_01809
OG0000619	Praf.g_01310	Syad.g_01808
OG0000620	Praf.g_01314	Syad.g_01803
OG0000621	Praf.g_01315	Syad.g_01802
OG0000622	Praf.g_01316	Syad.g_01801
OG0000623	Praf.g_01317	Syad.g_01800
OG0000624	Praf.g_01318	Syad.g_01798
OG0000625	Praf.g_01319	Syad.g_01797
OG0000626	Praf.g_01320	Syad.g_01796
OG0000627	Praf.g_01441	Syad.g_01640
OG0000628	Praf.g_01440	Syad.g_01641
OG0000629	Praf.g_01437	Syad.g_01644
OG0000630	Praf.g_01433	Syad.g_01648
OG0000631	Praf.g_01429	Syad.g_01658
OG0000632	Praf.g_01428	Syad.g_01659
OG0000633	Praf.g_01427	Syad.g_01660
OG0000634	Praf.g_01526	Syad.g_01893
OG0000635	Praf.g_01527	Syad.g_01892
OG0000636	Praf.g_01529	Syad.g_01890
OG0000637	Praf.g_01531	Syad.g_01888
OG0000638	Praf.g_01532	Syad.g_01887
OG0000639	Praf.g_01533	Syad.g_01886
OG0000640	Praf.g_01534	Syad.g_01885
OG0000641	Praf.g_01538	Syad.g_01881
OG0000642	Praf.g_01539	Syad.g_01880
OG0000643	Praf.g_01540	Syad.g_01878
OG0000644	Praf.g_01541	Syad.g_01877
OG0000645	Praf.g_01542	Syad.g_01875
OG0000646	Praf.g_01545	Syad.g_01872
OG0000647	Praf.g_01547	Syad.g_01870
OG0000648	Praf.g_01549	Syad.g_01860
OG0000649	Praf.g_01550	Syad.g_01859
OG0000650	Praf.g_01551	Syad.g_01858
OG0000651	Praf.g_01552	Syad.g_01857
OG0000652	Praf.g_01553	Syad.g_01856
OG0000653	Praf.g_01557	Syad.g_01850
OG0000654	Praf.g_01558	Syad.g_01849
OG0000655	Praf.g_01559	Syad.g_01848
OG0000656	Praf.g_01562	Syad.g_01845
OG0000657	Praf.g_01592	Syad.g_01240
OG0000658	Praf.g_01594	Syad.g_01231
OG0000659	Praf.g_01595	Syad.g_01230
OG0000660	Praf.g_01599	Syad.g_01226
OG0000661	Praf.g_01601	Syad.g_01224
OG0000662	Praf.g_01603	Syad.g_01222
OG0000663	Praf.g_01606	Syad.g_01219
OG0000664	Praf.g_01607	Syad.g_01209
OG0000665	Praf.g_01620	Syad.g_02115
OG0000666	Praf.g_01622	Syad.g_02027
OG0000667	Praf.g_01629	Syad.g_00612
OG0000668	Praf.g_01339	Syad.g_01688
OG0000669	Praf.g_01638	Syad.g_01606
OG0000670	Praf.g_00961	Syad.g_01609
OG0000671	Praf.g_01456	Syad.g_01611
OG0000672	Praf.g_01459	Syad.g_01615
OG0000673	Praf.g_01462	Syad.g_01618
OG0000674	Praf.g_01464	Syad.g_01620
OG0000675	Praf.g_01465	Syad.g_01633
OG0000676	Praf.g_01467	Syad.g_01635
OG0000677	Praf.g_01469	Syad.g_01636
OG0000678	Praf.g_01475	Syad.g_01957
OG0000679	Praf.g_01494	Syad.g_01922
OG0000680	Praf.g_01495	Syad.g_01921
OG0000681	Praf.g_01497	Syad.g_01919
OG0000682	Praf.g_01498	Syad.g_01918
OG0000683	Praf.g_01499	Syad.g_01917
OG0000684	Praf.g_01512	Syad.g_01912
OG0000685	Praf.g_01510	Syad.g_01910
OG0000686	Praf.g_01509	Syad.g_01909
OG0000687	Praf.g_01508	Syad.g_01908
OG0000688	Praf.g_01515	Syad.g_01904
OG0000689	Praf.g_01516	Syad.g_01902
OG0000690	Praf.g_01517	Syad.g_01901
OG0000691	Praf.g_01519	Syad.g_01900
OG0000692	Praf.g_01520	Syad.g_01899
OG0000693	Praf.g_01522	Syad.g_01897
OG0000694	Praf.g_01523	Syad.g_01896
OG0000695	Praf.g_01425	Syad.g_01662
OG0000696	Praf.g_01424	Syad.g_01663
OG0000697	Praf.g_01422	Syad.g_01789
OG0000698	Praf.g_01419	Syad.g_01786
OG0000699	Praf.g_01417	Syad.g_01785
OG0000700	Praf.g_01416	Syad.g_01784
OG0000701	Praf.g_01415	Syad.g_01783
OG0000702	Praf.g_01408	Syad.g_01775
OG0000703	Praf.g_01407	Syad.g_01774
OG0000704	Praf.g_01405	Syad.g_01772
OG0000705	Praf.g_01399	Syad.g_01765
OG0000706	Praf.g_01398	Syad.g_01764
OG0000707	Praf.g_01397	Syad.g_01763
OG0000708	Praf.g_01395	Syad.g_01760
OG0000709	Praf.g_01388	Syad.g_01745
OG0000710	Praf.g_01383, Praf.g_01384	Syad.g_01738
OG0000711	Praf.g_01360	Syad.g_01710
OG0000712	Praf.g_01359	Syad.g_01708
OG0000713	Praf.g_01358	Syad.g_01707
OG0000714	Praf.g_01355	Syad.g_01705
OG0000715	Praf.g_01353	Syad.g_01703
OG0000716	Praf.g_01349	Syad.g_01697
OG0000717	Praf.g_01348	Syad.g_01696
OG0000718	Praf.g_01343	Syad.g_01692
OG0000719	Praf.g_01341	Syad.g_01690
OG0000720	Praf.g_01328	Syad.g_01677
OG0000721	Praf.g_01327	Syad.g_01675
OG0000722	Praf.g_01326	Syad.g_01674
OG0000723	Praf.g_01322	Syad.g_01791
OG0000724	Praf.g_01279	Syad.g_01284
OG0000725	Praf.g_01270	Syad.g_01293
OG0000726	Praf.g_01269	Syad.g_01294
OG0000727	Praf.g_01268	Syad.g_01295
OG0000728	Praf.g_01267	Syad.g_01297
OG0000729	Praf.g_00162	Syad.g_00331
OG0000730	Praf.g_02056	Syad.g_00758
OG0000731	Praf.g_02047	Syad.g_00770
OG0000732	Praf.g_00055	Syad.g_00214
OG0000733	Praf.g_02698	Syad.g_00028
OG0000734	Praf.g_00233	Syad.g_02809
OG0000735	Praf.g_00822	Syad.g_01120
OG0000736	Praf.g_00823	Syad.g_01121
OG0000737	Praf.g_00824	Syad.g_01122
OG0000738	Praf.g_00830	Syad.g_01127
OG0000739	Praf.g_00832	Syad.g_01145
OG0000740	Praf.g_00833	Syad.g_01146
OG0000741	Praf.g_00836	Syad.g_01149
OG0000742	Praf.g_00853	Syad.g_01151
OG0000743	Praf.g_00855	Syad.g_01153
OG0000744	Praf.g_00856	Syad.g_01154
OG0000745	Praf.g_00858	Syad.g_01156
OG0000746	Praf.g_00860	Syad.g_01158
OG0000747	Praf.g_00861	Syad.g_01159
OG0000748	Praf.g_00873	Syad.g_01170
OG0000749	Praf.g_00874	Syad.g_01173
OG0000750	Praf.g_00875	Syad.g_01174
OG0000751	Praf.g_00880	Syad.g_01182
OG0000752	Praf.g_00882	Syad.g_01184
OG0000753	Praf.g_00885	Syad.g_01187
OG0000754	Praf.g_00914	Syad.g_01516
OG0000755	Praf.g_00921	Syad.g_01504
OG0000756	Praf.g_00922	Syad.g_01498
OG0000757	Praf.g_00929	Syad.g_01487
OG0000758	Praf.g_00930	Syad.g_01486
OG0000759	Praf.g_00931	Syad.g_01485
OG0000760	Praf.g_00932	Syad.g_01484
OG0000761	Praf.g_00933	Syad.g_01480
OG0000762	Praf.g_00913	Syad.g_01474
OG0000763	Praf.g_00911	Syad.g_01468
OG0000764	Praf.g_00910	Syad.g_01467
OG0000765	Praf.g_00895	Syad.g_01447
OG0000766	Praf.g_00894	Syad.g_01446
OG0000767	Praf.g_00892	Syad.g_01444
OG0000768	Praf.g_00891	Syad.g_01443
OG0000769	Praf.g_00887	Syad.g_01441
OG0000770	Praf.g_00937	Syad.g_01437
OG0000771	Praf.g_01285	Syad.g_01278
OG0000772	Praf.g_00548	Syad.g_02078
OG0000773	Praf.g_00808	Syad.g_01114
OG0000774	Praf.g_00804	Syad.g_02396
OG0000775	Praf.g_00802	Syad.g_02398
OG0000776	Praf.g_00801	Syad.g_02399
OG0000777	Praf.g_00800	Syad.g_02400
OG0000778	Praf.g_00799	Syad.g_02401
OG0000779	Praf.g_00794	Syad.g_02407
OG0000780	Praf.g_00791	Syad.g_02411
OG0000781	Praf.g_00787	Syad.g_02415
OG0000782	Praf.g_00786	Syad.g_02416
OG0000783	Praf.g_00785	Syad.g_02418
OG0000784	Praf.g_00784	Syad.g_02419
OG0000785	Praf.g_00782	Syad.g_02421
OG0000786	Praf.g_00777	Syad.g_01101
OG0000787	Praf.g_00776	Syad.g_01100
OG0000788	Praf.g_01996	Syad.g_02139
OG0000789	Praf.g_01001	Syad.g_01982
OG0000790	Praf.g_00579	Syad.g_00886
OG0000791	Praf.g_00577	Syad.g_00885
OG0000792	Praf.g_00576	Syad.g_00884
OG0000793	Praf.g_00572	Syad.g_00879
OG0000794	Praf.g_00571	Syad.g_00878
OG0000795	Praf.g_00570	Syad.g_00877
OG0000796	Praf.g_00566	Syad.g_00871
OG0000797	Praf.g_00565	Syad.g_00870
OG0000798	Praf.g_02276	Syad.g_00525
OG0000799	Praf.g_01765	Syad.g_02243
OG0000800	Praf.g_01766	Syad.g_02245
OG0000801	Praf.g_01767	Syad.g_02246
OG0000802	Praf.g_01773	Syad.g_02251
OG0000803	Praf.g_01779	Syad.g_02255
OG0000804	Praf.g_01781	Syad.g_02260
OG0000805	Praf.g_01783	Syad.g_02266
OG0000806	Praf.g_01785	Syad.g_02267
OG0000807	Praf.g_01787	Syad.g_02269
OG0000808	Praf.g_01788	Syad.g_02270
OG0000809	Praf.g_01792	Syad.g_02273
OG0000810	Praf.g_01793	Syad.g_02274
OG0000811	Praf.g_01801	Syad.g_02283
OG0000812	Praf.g_01803	Syad.g_02285
OG0000813	Praf.g_01804	Syad.g_02286
OG0000814	Praf.g_01806	Syad.g_02288
OG0000815	Praf.g_01807	Syad.g_02289
OG0000816	Praf.g_01809	Syad.g_02290
OG0000817	Praf.g_01810	Syad.g_02291
OG0000818	Praf.g_01822	Syad.g_02297
OG0000819	Praf.g_01823	Syad.g_02298
OG0000820	Praf.g_01824	Syad.g_02299
OG0000821	Praf.g_01831	Syad.g_02305
OG0000822	Praf.g_01833	Syad.g_02307
OG0000823	Praf.g_01834	Syad.g_02308
OG0000824	Praf.g_01838	Syad.g_02314
OG0000825	Praf.g_01839	Syad.g_02315
OG0000826	Praf.g_01840	Syad.g_02316
OG0000827	Praf.g_01841	Syad.g_02317
OG0000828	Praf.g_01844	Syad.g_02320
OG0000829	Praf.g_01845	Syad.g_02321
OG0000830	Praf.g_01846	Syad.g_02322
OG0000831	Praf.g_01849	Syad.g_02325
OG0000832	Praf.g_00542	Syad.g_02538
OG0000833	Praf.g_00534	Syad.g_02550
OG0000834	Praf.g_00533	Syad.g_02552
OG0000835	Praf.g_00532	Syad.g_02553
OG0000836	Praf.g_00530	Syad.g_02557
OG0000837	Praf.g_00529	Syad.g_02561
OG0000838	Praf.g_00525	Syad.g_02565
OG0000839	Praf.g_00524	Syad.g_02566
OG0000840	Praf.g_00523	Syad.g_02567
OG0000841	Praf.g_00522	Syad.g_02568
OG0000842	Praf.g_00521	Syad.g_02569
OG0000843	Praf.g_00520	Syad.g_02570
OG0000844	Praf.g_00518	Syad.g_02577
OG0000845	Praf.g_00517	Syad.g_02578
OG0000846	Praf.g_00516	Syad.g_02579
OG0000847	Praf.g_00515	Syad.g_02580
OG0000848	Praf.g_00513	Syad.g_02582
OG0000849	Praf.g_00512	Syad.g_02583
OG0000850	Praf.g_00511	Syad.g_02586
OG0000851	Praf.g_00508	Syad.g_02592
OG0000852	Praf.g_00507	Syad.g_02593
OG0000853	Praf.g_00502	Syad.g_02597
OG0000854	Praf.g_00500	Syad.g_02606
OG0000855	Praf.g_00499	Syad.g_02607
OG0000856	Praf.g_01677	Syad.g_02166
OG0000857	Praf.g_01546	Syad.g_01871
OG0000858	Praf.g_00490	Syad.g_02613
OG0000859	Praf.g_00489	Syad.g_02614
OG0000860	Praf.g_00478	Syad.g_02625
OG0000861	Praf.g_00477	Syad.g_02626
OG0000862	Praf.g_00475	Syad.g_02628
OG0000863	Praf.g_00472	Syad.g_02631
OG0000864	Praf.g_00471	Syad.g_02632
OG0000865	Praf.g_00470	Syad.g_02633
OG0000866	Praf.g_00469	Syad.g_02634
OG0000867	Praf.g_00468	Syad.g_02635
OG0000868	Praf.g_00466	Syad.g_02637
OG0000869	Praf.g_00463	Syad.g_02643
OG0000870	Praf.g_00458	Syad.g_02648
OG0000871	Praf.g_00457	Syad.g_02649
OG0000872	Praf.g_00455	Syad.g_02657
OG0000873	Praf.g_00452	Syad.g_02660
OG0000874	Praf.g_00448	Syad.g_02655
OG0000875	Praf.g_00447	Syad.g_02662
OG0000876	Praf.g_00446	Syad.g_03003
OG0000877	Praf.g_00443	Syad.g_02480
OG0000878	Praf.g_00442	Syad.g_02481
OG0000879	Praf.g_00441	Syad.g_02482
OG0000880	Praf.g_00440	Syad.g_02483
OG0000881	Praf.g_00434	Syad.g_02489
OG0000882	Praf.g_00429	Syad.g_02494
OG0000883	Praf.g_00427	Syad.g_02497
OG0000884	Praf.g_00425	Syad.g_02499
OG0000885	Praf.g_00424	Syad.g_02500
OG0000886	Praf.g_00423	Syad.g_02501
OG0000887	Praf.g_00422	Syad.g_02502
OG0000888	Praf.g_00420	Syad.g_02504
OG0000889	Praf.g_00418	Syad.g_02506
OG0000890	Praf.g_00405	Syad.g_02512
OG0000891	Praf.g_00404	Syad.g_02513
OG0000892	Praf.g_00402	Syad.g_02517
OG0000893	Praf.g_02202	Syad.g_00589
OG0000894	Praf.g_02199	Syad.g_00592
OG0000895	Praf.g_02195	Syad.g_00596
OG0000896	Praf.g_02194	Syad.g_00597
OG0000897	Praf.g_02192	Syad.g_00599
OG0000898	Praf.g_02191	Syad.g_00600
OG0000899	Praf.g_02190	Syad.g_00601
OG0000900	Praf.g_02189	Syad.g_00602
OG0000901	Praf.g_02185	Syad.g_00607
OG0000902	Praf.g_02183	Syad.g_00609
OG0000903	Praf.g_02170	Syad.g_00645
OG0000904	Praf.g_02175	Syad.g_00640
OG0000905	Praf.g_02177	Syad.g_00632
OG0000906	Praf.g_02179	Syad.g_00630
OG0000907	Praf.g_02163	Syad.g_00648
OG0000908	Praf.g_02160	Syad.g_00651
OG0000909	Praf.g_02159	Syad.g_00652
OG0000910	Praf.g_02158	Syad.g_00653
OG0000911	Praf.g_02156	Syad.g_00655
OG0000912	Praf.g_02155	Syad.g_00656
OG0000913	Praf.g_02154	Syad.g_00657
OG0000914	Praf.g_02153	Syad.g_00658
OG0000915	Praf.g_02152	Syad.g_00660
OG0000916	Praf.g_02151	Syad.g_00661
OG0000917	Praf.g_02150	Syad.g_00662
OG0000918	Praf.g_02149	Syad.g_00663
OG0000919	Praf.g_02148	Syad.g_00664
OG0000920	Praf.g_02147	Syad.g_00665
OG0000921	Praf.g_02146	Syad.g_00666
OG0000922	Praf.g_02145	Syad.g_00667
OG0000923	Praf.g_02141	Syad.g_00671
OG0000924	Praf.g_02140	Syad.g_00672
OG0000925	Praf.g_02139	Syad.g_00673
OG0000926	Praf.g_02138	Syad.g_00674
OG0000927	Praf.g_02136	Syad.g_00676
OG0000928	Praf.g_02135	Syad.g_00677
OG0000929	Praf.g_02134	Syad.g_00678
OG0000930	Praf.g_02133	Syad.g_00679
OG0000931	Praf.g_02132	Syad.g_00680
OG0000932	Praf.g_02131	Syad.g_00681
OG0000933	Praf.g_02126	Syad.g_00687
OG0000934	Praf.g_02124	Syad.g_00689
OG0000935	Praf.g_02123	Syad.g_00690
OG0000936	Praf.g_02122	Syad.g_00691
OG0000937	Praf.g_02121	Syad.g_00692
OG0000938	Praf.g_02118	Syad.g_00695
OG0000939	Praf.g_02117	Syad.g_00696
OG0000940	Praf.g_02106	Syad.g_00703
OG0000941	Praf.g_02104	Syad.g_00705
OG0000942	Praf.g_02102	Syad.g_00707
OG0000943	Praf.g_02101	Syad.g_00708
OG0000944	Praf.g_02099	Syad.g_00710
OG0000945	Praf.g_02097	Syad.g_00711
OG0000946	Praf.g_02082	Syad.g_00716
OG0000947	Praf.g_02079	Syad.g_00719
OG0000948	Praf.g_02078	Syad.g_00720
OG0000949	Praf.g_02075	Syad.g_00432
OG0000950	Praf.g_02383	Syad.g_00418
OG0000951	Praf.g_02388	Syad.g_00411
OG0000952	Praf.g_02393	Syad.g_00375
OG0000953	Praf.g_02397	Syad.g_00369
OG0000954	Praf.g_00195	Syad.g_00364
OG0000955	Praf.g_00194	Syad.g_00363
OG0000956	Praf.g_00192	Syad.g_00361
OG0000957	Praf.g_00180	Syad.g_00350
OG0000958	Praf.g_00179	Syad.g_00349
OG0000959	Praf.g_00175	Syad.g_00345
OG0000960	Praf.g_00174	Syad.g_00344
OG0000961	Praf.g_00165	Syad.g_00335
OG0000962	Praf.g_00163	Syad.g_00332
OG0000963	Praf.g_00157	Syad.g_00325
OG0000964	Praf.g_00156	Syad.g_00324
OG0000965	Praf.g_00155	Syad.g_00323
OG0000966	Praf.g_00089	Syad.g_00246
OG0000967	Praf.g_00082	Syad.g_00234
OG0000968	Praf.g_00077	Syad.g_00243
OG0000969	Praf.g_00075	Syad.g_00240
OG0000970	Praf.g_00074	Syad.g_00239
OG0000971	Praf.g_00072	Syad.g_00229
OG0000972	Praf.g_00071	Syad.g_00228
OG0000973	Praf.g_00070	Syad.g_00227
OG0000974	Praf.g_00069	Syad.g_00226
OG0000975	Praf.g_00068	Syad.g_00225
OG0000976	Praf.g_00067	Syad.g_00224
OG0000977	Praf.g_00064	Syad.g_00222
OG0000978	Praf.g_00063	Syad.g_00221
OG0000979	Praf.g_00060	Syad.g_00218
OG0000980	Praf.g_00056	Syad.g_00215
OG0000981	Praf.g_00053	Syad.g_00212
OG0000982	Praf.g_02657	Syad.g_03035
OG0000983	Praf.g_02658	Syad.g_03036
OG0000984	Praf.g_02659	Syad.g_03037
OG0000985	Praf.g_02663	Syad.g_03039
OG0000986	Praf.g_02665	Syad.g_03049
OG0000987	Praf.g_02667	Syad.g_00002
OG0000988	Praf.g_02671	Syad.g_00008
OG0000989	Praf.g_02680	Syad.g_00020
OG0000990	Praf.g_02702	Syad.g_00061
OG0000991	Praf.g_02716	Syad.g_00064
OG0000992	Praf.g_02719	Syad.g_00067
OG0000993	Praf.g_02720	Syad.g_00069
OG0000994	Praf.g_02723	Syad.g_00071
OG0000995	Praf.g_02730	Syad.g_00077
OG0000996	Praf.g_02743	Syad.g_00121
OG0000997	Praf.g_02753	Syad.g_00128
OG0000998	Praf.g_02755	Syad.g_00130
OG0000999	Praf.g_02756	Syad.g_00131
OG0001000	Praf.g_02759	Syad.g_00136
OG0001001	Praf.g_02764	Syad.g_00141
OG0001002	Praf.g_02770	Syad.g_00148
OG0001003	Praf.g_02772	Syad.g_00150
OG0001004	Praf.g_02773	Syad.g_00151
OG0001005	Praf.g_02775	Syad.g_00152
OG0001006	Praf.g_02781	Syad.g_00160
OG0001007	Praf.g_02783	Syad.g_00162
OG0001008	Praf.g_01988	Syad.g_02449
OG0001009	Praf.g_00032	Syad.g_00194
OG0001010	Praf.g_00033	Syad.g_00195
OG0001011	Praf.g_00035	Syad.g_00196
OG0001012	Praf.g_02654	Syad.g_03030
OG0001013	Praf.g_02603	Syad.g_03011
OG0001014	Praf.g_02597	Syad.g_03002
OG0001015	Praf.g_02596	Syad.g_03001
OG0001016	Praf.g_00316	Syad.g_02734
OG0001017	Praf.g_00310	Syad.g_02740
OG0001018	Praf.g_00308	Syad.g_02742
OG0001019	Praf.g_00296	Syad.g_02771
OG0001020	Praf.g_00268	Syad.g_02777
OG0001021	Praf.g_00264	Syad.g_02781
OG0001022	Praf.g_00259	Syad.g_02786
OG0001023	Praf.g_00258	Syad.g_02787
OG0001024	Praf.g_00254	Syad.g_02791
OG0001025	Praf.g_00247	Syad.g_02798
OG0001026	Praf.g_00230	Syad.g_02811
OG0001027	Praf.g_00225	Syad.g_02817
OG0001028	Praf.g_00223	Syad.g_02819
OG0001029	Praf.g_00221	Syad.g_02821
OG0001030	Praf.g_02408	Syad.g_02848
OG0001031	Praf.g_02497	Syad.g_02925
OG0001032	Praf.g_02500	Syad.g_02928
OG0001033	Praf.g_02533	Syad.g_02956
OG0001034	Praf.g_00385	Syad.g_00819
OG0001035	Praf.g_02243	Syad.g_00559
OG0001036	Praf.g_02247	Syad.g_00554
OG0001037	Praf.g_02249	Syad.g_00552
OG0001039	Praf.g_02280	Syad.g_00522
OG0001040	Praf.g_02283	Syad.g_00519
OG0001041	Praf.g_02288	Syad.g_00514
OG0001042	Praf.g_02316	Syad.g_00485
OG0001043	Praf.g_02318	Syad.g_00481
OG0001044	Praf.g_02055	Syad.g_00760
OG0001045	Praf.g_02044	Syad.g_00773
OG0001046	Praf.g_00495	Syad.g_01722
OG0001047	Praf.g_01986	Syad.g_02447
OG0001048	Praf.g_01985	Syad.g_02446
OG0001049	Praf.g_01982	Syad.g_02443
OG0001050	Praf.g_01981	Syad.g_02442
OG0001051	Praf.g_01980	Syad.g_02441
OG0001052	Praf.g_01911	Syad.g_02357
OG0001054	Praf.g_00615	Syad.g_00925
OG0001055	Praf.g_00636	Syad.g_00946
OG0001056	Praf.g_00665	Syad.g_00982
OG0001057	Praf.g_00675	Syad.g_00996
OG0001058	Praf.g_00689	Syad.g_01015
OG0001059	Praf.g_00693	Syad.g_01018
OG0001060	Praf.g_00700	Syad.g_01025
OG0001061	Praf.g_00717	Syad.g_01047
OG0001062	Praf.g_00719	Syad.g_01049
OG0001063	Praf.g_00723	Syad.g_01056
OG0001064	Praf.g_00724	Syad.g_01057
OG0001065	Praf.g_00725	Syad.g_01058
OG0001066	Praf.g_00726	Syad.g_01059
OG0001067	Praf.g_00728	Syad.g_01060
OG0001068	Praf.g_00729	Syad.g_01061
OG0001069	Praf.g_00730	Syad.g_01062
OG0001070	Praf.g_00734	Syad.g_01065
OG0001071	Praf.g_00735	Syad.g_01066
OG0001072	Praf.g_00738	Syad.g_01070
OG0001073	Praf.g_00758	Syad.g_01090
OG0001074	Praf.g_01659	Syad.g_02197
OG0001075	Praf.g_01661	Syad.g_02196
OG0001076	Praf.g_01669	Syad.g_02175
OG0001077	Praf.g_01680	Syad.g_02164
OG0001078	Praf.g_01693	Syad.g_02151
OG0001079	Praf.g_01713	Syad.g_02138
OG0001080	Praf.g_01722	Syad.g_02008
OG0001081	Praf.g_01728	Syad.g_01568
OG0001082	Praf.g_01729	Syad.g_01569
OG0001083	Praf.g_01737	Syad.g_01578
OG0001084	Praf.g_01738	Syad.g_01586
OG0001085	Praf.g_01749	Syad.g_01596
OG0001086	Praf.g_01751	Syad.g_01598
OG0001087	Praf.g_01225	Syad.g_01372
OG0001088	Praf.g_01221	Syad.g_01368
OG0001089	Praf.g_01124	Syad.g_01302
OG0001090	Praf.g_01303	Syad.g_01817
OG0001091	Praf.g_01305	Syad.g_01815
OG0001092	Praf.g_01307	Syad.g_01812
OG0001093	Praf.g_01311	Syad.g_01806
OG0001094	Praf.g_01524	Syad.g_01895
OG0001095	Praf.g_01543	Syad.g_01874
OG0001096	Praf.g_01560	Syad.g_01847
OG0001097	Praf.g_01602	Syad.g_01223
OG0001098	Praf.g_01444	Syad.g_02005, Syad.g_01995
OG0001099	Praf.g_00222	Syad.g_02820
OG0001100	Praf.g_01454	Syad.g_01608
OG0001101	Praf.g_01455	Syad.g_01610
OG0001102	Praf.g_01458	Syad.g_01613
OG0001103	Praf.g_01460	Syad.g_01616
OG0001104	Praf.g_01511	Syad.g_01911
OG0001105	Praf.g_01506	Syad.g_01907
OG0001106	Praf.g_01404	Syad.g_01771
OG0001107	Praf.g_01394	Syad.g_01759
OG0001108	Praf.g_01387	Syad.g_01744
OG0001109	Praf.g_01385	Syad.g_01739
OG0001110	Praf.g_01382	Syad.g_01737
OG0001111	Praf.g_01380	Syad.g_01735
OG0001112	Praf.g_01378	Syad.g_01733
OG0001113	Praf.g_01377	Syad.g_01732
OG0001114	Praf.g_01376	Syad.g_01731
OG0001115	Praf.g_01374	Syad.g_01727
OG0001116	Praf.g_01372	Syad.g_01725
OG0001117	Praf.g_01371	Syad.g_01724
OG0001118	Praf.g_01370	Syad.g_01723
OG0001119	Praf.g_01369	Syad.g_01721
OG0001120	Praf.g_01366	Syad.g_01717
OG0001122	Praf.g_01340	Syad.g_01689
OG0001123	Praf.g_01333	Syad.g_01682
OG0001124	Praf.g_01331	Syad.g_01680
OG0001125	Praf.g_01329	Syad.g_01678
OG0001126	Praf.g_01287	Syad.g_01276
OG0001127	Praf.g_01286	Syad.g_01277
OG0001128	Praf.g_01283	Syad.g_01280
OG0001129	Praf.g_01281	Syad.g_01282
OG0001130	Praf.g_01280	Syad.g_01283
OG0001131	Praf.g_01296	Syad.g_01953
OG0001132	Praf.g_01652	Syad.g_02038
OG0001133	Praf.g_01671	Syad.g_02172
OG0001134	Praf.g_02690	Syad.g_01527
OG0001135	Praf.g_02692	Syad.g_01529
OG0001136	Praf.g_00852	Syad.g_01150
OG0001137	Praf.g_00872	Syad.g_01169
OG0001138	Praf.g_00923	Syad.g_01493
OG0001139	Praf.g_00925	Syad.g_01491
OG0001140	Praf.g_00926	Syad.g_01490
OG0001141	Praf.g_00927	Syad.g_01489
OG0001142	Praf.g_00928	Syad.g_01488
OG0001143	Praf.g_00912	Syad.g_01473
OG0001144	Praf.g_00904	Syad.g_01457
OG0001145	Praf.g_00806	Syad.g_01112
OG0001146	Praf.g_00790	Syad.g_02412
OG0001147	Praf.g_01897	Syad.g_02349
OG0001148	Praf.g_00582	Syad.g_00889
OG0001149	Praf.g_00581	Syad.g_00888
OG0001150	Praf.g_00580	Syad.g_00887
OG0001151	Praf.g_00568	Syad.g_00875
