Orthogroup	Praf	Syan
OG0000578	Praf.g_00755	Syan.g_01009
OG0000579	Praf.g_00756	Syan.g_01010
OG0000580	Praf.g_00757	Syan.g_01011
OG0000581	Praf.g_00761	Syan.g_01018
OG0000582	Praf.g_00765	Syan.g_01030
OG0000583	Praf.g_00766	Syan.g_01029
OG0000584	Praf.g_00767	Syan.g_01028
OG0000585	Praf.g_00769	Syan.g_01024
OG0000586	Praf.g_00771	Syan.g_01022
OG0000587	Praf.g_00773	Syan.g_01020
OG0000588	Praf.g_01663	Syan.g_00215
OG0000589	Praf.g_01666	Syan.g_00016
OG0000590	Praf.g_01667	Syan.g_00015
OG0000591	Praf.g_01674	Syan.g_00003
OG0000592	Praf.g_01675	Syan.g_00002
OG0000593	Praf.g_01688	Syan.g_00820
OG0000594	Praf.g_01689	Syan.g_00819
OG0000595	Praf.g_01690	Syan.g_00818
OG0000596	Praf.g_01695	Syan.g_00813
OG0000597	Praf.g_01698	Syan.g_00810
OG0000598	Praf.g_01699	Syan.g_00809
OG0000599	Praf.g_01709	Syan.g_00802
OG0000600	Praf.g_01710	Syan.g_00801
OG0000601	Praf.g_01711	Syan.g_00800
OG0000602	Praf.g_01716	Syan.g_00796
OG0000603	Praf.g_01717	Syan.g_00795
OG0000604	Praf.g_01718	Syan.g_00792
OG0000605	Praf.g_01720	Syan.g_00783
OG0000606	Praf.g_01727	Syan.g_00780
OG0000607	Praf.g_01730	Syan.g_00777
OG0000608	Praf.g_01731	Syan.g_00776
OG0000609	Praf.g_01733	Syan.g_00774
OG0000610	Praf.g_01741	Syan.g_00766
OG0000611	Praf.g_01744	Syan.g_00763
OG0000612	Praf.g_01745	Syan.g_00762
OG0000613	Praf.g_02344	Syan.g_01965
OG0000614	Praf.g_01207	Syan.g_00184
OG0000615	Praf.g_01489	Syan.g_00728
OG0000616	Praf.g_02767	Syan.g_01694
OG0000617	Praf.g_01308	Syan.g_00324
OG0000618	Praf.g_01309	Syan.g_00325
OG0000619	Praf.g_01310	Syan.g_00326
OG0000620	Praf.g_01314	Syan.g_00331
OG0000621	Praf.g_01315	Syan.g_00332
OG0000622	Praf.g_01316	Syan.g_00334
OG0000623	Praf.g_01317	Syan.g_00335
OG0000624	Praf.g_01318	Syan.g_00337
OG0000625	Praf.g_01319	Syan.g_00338
OG0000626	Praf.g_01320	Syan.g_00339
OG0000627	Praf.g_01441	Syan.g_00465
OG0000628	Praf.g_01440	Syan.g_00466
OG0000629	Praf.g_01437	Syan.g_00469
OG0000630	Praf.g_01433	Syan.g_00474
OG0000631	Praf.g_01429	Syan.g_00484
OG0000632	Praf.g_01428	Syan.g_00485
OG0000633	Praf.g_01427	Syan.g_00489
OG0000634	Praf.g_01526	Syan.g_00694
OG0000635	Praf.g_01527	Syan.g_00693
OG0000636	Praf.g_01529	Syan.g_00691
OG0000637	Praf.g_01531	Syan.g_00689
OG0000638	Praf.g_01532	Syan.g_00688
OG0000639	Praf.g_01533	Syan.g_00687
OG0000640	Praf.g_01534	Syan.g_00686
OG0000641	Praf.g_01538	Syan.g_00682
OG0000642	Praf.g_01539	Syan.g_00681
OG0000643	Praf.g_01540	Syan.g_00679
OG0000644	Praf.g_01541	Syan.g_00678
OG0000645	Praf.g_01542	Syan.g_00676
OG0000646	Praf.g_01545	Syan.g_00673
OG0000647	Praf.g_01547	Syan.g_00671
OG0000648	Praf.g_01549	Syan.g_00669
OG0000649	Praf.g_01550	Syan.g_00668
OG0000650	Praf.g_01551	Syan.g_00667
OG0000651	Praf.g_01552	Syan.g_00666
OG0000652	Praf.g_01553	Syan.g_00665
OG0000653	Praf.g_01557	Syan.g_00663
OG0000654	Praf.g_01558	Syan.g_00661
OG0000655	Praf.g_01559	Syan.g_00660
OG0000656	Praf.g_01562	Syan.g_00656
OG0000657	Praf.g_01592	Syan.g_00375
OG0000658	Praf.g_01594	Syan.g_00378
OG0000659	Praf.g_01595	Syan.g_00379
OG0000660	Praf.g_01599	Syan.g_00383
OG0000661	Praf.g_01601	Syan.g_00385
OG0000662	Praf.g_01603	Syan.g_00392
OG0000663	Praf.g_01606	Syan.g_00395
OG0000664	Praf.g_01607	Syan.g_00397
OG0000665	Praf.g_01620	Syan.g_00788
OG0000666	Praf.g_01622	Syan.g_02100
OG0000667	Praf.g_01629	Syan.g_00044
OG0000668	Praf.g_01339	Syan.g_00365
OG0000669	Praf.g_01638	Syan.g_00751
OG0000670	Praf.g_00961	Syan.g_00748
OG0000671	Praf.g_01456	Syan.g_00746
OG0000672	Praf.g_01459	Syan.g_00743
OG0000673	Praf.g_01462	Syan.g_00740
OG0000674	Praf.g_01464	Syan.g_00738
OG0000675	Praf.g_01465	Syan.g_00737
OG0000676	Praf.g_01467	Syan.g_00735
OG0000677	Praf.g_01469	Syan.g_00734
OG0000678	Praf.g_01475	Syan.g_00732
OG0000679	Praf.g_01494	Syan.g_00724
OG0000680	Praf.g_01495	Syan.g_00723
OG0000681	Praf.g_01497	Syan.g_00720
OG0000682	Praf.g_01498	Syan.g_00719
OG0000683	Praf.g_01499	Syan.g_00718
OG0000684	Praf.g_01512	Syan.g_00715
OG0000685	Praf.g_01510	Syan.g_00713
OG0000686	Praf.g_01509	Syan.g_00712
OG0000687	Praf.g_01508	Syan.g_00711
OG0000688	Praf.g_01515	Syan.g_00706
OG0000689	Praf.g_01516	Syan.g_00704
OG0000690	Praf.g_01517	Syan.g_00703
OG0000691	Praf.g_01519	Syan.g_00702
OG0000692	Praf.g_01520	Syan.g_00700
OG0000693	Praf.g_01522	Syan.g_00698
OG0000694	Praf.g_01523	Syan.g_00697
OG0000695	Praf.g_01425	Syan.g_00492
OG0000696	Praf.g_01424	Syan.g_00493
OG0000697	Praf.g_01422	Syan.g_00495
OG0000698	Praf.g_01419	Syan.g_00498
OG0000699	Praf.g_01417	Syan.g_00500
OG0000700	Praf.g_01416	Syan.g_00501
OG0000701	Praf.g_01415	Syan.g_00502
OG0000702	Praf.g_01408	Syan.g_00534
OG0000703	Praf.g_01407	Syan.g_00546
OG0000704	Praf.g_01405	Syan.g_00550
OG0000705	Praf.g_01399	Syan.g_00557
OG0000706	Praf.g_01398	Syan.g_00558
OG0000707	Praf.g_01397	Syan.g_00559
OG0000708	Praf.g_01395	Syan.g_00562
OG0000709	Praf.g_01388	Syan.g_00570
OG0000710	Praf.g_01383, Praf.g_01384	Syan.g_00574
OG0000711	Praf.g_01360	Syan.g_00607
OG0000712	Praf.g_01359	Syan.g_00609
OG0000713	Praf.g_01358	Syan.g_00610
OG0000714	Praf.g_01355	Syan.g_00624
OG0000715	Praf.g_01353	Syan.g_00626
OG0000716	Praf.g_01349	Syan.g_00630
OG0000717	Praf.g_01348	Syan.g_00631
OG0000718	Praf.g_01343	Syan.g_00651
OG0000719	Praf.g_01341	Syan.g_00367
OG0000720	Praf.g_01328	Syan.g_00354
OG0000721	Praf.g_01327	Syan.g_00352
OG0000722	Praf.g_01326	Syan.g_00351
OG0000723	Praf.g_01322	Syan.g_00341
OG0000724	Praf.g_01279	Syan.g_00299
OG0000725	Praf.g_01270	Syan.g_00194
OG0000726	Praf.g_01269	Syan.g_00193
OG0000727	Praf.g_01268	Syan.g_00192
OG0000728	Praf.g_01267	Syan.g_00190
OG0000729	Praf.g_00162	Syan.g_01885
OG0000730	Praf.g_02056	Syan.g_02147
OG0000731	Praf.g_02047	Syan.g_02135
OG0000732	Praf.g_00055	Syan.g_01726
OG0000733	Praf.g_02698	Syan.g_01147
OG0000734	Praf.g_00233	Syan.g_02982
OG0000735	Praf.g_00822	Syan.g_02713
OG0000736	Praf.g_00823	Syan.g_02712
OG0000737	Praf.g_00824	Syan.g_02711
OG0000738	Praf.g_00830	Syan.g_02705
OG0000739	Praf.g_00832	Syan.g_02704
OG0000740	Praf.g_00833	Syan.g_02703
OG0000741	Praf.g_00836	Syan.g_02700
OG0000742	Praf.g_00853	Syan.g_02697
OG0000743	Praf.g_00855	Syan.g_02694
OG0000744	Praf.g_00856	Syan.g_02693
OG0000745	Praf.g_00858	Syan.g_02690
OG0000746	Praf.g_00860	Syan.g_02687
OG0000747	Praf.g_00861	Syan.g_02685
OG0000748	Praf.g_00873	Syan.g_02669
OG0000749	Praf.g_00874	Syan.g_02668
OG0000750	Praf.g_00875	Syan.g_02667
OG0000751	Praf.g_00880	Syan.g_02661
OG0000752	Praf.g_00882	Syan.g_02659
OG0000753	Praf.g_00885	Syan.g_02656
OG0000754	Praf.g_00914	Syan.g_02650
OG0000755	Praf.g_00921	Syan.g_02641
OG0000756	Praf.g_00922	Syan.g_02640
OG0000757	Praf.g_00929	Syan.g_02623
OG0000758	Praf.g_00930	Syan.g_02622
OG0000759	Praf.g_00931	Syan.g_02621
OG0000760	Praf.g_00932	Syan.g_02620
OG0000761	Praf.g_00933	Syan.g_02619
OG0000762	Praf.g_00913	Syan.g_02617
OG0000763	Praf.g_00911	Syan.g_02615
OG0000764	Praf.g_00910	Syan.g_02614
OG0000765	Praf.g_00895	Syan.g_02587
OG0000766	Praf.g_00894	Syan.g_02586
OG0000767	Praf.g_00892	Syan.g_02584
OG0000768	Praf.g_00891	Syan.g_02583
OG0000769	Praf.g_00887	Syan.g_02581
OG0000770	Praf.g_00937	Syan.g_02561
OG0000771	Praf.g_01285	Syan.g_00305
OG0000772	Praf.g_00548	Syan.g_00436
OG0000773	Praf.g_00808	Syan.g_01199
OG0000774	Praf.g_00804	Syan.g_01205
OG0000775	Praf.g_00802	Syan.g_01207
OG0000776	Praf.g_00801	Syan.g_01208
OG0000777	Praf.g_00800	Syan.g_01209
OG0000778	Praf.g_00799	Syan.g_01210
OG0000779	Praf.g_00794	Syan.g_01215
OG0000780	Praf.g_00791	Syan.g_01218
OG0000781	Praf.g_00787	Syan.g_01222
OG0000782	Praf.g_00786	Syan.g_01223
OG0000783	Praf.g_00785	Syan.g_01224
OG0000784	Praf.g_00784	Syan.g_01225
OG0000785	Praf.g_00782	Syan.g_01228
OG0000786	Praf.g_00777	Syan.g_01243
OG0000787	Praf.g_00776	Syan.g_01244
OG0000788	Praf.g_01996	Syan.g_00843
OG0000789	Praf.g_01001	Syan.g_00075
OG0000790	Praf.g_00579	Syan.g_02778
OG0000791	Praf.g_00577	Syan.g_02780
OG0000792	Praf.g_00576	Syan.g_02781
OG0000793	Praf.g_00572	Syan.g_02879
OG0000794	Praf.g_00571	Syan.g_02881
OG0000795	Praf.g_00570	Syan.g_02882
OG0000796	Praf.g_00566	Syan.g_02886
OG0000797	Praf.g_00565	Syan.g_02888
OG0000798	Praf.g_02276	Syan.g_02026
OG0000799	Praf.g_01765	Syan.g_01310
OG0000800	Praf.g_01766	Syan.g_01308
OG0000801	Praf.g_01767	Syan.g_01307
OG0000802	Praf.g_01773	Syan.g_01303
OG0000803	Praf.g_01779	Syan.g_01294
OG0000804	Praf.g_01781	Syan.g_01291
OG0000805	Praf.g_01783	Syan.g_01289
OG0000806	Praf.g_01785	Syan.g_01287
OG0000807	Praf.g_01787	Syan.g_01286
OG0000808	Praf.g_01788	Syan.g_01285
OG0000809	Praf.g_01792	Syan.g_01281
OG0000810	Praf.g_01793	Syan.g_01280
OG0000811	Praf.g_01801	Syan.g_01272
OG0000812	Praf.g_01803	Syan.g_01270
OG0000813	Praf.g_01804	Syan.g_01269
OG0000814	Praf.g_01806	Syan.g_01267
OG0000815	Praf.g_01807	Syan.g_01249
OG0000816	Praf.g_01809	Syan.g_01247
OG0000817	Praf.g_01810	Syan.g_01328
OG0000818	Praf.g_01822	Syan.g_02807
OG0000819	Praf.g_01823	Syan.g_02808
OG0000820	Praf.g_01824	Syan.g_02809
OG0000821	Praf.g_01831	Syan.g_02815
OG0000822	Praf.g_01833	Syan.g_02817
OG0000823	Praf.g_01834	Syan.g_02818
OG0000824	Praf.g_01838	Syan.g_02824
OG0000825	Praf.g_01839	Syan.g_02825
OG0000826	Praf.g_01840	Syan.g_02826
OG0000827	Praf.g_01841	Syan.g_02827
OG0000828	Praf.g_01844	Syan.g_02830
OG0000829	Praf.g_01845	Syan.g_02831
OG0000830	Praf.g_01846	Syan.g_02832
OG0000831	Praf.g_01849	Syan.g_02834
OG0000832	Praf.g_00542	Syan.g_02408
OG0000833	Praf.g_00534	Syan.g_01343
OG0000834	Praf.g_00533	Syan.g_01345
OG0000835	Praf.g_00532	Syan.g_01346
OG0000836	Praf.g_00530	Syan.g_01349
OG0000837	Praf.g_00529	Syan.g_01351
OG0000838	Praf.g_00525	Syan.g_01355
OG0000839	Praf.g_00524	Syan.g_01356
OG0000840	Praf.g_00523	Syan.g_01357
OG0000841	Praf.g_00522	Syan.g_01358
OG0000842	Praf.g_00521	Syan.g_01359
OG0000843	Praf.g_00520	Syan.g_01360
OG0000844	Praf.g_00518	Syan.g_01362
OG0000845	Praf.g_00517	Syan.g_01363
OG0000846	Praf.g_00516	Syan.g_01364
OG0000847	Praf.g_00515	Syan.g_01365
OG0000848	Praf.g_00513	Syan.g_01367
OG0000849	Praf.g_00512	Syan.g_01368
OG0000850	Praf.g_00511	Syan.g_01371
OG0000851	Praf.g_00508	Syan.g_01374
OG0000852	Praf.g_00507	Syan.g_01375
OG0000853	Praf.g_00502	Syan.g_01379
OG0000854	Praf.g_00500	Syan.g_01381
OG0000855	Praf.g_00499	Syan.g_01382
OG0000856	Praf.g_01677	Syan.g_01136
OG0000857	Praf.g_01546	Syan.g_00672
OG0000858	Praf.g_00490	Syan.g_01389
OG0000859	Praf.g_00489	Syan.g_01390
OG0000860	Praf.g_00478	Syan.g_01402
OG0000861	Praf.g_00477	Syan.g_01403
OG0000862	Praf.g_00475	Syan.g_01412
OG0000863	Praf.g_00472	Syan.g_01414
OG0000864	Praf.g_00471	Syan.g_00969
OG0000865	Praf.g_00470	Syan.g_01415
OG0000866	Praf.g_00469	Syan.g_01416
OG0000867	Praf.g_00468	Syan.g_01417
OG0000868	Praf.g_00466	Syan.g_01421
OG0000869	Praf.g_00463	Syan.g_01426
OG0000870	Praf.g_00458	Syan.g_01431
OG0000871	Praf.g_00457	Syan.g_01432
OG0000872	Praf.g_00455	Syan.g_01438
OG0000873	Praf.g_00452	Syan.g_01441
OG0000874	Praf.g_00448	Syan.g_01443
OG0000875	Praf.g_00447	Syan.g_01445
OG0000876	Praf.g_00446	Syan.g_00391
OG0000877	Praf.g_00443	Syan.g_01449
OG0000878	Praf.g_00442	Syan.g_01450
OG0000879	Praf.g_00441	Syan.g_01451
OG0000880	Praf.g_00440	Syan.g_01452
OG0000881	Praf.g_00434	Syan.g_01457
OG0000882	Praf.g_00429	Syan.g_01462
OG0000883	Praf.g_00427	Syan.g_01464
OG0000884	Praf.g_00425	Syan.g_01466
OG0000885	Praf.g_00424	Syan.g_01467
OG0000886	Praf.g_00423	Syan.g_01468
OG0000887	Praf.g_00422	Syan.g_01469
OG0000888	Praf.g_00420	Syan.g_01471
OG0000889	Praf.g_00418	Syan.g_01473
OG0000890	Praf.g_00405	Syan.g_01476
OG0000891	Praf.g_00404	Syan.g_01477
OG0000892	Praf.g_00402	Syan.g_01480
OG0000893	Praf.g_02202	Syan.g_02103
OG0000894	Praf.g_02199	Syan.g_02108
OG0000895	Praf.g_02195	Syan.g_02112
OG0000896	Praf.g_02194	Syan.g_02113
OG0000897	Praf.g_02192	Syan.g_02115
OG0000898	Praf.g_02191	Syan.g_02116
OG0000899	Praf.g_02190	Syan.g_02117
OG0000900	Praf.g_02189	Syan.g_02118
OG0000901	Praf.g_02185	Syan.g_02123
OG0000902	Praf.g_02183	Syan.g_02125
OG0000903	Praf.g_02170	Syan.g_02252
OG0000904	Praf.g_02175	Syan.g_02258
OG0000905	Praf.g_02177	Syan.g_02129
OG0000906	Praf.g_02179	Syan.g_02127
OG0000907	Praf.g_02163	Syan.g_02245
OG0000908	Praf.g_02160	Syan.g_02242
OG0000909	Praf.g_02159	Syan.g_02241
OG0000910	Praf.g_02158	Syan.g_02240
OG0000911	Praf.g_02156	Syan.g_02238
OG0000912	Praf.g_02155	Syan.g_02237
OG0000913	Praf.g_02154	Syan.g_02236
OG0000914	Praf.g_02153	Syan.g_02235
OG0000915	Praf.g_02152	Syan.g_02233
OG0000916	Praf.g_02151	Syan.g_02232
OG0000917	Praf.g_02150	Syan.g_02231
OG0000918	Praf.g_02149	Syan.g_02230
OG0000919	Praf.g_02148	Syan.g_02229
OG0000920	Praf.g_02147	Syan.g_02228
OG0000921	Praf.g_02146	Syan.g_02227
OG0000922	Praf.g_02145	Syan.g_02226
OG0000923	Praf.g_02141	Syan.g_02222
OG0000924	Praf.g_02140	Syan.g_02221
OG0000925	Praf.g_02139	Syan.g_02220
OG0000926	Praf.g_02138	Syan.g_02219
OG0000927	Praf.g_02136	Syan.g_02217
OG0000928	Praf.g_02135	Syan.g_02216
OG0000929	Praf.g_02134	Syan.g_02215
OG0000930	Praf.g_02133	Syan.g_02214
OG0000931	Praf.g_02132	Syan.g_02213
OG0000932	Praf.g_02131	Syan.g_02212
OG0000933	Praf.g_02126	Syan.g_02206
OG0000934	Praf.g_02124	Syan.g_02204
OG0000935	Praf.g_02123	Syan.g_02203
OG0000936	Praf.g_02122	Syan.g_02202
OG0000937	Praf.g_02121	Syan.g_02201
OG0000938	Praf.g_02118	Syan.g_02198
OG0000939	Praf.g_02117	Syan.g_02197
OG0000940	Praf.g_02106	Syan.g_02188
OG0000941	Praf.g_02104	Syan.g_02186
OG0000942	Praf.g_02102	Syan.g_02184
OG0000943	Praf.g_02101	Syan.g_02183
OG0000944	Praf.g_02099	Syan.g_02181
OG0000945	Praf.g_02097	Syan.g_02180
OG0000946	Praf.g_02082	Syan.g_02167
OG0000947	Praf.g_02079	Syan.g_02164
OG0000948	Praf.g_02078	Syan.g_02163
OG0000949	Praf.g_02075	Syan.g_01951
OG0000950	Praf.g_02383	Syan.g_01940
OG0000951	Praf.g_02388	Syan.g_01932
OG0000952	Praf.g_02393	Syan.g_01927
OG0000953	Praf.g_02397	Syan.g_01922
OG0000954	Praf.g_00195	Syan.g_01916
OG0000955	Praf.g_00194	Syan.g_01915
OG0000956	Praf.g_00192	Syan.g_01913
OG0000957	Praf.g_00180	Syan.g_01898
OG0000958	Praf.g_00179	Syan.g_01897
OG0000959	Praf.g_00175	Syan.g_01893
OG0000960	Praf.g_00174	Syan.g_01892
OG0000961	Praf.g_00165	Syan.g_03024
OG0000962	Praf.g_00163	Syan.g_01887
OG0000963	Praf.g_00157	Syan.g_01881
OG0000964	Praf.g_00156	Syan.g_01880
OG0000965	Praf.g_00155	Syan.g_01879
OG0000966	Praf.g_00089	Syan.g_01812
OG0000967	Praf.g_00082	Syan.g_01804
OG0000968	Praf.g_00077	Syan.g_01706
OG0000969	Praf.g_00075	Syan.g_01708
OG0000970	Praf.g_00074	Syan.g_01709
OG0000971	Praf.g_00072	Syan.g_01711
OG0000972	Praf.g_00071	Syan.g_01712
OG0000973	Praf.g_00070	Syan.g_01713
OG0000974	Praf.g_00069	Syan.g_01714
OG0000975	Praf.g_00068	Syan.g_01715
OG0000976	Praf.g_00067	Syan.g_01716
OG0000977	Praf.g_00064	Syan.g_01718
OG0000978	Praf.g_00063	Syan.g_01719
OG0000979	Praf.g_00060	Syan.g_01722
OG0000980	Praf.g_00056	Syan.g_01725
OG0000981	Praf.g_00053	Syan.g_01728
OG0000982	Praf.g_02657	Syan.g_01566
OG0000983	Praf.g_02658	Syan.g_01567
OG0000984	Praf.g_02659	Syan.g_01568
OG0000985	Praf.g_02663	Syan.g_01572
OG0000986	Praf.g_02665	Syan.g_01574
OG0000987	Praf.g_02667	Syan.g_01576
OG0000988	Praf.g_02671	Syan.g_01581
OG0000989	Praf.g_02680	Syan.g_01587
OG0000990	Praf.g_02702	Syan.g_01615
OG0000991	Praf.g_02716	Syan.g_01618
OG0000992	Praf.g_02719	Syan.g_01622
OG0000993	Praf.g_02720	Syan.g_01623
OG0000994	Praf.g_02723	Syan.g_01625
OG0000995	Praf.g_02730	Syan.g_01629
OG0000996	Praf.g_02743	Syan.g_01653
OG0000997	Praf.g_02753	Syan.g_01677
OG0000998	Praf.g_02755	Syan.g_01679
OG0000999	Praf.g_02756	Syan.g_01680
OG0001000	Praf.g_02759	Syan.g_01684
OG0001001	Praf.g_02764	Syan.g_01690
OG0001002	Praf.g_02770	Syan.g_01697
OG0001003	Praf.g_02772	Syan.g_01699
OG0001004	Praf.g_02773	Syan.g_01700
OG0001005	Praf.g_02775	Syan.g_01701
OG0001006	Praf.g_02781	Syan.g_01794
OG0001007	Praf.g_02783	Syan.g_01796
OG0001008	Praf.g_01988	Syan.g_02397
OG0001009	Praf.g_00032	Syan.g_01748
OG0001010	Praf.g_00033	Syan.g_01747
OG0001011	Praf.g_00035	Syan.g_01745
OG0001012	Praf.g_02654	Syan.g_00281
OG0001013	Praf.g_02603	Syan.g_01542
OG0001014	Praf.g_02597	Syan.g_01535
OG0001015	Praf.g_02596	Syan.g_01534
OG0001016	Praf.g_00316	Syan.g_02912
OG0001017	Praf.g_00310	Syan.g_02918
OG0001018	Praf.g_00308	Syan.g_02920
OG0001019	Praf.g_00296	Syan.g_02947
OG0001020	Praf.g_00268	Syan.g_02951
OG0001021	Praf.g_00264	Syan.g_02958
OG0001022	Praf.g_00259	Syan.g_02964
OG0001023	Praf.g_00258	Syan.g_02965
OG0001024	Praf.g_00254	Syan.g_00968
OG0001025	Praf.g_00247	Syan.g_02971
OG0001026	Praf.g_00230	Syan.g_02984
OG0001027	Praf.g_00225	Syan.g_02308
OG0001028	Praf.g_00223	Syan.g_02305
OG0001029	Praf.g_00221	Syan.g_02303
OG0001030	Praf.g_02408	Syan.g_02281
OG0001031	Praf.g_02497	Syan.g_03060
OG0001032	Praf.g_02500	Syan.g_03063
OG0001033	Praf.g_02533	Syan.g_00970
OG0001034	Praf.g_00385	Syan.g_02425
OG0001035	Praf.g_02243	Syan.g_02062
OG0001036	Praf.g_02247	Syan.g_02056
OG0001037	Praf.g_02249	Syan.g_02054
OG0001038	Praf.g_02277	Syan.g_02025
OG0001039	Praf.g_02280	Syan.g_02022
OG0001040	Praf.g_02283	Syan.g_02019
OG0001041	Praf.g_02288	Syan.g_02015
OG0001042	Praf.g_02316	Syan.g_01992
OG0001043	Praf.g_02318	Syan.g_01988
OG0001044	Praf.g_02055	Syan.g_02145
OG0001045	Praf.g_02044	Syan.g_02132
OG0001046	Praf.g_00495	Syan.g_00591
OG0001047	Praf.g_01986	Syan.g_02399
OG0001048	Praf.g_01985	Syan.g_02400
OG0001049	Praf.g_01982	Syan.g_01340
OG0001050	Praf.g_01981	Syan.g_01339
OG0001051	Praf.g_01980	Syan.g_01338
OG0001052	Praf.g_01911	Syan.g_02850
OG0001053	Praf.g_00598	Syan.g_02761
OG0001054	Praf.g_00615	Syan.g_02742
OG0001055	Praf.g_00636	Syan.g_02721
OG0001056	Praf.g_00665	Syan.g_01161
OG0001057	Praf.g_00675	Syan.g_00832
OG0001058	Praf.g_00689	Syan.g_00851
OG0001059	Praf.g_00693	Syan.g_00855
OG0001060	Praf.g_00700	Syan.g_00861
OG0001061	Praf.g_00717	Syan.g_00880
OG0001063	Praf.g_00723	Syan.g_00945
OG0001064	Praf.g_00724	Syan.g_00946
OG0001065	Praf.g_00725	Syan.g_00947
OG0001066	Praf.g_00726	Syan.g_00948
OG0001067	Praf.g_00728	Syan.g_00949
OG0001068	Praf.g_00729	Syan.g_00950
OG0001069	Praf.g_00730	Syan.g_00951
OG0001070	Praf.g_00734	Syan.g_00955
OG0001071	Praf.g_00735	Syan.g_00956
OG0001072	Praf.g_00738	Syan.g_00960
OG0001073	Praf.g_00758	Syan.g_01012
OG0001074	Praf.g_01659	Syan.g_00202
OG0001075	Praf.g_01661	Syan.g_00200
OG0001076	Praf.g_01669	Syan.g_00012
OG0001077	Praf.g_01680	Syan.g_01140
OG0001078	Praf.g_01693	Syan.g_00815
OG0001079	Praf.g_01713	Syan.g_00799
OG0001080	Praf.g_01722	Syan.g_00781
OG0001081	Praf.g_01728	Syan.g_00779
OG0001082	Praf.g_01729	Syan.g_00778
OG0001083	Praf.g_01737	Syan.g_00771
OG0001084	Praf.g_01738	Syan.g_00770
OG0001086	Praf.g_01751	Syan.g_00757
OG0001087	Praf.g_01225	Syan.g_01159
OG0001088	Praf.g_01221	Syan.g_02688
OG0001089	Praf.g_01124	Syan.g_00185
OG0001090	Praf.g_01303	Syan.g_00317
OG0001091	Praf.g_01305	Syan.g_00320
OG0001092	Praf.g_01307	Syan.g_00322
OG0001093	Praf.g_01311	Syan.g_00328
OG0001094	Praf.g_01524	Syan.g_00696
OG0001095	Praf.g_01543	Syan.g_00675
OG0001096	Praf.g_01560	Syan.g_00659
OG0001097	Praf.g_01602	Syan.g_00386
OG0001099	Praf.g_00222	Syan.g_02304
OG0001100	Praf.g_01454	Syan.g_00749
OG0001101	Praf.g_01455	Syan.g_00747
OG0001102	Praf.g_01458	Syan.g_00744
OG0001103	Praf.g_01460	Syan.g_00742
OG0001104	Praf.g_01511	Syan.g_00714
OG0001106	Praf.g_01404	Syan.g_00551
OG0001107	Praf.g_01394	Syan.g_00563
OG0001108	Praf.g_01387	Syan.g_00571
OG0001109	Praf.g_01385	Syan.g_00573
OG0001110	Praf.g_01382	Syan.g_00575
OG0001111	Praf.g_01380	Syan.g_00577
OG0001112	Praf.g_01378	Syan.g_00579
OG0001113	Praf.g_01377	Syan.g_00580
OG0001114	Praf.g_01376	Syan.g_00581
OG0001115	Praf.g_01374	Syan.g_00586
OG0001116	Praf.g_01372	Syan.g_00588
OG0001117	Praf.g_01371	Syan.g_00589
OG0001118	Praf.g_01370	Syan.g_00590
OG0001119	Praf.g_01369	Syan.g_00592
OG0001120	Praf.g_01366	Syan.g_00597
OG0001122	Praf.g_01340	Syan.g_00366
OG0001123	Praf.g_01333	Syan.g_00359
OG0001124	Praf.g_01331	Syan.g_00357
OG0001125	Praf.g_01329	Syan.g_00355
OG0001126	Praf.g_01287	Syan.g_00307
OG0001127	Praf.g_01286	Syan.g_00306
OG0001128	Praf.g_01283	Syan.g_00303
OG0001129	Praf.g_01281	Syan.g_00301
OG0001130	Praf.g_01280	Syan.g_00300
OG0001131	Praf.g_01296	Syan.g_00079
OG0001132	Praf.g_01652	Syan.g_00100
OG0001133	Praf.g_01671	Syan.g_00006
OG0001134	Praf.g_02690	Syan.g_01146
OG0001135	Praf.g_02692	Syan.g_02542
OG0001136	Praf.g_00852	Syan.g_02699
OG0001137	Praf.g_00872	Syan.g_02670
OG0001138	Praf.g_00923	Syan.g_02638
OG0001139	Praf.g_00925	Syan.g_02636
OG0001140	Praf.g_00926	Syan.g_02635
OG0001141	Praf.g_00927	Syan.g_02625
OG0001142	Praf.g_00928	Syan.g_02624
OG0001143	Praf.g_00912	Syan.g_02616
OG0001144	Praf.g_00904	Syan.g_02596
OG0001145	Praf.g_00806	Syan.g_01200
OG0001146	Praf.g_00790	Syan.g_01219
OG0001147	Praf.g_01897	Syan.g_02842
OG0001148	Praf.g_00582	Syan.g_02775
OG0001149	Praf.g_00581	Syan.g_02776
OG0001150	Praf.g_00580	Syan.g_02777
OG0001151	Praf.g_00568	Syan.g_02884
OG0001152	Praf.g_00567	Syan.g_02885
OG0001153	Praf.g_01842	Syan.g_02828
OG0001154	Praf.g_01843	Syan.g_02829
OG0001156	Praf.g_00537	Syan.g_02404
OG0001157	Praf.g_01653	Syan.g_02403
OG0001158	Praf.g_00536	Syan.g_02402
OG0001159	Praf.g_00535	Syan.g_02401
OG0001160	Praf.g_00504	Syan.g_01377
OG0001161	Praf.g_01650	Syan.g_01594
OG0001162	Praf.g_01145	Syan.g_02943
OG0001163	Praf.g_00492	Syan.g_01385
OG0001164	Praf.g_00487	Syan.g_01392
OG0001165	Praf.g_00484	Syan.g_01397
