Orthogroup	Praf	Syap
OG0000585	Praf.g_00769	Syap.g_01526
OG0000586	Praf.g_00771	Syap.g_01525
OG0000587	Praf.g_00773	Syap.g_01523
OG0000588	Praf.g_01663	Syap.g_00776
OG0000589	Praf.g_01666	Syap.g_00941
OG0000590	Praf.g_01667	Syap.g_00940
OG0000591	Praf.g_01674	Syap.g_01289
OG0000592	Praf.g_01675	Syap.g_01288
OG0000593	Praf.g_01688	Syap.g_00890
OG0000594	Praf.g_01689	Syap.g_00891
OG0000595	Praf.g_01690	Syap.g_00892
OG0000596	Praf.g_01695	Syap.g_00898
OG0000597	Praf.g_01698	Syap.g_00903
OG0000598	Praf.g_01699	Syap.g_00904
OG0000599	Praf.g_01709	Syap.g_00908
OG0000600	Praf.g_01710	Syap.g_00909
OG0000601	Praf.g_01711	Syap.g_00910
OG0000602	Praf.g_01716	Syap.g_00640
OG0000603	Praf.g_01717	Syap.g_00641
OG0000604	Praf.g_01718	Syap.g_02769
OG0000605	Praf.g_01720	Syap.g_02501, Syap.g_02771
OG0000606	Praf.g_01727	Syap.g_02506
OG0000607	Praf.g_01730	Syap.g_00093
OG0000608	Praf.g_01731	Syap.g_00094
OG0000609	Praf.g_01733	Syap.g_00096
OG0000610	Praf.g_01741	Syap.g_01963
OG0000611	Praf.g_01744	Syap.g_01958
OG0000612	Praf.g_01745	Syap.g_01957
OG0000613	Praf.g_02344	Syap.g_02480
OG0000615	Praf.g_01489	Syap.g_00154
OG0000616	Praf.g_02767	Syap.g_00127
OG0000617	Praf.g_01308	Syap.g_00513
OG0000618	Praf.g_01309	Syap.g_00514
OG0000619	Praf.g_01310	Syap.g_00515
OG0000620	Praf.g_01314	Syap.g_00520
OG0000621	Praf.g_01315	Syap.g_00521
OG0000622	Praf.g_01316	Syap.g_00523
OG0000623	Praf.g_01317	Syap.g_00526
OG0000624	Praf.g_01318	Syap.g_00527
OG0000625	Praf.g_01319	Syap.g_00528
OG0000626	Praf.g_01320	Syap.g_00529
OG0000627	Praf.g_01441	Syap.g_00848
OG0000628	Praf.g_01440	Syap.g_00850
OG0000629	Praf.g_01437	Syap.g_02334
OG0000630	Praf.g_01433	Syap.g_02793
OG0000631	Praf.g_01429	Syap.g_01724
OG0000632	Praf.g_01428	Syap.g_01725
OG0000633	Praf.g_01427	Syap.g_01726
OG0000634	Praf.g_01526	Syap.g_00190
OG0000635	Praf.g_01527	Syap.g_00191
OG0000636	Praf.g_01529	Syap.g_00193
OG0000637	Praf.g_01531	Syap.g_00195
OG0000638	Praf.g_01532	Syap.g_00196
OG0000639	Praf.g_01533	Syap.g_00197
OG0000640	Praf.g_01534	Syap.g_00198
OG0000641	Praf.g_01538	Syap.g_00203
OG0000642	Praf.g_01539	Syap.g_02732
OG0000643	Praf.g_01540	Syap.g_02731
OG0000644	Praf.g_01541	Syap.g_02730
OG0000645	Praf.g_01542	Syap.g_02726
OG0000646	Praf.g_01545	Syap.g_02723
OG0000647	Praf.g_01547	Syap.g_02721
OG0000648	Praf.g_01549	Syap.g_02719
OG0000649	Praf.g_01550	Syap.g_02718
OG0000650	Praf.g_01551	Syap.g_02717
OG0000651	Praf.g_01552	Syap.g_02716
OG0000652	Praf.g_01553	Syap.g_02715
OG0000653	Praf.g_01557	Syap.g_02713
OG0000654	Praf.g_01558	Syap.g_02711
OG0000655	Praf.g_01559	Syap.g_02710
OG0000656	Praf.g_01562	Syap.g_02706
OG0000657	Praf.g_01592	Syap.g_01845
OG0000658	Praf.g_01594	Syap.g_01841
OG0000659	Praf.g_01595	Syap.g_01840
OG0000660	Praf.g_01599	Syap.g_01835
OG0000662	Praf.g_01603	Syap.g_00823
OG0000663	Praf.g_01606	Syap.g_00826
OG0000664	Praf.g_01607	Syap.g_00828
OG0000665	Praf.g_01620	Syap.g_02331
OG0000666	Praf.g_01622	Syap.g_01573
OG0000667	Praf.g_01629	Syap.g_01979
OG0000668	Praf.g_01339	Syap.g_02765
OG0000669	Praf.g_01638	Syap.g_02371
OG0000670	Praf.g_00961	Syap.g_02368
OG0000671	Praf.g_01456	Syap.g_01260
OG0000672	Praf.g_01459	Syap.g_01257
OG0000673	Praf.g_01462	Syap.g_01253
OG0000674	Praf.g_01464	Syap.g_01251
OG0000675	Praf.g_01465	Syap.g_01250
OG0000676	Praf.g_01467	Syap.g_01248
OG0000677	Praf.g_01469	Syap.g_01246
OG0000678	Praf.g_01475	Syap.g_01239
OG0000679	Praf.g_01494	Syap.g_00157
OG0000680	Praf.g_01495	Syap.g_00158
OG0000681	Praf.g_01497	Syap.g_00163
OG0000682	Praf.g_01498	Syap.g_00165
OG0000683	Praf.g_01499	Syap.g_00166
OG0000684	Praf.g_01512	Syap.g_00169
OG0000685	Praf.g_01510	Syap.g_00172
OG0000686	Praf.g_01509	Syap.g_00173
OG0000687	Praf.g_01508	Syap.g_00174
OG0000688	Praf.g_01515	Syap.g_00178
OG0000689	Praf.g_01516	Syap.g_00180
OG0000690	Praf.g_01517	Syap.g_00181
OG0000691	Praf.g_01519	Syap.g_00182
OG0000692	Praf.g_01520	Syap.g_00184
OG0000693	Praf.g_01522	Syap.g_00185
OG0000694	Praf.g_01523	Syap.g_00186
OG0000695	Praf.g_01425	Syap.g_01729
OG0000696	Praf.g_01424	Syap.g_01730
OG0000697	Praf.g_01422	Syap.g_01734
OG0000698	Praf.g_01419	Syap.g_01737
OG0000699	Praf.g_01417	Syap.g_01738
OG0000700	Praf.g_01416	Syap.g_01739
OG0000701	Praf.g_01415	Syap.g_01740
OG0000702	Praf.g_01408	Syap.g_01747
OG0000703	Praf.g_01407	Syap.g_01750
OG0000704	Praf.g_01405	Syap.g_01753
OG0000705	Praf.g_01399	Syap.g_02022
OG0000706	Praf.g_01398	Syap.g_02020
OG0000707	Praf.g_01397	Syap.g_02019
OG0000708	Praf.g_01395	Syap.g_02016
OG0000709	Praf.g_01388	Syap.g_00121
OG0000711	Praf.g_01360	Syap.g_02686
OG0000712	Praf.g_01359	Syap.g_02688
OG0000713	Praf.g_01358	Syap.g_02689
OG0000714	Praf.g_01355	Syap.g_02691
OG0000715	Praf.g_01353	Syap.g_02693
OG0000716	Praf.g_01349	Syap.g_02696
OG0000717	Praf.g_01348	Syap.g_02697
OG0000718	Praf.g_01343	Syap.g_02701
OG0000719	Praf.g_01341	Syap.g_02767
OG0000720	Praf.g_01328	Syap.g_02780
OG0000721	Praf.g_01327	Syap.g_02782
OG0000722	Praf.g_01326	Syap.g_02783
OG0000723	Praf.g_01322	Syap.g_00532
OG0000725	Praf.g_01270	Syap.g_01559
OG0000726	Praf.g_01269	Syap.g_01560
OG0000727	Praf.g_01268	Syap.g_01561
OG0000728	Praf.g_01267	Syap.g_01564
OG0000729	Praf.g_00162	Syap.g_01122
OG0000730	Praf.g_02056	Syap.g_00572
OG0000731	Praf.g_02047	Syap.g_00560
OG0000732	Praf.g_00055	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Praf.g_02698	Syap.g_01971
OG0000734	Praf.g_00233	Syap.g_02628
OG0000735	Praf.g_00822	Syap.g_00244
OG0000736	Praf.g_00823	Syap.g_00243
OG0000737	Praf.g_00824	Syap.g_00242
OG0000738	Praf.g_00830	Syap.g_00236
OG0000739	Praf.g_00832	Syap.g_00235
OG0000740	Praf.g_00833	Syap.g_00234
OG0000741	Praf.g_00836	Syap.g_00231
OG0000742	Praf.g_00853	Syap.g_00229
OG0000743	Praf.g_00855	Syap.g_00226
OG0000744	Praf.g_00856	Syap.g_00225
OG0000745	Praf.g_00858	Syap.g_00222
OG0000746	Praf.g_00860	Syap.g_00220
OG0000747	Praf.g_00861	Syap.g_00219
OG0000748	Praf.g_00873	Syap.g_00212
OG0000749	Praf.g_00874	Syap.g_00211
OG0000750	Praf.g_00875	Syap.g_00210
OG0000751	Praf.g_00880	Syap.g_00205
OG0000752	Praf.g_00882	Syap.g_01793
OG0000753	Praf.g_00885	Syap.g_02775
OG0000754	Praf.g_00914	Syap.g_01883
OG0000755	Praf.g_00921	Syap.g_01893
OG0000757	Praf.g_00929	Syap.g_00427
OG0000758	Praf.g_00930	Syap.g_00428
OG0000759	Praf.g_00931	Syap.g_00429
OG0000760	Praf.g_00932	Syap.g_00430
OG0000761	Praf.g_00933	Syap.g_00431
OG0000762	Praf.g_00913	Syap.g_00434
OG0000763	Praf.g_00911	Syap.g_02624
OG0000764	Praf.g_00910	Syap.g_02623
OG0000765	Praf.g_00895	Syap.g_02440
OG0000766	Praf.g_00894	Syap.g_02439
OG0000767	Praf.g_00892	Syap.g_02437
OG0000768	Praf.g_00891	Syap.g_02436
OG0000769	Praf.g_00887	Syap.g_02434
OG0000770	Praf.g_00937	Syap.g_02431
OG0000772	Praf.g_00548	Syap.g_02295
OG0000773	Praf.g_00808	Syap.g_00885
OG0000774	Praf.g_00804	Syap.g_01473
OG0000775	Praf.g_00802	Syap.g_01475
OG0000776	Praf.g_00801	Syap.g_01476
OG0000777	Praf.g_00800	Syap.g_01478
OG0000778	Praf.g_00799	Syap.g_01479
OG0000779	Praf.g_00794	Syap.g_01494
OG0000780	Praf.g_00791	Syap.g_01496
OG0000781	Praf.g_00787	Syap.g_02609
OG0000782	Praf.g_00786	Syap.g_02611
OG0000783	Praf.g_00785	Syap.g_02612
OG0000784	Praf.g_00784	Syap.g_02613
OG0000785	Praf.g_00782	Syap.g_02281
OG0000786	Praf.g_00777	Syap.g_02287
OG0000787	Praf.g_00776	Syap.g_02288
OG0000788	Praf.g_01996	Syap.g_01932
OG0000789	Praf.g_01001	Syap.g_00372
OG0000791	Praf.g_00577	Syap.g_02520
OG0000792	Praf.g_00576	Syap.g_02519
OG0000793	Praf.g_00572	Syap.g_02141
OG0000794	Praf.g_00571	Syap.g_02200
OG0000795	Praf.g_00570	Syap.g_02199
OG0000796	Praf.g_00566	Syap.g_02448
OG0000797	Praf.g_00565	Syap.g_02449
OG0000798	Praf.g_02276	Syap.g_01363
OG0000799	Praf.g_01765	Syap.g_02488
OG0000800	Praf.g_01766	Syap.g_02487
OG0000801	Praf.g_01767	Syap.g_02486
OG0000802	Praf.g_01773	Syap.g_02659
OG0000803	Praf.g_01779	Syap.g_02109
OG0000804	Praf.g_01781	Syap.g_02113
OG0000805	Praf.g_01783	Syap.g_02115
OG0000806	Praf.g_01785	Syap.g_02117
OG0000807	Praf.g_01787	Syap.g_02118
OG0000808	Praf.g_01788	Syap.g_02119
OG0000809	Praf.g_01792	Syap.g_02122
OG0000810	Praf.g_01793	Syap.g_02124
OG0000811	Praf.g_01801	Syap.g_02472
OG0000812	Praf.g_01803	Syap.g_02474
OG0000813	Praf.g_01804	Syap.g_02475
OG0000814	Praf.g_01806	Syap.g_02753
OG0000815	Praf.g_01807	Syap.g_02752
OG0000816	Praf.g_01809	Syap.g_02289
OG0000817	Praf.g_01810	Syap.g_02527
OG0000818	Praf.g_01822	Syap.g_02001
OG0000819	Praf.g_01823	Syap.g_02002
OG0000820	Praf.g_01824	Syap.g_02003
OG0000821	Praf.g_01831	Syap.g_02009
OG0000822	Praf.g_01833	Syap.g_02011
OG0000824	Praf.g_01838	Syap.g_00008
OG0000825	Praf.g_01839	Syap.g_00009
OG0000826	Praf.g_01840	Syap.g_00010
OG0000827	Praf.g_01841	Syap.g_00011
OG0000828	Praf.g_01844	Syap.g_00014
OG0000829	Praf.g_01845	Syap.g_00015
OG0000830	Praf.g_01846	Syap.g_00016
OG0000831	Praf.g_01849	Syap.g_00019
OG0000832	Praf.g_00542	Syap.g_00752
OG0000833	Praf.g_00534	Syap.g_00021
OG0000834	Praf.g_00533	Syap.g_00023
OG0000835	Praf.g_00532	Syap.g_00024
OG0000836	Praf.g_00530	Syap.g_00026
OG0000837	Praf.g_00529	Syap.g_00027
OG0000838	Praf.g_00525	Syap.g_00031
OG0000839	Praf.g_00524	Syap.g_00032
OG0000840	Praf.g_00523	Syap.g_00033
OG0000841	Praf.g_00522	Syap.g_00034
OG0000842	Praf.g_00521	Syap.g_00035
OG0000843	Praf.g_00520	Syap.g_00036
OG0000844	Praf.g_00518	Syap.g_00039
OG0000845	Praf.g_00517	Syap.g_00040
OG0000846	Praf.g_00516	Syap.g_00042
OG0000847	Praf.g_00515	Syap.g_00043
OG0000848	Praf.g_00513	Syap.g_00045
OG0000849	Praf.g_00512	Syap.g_00046
OG0000850	Praf.g_00511	Syap.g_00310
OG0000851	Praf.g_00508	Syap.g_01214
OG0000852	Praf.g_00507	Syap.g_01215
OG0000853	Praf.g_00502	Syap.g_01219
OG0000854	Praf.g_00500	Syap.g_01222
OG0000855	Praf.g_00499	Syap.g_01223
OG0000856	Praf.g_01677	Syap.g_01286
OG0000857	Praf.g_01546	Syap.g_02722
OG0000858	Praf.g_00490	Syap.g_00612
OG0000859	Praf.g_00489	Syap.g_00613
OG0000860	Praf.g_00478	Syap.g_00623
OG0000861	Praf.g_00477	Syap.g_02789
OG0000862	Praf.g_00475	Syap.g_01789
OG0000863	Praf.g_00472	Syap.g_01784
OG0000864	Praf.g_00471	Syap.g_01783
OG0000865	Praf.g_00470	Syap.g_01781, Syap.g_01782
OG0000866	Praf.g_00469	Syap.g_01780
OG0000867	Praf.g_00468	Syap.g_01779
OG0000868	Praf.g_00466	Syap.g_01775
OG0000869	Praf.g_00463	Syap.g_01770
OG0000870	Praf.g_00458	Syap.g_01401
OG0000871	Praf.g_00457	Syap.g_01400
OG0000872	Praf.g_00455	Syap.g_01394
OG0000873	Praf.g_00452	Syap.g_01390
OG0000874	Praf.g_00448	Syap.g_01388
OG0000875	Praf.g_00447	Syap.g_01386
OG0000876	Praf.g_00446	Syap.g_00822
OG0000877	Praf.g_00443	Syap.g_01380
OG0000878	Praf.g_00442	Syap.g_01378
OG0000879	Praf.g_00441	Syap.g_01377
OG0000880	Praf.g_00440	Syap.g_01376
OG0000882	Praf.g_00429	Syap.g_01516
OG0000883	Praf.g_00427	Syap.g_01511
OG0000884	Praf.g_00425	Syap.g_01509
OG0000885	Praf.g_00424	Syap.g_01508
OG0000886	Praf.g_00423	Syap.g_01507
OG0000887	Praf.g_00422	Syap.g_01506
OG0000888	Praf.g_00420	Syap.g_01504
OG0000889	Praf.g_00418	Syap.g_01502
OG0000890	Praf.g_00405	Syap.g_01499
OG0000891	Praf.g_00404	Syap.g_01498
OG0000892	Praf.g_00402	Syap.g_02671
OG0000893	Praf.g_02202	Syap.g_02497
OG0000894	Praf.g_02199	Syap.g_02679
OG0000895	Praf.g_02195	Syap.g_00546
OG0000896	Praf.g_02194	Syap.g_00545
OG0000897	Praf.g_02192	Syap.g_00543
OG0000898	Praf.g_02191	Syap.g_00542
OG0000899	Praf.g_02190	Syap.g_00541
OG0000900	Praf.g_02189	Syap.g_00540
OG0000901	Praf.g_02185	Syap.g_01930
OG0000902	Praf.g_02183	Syap.g_01929
OG0000903	Praf.g_02170	Syap.g_01916
OG0000904	Praf.g_02175	Syap.g_01922
OG0000905	Praf.g_02177	Syap.g_01925
OG0000906	Praf.g_02179	Syap.g_01927
OG0000907	Praf.g_02163	Syap.g_01914
OG0000908	Praf.g_02160	Syap.g_01235
OG0000909	Praf.g_02159	Syap.g_01236
OG0000910	Praf.g_02158	Syap.g_01237
OG0000911	Praf.g_02156	Syap.g_00511
OG0000912	Praf.g_02155	Syap.g_00510
OG0000913	Praf.g_02154	Syap.g_00509
OG0000914	Praf.g_02153	Syap.g_00508
OG0000915	Praf.g_02152	Syap.g_00506
OG0000916	Praf.g_02151	Syap.g_00505
OG0000917	Praf.g_02150	Syap.g_00504
OG0000918	Praf.g_02149	Syap.g_00503
OG0000919	Praf.g_02148	Syap.g_00502
OG0000920	Praf.g_02147	Syap.g_00501
OG0000921	Praf.g_02146	Syap.g_00500
OG0000922	Praf.g_02145	Syap.g_00499
OG0000923	Praf.g_02141	Syap.g_00495
OG0000924	Praf.g_02140	Syap.g_00494
OG0000925	Praf.g_02139	Syap.g_00493
OG0000926	Praf.g_02138	Syap.g_00492
OG0000927	Praf.g_02136	Syap.g_00490
OG0000928	Praf.g_02135	Syap.g_00489
OG0000929	Praf.g_02134	Syap.g_00488
OG0000930	Praf.g_02133	Syap.g_00487
OG0000931	Praf.g_02132	Syap.g_00486
OG0000932	Praf.g_02131	Syap.g_00485
OG0000933	Praf.g_02126	Syap.g_00479
OG0000934	Praf.g_02124	Syap.g_00477
OG0000935	Praf.g_02123	Syap.g_00476
OG0000936	Praf.g_02122	Syap.g_00475
OG0000937	Praf.g_02121	Syap.g_00474
OG0000938	Praf.g_02118	Syap.g_00471
OG0000939	Praf.g_02117	Syap.g_00469
OG0000940	Praf.g_02106	Syap.g_00460
OG0000941	Praf.g_02104	Syap.g_00458
OG0000942	Praf.g_02102	Syap.g_00606
OG0000943	Praf.g_02101	Syap.g_00604
OG0000944	Praf.g_02099	Syap.g_00602
OG0000945	Praf.g_02097	Syap.g_00601
OG0000946	Praf.g_02082	Syap.g_00595
OG0000947	Praf.g_02079	Syap.g_00591
OG0000948	Praf.g_02078	Syap.g_00590
OG0000949	Praf.g_02075	Syap.g_01051
OG0000950	Praf.g_02383	Syap.g_01061
OG0000951	Praf.g_02388	Syap.g_01070
OG0000952	Praf.g_02393	Syap.g_01074
OG0000953	Praf.g_02397	Syap.g_01078
OG0000954	Praf.g_00195	Syap.g_01089
OG0000955	Praf.g_00194	Syap.g_01090
OG0000956	Praf.g_00192	Syap.g_01092
OG0000957	Praf.g_00180	Syap.g_01109
OG0000958	Praf.g_00179	Syap.g_01110
OG0000959	Praf.g_00175	Syap.g_01114
OG0000960	Praf.g_00174	Syap.g_01115
OG0000961	Praf.g_00165	Syap.g_02170
OG0000962	Praf.g_00163	Syap.g_01121
OG0000963	Praf.g_00157	Syap.g_01124
OG0000964	Praf.g_00156	Syap.g_01125
OG0000965	Praf.g_00155	Syap.g_01126
OG0000966	Praf.g_00089	Syap.g_01141
OG0000967	Praf.g_00082	Syap.g_00633
OG0000968	Praf.g_00077	Syap.g_00998
OG0000969	Praf.g_00075	Syap.g_00996
OG0000970	Praf.g_00074	Syap.g_00995
OG0000971	Praf.g_00072	Syap.g_00993
OG0000972	Praf.g_00071	Syap.g_00992
OG0000973	Praf.g_00070	Syap.g_00991
OG0000974	Praf.g_00069	Syap.g_00990
OG0000975	Praf.g_00068	Syap.g_00989
OG0000976	Praf.g_00067	Syap.g_00988
OG0000977	Praf.g_00064	Syap.g_00986
OG0000978	Praf.g_00063	Syap.g_00985
OG0000979	Praf.g_00060	Syap.g_00980
OG0000980	Praf.g_00056	Syap.g_00977
OG0000981	Praf.g_00053	Syap.g_01812
OG0000982	Praf.g_02657	Syap.g_00132
OG0000983	Praf.g_02658	Syap.g_00134
OG0000984	Praf.g_02659	Syap.g_00135
OG0000985	Praf.g_02663	Syap.g_00140
OG0000986	Praf.g_02665	Syap.g_01044
OG0000987	Praf.g_02667	Syap.g_01033
OG0000988	Praf.g_02671	Syap.g_01027
OG0000989	Praf.g_02680	Syap.g_01011
OG0000990	Praf.g_02702	Syap.g_02087
OG0000991	Praf.g_02716	Syap.g_02091
OG0000992	Praf.g_02719	Syap.g_02095
OG0000993	Praf.g_02720	Syap.g_02097
OG0000994	Praf.g_02723	Syap.g_02101
OG0000996	Praf.g_02743	Syap.g_01817
OG0000997	Praf.g_02753	Syap.g_02590
OG0000998	Praf.g_02755	Syap.g_02591
OG0000999	Praf.g_02756	Syap.g_02592
OG0001001	Praf.g_02764	Syap.g_02605
OG0001002	Praf.g_02770	Syap.g_00124
OG0001003	Praf.g_02772	Syap.g_02310
OG0001004	Praf.g_02773	Syap.g_02311
OG0001005	Praf.g_02775	Syap.g_02312
OG0001006	Praf.g_02781	Syap.g_00053
OG0001007	Praf.g_02783	Syap.g_00055
OG0001008	Praf.g_01988	Syap.g_02060
OG0001012	Praf.g_02654	Syap.g_00371
OG0001013	Praf.g_02603	Syap.g_01325
OG0001016	Praf.g_00316	Syap.g_01695
OG0001033	Praf.g_02533	Syap.g_00105
OG0001035	Praf.g_02243	Syap.g_01594
OG0001038	Praf.g_02277	Syap.g_01362
OG0001039	Praf.g_02280	Syap.g_01359
OG0001040	Praf.g_02283	Syap.g_01356
OG0001041	Praf.g_02288	Syap.g_01352
OG0001043	Praf.g_02318	Syap.g_01676
OG0001044	Praf.g_02055	Syap.g_00571
OG0001053	Praf.g_00598	Syap.g_02253
OG0001054	Praf.g_00615	Syap.g_00274
OG0001055	Praf.g_00636	Syap.g_00252
OG0001059	Praf.g_00693	Syap.g_00306
OG0001060	Praf.g_00700	Syap.g_00299
OG0001061	Praf.g_00717	Syap.g_01309
OG0001062	Praf.g_00719	Syap.g_01314
OG0001072	Praf.g_00738	Syap.g_00441
OG0001073	Praf.g_00758	Syap.g_00122, Syap.g_00455
OG0001078	Praf.g_01693	Syap.g_00896
OG0001080	Praf.g_01722	Syap.g_02505
OG0001085	Praf.g_01749	Syap.g_01953
OG0001094	Praf.g_01524	Syap.g_00187
OG0001095	Praf.g_01543	Syap.g_02725
OG0001096	Praf.g_01560	Syap.g_02709
OG0001100	Praf.g_01454	Syap.g_02369
OG0001102	Praf.g_01458	Syap.g_01258
OG0001103	Praf.g_01460	Syap.g_01256
OG0001104	Praf.g_01511	Syap.g_00171
OG0001105	Praf.g_01506	Syap.g_00175
OG0001107	Praf.g_01394	Syap.g_02015
OG0001108	Praf.g_01387	Syap.g_00119
OG0001122	Praf.g_01340	Syap.g_02766
OG0001123	Praf.g_01333	Syap.g_01872
OG0001133	Praf.g_01671	Syap.g_01292
OG0001136	Praf.g_00852	Syap.g_00230
OG0001137	Praf.g_00872	Syap.g_00213
OG0001140	Praf.g_00926	Syap.g_02134
OG0001152	Praf.g_00567	Syap.g_02447
OG0001154	Praf.g_01843	Syap.g_00013
OG0001155	Praf.g_00540	Syap.g_00750
OG0001160	Praf.g_00504	Syap.g_01217
OG0001162	Praf.g_01145	Syap.g_02366
OG0001163	Praf.g_00492	Syap.g_00609
OG0001164	Praf.g_00487	Syap.g_00614
OG0001165	Praf.g_00484	Syap.g_00619
OG0001168	Praf.g_00435	Syap.g_01372
OG0001171	Praf.g_00421	Syap.g_01505
OG0001172	Praf.g_02197	Syap.g_00547
OG0001177	Praf.g_02173	Syap.g_01920
OG0001178	Praf.g_00474	Syap.g_01786, Syap.g_01787
OG0001179	Praf.g_02137	Syap.g_00491
OG0001180	Praf.g_02109	Syap.g_00097, Syap.g_00465
OG0001181	Praf.g_02105	Syap.g_00459
OG0001183	Praf.g_02081	Syap.g_00594
OG0001185	Praf.g_00184	Syap.g_01104
OG0001186	Praf.g_00091	Syap.g_01140
OG0001187	Praf.g_00088	Syap.g_01142
OG0001188	Praf.g_00083	Syap.g_00634
OG0001189	Praf.g_00058	Syap.g_00979
OG0001191	Praf.g_02669	Syap.g_01030
OG0001192	Praf.g_02674	Syap.g_01021
OG0001197	Praf.g_02768	Syap.g_00126
OG0001198	Praf.g_02780	Syap.g_00052
OG0001199	Praf.g_00315	Syap.g_01696
OG0001200	Praf.g_00313	Syap.g_01698
OG0001203	Praf.g_00387	Syap.g_01154
OG0001204	Praf.g_02206	Syap.g_01577
OG0001214	Praf.g_01694	Syap.g_00897
OG0001217	Praf.g_00710	Syap.g_01464
OG0001218	Praf.g_01853	Syap.g_00020
OG0001219	Praf.g_01432	Syap.g_02794
OG0001221	Praf.g_01480	Syap.g_01777
OG0001222	Praf.g_02684	Syap.g_02027
OG0001224	Praf.g_01278	Syap.g_01551
OG0001225	Praf.g_01276	Syap.g_01553
OG0001226	Praf.g_00991	Syap.g_02551
OG0001228	Praf.g_00899	Syap.g_01063
OG0001229	Praf.g_00494	Syap.g_00827
OG0001230	Praf.g_01784	Syap.g_02116
OG0001231	Praf.g_00017	Syap.g_00073
OG0001232	Praf.g_00454	Syap.g_01393
OG0001235	Praf.g_02176	Syap.g_01924
OG0001236	Praf.g_02387	Syap.g_01069
OG0001237	Praf.g_02392	Syap.g_01073
OG0001238	Praf.g_02670	Syap.g_01028
OG0001239	Praf.g_00318	Syap.g_01693, Syap.g_01692
OG0001243	Praf.g_02402	Syap.g_02219
OG0001244	Praf.g_02429	Syap.g_02192
OG0001246	Praf.g_00624	Syap.g_01165, Syap.g_00267
OG0001248	Praf.g_01210	Syap.g_00423
OG0001249	Praf.g_02063	Syap.g_00575
OG0001250	Praf.g_01598	Syap.g_01836
OG0001253	Praf.g_01008	Syap.g_01969
OG0001255	Praf.g_01134	Syap.g_02523
OG0001256	Praf.g_00497	Syap.g_01225
OG0001258	Praf.g_00486	Syap.g_00617
OG0001260	Praf.g_00403	Syap.g_01497
OG0001261	Praf.g_02128	Syap.g_00482
OG0001262	Praf.g_00061	Syap.g_00981
OG0001263	Praf.g_02404	Syap.g_02216
OG0001265	Praf.g_00217	Syap.g_02231
OG0001266	Praf.g_02522	Syap.g_01618
OG0001267	Praf.g_02279	Syap.g_01360
OG0001268	Praf.g_02048	Syap.g_00563
OG0001270	Praf.g_01991	Syap.g_02056
OG0001271	Praf.g_01910	Syap.g_02759
OG0001272	Praf.g_00601	Syap.g_02250
OG0001274	Praf.g_02550	Syap.g_01897
OG0001275	Praf.g_01351	Syap.g_02694
OG0001276	Praf.g_01334	Syap.g_01873
OG0001277	Praf.g_02752	Syap.g_01293
OG0001278	Praf.g_00893	Syap.g_02438
OG0001279	Praf.g_01769	Syap.g_02663
OG0001286	Praf.g_02111	Syap.g_00467
OG0001287	Praf.g_00176	Syap.g_00418
OG0001288	Praf.g_00158	Syap.g_01123
OG0001291	Praf.g_02414	Syap.g_02207
OG0001292	Praf.g_02211	Syap.g_01583
OG0001303	Praf.g_01431	Syap.g_02795
OG0001307	Praf.g_01893	Syap.g_00403
OG0001308	Praf.g_01808	Syap.g_02751, Syap.g_02750
OG0001310	Praf.g_00465	Syap.g_01774
OG0001311	Praf.g_01332	Syap.g_01871
OG0001312	Praf.g_01421	Syap.g_01735
OG0001319	Praf.g_02269	Syap.g_02338
OG0001323	Praf.g_00642	Syap.g_00757
OG0001326	Praf.g_02735	Syap.g_02646
OG0001332	Praf.g_00554	Syap.g_01548
OG0001333	Praf.g_00436	Syap.g_01373
OG0001336	Praf.g_02763	Syap.g_02602
OG0001337	Praf.g_02067	Syap.g_00576
OG0001347	Praf.g_00085	Syap.g_02536
OG0001348	Praf.g_02569	Syap.g_00938
OG0001351	Praf.g_01958	Syap.g_01996
OG0001353	Praf.g_01589, Praf.g_01588	Syap.g_01849
OG0001358	Praf.g_01665	Syap.g_00942
OG0001360	Praf.g_00936	Syap.g_01881, Syap.g_02778
OG0001361	Praf.g_00883	Syap.g_01792
OG0001365	Praf.g_02661	Syap.g_00138
OG0001366	Praf.g_00456	Syap.g_01399
OG0001371	Praf.g_00371	Syap.g_02544, Syap.g_02545
OG0001373	Praf.g_02734	Syap.g_02647
OG0001374	Praf.g_02742	Syap.g_01829, Syap.g_01830
OG0001376	Praf.g_02677	Syap.g_01991
OG0001377	Praf.g_02676	Syap.g_01992
OG0001378	Praf.g_01997	Syap.g_02055
OG0001379	Praf.g_00803	Syap.g_01474
OG0001382	Praf.g_01298	Syap.g_00677
OG0001383	Praf.g_00393	Syap.g_02665
OG0001385	Praf.g_02731	Syap.g_02650
OG0001386	Praf.g_02732	Syap.g_02649
OG0001387	Praf.g_02733	Syap.g_02648
OG0001388	Praf.g_02736	Syap.g_02645
OG0001389	Praf.g_02737	Syap.g_02644
OG0001390	Praf.g_02738	Syap.g_02643
OG0001391	Praf.g_02739	Syap.g_01833
OG0001392	Praf.g_02740	Syap.g_01832
OG0001393	Praf.g_02741	Syap.g_01831
OG0001394	Praf.g_01496	Syap.g_00159
OG0001395	Praf.g_01321	Syap.g_00531
OG0001396	Praf.g_00084	Syap.g_02537
OG0001398	Praf.g_01004	Syap.g_02356
