Orthogroup	Praf	Syar
OG0000557	Praf.g_00684	Syar.g_02328
OG0000558	Praf.g_00687	Syar.g_02326
OG0000559	Praf.g_00691	Syar.g_02322
OG0000560	Praf.g_00694	Syar.g_02320
OG0000561	Praf.g_00695	Syar.g_02319
OG0000562	Praf.g_00696	Syar.g_02318
OG0000563	Praf.g_00697	Syar.g_02317
OG0000564	Praf.g_00698	Syar.g_02316
OG0000565	Praf.g_00701	Syar.g_02312
OG0000566	Praf.g_00705	Syar.g_02308
OG0000567	Praf.g_00709	Syar.g_02304
OG0000568	Praf.g_00711	Syar.g_02302
OG0000569	Praf.g_00712	Syar.g_02301
OG0000570	Praf.g_00713	Syar.g_02300
OG0000571	Praf.g_00716	Syar.g_02298
OG0000572	Praf.g_00733	Syar.g_02201
OG0000573	Praf.g_00740	Syar.g_02191
OG0000574	Praf.g_00741	Syar.g_02190
OG0000575	Praf.g_00751	Syar.g_03180
OG0000576	Praf.g_00753	Syar.g_02187
OG0000577	Praf.g_00754	Syar.g_02186
OG0000578	Praf.g_00755	Syar.g_02185
OG0000579	Praf.g_00756	Syar.g_02184
OG0000580	Praf.g_00757	Syar.g_02183
OG0000581	Praf.g_00761	Syar.g_02175
OG0000582	Praf.g_00765	Syar.g_02131
OG0000583	Praf.g_00766	Syar.g_02132
OG0000584	Praf.g_00767	Syar.g_02133
OG0000585	Praf.g_00769	Syar.g_02170
OG0000586	Praf.g_00771	Syar.g_02171
OG0000587	Praf.g_00773	Syar.g_02173
OG0000588	Praf.g_01663	Syar.g_02275
OG0000589	Praf.g_01666	Syar.g_02261
OG0000590	Praf.g_01667	Syar.g_02260
OG0000591	Praf.g_01674	Syar.g_02246
OG0000592	Praf.g_01675	Syar.g_02245
OG0000593	Praf.g_01688	Syar.g_02414
OG0000594	Praf.g_01689	Syar.g_02415
OG0000595	Praf.g_01690	Syar.g_02416
OG0000596	Praf.g_01695	Syar.g_02421
OG0000597	Praf.g_01698	Syar.g_02424
OG0000598	Praf.g_01699	Syar.g_02425
OG0000599	Praf.g_01709	Syar.g_02428
OG0000600	Praf.g_01710	Syar.g_02429
OG0000601	Praf.g_01711	Syar.g_02430
OG0000602	Praf.g_01716	Syar.g_02435
OG0000603	Praf.g_01717	Syar.g_02436
OG0000604	Praf.g_01718	Syar.g_02438
OG0000605	Praf.g_01720	Syar.g_02440
OG0000606	Praf.g_01727	Syar.g_02443
OG0000607	Praf.g_01730	Syar.g_02446
OG0000608	Praf.g_01731	Syar.g_02447
OG0000609	Praf.g_01733	Syar.g_02470
OG0000610	Praf.g_01741	Syar.g_01917
OG0000611	Praf.g_01744	Syar.g_01914
OG0000612	Praf.g_01745	Syar.g_01913
OG0000613	Praf.g_02344	Syar.g_00712
OG0000614	Praf.g_01207	Syar.g_02012, Syar.g_01344
OG0000615	Praf.g_01489	Syar.g_02603
OG0000616	Praf.g_02767	Syar.g_00454
OG0000617	Praf.g_01308	Syar.g_01576
OG0000618	Praf.g_01309	Syar.g_01575
OG0000619	Praf.g_01310	Syar.g_01574
OG0000620	Praf.g_01314	Syar.g_01569
OG0000621	Praf.g_01315	Syar.g_01568
OG0000622	Praf.g_01316	Syar.g_01566
OG0000623	Praf.g_01317	Syar.g_01565
OG0000624	Praf.g_01318	Syar.g_01564
OG0000625	Praf.g_01319	Syar.g_01563
OG0000626	Praf.g_01320	Syar.g_01562
OG0000627	Praf.g_01441	Syar.g_01868
OG0000628	Praf.g_01440	Syar.g_01869
OG0000629	Praf.g_01437	Syar.g_01872
OG0000630	Praf.g_01433	Syar.g_02586
OG0000631	Praf.g_01429	Syar.g_02579
OG0000632	Praf.g_01428	Syar.g_02578
OG0000633	Praf.g_01427	Syar.g_02576
OG0000634	Praf.g_01526	Syar.g_02635
OG0000635	Praf.g_01527	Syar.g_02636
OG0000636	Praf.g_01529	Syar.g_02638
OG0000637	Praf.g_01531	Syar.g_02640
OG0000638	Praf.g_01532	Syar.g_02641
OG0000639	Praf.g_01533	Syar.g_02642
OG0000640	Praf.g_01534	Syar.g_02643
OG0000641	Praf.g_01538	Syar.g_02648
OG0000642	Praf.g_01539	Syar.g_02649
OG0000643	Praf.g_01540	Syar.g_02650
OG0000644	Praf.g_01541	Syar.g_02651
OG0000645	Praf.g_01542	Syar.g_02652
OG0000646	Praf.g_01545	Syar.g_02655
OG0000647	Praf.g_01547	Syar.g_02657
OG0000648	Praf.g_01549	Syar.g_02659
OG0000649	Praf.g_01550	Syar.g_02660
OG0000650	Praf.g_01551	Syar.g_02661
OG0000651	Praf.g_01552	Syar.g_02662
OG0000652	Praf.g_01553	Syar.g_02663
OG0000653	Praf.g_01557	Syar.g_02665
OG0000654	Praf.g_01558	Syar.g_02666
OG0000655	Praf.g_01559	Syar.g_02667
OG0000656	Praf.g_01562	Syar.g_02479
OG0000657	Praf.g_01592	Syar.g_01812
OG0000658	Praf.g_01594	Syar.g_01815
OG0000659	Praf.g_01595	Syar.g_01816
OG0000660	Praf.g_01599	Syar.g_01820
OG0000661	Praf.g_01601	Syar.g_03175, Syar.g_01822
OG0000662	Praf.g_01603	Syar.g_01829
OG0000663	Praf.g_01606	Syar.g_01832
OG0000664	Praf.g_01607	Syar.g_01837
OG0000665	Praf.g_01620	Syar.g_02774
OG0000666	Praf.g_01622	Syar.g_01241
OG0000667	Praf.g_01629	Syar.g_02346
OG0000668	Praf.g_01339	Syar.g_01802
OG0000669	Praf.g_01638	Syar.g_01627
OG0000670	Praf.g_00961	Syar.g_01624
OG0000671	Praf.g_01456	Syar.g_01622
OG0000672	Praf.g_01459	Syar.g_01619
OG0000673	Praf.g_01462	Syar.g_01615
OG0000674	Praf.g_01464	Syar.g_01613
OG0000675	Praf.g_01465	Syar.g_01612
OG0000676	Praf.g_01467	Syar.g_01608
OG0000677	Praf.g_01469	Syar.g_01607
OG0000678	Praf.g_01475	Syar.g_02037
OG0000679	Praf.g_01494	Syar.g_02606
OG0000680	Praf.g_01495	Syar.g_02607
OG0000681	Praf.g_01497	Syar.g_02610
OG0000682	Praf.g_01498	Syar.g_02611
OG0000683	Praf.g_01499	Syar.g_02612
OG0000684	Praf.g_01512	Syar.g_02615
OG0000685	Praf.g_01510	Syar.g_02617
OG0000686	Praf.g_01509	Syar.g_02618
OG0000687	Praf.g_01508	Syar.g_02619
OG0000688	Praf.g_01515	Syar.g_02624
OG0000689	Praf.g_01516	Syar.g_02626
OG0000690	Praf.g_01517	Syar.g_02627
OG0000691	Praf.g_01519	Syar.g_02628
OG0000692	Praf.g_01520	Syar.g_02629
OG0000693	Praf.g_01522	Syar.g_02631
OG0000694	Praf.g_01523	Syar.g_02632
OG0000695	Praf.g_01425	Syar.g_02573
OG0000696	Praf.g_01424	Syar.g_02572
OG0000697	Praf.g_01422	Syar.g_02570
OG0000698	Praf.g_01419	Syar.g_02567
OG0000699	Praf.g_01417	Syar.g_02566
OG0000700	Praf.g_01416	Syar.g_02565
OG0000701	Praf.g_01415	Syar.g_02564
OG0000702	Praf.g_01408	Syar.g_02559
OG0000703	Praf.g_01407	Syar.g_02557
OG0000704	Praf.g_01405	Syar.g_02555
OG0000705	Praf.g_01399	Syar.g_02547
OG0000706	Praf.g_01398	Syar.g_02546
OG0000707	Praf.g_01397	Syar.g_02545
OG0000708	Praf.g_01395	Syar.g_02542
OG0000709	Praf.g_01388	Syar.g_02534
OG0000710	Praf.g_01383, Praf.g_01384	Syar.g_02528
OG0000711	Praf.g_01360	Syar.g_02499
OG0000712	Praf.g_01359	Syar.g_02497
OG0000713	Praf.g_01358	Syar.g_02496
OG0000714	Praf.g_01355	Syar.g_02494
OG0000715	Praf.g_01353	Syar.g_02492
OG0000716	Praf.g_01349	Syar.g_02488
OG0000717	Praf.g_01348	Syar.g_02487
OG0000718	Praf.g_01343	Syar.g_02483
OG0000719	Praf.g_01341	Syar.g_01804
OG0000720	Praf.g_01328	Syar.g_01790
OG0000721	Praf.g_01327	Syar.g_01788
OG0000722	Praf.g_01326	Syar.g_01787
OG0000723	Praf.g_01322	Syar.g_01560
OG0000724	Praf.g_01279	Syar.g_01367, Syar.g_02120
OG0000725	Praf.g_01270	Syar.g_01934
OG0000726	Praf.g_01269	Syar.g_01935
OG0000727	Praf.g_01268	Syar.g_01936
OG0000728	Praf.g_01267	Syar.g_01938
OG0000729	Praf.g_00162	Syar.g_00593
OG0000730	Praf.g_02056	Syar.g_01115
OG0000731	Praf.g_02047	Syar.g_01127
OG0000732	Praf.g_00055	Syar.g_00522
OG0000733	Praf.g_02698	Syar.g_02234
OG0000734	Praf.g_00233	Syar.g_03128
OG0000735	Praf.g_00822	Syar.g_01522
OG0000736	Praf.g_00823	Syar.g_01523
OG0000737	Praf.g_00824	Syar.g_01524
OG0000738	Praf.g_00830	Syar.g_01530
OG0000739	Praf.g_00832	Syar.g_01531
OG0000740	Praf.g_00833	Syar.g_01532
OG0000741	Praf.g_00836	Syar.g_01535
OG0000742	Praf.g_00853	Syar.g_01538
OG0000743	Praf.g_00855	Syar.g_01541
OG0000744	Praf.g_00856	Syar.g_01542
OG0000745	Praf.g_00858	Syar.g_01545
OG0000746	Praf.g_00860	Syar.g_01549
OG0000747	Praf.g_00861	Syar.g_01551
OG0000748	Praf.g_00873	Syar.g_01945
OG0000749	Praf.g_00874	Syar.g_01946
OG0000750	Praf.g_00875	Syar.g_01947
OG0000751	Praf.g_00880	Syar.g_01952
OG0000752	Praf.g_00882	Syar.g_01954
OG0000753	Praf.g_00885	Syar.g_01957
OG0000754	Praf.g_00914	Syar.g_01963
OG0000755	Praf.g_00921	Syar.g_01974
OG0000756	Praf.g_00922	Syar.g_01975
OG0000757	Praf.g_00929	Syar.g_01984
OG0000758	Praf.g_00930	Syar.g_01985
OG0000759	Praf.g_00931	Syar.g_01986
OG0000760	Praf.g_00932	Syar.g_01987
OG0000761	Praf.g_00933	Syar.g_01988
OG0000762	Praf.g_00913	Syar.g_01992
OG0000763	Praf.g_00911	Syar.g_01699
OG0000764	Praf.g_00910	Syar.g_01700
OG0000765	Praf.g_00895	Syar.g_01718
OG0000766	Praf.g_00894	Syar.g_01719
OG0000767	Praf.g_00892	Syar.g_01721
OG0000768	Praf.g_00891	Syar.g_01722
OG0000769	Praf.g_00887	Syar.g_01724
OG0000770	Praf.g_00937	Syar.g_01727
OG0000771	Praf.g_01285	Syar.g_01373
OG0000772	Praf.g_00548	Syar.g_00746
OG0000773	Praf.g_00808	Syar.g_02694
OG0000774	Praf.g_00804	Syar.g_02771
OG0000775	Praf.g_00802	Syar.g_02773
OG0000776	Praf.g_00801	Syar.g_01755
OG0000777	Praf.g_00800	Syar.g_01754
OG0000778	Praf.g_00799	Syar.g_01753
OG0000779	Praf.g_00794	Syar.g_02779
OG0000780	Praf.g_00791	Syar.g_02781
OG0000781	Praf.g_00787	Syar.g_02785
OG0000782	Praf.g_00786	Syar.g_02786
OG0000783	Praf.g_00785	Syar.g_02787
OG0000784	Praf.g_00784	Syar.g_02788
OG0000785	Praf.g_00782	Syar.g_02791
OG0000786	Praf.g_00777	Syar.g_02795
OG0000787	Praf.g_00776	Syar.g_02796
OG0000788	Praf.g_01996	Syar.g_02331
OG0000789	Praf.g_01001	Syar.g_02040
OG0000790	Praf.g_00579	Syar.g_01456
OG0000791	Praf.g_00577	Syar.g_01454
OG0000792	Praf.g_00576	Syar.g_01453
OG0000793	Praf.g_00572	Syar.g_01243
OG0000794	Praf.g_00571	Syar.g_01242
OG0000795	Praf.g_00570	Syar.g_01240
OG0000796	Praf.g_00566	Syar.g_01236
OG0000797	Praf.g_00565	Syar.g_01235
OG0000798	Praf.g_02276	Syar.g_00222
OG0000799	Praf.g_01765	Syar.g_02844
OG0000800	Praf.g_01766	Syar.g_02843
OG0000801	Praf.g_01767	Syar.g_02842
OG0000802	Praf.g_01773	Syar.g_02825
OG0000803	Praf.g_01779	Syar.g_02822
OG0000804	Praf.g_01781	Syar.g_02819
OG0000805	Praf.g_01783	Syar.g_02817
OG0000806	Praf.g_01785	Syar.g_02815
OG0000807	Praf.g_01787	Syar.g_02814
OG0000808	Praf.g_01788	Syar.g_02813
OG0000809	Praf.g_01792	Syar.g_02811
OG0000810	Praf.g_01793	Syar.g_02810
OG0000811	Praf.g_01801	Syar.g_02805
OG0000812	Praf.g_01803	Syar.g_02803
OG0000813	Praf.g_01804	Syar.g_02802
OG0000814	Praf.g_01806	Syar.g_02800
OG0000815	Praf.g_01807	Syar.g_02799
OG0000816	Praf.g_01809	Syar.g_02797
OG0000817	Praf.g_01810	Syar.g_02861
OG0000818	Praf.g_01822	Syar.g_01418
OG0000819	Praf.g_01823	Syar.g_01417
OG0000820	Praf.g_01824	Syar.g_01416
OG0000821	Praf.g_01831	Syar.g_01410
OG0000822	Praf.g_01833	Syar.g_01408
OG0000823	Praf.g_01834	Syar.g_00017, Syar.g_01407
OG0000824	Praf.g_01838	Syar.g_01402
OG0000825	Praf.g_01839	Syar.g_01401
OG0000826	Praf.g_01840	Syar.g_01400
OG0000827	Praf.g_01841	Syar.g_01399
OG0000828	Praf.g_01844	Syar.g_01396
OG0000829	Praf.g_01845	Syar.g_01395
OG0000830	Praf.g_01846	Syar.g_01394
OG0000831	Praf.g_01849	Syar.g_01391
OG0000832	Praf.g_00542	Syar.g_01213
OG0000833	Praf.g_00534	Syar.g_02877
OG0000834	Praf.g_00533	Syar.g_02878
OG0000835	Praf.g_00532	Syar.g_02879
OG0000836	Praf.g_00530	Syar.g_02881
OG0000837	Praf.g_00529	Syar.g_02882
OG0000838	Praf.g_00525	Syar.g_02886
OG0000839	Praf.g_00524	Syar.g_02887
OG0000840	Praf.g_00523	Syar.g_02888
OG0000841	Praf.g_00522	Syar.g_02889
OG0000842	Praf.g_00521	Syar.g_02890
OG0000843	Praf.g_00520	Syar.g_02891
OG0000844	Praf.g_00518	Syar.g_02893
OG0000845	Praf.g_00517	Syar.g_02894
OG0000846	Praf.g_00516	Syar.g_02895
OG0000847	Praf.g_00515	Syar.g_02896
OG0000848	Praf.g_00513	Syar.g_02898
OG0000849	Praf.g_00512	Syar.g_02899
OG0000850	Praf.g_00511	Syar.g_02902
OG0000851	Praf.g_00508	Syar.g_02905
OG0000852	Praf.g_00507	Syar.g_02906
OG0000853	Praf.g_00502	Syar.g_02910
OG0000854	Praf.g_00500	Syar.g_02912
OG0000855	Praf.g_00499	Syar.g_02913
OG0000856	Praf.g_01677	Syar.g_02243
OG0000857	Praf.g_01546	Syar.g_02656
OG0000858	Praf.g_00490	Syar.g_02920
OG0000859	Praf.g_00489	Syar.g_02921
OG0000860	Praf.g_00478	Syar.g_02931
OG0000861	Praf.g_00477	Syar.g_02932
OG0000862	Praf.g_00475	Syar.g_02942
OG0000863	Praf.g_00472	Syar.g_02944
OG0000864	Praf.g_00471	Syar.g_02945
OG0000865	Praf.g_00470	Syar.g_02946
OG0000866	Praf.g_00469	Syar.g_02947
OG0000867	Praf.g_00468	Syar.g_02948
OG0000868	Praf.g_00466	Syar.g_02950
OG0000869	Praf.g_00463	Syar.g_02955
OG0000870	Praf.g_00458	Syar.g_02960
OG0000871	Praf.g_00457	Syar.g_02961
OG0000872	Praf.g_00455	Syar.g_02967
OG0000873	Praf.g_00452	Syar.g_02970
OG0000874	Praf.g_00448	Syar.g_02974
OG0000875	Praf.g_00447	Syar.g_02975
OG0000876	Praf.g_00446	Syar.g_01828
OG0000877	Praf.g_00443	Syar.g_02977
OG0000878	Praf.g_00442	Syar.g_02978
OG0000879	Praf.g_00441	Syar.g_02979
OG0000880	Praf.g_00440	Syar.g_02980
OG0000881	Praf.g_00434	Syar.g_02984
OG0000882	Praf.g_00429	Syar.g_02989
OG0000883	Praf.g_00427	Syar.g_02992
OG0000884	Praf.g_00425	Syar.g_02994
OG0000885	Praf.g_00424	Syar.g_02995
OG0000886	Praf.g_00423	Syar.g_02996
OG0000887	Praf.g_00422	Syar.g_02998
OG0000888	Praf.g_00420	Syar.g_03000
OG0000889	Praf.g_00418	Syar.g_03002
OG0000890	Praf.g_00405	Syar.g_03005
OG0000891	Praf.g_00404	Syar.g_03006
OG0000892	Praf.g_00402	Syar.g_03008
OG0000893	Praf.g_02202	Syar.g_00150
OG0000894	Praf.g_02199	Syar.g_00145
OG0000895	Praf.g_02195	Syar.g_00141
OG0000896	Praf.g_02194	Syar.g_00140
OG0000897	Praf.g_02192	Syar.g_00138
OG0000898	Praf.g_02191	Syar.g_00137
OG0000899	Praf.g_02190	Syar.g_00136
OG0000900	Praf.g_02189	Syar.g_00135
OG0000901	Praf.g_02185	Syar.g_00130
OG0000902	Praf.g_02183	Syar.g_01013
OG0000903	Praf.g_02170	Syar.g_01026
OG0000904	Praf.g_02175	Syar.g_01021
OG0000905	Praf.g_02177	Syar.g_01018
OG0000906	Praf.g_02179	Syar.g_01015
OG0000907	Praf.g_02163	Syar.g_01028
OG0000908	Praf.g_02160	Syar.g_01031
OG0000909	Praf.g_02159	Syar.g_01032
OG0000910	Praf.g_02158	Syar.g_01033
OG0000911	Praf.g_02156	Syar.g_01035
OG0000912	Praf.g_02155	Syar.g_01036
OG0000913	Praf.g_02154	Syar.g_01037
OG0000914	Praf.g_02153	Syar.g_01038
OG0000915	Praf.g_02152	Syar.g_01040
OG0000916	Praf.g_02151	Syar.g_01041
OG0000917	Praf.g_02150	Syar.g_01042
OG0000918	Praf.g_02149	Syar.g_01043
OG0000919	Praf.g_02148	Syar.g_01044
OG0000920	Praf.g_02147	Syar.g_01045
OG0000921	Praf.g_02146	Syar.g_01046
OG0000922	Praf.g_02145	Syar.g_01047
OG0000923	Praf.g_02141	Syar.g_01051
OG0000924	Praf.g_02140	Syar.g_01052
OG0000925	Praf.g_02139	Syar.g_01053
OG0000926	Praf.g_02138	Syar.g_01054
OG0000927	Praf.g_02136	Syar.g_01056
OG0000928	Praf.g_02135	Syar.g_01057
OG0000929	Praf.g_02134	Syar.g_01058
OG0000930	Praf.g_02133	Syar.g_01059
OG0000931	Praf.g_02132	Syar.g_01060
OG0000932	Praf.g_02131	Syar.g_01061
OG0000933	Praf.g_02126	Syar.g_01066
OG0000934	Praf.g_02124	Syar.g_01068
OG0000935	Praf.g_02123	Syar.g_01069
OG0000936	Praf.g_02122	Syar.g_01070
OG0000937	Praf.g_02121	Syar.g_01071
OG0000938	Praf.g_02118	Syar.g_01074
OG0000939	Praf.g_02117	Syar.g_01075
OG0000940	Praf.g_02106	Syar.g_01081
OG0000941	Praf.g_02104	Syar.g_01083
OG0000942	Praf.g_02102	Syar.g_01085
OG0000943	Praf.g_02101	Syar.g_01086
OG0000944	Praf.g_02099	Syar.g_01088
OG0000945	Praf.g_02097	Syar.g_01089
OG0000946	Praf.g_02082	Syar.g_01095
OG0000947	Praf.g_02079	Syar.g_01098
OG0000948	Praf.g_02078	Syar.g_01099
OG0000949	Praf.g_02075	Syar.g_00283
OG0000950	Praf.g_02383	Syar.g_00661
OG0000951	Praf.g_02388	Syar.g_00656
OG0000952	Praf.g_02393	Syar.g_00651
OG0000953	Praf.g_02397	Syar.g_00248
OG0000954	Praf.g_00195	Syar.g_00258
OG0000955	Praf.g_00194	Syar.g_00259
OG0000956	Praf.g_00192	Syar.g_00261
OG0000957	Praf.g_00180	Syar.g_00610
OG0000958	Praf.g_00179	Syar.g_00609
OG0000959	Praf.g_00175	Syar.g_00605
OG0000960	Praf.g_00174	Syar.g_00604
OG0000961	Praf.g_00165	Syar.g_00094
OG0000962	Praf.g_00163	Syar.g_00594
OG0000963	Praf.g_00157	Syar.g_00590
OG0000964	Praf.g_00156	Syar.g_00589
OG0000965	Praf.g_00155	Syar.g_00588
OG0000966	Praf.g_00089	Syar.g_00549
OG0000967	Praf.g_00082	Syar.g_00545
OG0000968	Praf.g_00077	Syar.g_00542
OG0000969	Praf.g_00075	Syar.g_00540
OG0000970	Praf.g_00074	Syar.g_00539
OG0000971	Praf.g_00072	Syar.g_00537
OG0000972	Praf.g_00071	Syar.g_00536
OG0000973	Praf.g_00070	Syar.g_00535
OG0000974	Praf.g_00069	Syar.g_00534
OG0000975	Praf.g_00068	Syar.g_00533
OG0000976	Praf.g_00067	Syar.g_00532
OG0000977	Praf.g_00064	Syar.g_00530
OG0000978	Praf.g_00063	Syar.g_00529
OG0000979	Praf.g_00060	Syar.g_00526
OG0000980	Praf.g_00056	Syar.g_00523
OG0000981	Praf.g_00053	Syar.g_00520
OG0000982	Praf.g_02657	Syar.g_00331
OG0000983	Praf.g_02658	Syar.g_00332
OG0000984	Praf.g_02659	Syar.g_00333
OG0000985	Praf.g_02663	Syar.g_00337
OG0000986	Praf.g_02665	Syar.g_00344
OG0000987	Praf.g_02667	Syar.g_00346
OG0000988	Praf.g_02671	Syar.g_00352
OG0000989	Praf.g_02680	Syar.g_00377
OG0000990	Praf.g_02702	Syar.g_00697
OG0000991	Praf.g_02716	Syar.g_00700
OG0000992	Praf.g_02719	Syar.g_00704
OG0000993	Praf.g_02720	Syar.g_00705
OG0000994	Praf.g_02723	Syar.g_00708
OG0000995	Praf.g_02730	Syar.g_03212, Syar.g_00624
OG0000996	Praf.g_02743	Syar.g_00861
OG0000997	Praf.g_02753	Syar.g_00437
OG0000998	Praf.g_02755	Syar.g_00439
OG0000999	Praf.g_02756	Syar.g_00440
OG0001000	Praf.g_02759	Syar.g_00955, Syar.g_00444
OG0001001	Praf.g_02764	Syar.g_00450
OG0001002	Praf.g_02770	Syar.g_00457
OG0001003	Praf.g_02772	Syar.g_00459
OG0001004	Praf.g_02773	Syar.g_00460
OG0001005	Praf.g_02775	Syar.g_00461
OG0001006	Praf.g_02781	Syar.g_00468
OG0001007	Praf.g_02783	Syar.g_00470
OG0001008	Praf.g_01988	Syar.g_01178, Syar.g_03274
OG0001009	Praf.g_00032	Syar.g_00500
OG0001010	Praf.g_00033	Syar.g_00501
OG0001011	Praf.g_00035	Syar.g_00503
OG0001013	Praf.g_02603	Syar.g_00906
OG0001014	Praf.g_02597	Syar.g_00914
OG0001015	Praf.g_02596	Syar.g_00915
OG0001017	Praf.g_00310	Syar.g_03050
OG0001018	Praf.g_00308	Syar.g_03052
OG0001019	Praf.g_00296	Syar.g_03086
OG0001020	Praf.g_00268	Syar.g_03092
OG0001021	Praf.g_00264	Syar.g_03098
OG0001022	Praf.g_00259	Syar.g_03102
OG0001023	Praf.g_00258	Syar.g_03103
OG0001024	Praf.g_00254	Syar.g_02276
OG0001025	Praf.g_00247	Syar.g_03115
OG0001026	Praf.g_00230	Syar.g_03131
OG0001027	Praf.g_00225	Syar.g_00031
OG0001028	Praf.g_00223	Syar.g_00034
OG0001029	Praf.g_00221	Syar.g_00036
OG0001030	Praf.g_02408	Syar.g_00058
OG0001031	Praf.g_02497	Syar.g_00129
OG0001032	Praf.g_02500	Syar.g_01011
OG0001033	Praf.g_02533	Syar.g_00962
OG0001034	Praf.g_00385	Syar.g_03022
OG0001035	Praf.g_02243	Syar.g_00171
OG0001036	Praf.g_02247	Syar.g_00193
OG0001037	Praf.g_02249	Syar.g_00195
OG0001038	Praf.g_02277	Syar.g_00223
OG0001039	Praf.g_02280	Syar.g_00226
OG0001040	Praf.g_02283	Syar.g_00229
OG0001041	Praf.g_02288	Syar.g_00234
OG0001042	Praf.g_02316	Syar.g_00831
OG0001043	Praf.g_02318	Syar.g_00826
OG0001044	Praf.g_02055	Syar.g_01117
OG0001045	Praf.g_02044	Syar.g_01130
OG0001046	Praf.g_00495	Syar.g_02514
OG0001047	Praf.g_01986	Syar.g_01180
OG0001048	Praf.g_01985	Syar.g_01181
OG0001049	Praf.g_01982	Syar.g_02872
OG0001050	Praf.g_01981	Syar.g_02871
OG0001051	Praf.g_01980	Syar.g_02870
OG0001052	Praf.g_01911	Syar.g_01269
OG0001053	Praf.g_00598	Syar.g_01472
OG0001054	Praf.g_00615	Syar.g_01492
OG0001055	Praf.g_00636	Syar.g_01513
OG0001056	Praf.g_00665	Syar.g_02349
OG0001057	Praf.g_00675	Syar.g_02341
OG0001058	Praf.g_00689	Syar.g_02324
OG0001059	Praf.g_00693	Syar.g_00422
OG0001060	Praf.g_00700	Syar.g_02315
OG0001061	Praf.g_00717	Syar.g_02297
OG0001062	Praf.g_00719	Syar.g_02294
OG0001063	Praf.g_00723	Syar.g_02209
OG0001064	Praf.g_00724	Syar.g_02208
OG0001065	Praf.g_00725	Syar.g_02207
OG0001066	Praf.g_00726	Syar.g_02206
OG0001067	Praf.g_00728	Syar.g_02205
OG0001068	Praf.g_00729	Syar.g_02204
OG0001069	Praf.g_00730	Syar.g_02203
OG0001070	Praf.g_00734	Syar.g_02200
OG0001071	Praf.g_00735	Syar.g_02199
OG0001072	Praf.g_00738	Syar.g_02195
OG0001073	Praf.g_00758	Syar.g_02182
OG0001074	Praf.g_01659	Syar.g_02031
OG0001075	Praf.g_01661	Syar.g_02215
OG0001076	Praf.g_01669	Syar.g_02253
OG0001077	Praf.g_01680	Syar.g_02240
OG0001078	Praf.g_01693	Syar.g_02419
OG0001079	Praf.g_01713	Syar.g_02431
OG0001080	Praf.g_01722	Syar.g_02442
OG0001081	Praf.g_01728	Syar.g_02444
OG0001082	Praf.g_01729	Syar.g_02445
OG0001083	Praf.g_01737	Syar.g_02473
OG0001084	Praf.g_01738	Syar.g_02474
OG0001085	Praf.g_01749	Syar.g_01688
OG0001086	Praf.g_01751	Syar.g_01686
OG0001087	Praf.g_01225	Syar.g_02347
OG0001088	Praf.g_01221	Syar.g_00431
OG0001089	Praf.g_01124	Syar.g_01942
OG0001090	Praf.g_01303	Syar.g_01582
OG0001091	Praf.g_01305	Syar.g_01580
OG0001092	Praf.g_01307	Syar.g_01578
OG0001093	Praf.g_01311	Syar.g_01572
OG0001094	Praf.g_01524	Syar.g_02633
OG0001095	Praf.g_01543	Syar.g_02653
OG0001096	Praf.g_01560	Syar.g_02476
OG0001097	Praf.g_01602	Syar.g_01823
OG0001098	Praf.g_01444	Syar.g_01672
OG0001099	Praf.g_00222	Syar.g_00035
OG0001100	Praf.g_01454	Syar.g_01625
OG0001101	Praf.g_01455	Syar.g_01623
OG0001102	Praf.g_01458	Syar.g_01620
OG0001103	Praf.g_01460	Syar.g_01618
OG0001104	Praf.g_01511	Syar.g_02616
OG0001105	Praf.g_01506	Syar.g_02620
OG0001106	Praf.g_01404	Syar.g_02553
OG0001107	Praf.g_01394	Syar.g_02541
OG0001109	Praf.g_01385	Syar.g_02529
OG0001110	Praf.g_01382	Syar.g_02527
OG0001111	Praf.g_01380	Syar.g_02525
OG0001112	Praf.g_01378	Syar.g_02523
OG0001113	Praf.g_01377	Syar.g_02522
OG0001114	Praf.g_01376	Syar.g_02521
OG0001115	Praf.g_01374	Syar.g_02519
OG0001116	Praf.g_01372	Syar.g_02517
OG0001117	Praf.g_01371	Syar.g_02516
OG0001118	Praf.g_01370	Syar.g_02515
OG0001119	Praf.g_01369	Syar.g_02513
OG0001120	Praf.g_01366	Syar.g_02507
OG0001122	Praf.g_01340	Syar.g_01803
OG0001123	Praf.g_01333	Syar.g_01796
OG0001124	Praf.g_01331	Syar.g_01793
OG0001125	Praf.g_01329	Syar.g_01791
OG0001126	Praf.g_01287	Syar.g_01375
OG0001127	Praf.g_01286	Syar.g_01374
OG0001128	Praf.g_01283	Syar.g_01371
OG0001129	Praf.g_01281	Syar.g_01369
OG0001130	Praf.g_01280	Syar.g_01368
OG0001131	Praf.g_01296	Syar.g_02448
OG0001132	Praf.g_01652	Syar.g_00684
OG0001133	Praf.g_01671	Syar.g_02249
OG0001134	Praf.g_02690	Syar.g_02235
OG0001135	Praf.g_02692	Syar.g_02232
OG0001136	Praf.g_00852	Syar.g_01536
OG0001137	Praf.g_00872	Syar.g_01944
OG0001138	Praf.g_00923	Syar.g_01977
OG0001139	Praf.g_00925	Syar.g_01980
