Orthogroup	Prbb	Syat
OG0000560	Prbb.g_00558	Syat.g_00074
OG0000561	Prbb.g_00559	Syat.g_00073
OG0000562	Prbb.g_00560	Syat.g_00072
OG0000563	Prbb.g_00561	Syat.g_00071
OG0000564	Prbb.g_00562	Syat.g_00070
OG0000565	Prbb.g_00565	Syat.g_00067
OG0000566	Prbb.g_00567	Syat.g_00063
OG0000567	Prbb.g_00571	Syat.g_00059
OG0000568	Prbb.g_00572	Syat.g_00057
OG0000569	Prbb.g_00573	Syat.g_00056
OG0000570	Prbb.g_00574	Syat.g_00055
OG0000571	Prbb.g_00576	Syat.g_00052
OG0000572	Prbb.g_00587	Syat.g_00033
OG0000573	Prbb.g_00592	Syat.g_00024
OG0000574	Prbb.g_00594	Syat.g_00023
OG0000575	Prbb.g_00597	Syat.g_00018
OG0000576	Prbb.g_00599	Syat.g_00014
OG0000577	Prbb.g_00600	Syat.g_00013
OG0000578	Prbb.g_00601	Syat.g_00012
OG0000579	Prbb.g_00602	Syat.g_00011
OG0000580	Prbb.g_00603	Syat.g_00010
OG0000581	Prbb.g_00606	Syat.g_00003
OG0000582	Prbb.g_00609	Syat.g_03403
OG0000583	Prbb.g_00610	Syat.g_03404
OG0000584	Prbb.g_00611	Syat.g_03405
OG0000585	Prbb.g_00613	Syat.g_03408
OG0000586	Prbb.g_00614	Syat.g_03409
OG0000587	Prbb.g_00615	Syat.g_00001
OG0000588	Prbb.g_00619	Syat.g_00338
OG0000589	Prbb.g_00622	Syat.g_03318
OG0000590	Prbb.g_00623	Syat.g_03317
OG0000591	Prbb.g_00626	Syat.g_03308
OG0000592	Prbb.g_00627	Syat.g_03307
OG0000593	Prbb.g_00633	Syat.g_00113
OG0000594	Prbb.g_00634	Syat.g_00114
OG0000595	Prbb.g_00635	Syat.g_00115
OG0000596	Prbb.g_00639	Syat.g_00129
OG0000597	Prbb.g_00641	Syat.g_00132
OG0000598	Prbb.g_00642	Syat.g_00133
OG0000599	Prbb.g_00645	Syat.g_00381
OG0000600	Prbb.g_00646	Syat.g_00380
OG0000601	Prbb.g_00647	Syat.g_00379
OG0000602	Prbb.g_00649	Syat.g_00375
OG0000603	Prbb.g_00650	Syat.g_00374
OG0000604	Prbb.g_00651	Syat.g_00372
OG0000605	Prbb.g_00652	Syat.g_00370
OG0000606	Prbb.g_00655	Syat.g_00367
OG0000607	Prbb.g_00658	Syat.g_00364
OG0000608	Prbb.g_00659	Syat.g_00363
OG0000609	Prbb.g_00660	Syat.g_00344
OG0000610	Prbb.g_00667	Syat.g_00399
OG0000611	Prbb.g_00670	Syat.g_00402
OG0000612	Prbb.g_00671	Syat.g_00403
OG0000613	Prbb.g_00677	Syat.g_02129
OG0000614	Prbb.g_00700	Syat.g_01084
OG0000615	Prbb.g_00708	Syat.g_00442
OG0000616	Prbb.g_02176	Syat.g_02397
OG0000617	Prbb.g_00719	Syat.g_00665
OG0000618	Prbb.g_00720	Syat.g_00666
OG0000619	Prbb.g_00721	Syat.g_00667
OG0000620	Prbb.g_00724	Syat.g_02591
OG0000621	Prbb.g_00725	Syat.g_02590
OG0000622	Prbb.g_00726	Syat.g_02572
OG0000623	Prbb.g_00727	Syat.g_00672
OG0000624	Prbb.g_00729	Syat.g_00673
OG0000625	Prbb.g_00730	Syat.g_00674
OG0000626	Prbb.g_00731	Syat.g_00675
OG0000627	Prbb.g_00733	Syat.g_00641
OG0000628	Prbb.g_00734	Syat.g_00640
OG0000629	Prbb.g_00735	Syat.g_00637
OG0000630	Prbb.g_00738	Syat.g_00631
OG0000631	Prbb.g_00962	Syat.g_00624
OG0000632	Prbb.g_00963	Syat.g_00623
OG0000633	Prbb.g_00964	Syat.g_00622
OG0000634	Prbb.g_00779	Syat.g_00475
OG0000635	Prbb.g_00780	Syat.g_00476
OG0000636	Prbb.g_00782	Syat.g_00478
OG0000637	Prbb.g_00784	Syat.g_00480
OG0000638	Prbb.g_00785	Syat.g_00481
OG0000639	Prbb.g_00786	Syat.g_00482
OG0000640	Prbb.g_00787	Syat.g_00483
OG0000641	Prbb.g_00791	Syat.g_00488
OG0000642	Prbb.g_00792	Syat.g_00489
OG0000643	Prbb.g_00793	Syat.g_00494
OG0000644	Prbb.g_00794	Syat.g_00495
OG0000645	Prbb.g_00795	Syat.g_00496
OG0000646	Prbb.g_00798	Syat.g_00499
OG0000647	Prbb.g_00800	Syat.g_00501
OG0000648	Prbb.g_00802	Syat.g_00504
OG0000649	Prbb.g_00803	Syat.g_00505
OG0000650	Prbb.g_00804	Syat.g_00506
OG0000651	Prbb.g_00805	Syat.g_00507
OG0000652	Prbb.g_00806	Syat.g_00508
OG0000653	Prbb.g_00808	Syat.g_00510
OG0000654	Prbb.g_00809	Syat.g_00514
OG0000655	Prbb.g_00810	Syat.g_00515
OG0000656	Prbb.g_00813	Syat.g_00518
OG0000657	Prbb.g_00819	Syat.g_00720
OG0000658	Prbb.g_00821	Syat.g_00723
OG0000659	Prbb.g_00822	Syat.g_00724
OG0000660	Prbb.g_00827	Syat.g_00740
OG0000661	Prbb.g_00829	Syat.g_00742
OG0000662	Prbb.g_00831	Syat.g_00746
OG0000663	Prbb.g_00833	Syat.g_00749
OG0000664	Prbb.g_00834	Syat.g_00752
OG0000665	Prbb.g_00838	Syat.g_03302
OG0000666	Prbb.g_00839	Syat.g_01415
OG0000667	Prbb.g_00843	Syat.g_00958, Syat.g_03278
OG0000668	Prbb.g_00914	Syat.g_00710
OG0000669	Prbb.g_00922	Syat.g_00416
OG0000670	Prbb.g_00925	Syat.g_00419
OG0000671	Prbb.g_00927	Syat.g_00421
OG0000672	Prbb.g_00930	Syat.g_00424
OG0000673	Prbb.g_00933	Syat.g_00430
OG0000674	Prbb.g_00935	Syat.g_00432
OG0000675	Prbb.g_00936	Syat.g_00433
OG0000676	Prbb.g_00938	Syat.g_00436
OG0000677	Prbb.g_00939	Syat.g_00437
OG0000678	Prbb.g_00942	Syat.g_00439
OG0000679	Prbb.g_00946	Syat.g_00448
OG0000680	Prbb.g_00947	Syat.g_00449
OG0000681	Prbb.g_00950	Syat.g_00452
OG0000682	Prbb.g_00951	Syat.g_00453
OG0000683	Prbb.g_00952	Syat.g_00454
OG0000684	Prbb.g_00762	Syat.g_00457
OG0000685	Prbb.g_00764	Syat.g_02571
OG0000686	Prbb.g_00765	Syat.g_00459
OG0000687	Prbb.g_00766	Syat.g_00460
OG0000688	Prbb.g_00769	Syat.g_00463
OG0000689	Prbb.g_00770	Syat.g_00465
OG0000690	Prbb.g_00771	Syat.g_00466
OG0000691	Prbb.g_00772	Syat.g_00467
OG0000692	Prbb.g_00774	Syat.g_00469
OG0000693	Prbb.g_00775	Syat.g_00471
OG0000694	Prbb.g_00776	Syat.g_00472
OG0000695	Prbb.g_00966	Syat.g_00619
OG0000696	Prbb.g_00967	Syat.g_00618
OG0000697	Prbb.g_00968	Syat.g_00616
OG0000698	Prbb.g_00971	Syat.g_00613
OG0000699	Prbb.g_00972	Syat.g_00611
OG0000700	Prbb.g_00973	Syat.g_00610
OG0000701	Prbb.g_00974	Syat.g_00609
OG0000702	Prbb.g_00976	Syat.g_00606
OG0000703	Prbb.g_00977	Syat.g_00601
OG0000704	Prbb.g_00978	Syat.g_00599
OG0000705	Prbb.g_00984	Syat.g_00592
OG0000706	Prbb.g_00985	Syat.g_00591
OG0000707	Prbb.g_00986	Syat.g_00590
OG0000708	Prbb.g_00988	Syat.g_00587
OG0000709	Prbb.g_00992	Syat.g_00573
OG0000710	Prbb.g_00995	Syat.g_00567
OG0000711	Prbb.g_01010	Syat.g_00539
OG0000712	Prbb.g_01012	Syat.g_00537
OG0000713	Prbb.g_01013	Syat.g_00536
OG0000714	Prbb.g_01014	Syat.g_00532
OG0000715	Prbb.g_01016	Syat.g_00530
OG0000716	Prbb.g_01017	Syat.g_00527
OG0000717	Prbb.g_01018	Syat.g_00526
OG0000718	Prbb.g_01036	Syat.g_00522
OG0000719	Prbb.g_01037	Syat.g_00712
OG0000720	Prbb.g_01048	Syat.g_00699
OG0000721	Prbb.g_01049	Syat.g_00697
OG0000722	Prbb.g_01050	Syat.g_00696
OG0000723	Prbb.g_01054	Syat.g_00686
OG0000724	Prbb.g_01065	Syat.g_00782
OG0000725	Prbb.g_00891	Syat.g_00810
OG0000726	Prbb.g_00890	Syat.g_00811
OG0000727	Prbb.g_00889	Syat.g_00812
OG0000728	Prbb.g_00887	Syat.g_00814
OG0000729	Prbb.g_02071	Syat.g_02224
OG0000730	Prbb.g_00392	Syat.g_01617
OG0000731	Prbb.g_00400	Syat.g_01605
OG0000732	Prbb.g_02121	Syat.g_02290
OG0000733	Prbb.g_01888	Syat.g_03285
OG0000734	Prbb.g_01533	Syat.g_01579
OG0000735	Prbb.g_01531	Syat.g_03235
OG0000736	Prbb.g_01530	Syat.g_03236
OG0000737	Prbb.g_01529	Syat.g_03237
OG0000738	Prbb.g_01525	Syat.g_03251
OG0000739	Prbb.g_01524	Syat.g_03252
OG0000740	Prbb.g_01523	Syat.g_03253
OG0000741	Prbb.g_01521	Syat.g_03256
OG0000742	Prbb.g_01518	Syat.g_03259
OG0000743	Prbb.g_01516	Syat.g_03262
OG0000744	Prbb.g_01515	Syat.g_03263
OG0000745	Prbb.g_01513	Syat.g_03266
OG0000746	Prbb.g_01511	Syat.g_00314
OG0000747	Prbb.g_01510	Syat.g_00313
OG0000748	Prbb.g_01506	Syat.g_00305
OG0000749	Prbb.g_01505	Syat.g_00303
OG0000750	Prbb.g_01504	Syat.g_00302
OG0000751	Prbb.g_01501	Syat.g_00296
OG0000752	Prbb.g_01499	Syat.g_00294
OG0000753	Prbb.g_01497	Syat.g_00291
OG0000754	Prbb.g_01493	Syat.g_00250
OG0000755	Prbb.g_01488	Syat.g_00217
OG0000756	Prbb.g_01487	Syat.g_00216
OG0000757	Prbb.g_01480	Syat.g_00205
OG0000758	Prbb.g_01479	Syat.g_00204
OG0000759	Prbb.g_01478	Syat.g_00203
OG0000760	Prbb.g_01477	Syat.g_00202
OG0000761	Prbb.g_01476	Syat.g_00201
OG0000762	Prbb.g_01475	Syat.g_00199
OG0000763	Prbb.g_01473	Syat.g_00924
OG0000764	Prbb.g_01472	Syat.g_00923
OG0000765	Prbb.g_01463	Syat.g_00897
OG0000766	Prbb.g_01462	Syat.g_00896
OG0000767	Prbb.g_01461	Syat.g_00894
OG0000768	Prbb.g_01460	Syat.g_00893
OG0000769	Prbb.g_01458	Syat.g_00891
OG0000770	Prbb.g_01457	Syat.g_00886
OG0000771	Prbb.g_01060	Syat.g_00788
OG0000772	Prbb.g_01291	Syat.g_01768
OG0000773	Prbb.g_01577	Syat.g_01114
OG0000774	Prbb.g_01580	Syat.g_01146
OG0000775	Prbb.g_01581	Syat.g_01148
OG0000776	Prbb.g_01582	Syat.g_01149
OG0000777	Prbb.g_01583	Syat.g_01150
OG0000778	Prbb.g_01584	Syat.g_01151
OG0000779	Prbb.g_01588	Syat.g_01154
OG0000780	Prbb.g_01589	Syat.g_01157
OG0000781	Prbb.g_01592	Syat.g_01161
OG0000782	Prbb.g_01593	Syat.g_01162
OG0000783	Prbb.g_01594	Syat.g_01163
OG0000784	Prbb.g_01595	Syat.g_01164
OG0000785	Prbb.g_01597	Syat.g_01166
OG0000786	Prbb.g_01600	Syat.g_01170
OG0000787	Prbb.g_01601	Syat.g_01171
OG0000788	Prbb.g_00746	Syat.g_00087
OG0000789	Prbb.g_01057	Syat.g_00845
OG0000790	Prbb.g_01644	Syat.g_01300
OG0000791	Prbb.g_01646	Syat.g_01302
OG0000792	Prbb.g_01647	Syat.g_01303
OG0000793	Prbb.g_01650	Syat.g_01412
OG0000794	Prbb.g_01651	Syat.g_01414
OG0000795	Prbb.g_01652	Syat.g_01416
OG0000796	Prbb.g_01656	Syat.g_01422
OG0000797	Prbb.g_01657	Syat.g_01423
OG0000798	Prbb.g_00858	Syat.g_01214
OG0000799	Prbb.g_01668	Syat.g_01256
OG0000800	Prbb.g_01669	Syat.g_01255
OG0000801	Prbb.g_01670	Syat.g_01253
OG0000802	Prbb.g_01672	Syat.g_01245
OG0000803	Prbb.g_01674	Syat.g_01241
OG0000804	Prbb.g_01675	Syat.g_01238
OG0000805	Prbb.g_01677	Syat.g_01236
OG0000806	Prbb.g_01679	Syat.g_01234
OG0000807	Prbb.g_01680	Syat.g_01233
OG0000808	Prbb.g_01681	Syat.g_01232
OG0000809	Prbb.g_01684	Syat.g_01229
OG0000810	Prbb.g_01685	Syat.g_01228
OG0000811	Prbb.g_01689	Syat.g_01186
OG0000812	Prbb.g_01691	Syat.g_01182
OG0000813	Prbb.g_01692	Syat.g_01181
OG0000814	Prbb.g_01694	Syat.g_01179
OG0000815	Prbb.g_01695	Syat.g_01177
OG0000816	Prbb.g_01697	Syat.g_01175
OG0000817	Prbb.g_01698	Syat.g_01279
OG0000818	Prbb.g_01702	Syat.g_01325
OG0000819	Prbb.g_01703	Syat.g_01326
OG0000820	Prbb.g_01704	Syat.g_01327
OG0000821	Prbb.g_01707	Syat.g_01333
OG0000822	Prbb.g_01708	Syat.g_01335
OG0000823	Prbb.g_01709	Syat.g_01336
OG0000824	Prbb.g_01712	Syat.g_01342
OG0000825	Prbb.g_01713	Syat.g_01343
OG0000826	Prbb.g_01714	Syat.g_01344
OG0000827	Prbb.g_01715	Syat.g_01345
OG0000828	Prbb.g_01718	Syat.g_01348
OG0000829	Prbb.g_01719	Syat.g_01349
OG0000830	Prbb.g_01720	Syat.g_01350
OG0000831	Prbb.g_01722	Syat.g_01353
OG0000832	Prbb.g_01732	Syat.g_02982
OG0000833	Prbb.g_01740	Syat.g_03072
OG0000834	Prbb.g_01741	Syat.g_03073
OG0000835	Prbb.g_01742	Syat.g_03075
OG0000836	Prbb.g_01744	Syat.g_03078
OG0000837	Prbb.g_01745	Syat.g_03079
OG0000838	Prbb.g_01747	Syat.g_03083
OG0000839	Prbb.g_01748	Syat.g_03084
OG0000840	Prbb.g_01749	Syat.g_03085
OG0000841	Prbb.g_01750	Syat.g_03086
OG0000842	Prbb.g_01751	Syat.g_03087
OG0000843	Prbb.g_01752	Syat.g_03088
OG0000844	Prbb.g_01753	Syat.g_03090
OG0000845	Prbb.g_01754	Syat.g_03091
OG0000846	Prbb.g_01755	Syat.g_03092
OG0000847	Prbb.g_01756	Syat.g_03093
OG0000848	Prbb.g_01757	Syat.g_03095
OG0000849	Prbb.g_01758	Syat.g_03096
OG0000850	Prbb.g_01760	Syat.g_03098
OG0000851	Prbb.g_01761	Syat.g_03101
OG0000852	Prbb.g_01762	Syat.g_03102
OG0000853	Prbb.g_01767	Syat.g_03106
OG0000854	Prbb.g_01769	Syat.g_03108
OG0000855	Prbb.g_01770	Syat.g_03109
OG0000856	Prbb.g_01659	Syat.g_03305
OG0000857	Prbb.g_00799	Syat.g_00500
OG0000858	Prbb.g_01817	Syat.g_03114
OG0000859	Prbb.g_01818	Syat.g_03115
OG0000860	Prbb.g_01825	Syat.g_03126
OG0000861	Prbb.g_01826	Syat.g_03127
OG0000862	Prbb.g_01827	Syat.g_03136
OG0000863	Prbb.g_01828	Syat.g_03138
OG0000864	Prbb.g_01829	Syat.g_03139
OG0000865	Prbb.g_01830	Syat.g_03140
OG0000866	Prbb.g_01831	Syat.g_03141
OG0000867	Prbb.g_01832	Syat.g_03142
OG0000868	Prbb.g_01833	Syat.g_03067
OG0000869	Prbb.g_01836	Syat.g_03054
OG0000870	Prbb.g_01841	Syat.g_03049
OG0000871	Prbb.g_01842	Syat.g_03048
OG0000872	Prbb.g_01843	Syat.g_03042
OG0000873	Prbb.g_01846	Syat.g_03039
OG0000874	Prbb.g_01849	Syat.g_03037
OG0000875	Prbb.g_01851	Syat.g_03035
OG0000876	Prbb.g_01852	Syat.g_00745
OG0000877	Prbb.g_01854	Syat.g_03024
OG0000878	Prbb.g_01855	Syat.g_03023
OG0000879	Prbb.g_01856	Syat.g_03022
OG0000880	Prbb.g_01857	Syat.g_03021
OG0000881	Prbb.g_01860	Syat.g_03016
OG0000882	Prbb.g_01865	Syat.g_03011
OG0000883	Prbb.g_01867	Syat.g_03007
OG0000884	Prbb.g_01869	Syat.g_03005
OG0000885	Prbb.g_01870	Syat.g_03004
OG0000886	Prbb.g_01871	Syat.g_03003
OG0000887	Prbb.g_01872	Syat.g_03002
OG0000888	Prbb.g_01874	Syat.g_03000
OG0000889	Prbb.g_01876	Syat.g_02997
OG0000890	Prbb.g_01877	Syat.g_02994
OG0000891	Prbb.g_01878	Syat.g_02993
OG0000892	Prbb.g_01880	Syat.g_02992
OG0000893	Prbb.g_01922	Syat.g_01864
OG0000894	Prbb.g_01925	Syat.g_01860
OG0000895	Prbb.g_01928	Syat.g_01856
OG0000896	Prbb.g_01929	Syat.g_01855
OG0000897	Prbb.g_01931	Syat.g_01853
OG0000898	Prbb.g_01932	Syat.g_01852
OG0000899	Prbb.g_01933	Syat.g_01851
OG0000900	Prbb.g_01934	Syat.g_01850
OG0000901	Prbb.g_01937	Syat.g_01845
OG0000902	Prbb.g_01939	Syat.g_01843
OG0000903	Prbb.g_01948	Syat.g_01830
OG0000904	Prbb.g_01943	Syat.g_01834
OG0000905	Prbb.g_01941	Syat.g_01839
OG0000906	Prbb.g_01940	Syat.g_01841
OG0000907	Prbb.g_01958	Syat.g_01828
OG0000908	Prbb.g_01961	Syat.g_01825
OG0000909	Prbb.g_01962	Syat.g_01824
OG0000910	Prbb.g_01963	Syat.g_01823
OG0000911	Prbb.g_01965	Syat.g_01821
OG0000912	Prbb.g_01966	Syat.g_01820
OG0000913	Prbb.g_01967	Syat.g_01819
OG0000914	Prbb.g_01968	Syat.g_01818
OG0000915	Prbb.g_01969	Syat.g_01816
OG0000916	Prbb.g_01970	Syat.g_01815
OG0000917	Prbb.g_01971	Syat.g_01814
OG0000918	Prbb.g_01972	Syat.g_01813
OG0000919	Prbb.g_01973	Syat.g_01812
OG0000920	Prbb.g_01974	Syat.g_01811
OG0000921	Prbb.g_01975	Syat.g_01810
OG0000922	Prbb.g_01976	Syat.g_01809
OG0000923	Prbb.g_01980	Syat.g_01805
OG0000924	Prbb.g_01981	Syat.g_01804
OG0000925	Prbb.g_01982	Syat.g_01803
OG0000926	Prbb.g_01983	Syat.g_01802
OG0000927	Prbb.g_01985	Syat.g_01800
OG0000928	Prbb.g_01986	Syat.g_01799
OG0000929	Prbb.g_01987	Syat.g_01798
OG0000930	Prbb.g_01988	Syat.g_01797
OG0000931	Prbb.g_01989	Syat.g_01796
OG0000932	Prbb.g_01990	Syat.g_01794
OG0000933	Prbb.g_01994	Syat.g_01788
OG0000934	Prbb.g_01996	Syat.g_01786
OG0000935	Prbb.g_01997	Syat.g_01665
OG0000936	Prbb.g_01998	Syat.g_01664
OG0000937	Prbb.g_01999	Syat.g_01663
OG0000938	Prbb.g_02002	Syat.g_01659
OG0000939	Prbb.g_02003	Syat.g_01658
OG0000940	Prbb.g_02010	Syat.g_01651
OG0000941	Prbb.g_02012	Syat.g_01649
OG0000942	Prbb.g_02014	Syat.g_01647
OG0000943	Prbb.g_02015	Syat.g_01646
OG0000944	Prbb.g_02017	Syat.g_01644
OG0000945	Prbb.g_02018	Syat.g_01643
OG0000946	Prbb.g_02024	Syat.g_01633
OG0000947	Prbb.g_02026	Syat.g_01630
OG0000948	Prbb.g_02027	Syat.g_01629
OG0000949	Prbb.g_02030	Syat.g_02142
OG0000950	Prbb.g_02035	Syat.g_02152
OG0000951	Prbb.g_02039	Syat.g_02157
OG0000952	Prbb.g_02043	Syat.g_02162
OG0000953	Prbb.g_02047	Syat.g_02166
OG0000954	Prbb.g_02051	Syat.g_02187
OG0000955	Prbb.g_02052	Syat.g_02188
OG0000956	Prbb.g_02054	Syat.g_02191
OG0000957	Prbb.g_02059	Syat.g_02204
OG0000958	Prbb.g_02060	Syat.g_02205
OG0000959	Prbb.g_02064	Syat.g_02212
OG0000960	Prbb.g_02065	Syat.g_02213
OG0000961	Prbb.g_02068	Syat.g_02873
OG0000962	Prbb.g_02070	Syat.g_02223
OG0000963	Prbb.g_02075	Syat.g_02226
OG0000964	Prbb.g_02076	Syat.g_02227
OG0000965	Prbb.g_02077	Syat.g_02228
OG0000966	Prbb.g_02099	Syat.g_02259
OG0000967	Prbb.g_02103	Syat.g_02263
OG0000968	Prbb.g_02105	Syat.g_02269
OG0000969	Prbb.g_02106	Syat.g_02271
OG0000970	Prbb.g_02107	Syat.g_02272
OG0000971	Prbb.g_02108	Syat.g_02274
OG0000972	Prbb.g_02109	Syat.g_02275
OG0000973	Prbb.g_02110	Syat.g_02276
OG0000974	Prbb.g_02111	Syat.g_02277
OG0000975	Prbb.g_02112	Syat.g_02278
OG0000976	Prbb.g_02113	Syat.g_02279
OG0000977	Prbb.g_02114	Syat.g_02281
OG0000978	Prbb.g_02115	Syat.g_02283
OG0000979	Prbb.g_02118	Syat.g_02286
OG0000980	Prbb.g_02120	Syat.g_02289
OG0000981	Prbb.g_02123	Syat.g_02292
OG0000982	Prbb.g_02125	Syat.g_02691
OG0000983	Prbb.g_02126	Syat.g_02690
OG0000984	Prbb.g_02127	Syat.g_02689
OG0000985	Prbb.g_02130	Syat.g_02685
OG0000986	Prbb.g_02132	Syat.g_02680
OG0000987	Prbb.g_02133	Syat.g_02678
OG0000988	Prbb.g_02136	Syat.g_02672
OG0000989	Prbb.g_02140	Syat.g_02657
OG0000990	Prbb.g_02145	Syat.g_02500
OG0000991	Prbb.g_02146	Syat.g_02503
OG0000992	Prbb.g_02149	Syat.g_02507
OG0000993	Prbb.g_02150	Syat.g_02508
OG0000994	Prbb.g_02151	Syat.g_02512
OG0000995	Prbb.g_02155	Syat.g_02517
OG0000996	Prbb.g_02156	Syat.g_02446
OG0000997	Prbb.g_02164	Syat.g_02417
OG0000998	Prbb.g_02166	Syat.g_02415
OG0000999	Prbb.g_02167	Syat.g_02414
OG0001001	Prbb.g_02173	Syat.g_02400
OG0001002	Prbb.g_02178	Syat.g_02394
OG0001003	Prbb.g_02180	Syat.g_02392
OG0001004	Prbb.g_02181	Syat.g_02391
OG0001005	Prbb.g_02182	Syat.g_02390
OG0001006	Prbb.g_02187	Syat.g_02378
OG0001007	Prbb.g_02189	Syat.g_02376
OG0001008	Prbb.g_00442	Syat.g_02971
OG0001009	Prbb.g_00028	Syat.g_02311
OG0001010	Prbb.g_00029	Syat.g_02310
OG0001011	Prbb.g_00030	Syat.g_02308
OG0001012	Prbb.g_00058	Syat.g_01004
OG0001013	Prbb.g_00063	Syat.g_02716
OG0001014	Prbb.g_00066	Syat.g_02721
OG0001015	Prbb.g_00067	Syat.g_02722
OG0001016	Prbb.g_00128	Syat.g_01474
OG0001017	Prbb.g_00132	Syat.g_01480
OG0001018	Prbb.g_00135	Syat.g_01482
OG0001019	Prbb.g_00144	Syat.g_01532
OG0001020	Prbb.g_00145	Syat.g_01539
OG0001021	Prbb.g_00146	Syat.g_01552
OG0001022	Prbb.g_00149	Syat.g_01555
OG0001023	Prbb.g_00150	Syat.g_01556
OG0001024	Prbb.g_00153	Syat.g_01560
OG0001025	Prbb.g_00160	Syat.g_01566
OG0001026	Prbb.g_00168	Syat.g_01582
OG0001027	Prbb.g_00169	Syat.g_02947
OG0001028	Prbb.g_00171	Syat.g_02944
OG0001029	Prbb.g_00173	Syat.g_02942
OG0001030	Prbb.g_00189	Syat.g_02922
OG0001031	Prbb.g_00243	Syat.g_02836
OG0001032	Prbb.g_00244	Syat.g_02834
OG0001033	Prbb.g_00264	Syat.g_02784
OG0001034	Prbb.g_00293	Syat.g_01448
OG0001035	Prbb.g_00310	Syat.g_01885
OG0001036	Prbb.g_00314	Syat.g_01939
OG0001037	Prbb.g_00315	Syat.g_01941
OG0001038	Prbb.g_00331	Syat.g_02058
OG0001040	Prbb.g_00335	Syat.g_02064
OG0001041	Prbb.g_00339	Syat.g_02070
OG0001042	Prbb.g_00355	Syat.g_02100
OG0001043	Prbb.g_00356	Syat.g_02103
OG0001044	Prbb.g_00393	Syat.g_01615
OG0001045	Prbb.g_00402	Syat.g_01602
OG0001046	Prbb.g_01124	Syat.g_00552
OG0001047	Prbb.g_00444	Syat.g_02973
OG0001048	Prbb.g_00445	Syat.g_02974
OG0001049	Prbb.g_00447	Syat.g_01290
OG0001050	Prbb.g_00448	Syat.g_01289
OG0001051	Prbb.g_00449	Syat.g_01288
OG0001052	Prbb.g_00475	Syat.g_01375
OG0001053	Prbb.g_00488	Syat.g_03173
OG0001054	Prbb.g_00502	Syat.g_03192
OG0001055	Prbb.g_00521	Syat.g_03224
OG0001056	Prbb.g_00539	Syat.g_03275
OG0001057	Prbb.g_00544	Syat.g_00102
OG0001058	Prbb.g_00553	Syat.g_00079
OG0001059	Prbb.g_00557	Syat.g_00075
OG0001061	Prbb.g_00577	Syat.g_00051
OG0001062	Prbb.g_00579	Syat.g_00048
OG0001063	Prbb.g_00580	Syat.g_00042
OG0001064	Prbb.g_00581	Syat.g_00041
OG0001065	Prbb.g_00582	Syat.g_00040
OG0001066	Prbb.g_00583	Syat.g_00039
OG0001067	Prbb.g_00584	Syat.g_00038
OG0001068	Prbb.g_00585	Syat.g_00037
OG0001069	Prbb.g_00586	Syat.g_00036
OG0001070	Prbb.g_00588	Syat.g_00032
OG0001071	Prbb.g_00589	Syat.g_00031
OG0001072	Prbb.g_00590	Syat.g_00028
OG0001073	Prbb.g_00604	Syat.g_00009
OG0001074	Prbb.g_00616	Syat.g_01015
OG0001075	Prbb.g_00617	Syat.g_01037
OG0001076	Prbb.g_00624	Syat.g_03315
OG0001077	Prbb.g_00629	Syat.g_03290
OG0001078	Prbb.g_00637	Syat.g_00118
OG0001079	Prbb.g_00648	Syat.g_00378
OG0001080	Prbb.g_00654	Syat.g_00368
OG0001081	Prbb.g_00656	Syat.g_00366
OG0001082	Prbb.g_00657	Syat.g_00365
OG0001083	Prbb.g_00662	Syat.g_00390
OG0001084	Prbb.g_00664	Syat.g_00391
OG0001085	Prbb.g_00674	Syat.g_00408
OG0001086	Prbb.g_00675	Syat.g_00410
OG0001087	Prbb.g_00694	Syat.g_03277
OG0001088	Prbb.g_00695	Syat.g_02496
OG0001089	Prbb.g_00705	Syat.g_00818
OG0001090	Prbb.g_00714	Syat.g_00659
OG0001091	Prbb.g_00716	Syat.g_00661
OG0001092	Prbb.g_00717	Syat.g_00663
OG0001093	Prbb.g_00722	Syat.g_00669
OG0001094	Prbb.g_00777	Syat.g_00473
OG0001095	Prbb.g_00796	Syat.g_00497
OG0001096	Prbb.g_00811	Syat.g_00516
OG0001097	Prbb.g_00830	Syat.g_00743
OG0001098	Prbb.g_00847	Syat.g_01672
OG0001099	Prbb.g_00917	Syat.g_02943
OG0001100	Prbb.g_00924	Syat.g_00418
OG0001101	Prbb.g_00926	Syat.g_00420
OG0001102	Prbb.g_00929	Syat.g_00423
OG0001103	Prbb.g_00931	Syat.g_00425
OG0001104	Prbb.g_00763	Syat.g_00458
OG0001105	Prbb.g_00767	Syat.g_00461
OG0001106	Prbb.g_00979	Syat.g_00598
OG0001107	Prbb.g_00989	Syat.g_00580
OG0001108	Prbb.g_00993	Syat.g_00570
OG0001109	Prbb.g_00994	Syat.g_00568
OG0001110	Prbb.g_00996	Syat.g_00566
OG0001111	Prbb.g_00997	Syat.g_00564
OG0001112	Prbb.g_00998	Syat.g_00562
OG0001113	Prbb.g_00999	Syat.g_00561
OG0001114	Prbb.g_01000	Syat.g_00560
OG0001115	Prbb.g_01002	Syat.g_00557
OG0001116	Prbb.g_01003	Syat.g_00555
OG0001117	Prbb.g_01004	Syat.g_00554
OG0001118	Prbb.g_01005	Syat.g_00553
OG0001119	Prbb.g_01006	Syat.g_00551
OG0001120	Prbb.g_01007	Syat.g_00546
OG0001122	Prbb.g_01038	Syat.g_00711
