Orthogroup	Prbb	Syae
OG0000558	Prbb.g_00551	Syae.g_02400
OG0000559	Prbb.g_00555	Syae.g_02404
OG0000560	Prbb.g_00558	Syae.g_02407
OG0000561	Prbb.g_00559	Syae.g_02408
OG0000562	Prbb.g_00560	Syae.g_02409
OG0000563	Prbb.g_00561	Syae.g_02410
OG0000564	Prbb.g_00562	Syae.g_02411
OG0000565	Prbb.g_00565	Syae.g_02414
OG0000566	Prbb.g_00567	Syae.g_02418
OG0000567	Prbb.g_00571	Syae.g_02422
OG0000568	Prbb.g_00572	Syae.g_02427
OG0000569	Prbb.g_00573	Syae.g_02428
OG0000570	Prbb.g_00574	Syae.g_02429
OG0000571	Prbb.g_00576	Syae.g_02433
OG0000572	Prbb.g_00587	Syae.g_02448
OG0000573	Prbb.g_00592	Syae.g_02456
OG0000574	Prbb.g_00594	Syae.g_02457
OG0000575	Prbb.g_00597	Syae.g_02461
OG0000576	Prbb.g_00599	Syae.g_02463
OG0000577	Prbb.g_00600	Syae.g_02464
OG0000578	Prbb.g_00601	Syae.g_02465
OG0000579	Prbb.g_00602	Syae.g_02466
OG0000580	Prbb.g_00603	Syae.g_02467
OG0000581	Prbb.g_00606	Syae.g_02473
OG0000582	Prbb.g_00609	Syae.g_00018
OG0000583	Prbb.g_00610	Syae.g_00019
OG0000584	Prbb.g_00611	Syae.g_00020
OG0000585	Prbb.g_00613	Syae.g_00022
OG0000586	Prbb.g_00614	Syae.g_00023
OG0000587	Prbb.g_00615	Syae.g_00025
OG0000588	Prbb.g_00619	Syae.g_00043
OG0000589	Prbb.g_00622	Syae.g_00047
OG0000590	Prbb.g_00623	Syae.g_00048
OG0000591	Prbb.g_00626	Syae.g_00056
OG0000592	Prbb.g_00627	Syae.g_00057
OG0000593	Prbb.g_00633	Syae.g_00070
OG0000594	Prbb.g_00634	Syae.g_00071
OG0000595	Prbb.g_00635	Syae.g_00072
OG0000596	Prbb.g_00639	Syae.g_00077
OG0000597	Prbb.g_00641	Syae.g_00080
OG0000598	Prbb.g_00642	Syae.g_00081
OG0000599	Prbb.g_00645	Syae.g_00084
OG0000600	Prbb.g_00646	Syae.g_00085
OG0000601	Prbb.g_00647	Syae.g_00086
OG0000602	Prbb.g_00649	Syae.g_00091
OG0000603	Prbb.g_00650	Syae.g_00092
OG0000604	Prbb.g_00651	Syae.g_00095
OG0000605	Prbb.g_00652	Syae.g_00260
OG0000606	Prbb.g_00655	Syae.g_00616
OG0000607	Prbb.g_00658	Syae.g_00613
OG0000608	Prbb.g_00659	Syae.g_00612
OG0000609	Prbb.g_00660	Syae.g_00610
OG0000610	Prbb.g_00667	Syae.g_00601
OG0000611	Prbb.g_00670	Syae.g_00598
OG0000612	Prbb.g_00671	Syae.g_00597
OG0000613	Prbb.g_00677	Syae.g_01910
OG0000614	Prbb.g_00700	Syae.g_00765
OG0000615	Prbb.g_00708	Syae.g_00557
OG0000616	Prbb.g_02176	Syae.g_01696
OG0000617	Prbb.g_00719	Syae.g_00464
OG0000618	Prbb.g_00720	Syae.g_00463
OG0000619	Prbb.g_00721	Syae.g_00462
OG0000620	Prbb.g_00724	Syae.g_00456
OG0000621	Prbb.g_00725	Syae.g_00455
OG0000622	Prbb.g_00726	Syae.g_00454
OG0000623	Prbb.g_00727	Syae.g_00453
OG0000624	Prbb.g_00729	Syae.g_00451
OG0000625	Prbb.g_00730	Syae.g_00450
OG0000626	Prbb.g_00731	Syae.g_00449
OG0000627	Prbb.g_00733	Syae.g_00299
OG0000628	Prbb.g_00734	Syae.g_00300
OG0000629	Prbb.g_00735	Syae.g_00303
OG0000630	Prbb.g_00738	Syae.g_00310
OG0000631	Prbb.g_00962	Syae.g_00317
OG0000632	Prbb.g_00963	Syae.g_00318
OG0000633	Prbb.g_00964	Syae.g_00320
OG0000634	Prbb.g_00779	Syae.g_00525
OG0000635	Prbb.g_00780	Syae.g_00524
OG0000636	Prbb.g_00782	Syae.g_00522
OG0000637	Prbb.g_00784	Syae.g_00520
OG0000638	Prbb.g_00785	Syae.g_00519
OG0000639	Prbb.g_00786	Syae.g_00518
OG0000640	Prbb.g_00787	Syae.g_00517
OG0000641	Prbb.g_00791	Syae.g_00513
OG0000642	Prbb.g_00792	Syae.g_00512
OG0000643	Prbb.g_00793	Syae.g_00510
OG0000644	Prbb.g_00794	Syae.g_00509
OG0000645	Prbb.g_00795	Syae.g_00507
OG0000646	Prbb.g_00798	Syae.g_00504
OG0000647	Prbb.g_00800	Syae.g_00502
OG0000648	Prbb.g_00802	Syae.g_00499
OG0000649	Prbb.g_00803	Syae.g_00498
OG0000650	Prbb.g_00804	Syae.g_00497
OG0000651	Prbb.g_00805	Syae.g_00496
OG0000652	Prbb.g_00806	Syae.g_00495
OG0000653	Prbb.g_00808	Syae.g_00493
OG0000654	Prbb.g_00809	Syae.g_00492
OG0000655	Prbb.g_00810	Syae.g_00491
OG0000656	Prbb.g_00813	Syae.g_00488
OG0000657	Prbb.g_00819	Syae.g_00834
OG0000658	Prbb.g_00821	Syae.g_00837
OG0000659	Prbb.g_00822	Syae.g_00838
OG0000660	Prbb.g_00827	Syae.g_00842
OG0000661	Prbb.g_00829	Syae.g_00844
OG0000662	Prbb.g_00831	Syae.g_00846
OG0000663	Prbb.g_00833	Syae.g_00849
OG0000664	Prbb.g_00834	Syae.g_00850
OG0000665	Prbb.g_00838	Syae.g_00121
OG0000666	Prbb.g_00839	Syae.g_00258
OG0000667	Prbb.g_00843	Syae.g_02056
OG0000668	Prbb.g_00914	Syae.g_00418
OG0000669	Prbb.g_00922	Syae.g_00585
OG0000670	Prbb.g_00925	Syae.g_00582
OG0000671	Prbb.g_00927	Syae.g_00580
OG0000672	Prbb.g_00930	Syae.g_00577
OG0000673	Prbb.g_00933	Syae.g_00574
OG0000674	Prbb.g_00935	Syae.g_00572
OG0000675	Prbb.g_00936	Syae.g_00571
OG0000676	Prbb.g_00938	Syae.g_00569
OG0000677	Prbb.g_00939	Syae.g_00568
OG0000678	Prbb.g_00942	Syae.g_00564
OG0000679	Prbb.g_00946	Syae.g_00555
OG0000680	Prbb.g_00947	Syae.g_00554
OG0000681	Prbb.g_00950	Syae.g_00551
OG0000682	Prbb.g_00951	Syae.g_00550
OG0000683	Prbb.g_00952	Syae.g_00549
OG0000684	Prbb.g_00762	Syae.g_00545
OG0000685	Prbb.g_00764	Syae.g_00543
OG0000686	Prbb.g_00765	Syae.g_00542
OG0000687	Prbb.g_00766	Syae.g_00541
OG0000688	Prbb.g_00769	Syae.g_00536
OG0000689	Prbb.g_00770	Syae.g_00534
OG0000690	Prbb.g_00771	Syae.g_00533
OG0000691	Prbb.g_00772	Syae.g_00532
OG0000692	Prbb.g_00774	Syae.g_00531
OG0000693	Prbb.g_00775	Syae.g_00529
OG0000694	Prbb.g_00776	Syae.g_00528
OG0000695	Prbb.g_00966	Syae.g_00322
OG0000696	Prbb.g_00967	Syae.g_00323
OG0000697	Prbb.g_00968	Syae.g_00325
OG0000698	Prbb.g_00971	Syae.g_00328
OG0000699	Prbb.g_00972	Syae.g_00330
OG0000700	Prbb.g_00973	Syae.g_00331
OG0000701	Prbb.g_00974	Syae.g_00332
OG0000702	Prbb.g_00976	Syae.g_00341
OG0000703	Prbb.g_00977	Syae.g_00342
OG0000704	Prbb.g_00978	Syae.g_00345
OG0000705	Prbb.g_00984	Syae.g_00352
OG0000706	Prbb.g_00985	Syae.g_00353
OG0000707	Prbb.g_00986	Syae.g_00354
OG0000708	Prbb.g_00988	Syae.g_00357
OG0000709	Prbb.g_00992	Syae.g_00365
OG0000710	Prbb.g_00995	Syae.g_00369
OG0000711	Prbb.g_01010	Syae.g_00398
OG0000712	Prbb.g_01012	Syae.g_00400
OG0000713	Prbb.g_01013	Syae.g_00401
OG0000714	Prbb.g_01014	Syae.g_00403
OG0000715	Prbb.g_01016	Syae.g_00405
OG0000716	Prbb.g_01017	Syae.g_00409
OG0000717	Prbb.g_01018	Syae.g_00410
OG0000718	Prbb.g_01036	Syae.g_00414
OG0000719	Prbb.g_01037	Syae.g_00416
OG0000720	Prbb.g_01048	Syae.g_00429
OG0000721	Prbb.g_01049	Syae.g_00431
OG0000722	Prbb.g_01050	Syae.g_00432
OG0000723	Prbb.g_01054	Syae.g_00445
OG0000724	Prbb.g_01065	Syae.g_00799
OG0000725	Prbb.g_00891	Syae.g_00789
OG0000726	Prbb.g_00890	Syae.g_00788
OG0000727	Prbb.g_00889	Syae.g_00787
OG0000728	Prbb.g_00887	Syae.g_00785
OG0000729	Prbb.g_02071	Syae.g_01819
OG0000730	Prbb.g_00392	Syae.g_02189
OG0000731	Prbb.g_00400	Syae.g_02201
OG0000732	Prbb.g_02121	Syae.g_01764
OG0000733	Prbb.g_01888	Syae.g_01599
OG0000734	Prbb.g_01533	Syae.g_01371
OG0000735	Prbb.g_01531	Syae.g_00942
OG0000736	Prbb.g_01530	Syae.g_00941
OG0000737	Prbb.g_01529	Syae.g_00940
OG0000738	Prbb.g_01525	Syae.g_00935
OG0000739	Prbb.g_01524	Syae.g_00928
OG0000740	Prbb.g_01523	Syae.g_00927
OG0000741	Prbb.g_01521	Syae.g_00924
OG0000742	Prbb.g_01518	Syae.g_00922
OG0000743	Prbb.g_01516	Syae.g_00920
OG0000744	Prbb.g_01515	Syae.g_00919
OG0000745	Prbb.g_01513	Syae.g_00917
OG0000746	Prbb.g_01511	Syae.g_00915
OG0000747	Prbb.g_01510	Syae.g_00914
OG0000748	Prbb.g_01506	Syae.g_00902
OG0000749	Prbb.g_01505	Syae.g_00900
OG0000750	Prbb.g_01504	Syae.g_00899
OG0000751	Prbb.g_01501	Syae.g_00892
OG0000752	Prbb.g_01499	Syae.g_00890
OG0000753	Prbb.g_01497	Syae.g_00887
OG0000754	Prbb.g_01493	Syae.g_00641
OG0000755	Prbb.g_01488	Syae.g_00651
OG0000756	Prbb.g_01487	Syae.g_00652
OG0000757	Prbb.g_01480	Syae.g_00661
OG0000758	Prbb.g_01479	Syae.g_00662
OG0000759	Prbb.g_01478	Syae.g_00663
OG0000760	Prbb.g_01477	Syae.g_00664
OG0000761	Prbb.g_01476	Syae.g_00668
OG0000762	Prbb.g_01475	Syae.g_00672
OG0000763	Prbb.g_01473	Syae.g_00676
OG0000764	Prbb.g_01472	Syae.g_00677
OG0000765	Prbb.g_01463	Syae.g_00695
OG0000766	Prbb.g_01462	Syae.g_00696
OG0000767	Prbb.g_01461	Syae.g_00698
OG0000768	Prbb.g_01460	Syae.g_00699
OG0000769	Prbb.g_01458	Syae.g_00701
OG0000770	Prbb.g_01457	Syae.g_00704
OG0000771	Prbb.g_01060	Syae.g_00805
OG0000772	Prbb.g_01291	Syae.g_00168
OG0000773	Prbb.g_01577	Syae.g_00947
OG0000774	Prbb.g_01580	Syae.g_00951
OG0000775	Prbb.g_01581	Syae.g_00954
OG0000776	Prbb.g_01582	Syae.g_00955
OG0000777	Prbb.g_01583	Syae.g_00956
OG0000778	Prbb.g_01584	Syae.g_00957
OG0000779	Prbb.g_01588	Syae.g_00963
OG0000780	Prbb.g_01589	Syae.g_00967
OG0000781	Prbb.g_01592	Syae.g_00971
OG0000782	Prbb.g_01593	Syae.g_00972
OG0000783	Prbb.g_01594	Syae.g_00973
OG0000784	Prbb.g_01595	Syae.g_00974
OG0000785	Prbb.g_01597	Syae.g_00976
OG0000786	Prbb.g_01600	Syae.g_02477
OG0000787	Prbb.g_01601	Syae.g_02476
OG0000788	Prbb.g_00746	Syae.g_00087
OG0000789	Prbb.g_01057	Syae.g_00281
OG0000790	Prbb.g_01644	Syae.g_02294
OG0000791	Prbb.g_01646	Syae.g_02292
OG0000792	Prbb.g_01647	Syae.g_02291
OG0000793	Prbb.g_01650	Syae.g_02286
OG0000794	Prbb.g_01651	Syae.g_02285
OG0000795	Prbb.g_01652	Syae.g_02284
OG0000796	Prbb.g_01656	Syae.g_02280
OG0000797	Prbb.g_01657	Syae.g_02279
OG0000798	Prbb.g_00858	Syae.g_01205
OG0000799	Prbb.g_01668	Syae.g_00010
OG0000800	Prbb.g_01669	Syae.g_00009
OG0000801	Prbb.g_01670	Syae.g_00008
OG0000802	Prbb.g_01672	Syae.g_02686
OG0000803	Prbb.g_01674	Syae.g_02680
OG0000804	Prbb.g_01675	Syae.g_02677
OG0000805	Prbb.g_01677	Syae.g_02663
OG0000806	Prbb.g_01679	Syae.g_02661
OG0000807	Prbb.g_01680	Syae.g_02659
OG0000808	Prbb.g_01681	Syae.g_02658
OG0000809	Prbb.g_01684	Syae.g_02655
OG0000810	Prbb.g_01685	Syae.g_02654
OG0000811	Prbb.g_01689	Syae.g_02648
OG0000812	Prbb.g_01691	Syae.g_02646
OG0000813	Prbb.g_01692	Syae.g_02645
OG0000814	Prbb.g_01694	Syae.g_02643
OG0000815	Prbb.g_01695	Syae.g_02642
OG0000816	Prbb.g_01697	Syae.g_02641
OG0000817	Prbb.g_01698	Syae.g_02640
OG0000818	Prbb.g_01702	Syae.g_02634
OG0000819	Prbb.g_01703	Syae.g_02633
OG0000820	Prbb.g_01704	Syae.g_02632
OG0000821	Prbb.g_01707	Syae.g_02626
OG0000822	Prbb.g_01708	Syae.g_02624
OG0000823	Prbb.g_01709	Syae.g_02623
OG0000824	Prbb.g_01712	Syae.g_02617
OG0000825	Prbb.g_01713	Syae.g_02616
OG0000826	Prbb.g_01714	Syae.g_02615
OG0000827	Prbb.g_01715	Syae.g_02614
OG0000828	Prbb.g_01718	Syae.g_02612
OG0000829	Prbb.g_01719	Syae.g_02611
OG0000830	Prbb.g_01720	Syae.g_02610
OG0000831	Prbb.g_01722	Syae.g_02608
OG0000832	Prbb.g_01732	Syae.g_01081
OG0000833	Prbb.g_01740	Syae.g_01106
OG0000834	Prbb.g_01741	Syae.g_01108
OG0000835	Prbb.g_01742	Syae.g_01109
OG0000836	Prbb.g_01744	Syae.g_01113
OG0000837	Prbb.g_01745	Syae.g_01115
OG0000838	Prbb.g_01747	Syae.g_01119
OG0000839	Prbb.g_01748	Syae.g_01120
OG0000840	Prbb.g_01749	Syae.g_01121
OG0000841	Prbb.g_01750	Syae.g_01122
OG0000842	Prbb.g_01751	Syae.g_01123
OG0000843	Prbb.g_01752	Syae.g_01124
OG0000844	Prbb.g_01753	Syae.g_01125
OG0000845	Prbb.g_01754	Syae.g_01126
OG0000846	Prbb.g_01755	Syae.g_01127
OG0000847	Prbb.g_01756	Syae.g_01128
OG0000848	Prbb.g_01757	Syae.g_01130
OG0000849	Prbb.g_01758	Syae.g_01131
OG0000850	Prbb.g_01760	Syae.g_01133
OG0000851	Prbb.g_01761	Syae.g_01139
OG0000852	Prbb.g_01762	Syae.g_01140
OG0000853	Prbb.g_01767	Syae.g_01144
OG0000854	Prbb.g_01769	Syae.g_01146
OG0000855	Prbb.g_01770	Syae.g_01147
OG0000856	Prbb.g_01659	Syae.g_00059
OG0000857	Prbb.g_00799	Syae.g_00503
OG0000858	Prbb.g_01817	Syae.g_01153
OG0000859	Prbb.g_01818	Syae.g_01154
OG0000860	Prbb.g_01825	Syae.g_01165
OG0000861	Prbb.g_01826	Syae.g_01166
OG0000862	Prbb.g_01827	Syae.g_01167
OG0000863	Prbb.g_01828	Syae.g_01170
OG0000864	Prbb.g_01829	Syae.g_01171
OG0000865	Prbb.g_01830	Syae.g_01172
OG0000866	Prbb.g_01831	Syae.g_01173
OG0000867	Prbb.g_01832	Syae.g_01174
OG0000868	Prbb.g_01833	Syae.g_01177
OG0000869	Prbb.g_01836	Syae.g_01182
OG0000870	Prbb.g_01841	Syae.g_01187
OG0000871	Prbb.g_01842	Syae.g_01188
OG0000872	Prbb.g_01843	Syae.g_01196
OG0000873	Prbb.g_01846	Syae.g_01199
OG0000874	Prbb.g_01849	Syae.g_01194
OG0000875	Prbb.g_01851	Syae.g_01244
OG0000876	Prbb.g_01852	Syae.g_01020
OG0000877	Prbb.g_01854	Syae.g_01025
OG0000878	Prbb.g_01855	Syae.g_01026
OG0000879	Prbb.g_01856	Syae.g_01027
OG0000880	Prbb.g_01857	Syae.g_01028
OG0000881	Prbb.g_01860	Syae.g_01034
OG0000882	Prbb.g_01865	Syae.g_01039
OG0000883	Prbb.g_01867	Syae.g_01041
OG0000884	Prbb.g_01869	Syae.g_01043
OG0000885	Prbb.g_01870	Syae.g_01044
OG0000886	Prbb.g_01871	Syae.g_01045
OG0000887	Prbb.g_01872	Syae.g_01046
OG0000888	Prbb.g_01874	Syae.g_01048
OG0000889	Prbb.g_01876	Syae.g_01050
OG0000890	Prbb.g_01877	Syae.g_01056
OG0000891	Prbb.g_01878	Syae.g_01057
OG0000892	Prbb.g_01880	Syae.g_01059
OG0000893	Prbb.g_01922	Syae.g_02031
OG0000894	Prbb.g_01925	Syae.g_02034
OG0000895	Prbb.g_01928	Syae.g_02038
OG0000896	Prbb.g_01929	Syae.g_02039
OG0000897	Prbb.g_01931	Syae.g_02041
OG0000898	Prbb.g_01932	Syae.g_02042
OG0000899	Prbb.g_01933	Syae.g_02043
OG0000900	Prbb.g_01934	Syae.g_02044
OG0000901	Prbb.g_01937	Syae.g_02049
OG0000902	Prbb.g_01939	Syae.g_02051
OG0000903	Prbb.g_01948	Syae.g_02077
OG0000904	Prbb.g_01943	Syae.g_02071
OG0000905	Prbb.g_01941	Syae.g_02065
OG0000906	Prbb.g_01940	Syae.g_02063
OG0000907	Prbb.g_01958	Syae.g_02079
OG0000908	Prbb.g_01961	Syae.g_02082
OG0000909	Prbb.g_01962	Syae.g_02083
OG0000910	Prbb.g_01963	Syae.g_02084
OG0000911	Prbb.g_01965	Syae.g_02086
OG0000912	Prbb.g_01966	Syae.g_02087
OG0000913	Prbb.g_01967	Syae.g_02088
OG0000914	Prbb.g_01968	Syae.g_02089
OG0000915	Prbb.g_01969	Syae.g_02091
OG0000916	Prbb.g_01970	Syae.g_02092
OG0000917	Prbb.g_01971	Syae.g_02093
OG0000918	Prbb.g_01972	Syae.g_02094
OG0000919	Prbb.g_01973	Syae.g_02095
OG0000920	Prbb.g_01974	Syae.g_02096
OG0000921	Prbb.g_01975	Syae.g_02097
OG0000922	Prbb.g_01976	Syae.g_02098
OG0000923	Prbb.g_01980	Syae.g_02102
OG0000924	Prbb.g_01981	Syae.g_02103
OG0000925	Prbb.g_01982	Syae.g_02104
OG0000926	Prbb.g_01983	Syae.g_02105
OG0000927	Prbb.g_01985	Syae.g_02107
OG0000928	Prbb.g_01986	Syae.g_02108
OG0000929	Prbb.g_01987	Syae.g_02109
OG0000930	Prbb.g_01988	Syae.g_02110
OG0000931	Prbb.g_01989	Syae.g_02111
OG0000932	Prbb.g_01990	Syae.g_02112
OG0000933	Prbb.g_01994	Syae.g_02118
OG0000934	Prbb.g_01996	Syae.g_02120
OG0000935	Prbb.g_01997	Syae.g_02121
OG0000936	Prbb.g_01998	Syae.g_02122
OG0000937	Prbb.g_01999	Syae.g_02123
OG0000938	Prbb.g_02002	Syae.g_02126
OG0000939	Prbb.g_02003	Syae.g_02127
OG0000940	Prbb.g_02010	Syae.g_02133
OG0000941	Prbb.g_02012	Syae.g_02135
OG0000942	Prbb.g_02014	Syae.g_02137
OG0000943	Prbb.g_02015	Syae.g_02138
OG0000944	Prbb.g_02017	Syae.g_02140
OG0000945	Prbb.g_02018	Syae.g_02142
OG0000946	Prbb.g_02024	Syae.g_02146
OG0000947	Prbb.g_02026	Syae.g_02149
OG0000948	Prbb.g_02027	Syae.g_02150
OG0000949	Prbb.g_02030	Syae.g_01884
OG0000950	Prbb.g_02035	Syae.g_01873
OG0000951	Prbb.g_02039	Syae.g_01866
OG0000952	Prbb.g_02043	Syae.g_01859
OG0000953	Prbb.g_02047	Syae.g_01854
OG0000954	Prbb.g_02051	Syae.g_01845
OG0000955	Prbb.g_02052	Syae.g_01844
OG0000956	Prbb.g_02054	Syae.g_01842
OG0000957	Prbb.g_02059	Syae.g_01831
OG0000958	Prbb.g_02060	Syae.g_01830
OG0000959	Prbb.g_02064	Syae.g_01826
OG0000960	Prbb.g_02065	Syae.g_01825
OG0000961	Prbb.g_02068	Syae.g_01822
OG0000962	Prbb.g_02070	Syae.g_01820
OG0000963	Prbb.g_02075	Syae.g_01814
OG0000964	Prbb.g_02076	Syae.g_01813
OG0000965	Prbb.g_02077	Syae.g_01812
OG0000966	Prbb.g_02099	Syae.g_01789
OG0000967	Prbb.g_02103	Syae.g_01782
OG0000968	Prbb.g_02105	Syae.g_01787
OG0000969	Prbb.g_02106	Syae.g_01785
OG0000970	Prbb.g_02107	Syae.g_01784
OG0000971	Prbb.g_02108	Syae.g_01779
OG0000972	Prbb.g_02109	Syae.g_01778
OG0000973	Prbb.g_02110	Syae.g_01777
OG0000974	Prbb.g_02111	Syae.g_01776
OG0000975	Prbb.g_02112	Syae.g_01775
OG0000976	Prbb.g_02113	Syae.g_01774
OG0000977	Prbb.g_02114	Syae.g_01772
OG0000978	Prbb.g_02115	Syae.g_01771
OG0000979	Prbb.g_02118	Syae.g_01768
OG0000980	Prbb.g_02120	Syae.g_01765
OG0000981	Prbb.g_02123	Syae.g_01762
OG0000982	Prbb.g_02125	Syae.g_01568
OG0000983	Prbb.g_02126	Syae.g_01569
OG0000984	Prbb.g_02127	Syae.g_01570
OG0000985	Prbb.g_02130	Syae.g_01572
OG0000986	Prbb.g_02132	Syae.g_01575
OG0000987	Prbb.g_02133	Syae.g_01577
OG0000988	Prbb.g_02136	Syae.g_01583
OG0000989	Prbb.g_02140	Syae.g_01591
OG0000990	Prbb.g_02145	Syae.g_01606
OG0000991	Prbb.g_02146	Syae.g_01609
OG0000992	Prbb.g_02149	Syae.g_01612
OG0000993	Prbb.g_02150	Syae.g_01613
OG0000994	Prbb.g_02151	Syae.g_01616
OG0000995	Prbb.g_02155	Syae.g_01627
OG0000996	Prbb.g_02156	Syae.g_01667
OG0000997	Prbb.g_02164	Syae.g_01678
OG0000998	Prbb.g_02166	Syae.g_01680
OG0000999	Prbb.g_02167	Syae.g_01683
OG0001000	Prbb.g_02170	Syae.g_01686
OG0001001	Prbb.g_02173	Syae.g_01692
OG0001002	Prbb.g_02178	Syae.g_01699
OG0001003	Prbb.g_02180	Syae.g_01701
OG0001004	Prbb.g_02181	Syae.g_01702
OG0001005	Prbb.g_02182	Syae.g_01703
OG0001006	Prbb.g_02187	Syae.g_01710
OG0001007	Prbb.g_02189	Syae.g_01712
OG0001008	Prbb.g_00442	Syae.g_00993
OG0001009	Prbb.g_00028	Syae.g_01744
OG0001010	Prbb.g_00029	Syae.g_01745
OG0001011	Prbb.g_00030	Syae.g_01747
OG0001012	Prbb.g_00058	Syae.g_01564
OG0001013	Prbb.g_00063	Syae.g_01552
OG0001014	Prbb.g_00066	Syae.g_01548
OG0001015	Prbb.g_00067	Syae.g_01547
OG0001016	Prbb.g_00128	Syae.g_01290
OG0001017	Prbb.g_00132	Syae.g_01296
OG0001018	Prbb.g_00135	Syae.g_01298
OG0001019	Prbb.g_00144	Syae.g_01334
OG0001020	Prbb.g_00145	Syae.g_01340
OG0001021	Prbb.g_00146	Syae.g_01344
OG0001022	Prbb.g_00149	Syae.g_01348
OG0001023	Prbb.g_00150	Syae.g_01349
OG0001024	Prbb.g_00153	Syae.g_01353
OG0001025	Prbb.g_00160	Syae.g_01360
OG0001026	Prbb.g_00168	Syae.g_01373
OG0001027	Prbb.g_00169	Syae.g_01377
OG0001028	Prbb.g_00171	Syae.g_01379
OG0001029	Prbb.g_00173	Syae.g_01381
OG0001030	Prbb.g_00189	Syae.g_01403
OG0001031	Prbb.g_00243	Syae.g_01475
OG0001032	Prbb.g_00244	Syae.g_01479
OG0001033	Prbb.g_00264	Syae.g_01505
OG0001034	Prbb.g_00293	Syae.g_02238
OG0001035	Prbb.g_00310	Syae.g_02006
OG0001036	Prbb.g_00314	Syae.g_02001
OG0001037	Prbb.g_00315	Syae.g_01999
OG0001038	Prbb.g_00331	Syae.g_01971
OG0001040	Prbb.g_00335	Syae.g_01965
OG0001041	Prbb.g_00339	Syae.g_01960
OG0001042	Prbb.g_00355	Syae.g_01935
OG0001043	Prbb.g_00356	Syae.g_01931
OG0001044	Prbb.g_00393	Syae.g_02191
OG0001045	Prbb.g_00402	Syae.g_02204
OG0001046	Prbb.g_01124	Syae.g_00385
OG0001047	Prbb.g_00444	Syae.g_00991
OG0001048	Prbb.g_00445	Syae.g_00990
OG0001049	Prbb.g_00447	Syae.g_00987
OG0001050	Prbb.g_00448	Syae.g_00986
OG0001051	Prbb.g_00449	Syae.g_00985
OG0001052	Prbb.g_00475	Syae.g_02526
OG0001053	Prbb.g_00488	Syae.g_02312
OG0001054	Prbb.g_00502	Syae.g_02329
OG0001055	Prbb.g_00521	Syae.g_02350
OG0001056	Prbb.g_00539	Syae.g_02379
OG0001057	Prbb.g_00544	Syae.g_02388
OG0001058	Prbb.g_00553	Syae.g_02402
OG0001059	Prbb.g_00557	Syae.g_02406
OG0001060	Prbb.g_00564	Syae.g_02412
OG0001061	Prbb.g_00577	Syae.g_02434
OG0001062	Prbb.g_00579	Syae.g_02436
OG0001063	Prbb.g_00580	Syae.g_02440
OG0001064	Prbb.g_00581	Syae.g_02441
OG0001065	Prbb.g_00582	Syae.g_02442
OG0001066	Prbb.g_00583	Syae.g_02443
OG0001067	Prbb.g_00584	Syae.g_02444
OG0001068	Prbb.g_00585	Syae.g_02445
OG0001069	Prbb.g_00586	Syae.g_02446
OG0001070	Prbb.g_00588	Syae.g_02449
OG0001071	Prbb.g_00589	Syae.g_02450
OG0001072	Prbb.g_00590	Syae.g_02454
OG0001073	Prbb.g_00604	Syae.g_02468
OG0001074	Prbb.g_00616	Syae.g_00027
OG0001075	Prbb.g_00617	Syae.g_00029
OG0001076	Prbb.g_00624	Syae.g_00050
OG0001077	Prbb.g_00629	Syae.g_00061
OG0001078	Prbb.g_00637	Syae.g_00075
OG0001079	Prbb.g_00648	Syae.g_00088
OG0001080	Prbb.g_00654	Syae.g_00267
OG0001081	Prbb.g_00656	Syae.g_00615
OG0001082	Prbb.g_00657	Syae.g_00614
OG0001083	Prbb.g_00662	Syae.g_00605
OG0001084	Prbb.g_00664	Syae.g_00604
OG0001085	Prbb.g_00674	Syae.g_00594
OG0001086	Prbb.g_00675	Syae.g_00592
OG0001087	Prbb.g_00694	Syae.g_00751
OG0001088	Prbb.g_00695	Syae.g_00755
OG0001089	Prbb.g_00705	Syae.g_00781
OG0001090	Prbb.g_00714	Syae.g_00471
OG0001091	Prbb.g_00716	Syae.g_00469
OG0001092	Prbb.g_00717	Syae.g_00466
OG0001093	Prbb.g_00722	Syae.g_00460
OG0001094	Prbb.g_00777	Syae.g_00527
OG0001095	Prbb.g_00796	Syae.g_00506
OG0001096	Prbb.g_00811	Syae.g_00490
OG0001097	Prbb.g_00830	Syae.g_00845
OG0001098	Prbb.g_00847	Syae.g_00269
OG0001099	Prbb.g_00917	Syae.g_01380
OG0001100	Prbb.g_00924	Syae.g_00583
OG0001101	Prbb.g_00926	Syae.g_00581
OG0001102	Prbb.g_00929	Syae.g_00578
OG0001103	Prbb.g_00931	Syae.g_00576
OG0001104	Prbb.g_00763	Syae.g_00544
OG0001105	Prbb.g_00767	Syae.g_00540
OG0001106	Prbb.g_00979	Syae.g_00346
OG0001107	Prbb.g_00989	Syae.g_00358
OG0001108	Prbb.g_00993	Syae.g_00366
OG0001109	Prbb.g_00994	Syae.g_00368
OG0001110	Prbb.g_00996	Syae.g_00370
OG0001111	Prbb.g_00997	Syae.g_00372
OG0001112	Prbb.g_00998	Syae.g_00374
OG0001113	Prbb.g_00999	Syae.g_00375
OG0001114	Prbb.g_01000	Syae.g_00376
OG0001115	Prbb.g_01002	Syae.g_00380
OG0001116	Prbb.g_01003	Syae.g_00382
OG0001117	Prbb.g_01004	Syae.g_00383
