Orthogroup	Prbb	Syai
OG0000552	Prbb.g_00531	Syai.g_00695
OG0000553	Prbb.g_00532	Syai.g_00698
OG0000554	Prbb.g_00537	Syai.g_00708
OG0000555	Prbb.g_00545	Syai.g_00725
OG0000556	Prbb.g_00547	Syai.g_00728
OG0000557	Prbb.g_00548	Syai.g_00730
OG0000558	Prbb.g_00551	Syai.g_00732
OG0000559	Prbb.g_00555	Syai.g_00736
OG0000560	Prbb.g_00558	Syai.g_00739
OG0000561	Prbb.g_00559	Syai.g_00740
OG0000562	Prbb.g_00560	Syai.g_00741
OG0000563	Prbb.g_00561	Syai.g_00742
OG0000564	Prbb.g_00562	Syai.g_00743
OG0000565	Prbb.g_00565	Syai.g_00746
OG0000566	Prbb.g_00567	Syai.g_00750
OG0000567	Prbb.g_00571	Syai.g_00754
OG0000568	Prbb.g_00572	Syai.g_00758
OG0000569	Prbb.g_00573	Syai.g_00759
OG0000570	Prbb.g_00574	Syai.g_00760
OG0000571	Prbb.g_00576	Syai.g_00764
OG0000572	Prbb.g_00587	Syai.g_00782
OG0000573	Prbb.g_00592	Syai.g_00790
OG0000574	Prbb.g_00594	Syai.g_00796
OG0000575	Prbb.g_00597	Syai.g_00800
OG0000576	Prbb.g_00599	Syai.g_00802
OG0000577	Prbb.g_00600	Syai.g_00803
OG0000578	Prbb.g_00601	Syai.g_00804
OG0000579	Prbb.g_00602	Syai.g_00805
OG0000580	Prbb.g_00603	Syai.g_00806
OG0000581	Prbb.g_00606	Syai.g_00812
OG0000582	Prbb.g_00609	Syai.g_01042
OG0000583	Prbb.g_00610	Syai.g_01043
OG0000584	Prbb.g_00611	Syai.g_01044
OG0000585	Prbb.g_00613	Syai.g_01046
OG0000586	Prbb.g_00614	Syai.g_01047
OG0000587	Prbb.g_00615	Syai.g_01049
OG0000588	Prbb.g_00619	Syai.g_01063
OG0000589	Prbb.g_00622	Syai.g_01066
OG0000590	Prbb.g_00623	Syai.g_01067
OG0000591	Prbb.g_00626	Syai.g_01075
OG0000592	Prbb.g_00627	Syai.g_01076
OG0000593	Prbb.g_00633	Syai.g_01100
OG0000594	Prbb.g_00634	Syai.g_01101
OG0000595	Prbb.g_00635	Syai.g_01102
OG0000596	Prbb.g_00639	Syai.g_01107
OG0000597	Prbb.g_00641	Syai.g_01110
OG0000598	Prbb.g_00642	Syai.g_01111
OG0000599	Prbb.g_00645	Syai.g_01114
OG0000600	Prbb.g_00646	Syai.g_01115
OG0000601	Prbb.g_00647	Syai.g_01116
OG0000602	Prbb.g_00649	Syai.g_01121
OG0000603	Prbb.g_00650	Syai.g_01122
OG0000604	Prbb.g_00651	Syai.g_01125
OG0000605	Prbb.g_00652	Syai.g_01609
OG0000606	Prbb.g_00655	Syai.g_01221
OG0000607	Prbb.g_00658	Syai.g_01224
OG0000608	Prbb.g_00659	Syai.g_01225
OG0000609	Prbb.g_00660	Syai.g_01227
OG0000610	Prbb.g_00667	Syai.g_01234
OG0000611	Prbb.g_00670	Syai.g_01237
OG0000612	Prbb.g_00671	Syai.g_01238
OG0000613	Prbb.g_00677	Syai.g_00196
OG0000614	Prbb.g_00700	Syai.g_01981
OG0000615	Prbb.g_00708	Syai.g_01286
OG0000616	Prbb.g_02176	Syai.g_02914
OG0000617	Prbb.g_00719	Syai.g_01393
OG0000618	Prbb.g_00720	Syai.g_01394
OG0000619	Prbb.g_00721	Syai.g_01395
OG0000620	Prbb.g_00724	Syai.g_01402
OG0000621	Prbb.g_00725	Syai.g_01403
OG0000622	Prbb.g_00726	Syai.g_01404
OG0000623	Prbb.g_00727	Syai.g_01405
OG0000624	Prbb.g_00729	Syai.g_01407
OG0000625	Prbb.g_00730	Syai.g_01408
OG0000626	Prbb.g_00731	Syai.g_01409
OG0000627	Prbb.g_00733	Syai.g_01575
OG0000628	Prbb.g_00734	Syai.g_01573
OG0000629	Prbb.g_00735	Syai.g_01570
OG0000630	Prbb.g_00738	Syai.g_01566
OG0000631	Prbb.g_00962	Syai.g_01557
OG0000632	Prbb.g_00963	Syai.g_01556
OG0000633	Prbb.g_00964	Syai.g_01555
OG0000634	Prbb.g_00779	Syai.g_01317
OG0000635	Prbb.g_00780	Syai.g_01318
OG0000636	Prbb.g_00782	Syai.g_01320
OG0000637	Prbb.g_00784	Syai.g_01322
OG0000638	Prbb.g_00785	Syai.g_01323
OG0000639	Prbb.g_00786	Syai.g_01324
OG0000640	Prbb.g_00787	Syai.g_01325
OG0000641	Prbb.g_00791	Syai.g_01329
OG0000642	Prbb.g_00792	Syai.g_01330
OG0000643	Prbb.g_00793	Syai.g_01349
OG0000644	Prbb.g_00794	Syai.g_01350
OG0000645	Prbb.g_00795	Syai.g_01352
OG0000646	Prbb.g_00798	Syai.g_01355
OG0000647	Prbb.g_00800	Syai.g_01357
OG0000648	Prbb.g_00802	Syai.g_01362
OG0000649	Prbb.g_00803	Syai.g_01363
OG0000650	Prbb.g_00804	Syai.g_01364
OG0000651	Prbb.g_00805	Syai.g_01365
OG0000652	Prbb.g_00806	Syai.g_01366
OG0000653	Prbb.g_00808	Syai.g_01368
OG0000654	Prbb.g_00809	Syai.g_01369
OG0000655	Prbb.g_00810	Syai.g_01370
OG0000656	Prbb.g_00813	Syai.g_01373
OG0000657	Prbb.g_00819	Syai.g_02045
OG0000658	Prbb.g_00821	Syai.g_02049
OG0000659	Prbb.g_00822	Syai.g_02050
OG0000660	Prbb.g_00827	Syai.g_02054
OG0000661	Prbb.g_00829	Syai.g_02056
OG0000662	Prbb.g_00831	Syai.g_02058
OG0000663	Prbb.g_00833	Syai.g_02061
OG0000664	Prbb.g_00834	Syai.g_02062
OG0000665	Prbb.g_00838	Syai.g_02431
OG0000666	Prbb.g_00839	Syai.g_01610
OG0000667	Prbb.g_00843	Syai.g_01724
OG0000668	Prbb.g_00914	Syai.g_01436
OG0000669	Prbb.g_00922	Syai.g_01251
OG0000670	Prbb.g_00925	Syai.g_00561
OG0000671	Prbb.g_00927	Syai.g_01255
OG0000672	Prbb.g_00930	Syai.g_01259
OG0000673	Prbb.g_00933	Syai.g_01262
OG0000674	Prbb.g_00935	Syai.g_01264
OG0000675	Prbb.g_00936	Syai.g_01265
OG0000676	Prbb.g_00938	Syai.g_01275
OG0000677	Prbb.g_00939	Syai.g_01276
OG0000678	Prbb.g_00942	Syai.g_01279
OG0000679	Prbb.g_00946	Syai.g_01288
OG0000680	Prbb.g_00947	Syai.g_01289
OG0000681	Prbb.g_00950	Syai.g_01292
OG0000682	Prbb.g_00951	Syai.g_01293
OG0000683	Prbb.g_00952	Syai.g_01294
OG0000684	Prbb.g_00762	Syai.g_01299
OG0000685	Prbb.g_00764	Syai.g_01301
OG0000686	Prbb.g_00765	Syai.g_01302
OG0000687	Prbb.g_00766	Syai.g_01303
OG0000688	Prbb.g_00769	Syai.g_01307
OG0000689	Prbb.g_00770	Syai.g_01309
OG0000690	Prbb.g_00771	Syai.g_01310
OG0000691	Prbb.g_00772	Syai.g_01311
OG0000692	Prbb.g_00774	Syai.g_01312
OG0000693	Prbb.g_00775	Syai.g_01313
OG0000694	Prbb.g_00776	Syai.g_01314
OG0000695	Prbb.g_00966	Syai.g_01553
OG0000696	Prbb.g_00967	Syai.g_01552
OG0000697	Prbb.g_00968	Syai.g_01550
OG0000698	Prbb.g_00971	Syai.g_01547
OG0000699	Prbb.g_00972	Syai.g_01545
OG0000700	Prbb.g_00973	Syai.g_01544
OG0000701	Prbb.g_00974	Syai.g_01543
OG0000702	Prbb.g_00976	Syai.g_01521
OG0000703	Prbb.g_00977	Syai.g_01520
OG0000704	Prbb.g_00978	Syai.g_01518
OG0000705	Prbb.g_00984	Syai.g_01511
OG0000706	Prbb.g_00985	Syai.g_01510
OG0000707	Prbb.g_00986	Syai.g_01509
OG0000708	Prbb.g_00988	Syai.g_01506
OG0000709	Prbb.g_00992	Syai.g_01497
OG0000710	Prbb.g_00995	Syai.g_01487
OG0000711	Prbb.g_01010	Syai.g_01456
OG0000712	Prbb.g_01012	Syai.g_01454
OG0000713	Prbb.g_01013	Syai.g_01453
OG0000714	Prbb.g_01014	Syai.g_01451
OG0000715	Prbb.g_01016	Syai.g_01449
OG0000716	Prbb.g_01017	Syai.g_01445
OG0000717	Prbb.g_01018	Syai.g_01444
OG0000718	Prbb.g_01036	Syai.g_01440
OG0000719	Prbb.g_01037	Syai.g_01438
OG0000720	Prbb.g_01048	Syai.g_01425
OG0000721	Prbb.g_01049	Syai.g_01423
OG0000722	Prbb.g_01050	Syai.g_01422
OG0000723	Prbb.g_01054	Syai.g_01411
OG0000724	Prbb.g_01065	Syai.g_02013
OG0000725	Prbb.g_00891	Syai.g_02004
OG0000726	Prbb.g_00890	Syai.g_02003
OG0000727	Prbb.g_00889	Syai.g_02002
OG0000728	Prbb.g_00887	Syai.g_02000
OG0000729	Prbb.g_02071	Syai.g_00097
OG0000730	Prbb.g_00392	Syai.g_00483
OG0000731	Prbb.g_00400	Syai.g_00495
OG0000732	Prbb.g_02121	Syai.g_00058
OG0000733	Prbb.g_01888	Syai.g_02805
OG0000734	Prbb.g_01533	Syai.g_02548
OG0000735	Prbb.g_01531	Syai.g_02159
OG0000736	Prbb.g_01530	Syai.g_02158
OG0000737	Prbb.g_01529	Syai.g_02157
OG0000738	Prbb.g_01525	Syai.g_02152
OG0000739	Prbb.g_01524	Syai.g_02151
OG0000740	Prbb.g_01523	Syai.g_02150
OG0000741	Prbb.g_01521	Syai.g_02147
OG0000742	Prbb.g_01518	Syai.g_02145
OG0000743	Prbb.g_01516	Syai.g_02143
OG0000744	Prbb.g_01515	Syai.g_02142
OG0000745	Prbb.g_01513	Syai.g_02140
OG0000746	Prbb.g_01511	Syai.g_02138
OG0000747	Prbb.g_01510	Syai.g_02137
OG0000748	Prbb.g_01506	Syai.g_02125
OG0000749	Prbb.g_01505	Syai.g_02123
OG0000750	Prbb.g_01504	Syai.g_02122
OG0000751	Prbb.g_01501	Syai.g_02116
OG0000752	Prbb.g_01499	Syai.g_02114
OG0000753	Prbb.g_01497	Syai.g_02111
OG0000754	Prbb.g_01493	Syai.g_01750
OG0000755	Prbb.g_01488	Syai.g_01760
OG0000756	Prbb.g_01487	Syai.g_01761
OG0000757	Prbb.g_01480	Syai.g_01769
OG0000758	Prbb.g_01479	Syai.g_01770
OG0000759	Prbb.g_01478	Syai.g_01771
OG0000760	Prbb.g_01477	Syai.g_01772
OG0000761	Prbb.g_01476	Syai.g_01775
OG0000762	Prbb.g_01475	Syai.g_01777
OG0000763	Prbb.g_01473	Syai.g_01779
OG0000764	Prbb.g_01472	Syai.g_01780
OG0000765	Prbb.g_01463	Syai.g_01797
OG0000766	Prbb.g_01462	Syai.g_01798
OG0000767	Prbb.g_01461	Syai.g_01800
OG0000768	Prbb.g_01460	Syai.g_01801
OG0000769	Prbb.g_01458	Syai.g_01803
OG0000770	Prbb.g_01457	Syai.g_01822
OG0000771	Prbb.g_01060	Syai.g_02019
OG0000772	Prbb.g_01291	Syai.g_01639
OG0000773	Prbb.g_01577	Syai.g_02164
OG0000774	Prbb.g_01580	Syai.g_02168
OG0000775	Prbb.g_01581	Syai.g_02172
OG0000776	Prbb.g_01582	Syai.g_02173
OG0000777	Prbb.g_01583	Syai.g_02174
OG0000778	Prbb.g_01584	Syai.g_02175
OG0000779	Prbb.g_01588	Syai.g_02181
OG0000780	Prbb.g_01589	Syai.g_02184
OG0000781	Prbb.g_01592	Syai.g_02188
OG0000782	Prbb.g_01593	Syai.g_02189
OG0000783	Prbb.g_01594	Syai.g_02190
OG0000784	Prbb.g_01595	Syai.g_02191
OG0000785	Prbb.g_01597	Syai.g_02193
OG0000786	Prbb.g_01600	Syai.g_00816
OG0000787	Prbb.g_01601	Syai.g_00815
OG0000788	Prbb.g_00746	Syai.g_01117
OG0000789	Prbb.g_01057	Syai.g_01596
OG0000790	Prbb.g_01644	Syai.g_00623
OG0000791	Prbb.g_01646	Syai.g_00621
OG0000792	Prbb.g_01647	Syai.g_00620
OG0000793	Prbb.g_01650	Syai.g_00615
OG0000794	Prbb.g_01651	Syai.g_00614
OG0000795	Prbb.g_01652	Syai.g_00613
OG0000796	Prbb.g_01656	Syai.g_00609
OG0000797	Prbb.g_01657	Syai.g_00608
OG0000799	Prbb.g_01668	Syai.g_00996
OG0000800	Prbb.g_01669	Syai.g_00993
OG0000801	Prbb.g_01670	Syai.g_00992
OG0000802	Prbb.g_01672	Syai.g_00988
OG0000803	Prbb.g_01674	Syai.g_00983
OG0000804	Prbb.g_01675	Syai.g_00980
OG0000805	Prbb.g_01677	Syai.g_00965
OG0000806	Prbb.g_01679	Syai.g_00963
OG0000807	Prbb.g_01680	Syai.g_00961
OG0000808	Prbb.g_01681	Syai.g_00960
OG0000809	Prbb.g_01684	Syai.g_00957
OG0000810	Prbb.g_01685	Syai.g_00956
OG0000811	Prbb.g_01689	Syai.g_00950
OG0000812	Prbb.g_01691	Syai.g_00948
OG0000813	Prbb.g_01692	Syai.g_00947
OG0000814	Prbb.g_01694	Syai.g_00945
OG0000815	Prbb.g_01695	Syai.g_00944
OG0000816	Prbb.g_01697	Syai.g_00942
OG0000817	Prbb.g_01698	Syai.g_00941
OG0000818	Prbb.g_01702	Syai.g_00935
OG0000819	Prbb.g_01703	Syai.g_00934
OG0000820	Prbb.g_01704	Syai.g_00933
OG0000821	Prbb.g_01707	Syai.g_00916
OG0000822	Prbb.g_01708	Syai.g_00914
OG0000823	Prbb.g_01709	Syai.g_00913
OG0000824	Prbb.g_01712	Syai.g_00907
OG0000825	Prbb.g_01713	Syai.g_00906
OG0000826	Prbb.g_01714	Syai.g_00905
OG0000827	Prbb.g_01715	Syai.g_00904
OG0000828	Prbb.g_01718	Syai.g_00900
OG0000829	Prbb.g_01719	Syai.g_00899
OG0000830	Prbb.g_01720	Syai.g_00898
OG0000831	Prbb.g_01722	Syai.g_00896
OG0000832	Prbb.g_01732	Syai.g_02296
OG0000833	Prbb.g_01740	Syai.g_02305
OG0000834	Prbb.g_01741	Syai.g_02307
OG0000835	Prbb.g_01742	Syai.g_02308
OG0000836	Prbb.g_01744	Syai.g_02312
OG0000837	Prbb.g_01745	Syai.g_02313
OG0000838	Prbb.g_01747	Syai.g_02323
OG0000839	Prbb.g_01748	Syai.g_02324
OG0000840	Prbb.g_01749	Syai.g_02325
OG0000841	Prbb.g_01750	Syai.g_02326
OG0000842	Prbb.g_01751	Syai.g_02327
OG0000843	Prbb.g_01752	Syai.g_02328
OG0000844	Prbb.g_01753	Syai.g_02330
OG0000845	Prbb.g_01754	Syai.g_02331
OG0000846	Prbb.g_01755	Syai.g_02332
OG0000847	Prbb.g_01756	Syai.g_02333
OG0000848	Prbb.g_01757	Syai.g_02335
OG0000849	Prbb.g_01758	Syai.g_02336
OG0000850	Prbb.g_01760	Syai.g_02339
OG0000851	Prbb.g_01761	Syai.g_02352
OG0000852	Prbb.g_01762	Syai.g_02353
OG0000853	Prbb.g_01767	Syai.g_02357
OG0000854	Prbb.g_01769	Syai.g_02359
OG0000855	Prbb.g_01770	Syai.g_02360
OG0000856	Prbb.g_01659	Syai.g_01078
OG0000857	Prbb.g_00799	Syai.g_01356
OG0000858	Prbb.g_01817	Syai.g_02366
OG0000859	Prbb.g_01818	Syai.g_02367
OG0000860	Prbb.g_01825	Syai.g_02380
OG0000861	Prbb.g_01826	Syai.g_02381
OG0000862	Prbb.g_01827	Syai.g_02382
OG0000863	Prbb.g_01828	Syai.g_02385
OG0000864	Prbb.g_01829	Syai.g_02386
OG0000865	Prbb.g_01830	Syai.g_02387
OG0000866	Prbb.g_01831	Syai.g_02388
OG0000867	Prbb.g_01832	Syai.g_02389
OG0000868	Prbb.g_01833	Syai.g_02392
OG0000869	Prbb.g_01836	Syai.g_02396
OG0000870	Prbb.g_01841	Syai.g_02401
OG0000871	Prbb.g_01842	Syai.g_02402
OG0000872	Prbb.g_01843	Syai.g_02409
OG0000873	Prbb.g_01846	Syai.g_02412
OG0000874	Prbb.g_01849	Syai.g_02408
OG0000875	Prbb.g_01851	Syai.g_02416
OG0000876	Prbb.g_01852	Syai.g_02243
OG0000877	Prbb.g_01854	Syai.g_02250
OG0000878	Prbb.g_01855	Syai.g_02251
OG0000879	Prbb.g_01856	Syai.g_02252
OG0000880	Prbb.g_01857	Syai.g_02253
OG0000881	Prbb.g_01860	Syai.g_02257
OG0000882	Prbb.g_01865	Syai.g_02262
OG0000883	Prbb.g_01867	Syai.g_02264
OG0000884	Prbb.g_01869	Syai.g_02266
OG0000885	Prbb.g_01870	Syai.g_02267
OG0000886	Prbb.g_01871	Syai.g_02268
OG0000887	Prbb.g_01872	Syai.g_02269
OG0000888	Prbb.g_01874	Syai.g_02271
OG0000889	Prbb.g_01876	Syai.g_02273
OG0000890	Prbb.g_01877	Syai.g_02279
OG0000891	Prbb.g_01878	Syai.g_02280
OG0000892	Prbb.g_01880	Syai.g_02282
OG0000893	Prbb.g_01922	Syai.g_00318
OG0000894	Prbb.g_01925	Syai.g_00321
OG0000895	Prbb.g_01928	Syai.g_00325
OG0000896	Prbb.g_01929	Syai.g_00326
OG0000897	Prbb.g_01931	Syai.g_00328
OG0000898	Prbb.g_01932	Syai.g_00329
OG0000899	Prbb.g_01933	Syai.g_00330
OG0000900	Prbb.g_01934	Syai.g_00331
OG0000901	Prbb.g_01937	Syai.g_00336
OG0000902	Prbb.g_01939	Syai.g_00338
OG0000903	Prbb.g_01948	Syai.g_00353
OG0000904	Prbb.g_01943	Syai.g_00348
OG0000905	Prbb.g_01941	Syai.g_00342
OG0000906	Prbb.g_01940	Syai.g_00340
OG0000907	Prbb.g_01958	Syai.g_00358
OG0000908	Prbb.g_01961	Syai.g_00361
OG0000909	Prbb.g_01962	Syai.g_00362
OG0000910	Prbb.g_01963	Syai.g_00363
OG0000911	Prbb.g_01965	Syai.g_00365
OG0000912	Prbb.g_01966	Syai.g_00366
OG0000913	Prbb.g_01967	Syai.g_00367
OG0000914	Prbb.g_01968	Syai.g_00368
OG0000915	Prbb.g_01969	Syai.g_00370
OG0000916	Prbb.g_01970	Syai.g_00371
OG0000917	Prbb.g_01971	Syai.g_00372
OG0000918	Prbb.g_01972	Syai.g_00373
OG0000919	Prbb.g_01973	Syai.g_00374
OG0000920	Prbb.g_01974	Syai.g_00375
OG0000921	Prbb.g_01975	Syai.g_00376
OG0000922	Prbb.g_01976	Syai.g_00377
OG0000923	Prbb.g_01980	Syai.g_00381
OG0000924	Prbb.g_01981	Syai.g_00382
OG0000925	Prbb.g_01982	Syai.g_00383
OG0000926	Prbb.g_01983	Syai.g_00384
OG0000927	Prbb.g_01985	Syai.g_00386
OG0000928	Prbb.g_01986	Syai.g_00387
OG0000929	Prbb.g_01987	Syai.g_00388
OG0000930	Prbb.g_01988	Syai.g_00389
OG0000931	Prbb.g_01989	Syai.g_00390
OG0000932	Prbb.g_01990	Syai.g_00391
OG0000933	Prbb.g_01994	Syai.g_00397
OG0000934	Prbb.g_01996	Syai.g_00399
OG0000935	Prbb.g_01997	Syai.g_00400
OG0000936	Prbb.g_01998	Syai.g_00401
OG0000937	Prbb.g_01999	Syai.g_00402
OG0000938	Prbb.g_02002	Syai.g_00405
OG0000939	Prbb.g_02003	Syai.g_00406
OG0000940	Prbb.g_02010	Syai.g_00413
OG0000941	Prbb.g_02012	Syai.g_00415
OG0000942	Prbb.g_02014	Syai.g_00417
OG0000943	Prbb.g_02015	Syai.g_00418
OG0000944	Prbb.g_02017	Syai.g_00420
OG0000945	Prbb.g_02018	Syai.g_00422
OG0000946	Prbb.g_02024	Syai.g_00428
OG0000947	Prbb.g_02026	Syai.g_00431
OG0000948	Prbb.g_02027	Syai.g_00432
OG0000949	Prbb.g_02030	Syai.g_00174
OG0000950	Prbb.g_02035	Syai.g_00163
OG0000951	Prbb.g_02039	Syai.g_00158
OG0000952	Prbb.g_02043	Syai.g_00136
OG0000953	Prbb.g_02047	Syai.g_00132
OG0000954	Prbb.g_02051	Syai.g_00127
OG0000955	Prbb.g_02052	Syai.g_00126
OG0000956	Prbb.g_02054	Syai.g_00124
OG0000957	Prbb.g_02059	Syai.g_00113
OG0000958	Prbb.g_02060	Syai.g_00112
OG0000959	Prbb.g_02064	Syai.g_00108
OG0000960	Prbb.g_02065	Syai.g_00107
OG0000961	Prbb.g_02068	Syai.g_00100
OG0000962	Prbb.g_02070	Syai.g_00098
OG0000963	Prbb.g_02075	Syai.g_00094
OG0000964	Prbb.g_02076	Syai.g_00093
OG0000965	Prbb.g_02077	Syai.g_00092
OG0000966	Prbb.g_02099	Syai.g_00082
OG0000967	Prbb.g_02103	Syai.g_00077
OG0000968	Prbb.g_02105	Syai.g_00085
OG0000969	Prbb.g_02106	Syai.g_00080
OG0000970	Prbb.g_02107	Syai.g_00079
OG0000971	Prbb.g_02108	Syai.g_00074
OG0000972	Prbb.g_02109	Syai.g_00073
OG0000973	Prbb.g_02110	Syai.g_00072
OG0000974	Prbb.g_02111	Syai.g_00071
OG0000975	Prbb.g_02112	Syai.g_00070
OG0000976	Prbb.g_02113	Syai.g_00069
OG0000977	Prbb.g_02114	Syai.g_00067
OG0000978	Prbb.g_02115	Syai.g_00065
OG0000979	Prbb.g_02118	Syai.g_00062
OG0000980	Prbb.g_02120	Syai.g_00059
OG0000981	Prbb.g_02123	Syai.g_00056
OG0000982	Prbb.g_02125	Syai.g_02777
OG0000983	Prbb.g_02126	Syai.g_02778
OG0000984	Prbb.g_02127	Syai.g_02779
OG0000985	Prbb.g_02130	Syai.g_02781
OG0000986	Prbb.g_02132	Syai.g_02784
OG0000987	Prbb.g_02133	Syai.g_02786
OG0000988	Prbb.g_02136	Syai.g_02790
OG0000989	Prbb.g_02140	Syai.g_02797
OG0000990	Prbb.g_02145	Syai.g_02825
OG0000991	Prbb.g_02146	Syai.g_02827
OG0000992	Prbb.g_02149	Syai.g_02830
OG0000993	Prbb.g_02150	Syai.g_02831
OG0000994	Prbb.g_02151	Syai.g_02834
OG0000995	Prbb.g_02155	Syai.g_02840
OG0000996	Prbb.g_02156	Syai.g_02891
OG0000997	Prbb.g_02164	Syai.g_02900
OG0000998	Prbb.g_02166	Syai.g_02902
OG0000999	Prbb.g_02167	Syai.g_02903
OG0001000	Prbb.g_02170	Syai.g_02906
OG0001001	Prbb.g_02173	Syai.g_02911
OG0001002	Prbb.g_02178	Syai.g_02918
OG0001003	Prbb.g_02180	Syai.g_02919
OG0001004	Prbb.g_02181	Syai.g_02920
OG0001005	Prbb.g_02182	Syai.g_02921
OG0001006	Prbb.g_02187	Syai.g_02931
OG0001007	Prbb.g_02189	Syai.g_02933
OG0001008	Prbb.g_00442	Syai.g_02227
OG0001009	Prbb.g_00028	Syai.g_00034
OG0001010	Prbb.g_00029	Syai.g_00035
OG0001011	Prbb.g_00030	Syai.g_00037
OG0001012	Prbb.g_00058	Syai.g_02773
OG0001013	Prbb.g_00063	Syai.g_02750
OG0001014	Prbb.g_00066	Syai.g_02726
OG0001015	Prbb.g_00067	Syai.g_02725
OG0001016	Prbb.g_00128	Syai.g_02479
OG0001017	Prbb.g_00132	Syai.g_02485
OG0001018	Prbb.g_00135	Syai.g_02487
OG0001019	Prbb.g_00144	Syai.g_02508
OG0001020	Prbb.g_00145	Syai.g_02516
OG0001021	Prbb.g_00146	Syai.g_02523
OG0001022	Prbb.g_00149	Syai.g_02528
OG0001023	Prbb.g_00150	Syai.g_02529
OG0001024	Prbb.g_00153	Syai.g_02533
OG0001025	Prbb.g_00160	Syai.g_02540
OG0001026	Prbb.g_00168	Syai.g_02550
OG0001027	Prbb.g_00169	Syai.g_02555
OG0001028	Prbb.g_00171	Syai.g_02557
OG0001029	Prbb.g_00173	Syai.g_02559
OG0001030	Prbb.g_00189	Syai.g_02580
OG0001031	Prbb.g_00243	Syai.g_02656
OG0001032	Prbb.g_00244	Syai.g_02658
OG0001033	Prbb.g_00264	Syai.g_02685
OG0001034	Prbb.g_00293	Syai.g_00537
OG0001035	Prbb.g_00310	Syai.g_00295
OG0001036	Prbb.g_00314	Syai.g_00290
OG0001037	Prbb.g_00315	Syai.g_00288
OG0001038	Prbb.g_00331	Syai.g_00261
OG0001040	Prbb.g_00335	Syai.g_00255
OG0001041	Prbb.g_00339	Syai.g_00250
OG0001042	Prbb.g_00355	Syai.g_00225
OG0001043	Prbb.g_00356	Syai.g_00221
OG0001044	Prbb.g_00393	Syai.g_00485
OG0001045	Prbb.g_00402	Syai.g_00498
OG0001046	Prbb.g_01124	Syai.g_01471
OG0001047	Prbb.g_00444	Syai.g_02225
OG0001048	Prbb.g_00445	Syai.g_02224
OG0001049	Prbb.g_00447	Syai.g_02215
OG0001050	Prbb.g_00448	Syai.g_02214
OG0001051	Prbb.g_00449	Syai.g_02213
OG0001052	Prbb.g_00475	Syai.g_00861
OG0001053	Prbb.g_00488	Syai.g_00641
OG0001054	Prbb.g_00502	Syai.g_00658
OG0001055	Prbb.g_00521	Syai.g_00679
OG0001056	Prbb.g_00539	Syai.g_00713
OG0001057	Prbb.g_00544	Syai.g_00721
OG0001058	Prbb.g_00553	Syai.g_00734
OG0001059	Prbb.g_00557	Syai.g_00738
OG0001060	Prbb.g_00564	Syai.g_00744
OG0001061	Prbb.g_00577	Syai.g_00765
OG0001062	Prbb.g_00579	Syai.g_00767
OG0001063	Prbb.g_00580	Syai.g_00774
OG0001064	Prbb.g_00581	Syai.g_00775
OG0001065	Prbb.g_00582	Syai.g_00776
OG0001066	Prbb.g_00583	Syai.g_00777
OG0001067	Prbb.g_00584	Syai.g_00778
OG0001068	Prbb.g_00585	Syai.g_00779
OG0001069	Prbb.g_00586	Syai.g_00780
OG0001070	Prbb.g_00588	Syai.g_00783
OG0001071	Prbb.g_00589	Syai.g_00784
OG0001072	Prbb.g_00590	Syai.g_00788
OG0001073	Prbb.g_00604	Syai.g_00807
OG0001074	Prbb.g_00616	Syai.g_01051
OG0001075	Prbb.g_00617	Syai.g_01053
OG0001076	Prbb.g_00624	Syai.g_01069
OG0001077	Prbb.g_00629	Syai.g_01081
OG0001078	Prbb.g_00637	Syai.g_01105
OG0001079	Prbb.g_00648	Syai.g_01118
OG0001080	Prbb.g_00654	Syai.g_01606
OG0001081	Prbb.g_00656	Syai.g_01222
OG0001082	Prbb.g_00657	Syai.g_01223
OG0001083	Prbb.g_00662	Syai.g_01230
OG0001084	Prbb.g_00664	Syai.g_01231
OG0001085	Prbb.g_00674	Syai.g_01241
OG0001086	Prbb.g_00675	Syai.g_01243
OG0001087	Prbb.g_00694	Syai.g_01953
OG0001088	Prbb.g_00695	Syai.g_01957
OG0001089	Prbb.g_00705	Syai.g_01996
OG0001090	Prbb.g_00714	Syai.g_01387
OG0001091	Prbb.g_00716	Syai.g_01389
OG0001092	Prbb.g_00717	Syai.g_01391
OG0001093	Prbb.g_00722	Syai.g_01397
OG0001094	Prbb.g_00777	Syai.g_01315
OG0001096	Prbb.g_00811	Syai.g_01371
OG0001097	Prbb.g_00830	Syai.g_02057
OG0001098	Prbb.g_00847	Syai.g_01603
OG0001099	Prbb.g_00917	Syai.g_02558
OG0001100	Prbb.g_00924	Syai.g_01253
OG0001101	Prbb.g_00926	Syai.g_01254
OG0001102	Prbb.g_00929	Syai.g_01257
OG0001103	Prbb.g_00931	Syai.g_01260
OG0001104	Prbb.g_00763	Syai.g_01300
OG0001105	Prbb.g_00767	Syai.g_01304
OG0001106	Prbb.g_00979	Syai.g_01517
OG0001107	Prbb.g_00989	Syai.g_01505
OG0001108	Prbb.g_00993	Syai.g_01496
OG0001109	Prbb.g_00994	Syai.g_01488
OG0001110	Prbb.g_00996	Syai.g_01486
OG0001111	Prbb.g_00997	Syai.g_01484
OG0001112	Prbb.g_00998	Syai.g_01482
OG0001113	Prbb.g_00999	Syai.g_01481
