Orthogroup	Prbb	Pran
OG0000547	Prbb.g_00519	Pran.g_01663
OG0000548	Prbb.g_00520	Pran.g_01662
OG0000549	Prbb.g_00523	Pran.g_01660
OG0000550	Prbb.g_00527	Pran.g_01655
OG0000551	Prbb.g_00530	Pran.g_01651
OG0000552	Prbb.g_00531	Pran.g_01650
OG0000553	Prbb.g_00532	Pran.g_01649
OG0000554	Prbb.g_00537	Pran.g_01644
OG0000555	Prbb.g_00545	Pran.g_01636
OG0000556	Prbb.g_00547	Pran.g_01634
OG0000557	Prbb.g_00548	Pran.g_01633
OG0000558	Prbb.g_00551	Pran.g_01631
OG0000559	Prbb.g_00555	Pran.g_01627
OG0000560	Prbb.g_00558	Pran.g_01624
OG0000561	Prbb.g_00559	Pran.g_01623
OG0000562	Prbb.g_00560	Pran.g_01622
OG0000563	Prbb.g_00561	Pran.g_01621
OG0000564	Prbb.g_00562	Pran.g_01620
OG0000565	Prbb.g_00565	Pran.g_01617
OG0000566	Prbb.g_00567	Pran.g_01614
OG0000567	Prbb.g_00571	Pran.g_01610
OG0000568	Prbb.g_00572	Pran.g_01609
OG0000569	Prbb.g_00573	Pran.g_01608
OG0000570	Prbb.g_00574	Pran.g_01607
OG0000571	Prbb.g_00576	Pran.g_01605
OG0000572	Prbb.g_00587	Pran.g_01592
OG0000573	Prbb.g_00592	Pran.g_01586
OG0000574	Prbb.g_00594	Pran.g_01585
OG0000575	Prbb.g_00597	Pran.g_01581
OG0000576	Prbb.g_00599	Pran.g_01579
OG0000577	Prbb.g_00600	Pran.g_01578
OG0000578	Prbb.g_00601	Pran.g_01577
OG0000579	Prbb.g_00602	Pran.g_01576
OG0000580	Prbb.g_00603	Pran.g_01575
OG0000581	Prbb.g_00606	Pran.g_01573
OG0000582	Prbb.g_00609	Pran.g_01570
OG0000583	Prbb.g_00610	Pran.g_01569
OG0000584	Prbb.g_00611	Pran.g_01568
OG0000585	Prbb.g_00613	Pran.g_01566
OG0000586	Prbb.g_00614	Pran.g_01565
OG0000587	Prbb.g_00615	Pran.g_01564
OG0000588	Prbb.g_00619	Pran.g_01560
OG0000589	Prbb.g_00622	Pran.g_01557
OG0000590	Prbb.g_00623	Pran.g_01556
OG0000591	Prbb.g_00626	Pran.g_01553
OG0000592	Prbb.g_00627	Pran.g_01552
OG0000593	Prbb.g_00633	Pran.g_01546
OG0000594	Prbb.g_00634	Pran.g_01545
OG0000595	Prbb.g_00635	Pran.g_01544
OG0000596	Prbb.g_00639	Pran.g_01540
OG0000597	Prbb.g_00641	Pran.g_01538
OG0000598	Prbb.g_00642	Pran.g_01537
OG0000599	Prbb.g_00645	Pran.g_01534
OG0000600	Prbb.g_00646	Pran.g_01533
OG0000601	Prbb.g_00647	Pran.g_01532
OG0000602	Prbb.g_00649	Pran.g_01530
OG0000603	Prbb.g_00650	Pran.g_01529
OG0000604	Prbb.g_00651	Pran.g_01528
OG0000605	Prbb.g_00652	Pran.g_01527
OG0000606	Prbb.g_00655	Pran.g_01524
OG0000607	Prbb.g_00658	Pran.g_01521
OG0000608	Prbb.g_00659	Pran.g_01520
OG0000609	Prbb.g_00660	Pran.g_01519
OG0000610	Prbb.g_00667	Pran.g_01514
OG0000611	Prbb.g_00670	Pran.g_01511
OG0000612	Prbb.g_00671	Pran.g_01510
OG0000613	Prbb.g_00677	Pran.g_01505
OG0000614	Prbb.g_00700	Pran.g_01486
OG0000615	Prbb.g_00708	Pran.g_01478
OG0000616	Prbb.g_02176	Pran.g_01472
OG0000617	Prbb.g_00719	Pran.g_01454
OG0000618	Prbb.g_00720	Pran.g_01453
OG0000619	Prbb.g_00721	Pran.g_01452
OG0000620	Prbb.g_00724	Pran.g_01449
OG0000621	Prbb.g_00725	Pran.g_01448
OG0000622	Prbb.g_00726	Pran.g_01447
OG0000623	Prbb.g_00727	Pran.g_01446
OG0000624	Prbb.g_00729	Pran.g_01445
OG0000625	Prbb.g_00730	Pran.g_01444
OG0000626	Prbb.g_00731	Pran.g_01443
OG0000627	Prbb.g_00733	Pran.g_01442
OG0000628	Prbb.g_00734	Pran.g_01441
OG0000629	Prbb.g_00735	Pran.g_01440
OG0000630	Prbb.g_00738	Pran.g_01437
OG0000631	Prbb.g_00962	Pran.g_01352
OG0000632	Prbb.g_00963	Pran.g_01351
OG0000633	Prbb.g_00964	Pran.g_01350
OG0000634	Prbb.g_00779	Pran.g_01347
OG0000635	Prbb.g_00780	Pran.g_01346
OG0000636	Prbb.g_00782	Pran.g_01344
OG0000637	Prbb.g_00784	Pran.g_01342
OG0000638	Prbb.g_00785	Pran.g_01341
OG0000639	Prbb.g_00786	Pran.g_01340
OG0000640	Prbb.g_00787	Pran.g_01339
OG0000641	Prbb.g_00791	Pran.g_01335
OG0000642	Prbb.g_00792	Pran.g_01334
OG0000643	Prbb.g_00793	Pran.g_01333
OG0000644	Prbb.g_00794	Pran.g_01332
OG0000645	Prbb.g_00795	Pran.g_01331
OG0000646	Prbb.g_00798	Pran.g_01329
OG0000647	Prbb.g_00800	Pran.g_01328
OG0000648	Prbb.g_00802	Pran.g_01326
OG0000649	Prbb.g_00803	Pran.g_01325
OG0000650	Prbb.g_00804	Pran.g_01324
OG0000651	Prbb.g_00805	Pran.g_01323
OG0000652	Prbb.g_00806	Pran.g_01322
OG0000653	Prbb.g_00808	Pran.g_01320
OG0000654	Prbb.g_00809	Pran.g_01319
OG0000655	Prbb.g_00810	Pran.g_01318
OG0000656	Prbb.g_00813	Pran.g_01315
OG0000657	Prbb.g_00819	Pran.g_01308
OG0000658	Prbb.g_00821	Pran.g_01307
OG0000659	Prbb.g_00822	Pran.g_01306
OG0000660	Prbb.g_00827	Pran.g_01302
OG0000661	Prbb.g_00829	Pran.g_01300
OG0000662	Prbb.g_00831	Pran.g_01298
OG0000663	Prbb.g_00833	Pran.g_01296
OG0000664	Prbb.g_00834	Pran.g_01295
OG0000665	Prbb.g_00838	Pran.g_01291
OG0000666	Prbb.g_00839	Pran.g_01290
OG0000667	Prbb.g_00843	Pran.g_01285
OG0000668	Prbb.g_00914	Pran.g_00413
OG0000669	Prbb.g_00922	Pran.g_00421
OG0000670	Prbb.g_00925	Pran.g_00423
OG0000671	Prbb.g_00927	Pran.g_00425
OG0000672	Prbb.g_00930	Pran.g_00427
OG0000673	Prbb.g_00933	Pran.g_00430
OG0000674	Prbb.g_00935	Pran.g_00432
OG0000675	Prbb.g_00936	Pran.g_00433
OG0000676	Prbb.g_00938	Pran.g_00435
OG0000677	Prbb.g_00939	Pran.g_00436
OG0000678	Prbb.g_00942	Pran.g_00438
OG0000679	Prbb.g_00946	Pran.g_00442
OG0000680	Prbb.g_00947	Pran.g_00443
OG0000681	Prbb.g_00950	Pran.g_00445
OG0000682	Prbb.g_00951	Pran.g_00446
OG0000683	Prbb.g_00952	Pran.g_00447
OG0000684	Prbb.g_00762	Pran.g_00449
OG0000685	Prbb.g_00764	Pran.g_00451
OG0000686	Prbb.g_00765	Pran.g_00452
OG0000687	Prbb.g_00766	Pran.g_00453
OG0000688	Prbb.g_00769	Pran.g_00456
OG0000689	Prbb.g_00770	Pran.g_00457
OG0000690	Prbb.g_00771	Pran.g_00458
OG0000691	Prbb.g_00772	Pran.g_00459
OG0000692	Prbb.g_00774	Pran.g_00461
OG0000693	Prbb.g_00775	Pran.g_00462
OG0000694	Prbb.g_00776	Pran.g_00463
OG0000695	Prbb.g_00966	Pran.g_00465
OG0000696	Prbb.g_00967	Pran.g_00466
OG0000697	Prbb.g_00968	Pran.g_00467
OG0000698	Prbb.g_00971	Pran.g_00470
OG0000699	Prbb.g_00972	Pran.g_00471
OG0000700	Prbb.g_00973	Pran.g_00472
OG0000701	Prbb.g_00974	Pran.g_00473
OG0000702	Prbb.g_00976	Pran.g_00475
OG0000703	Prbb.g_00977	Pran.g_00476
OG0000704	Prbb.g_00978	Pran.g_00477
OG0000705	Prbb.g_00984	Pran.g_00481
OG0000706	Prbb.g_00985	Pran.g_00482
OG0000707	Prbb.g_00986	Pran.g_00483
OG0000708	Prbb.g_00988	Pran.g_00484
OG0000709	Prbb.g_00992	Pran.g_00488
OG0000710	Prbb.g_00995	Pran.g_00491
OG0000711	Prbb.g_01010	Pran.g_00508
OG0000712	Prbb.g_01012	Pran.g_00510
OG0000713	Prbb.g_01013	Pran.g_00511
OG0000714	Prbb.g_01014	Pran.g_00512
OG0000715	Prbb.g_01016	Pran.g_00514
OG0000716	Prbb.g_01017	Pran.g_00516
OG0000717	Prbb.g_01018	Pran.g_00517
OG0000718	Prbb.g_01036	Pran.g_00537
OG0000719	Prbb.g_01037	Pran.g_00539
OG0000720	Prbb.g_01048	Pran.g_00548
OG0000721	Prbb.g_01049	Pran.g_00550
OG0000722	Prbb.g_01050	Pran.g_00551
OG0000723	Prbb.g_01054	Pran.g_00554
OG0000724	Prbb.g_01065	Pran.g_00563
OG0000725	Prbb.g_00891	Pran.g_00569
OG0000726	Prbb.g_00890	Pran.g_00570
OG0000727	Prbb.g_00889	Pran.g_00571
OG0000728	Prbb.g_00887	Pran.g_00573
OG0000729	Prbb.g_02071	Pran.g_00133
OG0000730	Prbb.g_00392	Pran.g_00129
OG0000731	Prbb.g_00400	Pran.g_00125
OG0000732	Prbb.g_02121	Pran.g_00115
OG0000733	Prbb.g_01888	Pran.g_00092
OG0000734	Prbb.g_01533	Pran.g_00075
OG0000735	Prbb.g_01531	Pran.g_00073
OG0000736	Prbb.g_01530	Pran.g_00072
OG0000737	Prbb.g_01529	Pran.g_00071
OG0000738	Prbb.g_01525	Pran.g_00067
OG0000739	Prbb.g_01524	Pran.g_00066
OG0000740	Prbb.g_01523	Pran.g_00065
OG0000741	Prbb.g_01521	Pran.g_00064
OG0000742	Prbb.g_01518	Pran.g_00061
OG0000743	Prbb.g_01516	Pran.g_00059
OG0000744	Prbb.g_01515	Pran.g_00058
OG0000745	Prbb.g_01513	Pran.g_00057
OG0000746	Prbb.g_01511	Pran.g_00055
OG0000747	Prbb.g_01510	Pran.g_00054
OG0000748	Prbb.g_01506	Pran.g_00051
OG0000749	Prbb.g_01505	Pran.g_00050
OG0000750	Prbb.g_01504	Pran.g_00049
OG0000751	Prbb.g_01501	Pran.g_00047
OG0000752	Prbb.g_01499	Pran.g_00045
OG0000753	Prbb.g_01497	Pran.g_00042
OG0000754	Prbb.g_01493	Pran.g_00039
OG0000755	Prbb.g_01488	Pran.g_00036
OG0000756	Prbb.g_01487	Pran.g_00035
OG0000757	Prbb.g_01480	Pran.g_00029
OG0000758	Prbb.g_01479	Pran.g_00028
OG0000759	Prbb.g_01478	Pran.g_00027
OG0000760	Prbb.g_01477	Pran.g_00026
OG0000761	Prbb.g_01476	Pran.g_00025
OG0000762	Prbb.g_01475	Pran.g_00024
OG0000763	Prbb.g_01473	Pran.g_00022
OG0000764	Prbb.g_01472	Pran.g_00021
OG0000765	Prbb.g_01463	Pran.g_00012
OG0000766	Prbb.g_01462	Pran.g_00011
OG0000767	Prbb.g_01461	Pran.g_00009
OG0000768	Prbb.g_01460	Pran.g_00008
OG0000769	Prbb.g_01458	Pran.g_00006
OG0000770	Prbb.g_01457	Pran.g_00004
OG0000771	Prbb.g_01060	Pran.g_00918
OG0000772	Prbb.g_01291	Pran.g_00899
OG0000773	Prbb.g_01577	Pran.g_00885
OG0000774	Prbb.g_01580	Pran.g_00883
OG0000775	Prbb.g_01581	Pran.g_00881
OG0000776	Prbb.g_01582	Pran.g_00880
OG0000777	Prbb.g_01583	Pran.g_00879
OG0000778	Prbb.g_01584	Pran.g_00878
OG0000779	Prbb.g_01588	Pran.g_00874
OG0000780	Prbb.g_01589	Pran.g_00873
OG0000781	Prbb.g_01592	Pran.g_00870
OG0000782	Prbb.g_01593	Pran.g_00869
OG0000783	Prbb.g_01594	Pran.g_00868
OG0000784	Prbb.g_01595	Pran.g_00867
OG0000785	Prbb.g_01597	Pran.g_00865
OG0000786	Prbb.g_01600	Pran.g_00863
OG0000787	Prbb.g_01601	Pran.g_00862
OG0000788	Prbb.g_00746	Pran.g_00853
OG0000789	Prbb.g_01057	Pran.g_00850
OG0000790	Prbb.g_01644	Pran.g_00836
OG0000791	Prbb.g_01646	Pran.g_00834
OG0000792	Prbb.g_01647	Pran.g_00833
OG0000793	Prbb.g_01650	Pran.g_00830
OG0000794	Prbb.g_01651	Pran.g_00829
OG0000795	Prbb.g_01652	Pran.g_00828
OG0000796	Prbb.g_01656	Pran.g_00824
OG0000797	Prbb.g_01657	Pran.g_00823
OG0000798	Prbb.g_00858	Pran.g_00789
OG0000799	Prbb.g_01668	Pran.g_00751
OG0000800	Prbb.g_01669	Pran.g_00750
OG0000801	Prbb.g_01670	Pran.g_00749
OG0000802	Prbb.g_01672	Pran.g_00747
OG0000803	Prbb.g_01674	Pran.g_00745
OG0000804	Prbb.g_01675	Pran.g_00744
OG0000805	Prbb.g_01677	Pran.g_00742
OG0000806	Prbb.g_01679	Pran.g_00740
OG0000807	Prbb.g_01680	Pran.g_00739
OG0000808	Prbb.g_01681	Pran.g_00738
OG0000809	Prbb.g_01684	Pran.g_00735
OG0000810	Prbb.g_01685	Pran.g_00734
OG0000811	Prbb.g_01689	Pran.g_00730
OG0000812	Prbb.g_01691	Pran.g_00728
OG0000813	Prbb.g_01692	Pran.g_00727
OG0000814	Prbb.g_01694	Pran.g_00725
OG0000815	Prbb.g_01695	Pran.g_00724
OG0000816	Prbb.g_01697	Pran.g_00722
OG0000817	Prbb.g_01698	Pran.g_00721
OG0000818	Prbb.g_01702	Pran.g_00716
OG0000819	Prbb.g_01703	Pran.g_00715
OG0000820	Prbb.g_01704	Pran.g_00714
OG0000821	Prbb.g_01707	Pran.g_00710
OG0000822	Prbb.g_01708	Pran.g_00709
OG0000823	Prbb.g_01709	Pran.g_00708
OG0000824	Prbb.g_01712	Pran.g_00705
OG0000825	Prbb.g_01713	Pran.g_00704
OG0000826	Prbb.g_01714	Pran.g_00703
OG0000827	Prbb.g_01715	Pran.g_00702
OG0000828	Prbb.g_01718	Pran.g_00699
OG0000829	Prbb.g_01719	Pran.g_00698
OG0000830	Prbb.g_01720	Pran.g_00697
OG0000831	Prbb.g_01722	Pran.g_00695
OG0000832	Prbb.g_01732	Pran.g_00689
OG0000833	Prbb.g_01740	Pran.g_00681
OG0000834	Prbb.g_01741	Pran.g_00680
OG0000835	Prbb.g_01742	Pran.g_00679
OG0000836	Prbb.g_01744	Pran.g_00678
OG0000837	Prbb.g_01745	Pran.g_00677
OG0000838	Prbb.g_01747	Pran.g_00675
OG0000839	Prbb.g_01748	Pran.g_00674
OG0000840	Prbb.g_01749	Pran.g_00673
OG0000841	Prbb.g_01750	Pran.g_00672
OG0000842	Prbb.g_01751	Pran.g_00671
OG0000843	Prbb.g_01752	Pran.g_00670
OG0000844	Prbb.g_01753	Pran.g_00669
OG0000845	Prbb.g_01754	Pran.g_00668
OG0000846	Prbb.g_01755	Pran.g_00667
OG0000847	Prbb.g_01756	Pran.g_00666
OG0000848	Prbb.g_01757	Pran.g_00665
OG0000849	Prbb.g_01758	Pran.g_00664
OG0000850	Prbb.g_01760	Pran.g_00662
OG0000851	Prbb.g_01761	Pran.g_00661
OG0000852	Prbb.g_01762	Pran.g_00660
OG0000853	Prbb.g_01767	Pran.g_00656
OG0000854	Prbb.g_01769	Pran.g_00654
OG0000855	Prbb.g_01770	Pran.g_00653
OG0000856	Prbb.g_01659	Pran.g_00636
OG0000857	Prbb.g_00799	Pran.g_00598
OG0000858	Prbb.g_01817	Pran.g_00964
OG0000859	Prbb.g_01818	Pran.g_00965
OG0000860	Prbb.g_01825	Pran.g_00972
OG0000861	Prbb.g_01826	Pran.g_00973
OG0000862	Prbb.g_01827	Pran.g_00974
OG0000863	Prbb.g_01828	Pran.g_00976
OG0000864	Prbb.g_01829	Pran.g_00977
OG0000865	Prbb.g_01830	Pran.g_00978
OG0000866	Prbb.g_01831	Pran.g_00979
OG0000867	Prbb.g_01832	Pran.g_00980
OG0000868	Prbb.g_01833	Pran.g_00981
OG0000869	Prbb.g_01836	Pran.g_00985
OG0000870	Prbb.g_01841	Pran.g_00990
OG0000871	Prbb.g_01842	Pran.g_00991
OG0000872	Prbb.g_01843	Pran.g_00992
OG0000873	Prbb.g_01846	Pran.g_00995
OG0000874	Prbb.g_01849	Pran.g_00998
OG0000875	Prbb.g_01851	Pran.g_00999
OG0000876	Prbb.g_01852	Pran.g_01000
OG0000877	Prbb.g_01854	Pran.g_01002
OG0000878	Prbb.g_01855	Pran.g_01003
OG0000879	Prbb.g_01856	Pran.g_01004
OG0000880	Prbb.g_01857	Pran.g_01005
OG0000881	Prbb.g_01860	Pran.g_01009
OG0000882	Prbb.g_01865	Pran.g_01014
OG0000883	Prbb.g_01867	Pran.g_01015
OG0000884	Prbb.g_01869	Pran.g_01017
OG0000885	Prbb.g_01870	Pran.g_01018
OG0000886	Prbb.g_01871	Pran.g_01019
OG0000887	Prbb.g_01872	Pran.g_01020
OG0000888	Prbb.g_01874	Pran.g_01022
OG0000889	Prbb.g_01876	Pran.g_01024
OG0000890	Prbb.g_01877	Pran.g_01025
OG0000891	Prbb.g_01878	Pran.g_01026
OG0000892	Prbb.g_01880	Pran.g_01028
OG0000893	Prbb.g_01922	Pran.g_01032
OG0000894	Prbb.g_01925	Pran.g_01034
OG0000895	Prbb.g_01928	Pran.g_01037
OG0000896	Prbb.g_01929	Pran.g_01038
OG0000897	Prbb.g_01931	Pran.g_01040
OG0000898	Prbb.g_01932	Pran.g_01041
OG0000899	Prbb.g_01933	Pran.g_01042
OG0000900	Prbb.g_01934	Pran.g_01044
OG0000901	Prbb.g_01937	Pran.g_01047
OG0000902	Prbb.g_01939	Pran.g_01049
OG0000903	Prbb.g_01948	Pran.g_01052
OG0000904	Prbb.g_01943	Pran.g_01054
OG0000905	Prbb.g_01941	Pran.g_01058
OG0000906	Prbb.g_01940	Pran.g_01059
OG0000907	Prbb.g_01958	Pran.g_01062
OG0000908	Prbb.g_01961	Pran.g_01065
OG0000909	Prbb.g_01962	Pran.g_01066
OG0000910	Prbb.g_01963	Pran.g_01067
OG0000911	Prbb.g_01965	Pran.g_01070
OG0000912	Prbb.g_01966	Pran.g_01071
OG0000913	Prbb.g_01967	Pran.g_01072
OG0000914	Prbb.g_01968	Pran.g_01073
OG0000915	Prbb.g_01969	Pran.g_01074
OG0000916	Prbb.g_01970	Pran.g_01075
OG0000917	Prbb.g_01971	Pran.g_01076
OG0000918	Prbb.g_01972	Pran.g_01077
OG0000919	Prbb.g_01973	Pran.g_01078
OG0000920	Prbb.g_01974	Pran.g_01079
OG0000921	Prbb.g_01975	Pran.g_01080
OG0000922	Prbb.g_01976	Pran.g_01081
OG0000923	Prbb.g_01980	Pran.g_01085
OG0000924	Prbb.g_01981	Pran.g_01086
OG0000925	Prbb.g_01982	Pran.g_01087
OG0000926	Prbb.g_01983	Pran.g_01088
OG0000927	Prbb.g_01985	Pran.g_01090
OG0000928	Prbb.g_01986	Pran.g_01091
OG0000929	Prbb.g_01987	Pran.g_01092
OG0000930	Prbb.g_01988	Pran.g_01093
OG0000931	Prbb.g_01989	Pran.g_01094
OG0000932	Prbb.g_01990	Pran.g_01095
OG0000933	Prbb.g_01994	Pran.g_01099
OG0000934	Prbb.g_01996	Pran.g_01101
OG0000935	Prbb.g_01997	Pran.g_01102
OG0000936	Prbb.g_01998	Pran.g_01103
OG0000937	Prbb.g_01999	Pran.g_01104
OG0000938	Prbb.g_02002	Pran.g_01106
OG0000939	Prbb.g_02003	Pran.g_01107
OG0000940	Prbb.g_02010	Pran.g_01114
OG0000941	Prbb.g_02012	Pran.g_01116
OG0000942	Prbb.g_02014	Pran.g_01118
OG0000943	Prbb.g_02015	Pran.g_01119
OG0000944	Prbb.g_02017	Pran.g_01120
OG0000945	Prbb.g_02018	Pran.g_01121
OG0000946	Prbb.g_02024	Pran.g_01125
OG0000947	Prbb.g_02026	Pran.g_01127
OG0000948	Prbb.g_02027	Pran.g_01128
OG0000949	Prbb.g_02030	Pran.g_01131
OG0000950	Prbb.g_02035	Pran.g_01136
OG0000951	Prbb.g_02039	Pran.g_01139
OG0000952	Prbb.g_02043	Pran.g_01143
OG0000953	Prbb.g_02047	Pran.g_01146
OG0000954	Prbb.g_02051	Pran.g_01150
OG0000955	Prbb.g_02052	Pran.g_01151
OG0000956	Prbb.g_02054	Pran.g_01153
OG0000957	Prbb.g_02059	Pran.g_01158
OG0000958	Prbb.g_02060	Pran.g_01159
OG0000959	Prbb.g_02064	Pran.g_01163
OG0000960	Prbb.g_02065	Pran.g_01164
OG0000961	Prbb.g_02068	Pran.g_01166
OG0000962	Prbb.g_02070	Pran.g_01168
OG0000963	Prbb.g_02075	Pran.g_01172
OG0000964	Prbb.g_02076	Pran.g_01173
OG0000965	Prbb.g_02077	Pran.g_01174
OG0000966	Prbb.g_02099	Pran.g_01182
OG0000967	Prbb.g_02103	Pran.g_01186
OG0000968	Prbb.g_02105	Pran.g_01188
OG0000969	Prbb.g_02106	Pran.g_01189
OG0000970	Prbb.g_02107	Pran.g_01190
OG0000971	Prbb.g_02108	Pran.g_01191
OG0000972	Prbb.g_02109	Pran.g_01192
OG0000973	Prbb.g_02110	Pran.g_01193
OG0000974	Prbb.g_02111	Pran.g_01194
OG0000975	Prbb.g_02112	Pran.g_01195
OG0000976	Prbb.g_02113	Pran.g_01196
OG0000977	Prbb.g_02114	Pran.g_01197
OG0000978	Prbb.g_02115	Pran.g_01198
OG0000979	Prbb.g_02118	Pran.g_01201
OG0000980	Prbb.g_02120	Pran.g_01202
OG0000981	Prbb.g_02123	Pran.g_01204
OG0000982	Prbb.g_02125	Pran.g_01206
OG0000983	Prbb.g_02126	Pran.g_01207
OG0000984	Prbb.g_02127	Pran.g_01208
OG0000985	Prbb.g_02130	Pran.g_01211
OG0000986	Prbb.g_02132	Pran.g_01213
OG0000987	Prbb.g_02133	Pran.g_01214
OG0000988	Prbb.g_02136	Pran.g_01217
OG0000989	Prbb.g_02140	Pran.g_01221
OG0000990	Prbb.g_02145	Pran.g_01224
OG0000991	Prbb.g_02146	Pran.g_01225
OG0000992	Prbb.g_02149	Pran.g_01227
OG0000993	Prbb.g_02150	Pran.g_01228
OG0000994	Prbb.g_02151	Pran.g_01229
OG0000995	Prbb.g_02155	Pran.g_01233
OG0000996	Prbb.g_02156	Pran.g_01234
OG0000997	Prbb.g_02164	Pran.g_01235
OG0000998	Prbb.g_02166	Pran.g_01237
OG0000999	Prbb.g_02167	Pran.g_01238
OG0001000	Prbb.g_02170	Pran.g_01241
OG0001001	Prbb.g_02173	Pran.g_01243
OG0001002	Prbb.g_02178	Pran.g_01247
OG0001003	Prbb.g_02180	Pran.g_01249
OG0001004	Prbb.g_02181	Pran.g_01250
OG0001005	Prbb.g_02182	Pran.g_01251
OG0001006	Prbb.g_02187	Pran.g_01255
OG0001007	Prbb.g_02189	Pran.g_01257
OG0001008	Prbb.g_00442	Pran.g_01743
OG0001009	Prbb.g_00028	Pran.g_00397
OG0001010	Prbb.g_00029	Pran.g_00396
OG0001011	Prbb.g_00030	Pran.g_00395
OG0001012	Prbb.g_00058	Pran.g_00382
OG0001013	Prbb.g_00063	Pran.g_00377
OG0001014	Prbb.g_00066	Pran.g_00374
OG0001015	Prbb.g_00067	Pran.g_00373
OG0001016	Prbb.g_00128	Pran.g_00359
OG0001017	Prbb.g_00132	Pran.g_00355
OG0001018	Prbb.g_00135	Pran.g_00352
OG0001019	Prbb.g_00144	Pran.g_00343
OG0001020	Prbb.g_00145	Pran.g_00342
OG0001021	Prbb.g_00146	Pran.g_00341
OG0001022	Prbb.g_00149	Pran.g_00339
OG0001023	Prbb.g_00150	Pran.g_00338
OG0001024	Prbb.g_00153	Pran.g_00335
OG0001025	Prbb.g_00160	Pran.g_00329
OG0001026	Prbb.g_00168	Pran.g_00322
OG0001027	Prbb.g_00169	Pran.g_00321
OG0001028	Prbb.g_00171	Pran.g_00319
OG0001029	Prbb.g_00173	Pran.g_00318
OG0001030	Prbb.g_00189	Pran.g_00304
OG0001031	Prbb.g_00243	Pran.g_00246
OG0001032	Prbb.g_00244	Pran.g_00245
OG0001033	Prbb.g_00264	Pran.g_00224
OG0001034	Prbb.g_00293	Pran.g_00196
OG0001035	Prbb.g_00310	Pran.g_01938
OG0001036	Prbb.g_00314	Pran.g_01934
OG0001037	Prbb.g_00315	Pran.g_01933
OG0001038	Prbb.g_00331	Pran.g_01916
OG0001040	Prbb.g_00335	Pran.g_01911
OG0001041	Prbb.g_00339	Pran.g_01907
OG0001042	Prbb.g_00355	Pran.g_01890
OG0001043	Prbb.g_00356	Pran.g_01889
OG0001044	Prbb.g_00393	Pran.g_01861
OG0001045	Prbb.g_00402	Pran.g_01853
OG0001046	Prbb.g_01124	Pran.g_01816
OG0001047	Prbb.g_00444	Pran.g_01741
OG0001048	Prbb.g_00445	Pran.g_01740
OG0001049	Prbb.g_00447	Pran.g_01738
OG0001050	Prbb.g_00448	Pran.g_01737
OG0001051	Prbb.g_00449	Pran.g_01736
OG0001052	Prbb.g_00475	Pran.g_01707
OG0001053	Prbb.g_00488	Pran.g_01695
OG0001054	Prbb.g_00502	Pran.g_01680
OG0001055	Prbb.g_00521	Pran.g_01661
OG0001056	Prbb.g_00539	Pran.g_01642
OG0001057	Prbb.g_00544	Pran.g_01637
OG0001058	Prbb.g_00553	Pran.g_01629
OG0001059	Prbb.g_00557	Pran.g_01625
OG0001060	Prbb.g_00564	Pran.g_01618
OG0001061	Prbb.g_00577	Pran.g_01604
OG0001062	Prbb.g_00579	Pran.g_01602
OG0001063	Prbb.g_00580	Pran.g_01600
OG0001064	Prbb.g_00581	Pran.g_01599
OG0001065	Prbb.g_00582	Pran.g_01598
OG0001066	Prbb.g_00583	Pran.g_01597
OG0001067	Prbb.g_00584	Pran.g_01596
OG0001068	Prbb.g_00585	Pran.g_01595
OG0001069	Prbb.g_00586	Pran.g_01594
OG0001070	Prbb.g_00588	Pran.g_01591
OG0001071	Prbb.g_00589	Pran.g_01590
OG0001072	Prbb.g_00590	Pran.g_01588
OG0001073	Prbb.g_00604	Pran.g_01574
OG0001074	Prbb.g_00616	Pran.g_01563
OG0001075	Prbb.g_00617	Pran.g_01562
OG0001076	Prbb.g_00624	Pran.g_01554
OG0001077	Prbb.g_00629	Pran.g_01550
OG0001078	Prbb.g_00637	Pran.g_01542
OG0001079	Prbb.g_00648	Pran.g_01531
OG0001080	Prbb.g_00654	Pran.g_01525
OG0001081	Prbb.g_00656	Pran.g_01523
OG0001082	Prbb.g_00657	Pran.g_01522
OG0001083	Prbb.g_00662	Pran.g_01517
OG0001084	Prbb.g_00664	Pran.g_01516
OG0001085	Prbb.g_00674	Pran.g_01508
OG0001086	Prbb.g_00675	Pran.g_01507
OG0001087	Prbb.g_00694	Pran.g_01490
OG0001088	Prbb.g_00695	Pran.g_01489
OG0001089	Prbb.g_00705	Pran.g_01481
OG0001090	Prbb.g_00714	Pran.g_01459
OG0001091	Prbb.g_00716	Pran.g_01457
OG0001092	Prbb.g_00717	Pran.g_01456
OG0001093	Prbb.g_00722	Pran.g_01451
OG0001094	Prbb.g_00777	Pran.g_01349
OG0001095	Prbb.g_00796	Pran.g_01330
OG0001096	Prbb.g_00811	Pran.g_01317
OG0001097	Prbb.g_00830	Pran.g_01299
OG0001098	Prbb.g_00847	Pran.g_01283
OG0001099	Prbb.g_00917	Pran.g_00418
OG0001100	Prbb.g_00924	Pran.g_00422
OG0001101	Prbb.g_00926	Pran.g_00424
OG0001102	Prbb.g_00929	Pran.g_00426
OG0001103	Prbb.g_00931	Pran.g_00428
OG0001104	Prbb.g_00763	Pran.g_00450
OG0001105	Prbb.g_00767	Pran.g_00454
OG0001106	Prbb.g_00979	Pran.g_00478
