Orthogroup	Prbb	Prai
OG0000542	Prbb.g_00509	Prai.g_00535
OG0000543	Prbb.g_00511	Prai.g_00537
OG0000544	Prbb.g_00512	Prai.g_00538
OG0000545	Prbb.g_00514	Prai.g_00540
OG0000546	Prbb.g_00517	Prai.g_00543
OG0000547	Prbb.g_00519	Prai.g_00544
OG0000548	Prbb.g_00520	Prai.g_00545
OG0000549	Prbb.g_00523	Prai.g_00547
OG0000550	Prbb.g_00527	Prai.g_00552
OG0000551	Prbb.g_00530	Prai.g_00555
OG0000552	Prbb.g_00531	Prai.g_00556
OG0000553	Prbb.g_00532	Prai.g_00557
OG0000554	Prbb.g_00537	Prai.g_00562
OG0000555	Prbb.g_00545	Prai.g_00570
OG0000556	Prbb.g_00547	Prai.g_00572
OG0000557	Prbb.g_00548	Prai.g_00573
OG0000558	Prbb.g_00551	Prai.g_00575
OG0000559	Prbb.g_00555	Prai.g_00579
OG0000560	Prbb.g_00558	Prai.g_00582
OG0000561	Prbb.g_00559	Prai.g_00583
OG0000562	Prbb.g_00560	Prai.g_00584
OG0000563	Prbb.g_00561	Prai.g_00585
OG0000564	Prbb.g_00562	Prai.g_00586
OG0000565	Prbb.g_00565	Prai.g_00589
OG0000566	Prbb.g_00567	Prai.g_00592
OG0000567	Prbb.g_00571	Prai.g_00596
OG0000568	Prbb.g_00572	Prai.g_00597
OG0000569	Prbb.g_00573	Prai.g_00598
OG0000570	Prbb.g_00574	Prai.g_00599
OG0000571	Prbb.g_00576	Prai.g_00601
OG0000572	Prbb.g_00587	Prai.g_00614
OG0000573	Prbb.g_00592	Prai.g_00620
OG0000574	Prbb.g_00594	Prai.g_00621
OG0000575	Prbb.g_00597	Prai.g_00625
OG0000576	Prbb.g_00599	Prai.g_00627
OG0000577	Prbb.g_00600	Prai.g_00628
OG0000578	Prbb.g_00601	Prai.g_00629
OG0000579	Prbb.g_00602	Prai.g_00630
OG0000580	Prbb.g_00603	Prai.g_00631
OG0000581	Prbb.g_00606	Prai.g_00633
OG0000582	Prbb.g_00609	Prai.g_00636
OG0000583	Prbb.g_00610	Prai.g_00637
OG0000584	Prbb.g_00611	Prai.g_00638
OG0000585	Prbb.g_00613	Prai.g_00640
OG0000586	Prbb.g_00614	Prai.g_00641
OG0000587	Prbb.g_00615	Prai.g_00642
OG0000588	Prbb.g_00619	Prai.g_00646
OG0000589	Prbb.g_00622	Prai.g_00650
OG0000590	Prbb.g_00623	Prai.g_00651
OG0000591	Prbb.g_00626	Prai.g_00654
OG0000592	Prbb.g_00627	Prai.g_00655
OG0000593	Prbb.g_00633	Prai.g_00661
OG0000594	Prbb.g_00634	Prai.g_00662
OG0000595	Prbb.g_00635	Prai.g_00663
OG0000596	Prbb.g_00639	Prai.g_00667
OG0000597	Prbb.g_00641	Prai.g_00669
OG0000598	Prbb.g_00642	Prai.g_00670
OG0000599	Prbb.g_00645	Prai.g_00673
OG0000600	Prbb.g_00646	Prai.g_00674
OG0000601	Prbb.g_00647	Prai.g_00675
OG0000602	Prbb.g_00649	Prai.g_00677
OG0000603	Prbb.g_00650	Prai.g_00678
OG0000604	Prbb.g_00651	Prai.g_00679
OG0000605	Prbb.g_00652	Prai.g_00680
OG0000606	Prbb.g_00655	Prai.g_00683
OG0000607	Prbb.g_00658	Prai.g_00686
OG0000608	Prbb.g_00659	Prai.g_00687
OG0000609	Prbb.g_00660	Prai.g_00688
OG0000610	Prbb.g_00667	Prai.g_00693
OG0000611	Prbb.g_00670	Prai.g_00696
OG0000612	Prbb.g_00671	Prai.g_00697
OG0000613	Prbb.g_00677	Prai.g_00702
OG0000614	Prbb.g_00700	Prai.g_00721
OG0000615	Prbb.g_00708	Prai.g_00729
OG0000616	Prbb.g_02176	Prai.g_00732
OG0000617	Prbb.g_00719	Prai.g_00754
OG0000618	Prbb.g_00720	Prai.g_00755
OG0000619	Prbb.g_00721	Prai.g_00756
OG0000620	Prbb.g_00724	Prai.g_00759
OG0000621	Prbb.g_00725	Prai.g_00760
OG0000622	Prbb.g_00726	Prai.g_00761
OG0000623	Prbb.g_00727	Prai.g_00762
OG0000624	Prbb.g_00729	Prai.g_00763
OG0000625	Prbb.g_00730	Prai.g_00764
OG0000626	Prbb.g_00731	Prai.g_00765
OG0000627	Prbb.g_00733	Prai.g_00766
OG0000628	Prbb.g_00734	Prai.g_00767
OG0000629	Prbb.g_00735	Prai.g_00768
OG0000630	Prbb.g_00738	Prai.g_00771
OG0000631	Prbb.g_00962	Prai.g_00857
OG0000632	Prbb.g_00963	Prai.g_00856
OG0000633	Prbb.g_00964	Prai.g_00855
OG0000634	Prbb.g_00779	Prai.g_00852
OG0000635	Prbb.g_00780	Prai.g_00851
OG0000636	Prbb.g_00782	Prai.g_00849
OG0000637	Prbb.g_00784	Prai.g_00847
OG0000638	Prbb.g_00785	Prai.g_00846
OG0000639	Prbb.g_00786	Prai.g_00845
OG0000640	Prbb.g_00787	Prai.g_00844
OG0000641	Prbb.g_00791	Prai.g_00839
OG0000642	Prbb.g_00792	Prai.g_00838
OG0000643	Prbb.g_00793	Prai.g_00837
OG0000644	Prbb.g_00794	Prai.g_00836
OG0000645	Prbb.g_00795	Prai.g_00835
OG0000646	Prbb.g_00798	Prai.g_00833
OG0000647	Prbb.g_00800	Prai.g_00832
OG0000648	Prbb.g_00802	Prai.g_00830
OG0000649	Prbb.g_00803	Prai.g_00829
OG0000650	Prbb.g_00804	Prai.g_00828
OG0000651	Prbb.g_00805	Prai.g_00827
OG0000652	Prbb.g_00806	Prai.g_00826
OG0000653	Prbb.g_00808	Prai.g_00824
OG0000654	Prbb.g_00809	Prai.g_00823
OG0000655	Prbb.g_00810	Prai.g_00822
OG0000656	Prbb.g_00813	Prai.g_00819
OG0000657	Prbb.g_00819	Prai.g_00811
OG0000658	Prbb.g_00821	Prai.g_00810
OG0000659	Prbb.g_00822	Prai.g_00809
OG0000660	Prbb.g_00827	Prai.g_00805
OG0000661	Prbb.g_00829	Prai.g_00803
OG0000662	Prbb.g_00831	Prai.g_00801
OG0000663	Prbb.g_00833	Prai.g_00799
OG0000664	Prbb.g_00834	Prai.g_00798
OG0000665	Prbb.g_00838	Prai.g_00794
OG0000666	Prbb.g_00839	Prai.g_00793
OG0000667	Prbb.g_00843	Prai.g_00789
OG0000668	Prbb.g_00914	Prai.g_01060
OG0000669	Prbb.g_00922	Prai.g_01054
OG0000670	Prbb.g_00925	Prai.g_01052
OG0000671	Prbb.g_00927	Prai.g_01050
OG0000672	Prbb.g_00930	Prai.g_01048
OG0000673	Prbb.g_00933	Prai.g_01045
OG0000674	Prbb.g_00935	Prai.g_01043
OG0000675	Prbb.g_00936	Prai.g_01042
OG0000676	Prbb.g_00938	Prai.g_01040
OG0000677	Prbb.g_00939	Prai.g_01039
OG0000678	Prbb.g_00942	Prai.g_01037
OG0000679	Prbb.g_00946	Prai.g_01033
OG0000680	Prbb.g_00947	Prai.g_01032
OG0000681	Prbb.g_00950	Prai.g_01030
OG0000682	Prbb.g_00951	Prai.g_01029
OG0000683	Prbb.g_00952	Prai.g_01028
OG0000684	Prbb.g_00762	Prai.g_01027
OG0000685	Prbb.g_00764	Prai.g_01025
OG0000686	Prbb.g_00765	Prai.g_01024
OG0000687	Prbb.g_00766	Prai.g_01023
OG0000688	Prbb.g_00769	Prai.g_01020
OG0000689	Prbb.g_00770	Prai.g_01019
OG0000690	Prbb.g_00771	Prai.g_01018
OG0000691	Prbb.g_00772	Prai.g_01017
OG0000692	Prbb.g_00774	Prai.g_01015
OG0000693	Prbb.g_00775	Prai.g_01014
OG0000694	Prbb.g_00776	Prai.g_01013
OG0000695	Prbb.g_00966	Prai.g_01011
OG0000696	Prbb.g_00967	Prai.g_01010
OG0000697	Prbb.g_00968	Prai.g_01009
OG0000698	Prbb.g_00971	Prai.g_01006
OG0000699	Prbb.g_00972	Prai.g_01005
OG0000700	Prbb.g_00973	Prai.g_01004
OG0000701	Prbb.g_00974	Prai.g_01003
OG0000702	Prbb.g_00976	Prai.g_01001
OG0000703	Prbb.g_00977	Prai.g_01000
OG0000704	Prbb.g_00978	Prai.g_00999
OG0000705	Prbb.g_00984	Prai.g_00995
OG0000706	Prbb.g_00985	Prai.g_00994
OG0000707	Prbb.g_00986	Prai.g_00993
OG0000708	Prbb.g_00988	Prai.g_00992
OG0000709	Prbb.g_00992	Prai.g_00988
OG0000710	Prbb.g_00995	Prai.g_00985
OG0000711	Prbb.g_01010	Prai.g_00968
OG0000712	Prbb.g_01012	Prai.g_00966
OG0000713	Prbb.g_01013	Prai.g_00965
OG0000714	Prbb.g_01014	Prai.g_00964
OG0000715	Prbb.g_01016	Prai.g_00962
OG0000716	Prbb.g_01017	Prai.g_00960
OG0000717	Prbb.g_01018	Prai.g_00959
OG0000718	Prbb.g_01036	Prai.g_00948
OG0000719	Prbb.g_01037	Prai.g_00946
OG0000720	Prbb.g_01048	Prai.g_00938
OG0000721	Prbb.g_01049	Prai.g_00936
OG0000722	Prbb.g_01050	Prai.g_00935
OG0000723	Prbb.g_01054	Prai.g_00932
OG0000724	Prbb.g_01065	Prai.g_00923
OG0000725	Prbb.g_00891	Prai.g_00917
OG0000726	Prbb.g_00890	Prai.g_00916
OG0000727	Prbb.g_00889	Prai.g_00915
OG0000728	Prbb.g_00887	Prai.g_00913
OG0000729	Prbb.g_02071	Prai.g_01109
OG0000730	Prbb.g_00392	Prai.g_01113
OG0000731	Prbb.g_00400	Prai.g_01117
OG0000732	Prbb.g_02121	Prai.g_01126
OG0000733	Prbb.g_01888	Prai.g_01144
OG0000734	Prbb.g_01533	Prai.g_01157
OG0000735	Prbb.g_01531	Prai.g_01159
OG0000736	Prbb.g_01530	Prai.g_01160
OG0000737	Prbb.g_01529	Prai.g_01161
OG0000738	Prbb.g_01525	Prai.g_01165
OG0000739	Prbb.g_01524	Prai.g_01166
OG0000740	Prbb.g_01523	Prai.g_01167
OG0000741	Prbb.g_01521	Prai.g_01168
OG0000742	Prbb.g_01518	Prai.g_01170
OG0000743	Prbb.g_01516	Prai.g_01172
OG0000744	Prbb.g_01515	Prai.g_01173
OG0000745	Prbb.g_01513	Prai.g_01174
OG0000746	Prbb.g_01511	Prai.g_01176
OG0000747	Prbb.g_01510	Prai.g_01177
OG0000748	Prbb.g_01506	Prai.g_01180
OG0000749	Prbb.g_01505	Prai.g_01181
OG0000750	Prbb.g_01504	Prai.g_01182
OG0000751	Prbb.g_01501	Prai.g_01184
OG0000752	Prbb.g_01499	Prai.g_01186
OG0000753	Prbb.g_01497	Prai.g_01189
OG0000754	Prbb.g_01493	Prai.g_01192
OG0000755	Prbb.g_01488	Prai.g_01196
OG0000756	Prbb.g_01487	Prai.g_01197
OG0000757	Prbb.g_01480	Prai.g_01204
OG0000758	Prbb.g_01479	Prai.g_01205
OG0000759	Prbb.g_01478	Prai.g_01206
OG0000760	Prbb.g_01477	Prai.g_01207
OG0000761	Prbb.g_01476	Prai.g_01208
OG0000762	Prbb.g_01475	Prai.g_01209
OG0000763	Prbb.g_01473	Prai.g_01211
OG0000764	Prbb.g_01472	Prai.g_01212
OG0000765	Prbb.g_01463	Prai.g_01221
OG0000766	Prbb.g_01462	Prai.g_01222
OG0000767	Prbb.g_01461	Prai.g_01224
OG0000768	Prbb.g_01460	Prai.g_01225
OG0000769	Prbb.g_01458	Prai.g_01227
OG0000770	Prbb.g_01457	Prai.g_01229
OG0000771	Prbb.g_01060	Prai.g_01238
OG0000772	Prbb.g_01291	Prai.g_01310
OG0000773	Prbb.g_01577	Prai.g_01325
OG0000774	Prbb.g_01580	Prai.g_01327
OG0000775	Prbb.g_01581	Prai.g_01330
OG0000776	Prbb.g_01582	Prai.g_01331
OG0000777	Prbb.g_01583	Prai.g_01332
OG0000778	Prbb.g_01584	Prai.g_01333
OG0000779	Prbb.g_01588	Prai.g_01337
OG0000780	Prbb.g_01589	Prai.g_01338
OG0000781	Prbb.g_01592	Prai.g_01341
OG0000782	Prbb.g_01593	Prai.g_01342
OG0000783	Prbb.g_01594	Prai.g_01343
OG0000784	Prbb.g_01595	Prai.g_01344
OG0000785	Prbb.g_01597	Prai.g_01346
OG0000786	Prbb.g_01600	Prai.g_01348
OG0000787	Prbb.g_01601	Prai.g_01349
OG0000788	Prbb.g_00746	Prai.g_01358
OG0000789	Prbb.g_01057	Prai.g_01360
OG0000790	Prbb.g_01644	Prai.g_01375
OG0000791	Prbb.g_01646	Prai.g_01377
OG0000792	Prbb.g_01647	Prai.g_01378
OG0000793	Prbb.g_01650	Prai.g_01381
OG0000794	Prbb.g_01651	Prai.g_01382
OG0000795	Prbb.g_01652	Prai.g_01383
OG0000796	Prbb.g_01656	Prai.g_01387
OG0000797	Prbb.g_01657	Prai.g_01388
OG0000798	Prbb.g_00858	Prai.g_01395
OG0000799	Prbb.g_01668	Prai.g_01445
OG0000800	Prbb.g_01669	Prai.g_01446
OG0000801	Prbb.g_01670	Prai.g_01447
OG0000802	Prbb.g_01672	Prai.g_01449
OG0000803	Prbb.g_01674	Prai.g_01451
OG0000804	Prbb.g_01675	Prai.g_01452
OG0000805	Prbb.g_01677	Prai.g_01454
OG0000806	Prbb.g_01679	Prai.g_01456
OG0000807	Prbb.g_01680	Prai.g_01457
OG0000808	Prbb.g_01681	Prai.g_01458
OG0000809	Prbb.g_01684	Prai.g_01461
OG0000810	Prbb.g_01685	Prai.g_01462
OG0000811	Prbb.g_01689	Prai.g_01466
OG0000812	Prbb.g_01691	Prai.g_01468
OG0000813	Prbb.g_01692	Prai.g_01469
OG0000814	Prbb.g_01694	Prai.g_01471
OG0000815	Prbb.g_01695	Prai.g_01472
OG0000816	Prbb.g_01697	Prai.g_01474
OG0000817	Prbb.g_01698	Prai.g_01475
OG0000818	Prbb.g_01702	Prai.g_01480
OG0000819	Prbb.g_01703	Prai.g_01481
OG0000820	Prbb.g_01704	Prai.g_01482
OG0000821	Prbb.g_01707	Prai.g_01485
OG0000822	Prbb.g_01708	Prai.g_01486
OG0000823	Prbb.g_01709	Prai.g_01487
OG0000824	Prbb.g_01712	Prai.g_01490
OG0000825	Prbb.g_01713	Prai.g_01491
OG0000826	Prbb.g_01714	Prai.g_01492
OG0000827	Prbb.g_01715	Prai.g_01493
OG0000828	Prbb.g_01718	Prai.g_01496
OG0000829	Prbb.g_01719	Prai.g_01497
OG0000830	Prbb.g_01720	Prai.g_01498
OG0000831	Prbb.g_01722	Prai.g_01500
OG0000832	Prbb.g_01732	Prai.g_01505
OG0000833	Prbb.g_01740	Prai.g_01514
OG0000834	Prbb.g_01741	Prai.g_01515
OG0000835	Prbb.g_01742	Prai.g_01516
OG0000836	Prbb.g_01744	Prai.g_01517
OG0000837	Prbb.g_01745	Prai.g_01518
OG0000838	Prbb.g_01747	Prai.g_01520
OG0000839	Prbb.g_01748	Prai.g_01521
OG0000840	Prbb.g_01749	Prai.g_01522
OG0000841	Prbb.g_01750	Prai.g_01523
OG0000842	Prbb.g_01751	Prai.g_01524
OG0000843	Prbb.g_01752	Prai.g_01525
OG0000844	Prbb.g_01753	Prai.g_01526
OG0000845	Prbb.g_01754	Prai.g_01527
OG0000846	Prbb.g_01755	Prai.g_01528
OG0000847	Prbb.g_01756	Prai.g_01529
OG0000848	Prbb.g_01757	Prai.g_01530
OG0000849	Prbb.g_01758	Prai.g_01531
OG0000850	Prbb.g_01760	Prai.g_01533
OG0000851	Prbb.g_01761	Prai.g_01534
OG0000852	Prbb.g_01762	Prai.g_01535
OG0000853	Prbb.g_01767	Prai.g_01539
OG0000854	Prbb.g_01769	Prai.g_01541
OG0000855	Prbb.g_01770	Prai.g_01542
OG0000856	Prbb.g_01659	Prai.g_01558
OG0000857	Prbb.g_00799	Prai.g_01597
OG0000858	Prbb.g_01817	Prai.g_01632
OG0000859	Prbb.g_01818	Prai.g_01633
OG0000860	Prbb.g_01825	Prai.g_01640
OG0000861	Prbb.g_01826	Prai.g_01641
OG0000862	Prbb.g_01827	Prai.g_01642
OG0000863	Prbb.g_01828	Prai.g_01644
OG0000864	Prbb.g_01829	Prai.g_01645
OG0000865	Prbb.g_01830	Prai.g_01646
OG0000866	Prbb.g_01831	Prai.g_01647
OG0000867	Prbb.g_01832	Prai.g_01648
OG0000868	Prbb.g_01833	Prai.g_01649
OG0000869	Prbb.g_01836	Prai.g_01653
OG0000870	Prbb.g_01841	Prai.g_01658
OG0000871	Prbb.g_01842	Prai.g_01659
OG0000872	Prbb.g_01843	Prai.g_01660
OG0000873	Prbb.g_01846	Prai.g_01663
OG0000874	Prbb.g_01849	Prai.g_01666
OG0000875	Prbb.g_01851	Prai.g_01667
OG0000876	Prbb.g_01852	Prai.g_01668
OG0000877	Prbb.g_01854	Prai.g_01670
OG0000878	Prbb.g_01855	Prai.g_01671
OG0000879	Prbb.g_01856	Prai.g_01672
OG0000880	Prbb.g_01857	Prai.g_01673
OG0000881	Prbb.g_01860	Prai.g_01677
OG0000882	Prbb.g_01865	Prai.g_01682
OG0000883	Prbb.g_01867	Prai.g_01683
OG0000884	Prbb.g_01869	Prai.g_01685
OG0000885	Prbb.g_01870	Prai.g_01686
OG0000886	Prbb.g_01871	Prai.g_01687
OG0000887	Prbb.g_01872	Prai.g_01688
OG0000888	Prbb.g_01874	Prai.g_01690
OG0000889	Prbb.g_01876	Prai.g_01692
OG0000890	Prbb.g_01877	Prai.g_01693
OG0000891	Prbb.g_01878	Prai.g_01694
OG0000892	Prbb.g_01880	Prai.g_01696
OG0000893	Prbb.g_01922	Prai.g_01701
OG0000894	Prbb.g_01925	Prai.g_01703
OG0000895	Prbb.g_01928	Prai.g_01706
OG0000896	Prbb.g_01929	Prai.g_01707
OG0000897	Prbb.g_01931	Prai.g_01709
OG0000898	Prbb.g_01932	Prai.g_01710
OG0000899	Prbb.g_01933	Prai.g_01711
OG0000900	Prbb.g_01934	Prai.g_01712
OG0000901	Prbb.g_01937	Prai.g_01715
OG0000902	Prbb.g_01939	Prai.g_01717
OG0000903	Prbb.g_01948	Prai.g_01720
OG0000904	Prbb.g_01943	Prai.g_01722
OG0000905	Prbb.g_01941	Prai.g_01727
OG0000906	Prbb.g_01940	Prai.g_01728
OG0000907	Prbb.g_01958	Prai.g_01734
OG0000908	Prbb.g_01961	Prai.g_01737
OG0000909	Prbb.g_01962	Prai.g_01738
OG0000910	Prbb.g_01963	Prai.g_01739
OG0000911	Prbb.g_01965	Prai.g_01741
OG0000912	Prbb.g_01966	Prai.g_01742
OG0000913	Prbb.g_01967	Prai.g_01743
OG0000914	Prbb.g_01968	Prai.g_01744
OG0000915	Prbb.g_01969	Prai.g_01746
OG0000916	Prbb.g_01970	Prai.g_01747
OG0000917	Prbb.g_01971	Prai.g_01748
OG0000918	Prbb.g_01972	Prai.g_01749
OG0000919	Prbb.g_01973	Prai.g_01750
OG0000920	Prbb.g_01974	Prai.g_01751
OG0000921	Prbb.g_01975	Prai.g_01752
OG0000922	Prbb.g_01976	Prai.g_01753
OG0000923	Prbb.g_01980	Prai.g_01757
OG0000924	Prbb.g_01981	Prai.g_01758
OG0000925	Prbb.g_01982	Prai.g_01759
OG0000926	Prbb.g_01983	Prai.g_01760
OG0000927	Prbb.g_01985	Prai.g_01762
OG0000928	Prbb.g_01986	Prai.g_01763
OG0000929	Prbb.g_01987	Prai.g_01764
OG0000930	Prbb.g_01988	Prai.g_01765
OG0000931	Prbb.g_01989	Prai.g_01766
OG0000932	Prbb.g_01990	Prai.g_01767
OG0000933	Prbb.g_01994	Prai.g_01776
OG0000934	Prbb.g_01996	Prai.g_01778
OG0000935	Prbb.g_01997	Prai.g_01779
OG0000936	Prbb.g_01998	Prai.g_01780
OG0000937	Prbb.g_01999	Prai.g_01781
OG0000938	Prbb.g_02002	Prai.g_01783
OG0000939	Prbb.g_02003	Prai.g_01784
OG0000940	Prbb.g_02010	Prai.g_01791
OG0000941	Prbb.g_02012	Prai.g_01793
OG0000942	Prbb.g_02014	Prai.g_01795
OG0000943	Prbb.g_02015	Prai.g_01796
OG0000944	Prbb.g_02017	Prai.g_01797
OG0000945	Prbb.g_02018	Prai.g_01798
OG0000946	Prbb.g_02024	Prai.g_01802
OG0000947	Prbb.g_02026	Prai.g_01804
OG0000948	Prbb.g_02027	Prai.g_01805
OG0000949	Prbb.g_02030	Prai.g_01808
OG0000950	Prbb.g_02035	Prai.g_01813
OG0000951	Prbb.g_02039	Prai.g_01817
OG0000952	Prbb.g_02043	Prai.g_01821
OG0000953	Prbb.g_02047	Prai.g_01824
OG0000954	Prbb.g_02051	Prai.g_01828
OG0000955	Prbb.g_02052	Prai.g_01829
OG0000956	Prbb.g_02054	Prai.g_01831
OG0000957	Prbb.g_02059	Prai.g_01836
OG0000958	Prbb.g_02060	Prai.g_01837
OG0000959	Prbb.g_02064	Prai.g_01841
OG0000960	Prbb.g_02065	Prai.g_01842
OG0000961	Prbb.g_02068	Prai.g_01844
OG0000962	Prbb.g_02070	Prai.g_01846
OG0000963	Prbb.g_02075	Prai.g_01850
OG0000964	Prbb.g_02076	Prai.g_01851
OG0000965	Prbb.g_02077	Prai.g_01852
OG0000966	Prbb.g_02099	Prai.g_01861
OG0000967	Prbb.g_02103	Prai.g_01865
OG0000968	Prbb.g_02105	Prai.g_01867
OG0000969	Prbb.g_02106	Prai.g_01868
OG0000970	Prbb.g_02107	Prai.g_01869
OG0000971	Prbb.g_02108	Prai.g_01870
OG0000972	Prbb.g_02109	Prai.g_01871
OG0000973	Prbb.g_02110	Prai.g_01872
OG0000974	Prbb.g_02111	Prai.g_01873
OG0000975	Prbb.g_02112	Prai.g_01874
OG0000976	Prbb.g_02113	Prai.g_01875
OG0000977	Prbb.g_02114	Prai.g_01876
OG0000978	Prbb.g_02115	Prai.g_01877
OG0000979	Prbb.g_02118	Prai.g_01880
OG0000980	Prbb.g_02120	Prai.g_01882
OG0000981	Prbb.g_02123	Prai.g_01884
OG0000982	Prbb.g_02125	Prai.g_01886
OG0000983	Prbb.g_02126	Prai.g_01887
OG0000984	Prbb.g_02127	Prai.g_01888
OG0000985	Prbb.g_02130	Prai.g_01891
OG0000986	Prbb.g_02132	Prai.g_01893
OG0000987	Prbb.g_02133	Prai.g_01894
OG0000988	Prbb.g_02136	Prai.g_01897
OG0000989	Prbb.g_02140	Prai.g_01900
OG0000990	Prbb.g_02145	Prai.g_01903
OG0000991	Prbb.g_02146	Prai.g_01904
OG0000992	Prbb.g_02149	Prai.g_01906
OG0000993	Prbb.g_02150	Prai.g_01907
OG0000994	Prbb.g_02151	Prai.g_01908
OG0000995	Prbb.g_02155	Prai.g_01912
OG0000996	Prbb.g_02156	Prai.g_01913
OG0000997	Prbb.g_02164	Prai.g_01914
OG0000998	Prbb.g_02166	Prai.g_01916
OG0000999	Prbb.g_02167	Prai.g_01917
OG0001000	Prbb.g_02170	Prai.g_01920
OG0001001	Prbb.g_02173	Prai.g_01922
OG0001002	Prbb.g_02178	Prai.g_01926
OG0001003	Prbb.g_02180	Prai.g_01928
OG0001004	Prbb.g_02181	Prai.g_01929
OG0001005	Prbb.g_02182	Prai.g_01930
OG0001006	Prbb.g_02187	Prai.g_01934
OG0001007	Prbb.g_02189	Prai.g_01936
OG0001008	Prbb.g_00442	Prai.g_00468
OG0001009	Prbb.g_00028	Prai.g_00027
OG0001010	Prbb.g_00029	Prai.g_00028
OG0001011	Prbb.g_00030	Prai.g_00029
OG0001012	Prbb.g_00058	Prai.g_00050
OG0001013	Prbb.g_00063	Prai.g_00055
OG0001014	Prbb.g_00066	Prai.g_00058
OG0001015	Prbb.g_00067	Prai.g_00059
OG0001016	Prbb.g_00128	Prai.g_00073
OG0001017	Prbb.g_00132	Prai.g_00077
OG0001018	Prbb.g_00135	Prai.g_00080
OG0001019	Prbb.g_00144	Prai.g_00089
OG0001020	Prbb.g_00145	Prai.g_00090
OG0001021	Prbb.g_00146	Prai.g_00091
OG0001022	Prbb.g_00149	Prai.g_00094
OG0001023	Prbb.g_00150	Prai.g_00095
OG0001024	Prbb.g_00153	Prai.g_00098
OG0001025	Prbb.g_00160	Prai.g_00104
OG0001026	Prbb.g_00168	Prai.g_00111
OG0001027	Prbb.g_00169	Prai.g_00112
OG0001028	Prbb.g_00171	Prai.g_00114
OG0001029	Prbb.g_00173	Prai.g_00115
OG0001030	Prbb.g_00189	Prai.g_00130
OG0001031	Prbb.g_00243	Prai.g_00197
OG0001032	Prbb.g_00244	Prai.g_00198
OG0001033	Prbb.g_00264	Prai.g_00219
OG0001034	Prbb.g_00293	Prai.g_00247
OG0001035	Prbb.g_00310	Prai.g_00267
OG0001036	Prbb.g_00314	Prai.g_00272
OG0001037	Prbb.g_00315	Prai.g_00273
OG0001038	Prbb.g_00331	Prai.g_00291
OG0001040	Prbb.g_00335	Prai.g_00296
OG0001041	Prbb.g_00339	Prai.g_00300
OG0001042	Prbb.g_00355	Prai.g_00317
OG0001043	Prbb.g_00356	Prai.g_00318
OG0001045	Prbb.g_00402	Prai.g_00355
OG0001046	Prbb.g_01124	Prai.g_00390
OG0001047	Prbb.g_00444	Prai.g_00470
OG0001048	Prbb.g_00445	Prai.g_00471
OG0001049	Prbb.g_00447	Prai.g_00473
OG0001050	Prbb.g_00448	Prai.g_00474
OG0001051	Prbb.g_00449	Prai.g_00475
OG0001052	Prbb.g_00475	Prai.g_00501
OG0001053	Prbb.g_00488	Prai.g_00513
OG0001054	Prbb.g_00502	Prai.g_00528
OG0001055	Prbb.g_00521	Prai.g_00546
OG0001056	Prbb.g_00539	Prai.g_00564
OG0001057	Prbb.g_00544	Prai.g_00569
OG0001058	Prbb.g_00553	Prai.g_00577
OG0001059	Prbb.g_00557	Prai.g_00581
OG0001060	Prbb.g_00564	Prai.g_00588
OG0001061	Prbb.g_00577	Prai.g_00602
OG0001062	Prbb.g_00579	Prai.g_00604
OG0001063	Prbb.g_00580	Prai.g_00606
OG0001064	Prbb.g_00581	Prai.g_00607
OG0001065	Prbb.g_00582	Prai.g_00608
OG0001066	Prbb.g_00583	Prai.g_00609
OG0001067	Prbb.g_00584	Prai.g_00610
OG0001068	Prbb.g_00585	Prai.g_00611
OG0001069	Prbb.g_00586	Prai.g_00612
OG0001070	Prbb.g_00588	Prai.g_00615
OG0001071	Prbb.g_00589	Prai.g_00616
OG0001072	Prbb.g_00590	Prai.g_00618
OG0001073	Prbb.g_00604	Prai.g_00632
OG0001074	Prbb.g_00616	Prai.g_00643
OG0001075	Prbb.g_00617	Prai.g_00644
OG0001076	Prbb.g_00624	Prai.g_00653
OG0001077	Prbb.g_00629	Prai.g_00657
OG0001078	Prbb.g_00637	Prai.g_00665
OG0001079	Prbb.g_00648	Prai.g_00676
OG0001080	Prbb.g_00654	Prai.g_00682
OG0001081	Prbb.g_00656	Prai.g_00684
OG0001082	Prbb.g_00657	Prai.g_00685
OG0001083	Prbb.g_00662	Prai.g_00690
OG0001084	Prbb.g_00664	Prai.g_00691
OG0001085	Prbb.g_00674	Prai.g_00699
OG0001086	Prbb.g_00675	Prai.g_00700
OG0001087	Prbb.g_00694	Prai.g_00717
OG0001088	Prbb.g_00695	Prai.g_00718
OG0001089	Prbb.g_00705	Prai.g_00726
OG0001090	Prbb.g_00714	Prai.g_00749
OG0001091	Prbb.g_00716	Prai.g_00751
OG0001092	Prbb.g_00717	Prai.g_00752
OG0001093	Prbb.g_00722	Prai.g_00757
OG0001094	Prbb.g_00777	Prai.g_00854
OG0001095	Prbb.g_00796	Prai.g_00834
OG0001096	Prbb.g_00811	Prai.g_00821
OG0001097	Prbb.g_00830	Prai.g_00802
OG0001098	Prbb.g_00847	Prai.g_00787
OG0001099	Prbb.g_00917	Prai.g_01057
OG0001100	Prbb.g_00924	Prai.g_01053
OG0001101	Prbb.g_00926	Prai.g_01051
OG0001102	Prbb.g_00929	Prai.g_01049
