Orthogroup	Prbb	Prax
OG0000546	Prbb.g_00517	Prax.g_00688
OG0000547	Prbb.g_00519	Prax.g_00686
OG0000548	Prbb.g_00520	Prax.g_00685
OG0000549	Prbb.g_00523	Prax.g_00683
OG0000550	Prbb.g_00527	Prax.g_00678
OG0000551	Prbb.g_00530	Prax.g_00674
OG0000552	Prbb.g_00531	Prax.g_00673
OG0000553	Prbb.g_00532	Prax.g_00672
OG0000554	Prbb.g_00537	Prax.g_00667
OG0000555	Prbb.g_00545	Prax.g_00003
OG0000556	Prbb.g_00547	Prax.g_00005
OG0000557	Prbb.g_00548	Prax.g_00006
OG0000558	Prbb.g_00551	Prax.g_00008
OG0000559	Prbb.g_00555	Prax.g_00012
OG0000560	Prbb.g_00558	Prax.g_00015
OG0000561	Prbb.g_00559	Prax.g_00016
OG0000562	Prbb.g_00560	Prax.g_00017
OG0000563	Prbb.g_00561	Prax.g_00018
OG0000564	Prbb.g_00562	Prax.g_00019
OG0000565	Prbb.g_00565	Prax.g_00022
OG0000566	Prbb.g_00567	Prax.g_00024
OG0000567	Prbb.g_00571	Prax.g_00028
OG0000568	Prbb.g_00572	Prax.g_00029
OG0000569	Prbb.g_00573	Prax.g_00030
OG0000570	Prbb.g_00574	Prax.g_00031
OG0000571	Prbb.g_00576	Prax.g_00033
OG0000572	Prbb.g_00587	Prax.g_00046
OG0000573	Prbb.g_00592	Prax.g_00051
OG0000574	Prbb.g_00594	Prax.g_00052
OG0000575	Prbb.g_00597	Prax.g_00056
OG0000576	Prbb.g_00599	Prax.g_00058
OG0000577	Prbb.g_00600	Prax.g_00059
OG0000578	Prbb.g_00601	Prax.g_00060
OG0000579	Prbb.g_00602	Prax.g_00061
OG0000580	Prbb.g_00603	Prax.g_00062
OG0000581	Prbb.g_00606	Prax.g_00064
OG0000582	Prbb.g_00609	Prax.g_00067
OG0000583	Prbb.g_00610	Prax.g_00068
OG0000584	Prbb.g_00611	Prax.g_00069
OG0000585	Prbb.g_00613	Prax.g_00071
OG0000586	Prbb.g_00614	Prax.g_00072
OG0000587	Prbb.g_00615	Prax.g_00073
OG0000588	Prbb.g_00619	Prax.g_00077
OG0000589	Prbb.g_00622	Prax.g_00080
OG0000590	Prbb.g_00623	Prax.g_00081
OG0000591	Prbb.g_00626	Prax.g_00084
OG0000592	Prbb.g_00627	Prax.g_00085
OG0000593	Prbb.g_00633	Prax.g_00091
OG0000594	Prbb.g_00634	Prax.g_00092
OG0000595	Prbb.g_00635	Prax.g_00093
OG0000596	Prbb.g_00639	Prax.g_00097
OG0000597	Prbb.g_00641	Prax.g_00099
OG0000598	Prbb.g_00642	Prax.g_00100
OG0000599	Prbb.g_00645	Prax.g_00103
OG0000600	Prbb.g_00646	Prax.g_00104
OG0000601	Prbb.g_00647	Prax.g_00105
OG0000602	Prbb.g_00649	Prax.g_00107
OG0000603	Prbb.g_00650	Prax.g_00108
OG0000604	Prbb.g_00651	Prax.g_00109
OG0000605	Prbb.g_00652	Prax.g_00110
OG0000606	Prbb.g_00655	Prax.g_00113
OG0000607	Prbb.g_00658	Prax.g_00116
OG0000608	Prbb.g_00659	Prax.g_00117
OG0000609	Prbb.g_00660	Prax.g_00118
OG0000610	Prbb.g_00667	Prax.g_00123
OG0000611	Prbb.g_00670	Prax.g_00975
OG0000612	Prbb.g_00671	Prax.g_00974
OG0000613	Prbb.g_00677	Prax.g_00969
OG0000614	Prbb.g_00700	Prax.g_00950
OG0000615	Prbb.g_00708	Prax.g_00942
OG0000616	Prbb.g_02176	Prax.g_00938
OG0000617	Prbb.g_00719	Prax.g_00479
OG0000618	Prbb.g_00720	Prax.g_00478
OG0000619	Prbb.g_00721	Prax.g_00477
OG0000620	Prbb.g_00724	Prax.g_00474
OG0000621	Prbb.g_00725	Prax.g_00473
OG0000622	Prbb.g_00726	Prax.g_00472
OG0000623	Prbb.g_00727	Prax.g_00471
OG0000624	Prbb.g_00729	Prax.g_00470
OG0000625	Prbb.g_00730	Prax.g_00469
OG0000626	Prbb.g_00731	Prax.g_00468
OG0000627	Prbb.g_00733	Prax.g_00467
OG0000628	Prbb.g_00734	Prax.g_00466
OG0000629	Prbb.g_00735	Prax.g_00465
OG0000630	Prbb.g_00738	Prax.g_00462
OG0000631	Prbb.g_00962	Prax.g_00382
OG0000632	Prbb.g_00963	Prax.g_00381
OG0000633	Prbb.g_00964	Prax.g_00380
OG0000634	Prbb.g_00779	Prax.g_00377
OG0000635	Prbb.g_00780	Prax.g_00376
OG0000636	Prbb.g_00782	Prax.g_00374
OG0000637	Prbb.g_00784	Prax.g_00372
OG0000638	Prbb.g_00785	Prax.g_00371
OG0000639	Prbb.g_00786	Prax.g_00370
OG0000640	Prbb.g_00787	Prax.g_00369
OG0000641	Prbb.g_00791	Prax.g_00365
OG0000642	Prbb.g_00792	Prax.g_00364
OG0000643	Prbb.g_00793	Prax.g_00363
OG0000644	Prbb.g_00794	Prax.g_00362
OG0000645	Prbb.g_00795	Prax.g_00361
OG0000646	Prbb.g_00798	Prax.g_00359
OG0000647	Prbb.g_00800	Prax.g_00358
OG0000648	Prbb.g_00802	Prax.g_00356
OG0000649	Prbb.g_00803	Prax.g_00355
OG0000650	Prbb.g_00804	Prax.g_00354
OG0000651	Prbb.g_00805	Prax.g_00353
OG0000652	Prbb.g_00806	Prax.g_00352
OG0000653	Prbb.g_00808	Prax.g_00350
OG0000654	Prbb.g_00809	Prax.g_00349
OG0000655	Prbb.g_00810	Prax.g_00348
OG0000656	Prbb.g_00813	Prax.g_00345
OG0000657	Prbb.g_00819	Prax.g_00337
OG0000658	Prbb.g_00821	Prax.g_00336
OG0000659	Prbb.g_00822	Prax.g_00335
OG0000660	Prbb.g_00827	Prax.g_00331
OG0000661	Prbb.g_00829	Prax.g_00329
OG0000662	Prbb.g_00831	Prax.g_00327
OG0000663	Prbb.g_00833	Prax.g_00325
OG0000664	Prbb.g_00834	Prax.g_00324
OG0000665	Prbb.g_00838	Prax.g_00320
OG0000666	Prbb.g_00839	Prax.g_00319
OG0000667	Prbb.g_00843	Prax.g_00315
OG0000668	Prbb.g_00914	Prax.g_00546
OG0000669	Prbb.g_00922	Prax.g_00553
OG0000670	Prbb.g_00925	Prax.g_00555
OG0000671	Prbb.g_00927	Prax.g_00557
OG0000672	Prbb.g_00930	Prax.g_00559
OG0000673	Prbb.g_00933	Prax.g_00562
OG0000674	Prbb.g_00935	Prax.g_00564
OG0000675	Prbb.g_00936	Prax.g_00565
OG0000676	Prbb.g_00938	Prax.g_00567
OG0000677	Prbb.g_00939	Prax.g_00568
OG0000678	Prbb.g_00942	Prax.g_00570
OG0000679	Prbb.g_00946	Prax.g_00574
OG0000680	Prbb.g_00947	Prax.g_00575
OG0000681	Prbb.g_00950	Prax.g_00578
OG0000682	Prbb.g_00951	Prax.g_00579
OG0000683	Prbb.g_00952	Prax.g_00580
OG0000684	Prbb.g_00762	Prax.g_00582
OG0000685	Prbb.g_00764	Prax.g_00584
OG0000686	Prbb.g_00765	Prax.g_00585
OG0000687	Prbb.g_00766	Prax.g_00586
OG0000688	Prbb.g_00769	Prax.g_00589
OG0000689	Prbb.g_00770	Prax.g_00590
OG0000690	Prbb.g_00771	Prax.g_00591
OG0000691	Prbb.g_00772	Prax.g_00592
OG0000692	Prbb.g_00774	Prax.g_00594
OG0000693	Prbb.g_00775	Prax.g_00595
OG0000694	Prbb.g_00776	Prax.g_00596
OG0000695	Prbb.g_00966	Prax.g_00598
OG0000696	Prbb.g_00967	Prax.g_00599
OG0000697	Prbb.g_00968	Prax.g_00600
OG0000698	Prbb.g_00971	Prax.g_00603
OG0000699	Prbb.g_00972	Prax.g_00604
OG0000700	Prbb.g_00973	Prax.g_00605
OG0000701	Prbb.g_00974	Prax.g_00606
OG0000702	Prbb.g_00976	Prax.g_00608
OG0000703	Prbb.g_00977	Prax.g_00609
OG0000704	Prbb.g_00978	Prax.g_00610
OG0000705	Prbb.g_00984	Prax.g_00614
OG0000706	Prbb.g_00985	Prax.g_00615
OG0000707	Prbb.g_00986	Prax.g_00616
OG0000708	Prbb.g_00988	Prax.g_00617
OG0000709	Prbb.g_00992	Prax.g_01130
OG0000710	Prbb.g_00995	Prax.g_01133
OG0000711	Prbb.g_01010	Prax.g_01150
OG0000712	Prbb.g_01012	Prax.g_01152
OG0000713	Prbb.g_01013	Prax.g_01153
OG0000714	Prbb.g_01014	Prax.g_01154
OG0000715	Prbb.g_01016	Prax.g_01156
OG0000716	Prbb.g_01017	Prax.g_01158
OG0000717	Prbb.g_01018	Prax.g_01159
OG0000718	Prbb.g_01036	Prax.g_01173
OG0000719	Prbb.g_01037	Prax.g_01175
OG0000720	Prbb.g_01048	Prax.g_01184
OG0000721	Prbb.g_01049	Prax.g_01186
OG0000722	Prbb.g_01050	Prax.g_01187
OG0000723	Prbb.g_01054	Prax.g_01190
OG0000724	Prbb.g_01065	Prax.g_01199
OG0000725	Prbb.g_00891	Prax.g_01205
OG0000726	Prbb.g_00890	Prax.g_01206
OG0000727	Prbb.g_00889	Prax.g_01207
OG0000728	Prbb.g_00887	Prax.g_01209
OG0000729	Prbb.g_02071	Prax.g_01256
OG0000730	Prbb.g_00392	Prax.g_00126
OG0000731	Prbb.g_00400	Prax.g_00130
OG0000732	Prbb.g_02121	Prax.g_00140
OG0000733	Prbb.g_01888	Prax.g_00162
OG0000734	Prbb.g_01533	Prax.g_00185
OG0000735	Prbb.g_01531	Prax.g_00187
OG0000736	Prbb.g_01530	Prax.g_00188
OG0000737	Prbb.g_01529	Prax.g_00189
OG0000738	Prbb.g_01525	Prax.g_00193
OG0000739	Prbb.g_01524	Prax.g_00194
OG0000740	Prbb.g_01523	Prax.g_00195
OG0000741	Prbb.g_01521	Prax.g_00196
OG0000742	Prbb.g_01518	Prax.g_00199
OG0000743	Prbb.g_01516	Prax.g_00201
OG0000744	Prbb.g_01515	Prax.g_00202
OG0000745	Prbb.g_01513	Prax.g_00203
OG0000746	Prbb.g_01511	Prax.g_00205
OG0000747	Prbb.g_01510	Prax.g_00206
OG0000748	Prbb.g_01506	Prax.g_00209
OG0000749	Prbb.g_01505	Prax.g_00210
OG0000750	Prbb.g_01504	Prax.g_00211
OG0000751	Prbb.g_01501	Prax.g_00213
OG0000752	Prbb.g_01499	Prax.g_00215
OG0000753	Prbb.g_01497	Prax.g_00218
OG0000754	Prbb.g_01493	Prax.g_00221
OG0000755	Prbb.g_01488	Prax.g_00224
OG0000756	Prbb.g_01487	Prax.g_00225
OG0000757	Prbb.g_01480	Prax.g_00231
OG0000758	Prbb.g_01479	Prax.g_00232
OG0000759	Prbb.g_01478	Prax.g_00233
OG0000760	Prbb.g_01477	Prax.g_00234
OG0000761	Prbb.g_01476	Prax.g_00235
OG0000762	Prbb.g_01475	Prax.g_00236
OG0000763	Prbb.g_01473	Prax.g_00238
OG0000764	Prbb.g_01472	Prax.g_00239
OG0000765	Prbb.g_01463	Prax.g_00248
OG0000766	Prbb.g_01462	Prax.g_00249
OG0000767	Prbb.g_01461	Prax.g_00251
OG0000768	Prbb.g_01460	Prax.g_00252
OG0000769	Prbb.g_01458	Prax.g_00254
OG0000770	Prbb.g_01457	Prax.g_00256
OG0000771	Prbb.g_01060	Prax.g_01789
OG0000772	Prbb.g_01291	Prax.g_01928
OG0000773	Prbb.g_01577	Prax.g_01908
OG0000774	Prbb.g_01580	Prax.g_01906
OG0000775	Prbb.g_01581	Prax.g_01904
OG0000776	Prbb.g_01582	Prax.g_01903
OG0000777	Prbb.g_01583	Prax.g_01902
OG0000778	Prbb.g_01584	Prax.g_01901
OG0000779	Prbb.g_01588	Prax.g_01897
OG0000780	Prbb.g_01589	Prax.g_01896
OG0000781	Prbb.g_01592	Prax.g_01893
OG0000782	Prbb.g_01593	Prax.g_01892
OG0000783	Prbb.g_01594	Prax.g_01891
OG0000784	Prbb.g_01595	Prax.g_01890
OG0000785	Prbb.g_01597	Prax.g_01888
OG0000786	Prbb.g_01600	Prax.g_01886
OG0000787	Prbb.g_01601	Prax.g_01885
OG0000788	Prbb.g_00746	Prax.g_01876
OG0000789	Prbb.g_01057	Prax.g_01873
OG0000790	Prbb.g_01644	Prax.g_01858
OG0000791	Prbb.g_01646	Prax.g_01856
OG0000792	Prbb.g_01647	Prax.g_01855
OG0000793	Prbb.g_01650	Prax.g_01852
OG0000794	Prbb.g_01651	Prax.g_01851
OG0000795	Prbb.g_01652	Prax.g_01850
OG0000796	Prbb.g_01656	Prax.g_01846
OG0000797	Prbb.g_01657	Prax.g_01845
OG0000798	Prbb.g_00858	Prax.g_01819
OG0000799	Prbb.g_01668	Prax.g_01751
OG0000800	Prbb.g_01669	Prax.g_01750
OG0000801	Prbb.g_01670	Prax.g_01749
OG0000802	Prbb.g_01672	Prax.g_01747
OG0000803	Prbb.g_01674	Prax.g_01745
OG0000804	Prbb.g_01675	Prax.g_01744
OG0000805	Prbb.g_01677	Prax.g_01742
OG0000806	Prbb.g_01679	Prax.g_01740
OG0000807	Prbb.g_01680	Prax.g_01739
OG0000808	Prbb.g_01681	Prax.g_01738
OG0000809	Prbb.g_01684	Prax.g_01735
OG0000810	Prbb.g_01685	Prax.g_01734
OG0000811	Prbb.g_01689	Prax.g_01725
OG0000812	Prbb.g_01691	Prax.g_01723
OG0000813	Prbb.g_01692	Prax.g_01722
OG0000814	Prbb.g_01694	Prax.g_01720
OG0000815	Prbb.g_01695	Prax.g_01719
OG0000816	Prbb.g_01697	Prax.g_01717
OG0000817	Prbb.g_01698	Prax.g_01716
OG0000818	Prbb.g_01702	Prax.g_01711
OG0000819	Prbb.g_01703	Prax.g_01710
OG0000820	Prbb.g_01704	Prax.g_01709
OG0000821	Prbb.g_01707	Prax.g_01705
OG0000822	Prbb.g_01708	Prax.g_01704
OG0000823	Prbb.g_01709	Prax.g_01703
OG0000824	Prbb.g_01712	Prax.g_01700
OG0000825	Prbb.g_01713	Prax.g_01699
OG0000826	Prbb.g_01714	Prax.g_01698
OG0000827	Prbb.g_01715	Prax.g_01697
OG0000828	Prbb.g_01718	Prax.g_01694
OG0000829	Prbb.g_01719	Prax.g_01693
OG0000830	Prbb.g_01720	Prax.g_01692
OG0000831	Prbb.g_01722	Prax.g_01690
OG0000832	Prbb.g_01732	Prax.g_01684
OG0000833	Prbb.g_01740	Prax.g_01676
OG0000834	Prbb.g_01741	Prax.g_01675
OG0000835	Prbb.g_01742	Prax.g_01674
OG0000836	Prbb.g_01744	Prax.g_01673
OG0000837	Prbb.g_01745	Prax.g_01672
OG0000838	Prbb.g_01747	Prax.g_01670
OG0000839	Prbb.g_01748	Prax.g_01669
OG0000840	Prbb.g_01749	Prax.g_01668
OG0000841	Prbb.g_01750	Prax.g_01667
OG0000842	Prbb.g_01751	Prax.g_01666
OG0000843	Prbb.g_01752	Prax.g_01665
OG0000844	Prbb.g_01753	Prax.g_01664
OG0000845	Prbb.g_01754	Prax.g_01663
OG0000846	Prbb.g_01755	Prax.g_01662
OG0000847	Prbb.g_01756	Prax.g_01661
OG0000848	Prbb.g_01757	Prax.g_01660
OG0000849	Prbb.g_01758	Prax.g_01659
OG0000850	Prbb.g_01760	Prax.g_01657
OG0000851	Prbb.g_01761	Prax.g_01656
OG0000852	Prbb.g_01762	Prax.g_01655
OG0000853	Prbb.g_01767	Prax.g_01651
OG0000854	Prbb.g_01769	Prax.g_01649
OG0000855	Prbb.g_01770	Prax.g_01648
OG0000856	Prbb.g_01659	Prax.g_01633
OG0000857	Prbb.g_00799	Prax.g_01605
OG0000858	Prbb.g_01817	Prax.g_01565
OG0000859	Prbb.g_01818	Prax.g_01564
OG0000860	Prbb.g_01825	Prax.g_01557
OG0000861	Prbb.g_01826	Prax.g_01556
OG0000862	Prbb.g_01827	Prax.g_01555
OG0000863	Prbb.g_01828	Prax.g_01553
OG0000864	Prbb.g_01829	Prax.g_01552
OG0000865	Prbb.g_01830	Prax.g_01551
OG0000866	Prbb.g_01831	Prax.g_01550
OG0000867	Prbb.g_01832	Prax.g_01549
OG0000868	Prbb.g_01833	Prax.g_01548
OG0000869	Prbb.g_01836	Prax.g_01544
OG0000870	Prbb.g_01841	Prax.g_01539
OG0000871	Prbb.g_01842	Prax.g_01538
OG0000872	Prbb.g_01843	Prax.g_01537
OG0000873	Prbb.g_01846	Prax.g_01534
OG0000874	Prbb.g_01849	Prax.g_01531
OG0000875	Prbb.g_01851	Prax.g_01530
OG0000876	Prbb.g_01852	Prax.g_01529
OG0000877	Prbb.g_01854	Prax.g_01527
OG0000878	Prbb.g_01855	Prax.g_01526
OG0000879	Prbb.g_01856	Prax.g_01525
OG0000880	Prbb.g_01857	Prax.g_01524
OG0000881	Prbb.g_01860	Prax.g_01520
OG0000882	Prbb.g_01865	Prax.g_01515
OG0000883	Prbb.g_01867	Prax.g_01513
OG0000884	Prbb.g_01869	Prax.g_01511
OG0000885	Prbb.g_01870	Prax.g_01510
OG0000886	Prbb.g_01871	Prax.g_01509
OG0000887	Prbb.g_01872	Prax.g_01508
OG0000888	Prbb.g_01874	Prax.g_01506
OG0000889	Prbb.g_01876	Prax.g_01504
OG0000890	Prbb.g_01877	Prax.g_01503
OG0000891	Prbb.g_01878	Prax.g_01502
OG0000892	Prbb.g_01880	Prax.g_01257
OG0000893	Prbb.g_01922	Prax.g_01262
OG0000894	Prbb.g_01925	Prax.g_01264
OG0000895	Prbb.g_01928	Prax.g_01267
OG0000896	Prbb.g_01929	Prax.g_01268
OG0000897	Prbb.g_01931	Prax.g_01270
OG0000898	Prbb.g_01932	Prax.g_01271
OG0000899	Prbb.g_01933	Prax.g_01272
OG0000900	Prbb.g_01934	Prax.g_01273
OG0000901	Prbb.g_01937	Prax.g_01276
OG0000902	Prbb.g_01939	Prax.g_01278
OG0000903	Prbb.g_01948	Prax.g_01281
OG0000904	Prbb.g_01943	Prax.g_01283
OG0000905	Prbb.g_01941	Prax.g_01288
OG0000906	Prbb.g_01940	Prax.g_01289
OG0000907	Prbb.g_01958	Prax.g_01296
OG0000908	Prbb.g_01961	Prax.g_01299
OG0000909	Prbb.g_01962	Prax.g_01300
OG0000910	Prbb.g_01963	Prax.g_01301
OG0000911	Prbb.g_01965	Prax.g_01303
OG0000912	Prbb.g_01966	Prax.g_01304
OG0000913	Prbb.g_01967	Prax.g_01305
OG0000914	Prbb.g_01968	Prax.g_01306
OG0000915	Prbb.g_01969	Prax.g_01307
OG0000916	Prbb.g_01970	Prax.g_01308
OG0000917	Prbb.g_01971	Prax.g_01309
OG0000918	Prbb.g_01972	Prax.g_01310
OG0000919	Prbb.g_01973	Prax.g_01311
OG0000920	Prbb.g_01974	Prax.g_01312
OG0000921	Prbb.g_01975	Prax.g_01313
OG0000922	Prbb.g_01976	Prax.g_01314
OG0000923	Prbb.g_01980	Prax.g_01318
OG0000924	Prbb.g_01981	Prax.g_01319
OG0000925	Prbb.g_01982	Prax.g_01320
OG0000926	Prbb.g_01983	Prax.g_01321
OG0000927	Prbb.g_01985	Prax.g_01323
OG0000928	Prbb.g_01986	Prax.g_01324
OG0000929	Prbb.g_01987	Prax.g_01325
OG0000930	Prbb.g_01988	Prax.g_01326
OG0000931	Prbb.g_01989	Prax.g_01327
OG0000932	Prbb.g_01990	Prax.g_01328
OG0000933	Prbb.g_01994	Prax.g_01332
OG0000934	Prbb.g_01996	Prax.g_01334
OG0000935	Prbb.g_01997	Prax.g_01335
OG0000936	Prbb.g_01998	Prax.g_01336
OG0000937	Prbb.g_01999	Prax.g_01337
OG0000938	Prbb.g_02002	Prax.g_01339
OG0000939	Prbb.g_02003	Prax.g_01340
OG0000940	Prbb.g_02010	Prax.g_01347
OG0000941	Prbb.g_02012	Prax.g_01349
OG0000942	Prbb.g_02014	Prax.g_01351
OG0000943	Prbb.g_02015	Prax.g_01352
OG0000944	Prbb.g_02017	Prax.g_01353
OG0000945	Prbb.g_02018	Prax.g_01354
OG0000946	Prbb.g_02024	Prax.g_01358
OG0000947	Prbb.g_02026	Prax.g_01360
OG0000948	Prbb.g_02027	Prax.g_01361
OG0000949	Prbb.g_02030	Prax.g_01364
OG0000950	Prbb.g_02035	Prax.g_01369
OG0000951	Prbb.g_02039	Prax.g_01373
OG0000952	Prbb.g_02043	Prax.g_01377
OG0000953	Prbb.g_02047	Prax.g_01380
OG0000954	Prbb.g_02051	Prax.g_01384
OG0000955	Prbb.g_02052	Prax.g_01385
OG0000956	Prbb.g_02054	Prax.g_01387
OG0000957	Prbb.g_02059	Prax.g_01392
OG0000958	Prbb.g_02060	Prax.g_01393
OG0000959	Prbb.g_02064	Prax.g_01397
OG0000960	Prbb.g_02065	Prax.g_01398
OG0000961	Prbb.g_02068	Prax.g_01400
OG0000962	Prbb.g_02070	Prax.g_01402
OG0000963	Prbb.g_02075	Prax.g_01406
OG0000964	Prbb.g_02076	Prax.g_01407
OG0000965	Prbb.g_02077	Prax.g_01408
OG0000966	Prbb.g_02099	Prax.g_01415
OG0000967	Prbb.g_02103	Prax.g_01420
OG0000968	Prbb.g_02105	Prax.g_01422
OG0000969	Prbb.g_02106	Prax.g_01423
OG0000970	Prbb.g_02107	Prax.g_01424
OG0000971	Prbb.g_02108	Prax.g_01425
OG0000972	Prbb.g_02109	Prax.g_01426
OG0000973	Prbb.g_02110	Prax.g_01427
OG0000974	Prbb.g_02111	Prax.g_01428
OG0000975	Prbb.g_02112	Prax.g_01429
OG0000976	Prbb.g_02113	Prax.g_01430
OG0000977	Prbb.g_02114	Prax.g_01431
OG0000978	Prbb.g_02115	Prax.g_01432
OG0000979	Prbb.g_02118	Prax.g_01435
OG0000980	Prbb.g_02120	Prax.g_01437
OG0000981	Prbb.g_02123	Prax.g_01439
OG0000982	Prbb.g_02125	Prax.g_01441
OG0000983	Prbb.g_02126	Prax.g_01442
OG0000984	Prbb.g_02127	Prax.g_01443
OG0000985	Prbb.g_02130	Prax.g_01446
OG0000986	Prbb.g_02132	Prax.g_01448
OG0000987	Prbb.g_02133	Prax.g_01449
OG0000988	Prbb.g_02136	Prax.g_01452
OG0000989	Prbb.g_02140	Prax.g_01455
OG0000990	Prbb.g_02145	Prax.g_01458
OG0000991	Prbb.g_02146	Prax.g_01459
OG0000992	Prbb.g_02149	Prax.g_01461
OG0000993	Prbb.g_02150	Prax.g_01462
OG0000994	Prbb.g_02151	Prax.g_01463
OG0000995	Prbb.g_02155	Prax.g_01467
OG0000996	Prbb.g_02156	Prax.g_01468
OG0000997	Prbb.g_02164	Prax.g_01469
OG0000998	Prbb.g_02166	Prax.g_01471
OG0000999	Prbb.g_02167	Prax.g_01472
OG0001000	Prbb.g_02170	Prax.g_01475
OG0001001	Prbb.g_02173	Prax.g_01477
OG0001002	Prbb.g_02178	Prax.g_01481
OG0001003	Prbb.g_02180	Prax.g_01482
OG0001004	Prbb.g_02181	Prax.g_01483
OG0001005	Prbb.g_02182	Prax.g_01484
OG0001006	Prbb.g_02187	Prax.g_01488
OG0001007	Prbb.g_02189	Prax.g_01490
OG0001008	Prbb.g_00442	Prax.g_00763
OG0001009	Prbb.g_00028	Prax.g_00286
OG0001010	Prbb.g_00029	Prax.g_00285
OG0001011	Prbb.g_00030	Prax.g_00284
OG0001012	Prbb.g_00058	Prax.g_00270
OG0001013	Prbb.g_00063	Prax.g_00623
OG0001014	Prbb.g_00066	Prax.g_00626
OG0001015	Prbb.g_00067	Prax.g_00627
OG0001016	Prbb.g_00128	Prax.g_00644
OG0001017	Prbb.g_00132	Prax.g_00648
OG0001018	Prbb.g_00135	Prax.g_00651
OG0001019	Prbb.g_00144	Prax.g_00660
OG0001020	Prbb.g_00145	Prax.g_01128
OG0001021	Prbb.g_00146	Prax.g_01127
OG0001022	Prbb.g_00149	Prax.g_01124
OG0001023	Prbb.g_00150	Prax.g_01123
OG0001024	Prbb.g_00153	Prax.g_01120
OG0001025	Prbb.g_00160	Prax.g_01114
OG0001026	Prbb.g_00168	Prax.g_01108
OG0001027	Prbb.g_00169	Prax.g_01107
OG0001028	Prbb.g_00171	Prax.g_01105
OG0001029	Prbb.g_00173	Prax.g_01103
OG0001030	Prbb.g_00189	Prax.g_01088
OG0001031	Prbb.g_00243	Prax.g_01032
OG0001032	Prbb.g_00244	Prax.g_01031
OG0001033	Prbb.g_00264	Prax.g_01010
OG0001034	Prbb.g_00293	Prax.g_00982
OG0001035	Prbb.g_00310	Prax.g_00921
OG0001036	Prbb.g_00314	Prax.g_00916
OG0001037	Prbb.g_00315	Prax.g_00915
OG0001038	Prbb.g_00331	Prax.g_00897
OG0001040	Prbb.g_00335	Prax.g_00892
OG0001041	Prbb.g_00339	Prax.g_00888
OG0001042	Prbb.g_00355	Prax.g_00871
OG0001043	Prbb.g_00356	Prax.g_00870
OG0001044	Prbb.g_00393	Prax.g_00840
OG0001045	Prbb.g_00402	Prax.g_00831
OG0001046	Prbb.g_01124	Prax.g_00795
OG0001047	Prbb.g_00444	Prax.g_00761
OG0001048	Prbb.g_00445	Prax.g_00760
OG0001049	Prbb.g_00447	Prax.g_00758
OG0001050	Prbb.g_00448	Prax.g_00757
OG0001051	Prbb.g_00449	Prax.g_00756
OG0001052	Prbb.g_00475	Prax.g_00731
OG0001053	Prbb.g_00488	Prax.g_00719
OG0001054	Prbb.g_00502	Prax.g_00703
OG0001055	Prbb.g_00521	Prax.g_00684
OG0001056	Prbb.g_00539	Prax.g_00665
OG0001057	Prbb.g_00544	Prax.g_00002
OG0001058	Prbb.g_00553	Prax.g_00010
OG0001059	Prbb.g_00557	Prax.g_00014
OG0001060	Prbb.g_00564	Prax.g_00021
OG0001061	Prbb.g_00577	Prax.g_00034
OG0001062	Prbb.g_00579	Prax.g_00036
OG0001063	Prbb.g_00580	Prax.g_00038
OG0001064	Prbb.g_00581	Prax.g_00039
OG0001065	Prbb.g_00582	Prax.g_00040
OG0001066	Prbb.g_00583	Prax.g_00041
OG0001067	Prbb.g_00584	Prax.g_00042
OG0001068	Prbb.g_00585	Prax.g_00043
OG0001069	Prbb.g_00586	Prax.g_00044
OG0001070	Prbb.g_00588	Prax.g_00047
OG0001071	Prbb.g_00589	Prax.g_00048
OG0001072	Prbb.g_00590	Prax.g_00049
OG0001073	Prbb.g_00604	Prax.g_00063
OG0001074	Prbb.g_00616	Prax.g_00074
OG0001075	Prbb.g_00617	Prax.g_00075
OG0001076	Prbb.g_00624	Prax.g_00083
OG0001077	Prbb.g_00629	Prax.g_00087
OG0001078	Prbb.g_00637	Prax.g_00095
OG0001079	Prbb.g_00648	Prax.g_00106
OG0001080	Prbb.g_00654	Prax.g_00112
OG0001081	Prbb.g_00656	Prax.g_00114
OG0001082	Prbb.g_00657	Prax.g_00115
OG0001083	Prbb.g_00662	Prax.g_00120
OG0001084	Prbb.g_00664	Prax.g_00121
OG0001085	Prbb.g_00674	Prax.g_00972
OG0001086	Prbb.g_00675	Prax.g_00971
OG0001087	Prbb.g_00694	Prax.g_00954
OG0001088	Prbb.g_00695	Prax.g_00953
OG0001089	Prbb.g_00705	Prax.g_00945
OG0001090	Prbb.g_00714	Prax.g_00484
OG0001091	Prbb.g_00716	Prax.g_00482
OG0001092	Prbb.g_00717	Prax.g_00481
OG0001093	Prbb.g_00722	Prax.g_00476
OG0001094	Prbb.g_00777	Prax.g_00379
OG0001095	Prbb.g_00796	Prax.g_00360
OG0001096	Prbb.g_00811	Prax.g_00347
OG0001097	Prbb.g_00830	Prax.g_00328
OG0001098	Prbb.g_00847	Prax.g_00313
OG0001099	Prbb.g_00917	Prax.g_00550
OG0001100	Prbb.g_00924	Prax.g_00554
OG0001101	Prbb.g_00926	Prax.g_00556
OG0001102	Prbb.g_00929	Prax.g_00558
OG0001103	Prbb.g_00931	Prax.g_00560
OG0001104	Prbb.g_00763	Prax.g_00583
OG0001105	Prbb.g_00767	Prax.g_00587
