Orthogroup	Prau	Syaq
OG0000581	Prau.g_00643	Syaq.g_02003
OG0000582	Prau.g_00646	Syaq.g_02012
OG0000583	Prau.g_00647	Syaq.g_02013
OG0000584	Prau.g_00648	Syaq.g_02014
OG0000585	Prau.g_00650	Syaq.g_02017
OG0000586	Prau.g_00651	Syaq.g_02018
OG0000587	Prau.g_00652	Syaq.g_02020
OG0000588	Prau.g_00656	Syaq.g_02043
OG0000589	Prau.g_00661	Syaq.g_02057
OG0000590	Prau.g_00662	Syaq.g_02058
OG0000591	Prau.g_00665	Syaq.g_02066
OG0000592	Prau.g_00666	Syaq.g_02067
OG0000593	Prau.g_00672	Syaq.g_02078
OG0000594	Prau.g_00673	Syaq.g_02079
OG0000595	Prau.g_00674	Syaq.g_02080
OG0000596	Prau.g_00678	Syaq.g_02085
OG0000597	Prau.g_00680	Syaq.g_02088
OG0000598	Prau.g_00681	Syaq.g_02089
OG0000599	Prau.g_00684	Syaq.g_02096
OG0000600	Prau.g_00685	Syaq.g_02097
OG0000601	Prau.g_00686	Syaq.g_02098
OG0000602	Prau.g_00688	Syaq.g_02104
OG0000603	Prau.g_00689	Syaq.g_02105
OG0000604	Prau.g_00690	Syaq.g_02107
OG0000605	Prau.g_00691	Syaq.g_02151
OG0000606	Prau.g_00694	Syaq.g_02231
OG0000607	Prau.g_00697	Syaq.g_02234
OG0000608	Prau.g_00698	Syaq.g_02235
OG0000609	Prau.g_00699	Syaq.g_02237
OG0000610	Prau.g_00704	Syaq.g_02244
OG0000611	Prau.g_00707	Syaq.g_02247
OG0000612	Prau.g_00708	Syaq.g_02248
OG0000613	Prau.g_00713	Syaq.g_00885
OG0000614	Prau.g_00732	Syaq.g_02588
OG0000615	Prau.g_00740	Syaq.g_02302
OG0000616	Prau.g_00744	Syaq.g_01168
OG0000617	Prau.g_00761	Syaq.g_00031
OG0000618	Prau.g_00762	Syaq.g_00032
OG0000619	Prau.g_00763	Syaq.g_00033
OG0000620	Prau.g_00766	Syaq.g_00038
OG0000621	Prau.g_00767	Syaq.g_00039
OG0000622	Prau.g_00768	Syaq.g_00040
OG0000623	Prau.g_00769	Syaq.g_00041
OG0000624	Prau.g_00770	Syaq.g_00042
OG0000625	Prau.g_00771	Syaq.g_00043
OG0000626	Prau.g_00772	Syaq.g_00044
OG0000627	Prau.g_00773	Syaq.g_02425
OG0000628	Prau.g_00774	Syaq.g_02426
OG0000629	Prau.g_00775	Syaq.g_02429
OG0000630	Prau.g_00778	Syaq.g_02433
OG0000631	Prau.g_00845	Syaq.g_02441
OG0000632	Prau.g_00846	Syaq.g_02442
OG0000633	Prau.g_00847	Syaq.g_02444
OG0000634	Prau.g_00850	Syaq.g_02336
OG0000635	Prau.g_00851	Syaq.g_02337
OG0000636	Prau.g_00853	Syaq.g_02339
OG0000637	Prau.g_00855	Syaq.g_02341
OG0000638	Prau.g_00856	Syaq.g_02342
OG0000639	Prau.g_00857	Syaq.g_02343
OG0000640	Prau.g_00858	Syaq.g_02344
OG0000641	Prau.g_00862	Syaq.g_02348
OG0000642	Prau.g_00863	Syaq.g_02349
OG0000643	Prau.g_00864	Syaq.g_02350
OG0000644	Prau.g_00865	Syaq.g_02351
OG0000645	Prau.g_00866	Syaq.g_02353
OG0000646	Prau.g_00868	Syaq.g_02356
OG0000647	Prau.g_00869	Syaq.g_02358
OG0000648	Prau.g_00871	Syaq.g_02360
OG0000649	Prau.g_00872	Syaq.g_02361
OG0000650	Prau.g_00873	Syaq.g_02362
OG0000651	Prau.g_00874	Syaq.g_02363
OG0000652	Prau.g_00875	Syaq.g_02364
OG0000653	Prau.g_00877	Syaq.g_02367
OG0000654	Prau.g_00878	Syaq.g_02368
OG0000655	Prau.g_00879	Syaq.g_02369
OG0000656	Prau.g_00882	Syaq.g_02372
OG0000657	Prau.g_00889	Syaq.g_02382
OG0000658	Prau.g_00890	Syaq.g_02385
OG0000659	Prau.g_00891	Syaq.g_02386
OG0000660	Prau.g_00895	Syaq.g_02390
OG0000661	Prau.g_00897	Syaq.g_02392
OG0000662	Prau.g_00899	Syaq.g_02394
OG0000663	Prau.g_00902	Syaq.g_02397
OG0000664	Prau.g_00903	Syaq.g_02400
OG0000665	Prau.g_00907	Syaq.g_02124
OG0000666	Prau.g_00908	Syaq.g_02117
OG0000667	Prau.g_00912	Syaq.g_02222
OG0000668	Prau.g_00942	Syaq.g_00068
OG0000669	Prau.g_00949	Syaq.g_02260
OG0000670	Prau.g_00951	Syaq.g_00079
OG0000671	Prau.g_00953	Syaq.g_02264
OG0000672	Prau.g_00955	Syaq.g_02267
OG0000673	Prau.g_00957	Syaq.g_02270
OG0000674	Prau.g_00959	Syaq.g_02272
OG0000675	Prau.g_00960	Syaq.g_02273
OG0000676	Prau.g_00962	Syaq.g_02275
OG0000677	Prau.g_00963	Syaq.g_02276
OG0000678	Prau.g_00965	Syaq.g_02282
OG0000679	Prau.g_00969	Syaq.g_02305
OG0000680	Prau.g_00970	Syaq.g_02306
OG0000681	Prau.g_00973	Syaq.g_02309
OG0000682	Prau.g_00974	Syaq.g_02310
OG0000683	Prau.g_00975	Syaq.g_02311
OG0000684	Prau.g_00977	Syaq.g_02315
OG0000685	Prau.g_00979	Syaq.g_02317
OG0000686	Prau.g_00980	Syaq.g_02318
OG0000687	Prau.g_00981	Syaq.g_02319
OG0000688	Prau.g_00984	Syaq.g_02325
OG0000689	Prau.g_00985	Syaq.g_02327
OG0000690	Prau.g_00986	Syaq.g_02328
OG0000691	Prau.g_00987	Syaq.g_02329
OG0000692	Prau.g_00989	Syaq.g_02330
OG0000693	Prau.g_00990	Syaq.g_02332
OG0000694	Prau.g_00991	Syaq.g_02333
OG0000695	Prau.g_00993	Syaq.g_02446
OG0000696	Prau.g_00994	Syaq.g_02447
OG0000697	Prau.g_00995	Syaq.g_02448
OG0000698	Prau.g_00998	Syaq.g_02451
OG0000699	Prau.g_00999	Syaq.g_02452
OG0000700	Prau.g_01000	Syaq.g_02453
OG0000701	Prau.g_01001	Syaq.g_02454
OG0000702	Prau.g_01003	Syaq.g_02467
OG0000703	Prau.g_01004	Syaq.g_02468
OG0000704	Prau.g_01005	Syaq.g_02470
OG0000705	Prau.g_01009	Syaq.g_02477
OG0000706	Prau.g_01010	Syaq.g_02478
OG0000707	Prau.g_01011	Syaq.g_02479
OG0000708	Prau.g_01012	Syaq.g_02482
OG0000709	Prau.g_01016	Syaq.g_02490
OG0000710	Prau.g_01019	Syaq.g_02494
OG0000711	Prau.g_01036	Syaq.g_02521
OG0000712	Prau.g_01038	Syaq.g_02523
OG0000713	Prau.g_01039	Syaq.g_02524
OG0000714	Prau.g_01040	Syaq.g_02527
OG0000715	Prau.g_01042	Syaq.g_02529
OG0000716	Prau.g_01044	Syaq.g_02533
OG0000717	Prau.g_01045	Syaq.g_02534
OG0000718	Prau.g_01058	Syaq.g_00072
OG0000719	Prau.g_01060	Syaq.g_00070
OG0000720	Prau.g_01069	Syaq.g_00057
OG0000721	Prau.g_01071	Syaq.g_00055
OG0000722	Prau.g_01072	Syaq.g_00054
OG0000723	Prau.g_01075	Syaq.g_00046
OG0000724	Prau.g_01084	Syaq.g_02685
OG0000725	Prau.g_01090	Syaq.g_02676
OG0000726	Prau.g_01091	Syaq.g_02675
OG0000727	Prau.g_01092	Syaq.g_02674
OG0000728	Prau.g_01094	Syaq.g_02672
OG0000729	Prau.g_01138	Syaq.g_01046
OG0000730	Prau.g_01142	Syaq.g_00561
OG0000731	Prau.g_01146	Syaq.g_00550
OG0000732	Prau.g_01155	Syaq.g_01098
OG0000733	Prau.g_01175	Syaq.g_01232
OG0000734	Prau.g_01192	Syaq.g_01479
OG0000735	Prau.g_01194	Syaq.g_00266
OG0000736	Prau.g_01195	Syaq.g_00265
OG0000737	Prau.g_01196	Syaq.g_00264
OG0000738	Prau.g_01200	Syaq.g_00258
OG0000739	Prau.g_01201	Syaq.g_00257
OG0000740	Prau.g_01202	Syaq.g_00256
OG0000741	Prau.g_01203	Syaq.g_00253
OG0000742	Prau.g_01205	Syaq.g_00250
OG0000743	Prau.g_01207	Syaq.g_00248
OG0000744	Prau.g_01208	Syaq.g_00247
OG0000745	Prau.g_01209	Syaq.g_00245
OG0000746	Prau.g_01211	Syaq.g_00242
OG0000747	Prau.g_01212	Syaq.g_00241
OG0000748	Prau.g_01215	Syaq.g_00227
OG0000749	Prau.g_01216	Syaq.g_00226
OG0000750	Prau.g_01217	Syaq.g_00225
OG0000751	Prau.g_01219	Syaq.g_00219
OG0000752	Prau.g_01221	Syaq.g_00217
OG0000753	Prau.g_01224	Syaq.g_00214
OG0000754	Prau.g_01227	Syaq.g_00209
OG0000755	Prau.g_01230	Syaq.g_00198
OG0000756	Prau.g_01231	Syaq.g_00197
OG0000757	Prau.g_01237	Syaq.g_00190
OG0000758	Prau.g_01238	Syaq.g_00189
OG0000759	Prau.g_01239	Syaq.g_00188
OG0000760	Prau.g_01240	Syaq.g_00187
OG0000761	Prau.g_01241	Syaq.g_00186
OG0000762	Prau.g_01242	Syaq.g_00183
OG0000763	Prau.g_01244	Syaq.g_00181
OG0000764	Prau.g_01245	Syaq.g_00180
OG0000765	Prau.g_01254	Syaq.g_00157
OG0000766	Prau.g_01255	Syaq.g_00156
OG0000767	Prau.g_01257	Syaq.g_00154
OG0000768	Prau.g_01258	Syaq.g_00153
OG0000769	Prau.g_01260	Syaq.g_00151
OG0000770	Prau.g_01262	Syaq.g_00148
OG0000771	Prau.g_01271, Prau.g_01496	Syaq.g_02691
OG0000772	Prau.g_01346	Syaq.g_01887
OG0000773	Prau.g_01361	Syaq.g_00283
OG0000774	Prau.g_01363	Syaq.g_00288
OG0000775	Prau.g_01366	Syaq.g_00290
OG0000776	Prau.g_01367	Syaq.g_00291
OG0000777	Prau.g_01368	Syaq.g_00292
OG0000778	Prau.g_01369	Syaq.g_00293
OG0000779	Prau.g_01373	Syaq.g_00299
OG0000780	Prau.g_01374	Syaq.g_00304
OG0000781	Prau.g_01377	Syaq.g_00308
OG0000782	Prau.g_01378	Syaq.g_00309
OG0000783	Prau.g_01379	Syaq.g_00310
OG0000784	Prau.g_01380	Syaq.g_00311
OG0000785	Prau.g_01382	Syaq.g_00313
OG0000786	Prau.g_01384	Syaq.g_00328
OG0000787	Prau.g_01385	Syaq.g_00329
OG0000788	Prau.g_01396	Syaq.g_02099
OG0000789	Prau.g_01399	Syaq.g_02123
OG0000790	Prau.g_01414	Syaq.g_01758
OG0000791	Prau.g_01416	Syaq.g_01756
OG0000792	Prau.g_01417	Syaq.g_01755
OG0000793	Prau.g_01420	Syaq.g_01750
OG0000794	Prau.g_01421	Syaq.g_01749
OG0000795	Prau.g_01422	Syaq.g_01748
OG0000796	Prau.g_01426	Syaq.g_01744
OG0000797	Prau.g_01427	Syaq.g_01743
OG0000799	Prau.g_01510	Syaq.g_00341
OG0000800	Prau.g_01511	Syaq.g_00342
OG0000801	Prau.g_01512	Syaq.g_00343
OG0000802	Prau.g_01514	Syaq.g_00350
OG0000803	Prau.g_01516	Syaq.g_00353
OG0000804	Prau.g_01517	Syaq.g_00358
OG0000805	Prau.g_01519	Syaq.g_00360
OG0000806	Prau.g_01521	Syaq.g_00362
OG0000807	Prau.g_01522	Syaq.g_00364
OG0000808	Prau.g_01523	Syaq.g_00365
OG0000809	Prau.g_01526	Syaq.g_00369
OG0000810	Prau.g_01527	Syaq.g_00370
OG0000811	Prau.g_01534	Syaq.g_00378
OG0000812	Prau.g_01536	Syaq.g_00380
OG0000813	Prau.g_01537	Syaq.g_00381
OG0000814	Prau.g_01539	Syaq.g_00383
OG0000815	Prau.g_01540	Syaq.g_00384
OG0000816	Prau.g_01542	Syaq.g_00386
OG0000817	Prau.g_01543	Syaq.g_00387
OG0000818	Prau.g_01548	Syaq.g_00392
OG0000819	Prau.g_01549	Syaq.g_00393
OG0000820	Prau.g_01550	Syaq.g_00394
OG0000821	Prau.g_01554	Syaq.g_00400
OG0000822	Prau.g_01555	Syaq.g_00402
OG0000823	Prau.g_01556	Syaq.g_00403
OG0000824	Prau.g_01559	Syaq.g_00409
OG0000825	Prau.g_01560	Syaq.g_00410
OG0000826	Prau.g_01561	Syaq.g_00411
OG0000827	Prau.g_01562	Syaq.g_00412
OG0000828	Prau.g_01565	Syaq.g_00415
OG0000829	Prau.g_01566	Syaq.g_00416
OG0000830	Prau.g_01567	Syaq.g_00417
OG0000831	Prau.g_01569	Syaq.g_00419
OG0000832	Prau.g_01575	Syaq.g_01737
OG0000833	Prau.g_01583	Syaq.g_01725
OG0000834	Prau.g_01584	Syaq.g_01724
OG0000835	Prau.g_01585	Syaq.g_01723
OG0000836	Prau.g_01586	Syaq.g_01720
OG0000837	Prau.g_01587	Syaq.g_01719
OG0000838	Prau.g_01589	Syaq.g_01715
OG0000839	Prau.g_01590	Syaq.g_01714
OG0000840	Prau.g_01591	Syaq.g_01713
OG0000841	Prau.g_01592	Syaq.g_01712
OG0000842	Prau.g_01593	Syaq.g_01711
OG0000843	Prau.g_01594	Syaq.g_01710
OG0000844	Prau.g_01595	Syaq.g_01708
OG0000845	Prau.g_01596	Syaq.g_01707
OG0000846	Prau.g_01597	Syaq.g_01706
OG0000847	Prau.g_01598	Syaq.g_01705
OG0000848	Prau.g_01599	Syaq.g_01703
OG0000849	Prau.g_01600	Syaq.g_01702
OG0000850	Prau.g_01602	Syaq.g_01699
OG0000851	Prau.g_01603	Syaq.g_01696
OG0000852	Prau.g_01604	Syaq.g_01695
OG0000853	Prau.g_01608	Syaq.g_01691
OG0000854	Prau.g_01610	Syaq.g_01689
OG0000855	Prau.g_01611	Syaq.g_01688
OG0000856	Prau.g_01626	Syaq.g_02069
OG0000857	Prau.g_01652	Syaq.g_02357
OG0000858	Prau.g_01726	Syaq.g_01682
OG0000859	Prau.g_01727	Syaq.g_01681
OG0000860	Prau.g_01734	Syaq.g_01671
OG0000861	Prau.g_01735	Syaq.g_01670
OG0000862	Prau.g_01736	Syaq.g_01668
OG0000863	Prau.g_01738	Syaq.g_01665
OG0000864	Prau.g_01739	Syaq.g_01664
OG0000865	Prau.g_01740	Syaq.g_01663
OG0000866	Prau.g_01741	Syaq.g_01662
OG0000867	Prau.g_01742	Syaq.g_01661
OG0000868	Prau.g_01743	Syaq.g_01659
OG0000869	Prau.g_01747	Syaq.g_01656
OG0000870	Prau.g_01752	Syaq.g_01651
OG0000871	Prau.g_01753	Syaq.g_01650
OG0000872	Prau.g_01754	Syaq.g_01644
OG0000873	Prau.g_01757	Syaq.g_01641
OG0000874	Prau.g_01760	Syaq.g_01637
OG0000875	Prau.g_01761	Syaq.g_01633
OG0000876	Prau.g_01762	Syaq.g_01631
OG0000877	Prau.g_01764	Syaq.g_01628
OG0000878	Prau.g_01765	Syaq.g_01627
OG0000879	Prau.g_01766	Syaq.g_01626
OG0000880	Prau.g_01767	Syaq.g_01625
OG0000881	Prau.g_01771	Syaq.g_01621
OG0000882	Prau.g_01776	Syaq.g_01616
OG0000883	Prau.g_01777	Syaq.g_01613
OG0000884	Prau.g_01779	Syaq.g_01611
OG0000885	Prau.g_01780	Syaq.g_01610
OG0000886	Prau.g_01781	Syaq.g_01609
OG0000887	Prau.g_01782	Syaq.g_01608
OG0000888	Prau.g_01784	Syaq.g_01606
OG0000889	Prau.g_01786	Syaq.g_01604
OG0000890	Prau.g_01787	Syaq.g_01597
OG0000891	Prau.g_01788	Syaq.g_01596
OG0000892	Prau.g_01790	Syaq.g_01594
OG0000893	Prau.g_01794	Syaq.g_00695
OG0000894	Prau.g_01796	Syaq.g_00692
OG0000895	Prau.g_01799	Syaq.g_00688
OG0000896	Prau.g_01800	Syaq.g_00687
OG0000897	Prau.g_01802	Syaq.g_00685
OG0000898	Prau.g_01803	Syaq.g_00684
OG0000899	Prau.g_01804	Syaq.g_00683
OG0000900	Prau.g_01805	Syaq.g_00682
OG0000901	Prau.g_01808	Syaq.g_00677
OG0000902	Prau.g_01810	Syaq.g_00671
OG0000903	Prau.g_01813	Syaq.g_00655
OG0000904	Prau.g_01815	Syaq.g_00660
OG0000905	Prau.g_01820	Syaq.g_00666
OG0000906	Prau.g_01821	Syaq.g_00669
OG0000907	Prau.g_01827	Syaq.g_00653
OG0000908	Prau.g_01830	Syaq.g_00650
OG0000909	Prau.g_01831	Syaq.g_00649
OG0000910	Prau.g_01832	Syaq.g_00648
OG0000911	Prau.g_01834	Syaq.g_00646
OG0000912	Prau.g_01835	Syaq.g_00645
OG0000913	Prau.g_01836	Syaq.g_00644
OG0000914	Prau.g_01837	Syaq.g_00643
OG0000915	Prau.g_01838	Syaq.g_00641
OG0000916	Prau.g_01839	Syaq.g_00640
OG0000917	Prau.g_01840	Syaq.g_00639
OG0000918	Prau.g_01841	Syaq.g_00638
OG0000919	Prau.g_01842	Syaq.g_00637
OG0000920	Prau.g_01843	Syaq.g_00636
OG0000921	Prau.g_01844	Syaq.g_00635
OG0000922	Prau.g_01845	Syaq.g_00634
OG0000923	Prau.g_01849	Syaq.g_00630
OG0000924	Prau.g_01850	Syaq.g_00629
OG0000925	Prau.g_01851	Syaq.g_00628
OG0000926	Prau.g_01852	Syaq.g_00627
OG0000927	Prau.g_01854	Syaq.g_00625
OG0000928	Prau.g_01855	Syaq.g_00624
OG0000929	Prau.g_01856	Syaq.g_00623
OG0000930	Prau.g_01857	Syaq.g_00622
OG0000931	Prau.g_01858	Syaq.g_00621
OG0000932	Prau.g_01859	Syaq.g_00620
OG0000933	Prau.g_01863	Syaq.g_00614
OG0000934	Prau.g_01865	Syaq.g_00612
OG0000935	Prau.g_01866	Syaq.g_00611
OG0000936	Prau.g_01867	Syaq.g_00610
OG0000937	Prau.g_01868	Syaq.g_00609
OG0000938	Prau.g_01870	Syaq.g_00606
OG0000939	Prau.g_01871	Syaq.g_00604
OG0000940	Prau.g_01878	Syaq.g_00597
OG0000941	Prau.g_01880	Syaq.g_00595
OG0000942	Prau.g_01882	Syaq.g_00593
OG0000943	Prau.g_01883	Syaq.g_00592
OG0000944	Prau.g_01884	Syaq.g_00590
OG0000945	Prau.g_01885	Syaq.g_00588
OG0000946	Prau.g_01889	Syaq.g_00580
OG0000947	Prau.g_01891	Syaq.g_00577
OG0000948	Prau.g_01892	Syaq.g_00576
OG0000949	Prau.g_01895	Syaq.g_00971
OG0000950	Prau.g_01900	Syaq.g_00984
OG0000951	Prau.g_01904	Syaq.g_00991
OG0000952	Prau.g_01908	Syaq.g_01002
OG0000953	Prau.g_01911	Syaq.g_01006
OG0000954	Prau.g_01915	Syaq.g_01012
OG0000955	Prau.g_01916	Syaq.g_01013
OG0000956	Prau.g_01918	Syaq.g_01015
OG0000957	Prau.g_01923	Syaq.g_01026
OG0000958	Prau.g_01924	Syaq.g_01027
OG0000959	Prau.g_01928	Syaq.g_01031
OG0000960	Prau.g_01929	Syaq.g_01032
OG0000961	Prau.g_01931	Syaq.g_01043
OG0000962	Prau.g_01933	Syaq.g_01045
OG0000963	Prau.g_01937	Syaq.g_01049
OG0000964	Prau.g_01938	Syaq.g_01050
OG0000965	Prau.g_01939	Syaq.g_01051
OG0000966	Prau.g_01946	Syaq.g_01060
OG0000967	Prau.g_01951	Syaq.g_01067
OG0000968	Prau.g_01953	Syaq.g_01071
OG0000969	Prau.g_01954	Syaq.g_01078
OG0000970	Prau.g_01955	Syaq.g_01079
OG0000971	Prau.g_01956	Syaq.g_01081
OG0000972	Prau.g_01957	Syaq.g_01082
OG0000973	Prau.g_01958	Syaq.g_01083
OG0000974	Prau.g_01959	Syaq.g_01084
OG0000975	Prau.g_01960	Syaq.g_01085
OG0000976	Prau.g_01961	Syaq.g_01086
OG0000977	Prau.g_01962	Syaq.g_01088
OG0000978	Prau.g_01963	Syaq.g_01091
OG0000979	Prau.g_01966	Syaq.g_01094
OG0000980	Prau.g_01968	Syaq.g_01097
OG0000981	Prau.g_01970	Syaq.g_01100
OG0000982	Prau.g_01972	Syaq.g_01263
OG0000983	Prau.g_01973	Syaq.g_01262
OG0000984	Prau.g_01974	Syaq.g_01261
OG0000985	Prau.g_01977	Syaq.g_01257
OG0000986	Prau.g_01979	Syaq.g_01253
OG0000987	Prau.g_01980	Syaq.g_01251
OG0000988	Prau.g_01983	Syaq.g_01245
OG0000989	Prau.g_01986	Syaq.g_01239
OG0000990	Prau.g_01989	Syaq.g_01229
OG0000991	Prau.g_01990	Syaq.g_01225
OG0000992	Prau.g_01992	Syaq.g_01222
OG0000993	Prau.g_01993	Syaq.g_01221
OG0000994	Prau.g_01994	Syaq.g_01218
OG0000995	Prau.g_01998	Syaq.g_01212
OG0000996	Prau.g_01999	Syaq.g_01193
OG0000997	Prau.g_02000	Syaq.g_01184
OG0000998	Prau.g_02002	Syaq.g_01182
OG0000999	Prau.g_02003	Syaq.g_01181
OG0001000	Prau.g_02006	Syaq.g_01177
OG0001001	Prau.g_02008	Syaq.g_01172
OG0001002	Prau.g_02012	Syaq.g_01165
OG0001003	Prau.g_02014	Syaq.g_01163
OG0001004	Prau.g_02015	Syaq.g_01162
OG0001005	Prau.g_02016	Syaq.g_01161
OG0001006	Prau.g_02020	Syaq.g_01152
OG0001007	Prau.g_02022	Syaq.g_01150
OG0001008	Prau.g_00478	Syaq.g_00500
OG0001009	Prau.g_00027	Syaq.g_01118
OG0001010	Prau.g_00028	Syaq.g_01117
OG0001011	Prau.g_00029	Syaq.g_01115
OG0001012	Prau.g_00050	Syaq.g_01267
OG0001013	Prau.g_00056	Syaq.g_01289
OG0001014	Prau.g_00059	Syaq.g_01295
OG0001015	Prau.g_00060	Syaq.g_01296
OG0001016	Prau.g_00074	Syaq.g_01554
OG0001017	Prau.g_00078	Syaq.g_01548
OG0001018	Prau.g_00081	Syaq.g_01546
OG0001019	Prau.g_00090	Syaq.g_01524
OG0001020	Prau.g_00091	Syaq.g_01510
OG0001021	Prau.g_00092	Syaq.g_01506
OG0001022	Prau.g_00095	Syaq.g_01501
OG0001023	Prau.g_00096	Syaq.g_01500
OG0001024	Prau.g_00099	Syaq.g_01496
OG0001025	Prau.g_00105	Syaq.g_01490
OG0001026	Prau.g_00112	Syaq.g_01477
OG0001027	Prau.g_00113	Syaq.g_01474
OG0001028	Prau.g_00115	Syaq.g_01472
OG0001029	Prau.g_00116	Syaq.g_01470
OG0001030	Prau.g_00131	Syaq.g_01450
OG0001031	Prau.g_00187	Syaq.g_01378
OG0001032	Prau.g_00188	Syaq.g_01376
OG0001033	Prau.g_00209	Syaq.g_01344
OG0001034	Prau.g_00237	Syaq.g_01579
OG0001035	Prau.g_00256	Syaq.g_00726
OG0001036	Prau.g_00261	Syaq.g_00731
OG0001037	Prau.g_00262	Syaq.g_00733
OG0001038	Prau.g_00280	Syaq.g_00761
OG0001039	Prau.g_00283	Syaq.g_00764
OG0001040	Prau.g_00285	Syaq.g_00767
OG0001041	Prau.g_00289	Syaq.g_00772
OG0001042	Prau.g_00306	Syaq.g_00858
OG0001044	Prau.g_00335	Syaq.g_00560
OG0001045	Prau.g_00344	Syaq.g_00547
OG0001046	Prau.g_00382	Syaq.g_02509
OG0001047	Prau.g_00480	Syaq.g_00498
OG0001048	Prau.g_00481	Syaq.g_00497
OG0001049	Prau.g_00483	Syaq.g_00494
OG0001050	Prau.g_00484	Syaq.g_00493
OG0001051	Prau.g_00485	Syaq.g_00492
OG0001052	Prau.g_00512	Syaq.g_00446
OG0001053	Prau.g_00524	Syaq.g_01775
OG0001054	Prau.g_00539	Syaq.g_01794
OG0001055	Prau.g_00558	Syaq.g_01815
OG0001056	Prau.g_00576	Syaq.g_01843
OG0001057	Prau.g_00581	Syaq.g_00334
OG0001058	Prau.g_00589	Syaq.g_01931
OG0001059	Prau.g_00593	Syaq.g_01935
OG0001060	Prau.g_00600	Syaq.g_01941
OG0001061	Prau.g_00613	Syaq.g_01961
OG0001062	Prau.g_00615	Syaq.g_01963
OG0001063	Prau.g_00617	Syaq.g_01968
OG0001064	Prau.g_00618	Syaq.g_01969
OG0001065	Prau.g_00619	Syaq.g_01970
OG0001066	Prau.g_00620	Syaq.g_01971
OG0001067	Prau.g_00621	Syaq.g_01972
OG0001068	Prau.g_00622	Syaq.g_01973
OG0001069	Prau.g_00623	Syaq.g_01974
OG0001070	Prau.g_00626	Syaq.g_01978
OG0001071	Prau.g_00627	Syaq.g_01979
OG0001072	Prau.g_00628	Syaq.g_01983
OG0001073	Prau.g_00642	Syaq.g_01998
OG0001074	Prau.g_00653	Syaq.g_02132
OG0001075	Prau.g_00654	Syaq.g_02025
OG0001076	Prau.g_00664	Syaq.g_02060
OG0001077	Prau.g_00668	Syaq.g_02071
OG0001078	Prau.g_00676	Syaq.g_02083
OG0001079	Prau.g_00687	Syaq.g_02100
OG0001080	Prau.g_00693	Syaq.g_02161
OG0001081	Prau.g_00695	Syaq.g_02232
OG0001082	Prau.g_00696	Syaq.g_02233
OG0001083	Prau.g_00701	Syaq.g_02240
OG0001084	Prau.g_00702	Syaq.g_02241
OG0001085	Prau.g_00710	Syaq.g_02251
OG0001086	Prau.g_00711	Syaq.g_02253
OG0001087	Prau.g_00728	Syaq.g_02574
OG0001088	Prau.g_00729	Syaq.g_02576
OG0001089	Prau.g_00737	Syaq.g_02604
OG0001090	Prau.g_00756	Syaq.g_00024
OG0001091	Prau.g_00758	Syaq.g_00027
OG0001092	Prau.g_00759	Syaq.g_00029
OG0001093	Prau.g_00764	Syaq.g_00035
OG0001094	Prau.g_00848	Syaq.g_02334
OG0001095	Prau.g_00867	Syaq.g_02354
OG0001096	Prau.g_00880	Syaq.g_02370
OG0001097	Prau.g_00898	Syaq.g_02393
OG0001098	Prau.g_00914	Syaq.g_02415
OG0001099	Prau.g_00946	Syaq.g_01471
OG0001100	Prau.g_00950	Syaq.g_02262
OG0001101	Prau.g_00952	Syaq.g_02263
OG0001102	Prau.g_00954	Syaq.g_02266
OG0001104	Prau.g_00978	Syaq.g_02316
OG0001105	Prau.g_00982	Syaq.g_02320
OG0001106	Prau.g_01006	Syaq.g_02471
OG0001108	Prau.g_01017	Syaq.g_02491
OG0001109	Prau.g_01018	Syaq.g_02493
OG0001110	Prau.g_01020	Syaq.g_02495
OG0001111	Prau.g_01021	Syaq.g_02497
OG0001112	Prau.g_01022	Syaq.g_02499
OG0001113	Prau.g_01023	Syaq.g_02539
OG0001114	Prau.g_01024	Syaq.g_02500
OG0001115	Prau.g_01026	Syaq.g_02504
OG0001116	Prau.g_01027	Syaq.g_02506
OG0001117	Prau.g_01028	Syaq.g_02507
OG0001118	Prau.g_01029	Syaq.g_02508
OG0001119	Prau.g_01030	Syaq.g_02510
OG0001120	Prau.g_01032	Syaq.g_02514
OG0001121	Prau.g_01172, Prau.g_01035	Syaq.g_01919
OG0001122	Prau.g_01061	Syaq.g_00069
OG0001123	Prau.g_01065	Syaq.g_00061
OG0001124	Prau.g_01067	Syaq.g_00060
OG0001125	Prau.g_01068	Syaq.g_00058
OG0001126	Prau.g_01078	Syaq.g_02693
OG0001127	Prau.g_01079	Syaq.g_02692
OG0001128	Prau.g_01081	Syaq.g_02689
OG0001129	Prau.g_01082	Syaq.g_02687
OG0001130	Prau.g_01083	Syaq.g_02686
OG0001131	Prau.g_01118	Syaq.g_02284
OG0001132	Prau.g_01127	Syaq.g_01872
OG0001133	Prau.g_01160	Syaq.g_02063
OG0001134	Prau.g_01174	Syaq.g_02213
OG0001136	Prau.g_01204	Syaq.g_00252
OG0001137	Prau.g_01214	Syaq.g_00228
OG0001138	Prau.g_01232	Syaq.g_00196
OG0001139	Prau.g_01233	Syaq.g_00194
OG0001140	Prau.g_01234	Syaq.g_00193
OG0001141	Prau.g_01235	Syaq.g_00192
OG0001142	Prau.g_01236	Syaq.g_00191
OG0001143	Prau.g_01243	Syaq.g_00182
