Orthogroup	Prau	Syae
OG0000589	Prau.g_00661	Syae.g_00047
OG0000590	Prau.g_00662	Syae.g_00048
OG0000591	Prau.g_00665	Syae.g_00056
OG0000592	Prau.g_00666	Syae.g_00057
OG0000593	Prau.g_00672	Syae.g_00070
OG0000594	Prau.g_00673	Syae.g_00071
OG0000595	Prau.g_00674	Syae.g_00072
OG0000596	Prau.g_00678	Syae.g_00077
OG0000597	Prau.g_00680	Syae.g_00080
OG0000598	Prau.g_00681	Syae.g_00081
OG0000599	Prau.g_00684	Syae.g_00084
OG0000600	Prau.g_00685	Syae.g_00085
OG0000601	Prau.g_00686	Syae.g_00086
OG0000602	Prau.g_00688	Syae.g_00091
OG0000603	Prau.g_00689	Syae.g_00092
OG0000604	Prau.g_00690	Syae.g_00095
OG0000605	Prau.g_00691	Syae.g_00260
OG0000606	Prau.g_00694	Syae.g_00616
OG0000607	Prau.g_00697	Syae.g_00613
OG0000608	Prau.g_00698	Syae.g_00612
OG0000609	Prau.g_00699	Syae.g_00610
OG0000610	Prau.g_00704	Syae.g_00601
OG0000611	Prau.g_00707	Syae.g_00598
OG0000612	Prau.g_00708	Syae.g_00597
OG0000613	Prau.g_00713	Syae.g_01910
OG0000614	Prau.g_00732	Syae.g_00765
OG0000615	Prau.g_00740	Syae.g_00557
OG0000616	Prau.g_00744	Syae.g_01696
OG0000617	Prau.g_00761	Syae.g_00464
OG0000618	Prau.g_00762	Syae.g_00463
OG0000619	Prau.g_00763	Syae.g_00462
OG0000620	Prau.g_00766	Syae.g_00456
OG0000621	Prau.g_00767	Syae.g_00455
OG0000622	Prau.g_00768	Syae.g_00454
OG0000623	Prau.g_00769	Syae.g_00453
OG0000624	Prau.g_00770	Syae.g_00451
OG0000625	Prau.g_00771	Syae.g_00450
OG0000626	Prau.g_00772	Syae.g_00449
OG0000627	Prau.g_00773	Syae.g_00299
OG0000628	Prau.g_00774	Syae.g_00300
OG0000629	Prau.g_00775	Syae.g_00303
OG0000630	Prau.g_00778	Syae.g_00310
OG0000631	Prau.g_00845	Syae.g_00317
OG0000632	Prau.g_00846	Syae.g_00318
OG0000633	Prau.g_00847	Syae.g_00320
OG0000634	Prau.g_00850	Syae.g_00525
OG0000635	Prau.g_00851	Syae.g_00524
OG0000636	Prau.g_00853	Syae.g_00522
OG0000637	Prau.g_00855	Syae.g_00520
OG0000638	Prau.g_00856	Syae.g_00519
OG0000639	Prau.g_00857	Syae.g_00518
OG0000640	Prau.g_00858	Syae.g_00517
OG0000641	Prau.g_00862	Syae.g_00513
OG0000642	Prau.g_00863	Syae.g_00512
OG0000643	Prau.g_00864	Syae.g_00510
OG0000644	Prau.g_00865	Syae.g_00509
OG0000645	Prau.g_00866	Syae.g_00507
OG0000646	Prau.g_00868	Syae.g_00504
OG0000647	Prau.g_00869	Syae.g_00502
OG0000648	Prau.g_00871	Syae.g_00499
OG0000649	Prau.g_00872	Syae.g_00498
OG0000650	Prau.g_00873	Syae.g_00497
OG0000651	Prau.g_00874	Syae.g_00496
OG0000652	Prau.g_00875	Syae.g_00495
OG0000653	Prau.g_00877	Syae.g_00493
OG0000654	Prau.g_00878	Syae.g_00492
OG0000655	Prau.g_00879	Syae.g_00491
OG0000656	Prau.g_00882	Syae.g_00488
OG0000657	Prau.g_00889	Syae.g_00834
OG0000658	Prau.g_00890	Syae.g_00837
OG0000659	Prau.g_00891	Syae.g_00838
OG0000660	Prau.g_00895	Syae.g_00842
OG0000661	Prau.g_00897	Syae.g_00844
OG0000662	Prau.g_00899	Syae.g_00846
OG0000663	Prau.g_00902	Syae.g_00849
OG0000664	Prau.g_00903	Syae.g_00850
OG0000665	Prau.g_00907	Syae.g_00121
OG0000666	Prau.g_00908	Syae.g_00258
OG0000667	Prau.g_00912	Syae.g_02056
OG0000668	Prau.g_00942	Syae.g_00418
OG0000669	Prau.g_00949	Syae.g_00585
OG0000670	Prau.g_00951	Syae.g_00582
OG0000671	Prau.g_00953	Syae.g_00580
OG0000672	Prau.g_00955	Syae.g_00577
OG0000673	Prau.g_00957	Syae.g_00574
OG0000674	Prau.g_00959	Syae.g_00572
OG0000675	Prau.g_00960	Syae.g_00571
OG0000676	Prau.g_00962	Syae.g_00569
OG0000677	Prau.g_00963	Syae.g_00568
OG0000678	Prau.g_00965	Syae.g_00564
OG0000679	Prau.g_00969	Syae.g_00555
OG0000680	Prau.g_00970	Syae.g_00554
OG0000681	Prau.g_00973	Syae.g_00551
OG0000682	Prau.g_00974	Syae.g_00550
OG0000683	Prau.g_00975	Syae.g_00549
OG0000684	Prau.g_00977	Syae.g_00545
OG0000685	Prau.g_00979	Syae.g_00543
OG0000686	Prau.g_00980	Syae.g_00542
OG0000687	Prau.g_00981	Syae.g_00541
OG0000688	Prau.g_00984	Syae.g_00536
OG0000689	Prau.g_00985	Syae.g_00534
OG0000690	Prau.g_00986	Syae.g_00533
OG0000691	Prau.g_00987	Syae.g_00532
OG0000692	Prau.g_00989	Syae.g_00531
OG0000693	Prau.g_00990	Syae.g_00529
OG0000694	Prau.g_00991	Syae.g_00528
OG0000695	Prau.g_00993	Syae.g_00322
OG0000696	Prau.g_00994	Syae.g_00323
OG0000697	Prau.g_00995	Syae.g_00325
OG0000698	Prau.g_00998	Syae.g_00328
OG0000699	Prau.g_00999	Syae.g_00330
OG0000700	Prau.g_01000	Syae.g_00331
OG0000701	Prau.g_01001	Syae.g_00332
OG0000702	Prau.g_01003	Syae.g_00341
OG0000703	Prau.g_01004	Syae.g_00342
OG0000704	Prau.g_01005	Syae.g_00345
OG0000705	Prau.g_01009	Syae.g_00352
OG0000706	Prau.g_01010	Syae.g_00353
OG0000707	Prau.g_01011	Syae.g_00354
OG0000708	Prau.g_01012	Syae.g_00357
OG0000709	Prau.g_01016	Syae.g_00365
OG0000710	Prau.g_01019	Syae.g_00369
OG0000711	Prau.g_01036	Syae.g_00398
OG0000712	Prau.g_01038	Syae.g_00400
OG0000713	Prau.g_01039	Syae.g_00401
OG0000714	Prau.g_01040	Syae.g_00403
OG0000715	Prau.g_01042	Syae.g_00405
OG0000716	Prau.g_01044	Syae.g_00409
OG0000717	Prau.g_01045	Syae.g_00410
OG0000718	Prau.g_01058	Syae.g_00414
OG0000719	Prau.g_01060	Syae.g_00416
OG0000720	Prau.g_01069	Syae.g_00429
OG0000721	Prau.g_01071	Syae.g_00431
OG0000722	Prau.g_01072	Syae.g_00432
OG0000723	Prau.g_01075	Syae.g_00445
OG0000724	Prau.g_01084	Syae.g_00799
OG0000725	Prau.g_01090	Syae.g_00789
OG0000726	Prau.g_01091	Syae.g_00788
OG0000727	Prau.g_01092	Syae.g_00787
OG0000728	Prau.g_01094	Syae.g_00785
OG0000729	Prau.g_01138	Syae.g_01819
OG0000730	Prau.g_01142	Syae.g_02189
OG0000731	Prau.g_01146	Syae.g_02201
OG0000732	Prau.g_01155	Syae.g_01764
OG0000733	Prau.g_01175	Syae.g_01599
OG0000734	Prau.g_01192	Syae.g_01371
OG0000735	Prau.g_01194	Syae.g_00942
OG0000736	Prau.g_01195	Syae.g_00941
OG0000737	Prau.g_01196	Syae.g_00940
OG0000738	Prau.g_01200	Syae.g_00935
OG0000739	Prau.g_01201	Syae.g_00928
OG0000740	Prau.g_01202	Syae.g_00927
OG0000741	Prau.g_01203	Syae.g_00924
OG0000742	Prau.g_01205	Syae.g_00922
OG0000743	Prau.g_01207	Syae.g_00920
OG0000744	Prau.g_01208	Syae.g_00919
OG0000745	Prau.g_01209	Syae.g_00917
OG0000746	Prau.g_01211	Syae.g_00915
OG0000747	Prau.g_01212	Syae.g_00914
OG0000748	Prau.g_01215	Syae.g_00902
OG0000749	Prau.g_01216	Syae.g_00900
OG0000750	Prau.g_01217	Syae.g_00899
OG0000751	Prau.g_01219	Syae.g_00892
OG0000752	Prau.g_01221	Syae.g_00890
OG0000753	Prau.g_01224	Syae.g_00887
OG0000754	Prau.g_01227	Syae.g_00641
OG0000755	Prau.g_01230	Syae.g_00651
OG0000756	Prau.g_01231	Syae.g_00652
OG0000757	Prau.g_01237	Syae.g_00661
OG0000758	Prau.g_01238	Syae.g_00662
OG0000759	Prau.g_01239	Syae.g_00663
OG0000760	Prau.g_01240	Syae.g_00664
OG0000761	Prau.g_01241	Syae.g_00668
OG0000762	Prau.g_01242	Syae.g_00672
OG0000763	Prau.g_01244	Syae.g_00676
OG0000764	Prau.g_01245	Syae.g_00677
OG0000765	Prau.g_01254	Syae.g_00695
OG0000766	Prau.g_01255	Syae.g_00696
OG0000767	Prau.g_01257	Syae.g_00698
OG0000768	Prau.g_01258	Syae.g_00699
OG0000769	Prau.g_01260	Syae.g_00701
OG0000770	Prau.g_01262	Syae.g_00704
OG0000771	Prau.g_01271, Prau.g_01496	Syae.g_00805
OG0000772	Prau.g_01346	Syae.g_00168
OG0000773	Prau.g_01361	Syae.g_00947
OG0000774	Prau.g_01363	Syae.g_00951
OG0000775	Prau.g_01366	Syae.g_00954
OG0000776	Prau.g_01367	Syae.g_00955
OG0000777	Prau.g_01368	Syae.g_00956
OG0000778	Prau.g_01369	Syae.g_00957
OG0000779	Prau.g_01373	Syae.g_00963
OG0000780	Prau.g_01374	Syae.g_00967
OG0000781	Prau.g_01377	Syae.g_00971
OG0000782	Prau.g_01378	Syae.g_00972
OG0000783	Prau.g_01379	Syae.g_00973
OG0000784	Prau.g_01380	Syae.g_00974
OG0000785	Prau.g_01382	Syae.g_00976
OG0000786	Prau.g_01384	Syae.g_02477
OG0000787	Prau.g_01385	Syae.g_02476
OG0000788	Prau.g_01396	Syae.g_00087
OG0000789	Prau.g_01399	Syae.g_00281
OG0000790	Prau.g_01414	Syae.g_02294
OG0000791	Prau.g_01416	Syae.g_02292
OG0000792	Prau.g_01417	Syae.g_02291
OG0000793	Prau.g_01420	Syae.g_02286
OG0000794	Prau.g_01421	Syae.g_02285
OG0000795	Prau.g_01422	Syae.g_02284
OG0000796	Prau.g_01426	Syae.g_02280
OG0000797	Prau.g_01427	Syae.g_02279
OG0000799	Prau.g_01510	Syae.g_00010
OG0000800	Prau.g_01511	Syae.g_00009
OG0000801	Prau.g_01512	Syae.g_00008
OG0000802	Prau.g_01514	Syae.g_02686
OG0000803	Prau.g_01516	Syae.g_02680
OG0000804	Prau.g_01517	Syae.g_02677
OG0000805	Prau.g_01519	Syae.g_02663
OG0000806	Prau.g_01521	Syae.g_02661
OG0000807	Prau.g_01522	Syae.g_02659
OG0000808	Prau.g_01523	Syae.g_02658
OG0000809	Prau.g_01526	Syae.g_02655
OG0000810	Prau.g_01527	Syae.g_02654
OG0000811	Prau.g_01534	Syae.g_02648
OG0000812	Prau.g_01536	Syae.g_02646
OG0000813	Prau.g_01537	Syae.g_02645
OG0000814	Prau.g_01539	Syae.g_02643
OG0000815	Prau.g_01540	Syae.g_02642
OG0000816	Prau.g_01542	Syae.g_02641
OG0000817	Prau.g_01543	Syae.g_02640
OG0000818	Prau.g_01548	Syae.g_02634
OG0000819	Prau.g_01549	Syae.g_02633
OG0000820	Prau.g_01550	Syae.g_02632
OG0000821	Prau.g_01554	Syae.g_02626
OG0000822	Prau.g_01555	Syae.g_02624
OG0000823	Prau.g_01556	Syae.g_02623
OG0000824	Prau.g_01559	Syae.g_02617
OG0000825	Prau.g_01560	Syae.g_02616
OG0000826	Prau.g_01561	Syae.g_02615
OG0000827	Prau.g_01562	Syae.g_02614
OG0000828	Prau.g_01565	Syae.g_02612
OG0000829	Prau.g_01566	Syae.g_02611
OG0000830	Prau.g_01567	Syae.g_02610
OG0000831	Prau.g_01569	Syae.g_02608
OG0000832	Prau.g_01575	Syae.g_01081
OG0000833	Prau.g_01583	Syae.g_01106
OG0000834	Prau.g_01584	Syae.g_01108
OG0000835	Prau.g_01585	Syae.g_01109
OG0000836	Prau.g_01586	Syae.g_01113
OG0000837	Prau.g_01587	Syae.g_01115
OG0000838	Prau.g_01589	Syae.g_01119
OG0000839	Prau.g_01590	Syae.g_01120
OG0000840	Prau.g_01591	Syae.g_01121
OG0000841	Prau.g_01592	Syae.g_01122
OG0000842	Prau.g_01593	Syae.g_01123
OG0000843	Prau.g_01594	Syae.g_01124
OG0000844	Prau.g_01595	Syae.g_01125
OG0000845	Prau.g_01596	Syae.g_01126
OG0000846	Prau.g_01597	Syae.g_01127
OG0000847	Prau.g_01598	Syae.g_01128
OG0000848	Prau.g_01599	Syae.g_01130
OG0000849	Prau.g_01600	Syae.g_01131
OG0000850	Prau.g_01602	Syae.g_01133
OG0000851	Prau.g_01603	Syae.g_01139
OG0000852	Prau.g_01604	Syae.g_01140
OG0000853	Prau.g_01608	Syae.g_01144
OG0000854	Prau.g_01610	Syae.g_01146
OG0000855	Prau.g_01611	Syae.g_01147
OG0000856	Prau.g_01626	Syae.g_00059
OG0000857	Prau.g_01652	Syae.g_00503
OG0000858	Prau.g_01726	Syae.g_01153
OG0000859	Prau.g_01727	Syae.g_01154
OG0000860	Prau.g_01734	Syae.g_01165
OG0000861	Prau.g_01735	Syae.g_01166
OG0000862	Prau.g_01736	Syae.g_01167
OG0000863	Prau.g_01738	Syae.g_01170
OG0000864	Prau.g_01739	Syae.g_01171
OG0000865	Prau.g_01740	Syae.g_01172
OG0000866	Prau.g_01741	Syae.g_01173
OG0000867	Prau.g_01742	Syae.g_01174
OG0000868	Prau.g_01743	Syae.g_01177
OG0000869	Prau.g_01747	Syae.g_01182
OG0000870	Prau.g_01752	Syae.g_01187
OG0000871	Prau.g_01753	Syae.g_01188
OG0000872	Prau.g_01754	Syae.g_01196
OG0000873	Prau.g_01757	Syae.g_01199
OG0000874	Prau.g_01760	Syae.g_01194
OG0000875	Prau.g_01761	Syae.g_01244
OG0000876	Prau.g_01762	Syae.g_01020
OG0000877	Prau.g_01764	Syae.g_01025
OG0000878	Prau.g_01765	Syae.g_01026
OG0000879	Prau.g_01766	Syae.g_01027
OG0000880	Prau.g_01767	Syae.g_01028
OG0000881	Prau.g_01771	Syae.g_01034
OG0000882	Prau.g_01776	Syae.g_01039
OG0000883	Prau.g_01777	Syae.g_01041
OG0000884	Prau.g_01779	Syae.g_01043
OG0000885	Prau.g_01780	Syae.g_01044
OG0000886	Prau.g_01781	Syae.g_01045
OG0000887	Prau.g_01782	Syae.g_01046
OG0000888	Prau.g_01784	Syae.g_01048
OG0000889	Prau.g_01786	Syae.g_01050
OG0000890	Prau.g_01787	Syae.g_01056
OG0000891	Prau.g_01788	Syae.g_01057
OG0000892	Prau.g_01790	Syae.g_01059
OG0000893	Prau.g_01794	Syae.g_02031
OG0000894	Prau.g_01796	Syae.g_02034
OG0000895	Prau.g_01799	Syae.g_02038
OG0000896	Prau.g_01800	Syae.g_02039
OG0000897	Prau.g_01802	Syae.g_02041
OG0000898	Prau.g_01803	Syae.g_02042
OG0000899	Prau.g_01804	Syae.g_02043
OG0000900	Prau.g_01805	Syae.g_02044
OG0000901	Prau.g_01808	Syae.g_02049
OG0000902	Prau.g_01810	Syae.g_02051
OG0000903	Prau.g_01813	Syae.g_02077
OG0000904	Prau.g_01815	Syae.g_02071
OG0000905	Prau.g_01820	Syae.g_02065
OG0000906	Prau.g_01821	Syae.g_02063
OG0000907	Prau.g_01827	Syae.g_02079
OG0000908	Prau.g_01830	Syae.g_02082
OG0000909	Prau.g_01831	Syae.g_02083
OG0000910	Prau.g_01832	Syae.g_02084
OG0000911	Prau.g_01834	Syae.g_02086
OG0000912	Prau.g_01835	Syae.g_02087
OG0000913	Prau.g_01836	Syae.g_02088
OG0000914	Prau.g_01837	Syae.g_02089
OG0000915	Prau.g_01838	Syae.g_02091
OG0000916	Prau.g_01839	Syae.g_02092
OG0000917	Prau.g_01840	Syae.g_02093
OG0000918	Prau.g_01841	Syae.g_02094
OG0000919	Prau.g_01842	Syae.g_02095
OG0000920	Prau.g_01843	Syae.g_02096
OG0000921	Prau.g_01844	Syae.g_02097
OG0000922	Prau.g_01845	Syae.g_02098
OG0000923	Prau.g_01849	Syae.g_02102
OG0000924	Prau.g_01850	Syae.g_02103
OG0000925	Prau.g_01851	Syae.g_02104
OG0000926	Prau.g_01852	Syae.g_02105
OG0000927	Prau.g_01854	Syae.g_02107
OG0000928	Prau.g_01855	Syae.g_02108
OG0000929	Prau.g_01856	Syae.g_02109
OG0000930	Prau.g_01857	Syae.g_02110
OG0000931	Prau.g_01858	Syae.g_02111
OG0000932	Prau.g_01859	Syae.g_02112
OG0000933	Prau.g_01863	Syae.g_02118
OG0000934	Prau.g_01865	Syae.g_02120
OG0000935	Prau.g_01866	Syae.g_02121
OG0000936	Prau.g_01867	Syae.g_02122
OG0000937	Prau.g_01868	Syae.g_02123
OG0000938	Prau.g_01870	Syae.g_02126
OG0000939	Prau.g_01871	Syae.g_02127
OG0000940	Prau.g_01878	Syae.g_02133
OG0000941	Prau.g_01880	Syae.g_02135
OG0000942	Prau.g_01882	Syae.g_02137
OG0000943	Prau.g_01883	Syae.g_02138
OG0000944	Prau.g_01884	Syae.g_02140
OG0000945	Prau.g_01885	Syae.g_02142
OG0000946	Prau.g_01889	Syae.g_02146
OG0000947	Prau.g_01891	Syae.g_02149
OG0000948	Prau.g_01892	Syae.g_02150
OG0000949	Prau.g_01895	Syae.g_01884
OG0000950	Prau.g_01900	Syae.g_01873
OG0000951	Prau.g_01904	Syae.g_01866
OG0000952	Prau.g_01908	Syae.g_01859
OG0000953	Prau.g_01911	Syae.g_01854
OG0000954	Prau.g_01915	Syae.g_01845
OG0000955	Prau.g_01916	Syae.g_01844
OG0000956	Prau.g_01918	Syae.g_01842
OG0000957	Prau.g_01923	Syae.g_01831
OG0000958	Prau.g_01924	Syae.g_01830
OG0000959	Prau.g_01928	Syae.g_01826
OG0000960	Prau.g_01929	Syae.g_01825
OG0000961	Prau.g_01931	Syae.g_01822
OG0000962	Prau.g_01933	Syae.g_01820
OG0000963	Prau.g_01937	Syae.g_01814
OG0000964	Prau.g_01938	Syae.g_01813
OG0000965	Prau.g_01939	Syae.g_01812
OG0000966	Prau.g_01946	Syae.g_01789
OG0000967	Prau.g_01951	Syae.g_01782
OG0000968	Prau.g_01953	Syae.g_01787
OG0000969	Prau.g_01954	Syae.g_01785
OG0000970	Prau.g_01955	Syae.g_01784
OG0000971	Prau.g_01956	Syae.g_01779
OG0000972	Prau.g_01957	Syae.g_01778
OG0000973	Prau.g_01958	Syae.g_01777
OG0000974	Prau.g_01959	Syae.g_01776
OG0000975	Prau.g_01960	Syae.g_01775
OG0000976	Prau.g_01961	Syae.g_01774
OG0000977	Prau.g_01962	Syae.g_01772
OG0000978	Prau.g_01963	Syae.g_01771
OG0000979	Prau.g_01966	Syae.g_01768
OG0000980	Prau.g_01968	Syae.g_01765
OG0000981	Prau.g_01970	Syae.g_01762
OG0000982	Prau.g_01972	Syae.g_01568
OG0000983	Prau.g_01973	Syae.g_01569
OG0000984	Prau.g_01974	Syae.g_01570
OG0000985	Prau.g_01977	Syae.g_01572
OG0000986	Prau.g_01979	Syae.g_01575
OG0000987	Prau.g_01980	Syae.g_01577
OG0000988	Prau.g_01983	Syae.g_01583
OG0000989	Prau.g_01986	Syae.g_01591
OG0000990	Prau.g_01989	Syae.g_01606
OG0000991	Prau.g_01990	Syae.g_01609
OG0000992	Prau.g_01992	Syae.g_01612
OG0000993	Prau.g_01993	Syae.g_01613
OG0000994	Prau.g_01994	Syae.g_01616
OG0000995	Prau.g_01998	Syae.g_01627
OG0000996	Prau.g_01999	Syae.g_01667
OG0000997	Prau.g_02000	Syae.g_01678
OG0000998	Prau.g_02002	Syae.g_01680
OG0000999	Prau.g_02003	Syae.g_01683
OG0001000	Prau.g_02006	Syae.g_01686
OG0001001	Prau.g_02008	Syae.g_01692
OG0001002	Prau.g_02012	Syae.g_01699
OG0001003	Prau.g_02014	Syae.g_01701
OG0001004	Prau.g_02015	Syae.g_01702
OG0001005	Prau.g_02016	Syae.g_01703
OG0001006	Prau.g_02020	Syae.g_01710
OG0001007	Prau.g_02022	Syae.g_01712
OG0001008	Prau.g_00478	Syae.g_00993
OG0001009	Prau.g_00027	Syae.g_01744
OG0001010	Prau.g_00028	Syae.g_01745
OG0001011	Prau.g_00029	Syae.g_01747
OG0001012	Prau.g_00050	Syae.g_01564
OG0001013	Prau.g_00056	Syae.g_01552
OG0001014	Prau.g_00059	Syae.g_01548
OG0001015	Prau.g_00060	Syae.g_01547
OG0001016	Prau.g_00074	Syae.g_01290
OG0001017	Prau.g_00078	Syae.g_01296
OG0001018	Prau.g_00081	Syae.g_01298
OG0001019	Prau.g_00090	Syae.g_01334
OG0001020	Prau.g_00091	Syae.g_01340
OG0001021	Prau.g_00092	Syae.g_01344
OG0001022	Prau.g_00095	Syae.g_01348
OG0001023	Prau.g_00096	Syae.g_01349
OG0001024	Prau.g_00099	Syae.g_01353
OG0001025	Prau.g_00105	Syae.g_01360
OG0001026	Prau.g_00112	Syae.g_01373
OG0001027	Prau.g_00113	Syae.g_01377
OG0001028	Prau.g_00115	Syae.g_01379
OG0001029	Prau.g_00116	Syae.g_01381
OG0001030	Prau.g_00131	Syae.g_01403
OG0001031	Prau.g_00187	Syae.g_01475
OG0001032	Prau.g_00188	Syae.g_01479
OG0001033	Prau.g_00209	Syae.g_01505
OG0001034	Prau.g_00237	Syae.g_02238
OG0001035	Prau.g_00256	Syae.g_02006
OG0001036	Prau.g_00261	Syae.g_02001
OG0001037	Prau.g_00262	Syae.g_01999
OG0001038	Prau.g_00280	Syae.g_01971
OG0001039	Prau.g_00283	Syae.g_01968
OG0001040	Prau.g_00285	Syae.g_01965
OG0001041	Prau.g_00289	Syae.g_01960
OG0001042	Prau.g_00306	Syae.g_01935
OG0001043	Prau.g_00307	Syae.g_01931
OG0001044	Prau.g_00335	Syae.g_02191
OG0001045	Prau.g_00344	Syae.g_02204
OG0001046	Prau.g_00382	Syae.g_00385
OG0001047	Prau.g_00480	Syae.g_00991
OG0001048	Prau.g_00481	Syae.g_00990
OG0001049	Prau.g_00483	Syae.g_00987
OG0001050	Prau.g_00484	Syae.g_00986
OG0001051	Prau.g_00485	Syae.g_00985
OG0001052	Prau.g_00512	Syae.g_02526
OG0001053	Prau.g_00524	Syae.g_02312
OG0001054	Prau.g_00539	Syae.g_02329
OG0001055	Prau.g_00558	Syae.g_02350
OG0001056	Prau.g_00576	Syae.g_02379
OG0001057	Prau.g_00581	Syae.g_02388
OG0001058	Prau.g_00589	Syae.g_02402
OG0001059	Prau.g_00593	Syae.g_02406
OG0001060	Prau.g_00600	Syae.g_02412
OG0001061	Prau.g_00613	Syae.g_02434
OG0001062	Prau.g_00615	Syae.g_02436
OG0001063	Prau.g_00617	Syae.g_02440
OG0001064	Prau.g_00618	Syae.g_02441
OG0001065	Prau.g_00619	Syae.g_02442
OG0001066	Prau.g_00620	Syae.g_02443
OG0001067	Prau.g_00621	Syae.g_02444
OG0001068	Prau.g_00622	Syae.g_02445
OG0001069	Prau.g_00623	Syae.g_02446
OG0001070	Prau.g_00626	Syae.g_02449
OG0001071	Prau.g_00627	Syae.g_02450
OG0001072	Prau.g_00628	Syae.g_02454
OG0001073	Prau.g_00642	Syae.g_02468
OG0001074	Prau.g_00653	Syae.g_00027
OG0001075	Prau.g_00654	Syae.g_00029
OG0001076	Prau.g_00664	Syae.g_00050
OG0001077	Prau.g_00668	Syae.g_00061
OG0001078	Prau.g_00676	Syae.g_00075
OG0001079	Prau.g_00687	Syae.g_00088
OG0001080	Prau.g_00693	Syae.g_00267
OG0001081	Prau.g_00695	Syae.g_00615
OG0001082	Prau.g_00696	Syae.g_00614
OG0001083	Prau.g_00701	Syae.g_00605
OG0001084	Prau.g_00702	Syae.g_00604
OG0001085	Prau.g_00710	Syae.g_00594
OG0001086	Prau.g_00711	Syae.g_00592
OG0001087	Prau.g_00728	Syae.g_00751
OG0001088	Prau.g_00729	Syae.g_00755
OG0001089	Prau.g_00737	Syae.g_00781
OG0001090	Prau.g_00756	Syae.g_00471
OG0001091	Prau.g_00758	Syae.g_00469
OG0001092	Prau.g_00759	Syae.g_00466
OG0001093	Prau.g_00764	Syae.g_00460
OG0001094	Prau.g_00848	Syae.g_00527
OG0001095	Prau.g_00867	Syae.g_00506
OG0001096	Prau.g_00880	Syae.g_00490
OG0001097	Prau.g_00898	Syae.g_00845
OG0001098	Prau.g_00914	Syae.g_00269
OG0001099	Prau.g_00946	Syae.g_01380
OG0001100	Prau.g_00950	Syae.g_00583
OG0001101	Prau.g_00952	Syae.g_00581
OG0001102	Prau.g_00954	Syae.g_00578
OG0001104	Prau.g_00978	Syae.g_00544
OG0001105	Prau.g_00982	Syae.g_00540
OG0001106	Prau.g_01006	Syae.g_00346
OG0001107	Prau.g_01013	Syae.g_00358
OG0001108	Prau.g_01017	Syae.g_00366
OG0001109	Prau.g_01018	Syae.g_00368
OG0001110	Prau.g_01020	Syae.g_00370
OG0001111	Prau.g_01021	Syae.g_00372
OG0001112	Prau.g_01022	Syae.g_00374
OG0001113	Prau.g_01023	Syae.g_00375
OG0001114	Prau.g_01024	Syae.g_00376
OG0001115	Prau.g_01026	Syae.g_00380
OG0001116	Prau.g_01027	Syae.g_00382
OG0001117	Prau.g_01028	Syae.g_00383
OG0001118	Prau.g_01029	Syae.g_00384
OG0001119	Prau.g_01030	Syae.g_00386
OG0001120	Prau.g_01032	Syae.g_00390
OG0001121	Prau.g_01172, Prau.g_01035	Syae.g_00133
OG0001122	Prau.g_01061	Syae.g_00417
OG0001123	Prau.g_01065	Syae.g_00424
OG0001124	Prau.g_01067	Syae.g_00426
OG0001125	Prau.g_01068	Syae.g_00428
OG0001126	Prau.g_01078	Syae.g_00807
OG0001127	Prau.g_01079	Syae.g_00806
OG0001128	Prau.g_01081	Syae.g_00803
OG0001129	Prau.g_01082	Syae.g_00801
OG0001130	Prau.g_01083	Syae.g_00800
OG0001131	Prau.g_01118	Syae.g_00562
OG0001132	Prau.g_01127	Syae.g_00242
OG0001133	Prau.g_01160	Syae.g_00053
OG0001134	Prau.g_01174	Syae.g_00638
OG0001136	Prau.g_01204	Syae.g_00923
OG0001137	Prau.g_01214	Syae.g_00903
OG0001138	Prau.g_01232	Syae.g_00654
OG0001139	Prau.g_01233	Syae.g_00656
OG0001140	Prau.g_01234	Syae.g_00657
OG0001141	Prau.g_01235	Syae.g_00658
OG0001142	Prau.g_01236	Syae.g_00660
OG0001143	Prau.g_01243	Syae.g_00673
OG0001144	Prau.g_01248	Syae.g_00684
OG0001145	Prau.g_01362	Syae.g_00948
OG0001146	Prau.g_01375	Syae.g_00968
OG0001147	Prau.g_01395	Syae.g_02536
OG0001148	Prau.g_01411	Syae.g_02297
OG0001149	Prau.g_01412	Syae.g_02296
OG0001150	Prau.g_01413	Syae.g_02295
OG0001151	Prau.g_01424	Syae.g_02282
OG0001152	Prau.g_01425	Syae.g_02281
OG0001153	Prau.g_01563	Syae.g_02613
OG0001155	Prau.g_01576	Syae.g_01083
OG0001156	Prau.g_01579	Syae.g_01093
OG0001157	Prau.g_01580	Syae.g_01094
OG0001158	Prau.g_01581	Syae.g_01100
OG0001159	Prau.g_01582	Syae.g_01103
OG0001160	Prau.g_01606	Syae.g_01142
OG0001161	Prau.g_01619	Syae.g_01597
OG0001162	Prau.g_01630	Syae.g_00487
OG0001163	Prau.g_01724	Syae.g_01150
OG0001164	Prau.g_01728	Syae.g_01156
OG0001165	Prau.g_01731	Syae.g_01161
OG0001166	Prau.g_01751	Syae.g_01186
OG0001167	Prau.g_01768	Syae.g_01031
OG0001168	Prau.g_01770	Syae.g_01033
OG0001169	Prau.g_01772	Syae.g_01035
OG0001170	Prau.g_01774	Syae.g_01037
OG0001171	Prau.g_01783	Syae.g_01047
OG0001172	Prau.g_01797	Syae.g_02036
OG0001173	Prau.g_01798	Syae.g_02037
