Orthogroup	Prau	Syaj
OG0000564	Prau.g_00598	Syaj.g_00192
OG0000565	Prau.g_00601	Syaj.g_00195
OG0000566	Prau.g_00603	Syaj.g_00199
OG0000567	Prau.g_00607	Syaj.g_00203
OG0000568	Prau.g_00608	Syaj.g_00207
OG0000569	Prau.g_00609	Syaj.g_00208
OG0000570	Prau.g_00610	Syaj.g_00209
OG0000571	Prau.g_00612	Syaj.g_00213
OG0000572	Prau.g_00625	Syaj.g_00230
OG0000573	Prau.g_00630	Syaj.g_00238
OG0000574	Prau.g_00631	Syaj.g_00242
OG0000575	Prau.g_00635	Syaj.g_00247
OG0000576	Prau.g_00637	Syaj.g_00249
OG0000577	Prau.g_00638	Syaj.g_00250
OG0000578	Prau.g_00639	Syaj.g_00251
OG0000579	Prau.g_00640	Syaj.g_00252
OG0000580	Prau.g_00641	Syaj.g_00253
OG0000581	Prau.g_00643	Syaj.g_00261
OG0000582	Prau.g_00646	Syaj.g_01338
OG0000583	Prau.g_00647	Syaj.g_01337
OG0000584	Prau.g_00648	Syaj.g_01336
OG0000585	Prau.g_00650	Syaj.g_01334
OG0000586	Prau.g_00651	Syaj.g_01333
OG0000587	Prau.g_00652	Syaj.g_01331
OG0000588	Prau.g_00656	Syaj.g_01313
OG0000589	Prau.g_00661	Syaj.g_01308
OG0000590	Prau.g_00662	Syaj.g_01307
OG0000591	Prau.g_00665	Syaj.g_01299
OG0000592	Prau.g_00666	Syaj.g_01298
OG0000593	Prau.g_00672	Syaj.g_01287
OG0000594	Prau.g_00673	Syaj.g_01286
OG0000595	Prau.g_00674	Syaj.g_01285
OG0000596	Prau.g_00678	Syaj.g_01280
OG0000597	Prau.g_00680	Syaj.g_01277
OG0000598	Prau.g_00681	Syaj.g_01276
OG0000599	Prau.g_00684	Syaj.g_01273
OG0000600	Prau.g_00685	Syaj.g_01272
OG0000601	Prau.g_00686	Syaj.g_01271
OG0000602	Prau.g_00688	Syaj.g_01266
OG0000603	Prau.g_00689	Syaj.g_01265
OG0000604	Prau.g_00690	Syaj.g_01262
OG0000605	Prau.g_00691	Syaj.g_01153
OG0000606	Prau.g_00694	Syaj.g_00698
OG0000607	Prau.g_00697	Syaj.g_00702
OG0000608	Prau.g_00698	Syaj.g_00703
OG0000609	Prau.g_00699	Syaj.g_00705
OG0000610	Prau.g_00704	Syaj.g_00714
OG0000611	Prau.g_00707	Syaj.g_00717
OG0000612	Prau.g_00708	Syaj.g_00718
OG0000613	Prau.g_00713	Syaj.g_02500
OG0000614	Prau.g_00732	Syaj.g_00480
OG0000615	Prau.g_00740	Syaj.g_01065
OG0000616	Prau.g_00744	Syaj.g_02245
OG0000617	Prau.g_00761	Syaj.g_00952
OG0000618	Prau.g_00762	Syaj.g_00951
OG0000619	Prau.g_00763	Syaj.g_00950
OG0000620	Prau.g_00766	Syaj.g_00945
OG0000621	Prau.g_00767	Syaj.g_00944
OG0000622	Prau.g_00768	Syaj.g_00943
OG0000623	Prau.g_00769	Syaj.g_00942
OG0000624	Prau.g_00770	Syaj.g_00940
OG0000625	Prau.g_00771	Syaj.g_00939
OG0000626	Prau.g_00772	Syaj.g_00938
OG0000627	Prau.g_00773	Syaj.g_00765
OG0000628	Prau.g_00774	Syaj.g_00766
OG0000629	Prau.g_00775	Syaj.g_00769
OG0000630	Prau.g_00778	Syaj.g_00773
OG0000631	Prau.g_00845	Syaj.g_00786
OG0000632	Prau.g_00846	Syaj.g_00787
OG0000633	Prau.g_00847	Syaj.g_00789
OG0000634	Prau.g_00850	Syaj.g_01030
OG0000635	Prau.g_00851	Syaj.g_01029
OG0000636	Prau.g_00853	Syaj.g_01024
OG0000637	Prau.g_00855	Syaj.g_01022
OG0000638	Prau.g_00856	Syaj.g_01021
OG0000639	Prau.g_00857	Syaj.g_01020
OG0000640	Prau.g_00858	Syaj.g_01019
OG0000641	Prau.g_00862	Syaj.g_01015
OG0000642	Prau.g_00863	Syaj.g_01014
OG0000643	Prau.g_00864	Syaj.g_01012
OG0000644	Prau.g_00865	Syaj.g_01011
OG0000645	Prau.g_00866	Syaj.g_01009
OG0000646	Prau.g_00868	Syaj.g_01006
OG0000647	Prau.g_00869	Syaj.g_01004
OG0000648	Prau.g_00871	Syaj.g_01001
OG0000649	Prau.g_00872	Syaj.g_01000
OG0000650	Prau.g_00873	Syaj.g_00999
OG0000651	Prau.g_00874	Syaj.g_00998
OG0000652	Prau.g_00875	Syaj.g_00997
OG0000653	Prau.g_00877	Syaj.g_00991
OG0000654	Prau.g_00878	Syaj.g_00990
OG0000655	Prau.g_00879	Syaj.g_00989
OG0000656	Prau.g_00882	Syaj.g_00986
OG0000657	Prau.g_00889	Syaj.g_00382
OG0000658	Prau.g_00890	Syaj.g_00379
OG0000659	Prau.g_00891	Syaj.g_00378
OG0000660	Prau.g_00895	Syaj.g_00374
OG0000661	Prau.g_00897	Syaj.g_00372
OG0000662	Prau.g_00899	Syaj.g_00370
OG0000663	Prau.g_00902	Syaj.g_00367
OG0000664	Prau.g_00903	Syaj.g_00358
OG0000665	Prau.g_00907	Syaj.g_01243
OG0000666	Prau.g_00908	Syaj.g_01154
OG0000667	Prau.g_00912	Syaj.g_02661
OG0000668	Prau.g_00942	Syaj.g_00816
OG0000669	Prau.g_00949	Syaj.g_00730
OG0000670	Prau.g_00951	Syaj.g_00733
OG0000671	Prau.g_00953	Syaj.g_00735
OG0000672	Prau.g_00955	Syaj.g_00739
OG0000673	Prau.g_00957	Syaj.g_00742
OG0000674	Prau.g_00959	Syaj.g_00744
OG0000675	Prau.g_00960	Syaj.g_00757
OG0000676	Prau.g_00962	Syaj.g_00759
OG0000677	Prau.g_00963	Syaj.g_00760
OG0000678	Prau.g_00965	Syaj.g_01075
OG0000679	Prau.g_00969	Syaj.g_01061
OG0000680	Prau.g_00970	Syaj.g_01060
OG0000681	Prau.g_00973	Syaj.g_01057
OG0000682	Prau.g_00974	Syaj.g_01056
OG0000683	Prau.g_00975	Syaj.g_01055
OG0000684	Prau.g_00977	Syaj.g_01051
OG0000685	Prau.g_00979	Syaj.g_01049
OG0000686	Prau.g_00980	Syaj.g_01048
OG0000687	Prau.g_00981	Syaj.g_01047
OG0000688	Prau.g_00984	Syaj.g_01041
OG0000689	Prau.g_00985	Syaj.g_01039
OG0000690	Prau.g_00986	Syaj.g_01038
OG0000691	Prau.g_00987	Syaj.g_01037
OG0000692	Prau.g_00989	Syaj.g_01036
OG0000693	Prau.g_00990	Syaj.g_01034
OG0000694	Prau.g_00991	Syaj.g_01033
OG0000695	Prau.g_00993	Syaj.g_00791
OG0000696	Prau.g_00994	Syaj.g_00792
OG0000697	Prau.g_00995	Syaj.g_00932
OG0000698	Prau.g_00998	Syaj.g_00929
OG0000699	Prau.g_00999	Syaj.g_00928
OG0000700	Prau.g_01000	Syaj.g_00927
OG0000701	Prau.g_01001	Syaj.g_00926
OG0000702	Prau.g_01003	Syaj.g_00916
OG0000703	Prau.g_01004	Syaj.g_00915
OG0000704	Prau.g_01005	Syaj.g_00913
OG0000705	Prau.g_01009	Syaj.g_00906
OG0000706	Prau.g_01010	Syaj.g_00905
OG0000707	Prau.g_01011	Syaj.g_00904
OG0000708	Prau.g_01012	Syaj.g_00901
OG0000709	Prau.g_01016	Syaj.g_00872
OG0000710	Prau.g_01019	Syaj.g_00867
OG0000711	Prau.g_01036	Syaj.g_00839
OG0000712	Prau.g_01038	Syaj.g_00837
OG0000713	Prau.g_01039	Syaj.g_00836
OG0000714	Prau.g_01040	Syaj.g_00834
OG0000715	Prau.g_01042	Syaj.g_00832
OG0000716	Prau.g_01044	Syaj.g_00825
OG0000717	Prau.g_01045	Syaj.g_00824
OG0000718	Prau.g_01058	Syaj.g_00820
OG0000719	Prau.g_01060	Syaj.g_00818
OG0000720	Prau.g_01069	Syaj.g_00805
OG0000721	Prau.g_01071	Syaj.g_00803
OG0000722	Prau.g_01072	Syaj.g_00802
OG0000723	Prau.g_01075	Syaj.g_00934
OG0000724	Prau.g_01084	Syaj.g_00421
OG0000725	Prau.g_01090	Syaj.g_00430
OG0000726	Prau.g_01091	Syaj.g_00431
OG0000727	Prau.g_01092	Syaj.g_00432
OG0000728	Prau.g_01094	Syaj.g_00434
OG0000729	Prau.g_01138	Syaj.g_02397
OG0000730	Prau.g_01142	Syaj.g_02802
OG0000731	Prau.g_01146	Syaj.g_02814
OG0000732	Prau.g_01155	Syaj.g_02315
OG0000733	Prau.g_01175	Syaj.g_02151
OG0000734	Prau.g_01192	Syaj.g_01895
OG0000735	Prau.g_01194	Syaj.g_00286
OG0000736	Prau.g_01195	Syaj.g_00287
OG0000737	Prau.g_01196	Syaj.g_00288
OG0000738	Prau.g_01200	Syaj.g_00293
OG0000739	Prau.g_01201	Syaj.g_00295
OG0000740	Prau.g_01202	Syaj.g_00296
OG0000741	Prau.g_01203	Syaj.g_00299
OG0000742	Prau.g_01205	Syaj.g_00301
OG0000743	Prau.g_01207	Syaj.g_00303
OG0000744	Prau.g_01208	Syaj.g_00304
OG0000745	Prau.g_01209	Syaj.g_00306
OG0000746	Prau.g_01211	Syaj.g_00308
OG0000747	Prau.g_01212	Syaj.g_00309
OG0000748	Prau.g_01215	Syaj.g_00319
OG0000749	Prau.g_01216	Syaj.g_00322
OG0000750	Prau.g_01217	Syaj.g_00323
OG0000751	Prau.g_01219	Syaj.g_00331
OG0000752	Prau.g_01221	Syaj.g_00333
OG0000753	Prau.g_01224	Syaj.g_00336
OG0000754	Prau.g_01227	Syaj.g_00643
OG0000755	Prau.g_01230	Syaj.g_00631
OG0000756	Prau.g_01231	Syaj.g_00625
OG0000757	Prau.g_01237	Syaj.g_00614
OG0000758	Prau.g_01238	Syaj.g_00613
OG0000759	Prau.g_01239	Syaj.g_00612
OG0000760	Prau.g_01240	Syaj.g_00611
OG0000761	Prau.g_01241	Syaj.g_00609
OG0000762	Prau.g_01242	Syaj.g_00603
OG0000763	Prau.g_01244	Syaj.g_00597
OG0000764	Prau.g_01245	Syaj.g_00596
OG0000765	Prau.g_01254	Syaj.g_00577
OG0000766	Prau.g_01255	Syaj.g_00576
OG0000767	Prau.g_01257	Syaj.g_00574
OG0000768	Prau.g_01258	Syaj.g_00573
OG0000769	Prau.g_01260	Syaj.g_00571
OG0000770	Prau.g_01262	Syaj.g_00567
OG0000771	Prau.g_01271, Prau.g_01496	Syaj.g_00415
OG0000772	Prau.g_01346	Syaj.g_01208
OG0000773	Prau.g_01361	Syaj.g_00280
OG0000774	Prau.g_01363	Syaj.g_01502
OG0000775	Prau.g_01366	Syaj.g_01504
OG0000776	Prau.g_01367	Syaj.g_01505
OG0000777	Prau.g_01368	Syaj.g_01506
OG0000778	Prau.g_01369	Syaj.g_01507
OG0000779	Prau.g_01373	Syaj.g_01513
OG0000780	Prau.g_01374	Syaj.g_01517
OG0000781	Prau.g_01377	Syaj.g_01521
OG0000782	Prau.g_01378	Syaj.g_01522
OG0000783	Prau.g_01379	Syaj.g_01524
OG0000784	Prau.g_01380	Syaj.g_01525
OG0000785	Prau.g_01382	Syaj.g_01526
OG0000786	Prau.g_01384	Syaj.g_00265
OG0000787	Prau.g_01385	Syaj.g_00264
OG0000788	Prau.g_01396	Syaj.g_01270
OG0000789	Prau.g_01399	Syaj.g_01121
OG0000790	Prau.g_01414	Syaj.g_00054
OG0000791	Prau.g_01416	Syaj.g_00053
OG0000792	Prau.g_01417	Syaj.g_00052
OG0000793	Prau.g_01420	Syaj.g_00047
OG0000794	Prau.g_01421	Syaj.g_00046
OG0000795	Prau.g_01422	Syaj.g_00045
OG0000796	Prau.g_01426	Syaj.g_00039
OG0000797	Prau.g_01427	Syaj.g_00038
OG0000799	Prau.g_01510	Syaj.g_01352
OG0000800	Prau.g_01511	Syaj.g_01354
OG0000801	Prau.g_01512	Syaj.g_01355
OG0000802	Prau.g_01514	Syaj.g_01359
OG0000803	Prau.g_01516	Syaj.g_01363
OG0000804	Prau.g_01517	Syaj.g_01366
OG0000805	Prau.g_01519	Syaj.g_01369
OG0000806	Prau.g_01521	Syaj.g_01370
OG0000807	Prau.g_01522	Syaj.g_01372
OG0000808	Prau.g_01523	Syaj.g_01373
OG0000809	Prau.g_01526	Syaj.g_01376
OG0000810	Prau.g_01527	Syaj.g_01377
OG0000811	Prau.g_01534	Syaj.g_01385
OG0000812	Prau.g_01536	Syaj.g_01387
OG0000813	Prau.g_01537	Syaj.g_01388
OG0000814	Prau.g_01539	Syaj.g_01390
OG0000815	Prau.g_01540	Syaj.g_01391
OG0000816	Prau.g_01542	Syaj.g_01392
OG0000817	Prau.g_01543	Syaj.g_01393
OG0000818	Prau.g_01548	Syaj.g_01399
OG0000819	Prau.g_01549	Syaj.g_01400
OG0000820	Prau.g_01550	Syaj.g_01401
OG0000821	Prau.g_01554	Syaj.g_01412
OG0000822	Prau.g_01555	Syaj.g_01414
OG0000823	Prau.g_01556	Syaj.g_01415
OG0000824	Prau.g_01559	Syaj.g_01421
OG0000825	Prau.g_01560	Syaj.g_01422
OG0000826	Prau.g_01561	Syaj.g_01423
OG0000827	Prau.g_01562	Syaj.g_01424
OG0000828	Prau.g_01565	Syaj.g_01427
OG0000829	Prau.g_01566	Syaj.g_01428
OG0000830	Prau.g_01567	Syaj.g_01429
OG0000831	Prau.g_01569	Syaj.g_01431
OG0000832	Prau.g_01575	Syaj.g_01635
OG0000833	Prau.g_01583	Syaj.g_01647
OG0000834	Prau.g_01584	Syaj.g_01649
OG0000835	Prau.g_01585	Syaj.g_01650
OG0000836	Prau.g_01586	Syaj.g_01654
OG0000837	Prau.g_01587	Syaj.g_01661
OG0000838	Prau.g_01589	Syaj.g_01665
OG0000839	Prau.g_01590	Syaj.g_01666
OG0000840	Prau.g_01591	Syaj.g_01667
OG0000841	Prau.g_01592	Syaj.g_01668
OG0000842	Prau.g_01593	Syaj.g_01669
OG0000843	Prau.g_01594	Syaj.g_01670
OG0000844	Prau.g_01595	Syaj.g_01680
OG0000845	Prau.g_01596	Syaj.g_01681
OG0000846	Prau.g_01597	Syaj.g_01682
OG0000847	Prau.g_01598	Syaj.g_01683
OG0000848	Prau.g_01599	Syaj.g_01685
OG0000849	Prau.g_01600	Syaj.g_01686
OG0000850	Prau.g_01602	Syaj.g_01689
OG0000851	Prau.g_01603	Syaj.g_01694
OG0000852	Prau.g_01604	Syaj.g_01695
OG0000853	Prau.g_01608	Syaj.g_01699
OG0000854	Prau.g_01610	Syaj.g_01701
OG0000855	Prau.g_01611	Syaj.g_01702
OG0000856	Prau.g_01626	Syaj.g_01296
OG0000857	Prau.g_01652	Syaj.g_01005
OG0000858	Prau.g_01726	Syaj.g_01708
OG0000859	Prau.g_01727	Syaj.g_01709
OG0000860	Prau.g_01734	Syaj.g_01723
OG0000861	Prau.g_01735	Syaj.g_01724
OG0000862	Prau.g_01736	Syaj.g_01725
OG0000863	Prau.g_01738	Syaj.g_01728
OG0000864	Prau.g_01739	Syaj.g_01729
OG0000865	Prau.g_01740	Syaj.g_01730
OG0000866	Prau.g_01741	Syaj.g_01731
OG0000867	Prau.g_01742	Syaj.g_01732
OG0000868	Prau.g_01743	Syaj.g_01734
OG0000869	Prau.g_01747	Syaj.g_01742
OG0000870	Prau.g_01752	Syaj.g_01747
OG0000871	Prau.g_01753	Syaj.g_01748
OG0000872	Prau.g_01754	Syaj.g_01756
OG0000873	Prau.g_01757	Syaj.g_01759
OG0000874	Prau.g_01760	Syaj.g_01754
OG0000875	Prau.g_01761	Syaj.g_01762
OG0000876	Prau.g_01762	Syaj.g_02084
OG0000877	Prau.g_01764	Syaj.g_01586
OG0000878	Prau.g_01765	Syaj.g_01587
OG0000879	Prau.g_01766	Syaj.g_01588
OG0000880	Prau.g_01767	Syaj.g_01589
OG0000881	Prau.g_01771	Syaj.g_01595
OG0000882	Prau.g_01776	Syaj.g_01599
OG0000883	Prau.g_01777	Syaj.g_01601
OG0000884	Prau.g_01779	Syaj.g_01603
OG0000885	Prau.g_01780	Syaj.g_01604
OG0000886	Prau.g_01781	Syaj.g_01605
OG0000887	Prau.g_01782	Syaj.g_01606
OG0000888	Prau.g_01784	Syaj.g_01608
OG0000889	Prau.g_01786	Syaj.g_01610
OG0000890	Prau.g_01787	Syaj.g_01615
OG0000891	Prau.g_01788	Syaj.g_01616
OG0000892	Prau.g_01790	Syaj.g_01620
OG0000893	Prau.g_01794	Syaj.g_02636
OG0000894	Prau.g_01796	Syaj.g_02639
OG0000895	Prau.g_01799	Syaj.g_02643
OG0000896	Prau.g_01800	Syaj.g_02644
OG0000897	Prau.g_01802	Syaj.g_02646
OG0000898	Prau.g_01803	Syaj.g_02647
OG0000899	Prau.g_01804	Syaj.g_02648
OG0000900	Prau.g_01805	Syaj.g_02649
OG0000901	Prau.g_01808	Syaj.g_02654
OG0000902	Prau.g_01810	Syaj.g_02656
OG0000903	Prau.g_01813	Syaj.g_02689
OG0000904	Prau.g_01815	Syaj.g_02684
OG0000905	Prau.g_01820	Syaj.g_02678
OG0000906	Prau.g_01821	Syaj.g_02676
OG0000907	Prau.g_01827	Syaj.g_02692
OG0000908	Prau.g_01830	Syaj.g_02695
OG0000909	Prau.g_01831	Syaj.g_02696
OG0000910	Prau.g_01832	Syaj.g_02697
OG0000911	Prau.g_01834	Syaj.g_02699
OG0000912	Prau.g_01835	Syaj.g_02700
OG0000913	Prau.g_01836	Syaj.g_02701
OG0000914	Prau.g_01837	Syaj.g_02702
OG0000915	Prau.g_01838	Syaj.g_02704
OG0000916	Prau.g_01839	Syaj.g_02705
OG0000917	Prau.g_01840	Syaj.g_02706
OG0000918	Prau.g_01841	Syaj.g_02707
OG0000919	Prau.g_01842	Syaj.g_02708
OG0000920	Prau.g_01843	Syaj.g_02709
OG0000921	Prau.g_01844	Syaj.g_02710
OG0000922	Prau.g_01845	Syaj.g_02711
OG0000923	Prau.g_01849	Syaj.g_02715
OG0000924	Prau.g_01850	Syaj.g_02716
OG0000925	Prau.g_01851	Syaj.g_02717
OG0000926	Prau.g_01852	Syaj.g_02718
OG0000927	Prau.g_01854	Syaj.g_02720
OG0000928	Prau.g_01855	Syaj.g_02721
OG0000929	Prau.g_01856	Syaj.g_02722
OG0000930	Prau.g_01857	Syaj.g_02723
OG0000931	Prau.g_01858	Syaj.g_02724
OG0000932	Prau.g_01859	Syaj.g_02725
OG0000933	Prau.g_01863	Syaj.g_02731
OG0000934	Prau.g_01865	Syaj.g_02733
OG0000935	Prau.g_01866	Syaj.g_02734
OG0000936	Prau.g_01867	Syaj.g_02735
OG0000937	Prau.g_01868	Syaj.g_02736
OG0000938	Prau.g_01870	Syaj.g_02739
OG0000939	Prau.g_01871	Syaj.g_02740
OG0000940	Prau.g_01878	Syaj.g_02747
OG0000941	Prau.g_01880	Syaj.g_02749
OG0000942	Prau.g_01882	Syaj.g_02751
OG0000943	Prau.g_01883	Syaj.g_02752
OG0000944	Prau.g_01884	Syaj.g_02754
OG0000945	Prau.g_01885	Syaj.g_02756
OG0000946	Prau.g_01889	Syaj.g_02761
OG0000947	Prau.g_01891	Syaj.g_02764
OG0000948	Prau.g_01892	Syaj.g_02765
OG0000949	Prau.g_01895	Syaj.g_02474
OG0000950	Prau.g_01900	Syaj.g_02459
OG0000951	Prau.g_01904	Syaj.g_02452
OG0000952	Prau.g_01908	Syaj.g_02446
OG0000953	Prau.g_01911	Syaj.g_02442
OG0000954	Prau.g_01915	Syaj.g_02435
OG0000955	Prau.g_01916	Syaj.g_02434
OG0000956	Prau.g_01918	Syaj.g_02432
OG0000957	Prau.g_01923	Syaj.g_02419
OG0000958	Prau.g_01924	Syaj.g_02418
OG0000959	Prau.g_01928	Syaj.g_02413
OG0000960	Prau.g_01929	Syaj.g_02412
OG0000961	Prau.g_01931	Syaj.g_02402
OG0000962	Prau.g_01933	Syaj.g_02398
OG0000963	Prau.g_01937	Syaj.g_02393
OG0000964	Prau.g_01938	Syaj.g_02392
OG0000965	Prau.g_01939	Syaj.g_02391
OG0000966	Prau.g_01946	Syaj.g_02370
OG0000967	Prau.g_01951	Syaj.g_02334
OG0000968	Prau.g_01953	Syaj.g_02363
OG0000969	Prau.g_01954	Syaj.g_02338
OG0000970	Prau.g_01955	Syaj.g_02337
OG0000971	Prau.g_01956	Syaj.g_02331
OG0000972	Prau.g_01957	Syaj.g_02330
OG0000973	Prau.g_01958	Syaj.g_02329
OG0000974	Prau.g_01959	Syaj.g_02328
OG0000975	Prau.g_01960	Syaj.g_02327
OG0000976	Prau.g_01961	Syaj.g_02326
OG0000977	Prau.g_01962	Syaj.g_02324
OG0000978	Prau.g_01963	Syaj.g_02322
OG0000979	Prau.g_01966	Syaj.g_02319
OG0000980	Prau.g_01968	Syaj.g_02316
OG0000981	Prau.g_01970	Syaj.g_02313
OG0000982	Prau.g_01972	Syaj.g_02112
OG0000983	Prau.g_01973	Syaj.g_02113
OG0000984	Prau.g_01974	Syaj.g_02114
OG0000985	Prau.g_01977	Syaj.g_02116
OG0000986	Prau.g_01979	Syaj.g_02123
OG0000987	Prau.g_01980	Syaj.g_02125
OG0000988	Prau.g_01983	Syaj.g_02131
OG0000989	Prau.g_01986	Syaj.g_02142
OG0000990	Prau.g_01989	Syaj.g_02165
OG0000991	Prau.g_01990	Syaj.g_02168
OG0000992	Prau.g_01992	Syaj.g_02171
OG0000993	Prau.g_01993	Syaj.g_02173
OG0000994	Prau.g_01994	Syaj.g_02177
OG0000995	Prau.g_01998	Syaj.g_02182
OG0000996	Prau.g_01999	Syaj.g_02221
OG0000997	Prau.g_02000	Syaj.g_02228
OG0000998	Prau.g_02002	Syaj.g_02230
OG0000999	Prau.g_02003	Syaj.g_02231
OG0001000	Prau.g_02006	Syaj.g_02236
OG0001001	Prau.g_02008	Syaj.g_02241
OG0001002	Prau.g_02012	Syaj.g_02248
OG0001003	Prau.g_02014	Syaj.g_02250
OG0001004	Prau.g_02015	Syaj.g_02251
OG0001005	Prau.g_02016	Syaj.g_02252
OG0001006	Prau.g_02020	Syaj.g_02260
OG0001007	Prau.g_02022	Syaj.g_02262
OG0001008	Prau.g_00478	Syaj.g_01554
OG0001009	Prau.g_00027	Syaj.g_02294
OG0001010	Prau.g_00028	Syaj.g_02295
OG0001011	Prau.g_00029	Syaj.g_02296
OG0001012	Prau.g_00050	Syaj.g_02108
OG0001014	Prau.g_00059	Syaj.g_02083
OG0001015	Prau.g_00060	Syaj.g_02082
OG0001016	Prau.g_00074	Syaj.g_01824
OG0001017	Prau.g_00078	Syaj.g_01830
OG0001018	Prau.g_00081	Syaj.g_01832
OG0001019	Prau.g_00090	Syaj.g_01849
OG0001020	Prau.g_00091	Syaj.g_01862
OG0001021	Prau.g_00092	Syaj.g_01867
OG0001022	Prau.g_00095	Syaj.g_01872
OG0001023	Prau.g_00096	Syaj.g_01873
OG0001024	Prau.g_00099	Syaj.g_01877
OG0001025	Prau.g_00105	Syaj.g_01884
OG0001026	Prau.g_00112	Syaj.g_01897
OG0001027	Prau.g_00113	Syaj.g_01903
OG0001028	Prau.g_00115	Syaj.g_01905
OG0001029	Prau.g_00116	Syaj.g_01907
OG0001030	Prau.g_00131	Syaj.g_01933
OG0001031	Prau.g_00187	Syaj.g_02012
OG0001032	Prau.g_00188	Syaj.g_02015
OG0001033	Prau.g_00209	Syaj.g_02044
OG0001034	Prau.g_00237	Syaj.g_02875
OG0001035	Prau.g_00256	Syaj.g_02603
OG0001036	Prau.g_00261	Syaj.g_02599
OG0001037	Prau.g_00262	Syaj.g_02597
OG0001038	Prau.g_00280	Syaj.g_02567
OG0001039	Prau.g_00283	Syaj.g_02564
OG0001040	Prau.g_00285	Syaj.g_02561
OG0001041	Prau.g_00289	Syaj.g_02556
OG0001042	Prau.g_00306	Syaj.g_02527
OG0001043	Prau.g_00307	Syaj.g_02523
OG0001044	Prau.g_00335	Syaj.g_02804
OG0001045	Prau.g_00344	Syaj.g_02817
OG0001046	Prau.g_00382	Syaj.g_00851
OG0001047	Prau.g_00480	Syaj.g_01552
OG0001048	Prau.g_00481	Syaj.g_01551
OG0001049	Prau.g_00483	Syaj.g_01548
OG0001050	Prau.g_00484	Syaj.g_01547
OG0001051	Prau.g_00485	Syaj.g_01546
OG0001052	Prau.g_00512	Syaj.g_01448
OG0001053	Prau.g_00524	Syaj.g_00075
OG0001054	Prau.g_00539	Syaj.g_00092
OG0001055	Prau.g_00558	Syaj.g_00113
OG0001056	Prau.g_00576	Syaj.g_00149
OG0001057	Prau.g_00581	Syaj.g_00160
OG0001058	Prau.g_00589	Syaj.g_00183
OG0001059	Prau.g_00593	Syaj.g_00187
OG0001060	Prau.g_00600	Syaj.g_00193
OG0001061	Prau.g_00613	Syaj.g_00214
OG0001062	Prau.g_00615	Syaj.g_00216
OG0001063	Prau.g_00617	Syaj.g_00222
OG0001064	Prau.g_00618	Syaj.g_00223
OG0001065	Prau.g_00619	Syaj.g_00224
OG0001066	Prau.g_00620	Syaj.g_00225
OG0001067	Prau.g_00621	Syaj.g_00226
OG0001068	Prau.g_00622	Syaj.g_00227
OG0001069	Prau.g_00623	Syaj.g_00228
OG0001070	Prau.g_00626	Syaj.g_00231
OG0001071	Prau.g_00627	Syaj.g_00232
OG0001072	Prau.g_00628	Syaj.g_00236
OG0001073	Prau.g_00642	Syaj.g_00254
OG0001074	Prau.g_00653	Syaj.g_01327
OG0001075	Prau.g_00654	Syaj.g_01325
OG0001076	Prau.g_00664	Syaj.g_01305
OG0001077	Prau.g_00668	Syaj.g_01294
OG0001078	Prau.g_00676	Syaj.g_01282
OG0001079	Prau.g_00687	Syaj.g_01269
OG0001080	Prau.g_00693	Syaj.g_01135
OG0001081	Prau.g_00695	Syaj.g_00699
OG0001082	Prau.g_00696	Syaj.g_00700
OG0001083	Prau.g_00701	Syaj.g_00709
OG0001084	Prau.g_00702	Syaj.g_00711
OG0001085	Prau.g_00710	Syaj.g_00721
OG0001086	Prau.g_00711	Syaj.g_00723
OG0001087	Prau.g_00728	Syaj.g_00498
OG0001088	Prau.g_00729	Syaj.g_00494
OG0001089	Prau.g_00737	Syaj.g_00439
OG0001090	Prau.g_00756	Syaj.g_00959
OG0001091	Prau.g_00758	Syaj.g_00957
OG0001092	Prau.g_00759	Syaj.g_00954
OG0001093	Prau.g_00764	Syaj.g_00948
OG0001094	Prau.g_00848	Syaj.g_01032
OG0001095	Prau.g_00867	Syaj.g_01008
OG0001096	Prau.g_00880	Syaj.g_00988
OG0001097	Prau.g_00898	Syaj.g_00371
OG0001098	Prau.g_00914	Syaj.g_01132
OG0001099	Prau.g_00946	Syaj.g_01906
OG0001100	Prau.g_00950	Syaj.g_00732
OG0001101	Prau.g_00952	Syaj.g_00734
OG0001102	Prau.g_00954	Syaj.g_00737
OG0001104	Prau.g_00978	Syaj.g_01050
OG0001105	Prau.g_00982	Syaj.g_01046
OG0001106	Prau.g_01006	Syaj.g_00912
OG0001107	Prau.g_01013	Syaj.g_00900
OG0001108	Prau.g_01017	Syaj.g_00870
OG0001109	Prau.g_01018	Syaj.g_00868
OG0001110	Prau.g_01020	Syaj.g_00866
OG0001111	Prau.g_01021	Syaj.g_00864
OG0001112	Prau.g_01022	Syaj.g_00862
OG0001113	Prau.g_01023	Syaj.g_00861
OG0001114	Prau.g_01024	Syaj.g_00860
OG0001115	Prau.g_01026	Syaj.g_00856
OG0001116	Prau.g_01027	Syaj.g_00854
OG0001117	Prau.g_01028	Syaj.g_00853
OG0001118	Prau.g_01029	Syaj.g_00852
OG0001119	Prau.g_01030	Syaj.g_00850
OG0001120	Prau.g_01032	Syaj.g_00846
OG0001121	Prau.g_01172, Prau.g_01035	Syaj.g_00630
OG0001122	Prau.g_01061	Syaj.g_00817
OG0001123	Prau.g_01065	Syaj.g_00810
OG0001124	Prau.g_01067	Syaj.g_00808
