Orthogroup	Prau	Syan
OG0000595	Prau.g_00674	Syan.g_00818
OG0000596	Prau.g_00678	Syan.g_00813
OG0000597	Prau.g_00680	Syan.g_00810
OG0000598	Prau.g_00681	Syan.g_00809
OG0000599	Prau.g_00684	Syan.g_00802
OG0000600	Prau.g_00685	Syan.g_00801
OG0000601	Prau.g_00686	Syan.g_00800
OG0000602	Prau.g_00688	Syan.g_00796
OG0000603	Prau.g_00689	Syan.g_00795
OG0000604	Prau.g_00690	Syan.g_00792
OG0000605	Prau.g_00691	Syan.g_00783
OG0000606	Prau.g_00694	Syan.g_00780
OG0000607	Prau.g_00697	Syan.g_00777
OG0000608	Prau.g_00698	Syan.g_00776
OG0000609	Prau.g_00699	Syan.g_00774
OG0000610	Prau.g_00704	Syan.g_00766
OG0000611	Prau.g_00707	Syan.g_00763
OG0000612	Prau.g_00708	Syan.g_00762
OG0000613	Prau.g_00713	Syan.g_01965
OG0000614	Prau.g_00732	Syan.g_00184
OG0000615	Prau.g_00740	Syan.g_00728
OG0000616	Prau.g_00744	Syan.g_01694
OG0000617	Prau.g_00761	Syan.g_00324
OG0000618	Prau.g_00762	Syan.g_00325
OG0000619	Prau.g_00763	Syan.g_00326
OG0000620	Prau.g_00766	Syan.g_00331
OG0000621	Prau.g_00767	Syan.g_00332
OG0000622	Prau.g_00768	Syan.g_00334
OG0000623	Prau.g_00769	Syan.g_00335
OG0000624	Prau.g_00770	Syan.g_00337
OG0000625	Prau.g_00771	Syan.g_00338
OG0000626	Prau.g_00772	Syan.g_00339
OG0000627	Prau.g_00773	Syan.g_00465
OG0000628	Prau.g_00774	Syan.g_00466
OG0000629	Prau.g_00775	Syan.g_00469
OG0000630	Prau.g_00778	Syan.g_00474
OG0000631	Prau.g_00845	Syan.g_00484
OG0000632	Prau.g_00846	Syan.g_00485
OG0000633	Prau.g_00847	Syan.g_00489
OG0000634	Prau.g_00850	Syan.g_00694
OG0000635	Prau.g_00851	Syan.g_00693
OG0000636	Prau.g_00853	Syan.g_00691
OG0000637	Prau.g_00855	Syan.g_00689
OG0000638	Prau.g_00856	Syan.g_00688
OG0000639	Prau.g_00857	Syan.g_00687
OG0000640	Prau.g_00858	Syan.g_00686
OG0000641	Prau.g_00862	Syan.g_00682
OG0000642	Prau.g_00863	Syan.g_00681
OG0000643	Prau.g_00864	Syan.g_00679
OG0000644	Prau.g_00865	Syan.g_00678
OG0000645	Prau.g_00866	Syan.g_00676
OG0000646	Prau.g_00868	Syan.g_00673
OG0000647	Prau.g_00869	Syan.g_00671
OG0000648	Prau.g_00871	Syan.g_00669
OG0000649	Prau.g_00872	Syan.g_00668
OG0000650	Prau.g_00873	Syan.g_00667
OG0000651	Prau.g_00874	Syan.g_00666
OG0000652	Prau.g_00875	Syan.g_00665
OG0000653	Prau.g_00877	Syan.g_00663
OG0000654	Prau.g_00878	Syan.g_00661
OG0000655	Prau.g_00879	Syan.g_00660
OG0000656	Prau.g_00882	Syan.g_00656
OG0000657	Prau.g_00889	Syan.g_00375
OG0000658	Prau.g_00890	Syan.g_00378
OG0000659	Prau.g_00891	Syan.g_00379
OG0000660	Prau.g_00895	Syan.g_00383
OG0000661	Prau.g_00897	Syan.g_00385
OG0000662	Prau.g_00899	Syan.g_00392
OG0000663	Prau.g_00902	Syan.g_00395
OG0000664	Prau.g_00903	Syan.g_00397
OG0000665	Prau.g_00907	Syan.g_00788
OG0000666	Prau.g_00908	Syan.g_02100
OG0000667	Prau.g_00912	Syan.g_00044
OG0000668	Prau.g_00942	Syan.g_00365
OG0000669	Prau.g_00949	Syan.g_00751
OG0000670	Prau.g_00951	Syan.g_00748
OG0000671	Prau.g_00953	Syan.g_00746
OG0000672	Prau.g_00955	Syan.g_00743
OG0000673	Prau.g_00957	Syan.g_00740
OG0000674	Prau.g_00959	Syan.g_00738
OG0000675	Prau.g_00960	Syan.g_00737
OG0000676	Prau.g_00962	Syan.g_00735
OG0000677	Prau.g_00963	Syan.g_00734
OG0000678	Prau.g_00965	Syan.g_00732
OG0000679	Prau.g_00969	Syan.g_00724
OG0000680	Prau.g_00970	Syan.g_00723
OG0000681	Prau.g_00973	Syan.g_00720
OG0000682	Prau.g_00974	Syan.g_00719
OG0000683	Prau.g_00975	Syan.g_00718
OG0000684	Prau.g_00977	Syan.g_00715
OG0000685	Prau.g_00979	Syan.g_00713
OG0000686	Prau.g_00980	Syan.g_00712
OG0000687	Prau.g_00981	Syan.g_00711
OG0000688	Prau.g_00984	Syan.g_00706
OG0000689	Prau.g_00985	Syan.g_00704
OG0000690	Prau.g_00986	Syan.g_00703
OG0000691	Prau.g_00987	Syan.g_00702
OG0000692	Prau.g_00989	Syan.g_00700
OG0000693	Prau.g_00990	Syan.g_00698
OG0000694	Prau.g_00991	Syan.g_00697
OG0000695	Prau.g_00993	Syan.g_00492
OG0000696	Prau.g_00994	Syan.g_00493
OG0000697	Prau.g_00995	Syan.g_00495
OG0000698	Prau.g_00998	Syan.g_00498
OG0000699	Prau.g_00999	Syan.g_00500
OG0000700	Prau.g_01000	Syan.g_00501
OG0000701	Prau.g_01001	Syan.g_00502
OG0000702	Prau.g_01003	Syan.g_00534
OG0000703	Prau.g_01004	Syan.g_00546
OG0000704	Prau.g_01005	Syan.g_00550
OG0000705	Prau.g_01009	Syan.g_00557
OG0000706	Prau.g_01010	Syan.g_00558
OG0000707	Prau.g_01011	Syan.g_00559
OG0000708	Prau.g_01012	Syan.g_00562
OG0000709	Prau.g_01016	Syan.g_00570
OG0000710	Prau.g_01019	Syan.g_00574
OG0000711	Prau.g_01036	Syan.g_00607
OG0000712	Prau.g_01038	Syan.g_00609
OG0000713	Prau.g_01039	Syan.g_00610
OG0000714	Prau.g_01040	Syan.g_00624
OG0000715	Prau.g_01042	Syan.g_00626
OG0000716	Prau.g_01044	Syan.g_00630
OG0000717	Prau.g_01045	Syan.g_00631
OG0000718	Prau.g_01058	Syan.g_00651
OG0000719	Prau.g_01060	Syan.g_00367
OG0000720	Prau.g_01069	Syan.g_00354
OG0000721	Prau.g_01071	Syan.g_00352
OG0000722	Prau.g_01072	Syan.g_00351
OG0000723	Prau.g_01075	Syan.g_00341
OG0000724	Prau.g_01084	Syan.g_00299
OG0000725	Prau.g_01090	Syan.g_00194
OG0000726	Prau.g_01091	Syan.g_00193
OG0000727	Prau.g_01092	Syan.g_00192
OG0000728	Prau.g_01094	Syan.g_00190
OG0000729	Prau.g_01138	Syan.g_01885
OG0000730	Prau.g_01142	Syan.g_02147
OG0000731	Prau.g_01146	Syan.g_02135
OG0000732	Prau.g_01155	Syan.g_01726
OG0000733	Prau.g_01175	Syan.g_01147
OG0000734	Prau.g_01192	Syan.g_02982
OG0000735	Prau.g_01194	Syan.g_02713
OG0000736	Prau.g_01195	Syan.g_02712
OG0000737	Prau.g_01196	Syan.g_02711
OG0000738	Prau.g_01200	Syan.g_02705
OG0000739	Prau.g_01201	Syan.g_02704
OG0000740	Prau.g_01202	Syan.g_02703
OG0000741	Prau.g_01203	Syan.g_02700
OG0000742	Prau.g_01205	Syan.g_02697
OG0000743	Prau.g_01207	Syan.g_02694
OG0000744	Prau.g_01208	Syan.g_02693
OG0000745	Prau.g_01209	Syan.g_02690
OG0000746	Prau.g_01211	Syan.g_02687
OG0000747	Prau.g_01212	Syan.g_02685
OG0000748	Prau.g_01215	Syan.g_02669
OG0000749	Prau.g_01216	Syan.g_02668
OG0000750	Prau.g_01217	Syan.g_02667
OG0000751	Prau.g_01219	Syan.g_02661
OG0000752	Prau.g_01221	Syan.g_02659
OG0000753	Prau.g_01224	Syan.g_02656
OG0000754	Prau.g_01227	Syan.g_02650
OG0000755	Prau.g_01230	Syan.g_02641
OG0000756	Prau.g_01231	Syan.g_02640
OG0000757	Prau.g_01237	Syan.g_02623
OG0000758	Prau.g_01238	Syan.g_02622
OG0000759	Prau.g_01239	Syan.g_02621
OG0000760	Prau.g_01240	Syan.g_02620
OG0000761	Prau.g_01241	Syan.g_02619
OG0000762	Prau.g_01242	Syan.g_02617
OG0000763	Prau.g_01244	Syan.g_02615
OG0000764	Prau.g_01245	Syan.g_02614
OG0000765	Prau.g_01254	Syan.g_02587
OG0000766	Prau.g_01255	Syan.g_02586
OG0000767	Prau.g_01257	Syan.g_02584
OG0000768	Prau.g_01258	Syan.g_02583
OG0000769	Prau.g_01260	Syan.g_02581
OG0000770	Prau.g_01262	Syan.g_02561
OG0000771	Prau.g_01271, Prau.g_01496	Syan.g_00305
OG0000772	Prau.g_01346	Syan.g_00436
OG0000773	Prau.g_01361	Syan.g_01199
OG0000774	Prau.g_01363	Syan.g_01205
OG0000775	Prau.g_01366	Syan.g_01207
OG0000776	Prau.g_01367	Syan.g_01208
OG0000777	Prau.g_01368	Syan.g_01209
OG0000778	Prau.g_01369	Syan.g_01210
OG0000779	Prau.g_01373	Syan.g_01215
OG0000780	Prau.g_01374	Syan.g_01218
OG0000781	Prau.g_01377	Syan.g_01222
OG0000782	Prau.g_01378	Syan.g_01223
OG0000783	Prau.g_01379	Syan.g_01224
OG0000784	Prau.g_01380	Syan.g_01225
OG0000785	Prau.g_01382	Syan.g_01228
OG0000786	Prau.g_01384	Syan.g_01243
OG0000787	Prau.g_01385	Syan.g_01244
OG0000788	Prau.g_01396	Syan.g_00843
OG0000789	Prau.g_01399	Syan.g_00075
OG0000790	Prau.g_01414	Syan.g_02778
OG0000791	Prau.g_01416	Syan.g_02780
OG0000792	Prau.g_01417	Syan.g_02781
OG0000793	Prau.g_01420	Syan.g_02879
OG0000794	Prau.g_01421	Syan.g_02881
OG0000795	Prau.g_01422	Syan.g_02882
OG0000796	Prau.g_01426	Syan.g_02886
OG0000797	Prau.g_01427	Syan.g_02888
OG0000799	Prau.g_01510	Syan.g_01310
OG0000800	Prau.g_01511	Syan.g_01308
OG0000801	Prau.g_01512	Syan.g_01307
OG0000802	Prau.g_01514	Syan.g_01303
OG0000803	Prau.g_01516	Syan.g_01294
OG0000804	Prau.g_01517	Syan.g_01291
OG0000805	Prau.g_01519	Syan.g_01289
OG0000806	Prau.g_01521	Syan.g_01287
OG0000807	Prau.g_01522	Syan.g_01286
OG0000808	Prau.g_01523	Syan.g_01285
OG0000809	Prau.g_01526	Syan.g_01281
OG0000810	Prau.g_01527	Syan.g_01280
OG0000811	Prau.g_01534	Syan.g_01272
OG0000812	Prau.g_01536	Syan.g_01270
OG0000813	Prau.g_01537	Syan.g_01269
OG0000814	Prau.g_01539	Syan.g_01267
OG0000815	Prau.g_01540	Syan.g_01249
OG0000816	Prau.g_01542	Syan.g_01247
OG0000817	Prau.g_01543	Syan.g_01328
OG0000818	Prau.g_01548	Syan.g_02807
OG0000819	Prau.g_01549	Syan.g_02808
OG0000820	Prau.g_01550	Syan.g_02809
OG0000821	Prau.g_01554	Syan.g_02815
OG0000822	Prau.g_01555	Syan.g_02817
OG0000823	Prau.g_01556	Syan.g_02818
OG0000824	Prau.g_01559	Syan.g_02824
OG0000825	Prau.g_01560	Syan.g_02825
OG0000826	Prau.g_01561	Syan.g_02826
OG0000827	Prau.g_01562	Syan.g_02827
OG0000828	Prau.g_01565	Syan.g_02830
OG0000829	Prau.g_01566	Syan.g_02831
OG0000830	Prau.g_01567	Syan.g_02832
OG0000831	Prau.g_01569	Syan.g_02834
OG0000832	Prau.g_01575	Syan.g_02408
OG0000833	Prau.g_01583	Syan.g_01343
OG0000834	Prau.g_01584	Syan.g_01345
OG0000835	Prau.g_01585	Syan.g_01346
OG0000836	Prau.g_01586	Syan.g_01349
OG0000837	Prau.g_01587	Syan.g_01351
OG0000838	Prau.g_01589	Syan.g_01355
OG0000839	Prau.g_01590	Syan.g_01356
OG0000840	Prau.g_01591	Syan.g_01357
OG0000841	Prau.g_01592	Syan.g_01358
OG0000842	Prau.g_01593	Syan.g_01359
OG0000843	Prau.g_01594	Syan.g_01360
OG0000844	Prau.g_01595	Syan.g_01362
OG0000845	Prau.g_01596	Syan.g_01363
OG0000846	Prau.g_01597	Syan.g_01364
OG0000847	Prau.g_01598	Syan.g_01365
OG0000848	Prau.g_01599	Syan.g_01367
OG0000849	Prau.g_01600	Syan.g_01368
OG0000850	Prau.g_01602	Syan.g_01371
OG0000851	Prau.g_01603	Syan.g_01374
OG0000852	Prau.g_01604	Syan.g_01375
OG0000853	Prau.g_01608	Syan.g_01379
OG0000854	Prau.g_01610	Syan.g_01381
OG0000855	Prau.g_01611	Syan.g_01382
OG0000856	Prau.g_01626	Syan.g_01136
OG0000857	Prau.g_01652	Syan.g_00672
OG0000858	Prau.g_01726	Syan.g_01389
OG0000859	Prau.g_01727	Syan.g_01390
OG0000860	Prau.g_01734	Syan.g_01402
OG0000861	Prau.g_01735	Syan.g_01403
OG0000862	Prau.g_01736	Syan.g_01412
OG0000863	Prau.g_01738	Syan.g_01414
OG0000864	Prau.g_01739	Syan.g_00969
OG0000865	Prau.g_01740	Syan.g_01415
OG0000866	Prau.g_01741	Syan.g_01416
OG0000867	Prau.g_01742	Syan.g_01417
OG0000868	Prau.g_01743	Syan.g_01421
OG0000869	Prau.g_01747	Syan.g_01426
OG0000870	Prau.g_01752	Syan.g_01431
OG0000871	Prau.g_01753	Syan.g_01432
OG0000872	Prau.g_01754	Syan.g_01438
OG0000873	Prau.g_01757	Syan.g_01441
OG0000874	Prau.g_01760	Syan.g_01443
OG0000875	Prau.g_01761	Syan.g_01445
OG0000876	Prau.g_01762	Syan.g_00391
OG0000877	Prau.g_01764	Syan.g_01449
OG0000878	Prau.g_01765	Syan.g_01450
OG0000879	Prau.g_01766	Syan.g_01451
OG0000880	Prau.g_01767	Syan.g_01452
OG0000881	Prau.g_01771	Syan.g_01457
OG0000882	Prau.g_01776	Syan.g_01462
OG0000883	Prau.g_01777	Syan.g_01464
OG0000884	Prau.g_01779	Syan.g_01466
OG0000885	Prau.g_01780	Syan.g_01467
OG0000886	Prau.g_01781	Syan.g_01468
OG0000887	Prau.g_01782	Syan.g_01469
OG0000888	Prau.g_01784	Syan.g_01471
OG0000889	Prau.g_01786	Syan.g_01473
OG0000890	Prau.g_01787	Syan.g_01476
OG0000891	Prau.g_01788	Syan.g_01477
OG0000892	Prau.g_01790	Syan.g_01480
OG0000893	Prau.g_01794	Syan.g_02103
OG0000894	Prau.g_01796	Syan.g_02108
OG0000895	Prau.g_01799	Syan.g_02112
OG0000896	Prau.g_01800	Syan.g_02113
OG0000897	Prau.g_01802	Syan.g_02115
OG0000898	Prau.g_01803	Syan.g_02116
OG0000899	Prau.g_01804	Syan.g_02117
OG0000900	Prau.g_01805	Syan.g_02118
OG0000901	Prau.g_01808	Syan.g_02123
OG0000902	Prau.g_01810	Syan.g_02125
OG0000903	Prau.g_01813	Syan.g_02252
OG0000904	Prau.g_01815	Syan.g_02258
OG0000905	Prau.g_01820	Syan.g_02129
OG0000906	Prau.g_01821	Syan.g_02127
OG0000907	Prau.g_01827	Syan.g_02245
OG0000908	Prau.g_01830	Syan.g_02242
OG0000909	Prau.g_01831	Syan.g_02241
OG0000910	Prau.g_01832	Syan.g_02240
OG0000911	Prau.g_01834	Syan.g_02238
OG0000912	Prau.g_01835	Syan.g_02237
OG0000913	Prau.g_01836	Syan.g_02236
OG0000914	Prau.g_01837	Syan.g_02235
OG0000915	Prau.g_01838	Syan.g_02233
OG0000916	Prau.g_01839	Syan.g_02232
OG0000917	Prau.g_01840	Syan.g_02231
OG0000918	Prau.g_01841	Syan.g_02230
OG0000919	Prau.g_01842	Syan.g_02229
OG0000920	Prau.g_01843	Syan.g_02228
OG0000921	Prau.g_01844	Syan.g_02227
OG0000922	Prau.g_01845	Syan.g_02226
OG0000923	Prau.g_01849	Syan.g_02222
OG0000924	Prau.g_01850	Syan.g_02221
OG0000925	Prau.g_01851	Syan.g_02220
OG0000926	Prau.g_01852	Syan.g_02219
OG0000927	Prau.g_01854	Syan.g_02217
OG0000928	Prau.g_01855	Syan.g_02216
OG0000929	Prau.g_01856	Syan.g_02215
OG0000930	Prau.g_01857	Syan.g_02214
OG0000931	Prau.g_01858	Syan.g_02213
OG0000932	Prau.g_01859	Syan.g_02212
OG0000933	Prau.g_01863	Syan.g_02206
OG0000934	Prau.g_01865	Syan.g_02204
OG0000935	Prau.g_01866	Syan.g_02203
OG0000936	Prau.g_01867	Syan.g_02202
OG0000937	Prau.g_01868	Syan.g_02201
OG0000938	Prau.g_01870	Syan.g_02198
OG0000939	Prau.g_01871	Syan.g_02197
OG0000940	Prau.g_01878	Syan.g_02188
OG0000941	Prau.g_01880	Syan.g_02186
OG0000942	Prau.g_01882	Syan.g_02184
OG0000943	Prau.g_01883	Syan.g_02183
OG0000944	Prau.g_01884	Syan.g_02181
OG0000945	Prau.g_01885	Syan.g_02180
OG0000946	Prau.g_01889	Syan.g_02167
OG0000947	Prau.g_01891	Syan.g_02164
OG0000948	Prau.g_01892	Syan.g_02163
OG0000949	Prau.g_01895	Syan.g_01951
OG0000950	Prau.g_01900	Syan.g_01940
OG0000951	Prau.g_01904	Syan.g_01932
OG0000952	Prau.g_01908	Syan.g_01927
OG0000953	Prau.g_01911	Syan.g_01922
OG0000954	Prau.g_01915	Syan.g_01916
OG0000955	Prau.g_01916	Syan.g_01915
OG0000956	Prau.g_01918	Syan.g_01913
OG0000957	Prau.g_01923	Syan.g_01898
OG0000958	Prau.g_01924	Syan.g_01897
OG0000959	Prau.g_01928	Syan.g_01893
OG0000960	Prau.g_01929	Syan.g_01892
OG0000961	Prau.g_01931	Syan.g_03024
OG0000962	Prau.g_01933	Syan.g_01887
OG0000963	Prau.g_01937	Syan.g_01881
OG0000964	Prau.g_01938	Syan.g_01880
OG0000965	Prau.g_01939	Syan.g_01879
OG0000966	Prau.g_01946	Syan.g_01812
OG0000967	Prau.g_01951	Syan.g_01804
OG0000968	Prau.g_01953	Syan.g_01706
OG0000969	Prau.g_01954	Syan.g_01708
OG0000970	Prau.g_01955	Syan.g_01709
OG0000971	Prau.g_01956	Syan.g_01711
OG0000972	Prau.g_01957	Syan.g_01712
OG0000973	Prau.g_01958	Syan.g_01713
OG0000974	Prau.g_01959	Syan.g_01714
OG0000975	Prau.g_01960	Syan.g_01715
OG0000976	Prau.g_01961	Syan.g_01716
OG0000977	Prau.g_01962	Syan.g_01718
OG0000978	Prau.g_01963	Syan.g_01719
OG0000979	Prau.g_01966	Syan.g_01722
OG0000980	Prau.g_01968	Syan.g_01725
OG0000981	Prau.g_01970	Syan.g_01728
OG0000982	Prau.g_01972	Syan.g_01566
OG0000983	Prau.g_01973	Syan.g_01567
OG0000984	Prau.g_01974	Syan.g_01568
OG0000985	Prau.g_01977	Syan.g_01572
OG0000986	Prau.g_01979	Syan.g_01574
OG0000987	Prau.g_01980	Syan.g_01576
OG0000988	Prau.g_01983	Syan.g_01581
OG0000989	Prau.g_01986	Syan.g_01587
OG0000990	Prau.g_01989	Syan.g_01615
OG0000991	Prau.g_01990	Syan.g_01618
OG0000992	Prau.g_01992	Syan.g_01622
OG0000993	Prau.g_01993	Syan.g_01623
OG0000994	Prau.g_01994	Syan.g_01625
OG0000995	Prau.g_01998	Syan.g_01629
OG0000996	Prau.g_01999	Syan.g_01653
OG0000997	Prau.g_02000	Syan.g_01677
OG0000998	Prau.g_02002	Syan.g_01679
OG0000999	Prau.g_02003	Syan.g_01680
OG0001000	Prau.g_02006	Syan.g_01684
OG0001001	Prau.g_02008	Syan.g_01690
OG0001002	Prau.g_02012	Syan.g_01697
OG0001003	Prau.g_02014	Syan.g_01699
OG0001004	Prau.g_02015	Syan.g_01700
OG0001005	Prau.g_02016	Syan.g_01701
OG0001006	Prau.g_02020	Syan.g_01794
OG0001007	Prau.g_02022	Syan.g_01796
OG0001008	Prau.g_00478	Syan.g_02397
OG0001009	Prau.g_00027	Syan.g_01748
OG0001010	Prau.g_00028	Syan.g_01747
OG0001011	Prau.g_00029	Syan.g_01745
OG0001012	Prau.g_00050	Syan.g_00281
OG0001013	Prau.g_00056	Syan.g_01542
OG0001014	Prau.g_00059	Syan.g_01535
OG0001015	Prau.g_00060	Syan.g_01534
OG0001016	Prau.g_00074	Syan.g_02912
OG0001017	Prau.g_00078	Syan.g_02918
OG0001018	Prau.g_00081	Syan.g_02920
OG0001019	Prau.g_00090	Syan.g_02947
OG0001020	Prau.g_00091	Syan.g_02951
OG0001021	Prau.g_00092	Syan.g_02958
OG0001022	Prau.g_00095	Syan.g_02964
OG0001023	Prau.g_00096	Syan.g_02965
OG0001024	Prau.g_00099	Syan.g_00968
OG0001025	Prau.g_00105	Syan.g_02971
OG0001026	Prau.g_00112	Syan.g_02984
OG0001027	Prau.g_00113	Syan.g_02308
OG0001028	Prau.g_00115	Syan.g_02305
OG0001029	Prau.g_00116	Syan.g_02303
OG0001030	Prau.g_00131	Syan.g_02281
OG0001031	Prau.g_00187	Syan.g_03060
OG0001032	Prau.g_00188	Syan.g_03063
OG0001033	Prau.g_00209	Syan.g_00970
OG0001034	Prau.g_00237	Syan.g_02425
OG0001035	Prau.g_00256	Syan.g_02062
OG0001036	Prau.g_00261	Syan.g_02056
OG0001037	Prau.g_00262	Syan.g_02054
OG0001038	Prau.g_00280	Syan.g_02025
OG0001039	Prau.g_00283	Syan.g_02022
OG0001040	Prau.g_00285	Syan.g_02019
OG0001041	Prau.g_00289	Syan.g_02015
OG0001042	Prau.g_00306	Syan.g_01992
OG0001043	Prau.g_00307	Syan.g_01988
OG0001044	Prau.g_00335	Syan.g_02145
OG0001045	Prau.g_00344	Syan.g_02132
OG0001046	Prau.g_00382	Syan.g_00591
OG0001047	Prau.g_00480	Syan.g_02399
OG0001048	Prau.g_00481	Syan.g_02400
OG0001049	Prau.g_00483	Syan.g_01340
OG0001050	Prau.g_00484	Syan.g_01339
OG0001051	Prau.g_00485	Syan.g_01338
OG0001052	Prau.g_00512	Syan.g_02850
OG0001053	Prau.g_00524	Syan.g_02761
OG0001054	Prau.g_00539	Syan.g_02742
OG0001055	Prau.g_00558	Syan.g_02721
OG0001056	Prau.g_00576	Syan.g_01161
OG0001057	Prau.g_00581	Syan.g_00832
OG0001058	Prau.g_00589	Syan.g_00851
OG0001059	Prau.g_00593	Syan.g_00855
OG0001060	Prau.g_00600	Syan.g_00861
OG0001061	Prau.g_00613	Syan.g_00880
OG0001063	Prau.g_00617	Syan.g_00945
OG0001064	Prau.g_00618	Syan.g_00946
OG0001065	Prau.g_00619	Syan.g_00947
OG0001066	Prau.g_00620	Syan.g_00948
OG0001067	Prau.g_00621	Syan.g_00949
OG0001068	Prau.g_00622	Syan.g_00950
OG0001069	Prau.g_00623	Syan.g_00951
OG0001070	Prau.g_00626	Syan.g_00955
OG0001071	Prau.g_00627	Syan.g_00956
OG0001072	Prau.g_00628	Syan.g_00960
OG0001073	Prau.g_00642	Syan.g_01012
OG0001074	Prau.g_00653	Syan.g_00202
OG0001075	Prau.g_00654	Syan.g_00200
OG0001076	Prau.g_00664	Syan.g_00012
OG0001077	Prau.g_00668	Syan.g_01140
OG0001078	Prau.g_00676	Syan.g_00815
OG0001079	Prau.g_00687	Syan.g_00799
OG0001080	Prau.g_00693	Syan.g_00781
OG0001081	Prau.g_00695	Syan.g_00779
OG0001082	Prau.g_00696	Syan.g_00778
OG0001083	Prau.g_00701	Syan.g_00771
OG0001084	Prau.g_00702	Syan.g_00770
OG0001086	Prau.g_00711	Syan.g_00757
OG0001087	Prau.g_00728	Syan.g_01159
OG0001088	Prau.g_00729	Syan.g_02688
OG0001089	Prau.g_00737	Syan.g_00185
OG0001090	Prau.g_00756	Syan.g_00317
OG0001091	Prau.g_00758	Syan.g_00320
OG0001092	Prau.g_00759	Syan.g_00322
OG0001093	Prau.g_00764	Syan.g_00328
OG0001094	Prau.g_00848	Syan.g_00696
OG0001095	Prau.g_00867	Syan.g_00675
OG0001096	Prau.g_00880	Syan.g_00659
OG0001097	Prau.g_00898	Syan.g_00386
OG0001099	Prau.g_00946	Syan.g_02304
OG0001100	Prau.g_00950	Syan.g_00749
OG0001101	Prau.g_00952	Syan.g_00747
OG0001102	Prau.g_00954	Syan.g_00744
OG0001104	Prau.g_00978	Syan.g_00714
OG0001106	Prau.g_01006	Syan.g_00551
OG0001107	Prau.g_01013	Syan.g_00563
OG0001108	Prau.g_01017	Syan.g_00571
OG0001109	Prau.g_01018	Syan.g_00573
OG0001110	Prau.g_01020	Syan.g_00575
OG0001111	Prau.g_01021	Syan.g_00577
OG0001112	Prau.g_01022	Syan.g_00579
OG0001113	Prau.g_01023	Syan.g_00580
OG0001114	Prau.g_01024	Syan.g_00581
OG0001115	Prau.g_01026	Syan.g_00586
OG0001116	Prau.g_01027	Syan.g_00588
OG0001117	Prau.g_01028	Syan.g_00589
OG0001118	Prau.g_01029	Syan.g_00590
OG0001119	Prau.g_01030	Syan.g_00592
OG0001120	Prau.g_01032	Syan.g_00597
OG0001122	Prau.g_01061	Syan.g_00366
OG0001123	Prau.g_01065	Syan.g_00359
OG0001124	Prau.g_01067	Syan.g_00357
OG0001125	Prau.g_01068	Syan.g_00355
OG0001126	Prau.g_01078	Syan.g_00307
OG0001127	Prau.g_01079	Syan.g_00306
OG0001128	Prau.g_01081	Syan.g_00303
OG0001129	Prau.g_01082	Syan.g_00301
OG0001130	Prau.g_01083	Syan.g_00300
OG0001131	Prau.g_01118	Syan.g_00079
OG0001132	Prau.g_01127	Syan.g_00100
OG0001133	Prau.g_01160	Syan.g_00006
OG0001134	Prau.g_01174	Syan.g_01146
OG0001135	Prau.g_01177	Syan.g_01150
OG0001136	Prau.g_01204	Syan.g_02699
OG0001137	Prau.g_01214	Syan.g_02670
OG0001138	Prau.g_01232	Syan.g_02638
OG0001139	Prau.g_01233	Syan.g_02636
OG0001140	Prau.g_01234	Syan.g_02635
OG0001141	Prau.g_01235	Syan.g_02625
OG0001142	Prau.g_01236	Syan.g_02624
OG0001143	Prau.g_01243	Syan.g_02616
OG0001144	Prau.g_01248	Syan.g_02596
OG0001145	Prau.g_01362	Syan.g_01200
OG0001146	Prau.g_01375	Syan.g_01219
OG0001147	Prau.g_01395	Syan.g_02842
OG0001148	Prau.g_01411	Syan.g_02775
OG0001149	Prau.g_01412	Syan.g_02776
OG0001150	Prau.g_01413	Syan.g_02777
OG0001151	Prau.g_01424	Syan.g_02884
OG0001152	Prau.g_01425	Syan.g_02885
OG0001153	Prau.g_01563	Syan.g_02828
OG0001154	Prau.g_01564	Syan.g_02829
OG0001156	Prau.g_01579	Syan.g_02404
OG0001157	Prau.g_01580	Syan.g_02403
OG0001158	Prau.g_01581	Syan.g_02402
OG0001159	Prau.g_01582	Syan.g_02401
OG0001160	Prau.g_01606	Syan.g_01377
OG0001161	Prau.g_01619	Syan.g_01594
OG0001162	Prau.g_01630	Syan.g_02943
OG0001163	Prau.g_01724	Syan.g_01385
OG0001164	Prau.g_01728	Syan.g_01392
OG0001165	Prau.g_01731	Syan.g_01397
OG0001166	Prau.g_01751	Syan.g_01430
OG0001167	Prau.g_01768	Syan.g_00992
OG0001168	Prau.g_01770	Syan.g_01456
OG0001169	Prau.g_01772	Syan.g_01458
OG0001170	Prau.g_01774	Syan.g_01460
OG0001171	Prau.g_01783	Syan.g_01470
OG0001172	Prau.g_01797	Syan.g_02110
OG0001173	Prau.g_01798	Syan.g_02111
OG0001174	Prau.g_01806	Syan.g_02119
OG0001175	Prau.g_01807	Syan.g_02120
OG0001176	Prau.g_01814	Syan.g_02253
OG0001177	Prau.g_01817	Syan.g_02256
OG0001179	Prau.g_01853	Syan.g_02218
OG0001180	Prau.g_01875	Syan.g_02191
OG0001181	Prau.g_01879	Syan.g_02187
OG0001182	Prau.g_01886	Syan.g_02179
OG0001183	Prau.g_01890	Syan.g_02166
OG0001184	Prau.g_01906	Syan.g_01929
OG0001185	Prau.g_01920	Syan.g_01902
