Orthogroup	Prau	Syap
OG0000600	Prau.g_00685	Syap.g_00909
OG0000601	Prau.g_00686	Syap.g_00910
OG0000602	Prau.g_00688	Syap.g_00640
OG0000603	Prau.g_00689	Syap.g_00641
OG0000604	Prau.g_00690	Syap.g_02769
OG0000605	Prau.g_00691	Syap.g_02501, Syap.g_02771
OG0000606	Prau.g_00694	Syap.g_02506
OG0000607	Prau.g_00697	Syap.g_00093
OG0000608	Prau.g_00698	Syap.g_00094
OG0000609	Prau.g_00699	Syap.g_00096
OG0000610	Prau.g_00704	Syap.g_01963
OG0000611	Prau.g_00707	Syap.g_01958
OG0000612	Prau.g_00708	Syap.g_01957
OG0000613	Prau.g_00713	Syap.g_02480
OG0000615	Prau.g_00740	Syap.g_00154
OG0000616	Prau.g_00744	Syap.g_00127
OG0000617	Prau.g_00761	Syap.g_00513
OG0000618	Prau.g_00762	Syap.g_00514
OG0000619	Prau.g_00763	Syap.g_00515
OG0000620	Prau.g_00766	Syap.g_00520
OG0000621	Prau.g_00767	Syap.g_00521
OG0000622	Prau.g_00768	Syap.g_00523
OG0000623	Prau.g_00769	Syap.g_00526
OG0000624	Prau.g_00770	Syap.g_00527
OG0000625	Prau.g_00771	Syap.g_00528
OG0000626	Prau.g_00772	Syap.g_00529
OG0000627	Prau.g_00773	Syap.g_00848
OG0000628	Prau.g_00774	Syap.g_00850
OG0000629	Prau.g_00775	Syap.g_02334
OG0000630	Prau.g_00778	Syap.g_02793
OG0000631	Prau.g_00845	Syap.g_01724
OG0000632	Prau.g_00846	Syap.g_01725
OG0000633	Prau.g_00847	Syap.g_01726
OG0000634	Prau.g_00850	Syap.g_00190
OG0000635	Prau.g_00851	Syap.g_00191
OG0000636	Prau.g_00853	Syap.g_00193
OG0000637	Prau.g_00855	Syap.g_00195
OG0000638	Prau.g_00856	Syap.g_00196
OG0000639	Prau.g_00857	Syap.g_00197
OG0000640	Prau.g_00858	Syap.g_00198
OG0000641	Prau.g_00862	Syap.g_00203
OG0000642	Prau.g_00863	Syap.g_02732
OG0000643	Prau.g_00864	Syap.g_02731
OG0000644	Prau.g_00865	Syap.g_02730
OG0000645	Prau.g_00866	Syap.g_02726
OG0000646	Prau.g_00868	Syap.g_02723
OG0000647	Prau.g_00869	Syap.g_02721
OG0000648	Prau.g_00871	Syap.g_02719
OG0000649	Prau.g_00872	Syap.g_02718
OG0000650	Prau.g_00873	Syap.g_02717
OG0000651	Prau.g_00874	Syap.g_02716
OG0000652	Prau.g_00875	Syap.g_02715
OG0000653	Prau.g_00877	Syap.g_02713
OG0000654	Prau.g_00878	Syap.g_02711
OG0000655	Prau.g_00879	Syap.g_02710
OG0000656	Prau.g_00882	Syap.g_02706
OG0000657	Prau.g_00889	Syap.g_01845
OG0000658	Prau.g_00890	Syap.g_01841
OG0000659	Prau.g_00891	Syap.g_01840
OG0000660	Prau.g_00895	Syap.g_01835
OG0000662	Prau.g_00899	Syap.g_00823
OG0000663	Prau.g_00902	Syap.g_00826
OG0000664	Prau.g_00903	Syap.g_00828
OG0000665	Prau.g_00907	Syap.g_02331
OG0000666	Prau.g_00908	Syap.g_01573
OG0000667	Prau.g_00912	Syap.g_01979
OG0000668	Prau.g_00942	Syap.g_02765
OG0000669	Prau.g_00949	Syap.g_02371
OG0000670	Prau.g_00951	Syap.g_02368
OG0000671	Prau.g_00953	Syap.g_01260
OG0000672	Prau.g_00955	Syap.g_01257
OG0000673	Prau.g_00957	Syap.g_01253
OG0000674	Prau.g_00959	Syap.g_01251
OG0000675	Prau.g_00960	Syap.g_01250
OG0000676	Prau.g_00962	Syap.g_01248
OG0000677	Prau.g_00963	Syap.g_01246
OG0000678	Prau.g_00965	Syap.g_01239
OG0000679	Prau.g_00969	Syap.g_00157
OG0000680	Prau.g_00970	Syap.g_00158
OG0000681	Prau.g_00973	Syap.g_00163
OG0000682	Prau.g_00974	Syap.g_00165
OG0000683	Prau.g_00975	Syap.g_00166
OG0000684	Prau.g_00977	Syap.g_00169
OG0000685	Prau.g_00979	Syap.g_00172
OG0000686	Prau.g_00980	Syap.g_00173
OG0000687	Prau.g_00981	Syap.g_00174
OG0000688	Prau.g_00984	Syap.g_00178
OG0000689	Prau.g_00985	Syap.g_00180
OG0000690	Prau.g_00986	Syap.g_00181
OG0000691	Prau.g_00987	Syap.g_00182
OG0000692	Prau.g_00989	Syap.g_00184
OG0000693	Prau.g_00990	Syap.g_00185
OG0000694	Prau.g_00991	Syap.g_00186
OG0000695	Prau.g_00993	Syap.g_01729
OG0000696	Prau.g_00994	Syap.g_01730
OG0000697	Prau.g_00995	Syap.g_01734
OG0000698	Prau.g_00998	Syap.g_01737
OG0000699	Prau.g_00999	Syap.g_01738
OG0000700	Prau.g_01000	Syap.g_01739
OG0000701	Prau.g_01001	Syap.g_01740
OG0000702	Prau.g_01003	Syap.g_01747
OG0000703	Prau.g_01004	Syap.g_01750
OG0000704	Prau.g_01005	Syap.g_01753
OG0000705	Prau.g_01009	Syap.g_02022
OG0000706	Prau.g_01010	Syap.g_02020
OG0000707	Prau.g_01011	Syap.g_02019
OG0000708	Prau.g_01012	Syap.g_02016
OG0000709	Prau.g_01016	Syap.g_00121
OG0000711	Prau.g_01036	Syap.g_02686
OG0000712	Prau.g_01038	Syap.g_02688
OG0000713	Prau.g_01039	Syap.g_02689
OG0000714	Prau.g_01040	Syap.g_02691
OG0000715	Prau.g_01042	Syap.g_02693
OG0000716	Prau.g_01044	Syap.g_02696
OG0000717	Prau.g_01045	Syap.g_02697
OG0000718	Prau.g_01058	Syap.g_02701
OG0000719	Prau.g_01060	Syap.g_02767
OG0000720	Prau.g_01069	Syap.g_02780
OG0000721	Prau.g_01071	Syap.g_02782
OG0000722	Prau.g_01072	Syap.g_02783
OG0000723	Prau.g_01075	Syap.g_00532
OG0000725	Prau.g_01090	Syap.g_01559
OG0000726	Prau.g_01091	Syap.g_01560
OG0000727	Prau.g_01092	Syap.g_01561
OG0000728	Prau.g_01094	Syap.g_01564
OG0000729	Prau.g_01138	Syap.g_01122
OG0000730	Prau.g_01142	Syap.g_00572
OG0000731	Prau.g_01146	Syap.g_00560
OG0000732	Prau.g_01155	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prau.g_01175	Syap.g_01971
OG0000734	Prau.g_01192	Syap.g_02628
OG0000735	Prau.g_01194	Syap.g_00244
OG0000736	Prau.g_01195	Syap.g_00243
OG0000737	Prau.g_01196	Syap.g_00242
OG0000738	Prau.g_01200	Syap.g_00236
OG0000739	Prau.g_01201	Syap.g_00235
OG0000740	Prau.g_01202	Syap.g_00234
OG0000741	Prau.g_01203	Syap.g_00231
OG0000742	Prau.g_01205	Syap.g_00229
OG0000743	Prau.g_01207	Syap.g_00226
OG0000744	Prau.g_01208	Syap.g_00225
OG0000745	Prau.g_01209	Syap.g_00222
OG0000746	Prau.g_01211	Syap.g_00220
OG0000747	Prau.g_01212	Syap.g_00219
OG0000748	Prau.g_01215	Syap.g_00212
OG0000749	Prau.g_01216	Syap.g_00211
OG0000750	Prau.g_01217	Syap.g_00210
OG0000751	Prau.g_01219	Syap.g_00205
OG0000752	Prau.g_01221	Syap.g_01793
OG0000753	Prau.g_01224	Syap.g_02775
OG0000754	Prau.g_01227	Syap.g_01883
OG0000755	Prau.g_01230	Syap.g_01893
OG0000757	Prau.g_01237	Syap.g_00427
OG0000758	Prau.g_01238	Syap.g_00428
OG0000759	Prau.g_01239	Syap.g_00429
OG0000760	Prau.g_01240	Syap.g_00430
OG0000761	Prau.g_01241	Syap.g_00431
OG0000762	Prau.g_01242	Syap.g_00434
OG0000763	Prau.g_01244	Syap.g_02624
OG0000764	Prau.g_01245	Syap.g_02623
OG0000765	Prau.g_01254	Syap.g_02440
OG0000766	Prau.g_01255	Syap.g_02439
OG0000767	Prau.g_01257	Syap.g_02437
OG0000768	Prau.g_01258	Syap.g_02436
OG0000769	Prau.g_01260	Syap.g_02434
OG0000770	Prau.g_01262	Syap.g_02431
OG0000772	Prau.g_01346	Syap.g_02295
OG0000773	Prau.g_01361	Syap.g_00885
OG0000774	Prau.g_01363	Syap.g_01473
OG0000775	Prau.g_01366	Syap.g_01475
OG0000776	Prau.g_01367	Syap.g_01476
OG0000777	Prau.g_01368	Syap.g_01478
OG0000778	Prau.g_01369	Syap.g_01479
OG0000779	Prau.g_01373	Syap.g_01494
OG0000780	Prau.g_01374	Syap.g_01496
OG0000781	Prau.g_01377	Syap.g_02609
OG0000782	Prau.g_01378	Syap.g_02611
OG0000783	Prau.g_01379	Syap.g_02612
OG0000784	Prau.g_01380	Syap.g_02613
OG0000785	Prau.g_01382	Syap.g_02281
OG0000786	Prau.g_01384	Syap.g_02287
OG0000787	Prau.g_01385	Syap.g_02288
OG0000788	Prau.g_01396	Syap.g_01932
OG0000789	Prau.g_01399	Syap.g_00372
OG0000791	Prau.g_01416	Syap.g_02520
OG0000792	Prau.g_01417	Syap.g_02519
OG0000793	Prau.g_01420	Syap.g_02141
OG0000794	Prau.g_01421	Syap.g_02200
OG0000795	Prau.g_01422	Syap.g_02199
OG0000796	Prau.g_01426	Syap.g_02448
OG0000797	Prau.g_01427	Syap.g_02449
OG0000799	Prau.g_01510	Syap.g_02488
OG0000800	Prau.g_01511	Syap.g_02487
OG0000801	Prau.g_01512	Syap.g_02486
OG0000802	Prau.g_01514	Syap.g_02659
OG0000803	Prau.g_01516	Syap.g_02109
OG0000804	Prau.g_01517	Syap.g_02113
OG0000805	Prau.g_01519	Syap.g_02115
OG0000806	Prau.g_01521	Syap.g_02117
OG0000807	Prau.g_01522	Syap.g_02118
OG0000808	Prau.g_01523	Syap.g_02119
OG0000809	Prau.g_01526	Syap.g_02122
OG0000810	Prau.g_01527	Syap.g_02124
OG0000811	Prau.g_01534	Syap.g_02472
OG0000812	Prau.g_01536	Syap.g_02474
OG0000813	Prau.g_01537	Syap.g_02475
OG0000814	Prau.g_01539	Syap.g_02753
OG0000815	Prau.g_01540	Syap.g_02752
OG0000816	Prau.g_01542	Syap.g_02289
OG0000817	Prau.g_01543	Syap.g_02527
OG0000818	Prau.g_01548	Syap.g_02001
OG0000819	Prau.g_01549	Syap.g_02002
OG0000820	Prau.g_01550	Syap.g_02003
OG0000821	Prau.g_01554	Syap.g_02009
OG0000822	Prau.g_01555	Syap.g_02011
OG0000824	Prau.g_01559	Syap.g_00008
OG0000825	Prau.g_01560	Syap.g_00009
OG0000826	Prau.g_01561	Syap.g_00010
OG0000827	Prau.g_01562	Syap.g_00011
OG0000828	Prau.g_01565	Syap.g_00014
OG0000829	Prau.g_01566	Syap.g_00015
OG0000830	Prau.g_01567	Syap.g_00016
OG0000831	Prau.g_01569	Syap.g_00019
OG0000832	Prau.g_01575	Syap.g_00752
OG0000833	Prau.g_01583	Syap.g_00021
OG0000834	Prau.g_01584	Syap.g_00023
OG0000835	Prau.g_01585	Syap.g_00024
OG0000836	Prau.g_01586	Syap.g_00026
OG0000837	Prau.g_01587	Syap.g_00027
OG0000838	Prau.g_01589	Syap.g_00031
OG0000839	Prau.g_01590	Syap.g_00032
OG0000840	Prau.g_01591	Syap.g_00033
OG0000841	Prau.g_01592	Syap.g_00034
OG0000842	Prau.g_01593	Syap.g_00035
OG0000843	Prau.g_01594	Syap.g_00036
OG0000844	Prau.g_01595	Syap.g_00039
OG0000845	Prau.g_01596	Syap.g_00040
OG0000846	Prau.g_01597	Syap.g_00042
OG0000847	Prau.g_01598	Syap.g_00043
OG0000848	Prau.g_01599	Syap.g_00045
OG0000849	Prau.g_01600	Syap.g_00046
OG0000850	Prau.g_01602	Syap.g_00310
OG0000851	Prau.g_01603	Syap.g_01214
OG0000852	Prau.g_01604	Syap.g_01215
OG0000853	Prau.g_01608	Syap.g_01219
OG0000854	Prau.g_01610	Syap.g_01222
OG0000855	Prau.g_01611	Syap.g_01223
OG0000856	Prau.g_01626	Syap.g_01286
OG0000857	Prau.g_01652	Syap.g_02722
OG0000858	Prau.g_01726	Syap.g_00612
OG0000859	Prau.g_01727	Syap.g_00613
OG0000860	Prau.g_01734	Syap.g_00623
OG0000861	Prau.g_01735	Syap.g_02789
OG0000862	Prau.g_01736	Syap.g_01789
OG0000863	Prau.g_01738	Syap.g_01784
OG0000864	Prau.g_01739	Syap.g_01783
OG0000865	Prau.g_01740	Syap.g_01781, Syap.g_01782
OG0000866	Prau.g_01741	Syap.g_01780
OG0000867	Prau.g_01742	Syap.g_01779
OG0000868	Prau.g_01743	Syap.g_01775
OG0000869	Prau.g_01747	Syap.g_01770
OG0000870	Prau.g_01752	Syap.g_01401
OG0000871	Prau.g_01753	Syap.g_01400
OG0000872	Prau.g_01754	Syap.g_01394
OG0000873	Prau.g_01757	Syap.g_01390
OG0000874	Prau.g_01760	Syap.g_01388
OG0000875	Prau.g_01761	Syap.g_01386
OG0000876	Prau.g_01762	Syap.g_00822
OG0000877	Prau.g_01764	Syap.g_01380
OG0000878	Prau.g_01765	Syap.g_01378
OG0000879	Prau.g_01766	Syap.g_01377
OG0000880	Prau.g_01767	Syap.g_01376
OG0000882	Prau.g_01776	Syap.g_01516
OG0000883	Prau.g_01777	Syap.g_01511
OG0000884	Prau.g_01779	Syap.g_01509
OG0000885	Prau.g_01780	Syap.g_01508
OG0000886	Prau.g_01781	Syap.g_01507
OG0000887	Prau.g_01782	Syap.g_01506
OG0000888	Prau.g_01784	Syap.g_01504
OG0000889	Prau.g_01786	Syap.g_01502
OG0000890	Prau.g_01787	Syap.g_01499
OG0000891	Prau.g_01788	Syap.g_01498
OG0000892	Prau.g_01790	Syap.g_02671
OG0000893	Prau.g_01794	Syap.g_02497
OG0000894	Prau.g_01796	Syap.g_02679
OG0000895	Prau.g_01799	Syap.g_00546
OG0000896	Prau.g_01800	Syap.g_00545
OG0000897	Prau.g_01802	Syap.g_00543
OG0000898	Prau.g_01803	Syap.g_00542
OG0000899	Prau.g_01804	Syap.g_00541
OG0000900	Prau.g_01805	Syap.g_00540
OG0000901	Prau.g_01808	Syap.g_01930
OG0000902	Prau.g_01810	Syap.g_01929
OG0000903	Prau.g_01813	Syap.g_01916
OG0000904	Prau.g_01815	Syap.g_01922
OG0000905	Prau.g_01820	Syap.g_01925
OG0000906	Prau.g_01821	Syap.g_01927
OG0000907	Prau.g_01827	Syap.g_01914
OG0000908	Prau.g_01830	Syap.g_01235
OG0000909	Prau.g_01831	Syap.g_01236
OG0000910	Prau.g_01832	Syap.g_01237
OG0000911	Prau.g_01834	Syap.g_00511
OG0000912	Prau.g_01835	Syap.g_00510
OG0000913	Prau.g_01836	Syap.g_00509
OG0000914	Prau.g_01837	Syap.g_00508
OG0000915	Prau.g_01838	Syap.g_00506
OG0000916	Prau.g_01839	Syap.g_00505
OG0000917	Prau.g_01840	Syap.g_00504
OG0000918	Prau.g_01841	Syap.g_00503
OG0000919	Prau.g_01842	Syap.g_00502
OG0000920	Prau.g_01843	Syap.g_00501
OG0000921	Prau.g_01844	Syap.g_00500
OG0000922	Prau.g_01845	Syap.g_00499
OG0000923	Prau.g_01849	Syap.g_00495
OG0000924	Prau.g_01850	Syap.g_00494
OG0000925	Prau.g_01851	Syap.g_00493
OG0000926	Prau.g_01852	Syap.g_00492
OG0000927	Prau.g_01854	Syap.g_00490
OG0000928	Prau.g_01855	Syap.g_00489
OG0000929	Prau.g_01856	Syap.g_00488
OG0000930	Prau.g_01857	Syap.g_00487
OG0000931	Prau.g_01858	Syap.g_00486
OG0000932	Prau.g_01859	Syap.g_00485
OG0000933	Prau.g_01863	Syap.g_00479
OG0000934	Prau.g_01865	Syap.g_00477
OG0000935	Prau.g_01866	Syap.g_00476
OG0000936	Prau.g_01867	Syap.g_00475
OG0000937	Prau.g_01868	Syap.g_00474
OG0000938	Prau.g_01870	Syap.g_00471
OG0000939	Prau.g_01871	Syap.g_00469
OG0000940	Prau.g_01878	Syap.g_00460
OG0000941	Prau.g_01880	Syap.g_00458
OG0000942	Prau.g_01882	Syap.g_00606
OG0000943	Prau.g_01883	Syap.g_00604
OG0000944	Prau.g_01884	Syap.g_00602
OG0000945	Prau.g_01885	Syap.g_00601
OG0000946	Prau.g_01889	Syap.g_00595
OG0000947	Prau.g_01891	Syap.g_00591
OG0000948	Prau.g_01892	Syap.g_00590
OG0000949	Prau.g_01895	Syap.g_01051
OG0000950	Prau.g_01900	Syap.g_01061
OG0000951	Prau.g_01904	Syap.g_01070
OG0000952	Prau.g_01908	Syap.g_01074
OG0000953	Prau.g_01911	Syap.g_01078
OG0000954	Prau.g_01915	Syap.g_01089
OG0000955	Prau.g_01916	Syap.g_01090
OG0000956	Prau.g_01918	Syap.g_01092
OG0000957	Prau.g_01923	Syap.g_01109
OG0000958	Prau.g_01924	Syap.g_01110
OG0000959	Prau.g_01928	Syap.g_01114
OG0000960	Prau.g_01929	Syap.g_01115
OG0000961	Prau.g_01931	Syap.g_02170
OG0000962	Prau.g_01933	Syap.g_01121
OG0000963	Prau.g_01937	Syap.g_01124
OG0000964	Prau.g_01938	Syap.g_01125
OG0000965	Prau.g_01939	Syap.g_01126
OG0000966	Prau.g_01946	Syap.g_01141
OG0000967	Prau.g_01951	Syap.g_00633
OG0000968	Prau.g_01953	Syap.g_00998
OG0000969	Prau.g_01954	Syap.g_00996
OG0000970	Prau.g_01955	Syap.g_00995
OG0000971	Prau.g_01956	Syap.g_00993
OG0000972	Prau.g_01957	Syap.g_00992
OG0000973	Prau.g_01958	Syap.g_00991
OG0000974	Prau.g_01959	Syap.g_00990
OG0000975	Prau.g_01960	Syap.g_00989
OG0000976	Prau.g_01961	Syap.g_00988
OG0000977	Prau.g_01962	Syap.g_00986
OG0000978	Prau.g_01963	Syap.g_00985
OG0000979	Prau.g_01966	Syap.g_00980
OG0000980	Prau.g_01968	Syap.g_00977
OG0000981	Prau.g_01970	Syap.g_01812
OG0000982	Prau.g_01972	Syap.g_00132
OG0000983	Prau.g_01973	Syap.g_00134
OG0000984	Prau.g_01974	Syap.g_00135
OG0000985	Prau.g_01977	Syap.g_00140
OG0000986	Prau.g_01979	Syap.g_01044
OG0000987	Prau.g_01980	Syap.g_01033
OG0000988	Prau.g_01983	Syap.g_01027
OG0000989	Prau.g_01986	Syap.g_01011
OG0000990	Prau.g_01989	Syap.g_02087
OG0000991	Prau.g_01990	Syap.g_02091
OG0000992	Prau.g_01992	Syap.g_02095
OG0000993	Prau.g_01993	Syap.g_02097
OG0000994	Prau.g_01994	Syap.g_02101
OG0000996	Prau.g_01999	Syap.g_01817
OG0000997	Prau.g_02000	Syap.g_02590
OG0000998	Prau.g_02002	Syap.g_02591
OG0000999	Prau.g_02003	Syap.g_02592
OG0001001	Prau.g_02008	Syap.g_02605
OG0001002	Prau.g_02012	Syap.g_00124
OG0001003	Prau.g_02014	Syap.g_02310
OG0001004	Prau.g_02015	Syap.g_02311
OG0001005	Prau.g_02016	Syap.g_02312
OG0001006	Prau.g_02020	Syap.g_00053
OG0001007	Prau.g_02022	Syap.g_00055
OG0001008	Prau.g_00478	Syap.g_02060
OG0001012	Prau.g_00050	Syap.g_00371
OG0001013	Prau.g_00056	Syap.g_01325
OG0001016	Prau.g_00074	Syap.g_01695
OG0001033	Prau.g_00209	Syap.g_00105
OG0001035	Prau.g_00256	Syap.g_01594
OG0001038	Prau.g_00280	Syap.g_01362
OG0001039	Prau.g_00283	Syap.g_01359
OG0001040	Prau.g_00285	Syap.g_01356
OG0001041	Prau.g_00289	Syap.g_01352
OG0001043	Prau.g_00307	Syap.g_01676
OG0001044	Prau.g_00335	Syap.g_00571
OG0001053	Prau.g_00524	Syap.g_02253
OG0001054	Prau.g_00539	Syap.g_00274
OG0001055	Prau.g_00558	Syap.g_00252
OG0001059	Prau.g_00593	Syap.g_00306
OG0001060	Prau.g_00600	Syap.g_00299
OG0001061	Prau.g_00613	Syap.g_01309
OG0001062	Prau.g_00615	Syap.g_01314
OG0001072	Prau.g_00628	Syap.g_00441
OG0001073	Prau.g_00642	Syap.g_00122, Syap.g_00455
OG0001078	Prau.g_00676	Syap.g_00896
OG0001080	Prau.g_00693	Syap.g_02505
OG0001085	Prau.g_00710	Syap.g_01953
OG0001094	Prau.g_00848	Syap.g_00187
OG0001095	Prau.g_00867	Syap.g_02725
OG0001096	Prau.g_00880	Syap.g_02709
OG0001100	Prau.g_00950	Syap.g_02369
OG0001102	Prau.g_00954	Syap.g_01258
OG0001104	Prau.g_00978	Syap.g_00171
OG0001105	Prau.g_00982	Syap.g_00175
OG0001107	Prau.g_01013	Syap.g_02015
OG0001108	Prau.g_01017	Syap.g_00119
OG0001122	Prau.g_01061	Syap.g_02766
OG0001123	Prau.g_01065	Syap.g_01872
OG0001133	Prau.g_01160	Syap.g_01292
OG0001136	Prau.g_01204	Syap.g_00230
OG0001137	Prau.g_01214	Syap.g_00213
OG0001140	Prau.g_01234	Syap.g_02134
OG0001152	Prau.g_01425	Syap.g_02447
OG0001154	Prau.g_01564	Syap.g_00013
OG0001155	Prau.g_01576	Syap.g_00750
OG0001160	Prau.g_01606	Syap.g_01217
OG0001162	Prau.g_01630	Syap.g_02366
OG0001163	Prau.g_01724	Syap.g_00609
OG0001164	Prau.g_01728	Syap.g_00614
OG0001165	Prau.g_01731	Syap.g_00619
OG0001168	Prau.g_01770	Syap.g_01372
OG0001171	Prau.g_01783	Syap.g_01505
OG0001172	Prau.g_01797	Syap.g_00547
OG0001177	Prau.g_01817	Syap.g_01920
OG0001178	Prau.g_01822	Syap.g_01786, Syap.g_01787
OG0001179	Prau.g_01853	Syap.g_00491
OG0001180	Prau.g_01875	Syap.g_00097, Syap.g_00465
OG0001181	Prau.g_01879	Syap.g_00459
OG0001183	Prau.g_01890	Syap.g_00594
OG0001185	Prau.g_01920	Syap.g_01104
OG0001186	Prau.g_01943	Syap.g_01140
OG0001187	Prau.g_01947	Syap.g_01142
OG0001188	Prau.g_01950	Syap.g_00634
OG0001189	Prau.g_01967	Syap.g_00979
OG0001191	Prau.g_01981	Syap.g_01030
OG0001192	Prau.g_01985	Syap.g_01021
OG0001197	Prau.g_02011	Syap.g_00126
OG0001198	Prau.g_02019	Syap.g_00052
OG0001199	Prau.g_00075	Syap.g_01696
OG0001200	Prau.g_00077	Syap.g_01698
OG0001202	Prau.g_00200	Syap.g_01613
OG0001203	Prau.g_00239	Syap.g_01154
OG0001204	Prau.g_00245	Syap.g_01577
OG0001214	Prau.g_00677	Syap.g_00897
OG0001217	Prau.g_00800	Syap.g_01464
OG0001218	Prau.g_00809	Syap.g_00020
OG0001219	Prau.g_00843	Syap.g_02794
OG0001221	Prau.g_00967	Syap.g_01777
OG0001222	Prau.g_01007	Syap.g_02027
OG0001224	Prau.g_01085	Syap.g_01551
OG0001225	Prau.g_01087	Syap.g_01553
OG0001226	Prau.g_01112	Syap.g_02551
OG0001228	Prau.g_01251	Syap.g_01063
OG0001229	Prau.g_01407	Syap.g_00827
OG0001230	Prau.g_01520	Syap.g_02116
OG0001231	Prau.g_01628	Syap.g_00073
OG0001232	Prau.g_01755	Syap.g_01393
OG0001235	Prau.g_01819	Syap.g_01924
OG0001236	Prau.g_01903	Syap.g_01069
OG0001237	Prau.g_01907	Syap.g_01073
OG0001238	Prau.g_01982	Syap.g_01028
OG0001242	Prau.g_00120	Syap.g_02227, Syap.g_02229
OG0001243	Prau.g_00126	Syap.g_02219
OG0001244	Prau.g_00142	Syap.g_02192
OG0001246	Prau.g_00545	Syap.g_00267, Syap.g_01165
OG0001248	Prau.g_00725	Syap.g_00423
OG0001249	Prau.g_00832	Syap.g_00575
OG0001250	Prau.g_00894	Syap.g_01836
OG0001251	Prau.g_00943	Syap.g_01549, Syap.g_01727
OG0001253	Prau.g_01131	Syap.g_01969
OG0001255	Prau.g_01191	Syap.g_02523
OG0001256	Prau.g_01621	Syap.g_01225
OG0001257	Prau.g_01627	Syap.g_00374, Syap.g_00373
OG0001258	Prau.g_01729	Syap.g_00617
OG0001260	Prau.g_01789	Syap.g_01497
OG0001261	Prau.g_01861	Syap.g_00482
OG0001262	Prau.g_01965	Syap.g_00981
OG0001263	Prau.g_00129	Syap.g_02216
OG0001265	Prau.g_00119	Syap.g_02231
OG0001266	Prau.g_00204	Syap.g_01618
OG0001267	Prau.g_00282	Syap.g_01360
OG0001268	Prau.g_00341	Syap.g_00563
OG0001270	Prau.g_00475	Syap.g_02056
OG0001271	Prau.g_00513	Syap.g_02759
OG0001272	Prau.g_00527	Syap.g_02250
OG0001274	Prau.g_00743	Syap.g_01897
OG0001275	Prau.g_01043	Syap.g_02694
OG0001276	Prau.g_01064	Syap.g_01873
OG0001277	Prau.g_01120	Syap.g_01293
OG0001278	Prau.g_01256	Syap.g_02438
OG0001279	Prau.g_01320	Syap.g_02663
OG0001282	Prau.g_01410	Syap.g_01701
OG0001284	Prau.g_01601	Syap.g_00047
OG0001286	Prau.g_01873	Syap.g_00467
OG0001287	Prau.g_01927	Syap.g_00418
OG0001288	Prau.g_01936	Syap.g_01123
OG0001289	Prau.g_00088	Syap.g_02365
OG0001291	Prau.g_00136	Syap.g_02207
OG0001292	Prau.g_00250	Syap.g_01583
OG0001297	Prau.g_00555	Syap.g_00255
OG0001299	Prau.g_00706	Syap.g_01959
OG0001303	Prau.g_01047	Syap.g_02795
OG0001304	Prau.g_01074	Syap.g_00536
OG0001305	Prau.g_01093	Syap.g_01562
OG0001306	Prau.g_01193	Syap.g_00245
OG0001307	Prau.g_01392	Syap.g_00403
OG0001308	Prau.g_01541	Syap.g_02751, Syap.g_02750
OG0001310	Prau.g_01744	Syap.g_01774
OG0001311	Prau.g_01066	Syap.g_01871
OG0001315	Prau.g_00063	Syap.g_00596
OG0001318	Prau.g_00258	Syap.g_01596, Syap.g_01597
OG0001319	Prau.g_00274	Syap.g_02338
OG0001323	Prau.g_00560	Syap.g_00757
OG0001326	Prau.g_00931	Syap.g_02646
OG0001332	Prau.g_01574	Syap.g_01548
OG0001333	Prau.g_01769	Syap.g_01373
OG0001336	Prau.g_02007	Syap.g_02602
OG0001345	Prau.g_01225	Syap.g_01877, Syap.g_02776
OG0001346	Prau.g_01372	Syap.g_01484
OG0001349	Prau.g_01530	Syap.g_01264, Syap.g_00851
OG0001351	Prau.g_00495	Syap.g_01996
OG0001358	Prau.g_00660	Syap.g_00942
OG0001360	Prau.g_01132	Syap.g_01881, Syap.g_02778
OG0001361	Prau.g_01222	Syap.g_01792
OG0001364	Prau.g_01896	Syap.g_01052
OG0001365	Prau.g_01975	Syap.g_00138
OG0001371	Prau.g_00719	Syap.g_02545, Syap.g_02544
OG0001373	Prau.g_00930	Syap.g_02647
OG0001374	Prau.g_00938	Syap.g_01829, Syap.g_01830
OG0001376	Prau.g_01098	Syap.g_01991
OG0001377	Prau.g_01099	Syap.g_01992
OG0001378	Prau.g_01141	Syap.g_02055
OG0001382	Prau.g_01640	Syap.g_00677
OG0001385	Prau.g_00927	Syap.g_02650
OG0001386	Prau.g_00928	Syap.g_02649
OG0001387	Prau.g_00929	Syap.g_02648
OG0001388	Prau.g_00932	Syap.g_02645
OG0001389	Prau.g_00933	Syap.g_02644
OG0001390	Prau.g_00934	Syap.g_02643
OG0001391	Prau.g_00935	Syap.g_01833
OG0001392	Prau.g_00936	Syap.g_01832
OG0001393	Prau.g_00937	Syap.g_01831
OG0001394	Prau.g_00971	Syap.g_00159
OG0001395	Prau.g_01076	Syap.g_00531
OG0001398	Prau.g_01653	Syap.g_02356
OG0001406	Prau.g_01097	Syap.g_01989
OG0001408	Prau.g_01115	Syap.g_01862
OG0001411	Prau.g_01452	Syap.g_00853
OG0001415	Prau.g_00232	Syap.g_00447, Syap.g_00446
OG0001418	Prau.g_00724	Syap.g_00221
OG0001420	Prau.g_01150	Syap.g_02736
OG0001422	Prau.g_01645	Syap.g_01682
