Orthogroup	Prau	Prap
OG0000581	Prau.g_00643	Prap.g_01162
OG0000582	Prau.g_00646	Prap.g_01159
OG0000583	Prau.g_00647	Prap.g_01158
OG0000584	Prau.g_00648	Prap.g_01157
OG0000585	Prau.g_00650	Prap.g_01155
OG0000586	Prau.g_00651	Prap.g_01154
OG0000587	Prau.g_00652	Prap.g_01153
OG0000588	Prau.g_00656	Prap.g_01149
OG0000589	Prau.g_00661	Prap.g_01147
OG0000590	Prau.g_00662	Prap.g_01146
OG0000591	Prau.g_00665	Prap.g_01142
OG0000592	Prau.g_00666	Prap.g_01141
OG0000593	Prau.g_00672	Prap.g_00395
OG0000594	Prau.g_00673	Prap.g_00394
OG0000595	Prau.g_00674	Prap.g_00393
OG0000596	Prau.g_00678	Prap.g_00389
OG0000597	Prau.g_00680	Prap.g_00386
OG0000598	Prau.g_00681	Prap.g_00385
OG0000599	Prau.g_00684	Prap.g_00382
OG0000600	Prau.g_00685	Prap.g_00381
OG0000601	Prau.g_00686	Prap.g_00380
OG0000602	Prau.g_00688	Prap.g_00378
OG0000603	Prau.g_00689	Prap.g_00377
OG0000604	Prau.g_00690	Prap.g_00376
OG0000605	Prau.g_00691	Prap.g_00375
OG0000606	Prau.g_00694	Prap.g_00372
OG0000607	Prau.g_00697	Prap.g_00369
OG0000608	Prau.g_00698	Prap.g_00368
OG0000609	Prau.g_00699	Prap.g_00367
OG0000610	Prau.g_00704	Prap.g_00361
OG0000611	Prau.g_00707	Prap.g_00358
OG0000612	Prau.g_00708	Prap.g_00357
OG0000613	Prau.g_00713	Prap.g_00828
OG0000614	Prau.g_00732	Prap.g_00807
OG0000615	Prau.g_00740	Prap.g_00796
OG0000616	Prau.g_00744	Prap.g_01489
OG0000617	Prau.g_00761	Prap.g_00341
OG0000618	Prau.g_00762	Prap.g_00340
OG0000619	Prau.g_00763	Prap.g_00339
OG0000620	Prau.g_00766	Prap.g_00336
OG0000621	Prau.g_00767	Prap.g_00335
OG0000622	Prau.g_00768	Prap.g_00334
OG0000623	Prau.g_00769	Prap.g_00333
OG0000624	Prau.g_00770	Prap.g_00331
OG0000625	Prau.g_00771	Prap.g_00330
OG0000626	Prau.g_00772	Prap.g_00329
OG0000627	Prau.g_00773	Prap.g_00328
OG0000628	Prau.g_00774	Prap.g_00327
OG0000629	Prau.g_00775	Prap.g_00326
OG0000630	Prau.g_00778	Prap.g_00323
OG0000631	Prau.g_00845	Prap.g_00683
OG0000632	Prau.g_00846	Prap.g_00682
OG0000633	Prau.g_00847	Prap.g_00681
OG0000634	Prau.g_00850	Prap.g_00787
OG0000635	Prau.g_00851	Prap.g_00786
OG0000636	Prau.g_00853	Prap.g_00784
OG0000637	Prau.g_00855	Prap.g_00782
OG0000638	Prau.g_00856	Prap.g_00781
OG0000639	Prau.g_00857	Prap.g_00780
OG0000640	Prau.g_00858	Prap.g_00779
OG0000641	Prau.g_00862	Prap.g_00775
OG0000642	Prau.g_00863	Prap.g_00774
OG0000643	Prau.g_00864	Prap.g_00773
OG0000644	Prau.g_00865	Prap.g_00772
OG0000645	Prau.g_00866	Prap.g_00771
OG0000646	Prau.g_00868	Prap.g_00769
OG0000647	Prau.g_00869	Prap.g_00767
OG0000648	Prau.g_00871	Prap.g_00765
OG0000649	Prau.g_00872	Prap.g_00764
OG0000650	Prau.g_00873	Prap.g_00763
OG0000651	Prau.g_00874	Prap.g_00762
OG0000652	Prau.g_00875	Prap.g_00761
OG0000653	Prau.g_00877	Prap.g_00759
OG0000654	Prau.g_00878	Prap.g_00758
OG0000655	Prau.g_00879	Prap.g_00757
OG0000656	Prau.g_00882	Prap.g_00754
OG0000657	Prau.g_00889	Prap.g_00746
OG0000658	Prau.g_00890	Prap.g_00744
OG0000659	Prau.g_00891	Prap.g_00743
OG0000660	Prau.g_00895	Prap.g_00739
OG0000661	Prau.g_00897	Prap.g_00737
OG0000662	Prau.g_00899	Prap.g_00735
OG0000663	Prau.g_00902	Prap.g_00733
OG0000664	Prau.g_00903	Prap.g_00732
OG0000665	Prau.g_00907	Prap.g_00726
OG0000666	Prau.g_00908	Prap.g_00725
OG0000667	Prau.g_00912	Prap.g_00721
OG0000668	Prau.g_00942	Prap.g_00660
OG0000669	Prau.g_00949	Prap.g_00869
OG0000670	Prau.g_00951	Prap.g_00866
OG0000671	Prau.g_00953	Prap.g_00863
OG0000672	Prau.g_00955	Prap.g_00860
OG0000673	Prau.g_00957	Prap.g_00857
OG0000674	Prau.g_00959	Prap.g_00855
OG0000675	Prau.g_00960	Prap.g_00854
OG0000676	Prau.g_00962	Prap.g_00852
OG0000677	Prau.g_00963	Prap.g_00851
OG0000678	Prau.g_00965	Prap.g_00849
OG0000679	Prau.g_00969	Prap.g_00845
OG0000680	Prau.g_00970	Prap.g_00844
OG0000681	Prau.g_00973	Prap.g_00841
OG0000682	Prau.g_00974	Prap.g_00840
OG0000683	Prau.g_00975	Prap.g_00839
OG0000684	Prau.g_00977	Prap.g_00837
OG0000685	Prau.g_00979	Prap.g_00835
OG0000686	Prau.g_00980	Prap.g_00834
OG0000687	Prau.g_00981	Prap.g_00833
OG0000688	Prau.g_00984	Prap.g_00353
OG0000689	Prau.g_00985	Prap.g_00352
OG0000690	Prau.g_00986	Prap.g_00351
OG0000691	Prau.g_00987	Prap.g_00350
OG0000692	Prau.g_00989	Prap.g_00348
OG0000693	Prau.g_00990	Prap.g_00347
OG0000694	Prau.g_00991	Prap.g_00346
OG0000695	Prau.g_00993	Prap.g_00679
OG0000696	Prau.g_00994	Prap.g_00678
OG0000697	Prau.g_00995	Prap.g_00677
OG0000698	Prau.g_00998	Prap.g_00239
OG0000699	Prau.g_00999	Prap.g_00240
OG0000700	Prau.g_01000	Prap.g_00241
OG0000701	Prau.g_01001	Prap.g_00242
OG0000702	Prau.g_01003	Prap.g_00244
OG0000703	Prau.g_01004	Prap.g_00245
OG0000704	Prau.g_01005	Prap.g_00247
OG0000705	Prau.g_01009	Prap.g_00250
OG0000706	Prau.g_01010	Prap.g_00251
OG0000707	Prau.g_01011	Prap.g_00252
OG0000708	Prau.g_01012	Prap.g_00254
OG0000709	Prau.g_01016	Prap.g_00258
OG0000710	Prau.g_01019	Prap.g_00261
OG0000711	Prau.g_01036	Prap.g_00279
OG0000712	Prau.g_01038	Prap.g_00280
OG0000713	Prau.g_01039	Prap.g_00281
OG0000714	Prau.g_01040	Prap.g_00282
OG0000715	Prau.g_01042	Prap.g_00284
OG0000716	Prau.g_01044	Prap.g_00286
OG0000717	Prau.g_01045	Prap.g_00287
OG0000718	Prau.g_01058	Prap.g_00291
OG0000719	Prau.g_01060	Prap.g_00293
OG0000720	Prau.g_01069	Prap.g_00305
OG0000721	Prau.g_01071	Prap.g_00309
OG0000722	Prau.g_01072	Prap.g_00310
OG0000723	Prau.g_01075	Prap.g_00314
OG0000724	Prau.g_01084	Prap.g_00703
OG0000725	Prau.g_01090	Prap.g_00709
OG0000726	Prau.g_01091	Prap.g_00710
OG0000727	Prau.g_01092	Prap.g_00711
OG0000728	Prau.g_01094	Prap.g_00713
OG0000729	Prau.g_01138	Prap.g_00539
OG0000730	Prau.g_01142	Prap.g_00498
OG0000731	Prau.g_01146	Prap.g_01366
OG0000732	Prau.g_01155	Prap.g_01538
OG0000733	Prau.g_01175	Prap.g_01882
OG0000734	Prau.g_01192	Prap.g_00472
OG0000735	Prau.g_01194	Prap.g_00470
OG0000736	Prau.g_01195	Prap.g_00469
OG0000737	Prau.g_01196	Prap.g_00468
OG0000738	Prau.g_01200	Prap.g_00464
OG0000739	Prau.g_01201	Prap.g_00463
OG0000740	Prau.g_01202	Prap.g_00462
OG0000741	Prau.g_01203	Prap.g_00460
OG0000742	Prau.g_01205	Prap.g_00457
OG0000743	Prau.g_01207	Prap.g_00455
OG0000744	Prau.g_01208	Prap.g_00454
OG0000745	Prau.g_01209	Prap.g_00453
OG0000746	Prau.g_01211	Prap.g_00451
OG0000747	Prau.g_01212	Prap.g_00450
OG0000748	Prau.g_01215	Prap.g_00446
OG0000749	Prau.g_01216	Prap.g_00445
OG0000750	Prau.g_01217	Prap.g_00444
OG0000751	Prau.g_01219	Prap.g_00441
OG0000752	Prau.g_01221	Prap.g_00439
OG0000753	Prau.g_01224	Prap.g_00437
OG0000754	Prau.g_01227	Prap.g_00434
OG0000755	Prau.g_01230	Prap.g_00428
OG0000756	Prau.g_01231	Prap.g_00427
OG0000757	Prau.g_01237	Prap.g_00420
OG0000758	Prau.g_01238	Prap.g_00419
OG0000759	Prau.g_01239	Prap.g_00418
OG0000760	Prau.g_01240	Prap.g_00417
OG0000761	Prau.g_01241	Prap.g_00416
OG0000762	Prau.g_01242	Prap.g_00415
OG0000763	Prau.g_01244	Prap.g_00413
OG0000764	Prau.g_01245	Prap.g_00412
OG0000765	Prau.g_01254	Prap.g_00404
OG0000766	Prau.g_01255	Prap.g_00403
OG0000767	Prau.g_01257	Prap.g_00401
OG0000768	Prau.g_01258	Prap.g_00400
OG0000769	Prau.g_01260	Prap.g_00398
OG0000770	Prau.g_01262	Prap.g_01136
OG0000771	Prau.g_01271	Prap.g_00217
OG0000772	Prau.g_01346	Prap.g_01853
OG0000773	Prau.g_01361	Prap.g_00552
OG0000774	Prau.g_01363	Prap.g_00554
OG0000775	Prau.g_01366	Prap.g_00556
OG0000776	Prau.g_01367	Prap.g_00557
OG0000777	Prau.g_01368	Prap.g_00558
OG0000778	Prau.g_01369	Prap.g_00559
OG0000779	Prau.g_01373	Prap.g_00563
OG0000780	Prau.g_01374	Prap.g_00564
OG0000781	Prau.g_01377	Prap.g_00568
OG0000782	Prau.g_01378	Prap.g_00569
OG0000783	Prau.g_01379	Prap.g_00570
OG0000784	Prau.g_01380	Prap.g_00571
OG0000785	Prau.g_01382	Prap.g_00573
OG0000786	Prau.g_01384	Prap.g_00576
OG0000787	Prau.g_01385	Prap.g_00577
OG0000788	Prau.g_01396	Prap.g_01268
OG0000789	Prau.g_01399	Prap.g_00220
OG0000790	Prau.g_01414	Prap.g_00064
OG0000791	Prau.g_01416	Prap.g_00066
OG0000792	Prau.g_01417	Prap.g_00067
OG0000793	Prau.g_01420	Prap.g_00070
OG0000794	Prau.g_01421	Prap.g_00071
OG0000795	Prau.g_01422	Prap.g_00072
OG0000796	Prau.g_01426	Prap.g_00076
OG0000797	Prau.g_01427	Prap.g_00077
OG0000799	Prau.g_01510	Prap.g_00104
OG0000800	Prau.g_01511	Prap.g_00105
OG0000801	Prau.g_01512	Prap.g_00106
OG0000802	Prau.g_01514	Prap.g_00108
OG0000803	Prau.g_01516	Prap.g_00110
OG0000804	Prau.g_01517	Prap.g_00111
OG0000805	Prau.g_01519	Prap.g_00113
OG0000806	Prau.g_01521	Prap.g_00115
OG0000807	Prau.g_01522	Prap.g_00116
OG0000808	Prau.g_01523	Prap.g_00117
OG0000809	Prau.g_01526	Prap.g_00119
OG0000810	Prau.g_01527	Prap.g_00120
OG0000811	Prau.g_01534	Prap.g_00124
OG0000812	Prau.g_01536	Prap.g_00126
OG0000813	Prau.g_01537	Prap.g_00127
OG0000814	Prau.g_01539	Prap.g_00129
OG0000815	Prau.g_01540	Prap.g_00130
OG0000816	Prau.g_01542	Prap.g_00132
OG0000817	Prau.g_01543	Prap.g_00133
OG0000818	Prau.g_01548	Prap.g_00138
OG0000819	Prau.g_01549	Prap.g_00139
OG0000820	Prau.g_01550	Prap.g_00140
OG0000821	Prau.g_01554	Prap.g_00144
OG0000822	Prau.g_01555	Prap.g_00145
OG0000823	Prau.g_01556	Prap.g_00146
OG0000824	Prau.g_01559	Prap.g_00149
OG0000825	Prau.g_01560	Prap.g_00150
OG0000826	Prau.g_01561	Prap.g_00151
OG0000827	Prau.g_01562	Prap.g_00152
OG0000828	Prau.g_01565	Prap.g_00155
OG0000829	Prau.g_01566	Prap.g_00156
OG0000830	Prau.g_01567	Prap.g_00157
OG0000831	Prau.g_01569	Prap.g_00159
OG0000832	Prau.g_01575	Prap.g_00169
OG0000833	Prau.g_01583	Prap.g_00178
OG0000834	Prau.g_01584	Prap.g_00179
OG0000835	Prau.g_01585	Prap.g_00180
OG0000836	Prau.g_01586	Prap.g_00181
OG0000837	Prau.g_01587	Prap.g_00182
OG0000838	Prau.g_01589	Prap.g_00184
OG0000839	Prau.g_01590	Prap.g_00185
OG0000840	Prau.g_01591	Prap.g_00186
OG0000841	Prau.g_01592	Prap.g_00187
OG0000842	Prau.g_01593	Prap.g_00188
OG0000843	Prau.g_01594	Prap.g_00189
OG0000844	Prau.g_01595	Prap.g_00190
OG0000845	Prau.g_01596	Prap.g_00191
OG0000846	Prau.g_01597	Prap.g_00192
OG0000847	Prau.g_01598	Prap.g_00193
OG0000848	Prau.g_01599	Prap.g_00194
OG0000849	Prau.g_01600	Prap.g_00195
OG0000850	Prau.g_01602	Prap.g_00197
OG0000851	Prau.g_01603	Prap.g_00198
OG0000852	Prau.g_01604	Prap.g_00199
OG0000853	Prau.g_01608	Prap.g_00205
OG0000854	Prau.g_01610	Prap.g_00207
OG0000855	Prau.g_01611	Prap.g_00208
OG0000856	Prau.g_01626	Prap.g_01139
OG0000857	Prau.g_01652	Prap.g_00768
OG0000858	Prau.g_01726	Prap.g_01786
OG0000859	Prau.g_01727	Prap.g_01785
OG0000860	Prau.g_01734	Prap.g_01777
OG0000861	Prau.g_01735	Prap.g_01776
OG0000862	Prau.g_01736	Prap.g_01775
OG0000863	Prau.g_01738	Prap.g_01773
OG0000864	Prau.g_01739	Prap.g_01772
OG0000865	Prau.g_01740	Prap.g_01771
OG0000866	Prau.g_01741	Prap.g_01770
OG0000867	Prau.g_01742	Prap.g_01769
OG0000868	Prau.g_01743	Prap.g_01767
OG0000869	Prau.g_01747	Prap.g_01764
OG0000870	Prau.g_01752	Prap.g_01759
OG0000871	Prau.g_01753	Prap.g_01758
OG0000872	Prau.g_01754	Prap.g_01757
OG0000873	Prau.g_01757	Prap.g_01753
OG0000874	Prau.g_01760	Prap.g_01750
OG0000875	Prau.g_01761	Prap.g_01749
OG0000876	Prau.g_01762	Prap.g_01748
OG0000877	Prau.g_01764	Prap.g_01746
OG0000878	Prau.g_01765	Prap.g_01745
OG0000879	Prau.g_01766	Prap.g_01744
OG0000880	Prau.g_01767	Prap.g_01743
OG0000881	Prau.g_01771	Prap.g_01739
OG0000882	Prau.g_01776	Prap.g_01734
OG0000883	Prau.g_01777	Prap.g_01732
OG0000884	Prau.g_01779	Prap.g_01730
OG0000885	Prau.g_01780	Prap.g_01729
OG0000886	Prau.g_01781	Prap.g_01728
OG0000887	Prau.g_01782	Prap.g_01727
OG0000888	Prau.g_01784	Prap.g_01725
OG0000889	Prau.g_01786	Prap.g_01723
OG0000890	Prau.g_01787	Prap.g_01722
OG0000891	Prau.g_01788	Prap.g_01721
OG0000892	Prau.g_01790	Prap.g_01719
OG0000893	Prau.g_01794	Prap.g_01715
OG0000894	Prau.g_01796	Prap.g_01712
OG0000895	Prau.g_01799	Prap.g_01708
OG0000896	Prau.g_01800	Prap.g_01707
OG0000897	Prau.g_01802	Prap.g_01705
OG0000898	Prau.g_01803	Prap.g_01704
OG0000899	Prau.g_01804	Prap.g_01703
OG0000900	Prau.g_01805	Prap.g_01702
OG0000901	Prau.g_01808	Prap.g_01699
OG0000902	Prau.g_01810	Prap.g_01697
OG0000903	Prau.g_01813	Prap.g_01693
OG0000904	Prau.g_01815	Prap.g_01689
OG0000905	Prau.g_01820	Prap.g_01695
OG0000906	Prau.g_01821	Prap.g_01696
OG0000907	Prau.g_01827	Prap.g_01686
OG0000908	Prau.g_01830	Prap.g_01683
OG0000909	Prau.g_01831	Prap.g_01682
OG0000910	Prau.g_01832	Prap.g_01681
OG0000911	Prau.g_01834	Prap.g_01679
OG0000912	Prau.g_01835	Prap.g_01678
OG0000913	Prau.g_01836	Prap.g_01677
OG0000914	Prau.g_01837	Prap.g_01676
OG0000915	Prau.g_01838	Prap.g_01675
OG0000916	Prau.g_01839	Prap.g_01674
OG0000917	Prau.g_01840	Prap.g_01673
OG0000918	Prau.g_01841	Prap.g_01672
OG0000919	Prau.g_01842	Prap.g_01671
OG0000920	Prau.g_01843	Prap.g_01670
OG0000921	Prau.g_01844	Prap.g_01669
OG0000922	Prau.g_01845	Prap.g_01668
OG0000923	Prau.g_01849	Prap.g_01664
OG0000924	Prau.g_01850	Prap.g_01663
OG0000925	Prau.g_01851	Prap.g_01662
OG0000926	Prau.g_01852	Prap.g_01661
OG0000927	Prau.g_01854	Prap.g_01659
OG0000928	Prau.g_01855	Prap.g_01658
OG0000929	Prau.g_01856	Prap.g_01657
OG0000930	Prau.g_01857	Prap.g_01656
OG0000931	Prau.g_01858	Prap.g_01655
OG0000932	Prau.g_01859	Prap.g_01654
OG0000933	Prau.g_01863	Prap.g_01650
OG0000934	Prau.g_01865	Prap.g_01647
OG0000935	Prau.g_01866	Prap.g_01646
OG0000936	Prau.g_01867	Prap.g_01645
OG0000937	Prau.g_01868	Prap.g_01644
OG0000938	Prau.g_01870	Prap.g_01641
OG0000939	Prau.g_01871	Prap.g_01640
OG0000940	Prau.g_01878	Prap.g_01633
OG0000941	Prau.g_01880	Prap.g_01631
OG0000942	Prau.g_01882	Prap.g_01629
OG0000943	Prau.g_01883	Prap.g_01628
OG0000944	Prau.g_01884	Prap.g_01626
OG0000945	Prau.g_01885	Prap.g_01625
OG0000946	Prau.g_01889	Prap.g_01620
OG0000947	Prau.g_01891	Prap.g_01618
OG0000948	Prau.g_01892	Prap.g_01617
OG0000949	Prau.g_01895	Prap.g_01614
OG0000950	Prau.g_01900	Prap.g_01607
OG0000951	Prau.g_01904	Prap.g_01603
OG0000952	Prau.g_01908	Prap.g_01599
OG0000953	Prau.g_01911	Prap.g_01595
OG0000954	Prau.g_01915	Prap.g_01591
OG0000955	Prau.g_01916	Prap.g_01590
OG0000956	Prau.g_01918	Prap.g_01588
OG0000957	Prau.g_01923	Prap.g_01582
OG0000958	Prau.g_01924	Prap.g_01581
OG0000959	Prau.g_01928	Prap.g_01577
OG0000960	Prau.g_01929	Prap.g_01576
OG0000961	Prau.g_01931	Prap.g_01573
OG0000962	Prau.g_01933	Prap.g_01571
OG0000963	Prau.g_01937	Prap.g_01567
OG0000964	Prau.g_01938	Prap.g_01566
OG0000965	Prau.g_01939	Prap.g_01565
OG0000966	Prau.g_01946	Prap.g_01559
OG0000967	Prau.g_01951	Prap.g_01555
OG0000968	Prau.g_01953	Prap.g_01553
OG0000969	Prau.g_01954	Prap.g_01552
OG0000970	Prau.g_01955	Prap.g_01551
OG0000971	Prau.g_01956	Prap.g_01550
OG0000972	Prau.g_01957	Prap.g_01549
OG0000973	Prau.g_01958	Prap.g_01548
OG0000974	Prau.g_01959	Prap.g_01547
OG0000975	Prau.g_01960	Prap.g_01546
OG0000976	Prau.g_01961	Prap.g_01545
OG0000977	Prau.g_01962	Prap.g_01544
OG0000978	Prau.g_01963	Prap.g_01543
OG0000979	Prau.g_01966	Prap.g_01541
OG0000980	Prau.g_01968	Prap.g_01539
OG0000981	Prau.g_01970	Prap.g_01536
OG0000982	Prau.g_01972	Prap.g_01534
OG0000983	Prau.g_01973	Prap.g_01533
OG0000984	Prau.g_01974	Prap.g_01532
OG0000985	Prau.g_01977	Prap.g_01529
OG0000986	Prau.g_01979	Prap.g_01527
OG0000987	Prau.g_01980	Prap.g_01526
OG0000988	Prau.g_01983	Prap.g_01523
OG0000989	Prau.g_01986	Prap.g_01519
OG0000990	Prau.g_01989	Prap.g_01515
OG0000991	Prau.g_01990	Prap.g_01514
OG0000992	Prau.g_01992	Prap.g_01511
OG0000993	Prau.g_01993	Prap.g_01510
OG0000994	Prau.g_01994	Prap.g_01509
OG0000995	Prau.g_01998	Prap.g_01505
OG0000996	Prau.g_01999	Prap.g_01504
OG0000997	Prau.g_02000	Prap.g_01501
OG0000998	Prau.g_02002	Prap.g_01499
OG0000999	Prau.g_02003	Prap.g_01498
OG0001000	Prau.g_02006	Prap.g_01495
OG0001001	Prau.g_02008	Prap.g_01492
OG0001002	Prau.g_02012	Prap.g_01874
OG0001003	Prau.g_02014	Prap.g_01873
OG0001004	Prau.g_02015	Prap.g_01872
OG0001005	Prau.g_02016	Prap.g_01871
OG0001006	Prau.g_02020	Prap.g_00056
OG0001007	Prau.g_02022	Prap.g_00054
OG0001008	Prau.g_00478	Prap.g_01329
OG0001009	Prau.g_00027	Prap.g_00928
OG0001010	Prau.g_00028	Prap.g_00927
OG0001011	Prau.g_00029	Prap.g_00925
OG0001012	Prau.g_00050	Prap.g_00911
OG0001013	Prau.g_00056	Prap.g_00904
OG0001014	Prau.g_00059	Prap.g_00901
OG0001015	Prau.g_00060	Prap.g_00899
OG0001016	Prau.g_00074	Prap.g_00877
OG0001017	Prau.g_00078	Prap.g_01100
OG0001018	Prau.g_00081	Prap.g_01098
OG0001019	Prau.g_00090	Prap.g_01089
OG0001020	Prau.g_00091	Prap.g_01088
OG0001021	Prau.g_00092	Prap.g_01087
OG0001022	Prau.g_00095	Prap.g_01084
OG0001023	Prau.g_00096	Prap.g_01083
OG0001024	Prau.g_00099	Prap.g_01079
OG0001025	Prau.g_00105	Prap.g_01072
OG0001026	Prau.g_00112	Prap.g_01063
OG0001027	Prau.g_00113	Prap.g_01062
OG0001028	Prau.g_00115	Prap.g_01060
OG0001029	Prau.g_00116	Prap.g_01059
OG0001030	Prau.g_00131	Prap.g_01043
OG0001031	Prau.g_00187	Prap.g_00983
OG0001032	Prau.g_00188	Prap.g_00982
OG0001033	Prau.g_00209	Prap.g_00961
OG0001034	Prau.g_00237	Prap.g_01476
OG0001035	Prau.g_00256	Prap.g_01456
OG0001036	Prau.g_00261	Prap.g_01452
OG0001037	Prau.g_00262	Prap.g_01451
OG0001038	Prau.g_00280	Prap.g_01432
OG0001039	Prau.g_00283	Prap.g_01429
OG0001040	Prau.g_00285	Prap.g_01427
OG0001041	Prau.g_00289	Prap.g_01422
OG0001042	Prau.g_00306	Prap.g_01405
OG0001043	Prau.g_00307	Prap.g_01404
OG0001044	Prau.g_00335	Prap.g_01373
OG0001045	Prau.g_00344	Prap.g_01364
OG0001046	Prau.g_00382	Prap.g_01827
OG0001047	Prau.g_00480	Prap.g_01327
OG0001048	Prau.g_00481	Prap.g_01326
OG0001049	Prau.g_00483	Prap.g_01324
OG0001050	Prau.g_00484	Prap.g_01323
OG0001051	Prau.g_00485	Prap.g_01322
OG0001052	Prau.g_00512	Prap.g_01296
OG0001053	Prau.g_00524	Prap.g_01284
OG0001054	Prau.g_00539	Prap.g_01269
OG0001055	Prau.g_00558	Prap.g_01250
OG0001056	Prau.g_00576	Prap.g_01233
OG0001057	Prau.g_00581	Prap.g_01228
OG0001058	Prau.g_00589	Prap.g_01220
OG0001059	Prau.g_00593	Prap.g_01216
OG0001060	Prau.g_00600	Prap.g_01210
OG0001061	Prau.g_00613	Prap.g_01195
OG0001062	Prau.g_00615	Prap.g_01193
OG0001063	Prau.g_00617	Prap.g_01191
OG0001064	Prau.g_00618	Prap.g_01190
OG0001065	Prau.g_00619	Prap.g_01189
OG0001066	Prau.g_00620	Prap.g_01188
OG0001067	Prau.g_00621	Prap.g_01187
OG0001068	Prau.g_00622	Prap.g_01186
OG0001069	Prau.g_00623	Prap.g_01185
OG0001070	Prau.g_00626	Prap.g_01181
OG0001071	Prau.g_00627	Prap.g_01180
OG0001072	Prau.g_00628	Prap.g_01178
OG0001073	Prau.g_00642	Prap.g_01164
OG0001074	Prau.g_00653	Prap.g_01152
OG0001075	Prau.g_00654	Prap.g_01151
OG0001076	Prau.g_00664	Prap.g_01144
OG0001077	Prau.g_00668	Prap.g_01138
OG0001078	Prau.g_00676	Prap.g_00391
OG0001079	Prau.g_00687	Prap.g_00379
OG0001080	Prau.g_00693	Prap.g_00373
OG0001081	Prau.g_00695	Prap.g_00371
OG0001082	Prau.g_00696	Prap.g_00370
OG0001083	Prau.g_00701	Prap.g_00365
OG0001084	Prau.g_00702	Prap.g_00364
OG0001085	Prau.g_00710	Prap.g_00831
OG0001086	Prau.g_00711	Prap.g_00830
OG0001087	Prau.g_00728	Prap.g_00812
OG0001088	Prau.g_00729	Prap.g_00811
OG0001089	Prau.g_00737	Prap.g_00800
OG0001090	Prau.g_00756	Prap.g_00790
OG0001091	Prau.g_00758	Prap.g_00344
OG0001092	Prau.g_00759	Prap.g_00343
OG0001093	Prau.g_00764	Prap.g_00338
OG0001094	Prau.g_00848	Prap.g_00345
OG0001095	Prau.g_00867	Prap.g_00770
OG0001096	Prau.g_00880	Prap.g_00756
OG0001097	Prau.g_00898	Prap.g_00736
OG0001098	Prau.g_00914	Prap.g_00717
OG0001099	Prau.g_00946	Prap.g_00655
OG0001100	Prau.g_00950	Prap.g_00867
OG0001101	Prau.g_00952	Prap.g_00864
OG0001102	Prau.g_00954	Prap.g_00861
OG0001104	Prau.g_00978	Prap.g_00836
OG0001105	Prau.g_00982	Prap.g_00832
OG0001106	Prau.g_01006	Prap.g_00248
OG0001107	Prau.g_01013	Prap.g_00255
OG0001108	Prau.g_01017	Prap.g_00259
OG0001109	Prau.g_01018	Prap.g_00260
OG0001110	Prau.g_01020	Prap.g_00262
OG0001111	Prau.g_01021	Prap.g_00263
OG0001112	Prau.g_01022	Prap.g_00264
OG0001113	Prau.g_01023	Prap.g_00265
OG0001114	Prau.g_01024	Prap.g_00266
OG0001115	Prau.g_01026	Prap.g_00268
OG0001116	Prau.g_01027	Prap.g_00269
OG0001117	Prau.g_01028	Prap.g_00270
OG0001118	Prau.g_01029	Prap.g_00271
OG0001119	Prau.g_01030	Prap.g_00272
OG0001120	Prau.g_01032	Prap.g_00274
OG0001122	Prau.g_01061	Prap.g_00294
OG0001123	Prau.g_01065	Prap.g_00300
OG0001124	Prau.g_01067	Prap.g_00302
OG0001125	Prau.g_01068	Prap.g_00304
OG0001126	Prau.g_01078	Prap.g_00697
OG0001127	Prau.g_01079	Prap.g_00698
OG0001128	Prau.g_01081	Prap.g_00700
OG0001129	Prau.g_01082	Prap.g_00701
OG0001130	Prau.g_01083	Prap.g_00702
OG0001131	Prau.g_01118	Prap.g_01345
OG0001132	Prau.g_01127	Prap.g_00020
OG0001133	Prau.g_01160	Prap.g_00058
OG0001134	Prau.g_01174	Prap.g_01883
OG0001135	Prau.g_01177	Prap.g_01880
OG0001136	Prau.g_01204	Prap.g_00459
OG0001137	Prau.g_01214	Prap.g_00447
OG0001138	Prau.g_01232	Prap.g_00426
OG0001139	Prau.g_01233	Prap.g_00424
OG0001140	Prau.g_01234	Prap.g_00423
OG0001141	Prau.g_01235	Prap.g_00422
OG0001142	Prau.g_01236	Prap.g_00421
OG0001143	Prau.g_01243	Prap.g_00414
OG0001144	Prau.g_01248	Prap.g_00409
OG0001145	Prau.g_01362	Prap.g_00553
OG0001146	Prau.g_01375	Prap.g_00565
OG0001147	Prau.g_01395	Prap.g_00585
OG0001148	Prau.g_01411	Prap.g_00061
OG0001149	Prau.g_01412	Prap.g_00062
OG0001150	Prau.g_01413	Prap.g_00063
OG0001151	Prau.g_01424	Prap.g_00074
OG0001152	Prau.g_01425	Prap.g_00075
OG0001153	Prau.g_01563	Prap.g_00153
OG0001154	Prau.g_01564	Prap.g_00154
OG0001155	Prau.g_01576	Prap.g_00171
OG0001156	Prau.g_01579	Prap.g_00174
OG0001157	Prau.g_01580	Prap.g_00175
OG0001158	Prau.g_01581	Prap.g_00176
OG0001159	Prau.g_01582	Prap.g_00177
OG0001160	Prau.g_01606	Prap.g_00203
OG0001161	Prau.g_01619	Prap.g_01836
OG0001162	Prau.g_01630	Prap.g_01907
OG0001163	Prau.g_01724	Prap.g_01788
OG0001164	Prau.g_01728	Prap.g_01784
OG0001165	Prau.g_01731	Prap.g_01781
