Orthogroup	Prau	Syaf
OG0000568	Prau.g_00608	Syaf.g_02599
OG0000569	Prau.g_00609	Syaf.g_02596
OG0000570	Prau.g_00610	Syaf.g_02595
OG0000571	Prau.g_00612	Syaf.g_02591
OG0000572	Prau.g_00625	Syaf.g_02575
OG0000573	Prau.g_00630	Syaf.g_02567
OG0000574	Prau.g_00631	Syaf.g_02566
OG0000575	Prau.g_00635	Syaf.g_02562
OG0000576	Prau.g_00637	Syaf.g_02560
OG0000577	Prau.g_00638	Syaf.g_02559
OG0000578	Prau.g_00639	Syaf.g_02558
OG0000579	Prau.g_00640	Syaf.g_02557
OG0000580	Prau.g_00641	Syaf.g_02556
OG0000581	Prau.g_00643	Syaf.g_02550
OG0000582	Prau.g_00646	Syaf.g_02374
OG0000583	Prau.g_00647	Syaf.g_02373
OG0000584	Prau.g_00648	Syaf.g_02372
OG0000585	Prau.g_00650	Syaf.g_02370
OG0000586	Prau.g_00651	Syaf.g_02369
OG0000587	Prau.g_00652	Syaf.g_02367
OG0000588	Prau.g_00656	Syaf.g_02350
OG0000589	Prau.g_00661	Syaf.g_02340
OG0000590	Prau.g_00662	Syaf.g_02339
OG0000591	Prau.g_00665	Syaf.g_02331
OG0000592	Prau.g_00666	Syaf.g_02330
OG0000593	Prau.g_00672	Syaf.g_02314
OG0000594	Prau.g_00673	Syaf.g_02313
OG0000595	Prau.g_00674	Syaf.g_02312
OG0000596	Prau.g_00678	Syaf.g_02307
OG0000597	Prau.g_00680	Syaf.g_02304
OG0000598	Prau.g_00681	Syaf.g_02303
OG0000599	Prau.g_00684	Syaf.g_02300
OG0000600	Prau.g_00685	Syaf.g_02299
OG0000601	Prau.g_00686	Syaf.g_02298
OG0000602	Prau.g_00688	Syaf.g_02293
OG0000603	Prau.g_00689	Syaf.g_02292
OG0000604	Prau.g_00690	Syaf.g_02289
OG0000605	Prau.g_00691	Syaf.g_01734
OG0000606	Prau.g_00694	Syaf.g_02145
OG0000607	Prau.g_00697	Syaf.g_02142
OG0000608	Prau.g_00698	Syaf.g_02141
OG0000609	Prau.g_00699	Syaf.g_02139
OG0000610	Prau.g_00704	Syaf.g_02132
OG0000611	Prau.g_00707	Syaf.g_02129
OG0000612	Prau.g_00708	Syaf.g_02128
OG0000613	Prau.g_00713	Syaf.g_00315
OG0000614	Prau.g_00732	Syaf.g_01469
OG0000615	Prau.g_00740	Syaf.g_02085
OG0000616	Prau.g_00744	Syaf.g_00518
OG0000617	Prau.g_00761	Syaf.g_01975
OG0000618	Prau.g_00762	Syaf.g_01974
OG0000619	Prau.g_00763	Syaf.g_01973
OG0000620	Prau.g_00766	Syaf.g_01966
OG0000621	Prau.g_00767	Syaf.g_01965
OG0000622	Prau.g_00768	Syaf.g_01964
OG0000623	Prau.g_00769	Syaf.g_01963
OG0000624	Prau.g_00770	Syaf.g_01961
OG0000625	Prau.g_00771	Syaf.g_01960
OG0000626	Prau.g_00772	Syaf.g_01959
OG0000627	Prau.g_00773	Syaf.g_01782
OG0000628	Prau.g_00774	Syaf.g_01783
OG0000629	Prau.g_00775	Syaf.g_01786
OG0000630	Prau.g_00778	Syaf.g_01790
OG0000631	Prau.g_00845	Syaf.g_01801
OG0000632	Prau.g_00846	Syaf.g_01802
OG0000633	Prau.g_00847	Syaf.g_01803
OG0000634	Prau.g_00850	Syaf.g_02053
OG0000635	Prau.g_00851	Syaf.g_02052
OG0000636	Prau.g_00853	Syaf.g_02050
OG0000637	Prau.g_00855	Syaf.g_02048
OG0000638	Prau.g_00856	Syaf.g_02047
OG0000639	Prau.g_00857	Syaf.g_02046
OG0000640	Prau.g_00858	Syaf.g_02045
OG0000641	Prau.g_00862	Syaf.g_02041
OG0000642	Prau.g_00863	Syaf.g_02040
OG0000643	Prau.g_00864	Syaf.g_02038
OG0000644	Prau.g_00865	Syaf.g_02037
OG0000645	Prau.g_00866	Syaf.g_02035
OG0000646	Prau.g_00868	Syaf.g_02032
OG0000647	Prau.g_00869	Syaf.g_02030
OG0000648	Prau.g_00871	Syaf.g_02027
OG0000649	Prau.g_00872	Syaf.g_02026
OG0000650	Prau.g_00873	Syaf.g_02025
OG0000651	Prau.g_00874	Syaf.g_02024
OG0000652	Prau.g_00875	Syaf.g_02023
OG0000653	Prau.g_00877	Syaf.g_02021
OG0000654	Prau.g_00878	Syaf.g_02020
OG0000655	Prau.g_00879	Syaf.g_02019
OG0000656	Prau.g_00882	Syaf.g_02016
OG0000657	Prau.g_00889	Syaf.g_01384
OG0000658	Prau.g_00890	Syaf.g_01381
OG0000659	Prau.g_00891	Syaf.g_01380
OG0000660	Prau.g_00895	Syaf.g_01376
OG0000661	Prau.g_00897	Syaf.g_01374
OG0000662	Prau.g_00899	Syaf.g_01372
OG0000663	Prau.g_00902	Syaf.g_01369
OG0000664	Prau.g_00903	Syaf.g_01368
OG0000665	Prau.g_00907	Syaf.g_00980
OG0000666	Prau.g_00908	Syaf.g_01733
OG0000667	Prau.g_00912	Syaf.g_01635
OG0000668	Prau.g_00942	Syaf.g_01928
OG0000669	Prau.g_00949	Syaf.g_02112
OG0000670	Prau.g_00951	Syaf.g_02769
OG0000671	Prau.g_00953	Syaf.g_02108
OG0000672	Prau.g_00955	Syaf.g_02105
OG0000673	Prau.g_00957	Syaf.g_02102
OG0000674	Prau.g_00959	Syaf.g_02100
OG0000675	Prau.g_00960	Syaf.g_02099
OG0000676	Prau.g_00962	Syaf.g_02097
OG0000677	Prau.g_00963	Syaf.g_02096
OG0000678	Prau.g_00965	Syaf.g_02092
OG0000679	Prau.g_00969	Syaf.g_02083
OG0000680	Prau.g_00970	Syaf.g_02082
OG0000681	Prau.g_00973	Syaf.g_02079
OG0000682	Prau.g_00974	Syaf.g_02078
OG0000683	Prau.g_00975	Syaf.g_02077
OG0000684	Prau.g_00977	Syaf.g_02072
OG0000685	Prau.g_00979	Syaf.g_02070
OG0000686	Prau.g_00980	Syaf.g_02069
OG0000687	Prau.g_00981	Syaf.g_02068
OG0000688	Prau.g_00984	Syaf.g_02063
OG0000689	Prau.g_00985	Syaf.g_02061
OG0000690	Prau.g_00986	Syaf.g_02060
OG0000691	Prau.g_00987	Syaf.g_02059
OG0000692	Prau.g_00989	Syaf.g_02058
OG0000693	Prau.g_00990	Syaf.g_02057
OG0000694	Prau.g_00991	Syaf.g_02056
OG0000695	Prau.g_00993	Syaf.g_01805
OG0000696	Prau.g_00994	Syaf.g_01806
OG0000697	Prau.g_00995	Syaf.g_01808
OG0000698	Prau.g_00998	Syaf.g_01811
OG0000699	Prau.g_00999	Syaf.g_01813
OG0000700	Prau.g_01000	Syaf.g_01814
OG0000701	Prau.g_01001	Syaf.g_01815
OG0000702	Prau.g_01003	Syaf.g_01843
OG0000703	Prau.g_01004	Syaf.g_01844
OG0000704	Prau.g_01005	Syaf.g_01846
OG0000705	Prau.g_01009	Syaf.g_01853
OG0000706	Prau.g_01010	Syaf.g_01854
OG0000707	Prau.g_01011	Syaf.g_01855
OG0000708	Prau.g_01012	Syaf.g_01858
OG0000709	Prau.g_01016	Syaf.g_01867
OG0000710	Prau.g_01019	Syaf.g_01878
OG0000711	Prau.g_01036	Syaf.g_01908
OG0000712	Prau.g_01038	Syaf.g_01910
OG0000713	Prau.g_01039	Syaf.g_01911
OG0000714	Prau.g_01040	Syaf.g_01913
OG0000715	Prau.g_01042	Syaf.g_01915
OG0000716	Prau.g_01044	Syaf.g_01919
OG0000717	Prau.g_01045	Syaf.g_01920
OG0000718	Prau.g_01058	Syaf.g_01924
OG0000719	Prau.g_01060	Syaf.g_01926
OG0000720	Prau.g_01069	Syaf.g_01939
OG0000721	Prau.g_01071	Syaf.g_01941
OG0000722	Prau.g_01072	Syaf.g_01942
OG0000723	Prau.g_01075	Syaf.g_01957
OG0000724	Prau.g_01084	Syaf.g_01418
OG0000725	Prau.g_01090	Syaf.g_01445
OG0000726	Prau.g_01091	Syaf.g_01446
OG0000727	Prau.g_01092	Syaf.g_01447
OG0000728	Prau.g_01094	Syaf.g_01449
OG0000729	Prau.g_01138	Syaf.g_00405
OG0000730	Prau.g_01142	Syaf.g_00026
OG0000731	Prau.g_01146	Syaf.g_00014
OG0000732	Prau.g_01155	Syaf.g_00444
OG0000733	Prau.g_01175	Syaf.g_00615
OG0000734	Prau.g_01192	Syaf.g_00895
OG0000735	Prau.g_01194	Syaf.g_01273
OG0000736	Prau.g_01195	Syaf.g_01274
OG0000737	Prau.g_01196	Syaf.g_01275
OG0000738	Prau.g_01200	Syaf.g_01280
OG0000739	Prau.g_01201	Syaf.g_01281
OG0000740	Prau.g_01202	Syaf.g_01282
OG0000741	Prau.g_01203	Syaf.g_01285
OG0000742	Prau.g_01205	Syaf.g_01287
OG0000743	Prau.g_01207	Syaf.g_01289
OG0000744	Prau.g_01208	Syaf.g_01290
OG0000745	Prau.g_01209	Syaf.g_01293
OG0000746	Prau.g_01211	Syaf.g_01295
OG0000747	Prau.g_01212	Syaf.g_01296
OG0000748	Prau.g_01215	Syaf.g_01307
OG0000749	Prau.g_01216	Syaf.g_01309
OG0000750	Prau.g_01217	Syaf.g_01310
OG0000751	Prau.g_01219	Syaf.g_01317
OG0000752	Prau.g_01221	Syaf.g_01319
OG0000753	Prau.g_01224	Syaf.g_01322
OG0000754	Prau.g_01227	Syaf.g_01611
OG0000755	Prau.g_01230	Syaf.g_01599
OG0000756	Prau.g_01231	Syaf.g_01598
OG0000757	Prau.g_01237	Syaf.g_01590
OG0000758	Prau.g_01238	Syaf.g_01589
OG0000759	Prau.g_01239	Syaf.g_01588
OG0000760	Prau.g_01240	Syaf.g_01587
OG0000761	Prau.g_01241	Syaf.g_01586
OG0000762	Prau.g_01242	Syaf.g_01584
OG0000763	Prau.g_01244	Syaf.g_01582
OG0000764	Prau.g_01245	Syaf.g_01581
OG0000765	Prau.g_01254	Syaf.g_01564
OG0000766	Prau.g_01255	Syaf.g_01563
OG0000767	Prau.g_01257	Syaf.g_01561
OG0000768	Prau.g_01258	Syaf.g_01560
OG0000769	Prau.g_01260	Syaf.g_01558
OG0000770	Prau.g_01262	Syaf.g_01553
OG0000771	Prau.g_01271, Prau.g_01496	Syaf.g_01411
OG0000772	Prau.g_01346	Syaf.g_01705
OG0000773	Prau.g_01361	Syaf.g_01268
OG0000774	Prau.g_01363	Syaf.g_01263
OG0000775	Prau.g_01366	Syaf.g_01261
OG0000776	Prau.g_01367	Syaf.g_01260
OG0000777	Prau.g_01368	Syaf.g_01259
OG0000778	Prau.g_01369	Syaf.g_01258
OG0000779	Prau.g_01373	Syaf.g_01252
OG0000780	Prau.g_01374	Syaf.g_01249
OG0000781	Prau.g_01377	Syaf.g_01245
OG0000782	Prau.g_01378	Syaf.g_01244
OG0000783	Prau.g_01379	Syaf.g_01243
OG0000784	Prau.g_01380	Syaf.g_01242
OG0000785	Prau.g_01382	Syaf.g_01240
OG0000786	Prau.g_01384	Syaf.g_02546
OG0000787	Prau.g_01385	Syaf.g_02547
OG0000788	Prau.g_01396	Syaf.g_02297
OG0000789	Prau.g_01399	Syaf.g_01750
OG0000790	Prau.g_01414	Syaf.g_02738
OG0000791	Prau.g_01416	Syaf.g_02740
OG0000792	Prau.g_01417	Syaf.g_02741
OG0000793	Prau.g_01420	Syaf.g_02746
OG0000794	Prau.g_01421	Syaf.g_02747
OG0000795	Prau.g_01422	Syaf.g_02748
OG0000796	Prau.g_01426	Syaf.g_02752
OG0000797	Prau.g_01427	Syaf.g_02753
OG0000799	Prau.g_01510	Syaf.g_02380
OG0000800	Prau.g_01511	Syaf.g_02383
OG0000801	Prau.g_01512	Syaf.g_02384
OG0000802	Prau.g_01514	Syaf.g_02388
OG0000803	Prau.g_01516	Syaf.g_02393
OG0000804	Prau.g_01517	Syaf.g_02396
OG0000805	Prau.g_01519	Syaf.g_02398
OG0000806	Prau.g_01521	Syaf.g_02405
OG0000807	Prau.g_01522	Syaf.g_02406
OG0000808	Prau.g_01523	Syaf.g_02407
OG0000809	Prau.g_01526	Syaf.g_02410
OG0000810	Prau.g_01527	Syaf.g_02411
OG0000811	Prau.g_01534	Syaf.g_02420
OG0000812	Prau.g_01536	Syaf.g_02422
OG0000813	Prau.g_01537	Syaf.g_02423
OG0000814	Prau.g_01539	Syaf.g_02425
OG0000815	Prau.g_01540	Syaf.g_02426
OG0000816	Prau.g_01542	Syaf.g_02428
OG0000817	Prau.g_01543	Syaf.g_02429
OG0000818	Prau.g_01548	Syaf.g_02442
OG0000819	Prau.g_01549	Syaf.g_02443
OG0000820	Prau.g_01550	Syaf.g_02444
OG0000821	Prau.g_01554	Syaf.g_02450
OG0000822	Prau.g_01555	Syaf.g_02452
OG0000823	Prau.g_01556	Syaf.g_02453
OG0000824	Prau.g_01559	Syaf.g_02459
OG0000825	Prau.g_01560	Syaf.g_02460
OG0000826	Prau.g_01561	Syaf.g_02461
OG0000827	Prau.g_01562	Syaf.g_02462
OG0000828	Prau.g_01565	Syaf.g_02465
OG0000829	Prau.g_01566	Syaf.g_02466
OG0000830	Prau.g_01567	Syaf.g_02467
OG0000831	Prau.g_01569	Syaf.g_02470
OG0000832	Prau.g_01575	Syaf.g_01109
OG0000833	Prau.g_01583	Syaf.g_01100
OG0000834	Prau.g_01584	Syaf.g_01098
OG0000835	Prau.g_01585	Syaf.g_01097
OG0000836	Prau.g_01586	Syaf.g_01093
OG0000837	Prau.g_01587	Syaf.g_01091
OG0000838	Prau.g_01589	Syaf.g_01087
OG0000839	Prau.g_01590	Syaf.g_01086
OG0000840	Prau.g_01591	Syaf.g_01085
OG0000841	Prau.g_01592	Syaf.g_01084
OG0000842	Prau.g_01593	Syaf.g_01083
OG0000843	Prau.g_01594	Syaf.g_01082
OG0000844	Prau.g_01595	Syaf.g_01080
OG0000845	Prau.g_01596	Syaf.g_01079
OG0000846	Prau.g_01597	Syaf.g_01078
OG0000847	Prau.g_01598	Syaf.g_01077
OG0000848	Prau.g_01599	Syaf.g_01075
OG0000849	Prau.g_01600	Syaf.g_01074
OG0000850	Prau.g_01602	Syaf.g_01072
OG0000851	Prau.g_01603	Syaf.g_01061
OG0000852	Prau.g_01604	Syaf.g_01060
OG0000853	Prau.g_01608	Syaf.g_01056
OG0000854	Prau.g_01610	Syaf.g_01054
OG0000855	Prau.g_01611	Syaf.g_01053
OG0000856	Prau.g_01626	Syaf.g_02328
OG0000857	Prau.g_01652	Syaf.g_02031
OG0000858	Prau.g_01726	Syaf.g_01047
OG0000859	Prau.g_01727	Syaf.g_01046
OG0000860	Prau.g_01734	Syaf.g_01031
OG0000861	Prau.g_01735	Syaf.g_01030
OG0000862	Prau.g_01736	Syaf.g_01029
OG0000863	Prau.g_01738	Syaf.g_01026
OG0000864	Prau.g_01739	Syaf.g_01025
OG0000865	Prau.g_01740	Syaf.g_01024
OG0000866	Prau.g_01741	Syaf.g_01023
OG0000867	Prau.g_01742	Syaf.g_01022
OG0000868	Prau.g_01743	Syaf.g_01019
OG0000869	Prau.g_01747	Syaf.g_01014
OG0000870	Prau.g_01752	Syaf.g_01009
OG0000871	Prau.g_01753	Syaf.g_01008
OG0000872	Prau.g_01754	Syaf.g_01001
OG0000873	Prau.g_01757	Syaf.g_00998
OG0000874	Prau.g_01760	Syaf.g_01002
OG0000875	Prau.g_01761	Syaf.g_00996
OG0000876	Prau.g_01762	Syaf.g_01198
OG0000877	Prau.g_01764	Syaf.g_01188
OG0000878	Prau.g_01765	Syaf.g_01187
OG0000879	Prau.g_01766	Syaf.g_01186
OG0000880	Prau.g_01767	Syaf.g_01185
OG0000881	Prau.g_01771	Syaf.g_01179
OG0000882	Prau.g_01776	Syaf.g_01174
OG0000883	Prau.g_01777	Syaf.g_01172
OG0000884	Prau.g_01779	Syaf.g_01170
OG0000885	Prau.g_01780	Syaf.g_01169
OG0000886	Prau.g_01781	Syaf.g_01168
OG0000887	Prau.g_01782	Syaf.g_01167
OG0000888	Prau.g_01784	Syaf.g_01165
OG0000889	Prau.g_01786	Syaf.g_01163
OG0000890	Prau.g_01787	Syaf.g_01157
OG0000891	Prau.g_01788	Syaf.g_01156
OG0000892	Prau.g_01790	Syaf.g_01154
OG0000893	Prau.g_01794	Syaf.g_00178
OG0000894	Prau.g_01796	Syaf.g_00175
OG0000895	Prau.g_01799	Syaf.g_00171
OG0000896	Prau.g_01800	Syaf.g_00170
OG0000897	Prau.g_01802	Syaf.g_00168
OG0000898	Prau.g_01803	Syaf.g_00167
OG0000899	Prau.g_01804	Syaf.g_00166
OG0000900	Prau.g_01805	Syaf.g_00165
OG0000901	Prau.g_01808	Syaf.g_00160
OG0000902	Prau.g_01810	Syaf.g_00158
OG0000903	Prau.g_01813	Syaf.g_00141
OG0000904	Prau.g_01815	Syaf.g_00146
OG0000905	Prau.g_01820	Syaf.g_00151
OG0000906	Prau.g_01821	Syaf.g_00154
OG0000907	Prau.g_01827	Syaf.g_00139
OG0000908	Prau.g_01830	Syaf.g_00136
OG0000909	Prau.g_01831	Syaf.g_00135
OG0000910	Prau.g_01832	Syaf.g_00134
OG0000911	Prau.g_01834	Syaf.g_00132
OG0000912	Prau.g_01835	Syaf.g_00131
OG0000913	Prau.g_01836	Syaf.g_00130
OG0000914	Prau.g_01837	Syaf.g_00129
OG0000915	Prau.g_01838	Syaf.g_00127
OG0000916	Prau.g_01839	Syaf.g_00126
OG0000917	Prau.g_01840	Syaf.g_00125
OG0000918	Prau.g_01841	Syaf.g_00124
OG0000919	Prau.g_01842	Syaf.g_00123
OG0000920	Prau.g_01843	Syaf.g_00122
OG0000921	Prau.g_01844	Syaf.g_00121
OG0000922	Prau.g_01845	Syaf.g_00120
OG0000923	Prau.g_01849	Syaf.g_00116
OG0000924	Prau.g_01850	Syaf.g_00115
OG0000925	Prau.g_01851	Syaf.g_00114
OG0000926	Prau.g_01852	Syaf.g_00113
OG0000927	Prau.g_01854	Syaf.g_00111
OG0000928	Prau.g_01855	Syaf.g_00110
OG0000929	Prau.g_01856	Syaf.g_00109
OG0000930	Prau.g_01857	Syaf.g_00108
OG0000931	Prau.g_01858	Syaf.g_00107
OG0000932	Prau.g_01859	Syaf.g_00106
OG0000933	Prau.g_01863	Syaf.g_00100
OG0000934	Prau.g_01865	Syaf.g_00098
OG0000935	Prau.g_01866	Syaf.g_00097
OG0000936	Prau.g_01867	Syaf.g_00096
OG0000937	Prau.g_01868	Syaf.g_00095
OG0000938	Prau.g_01870	Syaf.g_00092
OG0000939	Prau.g_01871	Syaf.g_00091
OG0000940	Prau.g_01878	Syaf.g_00084
OG0000941	Prau.g_01880	Syaf.g_00082
OG0000942	Prau.g_01882	Syaf.g_00080
OG0000943	Prau.g_01883	Syaf.g_00079
OG0000944	Prau.g_01884	Syaf.g_00077
OG0000945	Prau.g_01885	Syaf.g_00075
OG0000946	Prau.g_01889	Syaf.g_00070
OG0000947	Prau.g_01891	Syaf.g_00067
OG0000948	Prau.g_01892	Syaf.g_00066
OG0000949	Prau.g_01895	Syaf.g_00337
OG0000950	Prau.g_01900	Syaf.g_00351
OG0000951	Prau.g_01904	Syaf.g_00358
OG0000952	Prau.g_01908	Syaf.g_00363
OG0000953	Prau.g_01911	Syaf.g_00367
OG0000954	Prau.g_01915	Syaf.g_00372
OG0000955	Prau.g_01916	Syaf.g_00373
OG0000956	Prau.g_01918	Syaf.g_00375
OG0000957	Prau.g_01923	Syaf.g_00386
OG0000958	Prau.g_01924	Syaf.g_00387
OG0000959	Prau.g_01928	Syaf.g_00391
OG0000960	Prau.g_01929	Syaf.g_00392
OG0000961	Prau.g_01931	Syaf.g_00402
OG0000962	Prau.g_01933	Syaf.g_00404
OG0000963	Prau.g_01937	Syaf.g_00409
OG0000964	Prau.g_01938	Syaf.g_00410
OG0000965	Prau.g_01939	Syaf.g_00411
OG0000966	Prau.g_01946	Syaf.g_00421
OG0000967	Prau.g_01951	Syaf.g_00426
OG0000968	Prau.g_01953	Syaf.g_00417
OG0000969	Prau.g_01954	Syaf.g_00423
OG0000970	Prau.g_01955	Syaf.g_00424
OG0000971	Prau.g_01956	Syaf.g_00429
OG0000972	Prau.g_01957	Syaf.g_00430
OG0000973	Prau.g_01958	Syaf.g_00431
OG0000974	Prau.g_01959	Syaf.g_00432
OG0000975	Prau.g_01960	Syaf.g_00433
OG0000976	Prau.g_01961	Syaf.g_00434
OG0000977	Prau.g_01962	Syaf.g_00436
OG0000978	Prau.g_01963	Syaf.g_00437
OG0000979	Prau.g_01966	Syaf.g_00440
OG0000980	Prau.g_01968	Syaf.g_00443
OG0000981	Prau.g_01970	Syaf.g_00446
OG0000982	Prau.g_01972	Syaf.g_00645
OG0000983	Prau.g_01973	Syaf.g_00644
OG0000984	Prau.g_01974	Syaf.g_00643
OG0000985	Prau.g_01977	Syaf.g_00641
OG0000986	Prau.g_01979	Syaf.g_00639
OG0000987	Prau.g_01980	Syaf.g_00637
OG0000988	Prau.g_01983	Syaf.g_00633
OG0000989	Prau.g_01986	Syaf.g_00624
OG0000990	Prau.g_01989	Syaf.g_00606
OG0000991	Prau.g_01990	Syaf.g_00604
OG0000992	Prau.g_01992	Syaf.g_00601
OG0000993	Prau.g_01993	Syaf.g_00600
OG0000994	Prau.g_01994	Syaf.g_00597
OG0000995	Prau.g_01998	Syaf.g_00592
OG0000996	Prau.g_01999	Syaf.g_00543
OG0000997	Prau.g_02000	Syaf.g_00532
OG0000998	Prau.g_02002	Syaf.g_00530
OG0000999	Prau.g_02003	Syaf.g_00529
OG0001000	Prau.g_02006	Syaf.g_00526
OG0001001	Prau.g_02008	Syaf.g_00521
OG0001002	Prau.g_02012	Syaf.g_00515
OG0001003	Prau.g_02014	Syaf.g_00514
OG0001004	Prau.g_02015	Syaf.g_00513
OG0001005	Prau.g_02016	Syaf.g_00510
OG0001006	Prau.g_02020	Syaf.g_00500
OG0001007	Prau.g_02022	Syaf.g_00498
OG0001008	Prau.g_00478	Syaf.g_01215
OG0001009	Prau.g_00027	Syaf.g_00466
OG0001010	Prau.g_00028	Syaf.g_00465
OG0001011	Prau.g_00029	Syaf.g_00463
OG0001012	Prau.g_00050	Syaf.g_00649
OG0001013	Prau.g_00056	Syaf.g_00669
OG0001014	Prau.g_00059	Syaf.g_00691
OG0001015	Prau.g_00060	Syaf.g_00692
OG0001016	Prau.g_00074	Syaf.g_00958
OG0001017	Prau.g_00078	Syaf.g_00952
OG0001018	Prau.g_00081	Syaf.g_00950
OG0001019	Prau.g_00090	Syaf.g_00931
OG0001020	Prau.g_00091	Syaf.g_00926
OG0001021	Prau.g_00092	Syaf.g_00922
OG0001022	Prau.g_00095	Syaf.g_00918
OG0001023	Prau.g_00096	Syaf.g_00917
OG0001024	Prau.g_00099	Syaf.g_00913
OG0001025	Prau.g_00105	Syaf.g_00906
OG0001026	Prau.g_00112	Syaf.g_00893
OG0001027	Prau.g_00113	Syaf.g_00884
OG0001028	Prau.g_00115	Syaf.g_00882
OG0001029	Prau.g_00116	Syaf.g_00880
OG0001030	Prau.g_00131	Syaf.g_00860
OG0001031	Prau.g_00187	Syaf.g_00784
OG0001032	Prau.g_00188	Syaf.g_00781
OG0001034	Prau.g_00237	Syaf.g_02787
OG0001035	Prau.g_00256	Syaf.g_00207
OG0001036	Prau.g_00261	Syaf.g_00212
OG0001037	Prau.g_00262	Syaf.g_00214
OG0001038	Prau.g_00280	Syaf.g_00242
OG0001039	Prau.g_00283	Syaf.g_00245
OG0001040	Prau.g_00285	Syaf.g_00248
OG0001041	Prau.g_00289	Syaf.g_00253
OG0001042	Prau.g_00306	Syaf.g_00275
OG0001043	Prau.g_00307	Syaf.g_00279
OG0001044	Prau.g_00335	Syaf.g_00024
OG0001045	Prau.g_00344	Syaf.g_00011
OG0001046	Prau.g_00382	Syaf.g_01894
OG0001047	Prau.g_00480	Syaf.g_01217
OG0001048	Prau.g_00481	Syaf.g_01218
OG0001049	Prau.g_00483	Syaf.g_01226
OG0001050	Prau.g_00484	Syaf.g_01227
OG0001051	Prau.g_00485	Syaf.g_01228
OG0001052	Prau.g_00512	Syaf.g_02502
OG0001053	Prau.g_00524	Syaf.g_02718
OG0001054	Prau.g_00539	Syaf.g_02701
OG0001056	Prau.g_00576	Syaf.g_02649
OG0001057	Prau.g_00581	Syaf.g_02638
OG0001058	Prau.g_00589	Syaf.g_02624
OG0001059	Prau.g_00593	Syaf.g_02620
OG0001060	Prau.g_00600	Syaf.g_02614
OG0001061	Prau.g_00613	Syaf.g_02590
OG0001062	Prau.g_00615	Syaf.g_02588
OG0001063	Prau.g_00617	Syaf.g_02583
OG0001064	Prau.g_00618	Syaf.g_02582
OG0001065	Prau.g_00619	Syaf.g_02581
OG0001066	Prau.g_00620	Syaf.g_02580
OG0001067	Prau.g_00621	Syaf.g_02579
OG0001068	Prau.g_00622	Syaf.g_02578
OG0001069	Prau.g_00623	Syaf.g_02577
OG0001070	Prau.g_00626	Syaf.g_02574
OG0001071	Prau.g_00627	Syaf.g_02573
OG0001072	Prau.g_00628	Syaf.g_02569
OG0001073	Prau.g_00642	Syaf.g_02555
OG0001074	Prau.g_00653	Syaf.g_02365
OG0001075	Prau.g_00654	Syaf.g_02363
OG0001076	Prau.g_00664	Syaf.g_02337
OG0001077	Prau.g_00668	Syaf.g_02325
OG0001078	Prau.g_00676	Syaf.g_02309
OG0001079	Prau.g_00687	Syaf.g_02296
OG0001080	Prau.g_00693	Syaf.g_01740
OG0001081	Prau.g_00695	Syaf.g_02144
OG0001082	Prau.g_00696	Syaf.g_02143
OG0001083	Prau.g_00701	Syaf.g_02136
OG0001084	Prau.g_00702	Syaf.g_02135
OG0001085	Prau.g_00710	Syaf.g_02125
OG0001086	Prau.g_00711	Syaf.g_02123
OG0001087	Prau.g_00728	Syaf.g_01482
OG0001088	Prau.g_00729	Syaf.g_01478
OG0001089	Prau.g_00737	Syaf.g_01453
OG0001090	Prau.g_00756	Syaf.g_01981
OG0001091	Prau.g_00758	Syaf.g_01979
OG0001092	Prau.g_00759	Syaf.g_01977
OG0001093	Prau.g_00764	Syaf.g_01971
OG0001094	Prau.g_00848	Syaf.g_02055
OG0001095	Prau.g_00867	Syaf.g_02034
OG0001096	Prau.g_00880	Syaf.g_02018
OG0001097	Prau.g_00898	Syaf.g_01373
OG0001098	Prau.g_00914	Syaf.g_01743
OG0001099	Prau.g_00946	Syaf.g_00881
OG0001100	Prau.g_00950	Syaf.g_02110
OG0001101	Prau.g_00952	Syaf.g_02109
OG0001102	Prau.g_00954	Syaf.g_02106
OG0001104	Prau.g_00978	Syaf.g_02071
OG0001105	Prau.g_00982	Syaf.g_02067
OG0001106	Prau.g_01006	Syaf.g_01847
OG0001107	Prau.g_01013	Syaf.g_01859
OG0001108	Prau.g_01017	Syaf.g_01868
OG0001109	Prau.g_01018	Syaf.g_01877
OG0001110	Prau.g_01020	Syaf.g_01879
OG0001111	Prau.g_01021	Syaf.g_01881
OG0001112	Prau.g_01022	Syaf.g_01883
OG0001113	Prau.g_01023	Syaf.g_01884
OG0001114	Prau.g_01024	Syaf.g_01885
OG0001115	Prau.g_01026	Syaf.g_01889
OG0001116	Prau.g_01027	Syaf.g_01891
OG0001117	Prau.g_01028	Syaf.g_01892
OG0001118	Prau.g_01029	Syaf.g_01893
OG0001119	Prau.g_01030	Syaf.g_01895
OG0001120	Prau.g_01032	Syaf.g_01899
OG0001122	Prau.g_01061	Syaf.g_01927
OG0001123	Prau.g_01065	Syaf.g_01934
OG0001124	Prau.g_01067	Syaf.g_01936
OG0001125	Prau.g_01068	Syaf.g_01938
OG0001126	Prau.g_01078	Syaf.g_01409
OG0001127	Prau.g_01079	Syaf.g_01410
OG0001128	Prau.g_01081	Syaf.g_01413
OG0001129	Prau.g_01082	Syaf.g_01415
OG0001130	Prau.g_01083	Syaf.g_01416
OG0001131	Prau.g_01118	Syaf.g_02090
