Orthogroup	Prau	Syak
OG0000587	Prau.g_00652	Syak.g_02756
OG0000588	Prau.g_00656	Syak.g_00004
OG0000589	Prau.g_00661	Syak.g_00008
OG0000590	Prau.g_00662	Syak.g_00009
OG0000591	Prau.g_00665	Syak.g_00017
OG0000592	Prau.g_00666	Syak.g_00018
OG0000593	Prau.g_00672	Syak.g_00031
OG0000594	Prau.g_00673	Syak.g_00032
OG0000595	Prau.g_00674	Syak.g_00033
OG0000596	Prau.g_00678	Syak.g_00038
OG0000597	Prau.g_00680	Syak.g_00041
OG0000598	Prau.g_00681	Syak.g_00042
OG0000599	Prau.g_00684	Syak.g_00045
OG0000600	Prau.g_00685	Syak.g_00046
OG0000601	Prau.g_00686	Syak.g_00047
OG0000602	Prau.g_00688	Syak.g_00053
OG0000603	Prau.g_00689	Syak.g_00054
OG0000604	Prau.g_00690	Syak.g_00056
OG0000605	Prau.g_00691	Syak.g_00259
OG0000606	Prau.g_00694	Syak.g_00326
OG0000607	Prau.g_00697	Syak.g_00329
OG0000608	Prau.g_00698	Syak.g_00330
OG0000609	Prau.g_00699	Syak.g_00332
OG0000610	Prau.g_00704	Syak.g_00347
OG0000611	Prau.g_00707	Syak.g_00350
OG0000612	Prau.g_00708	Syak.g_00351
OG0000613	Prau.g_00713	Syak.g_01525
OG0000614	Prau.g_00732	Syak.g_00705
OG0000615	Prau.g_00740	Syak.g_00393
OG0000616	Prau.g_00744	Syak.g_01810
OG0000617	Prau.g_00761	Syak.g_00799
OG0000618	Prau.g_00762	Syak.g_00798
OG0000619	Prau.g_00763	Syak.g_00797
OG0000620	Prau.g_00766	Syak.g_00779
OG0000621	Prau.g_00767	Syak.g_00780
OG0000622	Prau.g_00768	Syak.g_00781
OG0000623	Prau.g_00769	Syak.g_00782
OG0000624	Prau.g_00770	Syak.g_00784
OG0000625	Prau.g_00771	Syak.g_00785
OG0000626	Prau.g_00772	Syak.g_00786
OG0000627	Prau.g_00773	Syak.g_00561
OG0000628	Prau.g_00774	Syak.g_00560
OG0000629	Prau.g_00775	Syak.g_00556
OG0000630	Prau.g_00778	Syak.g_00552
OG0000631	Prau.g_00845	Syak.g_00545
OG0000632	Prau.g_00846	Syak.g_00544
OG0000633	Prau.g_00847	Syak.g_00542
OG0000634	Prau.g_00850	Syak.g_00430
OG0000635	Prau.g_00851	Syak.g_00431
OG0000636	Prau.g_00853	Syak.g_00433
OG0000637	Prau.g_00855	Syak.g_00435
OG0000638	Prau.g_00856	Syak.g_00436
OG0000639	Prau.g_00857	Syak.g_00437
OG0000640	Prau.g_00858	Syak.g_00438
OG0000641	Prau.g_00862	Syak.g_00442
OG0000642	Prau.g_00863	Syak.g_00443
OG0000643	Prau.g_00864	Syak.g_00444
OG0000644	Prau.g_00865	Syak.g_00445
OG0000645	Prau.g_00866	Syak.g_00447
OG0000646	Prau.g_00868	Syak.g_00450
OG0000647	Prau.g_00869	Syak.g_00452
OG0000648	Prau.g_00871	Syak.g_00456
OG0000649	Prau.g_00872	Syak.g_00457
OG0000650	Prau.g_00873	Syak.g_00458
OG0000651	Prau.g_00874	Syak.g_00459
OG0000652	Prau.g_00875	Syak.g_00460
OG0000653	Prau.g_00877	Syak.g_00462
OG0000654	Prau.g_00878	Syak.g_00625
OG0000655	Prau.g_00879	Syak.g_00624
OG0000656	Prau.g_00882	Syak.g_00621
OG0000657	Prau.g_00889	Syak.g_00609
OG0000658	Prau.g_00890	Syak.g_00606
OG0000659	Prau.g_00891	Syak.g_00605
OG0000660	Prau.g_00895	Syak.g_00601
OG0000661	Prau.g_00897	Syak.g_00599
OG0000662	Prau.g_00899	Syak.g_00597
OG0000663	Prau.g_00902	Syak.g_00594
OG0000664	Prau.g_00903	Syak.g_00593
OG0000665	Prau.g_00907	Syak.g_00086
OG0000666	Prau.g_00908	Syak.g_00078
OG0000667	Prau.g_00912	Syak.g_00340
OG0000668	Prau.g_00942	Syak.g_00643
OG0000669	Prau.g_00949	Syak.g_00363
OG0000670	Prau.g_00951	Syak.g_00366
OG0000671	Prau.g_00953	Syak.g_00368
OG0000672	Prau.g_00955	Syak.g_00371
OG0000673	Prau.g_00957	Syak.g_00374
OG0000674	Prau.g_00959	Syak.g_00376
OG0000675	Prau.g_00960	Syak.g_00377
OG0000676	Prau.g_00962	Syak.g_00379
OG0000677	Prau.g_00963	Syak.g_00380
OG0000678	Prau.g_00965	Syak.g_00386
OG0000679	Prau.g_00969	Syak.g_00397
OG0000680	Prau.g_00970	Syak.g_00398
OG0000681	Prau.g_00973	Syak.g_00401
OG0000682	Prau.g_00974	Syak.g_00402
OG0000683	Prau.g_00975	Syak.g_00403
OG0000684	Prau.g_00977	Syak.g_00409
OG0000685	Prau.g_00979	Syak.g_00411
OG0000686	Prau.g_00980	Syak.g_00412
OG0000687	Prau.g_00981	Syak.g_00413
OG0000688	Prau.g_00984	Syak.g_00418
OG0000689	Prau.g_00985	Syak.g_00421
OG0000690	Prau.g_00986	Syak.g_00422
OG0000691	Prau.g_00987	Syak.g_00423
OG0000692	Prau.g_00989	Syak.g_00424
OG0000693	Prau.g_00990	Syak.g_00426
OG0000694	Prau.g_00991	Syak.g_00427
OG0000695	Prau.g_00993	Syak.g_00540
OG0000696	Prau.g_00994	Syak.g_00539
OG0000697	Prau.g_00995	Syak.g_00538
OG0000698	Prau.g_00998	Syak.g_00535
OG0000699	Prau.g_00999	Syak.g_00534
OG0000700	Prau.g_01000	Syak.g_00533
OG0000701	Prau.g_01001	Syak.g_00532
OG0000702	Prau.g_01003	Syak.g_00522
OG0000703	Prau.g_01004	Syak.g_00521
OG0000704	Prau.g_01005	Syak.g_00519
OG0000705	Prau.g_01009	Syak.g_00511
OG0000706	Prau.g_01010	Syak.g_00510
OG0000707	Prau.g_01011	Syak.g_00509
OG0000708	Prau.g_01012	Syak.g_00506
OG0000709	Prau.g_01016	Syak.g_00498
OG0000710	Prau.g_01019	Syak.g_00494
OG0000711	Prau.g_01036	Syak.g_00466
OG0000712	Prau.g_01038	Syak.g_00464
OG0000713	Prau.g_01039	Syak.g_00463
OG0000714	Prau.g_01040	Syak.g_00629
OG0000715	Prau.g_01042	Syak.g_00631
OG0000716	Prau.g_01044	Syak.g_00635
OG0000717	Prau.g_01045	Syak.g_00636
OG0000718	Prau.g_01058	Syak.g_00640
OG0000719	Prau.g_01060	Syak.g_00642
OG0000720	Prau.g_01069	Syak.g_00655
OG0000721	Prau.g_01071	Syak.g_00657
OG0000722	Prau.g_01072	Syak.g_00658
OG0000723	Prau.g_01075	Syak.g_00790
OG0000724	Prau.g_01084	Syak.g_00749
OG0000725	Prau.g_01090	Syak.g_00731
OG0000726	Prau.g_01091	Syak.g_00730
OG0000727	Prau.g_01092	Syak.g_00729
OG0000728	Prau.g_01094	Syak.g_00727
OG0000729	Prau.g_01138	Syak.g_01683
OG0000730	Prau.g_01142	Syak.g_01248
OG0000731	Prau.g_01146	Syak.g_01237
OG0000732	Prau.g_01155	Syak.g_01739
OG0000733	Prau.g_01175	Syak.g_01905
OG0000734	Prau.g_01192	Syak.g_02184
OG0000735	Prau.g_01194	Syak.g_00914
OG0000736	Prau.g_01195	Syak.g_00913
OG0000737	Prau.g_01196	Syak.g_00912
OG0000738	Prau.g_01200	Syak.g_00907
OG0000739	Prau.g_01201	Syak.g_00906
OG0000740	Prau.g_01202	Syak.g_00905
OG0000741	Prau.g_01203	Syak.g_00902
OG0000742	Prau.g_01205	Syak.g_00899
OG0000743	Prau.g_01207	Syak.g_00897
OG0000744	Prau.g_01208	Syak.g_00896
OG0000745	Prau.g_01209	Syak.g_00894
OG0000746	Prau.g_01211	Syak.g_00892
OG0000747	Prau.g_01212	Syak.g_00891
OG0000748	Prau.g_01215	Syak.g_00875
OG0000749	Prau.g_01216	Syak.g_00874
OG0000750	Prau.g_01217	Syak.g_00873
OG0000751	Prau.g_01219	Syak.g_00862
OG0000752	Prau.g_01221	Syak.g_00860
OG0000753	Prau.g_01224	Syak.g_00857
OG0000754	Prau.g_01227	Syak.g_00852
OG0000755	Prau.g_01230	Syak.g_00841
OG0000756	Prau.g_01231	Syak.g_00840
OG0000757	Prau.g_01237	Syak.g_00833
OG0000758	Prau.g_01238	Syak.g_00832
OG0000759	Prau.g_01239	Syak.g_00831
OG0000760	Prau.g_01240	Syak.g_00830
OG0000761	Prau.g_01241	Syak.g_00829
OG0000762	Prau.g_01242	Syak.g_00827
OG0000763	Prau.g_01244	Syak.g_00825
OG0000764	Prau.g_01245	Syak.g_00824
OG0000765	Prau.g_01254	Syak.g_00669
OG0000766	Prau.g_01255	Syak.g_00670
OG0000767	Prau.g_01257	Syak.g_00672
OG0000768	Prau.g_01258	Syak.g_00673
OG0000769	Prau.g_01260	Syak.g_00675
OG0000770	Prau.g_01262	Syak.g_00678
OG0000771	Prau.g_01271, Prau.g_01496	Syak.g_00755
OG0000772	Prau.g_01346	Syak.g_02048
OG0000773	Prau.g_01361	Syak.g_00921
OG0000774	Prau.g_01363	Syak.g_00926
OG0000775	Prau.g_01366	Syak.g_00929
OG0000776	Prau.g_01367	Syak.g_00930
OG0000777	Prau.g_01368	Syak.g_00931
OG0000778	Prau.g_01369	Syak.g_00932
OG0000779	Prau.g_01373	Syak.g_00938
OG0000780	Prau.g_01374	Syak.g_00942
OG0000781	Prau.g_01377	Syak.g_00946
OG0000782	Prau.g_01378	Syak.g_00947
OG0000783	Prau.g_01379	Syak.g_00948
OG0000784	Prau.g_01380	Syak.g_00949
OG0000785	Prau.g_01382	Syak.g_00951
OG0000786	Prau.g_01384	Syak.g_00956
OG0000787	Prau.g_01385	Syak.g_00957
OG0000788	Prau.g_01396	Syak.g_00048
OG0000789	Prau.g_01399	Syak.g_00085
OG0000790	Prau.g_01414	Syak.g_02560
OG0000791	Prau.g_01416	Syak.g_02558
OG0000792	Prau.g_01417	Syak.g_02557
OG0000793	Prau.g_01420	Syak.g_02552
OG0000794	Prau.g_01421	Syak.g_02551
OG0000795	Prau.g_01422	Syak.g_02550
OG0000796	Prau.g_01426	Syak.g_02547
OG0000797	Prau.g_01427	Syak.g_02546
OG0000799	Prau.g_01510	Syak.g_00981
OG0000800	Prau.g_01511	Syak.g_00989
OG0000801	Prau.g_01512	Syak.g_00990
OG0000802	Prau.g_01514	Syak.g_00995
OG0000803	Prau.g_01516	Syak.g_01021
OG0000804	Prau.g_01517	Syak.g_01026
OG0000805	Prau.g_01519	Syak.g_01029
OG0000806	Prau.g_01521	Syak.g_01031
OG0000807	Prau.g_01522	Syak.g_01033
OG0000808	Prau.g_01523	Syak.g_01034
OG0000809	Prau.g_01526	Syak.g_01038
OG0000810	Prau.g_01527	Syak.g_01039
OG0000811	Prau.g_01534	Syak.g_01045
OG0000812	Prau.g_01536	Syak.g_01047
OG0000813	Prau.g_01537	Syak.g_01048
OG0000814	Prau.g_01539	Syak.g_01051
OG0000815	Prau.g_01540	Syak.g_01053
OG0000816	Prau.g_01542	Syak.g_01055
OG0000817	Prau.g_01543	Syak.g_01056
OG0000818	Prau.g_01548	Syak.g_01060
OG0000819	Prau.g_01549	Syak.g_01064
OG0000820	Prau.g_01550	Syak.g_01065
OG0000821	Prau.g_01554	Syak.g_01071
OG0000822	Prau.g_01555	Syak.g_01073
OG0000823	Prau.g_01556	Syak.g_01074
OG0000824	Prau.g_01559	Syak.g_01080
OG0000825	Prau.g_01560	Syak.g_01081
OG0000826	Prau.g_01561	Syak.g_01082
OG0000827	Prau.g_01562	Syak.g_01083
OG0000828	Prau.g_01565	Syak.g_01086
OG0000829	Prau.g_01566	Syak.g_01087
OG0000830	Prau.g_01567	Syak.g_01088
OG0000831	Prau.g_01569	Syak.g_01091
OG0000832	Prau.g_01575	Syak.g_02482
OG0000833	Prau.g_01583	Syak.g_02473
OG0000834	Prau.g_01584	Syak.g_02470
OG0000835	Prau.g_01585	Syak.g_02469
OG0000836	Prau.g_01586	Syak.g_02466
OG0000837	Prau.g_01587	Syak.g_02465
OG0000838	Prau.g_01589	Syak.g_02461
OG0000839	Prau.g_01590	Syak.g_02460
OG0000840	Prau.g_01591	Syak.g_02459
OG0000841	Prau.g_01592	Syak.g_02458
OG0000842	Prau.g_01593	Syak.g_02457
OG0000843	Prau.g_01594	Syak.g_02456
OG0000844	Prau.g_01595	Syak.g_02454
OG0000845	Prau.g_01596	Syak.g_02453
OG0000846	Prau.g_01597	Syak.g_02452
OG0000847	Prau.g_01598	Syak.g_02451
OG0000848	Prau.g_01599	Syak.g_02449
OG0000849	Prau.g_01600	Syak.g_02448
OG0000850	Prau.g_01602	Syak.g_02445
OG0000851	Prau.g_01603	Syak.g_02440
OG0000852	Prau.g_01604	Syak.g_02439
OG0000853	Prau.g_01608	Syak.g_02435
OG0000854	Prau.g_01610	Syak.g_02433
OG0000855	Prau.g_01611	Syak.g_02432
OG0000856	Prau.g_01626	Syak.g_00021
OG0000857	Prau.g_01652	Syak.g_00451
OG0000858	Prau.g_01726	Syak.g_02426
OG0000859	Prau.g_01727	Syak.g_02425
OG0000860	Prau.g_01734	Syak.g_02414
OG0000861	Prau.g_01735	Syak.g_02413
OG0000862	Prau.g_01736	Syak.g_02412
OG0000863	Prau.g_01738	Syak.g_02409
OG0000864	Prau.g_01739	Syak.g_02408
OG0000865	Prau.g_01740	Syak.g_02407
OG0000866	Prau.g_01741	Syak.g_02406
OG0000867	Prau.g_01742	Syak.g_02405
OG0000868	Prau.g_01743	Syak.g_02402
OG0000869	Prau.g_01747	Syak.g_02398
OG0000870	Prau.g_01752	Syak.g_02393
OG0000871	Prau.g_01753	Syak.g_02392
OG0000872	Prau.g_01754	Syak.g_02386
OG0000873	Prau.g_01757	Syak.g_02383
OG0000874	Prau.g_01760	Syak.g_02379
OG0000875	Prau.g_01761	Syak.g_02377
OG0000876	Prau.g_01762	Syak.g_02375
OG0000877	Prau.g_01764	Syak.g_02372
OG0000878	Prau.g_01765	Syak.g_02371
OG0000879	Prau.g_01766	Syak.g_02370
OG0000880	Prau.g_01767	Syak.g_02369
OG0000881	Prau.g_01771	Syak.g_02363
OG0000882	Prau.g_01776	Syak.g_02358
OG0000883	Prau.g_01777	Syak.g_02355
OG0000884	Prau.g_01779	Syak.g_02353
OG0000885	Prau.g_01780	Syak.g_02352
OG0000886	Prau.g_01781	Syak.g_02351
OG0000887	Prau.g_01782	Syak.g_02350
OG0000888	Prau.g_01784	Syak.g_02348
OG0000889	Prau.g_01786	Syak.g_02346
OG0000890	Prau.g_01787	Syak.g_02334
OG0000891	Prau.g_01788	Syak.g_02333
OG0000892	Prau.g_01790	Syak.g_02329
OG0000893	Prau.g_01794	Syak.g_01393
OG0000894	Prau.g_01796	Syak.g_01390
OG0000895	Prau.g_01799	Syak.g_01386
OG0000896	Prau.g_01800	Syak.g_01385
OG0000897	Prau.g_01802	Syak.g_01383
OG0000898	Prau.g_01803	Syak.g_01382
OG0000899	Prau.g_01804	Syak.g_01381
OG0000900	Prau.g_01805	Syak.g_01380
OG0000901	Prau.g_01808	Syak.g_01375
OG0000902	Prau.g_01810	Syak.g_01368
OG0000903	Prau.g_01813	Syak.g_01353
OG0000904	Prau.g_01815	Syak.g_01358
OG0000905	Prau.g_01820	Syak.g_01363
OG0000906	Prau.g_01821	Syak.g_01366
OG0000907	Prau.g_01827	Syak.g_01351
OG0000908	Prau.g_01830	Syak.g_01348
OG0000909	Prau.g_01831	Syak.g_01347
OG0000910	Prau.g_01832	Syak.g_01346
OG0000911	Prau.g_01834	Syak.g_01344
OG0000912	Prau.g_01835	Syak.g_01343
OG0000913	Prau.g_01836	Syak.g_01342
OG0000914	Prau.g_01837	Syak.g_01341
OG0000915	Prau.g_01838	Syak.g_01339
OG0000916	Prau.g_01839	Syak.g_01338
OG0000917	Prau.g_01840	Syak.g_01337
OG0000918	Prau.g_01841	Syak.g_01336
OG0000919	Prau.g_01842	Syak.g_01335
OG0000920	Prau.g_01843	Syak.g_01334
OG0000921	Prau.g_01844	Syak.g_01333
OG0000922	Prau.g_01845	Syak.g_01332
OG0000923	Prau.g_01849	Syak.g_01328
OG0000924	Prau.g_01850	Syak.g_01327
OG0000925	Prau.g_01851	Syak.g_01326
OG0000926	Prau.g_01852	Syak.g_01325
OG0000927	Prau.g_01854	Syak.g_01323
OG0000928	Prau.g_01855	Syak.g_01322
OG0000929	Prau.g_01856	Syak.g_01321
OG0000930	Prau.g_01857	Syak.g_01320
OG0000931	Prau.g_01858	Syak.g_01319
OG0000932	Prau.g_01859	Syak.g_01318
OG0000933	Prau.g_01863	Syak.g_01312
OG0000934	Prau.g_01865	Syak.g_01310
OG0000935	Prau.g_01866	Syak.g_01309
OG0000936	Prau.g_01867	Syak.g_01308
OG0000937	Prau.g_01868	Syak.g_01307
OG0000938	Prau.g_01870	Syak.g_01304
OG0000939	Prau.g_01871	Syak.g_01303
OG0000940	Prau.g_01878	Syak.g_01297
OG0000941	Prau.g_01880	Syak.g_01295
OG0000942	Prau.g_01882	Syak.g_01293
OG0000943	Prau.g_01883	Syak.g_01292
OG0000944	Prau.g_01884	Syak.g_01290
OG0000945	Prau.g_01885	Syak.g_01288
OG0000946	Prau.g_01889	Syak.g_01283
OG0000947	Prau.g_01891	Syak.g_01280
OG0000948	Prau.g_01892	Syak.g_01279
OG0000949	Prau.g_01895	Syak.g_01551
OG0000950	Prau.g_01900	Syak.g_01562
OG0000951	Prau.g_01904	Syak.g_01569
OG0000952	Prau.g_01908	Syak.g_01574
OG0000953	Prau.g_01911	Syak.g_01627
OG0000954	Prau.g_01915	Syak.g_01633
OG0000955	Prau.g_01916	Syak.g_01634
OG0000956	Prau.g_01918	Syak.g_01636
OG0000957	Prau.g_01923	Syak.g_01648
OG0000958	Prau.g_01924	Syak.g_01649
OG0000959	Prau.g_01928	Syak.g_01653
OG0000960	Prau.g_01929	Syak.g_01654
OG0000961	Prau.g_01931	Syak.g_01679
OG0000962	Prau.g_01933	Syak.g_01682
OG0000963	Prau.g_01937	Syak.g_01687
OG0000964	Prau.g_01938	Syak.g_01688
OG0000965	Prau.g_01939	Syak.g_01689
OG0000966	Prau.g_01946	Syak.g_01711
OG0000967	Prau.g_01951	Syak.g_01715
OG0000968	Prau.g_01953	Syak.g_01719
OG0000969	Prau.g_01954	Syak.g_01721
OG0000970	Prau.g_01955	Syak.g_01722
OG0000971	Prau.g_01956	Syak.g_01724
OG0000972	Prau.g_01957	Syak.g_01725
OG0000973	Prau.g_01958	Syak.g_01726
OG0000974	Prau.g_01959	Syak.g_01727
OG0000975	Prau.g_01960	Syak.g_01728
OG0000976	Prau.g_01961	Syak.g_01729
OG0000977	Prau.g_01962	Syak.g_01731
OG0000978	Prau.g_01963	Syak.g_01732
OG0000979	Prau.g_01966	Syak.g_01735
OG0000980	Prau.g_01968	Syak.g_01738
OG0000981	Prau.g_01970	Syak.g_01741
OG0000982	Prau.g_01972	Syak.g_01941
OG0000983	Prau.g_01973	Syak.g_01940
OG0000984	Prau.g_01974	Syak.g_01939
OG0000985	Prau.g_01977	Syak.g_01935
OG0000986	Prau.g_01979	Syak.g_01933
OG0000987	Prau.g_01980	Syak.g_01931
OG0000988	Prau.g_01983	Syak.g_01925
OG0000989	Prau.g_01986	Syak.g_01912
OG0000990	Prau.g_01989	Syak.g_01900
OG0000991	Prau.g_01990	Syak.g_01896
OG0000992	Prau.g_01992	Syak.g_01893
OG0000993	Prau.g_01993	Syak.g_01892
OG0000994	Prau.g_01994	Syak.g_01889
OG0000995	Prau.g_01998	Syak.g_01880
OG0000996	Prau.g_01999	Syak.g_01839
OG0000997	Prau.g_02000	Syak.g_01828
OG0000998	Prau.g_02002	Syak.g_01826
OG0000999	Prau.g_02003	Syak.g_01825
OG0001000	Prau.g_02006	Syak.g_01821
OG0001001	Prau.g_02008	Syak.g_01814
OG0001002	Prau.g_02012	Syak.g_01807
OG0001003	Prau.g_02014	Syak.g_01806
OG0001004	Prau.g_02015	Syak.g_01805
OG0001005	Prau.g_02016	Syak.g_01804
OG0001006	Prau.g_02020	Syak.g_01797
OG0001007	Prau.g_02022	Syak.g_01795
OG0001008	Prau.g_00478	Syak.g_01190
OG0001009	Prau.g_00027	Syak.g_01762
OG0001010	Prau.g_00028	Syak.g_01761
OG0001011	Prau.g_00029	Syak.g_01759
OG0001012	Prau.g_00050	Syak.g_01946
OG0001013	Prau.g_00056	Syak.g_01969
OG0001014	Prau.g_00059	Syak.g_01975
OG0001015	Prau.g_00060	Syak.g_01976
OG0001016	Prau.g_00074	Syak.g_02250
OG0001017	Prau.g_00078	Syak.g_02244
OG0001018	Prau.g_00081	Syak.g_02242
OG0001019	Prau.g_00090	Syak.g_02218
OG0001020	Prau.g_00091	Syak.g_02214
OG0001021	Prau.g_00092	Syak.g_02210
OG0001022	Prau.g_00095	Syak.g_02205
OG0001023	Prau.g_00096	Syak.g_02204
OG0001024	Prau.g_00099	Syak.g_02201
OG0001025	Prau.g_00105	Syak.g_02195
OG0001026	Prau.g_00112	Syak.g_02182
OG0001027	Prau.g_00113	Syak.g_02178
OG0001028	Prau.g_00115	Syak.g_02176
OG0001029	Prau.g_00116	Syak.g_02174
OG0001030	Prau.g_00131	Syak.g_02153
OG0001031	Prau.g_00187	Syak.g_02079
OG0001032	Prau.g_00188	Syak.g_02077
OG0001033	Prau.g_00209	Syak.g_02037
OG0001034	Prau.g_00237	Syak.g_02305
OG0001035	Prau.g_00256	Syak.g_01422
OG0001036	Prau.g_00261	Syak.g_01427
OG0001037	Prau.g_00262	Syak.g_01429
OG0001038	Prau.g_00280	Syak.g_01457
OG0001039	Prau.g_00283	Syak.g_01460
OG0001040	Prau.g_00285	Syak.g_01463
OG0001041	Prau.g_00289	Syak.g_01468
OG0001042	Prau.g_00306	Syak.g_01500
OG0001043	Prau.g_00307	Syak.g_01504
OG0001044	Prau.g_00335	Syak.g_01247
OG0001045	Prau.g_00344	Syak.g_01234
OG0001046	Prau.g_00382	Syak.g_00479
OG0001047	Prau.g_00480	Syak.g_01188
OG0001048	Prau.g_00481	Syak.g_01187
OG0001049	Prau.g_00483	Syak.g_01184
OG0001050	Prau.g_00484	Syak.g_01183
OG0001051	Prau.g_00485	Syak.g_01182
OG0001052	Prau.g_00512	Syak.g_01122
OG0001053	Prau.g_00524	Syak.g_02577
OG0001054	Prau.g_00539	Syak.g_02596
OG0001055	Prau.g_00558	Syak.g_02617
OG0001056	Prau.g_00576	Syak.g_02645
OG0001057	Prau.g_00581	Syak.g_00964
OG0001058	Prau.g_00589	Syak.g_02668
OG0001060	Prau.g_00600	Syak.g_02677
OG0001061	Prau.g_00613	Syak.g_02697
OG0001062	Prau.g_00615	Syak.g_02699
OG0001063	Prau.g_00617	Syak.g_02704
OG0001064	Prau.g_00618	Syak.g_02705
OG0001065	Prau.g_00619	Syak.g_02706
OG0001066	Prau.g_00620	Syak.g_02707
OG0001067	Prau.g_00621	Syak.g_02708
OG0001068	Prau.g_00622	Syak.g_02709
OG0001069	Prau.g_00623	Syak.g_02710
OG0001070	Prau.g_00626	Syak.g_02714
OG0001071	Prau.g_00627	Syak.g_02715
OG0001072	Prau.g_00628	Syak.g_02721
OG0001073	Prau.g_00642	Syak.g_02736
OG0001074	Prau.g_00653	Syak.g_00098
OG0001075	Prau.g_00654	Syak.g_02760
OG0001076	Prau.g_00664	Syak.g_00011
OG0001077	Prau.g_00668	Syak.g_00024
OG0001078	Prau.g_00676	Syak.g_00036
OG0001079	Prau.g_00687	Syak.g_00049
OG0001080	Prau.g_00693	Syak.g_00264
OG0001081	Prau.g_00695	Syak.g_00327
OG0001082	Prau.g_00696	Syak.g_00328
OG0001083	Prau.g_00701	Syak.g_00336
OG0001084	Prau.g_00702	Syak.g_00337
OG0001085	Prau.g_00710	Syak.g_00354
OG0001086	Prau.g_00711	Syak.g_00356
OG0001087	Prau.g_00728	Syak.g_00691
OG0001088	Prau.g_00729	Syak.g_00694
OG0001089	Prau.g_00737	Syak.g_00722
OG0001090	Prau.g_00756	Syak.g_00806
OG0001091	Prau.g_00758	Syak.g_00804
OG0001092	Prau.g_00759	Syak.g_00801
OG0001093	Prau.g_00764	Syak.g_00794
OG0001094	Prau.g_00848	Syak.g_00428
OG0001095	Prau.g_00867	Syak.g_00448
OG0001096	Prau.g_00880	Syak.g_00623
OG0001097	Prau.g_00898	Syak.g_00598
OG0001098	Prau.g_00914	Syak.g_00578
OG0001099	Prau.g_00946	Syak.g_02175
OG0001100	Prau.g_00950	Syak.g_00365
OG0001101	Prau.g_00952	Syak.g_00367
OG0001102	Prau.g_00954	Syak.g_00370
OG0001104	Prau.g_00978	Syak.g_00410
OG0001105	Prau.g_00982	Syak.g_00414
OG0001106	Prau.g_01006	Syak.g_00518
OG0001107	Prau.g_01013	Syak.g_00505
OG0001108	Prau.g_01017	Syak.g_00497
OG0001109	Prau.g_01018	Syak.g_00495
OG0001110	Prau.g_01020	Syak.g_00493
OG0001111	Prau.g_01021	Syak.g_00491
OG0001112	Prau.g_01022	Syak.g_00489
OG0001113	Prau.g_01023	Syak.g_00406
OG0001114	Prau.g_01024	Syak.g_00488
OG0001115	Prau.g_01026	Syak.g_00484
OG0001116	Prau.g_01027	Syak.g_00482
OG0001117	Prau.g_01028	Syak.g_00481
OG0001118	Prau.g_01029	Syak.g_00480
OG0001119	Prau.g_01030	Syak.g_00478
OG0001120	Prau.g_01032	Syak.g_00474
OG0001121	Prau.g_01172, Prau.g_01035	Syak.g_00114
OG0001123	Prau.g_01065	Syak.g_00650
OG0001124	Prau.g_01067	Syak.g_00652
OG0001125	Prau.g_01068	Syak.g_00654
OG0001126	Prau.g_01078	Syak.g_00757
OG0001127	Prau.g_01079	Syak.g_00756
OG0001128	Prau.g_01081	Syak.g_00753
OG0001129	Prau.g_01082	Syak.g_00751
OG0001130	Prau.g_01083	Syak.g_00750
OG0001131	Prau.g_01118	Syak.g_00389
OG0001132	Prau.g_01127	Syak.g_00120
OG0001133	Prau.g_01160	Syak.g_00014
OG0001134	Prau.g_01174	Syak.g_00273
OG0001136	Prau.g_01204	Syak.g_00901
OG0001137	Prau.g_01214	Syak.g_00876
OG0001138	Prau.g_01232	Syak.g_00839
OG0001139	Prau.g_01233	Syak.g_00837
OG0001140	Prau.g_01234	Syak.g_00836
OG0001141	Prau.g_01235	Syak.g_00835
OG0001142	Prau.g_01236	Syak.g_00834
OG0001143	Prau.g_01243	Syak.g_00826
OG0001144	Prau.g_01248	Syak.g_00815
OG0001145	Prau.g_01362	Syak.g_00922
OG0001146	Prau.g_01375	Syak.g_00943
OG0001147	Prau.g_01395	Syak.g_01113
OG0001148	Prau.g_01411	Syak.g_02563
OG0001149	Prau.g_01412	Syak.g_02562
OG0001150	Prau.g_01413	Syak.g_02561
OG0001151	Prau.g_01424	Syak.g_02548
OG0001153	Prau.g_01563	Syak.g_01084
OG0001154	Prau.g_01564	Syak.g_01085
OG0001155	Prau.g_01576	Syak.g_02480
OG0001156	Prau.g_01579	Syak.g_02477
OG0001157	Prau.g_01580	Syak.g_02476
OG0001158	Prau.g_01581	Syak.g_02475
OG0001159	Prau.g_01582	Syak.g_02474
OG0001160	Prau.g_01606	Syak.g_02437
OG0001161	Prau.g_01619	Syak.g_01906
OG0001162	Prau.g_01630	Syak.g_00959
OG0001163	Prau.g_01724	Syak.g_02429
OG0001164	Prau.g_01728	Syak.g_02423
OG0001165	Prau.g_01731	Syak.g_02418
OG0001166	Prau.g_01751	Syak.g_02394
OG0001167	Prau.g_01768	Syak.g_02366
OG0001168	Prau.g_01770	Syak.g_02364
OG0001169	Prau.g_01772	Syak.g_02362
OG0001170	Prau.g_01774	Syak.g_02360
OG0001171	Prau.g_01783	Syak.g_02349
OG0001172	Prau.g_01797	Syak.g_01388
OG0001173	Prau.g_01798	Syak.g_01387
