Orthogroup	Prau	Syal
OG0000584	Prau.g_00648	Syal.g_02734
OG0000585	Prau.g_00650	Syal.g_02731
OG0000586	Prau.g_00651	Syal.g_02730
OG0000587	Prau.g_00652	Syal.g_02728
OG0000588	Prau.g_00656	Syal.g_02717
OG0000589	Prau.g_00661	Syal.g_02714
OG0000590	Prau.g_00662	Syal.g_02713
OG0000591	Prau.g_00665	Syal.g_02707
OG0000592	Prau.g_00666	Syal.g_02706
OG0000593	Prau.g_00672	Syal.g_02640
OG0000594	Prau.g_00673	Syal.g_02639
OG0000595	Prau.g_00674	Syal.g_02638
OG0000596	Prau.g_00678	Syal.g_02633
OG0000597	Prau.g_00680	Syal.g_02630
OG0000598	Prau.g_00681	Syal.g_02629
OG0000599	Prau.g_00684	Syal.g_02622
OG0000600	Prau.g_00685	Syal.g_02621
OG0000601	Prau.g_00686	Syal.g_02620
OG0000602	Prau.g_00688	Syal.g_02615
OG0000603	Prau.g_00689	Syal.g_02614
OG0000604	Prau.g_00690	Syal.g_02612
OG0000605	Prau.g_00691	Syal.g_02516
OG0000606	Prau.g_00694	Syal.g_02174
OG0000607	Prau.g_00697	Syal.g_02177
OG0000608	Prau.g_00698	Syal.g_02178
OG0000609	Prau.g_00699	Syal.g_02180
OG0000610	Prau.g_00704	Syal.g_02198
OG0000611	Prau.g_00707	Syal.g_02201
OG0000612	Prau.g_00708	Syal.g_02202
OG0000613	Prau.g_00713	Syal.g_01325
OG0000614	Prau.g_00732	Syal.g_01794
OG0000615	Prau.g_00740	Syal.g_02256
OG0000616	Prau.g_00744	Syal.g_00079
OG0000617	Prau.g_00761	Syal.g_01866
OG0000618	Prau.g_00762	Syal.g_01867
OG0000619	Prau.g_00763	Syal.g_02417
OG0000620	Prau.g_00766	Syal.g_02422
OG0000621	Prau.g_00767	Syal.g_02423
OG0000622	Prau.g_00768	Syal.g_02424
OG0000623	Prau.g_00769	Syal.g_02425
OG0000624	Prau.g_00770	Syal.g_02427
OG0000625	Prau.g_00771	Syal.g_02428
OG0000626	Prau.g_00772	Syal.g_02429
OG0000627	Prau.g_00773	Syal.g_02048
OG0000628	Prau.g_00774	Syal.g_02047
OG0000629	Prau.g_00775	Syal.g_02044
OG0000630	Prau.g_00778	Syal.g_02040
OG0000631	Prau.g_00845	Syal.g_02031
OG0000632	Prau.g_00846	Syal.g_02030
OG0000633	Prau.g_00847	Syal.g_02029
OG0000634	Prau.g_00850	Syal.g_02410
OG0000635	Prau.g_00851	Syal.g_02411
OG0000636	Prau.g_00853	Syal.g_02413
OG0000637	Prau.g_00855	Syal.g_02415
OG0000638	Prau.g_00856	Syal.g_02416
OG0000639	Prau.g_00857	Syal.g_01868
OG0000640	Prau.g_00858	Syal.g_01869
OG0000641	Prau.g_00862	Syal.g_01873
OG0000642	Prau.g_00863	Syal.g_01874
OG0000643	Prau.g_00864	Syal.g_01875
OG0000644	Prau.g_00865	Syal.g_01876
OG0000645	Prau.g_00866	Syal.g_01878
OG0000646	Prau.g_00868	Syal.g_01881
OG0000647	Prau.g_00869	Syal.g_01883
OG0000648	Prau.g_00871	Syal.g_02438
OG0000649	Prau.g_00872	Syal.g_02439
OG0000650	Prau.g_00873	Syal.g_02440
OG0000651	Prau.g_00874	Syal.g_02441
OG0000652	Prau.g_00875	Syal.g_02442
OG0000653	Prau.g_00877	Syal.g_02444
OG0000654	Prau.g_00878	Syal.g_02445
OG0000655	Prau.g_00879	Syal.g_02446
OG0000656	Prau.g_00882	Syal.g_02449
OG0000657	Prau.g_00889	Syal.g_02460
OG0000658	Prau.g_00890	Syal.g_02465
OG0000659	Prau.g_00891	Syal.g_02466
OG0000660	Prau.g_00895	Syal.g_02470
OG0000661	Prau.g_00897	Syal.g_02472
OG0000662	Prau.g_00899	Syal.g_02474
OG0000663	Prau.g_00902	Syal.g_02477
OG0000664	Prau.g_00903	Syal.g_02478
OG0000665	Prau.g_00907	Syal.g_02593
OG0000666	Prau.g_00908	Syal.g_02605
OG0000667	Prau.g_00912	Syal.g_02192
OG0000668	Prau.g_00942	Syal.g_01920
OG0000669	Prau.g_00949	Syal.g_02295
OG0000670	Prau.g_00951	Syal.g_02956
OG0000671	Prau.g_00953	Syal.g_02291
OG0000672	Prau.g_00955	Syal.g_02288
OG0000673	Prau.g_00957	Syal.g_02285
OG0000674	Prau.g_00959	Syal.g_02283
OG0000675	Prau.g_00960	Syal.g_02282
OG0000676	Prau.g_00962	Syal.g_02272
OG0000677	Prau.g_00963	Syal.g_02271
OG0000678	Prau.g_00965	Syal.g_02264
OG0000679	Prau.g_00969	Syal.g_02252
OG0000680	Prau.g_00970	Syal.g_02251
OG0000681	Prau.g_00973	Syal.g_02248
OG0000682	Prau.g_00974	Syal.g_02247
OG0000683	Prau.g_00975	Syal.g_02246
OG0000684	Prau.g_00977	Syal.g_02242
OG0000685	Prau.g_00979	Syal.g_02240
OG0000686	Prau.g_00980	Syal.g_02239
OG0000687	Prau.g_00981	Syal.g_02237
OG0000688	Prau.g_00984	Syal.g_02225
OG0000689	Prau.g_00985	Syal.g_02223
OG0000690	Prau.g_00986	Syal.g_02222
OG0000691	Prau.g_00987	Syal.g_02221
OG0000692	Prau.g_00989	Syal.g_02220
OG0000693	Prau.g_00990	Syal.g_02218
OG0000694	Prau.g_00991	Syal.g_02217
OG0000695	Prau.g_00993	Syal.g_02027
OG0000696	Prau.g_00994	Syal.g_02026
OG0000697	Prau.g_00995	Syal.g_02025
OG0000698	Prau.g_00998	Syal.g_02022
OG0000699	Prau.g_00999	Syal.g_02021
OG0000700	Prau.g_01000	Syal.g_02020
OG0000701	Prau.g_01001	Syal.g_02019
OG0000702	Prau.g_01003	Syal.g_02011
OG0000703	Prau.g_01004	Syal.g_02010
OG0000704	Prau.g_01005	Syal.g_02008
OG0000705	Prau.g_01009	Syal.g_01999
OG0000706	Prau.g_01010	Syal.g_01998
OG0000707	Prau.g_01011	Syal.g_01997
OG0000708	Prau.g_01012	Syal.g_01994
OG0000709	Prau.g_01016	Syal.g_01986
OG0000710	Prau.g_01019	Syal.g_01982
OG0000711	Prau.g_01036	Syal.g_01954
OG0000712	Prau.g_01038	Syal.g_01952
OG0000713	Prau.g_01039	Syal.g_01951
OG0000714	Prau.g_01040	Syal.g_01948
OG0000715	Prau.g_01042	Syal.g_01934
OG0000716	Prau.g_01044	Syal.g_01930
OG0000717	Prau.g_01045	Syal.g_01929
OG0000718	Prau.g_01058	Syal.g_01925
OG0000719	Prau.g_01060	Syal.g_01922
OG0000720	Prau.g_01069	Syal.g_01908
OG0000721	Prau.g_01071	Syal.g_01906
OG0000722	Prau.g_01072	Syal.g_01905
OG0000723	Prau.g_01075	Syal.g_02433
OG0000724	Prau.g_01084	Syal.g_01829
OG0000725	Prau.g_01090	Syal.g_01820
OG0000726	Prau.g_01091	Syal.g_01819
OG0000727	Prau.g_01092	Syal.g_01818
OG0000728	Prau.g_01094	Syal.g_01816
OG0000729	Prau.g_01138	Syal.g_01510
OG0000730	Prau.g_01142	Syal.g_00345
OG0000731	Prau.g_01146	Syal.g_00356
OG0000732	Prau.g_01155	Syal.g_00149
OG0000733	Prau.g_01175	Syal.g_01105
OG0000734	Prau.g_01192	Syal.g_00828
OG0000735	Prau.g_01194	Syal.g_01627
OG0000736	Prau.g_01195	Syal.g_01628
OG0000737	Prau.g_01196	Syal.g_01629
OG0000738	Prau.g_01200	Syal.g_01634
OG0000739	Prau.g_01201	Syal.g_01645
OG0000740	Prau.g_01202	Syal.g_01646
OG0000741	Prau.g_01203	Syal.g_01649
OG0000742	Prau.g_01205	Syal.g_01652
OG0000743	Prau.g_01207	Syal.g_01654
OG0000744	Prau.g_01208	Syal.g_01655
OG0000745	Prau.g_01209	Syal.g_01657
OG0000746	Prau.g_01211	Syal.g_01659
OG0000747	Prau.g_01212	Syal.g_01660
OG0000748	Prau.g_01215	Syal.g_01674
OG0000749	Prau.g_01216	Syal.g_01675
OG0000750	Prau.g_01217	Syal.g_01676
OG0000751	Prau.g_01219	Syal.g_01688
OG0000752	Prau.g_01221	Syal.g_01690
OG0000753	Prau.g_01224	Syal.g_01693
OG0000754	Prau.g_01227	Syal.g_01698
OG0000755	Prau.g_01230	Syal.g_01707
OG0000756	Prau.g_01231	Syal.g_01708
OG0000757	Prau.g_01237	Syal.g_01715
OG0000758	Prau.g_01238	Syal.g_01716
OG0000759	Prau.g_01239	Syal.g_01717
OG0000760	Prau.g_01240	Syal.g_01718
OG0000761	Prau.g_01241	Syal.g_01719
OG0000762	Prau.g_01242	Syal.g_01721
OG0000763	Prau.g_01244	Syal.g_01723
OG0000764	Prau.g_01245	Syal.g_01724
OG0000765	Prau.g_01254	Syal.g_01768
OG0000766	Prau.g_01255	Syal.g_01767
OG0000767	Prau.g_01257	Syal.g_01765
OG0000768	Prau.g_01258	Syal.g_01764
OG0000769	Prau.g_01260	Syal.g_01762
OG0000770	Prau.g_01262	Syal.g_01758
OG0000771	Prau.g_01271, Prau.g_01496	Syal.g_01835
OG0000772	Prau.g_01346	Syal.g_01641
OG0000773	Prau.g_01361	Syal.g_01618
OG0000774	Prau.g_01363	Syal.g_01610
OG0000775	Prau.g_01366	Syal.g_01608
OG0000776	Prau.g_01367	Syal.g_01607
OG0000777	Prau.g_01368	Syal.g_01606
OG0000778	Prau.g_01369	Syal.g_01605
OG0000779	Prau.g_01373	Syal.g_01599
OG0000780	Prau.g_01374	Syal.g_01594
OG0000781	Prau.g_01377	Syal.g_01590
OG0000782	Prau.g_01378	Syal.g_01589
OG0000783	Prau.g_01379	Syal.g_01588
OG0000784	Prau.g_01380	Syal.g_01587
OG0000785	Prau.g_01382	Syal.g_01585
OG0000786	Prau.g_01384	Syal.g_01579
OG0000787	Prau.g_01385	Syal.g_01578
OG0000788	Prau.g_01396	Syal.g_02619
OG0000789	Prau.g_01399	Syal.g_02598
OG0000790	Prau.g_01414	Syal.g_02883
OG0000791	Prau.g_01416	Syal.g_02882
OG0000792	Prau.g_01417	Syal.g_02881
OG0000793	Prau.g_01420	Syal.g_02876
OG0000794	Prau.g_01421	Syal.g_02875
OG0000795	Prau.g_01422	Syal.g_02874
OG0000796	Prau.g_01426	Syal.g_02870
OG0000797	Prau.g_01427	Syal.g_02869
OG0000799	Prau.g_01510	Syal.g_01547
OG0000800	Prau.g_01511	Syal.g_01542
OG0000801	Prau.g_01512	Syal.g_01541
OG0000802	Prau.g_01514	Syal.g_01536
OG0000803	Prau.g_01516	Syal.g_00040
OG0000804	Prau.g_01517	Syal.g_00036
OG0000805	Prau.g_01519	Syal.g_00030
OG0000806	Prau.g_01521	Syal.g_00028
OG0000807	Prau.g_01522	Syal.g_00026
OG0000808	Prau.g_01523	Syal.g_00025
OG0000809	Prau.g_01526	Syal.g_00022
OG0000810	Prau.g_01527	Syal.g_00021
OG0000811	Prau.g_01534	Syal.g_00380
OG0000812	Prau.g_01536	Syal.g_00382
OG0000813	Prau.g_01537	Syal.g_00383
OG0000814	Prau.g_01539	Syal.g_00385
OG0000815	Prau.g_01540	Syal.g_00391
OG0000816	Prau.g_01542	Syal.g_00393
OG0000817	Prau.g_01543	Syal.g_00394
OG0000818	Prau.g_01548	Syal.g_00401
OG0000819	Prau.g_01549	Syal.g_00402
OG0000820	Prau.g_01550	Syal.g_00403
OG0000821	Prau.g_01554	Syal.g_00409
OG0000822	Prau.g_01555	Syal.g_00411
OG0000823	Prau.g_01556	Syal.g_00412
OG0000824	Prau.g_01559	Syal.g_00417
OG0000825	Prau.g_01560	Syal.g_00418
OG0000826	Prau.g_01561	Syal.g_00419
OG0000827	Prau.g_01562	Syal.g_00420
OG0000828	Prau.g_01565	Syal.g_00423
OG0000829	Prau.g_01566	Syal.g_00424
OG0000830	Prau.g_01567	Syal.g_00425
OG0000831	Prau.g_01569	Syal.g_00427
OG0000832	Prau.g_01575	Syal.g_02967
OG0000833	Prau.g_01583	Syal.g_02976
OG0000834	Prau.g_01584	Syal.g_02979
OG0000835	Prau.g_01585	Syal.g_02980
OG0000836	Prau.g_01586	Syal.g_02983
OG0000837	Prau.g_01587	Syal.g_02984
OG0000838	Prau.g_01589	Syal.g_02988
OG0000839	Prau.g_01590	Syal.g_02989
OG0000840	Prau.g_01591	Syal.g_02990
OG0000841	Prau.g_01592	Syal.g_02991
OG0000842	Prau.g_01593	Syal.g_02992
OG0000843	Prau.g_01594	Syal.g_02993
OG0000844	Prau.g_01595	Syal.g_02995
OG0000845	Prau.g_01596	Syal.g_02996
OG0000846	Prau.g_01597	Syal.g_02997
OG0000847	Prau.g_01598	Syal.g_02998
OG0000848	Prau.g_01599	Syal.g_03000
OG0000849	Prau.g_01600	Syal.g_03001
OG0000850	Prau.g_01602	Syal.g_03008
OG0000851	Prau.g_01603	Syal.g_00561
OG0000852	Prau.g_01604	Syal.g_00562
OG0000853	Prau.g_01608	Syal.g_00566
OG0000854	Prau.g_01610	Syal.g_00568
OG0000855	Prau.g_01611	Syal.g_00569
OG0000856	Prau.g_01626	Syal.g_02704
OG0000857	Prau.g_01652	Syal.g_01882
OG0000858	Prau.g_01726	Syal.g_00576
OG0000859	Prau.g_01727	Syal.g_00577
OG0000860	Prau.g_01734	Syal.g_00589
OG0000861	Prau.g_01735	Syal.g_00590
OG0000862	Prau.g_01736	Syal.g_00591
OG0000863	Prau.g_01738	Syal.g_00594
OG0000864	Prau.g_01739	Syal.g_00595
OG0000865	Prau.g_01740	Syal.g_00596
OG0000866	Prau.g_01741	Syal.g_00597
OG0000867	Prau.g_01742	Syal.g_00598
OG0000868	Prau.g_01743	Syal.g_00604
OG0000869	Prau.g_01747	Syal.g_00609
OG0000870	Prau.g_01752	Syal.g_00614
OG0000871	Prau.g_01753	Syal.g_00615
OG0000872	Prau.g_01754	Syal.g_00621
OG0000873	Prau.g_01757	Syal.g_00624
OG0000874	Prau.g_01760	Syal.g_00627
OG0000875	Prau.g_01761	Syal.g_00629
OG0000876	Prau.g_01762	Syal.g_00631
OG0000877	Prau.g_01764	Syal.g_00633
OG0000878	Prau.g_01765	Syal.g_00634
OG0000879	Prau.g_01766	Syal.g_00635
OG0000880	Prau.g_01767	Syal.g_00636
OG0000881	Prau.g_01771	Syal.g_00641
OG0000882	Prau.g_01776	Syal.g_00646
OG0000883	Prau.g_01777	Syal.g_00648
OG0000884	Prau.g_01779	Syal.g_00650
OG0000885	Prau.g_01780	Syal.g_00651
OG0000886	Prau.g_01781	Syal.g_00652
OG0000887	Prau.g_01782	Syal.g_00653
OG0000888	Prau.g_01784	Syal.g_00655
OG0000889	Prau.g_01786	Syal.g_00657
OG0000890	Prau.g_01787	Syal.g_00663
OG0000891	Prau.g_01788	Syal.g_00664
OG0000892	Prau.g_01790	Syal.g_00668
OG0000893	Prau.g_01794	Syal.g_00193
OG0000894	Prau.g_01796	Syal.g_00196
OG0000895	Prau.g_01799	Syal.g_00200
OG0000896	Prau.g_01800	Syal.g_00201
OG0000897	Prau.g_01802	Syal.g_00203
OG0000898	Prau.g_01803	Syal.g_00204
OG0000899	Prau.g_01804	Syal.g_00205
OG0000900	Prau.g_01805	Syal.g_00206
OG0000901	Prau.g_01808	Syal.g_00211
OG0000902	Prau.g_01810	Syal.g_00213
OG0000903	Prau.g_01813	Syal.g_00227
OG0000904	Prau.g_01815	Syal.g_00222
OG0000905	Prau.g_01820	Syal.g_00217
OG0000906	Prau.g_01821	Syal.g_00215
OG0000907	Prau.g_01827	Syal.g_00229
OG0000908	Prau.g_01830	Syal.g_00232
OG0000909	Prau.g_01831	Syal.g_00233
OG0000910	Prau.g_01832	Syal.g_00234
OG0000911	Prau.g_01834	Syal.g_00237
OG0000912	Prau.g_01835	Syal.g_00238
OG0000913	Prau.g_01836	Syal.g_00239
OG0000914	Prau.g_01837	Syal.g_00240
OG0000915	Prau.g_01838	Syal.g_00241
OG0000916	Prau.g_01839	Syal.g_00242
OG0000917	Prau.g_01840	Syal.g_00243
OG0000918	Prau.g_01841	Syal.g_00244
OG0000919	Prau.g_01842	Syal.g_00245
OG0000920	Prau.g_01843	Syal.g_00246
OG0000921	Prau.g_01844	Syal.g_00247
OG0000922	Prau.g_01845	Syal.g_00248
OG0000923	Prau.g_01849	Syal.g_00252
OG0000924	Prau.g_01850	Syal.g_00253
OG0000925	Prau.g_01851	Syal.g_00254
OG0000926	Prau.g_01852	Syal.g_00255
OG0000927	Prau.g_01854	Syal.g_00257
OG0000928	Prau.g_01855	Syal.g_00258
OG0000929	Prau.g_01856	Syal.g_00259
OG0000930	Prau.g_01857	Syal.g_00260
OG0000931	Prau.g_01858	Syal.g_00261
OG0000932	Prau.g_01859	Syal.g_00262
OG0000933	Prau.g_01863	Syal.g_00268
OG0000934	Prau.g_01865	Syal.g_00270
OG0000935	Prau.g_01866	Syal.g_00271
OG0000936	Prau.g_01867	Syal.g_00272
OG0000937	Prau.g_01868	Syal.g_00273
OG0000938	Prau.g_01870	Syal.g_00276
OG0000939	Prau.g_01871	Syal.g_00277
OG0000940	Prau.g_01878	Syal.g_00285
OG0000941	Prau.g_01880	Syal.g_00287
OG0000942	Prau.g_01882	Syal.g_00289
OG0000943	Prau.g_01883	Syal.g_00290
OG0000944	Prau.g_01884	Syal.g_00292
OG0000945	Prau.g_01885	Syal.g_00294
OG0000946	Prau.g_01889	Syal.g_00301
OG0000947	Prau.g_01891	Syal.g_00304
OG0000948	Prau.g_01892	Syal.g_00305
OG0000949	Prau.g_01895	Syal.g_01341
OG0000950	Prau.g_01900	Syal.g_01348
OG0000951	Prau.g_01904	Syal.g_01353
OG0000952	Prau.g_01908	Syal.g_01363
OG0000953	Prau.g_01911	Syal.g_01435
OG0000954	Prau.g_01915	Syal.g_01443
OG0000955	Prau.g_01916	Syal.g_01444
OG0000956	Prau.g_01918	Syal.g_01446
OG0000957	Prau.g_01923	Syal.g_01457
OG0000958	Prau.g_01924	Syal.g_01458
OG0000959	Prau.g_01928	Syal.g_01482
OG0000960	Prau.g_01929	Syal.g_01483
OG0000961	Prau.g_01931	Syal.g_01507
OG0000962	Prau.g_01933	Syal.g_01509
OG0000963	Prau.g_01937	Syal.g_01514
OG0000964	Prau.g_01938	Syal.g_01515
OG0000965	Prau.g_01939	Syal.g_01516
OG0000966	Prau.g_01946	Syal.g_00176
OG0000967	Prau.g_01951	Syal.g_00171
OG0000968	Prau.g_01953	Syal.g_00169
OG0000969	Prau.g_01954	Syal.g_00167
OG0000970	Prau.g_01955	Syal.g_00166
OG0000971	Prau.g_01956	Syal.g_00164
OG0000972	Prau.g_01957	Syal.g_00163
OG0000973	Prau.g_01958	Syal.g_00162
OG0000974	Prau.g_01959	Syal.g_00161
OG0000975	Prau.g_01960	Syal.g_00160
OG0000976	Prau.g_01961	Syal.g_00159
OG0000977	Prau.g_01962	Syal.g_00157
OG0000978	Prau.g_01963	Syal.g_00156
OG0000979	Prau.g_01966	Syal.g_00153
OG0000980	Prau.g_01968	Syal.g_00150
OG0000981	Prau.g_01970	Syal.g_00147
OG0000982	Prau.g_01972	Syal.g_01068
OG0000983	Prau.g_01973	Syal.g_01069
OG0000984	Prau.g_01974	Syal.g_01070
OG0000985	Prau.g_01977	Syal.g_01074
OG0000986	Prau.g_01979	Syal.g_01076
OG0000987	Prau.g_01980	Syal.g_01080
OG0000988	Prau.g_01983	Syal.g_01086
OG0000989	Prau.g_01986	Syal.g_01098
OG0000990	Prau.g_01989	Syal.g_01118
OG0000991	Prau.g_01990	Syal.g_01120
OG0000992	Prau.g_01992	Syal.g_01122
OG0000993	Prau.g_01993	Syal.g_01123
OG0000994	Prau.g_01994	Syal.g_01127
OG0000995	Prau.g_01998	Syal.g_01132
OG0000996	Prau.g_01999	Syal.g_01162
OG0000997	Prau.g_02000	Syal.g_01171
OG0000998	Prau.g_02002	Syal.g_01173
OG0000999	Prau.g_02003	Syal.g_01174
OG0001000	Prau.g_02006	Syal.g_01177
OG0001001	Prau.g_02008	Syal.g_01182
OG0001002	Prau.g_02012	Syal.g_00082
OG0001003	Prau.g_02014	Syal.g_00084
OG0001004	Prau.g_02015	Syal.g_00085
OG0001005	Prau.g_02016	Syal.g_00087
OG0001006	Prau.g_02020	Syal.g_00094
OG0001007	Prau.g_02022	Syal.g_00096
OG0001008	Prau.g_00478	Syal.g_00524
OG0001009	Prau.g_00027	Syal.g_00129
OG0001010	Prau.g_00028	Syal.g_00130
OG0001011	Prau.g_00029	Syal.g_00131
OG0001012	Prau.g_00050	Syal.g_01064
OG0001013	Prau.g_00056	Syal.g_01026
OG0001014	Prau.g_00059	Syal.g_01022
OG0001015	Prau.g_00060	Syal.g_01021
OG0001016	Prau.g_00074	Syal.g_00756
OG0001017	Prau.g_00078	Syal.g_00762
OG0001018	Prau.g_00081	Syal.g_00764
OG0001019	Prau.g_00090	Syal.g_00785
OG0001020	Prau.g_00091	Syal.g_00796
OG0001021	Prau.g_00092	Syal.g_00800
OG0001022	Prau.g_00095	Syal.g_00805
OG0001023	Prau.g_00096	Syal.g_00806
OG0001024	Prau.g_00099	Syal.g_00810
OG0001025	Prau.g_00105	Syal.g_00817
OG0001026	Prau.g_00112	Syal.g_00830
OG0001027	Prau.g_00113	Syal.g_00834
OG0001028	Prau.g_00115	Syal.g_00836
OG0001029	Prau.g_00116	Syal.g_00838
OG0001030	Prau.g_00131	Syal.g_00860
OG0001031	Prau.g_00187	Syal.g_00936
OG0001032	Prau.g_00188	Syal.g_00938
OG0001033	Prau.g_00209	Syal.g_00972
OG0001034	Prau.g_00237	Syal.g_00684
OG0001035	Prau.g_00256	Syal.g_01226
OG0001036	Prau.g_00261	Syal.g_01231
OG0001037	Prau.g_00262	Syal.g_01233
OG0001038	Prau.g_00280	Syal.g_01261
OG0001039	Prau.g_00283	Syal.g_01264
OG0001040	Prau.g_00285	Syal.g_01267
OG0001041	Prau.g_00289	Syal.g_01272
OG0001042	Prau.g_00306	Syal.g_01300
OG0001043	Prau.g_00307	Syal.g_01304
OG0001044	Prau.g_00335	Syal.g_00346
OG0001045	Prau.g_00344	Syal.g_00359
OG0001046	Prau.g_00382	Syal.g_01967
OG0001047	Prau.g_00480	Syal.g_00522
OG0001048	Prau.g_00481	Syal.g_00521
OG0001049	Prau.g_00483	Syal.g_00518
OG0001050	Prau.g_00484	Syal.g_00517
OG0001051	Prau.g_00485	Syal.g_00516
OG0001052	Prau.g_00512	Syal.g_00467
OG0001053	Prau.g_00524	Syal.g_02900
OG0001054	Prau.g_00539	Syal.g_02919
OG0001055	Prau.g_00558	Syal.g_02940
OG0001056	Prau.g_00576	Syal.g_02833
OG0001057	Prau.g_00581	Syal.g_01574
OG0001058	Prau.g_00589	Syal.g_02812
OG0001059	Prau.g_00593	Syal.g_02808
OG0001060	Prau.g_00600	Syal.g_02801
OG0001061	Prau.g_00613	Syal.g_02783
OG0001062	Prau.g_00615	Syal.g_02781
OG0001063	Prau.g_00617	Syal.g_02776
OG0001064	Prau.g_00618	Syal.g_02775
OG0001065	Prau.g_00619	Syal.g_02774
OG0001066	Prau.g_00620	Syal.g_02773
OG0001067	Prau.g_00621	Syal.g_02772
OG0001068	Prau.g_00622	Syal.g_02771
OG0001069	Prau.g_00623	Syal.g_02770
OG0001070	Prau.g_00626	Syal.g_02766
OG0001071	Prau.g_00627	Syal.g_02765
OG0001072	Prau.g_00628	Syal.g_02761
OG0001073	Prau.g_00642	Syal.g_02746
OG0001074	Prau.g_00653	Syal.g_02575
OG0001075	Prau.g_00654	Syal.g_02726
OG0001076	Prau.g_00664	Syal.g_02712
OG0001077	Prau.g_00668	Syal.g_02702
OG0001078	Prau.g_00676	Syal.g_02635
OG0001079	Prau.g_00687	Syal.g_02618
OG0001080	Prau.g_00693	Syal.g_02514
OG0001081	Prau.g_00695	Syal.g_02175
OG0001082	Prau.g_00696	Syal.g_02176
OG0001083	Prau.g_00701	Syal.g_02184
OG0001084	Prau.g_00702	Syal.g_02187
OG0001085	Prau.g_00710	Syal.g_02206
OG0001086	Prau.g_00711	Syal.g_02208
OG0001087	Prau.g_00728	Syal.g_01782
OG0001088	Prau.g_00729	Syal.g_01785
OG0001089	Prau.g_00737	Syal.g_01811
OG0001090	Prau.g_00756	Syal.g_01859
OG0001091	Prau.g_00758	Syal.g_01862
OG0001092	Prau.g_00759	Syal.g_01864
OG0001093	Prau.g_00764	Syal.g_02419
OG0001094	Prau.g_00848	Syal.g_02216
OG0001095	Prau.g_00867	Syal.g_01879
OG0001096	Prau.g_00880	Syal.g_02447
OG0001097	Prau.g_00898	Syal.g_02473
OG0001098	Prau.g_00914	Syal.g_02083
OG0001099	Prau.g_00946	Syal.g_00837
OG0001100	Prau.g_00950	Syal.g_02293
OG0001101	Prau.g_00952	Syal.g_02292
OG0001102	Prau.g_00954	Syal.g_02289
OG0001104	Prau.g_00978	Syal.g_02241
OG0001105	Prau.g_00982	Syal.g_02236
OG0001106	Prau.g_01006	Syal.g_02007
OG0001107	Prau.g_01013	Syal.g_01993
OG0001108	Prau.g_01017	Syal.g_01985
OG0001109	Prau.g_01018	Syal.g_01983
OG0001110	Prau.g_01020	Syal.g_01981
OG0001111	Prau.g_01021	Syal.g_01979
OG0001112	Prau.g_01022	Syal.g_01977
OG0001113	Prau.g_01023	Syal.g_02244
OG0001114	Prau.g_01024	Syal.g_01976
OG0001115	Prau.g_01026	Syal.g_01972
OG0001116	Prau.g_01027	Syal.g_01970
OG0001117	Prau.g_01028	Syal.g_01969
OG0001118	Prau.g_01029	Syal.g_01968
OG0001119	Prau.g_01030	Syal.g_01966
OG0001120	Prau.g_01032	Syal.g_01962
OG0001121	Prau.g_01172, Prau.g_01035	Syal.g_02960
OG0001122	Prau.g_01061	Syal.g_01921
OG0001123	Prau.g_01065	Syal.g_01913
OG0001124	Prau.g_01067	Syal.g_01911
OG0001125	Prau.g_01068	Syal.g_01909
OG0001126	Prau.g_01078	Syal.g_01837
OG0001127	Prau.g_01079	Syal.g_01836
OG0001128	Prau.g_01081	Syal.g_01833
OG0001129	Prau.g_01082	Syal.g_01831
OG0001130	Prau.g_01083	Syal.g_01830
OG0001131	Prau.g_01118	Syal.g_02260
OG0001132	Prau.g_01127	Syal.g_02553
OG0001133	Prau.g_01160	Syal.g_02710
OG0001134	Prau.g_01174	Syal.g_02506
OG0001136	Prau.g_01204	Syal.g_01650
OG0001137	Prau.g_01214	Syal.g_01673
OG0001138	Prau.g_01232	Syal.g_01709
OG0001139	Prau.g_01233	Syal.g_01711
OG0001140	Prau.g_01234	Syal.g_01712
OG0001141	Prau.g_01235	Syal.g_01713
OG0001142	Prau.g_01236	Syal.g_01714
OG0001143	Prau.g_01243	Syal.g_01722
OG0001144	Prau.g_01248	Syal.g_01736
OG0001145	Prau.g_01362	Syal.g_01614
OG0001146	Prau.g_01375	Syal.g_01593
OG0001147	Prau.g_01395	Syal.g_00458
OG0001148	Prau.g_01411	Syal.g_02886
OG0001149	Prau.g_01412	Syal.g_02885
OG0001150	Prau.g_01413	Syal.g_02884
OG0001151	Prau.g_01424	Syal.g_02872
OG0001152	Prau.g_01425	Syal.g_02871
OG0001153	Prau.g_01563	Syal.g_00421
OG0001154	Prau.g_01564	Syal.g_00422
OG0001155	Prau.g_01576	Syal.g_02969
OG0001156	Prau.g_01579	Syal.g_02972
OG0001157	Prau.g_01580	Syal.g_02973
OG0001158	Prau.g_01581	Syal.g_02974
OG0001159	Prau.g_01582	Syal.g_02975
OG0001160	Prau.g_01606	Syal.g_00564
OG0001161	Prau.g_01619	Syal.g_01104
OG0001162	Prau.g_01630	Syal.g_01577
OG0001163	Prau.g_01724	Syal.g_00573
OG0001164	Prau.g_01728	Syal.g_00579
OG0001165	Prau.g_01731	Syal.g_00584
OG0001166	Prau.g_01751	Syal.g_00613
OG0001167	Prau.g_01768	Syal.g_00638
