Orthogroup	Prau	Syao
OG0000595	Prau.g_00674	Syao.g_00892
OG0000596	Prau.g_00678	Syao.g_00897
OG0000597	Prau.g_00680	Syao.g_00900
OG0000598	Prau.g_00681	Syao.g_00901
OG0000599	Prau.g_00684	Syao.g_00908
OG0000600	Prau.g_00685	Syao.g_00909
OG0000601	Prau.g_00686	Syao.g_00910
OG0000602	Prau.g_00688	Syao.g_00914
OG0000603	Prau.g_00689	Syao.g_00915
OG0000604	Prau.g_00690	Syao.g_00918
OG0000606	Prau.g_00694	Syao.g_00924
OG0000607	Prau.g_00697	Syao.g_00927
OG0000608	Prau.g_00698	Syao.g_00928
OG0000609	Prau.g_00699	Syao.g_00930
OG0000610	Prau.g_00704	Syao.g_00940
OG0000611	Prau.g_00707	Syao.g_00943
OG0000612	Prau.g_00708	Syao.g_00944
OG0000613	Prau.g_00713	Syao.g_01979
OG0000614	Prau.g_00732	Syao.g_00375
OG0000615	Prau.g_00740	Syao.g_00978
OG0000616	Prau.g_00744	Syao.g_02342
OG0000617	Prau.g_00761	Syao.g_00486
OG0000618	Prau.g_00762	Syao.g_00485
OG0000619	Prau.g_00763	Syao.g_00484
OG0000620	Prau.g_00766	Syao.g_00479
OG0000621	Prau.g_00767	Syao.g_00478
OG0000622	Prau.g_00768	Syao.g_00476
OG0000623	Prau.g_00769	Syao.g_00475
OG0000624	Prau.g_00770	Syao.g_00473
OG0000625	Prau.g_00771	Syao.g_00472
OG0000626	Prau.g_00772	Syao.g_00471
OG0000627	Prau.g_00773	Syao.g_00567
OG0000628	Prau.g_00774	Syao.g_00566
OG0000629	Prau.g_00775	Syao.g_00590
OG0000630	Prau.g_00778	Syao.g_00585
OG0000631	Prau.g_00845	Syao.g_00644
OG0000632	Prau.g_00846	Syao.g_00643
OG0000633	Prau.g_00847	Syao.g_00642
OG0000634	Prau.g_00850	Syao.g_00752
OG0000635	Prau.g_00851	Syao.g_00753
OG0000636	Prau.g_00853	Syao.g_00755
OG0000637	Prau.g_00855	Syao.g_00757
OG0000638	Prau.g_00856	Syao.g_00758
OG0000639	Prau.g_00857	Syao.g_00759
OG0000640	Prau.g_00858	Syao.g_00760
OG0000641	Prau.g_00862	Syao.g_00764
OG0000642	Prau.g_00863	Syao.g_00765
OG0000643	Prau.g_00864	Syao.g_00767
OG0000644	Prau.g_00865	Syao.g_00768
OG0000645	Prau.g_00866	Syao.g_00770
OG0000646	Prau.g_00868	Syao.g_00773
OG0000647	Prau.g_00869	Syao.g_00775
OG0000648	Prau.g_00871	Syao.g_00777
OG0000649	Prau.g_00872	Syao.g_00778
OG0000650	Prau.g_00873	Syao.g_00779
OG0000651	Prau.g_00874	Syao.g_00780
OG0000652	Prau.g_00875	Syao.g_00781
OG0000653	Prau.g_00877	Syao.g_00783
OG0000654	Prau.g_00878	Syao.g_00784
OG0000655	Prau.g_00879	Syao.g_00785
OG0000656	Prau.g_00882	Syao.g_00789
OG0000657	Prau.g_00889	Syao.g_00435
OG0000658	Prau.g_00890	Syao.g_00560
OG0000659	Prau.g_00891	Syao.g_00559
OG0000660	Prau.g_00895	Syao.g_00555
OG0000661	Prau.g_00897	Syao.g_00553
OG0000662	Prau.g_00899	Syao.g_00535
OG0000663	Prau.g_00902	Syao.g_00532
OG0000664	Prau.g_00903	Syao.g_00530
OG0000665	Prau.g_00907	Syao.g_01436
OG0000666	Prau.g_00908	Syao.g_02120
OG0000667	Prau.g_00912	Syao.g_01375
OG0000668	Prau.g_00942	Syao.g_02678
OG0000669	Prau.g_00949	Syao.g_00955
OG0000670	Prau.g_00951	Syao.g_00958
OG0000671	Prau.g_00953	Syao.g_00960
OG0000672	Prau.g_00955	Syao.g_00963
OG0000673	Prau.g_00957	Syao.g_00966
OG0000674	Prau.g_00959	Syao.g_00968
OG0000675	Prau.g_00960	Syao.g_00969
OG0000676	Prau.g_00962	Syao.g_00971
OG0000677	Prau.g_00963	Syao.g_00972
OG0000678	Prau.g_00965	Syao.g_00974
OG0000679	Prau.g_00969	Syao.g_00981
OG0000680	Prau.g_00970	Syao.g_00982
OG0000681	Prau.g_00973	Syao.g_00985
OG0000682	Prau.g_00974	Syao.g_00986
OG0000683	Prau.g_00975	Syao.g_00987
OG0000684	Prau.g_00977	Syao.g_00990
OG0000685	Prau.g_00979	Syao.g_00733
OG0000686	Prau.g_00980	Syao.g_00734
OG0000687	Prau.g_00981	Syao.g_00735
OG0000688	Prau.g_00984	Syao.g_00741
OG0000689	Prau.g_00985	Syao.g_00743
OG0000690	Prau.g_00986	Syao.g_00744
OG0000691	Prau.g_00987	Syao.g_00745
OG0000692	Prau.g_00989	Syao.g_00747
OG0000693	Prau.g_00990	Syao.g_00748
OG0000694	Prau.g_00991	Syao.g_00749
OG0000695	Prau.g_00993	Syao.g_00639
OG0000696	Prau.g_00994	Syao.g_00638
OG0000697	Prau.g_00995	Syao.g_00636
OG0000698	Prau.g_00998	Syao.g_00633
OG0000699	Prau.g_00999	Syao.g_00631
OG0000700	Prau.g_01000	Syao.g_00630
OG0000701	Prau.g_01001	Syao.g_00629
OG0000702	Prau.g_01003	Syao.g_00705
OG0000703	Prau.g_01004	Syao.g_00693
OG0000704	Prau.g_01005	Syao.g_00689
OG0000705	Prau.g_01009	Syao.g_00682
OG0000706	Prau.g_01010	Syao.g_00681
OG0000707	Prau.g_01011	Syao.g_00680
OG0000708	Prau.g_01012	Syao.g_00677
OG0000709	Prau.g_01016	Syao.g_00670
OG0000710	Prau.g_01019	Syao.g_00666
OG0000711	Prau.g_01036	Syao.g_00815
OG0000712	Prau.g_01038	Syao.g_00813
OG0000713	Prau.g_01039	Syao.g_00812
OG0000714	Prau.g_01040	Syao.g_00810
OG0000715	Prau.g_01042	Syao.g_00808
OG0000716	Prau.g_01044	Syao.g_00804
OG0000717	Prau.g_01045	Syao.g_00803
OG0000718	Prau.g_01058	Syao.g_00794
OG0000719	Prau.g_01060	Syao.g_00444
OG0000720	Prau.g_01069	Syao.g_00457
OG0000721	Prau.g_01071	Syao.g_00459
OG0000722	Prau.g_01072	Syao.g_00460
OG0000723	Prau.g_01075	Syao.g_00469
OG0000724	Prau.g_01084	Syao.g_00513
OG0000725	Prau.g_01090	Syao.g_00385
OG0000726	Prau.g_01091	Syao.g_00384
OG0000727	Prau.g_01092	Syao.g_00383
OG0000728	Prau.g_01094	Syao.g_00381
OG0000729	Prau.g_01138	Syao.g_02190
OG0000730	Prau.g_01142	Syao.g_01880
OG0000731	Prau.g_01146	Syao.g_01868
OG0000732	Prau.g_01155	Syao.g_02218
OG0000733	Prau.g_01175	Syao.g_01427
OG0000734	Prau.g_01192	Syao.g_02592
OG0000735	Prau.g_01194	Syao.g_00140
OG0000736	Prau.g_01195	Syao.g_00139
OG0000737	Prau.g_01196	Syao.g_00138
OG0000738	Prau.g_01200	Syao.g_00132
OG0000739	Prau.g_01201	Syao.g_00131
OG0000740	Prau.g_01202	Syao.g_00130
OG0000741	Prau.g_01203	Syao.g_00127
OG0000742	Prau.g_01205	Syao.g_00124
OG0000743	Prau.g_01207	Syao.g_00217
OG0000744	Prau.g_01208	Syao.g_00216
OG0000745	Prau.g_01209	Syao.g_00213
OG0000746	Prau.g_01211	Syao.g_00210
OG0000747	Prau.g_01212	Syao.g_00208
OG0000748	Prau.g_01215	Syao.g_00193
OG0000749	Prau.g_01216	Syao.g_00192
OG0000750	Prau.g_01217	Syao.g_00191
OG0000751	Prau.g_01219	Syao.g_00185
OG0000752	Prau.g_01221	Syao.g_00183
OG0000753	Prau.g_01224	Syao.g_00180
OG0000754	Prau.g_01227	Syao.g_00175
OG0000755	Prau.g_01230	Syao.g_00021
OG0000756	Prau.g_01231	Syao.g_00229
OG0000757	Prau.g_01237	Syao.g_00252
OG0000758	Prau.g_01238	Syao.g_00251
OG0000759	Prau.g_01239	Syao.g_00250
OG0000760	Prau.g_01240	Syao.g_00249
OG0000761	Prau.g_01241	Syao.g_00248
OG0000762	Prau.g_01242	Syao.g_00246
OG0000763	Prau.g_01244	Syao.g_00242
OG0000764	Prau.g_01245	Syao.g_00241
OG0000765	Prau.g_01254	Syao.g_00267
OG0000766	Prau.g_01255	Syao.g_00266
OG0000767	Prau.g_01257	Syao.g_00264
OG0000768	Prau.g_01258	Syao.g_00263
OG0000769	Prau.g_01260	Syao.g_00261
OG0000770	Prau.g_01262	Syao.g_00257
OG0000771	Prau.g_01271, Prau.g_01496	Syao.g_00506
OG0000772	Prau.g_01346	Syao.g_01523
OG0000773	Prau.g_01361	Syao.g_01447
OG0000774	Prau.g_01363	Syao.g_01442
OG0000775	Prau.g_01366	Syao.g_01440
OG0000776	Prau.g_01367	Syao.g_01439
OG0000777	Prau.g_01368	Syao.g_01438
OG0000778	Prau.g_01369	Syao.g_01437
OG0000779	Prau.g_01373	Syao.g_01469
OG0000780	Prau.g_01374	Syao.g_01456
OG0000781	Prau.g_01377	Syao.g_01452
OG0000782	Prau.g_01378	Syao.g_01451
OG0000783	Prau.g_01379	Syao.g_01450
OG0000784	Prau.g_01380	Syao.g_01449
OG0000785	Prau.g_01382	Syao.g_01481
OG0000786	Prau.g_01384	Syao.g_01473
OG0000787	Prau.g_01385	Syao.g_01472
OG0000788	Prau.g_01396	Syao.g_00870
OG0000789	Prau.g_01399	Syao.g_00623
OG0000790	Prau.g_01414	Syao.g_00041, Syao.g_00315
OG0000791	Prau.g_01416	Syao.g_00043
OG0000792	Prau.g_01417	Syao.g_00044
OG0000793	Prau.g_01420	Syao.g_02700
OG0000794	Prau.g_01421	Syao.g_02703
OG0000795	Prau.g_01422	Syao.g_02704
OG0000796	Prau.g_01426	Syao.g_02708
OG0000797	Prau.g_01427	Syao.g_02709
OG0000799	Prau.g_01510	Syao.g_01525
OG0000800	Prau.g_01511	Syao.g_01526
OG0000801	Prau.g_01512	Syao.g_01527
OG0000802	Prau.g_01514	Syao.g_01531
OG0000803	Prau.g_01516	Syao.g_01534
OG0000804	Prau.g_01517	Syao.g_01537
OG0000805	Prau.g_01519	Syao.g_01502
OG0000806	Prau.g_01521	Syao.g_01504
OG0000807	Prau.g_01522	Syao.g_01506
OG0000808	Prau.g_01523	Syao.g_01507
OG0000809	Prau.g_01526	Syao.g_01511
OG0000810	Prau.g_01527	Syao.g_01482
OG0000811	Prau.g_01534	Syao.g_01490
OG0000812	Prau.g_01536	Syao.g_01492
OG0000813	Prau.g_01537	Syao.g_01493
OG0000814	Prau.g_01539	Syao.g_01495
OG0000815	Prau.g_01540	Syao.g_01499
OG0000816	Prau.g_01542	Syao.g_01471
OG0000817	Prau.g_01543	Syao.g_01519
OG0000818	Prau.g_01548	Syao.g_00062
OG0000819	Prau.g_01549	Syao.g_00063
OG0000820	Prau.g_01550	Syao.g_00064
OG0000821	Prau.g_01554	Syao.g_00070
OG0000822	Prau.g_01555	Syao.g_00072
OG0000823	Prau.g_01556	Syao.g_00073
OG0000824	Prau.g_01559	Syao.g_00079
OG0000825	Prau.g_01560	Syao.g_00080
OG0000826	Prau.g_01561	Syao.g_00081
OG0000827	Prau.g_01562	Syao.g_00082
OG0000828	Prau.g_01565	Syao.g_00085
OG0000829	Prau.g_01566	Syao.g_00086
OG0000830	Prau.g_01567	Syao.g_00087
OG0000831	Prau.g_01569	Syao.g_00089
OG0000832	Prau.g_01575	Syao.g_01696
OG0000833	Prau.g_01583	Syao.g_01612
OG0000834	Prau.g_01584	Syao.g_01610
OG0000835	Prau.g_01585	Syao.g_01609
OG0000836	Prau.g_01586	Syao.g_01606
OG0000837	Prau.g_01587	Syao.g_01605
OG0000838	Prau.g_01589	Syao.g_01601
OG0000839	Prau.g_01590	Syao.g_01600
OG0000840	Prau.g_01591	Syao.g_01599
OG0000841	Prau.g_01592	Syao.g_01598
OG0000842	Prau.g_01593	Syao.g_01597
OG0000843	Prau.g_01594	Syao.g_01596
OG0000844	Prau.g_01595	Syao.g_01594
OG0000845	Prau.g_01596	Syao.g_01593
OG0000846	Prau.g_01597	Syao.g_01592
OG0000847	Prau.g_01598	Syao.g_01591
OG0000848	Prau.g_01599	Syao.g_01589
OG0000849	Prau.g_01600	Syao.g_01588
OG0000850	Prau.g_01602	Syao.g_01585
OG0000851	Prau.g_01603	Syao.g_01582
OG0000852	Prau.g_01604	Syao.g_01581
OG0000853	Prau.g_01608	Syao.g_01577
OG0000854	Prau.g_01610	Syao.g_01575
OG0000855	Prau.g_01611	Syao.g_01574
OG0000856	Prau.g_01626	Syao.g_01327
OG0000857	Prau.g_01652	Syao.g_00774
OG0000858	Prau.g_01726	Syao.g_01567
OG0000859	Prau.g_01727	Syao.g_01566
OG0000860	Prau.g_01734	Syao.g_01552
OG0000861	Prau.g_01735	Syao.g_01551
OG0000862	Prau.g_01736	Syao.g_01542
OG0000863	Prau.g_01738	Syao.g_01540
OG0000864	Prau.g_01739	Syao.g_01017
OG0000866	Prau.g_01741	Syao.g_01686
OG0000867	Prau.g_01742	Syao.g_01685
OG0000868	Prau.g_01743	Syao.g_01682
OG0000869	Prau.g_01747	Syao.g_01677
OG0000870	Prau.g_01752	Syao.g_01672
OG0000871	Prau.g_01753	Syao.g_01671
OG0000872	Prau.g_01754	Syao.g_01665
OG0000873	Prau.g_01757	Syao.g_01662
OG0000874	Prau.g_01760	Syao.g_01660
OG0000875	Prau.g_01761	Syao.g_01658
OG0000876	Prau.g_01762	Syao.g_00536
OG0000877	Prau.g_01764	Syao.g_01654
OG0000878	Prau.g_01765	Syao.g_01653
OG0000879	Prau.g_01766	Syao.g_01652
OG0000880	Prau.g_01767	Syao.g_01651
OG0000881	Prau.g_01771	Syao.g_01647
OG0000882	Prau.g_01776	Syao.g_01642
OG0000883	Prau.g_01777	Syao.g_01638
OG0000884	Prau.g_01779	Syao.g_01636
OG0000885	Prau.g_01780	Syao.g_01635
OG0000886	Prau.g_01781	Syao.g_01634
OG0000887	Prau.g_01782	Syao.g_01633
OG0000888	Prau.g_01784	Syao.g_01631
OG0000889	Prau.g_01786	Syao.g_01629
OG0000890	Prau.g_01787	Syao.g_01626
OG0000891	Prau.g_01788	Syao.g_01625
OG0000892	Prau.g_01790	Syao.g_01695
OG0000893	Prau.g_01794	Syao.g_01934
OG0000894	Prau.g_01796	Syao.g_01937
OG0000895	Prau.g_01799	Syao.g_01916
OG0000896	Prau.g_01800	Syao.g_01917
OG0000897	Prau.g_01802	Syao.g_01919
OG0000898	Prau.g_01803	Syao.g_01920
OG0000899	Prau.g_01804	Syao.g_01921
OG0000900	Prau.g_01805	Syao.g_01922
OG0000901	Prau.g_01808	Syao.g_01927
OG0000902	Prau.g_01810	Syao.g_01929
OG0000903	Prau.g_01813	Syao.g_01798
OG0000904	Prau.g_01815	Syao.g_01804
OG0000905	Prau.g_01820	Syao.g_01862
OG0000906	Prau.g_01821	Syao.g_01931
OG0000907	Prau.g_01827	Syao.g_01796
OG0000908	Prau.g_01830	Syao.g_01793
OG0000909	Prau.g_01831	Syao.g_01792
OG0000910	Prau.g_01832	Syao.g_01791
OG0000911	Prau.g_01834	Syao.g_01789
OG0000912	Prau.g_01835	Syao.g_01788
OG0000913	Prau.g_01836	Syao.g_01787
OG0000914	Prau.g_01837	Syao.g_01786
OG0000915	Prau.g_01838	Syao.g_01784
OG0000916	Prau.g_01839	Syao.g_01783
OG0000917	Prau.g_01840	Syao.g_01782
OG0000918	Prau.g_01841	Syao.g_01781
OG0000919	Prau.g_01842	Syao.g_01780
OG0000920	Prau.g_01843	Syao.g_01779
OG0000921	Prau.g_01844	Syao.g_01778
OG0000922	Prau.g_01845	Syao.g_01777
OG0000923	Prau.g_01849	Syao.g_01772
OG0000924	Prau.g_01850	Syao.g_01771
OG0000925	Prau.g_01851	Syao.g_01770
OG0000926	Prau.g_01852	Syao.g_01769
OG0000927	Prau.g_01854	Syao.g_01767
OG0000928	Prau.g_01855	Syao.g_01766
OG0000929	Prau.g_01856	Syao.g_01765
OG0000930	Prau.g_01857	Syao.g_01764
OG0000931	Prau.g_01858	Syao.g_01763
OG0000932	Prau.g_01859	Syao.g_01762
OG0000933	Prau.g_01863	Syao.g_01811
OG0000934	Prau.g_01865	Syao.g_01809
OG0000935	Prau.g_01866	Syao.g_01808
OG0000936	Prau.g_01867	Syao.g_01843
OG0000937	Prau.g_01868	Syao.g_01842
OG0000938	Prau.g_01870	Syao.g_01839
OG0000939	Prau.g_01871	Syao.g_01838
OG0000940	Prau.g_01878	Syao.g_01830
OG0000941	Prau.g_01880	Syao.g_01828
OG0000942	Prau.g_01882	Syao.g_01826
OG0000943	Prau.g_01883	Syao.g_01824
OG0000944	Prau.g_01884	Syao.g_01822
OG0000945	Prau.g_01885	Syao.g_01821
OG0000946	Prau.g_01889	Syao.g_01852
OG0000947	Prau.g_01891	Syao.g_01849
OG0000948	Prau.g_01892	Syao.g_01848
OG0000949	Prau.g_01895	Syao.g_01970
OG0000950	Prau.g_01900	Syao.g_01957
OG0000951	Prau.g_01904	Syao.g_02262
OG0000952	Prau.g_01908	Syao.g_02266
OG0000953	Prau.g_01911	Syao.g_02130
OG0000954	Prau.g_01915	Syao.g_02135
OG0000955	Prau.g_01916	Syao.g_02136
OG0000956	Prau.g_01918	Syao.g_02138
OG0000957	Prau.g_01923	Syao.g_01951
OG0000958	Prau.g_01924	Syao.g_01950
OG0000959	Prau.g_01928	Syao.g_01947
OG0000960	Prau.g_01929	Syao.g_01946
OG0000961	Prau.g_01931	Syao.g_02496
OG0000962	Prau.g_01933	Syao.g_02191
OG0000963	Prau.g_01937	Syao.g_02186
OG0000964	Prau.g_01938	Syao.g_02185
OG0000965	Prau.g_01939	Syao.g_02184
OG0000966	Prau.g_01946	Syao.g_02172
OG0000967	Prau.g_01951	Syao.g_02167
OG0000968	Prau.g_01953	Syao.g_02199
OG0000969	Prau.g_01954	Syao.g_02200
OG0000970	Prau.g_01955	Syao.g_02201
OG0000971	Prau.g_01956	Syao.g_02203
OG0000972	Prau.g_01957	Syao.g_02204
OG0000973	Prau.g_01958	Syao.g_02205
OG0000974	Prau.g_01959	Syao.g_02206
OG0000975	Prau.g_01960	Syao.g_02207
OG0000976	Prau.g_01961	Syao.g_02208
OG0000977	Prau.g_01962	Syao.g_02210
OG0000978	Prau.g_01963	Syao.g_02211
OG0000979	Prau.g_01966	Syao.g_02214
OG0000980	Prau.g_01968	Syao.g_02217
OG0000981	Prau.g_01970	Syao.g_02220
OG0000982	Prau.g_01972	Syao.g_02437
OG0000983	Prau.g_01973	Syao.g_02438
OG0000984	Prau.g_01974	Syao.g_02439
OG0000985	Prau.g_01977	Syao.g_02443
OG0000986	Prau.g_01979	Syao.g_02445
OG0000987	Prau.g_01980	Syao.g_02447
OG0000988	Prau.g_01983	Syao.g_02452
OG0000989	Prau.g_01986	Syao.g_02368
OG0000990	Prau.g_01989	Syao.g_02362
OG0000991	Prau.g_01990	Syao.g_02354
OG0000992	Prau.g_01992	Syao.g_02279
OG0000993	Prau.g_01993	Syao.g_02280
OG0000994	Prau.g_01994	Syao.g_02283
OG0000995	Prau.g_01998	Syao.g_02287
OG0000996	Prau.g_01999	Syao.g_02305
OG0000997	Prau.g_02000	Syao.g_02326
OG0000998	Prau.g_02002	Syao.g_02328
OG0000999	Prau.g_02003	Syao.g_02329
OG0001000	Prau.g_02006	Syao.g_02333
OG0001001	Prau.g_02008	Syao.g_02338
OG0001002	Prau.g_02012	Syao.g_02345
OG0001003	Prau.g_02014	Syao.g_02347
OG0001004	Prau.g_02015	Syao.g_02348
OG0001005	Prau.g_02016	Syao.g_02194
OG0001006	Prau.g_02020	Syao.g_02159
OG0001007	Prau.g_02022	Syao.g_02161
OG0001008	Prau.g_00478	Syao.g_01737
OG0001009	Prau.g_00027	Syao.g_02239
OG0001010	Prau.g_00028	Syao.g_02238
OG0001011	Prau.g_00029	Syao.g_02236
OG0001012	Prau.g_00050	Syao.g_00322
OG0001013	Prau.g_00056	Syao.g_02413
OG0001014	Prau.g_00059	Syao.g_02407
OG0001015	Prau.g_00060	Syao.g_02406
OG0001016	Prau.g_00074	Syao.g_02622
OG0001017	Prau.g_00078	Syao.g_02628
OG0001018	Prau.g_00081	Syao.g_02630
OG0001019	Prau.g_00090	Syao.g_02654
OG0001020	Prau.g_00091	Syao.g_02663
OG0001021	Prau.g_00092	Syao.g_02666
OG0001022	Prau.g_00095	Syao.g_02670
OG0001023	Prau.g_00096	Syao.g_02671
OG0001024	Prau.g_00099	Syao.g_01018
OG0001025	Prau.g_00105	Syao.g_02597
OG0001026	Prau.g_00112	Syao.g_02594
OG0001027	Prau.g_00113	Syao.g_02564
OG0001028	Prau.g_00115	Syao.g_02568
OG0001029	Prau.g_00116	Syao.g_02570
OG0001030	Prau.g_00131	Syao.g_02545
OG0001031	Prau.g_00187	Syao.g_02528
OG0001032	Prau.g_00188	Syao.g_02530
OG0001033	Prau.g_00209	Syao.g_01016
OG0001034	Prau.g_00237	Syao.g_01704
OG0001035	Prau.g_00256	Syao.g_02101
OG0001036	Prau.g_00261	Syao.g_02096
OG0001037	Prau.g_00262	Syao.g_02094
OG0001038	Prau.g_00280	Syao.g_02065
OG0001039	Prau.g_00283	Syao.g_02062
OG0001040	Prau.g_00285	Syao.g_02059
OG0001041	Prau.g_00289	Syao.g_02055
OG0001042	Prau.g_00306	Syao.g_02032
OG0001043	Prau.g_00307	Syao.g_02028
OG0001044	Prau.g_00335	Syao.g_01878
OG0001045	Prau.g_00344	Syao.g_01865
OG0001046	Prau.g_00382	Syao.g_00827
OG0001047	Prau.g_00480	Syao.g_01739
OG0001048	Prau.g_00481	Syao.g_01740
OG0001049	Prau.g_00483	Syao.g_01616
OG0001050	Prau.g_00484	Syao.g_01618
OG0001051	Prau.g_00485	Syao.g_01619
OG0001052	Prau.g_00512	Syao.g_02686
OG0001053	Prau.g_00524	Syao.g_00025
OG0001054	Prau.g_00539	Syao.g_00104
OG0001055	Prau.g_00558	Syao.g_00156
OG0001056	Prau.g_00576	Syao.g_01417
OG0001057	Prau.g_00581	Syao.g_00879
OG0001058	Prau.g_00589	Syao.g_00862
OG0001059	Prau.g_00593	Syao.g_00858
OG0001060	Prau.g_00600	Syao.g_00852
OG0001062	Prau.g_00615	Syao.g_01050
OG0001063	Prau.g_00617	Syao.g_01042
OG0001064	Prau.g_00618	Syao.g_01041
OG0001065	Prau.g_00619	Syao.g_01040
OG0001066	Prau.g_00620	Syao.g_01039
OG0001067	Prau.g_00621	Syao.g_01038
OG0001068	Prau.g_00622	Syao.g_01037
OG0001069	Prau.g_00623	Syao.g_01036
OG0001070	Prau.g_00626	Syao.g_01032
OG0001071	Prau.g_00627	Syao.g_01031
OG0001072	Prau.g_00628	Syao.g_01027
OG0001073	Prau.g_00642	Syao.g_00991
OG0001074	Prau.g_00653	Syao.g_00392
OG0001075	Prau.g_00654	Syao.g_00391
OG0001076	Prau.g_00664	Syao.g_01339
OG0001077	Prau.g_00668	Syao.g_01323
OG0001078	Prau.g_00676	Syao.g_00895
OG0001079	Prau.g_00687	Syao.g_00911
OG0001081	Prau.g_00695	Syao.g_00925
OG0001082	Prau.g_00696	Syao.g_00926
OG0001083	Prau.g_00701	Syao.g_00934
OG0001084	Prau.g_00702	Syao.g_00935
OG0001085	Prau.g_00710	Syao.g_00947
OG0001086	Prau.g_00711	Syao.g_00949
OG0001087	Prau.g_00728	Syao.g_01419
OG0001088	Prau.g_00729	Syao.g_00211
OG0001089	Prau.g_00737	Syao.g_00376
OG0001090	Prau.g_00756	Syao.g_00494
OG0001091	Prau.g_00758	Syao.g_00491
OG0001092	Prau.g_00759	Syao.g_00489
OG0001093	Prau.g_00764	Syao.g_00482
OG0001094	Prau.g_00848	Syao.g_00750
OG0001095	Prau.g_00867	Syao.g_00771
OG0001096	Prau.g_00880	Syao.g_00786
OG0001097	Prau.g_00898	Syao.g_00552
OG0001098	Prau.g_00914	Syao.g_00731
OG0001099	Prau.g_00946	Syao.g_02569
OG0001100	Prau.g_00950	Syao.g_00957
OG0001101	Prau.g_00952	Syao.g_00959
OG0001102	Prau.g_00954	Syao.g_00962
OG0001105	Prau.g_00982	Syao.g_00736
OG0001106	Prau.g_01006	Syao.g_00688
OG0001107	Prau.g_01013	Syao.g_00676
OG0001108	Prau.g_01017	Syao.g_00669
OG0001109	Prau.g_01018	Syao.g_00667
OG0001110	Prau.g_01020	Syao.g_00665
OG0001111	Prau.g_01021	Syao.g_00663
OG0001112	Prau.g_01022	Syao.g_00661
OG0001113	Prau.g_01023	Syao.g_00660
OG0001114	Prau.g_01024	Syao.g_00659
OG0001115	Prau.g_01026	Syao.g_00832
OG0001116	Prau.g_01027	Syao.g_00830
OG0001117	Prau.g_01028	Syao.g_00829
OG0001118	Prau.g_01029	Syao.g_00828
OG0001119	Prau.g_01030	Syao.g_00826
OG0001120	Prau.g_01032	Syao.g_00822
OG0001121	Prau.g_01172, Prau.g_01035	Syao.g_01294
OG0001122	Prau.g_01061	Syao.g_00445
OG0001123	Prau.g_01065	Syao.g_00451
OG0001124	Prau.g_01067	Syao.g_00453
OG0001125	Prau.g_01068	Syao.g_00456
OG0001126	Prau.g_01078	Syao.g_00504
OG0001127	Prau.g_01079	Syao.g_00505
OG0001128	Prau.g_01081	Syao.g_00508
OG0001129	Prau.g_01082	Syao.g_00510
OG0001130	Prau.g_01083	Syao.g_00511
OG0001131	Prau.g_01118	Syao.g_01387
OG0001132	Prau.g_01127	Syao.g_01221
OG0001133	Prau.g_01160	Syao.g_01333
OG0001134	Prau.g_01174	Syao.g_01428
OG0001135	Prau.g_01177	Syao.g_01424
OG0001136	Prau.g_01204	Syao.g_00126
OG0001137	Prau.g_01214	Syao.g_00194
OG0001138	Prau.g_01232	Syao.g_00227
OG0001139	Prau.g_01233	Syao.g_00225
OG0001140	Prau.g_01234	Syao.g_00224
OG0001141	Prau.g_01235	Syao.g_00254
OG0001142	Prau.g_01236	Syao.g_00253
OG0001143	Prau.g_01243	Syao.g_00243
OG0001144	Prau.g_01248	Syao.g_00276
OG0001145	Prau.g_01362	Syao.g_01446
OG0001146	Prau.g_01375	Syao.g_01455
OG0001147	Prau.g_01395	Syao.g_00095
OG0001148	Prau.g_01411	Syao.g_00038
OG0001149	Prau.g_01412	Syao.g_00039
OG0001150	Prau.g_01413	Syao.g_00040
OG0001151	Prau.g_01424	Syao.g_02706
OG0001152	Prau.g_01425	Syao.g_02707
OG0001153	Prau.g_01563	Syao.g_00083
OG0001154	Prau.g_01564	Syao.g_00084
OG0001155	Prau.g_01576	Syao.g_01747
OG0001156	Prau.g_01579	Syao.g_01744
OG0001157	Prau.g_01580	Syao.g_01743
OG0001158	Prau.g_01581	Syao.g_01742
OG0001159	Prau.g_01582	Syao.g_01741
OG0001160	Prau.g_01606	Syao.g_01579
OG0001161	Prau.g_01619	Syao.g_02373
OG0001162	Prau.g_01630	Syao.g_02650
OG0001163	Prau.g_01724	Syao.g_01571
OG0001164	Prau.g_01728	Syao.g_01564
OG0001165	Prau.g_01731	Syao.g_01559
OG0001166	Prau.g_01751	Syao.g_01673
OG0001167	Prau.g_01768	Syao.g_01006
OG0001168	Prau.g_01770	Syao.g_01648
OG0001169	Prau.g_01772	Syao.g_01646
OG0001170	Prau.g_01774	Syao.g_01644
OG0001171	Prau.g_01783	Syao.g_01632
OG0001172	Prau.g_01797	Syao.g_01914
OG0001173	Prau.g_01798	Syao.g_01915
OG0001174	Prau.g_01806	Syao.g_01923
OG0001175	Prau.g_01807	Syao.g_01924
OG0001176	Prau.g_01814	Syao.g_01799
OG0001177	Prau.g_01817	Syao.g_01802
OG0001178	Prau.g_01822	Syao.g_01541
OG0001179	Prau.g_01853	Syao.g_01768
OG0001180	Prau.g_01875	Syao.g_01833
OG0001181	Prau.g_01879	Syao.g_01829
OG0001182	Prau.g_01886	Syao.g_01820
