Orthogroup	Prau	Syaa
OG0000569	Prau.g_00609	Syaa.g_01925
OG0000570	Prau.g_00610	Syaa.g_01924
OG0000571	Prau.g_00612	Syaa.g_01920
OG0000572	Prau.g_00625	Syaa.g_01904
OG0000573	Prau.g_00630	Syaa.g_01896
OG0000574	Prau.g_00631	Syaa.g_01895
OG0000575	Prau.g_00635	Syaa.g_01891
OG0000576	Prau.g_00637	Syaa.g_01889
OG0000577	Prau.g_00638	Syaa.g_01888
OG0000578	Prau.g_00639	Syaa.g_01887
OG0000579	Prau.g_00640	Syaa.g_01886
OG0000580	Prau.g_00641	Syaa.g_01885
OG0000581	Prau.g_00643	Syaa.g_01879
OG0000582	Prau.g_00646	Syaa.g_01687
OG0000583	Prau.g_00647	Syaa.g_01686
OG0000584	Prau.g_00648	Syaa.g_01685
OG0000585	Prau.g_00650	Syaa.g_01683
OG0000586	Prau.g_00651	Syaa.g_01682
OG0000587	Prau.g_00652	Syaa.g_01680
OG0000588	Prau.g_00656	Syaa.g_01666
OG0000589	Prau.g_00661	Syaa.g_01662
OG0000590	Prau.g_00662	Syaa.g_01661
OG0000591	Prau.g_00665	Syaa.g_01653
OG0000592	Prau.g_00666	Syaa.g_01652
OG0000593	Prau.g_00672	Syaa.g_01638
OG0000594	Prau.g_00673	Syaa.g_01637
OG0000595	Prau.g_00674	Syaa.g_01636
OG0000596	Prau.g_00678	Syaa.g_01630
OG0000597	Prau.g_00680	Syaa.g_01627
OG0000598	Prau.g_00681	Syaa.g_01626
OG0000599	Prau.g_00684	Syaa.g_01623
OG0000600	Prau.g_00685	Syaa.g_01622
OG0000601	Prau.g_00686	Syaa.g_01621
OG0000602	Prau.g_00688	Syaa.g_01616
OG0000603	Prau.g_00689	Syaa.g_01615
OG0000604	Prau.g_00690	Syaa.g_01612
OG0000605	Prau.g_00691	Syaa.g_01447
OG0000606	Prau.g_00694	Syaa.g_01055
OG0000607	Prau.g_00697	Syaa.g_01058
OG0000608	Prau.g_00698	Syaa.g_01059
OG0000609	Prau.g_00699	Syaa.g_01061
OG0000610	Prau.g_00704	Syaa.g_01068
OG0000611	Prau.g_00707	Syaa.g_01071
OG0000612	Prau.g_00708	Syaa.g_01072
OG0000613	Prau.g_00713	Syaa.g_00199
OG0000614	Prau.g_00732	Syaa.g_00906
OG0000615	Prau.g_00740	Syaa.g_01113
OG0000616	Prau.g_00744	Syaa.g_02742
OG0000617	Prau.g_00761	Syaa.g_01244
OG0000618	Prau.g_00762	Syaa.g_01245
OG0000619	Prau.g_00763	Syaa.g_01246
OG0000620	Prau.g_00766	Syaa.g_01259
OG0000621	Prau.g_00767	Syaa.g_01260
OG0000622	Prau.g_00768	Syaa.g_01261
OG0000623	Prau.g_00769	Syaa.g_01262
OG0000624	Prau.g_00770	Syaa.g_01264
OG0000625	Prau.g_00771	Syaa.g_01265
OG0000626	Prau.g_00772	Syaa.g_01266
OG0000627	Prau.g_00773	Syaa.g_01414
OG0000628	Prau.g_00774	Syaa.g_01413
OG0000629	Prau.g_00775	Syaa.g_01410
OG0000630	Prau.g_00778	Syaa.g_01406
OG0000631	Prau.g_00845	Syaa.g_01400
OG0000632	Prau.g_00846	Syaa.g_01399
OG0000633	Prau.g_00847	Syaa.g_01397
OG0000634	Prau.g_00850	Syaa.g_01150
OG0000635	Prau.g_00851	Syaa.g_01151
OG0000636	Prau.g_00853	Syaa.g_01153
OG0000637	Prau.g_00855	Syaa.g_01155
OG0000638	Prau.g_00856	Syaa.g_01156
OG0000639	Prau.g_00857	Syaa.g_01157
OG0000640	Prau.g_00858	Syaa.g_01158
OG0000641	Prau.g_00862	Syaa.g_01162
OG0000642	Prau.g_00863	Syaa.g_01163
OG0000643	Prau.g_00864	Syaa.g_01165
OG0000644	Prau.g_00865	Syaa.g_01166
OG0000645	Prau.g_00866	Syaa.g_01184
OG0000646	Prau.g_00868	Syaa.g_01187
OG0000647	Prau.g_00869	Syaa.g_01189
OG0000648	Prau.g_00871	Syaa.g_01191
OG0000649	Prau.g_00872	Syaa.g_01192
OG0000650	Prau.g_00873	Syaa.g_01193
OG0000651	Prau.g_00874	Syaa.g_01194
OG0000652	Prau.g_00875	Syaa.g_01195
OG0000653	Prau.g_00877	Syaa.g_01197
OG0000654	Prau.g_00878	Syaa.g_01198
OG0000655	Prau.g_00879	Syaa.g_01199
OG0000656	Prau.g_00882	Syaa.g_01202
OG0000657	Prau.g_00889	Syaa.g_00838
OG0000658	Prau.g_00890	Syaa.g_00836
OG0000659	Prau.g_00891	Syaa.g_00835
OG0000660	Prau.g_00895	Syaa.g_00831
OG0000661	Prau.g_00897	Syaa.g_00829
OG0000662	Prau.g_00899	Syaa.g_00827
OG0000663	Prau.g_00902	Syaa.g_00824
OG0000664	Prau.g_00903	Syaa.g_00823
OG0000665	Prau.g_00907	Syaa.g_01442
OG0000666	Prau.g_00908	Syaa.g_01448
OG0000668	Prau.g_00942	Syaa.g_01300
OG0000669	Prau.g_00949	Syaa.g_01084
OG0000670	Prau.g_00951	Syaa.g_01087
OG0000671	Prau.g_00953	Syaa.g_01089
OG0000672	Prau.g_00955	Syaa.g_01092
OG0000673	Prau.g_00957	Syaa.g_01095
OG0000674	Prau.g_00959	Syaa.g_01097
OG0000675	Prau.g_00960	Syaa.g_01098
OG0000676	Prau.g_00962	Syaa.g_01100
OG0000677	Prau.g_00963	Syaa.g_01101
OG0000678	Prau.g_00965	Syaa.g_01106
OG0000679	Prau.g_00969	Syaa.g_01116
OG0000680	Prau.g_00970	Syaa.g_01117
OG0000681	Prau.g_00973	Syaa.g_01120
OG0000682	Prau.g_00974	Syaa.g_01121
OG0000683	Prau.g_00975	Syaa.g_01122
OG0000684	Prau.g_00977	Syaa.g_01132
OG0000685	Prau.g_00979	Syaa.g_01134
OG0000686	Prau.g_00980	Syaa.g_01135
OG0000687	Prau.g_00981	Syaa.g_01136
OG0000688	Prau.g_00984	Syaa.g_01140
OG0000689	Prau.g_00985	Syaa.g_01142
OG0000690	Prau.g_00986	Syaa.g_01143
OG0000691	Prau.g_00987	Syaa.g_01144
OG0000692	Prau.g_00989	Syaa.g_01145
OG0000693	Prau.g_00990	Syaa.g_01146
OG0000694	Prau.g_00991	Syaa.g_01147
OG0000695	Prau.g_00993	Syaa.g_01395
OG0000696	Prau.g_00994	Syaa.g_01394
OG0000697	Prau.g_00995	Syaa.g_01392
OG0000698	Prau.g_00998	Syaa.g_01389
OG0000699	Prau.g_00999	Syaa.g_01387
OG0000700	Prau.g_01000	Syaa.g_01386
OG0000701	Prau.g_01001	Syaa.g_01385
OG0000702	Prau.g_01003	Syaa.g_01376
OG0000703	Prau.g_01004	Syaa.g_01375
OG0000704	Prau.g_01005	Syaa.g_01373
OG0000705	Prau.g_01009	Syaa.g_01365
OG0000706	Prau.g_01010	Syaa.g_01364
OG0000707	Prau.g_01011	Syaa.g_01363
OG0000708	Prau.g_01012	Syaa.g_01360
OG0000709	Prau.g_01016	Syaa.g_01351
OG0000710	Prau.g_01019	Syaa.g_01348
OG0000711	Prau.g_01036	Syaa.g_01320
OG0000712	Prau.g_01038	Syaa.g_01318
OG0000713	Prau.g_01039	Syaa.g_01317
OG0000714	Prau.g_01040	Syaa.g_01315
OG0000715	Prau.g_01042	Syaa.g_01313
OG0000716	Prau.g_01044	Syaa.g_01309
OG0000717	Prau.g_01045	Syaa.g_01308
OG0000718	Prau.g_01058	Syaa.g_01304
OG0000719	Prau.g_01060	Syaa.g_01302
OG0000720	Prau.g_01069	Syaa.g_01289
OG0000721	Prau.g_01071	Syaa.g_01287
OG0000722	Prau.g_01072	Syaa.g_01286
OG0000723	Prau.g_01075	Syaa.g_01268
OG0000724	Prau.g_01084	Syaa.g_00872
OG0000725	Prau.g_01090	Syaa.g_00882
OG0000726	Prau.g_01091	Syaa.g_00883
OG0000727	Prau.g_01092	Syaa.g_00884
OG0000728	Prau.g_01094	Syaa.g_00886
OG0000729	Prau.g_01138	Syaa.g_00100
OG0000730	Prau.g_01142	Syaa.g_02185
OG0000731	Prau.g_01146	Syaa.g_02173
OG0000732	Prau.g_01155	Syaa.g_00054
OG0000733	Prau.g_01175	Syaa.g_02621
OG0000734	Prau.g_01192	Syaa.g_02388
OG0000735	Prau.g_01194	Syaa.g_00754
OG0000736	Prau.g_01195	Syaa.g_00755
OG0000737	Prau.g_01196	Syaa.g_00756
OG0000738	Prau.g_01200	Syaa.g_00761
OG0000739	Prau.g_01201	Syaa.g_00762
OG0000740	Prau.g_01202	Syaa.g_00763
OG0000741	Prau.g_01203	Syaa.g_00766
OG0000742	Prau.g_01205	Syaa.g_00769
OG0000743	Prau.g_01207	Syaa.g_00771
OG0000744	Prau.g_01208	Syaa.g_00772
OG0000745	Prau.g_01209	Syaa.g_00774
OG0000746	Prau.g_01211	Syaa.g_00776
OG0000747	Prau.g_01212	Syaa.g_00777
OG0000748	Prau.g_01215	Syaa.g_00787
OG0000749	Prau.g_01216	Syaa.g_00789
OG0000750	Prau.g_01217	Syaa.g_00790
OG0000751	Prau.g_01219	Syaa.g_00797
OG0000752	Prau.g_01221	Syaa.g_00799
OG0000753	Prau.g_01224	Syaa.g_00802
OG0000754	Prau.g_01227	Syaa.g_01025
OG0000755	Prau.g_01230	Syaa.g_01005
OG0000756	Prau.g_01231	Syaa.g_01004
OG0000757	Prau.g_01237	Syaa.g_00996
OG0000758	Prau.g_01238	Syaa.g_00995
OG0000759	Prau.g_01239	Syaa.g_00994
OG0000760	Prau.g_01240	Syaa.g_00993
OG0000761	Prau.g_01241	Syaa.g_00992
OG0000762	Prau.g_01242	Syaa.g_00988
OG0000763	Prau.g_01244	Syaa.g_00986
OG0000764	Prau.g_01245	Syaa.g_00985
OG0000765	Prau.g_01254	Syaa.g_00968
OG0000766	Prau.g_01255	Syaa.g_00967
OG0000767	Prau.g_01257	Syaa.g_00965
OG0000768	Prau.g_01258	Syaa.g_00964
OG0000769	Prau.g_01260	Syaa.g_00962
OG0000770	Prau.g_01262	Syaa.g_00959
OG0000771	Prau.g_01271, Prau.g_01496	Syaa.g_00866
OG0000772	Prau.g_01346	Syaa.g_01526
OG0000773	Prau.g_01361	Syaa.g_00749
OG0000774	Prau.g_01363	Syaa.g_00745
OG0000775	Prau.g_01366	Syaa.g_00742
OG0000776	Prau.g_01367	Syaa.g_00741
OG0000777	Prau.g_01368	Syaa.g_00740
OG0000778	Prau.g_01369	Syaa.g_00739
OG0000779	Prau.g_01373	Syaa.g_00733
OG0000780	Prau.g_01374	Syaa.g_00730
OG0000781	Prau.g_01377	Syaa.g_00726
OG0000782	Prau.g_01378	Syaa.g_00725
OG0000783	Prau.g_01379	Syaa.g_00724
OG0000784	Prau.g_01380	Syaa.g_00723
OG0000785	Prau.g_01382	Syaa.g_00721
OG0000786	Prau.g_01384	Syaa.g_01875
OG0000787	Prau.g_01385	Syaa.g_01876
OG0000788	Prau.g_01396	Syaa.g_01620
OG0000789	Prau.g_01399	Syaa.g_01434
OG0000790	Prau.g_01414	Syaa.g_02064
OG0000791	Prau.g_01416	Syaa.g_02066
OG0000792	Prau.g_01417	Syaa.g_02067
OG0000793	Prau.g_01420	Syaa.g_02072
OG0000794	Prau.g_01421	Syaa.g_02073
OG0000795	Prau.g_01422	Syaa.g_02074
OG0000796	Prau.g_01426	Syaa.g_02078
OG0000797	Prau.g_01427	Syaa.g_02079
OG0000799	Prau.g_01510	Syaa.g_01743
OG0000800	Prau.g_01511	Syaa.g_01747
OG0000801	Prau.g_01512	Syaa.g_01748
OG0000802	Prau.g_01514	Syaa.g_01753
OG0000803	Prau.g_01516	Syaa.g_01758
OG0000804	Prau.g_01517	Syaa.g_01761
OG0000805	Prau.g_01519	Syaa.g_01763
OG0000806	Prau.g_01521	Syaa.g_01765
OG0000807	Prau.g_01522	Syaa.g_01767
OG0000808	Prau.g_01523	Syaa.g_01768
OG0000809	Prau.g_01526	Syaa.g_01771
OG0000810	Prau.g_01527	Syaa.g_01772
OG0000811	Prau.g_01534	Syaa.g_01778
OG0000812	Prau.g_01536	Syaa.g_01780
OG0000813	Prau.g_01537	Syaa.g_01781
OG0000814	Prau.g_01539	Syaa.g_01783
OG0000815	Prau.g_01540	Syaa.g_01784
OG0000816	Prau.g_01542	Syaa.g_01785
OG0000817	Prau.g_01543	Syaa.g_01786
OG0000818	Prau.g_01548	Syaa.g_01792
OG0000819	Prau.g_01549	Syaa.g_01793
OG0000820	Prau.g_01550	Syaa.g_01794
OG0000821	Prau.g_01554	Syaa.g_01800
OG0000822	Prau.g_01555	Syaa.g_01802
OG0000823	Prau.g_01556	Syaa.g_01803
OG0000824	Prau.g_01559	Syaa.g_01807
OG0000825	Prau.g_01560	Syaa.g_01808
OG0000826	Prau.g_01561	Syaa.g_01809
OG0000827	Prau.g_01562	Syaa.g_01810
OG0000828	Prau.g_01565	Syaa.g_01813
OG0000829	Prau.g_01566	Syaa.g_01814
OG0000830	Prau.g_01567	Syaa.g_01815
OG0000831	Prau.g_01569	Syaa.g_01817
OG0000832	Prau.g_01575	Syaa.g_00627
OG0000833	Prau.g_01583	Syaa.g_00611
OG0000834	Prau.g_01584	Syaa.g_00608
OG0000835	Prau.g_01585	Syaa.g_00607
OG0000836	Prau.g_01586	Syaa.g_00603
OG0000837	Prau.g_01587	Syaa.g_00601
OG0000838	Prau.g_01589	Syaa.g_00597
OG0000839	Prau.g_01590	Syaa.g_00596
OG0000840	Prau.g_01591	Syaa.g_00595
OG0000841	Prau.g_01592	Syaa.g_00594
OG0000842	Prau.g_01593	Syaa.g_00593
OG0000843	Prau.g_01594	Syaa.g_00592
OG0000844	Prau.g_01595	Syaa.g_00590
OG0000845	Prau.g_01596	Syaa.g_00589
OG0000846	Prau.g_01597	Syaa.g_00588
OG0000847	Prau.g_01598	Syaa.g_00587
OG0000848	Prau.g_01599	Syaa.g_00585
OG0000849	Prau.g_01600	Syaa.g_00584
OG0000850	Prau.g_01602	Syaa.g_00582
OG0000851	Prau.g_01603	Syaa.g_00577
OG0000852	Prau.g_01604	Syaa.g_00576
OG0000853	Prau.g_01608	Syaa.g_00572
OG0000854	Prau.g_01610	Syaa.g_00570
OG0000855	Prau.g_01611	Syaa.g_00569
OG0000856	Prau.g_01626	Syaa.g_01650
OG0000857	Prau.g_01652	Syaa.g_01188
OG0000858	Prau.g_01726	Syaa.g_00563
OG0000859	Prau.g_01727	Syaa.g_00562
OG0000860	Prau.g_01734	Syaa.g_00549
OG0000861	Prau.g_01735	Syaa.g_00548
OG0000862	Prau.g_01736	Syaa.g_00547
OG0000863	Prau.g_01738	Syaa.g_00543
OG0000864	Prau.g_01739	Syaa.g_00542
OG0000865	Prau.g_01740	Syaa.g_00541
OG0000866	Prau.g_01741	Syaa.g_00540
OG0000867	Prau.g_01742	Syaa.g_00539
OG0000868	Prau.g_01743	Syaa.g_00536
OG0000869	Prau.g_01747	Syaa.g_00531
OG0000870	Prau.g_01752	Syaa.g_00526
OG0000871	Prau.g_01753	Syaa.g_00525
OG0000872	Prau.g_01754	Syaa.g_00511
OG0000873	Prau.g_01757	Syaa.g_00497
OG0000874	Prau.g_01760	Syaa.g_00519
OG0000875	Prau.g_01761	Syaa.g_00438
OG0000876	Prau.g_01762	Syaa.g_00682
OG0000877	Prau.g_01764	Syaa.g_00679
OG0000878	Prau.g_01765	Syaa.g_00678
OG0000879	Prau.g_01766	Syaa.g_00677
OG0000880	Prau.g_01767	Syaa.g_00676
OG0000881	Prau.g_01771	Syaa.g_00671
OG0000882	Prau.g_01776	Syaa.g_00666
OG0000883	Prau.g_01777	Syaa.g_00661
OG0000884	Prau.g_01779	Syaa.g_00659
OG0000885	Prau.g_01780	Syaa.g_00658
OG0000886	Prau.g_01781	Syaa.g_00657
OG0000887	Prau.g_01782	Syaa.g_00656
OG0000888	Prau.g_01784	Syaa.g_00654
OG0000889	Prau.g_01786	Syaa.g_00652
OG0000890	Prau.g_01787	Syaa.g_00644
OG0000891	Prau.g_01788	Syaa.g_00643
OG0000892	Prau.g_01790	Syaa.g_00640
OG0000893	Prau.g_01794	Syaa.g_02352
OG0000894	Prau.g_01796	Syaa.g_02349
OG0000895	Prau.g_01799	Syaa.g_02345
OG0000896	Prau.g_01800	Syaa.g_02344
OG0000897	Prau.g_01802	Syaa.g_02342
OG0000898	Prau.g_01803	Syaa.g_02341
OG0000899	Prau.g_01804	Syaa.g_02340
OG0000900	Prau.g_01805	Syaa.g_02339
OG0000901	Prau.g_01808	Syaa.g_02334
OG0000902	Prau.g_01810	Syaa.g_02332
OG0000903	Prau.g_01813	Syaa.g_02313
OG0000904	Prau.g_01815	Syaa.g_02318
OG0000905	Prau.g_01820	Syaa.g_02324
OG0000906	Prau.g_01821	Syaa.g_02327
OG0000907	Prau.g_01827	Syaa.g_02295
OG0000908	Prau.g_01830	Syaa.g_02292
OG0000909	Prau.g_01831	Syaa.g_02291
OG0000910	Prau.g_01832	Syaa.g_02290
OG0000911	Prau.g_01834	Syaa.g_02288
OG0000912	Prau.g_01835	Syaa.g_02287
OG0000913	Prau.g_01836	Syaa.g_02286
OG0000914	Prau.g_01837	Syaa.g_02285
OG0000915	Prau.g_01838	Syaa.g_02283
OG0000916	Prau.g_01839	Syaa.g_02282
OG0000917	Prau.g_01840	Syaa.g_02281
OG0000918	Prau.g_01841	Syaa.g_02280
OG0000919	Prau.g_01842	Syaa.g_02279
OG0000920	Prau.g_01843	Syaa.g_02278
OG0000921	Prau.g_01844	Syaa.g_02277
OG0000922	Prau.g_01845	Syaa.g_02276
OG0000923	Prau.g_01849	Syaa.g_02272
OG0000924	Prau.g_01850	Syaa.g_02271
OG0000925	Prau.g_01851	Syaa.g_02270
OG0000926	Prau.g_01852	Syaa.g_02269
OG0000927	Prau.g_01854	Syaa.g_02267
OG0000928	Prau.g_01855	Syaa.g_02266
OG0000929	Prau.g_01856	Syaa.g_02265
OG0000930	Prau.g_01857	Syaa.g_02264
OG0000931	Prau.g_01858	Syaa.g_02263
OG0000932	Prau.g_01859	Syaa.g_02262
OG0000933	Prau.g_01863	Syaa.g_02256
OG0000934	Prau.g_01865	Syaa.g_02254
OG0000935	Prau.g_01866	Syaa.g_02253
OG0000936	Prau.g_01867	Syaa.g_02252
OG0000937	Prau.g_01868	Syaa.g_02251
OG0000938	Prau.g_01870	Syaa.g_02248
OG0000939	Prau.g_01871	Syaa.g_02247
OG0000940	Prau.g_01878	Syaa.g_02240
OG0000941	Prau.g_01880	Syaa.g_02238
OG0000942	Prau.g_01882	Syaa.g_02236
OG0000943	Prau.g_01883	Syaa.g_02235
OG0000944	Prau.g_01884	Syaa.g_02233
OG0000945	Prau.g_01885	Syaa.g_02231
OG0000946	Prau.g_01889	Syaa.g_02225
OG0000947	Prau.g_01891	Syaa.g_02222
OG0000948	Prau.g_01892	Syaa.g_02221
OG0000949	Prau.g_01895	Syaa.g_00172
OG0000950	Prau.g_01900	Syaa.g_00159
OG0000951	Prau.g_01904	Syaa.g_00153
OG0000952	Prau.g_01908	Syaa.g_00149
OG0000953	Prau.g_01911	Syaa.g_00143
OG0000954	Prau.g_01915	Syaa.g_00138
OG0000955	Prau.g_01916	Syaa.g_00137
OG0000956	Prau.g_01918	Syaa.g_00135
OG0000957	Prau.g_01923	Syaa.g_00125
OG0000958	Prau.g_01924	Syaa.g_00124
OG0000959	Prau.g_01928	Syaa.g_00120
OG0000960	Prau.g_01929	Syaa.g_00119
OG0000961	Prau.g_01931	Syaa.g_00106
OG0000962	Prau.g_01933	Syaa.g_00102
OG0000963	Prau.g_01937	Syaa.g_00097
OG0000964	Prau.g_01938	Syaa.g_00096
OG0000965	Prau.g_01939	Syaa.g_00095
OG0000966	Prau.g_01946	Syaa.g_00083
OG0000967	Prau.g_01951	Syaa.g_00074
OG0000968	Prau.g_01953	Syaa.g_00078
OG0000969	Prau.g_01954	Syaa.g_00077
OG0000970	Prau.g_01955	Syaa.g_00076
OG0000971	Prau.g_01956	Syaa.g_00069
OG0000972	Prau.g_01957	Syaa.g_00068
OG0000973	Prau.g_01958	Syaa.g_00067
OG0000974	Prau.g_01959	Syaa.g_00066
OG0000975	Prau.g_01960	Syaa.g_00065
OG0000976	Prau.g_01961	Syaa.g_00064
OG0000977	Prau.g_01962	Syaa.g_00062
OG0000978	Prau.g_01963	Syaa.g_00061
OG0000979	Prau.g_01966	Syaa.g_00058
OG0000980	Prau.g_01968	Syaa.g_00055
OG0000981	Prau.g_01970	Syaa.g_00052
OG0000982	Prau.g_01972	Syaa.g_02593
OG0000983	Prau.g_01973	Syaa.g_02594
OG0000984	Prau.g_01974	Syaa.g_02595
OG0000985	Prau.g_01977	Syaa.g_02597
OG0000986	Prau.g_01979	Syaa.g_02601
OG0000987	Prau.g_01980	Syaa.g_02603
OG0000988	Prau.g_01983	Syaa.g_02608
OG0000989	Prau.g_01986	Syaa.g_02616
OG0000990	Prau.g_01989	Syaa.g_02647
OG0000991	Prau.g_01990	Syaa.g_02650
OG0000992	Prau.g_01992	Syaa.g_02653
OG0000993	Prau.g_01993	Syaa.g_02654
OG0000994	Prau.g_01994	Syaa.g_02657
OG0000995	Prau.g_01998	Syaa.g_02662
OG0000996	Prau.g_01999	Syaa.g_02705
OG0000997	Prau.g_02000	Syaa.g_02725
OG0000998	Prau.g_02002	Syaa.g_02727
OG0000999	Prau.g_02003	Syaa.g_02728
OG0001000	Prau.g_02006	Syaa.g_02732
OG0001001	Prau.g_02008	Syaa.g_02738
OG0001002	Prau.g_02012	Syaa.g_02745
OG0001003	Prau.g_02014	Syaa.g_02747
OG0001004	Prau.g_02015	Syaa.g_02748
OG0001005	Prau.g_02016	Syaa.g_02749
OG0001006	Prau.g_02020	Syaa.g_02756
OG0001007	Prau.g_02022	Syaa.g_02758
OG0001008	Prau.g_00478	Syaa.g_00704
OG0001009	Prau.g_00027	Syaa.g_00034
OG0001010	Prau.g_00028	Syaa.g_00035
OG0001011	Prau.g_00029	Syaa.g_00037
OG0001012	Prau.g_00050	Syaa.g_02589
OG0001013	Prau.g_00056	Syaa.g_02576
OG0001014	Prau.g_00059	Syaa.g_02572
OG0001015	Prau.g_00060	Syaa.g_02571
OG0001016	Prau.g_00074	Syaa.g_00348
OG0001017	Prau.g_00078	Syaa.g_00342
OG0001018	Prau.g_00081	Syaa.g_00340
OG0001019	Prau.g_00090	Syaa.g_00323
OG0001020	Prau.g_00091	Syaa.g_02355
OG0001021	Prau.g_00092	Syaa.g_02359
OG0001022	Prau.g_00095	Syaa.g_02365
OG0001023	Prau.g_00096	Syaa.g_02366
OG0001024	Prau.g_00099	Syaa.g_02370
OG0001025	Prau.g_00105	Syaa.g_02377
OG0001026	Prau.g_00112	Syaa.g_02390
OG0001027	Prau.g_00113	Syaa.g_02397
OG0001028	Prau.g_00115	Syaa.g_02399
OG0001029	Prau.g_00116	Syaa.g_02401
OG0001030	Prau.g_00131	Syaa.g_02422
OG0001031	Prau.g_00187	Syaa.g_02500
OG0001032	Prau.g_00188	Syaa.g_02502
OG0001033	Prau.g_00209	Syaa.g_02539
OG0001034	Prau.g_00237	Syaa.g_02108
OG0001035	Prau.g_00256	Syaa.g_00298
OG0001036	Prau.g_00261	Syaa.g_00293
OG0001037	Prau.g_00262	Syaa.g_00291
OG0001038	Prau.g_00280	Syaa.g_00264
OG0001039	Prau.g_00283	Syaa.g_00261
OG0001040	Prau.g_00285	Syaa.g_00258
OG0001041	Prau.g_00289	Syaa.g_00253
OG0001042	Prau.g_00306	Syaa.g_00227
OG0001043	Prau.g_00307	Syaa.g_00223
OG0001044	Prau.g_00335	Syaa.g_02183
OG0001045	Prau.g_00344	Syaa.g_02170
OG0001046	Prau.g_00382	Syaa.g_01332
OG0001047	Prau.g_00480	Syaa.g_00706
OG0001048	Prau.g_00481	Syaa.g_00707
OG0001049	Prau.g_00483	Syaa.g_00710
OG0001050	Prau.g_00484	Syaa.g_00711
OG0001051	Prau.g_00485	Syaa.g_00712
OG0001052	Prau.g_00512	Syaa.g_01846
OG0001053	Prau.g_00524	Syaa.g_02048
OG0001054	Prau.g_00539	Syaa.g_02031
OG0001055	Prau.g_00558	Syaa.g_02010
OG0001056	Prau.g_00576	Syaa.g_01975
OG0001057	Prau.g_00581	Syaa.g_01966
OG0001058	Prau.g_00589	Syaa.g_01951
OG0001059	Prau.g_00593	Syaa.g_01947
OG0001060	Prau.g_00600	Syaa.g_01941
OG0001061	Prau.g_00613	Syaa.g_01919
OG0001062	Prau.g_00615	Syaa.g_01917
OG0001063	Prau.g_00617	Syaa.g_01912
OG0001064	Prau.g_00618	Syaa.g_01911
OG0001065	Prau.g_00619	Syaa.g_01910
OG0001066	Prau.g_00620	Syaa.g_01909
OG0001067	Prau.g_00621	Syaa.g_01908
OG0001068	Prau.g_00622	Syaa.g_01907
OG0001069	Prau.g_00623	Syaa.g_01906
OG0001070	Prau.g_00626	Syaa.g_01903
OG0001071	Prau.g_00627	Syaa.g_01902
OG0001072	Prau.g_00628	Syaa.g_01898
OG0001073	Prau.g_00642	Syaa.g_01884
OG0001074	Prau.g_00653	Syaa.g_01678
OG0001075	Prau.g_00654	Syaa.g_01676
OG0001076	Prau.g_00664	Syaa.g_01659
OG0001077	Prau.g_00668	Syaa.g_01647
OG0001078	Prau.g_00676	Syaa.g_01632
OG0001079	Prau.g_00687	Syaa.g_01619
OG0001080	Prau.g_00693	Syaa.g_01443
OG0001081	Prau.g_00695	Syaa.g_01056
OG0001082	Prau.g_00696	Syaa.g_01057
OG0001083	Prau.g_00701	Syaa.g_01064
OG0001084	Prau.g_00702	Syaa.g_01065
OG0001085	Prau.g_00710	Syaa.g_01075
OG0001086	Prau.g_00711	Syaa.g_01077
OG0001087	Prau.g_00728	Syaa.g_00920
OG0001088	Prau.g_00729	Syaa.g_00916
OG0001089	Prau.g_00737	Syaa.g_00890
OG0001090	Prau.g_00756	Syaa.g_01237
OG0001091	Prau.g_00758	Syaa.g_01239
OG0001092	Prau.g_00759	Syaa.g_01242
OG0001093	Prau.g_00764	Syaa.g_01248
OG0001094	Prau.g_00848	Syaa.g_01148
OG0001095	Prau.g_00867	Syaa.g_01185
OG0001096	Prau.g_00880	Syaa.g_01200
OG0001097	Prau.g_00898	Syaa.g_00828
OG0001098	Prau.g_00914	Syaa.g_01441
OG0001099	Prau.g_00946	Syaa.g_02400
OG0001100	Prau.g_00950	Syaa.g_01086
OG0001101	Prau.g_00952	Syaa.g_01088
OG0001102	Prau.g_00954	Syaa.g_01091
OG0001104	Prau.g_00978	Syaa.g_01133
OG0001105	Prau.g_00982	Syaa.g_01137
OG0001106	Prau.g_01006	Syaa.g_01372
OG0001107	Prau.g_01013	Syaa.g_01359
OG0001108	Prau.g_01017	Syaa.g_01350
OG0001109	Prau.g_01018	Syaa.g_01349
OG0001110	Prau.g_01020	Syaa.g_01347
OG0001111	Prau.g_01021	Syaa.g_01345
OG0001112	Prau.g_01022	Syaa.g_01343
OG0001113	Prau.g_01023	Syaa.g_01342
OG0001114	Prau.g_01024	Syaa.g_01341
OG0001115	Prau.g_01026	Syaa.g_01337
OG0001116	Prau.g_01027	Syaa.g_01335
OG0001117	Prau.g_01028	Syaa.g_01334
OG0001118	Prau.g_01029	Syaa.g_01333
OG0001119	Prau.g_01030	Syaa.g_01331
OG0001120	Prau.g_01032	Syaa.g_01328
OG0001121	Prau.g_01172, Prau.g_01035	Syaa.g_01125
OG0001122	Prau.g_01061	Syaa.g_01301
OG0001123	Prau.g_01065	Syaa.g_01294
OG0001124	Prau.g_01067	Syaa.g_01292
OG0001125	Prau.g_01068	Syaa.g_01290
OG0001126	Prau.g_01078	Syaa.g_00864
OG0001127	Prau.g_01079	Syaa.g_00865
OG0001128	Prau.g_01081	Syaa.g_00868
OG0001129	Prau.g_01082	Syaa.g_00870
