Orthogroup	Prad	Syam
OG0000585	Prad.g_01401	Syam.g_01509
OG0000586	Prad.g_01402	Syam.g_01508
OG0000587	Prad.g_01403	Syam.g_01506
OG0000588	Prad.g_01407	Syam.g_01498
OG0000589	Prad.g_01410	Syam.g_01494
OG0000590	Prad.g_01411	Syam.g_01493
OG0000591	Prad.g_01414	Syam.g_01486
OG0000592	Prad.g_01415	Syam.g_01485
OG0000593	Prad.g_01421	Syam.g_01471
OG0000594	Prad.g_01422	Syam.g_01470
OG0000595	Prad.g_01423	Syam.g_01469
OG0000596	Prad.g_01427	Syam.g_01465
OG0000597	Prad.g_01429	Syam.g_01462
OG0000598	Prad.g_01430	Syam.g_01461
OG0000599	Prad.g_01433	Syam.g_01458
OG0000600	Prad.g_01219	Syam.g_01457
OG0000601	Prad.g_01220	Syam.g_01456
OG0000602	Prad.g_01222	Syam.g_01451
OG0000603	Prad.g_01223	Syam.g_01450
OG0000604	Prad.g_01224	Syam.g_01447
OG0000605	Prad.g_01225	Syam.g_01031
OG0000606	Prad.g_01228	Syam.g_01387
OG0000607	Prad.g_01231	Syam.g_01384
OG0000608	Prad.g_01232	Syam.g_01383
OG0000609	Prad.g_01233	Syam.g_01380
OG0000610	Prad.g_01238	Syam.g_01373
OG0000611	Prad.g_01241	Syam.g_01370
OG0000612	Prad.g_01242	Syam.g_01369
OG0000613	Prad.g_01247	Syam.g_00170
OG0000614	Prad.g_01266	Syam.g_00801
OG0000615	Prad.g_01274	Syam.g_01332
OG0000616	Prad.g_01278	Syam.g_02430
OG0000617	Prad.g_01055	Syam.g_01240
OG0000618	Prad.g_01056	Syam.g_01239
OG0000619	Prad.g_01057	Syam.g_01238
OG0000620	Prad.g_01060	Syam.g_01233
OG0000621	Prad.g_01061	Syam.g_01232
OG0000622	Prad.g_01062	Syam.g_01231
OG0000623	Prad.g_01063	Syam.g_01230
OG0000624	Prad.g_01064	Syam.g_01228
OG0000625	Prad.g_01065	Syam.g_01227
OG0000626	Prad.g_01066	Syam.g_01226
OG0000627	Prad.g_01067	Syam.g_01065
OG0000628	Prad.g_01068	Syam.g_01067
OG0000629	Prad.g_01069	Syam.g_01070
OG0000630	Prad.g_01072	Syam.g_01074
OG0000631	Prad.g_01137	Syam.g_01084
OG0000632	Prad.g_01138	Syam.g_01085
OG0000633	Prad.g_01139	Syam.g_01086
OG0000634	Prad.g_01142	Syam.g_01294
OG0000635	Prad.g_01143	Syam.g_01293
OG0000636	Prad.g_01145	Syam.g_01291
OG0000637	Prad.g_01147	Syam.g_01289
OG0000638	Prad.g_01148	Syam.g_01288
OG0000639	Prad.g_01149	Syam.g_01287
OG0000640	Prad.g_01150	Syam.g_01286
OG0000641	Prad.g_01154	Syam.g_01282
OG0000642	Prad.g_01155	Syam.g_01281
OG0000643	Prad.g_01156	Syam.g_01280
OG0000644	Prad.g_01157	Syam.g_01279
OG0000645	Prad.g_01158	Syam.g_01277
OG0000646	Prad.g_01160	Syam.g_01274
OG0000647	Prad.g_01161	Syam.g_01272
OG0000648	Prad.g_01163	Syam.g_01269
OG0000649	Prad.g_01164	Syam.g_01268
OG0000650	Prad.g_01165	Syam.g_01267
OG0000651	Prad.g_01166	Syam.g_01266
OG0000652	Prad.g_01167	Syam.g_01265
OG0000653	Prad.g_01169	Syam.g_01263
OG0000654	Prad.g_01170	Syam.g_01262
OG0000655	Prad.g_01171	Syam.g_01261
OG0000656	Prad.g_01174	Syam.g_01258
OG0000657	Prad.g_01182	Syam.g_00739
OG0000658	Prad.g_01183	Syam.g_00735
OG0000659	Prad.g_01184	Syam.g_00734
OG0000660	Prad.g_00306	Syam.g_00730
OG0000661	Prad.g_00304	Syam.g_00728
OG0000662	Prad.g_00302	Syam.g_00726
OG0000663	Prad.g_00300	Syam.g_00723
OG0000664	Prad.g_00299	Syam.g_00722
OG0000665	Prad.g_00295	Syam.g_02027
OG0000666	Prad.g_00294	Syam.g_01030
OG0000667	Prad.g_00290	Syam.g_00937
OG0000668	Prad.g_00260	Syam.g_01185
OG0000669	Prad.g_00253	Syam.g_01358
OG0000670	Prad.g_00251	Syam.g_00528
OG0000671	Prad.g_00249	Syam.g_01354
OG0000672	Prad.g_00247	Syam.g_01351
OG0000673	Prad.g_00244	Syam.g_01348
OG0000674	Prad.g_00242	Syam.g_01346
OG0000675	Prad.g_00241	Syam.g_01345
OG0000676	Prad.g_00239	Syam.g_01343
OG0000677	Prad.g_00238	Syam.g_01342
OG0000678	Prad.g_00236	Syam.g_01339
OG0000679	Prad.g_00232	Syam.g_01323
OG0000680	Prad.g_00231	Syam.g_01322
OG0000681	Prad.g_00228	Syam.g_01319
OG0000682	Prad.g_00227	Syam.g_01318
OG0000683	Prad.g_00226	Syam.g_01317
OG0000684	Prad.g_00224	Syam.g_01312
OG0000685	Prad.g_00222	Syam.g_01310
OG0000686	Prad.g_00221	Syam.g_01309
OG0000687	Prad.g_00220	Syam.g_01308
OG0000688	Prad.g_00217	Syam.g_01304
OG0000689	Prad.g_00216	Syam.g_01302
OG0000690	Prad.g_00215	Syam.g_01301
OG0000691	Prad.g_00214	Syam.g_01300
OG0000692	Prad.g_00212	Syam.g_01299
OG0000693	Prad.g_00211	Syam.g_01298
OG0000694	Prad.g_00210	Syam.g_01297
OG0000695	Prad.g_00208	Syam.g_01088
OG0000696	Prad.g_00207	Syam.g_01089
OG0000697	Prad.g_00206	Syam.g_01091
OG0000698	Prad.g_00203	Syam.g_01094
OG0000699	Prad.g_00202	Syam.g_01096
OG0000700	Prad.g_00201	Syam.g_01097
OG0000701	Prad.g_00200	Syam.g_01098
OG0000702	Prad.g_00198	Syam.g_01106
OG0000703	Prad.g_00197	Syam.g_01107
OG0000704	Prad.g_00196	Syam.g_01109
OG0000705	Prad.g_00192	Syam.g_01116
OG0000706	Prad.g_00191	Syam.g_01117
OG0000707	Prad.g_00190	Syam.g_01118
OG0000708	Prad.g_00189	Syam.g_01121
OG0000709	Prad.g_00185	Syam.g_01131
OG0000710	Prad.g_00182	Syam.g_01135
OG0000711	Prad.g_00165	Syam.g_01165
OG0000712	Prad.g_00163	Syam.g_01167
OG0000713	Prad.g_00162	Syam.g_01168
OG0000714	Prad.g_00161	Syam.g_01170
OG0000715	Prad.g_00159	Syam.g_01172
OG0000716	Prad.g_00157	Syam.g_01176
OG0000717	Prad.g_00156	Syam.g_01177
OG0000718	Prad.g_00144	Syam.g_01181
OG0000719	Prad.g_00142	Syam.g_01183
OG0000720	Prad.g_01039	Syam.g_01197
OG0000721	Prad.g_01037	Syam.g_01199
OG0000722	Prad.g_01036	Syam.g_01200
OG0000723	Prad.g_01033	Syam.g_01224
OG0000724	Prad.g_01023	Syam.g_00768
OG0000725	Prad.g_01017	Syam.g_00777
OG0000726	Prad.g_01016	Syam.g_00778
OG0000727	Prad.g_01015	Syam.g_00779
OG0000728	Prad.g_01013	Syam.g_00781
OG0000729	Prad.g_00970	Syam.g_00105
OG0000730	Prad.g_00635	Syam.g_00454
OG0000731	Prad.g_00639	Syam.g_00466
OG0000732	Prad.g_00649	Syam.g_00051
OG0000733	Prad.g_01988	Syam.g_02339
OG0000734	Prad.g_01511	Syam.g_02128
OG0000735	Prad.g_01509	Syam.g_01810
OG0000736	Prad.g_01508	Syam.g_01809
OG0000737	Prad.g_01507	Syam.g_01808
OG0000738	Prad.g_01503	Syam.g_01803
OG0000739	Prad.g_01502	Syam.g_01802
OG0000740	Prad.g_01501	Syam.g_01801
OG0000741	Prad.g_01500	Syam.g_01798
OG0000742	Prad.g_01497	Syam.g_01796
OG0000743	Prad.g_01495	Syam.g_01794
OG0000744	Prad.g_01494	Syam.g_01793
OG0000745	Prad.g_01493	Syam.g_01791
OG0000746	Prad.g_01491	Syam.g_01789
OG0000747	Prad.g_01490	Syam.g_01788
OG0000748	Prad.g_01487	Syam.g_01779
OG0000749	Prad.g_01486	Syam.g_01776
OG0000750	Prad.g_01485	Syam.g_01775
OG0000751	Prad.g_01483	Syam.g_01770
OG0000752	Prad.g_01481	Syam.g_01768
OG0000753	Prad.g_01478	Syam.g_01765
OG0000754	Prad.g_01475	Syam.g_00910
OG0000755	Prad.g_01472	Syam.g_00900
OG0000756	Prad.g_01470, Prad.g_01471	Syam.g_00899
OG0000757	Prad.g_01464	Syam.g_00891
OG0000758	Prad.g_01463	Syam.g_00890
OG0000759	Prad.g_01462	Syam.g_00889
OG0000760	Prad.g_01461	Syam.g_00888
OG0000761	Prad.g_01460	Syam.g_00886
OG0000762	Prad.g_01459	Syam.g_00884
OG0000763	Prad.g_01457	Syam.g_00882
OG0000764	Prad.g_01456	Syam.g_00881
OG0000765	Prad.g_01447	Syam.g_00864
OG0000766	Prad.g_01446	Syam.g_00863
OG0000767	Prad.g_01444	Syam.g_00861
OG0000768	Prad.g_01443	Syam.g_00860
OG0000769	Prad.g_01441	Syam.g_00858
OG0000770	Prad.g_01439	Syam.g_00855
OG0000771	Prad.g_00076	Syam.g_00762
OG0000772	Prad.g_00341	Syam.g_01005
OG0000773	Prad.g_00361	Syam.g_01816
OG0000774	Prad.g_00363	Syam.g_01820
OG0000775	Prad.g_00365	Syam.g_01823
OG0000776	Prad.g_00366	Syam.g_01824
OG0000777	Prad.g_00631	Syam.g_01825
OG0000778	Prad.g_00630	Syam.g_01826
OG0000779	Prad.g_00626	Syam.g_01832
OG0000780	Prad.g_00625	Syam.g_01835
OG0000781	Prad.g_00622	Syam.g_01839
OG0000782	Prad.g_00621	Syam.g_01840
OG0000783	Prad.g_00620	Syam.g_01841
OG0000784	Prad.g_00619	Syam.g_01842
OG0000785	Prad.g_00617	Syam.g_01844
OG0000786	Prad.g_00615	Syam.g_01700
OG0000787	Prad.g_00614	Syam.g_01701
OG0000788	Prad.g_00607	Syam.g_01455
OG0000789	Prad.g_00604	Syam.g_01044
OG0000790	Prad.g_00589	Syam.g_00570
OG0000791	Prad.g_00587	Syam.g_00568
OG0000792	Prad.g_00586	Syam.g_00567
OG0000793	Prad.g_00583	Syam.g_00562
OG0000794	Prad.g_00582	Syam.g_00561
OG0000795	Prad.g_00581	Syam.g_00560
OG0000796	Prad.g_00577	Syam.g_00556
OG0000797	Prad.g_00576	Syam.g_00555
OG0000799	Prad.g_00533	Syam.g_01585
OG0000800	Prad.g_00532	Syam.g_01588
OG0000801	Prad.g_00531	Syam.g_01589
OG0000802	Prad.g_00529	Syam.g_01592
OG0000803	Prad.g_00527	Syam.g_01597
OG0000804	Prad.g_00526	Syam.g_01600
OG0000805	Prad.g_00524	Syam.g_01602
OG0000806	Prad.g_00522	Syam.g_01604
OG0000807	Prad.g_00521	Syam.g_01606
OG0000808	Prad.g_00520	Syam.g_01607
OG0000809	Prad.g_00517	Syam.g_01610
OG0000810	Prad.g_00516	Syam.g_01611
OG0000811	Prad.g_00512	Syam.g_01616
OG0000812	Prad.g_00510	Syam.g_01618
OG0000813	Prad.g_00509	Syam.g_01619
OG0000814	Prad.g_00507	Syam.g_01621
OG0000815	Prad.g_00506	Syam.g_01622
OG0000816	Prad.g_00504	Syam.g_01624
OG0000817	Prad.g_00503	Syam.g_01625
OG0000818	Prad.g_00498	Syam.g_01631
OG0000819	Prad.g_00497	Syam.g_01632
OG0000820	Prad.g_00496	Syam.g_01633
OG0000821	Prad.g_00491	Syam.g_01639
OG0000822	Prad.g_00490	Syam.g_01641
OG0000823	Prad.g_00489	Syam.g_01642
OG0000824	Prad.g_00486	Syam.g_01648
OG0000825	Prad.g_00485	Syam.g_01649
OG0000826	Prad.g_00484	Syam.g_01650
OG0000827	Prad.g_00483	Syam.g_01651
OG0000828	Prad.g_00480	Syam.g_01655
OG0000829	Prad.g_00479	Syam.g_01656
OG0000830	Prad.g_00478	Syam.g_01657
OG0000831	Prad.g_00476	Syam.g_01659
OG0000832	Prad.g_00470	Syam.g_01923
OG0000833	Prad.g_00462	Syam.g_01932
OG0000834	Prad.g_00461	Syam.g_01933
OG0000835	Prad.g_00460	Syam.g_01934
OG0000836	Prad.g_00459	Syam.g_01937
OG0000837	Prad.g_00458	Syam.g_01938
OG0000838	Prad.g_00456	Syam.g_01946
OG0000839	Prad.g_00455	Syam.g_01947
OG0000840	Prad.g_00454	Syam.g_01948
OG0000841	Prad.g_00453	Syam.g_01949
OG0000842	Prad.g_00452	Syam.g_01950
OG0000843	Prad.g_00451	Syam.g_01951
OG0000844	Prad.g_00450	Syam.g_01953
OG0000845	Prad.g_00449	Syam.g_01954
OG0000846	Prad.g_00448	Syam.g_01955
OG0000847	Prad.g_00447	Syam.g_01956
OG0000848	Prad.g_00446	Syam.g_01958
OG0000849	Prad.g_00445	Syam.g_01959
OG0000850	Prad.g_00443	Syam.g_01961
OG0000851	Prad.g_00442	Syam.g_01966
OG0000852	Prad.g_00441	Syam.g_01967
OG0000853	Prad.g_00437	Syam.g_01971
OG0000854	Prad.g_00435	Syam.g_01973
OG0000855	Prad.g_00434	Syam.g_01974
OG0000856	Prad.g_00419	Syam.g_01483
OG0000857	Prad.g_00388	Syam.g_01273
OG0000858	Prad.g_00947	Syam.g_01980
OG0000859	Prad.g_00946	Syam.g_01981
OG0000860	Prad.g_00939	Syam.g_01992
OG0000861	Prad.g_00938	Syam.g_01993
OG0000862	Prad.g_00937	Syam.g_01994
OG0000863	Prad.g_00935	Syam.g_01996
OG0000864	Prad.g_00934	Syam.g_01997
OG0000865	Prad.g_00933	Syam.g_01998
OG0000866	Prad.g_00932	Syam.g_01999
OG0000867	Prad.g_00931	Syam.g_02000
OG0000868	Prad.g_00930	Syam.g_02003
OG0000869	Prad.g_00926	Syam.g_02007
OG0000870	Prad.g_00921	Syam.g_02012
OG0000871	Prad.g_00920	Syam.g_02013
OG0000872	Prad.g_00919	Syam.g_02021
OG0000873	Prad.g_00916	Syam.g_02024
OG0000874	Prad.g_00913	Syam.g_02019
OG0000875	Prad.g_00912	Syam.g_02026
OG0000876	Prad.g_00911	Syam.g_01877
OG0000877	Prad.g_00909	Syam.g_01882
OG0000878	Prad.g_00908	Syam.g_01883
OG0000879	Prad.g_00907	Syam.g_01884
OG0000880	Prad.g_00906	Syam.g_01885
OG0000881	Prad.g_00902	Syam.g_01891
OG0000882	Prad.g_00897	Syam.g_01896
OG0000883	Prad.g_00895	Syam.g_01898
OG0000884	Prad.g_00893	Syam.g_01900
OG0000885	Prad.g_00892	Syam.g_01901
OG0000886	Prad.g_00891	Syam.g_01902
OG0000887	Prad.g_00890	Syam.g_01903
OG0000888	Prad.g_00888	Syam.g_01905
OG0000889	Prad.g_00886	Syam.g_01907
OG0000890	Prad.g_00885	Syam.g_01910
OG0000891	Prad.g_00884	Syam.g_01911
OG0000892	Prad.g_00882	Syam.g_01913
OG0000893	Prad.g_00879	Syam.g_00287
OG0000894	Prad.g_00877	Syam.g_00290
OG0000895	Prad.g_00874	Syam.g_00294
OG0000896	Prad.g_00873	Syam.g_00295
OG0000897	Prad.g_00871	Syam.g_00297
OG0000898	Prad.g_00870	Syam.g_00298
OG0000899	Prad.g_00869	Syam.g_00299
OG0000900	Prad.g_00868	Syam.g_00300
OG0000901	Prad.g_00865	Syam.g_00305
OG0000902	Prad.g_00863	Syam.g_00307
OG0000903	Prad.g_00860	Syam.g_00322
OG0000904	Prad.g_00858	Syam.g_00317
OG0000905	Prad.g_00853	Syam.g_00312
OG0000906	Prad.g_00852	Syam.g_00309
OG0000907	Prad.g_00849	Syam.g_00324
OG0000908	Prad.g_00846	Syam.g_00327
OG0000909	Prad.g_00845	Syam.g_00328
OG0000910	Prad.g_00844	Syam.g_00329
OG0000911	Prad.g_00842	Syam.g_00331
OG0000912	Prad.g_00841	Syam.g_00332
OG0000913	Prad.g_00840	Syam.g_00333
OG0000914	Prad.g_00839	Syam.g_00334
OG0000915	Prad.g_00838	Syam.g_00336
OG0000916	Prad.g_00837	Syam.g_00337
OG0000917	Prad.g_00836	Syam.g_00338
OG0000918	Prad.g_00835	Syam.g_00339
OG0000919	Prad.g_00834	Syam.g_00340
OG0000920	Prad.g_00833	Syam.g_00341
OG0000921	Prad.g_00832	Syam.g_00342
OG0000922	Prad.g_00831	Syam.g_00343
OG0000923	Prad.g_00827	Syam.g_00347
OG0000924	Prad.g_00826	Syam.g_00348
OG0000925	Prad.g_00825	Syam.g_00349
OG0000926	Prad.g_00824	Syam.g_00350
OG0000927	Prad.g_00822	Syam.g_00352
OG0000928	Prad.g_00821	Syam.g_00353
OG0000929	Prad.g_00820	Syam.g_00354
OG0000930	Prad.g_00819	Syam.g_00355
OG0000931	Prad.g_00818	Syam.g_00356
OG0000932	Prad.g_00817	Syam.g_00357
OG0000933	Prad.g_00813	Syam.g_00363
OG0000934	Prad.g_00811	Syam.g_00365
OG0000935	Prad.g_00810	Syam.g_00366
OG0000936	Prad.g_00809	Syam.g_00368
OG0000937	Prad.g_00808	Syam.g_00369
OG0000938	Prad.g_00806	Syam.g_00373
OG0000939	Prad.g_00805	Syam.g_00374
OG0000940	Prad.g_00798	Syam.g_00381
OG0000941	Prad.g_00796	Syam.g_00383
OG0000942	Prad.g_00794	Syam.g_00385
OG0000943	Prad.g_00793	Syam.g_00386
OG0000944	Prad.g_00792	Syam.g_00388
OG0000945	Prad.g_00791	Syam.g_00390
OG0000946	Prad.g_00787	Syam.g_00395
OG0000947	Prad.g_00785	Syam.g_00398
OG0000948	Prad.g_00784	Syam.g_00399
OG0000949	Prad.g_00781	Syam.g_00159
OG0000950	Prad.g_00776	Syam.g_00150
OG0000951	Prad.g_00772	Syam.g_00145
OG0000952	Prad.g_00768	Syam.g_00140
OG0000953	Prad.g_00765	Syam.g_00136
OG0000954	Prad.g_01641	Syam.g_00131
OG0000955	Prad.g_01640	Syam.g_00130
OG0000956	Prad.g_01638	Syam.g_00128
OG0000957	Prad.g_01633	Syam.g_00117
OG0000958	Prad.g_01632	Syam.g_00116
OG0000959	Prad.g_01628	Syam.g_00112
OG0000960	Prad.g_01627	Syam.g_00111
OG0000961	Prad.g_01625	Syam.g_00108
OG0000962	Prad.g_01623	Syam.g_00106
OG0000963	Prad.g_01620	Syam.g_00101
OG0000964	Prad.g_01619	Syam.g_00100
OG0000965	Prad.g_01618	Syam.g_00099
OG0000966	Prad.g_01611	Syam.g_00074
OG0000967	Prad.g_01607	Syam.g_00069
OG0000968	Prad.g_01605	Syam.g_00077
OG0000969	Prad.g_01604	Syam.g_00072
OG0000970	Prad.g_01603	Syam.g_00071
OG0000971	Prad.g_01602	Syam.g_00066
OG0000972	Prad.g_01601	Syam.g_00065
OG0000973	Prad.g_01600	Syam.g_00064
OG0000974	Prad.g_01599	Syam.g_00063
OG0000975	Prad.g_01598	Syam.g_00062
OG0000976	Prad.g_01597	Syam.g_00061
OG0000977	Prad.g_01596	Syam.g_00059
OG0000978	Prad.g_01595	Syam.g_00058
OG0000979	Prad.g_01592	Syam.g_00055
OG0000980	Prad.g_01590	Syam.g_00052
OG0000981	Prad.g_01588	Syam.g_00049
OG0000982	Prad.g_01586	Syam.g_02314
OG0000983	Prad.g_01585	Syam.g_02315
OG0000984	Prad.g_01584	Syam.g_02316
OG0000985	Prad.g_01581	Syam.g_02318
OG0000986	Prad.g_01579	Syam.g_02320
OG0000987	Prad.g_01578	Syam.g_02322
OG0000988	Prad.g_01575	Syam.g_02327
OG0000989	Prad.g_01571	Syam.g_02334
OG0000990	Prad.g_01568	Syam.g_02346
OG0000991	Prad.g_01567	Syam.g_02348
OG0000992	Prad.g_01565	Syam.g_02351
OG0000993	Prad.g_01564	Syam.g_02352
OG0000994	Prad.g_01563	Syam.g_02354
OG0000995	Prad.g_01559	Syam.g_02359
OG0000996	Prad.g_01558	Syam.g_02405
OG0000997	Prad.g_01557	Syam.g_02416
OG0000998	Prad.g_01555	Syam.g_02418
OG0000999	Prad.g_01554	Syam.g_02419
OG0001000	Prad.g_01551	Syam.g_02422
OG0001001	Prad.g_01549	Syam.g_02427
OG0001002	Prad.g_01545	Syam.g_02433
OG0001003	Prad.g_01544	Syam.g_02434
OG0001004	Prad.g_01543	Syam.g_02435
OG0001005	Prad.g_01542	Syam.g_02436
OG0001006	Prad.g_01538	Syam.g_02444
OG0001007	Prad.g_01536	Syam.g_02446
OG0001008	Prad.g_00070	Syam.g_01866
OG0001009	Prad.g_01959	Syam.g_00032
OG0001010	Prad.g_01958	Syam.g_00033
OG0001011	Prad.g_01957	Syam.g_00034
OG0001012	Prad.g_01944	Syam.g_02310
OG0001013	Prad.g_01938	Syam.g_02296
OG0001014	Prad.g_01935	Syam.g_02292
OG0001015	Prad.g_01934	Syam.g_02291
OG0001016	Prad.g_01920	Syam.g_02067
OG0001017	Prad.g_01916	Syam.g_02073
OG0001018	Prad.g_01913	Syam.g_02075
OG0001019	Prad.g_01904	Syam.g_02093
OG0001020	Prad.g_01903	Syam.g_02098
OG0001021	Prad.g_01902	Syam.g_02102
OG0001022	Prad.g_01899	Syam.g_02106
OG0001023	Prad.g_01898	Syam.g_02107
OG0001024	Prad.g_01895	Syam.g_02111
OG0001025	Prad.g_01889	Syam.g_02118
OG0001026	Prad.g_01882	Syam.g_02130
OG0001027	Prad.g_01881	Syam.g_02135
OG0001028	Prad.g_01879	Syam.g_02137
OG0001029	Prad.g_01878	Syam.g_02139
OG0001030	Prad.g_01863	Syam.g_02163
OG0001031	Prad.g_01805	Syam.g_02239
OG0001032	Prad.g_01804	Syam.g_02241
OG0001033	Prad.g_01783	Syam.g_02265
OG0001034	Prad.g_01755	Syam.g_00508
OG0001035	Prad.g_01737	Syam.g_00265
OG0001036	Prad.g_01732	Syam.g_00261
OG0001037	Prad.g_01731	Syam.g_00259
OG0001038	Prad.g_01713	Syam.g_00232
OG0001039	Prad.g_01710	Syam.g_00229
OG0001040	Prad.g_01708	Syam.g_00226
OG0001041	Prad.g_01704	Syam.g_00221
OG0001042	Prad.g_01687	Syam.g_00196
OG0001043	Prad.g_01686	Syam.g_00192
OG0001044	Prad.g_01658	Syam.g_00456
OG0001045	Prad.g_01649	Syam.g_00469
OG0001046	Prad.g_00730	Syam.g_01151
OG0001047	Prad.g_00068	Syam.g_01864
OG0001048	Prad.g_00067	Syam.g_01863
OG0001049	Prad.g_00065	Syam.g_01855
OG0001050	Prad.g_00064	Syam.g_01854
OG0001051	Prad.g_00063	Syam.g_01853
OG0001052	Prad.g_00036	Syam.g_01672
OG0001053	Prad.g_00024	Syam.g_00586
OG0001054	Prad.g_00131	Syam.g_00603
OG0001055	Prad.g_00112	Syam.g_00624
OG0001056	Prad.g_00093	Syam.g_00656
OG0001057	Prad.g_01331	Syam.g_00664
OG0001058	Prad.g_01339	Syam.g_00677
OG0001059	Prad.g_01343	Syam.g_00681
OG0001060	Prad.g_01350	Syam.g_00688
OG0001061	Prad.g_01363	Syam.g_01744
OG0001062	Prad.g_01365	Syam.g_01742
OG0001063	Prad.g_01367	Syam.g_01737
OG0001064	Prad.g_01368	Syam.g_01736
OG0001065	Prad.g_01369	Syam.g_01735
OG0001066	Prad.g_01370	Syam.g_01734
OG0001067	Prad.g_01371	Syam.g_01733
OG0001068	Prad.g_01372	Syam.g_01732
OG0001069	Prad.g_01373	Syam.g_01731
OG0001070	Prad.g_01376	Syam.g_01728
OG0001071	Prad.g_01377	Syam.g_01727
OG0001072	Prad.g_01379	Syam.g_01723
OG0001073	Prad.g_01393	Syam.g_01709
OG0001074	Prad.g_01404	Syam.g_01504
OG0001075	Prad.g_01405	Syam.g_01502
OG0001076	Prad.g_01413	Syam.g_01491
OG0001077	Prad.g_01417	Syam.g_01480
OG0001078	Prad.g_01425	Syam.g_01467
OG0001079	Prad.g_01221	Syam.g_01454
OG0001080	Prad.g_01227	Syam.g_01034
OG0001081	Prad.g_01229	Syam.g_01386
OG0001082	Prad.g_01230	Syam.g_01385
OG0001083	Prad.g_01235	Syam.g_01377
OG0001084	Prad.g_01236	Syam.g_01376
OG0001085	Prad.g_01244	Syam.g_01366
OG0001086	Prad.g_01245	Syam.g_01364
OG0001087	Prad.g_01262	Syam.g_00813
OG0001088	Prad.g_01263	Syam.g_00809
OG0001089	Prad.g_01271	Syam.g_00785
OG0001090	Prad.g_01050	Syam.g_01246
OG0001091	Prad.g_01052	Syam.g_01244
OG0001092	Prad.g_01053	Syam.g_01242
OG0001093	Prad.g_01058	Syam.g_01236
OG0001094	Prad.g_01140	Syam.g_01296
OG0001095	Prad.g_01159	Syam.g_01276
OG0001096	Prad.g_01172	Syam.g_01260
OG0001097	Prad.g_00303	Syam.g_00727
OG0001098	Prad.g_00288	Syam.g_01037
OG0001099	Prad.g_00256	Syam.g_02138
OG0001100	Prad.g_00252	Syam.g_01356
OG0001101	Prad.g_00250	Syam.g_01355
OG0001103	Prad.g_00246	Syam.g_01350
OG0001104	Prad.g_00223	Syam.g_01311
OG0001105	Prad.g_00219	Syam.g_01307
OG0001106	Prad.g_00195	Syam.g_01110
OG0001107	Prad.g_00188	Syam.g_01122
OG0001108	Prad.g_00184	Syam.g_01132
OG0001109	Prad.g_00183	Syam.g_01134
OG0001110	Prad.g_00181	Syam.g_01136
OG0001111	Prad.g_00180	Syam.g_01138
OG0001112	Prad.g_00179	Syam.g_01140
OG0001113	Prad.g_00178	Syam.g_01141
OG0001114	Prad.g_00177	Syam.g_01142
OG0001115	Prad.g_00175	Syam.g_01146
OG0001116	Prad.g_00174	Syam.g_01148
OG0001117	Prad.g_00173	Syam.g_01149
OG0001118	Prad.g_00172	Syam.g_01150
OG0001119	Prad.g_00171	Syam.g_01152
OG0001120	Prad.g_00169	Syam.g_01156
OG0001121	Prad.g_01991, Prad.g_00166	Syam.g_00970
OG0001122	Prad.g_00141	Syam.g_01184
OG0001123	Prad.g_00137	Syam.g_01191
OG0001124	Prad.g_00135	Syam.g_01194
OG0001125	Prad.g_00134	Syam.g_01196
OG0001126	Prad.g_01030	Syam.g_00757
OG0001127	Prad.g_01029	Syam.g_00758
OG0001128	Prad.g_01026	Syam.g_00764
OG0001129	Prad.g_01025	Syam.g_00766
OG0001130	Prad.g_01024	Syam.g_00767
OG0001131	Prad.g_00990	Syam.g_01337
OG0001132	Prad.g_00981	Syam.g_01020
OG0001134	Prad.g_01989	Syam.g_00915
OG0001135	Prad.g_01526	Syam.g_00917
OG0001136	Prad.g_01499	Syam.g_01797
OG0001137	Prad.g_01488	Syam.g_01780
OG0001138	Prad.g_01469	Syam.g_00898
OG0001139	Prad.g_01468	Syam.g_00896
OG0001140	Prad.g_01467	Syam.g_00895
OG0001141	Prad.g_01466	Syam.g_00894
OG0001142	Prad.g_01465	Syam.g_00892
OG0001143	Prad.g_01458	Syam.g_00883
OG0001144	Prad.g_01453	Syam.g_00873
OG0001145	Prad.g_00362	Syam.g_01817
OG0001146	Prad.g_00624	Syam.g_01836
OG0001147	Prad.g_00608	Syam.g_01665
OG0001148	Prad.g_00592	Syam.g_00573
OG0001149	Prad.g_00591	Syam.g_00572
OG0001150	Prad.g_00590	Syam.g_00571
OG0001151	Prad.g_00579	Syam.g_00558
OG0001152	Prad.g_00578	Syam.g_00557
OG0001153	Prad.g_00482	Syam.g_01652
OG0001154	Prad.g_00481	Syam.g_01654
OG0001155	Prad.g_00469	Syam.g_01925
OG0001156	Prad.g_00466	Syam.g_01928
OG0001157	Prad.g_00465	Syam.g_01929
OG0001158	Prad.g_00464	Syam.g_01930
OG0001159	Prad.g_00463	Syam.g_01931
OG0001160	Prad.g_00439	Syam.g_01969
OG0001161	Prad.g_00426	Syam.g_02338
OG0001162	Prad.g_00415	Syam.g_01257
OG0001163	Prad.g_00949	Syam.g_01977
OG0001164	Prad.g_00945	Syam.g_01983
OG0001165	Prad.g_00942	Syam.g_01988
OG0001166	Prad.g_00922	Syam.g_02011
OG0001167	Prad.g_00905	Syam.g_01888
OG0001168	Prad.g_00903	Syam.g_01890
