Orthogroup	Prad	Prbc
OG0000547	Prad.g_00114	Prbc.g_01595
OG0000548	Prad.g_00113	Prbc.g_01596
OG0000549	Prad.g_00111	Prbc.g_01599
OG0000550	Prad.g_00106	Prbc.g_01603
OG0000551	Prad.g_00102	Prbc.g_01606
OG0000552	Prad.g_00101	Prbc.g_01607
OG0000553	Prad.g_00100	Prbc.g_01608
OG0000554	Prad.g_00095	Prbc.g_01613
OG0000555	Prad.g_01332	Prbc.g_01621
OG0000556	Prad.g_01334	Prbc.g_01623
OG0000557	Prad.g_01335	Prbc.g_01624
OG0000558	Prad.g_01337	Prbc.g_01627
OG0000559	Prad.g_01341	Prbc.g_01631
OG0000560	Prad.g_01344	Prbc.g_01634
OG0000561	Prad.g_01345	Prbc.g_01635
OG0000562	Prad.g_01346	Prbc.g_01636
OG0000563	Prad.g_01347	Prbc.g_01637
OG0000564	Prad.g_01348	Prbc.g_01638
OG0000565	Prad.g_01351	Prbc.g_01641
OG0000566	Prad.g_01353	Prbc.g_01643
OG0000567	Prad.g_01357	Prbc.g_01647
OG0000568	Prad.g_01358	Prbc.g_01648
OG0000569	Prad.g_01359	Prbc.g_01649
OG0000570	Prad.g_01360	Prbc.g_01650
OG0000571	Prad.g_01362	Prbc.g_01652
OG0000572	Prad.g_01375	Prbc.g_01663
OG0000573	Prad.g_01381	Prbc.g_01668
OG0000574	Prad.g_01382	Prbc.g_01670
OG0000575	Prad.g_01386	Prbc.g_01673
OG0000576	Prad.g_01388	Prbc.g_01675
OG0000577	Prad.g_01389	Prbc.g_01676
OG0000578	Prad.g_01390	Prbc.g_01677
OG0000579	Prad.g_01391	Prbc.g_01678
OG0000580	Prad.g_01392	Prbc.g_01679
OG0000581	Prad.g_01394	Prbc.g_01682
OG0000582	Prad.g_01397	Prbc.g_01685
OG0000583	Prad.g_01398	Prbc.g_01686
OG0000584	Prad.g_01399	Prbc.g_01687
OG0000585	Prad.g_01401	Prbc.g_01689
OG0000586	Prad.g_01402	Prbc.g_01690
OG0000587	Prad.g_01403	Prbc.g_01691
OG0000588	Prad.g_01407	Prbc.g_01695
OG0000589	Prad.g_01410	Prbc.g_01698
OG0000590	Prad.g_01411	Prbc.g_01699
OG0000591	Prad.g_01414	Prbc.g_01702
OG0000592	Prad.g_01415	Prbc.g_01703
OG0000593	Prad.g_01421	Prbc.g_01709
OG0000594	Prad.g_01422	Prbc.g_01710
OG0000595	Prad.g_01423	Prbc.g_01711
OG0000596	Prad.g_01427	Prbc.g_01715
OG0000597	Prad.g_01429	Prbc.g_01717
OG0000598	Prad.g_01430	Prbc.g_01718
OG0000599	Prad.g_01433	Prbc.g_01721
OG0000600	Prad.g_01219	Prbc.g_01722
OG0000601	Prad.g_01220	Prbc.g_01723
OG0000602	Prad.g_01222	Prbc.g_01725
OG0000603	Prad.g_01223	Prbc.g_01726
OG0000604	Prad.g_01224	Prbc.g_01727
OG0000605	Prad.g_01225	Prbc.g_01728
OG0000606	Prad.g_01228	Prbc.g_01731
OG0000607	Prad.g_01231	Prbc.g_01734
OG0000608	Prad.g_01232	Prbc.g_01735
OG0000609	Prad.g_01233	Prbc.g_01736
OG0000610	Prad.g_01238	Prbc.g_01742
OG0000611	Prad.g_01241	Prbc.g_01745
OG0000612	Prad.g_01242	Prbc.g_01746
OG0000613	Prad.g_01247	Prbc.g_01752
OG0000614	Prad.g_01266	Prbc.g_01775
OG0000615	Prad.g_01274	Prbc.g_01782
OG0000616	Prad.g_01278	Prbc.g_01055
OG0000617	Prad.g_01055	Prbc.g_01793
OG0000618	Prad.g_01056	Prbc.g_01794
OG0000619	Prad.g_01057	Prbc.g_01795
OG0000620	Prad.g_01060	Prbc.g_01798
OG0000621	Prad.g_01061	Prbc.g_01799
OG0000622	Prad.g_01062	Prbc.g_01800
OG0000623	Prad.g_01063	Prbc.g_01801
OG0000624	Prad.g_01064	Prbc.g_01803
OG0000625	Prad.g_01065	Prbc.g_01804
OG0000626	Prad.g_01066	Prbc.g_01805
OG0000627	Prad.g_01067	Prbc.g_01807
OG0000628	Prad.g_01068	Prbc.g_01808
OG0000629	Prad.g_01069	Prbc.g_01809
OG0000630	Prad.g_01072	Prbc.g_01812
OG0000631	Prad.g_01137	Prbc.g_02007
OG0000632	Prad.g_01138	Prbc.g_02008
OG0000633	Prad.g_01139	Prbc.g_02009
OG0000634	Prad.g_01142	Prbc.g_01854
OG0000635	Prad.g_01143	Prbc.g_01855
OG0000636	Prad.g_01145	Prbc.g_01857
OG0000637	Prad.g_01147	Prbc.g_01859
OG0000638	Prad.g_01148	Prbc.g_01860
OG0000639	Prad.g_01149	Prbc.g_01861
OG0000640	Prad.g_01150	Prbc.g_01862
OG0000641	Prad.g_01154	Prbc.g_01866
OG0000642	Prad.g_01155	Prbc.g_01867
OG0000643	Prad.g_01156	Prbc.g_01868
OG0000644	Prad.g_01157	Prbc.g_01869
OG0000645	Prad.g_01158	Prbc.g_01870
OG0000646	Prad.g_01160	Prbc.g_01873
OG0000647	Prad.g_01161	Prbc.g_01875
OG0000648	Prad.g_01163	Prbc.g_01877
OG0000649	Prad.g_01164	Prbc.g_01878
OG0000650	Prad.g_01165	Prbc.g_01879
OG0000651	Prad.g_01166	Prbc.g_01880
OG0000652	Prad.g_01167	Prbc.g_01881
OG0000653	Prad.g_01169	Prbc.g_01883
OG0000654	Prad.g_01170	Prbc.g_01884
OG0000655	Prad.g_01171	Prbc.g_01885
OG0000656	Prad.g_01174	Prbc.g_01888
OG0000657	Prad.g_01182	Prbc.g_01895
OG0000658	Prad.g_01183	Prbc.g_01897
OG0000659	Prad.g_01184	Prbc.g_01898
OG0000660	Prad.g_00306	Prbc.g_01903
OG0000661	Prad.g_00304	Prbc.g_01905
OG0000662	Prad.g_00302	Prbc.g_01907
OG0000663	Prad.g_00300	Prbc.g_01909
OG0000664	Prad.g_00299	Prbc.g_01910
OG0000665	Prad.g_00295	Prbc.g_01914
OG0000666	Prad.g_00294	Prbc.g_01915
OG0000667	Prad.g_00290	Prbc.g_01919
OG0000668	Prad.g_00260	Prbc.g_01959
OG0000669	Prad.g_00253	Prbc.g_01967
OG0000670	Prad.g_00251	Prbc.g_01970
OG0000671	Prad.g_00249	Prbc.g_01972
OG0000672	Prad.g_00247	Prbc.g_01975
OG0000673	Prad.g_00244	Prbc.g_01978
OG0000674	Prad.g_00242	Prbc.g_01980
OG0000675	Prad.g_00241	Prbc.g_01981
OG0000676	Prad.g_00239	Prbc.g_01983
OG0000677	Prad.g_00238	Prbc.g_01984
OG0000678	Prad.g_00236	Prbc.g_01987
OG0000679	Prad.g_00232	Prbc.g_01991
OG0000680	Prad.g_00231	Prbc.g_01992
OG0000681	Prad.g_00228	Prbc.g_01995
OG0000682	Prad.g_00227	Prbc.g_01996
OG0000683	Prad.g_00226	Prbc.g_01997
OG0000684	Prad.g_00224	Prbc.g_01837
OG0000685	Prad.g_00222	Prbc.g_01839
OG0000686	Prad.g_00221	Prbc.g_01840
OG0000687	Prad.g_00220	Prbc.g_01841
OG0000688	Prad.g_00217	Prbc.g_01844
OG0000689	Prad.g_00216	Prbc.g_01845
OG0000690	Prad.g_00215	Prbc.g_01846
OG0000691	Prad.g_00214	Prbc.g_01847
OG0000692	Prad.g_00212	Prbc.g_01849
OG0000693	Prad.g_00211	Prbc.g_01850
OG0000694	Prad.g_00210	Prbc.g_01851
OG0000695	Prad.g_00208	Prbc.g_02011
OG0000696	Prad.g_00207	Prbc.g_02012
OG0000697	Prad.g_00206	Prbc.g_02013
OG0000698	Prad.g_00203	Prbc.g_02016
OG0000699	Prad.g_00202	Prbc.g_02017
OG0000700	Prad.g_00201	Prbc.g_02018
OG0000701	Prad.g_00200	Prbc.g_02019
OG0000702	Prad.g_00198	Prbc.g_02021
OG0000703	Prad.g_00197	Prbc.g_02022
OG0000704	Prad.g_00196	Prbc.g_02023
OG0000705	Prad.g_00192	Prbc.g_02029
OG0000706	Prad.g_00191	Prbc.g_02030
OG0000707	Prad.g_00190	Prbc.g_02031
OG0000708	Prad.g_00189	Prbc.g_02033
OG0000709	Prad.g_00185	Prbc.g_02037
OG0000710	Prad.g_00182	Prbc.g_02040
OG0000711	Prad.g_00165	Prbc.g_02055
OG0000712	Prad.g_00163	Prbc.g_02057
OG0000713	Prad.g_00162	Prbc.g_02058
OG0000714	Prad.g_00161	Prbc.g_02059
OG0000715	Prad.g_00159	Prbc.g_02061
OG0000716	Prad.g_00157	Prbc.g_02062
OG0000717	Prad.g_00156	Prbc.g_02063
OG0000718	Prad.g_00144	Prbc.g_02079
OG0000719	Prad.g_00142	Prbc.g_02080
OG0000720	Prad.g_01039	Prbc.g_02091
OG0000721	Prad.g_01037	Prbc.g_02092
OG0000722	Prad.g_01036	Prbc.g_02093
OG0000723	Prad.g_01033	Prbc.g_02097
OG0000724	Prad.g_01023	Prbc.g_02108
OG0000725	Prad.g_01017	Prbc.g_01934
OG0000726	Prad.g_01016	Prbc.g_01933
OG0000727	Prad.g_01015	Prbc.g_01932
OG0000728	Prad.g_01013	Prbc.g_01930
OG0000729	Prad.g_00970	Prbc.g_00201
OG0000730	Prad.g_00635	Prbc.g_01244
OG0000731	Prad.g_00639	Prbc.g_01252
OG0000732	Prad.g_00649	Prbc.g_00987
OG0000733	Prad.g_01988	Prbc.g_00897
OG0000734	Prad.g_01511	Prbc.g_01462
OG0000735	Prad.g_01509	Prbc.g_01460
OG0000736	Prad.g_01508	Prbc.g_01459
OG0000737	Prad.g_01507	Prbc.g_01458
OG0000738	Prad.g_01503	Prbc.g_01454
OG0000739	Prad.g_01502	Prbc.g_01453
OG0000740	Prad.g_01501	Prbc.g_01452
OG0000741	Prad.g_01500	Prbc.g_01450
OG0000742	Prad.g_01497	Prbc.g_01447
OG0000743	Prad.g_01495	Prbc.g_01445
OG0000744	Prad.g_01494	Prbc.g_01444
OG0000745	Prad.g_01493	Prbc.g_01442
OG0000746	Prad.g_01491	Prbc.g_01440
OG0000747	Prad.g_01490	Prbc.g_01439
OG0000748	Prad.g_01487	Prbc.g_01435
OG0000749	Prad.g_01486	Prbc.g_01434
OG0000750	Prad.g_01485	Prbc.g_01433
OG0000751	Prad.g_01483	Prbc.g_01430
OG0000752	Prad.g_01481	Prbc.g_01428
OG0000753	Prad.g_01478	Prbc.g_01426
OG0000754	Prad.g_01475	Prbc.g_01422
OG0000755	Prad.g_01472	Prbc.g_01418
OG0000756	Prad.g_01470, Prad.g_01471	Prbc.g_01417
OG0000757	Prad.g_01464	Prbc.g_01410
OG0000758	Prad.g_01463	Prbc.g_01409
OG0000759	Prad.g_01462	Prbc.g_01408
OG0000760	Prad.g_01461	Prbc.g_01407
OG0000761	Prad.g_01460	Prbc.g_01406
OG0000762	Prad.g_01459	Prbc.g_01405
OG0000763	Prad.g_01457	Prbc.g_01403
OG0000764	Prad.g_01456	Prbc.g_01402
OG0000765	Prad.g_01447	Prbc.g_01394
OG0000766	Prad.g_01446	Prbc.g_01393
OG0000767	Prad.g_01444	Prbc.g_01392
OG0000768	Prad.g_01443	Prbc.g_01391
OG0000769	Prad.g_01441	Prbc.g_01389
OG0000770	Prad.g_01439	Prbc.g_01388
OG0000771	Prad.g_00076	Prbc.g_02103
OG0000772	Prad.g_00341	Prbc.g_01320
OG0000773	Prad.g_00361	Prbc.g_00557
OG0000774	Prad.g_00363	Prbc.g_00560
OG0000775	Prad.g_00365	Prbc.g_00561
OG0000776	Prad.g_00366	Prbc.g_00562
OG0000777	Prad.g_00631	Prbc.g_00563
OG0000778	Prad.g_00630	Prbc.g_00564
OG0000779	Prad.g_00626	Prbc.g_00568
OG0000780	Prad.g_00625	Prbc.g_00569
OG0000781	Prad.g_00622	Prbc.g_00571
OG0000782	Prad.g_00621	Prbc.g_00572
OG0000783	Prad.g_00620	Prbc.g_00573
OG0000784	Prad.g_00619	Prbc.g_00574
OG0000785	Prad.g_00617	Prbc.g_00576
OG0000786	Prad.g_00615	Prbc.g_00579
OG0000787	Prad.g_00614	Prbc.g_00580
OG0000788	Prad.g_00607	Prbc.g_01820
OG0000789	Prad.g_00604	Prbc.g_02100
OG0000790	Prad.g_00589	Prbc.g_00662
OG0000791	Prad.g_00587	Prbc.g_00664
OG0000792	Prad.g_00586	Prbc.g_00665
OG0000793	Prad.g_00583	Prbc.g_00668
OG0000794	Prad.g_00582	Prbc.g_00669
OG0000795	Prad.g_00581	Prbc.g_00670
OG0000796	Prad.g_00577	Prbc.g_00674
OG0000797	Prad.g_00576	Prbc.g_00675
OG0000799	Prad.g_00533	Prbc.g_00690
OG0000800	Prad.g_00532	Prbc.g_00691
OG0000801	Prad.g_00531	Prbc.g_00692
OG0000802	Prad.g_00529	Prbc.g_00694
OG0000803	Prad.g_00527	Prbc.g_00696
OG0000804	Prad.g_00526	Prbc.g_00697
OG0000805	Prad.g_00524	Prbc.g_00699
OG0000806	Prad.g_00522	Prbc.g_00701
OG0000807	Prad.g_00521	Prbc.g_00702
OG0000808	Prad.g_00520	Prbc.g_00703
OG0000809	Prad.g_00517	Prbc.g_00707
OG0000810	Prad.g_00516	Prbc.g_00708
OG0000811	Prad.g_00512	Prbc.g_00712
OG0000812	Prad.g_00510	Prbc.g_00714
OG0000813	Prad.g_00509	Prbc.g_00715
OG0000814	Prad.g_00507	Prbc.g_00717
OG0000815	Prad.g_00506	Prbc.g_00718
OG0000816	Prad.g_00504	Prbc.g_00720
OG0000817	Prad.g_00503	Prbc.g_00721
OG0000818	Prad.g_00498	Prbc.g_00725
OG0000819	Prad.g_00497	Prbc.g_00726
OG0000820	Prad.g_00496	Prbc.g_00727
OG0000821	Prad.g_00491	Prbc.g_00730
OG0000822	Prad.g_00490	Prbc.g_00731
OG0000823	Prad.g_00489	Prbc.g_00732
OG0000824	Prad.g_00486	Prbc.g_00735
OG0000825	Prad.g_00485	Prbc.g_00736
OG0000826	Prad.g_00484	Prbc.g_00737
OG0000827	Prad.g_00483	Prbc.g_00738
OG0000828	Prad.g_00480	Prbc.g_00741
OG0000829	Prad.g_00479	Prbc.g_00742
OG0000830	Prad.g_00478	Prbc.g_00743
OG0000831	Prad.g_00476	Prbc.g_00745
OG0000832	Prad.g_00470	Prbc.g_00755
OG0000833	Prad.g_00462	Prbc.g_00763
OG0000834	Prad.g_00461	Prbc.g_00764
OG0000835	Prad.g_00460	Prbc.g_00765
OG0000836	Prad.g_00459	Prbc.g_00766
OG0000837	Prad.g_00458	Prbc.g_00767
OG0000838	Prad.g_00456	Prbc.g_00769
OG0000839	Prad.g_00455	Prbc.g_00770
OG0000840	Prad.g_00454	Prbc.g_00771
OG0000841	Prad.g_00453	Prbc.g_00772
OG0000842	Prad.g_00452	Prbc.g_00773
OG0000843	Prad.g_00451	Prbc.g_00774
OG0000844	Prad.g_00450	Prbc.g_00775
OG0000845	Prad.g_00449	Prbc.g_00776
OG0000846	Prad.g_00448	Prbc.g_00777
OG0000847	Prad.g_00447	Prbc.g_00778
OG0000848	Prad.g_00446	Prbc.g_00779
OG0000849	Prad.g_00445	Prbc.g_00780
OG0000850	Prad.g_00443	Prbc.g_00782
OG0000851	Prad.g_00442	Prbc.g_00783
OG0000852	Prad.g_00441	Prbc.g_00784
OG0000853	Prad.g_00437	Prbc.g_00789
OG0000854	Prad.g_00435	Prbc.g_00791
OG0000855	Prad.g_00434	Prbc.g_00792
OG0000856	Prad.g_00419	Prbc.g_00677
OG0000857	Prad.g_00388	Prbc.g_01874
OG0000858	Prad.g_00947	Prbc.g_00827
OG0000859	Prad.g_00946	Prbc.g_00828
OG0000860	Prad.g_00939	Prbc.g_00834
OG0000861	Prad.g_00938	Prbc.g_00835
OG0000862	Prad.g_00937	Prbc.g_00836
OG0000863	Prad.g_00935	Prbc.g_00837
OG0000864	Prad.g_00934	Prbc.g_00838
OG0000865	Prad.g_00933	Prbc.g_00839
OG0000866	Prad.g_00932	Prbc.g_00840
OG0000867	Prad.g_00931	Prbc.g_00841
OG0000868	Prad.g_00930	Prbc.g_00842
OG0000869	Prad.g_00926	Prbc.g_00845
OG0000870	Prad.g_00921	Prbc.g_00850
OG0000871	Prad.g_00920	Prbc.g_00851
OG0000872	Prad.g_00919	Prbc.g_00852
OG0000873	Prad.g_00916	Prbc.g_00855
OG0000874	Prad.g_00913	Prbc.g_00858
OG0000875	Prad.g_00912	Prbc.g_00860
OG0000876	Prad.g_00911	Prbc.g_00861
OG0000877	Prad.g_00909	Prbc.g_00863
OG0000878	Prad.g_00908	Prbc.g_00864
OG0000879	Prad.g_00907	Prbc.g_00865
OG0000880	Prad.g_00906	Prbc.g_00866
OG0000881	Prad.g_00902	Prbc.g_00869
OG0000882	Prad.g_00897	Prbc.g_00874
OG0000883	Prad.g_00895	Prbc.g_00876
OG0000884	Prad.g_00893	Prbc.g_00878
OG0000885	Prad.g_00892	Prbc.g_00879
OG0000886	Prad.g_00891	Prbc.g_00880
OG0000887	Prad.g_00890	Prbc.g_00881
OG0000888	Prad.g_00888	Prbc.g_00883
OG0000889	Prad.g_00886	Prbc.g_00885
OG0000890	Prad.g_00885	Prbc.g_00886
OG0000891	Prad.g_00884	Prbc.g_00887
OG0000892	Prad.g_00882	Prbc.g_00889
OG0000893	Prad.g_00879	Prbc.g_00933
OG0000894	Prad.g_00877	Prbc.g_00936
OG0000895	Prad.g_00874	Prbc.g_00939
OG0000896	Prad.g_00873	Prbc.g_00940
OG0000897	Prad.g_00871	Prbc.g_00942
OG0000898	Prad.g_00870	Prbc.g_00943
OG0000899	Prad.g_00869	Prbc.g_00944
OG0000900	Prad.g_00868	Prbc.g_00945
OG0000901	Prad.g_00865	Prbc.g_00948
OG0000902	Prad.g_00863	Prbc.g_00950
OG0000903	Prad.g_00860	Prbc.g_00960
OG0000904	Prad.g_00858	Prbc.g_00955
OG0000905	Prad.g_00853	Prbc.g_00952
OG0000906	Prad.g_00852	Prbc.g_00951
OG0000907	Prad.g_00849	Prbc.g_00327
OG0000908	Prad.g_00846	Prbc.g_00324
OG0000909	Prad.g_00845	Prbc.g_00323
OG0000910	Prad.g_00844	Prbc.g_00322
OG0000911	Prad.g_00842	Prbc.g_00320
OG0000912	Prad.g_00841	Prbc.g_00319
OG0000913	Prad.g_00840	Prbc.g_00318
OG0000914	Prad.g_00839	Prbc.g_00317
OG0000915	Prad.g_00838	Prbc.g_00316
OG0000916	Prad.g_00837	Prbc.g_00315
OG0000917	Prad.g_00836	Prbc.g_00314
OG0000918	Prad.g_00835	Prbc.g_00313
OG0000919	Prad.g_00834	Prbc.g_00312
OG0000920	Prad.g_00833	Prbc.g_00311
OG0000921	Prad.g_00832	Prbc.g_00310
OG0000922	Prad.g_00831	Prbc.g_00309
OG0000923	Prad.g_00827	Prbc.g_00305
OG0000924	Prad.g_00826	Prbc.g_00304
OG0000925	Prad.g_00825	Prbc.g_00303
OG0000926	Prad.g_00824	Prbc.g_00302
OG0000927	Prad.g_00822	Prbc.g_00300
OG0000928	Prad.g_00821	Prbc.g_00299
OG0000929	Prad.g_00820	Prbc.g_00298
OG0000930	Prad.g_00819	Prbc.g_00297
OG0000931	Prad.g_00818	Prbc.g_00296
OG0000932	Prad.g_00817	Prbc.g_00295
OG0000933	Prad.g_00813	Prbc.g_00291
OG0000934	Prad.g_00811	Prbc.g_00289
OG0000935	Prad.g_00810	Prbc.g_00288
OG0000936	Prad.g_00809	Prbc.g_00287
OG0000937	Prad.g_00808	Prbc.g_00286
OG0000938	Prad.g_00806	Prbc.g_00283
OG0000939	Prad.g_00805	Prbc.g_00282
OG0000940	Prad.g_00798	Prbc.g_00275
OG0000941	Prad.g_00796	Prbc.g_00273
OG0000942	Prad.g_00794	Prbc.g_00271
OG0000943	Prad.g_00793	Prbc.g_00270
OG0000944	Prad.g_00792	Prbc.g_00268
OG0000945	Prad.g_00791	Prbc.g_00267
OG0000946	Prad.g_00787	Prbc.g_00248
OG0000947	Prad.g_00785	Prbc.g_00246
OG0000948	Prad.g_00784	Prbc.g_00245
OG0000949	Prad.g_00781	Prbc.g_00242
OG0000950	Prad.g_00776	Prbc.g_00237
OG0000951	Prad.g_00772	Prbc.g_00233
OG0000952	Prad.g_00768	Prbc.g_00229
OG0000953	Prad.g_00765	Prbc.g_00225
OG0000954	Prad.g_01641	Prbc.g_00221
OG0000955	Prad.g_01640	Prbc.g_00220
OG0000956	Prad.g_01638	Prbc.g_00218
OG0000957	Prad.g_01633	Prbc.g_00213
OG0000958	Prad.g_01632	Prbc.g_00212
OG0000959	Prad.g_01628	Prbc.g_00208
OG0000960	Prad.g_01627	Prbc.g_00207
OG0000961	Prad.g_01625	Prbc.g_00204
OG0000962	Prad.g_01623	Prbc.g_00202
OG0000963	Prad.g_01620	Prbc.g_00197
OG0000964	Prad.g_01619	Prbc.g_00196
OG0000965	Prad.g_01618	Prbc.g_00195
OG0000966	Prad.g_01611	Prbc.g_00965
OG0000967	Prad.g_01607	Prbc.g_00969
OG0000968	Prad.g_01605	Prbc.g_00971
OG0000969	Prad.g_01604	Prbc.g_00972
OG0000970	Prad.g_01603	Prbc.g_00973
OG0000971	Prad.g_01602	Prbc.g_00974
OG0000972	Prad.g_01601	Prbc.g_00975
OG0000973	Prad.g_01600	Prbc.g_00976
OG0000974	Prad.g_01599	Prbc.g_00977
OG0000975	Prad.g_01598	Prbc.g_00978
OG0000976	Prad.g_01597	Prbc.g_00979
OG0000977	Prad.g_01596	Prbc.g_00980
OG0000978	Prad.g_01595	Prbc.g_00981
OG0000979	Prad.g_01592	Prbc.g_00984
OG0000980	Prad.g_01590	Prbc.g_00986
OG0000981	Prad.g_01588	Prbc.g_00989
OG0000982	Prad.g_01586	Prbc.g_00991
OG0000983	Prad.g_01585	Prbc.g_00992
OG0000984	Prad.g_01584	Prbc.g_00993
OG0000985	Prad.g_01581	Prbc.g_00996
OG0000986	Prad.g_01579	Prbc.g_00998
OG0000987	Prad.g_01578	Prbc.g_00999
OG0000988	Prad.g_01575	Prbc.g_01002
OG0000989	Prad.g_01571	Prbc.g_01006
OG0000990	Prad.g_01568	Prbc.g_01011
OG0000991	Prad.g_01567	Prbc.g_01012
OG0000992	Prad.g_01565	Prbc.g_01015
OG0000993	Prad.g_01564	Prbc.g_01016
OG0000994	Prad.g_01563	Prbc.g_01017
OG0000995	Prad.g_01559	Prbc.g_01021
OG0000996	Prad.g_01558	Prbc.g_01022
OG0000997	Prad.g_01557	Prbc.g_01043
OG0000998	Prad.g_01555	Prbc.g_01045
OG0000999	Prad.g_01554	Prbc.g_01046
OG0001000	Prad.g_01551	Prbc.g_01049
OG0001001	Prad.g_01549	Prbc.g_01052
OG0001002	Prad.g_01545	Prbc.g_01057
OG0001003	Prad.g_01544	Prbc.g_01060
OG0001004	Prad.g_01543	Prbc.g_01061
OG0001005	Prad.g_01542	Prbc.g_01062
OG0001006	Prad.g_01538	Prbc.g_01067
OG0001007	Prad.g_01536	Prbc.g_01069
OG0001008	Prad.g_00070	Prbc.g_01498
OG0001009	Prad.g_01959	Prbc.g_01097
OG0001010	Prad.g_01958	Prbc.g_01098
OG0001011	Prad.g_01957	Prbc.g_01099
OG0001012	Prad.g_01944	Prbc.g_01121
OG0001013	Prad.g_01938	Prbc.g_01126
OG0001014	Prad.g_01935	Prbc.g_01129
OG0001015	Prad.g_01934	Prbc.g_01130
OG0001016	Prad.g_01920	Prbc.g_00500
OG0001017	Prad.g_01916	Prbc.g_00496
OG0001018	Prad.g_01913	Prbc.g_00493
OG0001019	Prad.g_01904	Prbc.g_00484
OG0001020	Prad.g_01903	Prbc.g_00483
OG0001021	Prad.g_01902	Prbc.g_00482
OG0001022	Prad.g_01899	Prbc.g_00479
OG0001023	Prad.g_01898	Prbc.g_00478
OG0001024	Prad.g_01895	Prbc.g_00475
OG0001025	Prad.g_01889	Prbc.g_00468
OG0001026	Prad.g_01882	Prbc.g_00460
OG0001027	Prad.g_01881	Prbc.g_00459
OG0001028	Prad.g_01879	Prbc.g_00457
OG0001029	Prad.g_01878	Prbc.g_00455
OG0001030	Prad.g_01863	Prbc.g_00439
OG0001031	Prad.g_01805	Prbc.g_00385
OG0001032	Prad.g_01804	Prbc.g_00384
OG0001033	Prad.g_01783	Prbc.g_00364
OG0001034	Prad.g_01755	Prbc.g_00334
OG0001035	Prad.g_01737	Prbc.g_01150
OG0001036	Prad.g_01732	Prbc.g_01154
OG0001037	Prad.g_01731	Prbc.g_01155
OG0001038	Prad.g_01713	Prbc.g_01171
OG0001039	Prad.g_01710	Prbc.g_01173
OG0001040	Prad.g_01708	Prbc.g_01176
OG0001041	Prad.g_01704	Prbc.g_01180
OG0001042	Prad.g_01687	Prbc.g_01196
OG0001043	Prad.g_01686	Prbc.g_01197
OG0001044	Prad.g_01658	Prbc.g_01245
OG0001045	Prad.g_01649	Prbc.g_01254
OG0001046	Prad.g_00730	Prbc.g_02168
OG0001047	Prad.g_00068	Prbc.g_01500
OG0001048	Prad.g_00067	Prbc.g_01501
OG0001049	Prad.g_00065	Prbc.g_01503
OG0001050	Prad.g_00064	Prbc.g_01504
OG0001051	Prad.g_00063	Prbc.g_01505
OG0001052	Prad.g_00036	Prbc.g_01531
OG0001053	Prad.g_00024	Prbc.g_01543
OG0001054	Prad.g_00131	Prbc.g_01557
OG0001055	Prad.g_00112	Prbc.g_01597
OG0001056	Prad.g_00093	Prbc.g_01615
OG0001057	Prad.g_01331	Prbc.g_01620
OG0001058	Prad.g_01339	Prbc.g_01629
OG0001059	Prad.g_01343	Prbc.g_01633
OG0001060	Prad.g_01350	Prbc.g_01640
OG0001061	Prad.g_01363	Prbc.g_01653
OG0001062	Prad.g_01365	Prbc.g_01655
OG0001063	Prad.g_01367	Prbc.g_01656
OG0001064	Prad.g_01368	Prbc.g_01657
OG0001065	Prad.g_01369	Prbc.g_01658
OG0001066	Prad.g_01370	Prbc.g_01659
OG0001067	Prad.g_01371	Prbc.g_01660
OG0001068	Prad.g_01372	Prbc.g_01661
OG0001069	Prad.g_01373	Prbc.g_01662
OG0001070	Prad.g_01376	Prbc.g_01664
OG0001071	Prad.g_01377	Prbc.g_01665
OG0001072	Prad.g_01379	Prbc.g_01666
OG0001073	Prad.g_01393	Prbc.g_01680
OG0001074	Prad.g_01404	Prbc.g_01692
OG0001075	Prad.g_01405	Prbc.g_01693
OG0001076	Prad.g_01413	Prbc.g_01700
OG0001077	Prad.g_01417	Prbc.g_01705
OG0001078	Prad.g_01425	Prbc.g_01713
OG0001079	Prad.g_01221	Prbc.g_01724
OG0001080	Prad.g_01227	Prbc.g_01730
OG0001081	Prad.g_01229	Prbc.g_01732
OG0001082	Prad.g_01230	Prbc.g_01733
OG0001083	Prad.g_01235	Prbc.g_01738
OG0001084	Prad.g_01236	Prbc.g_01739
OG0001085	Prad.g_01244	Prbc.g_01749
OG0001086	Prad.g_01245	Prbc.g_01750
OG0001087	Prad.g_01262	Prbc.g_01770
OG0001088	Prad.g_01263	Prbc.g_01771
OG0001089	Prad.g_01271	Prbc.g_01779
OG0001090	Prad.g_01050	Prbc.g_01788
OG0001091	Prad.g_01052	Prbc.g_01790
OG0001092	Prad.g_01053	Prbc.g_01791
OG0001093	Prad.g_01058	Prbc.g_01796
OG0001094	Prad.g_01140	Prbc.g_01852
OG0001095	Prad.g_01159	Prbc.g_01871
OG0001096	Prad.g_01172	Prbc.g_01886
OG0001097	Prad.g_00303	Prbc.g_01906
OG0001098	Prad.g_00288	Prbc.g_01923
OG0001099	Prad.g_00256	Prbc.g_01962
OG0001100	Prad.g_00252	Prbc.g_01969
OG0001101	Prad.g_00250	Prbc.g_01971
OG0001102	Prad.g_00248	Prbc.g_01974
OG0001103	Prad.g_00246	Prbc.g_01976
OG0001104	Prad.g_00223	Prbc.g_01838
OG0001105	Prad.g_00219	Prbc.g_01842
OG0001106	Prad.g_00195	Prbc.g_02024
