Orthogroup	Prax	Prbc
OG0000554	Prax.g_00090	Prbc.g_01708
OG0000555	Prax.g_00091	Prbc.g_01709
OG0000556	Prax.g_00092	Prbc.g_01710
OG0000557	Prax.g_00093	Prbc.g_01711
OG0000558	Prax.g_00094	Prbc.g_01712
OG0000559	Prax.g_00095	Prbc.g_01713
OG0000560	Prax.g_00097	Prbc.g_01715
OG0000561	Prax.g_00098	Prbc.g_01716
OG0000562	Prax.g_00099	Prbc.g_01717
OG0000563	Prax.g_00100	Prbc.g_01718
OG0000564	Prax.g_00101	Prbc.g_01719
OG0000565	Prax.g_00102	Prbc.g_01720
OG0000566	Prax.g_00103	Prbc.g_01721
OG0000567	Prax.g_00104	Prbc.g_01722
OG0000568	Prax.g_00105	Prbc.g_01723
OG0000569	Prax.g_00106	Prbc.g_01724
OG0000570	Prax.g_00107	Prbc.g_01725
OG0000571	Prax.g_00108	Prbc.g_01726
OG0000572	Prax.g_00109	Prbc.g_01727
OG0000573	Prax.g_00112	Prbc.g_01730
OG0000574	Prax.g_00113	Prbc.g_01731
OG0000575	Prax.g_00114	Prbc.g_01732
OG0000576	Prax.g_00115	Prbc.g_01733
OG0000577	Prax.g_00116	Prbc.g_01734
OG0000578	Prax.g_00117	Prbc.g_01735
OG0000579	Prax.g_00118	Prbc.g_01736
OG0000580	Prax.g_00119	Prbc.g_01737
OG0000581	Prax.g_00120	Prbc.g_01738
OG0000582	Prax.g_00121	Prbc.g_01739
OG0000583	Prax.g_00122	Prbc.g_01740
OG0000584	Prax.g_00123	Prbc.g_01742
OG0000585	Prax.g_00977	Prbc.g_01743
OG0000586	Prax.g_00975	Prbc.g_01745
OG0000587	Prax.g_00974	Prbc.g_01746
OG0000588	Prax.g_00972	Prbc.g_01749
OG0000589	Prax.g_00971	Prbc.g_01750
OG0000590	Prax.g_00969	Prbc.g_01752
OG0000591	Prax.g_00963	Prbc.g_01760
OG0000592	Prax.g_00962	Prbc.g_01761
OG0000593	Prax.g_00961	Prbc.g_01762
OG0000594	Prax.g_00959	Prbc.g_01765
OG0000595	Prax.g_00958	Prbc.g_01766
OG0000596	Prax.g_00957	Prbc.g_01767
OG0000597	Prax.g_00955	Prbc.g_01769
OG0000598	Prax.g_00954	Prbc.g_01770
OG0000599	Prax.g_00953	Prbc.g_01771
OG0000600	Prax.g_00952	Prbc.g_01772
OG0000601	Prax.g_00950	Prbc.g_01775
OG0000602	Prax.g_00949	Prbc.g_01776
OG0000603	Prax.g_00948	Prbc.g_01777
OG0000604	Prax.g_00947	Prbc.g_01381
OG0000605	Prax.g_00946	Prbc.g_01778
OG0000606	Prax.g_00945	Prbc.g_01779
OG0000607	Prax.g_00943	Prbc.g_01781
OG0000608	Prax.g_00942	Prbc.g_01782
OG0000609	Prax.g_00938	Prbc.g_01055
OG0000610	Prax.g_00937	Prbc.g_01290
OG0000611	Prax.g_00484	Prbc.g_01788
OG0000612	Prax.g_00483	Prbc.g_01789
OG0000613	Prax.g_00482	Prbc.g_01790
OG0000614	Prax.g_00481	Prbc.g_01791
OG0000615	Prax.g_00479	Prbc.g_01793
OG0000616	Prax.g_00478	Prbc.g_01794
OG0000617	Prax.g_00477	Prbc.g_01795
OG0000618	Prax.g_00476	Prbc.g_01796
OG0000619	Prax.g_00475	Prbc.g_01797
OG0000620	Prax.g_00474	Prbc.g_01798
OG0000621	Prax.g_00473	Prbc.g_01799
OG0000622	Prax.g_00472	Prbc.g_01800
OG0000623	Prax.g_00471	Prbc.g_01801
OG0000624	Prax.g_00470	Prbc.g_01803
OG0000625	Prax.g_00469	Prbc.g_01804
OG0000626	Prax.g_00468	Prbc.g_01805
OG0000627	Prax.g_00467	Prbc.g_01807
OG0000628	Prax.g_00466	Prbc.g_01808
OG0000629	Prax.g_00465	Prbc.g_01809
OG0000630	Prax.g_00464	Prbc.g_01810
OG0000631	Prax.g_00462	Prbc.g_01812
OG0000632	Prax.g_00432	Prbc.g_00598
OG0000633	Prax.g_00428	Prbc.g_00521
OG0000634	Prax.g_00413	Prbc.g_02142
OG0000635	Prax.g_00409	Prbc.g_02028
OG0000636	Prax.g_00408	Prbc.g_02027
OG0000637	Prax.g_00407	Prbc.g_02026
OG0000638	Prax.g_00395	Prbc.g_01230
OG0000639	Prax.g_00386	Prbc.g_02003
OG0000640	Prax.g_00384	Prbc.g_02005
OG0000641	Prax.g_00382	Prbc.g_02007
OG0000642	Prax.g_00381	Prbc.g_02008
OG0000643	Prax.g_00380	Prbc.g_02009
OG0000644	Prax.g_00379	Prbc.g_01852
OG0000645	Prax.g_00378	Prbc.g_01853
OG0000646	Prax.g_00377	Prbc.g_01854
OG0000647	Prax.g_00376	Prbc.g_01855
OG0000648	Prax.g_00374	Prbc.g_01857
OG0000649	Prax.g_00373	Prbc.g_01858
OG0000650	Prax.g_00372	Prbc.g_01859
OG0000651	Prax.g_00371	Prbc.g_01860
OG0000652	Prax.g_00370	Prbc.g_01861
OG0000653	Prax.g_00369	Prbc.g_01862
OG0000654	Prax.g_00367	Prbc.g_01864
OG0000655	Prax.g_00365	Prbc.g_01866
OG0000656	Prax.g_00364	Prbc.g_01867
OG0000657	Prax.g_00363	Prbc.g_01868
OG0000658	Prax.g_00362	Prbc.g_01869
OG0000659	Prax.g_00361	Prbc.g_01870
OG0000660	Prax.g_00360	Prbc.g_01871
OG0000661	Prax.g_00359	Prbc.g_01873
OG0000662	Prax.g_00358	Prbc.g_01875
OG0000663	Prax.g_00357	Prbc.g_01876
OG0000664	Prax.g_00356	Prbc.g_01877
OG0000665	Prax.g_00355	Prbc.g_01878
OG0000666	Prax.g_00354	Prbc.g_01879
OG0000667	Prax.g_00353	Prbc.g_01880
OG0000668	Prax.g_00352	Prbc.g_01881
OG0000669	Prax.g_00350	Prbc.g_01883
OG0000670	Prax.g_00349	Prbc.g_01884
OG0000671	Prax.g_00348	Prbc.g_01885
OG0000672	Prax.g_00347	Prbc.g_01886
OG0000673	Prax.g_00346	Prbc.g_01887
OG0000674	Prax.g_00345	Prbc.g_01888
OG0000675	Prax.g_00343	Prbc.g_01890
OG0000676	Prax.g_00342	Prbc.g_01891
OG0000677	Prax.g_00339	Prbc.g_01893
OG0000678	Prax.g_00337	Prbc.g_01895
OG0000679	Prax.g_00336	Prbc.g_01897
OG0000680	Prax.g_00335	Prbc.g_01898
OG0000681	Prax.g_00334	Prbc.g_01899
OG0000682	Prax.g_00333	Prbc.g_01900
OG0000683	Prax.g_00331	Prbc.g_01903
OG0000684	Prax.g_00330	Prbc.g_01904
OG0000685	Prax.g_00329	Prbc.g_01905
OG0000686	Prax.g_00328	Prbc.g_01906
OG0000687	Prax.g_00327	Prbc.g_01907
OG0000688	Prax.g_00326	Prbc.g_01908
OG0000689	Prax.g_00325	Prbc.g_01909
OG0000690	Prax.g_00324	Prbc.g_01910
OG0000691	Prax.g_00323	Prbc.g_01911
OG0000692	Prax.g_00321	Prbc.g_01913
OG0000693	Prax.g_00320	Prbc.g_01914
OG0000694	Prax.g_00319	Prbc.g_01915
OG0000695	Prax.g_00318	Prbc.g_01916
OG0000696	Prax.g_00317	Prbc.g_01917
OG0000697	Prax.g_00315	Prbc.g_01919
OG0000698	Prax.g_00313	Prbc.g_01923
OG0000699	Prax.g_00312	Prbc.g_01924
OG0000700	Prax.g_00546	Prbc.g_01959
OG0000701	Prax.g_00550	Prbc.g_01962
OG0000702	Prax.g_00553	Prbc.g_01967
OG0000703	Prax.g_00554	Prbc.g_01969
OG0000704	Prax.g_00555	Prbc.g_01970
OG0000705	Prax.g_00556	Prbc.g_01971
OG0000706	Prax.g_00557	Prbc.g_01972
OG0000707	Prax.g_00558	Prbc.g_01974
OG0000708	Prax.g_00559	Prbc.g_01975
OG0000709	Prax.g_00561	Prbc.g_01977
OG0000710	Prax.g_00562	Prbc.g_01978
OG0000711	Prax.g_00563	Prbc.g_01979
OG0000712	Prax.g_00564	Prbc.g_01980
OG0000713	Prax.g_00565	Prbc.g_01981
OG0000714	Prax.g_00567	Prbc.g_01983
OG0000715	Prax.g_00568	Prbc.g_01984
OG0000716	Prax.g_00570	Prbc.g_01987
OG0000717	Prax.g_00571	Prbc.g_01988
OG0000718	Prax.g_00572	Prbc.g_01989
OG0000719	Prax.g_00574	Prbc.g_01991
OG0000720	Prax.g_00575	Prbc.g_01992
OG0000721	Prax.g_00578	Prbc.g_01995
OG0000722	Prax.g_00579	Prbc.g_01996
OG0000723	Prax.g_00580	Prbc.g_01997
OG0000724	Prax.g_00582	Prbc.g_01837
OG0000725	Prax.g_00583	Prbc.g_01838
OG0000726	Prax.g_00584	Prbc.g_01839
OG0000727	Prax.g_00585	Prbc.g_01840
OG0000728	Prax.g_00586	Prbc.g_01841
OG0000729	Prax.g_00587	Prbc.g_01842
OG0000730	Prax.g_00588	Prbc.g_01843
OG0000731	Prax.g_00589	Prbc.g_01844
OG0000732	Prax.g_00590	Prbc.g_01845
OG0000733	Prax.g_00591	Prbc.g_01846
OG0000734	Prax.g_00592	Prbc.g_01847
OG0000735	Prax.g_00594	Prbc.g_01849
OG0000736	Prax.g_00595	Prbc.g_01850
OG0000737	Prax.g_00596	Prbc.g_01851
OG0000738	Prax.g_00597	Prbc.g_02010
OG0000739	Prax.g_00598	Prbc.g_02011
OG0000740	Prax.g_00599	Prbc.g_02012
OG0000741	Prax.g_00600	Prbc.g_02013
OG0000742	Prax.g_00602	Prbc.g_02015
OG0000743	Prax.g_00603	Prbc.g_02016
OG0000744	Prax.g_00604	Prbc.g_02017
OG0000745	Prax.g_00605	Prbc.g_02018
OG0000746	Prax.g_00606	Prbc.g_02019
OG0000747	Prax.g_00607	Prbc.g_02020
OG0000748	Prax.g_00608	Prbc.g_02021
OG0000749	Prax.g_00609	Prbc.g_02022
OG0000750	Prax.g_00610	Prbc.g_02023
OG0000751	Prax.g_00611	Prbc.g_02024
OG0000752	Prax.g_00612	Prbc.g_01936
OG0000753	Prax.g_00614	Prbc.g_02029
OG0000754	Prax.g_00615	Prbc.g_02030
OG0000755	Prax.g_00616	Prbc.g_02031
OG0000756	Prax.g_00617	Prbc.g_02033
OG0000757	Prax.g_00618	Prbc.g_02034
OG0000758	Prax.g_00619	Prbc.g_02035
OG0000759	Prax.g_01130	Prbc.g_02037
OG0000760	Prax.g_01131	Prbc.g_02038
OG0000761	Prax.g_01132	Prbc.g_02039
OG0000762	Prax.g_01134	Prbc.g_02041
OG0000763	Prax.g_01135	Prbc.g_02042
OG0000764	Prax.g_01136	Prbc.g_02043
OG0000765	Prax.g_01137	Prbc.g_02044
OG0000766	Prax.g_01138	Prbc.g_02045
OG0000767	Prax.g_01140	Prbc.g_02047
OG0000768	Prax.g_01141	Prbc.g_02048
OG0000769	Prax.g_01142	Prbc.g_02049
OG0000770	Prax.g_01143	Prbc.g_02050
OG0000771	Prax.g_01144	Prbc.g_02051
OG0000772	Prax.g_01145	Prbc.g_02190
OG0000773	Prax.g_01146	Prbc.g_02052
OG0000774	Prax.g_01147	Prbc.g_02053
OG0000775	Prax.g_01148	Prbc.g_02054
OG0000776	Prax.g_01150	Prbc.g_02055
OG0000777	Prax.g_01152	Prbc.g_02057
OG0000778	Prax.g_01153	Prbc.g_02058
OG0000779	Prax.g_01154	Prbc.g_02059
OG0000780	Prax.g_01156	Prbc.g_02061
OG0000781	Prax.g_01158	Prbc.g_02062
OG0000782	Prax.g_01159	Prbc.g_02063
OG0000783	Prax.g_01173	Prbc.g_02079
OG0000784	Prax.g_01175	Prbc.g_02080
OG0000785	Prax.g_01176	Prbc.g_02081
OG0000786	Prax.g_01177	Prbc.g_02082
OG0000787	Prax.g_01178	Prbc.g_02083
OG0000788	Prax.g_01182	Prbc.g_02088
OG0000789	Prax.g_01184	Prbc.g_02091
OG0000790	Prax.g_01185	Prbc.g_01935
OG0000791	Prax.g_01186	Prbc.g_02092
OG0000792	Prax.g_01187	Prbc.g_02093
OG0000793	Prax.g_01188	Prbc.g_02094
OG0000794	Prax.g_01190	Prbc.g_02097
OG0000795	Prax.g_01193	Prbc.g_02101
OG0000796	Prax.g_01194	Prbc.g_02102
OG0000797	Prax.g_01196	Prbc.g_02105
OG0000798	Prax.g_01197	Prbc.g_02106
OG0000799	Prax.g_01198	Prbc.g_02107
OG0000800	Prax.g_01199	Prbc.g_02108
OG0000801	Prax.g_01202	Prbc.g_02111
OG0000802	Prax.g_01203	Prbc.g_02112
OG0000803	Prax.g_01205	Prbc.g_01934
OG0000804	Prax.g_01206	Prbc.g_01933
OG0000805	Prax.g_01207	Prbc.g_01932
OG0000806	Prax.g_01209	Prbc.g_01930
OG0000807	Prax.g_01235	Prbc.g_01941
OG0000808	Prax.g_01245	Prbc.g_02152
OG0000809	Prax.g_01248	Prbc.g_02133
OG0000810	Prax.g_01249	Prbc.g_00804
OG0000811	Prax.g_01256	Prbc.g_00201
OG0000812	Prax.g_00126	Prbc.g_01244
OG0000813	Prax.g_00130	Prbc.g_01252
OG0000814	Prax.g_00132	Prbc.g_00801
OG0000815	Prax.g_00146	Prbc.g_02128
OG0000816	Prax.g_00162	Prbc.g_00897
OG0000817	Prax.g_00163	Prbc.g_00898
OG0000818	Prax.g_00168	Prbc.g_02170
OG0000819	Prax.g_00181	Prbc.g_01468
OG0000820	Prax.g_00185	Prbc.g_01462
OG0000821	Prax.g_00187	Prbc.g_01460
OG0000822	Prax.g_00188	Prbc.g_01459
OG0000823	Prax.g_00189	Prbc.g_01458
OG0000824	Prax.g_00190	Prbc.g_01457
OG0000825	Prax.g_00191	Prbc.g_01456
OG0000826	Prax.g_00192	Prbc.g_01455
OG0000827	Prax.g_00193	Prbc.g_01454
OG0000828	Prax.g_00194	Prbc.g_01453
OG0000829	Prax.g_00195	Prbc.g_01452
OG0000830	Prax.g_00196	Prbc.g_01450
OG0000831	Prax.g_00199	Prbc.g_01447
OG0000832	Prax.g_00201	Prbc.g_01445
OG0000833	Prax.g_00202	Prbc.g_01444
OG0000834	Prax.g_00203	Prbc.g_01442
OG0000835	Prax.g_00204	Prbc.g_01441
OG0000836	Prax.g_00205	Prbc.g_01440
OG0000837	Prax.g_00207	Prbc.g_01437
OG0000838	Prax.g_00208	Prbc.g_01436
OG0000839	Prax.g_00209	Prbc.g_01435
OG0000840	Prax.g_00210	Prbc.g_01434
OG0000841	Prax.g_00211	Prbc.g_01433
OG0000842	Prax.g_00212	Prbc.g_01431
OG0000843	Prax.g_00213	Prbc.g_01430
OG0000844	Prax.g_00214	Prbc.g_01429
OG0000845	Prax.g_00215	Prbc.g_01428
OG0000846	Prax.g_00218	Prbc.g_01426
OG0000847	Prax.g_00220	Prbc.g_01424
OG0000848	Prax.g_00221	Prbc.g_01422
OG0000849	Prax.g_00222	Prbc.g_01421
OG0000850	Prax.g_00223	Prbc.g_01420
OG0000851	Prax.g_00224	Prbc.g_01418
OG0000852	Prax.g_00226	Prbc.g_01416
OG0000853	Prax.g_00227	Prbc.g_01414
OG0000854	Prax.g_00229	Prbc.g_01412
OG0000855	Prax.g_00230	Prbc.g_01411
OG0000856	Prax.g_00231	Prbc.g_01410
OG0000857	Prax.g_00232	Prbc.g_01409
OG0000858	Prax.g_00233	Prbc.g_01408
OG0000859	Prax.g_00234	Prbc.g_01407
OG0000860	Prax.g_00235	Prbc.g_01406
OG0000861	Prax.g_00236	Prbc.g_01405
OG0000862	Prax.g_00237	Prbc.g_01404
OG0000863	Prax.g_00238	Prbc.g_01403
OG0000864	Prax.g_00239	Prbc.g_01402
OG0000865	Prax.g_00240	Prbc.g_01401
OG0000866	Prax.g_00241	Prbc.g_01400
OG0000867	Prax.g_00242	Prbc.g_01399
OG0000868	Prax.g_00243	Prbc.g_01398
OG0000869	Prax.g_00245	Prbc.g_01396
OG0000870	Prax.g_00246	Prbc.g_01395
OG0000871	Prax.g_00248	Prbc.g_01394
OG0000872	Prax.g_00249	Prbc.g_01393
OG0000873	Prax.g_00251	Prbc.g_01392
OG0000874	Prax.g_00252	Prbc.g_01391
OG0000875	Prax.g_00253	Prbc.g_01390
OG0000876	Prax.g_00254	Prbc.g_01389
OG0000877	Prax.g_00256	Prbc.g_01388
OG0000878	Prax.g_01928	Prbc.g_01320
OG0000879	Prax.g_01910	Prbc.g_00555
OG0000880	Prax.g_01909	Prbc.g_00556
OG0000881	Prax.g_01908	Prbc.g_00557
OG0000882	Prax.g_01907	Prbc.g_00558
OG0000883	Prax.g_01906	Prbc.g_00560
OG0000884	Prax.g_01904	Prbc.g_00561
OG0000885	Prax.g_01903	Prbc.g_00562
OG0000886	Prax.g_01902	Prbc.g_00563
OG0000887	Prax.g_01901	Prbc.g_00564
OG0000888	Prax.g_01900	Prbc.g_00565
OG0000889	Prax.g_01897	Prbc.g_00568
OG0000890	Prax.g_01896	Prbc.g_00569
OG0000891	Prax.g_01895	Prbc.g_00570
OG0000892	Prax.g_01893	Prbc.g_00571
OG0000893	Prax.g_01892	Prbc.g_00572
OG0000894	Prax.g_01891	Prbc.g_00573
OG0000895	Prax.g_01890	Prbc.g_00574
OG0000896	Prax.g_01889	Prbc.g_00575
OG0000897	Prax.g_01888	Prbc.g_00576
OG0000898	Prax.g_01886	Prbc.g_00579
OG0000899	Prax.g_01885	Prbc.g_00580
OG0000900	Prax.g_01881	Prbc.g_00585
OG0000901	Prax.g_01877	Prbc.g_00589
OG0000902	Prax.g_01876	Prbc.g_01820
OG0000903	Prax.g_01875	Prbc.g_01470
OG0000904	Prax.g_01873	Prbc.g_02100
OG0000905	Prax.g_01871	Prbc.g_00810
OG0000906	Prax.g_01869	Prbc.g_00655
OG0000907	Prax.g_01868	Prbc.g_01921
OG0000908	Prax.g_01865	Prbc.g_00138
OG0000909	Prax.g_01861	Prbc.g_00659
OG0000910	Prax.g_01860	Prbc.g_00660
OG0000911	Prax.g_01859	Prbc.g_00661
OG0000912	Prax.g_01858	Prbc.g_00662
OG0000913	Prax.g_01857	Prbc.g_00663
OG0000914	Prax.g_01856	Prbc.g_00664
OG0000915	Prax.g_01855	Prbc.g_00665
OG0000916	Prax.g_01854	Prbc.g_00666
OG0000917	Prax.g_01853	Prbc.g_00667
OG0000918	Prax.g_01852	Prbc.g_00668
OG0000919	Prax.g_01851	Prbc.g_00669
OG0000920	Prax.g_01850	Prbc.g_00670
OG0000921	Prax.g_01849	Prbc.g_00671
OG0000922	Prax.g_01848	Prbc.g_00672
OG0000923	Prax.g_01847	Prbc.g_00673
OG0000924	Prax.g_01846	Prbc.g_00674
OG0000925	Prax.g_01845	Prbc.g_00675
OG0000926	Prax.g_01780	Prbc.g_00228
OG0000927	Prax.g_01751	Prbc.g_00690
OG0000928	Prax.g_01750	Prbc.g_00691
OG0000929	Prax.g_01749	Prbc.g_00692
OG0000930	Prax.g_01748	Prbc.g_00693
OG0000931	Prax.g_01747	Prbc.g_00694
OG0000932	Prax.g_01745	Prbc.g_00696
OG0000933	Prax.g_01744	Prbc.g_00697
OG0000934	Prax.g_01743	Prbc.g_00698
OG0000935	Prax.g_01742	Prbc.g_00699
OG0000936	Prax.g_01741	Prbc.g_00700
OG0000937	Prax.g_01740	Prbc.g_00701
OG0000938	Prax.g_01739	Prbc.g_00702
OG0000939	Prax.g_01738	Prbc.g_00703
OG0000940	Prax.g_01737	Prbc.g_00705
OG0000941	Prax.g_01735	Prbc.g_00707
OG0000942	Prax.g_01734	Prbc.g_00708
OG0000943	Prax.g_01726	Prbc.g_00711
OG0000944	Prax.g_01725	Prbc.g_00712
OG0000945	Prax.g_01724	Prbc.g_00713
OG0000946	Prax.g_01723	Prbc.g_00714
OG0000947	Prax.g_01722	Prbc.g_00715
OG0000948	Prax.g_01721	Prbc.g_00716
OG0000949	Prax.g_01720	Prbc.g_00717
OG0000950	Prax.g_01719	Prbc.g_00718
OG0000951	Prax.g_01718	Prbc.g_00719
OG0000952	Prax.g_01717	Prbc.g_00720
OG0000953	Prax.g_01716	Prbc.g_00721
OG0000954	Prax.g_01715	Prbc.g_00722
OG0000955	Prax.g_01714	Prbc.g_00723
OG0000956	Prax.g_01713	Prbc.g_00724
OG0000957	Prax.g_01712	Prbc.g_01521
OG0000958	Prax.g_01711	Prbc.g_00725
OG0000959	Prax.g_01710	Prbc.g_00726
OG0000960	Prax.g_01709	Prbc.g_00727
OG0000961	Prax.g_01705	Prbc.g_00730
OG0000962	Prax.g_01704	Prbc.g_00731
OG0000963	Prax.g_01703	Prbc.g_00732
OG0000964	Prax.g_01701	Prbc.g_00734
OG0000965	Prax.g_01700	Prbc.g_00735
OG0000966	Prax.g_01699	Prbc.g_00736
OG0000967	Prax.g_01698	Prbc.g_00737
OG0000968	Prax.g_01697	Prbc.g_00738
OG0000969	Prax.g_01696	Prbc.g_00739
OG0000970	Prax.g_01695	Prbc.g_00740
OG0000971	Prax.g_01694	Prbc.g_00741
OG0000972	Prax.g_01693	Prbc.g_00742
OG0000973	Prax.g_01692	Prbc.g_00743
OG0000974	Prax.g_01690	Prbc.g_00745
OG0000975	Prax.g_01687	Prbc.g_00751
OG0000976	Prax.g_01685	Prbc.g_00754
OG0000977	Prax.g_01684	Prbc.g_00755
OG0000978	Prax.g_01683	Prbc.g_00756
OG0000979	Prax.g_01681	Prbc.g_00758
OG0000980	Prax.g_01680	Prbc.g_00759
OG0000981	Prax.g_01679	Prbc.g_00760
OG0000982	Prax.g_01678	Prbc.g_00761
OG0000983	Prax.g_01676	Prbc.g_00763
OG0000984	Prax.g_01675	Prbc.g_00764
OG0000985	Prax.g_01674	Prbc.g_00765
OG0000986	Prax.g_01673	Prbc.g_00766
OG0000987	Prax.g_01672	Prbc.g_00767
OG0000988	Prax.g_01671	Prbc.g_00768
OG0000989	Prax.g_01670	Prbc.g_00769
OG0000990	Prax.g_01669	Prbc.g_00770
OG0000991	Prax.g_01668	Prbc.g_00771
OG0000992	Prax.g_01667	Prbc.g_00772
OG0000993	Prax.g_01666	Prbc.g_00773
OG0000994	Prax.g_01665	Prbc.g_00774
OG0000995	Prax.g_01664	Prbc.g_00775
OG0000996	Prax.g_01663	Prbc.g_00776
OG0000997	Prax.g_01662	Prbc.g_00777
OG0000998	Prax.g_01661	Prbc.g_00778
OG0000999	Prax.g_01660	Prbc.g_00779
OG0001000	Prax.g_01659	Prbc.g_00780
OG0001001	Prax.g_01657	Prbc.g_00782
OG0001002	Prax.g_01656	Prbc.g_00783
OG0001003	Prax.g_01655	Prbc.g_00784
OG0001004	Prax.g_01654	Prbc.g_00785
OG0001005	Prax.g_01653	Prbc.g_00787
OG0001006	Prax.g_01652	Prbc.g_00788
OG0001007	Prax.g_01651	Prbc.g_00789
OG0001008	Prax.g_01649	Prbc.g_00791
OG0001009	Prax.g_01648	Prbc.g_00792
OG0001010	Prax.g_01640	Prbc.g_01485
OG0001011	Prax.g_01633	Prbc.g_00677
OG0001012	Prax.g_01605	Prbc.g_01874
OG0001013	Prax.g_01565	Prbc.g_00827
OG0001014	Prax.g_01564	Prbc.g_00828
OG0001015	Prax.g_01558	Prbc.g_00833
OG0001016	Prax.g_01557	Prbc.g_00834
OG0001017	Prax.g_01556	Prbc.g_00835
OG0001018	Prax.g_01555	Prbc.g_00836
OG0001019	Prax.g_01553	Prbc.g_00837
OG0001020	Prax.g_01552	Prbc.g_00838
OG0001021	Prax.g_01551	Prbc.g_00839
OG0001022	Prax.g_01550	Prbc.g_00840
OG0001023	Prax.g_01549	Prbc.g_00841
OG0001024	Prax.g_01548	Prbc.g_00842
OG0001025	Prax.g_01547	Prbc.g_00843
OG0001026	Prax.g_01545	Prbc.g_00844
OG0001027	Prax.g_01544	Prbc.g_00845
OG0001028	Prax.g_01543	Prbc.g_00846
OG0001029	Prax.g_01542	Prbc.g_00847
OG0001030	Prax.g_01541	Prbc.g_00848
OG0001031	Prax.g_01540	Prbc.g_00849
OG0001032	Prax.g_01539	Prbc.g_00850
OG0001033	Prax.g_01538	Prbc.g_00851
OG0001034	Prax.g_01537	Prbc.g_00852
OG0001035	Prax.g_01535	Prbc.g_00854
OG0001036	Prax.g_01534	Prbc.g_00855
OG0001037	Prax.g_01533	Prbc.g_00856
OG0001038	Prax.g_01532	Prbc.g_00857
OG0001039	Prax.g_01531	Prbc.g_00858
OG0001040	Prax.g_01530	Prbc.g_00860
OG0001041	Prax.g_01529	Prbc.g_00861
OG0001042	Prax.g_01528	Prbc.g_00862
OG0001043	Prax.g_01527	Prbc.g_00863
OG0001044	Prax.g_01526	Prbc.g_00864
OG0001045	Prax.g_01525	Prbc.g_00865
OG0001046	Prax.g_01524	Prbc.g_00866
OG0001047	Prax.g_01521	Prbc.g_00868
OG0001048	Prax.g_01519	Prbc.g_00870
OG0001049	Prax.g_01518	Prbc.g_00871
OG0001050	Prax.g_01517	Prbc.g_00872
OG0001051	Prax.g_01516	Prbc.g_00873
OG0001052	Prax.g_01515	Prbc.g_00874
OG0001053	Prax.g_01513	Prbc.g_00876
OG0001054	Prax.g_01511	Prbc.g_00878
OG0001055	Prax.g_01510	Prbc.g_00879
OG0001056	Prax.g_01509	Prbc.g_00880
OG0001057	Prax.g_01508	Prbc.g_00881
OG0001058	Prax.g_01507	Prbc.g_00882
OG0001059	Prax.g_01506	Prbc.g_00883
OG0001060	Prax.g_01505	Prbc.g_00884
OG0001061	Prax.g_01504	Prbc.g_00885
OG0001062	Prax.g_01503	Prbc.g_00886
OG0001063	Prax.g_01502	Prbc.g_00887
OG0001064	Prax.g_01257	Prbc.g_00889
OG0001065	Prax.g_01262	Prbc.g_00933
OG0001066	Prax.g_01263	Prbc.g_00935
OG0001067	Prax.g_01264	Prbc.g_00936
OG0001068	Prax.g_01266	Prbc.g_00938
OG0001069	Prax.g_01267	Prbc.g_00939
OG0001070	Prax.g_01268	Prbc.g_00940
OG0001071	Prax.g_01269	Prbc.g_00941
OG0001072	Prax.g_01270	Prbc.g_00942
OG0001073	Prax.g_01271	Prbc.g_00943
OG0001074	Prax.g_01272	Prbc.g_00944
OG0001075	Prax.g_01273	Prbc.g_00945
OG0001076	Prax.g_01274	Prbc.g_00946
OG0001077	Prax.g_01275	Prbc.g_00947
OG0001078	Prax.g_01276	Prbc.g_00948
OG0001079	Prax.g_01277	Prbc.g_00949
OG0001080	Prax.g_01278	Prbc.g_00950
OG0001081	Prax.g_01281	Prbc.g_00960
OG0001082	Prax.g_01282	Prbc.g_00959
OG0001083	Prax.g_01283	Prbc.g_00955
OG0001084	Prax.g_01285	Prbc.g_00957
OG0001085	Prax.g_01286	Prbc.g_00958
OG0001086	Prax.g_01287	Prbc.g_00953
OG0001087	Prax.g_01288	Prbc.g_00952
OG0001088	Prax.g_01289	Prbc.g_00951
OG0001089	Prax.g_01296	Prbc.g_00327
OG0001090	Prax.g_01298	Prbc.g_00325
OG0001091	Prax.g_01299	Prbc.g_00324
OG0001092	Prax.g_01300	Prbc.g_00323
OG0001093	Prax.g_01301	Prbc.g_00322
OG0001094	Prax.g_01302	Prbc.g_00321
OG0001095	Prax.g_01303	Prbc.g_00320
OG0001096	Prax.g_01304	Prbc.g_00319
OG0001097	Prax.g_01305	Prbc.g_00318
OG0001098	Prax.g_01306	Prbc.g_00317
OG0001099	Prax.g_01307	Prbc.g_00316
OG0001100	Prax.g_01308	Prbc.g_00315
OG0001101	Prax.g_01309	Prbc.g_00314
OG0001102	Prax.g_01310	Prbc.g_00313
OG0001103	Prax.g_01311	Prbc.g_00312
OG0001104	Prax.g_01312	Prbc.g_00311
OG0001105	Prax.g_01313	Prbc.g_00310
OG0001106	Prax.g_01314	Prbc.g_00309
OG0001107	Prax.g_01315	Prbc.g_00308
OG0001108	Prax.g_01316	Prbc.g_00307
OG0001109	Prax.g_01317	Prbc.g_00306
OG0001110	Prax.g_01318	Prbc.g_00305
OG0001111	Prax.g_01319	Prbc.g_00304
OG0001112	Prax.g_01320	Prbc.g_00303
