Orthogroup	Prau	Syac
OG0000582	Prau.g_00646	Syac.g_00936
OG0000583	Prau.g_00647	Syac.g_00937
OG0000584	Prau.g_00648	Syac.g_00938
OG0000585	Prau.g_00650	Syac.g_00940
OG0000586	Prau.g_00651	Syac.g_00941
OG0000587	Prau.g_00652	Syac.g_00943
OG0000588	Prau.g_00656	Syac.g_00949
OG0000589	Prau.g_00661	Syac.g_00953
OG0000590	Prau.g_00662	Syac.g_00954
OG0000591	Prau.g_00665	Syac.g_00961
OG0000592	Prau.g_00666	Syac.g_00962
OG0000593	Prau.g_00672	Syac.g_00975
OG0000594	Prau.g_00673	Syac.g_00976
OG0000595	Prau.g_00674	Syac.g_00977
OG0000596	Prau.g_00678	Syac.g_00982
OG0000597	Prau.g_00680	Syac.g_00985
OG0000598	Prau.g_00681	Syac.g_00986
OG0000599	Prau.g_00684	Syac.g_00989
OG0000600	Prau.g_00685	Syac.g_00990
OG0000601	Prau.g_00686	Syac.g_00991
OG0000602	Prau.g_00688	Syac.g_00996
OG0000603	Prau.g_00689	Syac.g_00997
OG0000604	Prau.g_00690	Syac.g_01001
OG0000605	Prau.g_00691	Syac.g_01089
OG0000606	Prau.g_00694	Syac.g_01434
OG0000607	Prau.g_00697	Syac.g_01430
OG0000608	Prau.g_00698	Syac.g_01429
OG0000609	Prau.g_00699	Syac.g_01427
OG0000610	Prau.g_00704	Syac.g_01419
OG0000611	Prau.g_00707	Syac.g_01416
OG0000612	Prau.g_00708	Syac.g_01415
OG0000613	Prau.g_00713	Syac.g_00231
OG0000614	Prau.g_00732	Syac.g_00911
OG0000615	Prau.g_00740	Syac.g_01377
OG0000616	Prau.g_00744	Syac.g_02478
OG0000617	Prau.g_00761	Syac.g_01280
OG0000618	Prau.g_00762	Syac.g_01279
OG0000619	Prau.g_00763	Syac.g_01278
OG0000620	Prau.g_00766	Syac.g_01270
OG0000621	Prau.g_00767	Syac.g_01269
OG0000622	Prau.g_00768	Syac.g_01268
OG0000623	Prau.g_00769	Syac.g_01267
OG0000624	Prau.g_00770	Syac.g_01265
OG0000625	Prau.g_00771	Syac.g_01264
OG0000626	Prau.g_00772	Syac.g_01263
OG0000627	Prau.g_00773	Syac.g_01126
OG0000628	Prau.g_00774	Syac.g_01127
OG0000629	Prau.g_00775	Syac.g_01130
OG0000630	Prau.g_00778	Syac.g_01134
OG0000631	Prau.g_00845	Syac.g_01139
OG0000632	Prau.g_00846	Syac.g_01140
OG0000633	Prau.g_00847	Syac.g_01141
OG0000634	Prau.g_00850	Syac.g_01345
OG0000635	Prau.g_00851	Syac.g_01344
OG0000636	Prau.g_00853	Syac.g_01342
OG0000637	Prau.g_00855	Syac.g_01340
OG0000638	Prau.g_00856	Syac.g_01339
OG0000639	Prau.g_00857	Syac.g_01338
OG0000640	Prau.g_00858	Syac.g_01337
OG0000641	Prau.g_00862	Syac.g_01333
OG0000642	Prau.g_00863	Syac.g_01332
OG0000643	Prau.g_00864	Syac.g_01330
OG0000644	Prau.g_00865	Syac.g_01329
OG0000645	Prau.g_00866	Syac.g_01327
OG0000646	Prau.g_00868	Syac.g_01324
OG0000647	Prau.g_00869	Syac.g_01322
OG0000648	Prau.g_00871	Syac.g_01319
OG0000649	Prau.g_00872	Syac.g_01318
OG0000650	Prau.g_00873	Syac.g_01317
OG0000651	Prau.g_00874	Syac.g_01316
OG0000652	Prau.g_00875	Syac.g_01315
OG0000653	Prau.g_00877	Syac.g_01313
OG0000654	Prau.g_00878	Syac.g_01312
OG0000655	Prau.g_00879	Syac.g_01311
OG0000656	Prau.g_00882	Syac.g_01308
OG0000657	Prau.g_00889	Syac.g_00846
OG0000658	Prau.g_00890	Syac.g_00842
OG0000659	Prau.g_00891	Syac.g_00841
OG0000660	Prau.g_00895	Syac.g_00837
OG0000661	Prau.g_00897	Syac.g_00835
OG0000662	Prau.g_00899	Syac.g_00833
OG0000663	Prau.g_00902	Syac.g_00830
OG0000664	Prau.g_00903	Syac.g_00829
OG0000665	Prau.g_00907	Syac.g_01018
OG0000666	Prau.g_00908	Syac.g_01088
OG0000667	Prau.g_00912	Syac.g_02165
OG0000668	Prau.g_00942	Syac.g_01239
OG0000669	Prau.g_00949	Syac.g_01404
OG0000670	Prau.g_00951	Syac.g_00580
OG0000671	Prau.g_00953	Syac.g_01400
OG0000672	Prau.g_00955	Syac.g_01396
OG0000673	Prau.g_00957	Syac.g_01393
OG0000674	Prau.g_00959	Syac.g_01391
OG0000675	Prau.g_00960	Syac.g_01390
OG0000676	Prau.g_00962	Syac.g_01388
OG0000677	Prau.g_00963	Syac.g_01387
OG0000678	Prau.g_00965	Syac.g_01384
OG0000679	Prau.g_00969	Syac.g_01375
OG0000680	Prau.g_00970	Syac.g_01374
OG0000681	Prau.g_00973	Syac.g_01371
OG0000682	Prau.g_00974	Syac.g_01370
OG0000683	Prau.g_00975	Syac.g_01369
OG0000684	Prau.g_00977	Syac.g_01365
OG0000685	Prau.g_00979	Syac.g_01363
OG0000686	Prau.g_00980	Syac.g_01362
OG0000687	Prau.g_00981	Syac.g_01361
OG0000688	Prau.g_00984	Syac.g_01356
OG0000689	Prau.g_00985	Syac.g_01354
OG0000690	Prau.g_00986	Syac.g_01353
OG0000691	Prau.g_00987	Syac.g_01352
OG0000692	Prau.g_00989	Syac.g_01351
OG0000693	Prau.g_00990	Syac.g_01349
OG0000694	Prau.g_00991	Syac.g_01348
OG0000695	Prau.g_00993	Syac.g_01143
OG0000696	Prau.g_00994	Syac.g_01144
OG0000697	Prau.g_00995	Syac.g_01146
OG0000698	Prau.g_00998	Syac.g_01149
OG0000699	Prau.g_00999	Syac.g_01151
OG0000700	Prau.g_01000	Syac.g_01152
OG0000701	Prau.g_01001	Syac.g_01153
OG0000702	Prau.g_01003	Syac.g_01161
OG0000703	Prau.g_01004	Syac.g_01162
OG0000704	Prau.g_01005	Syac.g_01165
OG0000705	Prau.g_01009	Syac.g_01174
OG0000706	Prau.g_01010	Syac.g_01175
OG0000707	Prau.g_01011	Syac.g_01176
OG0000708	Prau.g_01012	Syac.g_01179
OG0000709	Prau.g_01016	Syac.g_01187
OG0000710	Prau.g_01019	Syac.g_01191
OG0000711	Prau.g_01036	Syac.g_01220
OG0000712	Prau.g_01038	Syac.g_01221
OG0000713	Prau.g_01039	Syac.g_01222
OG0000714	Prau.g_01040	Syac.g_01224
OG0000715	Prau.g_01042	Syac.g_01226
OG0000716	Prau.g_01044	Syac.g_01230
OG0000717	Prau.g_01045	Syac.g_01231
OG0000718	Prau.g_01058	Syac.g_01235
OG0000719	Prau.g_01060	Syac.g_01237
OG0000720	Prau.g_01069	Syac.g_01250
OG0000721	Prau.g_01071	Syac.g_01252
OG0000722	Prau.g_01072	Syac.g_01253
OG0000723	Prau.g_01075	Syac.g_01261
OG0000724	Prau.g_01084	Syac.g_00879
OG0000725	Prau.g_01090	Syac.g_00887
OG0000726	Prau.g_01091	Syac.g_00888
OG0000727	Prau.g_01092	Syac.g_00889
OG0000728	Prau.g_01094	Syac.g_00891
OG0000729	Prau.g_01138	Syac.g_00144
OG0000730	Prau.g_01142	Syac.g_02024
OG0000731	Prau.g_01146	Syac.g_02011
OG0000732	Prau.g_01155	Syac.g_00051
OG0000733	Prau.g_01175	Syac.g_02386
OG0000734	Prau.g_01192	Syac.g_00388
OG0000735	Prau.g_01194	Syac.g_00750
OG0000736	Prau.g_01195	Syac.g_00751
OG0000737	Prau.g_01196	Syac.g_00752
OG0000738	Prau.g_01200	Syac.g_00757
OG0000739	Prau.g_01201	Syac.g_00762
OG0000740	Prau.g_01202	Syac.g_00763
OG0000741	Prau.g_01203	Syac.g_00766
OG0000742	Prau.g_01205	Syac.g_00768
OG0000743	Prau.g_01207	Syac.g_00770
OG0000744	Prau.g_01208	Syac.g_00771
OG0000745	Prau.g_01209	Syac.g_00773
OG0000746	Prau.g_01211	Syac.g_00776
OG0000747	Prau.g_01212	Syac.g_00777
OG0000748	Prau.g_01215	Syac.g_00787
OG0000749	Prau.g_01216	Syac.g_00789
OG0000750	Prau.g_01217	Syac.g_00790
OG0000751	Prau.g_01219	Syac.g_00797
OG0000752	Prau.g_01221	Syac.g_00799
OG0000753	Prau.g_01224	Syac.g_00802
OG0000754	Prau.g_01227	Syac.g_01471
OG0000755	Prau.g_01230	Syac.g_01479
OG0000756	Prau.g_01231	Syac.g_01480
OG0000757	Prau.g_01237	Syac.g_01492
OG0000758	Prau.g_01238	Syac.g_01493
OG0000759	Prau.g_01239	Syac.g_01494
OG0000760	Prau.g_01240	Syac.g_01495
OG0000761	Prau.g_01241	Syac.g_01496
OG0000762	Prau.g_01242	Syac.g_01498
OG0000763	Prau.g_01244	Syac.g_01500
OG0000764	Prau.g_01245	Syac.g_01501
OG0000765	Prau.g_01254	Syac.g_01515
OG0000766	Prau.g_01255	Syac.g_01516
OG0000767	Prau.g_01257	Syac.g_01518
OG0000768	Prau.g_01258	Syac.g_01519
OG0000769	Prau.g_01260	Syac.g_01521
OG0000770	Prau.g_01262	Syac.g_01524
OG0000771	Prau.g_01271, Prau.g_01496	Syac.g_00873
OG0000772	Prau.g_01346	Syac.g_01569
OG0000773	Prau.g_01361	Syac.g_00741
OG0000774	Prau.g_01363	Syac.g_00737
OG0000775	Prau.g_01366	Syac.g_00735
OG0000776	Prau.g_01367	Syac.g_00734
OG0000777	Prau.g_01368	Syac.g_00733
OG0000778	Prau.g_01369	Syac.g_00732
OG0000779	Prau.g_01373	Syac.g_00727
OG0000780	Prau.g_01374	Syac.g_00723
OG0000781	Prau.g_01377	Syac.g_00719
OG0000782	Prau.g_01378	Syac.g_00718
OG0000783	Prau.g_01379	Syac.g_00717
OG0000784	Prau.g_01380	Syac.g_00716
OG0000785	Prau.g_01382	Syac.g_00714
OG0000786	Prau.g_01384	Syac.g_01730
OG0000787	Prau.g_01385	Syac.g_01731
OG0000788	Prau.g_01396	Syac.g_00992
OG0000789	Prau.g_01399	Syac.g_01111
OG0000790	Prau.g_01414	Syac.g_01921
OG0000791	Prau.g_01416	Syac.g_01922
OG0000792	Prau.g_01417	Syac.g_01923
OG0000793	Prau.g_01420	Syac.g_01928
OG0000794	Prau.g_01421	Syac.g_01929
OG0000795	Prau.g_01422	Syac.g_01930
OG0000796	Prau.g_01426	Syac.g_01934
OG0000797	Prau.g_01427	Syac.g_01935
OG0000799	Prau.g_01510	Syac.g_01602
OG0000800	Prau.g_01511	Syac.g_01603
OG0000801	Prau.g_01512	Syac.g_01604
OG0000802	Prau.g_01514	Syac.g_01608
OG0000803	Prau.g_01516	Syac.g_01613
OG0000804	Prau.g_01517	Syac.g_01616
OG0000805	Prau.g_01519	Syac.g_01620
OG0000806	Prau.g_01521	Syac.g_01622
OG0000807	Prau.g_01522	Syac.g_01624
OG0000808	Prau.g_01523	Syac.g_01625
OG0000809	Prau.g_01526	Syac.g_01628
OG0000810	Prau.g_01527	Syac.g_01629
OG0000811	Prau.g_01534	Syac.g_01637
OG0000812	Prau.g_01536	Syac.g_01639
OG0000813	Prau.g_01537	Syac.g_01640
OG0000814	Prau.g_01539	Syac.g_01642
OG0000815	Prau.g_01540	Syac.g_01643
OG0000816	Prau.g_01542	Syac.g_01645
OG0000817	Prau.g_01543	Syac.g_01646
OG0000818	Prau.g_01548	Syac.g_01652
OG0000819	Prau.g_01549	Syac.g_01653
OG0000820	Prau.g_01550	Syac.g_01654
OG0000821	Prau.g_01554	Syac.g_01659
OG0000822	Prau.g_01555	Syac.g_01661
OG0000823	Prau.g_01556	Syac.g_01662
OG0000824	Prau.g_01559	Syac.g_01666
OG0000825	Prau.g_01560	Syac.g_01667
OG0000826	Prau.g_01561	Syac.g_01668
OG0000827	Prau.g_01562	Syac.g_01669
OG0000828	Prau.g_01565	Syac.g_01672
OG0000829	Prau.g_01566	Syac.g_01673
OG0000830	Prau.g_01567	Syac.g_01674
OG0000831	Prau.g_01569	Syac.g_01676
OG0000832	Prau.g_01575	Syac.g_00623
OG0000833	Prau.g_01583	Syac.g_00613
OG0000834	Prau.g_01584	Syac.g_00610
OG0000835	Prau.g_01585	Syac.g_00609
OG0000836	Prau.g_01586	Syac.g_00605
OG0000837	Prau.g_01587	Syac.g_00604
OG0000838	Prau.g_01589	Syac.g_00600
OG0000839	Prau.g_01590	Syac.g_00599
OG0000840	Prau.g_01591	Syac.g_00598
OG0000841	Prau.g_01592	Syac.g_00597
OG0000842	Prau.g_01593	Syac.g_00596
OG0000843	Prau.g_01594	Syac.g_00595
OG0000844	Prau.g_01595	Syac.g_00593
OG0000845	Prau.g_01596	Syac.g_00592
OG0000846	Prau.g_01597	Syac.g_00591
OG0000847	Prau.g_01598	Syac.g_00590
OG0000848	Prau.g_01599	Syac.g_00588
OG0000849	Prau.g_01600	Syac.g_00587
OG0000850	Prau.g_01602	Syac.g_00585
OG0000851	Prau.g_01603	Syac.g_00573
OG0000852	Prau.g_01604	Syac.g_00572
OG0000853	Prau.g_01608	Syac.g_00568
OG0000854	Prau.g_01610	Syac.g_00566
OG0000855	Prau.g_01611	Syac.g_00565
OG0000856	Prau.g_01626	Syac.g_00964
OG0000857	Prau.g_01652	Syac.g_01323
OG0000858	Prau.g_01726	Syac.g_00559
OG0000859	Prau.g_01727	Syac.g_00558
OG0000860	Prau.g_01734	Syac.g_00542
OG0000861	Prau.g_01735	Syac.g_00541
OG0000862	Prau.g_01736	Syac.g_00540
OG0000863	Prau.g_01738	Syac.g_00538
OG0000864	Prau.g_01739	Syac.g_00537
OG0000865	Prau.g_01740	Syac.g_00533
OG0000866	Prau.g_01741	Syac.g_00532
OG0000867	Prau.g_01742	Syac.g_00531
OG0000868	Prau.g_01743	Syac.g_00529
OG0000869	Prau.g_01747	Syac.g_00524
OG0000870	Prau.g_01752	Syac.g_00519
OG0000871	Prau.g_01753	Syac.g_00518
OG0000872	Prau.g_01754	Syac.g_00510
OG0000873	Prau.g_01757	Syac.g_00507
OG0000874	Prau.g_01760	Syac.g_00512
OG0000875	Prau.g_01761	Syac.g_00505
OG0000876	Prau.g_01762	Syac.g_00675
OG0000877	Prau.g_01764	Syac.g_00671
OG0000878	Prau.g_01765	Syac.g_00670
OG0000879	Prau.g_01766	Syac.g_00669
OG0000880	Prau.g_01767	Syac.g_00668
OG0000881	Prau.g_01771	Syac.g_00664
OG0000882	Prau.g_01776	Syac.g_00659
OG0000883	Prau.g_01777	Syac.g_00656
OG0000884	Prau.g_01779	Syac.g_00654
OG0000885	Prau.g_01780	Syac.g_00653
OG0000886	Prau.g_01781	Syac.g_00652
OG0000887	Prau.g_01782	Syac.g_00651
OG0000888	Prau.g_01784	Syac.g_00649
OG0000889	Prau.g_01786	Syac.g_00647
OG0000890	Prau.g_01787	Syac.g_00642
OG0000891	Prau.g_01788	Syac.g_00641
OG0000892	Prau.g_01790	Syac.g_00638
OG0000893	Prau.g_01794	Syac.g_02193
OG0000894	Prau.g_01796	Syac.g_02189
OG0000895	Prau.g_01799	Syac.g_02185
OG0000896	Prau.g_01800	Syac.g_02184
OG0000897	Prau.g_01802	Syac.g_02182
OG0000898	Prau.g_01803	Syac.g_02181
OG0000899	Prau.g_01804	Syac.g_02180
OG0000900	Prau.g_01805	Syac.g_02179
OG0000901	Prau.g_01808	Syac.g_02174
OG0000902	Prau.g_01810	Syac.g_02172
OG0000903	Prau.g_01813	Syac.g_02140
OG0000904	Prau.g_01815	Syac.g_02145
OG0000905	Prau.g_01820	Syac.g_02148
OG0000906	Prau.g_01821	Syac.g_02150
OG0000907	Prau.g_01827	Syac.g_02138
OG0000908	Prau.g_01830	Syac.g_02135
OG0000909	Prau.g_01831	Syac.g_02134
OG0000910	Prau.g_01832	Syac.g_02133
OG0000911	Prau.g_01834	Syac.g_02131
OG0000912	Prau.g_01835	Syac.g_02130
OG0000913	Prau.g_01836	Syac.g_02129
OG0000914	Prau.g_01837	Syac.g_02128
OG0000915	Prau.g_01838	Syac.g_02127
OG0000916	Prau.g_01839	Syac.g_02126
OG0000917	Prau.g_01840	Syac.g_02125
OG0000918	Prau.g_01841	Syac.g_02124
OG0000919	Prau.g_01842	Syac.g_02123
OG0000920	Prau.g_01843	Syac.g_02122
OG0000921	Prau.g_01844	Syac.g_02121
OG0000922	Prau.g_01845	Syac.g_02120
OG0000923	Prau.g_01849	Syac.g_02116
OG0000924	Prau.g_01850	Syac.g_02115
OG0000925	Prau.g_01851	Syac.g_02114
OG0000926	Prau.g_01852	Syac.g_02113
OG0000927	Prau.g_01854	Syac.g_02111
OG0000928	Prau.g_01855	Syac.g_02110
OG0000929	Prau.g_01856	Syac.g_02109
OG0000930	Prau.g_01857	Syac.g_02108
OG0000931	Prau.g_01858	Syac.g_02107
OG0000932	Prau.g_01859	Syac.g_02106
OG0000933	Prau.g_01863	Syac.g_02101
OG0000934	Prau.g_01865	Syac.g_02099
OG0000935	Prau.g_01866	Syac.g_02098
OG0000936	Prau.g_01867	Syac.g_02097
OG0000937	Prau.g_01868	Syac.g_02096
OG0000938	Prau.g_01870	Syac.g_02092
OG0000939	Prau.g_01871	Syac.g_02091
OG0000940	Prau.g_01878	Syac.g_02084
OG0000941	Prau.g_01880	Syac.g_02082
OG0000942	Prau.g_01882	Syac.g_02080
OG0000943	Prau.g_01883	Syac.g_02079
OG0000944	Prau.g_01884	Syac.g_02077
OG0000945	Prau.g_01885	Syac.g_02075
OG0000946	Prau.g_01889	Syac.g_02071
OG0000947	Prau.g_01891	Syac.g_02068
OG0000948	Prau.g_01892	Syac.g_02067
OG0000949	Prau.g_01895	Syac.g_00205
OG0000950	Prau.g_01900	Syac.g_00193
OG0000951	Prau.g_01904	Syac.g_00188
OG0000952	Prau.g_01908	Syac.g_00183
OG0000953	Prau.g_01911	Syac.g_00177
OG0000954	Prau.g_01915	Syac.g_00172
OG0000955	Prau.g_01916	Syac.g_00171
OG0000956	Prau.g_01918	Syac.g_00169
OG0000957	Prau.g_01923	Syac.g_00158
OG0000958	Prau.g_01924	Syac.g_00157
OG0000959	Prau.g_01928	Syac.g_00153
OG0000960	Prau.g_01929	Syac.g_00152
OG0000961	Prau.g_01931	Syac.g_00147
OG0000962	Prau.g_01933	Syac.g_00145
OG0000963	Prau.g_01937	Syac.g_00140
OG0000964	Prau.g_01938	Syac.g_00139
OG0000965	Prau.g_01939	Syac.g_00138
OG0000966	Prau.g_01946	Syac.g_00107
OG0000967	Prau.g_01951	Syac.g_00075
OG0000968	Prau.g_01953	Syac.g_00080
OG0000969	Prau.g_01954	Syac.g_00078
OG0000970	Prau.g_01955	Syac.g_00077
OG0000971	Prau.g_01956	Syac.g_00067
OG0000972	Prau.g_01957	Syac.g_00066
OG0000973	Prau.g_01958	Syac.g_00065
OG0000974	Prau.g_01959	Syac.g_00064
OG0000975	Prau.g_01960	Syac.g_00063
OG0000976	Prau.g_01961	Syac.g_00062
OG0000977	Prau.g_01962	Syac.g_00059
OG0000978	Prau.g_01963	Syac.g_00058
OG0000979	Prau.g_01966	Syac.g_00055
OG0000980	Prau.g_01968	Syac.g_00052
OG0000981	Prau.g_01970	Syac.g_00049
OG0000982	Prau.g_01972	Syac.g_02354
OG0000983	Prau.g_01973	Syac.g_02355
OG0000984	Prau.g_01974	Syac.g_02356
OG0000985	Prau.g_01977	Syac.g_02359
OG0000986	Prau.g_01979	Syac.g_02363
OG0000987	Prau.g_01980	Syac.g_02365
OG0000988	Prau.g_01983	Syac.g_02370
OG0000989	Prau.g_01986	Syac.g_02379
OG0000990	Prau.g_01989	Syac.g_02397
OG0000991	Prau.g_01990	Syac.g_02400
OG0000992	Prau.g_01992	Syac.g_02402
OG0000993	Prau.g_01993	Syac.g_02403
OG0000994	Prau.g_01994	Syac.g_02405
OG0000995	Prau.g_01998	Syac.g_02410
OG0000996	Prau.g_01999	Syac.g_02454
OG0000997	Prau.g_02000	Syac.g_02464
OG0000998	Prau.g_02002	Syac.g_02466
OG0000999	Prau.g_02003	Syac.g_02467
OG0001000	Prau.g_02006	Syac.g_02470
OG0001001	Prau.g_02008	Syac.g_02475
OG0001002	Prau.g_02012	Syac.g_02481
OG0001003	Prau.g_02014	Syac.g_02483
OG0001004	Prau.g_02015	Syac.g_02484
OG0001005	Prau.g_02016	Syac.g_02485
OG0001006	Prau.g_02020	Syac.g_02492
OG0001007	Prau.g_02022	Syac.g_02494
OG0001008	Prau.g_00478	Syac.g_00693
OG0001009	Prau.g_00027	Syac.g_00030
OG0001010	Prau.g_00028	Syac.g_00031
OG0001011	Prau.g_00029	Syac.g_00032
OG0001012	Prau.g_00050	Syac.g_02351
OG0001013	Prau.g_00056	Syac.g_02337
OG0001014	Prau.g_00059	Syac.g_02333
OG0001015	Prau.g_00060	Syac.g_02332
OG0001016	Prau.g_00074	Syac.g_00446
OG0001017	Prau.g_00078	Syac.g_00440
OG0001018	Prau.g_00081	Syac.g_00438
OG0001019	Prau.g_00090	Syac.g_00422
OG0001020	Prau.g_00091	Syac.g_00417
OG0001021	Prau.g_00092	Syac.g_00413
OG0001022	Prau.g_00095	Syac.g_00410
OG0001023	Prau.g_00096	Syac.g_00409
OG0001024	Prau.g_00099	Syac.g_00405
OG0001025	Prau.g_00105	Syac.g_00399
OG0001026	Prau.g_00112	Syac.g_00386
OG0001027	Prau.g_00113	Syac.g_00380
OG0001028	Prau.g_00115	Syac.g_00378
OG0001029	Prau.g_00116	Syac.g_00376
OG0001030	Prau.g_00131	Syac.g_00356
OG0001031	Prau.g_00187	Syac.g_02266
OG0001032	Prau.g_00188	Syac.g_02268
OG0001033	Prau.g_00209	Syac.g_02298
OG0001034	Prau.g_00237	Syac.g_01968
OG0001036	Prau.g_00261	Syac.g_02221
OG0001037	Prau.g_00262	Syac.g_02223
OG0001038	Prau.g_00280	Syac.g_02251
OG0001039	Prau.g_00283	Syac.g_02254
OG0001040	Prau.g_00285	Syac.g_00292
OG0001041	Prau.g_00289	Syac.g_00287
OG0001042	Prau.g_00306	Syac.g_00258
OG0001043	Prau.g_00307	Syac.g_00254
OG0001044	Prau.g_00335	Syac.g_02021
OG0001045	Prau.g_00344	Syac.g_02008
OG0001046	Prau.g_00382	Syac.g_01207
OG0001047	Prau.g_00480	Syac.g_00695
OG0001048	Prau.g_00481	Syac.g_00696
OG0001049	Prau.g_00483	Syac.g_00703
OG0001050	Prau.g_00484	Syac.g_00704
OG0001051	Prau.g_00485	Syac.g_00705
OG0001052	Prau.g_00512	Syac.g_01704
OG0001053	Prau.g_00524	Syac.g_01901
OG0001054	Prau.g_00539	Syac.g_01884
OG0001055	Prau.g_00558	Syac.g_01863
OG0001056	Prau.g_00576	Syac.g_01831
OG0001057	Prau.g_00581	Syac.g_01825
OG0001058	Prau.g_00589	Syac.g_01810
OG0001059	Prau.g_00593	Syac.g_01806
OG0001060	Prau.g_00600	Syac.g_01799
OG0001061	Prau.g_00613	Syac.g_01779
OG0001062	Prau.g_00615	Syac.g_01777
OG0001063	Prau.g_00617	Syac.g_01773
OG0001064	Prau.g_00618	Syac.g_01772
OG0001065	Prau.g_00619	Syac.g_01771
OG0001066	Prau.g_00620	Syac.g_01770
OG0001067	Prau.g_00621	Syac.g_01769
OG0001068	Prau.g_00622	Syac.g_01768
OG0001069	Prau.g_00623	Syac.g_01767
OG0001070	Prau.g_00626	Syac.g_01764
OG0001071	Prau.g_00627	Syac.g_01763
OG0001072	Prau.g_00628	Syac.g_01758
OG0001074	Prau.g_00653	Syac.g_00945
OG0001075	Prau.g_00654	Syac.g_00946
OG0001076	Prau.g_00664	Syac.g_00956
OG0001077	Prau.g_00668	Syac.g_00967
OG0001078	Prau.g_00676	Syac.g_00980
OG0001079	Prau.g_00687	Syac.g_00993
OG0001080	Prau.g_00693	Syac.g_01092
OG0001081	Prau.g_00695	Syac.g_01432
OG0001082	Prau.g_00696	Syac.g_01431
OG0001083	Prau.g_00701	Syac.g_01424
OG0001084	Prau.g_00702	Syac.g_01423
OG0001085	Prau.g_00710	Syac.g_01412
OG0001086	Prau.g_00711	Syac.g_01410
OG0001087	Prau.g_00728	Syac.g_00923
OG0001088	Prau.g_00729	Syac.g_00920
OG0001089	Prau.g_00737	Syac.g_00896
OG0001090	Prau.g_00756	Syac.g_01286
OG0001091	Prau.g_00758	Syac.g_01284
OG0001092	Prau.g_00759	Syac.g_01282
OG0001093	Prau.g_00764	Syac.g_01276
OG0001094	Prau.g_00848	Syac.g_01347
OG0001095	Prau.g_00867	Syac.g_01326
OG0001096	Prau.g_00880	Syac.g_01310
OG0001097	Prau.g_00898	Syac.g_00834
OG0001098	Prau.g_00914	Syac.g_01096
OG0001099	Prau.g_00946	Syac.g_00377
OG0001100	Prau.g_00950	Syac.g_01402
OG0001101	Prau.g_00952	Syac.g_01401
OG0001102	Prau.g_00954	Syac.g_01398
OG0001104	Prau.g_00978	Syac.g_01364
OG0001105	Prau.g_00982	Syac.g_01360
OG0001106	Prau.g_01006	Syac.g_01166
OG0001107	Prau.g_01013	Syac.g_01180
OG0001108	Prau.g_01017	Syac.g_01188
OG0001109	Prau.g_01018	Syac.g_01190
OG0001110	Prau.g_01020	Syac.g_01192
OG0001111	Prau.g_01021	Syac.g_01194
OG0001112	Prau.g_01022	Syac.g_01196
OG0001113	Prau.g_01023	Syac.g_01197
OG0001114	Prau.g_01024	Syac.g_01198
OG0001115	Prau.g_01026	Syac.g_01202
OG0001116	Prau.g_01027	Syac.g_01204
OG0001117	Prau.g_01028	Syac.g_01205
OG0001118	Prau.g_01029	Syac.g_01206
OG0001119	Prau.g_01030	Syac.g_01208
OG0001120	Prau.g_01032	Syac.g_01213
OG0001121	Prau.g_01172, Prau.g_01035	Syac.g_01949, Syac.g_01170
OG0001122	Prau.g_01061	Syac.g_01238
OG0001123	Prau.g_01065	Syac.g_01245
OG0001124	Prau.g_01067	Syac.g_01247
OG0001125	Prau.g_01068	Syac.g_01249
OG0001126	Prau.g_01078	Syac.g_00870
OG0001127	Prau.g_01079	Syac.g_00871
OG0001128	Prau.g_01081	Syac.g_00875
OG0001129	Prau.g_01082	Syac.g_00877
OG0001130	Prau.g_01083	Syac.g_00878
OG0001131	Prau.g_01118	Syac.g_01382
OG0001132	Prau.g_01127	Syac.g_01062
OG0001133	Prau.g_01160	Syac.g_00958
OG0001134	Prau.g_01174	Syac.g_01466
OG0001135	Prau.g_01177	Syac.g_01464
OG0001136	Prau.g_01204	Syac.g_00767
OG0001137	Prau.g_01214	Syac.g_00786
OG0001138	Prau.g_01232	Syac.g_01486
OG0001139	Prau.g_01233	Syac.g_01488
OG0001140	Prau.g_01234	Syac.g_01489
OG0001141	Prau.g_01235	Syac.g_01490
OG0001142	Prau.g_01236	Syac.g_01491
OG0001143	Prau.g_01243	Syac.g_01499
OG0001144	Prau.g_01248	Syac.g_01508
OG0001145	Prau.g_01362	Syac.g_00740
OG0001146	Prau.g_01375	Syac.g_00722
OG0001147	Prau.g_01395	Syac.g_01689
OG0001148	Prau.g_01411	Syac.g_01918
OG0001149	Prau.g_01412	Syac.g_01919
OG0001150	Prau.g_01413	Syac.g_01920
OG0001151	Prau.g_01424	Syac.g_01932
OG0001152	Prau.g_01425	Syac.g_01933
OG0001153	Prau.g_01563	Syac.g_01670
OG0001154	Prau.g_01564	Syac.g_01671
OG0001155	Prau.g_01576	Syac.g_00621
OG0001156	Prau.g_01579	Syac.g_00618
OG0001157	Prau.g_01580	Syac.g_00617
OG0001158	Prau.g_01581	Syac.g_00616
OG0001159	Prau.g_01582	Syac.g_00615
OG0001160	Prau.g_01606	Syac.g_00570
OG0001161	Prau.g_01619	Syac.g_02385
OG0001162	Prau.g_01630	Syac.g_01307
OG0001163	Prau.g_01724	Syac.g_00562
OG0001164	Prau.g_01728	Syac.g_00556
OG0001165	Prau.g_01731	Syac.g_00551
OG0001166	Prau.g_01751	Syac.g_00520
