Orthogroup	Prau	Prbj
OG0000564	Prau.g_00598	Prbj.g_01872
OG0000565	Prau.g_00601	Prbj.g_01875
OG0000566	Prau.g_00603	Prbj.g_01879
OG0000567	Prau.g_00607	Prbj.g_01883
OG0000568	Prau.g_00608	Prbj.g_01885
OG0000569	Prau.g_00609	Prbj.g_01807
OG0000570	Prau.g_00610	Prbj.g_01806
OG0000571	Prau.g_00612	Prbj.g_01803
OG0000572	Prau.g_00625	Prbj.g_01787
OG0000573	Prau.g_00630	Prbj.g_01780
OG0000574	Prau.g_00631	Prbj.g_01779
OG0000575	Prau.g_00635	Prbj.g_01770
OG0000576	Prau.g_00637	Prbj.g_01768
OG0000577	Prau.g_00638	Prbj.g_01767
OG0000578	Prau.g_00639	Prbj.g_01766
OG0000579	Prau.g_00640	Prbj.g_01765
OG0000580	Prau.g_00641	Prbj.g_01764
OG0000581	Prau.g_00643	Prbj.g_01760
OG0000582	Prau.g_00646	Prbj.g_01756
OG0000583	Prau.g_00647	Prbj.g_01755
OG0000584	Prau.g_00648	Prbj.g_01754
OG0000585	Prau.g_00650	Prbj.g_01752
OG0000586	Prau.g_00651	Prbj.g_01750
OG0000587	Prau.g_00652	Prbj.g_01748
OG0000588	Prau.g_00656	Prbj.g_02547
OG0000589	Prau.g_00661	Prbj.g_02550
OG0000590	Prau.g_00662	Prbj.g_02551
OG0000591	Prau.g_00665	Prbj.g_02558
OG0000592	Prau.g_00666	Prbj.g_02559
OG0000593	Prau.g_00672	Prbj.g_02569
OG0000594	Prau.g_00673	Prbj.g_02570
OG0000595	Prau.g_00674	Prbj.g_02571
OG0000596	Prau.g_00678	Prbj.g_02576
OG0000597	Prau.g_00680	Prbj.g_02579
OG0000598	Prau.g_00681	Prbj.g_02580
OG0000599	Prau.g_00684	Prbj.g_02590
OG0000600	Prau.g_00685	Prbj.g_02591
OG0000601	Prau.g_00686	Prbj.g_02592
OG0000602	Prau.g_00688	Prbj.g_02596
OG0000603	Prau.g_00689	Prbj.g_02597
OG0000604	Prau.g_00690	Prbj.g_02598
OG0000605	Prau.g_00691	Prbj.g_00792
OG0000606	Prau.g_00694	Prbj.g_00803
OG0000607	Prau.g_00697	Prbj.g_00806
OG0000608	Prau.g_00698	Prbj.g_00807
OG0000609	Prau.g_00699	Prbj.g_00809
OG0000610	Prau.g_00704	Prbj.g_00818
OG0000611	Prau.g_00707	Prbj.g_00821
OG0000612	Prau.g_00708	Prbj.g_00822
OG0000613	Prau.g_00713	Prbj.g_01466
OG0000614	Prau.g_00732	Prbj.g_00946
OG0000615	Prau.g_00740	Prbj.g_02373
OG0000616	Prau.g_00744	Prbj.g_02057
OG0000617	Prau.g_00761	Prbj.g_02184
OG0000618	Prau.g_00762	Prbj.g_02185
OG0000619	Prau.g_00763	Prbj.g_02186
OG0000620	Prau.g_00766	Prbj.g_02190
OG0000621	Prau.g_00767	Prbj.g_02191
OG0000622	Prau.g_00768	Prbj.g_02192
OG0000623	Prau.g_00769	Prbj.g_02193
OG0000624	Prau.g_00770	Prbj.g_02194
OG0000625	Prau.g_00771	Prbj.g_02195
OG0000626	Prau.g_00772	Prbj.g_02196
OG0000627	Prau.g_00773	Prbj.g_02320
OG0000628	Prau.g_00774	Prbj.g_02319
OG0000629	Prau.g_00775	Prbj.g_02316
OG0000630	Prau.g_00778	Prbj.g_02312
OG0000631	Prau.g_00845	Prbj.g_02306
OG0000632	Prau.g_00846	Prbj.g_02305
OG0000633	Prau.g_00847	Prbj.g_02304
OG0000634	Prau.g_00850	Prbj.g_02408
OG0000635	Prau.g_00851	Prbj.g_02409
OG0000636	Prau.g_00853	Prbj.g_02411
OG0000637	Prau.g_00855	Prbj.g_02413
OG0000638	Prau.g_00856	Prbj.g_02414
OG0000639	Prau.g_00857	Prbj.g_02415
OG0000640	Prau.g_00858	Prbj.g_02416
OG0000641	Prau.g_00862	Prbj.g_02420
OG0000642	Prau.g_00863	Prbj.g_02421
OG0000643	Prau.g_00864	Prbj.g_02422
OG0000644	Prau.g_00865	Prbj.g_02423
OG0000645	Prau.g_00866	Prbj.g_02424
OG0000646	Prau.g_00868	Prbj.g_02427
OG0000647	Prau.g_00869	Prbj.g_02430
OG0000648	Prau.g_00871	Prbj.g_02432
OG0000649	Prau.g_00872	Prbj.g_02433
OG0000650	Prau.g_00873	Prbj.g_02434
OG0000651	Prau.g_00874	Prbj.g_02435
OG0000652	Prau.g_00875	Prbj.g_02436
OG0000653	Prau.g_00877	Prbj.g_02438
OG0000654	Prau.g_00878	Prbj.g_02439
OG0000655	Prau.g_00879	Prbj.g_02440
OG0000656	Prau.g_00882	Prbj.g_02443
OG0000657	Prau.g_00889	Prbj.g_02476
OG0000658	Prau.g_00890	Prbj.g_02478
OG0000659	Prau.g_00891	Prbj.g_02479
OG0000660	Prau.g_00895	Prbj.g_02483
OG0000661	Prau.g_00897	Prbj.g_02485
OG0000662	Prau.g_00899	Prbj.g_02487
OG0000663	Prau.g_00902	Prbj.g_02490
OG0000664	Prau.g_00903	Prbj.g_02491
OG0000665	Prau.g_00907	Prbj.g_02504
OG0000666	Prau.g_00908	Prbj.g_02507
OG0000667	Prau.g_00912	Prbj.g_02514
OG0000668	Prau.g_00942	Prbj.g_02215
OG0000669	Prau.g_00949	Prbj.g_02523
OG0000670	Prau.g_00951	Prbj.g_00044
OG0000671	Prau.g_00953	Prbj.g_02335
OG0000672	Prau.g_00955	Prbj.g_02338
OG0000673	Prau.g_00957	Prbj.g_02341
OG0000674	Prau.g_00959	Prbj.g_02343
OG0000675	Prau.g_00960	Prbj.g_02344
OG0000676	Prau.g_00962	Prbj.g_02352
OG0000677	Prau.g_00963	Prbj.g_02354
OG0000678	Prau.g_00965	Prbj.g_02359
OG0000679	Prau.g_00969	Prbj.g_02379
OG0000680	Prau.g_00970	Prbj.g_02380
OG0000681	Prau.g_00973	Prbj.g_02382
OG0000682	Prau.g_00974	Prbj.g_02383
OG0000683	Prau.g_00975	Prbj.g_02384
OG0000684	Prau.g_00977	Prbj.g_02397
OG0000685	Prau.g_00979	Prbj.g_02395
OG0000686	Prau.g_00980	Prbj.g_02394
OG0000687	Prau.g_00981	Prbj.g_02393
OG0000688	Prau.g_00984	Prbj.g_02399
OG0000689	Prau.g_00985	Prbj.g_02400
OG0000690	Prau.g_00986	Prbj.g_02401
OG0000691	Prau.g_00987	Prbj.g_02402
OG0000692	Prau.g_00989	Prbj.g_02403
OG0000693	Prau.g_00990	Prbj.g_02404
OG0000694	Prau.g_00991	Prbj.g_02405
OG0000695	Prau.g_00993	Prbj.g_02302
OG0000696	Prau.g_00994	Prbj.g_02301
OG0000697	Prau.g_00995	Prbj.g_02299
OG0000698	Prau.g_00998	Prbj.g_02296
OG0000699	Prau.g_00999	Prbj.g_02294
OG0000700	Prau.g_01000	Prbj.g_02293
OG0000701	Prau.g_01001	Prbj.g_02292
OG0000702	Prau.g_01003	Prbj.g_02284
OG0000703	Prau.g_01004	Prbj.g_02283
OG0000704	Prau.g_01005	Prbj.g_02281
OG0000705	Prau.g_01009	Prbj.g_02275
OG0000706	Prau.g_01010	Prbj.g_02274
OG0000707	Prau.g_01011	Prbj.g_02273
OG0000708	Prau.g_01012	Prbj.g_02271
OG0000709	Prau.g_01016	Prbj.g_02264
OG0000710	Prau.g_01019	Prbj.g_02260
OG0000711	Prau.g_01036	Prbj.g_02237
OG0000712	Prau.g_01038	Prbj.g_02236
OG0000713	Prau.g_01039	Prbj.g_02235
OG0000714	Prau.g_01040	Prbj.g_02231
OG0000715	Prau.g_01042	Prbj.g_02229
OG0000716	Prau.g_01044	Prbj.g_02225
OG0000717	Prau.g_01045	Prbj.g_02224
OG0000718	Prau.g_01058	Prbj.g_02219
OG0000719	Prau.g_01060	Prbj.g_02217
OG0000720	Prau.g_01069	Prbj.g_02204
OG0000721	Prau.g_01071	Prbj.g_02203
OG0000722	Prau.g_01072	Prbj.g_02202
OG0000723	Prau.g_01075	Prbj.g_02198
OG0000724	Prau.g_01084	Prbj.g_01843
OG0000725	Prau.g_01090	Prbj.g_01836
OG0000726	Prau.g_01091	Prbj.g_01835
OG0000727	Prau.g_01092	Prbj.g_01834
OG0000728	Prau.g_01094	Prbj.g_01833
OG0000729	Prau.g_01138	Prbj.g_01289
OG0000730	Prau.g_01142	Prbj.g_00343
OG0000731	Prau.g_01146	Prbj.g_00333
OG0000732	Prau.g_01155	Prbj.g_01220
OG0000733	Prau.g_01175	Prbj.g_01997
OG0000734	Prau.g_01192	Prbj.g_00627
OG0000735	Prau.g_01194	Prbj.g_00953
OG0000736	Prau.g_01195	Prbj.g_00954
OG0000737	Prau.g_01196	Prbj.g_00955
OG0000738	Prau.g_01200	Prbj.g_00962
OG0000739	Prau.g_01201	Prbj.g_00964
OG0000740	Prau.g_01202	Prbj.g_00965
OG0000741	Prau.g_01203	Prbj.g_00968
OG0000742	Prau.g_01205	Prbj.g_00970
OG0000743	Prau.g_01207	Prbj.g_00972
OG0000744	Prau.g_01208	Prbj.g_00973
OG0000745	Prau.g_01209	Prbj.g_00846
OG0000746	Prau.g_01211	Prbj.g_00844
OG0000747	Prau.g_01212	Prbj.g_00843
OG0000748	Prau.g_01215	Prbj.g_00831
OG0000749	Prau.g_01216	Prbj.g_00830
OG0000750	Prau.g_01217	Prbj.g_00829
OG0000751	Prau.g_01219	Prbj.g_00305
OG0000752	Prau.g_01221	Prbj.g_00308
OG0000753	Prau.g_01224	Prbj.g_00311
OG0000754	Prau.g_01227	Prbj.g_01910
OG0000755	Prau.g_01230	Prbj.g_00002
OG0000756	Prau.g_01231	Prbj.g_00003
OG0000757	Prau.g_01237	Prbj.g_00010
OG0000758	Prau.g_01238	Prbj.g_00011
OG0000759	Prau.g_01239	Prbj.g_00012
OG0000760	Prau.g_01240	Prbj.g_00013
OG0000761	Prau.g_01241	Prbj.g_00014
OG0000762	Prau.g_01242	Prbj.g_01908
OG0000763	Prau.g_01244	Prbj.g_01906
OG0000764	Prau.g_01245	Prbj.g_01905
OG0000765	Prau.g_01254	Prbj.g_02163
OG0000766	Prau.g_01255	Prbj.g_02164
OG0000767	Prau.g_01257	Prbj.g_02166
OG0000768	Prau.g_01258	Prbj.g_02167
OG0000769	Prau.g_01260	Prbj.g_00313
OG0000770	Prau.g_01262	Prbj.g_00019
OG0000771	Prau.g_01271, Prau.g_01496	Prbj.g_01848
OG0000772	Prau.g_01346	Prbj.g_01679
OG0000773	Prau.g_01361	Prbj.g_00161
OG0000774	Prau.g_01363	Prbj.g_01719
OG0000775	Prau.g_01366	Prbj.g_01721
OG0000776	Prau.g_01367	Prbj.g_01722
OG0000777	Prau.g_01368	Prbj.g_01723
OG0000778	Prau.g_01369	Prbj.g_01724
OG0000779	Prau.g_01373	Prbj.g_01729
OG0000780	Prau.g_01374	Prbj.g_01732
OG0000781	Prau.g_01377	Prbj.g_01736
OG0000782	Prau.g_01378	Prbj.g_01737
OG0000783	Prau.g_01379	Prbj.g_01738
OG0000784	Prau.g_01380	Prbj.g_01739
OG0000785	Prau.g_01382	Prbj.g_01741
OG0000786	Prau.g_01384	Prbj.g_01744
OG0000787	Prau.g_01385	Prbj.g_01745
OG0000788	Prau.g_01396	Prbj.g_00094
OG0000789	Prau.g_01399	Prbj.g_00687
OG0000790	Prau.g_01414	Prbj.g_01643
OG0000791	Prau.g_01416	Prbj.g_01645
OG0000792	Prau.g_01417	Prbj.g_01646
OG0000793	Prau.g_01420	Prbj.g_01650
OG0000794	Prau.g_01421	Prbj.g_01651
OG0000795	Prau.g_01422	Prbj.g_01652
OG0000796	Prau.g_01426	Prbj.g_01656
OG0000797	Prau.g_01427	Prbj.g_01657
OG0000799	Prau.g_01510	Prbj.g_01304
OG0000800	Prau.g_01511	Prbj.g_01303
OG0000801	Prau.g_01512	Prbj.g_01302
OG0000802	Prau.g_01514	Prbj.g_01293
OG0000803	Prau.g_01516	Prbj.g_01041
OG0000804	Prau.g_01517	Prbj.g_01043
OG0000805	Prau.g_01519	Prbj.g_01045
OG0000806	Prau.g_01521	Prbj.g_01047
OG0000807	Prau.g_01522	Prbj.g_01049
OG0000808	Prau.g_01523	Prbj.g_01050
OG0000809	Prau.g_01526	Prbj.g_01054
OG0000810	Prau.g_01527	Prbj.g_01055
OG0000811	Prau.g_01534	Prbj.g_01067
OG0000812	Prau.g_01536	Prbj.g_01069
OG0000813	Prau.g_01537	Prbj.g_01070
OG0000814	Prau.g_01539	Prbj.g_01072
OG0000815	Prau.g_01540	Prbj.g_01073
OG0000816	Prau.g_01542	Prbj.g_01075
OG0000817	Prau.g_01543	Prbj.g_01076
OG0000818	Prau.g_01548	Prbj.g_00631
OG0000819	Prau.g_01549	Prbj.g_00632
OG0000820	Prau.g_01550	Prbj.g_00633
OG0000821	Prau.g_01554	Prbj.g_00640
OG0000822	Prau.g_01555	Prbj.g_00642
OG0000823	Prau.g_01556	Prbj.g_00643
OG0000824	Prau.g_01559	Prbj.g_00647
OG0000825	Prau.g_01560	Prbj.g_00648
OG0000826	Prau.g_01561	Prbj.g_00649
OG0000827	Prau.g_01562	Prbj.g_00650
OG0000828	Prau.g_01565	Prbj.g_00653
OG0000829	Prau.g_01566	Prbj.g_00654
OG0000830	Prau.g_01567	Prbj.g_00655
OG0000831	Prau.g_01569	Prbj.g_00657
OG0000832	Prau.g_01575	Prbj.g_01684
OG0000833	Prau.g_01583	Prbj.g_01692
OG0000834	Prau.g_01584	Prbj.g_01693
OG0000835	Prau.g_01585	Prbj.g_01694
OG0000836	Prau.g_01586	Prbj.g_01696
OG0000837	Prau.g_01587	Prbj.g_01697
OG0000838	Prau.g_01589	Prbj.g_01700
OG0000839	Prau.g_01590	Prbj.g_01701
OG0000840	Prau.g_01591	Prbj.g_01702
OG0000841	Prau.g_01592	Prbj.g_01703
OG0000842	Prau.g_01593	Prbj.g_01704
OG0000843	Prau.g_01594	Prbj.g_01705
OG0000844	Prau.g_01595	Prbj.g_01707
OG0000845	Prau.g_01596	Prbj.g_01708
OG0000846	Prau.g_01597	Prbj.g_01709
OG0000847	Prau.g_01598	Prbj.g_01710
OG0000848	Prau.g_01599	Prbj.g_01711
OG0000849	Prau.g_01600	Prbj.g_01712
OG0000850	Prau.g_01602	Prbj.g_01713
OG0000851	Prau.g_01603	Prbj.g_00888
OG0000852	Prau.g_01604	Prbj.g_00887
OG0000853	Prau.g_01608	Prbj.g_00882
OG0000854	Prau.g_01610	Prbj.g_00880
OG0000855	Prau.g_01611	Prbj.g_00879
OG0000856	Prau.g_01626	Prbj.g_02561
OG0000857	Prau.g_01652	Prbj.g_02429
OG0000858	Prau.g_01726	Prbj.g_00868
OG0000859	Prau.g_01727	Prbj.g_00867
OG0000860	Prau.g_01734	Prbj.g_00855
OG0000861	Prau.g_01735	Prbj.g_00854
OG0000862	Prau.g_01736	Prbj.g_00852
OG0000863	Prau.g_01738	Prbj.g_00495
OG0000864	Prau.g_01739	Prbj.g_00494
OG0000865	Prau.g_01740	Prbj.g_00493
OG0000866	Prau.g_01741	Prbj.g_00492
OG0000867	Prau.g_01742	Prbj.g_00491
OG0000868	Prau.g_01743	Prbj.g_00489
OG0000869	Prau.g_01747	Prbj.g_00486
OG0000870	Prau.g_01752	Prbj.g_00481
OG0000871	Prau.g_01753	Prbj.g_00480
OG0000872	Prau.g_01754	Prbj.g_00478
OG0000873	Prau.g_01757	Prbj.g_00475
OG0000874	Prau.g_01760	Prbj.g_00471
OG0000875	Prau.g_01761	Prbj.g_00470
OG0000876	Prau.g_01762	Prbj.g_00469
OG0000877	Prau.g_01764	Prbj.g_00466
OG0000878	Prau.g_01765	Prbj.g_00465
OG0000879	Prau.g_01766	Prbj.g_00464
OG0000880	Prau.g_01767	Prbj.g_00463
OG0000881	Prau.g_01771	Prbj.g_00458
OG0000882	Prau.g_01776	Prbj.g_00453
OG0000883	Prau.g_01777	Prbj.g_00451
OG0000884	Prau.g_01779	Prbj.g_00449
OG0000885	Prau.g_01780	Prbj.g_00448
OG0000886	Prau.g_01781	Prbj.g_00447
OG0000887	Prau.g_01782	Prbj.g_00446
OG0000888	Prau.g_01784	Prbj.g_00444
OG0000889	Prau.g_01786	Prbj.g_00442
OG0000890	Prau.g_01787	Prbj.g_00428
OG0000891	Prau.g_01788	Prbj.g_00427
OG0000892	Prau.g_01790	Prbj.g_00425
OG0000893	Prau.g_01794	Prbj.g_02660
OG0000894	Prau.g_01796	Prbj.g_02656
OG0000895	Prau.g_01799	Prbj.g_02651
OG0000896	Prau.g_01800	Prbj.g_02650
OG0000897	Prau.g_01802	Prbj.g_02648
OG0000898	Prau.g_01803	Prbj.g_02647
OG0000899	Prau.g_01804	Prbj.g_02646
OG0000900	Prau.g_01805	Prbj.g_02645
OG0000901	Prau.g_01808	Prbj.g_02641
OG0000902	Prau.g_01810	Prbj.g_02639
OG0000903	Prau.g_01813	Prbj.g_01027
OG0000904	Prau.g_01815	Prbj.g_01032
OG0000905	Prau.g_01820	Prbj.g_01034
OG0000906	Prau.g_01821	Prbj.g_02635
OG0000907	Prau.g_01827	Prbj.g_01025
OG0000908	Prau.g_01830	Prbj.g_01022
OG0000909	Prau.g_01831	Prbj.g_01021
OG0000910	Prau.g_01832	Prbj.g_01020
OG0000911	Prau.g_01834	Prbj.g_01018
OG0000912	Prau.g_01835	Prbj.g_01017
OG0000913	Prau.g_01836	Prbj.g_01016
OG0000914	Prau.g_01837	Prbj.g_01015
OG0000915	Prau.g_01838	Prbj.g_01014
OG0000916	Prau.g_01839	Prbj.g_01013
OG0000917	Prau.g_01840	Prbj.g_01012
OG0000918	Prau.g_01841	Prbj.g_01011
OG0000919	Prau.g_01842	Prbj.g_01010
OG0000920	Prau.g_01843	Prbj.g_01009
OG0000921	Prau.g_01844	Prbj.g_01008
OG0000922	Prau.g_01845	Prbj.g_01007
OG0000923	Prau.g_01849	Prbj.g_01003
OG0000924	Prau.g_01850	Prbj.g_01002
OG0000925	Prau.g_01851	Prbj.g_01001
OG0000926	Prau.g_01852	Prbj.g_01000
OG0000927	Prau.g_01854	Prbj.g_00998
OG0000928	Prau.g_01855	Prbj.g_00997
OG0000929	Prau.g_01856	Prbj.g_00996
OG0000930	Prau.g_01857	Prbj.g_00995
OG0000931	Prau.g_01858	Prbj.g_00994
OG0000932	Prau.g_01859	Prbj.g_00993
OG0000933	Prau.g_01863	Prbj.g_00988
OG0000934	Prau.g_01865	Prbj.g_00986
OG0000935	Prau.g_01866	Prbj.g_00985
OG0000936	Prau.g_01867	Prbj.g_00984
OG0000937	Prau.g_01868	Prbj.g_00983
OG0000938	Prau.g_01870	Prbj.g_00414
OG0000939	Prau.g_01871	Prbj.g_00413
OG0000940	Prau.g_01878	Prbj.g_00404
OG0000941	Prau.g_01880	Prbj.g_00402
OG0000942	Prau.g_01882	Prbj.g_00400
OG0000943	Prau.g_01883	Prbj.g_00399
OG0000944	Prau.g_01884	Prbj.g_00397
OG0000945	Prau.g_01885	Prbj.g_00395
OG0000946	Prau.g_01889	Prbj.g_00368
OG0000947	Prau.g_01891	Prbj.g_00365
OG0000948	Prau.g_01892	Prbj.g_00364
OG0000949	Prau.g_01895	Prbj.g_00361
OG0000950	Prau.g_01900	Prbj.g_01501
OG0000951	Prau.g_01904	Prbj.g_01506
OG0000952	Prau.g_01908	Prbj.g_01513
OG0000953	Prau.g_01911	Prbj.g_01517
OG0000954	Prau.g_01915	Prbj.g_01577
OG0000955	Prau.g_01916	Prbj.g_01578
OG0000956	Prau.g_01918	Prbj.g_01580
OG0000957	Prau.g_01923	Prbj.g_01596
OG0000958	Prau.g_01924	Prbj.g_01597
OG0000959	Prau.g_01928	Prbj.g_01821
OG0000960	Prau.g_01929	Prbj.g_01820
OG0000961	Prau.g_01931	Prbj.g_01809
OG0000962	Prau.g_01933	Prbj.g_01290
OG0000963	Prau.g_01937	Prbj.g_01285
OG0000964	Prau.g_01938	Prbj.g_01284
OG0000965	Prau.g_01939	Prbj.g_01283
OG0000966	Prau.g_01946	Prbj.g_01250
OG0000967	Prau.g_01951	Prbj.g_01244
OG0000968	Prau.g_01953	Prbj.g_01241
OG0000969	Prau.g_01954	Prbj.g_01239
OG0000970	Prau.g_01955	Prbj.g_01238
OG0000971	Prau.g_01956	Prbj.g_01236
OG0000972	Prau.g_01957	Prbj.g_01235
OG0000973	Prau.g_01958	Prbj.g_01234
OG0000974	Prau.g_01959	Prbj.g_01233
OG0000975	Prau.g_01960	Prbj.g_01232
OG0000976	Prau.g_01961	Prbj.g_01231
OG0000977	Prau.g_01962	Prbj.g_01229
OG0000978	Prau.g_01963	Prbj.g_01228
OG0000979	Prau.g_01966	Prbj.g_01225
OG0000980	Prau.g_01968	Prbj.g_01221
OG0000981	Prau.g_01970	Prbj.g_01218
OG0000982	Prau.g_01972	Prbj.g_01956
OG0000983	Prau.g_01973	Prbj.g_01957
OG0000984	Prau.g_01974	Prbj.g_01958
OG0000985	Prau.g_01977	Prbj.g_01962
OG0000986	Prau.g_01979	Prbj.g_01964
OG0000987	Prau.g_01980	Prbj.g_01966
OG0000988	Prau.g_01983	Prbj.g_01970
OG0000989	Prau.g_01986	Prbj.g_01980
OG0000990	Prau.g_01989	Prbj.g_02002
OG0000991	Prau.g_01990	Prbj.g_02005
OG0000992	Prau.g_01992	Prbj.g_02008
OG0000993	Prau.g_01993	Prbj.g_02009
OG0000994	Prau.g_01994	Prbj.g_02012
OG0000995	Prau.g_01998	Prbj.g_02021
OG0000996	Prau.g_01999	Prbj.g_02034
OG0000997	Prau.g_02000	Prbj.g_02043
OG0000998	Prau.g_02002	Prbj.g_02045
OG0000999	Prau.g_02003	Prbj.g_02046
OG0001000	Prau.g_02006	Prbj.g_02049
OG0001001	Prau.g_02008	Prbj.g_02053
OG0001002	Prau.g_02012	Prbj.g_02060
OG0001003	Prau.g_02014	Prbj.g_02062
OG0001004	Prau.g_02015	Prbj.g_02063
OG0001005	Prau.g_02016	Prbj.g_02065
OG0001006	Prau.g_02020	Prbj.g_02071
OG0001007	Prau.g_02022	Prbj.g_02073
OG0001008	Prau.g_00478	Prbj.g_00101
OG0001009	Prau.g_00027	Prbj.g_01199
OG0001010	Prau.g_00028	Prbj.g_01200
OG0001011	Prau.g_00029	Prbj.g_01202
OG0001012	Prau.g_00050	Prbj.g_01953
OG0001013	Prau.g_00056	Prbj.g_01928
OG0001014	Prau.g_00059	Prbj.g_01919
OG0001015	Prau.g_00060	Prbj.g_01918
OG0001016	Prau.g_00074	Prbj.g_00569
OG0001017	Prau.g_00078	Prbj.g_00575
OG0001018	Prau.g_00081	Prbj.g_00577
OG0001019	Prau.g_00090	Prbj.g_00590
OG0001020	Prau.g_00091	Prbj.g_00596
OG0001021	Prau.g_00092	Prbj.g_00600
OG0001022	Prau.g_00095	Prbj.g_00605
OG0001023	Prau.g_00096	Prbj.g_00606
OG0001024	Prau.g_00099	Prbj.g_00610
OG0001025	Prau.g_00105	Prbj.g_00617
OG0001026	Prau.g_00112	Prbj.g_00630
OG0001027	Prau.g_00113	Prbj.g_01550
OG0001028	Prau.g_00115	Prbj.g_01552
OG0001029	Prau.g_00116	Prbj.g_01554
OG0001030	Prau.g_00131	Prbj.g_01535
OG0001031	Prau.g_00187	Prbj.g_01143
OG0001032	Prau.g_00188	Prbj.g_01146
OG0001033	Prau.g_00209	Prbj.g_00287
OG0001034	Prau.g_00237	Prbj.g_02608
OG0001035	Prau.g_00256	Prbj.g_01360
OG0001036	Prau.g_00261	Prbj.g_01364
OG0001037	Prau.g_00262	Prbj.g_01366
OG0001038	Prau.g_00280	Prbj.g_01403
OG0001039	Prau.g_00283	Prbj.g_01406
OG0001040	Prau.g_00285	Prbj.g_01409
OG0001041	Prau.g_00289	Prbj.g_01414
OG0001042	Prau.g_00306	Prbj.g_01439
OG0001043	Prau.g_00307	Prbj.g_01441
OG0001044	Prau.g_00335	Prbj.g_00342
OG0001045	Prau.g_00344	Prbj.g_00330
OG0001046	Prau.g_00382	Prbj.g_00874
OG0001047	Prau.g_00480	Prbj.g_00103
OG0001048	Prau.g_00481	Prbj.g_00104
OG0001049	Prau.g_00483	Prbj.g_00107
OG0001050	Prau.g_00484	Prbj.g_00108
OG0001051	Prau.g_00485	Prbj.g_00109
OG0001052	Prau.g_00512	Prbj.g_00132
OG0001053	Prau.g_00524	Prbj.g_01627
OG0001054	Prau.g_00539	Prbj.g_01609
OG0001055	Prau.g_00558	Prbj.g_02103
OG0001056	Prau.g_00576	Prbj.g_02132
OG0001057	Prau.g_00581	Prbj.g_02144
OG0001058	Prau.g_00589	Prbj.g_01863
OG0001059	Prau.g_00593	Prbj.g_01867
OG0001060	Prau.g_00600	Prbj.g_01874
OG0001061	Prau.g_00613	Prbj.g_01802
OG0001062	Prau.g_00615	Prbj.g_01800
OG0001063	Prau.g_00617	Prbj.g_01796
OG0001064	Prau.g_00618	Prbj.g_01795
OG0001065	Prau.g_00619	Prbj.g_01794
OG0001066	Prau.g_00620	Prbj.g_01793
OG0001067	Prau.g_00621	Prbj.g_01792
OG0001068	Prau.g_00622	Prbj.g_01791
OG0001069	Prau.g_00623	Prbj.g_01790
OG0001070	Prau.g_00626	Prbj.g_01786
OG0001071	Prau.g_00627	Prbj.g_01785
OG0001072	Prau.g_00628	Prbj.g_01782
OG0001073	Prau.g_00642	Prbj.g_01763
OG0001074	Prau.g_00653	Prbj.g_02544
OG0001075	Prau.g_00654	Prbj.g_02545
OG0001076	Prau.g_00664	Prbj.g_02553
OG0001077	Prau.g_00668	Prbj.g_02563
OG0001078	Prau.g_00676	Prbj.g_02574
OG0001079	Prau.g_00687	Prbj.g_02593
OG0001080	Prau.g_00693	Prbj.g_00794
OG0001081	Prau.g_00695	Prbj.g_00804
OG0001082	Prau.g_00696	Prbj.g_00805
OG0001083	Prau.g_00701	Prbj.g_00813
OG0001084	Prau.g_00702	Prbj.g_00815
OG0001085	Prau.g_00710	Prbj.g_00825
OG0001086	Prau.g_00711	Prbj.g_02707
OG0001087	Prau.g_00728	Prbj.g_00927
OG0001088	Prau.g_00729	Prbj.g_00931
OG0001089	Prau.g_00737	Prbj.g_00757
OG0001090	Prau.g_00756	Prbj.g_02180
OG0001091	Prau.g_00758	Prbj.g_02182
OG0001092	Prau.g_00759	Prbj.g_02183
OG0001093	Prau.g_00764	Prbj.g_02187
OG0001094	Prau.g_00848	Prbj.g_02406
OG0001095	Prau.g_00867	Prbj.g_02425
OG0001096	Prau.g_00880	Prbj.g_02441
OG0001097	Prau.g_00898	Prbj.g_02486
OG0001098	Prau.g_00914	Prbj.g_02323
OG0001099	Prau.g_00946	Prbj.g_01553
OG0001100	Prau.g_00950	Prbj.g_02333
OG0001101	Prau.g_00952	Prbj.g_02334
OG0001102	Prau.g_00954	Prbj.g_02337
OG0001104	Prau.g_00978	Prbj.g_02396
OG0001105	Prau.g_00982	Prbj.g_02391
OG0001106	Prau.g_01006	Prbj.g_02280
OG0001107	Prau.g_01013	Prbj.g_02270
OG0001108	Prau.g_01017	Prbj.g_02263
OG0001109	Prau.g_01018	Prbj.g_02261
OG0001110	Prau.g_01020	Prbj.g_02259
OG0001111	Prau.g_01021	Prbj.g_02257
OG0001112	Prau.g_01022	Prbj.g_02255
OG0001113	Prau.g_01023	Prbj.g_02254
OG0001114	Prau.g_01024	Prbj.g_02253
OG0001115	Prau.g_01026	Prbj.g_02251
OG0001116	Prau.g_01027	Prbj.g_02250
OG0001117	Prau.g_01028	Prbj.g_02249
OG0001118	Prau.g_01029	Prbj.g_02248
OG0001119	Prau.g_01030	Prbj.g_02247
OG0001120	Prau.g_01032	Prbj.g_02245
OG0001122	Prau.g_01061	Prbj.g_02216
OG0001123	Prau.g_01065	Prbj.g_02209
OG0001124	Prau.g_01067	Prbj.g_02207
OG0001125	Prau.g_01068	Prbj.g_02205
