Orthogroup	Prau	Syag
OG0000576	Prau.g_00637	Syag.g_00337
OG0000577	Prau.g_00638	Syag.g_00338
OG0000578	Prau.g_00639	Syag.g_00339
OG0000579	Prau.g_00640	Syag.g_00340
OG0000580	Prau.g_00641	Syag.g_00341
OG0000581	Prau.g_00643	Syag.g_00348
OG0000582	Prau.g_00646	Syag.g_00353
OG0000583	Prau.g_00647	Syag.g_00354
OG0000584	Prau.g_00648	Syag.g_00355
OG0000585	Prau.g_00650	Syag.g_00357
OG0000586	Prau.g_00651	Syag.g_00358
OG0000587	Prau.g_00652	Syag.g_00360
OG0000588	Prau.g_00656	Syag.g_00371
OG0000589	Prau.g_00661	Syag.g_00375
OG0000590	Prau.g_00662	Syag.g_00376
OG0000591	Prau.g_00665	Syag.g_00383
OG0000592	Prau.g_00666	Syag.g_00384
OG0000593	Prau.g_00672	Syag.g_00406
OG0000594	Prau.g_00673	Syag.g_00407
OG0000595	Prau.g_00674	Syag.g_00408
OG0000596	Prau.g_00678	Syag.g_00413
OG0000597	Prau.g_00680	Syag.g_00416
OG0000598	Prau.g_00681	Syag.g_00417
OG0000599	Prau.g_00684	Syag.g_00424
OG0000600	Prau.g_00685	Syag.g_00425
OG0000601	Prau.g_00686	Syag.g_00426
OG0000602	Prau.g_00688	Syag.g_00431
OG0000603	Prau.g_00689	Syag.g_00432
OG0000604	Prau.g_00690	Syag.g_00434
OG0000605	Prau.g_00691	Syag.g_00522
OG0000606	Prau.g_00694	Syag.g_00550
OG0000607	Prau.g_00697	Syag.g_00553
OG0000608	Prau.g_00698	Syag.g_00554
OG0000609	Prau.g_00699	Syag.g_00556
OG0000610	Prau.g_00704	Syag.g_00580
OG0000611	Prau.g_00707	Syag.g_00583
OG0000612	Prau.g_00708	Syag.g_00584
OG0000613	Prau.g_00713	Syag.g_02533
OG0000614	Prau.g_00732	Syag.g_01004
OG0000615	Prau.g_00740	Syag.g_00630
OG0000616	Prau.g_00744	Syag.g_02255
OG0000617	Prau.g_00761	Syag.g_00915
OG0000618	Prau.g_00762	Syag.g_00914
OG0000619	Prau.g_00763	Syag.g_00913
OG0000620	Prau.g_00766	Syag.g_00906
OG0000621	Prau.g_00767	Syag.g_00905
OG0000622	Prau.g_00768	Syag.g_00904
OG0000623	Prau.g_00769	Syag.g_00903
OG0000624	Prau.g_00770	Syag.g_00901
OG0000625	Prau.g_00771	Syag.g_00900
OG0000626	Prau.g_00772	Syag.g_00899
OG0000627	Prau.g_00773	Syag.g_00756
OG0000628	Prau.g_00774	Syag.g_00757
OG0000629	Prau.g_00775	Syag.g_00761
OG0000630	Prau.g_00778	Syag.g_00765
OG0000631	Prau.g_00845	Syag.g_00772
OG0000632	Prau.g_00846	Syag.g_00773
OG0000633	Prau.g_00847	Syag.g_00774
OG0000634	Prau.g_00850	Syag.g_00663
OG0000635	Prau.g_00851	Syag.g_00664
OG0000636	Prau.g_00853	Syag.g_00666
OG0000637	Prau.g_00855	Syag.g_00668
OG0000638	Prau.g_00856	Syag.g_00669
OG0000639	Prau.g_00857	Syag.g_00670
OG0000640	Prau.g_00858	Syag.g_00671
OG0000641	Prau.g_00862	Syag.g_00675
OG0000642	Prau.g_00863	Syag.g_00676
OG0000643	Prau.g_00864	Syag.g_00677
OG0000644	Prau.g_00865	Syag.g_00678
OG0000645	Prau.g_00866	Syag.g_00680
OG0000646	Prau.g_00868	Syag.g_00683
OG0000647	Prau.g_00869	Syag.g_00685
OG0000648	Prau.g_00871	Syag.g_00694
OG0000649	Prau.g_00872	Syag.g_00695
OG0000650	Prau.g_00873	Syag.g_00696
OG0000651	Prau.g_00874	Syag.g_00697
OG0000652	Prau.g_00875	Syag.g_00698
OG0000653	Prau.g_00877	Syag.g_00700
OG0000654	Prau.g_00878	Syag.g_00701
OG0000655	Prau.g_00879	Syag.g_00702
OG0000656	Prau.g_00882	Syag.g_00705
OG0000657	Prau.g_00889	Syag.g_00719
OG0000658	Prau.g_00890	Syag.g_00721
OG0000659	Prau.g_00891	Syag.g_00722
OG0000660	Prau.g_00895	Syag.g_00726
OG0000661	Prau.g_00897	Syag.g_00728
OG0000662	Prau.g_00899	Syag.g_00730
OG0000663	Prau.g_00902	Syag.g_00733
OG0000664	Prau.g_00903	Syag.g_00734
OG0000665	Prau.g_00907	Syag.g_00456
OG0000666	Prau.g_00908	Syag.g_00445
OG0000667	Prau.g_00912	Syag.g_00574
OG0000668	Prau.g_00942	Syag.g_00868
OG0000669	Prau.g_00949	Syag.g_00600
OG0000670	Prau.g_00951	Syag.g_00399
OG0000671	Prau.g_00953	Syag.g_00604
OG0000672	Prau.g_00955	Syag.g_00607
OG0000673	Prau.g_00957	Syag.g_00610
OG0000674	Prau.g_00959	Syag.g_00612
OG0000675	Prau.g_00960	Syag.g_00613
OG0000676	Prau.g_00962	Syag.g_00615
OG0000677	Prau.g_00963	Syag.g_00616
OG0000678	Prau.g_00965	Syag.g_00622
OG0000679	Prau.g_00969	Syag.g_00633
OG0000680	Prau.g_00970	Syag.g_00634
OG0000681	Prau.g_00973	Syag.g_00637
OG0000682	Prau.g_00974	Syag.g_00638
OG0000683	Prau.g_00975	Syag.g_00639
OG0000684	Prau.g_00977	Syag.g_00641
OG0000685	Prau.g_00979	Syag.g_00643
OG0000686	Prau.g_00980	Syag.g_00644
OG0000687	Prau.g_00981	Syag.g_00645
OG0000688	Prau.g_00984	Syag.g_00651
OG0000689	Prau.g_00985	Syag.g_00653
OG0000690	Prau.g_00986	Syag.g_00654
OG0000691	Prau.g_00987	Syag.g_00655
OG0000692	Prau.g_00989	Syag.g_00656
OG0000693	Prau.g_00990	Syag.g_00658
OG0000694	Prau.g_00991	Syag.g_00659
OG0000695	Prau.g_00993	Syag.g_00776
OG0000696	Prau.g_00994	Syag.g_00777
OG0000697	Prau.g_00995	Syag.g_00778
OG0000698	Prau.g_00998	Syag.g_00781
OG0000699	Prau.g_00999	Syag.g_00782
OG0000700	Prau.g_01000	Syag.g_00783
OG0000701	Prau.g_01001	Syag.g_00784
OG0000702	Prau.g_01003	Syag.g_00792
OG0000703	Prau.g_01004	Syag.g_00793
OG0000704	Prau.g_01005	Syag.g_00795
OG0000705	Prau.g_01009	Syag.g_00802
OG0000706	Prau.g_01010	Syag.g_00803
OG0000707	Prau.g_01011	Syag.g_00804
OG0000708	Prau.g_01012	Syag.g_00807
OG0000709	Prau.g_01016	Syag.g_00816
OG0000710	Prau.g_01019	Syag.g_00820
OG0000711	Prau.g_01036	Syag.g_00848
OG0000712	Prau.g_01038	Syag.g_00850
OG0000713	Prau.g_01039	Syag.g_00851
OG0000714	Prau.g_01040	Syag.g_00853
OG0000715	Prau.g_01042	Syag.g_00855
OG0000716	Prau.g_01044	Syag.g_00859
OG0000717	Prau.g_01045	Syag.g_00860
OG0000718	Prau.g_01058	Syag.g_00864
OG0000719	Prau.g_01060	Syag.g_00866
OG0000720	Prau.g_01069	Syag.g_00880
OG0000721	Prau.g_01071	Syag.g_00882
OG0000722	Prau.g_01072	Syag.g_00883
OG0000723	Prau.g_01075	Syag.g_00897
OG0000724	Prau.g_01084	Syag.g_00967
OG0000725	Prau.g_01090	Syag.g_00978
OG0000726	Prau.g_01091	Syag.g_00979
OG0000727	Prau.g_01092	Syag.g_00980
OG0000728	Prau.g_01094	Syag.g_00982
OG0000729	Prau.g_01138	Syag.g_02376
OG0000730	Prau.g_01142	Syag.g_02840
OG0000731	Prau.g_01146	Syag.g_02853
OG0000732	Prau.g_01155	Syag.g_02331
OG0000733	Prau.g_01175	Syag.g_00145
OG0000734	Prau.g_01192	Syag.g_01892
OG0000735	Prau.g_01194	Syag.g_01159
OG0000736	Prau.g_01195	Syag.g_01158
OG0000737	Prau.g_01196	Syag.g_01157
OG0000738	Prau.g_01200	Syag.g_01152
OG0000739	Prau.g_01201	Syag.g_01149
OG0000740	Prau.g_01202	Syag.g_01148
OG0000741	Prau.g_01203	Syag.g_01145
OG0000742	Prau.g_01205	Syag.g_01142
OG0000743	Prau.g_01207	Syag.g_01140
OG0000744	Prau.g_01208	Syag.g_01139
OG0000745	Prau.g_01209	Syag.g_01137
OG0000746	Prau.g_01211	Syag.g_01135
OG0000747	Prau.g_01212	Syag.g_01134
OG0000748	Prau.g_01215	Syag.g_01122
OG0000749	Prau.g_01216	Syag.g_01121
OG0000750	Prau.g_01217	Syag.g_01120
OG0000751	Prau.g_01219	Syag.g_01114
OG0000752	Prau.g_01221	Syag.g_01112
OG0000753	Prau.g_01224	Syag.g_01109
OG0000754	Prau.g_01227	Syag.g_01103
OG0000755	Prau.g_01230	Syag.g_01092
OG0000756	Prau.g_01231	Syag.g_01091
OG0000757	Prau.g_01237	Syag.g_01084
OG0000758	Prau.g_01238	Syag.g_01083
OG0000759	Prau.g_01239	Syag.g_01082
OG0000760	Prau.g_01240	Syag.g_01081
OG0000761	Prau.g_01241	Syag.g_01080
OG0000762	Prau.g_01242	Syag.g_01078
OG0000763	Prau.g_01244	Syag.g_01076
OG0000764	Prau.g_01245	Syag.g_01075
OG0000765	Prau.g_01254	Syag.g_01056
OG0000766	Prau.g_01255	Syag.g_01055
OG0000767	Prau.g_01257	Syag.g_01053
OG0000768	Prau.g_01258	Syag.g_01052
OG0000769	Prau.g_01260	Syag.g_01047
OG0000770	Prau.g_01262	Syag.g_01043
OG0000771	Prau.g_01271, Prau.g_01496	Syag.g_00959
OG0000772	Prau.g_01346	Syag.g_02043
OG0000773	Prau.g_01361	Syag.g_01168
OG0000774	Prau.g_01363	Syag.g_01182
OG0000775	Prau.g_01366	Syag.g_01185
OG0000776	Prau.g_01367	Syag.g_01186
OG0000777	Prau.g_01368	Syag.g_01187
OG0000778	Prau.g_01369	Syag.g_01188
OG0000779	Prau.g_01373	Syag.g_01194
OG0000780	Prau.g_01374	Syag.g_01217
OG0000781	Prau.g_01377	Syag.g_01221
OG0000782	Prau.g_01378	Syag.g_01222
OG0000783	Prau.g_01379	Syag.g_01223
OG0000784	Prau.g_01380	Syag.g_01224
OG0000785	Prau.g_01382	Syag.g_01226
OG0000786	Prau.g_01384	Syag.g_01235
OG0000787	Prau.g_01385	Syag.g_01236
OG0000788	Prau.g_01396	Syag.g_00427
OG0000789	Prau.g_01399	Syag.g_00453
OG0000790	Prau.g_01414	Syag.g_01542
OG0000791	Prau.g_01416	Syag.g_01544
OG0000792	Prau.g_01417	Syag.g_01545
OG0000793	Prau.g_01420	Syag.g_01550
OG0000794	Prau.g_01421	Syag.g_01551
OG0000795	Prau.g_01422	Syag.g_01552
OG0000796	Prau.g_01426	Syag.g_01556
OG0000797	Prau.g_01427	Syag.g_01557
OG0000799	Prau.g_01510	Syag.g_01278
OG0000800	Prau.g_01511	Syag.g_01280
OG0000801	Prau.g_01512	Syag.g_01285
OG0000802	Prau.g_01514	Syag.g_01293
OG0000803	Prau.g_01516	Syag.g_01321
OG0000804	Prau.g_01517	Syag.g_01438
OG0000805	Prau.g_01519	Syag.g_01433
OG0000806	Prau.g_01521	Syag.g_01429
OG0000807	Prau.g_01522	Syag.g_01428
OG0000808	Prau.g_01523	Syag.g_01427
OG0000809	Prau.g_01526	Syag.g_01423
OG0000810	Prau.g_01527	Syag.g_01422
OG0000811	Prau.g_01534	Syag.g_01413
OG0000812	Prau.g_01536	Syag.g_01411
OG0000813	Prau.g_01537	Syag.g_01410
OG0000814	Prau.g_01539	Syag.g_01408
OG0000815	Prau.g_01540	Syag.g_01407
OG0000816	Prau.g_01542	Syag.g_01405
OG0000817	Prau.g_01543	Syag.g_01404
OG0000818	Prau.g_01548	Syag.g_01400
OG0000819	Prau.g_01549	Syag.g_01399
OG0000820	Prau.g_01550	Syag.g_01398
OG0000821	Prau.g_01554	Syag.g_01388
OG0000822	Prau.g_01555	Syag.g_01386
OG0000823	Prau.g_01556	Syag.g_01385
OG0000824	Prau.g_01559	Syag.g_01379
OG0000825	Prau.g_01560	Syag.g_01378
OG0000826	Prau.g_01561	Syag.g_01377
OG0000827	Prau.g_01562	Syag.g_01376
OG0000828	Prau.g_01565	Syag.g_01373
OG0000829	Prau.g_01566	Syag.g_01372
OG0000830	Prau.g_01567	Syag.g_01371
OG0000831	Prau.g_01569	Syag.g_01367
OG0000832	Prau.g_01575	Syag.g_01614
OG0000833	Prau.g_01583	Syag.g_01628
OG0000834	Prau.g_01584	Syag.g_01632
OG0000835	Prau.g_01585	Syag.g_01633
OG0000836	Prau.g_01586	Syag.g_01637
OG0000837	Prau.g_01587	Syag.g_01638
OG0000838	Prau.g_01589	Syag.g_01642
OG0000839	Prau.g_01590	Syag.g_01643
OG0000840	Prau.g_01591	Syag.g_01644
OG0000841	Prau.g_01592	Syag.g_01645
OG0000842	Prau.g_01593	Syag.g_01646
OG0000843	Prau.g_01594	Syag.g_01647
OG0000844	Prau.g_01595	Syag.g_01649
OG0000845	Prau.g_01596	Syag.g_01650
OG0000846	Prau.g_01597	Syag.g_01651
OG0000847	Prau.g_01598	Syag.g_01652
OG0000848	Prau.g_01599	Syag.g_01654
OG0000849	Prau.g_01600	Syag.g_01655
OG0000850	Prau.g_01602	Syag.g_01657
OG0000851	Prau.g_01603	Syag.g_01663
OG0000852	Prau.g_01604	Syag.g_01664
OG0000853	Prau.g_01608	Syag.g_01668
OG0000854	Prau.g_01610	Syag.g_01670
OG0000855	Prau.g_01611	Syag.g_01671
OG0000856	Prau.g_01626	Syag.g_00386
OG0000857	Prau.g_01652	Syag.g_00684
OG0000858	Prau.g_01726	Syag.g_01677
OG0000859	Prau.g_01727	Syag.g_01678
OG0000860	Prau.g_01734	Syag.g_01689
OG0000861	Prau.g_01735	Syag.g_01690
OG0000862	Prau.g_01736	Syag.g_01693
OG0000863	Prau.g_01738	Syag.g_01695
OG0000864	Prau.g_01739	Syag.g_01696
OG0000865	Prau.g_01740	Syag.g_01697
OG0000866	Prau.g_01741	Syag.g_01698
OG0000867	Prau.g_01742	Syag.g_01699
OG0000868	Prau.g_01743	Syag.g_01707
OG0000869	Prau.g_01747	Syag.g_01711
OG0000870	Prau.g_01752	Syag.g_01716
OG0000871	Prau.g_01753	Syag.g_01717
OG0000872	Prau.g_01754	Syag.g_01723
OG0000873	Prau.g_01757	Syag.g_01726
OG0000874	Prau.g_01760	Syag.g_01729
OG0000875	Prau.g_01761	Syag.g_01731
OG0000876	Prau.g_01762	Syag.g_01732
OG0000877	Prau.g_01764	Syag.g_01734
OG0000878	Prau.g_01765	Syag.g_01735
OG0000879	Prau.g_01766	Syag.g_02356
OG0000880	Prau.g_01767	Syag.g_01736
OG0000881	Prau.g_01771	Syag.g_01741
OG0000882	Prau.g_01776	Syag.g_01746
OG0000883	Prau.g_01777	Syag.g_01749
OG0000884	Prau.g_01779	Syag.g_01751
OG0000885	Prau.g_01780	Syag.g_01752
OG0000886	Prau.g_01781	Syag.g_01753
OG0000887	Prau.g_01782	Syag.g_01754
OG0000888	Prau.g_01784	Syag.g_01756
OG0000889	Prau.g_01786	Syag.g_01758
OG0000890	Prau.g_01787	Syag.g_01761
OG0000891	Prau.g_01788	Syag.g_01762
OG0000892	Prau.g_01790	Syag.g_01765
OG0000893	Prau.g_01794	Syag.g_02688
OG0000894	Prau.g_01796	Syag.g_02691
OG0000895	Prau.g_01799	Syag.g_02695
OG0000896	Prau.g_01800	Syag.g_02696
OG0000897	Prau.g_01802	Syag.g_02699
OG0000898	Prau.g_01803	Syag.g_02700
OG0000899	Prau.g_01804	Syag.g_02701
OG0000900	Prau.g_01805	Syag.g_02702
OG0000901	Prau.g_01808	Syag.g_02707
OG0000902	Prau.g_01810	Syag.g_02709
OG0000903	Prau.g_01813	Syag.g_02724
OG0000904	Prau.g_01815	Syag.g_02718
OG0000905	Prau.g_01820	Syag.g_02714
OG0000906	Prau.g_01821	Syag.g_02711
OG0000907	Prau.g_01827	Syag.g_02727
OG0000908	Prau.g_01830	Syag.g_02730
OG0000909	Prau.g_01831	Syag.g_02731
OG0000910	Prau.g_01832	Syag.g_02732
OG0000911	Prau.g_01834	Syag.g_02734
OG0000912	Prau.g_01835	Syag.g_02735
OG0000913	Prau.g_01836	Syag.g_02736
OG0000914	Prau.g_01837	Syag.g_02737
OG0000915	Prau.g_01838	Syag.g_02739
OG0000916	Prau.g_01839	Syag.g_02740
OG0000917	Prau.g_01840	Syag.g_02741
OG0000918	Prau.g_01841	Syag.g_02742
OG0000919	Prau.g_01842	Syag.g_02743
OG0000920	Prau.g_01843	Syag.g_02744
OG0000921	Prau.g_01844	Syag.g_02745
OG0000922	Prau.g_01845	Syag.g_02746
OG0000923	Prau.g_01849	Syag.g_02750
OG0000924	Prau.g_01850	Syag.g_02751
OG0000925	Prau.g_01851	Syag.g_02752
OG0000926	Prau.g_01852	Syag.g_02753
OG0000927	Prau.g_01854	Syag.g_02755
OG0000928	Prau.g_01855	Syag.g_02756
OG0000929	Prau.g_01856	Syag.g_02757
OG0000930	Prau.g_01857	Syag.g_02758
OG0000931	Prau.g_01858	Syag.g_02759
OG0000932	Prau.g_01859	Syag.g_02760
OG0000933	Prau.g_01863	Syag.g_02766
OG0000934	Prau.g_01865	Syag.g_02768
OG0000935	Prau.g_01866	Syag.g_02769
OG0000936	Prau.g_01867	Syag.g_02770
OG0000937	Prau.g_01868	Syag.g_02771
OG0000938	Prau.g_01870	Syag.g_02774
OG0000939	Prau.g_01871	Syag.g_02775
OG0000940	Prau.g_01878	Syag.g_02783
OG0000941	Prau.g_01880	Syag.g_02785
OG0000942	Prau.g_01882	Syag.g_02787
OG0000943	Prau.g_01883	Syag.g_02788
OG0000944	Prau.g_01884	Syag.g_02790
OG0000945	Prau.g_01885	Syag.g_02792
OG0000946	Prau.g_01889	Syag.g_02797
OG0000947	Prau.g_01891	Syag.g_02801
OG0000948	Prau.g_01892	Syag.g_02802
OG0000949	Prau.g_01895	Syag.g_02449
OG0000950	Prau.g_01900	Syag.g_02436
OG0000951	Prau.g_01904	Syag.g_02431
OG0000952	Prau.g_01908	Syag.g_02423
OG0000953	Prau.g_01911	Syag.g_02415
OG0000954	Prau.g_01915	Syag.g_02409
OG0000955	Prau.g_01916	Syag.g_02408
OG0000956	Prau.g_01918	Syag.g_02406
OG0000957	Prau.g_01923	Syag.g_02395
OG0000958	Prau.g_01924	Syag.g_02394
OG0000959	Prau.g_01928	Syag.g_02389
OG0000960	Prau.g_01929	Syag.g_02388
OG0000961	Prau.g_01931	Syag.g_02379
OG0000962	Prau.g_01933	Syag.g_02377
OG0000963	Prau.g_01937	Syag.g_02372
OG0000964	Prau.g_01938	Syag.g_02371
OG0000965	Prau.g_01939	Syag.g_02370
OG0000966	Prau.g_01946	Syag.g_02362
OG0000967	Prau.g_01951	Syag.g_02358
OG0000968	Prau.g_01953	Syag.g_02355
OG0000969	Prau.g_01954	Syag.g_02354
OG0000970	Prau.g_01955	Syag.g_02353
OG0000971	Prau.g_01956	Syag.g_02348
OG0000972	Prau.g_01957	Syag.g_02347
OG0000973	Prau.g_01958	Syag.g_02346
OG0000974	Prau.g_01959	Syag.g_02345
OG0000975	Prau.g_01960	Syag.g_02344
OG0000976	Prau.g_01961	Syag.g_02343
OG0000977	Prau.g_01962	Syag.g_02340
OG0000978	Prau.g_01963	Syag.g_02338
OG0000979	Prau.g_01966	Syag.g_02335
OG0000980	Prau.g_01968	Syag.g_02332
OG0000981	Prau.g_01970	Syag.g_02329
OG0000982	Prau.g_01972	Syag.g_02127
OG0000983	Prau.g_01973	Syag.g_02128
OG0000984	Prau.g_01974	Syag.g_02129
OG0000985	Prau.g_01977	Syag.g_02133
OG0000986	Prau.g_01979	Syag.g_02138
OG0000987	Prau.g_01980	Syag.g_02140
OG0000988	Prau.g_01983	Syag.g_02145
OG0000989	Prau.g_01986	Syag.g_02156
OG0000990	Prau.g_01989	Syag.g_02169
OG0000991	Prau.g_01990	Syag.g_02174
OG0000992	Prau.g_01992	Syag.g_02177
OG0000993	Prau.g_01993	Syag.g_02178
OG0000994	Prau.g_01994	Syag.g_02181
OG0000995	Prau.g_01998	Syag.g_02187
OG0000996	Prau.g_01999	Syag.g_02229
OG0000997	Prau.g_02000	Syag.g_02239
OG0000998	Prau.g_02002	Syag.g_02241
OG0000999	Prau.g_02003	Syag.g_02242
OG0001000	Prau.g_02006	Syag.g_02246
OG0001001	Prau.g_02008	Syag.g_02251
OG0001002	Prau.g_02012	Syag.g_02258
OG0001003	Prau.g_02014	Syag.g_02260
OG0001004	Prau.g_02015	Syag.g_02261
OG0001005	Prau.g_02016	Syag.g_02263
OG0001006	Prau.g_02020	Syag.g_02270
OG0001007	Prau.g_02022	Syag.g_02272
OG0001008	Prau.g_00478	Syag.g_00034
OG0001009	Prau.g_00027	Syag.g_02304
OG0001010	Prau.g_00028	Syag.g_02305
OG0001011	Prau.g_00029	Syag.g_02307
OG0001012	Prau.g_00050	Syag.g_02123
OG0001013	Prau.g_00056	Syag.g_02098
OG0001014	Prau.g_00059	Syag.g_02084
OG0001015	Prau.g_00060	Syag.g_02083
OG0001016	Prau.g_00074	Syag.g_01824
OG0001017	Prau.g_00078	Syag.g_01830
OG0001018	Prau.g_00081	Syag.g_01832
OG0001019	Prau.g_00090	Syag.g_01854
OG0001020	Prau.g_00091	Syag.g_01861
OG0001021	Prau.g_00092	Syag.g_01865
OG0001022	Prau.g_00095	Syag.g_01870
OG0001023	Prau.g_00096	Syag.g_01871
OG0001024	Prau.g_00099	Syag.g_01875
OG0001025	Prau.g_00105	Syag.g_01882
OG0001026	Prau.g_00112	Syag.g_01894
OG0001027	Prau.g_00113	Syag.g_01902
OG0001028	Prau.g_00115	Syag.g_01904
OG0001029	Prau.g_00116	Syag.g_01906
OG0001030	Prau.g_00131	Syag.g_01927
OG0001031	Prau.g_00187	Syag.g_02000
OG0001032	Prau.g_00188	Syag.g_02005
OG0001033	Prau.g_00209	Syag.g_02048
OG0001034	Prau.g_00237	Syag.g_01784
OG0001035	Prau.g_00256	Syag.g_02635
OG0001036	Prau.g_00261	Syag.g_02630
OG0001037	Prau.g_00262	Syag.g_02628
OG0001038	Prau.g_00280	Syag.g_02600
OG0001039	Prau.g_00283	Syag.g_02597
OG0001040	Prau.g_00285	Syag.g_02594
OG0001041	Prau.g_00289	Syag.g_02589
OG0001042	Prau.g_00306	Syag.g_02564
OG0001043	Prau.g_00307	Syag.g_02560
OG0001044	Prau.g_00335	Syag.g_02842
OG0001045	Prau.g_00344	Syag.g_02856
OG0001046	Prau.g_00382	Syag.g_00836
OG0001047	Prau.g_00480	Syag.g_00036
OG0001048	Prau.g_00481	Syag.g_00037
OG0001049	Prau.g_00483	Syag.g_00040
OG0001050	Prau.g_00484	Syag.g_00041
OG0001051	Prau.g_00485	Syag.g_00042
OG0001052	Prau.g_00512	Syag.g_01352
OG0001053	Prau.g_00524	Syag.g_01525
OG0001054	Prau.g_00539	Syag.g_01506
OG0001055	Prau.g_00558	Syag.g_01485
OG0001056	Prau.g_00576	Syag.g_01449
OG0001057	Prau.g_00581	Syag.g_01241
OG0001058	Prau.g_00589	Syag.g_00271
OG0001059	Prau.g_00593	Syag.g_00275
OG0001060	Prau.g_00600	Syag.g_00282
OG0001061	Prau.g_00613	Syag.g_00302
OG0001062	Prau.g_00615	Syag.g_00304
OG0001063	Prau.g_00617	Syag.g_00310
OG0001064	Prau.g_00618	Syag.g_00311
OG0001065	Prau.g_00619	Syag.g_00312
OG0001066	Prau.g_00620	Syag.g_00313
OG0001067	Prau.g_00621	Syag.g_00314
OG0001068	Prau.g_00622	Syag.g_00315
OG0001069	Prau.g_00623	Syag.g_00317
OG0001070	Prau.g_00626	Syag.g_00321
OG0001071	Prau.g_00627	Syag.g_00322
OG0001072	Prau.g_00628	Syag.g_00327
OG0001073	Prau.g_00642	Syag.g_00342
OG0001074	Prau.g_00653	Syag.g_00467
OG0001075	Prau.g_00654	Syag.g_00362
OG0001076	Prau.g_00664	Syag.g_00378
OG0001077	Prau.g_00668	Syag.g_00388
OG0001078	Prau.g_00676	Syag.g_00411
OG0001079	Prau.g_00687	Syag.g_00428
OG0001080	Prau.g_00693	Syag.g_00495
OG0001081	Prau.g_00695	Syag.g_00551
OG0001082	Prau.g_00696	Syag.g_00552
OG0001083	Prau.g_00701	Syag.g_00565
OG0001084	Prau.g_00702	Syag.g_00569
OG0001085	Prau.g_00710	Syag.g_00592
OG0001086	Prau.g_00711	Syag.g_00594
OG0001087	Prau.g_00728	Syag.g_01018
OG0001088	Prau.g_00729	Syag.g_01016
OG0001089	Prau.g_00737	Syag.g_00986
OG0001090	Prau.g_00756	Syag.g_00922
OG0001091	Prau.g_00758	Syag.g_00919
OG0001092	Prau.g_00759	Syag.g_00917
OG0001093	Prau.g_00764	Syag.g_00910
OG0001094	Prau.g_00848	Syag.g_00661
OG0001095	Prau.g_00867	Syag.g_00681
OG0001096	Prau.g_00880	Syag.g_00703
OG0001097	Prau.g_00898	Syag.g_00729
OG0001098	Prau.g_00914	Syag.g_00744
OG0001099	Prau.g_00946	Syag.g_01905
OG0001101	Prau.g_00952	Syag.g_00603
OG0001102	Prau.g_00954	Syag.g_00606
OG0001104	Prau.g_00978	Syag.g_00642
OG0001105	Prau.g_00982	Syag.g_00646
OG0001106	Prau.g_01006	Syag.g_00796
OG0001107	Prau.g_01013	Syag.g_00808
OG0001108	Prau.g_01017	Syag.g_00817
OG0001109	Prau.g_01018	Syag.g_00819
OG0001110	Prau.g_01020	Syag.g_00821
OG0001111	Prau.g_01021	Syag.g_00823
OG0001112	Prau.g_01022	Syag.g_00825
OG0001113	Prau.g_01023	Syag.g_00826
OG0001114	Prau.g_01024	Syag.g_00827
OG0001115	Prau.g_01026	Syag.g_00831
OG0001116	Prau.g_01027	Syag.g_00833
OG0001117	Prau.g_01028	Syag.g_00834
OG0001118	Prau.g_01029	Syag.g_00835
OG0001119	Prau.g_01030	Syag.g_00837
OG0001120	Prau.g_01032	Syag.g_00841
OG0001121	Prau.g_01172, Prau.g_01035	Syag.g_01584
OG0001122	Prau.g_01061	Syag.g_00867
OG0001123	Prau.g_01065	Syag.g_00875
OG0001124	Prau.g_01067	Syag.g_00877
OG0001125	Prau.g_01068	Syag.g_00879
OG0001126	Prau.g_01078	Syag.g_00957
OG0001127	Prau.g_01079	Syag.g_00958
OG0001128	Prau.g_01081	Syag.g_00961
OG0001129	Prau.g_01082	Syag.g_00963
OG0001130	Prau.g_01083	Syag.g_00964
OG0001131	Prau.g_01118	Syag.g_00624
OG0001132	Prau.g_01127	Syag.g_00096
OG0001133	Prau.g_01160	Syag.g_00380
OG0001134	Prau.g_01174	Syag.g_02164
OG0001135	Prau.g_01177	Syag.g_00147
OG0001136	Prau.g_01204	Syag.g_01144
OG0001137	Prau.g_01214	Syag.g_01123
OG0001138	Prau.g_01232	Syag.g_01090
OG0001139	Prau.g_01233	Syag.g_01088
OG0001140	Prau.g_01234	Syag.g_01087
OG0001141	Prau.g_01235	Syag.g_01086
OG0001142	Prau.g_01236	Syag.g_01085
OG0001143	Prau.g_01243	Syag.g_01077
OG0001144	Prau.g_01248	Syag.g_01064
OG0001145	Prau.g_01362	Syag.g_01169
OG0001146	Prau.g_01375	Syag.g_01218
OG0001147	Prau.g_01395	Syag.g_01360
OG0001148	Prau.g_01411	Syag.g_01539
OG0001149	Prau.g_01412	Syag.g_01540
OG0001150	Prau.g_01413	Syag.g_01541
OG0001151	Prau.g_01424	Syag.g_01554
OG0001152	Prau.g_01425	Syag.g_01555
OG0001153	Prau.g_01563	Syag.g_01375
OG0001154	Prau.g_01564	Syag.g_01374
OG0001155	Prau.g_01576	Syag.g_01616
OG0001156	Prau.g_01579	Syag.g_01619
OG0001157	Prau.g_01580	Syag.g_01620
OG0001158	Prau.g_01581	Syag.g_01621
OG0001159	Prau.g_01582	Syag.g_01622, Syag.g_01625
