Orthogroup	Prau	Prbk
OG0000565	Prau.g_00601	Prbk.g_01881
OG0000566	Prau.g_00603	Prbk.g_01877
OG0000567	Prau.g_00607	Prbk.g_01873
OG0000568	Prau.g_00608	Prbk.g_01871
OG0000569	Prau.g_00609	Prbk.g_01104
OG0000570	Prau.g_00610	Prbk.g_01105
OG0000571	Prau.g_00612	Prbk.g_01108
OG0000572	Prau.g_00625	Prbk.g_01124
OG0000573	Prau.g_00630	Prbk.g_01131
OG0000574	Prau.g_00631	Prbk.g_01132
OG0000575	Prau.g_00635	Prbk.g_01141
OG0000576	Prau.g_00637	Prbk.g_01143
OG0000577	Prau.g_00638	Prbk.g_01144
OG0000578	Prau.g_00639	Prbk.g_01145
OG0000579	Prau.g_00640	Prbk.g_01146
OG0000580	Prau.g_00641	Prbk.g_01147
OG0000581	Prau.g_00643	Prbk.g_01151
OG0000582	Prau.g_00646	Prbk.g_01155
OG0000583	Prau.g_00647	Prbk.g_01156
OG0000584	Prau.g_00648	Prbk.g_01157
OG0000585	Prau.g_00650	Prbk.g_01159
OG0000586	Prau.g_00651	Prbk.g_01161
OG0000587	Prau.g_00652	Prbk.g_01163
OG0000588	Prau.g_00656	Prbk.g_02605
OG0000589	Prau.g_00661	Prbk.g_02608
OG0000590	Prau.g_00662	Prbk.g_02609
OG0000591	Prau.g_00665	Prbk.g_02616
OG0000592	Prau.g_00666	Prbk.g_02617
OG0000593	Prau.g_00672	Prbk.g_02627
OG0000594	Prau.g_00673	Prbk.g_02628
OG0000595	Prau.g_00674	Prbk.g_02629
OG0000596	Prau.g_00678	Prbk.g_02634
OG0000597	Prau.g_00680	Prbk.g_02637
OG0000598	Prau.g_00681	Prbk.g_02638
OG0000599	Prau.g_00684	Prbk.g_02648
OG0000600	Prau.g_00685	Prbk.g_02649
OG0000601	Prau.g_00686	Prbk.g_02650
OG0000602	Prau.g_00688	Prbk.g_02654
OG0000603	Prau.g_00689	Prbk.g_02655
OG0000604	Prau.g_00690	Prbk.g_02656
OG0000605	Prau.g_00691	Prbk.g_00740
OG0000606	Prau.g_00694	Prbk.g_00729
OG0000607	Prau.g_00697	Prbk.g_00726
OG0000608	Prau.g_00698	Prbk.g_00725
OG0000609	Prau.g_00699	Prbk.g_00723
OG0000610	Prau.g_00704	Prbk.g_00715
OG0000611	Prau.g_00707	Prbk.g_00712
OG0000612	Prau.g_00708	Prbk.g_00711
OG0000613	Prau.g_00713	Prbk.g_00478
OG0000614	Prau.g_00732	Prbk.g_01802
OG0000615	Prau.g_00740	Prbk.g_02429
OG0000616	Prau.g_00744	Prbk.g_02262
OG0000617	Prau.g_00761	Prbk.g_00613
OG0000618	Prau.g_00762	Prbk.g_00612
OG0000619	Prau.g_00763	Prbk.g_00611
OG0000620	Prau.g_00766	Prbk.g_00607
OG0000621	Prau.g_00767	Prbk.g_00606
OG0000622	Prau.g_00768	Prbk.g_00605
OG0000623	Prau.g_00769	Prbk.g_00604
OG0000624	Prau.g_00770	Prbk.g_00603
OG0000625	Prau.g_00771	Prbk.g_00602
OG0000626	Prau.g_00772	Prbk.g_00601
OG0000627	Prau.g_00773	Prbk.g_02376
OG0000628	Prau.g_00774	Prbk.g_02375
OG0000629	Prau.g_00775	Prbk.g_02372
OG0000630	Prau.g_00778	Prbk.g_02368
OG0000631	Prau.g_00845	Prbk.g_02362
OG0000632	Prau.g_00846	Prbk.g_02361
OG0000633	Prau.g_00847	Prbk.g_02360
OG0000634	Prau.g_00850	Prbk.g_02464
OG0000635	Prau.g_00851	Prbk.g_02465
OG0000636	Prau.g_00853	Prbk.g_02467
OG0000637	Prau.g_00855	Prbk.g_02469
OG0000638	Prau.g_00856	Prbk.g_02470
OG0000639	Prau.g_00857	Prbk.g_02471
OG0000640	Prau.g_00858	Prbk.g_02472
OG0000641	Prau.g_00862	Prbk.g_02476
OG0000642	Prau.g_00863	Prbk.g_02477
OG0000643	Prau.g_00864	Prbk.g_02478
OG0000644	Prau.g_00865	Prbk.g_02479
OG0000645	Prau.g_00866	Prbk.g_02480
OG0000646	Prau.g_00868	Prbk.g_02483
OG0000647	Prau.g_00869	Prbk.g_02486
OG0000648	Prau.g_00871	Prbk.g_02488
OG0000649	Prau.g_00872	Prbk.g_02489
OG0000650	Prau.g_00873	Prbk.g_02490
OG0000651	Prau.g_00874	Prbk.g_02491
OG0000652	Prau.g_00875	Prbk.g_02492
OG0000653	Prau.g_00877	Prbk.g_02494
OG0000654	Prau.g_00878	Prbk.g_02495
OG0000655	Prau.g_00879	Prbk.g_02496
OG0000656	Prau.g_00882	Prbk.g_02499
OG0000657	Prau.g_00889	Prbk.g_02532
OG0000658	Prau.g_00890	Prbk.g_02534
OG0000659	Prau.g_00891	Prbk.g_02535
OG0000660	Prau.g_00895	Prbk.g_02539
OG0000661	Prau.g_00897	Prbk.g_02541
OG0000662	Prau.g_00899	Prbk.g_02543
OG0000663	Prau.g_00902	Prbk.g_02546
OG0000664	Prau.g_00903	Prbk.g_02547
OG0000665	Prau.g_00907	Prbk.g_02560
OG0000666	Prau.g_00908	Prbk.g_02563
OG0000667	Prau.g_00912	Prbk.g_02570
OG0000668	Prau.g_00942	Prbk.g_00582
OG0000669	Prau.g_00949	Prbk.g_02580
OG0000670	Prau.g_00951	Prbk.g_01662
OG0000671	Prau.g_00953	Prbk.g_02391
OG0000672	Prau.g_00955	Prbk.g_02394
OG0000673	Prau.g_00957	Prbk.g_02397
OG0000674	Prau.g_00959	Prbk.g_02399
OG0000675	Prau.g_00960	Prbk.g_02400
OG0000676	Prau.g_00962	Prbk.g_02408
OG0000677	Prau.g_00963	Prbk.g_02410
OG0000678	Prau.g_00965	Prbk.g_02415
OG0000679	Prau.g_00969	Prbk.g_02435
OG0000680	Prau.g_00970	Prbk.g_02436
OG0000681	Prau.g_00973	Prbk.g_02438
OG0000682	Prau.g_00974	Prbk.g_02439
OG0000683	Prau.g_00975	Prbk.g_02440
OG0000684	Prau.g_00977	Prbk.g_02453
OG0000685	Prau.g_00979	Prbk.g_02451
OG0000686	Prau.g_00980	Prbk.g_02450
OG0000687	Prau.g_00981	Prbk.g_02449
OG0000688	Prau.g_00984	Prbk.g_02455
OG0000689	Prau.g_00985	Prbk.g_02456
OG0000690	Prau.g_00986	Prbk.g_02457
OG0000691	Prau.g_00987	Prbk.g_02458
OG0000692	Prau.g_00989	Prbk.g_02459
OG0000693	Prau.g_00990	Prbk.g_02460
OG0000694	Prau.g_00991	Prbk.g_02461
OG0000695	Prau.g_00993	Prbk.g_02358
OG0000696	Prau.g_00994	Prbk.g_02357
OG0000697	Prau.g_00995	Prbk.g_02355
OG0000698	Prau.g_00998	Prbk.g_02352
OG0000699	Prau.g_00999	Prbk.g_02350
OG0000700	Prau.g_01000	Prbk.g_02349
OG0000701	Prau.g_01001	Prbk.g_02348
OG0000702	Prau.g_01003	Prbk.g_02340
OG0000703	Prau.g_01004	Prbk.g_02339
OG0000704	Prau.g_01005	Prbk.g_02337
OG0000705	Prau.g_01009	Prbk.g_02331
OG0000706	Prau.g_01010	Prbk.g_02330
OG0000707	Prau.g_01011	Prbk.g_02329
OG0000708	Prau.g_01012	Prbk.g_02327
OG0000709	Prau.g_01016	Prbk.g_02320
OG0000710	Prau.g_01019	Prbk.g_02316
OG0000711	Prau.g_01036	Prbk.g_02293
OG0000712	Prau.g_01038	Prbk.g_02292
OG0000713	Prau.g_01039	Prbk.g_00562
OG0000714	Prau.g_01040	Prbk.g_00566
OG0000715	Prau.g_01042	Prbk.g_00568
OG0000716	Prau.g_01044	Prbk.g_00572
OG0000717	Prau.g_01045	Prbk.g_00573
OG0000718	Prau.g_01058	Prbk.g_00578
OG0000719	Prau.g_01060	Prbk.g_00580
OG0000720	Prau.g_01069	Prbk.g_00593
OG0000721	Prau.g_01071	Prbk.g_00594
OG0000722	Prau.g_01072	Prbk.g_00595
OG0000723	Prau.g_01075	Prbk.g_00599
OG0000724	Prau.g_01084	Prbk.g_00061
OG0000725	Prau.g_01090	Prbk.g_00054
OG0000726	Prau.g_01091	Prbk.g_00053
OG0000727	Prau.g_01092	Prbk.g_00052
OG0000728	Prau.g_01094	Prbk.g_00051
OG0000729	Prau.g_01138	Prbk.g_01531
OG0000730	Prau.g_01142	Prbk.g_00869
OG0000731	Prau.g_01146	Prbk.g_00879
OG0000732	Prau.g_01155	Prbk.g_01601
OG0000733	Prau.g_01175	Prbk.g_02202
OG0000734	Prau.g_01192	Prbk.g_00004
OG0000735	Prau.g_01194	Prbk.g_01037
OG0000736	Prau.g_01195	Prbk.g_01036
OG0000737	Prau.g_01196	Prbk.g_01035
OG0000738	Prau.g_01200	Prbk.g_01028
OG0000739	Prau.g_01201	Prbk.g_01026
OG0000740	Prau.g_01202	Prbk.g_01025
OG0000741	Prau.g_01203	Prbk.g_01022
OG0000742	Prau.g_01205	Prbk.g_01020
OG0000743	Prau.g_01207	Prbk.g_01018
OG0000744	Prau.g_01208	Prbk.g_01017
OG0000745	Prau.g_01209	Prbk.g_00141
OG0000746	Prau.g_01211	Prbk.g_00143
OG0000747	Prau.g_01212	Prbk.g_00144
OG0000748	Prau.g_01215	Prbk.g_00156
OG0000749	Prau.g_01216	Prbk.g_00157
OG0000750	Prau.g_01217	Prbk.g_00158
OG0000751	Prau.g_01219	Prbk.g_00105
OG0000752	Prau.g_01221	Prbk.g_00103
OG0000753	Prau.g_01224	Prbk.g_00100
OG0000754	Prau.g_01227	Prbk.g_01501
OG0000755	Prau.g_01230	Prbk.g_00139
OG0000756	Prau.g_01231	Prbk.g_00138
OG0000757	Prau.g_01237	Prbk.g_00131
OG0000758	Prau.g_01238	Prbk.g_00130
OG0000759	Prau.g_01239	Prbk.g_00129
OG0000760	Prau.g_01240	Prbk.g_00128
OG0000761	Prau.g_01241	Prbk.g_00127
OG0000762	Prau.g_01242	Prbk.g_01503
OG0000763	Prau.g_01244	Prbk.g_01505
OG0000764	Prau.g_01245	Prbk.g_01506
OG0000765	Prau.g_01254	Prbk.g_00178
OG0000766	Prau.g_01255	Prbk.g_00177
OG0000767	Prau.g_01257	Prbk.g_00175
OG0000768	Prau.g_01258	Prbk.g_00174
OG0000769	Prau.g_01260	Prbk.g_00098
OG0000770	Prau.g_01262	Prbk.g_00122
OG0000771	Prau.g_01271, Prau.g_01496	Prbk.g_00066
OG0000772	Prau.g_01346	Prbk.g_02011
OG0000773	Prau.g_01361	Prbk.g_00162
OG0000774	Prau.g_01363	Prbk.g_01192
OG0000775	Prau.g_01366	Prbk.g_01190
OG0000776	Prau.g_01367	Prbk.g_01189
OG0000777	Prau.g_01368	Prbk.g_01188
OG0000778	Prau.g_01369	Prbk.g_01187
OG0000779	Prau.g_01373	Prbk.g_01182
OG0000780	Prau.g_01374	Prbk.g_01179
OG0000781	Prau.g_01377	Prbk.g_01175
OG0000782	Prau.g_01378	Prbk.g_01174
OG0000783	Prau.g_01379	Prbk.g_01173
OG0000784	Prau.g_01380	Prbk.g_01172
OG0000785	Prau.g_01382	Prbk.g_01170
OG0000786	Prau.g_01384	Prbk.g_01167
OG0000787	Prau.g_01385	Prbk.g_01166
OG0000788	Prau.g_01396	Prbk.g_00334
OG0000789	Prau.g_01399	Prbk.g_01691
OG0000790	Prau.g_01414	Prbk.g_02048
OG0000791	Prau.g_01416	Prbk.g_02046
OG0000792	Prau.g_01417	Prbk.g_02045
OG0000793	Prau.g_01420	Prbk.g_02041
OG0000794	Prau.g_01421	Prbk.g_02040
OG0000795	Prau.g_01422	Prbk.g_02039
OG0000796	Prau.g_01426	Prbk.g_02035
OG0000797	Prau.g_01427	Prbk.g_02034
OG0000799	Prau.g_01510	Prbk.g_01929
OG0000800	Prau.g_01511	Prbk.g_01930
OG0000801	Prau.g_01512	Prbk.g_01931
OG0000802	Prau.g_01514	Prbk.g_01938
OG0000803	Prau.g_01516	Prbk.g_00244
OG0000804	Prau.g_01517	Prbk.g_00246
OG0000805	Prau.g_01519	Prbk.g_00248
OG0000806	Prau.g_01521	Prbk.g_00250
OG0000807	Prau.g_01522	Prbk.g_00252
OG0000808	Prau.g_01523	Prbk.g_00253
OG0000809	Prau.g_01526	Prbk.g_00257
OG0000810	Prau.g_01527	Prbk.g_00258
OG0000811	Prau.g_01534	Prbk.g_00270
OG0000812	Prau.g_01536	Prbk.g_00272
OG0000813	Prau.g_01537	Prbk.g_00273
OG0000814	Prau.g_01539	Prbk.g_00275
OG0000815	Prau.g_01540	Prbk.g_00276
OG0000816	Prau.g_01542	Prbk.g_00278
OG0000817	Prau.g_01543	Prbk.g_00279
OG0000818	Prau.g_01548	Prbk.g_01237
OG0000819	Prau.g_01549	Prbk.g_01236
OG0000820	Prau.g_01550	Prbk.g_01235
OG0000821	Prau.g_01554	Prbk.g_01228
OG0000822	Prau.g_01555	Prbk.g_01226
OG0000823	Prau.g_01556	Prbk.g_01225
OG0000824	Prau.g_01559	Prbk.g_01221
OG0000825	Prau.g_01560	Prbk.g_01220
OG0000826	Prau.g_01561	Prbk.g_01219
OG0000827	Prau.g_01562	Prbk.g_01218
OG0000828	Prau.g_01565	Prbk.g_01215
OG0000829	Prau.g_01566	Prbk.g_01214
OG0000830	Prau.g_01567	Prbk.g_01213
OG0000831	Prau.g_01569	Prbk.g_01211
OG0000832	Prau.g_01575	Prbk.g_02006
OG0000833	Prau.g_01583	Prbk.g_01998
OG0000834	Prau.g_01584	Prbk.g_01997
OG0000835	Prau.g_01585	Prbk.g_01996
OG0000836	Prau.g_01586	Prbk.g_01994
OG0000837	Prau.g_01587	Prbk.g_01993
OG0000838	Prau.g_01589	Prbk.g_01990
OG0000839	Prau.g_01590	Prbk.g_01989
OG0000840	Prau.g_01591	Prbk.g_01988
OG0000841	Prau.g_01592	Prbk.g_01987
OG0000842	Prau.g_01593	Prbk.g_01986
OG0000843	Prau.g_01594	Prbk.g_01985
OG0000844	Prau.g_01595	Prbk.g_01983
OG0000845	Prau.g_01596	Prbk.g_01982
OG0000846	Prau.g_01597	Prbk.g_01981
OG0000847	Prau.g_01598	Prbk.g_01980
OG0000848	Prau.g_01599	Prbk.g_01979
OG0000849	Prau.g_01600	Prbk.g_01978
OG0000850	Prau.g_01602	Prbk.g_01977
OG0000851	Prau.g_01603	Prbk.g_00937
OG0000852	Prau.g_01604	Prbk.g_00936
OG0000853	Prau.g_01608	Prbk.g_00932
OG0000854	Prau.g_01610	Prbk.g_00930
OG0000855	Prau.g_01611	Prbk.g_00929
OG0000856	Prau.g_01626	Prbk.g_02619
OG0000857	Prau.g_01652	Prbk.g_02485
OG0000858	Prau.g_01726	Prbk.g_00918
OG0000859	Prau.g_01727	Prbk.g_00917
OG0000860	Prau.g_01734	Prbk.g_00905
OG0000861	Prau.g_01735	Prbk.g_00904
OG0000862	Prau.g_01736	Prbk.g_00902
OG0000863	Prau.g_01738	Prbk.g_01451
OG0000864	Prau.g_01739	Prbk.g_01450
OG0000865	Prau.g_01740	Prbk.g_01449
OG0000866	Prau.g_01741	Prbk.g_01448
OG0000867	Prau.g_01742	Prbk.g_01447
OG0000868	Prau.g_01743	Prbk.g_01445
OG0000869	Prau.g_01747	Prbk.g_01442
OG0000870	Prau.g_01752	Prbk.g_01437
OG0000871	Prau.g_01753	Prbk.g_01436
OG0000872	Prau.g_01754	Prbk.g_01434
OG0000873	Prau.g_01757	Prbk.g_01431
OG0000874	Prau.g_01760	Prbk.g_01427
OG0000875	Prau.g_01761	Prbk.g_01426
OG0000876	Prau.g_01762	Prbk.g_01425
OG0000877	Prau.g_01764	Prbk.g_01422
OG0000878	Prau.g_01765	Prbk.g_01421
OG0000879	Prau.g_01766	Prbk.g_01420
OG0000880	Prau.g_01767	Prbk.g_01419
OG0000881	Prau.g_01771	Prbk.g_01414
OG0000882	Prau.g_01776	Prbk.g_01409
OG0000883	Prau.g_01777	Prbk.g_01407
OG0000884	Prau.g_01779	Prbk.g_01405
OG0000885	Prau.g_01780	Prbk.g_01404
OG0000886	Prau.g_01781	Prbk.g_01403
OG0000887	Prau.g_01782	Prbk.g_01402
OG0000888	Prau.g_01784	Prbk.g_01400
OG0000889	Prau.g_01786	Prbk.g_01398
OG0000890	Prau.g_01787	Prbk.g_01384
OG0000891	Prau.g_01788	Prbk.g_01383
OG0000892	Prau.g_01790	Prbk.g_01381
OG0000893	Prau.g_01794	Prbk.g_01901
OG0000894	Prau.g_01796	Prbk.g_01905
OG0000895	Prau.g_01799	Prbk.g_01910
OG0000896	Prau.g_01800	Prbk.g_01911
OG0000897	Prau.g_01802	Prbk.g_01913
OG0000898	Prau.g_01803	Prbk.g_01914
OG0000899	Prau.g_01804	Prbk.g_01915
OG0000900	Prau.g_01805	Prbk.g_01916
OG0000901	Prau.g_01808	Prbk.g_01920
OG0000902	Prau.g_01810	Prbk.g_01922
OG0000903	Prau.g_01813	Prbk.g_00990
OG0000904	Prau.g_01815	Prbk.g_00995
OG0000905	Prau.g_01820	Prbk.g_00997
OG0000906	Prau.g_01821	Prbk.g_01926
OG0000907	Prau.g_01827	Prbk.g_00988
OG0000908	Prau.g_01830	Prbk.g_00985
OG0000909	Prau.g_01831	Prbk.g_00984
OG0000910	Prau.g_01832	Prbk.g_00983
OG0000911	Prau.g_01834	Prbk.g_00981
OG0000912	Prau.g_01835	Prbk.g_00980
OG0000913	Prau.g_01836	Prbk.g_00979
OG0000914	Prau.g_01837	Prbk.g_00978
OG0000915	Prau.g_01838	Prbk.g_00977
OG0000916	Prau.g_01839	Prbk.g_00976
OG0000917	Prau.g_01840	Prbk.g_00975
OG0000918	Prau.g_01841	Prbk.g_00974
OG0000919	Prau.g_01842	Prbk.g_00973
OG0000920	Prau.g_01843	Prbk.g_00972
OG0000921	Prau.g_01844	Prbk.g_00971
OG0000922	Prau.g_01845	Prbk.g_00970
OG0000923	Prau.g_01849	Prbk.g_00966
OG0000924	Prau.g_01850	Prbk.g_00965
OG0000925	Prau.g_01851	Prbk.g_00964
OG0000926	Prau.g_01852	Prbk.g_00963
OG0000927	Prau.g_01854	Prbk.g_00961
OG0000928	Prau.g_01855	Prbk.g_00960
OG0000929	Prau.g_01856	Prbk.g_00959
OG0000930	Prau.g_01857	Prbk.g_00958
OG0000931	Prau.g_01858	Prbk.g_00957
OG0000932	Prau.g_01859	Prbk.g_00956
OG0000933	Prau.g_01863	Prbk.g_00951
OG0000934	Prau.g_01865	Prbk.g_00949
OG0000935	Prau.g_01866	Prbk.g_00948
OG0000936	Prau.g_01867	Prbk.g_00947
OG0000937	Prau.g_01868	Prbk.g_00946
OG0000938	Prau.g_01870	Prbk.g_00797
OG0000939	Prau.g_01871	Prbk.g_00798
OG0000940	Prau.g_01878	Prbk.g_00807
OG0000941	Prau.g_01880	Prbk.g_00809
OG0000942	Prau.g_01882	Prbk.g_00811
OG0000943	Prau.g_01883	Prbk.g_00812
OG0000944	Prau.g_01884	Prbk.g_00814
OG0000945	Prau.g_01885	Prbk.g_00816
OG0000946	Prau.g_01889	Prbk.g_00844
OG0000947	Prau.g_01891	Prbk.g_00847
OG0000948	Prau.g_01892	Prbk.g_00848
OG0000949	Prau.g_01895	Prbk.g_00851
OG0000950	Prau.g_01900	Prbk.g_00513
OG0000951	Prau.g_01904	Prbk.g_00518
OG0000952	Prau.g_01908	Prbk.g_00525
OG0000953	Prau.g_01911	Prbk.g_00529
OG0000954	Prau.g_01915	Prbk.g_00216
OG0000955	Prau.g_01916	Prbk.g_00217
OG0000956	Prau.g_01918	Prbk.g_00219
OG0000957	Prau.g_01923	Prbk.g_00235
OG0000958	Prau.g_01924	Prbk.g_00236
OG0000959	Prau.g_01928	Prbk.g_01482
OG0000960	Prau.g_01929	Prbk.g_01483
OG0000961	Prau.g_01931	Prbk.g_01494
OG0000962	Prau.g_01933	Prbk.g_01530
OG0000963	Prau.g_01937	Prbk.g_01535
OG0000964	Prau.g_01938	Prbk.g_01536
OG0000965	Prau.g_01939	Prbk.g_01537
OG0000966	Prau.g_01946	Prbk.g_01571
OG0000967	Prau.g_01951	Prbk.g_01577
OG0000968	Prau.g_01953	Prbk.g_01580
OG0000969	Prau.g_01954	Prbk.g_01582
OG0000970	Prau.g_01955	Prbk.g_01583
OG0000971	Prau.g_01956	Prbk.g_01585
OG0000972	Prau.g_01957	Prbk.g_01586
OG0000973	Prau.g_01958	Prbk.g_01587
OG0000974	Prau.g_01959	Prbk.g_01588
OG0000975	Prau.g_01960	Prbk.g_01589
OG0000976	Prau.g_01961	Prbk.g_01590
OG0000977	Prau.g_01962	Prbk.g_01592
OG0000978	Prau.g_01963	Prbk.g_01593
OG0000979	Prau.g_01966	Prbk.g_01596
OG0000980	Prau.g_01968	Prbk.g_01600
OG0000981	Prau.g_01970	Prbk.g_01603
OG0000982	Prau.g_01972	Prbk.g_02161
OG0000983	Prau.g_01973	Prbk.g_02162
OG0000984	Prau.g_01974	Prbk.g_02163
OG0000985	Prau.g_01977	Prbk.g_02167
OG0000986	Prau.g_01979	Prbk.g_02169
OG0000987	Prau.g_01980	Prbk.g_02171
OG0000988	Prau.g_01983	Prbk.g_02175
OG0000989	Prau.g_01986	Prbk.g_02185
OG0000990	Prau.g_01989	Prbk.g_02207
OG0000991	Prau.g_01990	Prbk.g_02210
OG0000992	Prau.g_01992	Prbk.g_02213
OG0000993	Prau.g_01993	Prbk.g_02214
OG0000994	Prau.g_01994	Prbk.g_02217
OG0000995	Prau.g_01998	Prbk.g_02226
OG0000996	Prau.g_01999	Prbk.g_02239
OG0000997	Prau.g_02000	Prbk.g_02248
OG0000998	Prau.g_02002	Prbk.g_02250
OG0000999	Prau.g_02003	Prbk.g_02251
OG0001000	Prau.g_02006	Prbk.g_02254
OG0001001	Prau.g_02008	Prbk.g_02258
OG0001002	Prau.g_02012	Prbk.g_02265
OG0001003	Prau.g_02014	Prbk.g_02267
OG0001004	Prau.g_02015	Prbk.g_02268
OG0001005	Prau.g_02016	Prbk.g_02270
OG0001006	Prau.g_02020	Prbk.g_02276
OG0001007	Prau.g_02022	Prbk.g_02278
OG0001008	Prau.g_00478	Prbk.g_00327
OG0001009	Prau.g_00027	Prbk.g_01622
OG0001010	Prau.g_00028	Prbk.g_01621
OG0001011	Prau.g_00029	Prbk.g_01619
OG0001012	Prau.g_00050	Prbk.g_02158
OG0001013	Prau.g_00056	Prbk.g_02133
OG0001014	Prau.g_00059	Prbk.g_02124
OG0001015	Prau.g_00060	Prbk.g_02123
OG0001016	Prau.g_00074	Prbk.g_01315
OG0001017	Prau.g_00078	Prbk.g_01309
OG0001018	Prau.g_00081	Prbk.g_01307
OG0001019	Prau.g_00090	Prbk.g_01294
OG0001020	Prau.g_00091	Prbk.g_00035
OG0001021	Prau.g_00092	Prbk.g_00031
OG0001022	Prau.g_00095	Prbk.g_00026
OG0001023	Prau.g_00096	Prbk.g_00025
OG0001024	Prau.g_00099	Prbk.g_00021
OG0001025	Prau.g_00105	Prbk.g_00014
OG0001026	Prau.g_00112	Prbk.g_00001
OG0001027	Prau.g_00113	Prbk.g_00190
OG0001028	Prau.g_00115	Prbk.g_00192
OG0001029	Prau.g_00116	Prbk.g_00194
OG0001030	Prau.g_00131	Prbk.g_00547
OG0001031	Prau.g_00187	Prbk.g_01275
OG0001032	Prau.g_00188	Prbk.g_01272
OG0001033	Prau.g_00209	Prbk.g_00633
OG0001034	Prau.g_00237	Prbk.g_01521
OG0001035	Prau.g_00256	Prbk.g_00372
OG0001036	Prau.g_00261	Prbk.g_00376
OG0001037	Prau.g_00262	Prbk.g_00378
OG0001038	Prau.g_00280	Prbk.g_00415
OG0001039	Prau.g_00283	Prbk.g_00418
OG0001040	Prau.g_00285	Prbk.g_00421
OG0001041	Prau.g_00289	Prbk.g_00426
OG0001042	Prau.g_00306	Prbk.g_00451
OG0001043	Prau.g_00307	Prbk.g_00453
OG0001044	Prau.g_00335	Prbk.g_00870
OG0001045	Prau.g_00344	Prbk.g_00882
OG0001046	Prau.g_00382	Prbk.g_00924
OG0001047	Prau.g_00480	Prbk.g_00325
OG0001048	Prau.g_00481	Prbk.g_00324
OG0001049	Prau.g_00483	Prbk.g_00321
OG0001050	Prau.g_00484	Prbk.g_00320
OG0001051	Prau.g_00485	Prbk.g_00319
OG0001052	Prau.g_00512	Prbk.g_02109
OG0001053	Prau.g_00524	Prbk.g_02064
OG0001054	Prau.g_00539	Prbk.g_01861
OG0001055	Prau.g_00558	Prbk.g_01056
OG0001056	Prau.g_00576	Prbk.g_01085
OG0001057	Prau.g_00581	Prbk.g_01097
OG0001058	Prau.g_00589	Prbk.g_01893
OG0001059	Prau.g_00593	Prbk.g_01889
OG0001060	Prau.g_00600	Prbk.g_01882
OG0001061	Prau.g_00613	Prbk.g_01109
OG0001062	Prau.g_00615	Prbk.g_01111
OG0001063	Prau.g_00617	Prbk.g_01115
OG0001064	Prau.g_00618	Prbk.g_01116
OG0001065	Prau.g_00619	Prbk.g_01117
OG0001066	Prau.g_00620	Prbk.g_01118
OG0001067	Prau.g_00621	Prbk.g_01119
OG0001068	Prau.g_00622	Prbk.g_01120
OG0001069	Prau.g_00623	Prbk.g_01121
OG0001070	Prau.g_00626	Prbk.g_01125
OG0001071	Prau.g_00627	Prbk.g_01126
OG0001072	Prau.g_00628	Prbk.g_01129
OG0001073	Prau.g_00642	Prbk.g_01148
OG0001074	Prau.g_00653	Prbk.g_02602
OG0001075	Prau.g_00654	Prbk.g_02603
OG0001076	Prau.g_00664	Prbk.g_02611
OG0001077	Prau.g_00668	Prbk.g_02621
OG0001078	Prau.g_00676	Prbk.g_02632
OG0001079	Prau.g_00687	Prbk.g_02651
OG0001080	Prau.g_00693	Prbk.g_00738
OG0001081	Prau.g_00695	Prbk.g_00728
OG0001082	Prau.g_00696	Prbk.g_00727
OG0001083	Prau.g_00701	Prbk.g_00719
OG0001084	Prau.g_00702	Prbk.g_00718
OG0001085	Prau.g_00710	Prbk.g_00708
OG0001086	Prau.g_00711	Prbk.g_00706
OG0001087	Prau.g_00728	Prbk.g_01821
OG0001088	Prau.g_00729	Prbk.g_01817
OG0001089	Prau.g_00737	Prbk.g_01764
OG0001090	Prau.g_00756	Prbk.g_00617
OG0001091	Prau.g_00758	Prbk.g_00615
OG0001092	Prau.g_00759	Prbk.g_00614
OG0001093	Prau.g_00764	Prbk.g_00610
OG0001094	Prau.g_00848	Prbk.g_02462
OG0001095	Prau.g_00867	Prbk.g_02481
OG0001096	Prau.g_00880	Prbk.g_02497
OG0001097	Prau.g_00898	Prbk.g_02542
OG0001098	Prau.g_00914	Prbk.g_02379
OG0001099	Prau.g_00946	Prbk.g_00193
OG0001100	Prau.g_00950	Prbk.g_02389
OG0001101	Prau.g_00952	Prbk.g_02390
OG0001102	Prau.g_00954	Prbk.g_02393
OG0001104	Prau.g_00978	Prbk.g_02452
OG0001105	Prau.g_00982	Prbk.g_02447
OG0001106	Prau.g_01006	Prbk.g_02336
OG0001107	Prau.g_01013	Prbk.g_02326
OG0001108	Prau.g_01017	Prbk.g_02319
OG0001109	Prau.g_01018	Prbk.g_02317
OG0001110	Prau.g_01020	Prbk.g_02315
OG0001111	Prau.g_01021	Prbk.g_02313
OG0001112	Prau.g_01022	Prbk.g_02311
OG0001113	Prau.g_01023	Prbk.g_02310
OG0001114	Prau.g_01024	Prbk.g_02309
OG0001115	Prau.g_01026	Prbk.g_02307
OG0001116	Prau.g_01027	Prbk.g_02306
OG0001117	Prau.g_01028	Prbk.g_02305
OG0001118	Prau.g_01029	Prbk.g_02304
OG0001119	Prau.g_01030	Prbk.g_02303
OG0001120	Prau.g_01032	Prbk.g_02301
OG0001122	Prau.g_01061	Prbk.g_00581
OG0001123	Prau.g_01065	Prbk.g_00588
OG0001124	Prau.g_01067	Prbk.g_00590
OG0001125	Prau.g_01068	Prbk.g_00592
OG0001126	Prau.g_01078	Prbk.g_00068
