Orthogroup	Prau	Syad
OG0000581	Prau.g_00643	Syad.g_01097
OG0000582	Prau.g_00646	Syad.g_02206
OG0000583	Prau.g_00647	Syad.g_02205
OG0000584	Prau.g_00648	Syad.g_02204
OG0000585	Prau.g_00650	Syad.g_02202
OG0000586	Prau.g_00651	Syad.g_02201
OG0000587	Prau.g_00652	Syad.g_02199
OG0000588	Prau.g_00656	Syad.g_02183
OG0000589	Prau.g_00661	Syad.g_02178
OG0000590	Prau.g_00662	Syad.g_02177
OG0000591	Prau.g_00665	Syad.g_02169
OG0000592	Prau.g_00666	Syad.g_02168
OG0000593	Prau.g_00672	Syad.g_02156
OG0000594	Prau.g_00673	Syad.g_02155
OG0000595	Prau.g_00674	Syad.g_02154
OG0000596	Prau.g_00678	Syad.g_02149
OG0000597	Prau.g_00680	Syad.g_02146
OG0000598	Prau.g_00681	Syad.g_02145
OG0000599	Prau.g_00684	Syad.g_02142
OG0000600	Prau.g_00685	Syad.g_02141
OG0000601	Prau.g_00686	Syad.g_02140
OG0000602	Prau.g_00688	Syad.g_02135
OG0000603	Prau.g_00689	Syad.g_02134
OG0000604	Prau.g_00690	Syad.g_02131
OG0000605	Prau.g_00691	Syad.g_02026
OG0000606	Prau.g_00694	Syad.g_01567
OG0000607	Prau.g_00697	Syad.g_01571
OG0000608	Prau.g_00698	Syad.g_01572
OG0000609	Prau.g_00699	Syad.g_01574
OG0000610	Prau.g_00704	Syad.g_01589
OG0000611	Prau.g_00707	Syad.g_01592
OG0000612	Prau.g_00708	Syad.g_01593
OG0000613	Prau.g_00713	Syad.g_00457
OG0000614	Prau.g_00732	Syad.g_01340
OG0000615	Prau.g_00740	Syad.g_01948
OG0000616	Prau.g_00744	Syad.g_00145
OG0000617	Prau.g_00761	Syad.g_01810
OG0000618	Prau.g_00762	Syad.g_01809
OG0000619	Prau.g_00763	Syad.g_01808
OG0000620	Prau.g_00766	Syad.g_01803
OG0000621	Prau.g_00767	Syad.g_01802
OG0000622	Prau.g_00768	Syad.g_01801
OG0000623	Prau.g_00769	Syad.g_01800
OG0000624	Prau.g_00770	Syad.g_01798
OG0000625	Prau.g_00771	Syad.g_01797
OG0000626	Prau.g_00772	Syad.g_01796
OG0000627	Prau.g_00773	Syad.g_01640
OG0000628	Prau.g_00774	Syad.g_01641
OG0000629	Prau.g_00775	Syad.g_01644
OG0000630	Prau.g_00778	Syad.g_01648
OG0000631	Prau.g_00845	Syad.g_01658
OG0000632	Prau.g_00846	Syad.g_01659
OG0000633	Prau.g_00847	Syad.g_01660
OG0000634	Prau.g_00850	Syad.g_01893
OG0000635	Prau.g_00851	Syad.g_01892
OG0000636	Prau.g_00853	Syad.g_01890
OG0000637	Prau.g_00855	Syad.g_01888
OG0000638	Prau.g_00856	Syad.g_01887
OG0000639	Prau.g_00857	Syad.g_01886
OG0000640	Prau.g_00858	Syad.g_01885
OG0000641	Prau.g_00862	Syad.g_01881
OG0000642	Prau.g_00863	Syad.g_01880
OG0000643	Prau.g_00864	Syad.g_01878
OG0000644	Prau.g_00865	Syad.g_01877
OG0000645	Prau.g_00866	Syad.g_01875
OG0000646	Prau.g_00868	Syad.g_01872
OG0000647	Prau.g_00869	Syad.g_01870
OG0000648	Prau.g_00871	Syad.g_01860
OG0000649	Prau.g_00872	Syad.g_01859
OG0000650	Prau.g_00873	Syad.g_01858
OG0000651	Prau.g_00874	Syad.g_01857
OG0000652	Prau.g_00875	Syad.g_01856
OG0000653	Prau.g_00877	Syad.g_01850
OG0000654	Prau.g_00878	Syad.g_01849
OG0000655	Prau.g_00879	Syad.g_01848
OG0000656	Prau.g_00882	Syad.g_01845
OG0000657	Prau.g_00889	Syad.g_01240
OG0000658	Prau.g_00890	Syad.g_01231
OG0000659	Prau.g_00891	Syad.g_01230
OG0000660	Prau.g_00895	Syad.g_01226
OG0000661	Prau.g_00897	Syad.g_01224
OG0000662	Prau.g_00899	Syad.g_01222
OG0000663	Prau.g_00902	Syad.g_01219
OG0000664	Prau.g_00903	Syad.g_01209
OG0000665	Prau.g_00907	Syad.g_02115
OG0000666	Prau.g_00908	Syad.g_02027
OG0000667	Prau.g_00912	Syad.g_00612
OG0000668	Prau.g_00942	Syad.g_01688
OG0000669	Prau.g_00949	Syad.g_01606
OG0000670	Prau.g_00951	Syad.g_01609
OG0000671	Prau.g_00953	Syad.g_01611
OG0000672	Prau.g_00955	Syad.g_01615
OG0000673	Prau.g_00957	Syad.g_01618
OG0000674	Prau.g_00959	Syad.g_01620
OG0000675	Prau.g_00960	Syad.g_01633
OG0000676	Prau.g_00962	Syad.g_01635
OG0000677	Prau.g_00963	Syad.g_01636
OG0000678	Prau.g_00965	Syad.g_01957
OG0000679	Prau.g_00969	Syad.g_01922
OG0000680	Prau.g_00970	Syad.g_01921
OG0000681	Prau.g_00973	Syad.g_01919
OG0000682	Prau.g_00974	Syad.g_01918
OG0000683	Prau.g_00975	Syad.g_01917
OG0000684	Prau.g_00977	Syad.g_01912
OG0000685	Prau.g_00979	Syad.g_01910
OG0000686	Prau.g_00980	Syad.g_01909
OG0000687	Prau.g_00981	Syad.g_01908
OG0000688	Prau.g_00984	Syad.g_01904
OG0000689	Prau.g_00985	Syad.g_01902
OG0000690	Prau.g_00986	Syad.g_01901
OG0000691	Prau.g_00987	Syad.g_01900
OG0000692	Prau.g_00989	Syad.g_01899
OG0000693	Prau.g_00990	Syad.g_01897
OG0000694	Prau.g_00991	Syad.g_01896
OG0000695	Prau.g_00993	Syad.g_01662
OG0000696	Prau.g_00994	Syad.g_01663
OG0000697	Prau.g_00995	Syad.g_01789
OG0000698	Prau.g_00998	Syad.g_01786
OG0000699	Prau.g_00999	Syad.g_01785
OG0000700	Prau.g_01000	Syad.g_01784
OG0000701	Prau.g_01001	Syad.g_01783
OG0000702	Prau.g_01003	Syad.g_01775
OG0000703	Prau.g_01004	Syad.g_01774
OG0000704	Prau.g_01005	Syad.g_01772
OG0000705	Prau.g_01009	Syad.g_01765
OG0000706	Prau.g_01010	Syad.g_01764
OG0000707	Prau.g_01011	Syad.g_01763
OG0000708	Prau.g_01012	Syad.g_01760
OG0000709	Prau.g_01016	Syad.g_01745
OG0000710	Prau.g_01019	Syad.g_01738
OG0000711	Prau.g_01036	Syad.g_01710
OG0000712	Prau.g_01038	Syad.g_01708
OG0000713	Prau.g_01039	Syad.g_01707
OG0000714	Prau.g_01040	Syad.g_01705
OG0000715	Prau.g_01042	Syad.g_01703
OG0000716	Prau.g_01044	Syad.g_01697
OG0000717	Prau.g_01045	Syad.g_01696
OG0000718	Prau.g_01058	Syad.g_01692
OG0000719	Prau.g_01060	Syad.g_01690
OG0000720	Prau.g_01069	Syad.g_01677
OG0000721	Prau.g_01071	Syad.g_01675
OG0000722	Prau.g_01072	Syad.g_01674
OG0000723	Prau.g_01075	Syad.g_01791
OG0000724	Prau.g_01084	Syad.g_01284
OG0000725	Prau.g_01090	Syad.g_01293
OG0000726	Prau.g_01091	Syad.g_01294
OG0000727	Prau.g_01092	Syad.g_01295
OG0000728	Prau.g_01094	Syad.g_01297
OG0000729	Prau.g_01138	Syad.g_00331
OG0000730	Prau.g_01142	Syad.g_00758
OG0000731	Prau.g_01146	Syad.g_00770
OG0000732	Prau.g_01155	Syad.g_00214
OG0000733	Prau.g_01175	Syad.g_00028
OG0000734	Prau.g_01192	Syad.g_02809
OG0000735	Prau.g_01194	Syad.g_01120
OG0000736	Prau.g_01195	Syad.g_01121
OG0000737	Prau.g_01196	Syad.g_01122
OG0000738	Prau.g_01200	Syad.g_01127
OG0000739	Prau.g_01201	Syad.g_01145
OG0000740	Prau.g_01202	Syad.g_01146
OG0000741	Prau.g_01203	Syad.g_01149
OG0000742	Prau.g_01205	Syad.g_01151
OG0000743	Prau.g_01207	Syad.g_01153
OG0000744	Prau.g_01208	Syad.g_01154
OG0000745	Prau.g_01209	Syad.g_01156
OG0000746	Prau.g_01211	Syad.g_01158
OG0000747	Prau.g_01212	Syad.g_01159
OG0000748	Prau.g_01215	Syad.g_01170
OG0000749	Prau.g_01216	Syad.g_01173
OG0000750	Prau.g_01217	Syad.g_01174
OG0000751	Prau.g_01219	Syad.g_01182
OG0000752	Prau.g_01221	Syad.g_01184
OG0000753	Prau.g_01224	Syad.g_01187
OG0000754	Prau.g_01227	Syad.g_01516
OG0000755	Prau.g_01230	Syad.g_01504
OG0000756	Prau.g_01231	Syad.g_01498
OG0000757	Prau.g_01237	Syad.g_01487
OG0000758	Prau.g_01238	Syad.g_01486
OG0000759	Prau.g_01239	Syad.g_01485
OG0000760	Prau.g_01240	Syad.g_01484
OG0000761	Prau.g_01241	Syad.g_01480
OG0000762	Prau.g_01242	Syad.g_01474
OG0000763	Prau.g_01244	Syad.g_01468
OG0000764	Prau.g_01245	Syad.g_01467
OG0000765	Prau.g_01254	Syad.g_01447
OG0000766	Prau.g_01255	Syad.g_01446
OG0000767	Prau.g_01257	Syad.g_01444
OG0000768	Prau.g_01258	Syad.g_01443
OG0000769	Prau.g_01260	Syad.g_01441
OG0000770	Prau.g_01262	Syad.g_01437
OG0000771	Prau.g_01271, Prau.g_01496	Syad.g_01278
OG0000772	Prau.g_01346	Syad.g_02078
OG0000773	Prau.g_01361	Syad.g_01114
OG0000774	Prau.g_01363	Syad.g_02396
OG0000775	Prau.g_01366	Syad.g_02398
OG0000776	Prau.g_01367	Syad.g_02399
OG0000777	Prau.g_01368	Syad.g_02400
OG0000778	Prau.g_01369	Syad.g_02401
OG0000779	Prau.g_01373	Syad.g_02407
OG0000780	Prau.g_01374	Syad.g_02411
OG0000781	Prau.g_01377	Syad.g_02415
OG0000782	Prau.g_01378	Syad.g_02416
OG0000783	Prau.g_01379	Syad.g_02418
OG0000784	Prau.g_01380	Syad.g_02419
OG0000785	Prau.g_01382	Syad.g_02421
OG0000786	Prau.g_01384	Syad.g_01101
OG0000787	Prau.g_01385	Syad.g_01100
OG0000788	Prau.g_01396	Syad.g_02139
OG0000789	Prau.g_01399	Syad.g_01982
OG0000790	Prau.g_01414	Syad.g_00886
OG0000791	Prau.g_01416	Syad.g_00885
OG0000792	Prau.g_01417	Syad.g_00884
OG0000793	Prau.g_01420	Syad.g_00879
OG0000794	Prau.g_01421	Syad.g_00878
OG0000795	Prau.g_01422	Syad.g_00877
OG0000796	Prau.g_01426	Syad.g_00871
OG0000797	Prau.g_01427	Syad.g_00870
OG0000799	Prau.g_01510	Syad.g_02243
OG0000800	Prau.g_01511	Syad.g_02245
OG0000801	Prau.g_01512	Syad.g_02246
OG0000802	Prau.g_01514	Syad.g_02251
OG0000803	Prau.g_01516	Syad.g_02255
OG0000804	Prau.g_01517	Syad.g_02260
OG0000805	Prau.g_01519	Syad.g_02266
OG0000806	Prau.g_01521	Syad.g_02267
OG0000807	Prau.g_01522	Syad.g_02269
OG0000808	Prau.g_01523	Syad.g_02270
OG0000809	Prau.g_01526	Syad.g_02273
OG0000810	Prau.g_01527	Syad.g_02274
OG0000811	Prau.g_01534	Syad.g_02283
OG0000812	Prau.g_01536	Syad.g_02285
OG0000813	Prau.g_01537	Syad.g_02286
OG0000814	Prau.g_01539	Syad.g_02288
OG0000815	Prau.g_01540	Syad.g_02289
OG0000816	Prau.g_01542	Syad.g_02290
OG0000817	Prau.g_01543	Syad.g_02291
OG0000818	Prau.g_01548	Syad.g_02297
OG0000819	Prau.g_01549	Syad.g_02298
OG0000820	Prau.g_01550	Syad.g_02299
OG0000821	Prau.g_01554	Syad.g_02305
OG0000822	Prau.g_01555	Syad.g_02307
OG0000823	Prau.g_01556	Syad.g_02308
OG0000824	Prau.g_01559	Syad.g_02314
OG0000825	Prau.g_01560	Syad.g_02315
OG0000826	Prau.g_01561	Syad.g_02316
OG0000827	Prau.g_01562	Syad.g_02317
OG0000828	Prau.g_01565	Syad.g_02320
OG0000829	Prau.g_01566	Syad.g_02321
OG0000830	Prau.g_01567	Syad.g_02322
OG0000831	Prau.g_01569	Syad.g_02325
OG0000832	Prau.g_01575	Syad.g_02538
OG0000833	Prau.g_01583	Syad.g_02550
OG0000834	Prau.g_01584	Syad.g_02552
OG0000835	Prau.g_01585	Syad.g_02553
OG0000836	Prau.g_01586	Syad.g_02557
OG0000837	Prau.g_01587	Syad.g_02561
OG0000838	Prau.g_01589	Syad.g_02565
OG0000839	Prau.g_01590	Syad.g_02566
OG0000840	Prau.g_01591	Syad.g_02567
OG0000841	Prau.g_01592	Syad.g_02568
OG0000842	Prau.g_01593	Syad.g_02569
OG0000843	Prau.g_01594	Syad.g_02570
OG0000844	Prau.g_01595	Syad.g_02577
OG0000845	Prau.g_01596	Syad.g_02578
OG0000846	Prau.g_01597	Syad.g_02579
OG0000847	Prau.g_01598	Syad.g_02580
OG0000848	Prau.g_01599	Syad.g_02582
OG0000849	Prau.g_01600	Syad.g_02583
OG0000850	Prau.g_01602	Syad.g_02586
OG0000851	Prau.g_01603	Syad.g_02592
OG0000852	Prau.g_01604	Syad.g_02593
OG0000853	Prau.g_01608	Syad.g_02597
OG0000854	Prau.g_01610	Syad.g_02606
OG0000855	Prau.g_01611	Syad.g_02607
OG0000856	Prau.g_01626	Syad.g_02166
OG0000857	Prau.g_01652	Syad.g_01871
OG0000858	Prau.g_01726	Syad.g_02613
OG0000859	Prau.g_01727	Syad.g_02614
OG0000860	Prau.g_01734	Syad.g_02625
OG0000861	Prau.g_01735	Syad.g_02626
OG0000862	Prau.g_01736	Syad.g_02628
OG0000863	Prau.g_01738	Syad.g_02631
OG0000864	Prau.g_01739	Syad.g_02632
OG0000865	Prau.g_01740	Syad.g_02633
OG0000866	Prau.g_01741	Syad.g_02634
OG0000867	Prau.g_01742	Syad.g_02635
OG0000868	Prau.g_01743	Syad.g_02637
OG0000869	Prau.g_01747	Syad.g_02643
OG0000870	Prau.g_01752	Syad.g_02648
OG0000871	Prau.g_01753	Syad.g_02649
OG0000872	Prau.g_01754	Syad.g_02657
OG0000873	Prau.g_01757	Syad.g_02660
OG0000874	Prau.g_01760	Syad.g_02655
OG0000875	Prau.g_01761	Syad.g_02662
OG0000876	Prau.g_01762	Syad.g_03003
OG0000877	Prau.g_01764	Syad.g_02480
OG0000878	Prau.g_01765	Syad.g_02481
OG0000879	Prau.g_01766	Syad.g_02482
OG0000880	Prau.g_01767	Syad.g_02483
OG0000881	Prau.g_01771	Syad.g_02489
OG0000882	Prau.g_01776	Syad.g_02494
OG0000883	Prau.g_01777	Syad.g_02497
OG0000884	Prau.g_01779	Syad.g_02499
OG0000885	Prau.g_01780	Syad.g_02500
OG0000886	Prau.g_01781	Syad.g_02501
OG0000887	Prau.g_01782	Syad.g_02502
OG0000888	Prau.g_01784	Syad.g_02504
OG0000889	Prau.g_01786	Syad.g_02506
OG0000890	Prau.g_01787	Syad.g_02512
OG0000891	Prau.g_01788	Syad.g_02513
OG0000892	Prau.g_01790	Syad.g_02517
OG0000893	Prau.g_01794	Syad.g_00589
OG0000894	Prau.g_01796	Syad.g_00592
OG0000895	Prau.g_01799	Syad.g_00596
OG0000896	Prau.g_01800	Syad.g_00597
OG0000897	Prau.g_01802	Syad.g_00599
OG0000898	Prau.g_01803	Syad.g_00600
OG0000899	Prau.g_01804	Syad.g_00601
OG0000900	Prau.g_01805	Syad.g_00602
OG0000901	Prau.g_01808	Syad.g_00607
OG0000902	Prau.g_01810	Syad.g_00609
OG0000903	Prau.g_01813	Syad.g_00645
OG0000904	Prau.g_01815	Syad.g_00640
OG0000905	Prau.g_01820	Syad.g_00632
OG0000906	Prau.g_01821	Syad.g_00630
OG0000907	Prau.g_01827	Syad.g_00648
OG0000908	Prau.g_01830	Syad.g_00651
OG0000909	Prau.g_01831	Syad.g_00652
OG0000910	Prau.g_01832	Syad.g_00653
OG0000911	Prau.g_01834	Syad.g_00655
OG0000912	Prau.g_01835	Syad.g_00656
OG0000913	Prau.g_01836	Syad.g_00657
OG0000914	Prau.g_01837	Syad.g_00658
OG0000915	Prau.g_01838	Syad.g_00660
OG0000916	Prau.g_01839	Syad.g_00661
OG0000917	Prau.g_01840	Syad.g_00662
OG0000918	Prau.g_01841	Syad.g_00663
OG0000919	Prau.g_01842	Syad.g_00664
OG0000920	Prau.g_01843	Syad.g_00665
OG0000921	Prau.g_01844	Syad.g_00666
OG0000922	Prau.g_01845	Syad.g_00667
OG0000923	Prau.g_01849	Syad.g_00671
OG0000924	Prau.g_01850	Syad.g_00672
OG0000925	Prau.g_01851	Syad.g_00673
OG0000926	Prau.g_01852	Syad.g_00674
OG0000927	Prau.g_01854	Syad.g_00676
OG0000928	Prau.g_01855	Syad.g_00677
OG0000929	Prau.g_01856	Syad.g_00678
OG0000930	Prau.g_01857	Syad.g_00679
OG0000931	Prau.g_01858	Syad.g_00680
OG0000932	Prau.g_01859	Syad.g_00681
OG0000933	Prau.g_01863	Syad.g_00687
OG0000934	Prau.g_01865	Syad.g_00689
OG0000935	Prau.g_01866	Syad.g_00690
OG0000936	Prau.g_01867	Syad.g_00691
OG0000937	Prau.g_01868	Syad.g_00692
OG0000938	Prau.g_01870	Syad.g_00695
OG0000939	Prau.g_01871	Syad.g_00696
OG0000940	Prau.g_01878	Syad.g_00703
OG0000941	Prau.g_01880	Syad.g_00705
OG0000942	Prau.g_01882	Syad.g_00707
OG0000943	Prau.g_01883	Syad.g_00708
OG0000944	Prau.g_01884	Syad.g_00710
OG0000945	Prau.g_01885	Syad.g_00711
OG0000946	Prau.g_01889	Syad.g_00716
OG0000947	Prau.g_01891	Syad.g_00719
OG0000948	Prau.g_01892	Syad.g_00720
OG0000949	Prau.g_01895	Syad.g_00432
OG0000950	Prau.g_01900	Syad.g_00418
OG0000951	Prau.g_01904	Syad.g_00411
OG0000952	Prau.g_01908	Syad.g_00375
OG0000953	Prau.g_01911	Syad.g_00369
OG0000954	Prau.g_01915	Syad.g_00364
OG0000955	Prau.g_01916	Syad.g_00363
OG0000956	Prau.g_01918	Syad.g_00361
OG0000957	Prau.g_01923	Syad.g_00350
OG0000958	Prau.g_01924	Syad.g_00349
OG0000959	Prau.g_01928	Syad.g_00345
OG0000960	Prau.g_01929	Syad.g_00344
OG0000961	Prau.g_01931	Syad.g_00335
OG0000962	Prau.g_01933	Syad.g_00332
OG0000963	Prau.g_01937	Syad.g_00325
OG0000964	Prau.g_01938	Syad.g_00324
OG0000965	Prau.g_01939	Syad.g_00323
OG0000966	Prau.g_01946	Syad.g_00246
OG0000967	Prau.g_01951	Syad.g_00234
OG0000968	Prau.g_01953	Syad.g_00243
OG0000969	Prau.g_01954	Syad.g_00240
OG0000970	Prau.g_01955	Syad.g_00239
OG0000971	Prau.g_01956	Syad.g_00229
OG0000972	Prau.g_01957	Syad.g_00228
OG0000973	Prau.g_01958	Syad.g_00227
OG0000974	Prau.g_01959	Syad.g_00226
OG0000975	Prau.g_01960	Syad.g_00225
OG0000976	Prau.g_01961	Syad.g_00224
OG0000977	Prau.g_01962	Syad.g_00222
OG0000978	Prau.g_01963	Syad.g_00221
OG0000979	Prau.g_01966	Syad.g_00218
OG0000980	Prau.g_01968	Syad.g_00215
OG0000981	Prau.g_01970	Syad.g_00212
OG0000982	Prau.g_01972	Syad.g_03035
OG0000983	Prau.g_01973	Syad.g_03036
OG0000984	Prau.g_01974	Syad.g_03037
OG0000985	Prau.g_01977	Syad.g_03039
OG0000986	Prau.g_01979	Syad.g_03049
OG0000987	Prau.g_01980	Syad.g_00002
OG0000988	Prau.g_01983	Syad.g_00008
OG0000989	Prau.g_01986	Syad.g_00020
OG0000990	Prau.g_01989	Syad.g_00061
OG0000991	Prau.g_01990	Syad.g_00064
OG0000992	Prau.g_01992	Syad.g_00067
OG0000993	Prau.g_01993	Syad.g_00069
OG0000994	Prau.g_01994	Syad.g_00071
OG0000995	Prau.g_01998	Syad.g_00077
OG0000996	Prau.g_01999	Syad.g_00121
OG0000997	Prau.g_02000	Syad.g_00128
OG0000998	Prau.g_02002	Syad.g_00130
OG0000999	Prau.g_02003	Syad.g_00131
OG0001000	Prau.g_02006	Syad.g_00136
OG0001001	Prau.g_02008	Syad.g_00141
OG0001002	Prau.g_02012	Syad.g_00148
OG0001003	Prau.g_02014	Syad.g_00150
OG0001004	Prau.g_02015	Syad.g_00151
OG0001005	Prau.g_02016	Syad.g_00152
OG0001006	Prau.g_02020	Syad.g_00160
OG0001007	Prau.g_02022	Syad.g_00162
OG0001008	Prau.g_00478	Syad.g_02449
OG0001009	Prau.g_00027	Syad.g_00194
OG0001010	Prau.g_00028	Syad.g_00195
OG0001011	Prau.g_00029	Syad.g_00196
OG0001012	Prau.g_00050	Syad.g_03030
OG0001013	Prau.g_00056	Syad.g_03011
OG0001014	Prau.g_00059	Syad.g_03002
OG0001015	Prau.g_00060	Syad.g_03001
OG0001016	Prau.g_00074	Syad.g_02734
OG0001017	Prau.g_00078	Syad.g_02740
OG0001018	Prau.g_00081	Syad.g_02742
OG0001019	Prau.g_00090	Syad.g_02771
OG0001020	Prau.g_00091	Syad.g_02777
OG0001021	Prau.g_00092	Syad.g_02781
OG0001022	Prau.g_00095	Syad.g_02786
OG0001023	Prau.g_00096	Syad.g_02787
OG0001024	Prau.g_00099	Syad.g_02791
OG0001025	Prau.g_00105	Syad.g_02798
OG0001026	Prau.g_00112	Syad.g_02811
OG0001027	Prau.g_00113	Syad.g_02817
OG0001028	Prau.g_00115	Syad.g_02819
OG0001029	Prau.g_00116	Syad.g_02821
OG0001030	Prau.g_00131	Syad.g_02848
OG0001031	Prau.g_00187	Syad.g_02925
OG0001032	Prau.g_00188	Syad.g_02928
OG0001033	Prau.g_00209	Syad.g_02956
OG0001034	Prau.g_00237	Syad.g_00819
OG0001035	Prau.g_00256	Syad.g_00559
OG0001036	Prau.g_00261	Syad.g_00554
OG0001037	Prau.g_00262	Syad.g_00552
OG0001039	Prau.g_00283	Syad.g_00522
OG0001040	Prau.g_00285	Syad.g_00519
OG0001041	Prau.g_00289	Syad.g_00514
OG0001042	Prau.g_00306	Syad.g_00485
OG0001043	Prau.g_00307	Syad.g_00481
OG0001044	Prau.g_00335	Syad.g_00760
OG0001045	Prau.g_00344	Syad.g_00773
OG0001046	Prau.g_00382	Syad.g_01722
OG0001047	Prau.g_00480	Syad.g_02447
OG0001048	Prau.g_00481	Syad.g_02446
OG0001049	Prau.g_00483	Syad.g_02443
OG0001050	Prau.g_00484	Syad.g_02442
OG0001051	Prau.g_00485	Syad.g_02441
OG0001052	Prau.g_00512	Syad.g_02357
OG0001054	Prau.g_00539	Syad.g_00925
OG0001055	Prau.g_00558	Syad.g_00946
OG0001056	Prau.g_00576	Syad.g_00982
OG0001057	Prau.g_00581	Syad.g_00996
OG0001058	Prau.g_00589	Syad.g_01015
OG0001059	Prau.g_00593	Syad.g_01018
OG0001060	Prau.g_00600	Syad.g_01025
OG0001061	Prau.g_00613	Syad.g_01047
OG0001062	Prau.g_00615	Syad.g_01049
OG0001063	Prau.g_00617	Syad.g_01056
OG0001064	Prau.g_00618	Syad.g_01057
OG0001065	Prau.g_00619	Syad.g_01058
OG0001066	Prau.g_00620	Syad.g_01059
OG0001067	Prau.g_00621	Syad.g_01060
OG0001068	Prau.g_00622	Syad.g_01061
OG0001069	Prau.g_00623	Syad.g_01062
OG0001070	Prau.g_00626	Syad.g_01065
OG0001071	Prau.g_00627	Syad.g_01066
OG0001072	Prau.g_00628	Syad.g_01070
OG0001073	Prau.g_00642	Syad.g_01090
OG0001074	Prau.g_00653	Syad.g_02197
OG0001075	Prau.g_00654	Syad.g_02196
OG0001076	Prau.g_00664	Syad.g_02175
OG0001077	Prau.g_00668	Syad.g_02164
OG0001078	Prau.g_00676	Syad.g_02151
OG0001079	Prau.g_00687	Syad.g_02138
OG0001080	Prau.g_00693	Syad.g_02008
OG0001081	Prau.g_00695	Syad.g_01568
OG0001082	Prau.g_00696	Syad.g_01569
OG0001083	Prau.g_00701	Syad.g_01578
OG0001084	Prau.g_00702	Syad.g_01586
OG0001085	Prau.g_00710	Syad.g_01596
OG0001086	Prau.g_00711	Syad.g_01598
OG0001087	Prau.g_00728	Syad.g_01372
OG0001088	Prau.g_00729	Syad.g_01368
OG0001089	Prau.g_00737	Syad.g_01302
OG0001090	Prau.g_00756	Syad.g_01817
OG0001091	Prau.g_00758	Syad.g_01815
OG0001092	Prau.g_00759	Syad.g_01812
OG0001093	Prau.g_00764	Syad.g_01806
OG0001094	Prau.g_00848	Syad.g_01895
OG0001095	Prau.g_00867	Syad.g_01874
OG0001096	Prau.g_00880	Syad.g_01847
OG0001097	Prau.g_00898	Syad.g_01223
OG0001098	Prau.g_00914	Syad.g_02005, Syad.g_01995
OG0001099	Prau.g_00946	Syad.g_02820
OG0001100	Prau.g_00950	Syad.g_01608
OG0001101	Prau.g_00952	Syad.g_01610
OG0001102	Prau.g_00954	Syad.g_01613
OG0001104	Prau.g_00978	Syad.g_01911
OG0001105	Prau.g_00982	Syad.g_01907
OG0001106	Prau.g_01006	Syad.g_01771
OG0001107	Prau.g_01013	Syad.g_01759
OG0001108	Prau.g_01017	Syad.g_01744
OG0001109	Prau.g_01018	Syad.g_01739
OG0001110	Prau.g_01020	Syad.g_01737
OG0001111	Prau.g_01021	Syad.g_01735
OG0001112	Prau.g_01022	Syad.g_01733
OG0001113	Prau.g_01023	Syad.g_01732
OG0001114	Prau.g_01024	Syad.g_01731
OG0001115	Prau.g_01026	Syad.g_01727
OG0001116	Prau.g_01027	Syad.g_01725
OG0001117	Prau.g_01028	Syad.g_01724
OG0001118	Prau.g_01029	Syad.g_01723
OG0001119	Prau.g_01030	Syad.g_01721
OG0001120	Prau.g_01032	Syad.g_01717
OG0001121	Prau.g_01172, Prau.g_01035	Syad.g_01503
OG0001122	Prau.g_01061	Syad.g_01689
OG0001123	Prau.g_01065	Syad.g_01682
OG0001124	Prau.g_01067	Syad.g_01680
OG0001125	Prau.g_01068	Syad.g_01678
OG0001126	Prau.g_01078	Syad.g_01276
OG0001127	Prau.g_01079	Syad.g_01277
OG0001128	Prau.g_01081	Syad.g_01280
OG0001129	Prau.g_01082	Syad.g_01282
OG0001130	Prau.g_01083	Syad.g_01283
OG0001131	Prau.g_01118	Syad.g_01953
OG0001132	Prau.g_01127	Syad.g_02038
OG0001133	Prau.g_01160	Syad.g_02172
OG0001134	Prau.g_01174	Syad.g_01527
OG0001135	Prau.g_01177	Syad.g_01529
OG0001136	Prau.g_01204	Syad.g_01150
OG0001137	Prau.g_01214	Syad.g_01169
OG0001138	Prau.g_01232	Syad.g_01493
OG0001139	Prau.g_01233	Syad.g_01491
OG0001140	Prau.g_01234	Syad.g_01490
OG0001141	Prau.g_01235	Syad.g_01489
OG0001142	Prau.g_01236	Syad.g_01488
OG0001143	Prau.g_01243	Syad.g_01473
OG0001144	Prau.g_01248	Syad.g_01457
OG0001145	Prau.g_01362	Syad.g_01112
OG0001146	Prau.g_01375	Syad.g_02412
OG0001147	Prau.g_01395	Syad.g_02349
OG0001148	Prau.g_01411	Syad.g_00889
OG0001149	Prau.g_01412	Syad.g_00888
OG0001150	Prau.g_01413	Syad.g_00887
OG0001151	Prau.g_01424	Syad.g_00875
OG0001152	Prau.g_01425	Syad.g_00872
OG0001153	Prau.g_01563	Syad.g_02318
OG0001154	Prau.g_01564	Syad.g_02319
OG0001155	Prau.g_01576	Syad.g_02540
OG0001156	Prau.g_01579	Syad.g_02543
OG0001157	Prau.g_01580	Syad.g_02544
OG0001158	Prau.g_01581	Syad.g_02546
OG0001159	Prau.g_01582	Syad.g_02547
OG0001160	Prau.g_01606	Syad.g_02595
OG0001161	Prau.g_01619	Syad.g_00026
OG0001162	Prau.g_01630	Syad.g_01844
OG0001163	Prau.g_01724	Syad.g_02610
OG0001164	Prau.g_01728	Syad.g_02616
OG0001165	Prau.g_01731	Syad.g_02621
