Orthogroup	Prau	Syah
OG0000580	Prau.g_00641	Syah.g_01157
OG0000581	Prau.g_00643	Syah.g_01163
OG0000582	Prau.g_00646	Syah.g_01979
OG0000583	Prau.g_00647	Syah.g_01978
OG0000584	Prau.g_00648	Syah.g_01977
OG0000585	Prau.g_00650	Syah.g_01975
OG0000586	Prau.g_00651	Syah.g_01974
OG0000587	Prau.g_00652	Syah.g_01972
OG0000588	Prau.g_00656	Syah.g_01966
OG0000589	Prau.g_00661	Syah.g_01962
OG0000590	Prau.g_00662	Syah.g_01961
OG0000591	Prau.g_00665	Syah.g_01954
OG0000592	Prau.g_00666	Syah.g_01953
OG0000593	Prau.g_00672	Syah.g_01939
OG0000594	Prau.g_00673	Syah.g_01938
OG0000595	Prau.g_00674	Syah.g_01937
OG0000596	Prau.g_00678	Syah.g_01932
OG0000597	Prau.g_00680	Syah.g_01929
OG0000598	Prau.g_00681	Syah.g_01928
OG0000599	Prau.g_00684	Syah.g_01925
OG0000600	Prau.g_00685	Syah.g_01924
OG0000601	Prau.g_00686	Syah.g_01923
OG0000602	Prau.g_00688	Syah.g_01917
OG0000603	Prau.g_00689	Syah.g_01916
OG0000604	Prau.g_00690	Syah.g_01913
OG0000605	Prau.g_00691	Syah.g_01825
OG0000606	Prau.g_00694	Syah.g_01485
OG0000607	Prau.g_00697	Syah.g_01489
OG0000608	Prau.g_00698	Syah.g_01490
OG0000609	Prau.g_00699	Syah.g_01492
OG0000610	Prau.g_00704	Syah.g_01499
OG0000611	Prau.g_00707	Syah.g_01502
OG0000612	Prau.g_00708	Syah.g_01503
OG0000613	Prau.g_00713	Syah.g_00147
OG0000614	Prau.g_00732	Syah.g_02004
OG0000615	Prau.g_00740	Syah.g_01814
OG0000616	Prau.g_00744	Syah.g_00389
OG0000617	Prau.g_00761	Syah.g_01722
OG0000618	Prau.g_00762	Syah.g_01721
OG0000619	Prau.g_00763	Syah.g_01720
OG0000620	Prau.g_00766	Syah.g_01713
OG0000621	Prau.g_00767	Syah.g_01712
OG0000622	Prau.g_00768	Syah.g_01711
OG0000623	Prau.g_00769	Syah.g_01710
OG0000624	Prau.g_00770	Syah.g_01708
OG0000625	Prau.g_00771	Syah.g_01707
OG0000626	Prau.g_00772	Syah.g_01706
OG0000627	Prau.g_00773	Syah.g_01569
OG0000628	Prau.g_00774	Syah.g_01570
OG0000629	Prau.g_00775	Syah.g_01573
OG0000630	Prau.g_00778	Syah.g_01577
OG0000631	Prau.g_00845	Syah.g_01582
OG0000632	Prau.g_00846	Syah.g_01583
OG0000633	Prau.g_00847	Syah.g_01584
OG0000634	Prau.g_00850	Syah.g_01783
OG0000635	Prau.g_00851	Syah.g_01782
OG0000636	Prau.g_00853	Syah.g_01780
OG0000637	Prau.g_00855	Syah.g_01778
OG0000638	Prau.g_00856	Syah.g_01777
OG0000639	Prau.g_00857	Syah.g_01776
OG0000640	Prau.g_00858	Syah.g_01775
OG0000641	Prau.g_00862	Syah.g_01771
OG0000642	Prau.g_00863	Syah.g_01770
OG0000643	Prau.g_00864	Syah.g_01768
OG0000644	Prau.g_00865	Syah.g_01767
OG0000645	Prau.g_00866	Syah.g_01765
OG0000646	Prau.g_00868	Syah.g_01762
OG0000647	Prau.g_00869	Syah.g_01760
OG0000648	Prau.g_00871	Syah.g_01757
OG0000649	Prau.g_00872	Syah.g_01756
OG0000650	Prau.g_00873	Syah.g_01755
OG0000651	Prau.g_00874	Syah.g_01754
OG0000652	Prau.g_00875	Syah.g_01753
OG0000653	Prau.g_00877	Syah.g_01751
OG0000654	Prau.g_00878	Syah.g_01750
OG0000655	Prau.g_00879	Syah.g_01749
OG0000656	Prau.g_00882	Syah.g_01746
OG0000657	Prau.g_00889	Syah.g_02083
OG0000658	Prau.g_00890	Syah.g_02086
OG0000659	Prau.g_00891	Syah.g_02087
OG0000660	Prau.g_00895	Syah.g_02091
OG0000661	Prau.g_00897	Syah.g_02093
OG0000662	Prau.g_00899	Syah.g_02095
OG0000663	Prau.g_00902	Syah.g_02098
OG0000664	Prau.g_00903	Syah.g_02099
OG0000665	Prau.g_00907	Syah.g_01895
OG0000666	Prau.g_00908	Syah.g_01826
OG0000667	Prau.g_00912	Syah.g_00714
OG0000668	Prau.g_00942	Syah.g_01680
OG0000669	Prau.g_00949	Syah.g_01520
OG0000670	Prau.g_00951	Syah.g_02352
OG0000671	Prau.g_00953	Syah.g_01524
OG0000672	Prau.g_00955	Syah.g_01527
OG0000673	Prau.g_00957	Syah.g_01530
OG0000674	Prau.g_00959	Syah.g_01532
OG0000675	Prau.g_00960	Syah.g_01533
OG0000676	Prau.g_00962	Syah.g_01535
OG0000677	Prau.g_00963	Syah.g_01536
OG0000678	Prau.g_00965	Syah.g_01821
OG0000679	Prau.g_00969	Syah.g_01812
OG0000680	Prau.g_00970	Syah.g_01811
OG0000681	Prau.g_00973	Syah.g_01808
OG0000682	Prau.g_00974	Syah.g_01807
OG0000683	Prau.g_00975	Syah.g_01806
OG0000684	Prau.g_00977	Syah.g_01802
OG0000685	Prau.g_00979	Syah.g_01800
OG0000686	Prau.g_00980	Syah.g_01799
OG0000687	Prau.g_00981	Syah.g_01798
OG0000688	Prau.g_00984	Syah.g_01793
OG0000689	Prau.g_00985	Syah.g_01791
OG0000690	Prau.g_00986	Syah.g_01790
OG0000691	Prau.g_00987	Syah.g_01789
OG0000692	Prau.g_00989	Syah.g_01788
OG0000693	Prau.g_00990	Syah.g_01787
OG0000694	Prau.g_00991	Syah.g_01786
OG0000695	Prau.g_00993	Syah.g_01586
OG0000696	Prau.g_00994	Syah.g_01587
OG0000697	Prau.g_00995	Syah.g_01589
OG0000698	Prau.g_00998	Syah.g_01592
OG0000699	Prau.g_00999	Syah.g_01594
OG0000700	Prau.g_01000	Syah.g_01595
OG0000701	Prau.g_01001	Syah.g_01596
OG0000702	Prau.g_01003	Syah.g_01604
OG0000703	Prau.g_01004	Syah.g_01605
OG0000704	Prau.g_01005	Syah.g_01608
OG0000705	Prau.g_01009	Syah.g_01614
OG0000706	Prau.g_01010	Syah.g_01615
OG0000707	Prau.g_01011	Syah.g_01616
OG0000708	Prau.g_01012	Syah.g_01619
OG0000709	Prau.g_01016	Syah.g_01627
OG0000710	Prau.g_01019	Syah.g_01631
OG0000711	Prau.g_01036	Syah.g_01661
OG0000712	Prau.g_01038	Syah.g_01662
OG0000713	Prau.g_01039	Syah.g_01663
OG0000714	Prau.g_01040	Syah.g_01665
OG0000715	Prau.g_01042	Syah.g_01667
OG0000716	Prau.g_01044	Syah.g_01671
OG0000717	Prau.g_01045	Syah.g_01672
OG0000718	Prau.g_01058	Syah.g_01676
OG0000719	Prau.g_01060	Syah.g_01678
OG0000720	Prau.g_01069	Syah.g_01691
OG0000721	Prau.g_01071	Syah.g_01693
OG0000722	Prau.g_01072	Syah.g_01694
OG0000723	Prau.g_01075	Syah.g_01704
OG0000724	Prau.g_01084	Syah.g_02036
OG0000725	Prau.g_01090	Syah.g_02027
OG0000726	Prau.g_01091	Syah.g_02026
OG0000727	Prau.g_01092	Syah.g_02025
OG0000728	Prau.g_01094	Syah.g_02023
OG0000729	Prau.g_01138	Syah.g_00263
OG0000730	Prau.g_01142	Syah.g_00855
OG0000731	Prau.g_01146	Syah.g_00867
OG0000732	Prau.g_01155	Syah.g_00319
OG0000733	Prau.g_01175	Syah.g_00473
OG0000734	Prau.g_01192	Syah.g_02545
OG0000735	Prau.g_01194	Syah.g_02178
OG0000736	Prau.g_01195	Syah.g_02177
OG0000737	Prau.g_01196	Syah.g_02176
OG0000738	Prau.g_01200	Syah.g_02170
OG0000739	Prau.g_01201	Syah.g_02165
OG0000740	Prau.g_01202	Syah.g_02164
OG0000741	Prau.g_01203	Syah.g_02161
OG0000742	Prau.g_01205	Syah.g_02159
OG0000743	Prau.g_01207	Syah.g_02157
OG0000744	Prau.g_01208	Syah.g_02156
OG0000745	Prau.g_01209	Syah.g_02154
OG0000746	Prau.g_01211	Syah.g_02151
OG0000747	Prau.g_01212	Syah.g_02150
OG0000748	Prau.g_01215	Syah.g_02140
OG0000749	Prau.g_01216	Syah.g_02138
OG0000750	Prau.g_01217	Syah.g_02137
OG0000751	Prau.g_01219	Syah.g_02130
OG0000752	Prau.g_01221	Syah.g_02128
OG0000753	Prau.g_01224	Syah.g_02125
OG0000754	Prau.g_01227	Syah.g_01431
OG0000755	Prau.g_01230	Syah.g_01423
OG0000756	Prau.g_01231	Syah.g_01422
OG0000757	Prau.g_01237	Syah.g_01415
OG0000758	Prau.g_01238	Syah.g_01414
OG0000759	Prau.g_01239	Syah.g_01413
OG0000760	Prau.g_01240	Syah.g_01412
OG0000761	Prau.g_01241	Syah.g_01411
OG0000762	Prau.g_01242	Syah.g_01409
OG0000763	Prau.g_01244	Syah.g_01407
OG0000764	Prau.g_01245	Syah.g_01406
OG0000765	Prau.g_01254	Syah.g_01392
OG0000766	Prau.g_01255	Syah.g_01391
OG0000767	Prau.g_01257	Syah.g_01389
OG0000768	Prau.g_01258	Syah.g_01388
OG0000769	Prau.g_01260	Syah.g_01386
OG0000770	Prau.g_01262	Syah.g_01383
OG0000771	Prau.g_01271, Prau.g_01496	Syah.g_02042
OG0000772	Prau.g_01346	Syah.g_01351
OG0000773	Prau.g_01361	Syah.g_02187
OG0000774	Prau.g_01363	Syah.g_02191
OG0000775	Prau.g_01366	Syah.g_02193
OG0000776	Prau.g_01367	Syah.g_02194
OG0000777	Prau.g_01368	Syah.g_02195
OG0000778	Prau.g_01369	Syah.g_02196
OG0000779	Prau.g_01373	Syah.g_02201
OG0000780	Prau.g_01374	Syah.g_02205
OG0000781	Prau.g_01377	Syah.g_02209
OG0000782	Prau.g_01378	Syah.g_02210
OG0000783	Prau.g_01379	Syah.g_02211
OG0000784	Prau.g_01380	Syah.g_02212
OG0000785	Prau.g_01382	Syah.g_02214
OG0000786	Prau.g_01384	Syah.g_01171
OG0000787	Prau.g_01385	Syah.g_01170
OG0000788	Prau.g_01396	Syah.g_01922
OG0000789	Prau.g_01399	Syah.g_01556
OG0000790	Prau.g_01414	Syah.g_00981
OG0000791	Prau.g_01416	Syah.g_00980
OG0000792	Prau.g_01417	Syah.g_00979
OG0000793	Prau.g_01420	Syah.g_00974
OG0000794	Prau.g_01421	Syah.g_00973
OG0000795	Prau.g_01422	Syah.g_00972
OG0000796	Prau.g_01426	Syah.g_00968
OG0000797	Prau.g_01427	Syah.g_00967
OG0000799	Prau.g_01510	Syah.g_01326
OG0000800	Prau.g_01511	Syah.g_01325
OG0000801	Prau.g_01512	Syah.g_01324
OG0000802	Prau.g_01514	Syah.g_01320
OG0000803	Prau.g_01516	Syah.g_01315
OG0000804	Prau.g_01517	Syah.g_01312
OG0000805	Prau.g_01519	Syah.g_01303
OG0000806	Prau.g_01521	Syah.g_01301
OG0000807	Prau.g_01522	Syah.g_01299
OG0000808	Prau.g_01523	Syah.g_01298
OG0000809	Prau.g_01526	Syah.g_01295
OG0000810	Prau.g_01527	Syah.g_01294
OG0000811	Prau.g_01534	Syah.g_01286
OG0000812	Prau.g_01536	Syah.g_01284
OG0000813	Prau.g_01537	Syah.g_01283
OG0000814	Prau.g_01539	Syah.g_01281
OG0000815	Prau.g_01540	Syah.g_01280
OG0000816	Prau.g_01542	Syah.g_01279
OG0000817	Prau.g_01543	Syah.g_01278
OG0000818	Prau.g_01548	Syah.g_01272
OG0000819	Prau.g_01549	Syah.g_01271
OG0000820	Prau.g_01550	Syah.g_01270
OG0000821	Prau.g_01554	Syah.g_01265
OG0000822	Prau.g_01555	Syah.g_01263
OG0000823	Prau.g_01556	Syah.g_01262
OG0000824	Prau.g_01559	Syah.g_01258
OG0000825	Prau.g_01560	Syah.g_01257
OG0000826	Prau.g_01561	Syah.g_01256
OG0000827	Prau.g_01562	Syah.g_01254
OG0000828	Prau.g_01565	Syah.g_01251
OG0000829	Prau.g_01566	Syah.g_01250
OG0000830	Prau.g_01567	Syah.g_01249
OG0000831	Prau.g_01569	Syah.g_01247
OG0000832	Prau.g_01575	Syah.g_02311
OG0000833	Prau.g_01583	Syah.g_02322
OG0000834	Prau.g_01584	Syah.g_02324
OG0000835	Prau.g_01585	Syah.g_02325
OG0000836	Prau.g_01586	Syah.g_02329
OG0000837	Prau.g_01587	Syah.g_02330
OG0000838	Prau.g_01589	Syah.g_02334
OG0000839	Prau.g_01590	Syah.g_02335
OG0000840	Prau.g_01591	Syah.g_02336
OG0000841	Prau.g_01592	Syah.g_02337
OG0000842	Prau.g_01593	Syah.g_02338
OG0000843	Prau.g_01594	Syah.g_02339
OG0000844	Prau.g_01595	Syah.g_02341
OG0000845	Prau.g_01596	Syah.g_02342
OG0000846	Prau.g_01597	Syah.g_02343
OG0000847	Prau.g_01598	Syah.g_02344
OG0000848	Prau.g_01599	Syah.g_02346
OG0000849	Prau.g_01600	Syah.g_02347
OG0000850	Prau.g_01602	Syah.g_02349
OG0000851	Prau.g_01603	Syah.g_02359
OG0000852	Prau.g_01604	Syah.g_02360
OG0000853	Prau.g_01608	Syah.g_02364
OG0000854	Prau.g_01610	Syah.g_02366
OG0000855	Prau.g_01611	Syah.g_02367
OG0000856	Prau.g_01626	Syah.g_01951
OG0000857	Prau.g_01652	Syah.g_01761
OG0000858	Prau.g_01726	Syah.g_02373
OG0000859	Prau.g_01727	Syah.g_02374
OG0000860	Prau.g_01734	Syah.g_02386
OG0000861	Prau.g_01735	Syah.g_02387
OG0000862	Prau.g_01736	Syah.g_02389
OG0000863	Prau.g_01738	Syah.g_02391
OG0000864	Prau.g_01739	Syah.g_02392
OG0000865	Prau.g_01740	Syah.g_02396
OG0000866	Prau.g_01741	Syah.g_02397
OG0000867	Prau.g_01742	Syah.g_02398
OG0000868	Prau.g_01743	Syah.g_02401
OG0000869	Prau.g_01747	Syah.g_02406
OG0000870	Prau.g_01752	Syah.g_02411
OG0000871	Prau.g_01753	Syah.g_02412
OG0000872	Prau.g_01754	Syah.g_02421
OG0000873	Prau.g_01757	Syah.g_02424
OG0000874	Prau.g_01760	Syah.g_02420
OG0000875	Prau.g_01761	Syah.g_02426
OG0000876	Prau.g_01762	Syah.g_02250
OG0000877	Prau.g_01764	Syah.g_02254
OG0000878	Prau.g_01765	Syah.g_02255
OG0000879	Prau.g_01766	Syah.g_02256
OG0000880	Prau.g_01767	Syah.g_02257
OG0000881	Prau.g_01771	Syah.g_02262
OG0000882	Prau.g_01776	Syah.g_02267
OG0000883	Prau.g_01777	Syah.g_02270
OG0000884	Prau.g_01779	Syah.g_02272
OG0000885	Prau.g_01780	Syah.g_02273
OG0000886	Prau.g_01781	Syah.g_02274
OG0000887	Prau.g_01782	Syah.g_02275
OG0000888	Prau.g_01784	Syah.g_02277
OG0000889	Prau.g_01786	Syah.g_02279
OG0000890	Prau.g_01787	Syah.g_02284
OG0000891	Prau.g_01788	Syah.g_02285
OG0000892	Prau.g_01790	Syah.g_02288
OG0000893	Prau.g_01794	Syah.g_00684
OG0000894	Prau.g_01796	Syah.g_00690
OG0000895	Prau.g_01799	Syah.g_00694
OG0000896	Prau.g_01800	Syah.g_00695
OG0000897	Prau.g_01802	Syah.g_00697
OG0000898	Prau.g_01803	Syah.g_00698
OG0000899	Prau.g_01804	Syah.g_00699
OG0000900	Prau.g_01805	Syah.g_00700
OG0000901	Prau.g_01808	Syah.g_00705
OG0000902	Prau.g_01810	Syah.g_00707
OG0000903	Prau.g_01813	Syah.g_00739
OG0000904	Prau.g_01815	Syah.g_00734
OG0000905	Prau.g_01820	Syah.g_00731
OG0000906	Prau.g_01821	Syah.g_00729
OG0000907	Prau.g_01827	Syah.g_00741
OG0000908	Prau.g_01830	Syah.g_00744
OG0000909	Prau.g_01831	Syah.g_00745
OG0000910	Prau.g_01832	Syah.g_00746
OG0000911	Prau.g_01834	Syah.g_00748
OG0000912	Prau.g_01835	Syah.g_00749
OG0000913	Prau.g_01836	Syah.g_00750
OG0000914	Prau.g_01837	Syah.g_00751
OG0000915	Prau.g_01838	Syah.g_00752
OG0000916	Prau.g_01839	Syah.g_00753
OG0000917	Prau.g_01840	Syah.g_00754
OG0000918	Prau.g_01841	Syah.g_00755
OG0000919	Prau.g_01842	Syah.g_00756
OG0000920	Prau.g_01843	Syah.g_00757
OG0000921	Prau.g_01844	Syah.g_00758
OG0000922	Prau.g_01845	Syah.g_00759
OG0000923	Prau.g_01849	Syah.g_00763
OG0000924	Prau.g_01850	Syah.g_00764
OG0000925	Prau.g_01851	Syah.g_00765
OG0000926	Prau.g_01852	Syah.g_00766
OG0000927	Prau.g_01854	Syah.g_00768
OG0000928	Prau.g_01855	Syah.g_00769
OG0000929	Prau.g_01856	Syah.g_00770
OG0000930	Prau.g_01857	Syah.g_00771
OG0000931	Prau.g_01858	Syah.g_00772
OG0000932	Prau.g_01859	Syah.g_00773
OG0000933	Prau.g_01863	Syah.g_00778
OG0000934	Prau.g_01865	Syah.g_00780
OG0000935	Prau.g_01866	Syah.g_00781
OG0000936	Prau.g_01867	Syah.g_00782
OG0000937	Prau.g_01868	Syah.g_00783
OG0000938	Prau.g_01870	Syah.g_00787
OG0000939	Prau.g_01871	Syah.g_00788
OG0000940	Prau.g_01878	Syah.g_00795
OG0000941	Prau.g_01880	Syah.g_00797
OG0000942	Prau.g_01882	Syah.g_00799
OG0000943	Prau.g_01883	Syah.g_00800
OG0000944	Prau.g_01884	Syah.g_00802
OG0000945	Prau.g_01885	Syah.g_00804
OG0000946	Prau.g_01889	Syah.g_00809
OG0000947	Prau.g_01891	Syah.g_00812
OG0000948	Prau.g_01892	Syah.g_00813
OG0000949	Prau.g_01895	Syah.g_00173
OG0000950	Prau.g_01900	Syah.g_00184
OG0000951	Prau.g_01904	Syah.g_00190
OG0000952	Prau.g_01908	Syah.g_00202
OG0000953	Prau.g_01911	Syah.g_00207
OG0000954	Prau.g_01915	Syah.g_00233
OG0000955	Prau.g_01916	Syah.g_00234
OG0000956	Prau.g_01918	Syah.g_00236
OG0000957	Prau.g_01923	Syah.g_00248
OG0000958	Prau.g_01924	Syah.g_00249
OG0000959	Prau.g_01928	Syah.g_00253
OG0000960	Prau.g_01929	Syah.g_00254
OG0000961	Prau.g_01931	Syah.g_00259
OG0000962	Prau.g_01933	Syah.g_00262
OG0000963	Prau.g_01937	Syah.g_00267
OG0000964	Prau.g_01938	Syah.g_00268
OG0000965	Prau.g_01939	Syah.g_00269
OG0000966	Prau.g_01946	Syah.g_00288
OG0000967	Prau.g_01951	Syah.g_00300
OG0000968	Prau.g_01953	Syah.g_00295
OG0000969	Prau.g_01954	Syah.g_00297
OG0000970	Prau.g_01955	Syah.g_00298
OG0000971	Prau.g_01956	Syah.g_00303
OG0000972	Prau.g_01957	Syah.g_00304
OG0000973	Prau.g_01958	Syah.g_00305
OG0000974	Prau.g_01959	Syah.g_00306
OG0000975	Prau.g_01960	Syah.g_00307
OG0000976	Prau.g_01961	Syah.g_00308
OG0000977	Prau.g_01962	Syah.g_00310
OG0000978	Prau.g_01963	Syah.g_00312
OG0000979	Prau.g_01966	Syah.g_00315
OG0000980	Prau.g_01968	Syah.g_00318
OG0000981	Prau.g_01970	Syah.g_00321
OG0000982	Prau.g_01972	Syah.g_00511
OG0000983	Prau.g_01973	Syah.g_00510
OG0000984	Prau.g_01974	Syah.g_00509
OG0000985	Prau.g_01977	Syah.g_00505
OG0000986	Prau.g_01979	Syah.g_00496
OG0000987	Prau.g_01980	Syah.g_00494
OG0000988	Prau.g_01983	Syah.g_00489
OG0000989	Prau.g_01986	Syah.g_00481
OG0000990	Prau.g_01989	Syah.g_00466
OG0000991	Prau.g_01990	Syah.g_00462
OG0000992	Prau.g_01992	Syah.g_00460
OG0000993	Prau.g_01993	Syah.g_00459
OG0000994	Prau.g_01994	Syah.g_00457
OG0000995	Prau.g_01998	Syah.g_00452
OG0000996	Prau.g_01999	Syah.g_00412
OG0000997	Prau.g_02000	Syah.g_00403
OG0000998	Prau.g_02002	Syah.g_00401
OG0000999	Prau.g_02003	Syah.g_00400
OG0001000	Prau.g_02006	Syah.g_00397
OG0001001	Prau.g_02008	Syah.g_00392
OG0001002	Prau.g_02012	Syah.g_00386
OG0001003	Prau.g_02014	Syah.g_00384
OG0001004	Prau.g_02015	Syah.g_00383
OG0001005	Prau.g_02016	Syah.g_00382
OG0001006	Prau.g_02020	Syah.g_00375
OG0001007	Prau.g_02022	Syah.g_00373
OG0001008	Prau.g_00478	Syah.g_02235
OG0001009	Prau.g_00027	Syah.g_00344
OG0001010	Prau.g_00028	Syah.g_00343
OG0001011	Prau.g_00029	Syah.g_00342
OG0001012	Prau.g_00050	Syah.g_00514
OG0001013	Prau.g_00056	Syah.g_00527
OG0001014	Prau.g_00059	Syah.g_00531
OG0001015	Prau.g_00060	Syah.g_00532
OG0001016	Prau.g_00074	Syah.g_02487
OG0001017	Prau.g_00078	Syah.g_02493
OG0001018	Prau.g_00081	Syah.g_02495
OG0001019	Prau.g_00090	Syah.g_02512
OG0001020	Prau.g_00091	Syah.g_02517
OG0001021	Prau.g_00092	Syah.g_02521
OG0001022	Prau.g_00095	Syah.g_02524
OG0001023	Prau.g_00096	Syah.g_02525
OG0001024	Prau.g_00099	Syah.g_02529
OG0001025	Prau.g_00105	Syah.g_02534
OG0001026	Prau.g_00112	Syah.g_02547
OG0001027	Prau.g_00113	Syah.g_00001
OG0001028	Prau.g_00115	Syah.g_00003
OG0001029	Prau.g_00116	Syah.g_00005
OG0001030	Prau.g_00131	Syah.g_00025
OG0001031	Prau.g_00187	Syah.g_00611
OG0001032	Prau.g_00188	Syah.g_00609
OG0001033	Prau.g_00209	Syah.g_00577
OG0001034	Prau.g_00237	Syah.g_00908
OG0001035	Prau.g_00256	Syah.g_00660
OG0001036	Prau.g_00261	Syah.g_00655
OG0001037	Prau.g_00262	Syah.g_00653
OG0001038	Prau.g_00280	Syah.g_00626
OG0001039	Prau.g_00283	Syah.g_00623
OG0001040	Prau.g_00285	Syah.g_00090
OG0001042	Prau.g_00306	Syah.g_00122
OG0001043	Prau.g_00307	Syah.g_00126
OG0001044	Prau.g_00335	Syah.g_00857
OG0001045	Prau.g_00344	Syah.g_00870
OG0001046	Prau.g_00382	Syah.g_01647
OG0001047	Prau.g_00480	Syah.g_02233
OG0001048	Prau.g_00481	Syah.g_02232
OG0001049	Prau.g_00483	Syah.g_02225
OG0001050	Prau.g_00484	Syah.g_02224
OG0001051	Prau.g_00485	Syah.g_02223
OG0001052	Prau.g_00512	Syah.g_01217
OG0001053	Prau.g_00524	Syah.g_01000
OG0001054	Prau.g_00539	Syah.g_01017
OG0001055	Prau.g_00558	Syah.g_01037
OG0001056	Prau.g_00576	Syah.g_01069
OG0001057	Prau.g_00581	Syah.g_01075
OG0001058	Prau.g_00589	Syah.g_01091
OG0001059	Prau.g_00593	Syah.g_01095
OG0001060	Prau.g_00600	Syah.g_01102
OG0001061	Prau.g_00613	Syah.g_01123
OG0001062	Prau.g_00615	Syah.g_01125
OG0001063	Prau.g_00617	Syah.g_01129
OG0001064	Prau.g_00618	Syah.g_01130
OG0001065	Prau.g_00619	Syah.g_01131
OG0001066	Prau.g_00620	Syah.g_01132
OG0001067	Prau.g_00621	Syah.g_01133
OG0001068	Prau.g_00622	Syah.g_01134
OG0001069	Prau.g_00623	Syah.g_01135
OG0001070	Prau.g_00626	Syah.g_01138
OG0001071	Prau.g_00627	Syah.g_01139
OG0001072	Prau.g_00628	Syah.g_01144
OG0001074	Prau.g_00653	Syah.g_01970
OG0001075	Prau.g_00654	Syah.g_01969
OG0001076	Prau.g_00664	Syah.g_01959
OG0001077	Prau.g_00668	Syah.g_01948
OG0001078	Prau.g_00676	Syah.g_01934
OG0001079	Prau.g_00687	Syah.g_01921
OG0001080	Prau.g_00693	Syah.g_01538
OG0001081	Prau.g_00695	Syah.g_01487
OG0001082	Prau.g_00696	Syah.g_01488
OG0001083	Prau.g_00701	Syah.g_01495
OG0001084	Prau.g_00702	Syah.g_01496
OG0001085	Prau.g_00710	Syah.g_01506
OG0001086	Prau.g_00711	Syah.g_01508
OG0001087	Prau.g_00728	Syah.g_01992
OG0001088	Prau.g_00729	Syah.g_01995
OG0001089	Prau.g_00737	Syah.g_02019
OG0001090	Prau.g_00756	Syah.g_01728
OG0001091	Prau.g_00758	Syah.g_01726
OG0001092	Prau.g_00759	Syah.g_01724
OG0001093	Prau.g_00764	Syah.g_01718
OG0001094	Prau.g_00848	Syah.g_01785
OG0001095	Prau.g_00867	Syah.g_01764
OG0001096	Prau.g_00880	Syah.g_01748
OG0001097	Prau.g_00898	Syah.g_02094
OG0001098	Prau.g_00914	Syah.g_01542
OG0001099	Prau.g_00946	Syah.g_00004
OG0001100	Prau.g_00950	Syah.g_01522
OG0001101	Prau.g_00952	Syah.g_01523
OG0001102	Prau.g_00954	Syah.g_01526
OG0001104	Prau.g_00978	Syah.g_01801
OG0001105	Prau.g_00982	Syah.g_01797
OG0001106	Prau.g_01006	Syah.g_01609
OG0001107	Prau.g_01013	Syah.g_01620
OG0001108	Prau.g_01017	Syah.g_01628
OG0001109	Prau.g_01018	Syah.g_01630
OG0001110	Prau.g_01020	Syah.g_01632
OG0001111	Prau.g_01021	Syah.g_01634
OG0001112	Prau.g_01022	Syah.g_01636
OG0001113	Prau.g_01023	Syah.g_01637
OG0001114	Prau.g_01024	Syah.g_01638
OG0001115	Prau.g_01026	Syah.g_01642
OG0001116	Prau.g_01027	Syah.g_01644
OG0001117	Prau.g_01028	Syah.g_01645
OG0001118	Prau.g_01029	Syah.g_01646
OG0001119	Prau.g_01030	Syah.g_01648
OG0001120	Prau.g_01032	Syah.g_01652
OG0001121	Prau.g_01172, Prau.g_01035	Syah.g_00927, Syah.g_02183
OG0001122	Prau.g_01061	Syah.g_01679
OG0001123	Prau.g_01065	Syah.g_01686
OG0001124	Prau.g_01067	Syah.g_01688
OG0001125	Prau.g_01068	Syah.g_01690
OG0001126	Prau.g_01078	Syah.g_02058
OG0001127	Prau.g_01079	Syah.g_02057
OG0001128	Prau.g_01081	Syah.g_02040
OG0001129	Prau.g_01082	Syah.g_02038
OG0001130	Prau.g_01083	Syah.g_02037
OG0001131	Prau.g_01118	Syah.g_01819
OG0001132	Prau.g_01127	Syah.g_01850
OG0001133	Prau.g_01160	Syah.g_01957
OG0001134	Prau.g_01174	Syah.g_01437
OG0001135	Prau.g_01177	Syah.g_01439
OG0001136	Prau.g_01204	Syah.g_02160
OG0001137	Prau.g_01214	Syah.g_02141
OG0001138	Prau.g_01232	Syah.g_01421
OG0001139	Prau.g_01233	Syah.g_01419
OG0001140	Prau.g_01234	Syah.g_01418
OG0001141	Prau.g_01235	Syah.g_01417
OG0001142	Prau.g_01236	Syah.g_01416
OG0001143	Prau.g_01243	Syah.g_01408
OG0001144	Prau.g_01248	Syah.g_01399
OG0001145	Prau.g_01362	Syah.g_02188
OG0001146	Prau.g_01375	Syah.g_02206
OG0001147	Prau.g_01395	Syah.g_01234
OG0001148	Prau.g_01411	Syah.g_00984
OG0001149	Prau.g_01412	Syah.g_00983
OG0001150	Prau.g_01413	Syah.g_00982
OG0001151	Prau.g_01424	Syah.g_00970
OG0001152	Prau.g_01425	Syah.g_00969
OG0001153	Prau.g_01563	Syah.g_01253
OG0001154	Prau.g_01564	Syah.g_01252
OG0001155	Prau.g_01576	Syah.g_02313
OG0001156	Prau.g_01579	Syah.g_02316
OG0001157	Prau.g_01580	Syah.g_02317
OG0001158	Prau.g_01581	Syah.g_02318
OG0001159	Prau.g_01582	Syah.g_02319
OG0001161	Prau.g_01619	Syah.g_00475
OG0001162	Prau.g_01630	Syah.g_01745
OG0001163	Prau.g_01724	Syah.g_02370
OG0001164	Prau.g_01728	Syah.g_02376
OG0001165	Prau.g_01731	Syah.g_02381
