Orthogroup	Prbk	Praz
OG0000580	Prbk.g_02628	Praz.g_01697
OG0000581	Prbk.g_02629	Praz.g_01696
OG0000582	Prbk.g_02631	Praz.g_01695
OG0000583	Prbk.g_02632	Praz.g_01694
OG0000584	Prbk.g_02634	Praz.g_01692
OG0000585	Prbk.g_02635	Praz.g_01691
OG0000586	Prbk.g_02637	Praz.g_01690
OG0000587	Prbk.g_02638	Praz.g_01689
OG0000588	Prbk.g_02639	Praz.g_01688
OG0000589	Prbk.g_02647	Praz.g_01687
OG0000590	Prbk.g_02648	Praz.g_01686
OG0000591	Prbk.g_02649	Praz.g_01685
OG0000592	Prbk.g_02650	Praz.g_01684
OG0000593	Prbk.g_02651	Praz.g_01683
OG0000594	Prbk.g_02654	Praz.g_01682
OG0000595	Prbk.g_02655	Praz.g_01681
OG0000596	Prbk.g_02656	Praz.g_01680
OG0000597	Prbk.g_00729	Praz.g_01676
OG0000598	Prbk.g_00728	Praz.g_01675
OG0000599	Prbk.g_00727	Praz.g_01674
OG0000600	Prbk.g_00726	Praz.g_01673
OG0000601	Prbk.g_00725	Praz.g_01672
OG0000602	Prbk.g_00723	Praz.g_01671
OG0000603	Prbk.g_00720	Praz.g_01670
OG0000604	Prbk.g_00719	Praz.g_01669
OG0000605	Prbk.g_00718	Praz.g_01668
OG0000606	Prbk.g_00717	Praz.g_01667
OG0000607	Prbk.g_00715	Praz.g_01666
OG0000608	Prbk.g_00714	Praz.g_01665
OG0000609	Prbk.g_00712	Praz.g_01663
OG0000610	Prbk.g_00711	Praz.g_01662
OG0000611	Prbk.g_00708	Praz.g_01660
OG0000612	Prbk.g_00706	Praz.g_01659
OG0000613	Prbk.g_00478	Praz.g_01657
OG0000614	Prbk.g_01361	Praz.g_01651
OG0000615	Prbk.g_01767	Praz.g_01650
OG0000616	Prbk.g_00672	Praz.g_01649
OG0000617	Prbk.g_02509	Praz.g_01647
OG0000618	Prbk.g_01925	Praz.g_01646
OG0000619	Prbk.g_01805	Praz.g_01645
OG0000620	Prbk.g_01827	Praz.g_01643
OG0000621	Prbk.g_01821	Praz.g_01642
OG0000622	Prbk.g_01817	Praz.g_01641
OG0000623	Prbk.g_01816	Praz.g_01640
OG0000624	Prbk.g_01802	Praz.g_01638
OG0000625	Prbk.g_01801	Praz.g_01637
OG0000626	Prbk.g_01800	Praz.g_01636
OG0000627	Prbk.g_01760	Praz.g_01635
OG0000628	Prbk.g_01761	Praz.g_01634
OG0000629	Prbk.g_01764	Praz.g_01633
OG0000630	Prbk.g_01766	Praz.g_01631
OG0000631	Prbk.g_02429	Praz.g_01630
OG0000632	Prbk.g_02262	Praz.g_01626
OG0000633	Prbk.g_00169	Praz.g_01625
OG0000634	Prbk.g_00617	Praz.g_01606
OG0000635	Prbk.g_00615	Praz.g_01604
OG0000636	Prbk.g_00614	Praz.g_01603
OG0000637	Prbk.g_00613	Praz.g_01601
OG0000638	Prbk.g_00612	Praz.g_01600
OG0000639	Prbk.g_00611	Praz.g_01599
OG0000640	Prbk.g_00610	Praz.g_01598
OG0000641	Prbk.g_00608	Praz.g_01597
OG0000642	Prbk.g_00607	Praz.g_01596
OG0000643	Prbk.g_00606	Praz.g_01595
OG0000644	Prbk.g_00604	Praz.g_01593
OG0000645	Prbk.g_00603	Praz.g_01592
OG0000646	Prbk.g_00602	Praz.g_01591
OG0000647	Prbk.g_00601	Praz.g_01590
OG0000648	Prbk.g_02376	Praz.g_01589
OG0000649	Prbk.g_02375	Praz.g_01588
OG0000650	Prbk.g_02372	Praz.g_01587
OG0000651	Prbk.g_02371	Praz.g_01586
OG0000652	Prbk.g_02368	Praz.g_01584
OG0000653	Prbk.g_02519	Praz.g_01569
OG0000654	Prbk.g_01872	Praz.g_01567
OG0000656	Prbk.g_01863	Praz.g_01554
OG0000657	Prbk.g_02332	Praz.g_01547
OG0000658	Prbk.g_02333	Praz.g_01546
OG0000659	Prbk.g_02334	Praz.g_01545
OG0000660	Prbk.g_00865	Praz.g_01534
OG0000661	Prbk.g_01455	Praz.g_01525
OG0000662	Prbk.g_02367	Praz.g_01523
OG0000663	Prbk.g_02362	Praz.g_01521
OG0000664	Prbk.g_02361	Praz.g_01520
OG0000665	Prbk.g_02360	Praz.g_01519
OG0000666	Prbk.g_02462	Praz.g_01518
OG0000667	Prbk.g_02463	Praz.g_01517
OG0000668	Prbk.g_02464	Praz.g_01516
OG0000669	Prbk.g_02465	Praz.g_01515
OG0000670	Prbk.g_02467	Praz.g_01513
OG0000671	Prbk.g_02468	Praz.g_01512
OG0000672	Prbk.g_02469	Praz.g_01511
OG0000673	Prbk.g_02470	Praz.g_01510
OG0000674	Prbk.g_02471	Praz.g_01509
OG0000675	Prbk.g_02472	Praz.g_01508
OG0000676	Prbk.g_02474	Praz.g_01506
OG0000677	Prbk.g_02476	Praz.g_01504
OG0000678	Prbk.g_02477	Praz.g_01503
OG0000679	Prbk.g_02478	Praz.g_01502
OG0000680	Prbk.g_02479	Praz.g_01501
OG0000681	Prbk.g_02480	Praz.g_01500
OG0000682	Prbk.g_02481	Praz.g_01499
OG0000683	Prbk.g_02483	Praz.g_01498
OG0000684	Prbk.g_02486	Praz.g_01497
OG0000685	Prbk.g_02487	Praz.g_01496
OG0000686	Prbk.g_02488	Praz.g_01495
OG0000687	Prbk.g_02489	Praz.g_01494
OG0000688	Prbk.g_02490	Praz.g_01493
OG0000689	Prbk.g_02491	Praz.g_01492
OG0000690	Prbk.g_02492	Praz.g_01491
OG0000691	Prbk.g_02494	Praz.g_01489
OG0000692	Prbk.g_02495	Praz.g_01488
OG0000693	Prbk.g_02496	Praz.g_01487
OG0000694	Prbk.g_02497	Praz.g_01486
OG0000695	Prbk.g_02498	Praz.g_01485
OG0000696	Prbk.g_02499	Praz.g_01484
OG0000697	Prbk.g_02526	Praz.g_01482
OG0000698	Prbk.g_02527	Praz.g_01481
OG0000699	Prbk.g_02531	Praz.g_01477
OG0000700	Prbk.g_02532	Praz.g_01476
OG0000701	Prbk.g_02534	Praz.g_01475
OG0000702	Prbk.g_02535	Praz.g_01474
OG0000703	Prbk.g_02536	Praz.g_01473
OG0000704	Prbk.g_02537	Praz.g_01472
OG0000705	Prbk.g_02539	Praz.g_01470
OG0000706	Prbk.g_02540	Praz.g_01469
OG0000707	Prbk.g_02541	Praz.g_01468
OG0000708	Prbk.g_02542	Praz.g_01467
OG0000709	Prbk.g_02543	Praz.g_01466
OG0000710	Prbk.g_02544	Praz.g_01465
OG0000711	Prbk.g_02546	Praz.g_01464
OG0000712	Prbk.g_02547	Praz.g_01463
OG0000713	Prbk.g_02548	Praz.g_01462
OG0000714	Prbk.g_02559	Praz.g_01460
OG0000715	Prbk.g_02560	Praz.g_01459
OG0000716	Prbk.g_02563	Praz.g_01458
OG0000717	Prbk.g_02567	Praz.g_01457
OG0000718	Prbk.g_02568	Praz.g_01456
OG0000719	Prbk.g_02570	Praz.g_01454
OG0000720	Prbk.g_02379	Praz.g_01452
OG0000721	Prbk.g_00598	Praz.g_01451
OG0000722	Prbk.g_00582	Praz.g_01424
OG0000723	Prbk.g_00193	Praz.g_01420
OG0000724	Prbk.g_02580	Praz.g_01417
OG0000725	Prbk.g_02389	Praz.g_01416
OG0000726	Prbk.g_01662	Praz.g_01415
OG0000727	Prbk.g_02390	Praz.g_01414
OG0000728	Prbk.g_02391	Praz.g_01413
OG0000729	Prbk.g_02393	Praz.g_01411
OG0000730	Prbk.g_02394	Praz.g_01410
OG0000731	Prbk.g_02396	Praz.g_01408
OG0000732	Prbk.g_02397	Praz.g_01407
OG0000733	Prbk.g_02398	Praz.g_01406
OG0000734	Prbk.g_02399	Praz.g_01405
OG0000735	Prbk.g_02400	Praz.g_01404
OG0000736	Prbk.g_02408	Praz.g_01402
OG0000737	Prbk.g_02410	Praz.g_01401
OG0000738	Prbk.g_02415	Praz.g_01399
OG0000739	Prbk.g_02417	Praz.g_01398
OG0000740	Prbk.g_02420	Praz.g_01397
OG0000741	Prbk.g_02435	Praz.g_01395
OG0000742	Prbk.g_02436	Praz.g_01394
OG0000743	Prbk.g_02439	Praz.g_01391
OG0000744	Prbk.g_02440	Praz.g_01390
OG0000745	Prbk.g_02453	Praz.g_01388
OG0000746	Prbk.g_02452	Praz.g_01387
OG0000747	Prbk.g_02451	Praz.g_01386
OG0000748	Prbk.g_02450	Praz.g_01385
OG0000749	Prbk.g_02449	Praz.g_01384
OG0000750	Prbk.g_02447	Praz.g_01383
OG0000751	Prbk.g_02455	Praz.g_01381
OG0000752	Prbk.g_02456	Praz.g_01380
OG0000753	Prbk.g_02457	Praz.g_01379
OG0000754	Prbk.g_02458	Praz.g_01378
OG0000755	Prbk.g_02459	Praz.g_01376
OG0000756	Prbk.g_02460	Praz.g_01375
OG0000757	Prbk.g_02461	Praz.g_01374
OG0000758	Prbk.g_02359	Praz.g_01373
OG0000759	Prbk.g_02358	Praz.g_01372
OG0000760	Prbk.g_02357	Praz.g_01371
OG0000761	Prbk.g_02355	Praz.g_01370
OG0000762	Prbk.g_02353	Praz.g_01368
OG0000763	Prbk.g_02352	Praz.g_01367
OG0000764	Prbk.g_02350	Praz.g_01366
OG0000765	Prbk.g_02349	Praz.g_01365
OG0000766	Prbk.g_02348	Praz.g_01364
OG0000767	Prbk.g_01698	Praz.g_01363
OG0000768	Prbk.g_02340	Praz.g_01362
OG0000769	Prbk.g_02339	Praz.g_01361
OG0000770	Prbk.g_02337	Praz.g_01360
OG0000771	Prbk.g_02336	Praz.g_01359
OG0000772	Prbk.g_02189	Praz.g_01358
OG0000773	Prbk.g_02331	Praz.g_01356
OG0000774	Prbk.g_02330	Praz.g_01355
OG0000775	Prbk.g_02329	Praz.g_01354
OG0000776	Prbk.g_02327	Praz.g_01353
OG0000777	Prbk.g_02326	Praz.g_01352
OG0000778	Prbk.g_02325	Praz.g_01351
OG0000779	Prbk.g_02320	Praz.g_01349
OG0000780	Prbk.g_02319	Praz.g_01348
OG0000781	Prbk.g_02317	Praz.g_01347
OG0000782	Prbk.g_02315	Praz.g_01345
OG0000783	Prbk.g_02313	Praz.g_01344
OG0000784	Prbk.g_02311	Praz.g_01343
OG0000785	Prbk.g_02310	Praz.g_01342
OG0000786	Prbk.g_02309	Praz.g_01341
OG0000787	Prbk.g_02307	Praz.g_01339
OG0000788	Prbk.g_02306	Praz.g_01338
OG0000789	Prbk.g_02305	Praz.g_01337
OG0000790	Prbk.g_02304	Praz.g_01336
OG0000791	Prbk.g_02303	Praz.g_01335
OG0000792	Prbk.g_01728	Praz.g_01334
OG0000793	Prbk.g_02301	Praz.g_01333
OG0000794	Prbk.g_02299	Praz.g_01332
OG0000795	Prbk.g_02297	Praz.g_01331
OG0000796	Prbk.g_02293	Praz.g_01329
OG0000797	Prbk.g_02292	Praz.g_01327
OG0000798	Prbk.g_00562	Praz.g_01326
OG0000799	Prbk.g_00566	Praz.g_01325
OG0000800	Prbk.g_00567	Praz.g_01324
OG0000801	Prbk.g_00568	Praz.g_01323
OG0000802	Prbk.g_00572	Praz.g_01321
OG0000803	Prbk.g_00573	Praz.g_01320
OG0000804	Prbk.g_00578	Praz.g_01308
OG0000805	Prbk.g_00580	Praz.g_01306
OG0000806	Prbk.g_00581	Praz.g_01305
OG0000807	Prbk.g_00583	Praz.g_01304
OG0000808	Prbk.g_00584	Praz.g_01303
OG0000809	Prbk.g_00590	Praz.g_01299
OG0000810	Prbk.g_00592	Praz.g_01298
OG0000811	Prbk.g_00593	Praz.g_01297
OG0000812	Prbk.g_02190	Praz.g_01296
OG0000813	Prbk.g_00594	Praz.g_01294
OG0000814	Prbk.g_00595	Praz.g_01293
OG0000815	Prbk.g_00596	Praz.g_01292
OG0000816	Prbk.g_00599	Praz.g_01290
OG0000817	Prbk.g_00068	Praz.g_01287
OG0000818	Prbk.g_00067	Praz.g_01286
OG0000819	Prbk.g_00064	Praz.g_01284
OG0000820	Prbk.g_00063	Praz.g_01283
OG0000821	Prbk.g_00062	Praz.g_01282
OG0000822	Prbk.g_00061	Praz.g_01281
OG0000823	Prbk.g_00058	Praz.g_00064
OG0000824	Prbk.g_00057	Praz.g_00065
OG0000825	Prbk.g_00054	Praz.g_00067
OG0000826	Prbk.g_00053	Praz.g_00068
OG0000827	Prbk.g_00052	Praz.g_00069
OG0000828	Prbk.g_00051	Praz.g_00071
OG0000829	Prbk.g_00627	Praz.g_00096
OG0000830	Prbk.g_02595	Praz.g_00105
OG0000831	Prbk.g_02022	Praz.g_00108
OG0000832	Prbk.g_01700	Praz.g_00109
OG0000833	Prbk.g_01531	Praz.g_00116
OG0000834	Prbk.g_00869	Praz.g_00060
OG0000835	Prbk.g_00879	Praz.g_00056
OG0000836	Prbk.g_01234	Praz.g_00054
OG0000837	Prbk.g_02613	Praz.g_00040
OG0000838	Prbk.g_02202	Praz.g_00024
OG0000839	Prbk.g_02196	Praz.g_00023
OG0000840	Prbk.g_01456	Praz.g_00018
OG0000841	Prbk.g_01227	Praz.g_00011
OG0000842	Prbk.g_00004	Praz.g_00007
OG0000843	Prbk.g_01037	Praz.g_00005
OG0000844	Prbk.g_01036	Praz.g_00004
OG0000845	Prbk.g_01035	Praz.g_00003
OG0000846	Prbk.g_01034	Praz.g_00002
OG0000847	Prbk.g_01032	Praz.g_00001
OG0000848	Prbk.g_01031	Praz.g_00763
OG0000849	Prbk.g_01028	Praz.g_00762
OG0000850	Prbk.g_01026	Praz.g_00761
OG0000851	Prbk.g_01022	Praz.g_00759
OG0000852	Prbk.g_01020	Praz.g_00756
OG0000853	Prbk.g_01018	Praz.g_00754
OG0000854	Prbk.g_01017	Praz.g_00753
OG0000855	Prbk.g_00141	Praz.g_00751
OG0000856	Prbk.g_00142	Praz.g_00750
OG0000857	Prbk.g_00143	Praz.g_00749
OG0000858	Prbk.g_00153	Praz.g_00747
OG0000859	Prbk.g_00155	Praz.g_00746
OG0000860	Prbk.g_00156	Praz.g_00745
OG0000861	Prbk.g_00157	Praz.g_00744
OG0000862	Prbk.g_00158	Praz.g_00743
OG0000863	Prbk.g_00106	Praz.g_00742
OG0000864	Prbk.g_00105	Praz.g_00741
OG0000865	Prbk.g_00104	Praz.g_00740
OG0000866	Prbk.g_00103	Praz.g_00739
OG0000867	Prbk.g_00100	Praz.g_00736
OG0000868	Prbk.g_00099	Praz.g_00734
OG0000869	Prbk.g_01501	Praz.g_00733
OG0000870	Prbk.g_01498	Praz.g_00732
OG0000871	Prbk.g_01497	Praz.g_00731
OG0000872	Prbk.g_00139	Praz.g_00730
OG0000873	Prbk.g_00138	Praz.g_00729
OG0000874	Prbk.g_00137	Praz.g_00728
OG0000875	Prbk.g_00135	Praz.g_00727
OG0000876	Prbk.g_00133	Praz.g_00725
OG0000877	Prbk.g_00132	Praz.g_00724
OG0000878	Prbk.g_00131	Praz.g_00723
OG0000879	Prbk.g_00130	Praz.g_00722
OG0000880	Prbk.g_00129	Praz.g_00721
OG0000881	Prbk.g_00128	Praz.g_00720
OG0000882	Prbk.g_00127	Praz.g_00719
OG0000883	Prbk.g_01503	Praz.g_00718
OG0000884	Prbk.g_01504	Praz.g_00717
OG0000885	Prbk.g_01505	Praz.g_00716
OG0000886	Prbk.g_01506	Praz.g_00715
OG0000887	Prbk.g_01508	Praz.g_00714
OG0000888	Prbk.g_00189	Praz.g_00713
OG0000889	Prbk.g_00188	Praz.g_00712
OG0000890	Prbk.g_00186	Praz.g_00711
OG0000891	Prbk.g_00185	Praz.g_00710
OG0000892	Prbk.g_00183	Praz.g_00709
OG0000893	Prbk.g_00182	Praz.g_00708
OG0000894	Prbk.g_00178	Praz.g_00706
OG0000895	Prbk.g_00177	Praz.g_00705
OG0000896	Prbk.g_00175	Praz.g_00703
OG0000897	Prbk.g_00174	Praz.g_00702
OG0000898	Prbk.g_00097	Praz.g_00701
OG0000899	Prbk.g_00098	Praz.g_00700
OG0000900	Prbk.g_00122	Praz.g_00698
OG0000901	Prbk.g_02011	Praz.g_01205
OG0000902	Prbk.g_00164	Praz.g_01191
OG0000903	Prbk.g_00163	Praz.g_01190
OG0000904	Prbk.g_00162	Praz.g_01189
OG0000905	Prbk.g_01194	Praz.g_01188
OG0000906	Prbk.g_01192	Praz.g_01187
OG0000907	Prbk.g_01190	Praz.g_01185
OG0000908	Prbk.g_01189	Praz.g_01184
OG0000909	Prbk.g_01188	Praz.g_01183
OG0000910	Prbk.g_01187	Praz.g_01182
OG0000911	Prbk.g_01186	Praz.g_01181
OG0000912	Prbk.g_01182	Praz.g_01178
OG0000913	Prbk.g_01179	Praz.g_01177
OG0000914	Prbk.g_01178	Praz.g_01176
OG0000915	Prbk.g_01175	Praz.g_01174
OG0000916	Prbk.g_01174	Praz.g_01173
OG0000917	Prbk.g_01173	Praz.g_01172
OG0000918	Prbk.g_01172	Praz.g_01171
OG0000919	Prbk.g_01171	Praz.g_01170
OG0000920	Prbk.g_01170	Praz.g_01169
OG0000921	Prbk.g_01167	Praz.g_01167
OG0000922	Prbk.g_01166	Praz.g_01166
OG0000923	Prbk.g_01199	Praz.g_01157
OG0000924	Prbk.g_01198	Praz.g_01156
OG0000925	Prbk.g_02120	Praz.g_01153
OG0000926	Prbk.g_00334	Praz.g_01152
OG0000927	Prbk.g_02564	Praz.g_01151
OG0000928	Prbk.g_01691	Praz.g_01149
OG0000929	Prbk.g_00055	Praz.g_01147
OG0000930	Prbk.g_00629	Praz.g_01145
OG0000931	Prbk.g_02578	Praz.g_01144
OG0000932	Prbk.g_00923	Praz.g_01141
OG0000933	Prbk.g_02051	Praz.g_01137
OG0000934	Prbk.g_02050	Praz.g_01136
OG0000935	Prbk.g_02049	Praz.g_01135
OG0000936	Prbk.g_02048	Praz.g_01134
OG0000937	Prbk.g_02047	Praz.g_01133
OG0000938	Prbk.g_02046	Praz.g_01132
OG0000939	Prbk.g_02045	Praz.g_01131
OG0000940	Prbk.g_02044	Praz.g_01130
OG0000941	Prbk.g_02042	Praz.g_01129
OG0000942	Prbk.g_02041	Praz.g_01128
OG0000943	Prbk.g_02040	Praz.g_01127
OG0000944	Prbk.g_02039	Praz.g_01126
OG0000945	Prbk.g_02038	Praz.g_01125
OG0000946	Prbk.g_02037	Praz.g_01124
OG0000947	Prbk.g_02036	Praz.g_01123
OG0000948	Prbk.g_02035	Praz.g_01122
OG0000949	Prbk.g_02034	Praz.g_01121
OG0000950	Prbk.g_00526	Praz.g_01097
OG0000951	Prbk.g_01929	Praz.g_01059
OG0000952	Prbk.g_01930	Praz.g_01058
OG0000953	Prbk.g_01931	Praz.g_01057
OG0000954	Prbk.g_01937	Praz.g_01056
OG0000955	Prbk.g_01938	Praz.g_01055
OG0000956	Prbk.g_00244	Praz.g_01053
OG0000957	Prbk.g_00246	Praz.g_01052
OG0000958	Prbk.g_00247	Praz.g_01051
OG0000959	Prbk.g_00248	Praz.g_01050
OG0000960	Prbk.g_00249	Praz.g_01049
OG0000961	Prbk.g_00250	Praz.g_01048
OG0000962	Prbk.g_00252	Praz.g_01047
OG0000963	Prbk.g_00253	Praz.g_01046
OG0000964	Prbk.g_00255	Praz.g_01045
OG0000965	Prbk.g_00257	Praz.g_01043
OG0000966	Prbk.g_00258	Praz.g_01042
OG0000967	Prbk.g_00261	Praz.g_01039
OG0000968	Prbk.g_00270	Praz.g_01038
OG0000969	Prbk.g_00271	Praz.g_01037
OG0000970	Prbk.g_00272	Praz.g_01036
OG0000971	Prbk.g_00273	Praz.g_01035
OG0000972	Prbk.g_00274	Praz.g_01034
OG0000973	Prbk.g_00276	Praz.g_01032
OG0000974	Prbk.g_00277	Praz.g_01031
OG0000975	Prbk.g_00278	Praz.g_01030
OG0000976	Prbk.g_00279	Praz.g_01029
OG0000977	Prbk.g_00280	Praz.g_01028
OG0000978	Prbk.g_00281	Praz.g_01027
OG0000979	Prbk.g_00282	Praz.g_01026
OG0000980	Prbk.g_00283	Praz.g_01025
OG0000981	Prbk.g_01237	Praz.g_01024
OG0000982	Prbk.g_01236	Praz.g_01023
OG0000983	Prbk.g_01235	Praz.g_01022
OG0000984	Prbk.g_01228	Praz.g_01018
OG0000985	Prbk.g_01226	Praz.g_01017
OG0000986	Prbk.g_01225	Praz.g_01016
OG0000987	Prbk.g_01222	Praz.g_01014
OG0000988	Prbk.g_01221	Praz.g_01013
OG0000989	Prbk.g_01220	Praz.g_01012
OG0000990	Prbk.g_01219	Praz.g_01011
OG0000991	Prbk.g_01218	Praz.g_01010
OG0000992	Prbk.g_01217	Praz.g_01009
OG0000993	Prbk.g_01216	Praz.g_01008
OG0000994	Prbk.g_01215	Praz.g_01007
OG0000995	Prbk.g_01214	Praz.g_01006
OG0000996	Prbk.g_01213	Praz.g_01005
OG0000997	Prbk.g_01211	Praz.g_01003
OG0000998	Prbk.g_01654	Praz.g_01000
OG0000999	Prbk.g_02016	Praz.g_00998
OG0001000	Prbk.g_02006	Praz.g_00997
OG0001001	Prbk.g_02004	Praz.g_00996
OG0001002	Prbk.g_02002	Praz.g_00994
OG0001003	Prbk.g_02001	Praz.g_00993
OG0001004	Prbk.g_02596	Praz.g_00992
OG0001005	Prbk.g_02000	Praz.g_00991
OG0001006	Prbk.g_01998	Praz.g_00989
OG0001007	Prbk.g_01997	Praz.g_00988
OG0001008	Prbk.g_01996	Praz.g_00987
OG0001009	Prbk.g_01994	Praz.g_00986
OG0001010	Prbk.g_01993	Praz.g_00985
OG0001011	Prbk.g_01991	Praz.g_00984
OG0001012	Prbk.g_01990	Praz.g_00983
OG0001013	Prbk.g_01989	Praz.g_00982
OG0001014	Prbk.g_01988	Praz.g_00981
OG0001015	Prbk.g_01987	Praz.g_00980
OG0001016	Prbk.g_01986	Praz.g_00979
OG0001017	Prbk.g_01985	Praz.g_00978
OG0001018	Prbk.g_01983	Praz.g_00977
OG0001019	Prbk.g_01982	Praz.g_00976
OG0001020	Prbk.g_01981	Praz.g_00975
OG0001021	Prbk.g_01980	Praz.g_00974
OG0001022	Prbk.g_01979	Praz.g_00973
OG0001023	Prbk.g_01978	Praz.g_00972
OG0001024	Prbk.g_01977	Praz.g_00970
OG0001025	Prbk.g_00937	Praz.g_00969
OG0001026	Prbk.g_00936	Praz.g_00968
OG0001027	Prbk.g_01360	Praz.g_00967
OG0001028	Prbk.g_00934	Praz.g_00966
OG0001029	Prbk.g_00933	Praz.g_00965
OG0001030	Prbk.g_00930	Praz.g_00962
OG0001031	Prbk.g_00929	Praz.g_00961
OG0001032	Prbk.g_02593	Praz.g_00953
OG0001033	Prbk.g_02619	Praz.g_00946
OG0001034	Prbk.g_02485	Praz.g_00918
OG0001035	Prbk.g_00918	Praz.g_00883
OG0001036	Prbk.g_00917	Praz.g_00882
OG0001037	Prbk.g_00906	Praz.g_00876
OG0001038	Prbk.g_00905	Praz.g_00875
OG0001039	Prbk.g_00904	Praz.g_00874
OG0001040	Prbk.g_00902	Praz.g_00873
OG0001041	Prbk.g_01451	Praz.g_00871
OG0001042	Prbk.g_01450	Praz.g_00870
OG0001043	Prbk.g_01449	Praz.g_00869
OG0001044	Prbk.g_01448	Praz.g_00868
OG0001045	Prbk.g_01447	Praz.g_00867
OG0001046	Prbk.g_01445	Praz.g_00866
OG0001047	Prbk.g_01444	Praz.g_00865
OG0001048	Prbk.g_01443	Praz.g_00863
OG0001049	Prbk.g_01442	Praz.g_00862
OG0001050	Prbk.g_01441	Praz.g_00861
OG0001051	Prbk.g_01440	Praz.g_00860
OG0001052	Prbk.g_01439	Praz.g_00859
OG0001053	Prbk.g_01438	Praz.g_00858
OG0001054	Prbk.g_01437	Praz.g_00857
OG0001055	Prbk.g_01436	Praz.g_00856
OG0001056	Prbk.g_01434	Praz.g_00855
OG0001057	Prbk.g_01432	Praz.g_00853
OG0001058	Prbk.g_01431	Praz.g_00852
OG0001059	Prbk.g_01429	Praz.g_00851
OG0001060	Prbk.g_01428	Praz.g_00850
OG0001061	Prbk.g_01427	Praz.g_00849
OG0001062	Prbk.g_01426	Praz.g_00848
OG0001063	Prbk.g_01425	Praz.g_00847
OG0001064	Prbk.g_01423	Praz.g_00846
OG0001065	Prbk.g_01422	Praz.g_00845
OG0001066	Prbk.g_01421	Praz.g_00844
OG0001067	Prbk.g_01420	Praz.g_00843
OG0001068	Prbk.g_01419	Praz.g_00842
OG0001069	Prbk.g_01415	Praz.g_00839
OG0001070	Prbk.g_01413	Praz.g_00837
OG0001071	Prbk.g_01412	Praz.g_00836
OG0001072	Prbk.g_01411	Praz.g_00835
OG0001073	Prbk.g_01410	Praz.g_00834
OG0001074	Prbk.g_01409	Praz.g_00833
OG0001075	Prbk.g_01407	Praz.g_00831
OG0001076	Prbk.g_01405	Praz.g_00830
OG0001077	Prbk.g_01404	Praz.g_00829
OG0001078	Prbk.g_01403	Praz.g_00828
OG0001079	Prbk.g_01402	Praz.g_00827
OG0001080	Prbk.g_01401	Praz.g_00826
OG0001081	Prbk.g_01400	Praz.g_00825
OG0001082	Prbk.g_01399	Praz.g_00824
OG0001083	Prbk.g_01398	Praz.g_00823
OG0001084	Prbk.g_01384	Praz.g_00822
OG0001085	Prbk.g_01383	Praz.g_00821
OG0001086	Prbk.g_01901	Praz.g_00335
OG0001087	Prbk.g_01904	Praz.g_00334
OG0001088	Prbk.g_01905	Praz.g_00333
OG0001089	Prbk.g_01909	Praz.g_00331
OG0001090	Prbk.g_01910	Praz.g_00330
OG0001091	Prbk.g_01911	Praz.g_00329
OG0001092	Prbk.g_01912	Praz.g_00328
OG0001093	Prbk.g_01913	Praz.g_00327
OG0001094	Prbk.g_01914	Praz.g_00326
OG0001095	Prbk.g_01915	Praz.g_00325
OG0001096	Prbk.g_01916	Praz.g_00324
OG0001097	Prbk.g_01917	Praz.g_00323
OG0001098	Prbk.g_01918	Praz.g_00322
OG0001099	Prbk.g_01920	Praz.g_00321
OG0001100	Prbk.g_01921	Praz.g_00320
OG0001101	Prbk.g_01922	Praz.g_00319
OG0001102	Prbk.g_00990	Praz.g_00316
OG0001103	Prbk.g_00991	Praz.g_00315
OG0001104	Prbk.g_00995	Praz.g_00314
OG0001105	Prbk.g_00993	Praz.g_00312
OG0001106	Prbk.g_00996	Praz.g_00310
OG0001107	Prbk.g_00997	Praz.g_00309
OG0001108	Prbk.g_01926	Praz.g_00308
OG0001109	Prbk.g_00988	Praz.g_00305
OG0001110	Prbk.g_00986	Praz.g_00303
OG0001111	Prbk.g_00985	Praz.g_00302
OG0001112	Prbk.g_00984	Praz.g_00301
OG0001113	Prbk.g_00983	Praz.g_00300
OG0001114	Prbk.g_00982	Praz.g_00299
OG0001115	Prbk.g_00981	Praz.g_00298
OG0001116	Prbk.g_00980	Praz.g_00297
OG0001117	Prbk.g_00979	Praz.g_00296
OG0001118	Prbk.g_00978	Praz.g_00295
OG0001119	Prbk.g_00977	Praz.g_00294
OG0001120	Prbk.g_00976	Praz.g_00293
OG0001121	Prbk.g_00975	Praz.g_00292
OG0001122	Prbk.g_00974	Praz.g_00291
OG0001123	Prbk.g_00973	Praz.g_00290
OG0001124	Prbk.g_00972	Praz.g_00289
OG0001125	Prbk.g_00971	Praz.g_00288
OG0001126	Prbk.g_00970	Praz.g_00287
OG0001127	Prbk.g_00969	Praz.g_00286
OG0001128	Prbk.g_00968	Praz.g_00285
OG0001129	Prbk.g_00967	Praz.g_00284
OG0001130	Prbk.g_00966	Praz.g_00283
OG0001131	Prbk.g_00965	Praz.g_00282
OG0001132	Prbk.g_00964	Praz.g_00281
OG0001133	Prbk.g_00963	Praz.g_00280
OG0001134	Prbk.g_00962	Praz.g_00279
OG0001135	Prbk.g_00961	Praz.g_00278
OG0001136	Prbk.g_00960	Praz.g_00277
OG0001137	Prbk.g_00959	Praz.g_00276
OG0001138	Prbk.g_00958	Praz.g_00275
OG0001139	Prbk.g_00957	Praz.g_00274
