Orthogroup	Prbk	Praw
OG0000582	Prbk.g_02631	Praw.g_01887
OG0000583	Prbk.g_02632	Praw.g_01886
OG0000584	Prbk.g_02634	Praw.g_01884
OG0000585	Prbk.g_02635	Praw.g_01883
OG0000586	Prbk.g_02637	Praw.g_01882
OG0000587	Prbk.g_02638	Praw.g_01881
OG0000588	Prbk.g_02639	Praw.g_01880
OG0000589	Prbk.g_02647	Praw.g_01879
OG0000590	Prbk.g_02648	Praw.g_01878
OG0000591	Prbk.g_02649	Praw.g_01877
OG0000592	Prbk.g_02650	Praw.g_01876
OG0000593	Prbk.g_02651	Praw.g_01875
OG0000594	Prbk.g_02654	Praw.g_01874
OG0000595	Prbk.g_02655	Praw.g_01873
OG0000596	Prbk.g_02656	Praw.g_01872
OG0000597	Prbk.g_00729	Praw.g_01868
OG0000598	Prbk.g_00728	Praw.g_01867
OG0000599	Prbk.g_00727	Praw.g_01866
OG0000600	Prbk.g_00726	Praw.g_01865
OG0000601	Prbk.g_00725	Praw.g_01864
OG0000602	Prbk.g_00723	Praw.g_01863
OG0000603	Prbk.g_00720	Praw.g_01862
OG0000604	Prbk.g_00719	Praw.g_01861
OG0000605	Prbk.g_00718	Praw.g_01860
OG0000606	Prbk.g_00717	Praw.g_01859
OG0000607	Prbk.g_00715	Praw.g_01858
OG0000608	Prbk.g_00714	Praw.g_01857
OG0000609	Prbk.g_00712	Praw.g_01855
OG0000610	Prbk.g_00711	Praw.g_01854
OG0000611	Prbk.g_00708	Praw.g_01852
OG0000612	Prbk.g_00706	Praw.g_01851
OG0000613	Prbk.g_00478	Praw.g_01849
OG0000614	Prbk.g_01361	Praw.g_01843
OG0000615	Prbk.g_01767	Praw.g_01842
OG0000616	Prbk.g_00672	Praw.g_01841
OG0000617	Prbk.g_02509	Praw.g_01839
OG0000618	Prbk.g_01925	Praw.g_01838
OG0000619	Prbk.g_01805	Praw.g_01837
OG0000620	Prbk.g_01827	Praw.g_01835
OG0000621	Prbk.g_01821	Praw.g_01834
OG0000622	Prbk.g_01817	Praw.g_01833
OG0000623	Prbk.g_01816	Praw.g_01832
OG0000624	Prbk.g_01802	Praw.g_01830
OG0000625	Prbk.g_01801	Praw.g_01829
OG0000626	Prbk.g_01800	Praw.g_01828
OG0000627	Prbk.g_01760	Praw.g_01827
OG0000628	Prbk.g_01761	Praw.g_01826
OG0000629	Prbk.g_01764	Praw.g_01825
OG0000630	Prbk.g_01766	Praw.g_01823
OG0000631	Prbk.g_02429	Praw.g_01822
OG0000632	Prbk.g_02262	Praw.g_01818
OG0000633	Prbk.g_00169	Praw.g_01817
OG0000634	Prbk.g_00617	Praw.g_01808
OG0000635	Prbk.g_00615	Praw.g_01806
OG0000636	Prbk.g_00614	Praw.g_01805
OG0000637	Prbk.g_00613	Praw.g_01803
OG0000638	Prbk.g_00612	Praw.g_01802
OG0000639	Prbk.g_00611	Praw.g_01801
OG0000640	Prbk.g_00610	Praw.g_01800
OG0000641	Prbk.g_00608	Praw.g_01799
OG0000642	Prbk.g_00607	Praw.g_01798
OG0000643	Prbk.g_00606	Praw.g_01797
OG0000644	Prbk.g_00604	Praw.g_01795
OG0000645	Prbk.g_00603	Praw.g_01794
OG0000646	Prbk.g_00602	Praw.g_01793
OG0000647	Prbk.g_00601	Praw.g_01792
OG0000648	Prbk.g_02376	Praw.g_01791
OG0000649	Prbk.g_02375	Praw.g_01790
OG0000650	Prbk.g_02372	Praw.g_01789
OG0000651	Prbk.g_02371	Praw.g_01788
OG0000652	Prbk.g_02368	Praw.g_01786
OG0000653	Prbk.g_02519	Praw.g_01761
OG0000654	Prbk.g_01872	Praw.g_01759
OG0000656	Prbk.g_01863	Praw.g_01745
OG0000657	Prbk.g_02332	Praw.g_01732
OG0000658	Prbk.g_02333	Praw.g_01731
OG0000659	Prbk.g_02334	Praw.g_01730
OG0000660	Prbk.g_00865	Praw.g_01719
OG0000661	Prbk.g_01455	Praw.g_01710
OG0000662	Prbk.g_02367	Praw.g_01708
OG0000663	Prbk.g_02362	Praw.g_01706
OG0000664	Prbk.g_02361	Praw.g_01705
OG0000665	Prbk.g_02360	Praw.g_01704
OG0000666	Prbk.g_02462	Praw.g_01703
OG0000667	Prbk.g_02463	Praw.g_01702
OG0000668	Prbk.g_02464	Praw.g_01701
OG0000669	Prbk.g_02465	Praw.g_01700
OG0000670	Prbk.g_02467	Praw.g_01698
OG0000671	Prbk.g_02468	Praw.g_01697
OG0000672	Prbk.g_02469	Praw.g_01696
OG0000673	Prbk.g_02470	Praw.g_01695
OG0000674	Prbk.g_02471	Praw.g_01694
OG0000675	Prbk.g_02472	Praw.g_01693
OG0000676	Prbk.g_02474	Praw.g_01691
OG0000677	Prbk.g_02476	Praw.g_01689
OG0000678	Prbk.g_02477	Praw.g_01688
OG0000679	Prbk.g_02478	Praw.g_01687
OG0000680	Prbk.g_02479	Praw.g_01686
OG0000681	Prbk.g_02480	Praw.g_01685
OG0000682	Prbk.g_02481	Praw.g_01684
OG0000683	Prbk.g_02483	Praw.g_01683
OG0000684	Prbk.g_02486	Praw.g_01682
OG0000685	Prbk.g_02487	Praw.g_01681
OG0000686	Prbk.g_02488	Praw.g_01680
OG0000687	Prbk.g_02489	Praw.g_01679
OG0000688	Prbk.g_02490	Praw.g_01678
OG0000689	Prbk.g_02491	Praw.g_01677
OG0000690	Prbk.g_02492	Praw.g_01676
OG0000691	Prbk.g_02494	Praw.g_01674
OG0000692	Prbk.g_02495	Praw.g_01673
OG0000693	Prbk.g_02496	Praw.g_01672
OG0000694	Prbk.g_02497	Praw.g_01671
OG0000695	Prbk.g_02498	Praw.g_01670
OG0000696	Prbk.g_02499	Praw.g_01669
OG0000697	Prbk.g_02526	Praw.g_01668
OG0000698	Prbk.g_02527	Praw.g_01667
OG0000699	Prbk.g_02531	Praw.g_01664
OG0000700	Prbk.g_02532	Praw.g_01663
OG0000701	Prbk.g_02534	Praw.g_01662
OG0000702	Prbk.g_02535	Praw.g_01661
OG0000703	Prbk.g_02536	Praw.g_01660
OG0000704	Prbk.g_02537	Praw.g_01659
OG0000705	Prbk.g_02539	Praw.g_01657
OG0000706	Prbk.g_02540	Praw.g_01656
OG0000707	Prbk.g_02541	Praw.g_01655
OG0000708	Prbk.g_02542	Praw.g_01654
OG0000709	Prbk.g_02543	Praw.g_01653
OG0000710	Prbk.g_02544	Praw.g_01652
OG0000711	Prbk.g_02546	Praw.g_01651
OG0000712	Prbk.g_02547	Praw.g_01650
OG0000713	Prbk.g_02548	Praw.g_01649
OG0000714	Prbk.g_02559	Praw.g_01647
OG0000715	Prbk.g_02560	Praw.g_01646
OG0000716	Prbk.g_02563	Praw.g_01645
OG0000717	Prbk.g_02567	Praw.g_01644
OG0000718	Prbk.g_02568	Praw.g_01643
OG0000719	Prbk.g_02570	Praw.g_01641
OG0000720	Prbk.g_02379	Praw.g_01639
OG0000721	Prbk.g_00598	Praw.g_01638
OG0000722	Prbk.g_00582	Praw.g_01611
OG0000723	Prbk.g_00193	Praw.g_01608
OG0000724	Prbk.g_02580	Praw.g_01605
OG0000725	Prbk.g_02389	Praw.g_01604
OG0000726	Prbk.g_01662	Praw.g_01603
OG0000727	Prbk.g_02390	Praw.g_01602
OG0000728	Prbk.g_02391	Praw.g_01601
OG0000729	Prbk.g_02393	Praw.g_01600
OG0000730	Prbk.g_02394	Praw.g_01599
OG0000731	Prbk.g_02396	Praw.g_01597
OG0000732	Prbk.g_02397	Praw.g_01596
OG0000733	Prbk.g_02398	Praw.g_01595
OG0000734	Prbk.g_02399	Praw.g_01594
OG0000735	Prbk.g_02400	Praw.g_01593
OG0000736	Prbk.g_02408	Praw.g_01591
OG0000737	Prbk.g_02410	Praw.g_01590
OG0000738	Prbk.g_02415	Praw.g_01588
OG0000739	Prbk.g_02417	Praw.g_01587
OG0000740	Prbk.g_02420	Praw.g_01586
OG0000741	Prbk.g_02435	Praw.g_01584
OG0000742	Prbk.g_02436	Praw.g_01583
OG0000743	Prbk.g_02439	Praw.g_01580
OG0000744	Prbk.g_02440	Praw.g_01579
OG0000745	Prbk.g_02453	Praw.g_01577
OG0000746	Prbk.g_02452	Praw.g_01576
OG0000747	Prbk.g_02451	Praw.g_01575
OG0000748	Prbk.g_02450	Praw.g_01574
OG0000749	Prbk.g_02449	Praw.g_01573
OG0000750	Prbk.g_02447	Praw.g_01572
OG0000751	Prbk.g_02455	Praw.g_01570
OG0000752	Prbk.g_02456	Praw.g_01569
OG0000753	Prbk.g_02457	Praw.g_01568
OG0000754	Prbk.g_02458	Praw.g_01567
OG0000755	Prbk.g_02459	Praw.g_01565
OG0000756	Prbk.g_02460	Praw.g_01564
OG0000757	Prbk.g_02461	Praw.g_01563
OG0000758	Prbk.g_02359	Praw.g_01562
OG0000759	Prbk.g_02358	Praw.g_01561
OG0000760	Prbk.g_02357	Praw.g_01560
OG0000761	Prbk.g_02355	Praw.g_01559
OG0000762	Prbk.g_02353	Praw.g_01557
OG0000763	Prbk.g_02352	Praw.g_01556
OG0000764	Prbk.g_02350	Praw.g_01555
OG0000765	Prbk.g_02349	Praw.g_01554
OG0000766	Prbk.g_02348	Praw.g_01553
OG0000767	Prbk.g_01698	Praw.g_01552
OG0000768	Prbk.g_02340	Praw.g_01551
OG0000769	Prbk.g_02339	Praw.g_01550
OG0000770	Prbk.g_02337	Praw.g_01549
OG0000771	Prbk.g_02336	Praw.g_01548
OG0000772	Prbk.g_02189	Praw.g_01547
OG0000773	Prbk.g_02331	Praw.g_01545
OG0000774	Prbk.g_02330	Praw.g_01544
OG0000775	Prbk.g_02329	Praw.g_01543
OG0000776	Prbk.g_02327	Praw.g_01542
OG0000777	Prbk.g_02326	Praw.g_01541
OG0000778	Prbk.g_02325	Praw.g_01540
OG0000779	Prbk.g_02320	Praw.g_01538
OG0000780	Prbk.g_02319	Praw.g_01537
OG0000781	Prbk.g_02317	Praw.g_01536
OG0000782	Prbk.g_02315	Praw.g_01534
OG0000783	Prbk.g_02313	Praw.g_01533
OG0000784	Prbk.g_02311	Praw.g_01532
OG0000785	Prbk.g_02310	Praw.g_01531
OG0000786	Prbk.g_02309	Praw.g_01530
OG0000787	Prbk.g_02307	Praw.g_01528
OG0000788	Prbk.g_02306	Praw.g_01527
OG0000789	Prbk.g_02305	Praw.g_01526
OG0000790	Prbk.g_02304	Praw.g_01525
OG0000791	Prbk.g_02303	Praw.g_01524
OG0000792	Prbk.g_01728	Praw.g_01523
OG0000793	Prbk.g_02301	Praw.g_01522
OG0000794	Prbk.g_02299	Praw.g_01521
OG0000795	Prbk.g_02297	Praw.g_01520
OG0000796	Prbk.g_02293	Praw.g_01518
OG0000797	Prbk.g_02292	Praw.g_01516
OG0000798	Prbk.g_00562	Praw.g_01515
OG0000799	Prbk.g_00566	Praw.g_01514
OG0000800	Prbk.g_00567	Praw.g_01513
OG0000801	Prbk.g_00568	Praw.g_01512
OG0000802	Prbk.g_00572	Praw.g_01510
OG0000803	Prbk.g_00573	Praw.g_01509
OG0000804	Prbk.g_00578	Praw.g_01498
OG0000805	Prbk.g_00580	Praw.g_01496
OG0000806	Prbk.g_00581	Praw.g_01495
OG0000807	Prbk.g_00583	Praw.g_01494
OG0000808	Prbk.g_00584	Praw.g_01493
OG0000809	Prbk.g_00590	Praw.g_01489
OG0000810	Prbk.g_00592	Praw.g_01488
OG0000811	Prbk.g_00593	Praw.g_01487
OG0000812	Prbk.g_02190	Praw.g_01486
OG0000813	Prbk.g_00594	Praw.g_01485
OG0000814	Prbk.g_00595	Praw.g_01484
OG0000815	Prbk.g_00596	Praw.g_01483
OG0000816	Prbk.g_00599	Praw.g_01481
OG0000817	Prbk.g_00068	Praw.g_01478
OG0000818	Prbk.g_00067	Praw.g_01477
OG0000819	Prbk.g_00064	Praw.g_01475
OG0000820	Prbk.g_00063	Praw.g_01474
OG0000821	Prbk.g_00062	Praw.g_01473
OG0000822	Prbk.g_00061	Praw.g_01472
OG0000823	Prbk.g_00058	Praw.g_01469
OG0000824	Prbk.g_00057	Praw.g_01468
OG0000825	Prbk.g_00054	Praw.g_01466
OG0000826	Prbk.g_00053	Praw.g_01465
OG0000827	Prbk.g_00052	Praw.g_01464
OG0000828	Prbk.g_00051	Praw.g_01462
OG0000829	Prbk.g_00627	Praw.g_01437
OG0000830	Prbk.g_02595	Praw.g_01427
OG0000831	Prbk.g_02022	Praw.g_01424
OG0000832	Prbk.g_01700	Praw.g_01423
OG0000833	Prbk.g_01531	Praw.g_01416
OG0000834	Prbk.g_00869	Praw.g_00172
OG0000835	Prbk.g_00879	Praw.g_00176
OG0000836	Prbk.g_01234	Praw.g_00178
OG0000837	Prbk.g_02613	Praw.g_00187
OG0000838	Prbk.g_02202	Praw.g_00202
OG0000839	Prbk.g_02196	Praw.g_00203
OG0000840	Prbk.g_01456	Praw.g_00208
OG0000841	Prbk.g_01227	Praw.g_00215
OG0000842	Prbk.g_00004	Praw.g_00219
OG0000843	Prbk.g_01037	Praw.g_00221
OG0000844	Prbk.g_01036	Praw.g_00222
OG0000845	Prbk.g_01035	Praw.g_00223
OG0000846	Prbk.g_01034	Praw.g_00224
OG0000847	Prbk.g_01032	Praw.g_00225
OG0000848	Prbk.g_01031	Praw.g_00226
OG0000849	Prbk.g_01028	Praw.g_00227
OG0000850	Prbk.g_01026	Praw.g_00228
OG0000851	Prbk.g_01022	Praw.g_00230
OG0000852	Prbk.g_01020	Praw.g_00233
OG0000853	Prbk.g_01018	Praw.g_00235
OG0000854	Prbk.g_01017	Praw.g_00236
OG0000855	Prbk.g_00141	Praw.g_00237
OG0000856	Prbk.g_00142	Praw.g_00238
OG0000857	Prbk.g_00143	Praw.g_00239
OG0000858	Prbk.g_00153	Praw.g_00241
OG0000859	Prbk.g_00155	Praw.g_00242
OG0000860	Prbk.g_00156	Praw.g_00243
OG0000861	Prbk.g_00157	Praw.g_00244
OG0000862	Prbk.g_00158	Praw.g_00245
OG0000863	Prbk.g_00106	Praw.g_00246
OG0000864	Prbk.g_00105	Praw.g_00247
OG0000865	Prbk.g_00104	Praw.g_00248
OG0000866	Prbk.g_00103	Praw.g_00249
OG0000867	Prbk.g_00100	Praw.g_00252
OG0000868	Prbk.g_00099	Praw.g_00254
OG0000869	Prbk.g_01501	Praw.g_00255
OG0000870	Prbk.g_01498	Praw.g_00256
OG0000871	Prbk.g_01497	Praw.g_00257
OG0000872	Prbk.g_00139	Praw.g_00258
OG0000873	Prbk.g_00138	Praw.g_00259
OG0000874	Prbk.g_00137	Praw.g_00260
OG0000875	Prbk.g_00135	Praw.g_00261
OG0000876	Prbk.g_00133	Praw.g_00263
OG0000877	Prbk.g_00132	Praw.g_00264
OG0000878	Prbk.g_00131	Praw.g_00265
OG0000879	Prbk.g_00130	Praw.g_00266
OG0000880	Prbk.g_00129	Praw.g_00267
OG0000881	Prbk.g_00128	Praw.g_00268
OG0000882	Prbk.g_00127	Praw.g_00269
OG0000883	Prbk.g_01503	Praw.g_00270
OG0000884	Prbk.g_01504	Praw.g_00271
OG0000885	Prbk.g_01505	Praw.g_00272
OG0000886	Prbk.g_01506	Praw.g_00273
OG0000887	Prbk.g_01508	Praw.g_00274
OG0000888	Prbk.g_00189	Praw.g_00275
OG0000889	Prbk.g_00188	Praw.g_00276
OG0000890	Prbk.g_00186	Praw.g_00277
OG0000891	Prbk.g_00185	Praw.g_00278
OG0000892	Prbk.g_00183	Praw.g_00279
OG0000893	Prbk.g_00182	Praw.g_00280
OG0000894	Prbk.g_00178	Praw.g_00282
OG0000895	Prbk.g_00177	Praw.g_00283
OG0000896	Prbk.g_00175	Praw.g_00285
OG0000897	Prbk.g_00174	Praw.g_00286
OG0000898	Prbk.g_00097	Praw.g_00287
OG0000899	Prbk.g_00098	Praw.g_00288
OG0000900	Prbk.g_00122	Praw.g_00290
OG0000901	Prbk.g_02011	Praw.g_00954
OG0000902	Prbk.g_00164	Praw.g_00968
OG0000903	Prbk.g_00163	Praw.g_00969
OG0000904	Prbk.g_00162	Praw.g_00970
OG0000905	Prbk.g_01194	Praw.g_00971
OG0000906	Prbk.g_01192	Praw.g_00972
OG0000907	Prbk.g_01190	Praw.g_00976
OG0000908	Prbk.g_01189	Praw.g_00977
OG0000909	Prbk.g_01188	Praw.g_00978
OG0000910	Prbk.g_01187	Praw.g_00979
OG0000911	Prbk.g_01186	Praw.g_00980
OG0000912	Prbk.g_01182	Praw.g_00983
OG0000913	Prbk.g_01179	Praw.g_00984
OG0000914	Prbk.g_01178	Praw.g_00985
OG0000915	Prbk.g_01175	Praw.g_00987
OG0000916	Prbk.g_01174	Praw.g_00988
OG0000917	Prbk.g_01173	Praw.g_00989
OG0000918	Prbk.g_01172	Praw.g_00990
OG0000919	Prbk.g_01171	Praw.g_00991
OG0000920	Prbk.g_01170	Praw.g_00992
OG0000921	Prbk.g_01167	Praw.g_00994
OG0000922	Prbk.g_01166	Praw.g_00995
OG0000923	Prbk.g_01199	Praw.g_00997
OG0000924	Prbk.g_01198	Praw.g_00998
OG0000925	Prbk.g_02120	Praw.g_01001
OG0000926	Prbk.g_00334	Praw.g_01002
OG0000927	Prbk.g_02564	Praw.g_01003
OG0000928	Prbk.g_01691	Praw.g_01006
OG0000929	Prbk.g_00055	Praw.g_01008
OG0000930	Prbk.g_00629	Praw.g_01010
OG0000931	Prbk.g_02578	Praw.g_01011
OG0000932	Prbk.g_00923	Praw.g_01014
OG0000933	Prbk.g_02051	Praw.g_01018
OG0000934	Prbk.g_02050	Praw.g_01019
OG0000935	Prbk.g_02049	Praw.g_01020
OG0000936	Prbk.g_02048	Praw.g_01021
OG0000937	Prbk.g_02047	Praw.g_01022
OG0000938	Prbk.g_02046	Praw.g_01023
OG0000939	Prbk.g_02045	Praw.g_01024
OG0000940	Prbk.g_02044	Praw.g_01025
OG0000941	Prbk.g_02042	Praw.g_01026
OG0000942	Prbk.g_02041	Praw.g_01027
OG0000943	Prbk.g_02040	Praw.g_01028
OG0000944	Prbk.g_02039	Praw.g_01029
OG0000945	Prbk.g_02038	Praw.g_01030
OG0000946	Prbk.g_02037	Praw.g_01031
OG0000947	Prbk.g_02036	Praw.g_01032
OG0000948	Prbk.g_02035	Praw.g_01033
OG0000949	Prbk.g_02034	Praw.g_01034
OG0000950	Prbk.g_00526	Praw.g_01052
OG0000951	Prbk.g_01929	Praw.g_01101
OG0000952	Prbk.g_01930	Praw.g_01100
OG0000953	Prbk.g_01931	Praw.g_01099
OG0000954	Prbk.g_01937	Praw.g_01098
OG0000955	Prbk.g_01938	Praw.g_01097
OG0000956	Prbk.g_00244	Praw.g_01095
OG0000957	Prbk.g_00246	Praw.g_01094
OG0000958	Prbk.g_00247	Praw.g_01093
OG0000959	Prbk.g_00248	Praw.g_01092
OG0000960	Prbk.g_00249	Praw.g_01091
OG0000961	Prbk.g_00250	Praw.g_01090
OG0000962	Prbk.g_00252	Praw.g_01089
OG0000963	Prbk.g_00253	Praw.g_01088
OG0000964	Prbk.g_00255	Praw.g_01087
OG0000965	Prbk.g_00257	Praw.g_01085
OG0000966	Prbk.g_00258	Praw.g_01084
OG0000967	Prbk.g_00261	Praw.g_01078
OG0000968	Prbk.g_00270	Praw.g_01077
OG0000969	Prbk.g_00271	Praw.g_01076
OG0000970	Prbk.g_00272	Praw.g_01075
OG0000971	Prbk.g_00273	Praw.g_00343
OG0000972	Prbk.g_00274	Praw.g_00344
OG0000973	Prbk.g_00276	Praw.g_00346
OG0000974	Prbk.g_00277	Praw.g_00347
OG0000975	Prbk.g_00278	Praw.g_00348
OG0000976	Prbk.g_00279	Praw.g_00349
OG0000977	Prbk.g_00280	Praw.g_00350
OG0000978	Prbk.g_00281	Praw.g_00351
OG0000979	Prbk.g_00282	Praw.g_00352
OG0000980	Prbk.g_00283	Praw.g_00353
OG0000981	Prbk.g_01237	Praw.g_00354
OG0000982	Prbk.g_01236	Praw.g_00355
OG0000983	Prbk.g_01235	Praw.g_00356
OG0000984	Prbk.g_01228	Praw.g_00359
OG0000985	Prbk.g_01226	Praw.g_00360
OG0000986	Prbk.g_01225	Praw.g_00361
OG0000987	Prbk.g_01222	Praw.g_00363
OG0000988	Prbk.g_01221	Praw.g_00364
OG0000989	Prbk.g_01220	Praw.g_00365
OG0000990	Prbk.g_01219	Praw.g_00366
OG0000991	Prbk.g_01218	Praw.g_00367
OG0000992	Prbk.g_01217	Praw.g_00368
OG0000993	Prbk.g_01216	Praw.g_00370
OG0000994	Prbk.g_01215	Praw.g_00371
OG0000995	Prbk.g_01214	Praw.g_00372
OG0000996	Prbk.g_01213	Praw.g_00373
OG0000997	Prbk.g_01211	Praw.g_00375
OG0000998	Prbk.g_01654	Praw.g_00378
OG0000999	Prbk.g_02016	Praw.g_00380
OG0001000	Prbk.g_02006	Praw.g_00381
OG0001001	Prbk.g_02004	Praw.g_00382
OG0001002	Prbk.g_02002	Praw.g_00384
OG0001003	Prbk.g_02001	Praw.g_00385
OG0001004	Prbk.g_02596	Praw.g_00386
OG0001005	Prbk.g_02000	Praw.g_00387
OG0001006	Prbk.g_01998	Praw.g_00389
OG0001007	Prbk.g_01997	Praw.g_00390
OG0001008	Prbk.g_01996	Praw.g_00391
OG0001009	Prbk.g_01994	Praw.g_00392
OG0001010	Prbk.g_01993	Praw.g_00393
OG0001011	Prbk.g_01991	Praw.g_00394
OG0001012	Prbk.g_01990	Praw.g_00395
OG0001013	Prbk.g_01989	Praw.g_00396
OG0001014	Prbk.g_01988	Praw.g_00397
OG0001015	Prbk.g_01987	Praw.g_00398
OG0001016	Prbk.g_01986	Praw.g_00399
OG0001017	Prbk.g_01985	Praw.g_00400
OG0001018	Prbk.g_01983	Praw.g_00401
OG0001019	Prbk.g_01982	Praw.g_00402
OG0001020	Prbk.g_01981	Praw.g_00403
OG0001021	Prbk.g_01980	Praw.g_00404
OG0001022	Prbk.g_01979	Praw.g_00405
OG0001023	Prbk.g_01978	Praw.g_00406
OG0001024	Prbk.g_01977	Praw.g_00408
OG0001025	Prbk.g_00937	Praw.g_00409
OG0001026	Prbk.g_00936	Praw.g_00410
OG0001027	Prbk.g_01360	Praw.g_00411
OG0001028	Prbk.g_00934	Praw.g_00412
OG0001029	Prbk.g_00933	Praw.g_00413
OG0001030	Prbk.g_00930	Praw.g_00416
OG0001031	Prbk.g_00929	Praw.g_00417
OG0001032	Prbk.g_02593	Praw.g_00423
OG0001033	Prbk.g_02619	Praw.g_00430
OG0001034	Prbk.g_02485	Praw.g_00458
OG0001035	Prbk.g_00918	Praw.g_00509
OG0001036	Prbk.g_00917	Praw.g_00510
OG0001037	Prbk.g_00906	Praw.g_00516
OG0001038	Prbk.g_00905	Praw.g_00517
OG0001039	Prbk.g_00904	Praw.g_00518
OG0001040	Prbk.g_00902	Praw.g_00519
OG0001041	Prbk.g_01451	Praw.g_00521
OG0001042	Prbk.g_01450	Praw.g_00522
OG0001043	Prbk.g_01449	Praw.g_00523
OG0001044	Prbk.g_01448	Praw.g_00524
OG0001045	Prbk.g_01447	Praw.g_00525
OG0001046	Prbk.g_01445	Praw.g_00526
OG0001047	Prbk.g_01444	Praw.g_00527
OG0001048	Prbk.g_01443	Praw.g_00529
OG0001049	Prbk.g_01442	Praw.g_00530
OG0001050	Prbk.g_01441	Praw.g_00531
OG0001051	Prbk.g_01440	Praw.g_00532
OG0001052	Prbk.g_01439	Praw.g_00533
OG0001053	Prbk.g_01438	Praw.g_00534
OG0001054	Prbk.g_01437	Praw.g_00535
OG0001055	Prbk.g_01436	Praw.g_00536
OG0001056	Prbk.g_01434	Praw.g_00537
OG0001057	Prbk.g_01432	Praw.g_00539
OG0001058	Prbk.g_01431	Praw.g_00540
OG0001059	Prbk.g_01429	Praw.g_00541
OG0001060	Prbk.g_01428	Praw.g_00542
OG0001061	Prbk.g_01427	Praw.g_00543
OG0001062	Prbk.g_01426	Praw.g_00544
OG0001063	Prbk.g_01425	Praw.g_00545
OG0001064	Prbk.g_01423	Praw.g_00546
OG0001065	Prbk.g_01422	Praw.g_00547
OG0001066	Prbk.g_01421	Praw.g_00548
OG0001067	Prbk.g_01420	Praw.g_00549
OG0001068	Prbk.g_01419	Praw.g_00550
OG0001069	Prbk.g_01415	Praw.g_00553
OG0001070	Prbk.g_01413	Praw.g_00555
OG0001071	Prbk.g_01412	Praw.g_00556
OG0001072	Prbk.g_01411	Praw.g_00557
OG0001073	Prbk.g_01410	Praw.g_00558
OG0001074	Prbk.g_01409	Praw.g_00559
OG0001075	Prbk.g_01407	Praw.g_00561
OG0001076	Prbk.g_01405	Praw.g_00563
OG0001077	Prbk.g_01404	Praw.g_00564
OG0001078	Prbk.g_01403	Praw.g_00565
OG0001079	Prbk.g_01402	Praw.g_00566
OG0001080	Prbk.g_01401	Praw.g_00567
OG0001081	Prbk.g_01400	Praw.g_00568
OG0001082	Prbk.g_01399	Praw.g_00569
OG0001083	Prbk.g_01398	Praw.g_00570
OG0001084	Prbk.g_01384	Praw.g_00571
OG0001085	Prbk.g_01383	Praw.g_00572
OG0001086	Prbk.g_01901	Praw.g_01917
OG0001087	Prbk.g_01904	Praw.g_01916
OG0001088	Prbk.g_01905	Praw.g_01915
OG0001089	Prbk.g_01909	Praw.g_01913
OG0001090	Prbk.g_01910	Praw.g_01912
OG0001091	Prbk.g_01911	Praw.g_01911
OG0001092	Prbk.g_01912	Praw.g_01910
OG0001093	Prbk.g_01913	Praw.g_01909
OG0001094	Prbk.g_01914	Praw.g_01908
OG0001095	Prbk.g_01915	Praw.g_01907
OG0001096	Prbk.g_01916	Praw.g_01906
OG0001097	Prbk.g_01917	Praw.g_01905
OG0001098	Prbk.g_01918	Praw.g_01904
OG0001099	Prbk.g_01920	Praw.g_01903
OG0001100	Prbk.g_01921	Praw.g_01902
OG0001101	Prbk.g_01922	Praw.g_01901
OG0001102	Prbk.g_00990	Praw.g_01898
OG0001103	Prbk.g_00991	Praw.g_01897
OG0001104	Prbk.g_00995	Praw.g_01896
OG0001105	Prbk.g_00993	Praw.g_01895
OG0001106	Prbk.g_00996	Praw.g_01893
OG0001107	Prbk.g_00997	Praw.g_01892
OG0001108	Prbk.g_01926	Praw.g_01891
OG0001109	Prbk.g_00988	Praw.g_00138
OG0001110	Prbk.g_00986	Praw.g_00136
OG0001111	Prbk.g_00985	Praw.g_00135
OG0001112	Prbk.g_00984	Praw.g_00134
OG0001113	Prbk.g_00983	Praw.g_00133
OG0001114	Prbk.g_00982	Praw.g_00132
OG0001115	Prbk.g_00981	Praw.g_00131
OG0001116	Prbk.g_00980	Praw.g_00130
OG0001117	Prbk.g_00979	Praw.g_00129
OG0001118	Prbk.g_00978	Praw.g_00128
OG0001119	Prbk.g_00977	Praw.g_00127
OG0001120	Prbk.g_00976	Praw.g_00126
OG0001121	Prbk.g_00975	Praw.g_00125
OG0001122	Prbk.g_00974	Praw.g_00124
OG0001123	Prbk.g_00973	Praw.g_00123
OG0001124	Prbk.g_00972	Praw.g_00122
OG0001125	Prbk.g_00971	Praw.g_00121
OG0001126	Prbk.g_00970	Praw.g_00120
OG0001127	Prbk.g_00969	Praw.g_00119
OG0001128	Prbk.g_00968	Praw.g_00118
OG0001129	Prbk.g_00967	Praw.g_00117
OG0001130	Prbk.g_00966	Praw.g_00116
OG0001131	Prbk.g_00965	Praw.g_00115
OG0001132	Prbk.g_00964	Praw.g_00114
OG0001133	Prbk.g_00963	Praw.g_00113
OG0001134	Prbk.g_00962	Praw.g_00112
OG0001135	Prbk.g_00961	Praw.g_00111
OG0001136	Prbk.g_00960	Praw.g_00110
OG0001137	Prbk.g_00959	Praw.g_00109
OG0001138	Prbk.g_00958	Praw.g_00108
OG0001139	Prbk.g_00957	Praw.g_00107
OG0001140	Prbk.g_00956	Praw.g_00106
OG0001141	Prbk.g_00953	Praw.g_00104
