Orthogroup	Prbk	Prae
OG0000583	Prbk.g_02632	Prae.g_00610
OG0000584	Prbk.g_02634	Prae.g_00612
OG0000585	Prbk.g_02635	Prae.g_00613
OG0000586	Prbk.g_02637	Prae.g_00614
OG0000587	Prbk.g_02638	Prae.g_00615
OG0000588	Prbk.g_02639	Prae.g_00616
OG0000589	Prbk.g_02647	Prae.g_00617
OG0000590	Prbk.g_02648	Prae.g_00618
OG0000591	Prbk.g_02649	Prae.g_00619
OG0000592	Prbk.g_02650	Prae.g_00620
OG0000593	Prbk.g_02651	Prae.g_00621
OG0000594	Prbk.g_02654	Prae.g_00622
OG0000595	Prbk.g_02655	Prae.g_00623
OG0000596	Prbk.g_02656	Prae.g_00624
OG0000597	Prbk.g_00729	Prae.g_00628
OG0000598	Prbk.g_00728	Prae.g_00629
OG0000599	Prbk.g_00727	Prae.g_00630
OG0000600	Prbk.g_00726	Prae.g_00631
OG0000601	Prbk.g_00725	Prae.g_00632
OG0000602	Prbk.g_00723	Prae.g_00633
OG0000603	Prbk.g_00720	Prae.g_00634
OG0000604	Prbk.g_00719	Prae.g_00635
OG0000605	Prbk.g_00718	Prae.g_00636
OG0000606	Prbk.g_00717	Prae.g_00637
OG0000607	Prbk.g_00715	Prae.g_00638
OG0000608	Prbk.g_00714	Prae.g_00639
OG0000609	Prbk.g_00712	Prae.g_00641
OG0000610	Prbk.g_00711	Prae.g_00642
OG0000611	Prbk.g_00708	Prae.g_00644
OG0000612	Prbk.g_00706	Prae.g_00645
OG0000613	Prbk.g_00478	Prae.g_00647
OG0000614	Prbk.g_01361	Prae.g_00653
OG0000615	Prbk.g_01767	Prae.g_00654
OG0000616	Prbk.g_00672	Prae.g_00655
OG0000617	Prbk.g_02509	Prae.g_00657
OG0000618	Prbk.g_01925	Prae.g_00658
OG0000619	Prbk.g_01805	Prae.g_00659
OG0000620	Prbk.g_01827	Prae.g_00661
OG0000621	Prbk.g_01821	Prae.g_00662
OG0000622	Prbk.g_01817	Prae.g_00663
OG0000623	Prbk.g_01816	Prae.g_00664
OG0000624	Prbk.g_01802	Prae.g_00666
OG0000625	Prbk.g_01801	Prae.g_00667
OG0000626	Prbk.g_01800	Prae.g_00668
OG0000627	Prbk.g_01760	Prae.g_00669
OG0000628	Prbk.g_01761	Prae.g_00670
OG0000629	Prbk.g_01764	Prae.g_00671
OG0000630	Prbk.g_01766	Prae.g_00673
OG0000631	Prbk.g_02429	Prae.g_00674
OG0000632	Prbk.g_02262	Prae.g_00678
OG0000633	Prbk.g_00169	Prae.g_00679
OG0000634	Prbk.g_00617	Prae.g_00712
OG0000635	Prbk.g_00615	Prae.g_00714
OG0000636	Prbk.g_00614	Prae.g_00715
OG0000637	Prbk.g_00613	Prae.g_00717
OG0000638	Prbk.g_00612	Prae.g_00718
OG0000639	Prbk.g_00611	Prae.g_00719
OG0000640	Prbk.g_00610	Prae.g_00720
OG0000641	Prbk.g_00608	Prae.g_00721
OG0000642	Prbk.g_00607	Prae.g_00722
OG0000643	Prbk.g_00606	Prae.g_00723
OG0000644	Prbk.g_00604	Prae.g_00725
OG0000645	Prbk.g_00603	Prae.g_00726
OG0000646	Prbk.g_00602	Prae.g_00727
OG0000647	Prbk.g_00601	Prae.g_00728
OG0000648	Prbk.g_02376	Prae.g_00729
OG0000649	Prbk.g_02375	Prae.g_00730
OG0000650	Prbk.g_02372	Prae.g_00731
OG0000651	Prbk.g_02371	Prae.g_00732
OG0000652	Prbk.g_02368	Prae.g_00734
OG0000653	Prbk.g_02519	Prae.g_00750
OG0000654	Prbk.g_01872	Prae.g_00752
OG0000656	Prbk.g_01863	Prae.g_00766
OG0000657	Prbk.g_02332	Prae.g_00770
OG0000658	Prbk.g_02333	Prae.g_00771
OG0000659	Prbk.g_02334	Prae.g_00772
OG0000660	Prbk.g_00865	Prae.g_00784
OG0000661	Prbk.g_01455	Prae.g_00793
OG0000662	Prbk.g_02367	Prae.g_00794
OG0000663	Prbk.g_02362	Prae.g_00797
OG0000664	Prbk.g_02361	Prae.g_00798
OG0000665	Prbk.g_02360	Prae.g_00799
OG0000666	Prbk.g_02462	Prae.g_00800
OG0000667	Prbk.g_02463	Prae.g_00801
OG0000668	Prbk.g_02464	Prae.g_00802
OG0000669	Prbk.g_02465	Prae.g_00803
OG0000670	Prbk.g_02467	Prae.g_00805
OG0000671	Prbk.g_02468	Prae.g_00806
OG0000672	Prbk.g_02469	Prae.g_00807
OG0000673	Prbk.g_02470	Prae.g_00808
OG0000674	Prbk.g_02471	Prae.g_00809
OG0000675	Prbk.g_02472	Prae.g_00810
OG0000676	Prbk.g_02474	Prae.g_00812
OG0000677	Prbk.g_02476	Prae.g_00814
OG0000678	Prbk.g_02477	Prae.g_00815
OG0000679	Prbk.g_02478	Prae.g_00816
OG0000680	Prbk.g_02479	Prae.g_00817
OG0000681	Prbk.g_02480	Prae.g_00818
OG0000682	Prbk.g_02481	Prae.g_00819
OG0000683	Prbk.g_02483	Prae.g_00820
OG0000684	Prbk.g_02486	Prae.g_00821
OG0000685	Prbk.g_02487	Prae.g_00822
OG0000686	Prbk.g_02488	Prae.g_00823
OG0000687	Prbk.g_02489	Prae.g_00824
OG0000688	Prbk.g_02490	Prae.g_00825
OG0000689	Prbk.g_02491	Prae.g_00826
OG0000690	Prbk.g_02492	Prae.g_00827
OG0000691	Prbk.g_02494	Prae.g_00829
OG0000692	Prbk.g_02495	Prae.g_00830
OG0000693	Prbk.g_02496	Prae.g_00831
OG0000694	Prbk.g_02497	Prae.g_00832
OG0000695	Prbk.g_02498	Prae.g_00833
OG0000696	Prbk.g_02499	Prae.g_00834
OG0000697	Prbk.g_02526	Prae.g_00836
OG0000698	Prbk.g_02527	Prae.g_00837
OG0000699	Prbk.g_02531	Prae.g_00840
OG0000700	Prbk.g_02532	Prae.g_00841
OG0000701	Prbk.g_02534	Prae.g_00842
OG0000702	Prbk.g_02535	Prae.g_00843
OG0000703	Prbk.g_02536	Prae.g_00844
OG0000704	Prbk.g_02537	Prae.g_00845
OG0000705	Prbk.g_02539	Prae.g_00847
OG0000706	Prbk.g_02540	Prae.g_00848
OG0000707	Prbk.g_02541	Prae.g_00849
OG0000708	Prbk.g_02542	Prae.g_00850
OG0000709	Prbk.g_02543	Prae.g_00851
OG0000710	Prbk.g_02544	Prae.g_00852
OG0000711	Prbk.g_02546	Prae.g_00853
OG0000712	Prbk.g_02547	Prae.g_00854
OG0000713	Prbk.g_02548	Prae.g_00855
OG0000714	Prbk.g_02559	Prae.g_00857
OG0000715	Prbk.g_02560	Prae.g_00858
OG0000716	Prbk.g_02563	Prae.g_00859
OG0000717	Prbk.g_02567	Prae.g_00860
OG0000718	Prbk.g_02568	Prae.g_00861
OG0000719	Prbk.g_02570	Prae.g_00863
OG0000720	Prbk.g_02379	Prae.g_00865
OG0000721	Prbk.g_00598	Prae.g_00866
OG0000722	Prbk.g_00582	Prae.g_00892
OG0000723	Prbk.g_00193	Prae.g_00897
OG0000724	Prbk.g_02580	Prae.g_00900
OG0000725	Prbk.g_02389	Prae.g_00901
OG0000726	Prbk.g_01662	Prae.g_00902
OG0000727	Prbk.g_02390	Prae.g_00903
OG0000728	Prbk.g_02391	Prae.g_00904
OG0000729	Prbk.g_02393	Prae.g_00905
OG0000730	Prbk.g_02394	Prae.g_00906
OG0000731	Prbk.g_02396	Prae.g_00908
OG0000732	Prbk.g_02397	Prae.g_00909
OG0000733	Prbk.g_02398	Prae.g_00910
OG0000734	Prbk.g_02399	Prae.g_00911
OG0000735	Prbk.g_02400	Prae.g_00912
OG0000736	Prbk.g_02408	Prae.g_00914
OG0000737	Prbk.g_02410	Prae.g_00915
OG0000738	Prbk.g_02415	Prae.g_00917
OG0000739	Prbk.g_02417	Prae.g_00918
OG0000740	Prbk.g_02420	Prae.g_00919
OG0000741	Prbk.g_02435	Prae.g_00921
OG0000742	Prbk.g_02436	Prae.g_00922
OG0000743	Prbk.g_02439	Prae.g_00925
OG0000744	Prbk.g_02440	Prae.g_00926
OG0000745	Prbk.g_02453	Prae.g_00927
OG0000746	Prbk.g_02452	Prae.g_00928
OG0000747	Prbk.g_02451	Prae.g_00929
OG0000748	Prbk.g_02450	Prae.g_00930
OG0000749	Prbk.g_02449	Prae.g_00931
OG0000750	Prbk.g_02447	Prae.g_00932
OG0000751	Prbk.g_02455	Prae.g_00934
OG0000752	Prbk.g_02456	Prae.g_00935
OG0000753	Prbk.g_02457	Prae.g_00936
OG0000754	Prbk.g_02458	Prae.g_00937
OG0000755	Prbk.g_02459	Prae.g_00938
OG0000756	Prbk.g_02460	Prae.g_00939
OG0000757	Prbk.g_02461	Prae.g_00940
OG0000758	Prbk.g_02359	Prae.g_00941
OG0000759	Prbk.g_02358	Prae.g_00942
OG0000760	Prbk.g_02357	Prae.g_00943
OG0000761	Prbk.g_02355	Prae.g_00944
OG0000762	Prbk.g_02353	Prae.g_00946
OG0000763	Prbk.g_02352	Prae.g_00947
OG0000764	Prbk.g_02350	Prae.g_00948
OG0000765	Prbk.g_02349	Prae.g_00949
OG0000766	Prbk.g_02348	Prae.g_00950
OG0000767	Prbk.g_01698	Prae.g_00951
OG0000768	Prbk.g_02340	Prae.g_00952
OG0000769	Prbk.g_02339	Prae.g_00953
OG0000770	Prbk.g_02337	Prae.g_00954
OG0000771	Prbk.g_02336	Prae.g_00955
OG0000772	Prbk.g_02189	Prae.g_00956
OG0000773	Prbk.g_02331	Prae.g_00958
OG0000774	Prbk.g_02330	Prae.g_00959
OG0000775	Prbk.g_02329	Prae.g_00960
OG0000776	Prbk.g_02327	Prae.g_00961
OG0000777	Prbk.g_02326	Prae.g_00962
OG0000778	Prbk.g_02325	Prae.g_00963
OG0000779	Prbk.g_02320	Prae.g_00965
OG0000780	Prbk.g_02319	Prae.g_00966
OG0000781	Prbk.g_02317	Prae.g_00967
OG0000782	Prbk.g_02315	Prae.g_00969
OG0000783	Prbk.g_02313	Prae.g_00970
OG0000784	Prbk.g_02311	Prae.g_00971
OG0000785	Prbk.g_02310	Prae.g_00972
OG0000786	Prbk.g_02309	Prae.g_00973
OG0000787	Prbk.g_02307	Prae.g_00975
OG0000788	Prbk.g_02306	Prae.g_00976
OG0000789	Prbk.g_02305	Prae.g_00977
OG0000790	Prbk.g_02304	Prae.g_00978
OG0000791	Prbk.g_02303	Prae.g_00979
OG0000792	Prbk.g_01728	Prae.g_00980
OG0000793	Prbk.g_02301	Prae.g_00981
OG0000794	Prbk.g_02299	Prae.g_00982
OG0000795	Prbk.g_02297	Prae.g_00983
OG0000796	Prbk.g_02293	Prae.g_00985
OG0000797	Prbk.g_02292	Prae.g_00987
OG0000798	Prbk.g_00562	Prae.g_00988
OG0000799	Prbk.g_00566	Prae.g_00989
OG0000800	Prbk.g_00567	Prae.g_00990
OG0000801	Prbk.g_00568	Prae.g_00991
OG0000802	Prbk.g_00572	Prae.g_00993
OG0000803	Prbk.g_00573	Prae.g_00994
OG0000804	Prbk.g_00578	Prae.g_01009
OG0000805	Prbk.g_00580	Prae.g_01011
OG0000806	Prbk.g_00581	Prae.g_01012
OG0000807	Prbk.g_00583	Prae.g_01013
OG0000808	Prbk.g_00584	Prae.g_01014
OG0000809	Prbk.g_00590	Prae.g_01018
OG0000810	Prbk.g_00592	Prae.g_01019
OG0000811	Prbk.g_00593	Prae.g_01020
OG0000812	Prbk.g_02190	Prae.g_01021
OG0000813	Prbk.g_00594	Prae.g_01022
OG0000814	Prbk.g_00595	Prae.g_01023
OG0000815	Prbk.g_00596	Prae.g_01024
OG0000816	Prbk.g_00599	Prae.g_01026
OG0000817	Prbk.g_00068	Prae.g_01029
OG0000818	Prbk.g_00067	Prae.g_01030
OG0000819	Prbk.g_00064	Prae.g_01032
OG0000820	Prbk.g_00063	Prae.g_01033
OG0000821	Prbk.g_00062	Prae.g_01034
OG0000822	Prbk.g_00061	Prae.g_01035
OG0000823	Prbk.g_00058	Prae.g_01038
OG0000824	Prbk.g_00057	Prae.g_01039
OG0000825	Prbk.g_00054	Prae.g_01041
OG0000826	Prbk.g_00053	Prae.g_01042
OG0000827	Prbk.g_00052	Prae.g_01043
OG0000828	Prbk.g_00051	Prae.g_01045
OG0000829	Prbk.g_00627	Prae.g_01072
OG0000830	Prbk.g_02595	Prae.g_01081
OG0000831	Prbk.g_02022	Prae.g_01084
OG0000832	Prbk.g_01700	Prae.g_01085
OG0000833	Prbk.g_01531	Prae.g_01092
OG0000834	Prbk.g_00869	Prae.g_01096
OG0000835	Prbk.g_00879	Prae.g_01100
OG0000836	Prbk.g_01234	Prae.g_01102
OG0000837	Prbk.g_02613	Prae.g_01115
OG0000838	Prbk.g_02202	Prae.g_01131
OG0000839	Prbk.g_02196	Prae.g_01132
OG0000840	Prbk.g_01456	Prae.g_01137
OG0000841	Prbk.g_01227	Prae.g_01144
OG0000842	Prbk.g_00004	Prae.g_01148
OG0000843	Prbk.g_01037	Prae.g_01150
OG0000844	Prbk.g_01036	Prae.g_01151
OG0000845	Prbk.g_01035	Prae.g_01152
OG0000846	Prbk.g_01034	Prae.g_01153
OG0000847	Prbk.g_01032	Prae.g_01154
OG0000848	Prbk.g_01031	Prae.g_01155
OG0000849	Prbk.g_01028	Prae.g_01156
OG0000850	Prbk.g_01026	Prae.g_01157
OG0000851	Prbk.g_01022	Prae.g_01159
OG0000852	Prbk.g_01020	Prae.g_01162
OG0000853	Prbk.g_01018	Prae.g_01164
OG0000854	Prbk.g_01017	Prae.g_01165
OG0000855	Prbk.g_00141	Prae.g_01166
OG0000856	Prbk.g_00142	Prae.g_01167
OG0000857	Prbk.g_00143	Prae.g_01168
OG0000858	Prbk.g_00153	Prae.g_01170
OG0000859	Prbk.g_00155	Prae.g_01171
OG0000860	Prbk.g_00156	Prae.g_01172
OG0000861	Prbk.g_00157	Prae.g_01173
OG0000862	Prbk.g_00158	Prae.g_01174
OG0000863	Prbk.g_00106	Prae.g_01175
OG0000864	Prbk.g_00105	Prae.g_01176
OG0000865	Prbk.g_00104	Prae.g_01177
OG0000866	Prbk.g_00103	Prae.g_01178
OG0000867	Prbk.g_00100	Prae.g_01181
OG0000868	Prbk.g_00099	Prae.g_01183
OG0000869	Prbk.g_01501	Prae.g_01184
OG0000870	Prbk.g_01498	Prae.g_01185
OG0000871	Prbk.g_01497	Prae.g_01186
OG0000872	Prbk.g_00139	Prae.g_01187
OG0000873	Prbk.g_00138	Prae.g_01188
OG0000874	Prbk.g_00137	Prae.g_01189
OG0000875	Prbk.g_00135	Prae.g_01190
OG0000876	Prbk.g_00133	Prae.g_01192
OG0000877	Prbk.g_00132	Prae.g_01193
OG0000878	Prbk.g_00131	Prae.g_01194
OG0000879	Prbk.g_00130	Prae.g_01195
OG0000880	Prbk.g_00129	Prae.g_01196
OG0000881	Prbk.g_00128	Prae.g_01197
OG0000882	Prbk.g_00127	Prae.g_01198
OG0000883	Prbk.g_01503	Prae.g_01199
OG0000884	Prbk.g_01504	Prae.g_01200
OG0000885	Prbk.g_01505	Prae.g_01201
OG0000886	Prbk.g_01506	Prae.g_01202
OG0000887	Prbk.g_01508	Prae.g_01203
OG0000888	Prbk.g_00189	Prae.g_01204
OG0000889	Prbk.g_00188	Prae.g_01205
OG0000890	Prbk.g_00186	Prae.g_01206
OG0000891	Prbk.g_00185	Prae.g_01207
OG0000892	Prbk.g_00183	Prae.g_01208
OG0000893	Prbk.g_00182	Prae.g_01209
OG0000894	Prbk.g_00178	Prae.g_01211
OG0000895	Prbk.g_00177	Prae.g_01212
OG0000896	Prbk.g_00175	Prae.g_01214
OG0000897	Prbk.g_00174	Prae.g_01215
OG0000898	Prbk.g_00097	Prae.g_01216
OG0000899	Prbk.g_00098	Prae.g_01217
OG0000900	Prbk.g_00122	Prae.g_01219
OG0000901	Prbk.g_02011	Prae.g_01293
OG0000902	Prbk.g_00164	Prae.g_01317
OG0000903	Prbk.g_00163	Prae.g_01318
OG0000904	Prbk.g_00162	Prae.g_01319
OG0000905	Prbk.g_01194	Prae.g_01320
OG0000906	Prbk.g_01192	Prae.g_01321
OG0000907	Prbk.g_01190	Prae.g_01324
OG0000908	Prbk.g_01189	Prae.g_01325
OG0000909	Prbk.g_01188	Prae.g_01326
OG0000910	Prbk.g_01187	Prae.g_01327
OG0000911	Prbk.g_01186	Prae.g_01328
OG0000912	Prbk.g_01182	Prae.g_01331
OG0000913	Prbk.g_01179	Prae.g_01332
OG0000914	Prbk.g_01178	Prae.g_01333
OG0000915	Prbk.g_01175	Prae.g_01335
OG0000916	Prbk.g_01174	Prae.g_01336
OG0000917	Prbk.g_01173	Prae.g_01337
OG0000918	Prbk.g_01172	Prae.g_01338
OG0000919	Prbk.g_01171	Prae.g_01339
OG0000920	Prbk.g_01170	Prae.g_01340
OG0000921	Prbk.g_01167	Prae.g_01342
OG0000922	Prbk.g_01166	Prae.g_01343
OG0000923	Prbk.g_01199	Prae.g_01350
OG0000924	Prbk.g_01198	Prae.g_01226, Prae.g_01351
OG0000925	Prbk.g_02120	Prae.g_01354
OG0000926	Prbk.g_00334	Prae.g_01355
OG0000927	Prbk.g_02564	Prae.g_01356
OG0000928	Prbk.g_01691	Prae.g_01358
OG0000929	Prbk.g_00055	Prae.g_01360
OG0000930	Prbk.g_00629	Prae.g_01362
OG0000931	Prbk.g_02578	Prae.g_01363
OG0000932	Prbk.g_00923	Prae.g_01366
OG0000933	Prbk.g_02051	Prae.g_01370
OG0000934	Prbk.g_02050	Prae.g_01371
OG0000935	Prbk.g_02049	Prae.g_01372
OG0000936	Prbk.g_02048	Prae.g_01373
OG0000937	Prbk.g_02047	Prae.g_01374
OG0000938	Prbk.g_02046	Prae.g_01375
OG0000939	Prbk.g_02045	Prae.g_01376
OG0000940	Prbk.g_02044	Prae.g_01377
OG0000941	Prbk.g_02042	Prae.g_01378
OG0000942	Prbk.g_02041	Prae.g_01379
OG0000943	Prbk.g_02040	Prae.g_01380
OG0000944	Prbk.g_02039	Prae.g_01381
OG0000945	Prbk.g_02038	Prae.g_01382
OG0000946	Prbk.g_02037	Prae.g_01383
OG0000947	Prbk.g_02036	Prae.g_01384
OG0000948	Prbk.g_02035	Prae.g_01385
OG0000949	Prbk.g_02034	Prae.g_01386
OG0000950	Prbk.g_00526	Prae.g_01426
OG0000951	Prbk.g_01929	Prae.g_01441
OG0000952	Prbk.g_01930	Prae.g_01442
OG0000953	Prbk.g_01931	Prae.g_01443
OG0000954	Prbk.g_01937	Prae.g_01444
OG0000955	Prbk.g_01938	Prae.g_01445
OG0000956	Prbk.g_00244	Prae.g_01447
OG0000957	Prbk.g_00246	Prae.g_01448
OG0000958	Prbk.g_00247	Prae.g_01449
OG0000959	Prbk.g_00248	Prae.g_01450
OG0000960	Prbk.g_00249	Prae.g_01451
OG0000961	Prbk.g_00250	Prae.g_01452
OG0000962	Prbk.g_00252	Prae.g_01453
OG0000963	Prbk.g_00253	Prae.g_01454
OG0000964	Prbk.g_00255	Prae.g_01455
OG0000965	Prbk.g_00257	Prae.g_01457
OG0000966	Prbk.g_00258	Prae.g_01458
OG0000967	Prbk.g_00261	Prae.g_01461
OG0000968	Prbk.g_00270	Prae.g_01462
OG0000969	Prbk.g_00271	Prae.g_01463
OG0000970	Prbk.g_00272	Prae.g_01464
OG0000971	Prbk.g_00273	Prae.g_01465
OG0000972	Prbk.g_00274	Prae.g_01466
OG0000973	Prbk.g_00276	Prae.g_01468
OG0000974	Prbk.g_00277	Prae.g_01469
OG0000975	Prbk.g_00278	Prae.g_01470
OG0000976	Prbk.g_00279	Prae.g_01471
OG0000977	Prbk.g_00280	Prae.g_01472
OG0000978	Prbk.g_00281	Prae.g_01473
OG0000979	Prbk.g_00282	Prae.g_01474
OG0000980	Prbk.g_00283	Prae.g_01475
OG0000981	Prbk.g_01237	Prae.g_01476
OG0000982	Prbk.g_01236	Prae.g_01477
OG0000983	Prbk.g_01235	Prae.g_01478
OG0000984	Prbk.g_01228	Prae.g_01482
OG0000985	Prbk.g_01226	Prae.g_01483
OG0000986	Prbk.g_01225	Prae.g_01484
OG0000987	Prbk.g_01222	Prae.g_01486
OG0000988	Prbk.g_01221	Prae.g_01487
OG0000989	Prbk.g_01220	Prae.g_01488
OG0000990	Prbk.g_01219	Prae.g_01489
OG0000991	Prbk.g_01218	Prae.g_01490
OG0000992	Prbk.g_01217	Prae.g_01491
OG0000993	Prbk.g_01216	Prae.g_01492
OG0000994	Prbk.g_01215	Prae.g_01493
OG0000995	Prbk.g_01214	Prae.g_01494
OG0000996	Prbk.g_01213	Prae.g_01495
OG0000997	Prbk.g_01211	Prae.g_01497
OG0000998	Prbk.g_01654	Prae.g_01500
OG0000999	Prbk.g_02016	Prae.g_01502
OG0001000	Prbk.g_02006	Prae.g_01503
OG0001001	Prbk.g_02004	Prae.g_01504
OG0001002	Prbk.g_02002	Prae.g_01506
OG0001003	Prbk.g_02001	Prae.g_01507
OG0001004	Prbk.g_02596	Prae.g_01508
OG0001005	Prbk.g_02000	Prae.g_01509
OG0001006	Prbk.g_01998	Prae.g_01511
OG0001007	Prbk.g_01997	Prae.g_01512
OG0001008	Prbk.g_01996	Prae.g_01513
OG0001009	Prbk.g_01994	Prae.g_01514
OG0001010	Prbk.g_01993	Prae.g_01515
OG0001011	Prbk.g_01991	Prae.g_01516
OG0001012	Prbk.g_01990	Prae.g_01517
OG0001013	Prbk.g_01989	Prae.g_01518
OG0001014	Prbk.g_01988	Prae.g_01519
OG0001015	Prbk.g_01987	Prae.g_01520
OG0001016	Prbk.g_01986	Prae.g_01521
OG0001017	Prbk.g_01985	Prae.g_01522
OG0001018	Prbk.g_01983	Prae.g_01523
OG0001019	Prbk.g_01982	Prae.g_01524
OG0001020	Prbk.g_01981	Prae.g_01525
OG0001021	Prbk.g_01980	Prae.g_01526
OG0001022	Prbk.g_01979	Prae.g_01527
OG0001023	Prbk.g_01978	Prae.g_01528
OG0001024	Prbk.g_01977	Prae.g_01530
OG0001025	Prbk.g_00937	Prae.g_01531
OG0001026	Prbk.g_00936	Prae.g_01532
OG0001027	Prbk.g_01360	Prae.g_01533
OG0001028	Prbk.g_00934	Prae.g_01534
OG0001029	Prbk.g_00933	Prae.g_01535
OG0001030	Prbk.g_00930	Prae.g_01538
OG0001031	Prbk.g_00929	Prae.g_01539
OG0001032	Prbk.g_02593	Prae.g_01547
OG0001033	Prbk.g_02619	Prae.g_01554
OG0001034	Prbk.g_02485	Prae.g_01582
OG0001035	Prbk.g_00918	Prae.g_01617
OG0001036	Prbk.g_00917	Prae.g_01618
OG0001037	Prbk.g_00906	Prae.g_01624
OG0001038	Prbk.g_00905	Prae.g_01625
OG0001039	Prbk.g_00904	Prae.g_01626
OG0001040	Prbk.g_00902	Prae.g_01627
OG0001041	Prbk.g_01451	Prae.g_01629
OG0001042	Prbk.g_01450	Prae.g_01630
OG0001043	Prbk.g_01449	Prae.g_01631
OG0001044	Prbk.g_01448	Prae.g_01632
OG0001045	Prbk.g_01447	Prae.g_01633
OG0001046	Prbk.g_01445	Prae.g_01634
OG0001047	Prbk.g_01444	Prae.g_01635
OG0001048	Prbk.g_01443	Prae.g_01637
OG0001049	Prbk.g_01442	Prae.g_01638
OG0001050	Prbk.g_01441	Prae.g_01639
OG0001051	Prbk.g_01440	Prae.g_01640
OG0001052	Prbk.g_01439	Prae.g_01641
OG0001053	Prbk.g_01438	Prae.g_01642
OG0001054	Prbk.g_01437	Prae.g_01643
OG0001055	Prbk.g_01436	Prae.g_01644
OG0001056	Prbk.g_01434	Prae.g_01645
OG0001057	Prbk.g_01432	Prae.g_01647
OG0001058	Prbk.g_01431	Prae.g_01648
OG0001059	Prbk.g_01429	Prae.g_01649
OG0001060	Prbk.g_01428	Prae.g_01650
OG0001061	Prbk.g_01427	Prae.g_01651
OG0001062	Prbk.g_01426	Prae.g_01652
OG0001063	Prbk.g_01425	Prae.g_01653
OG0001064	Prbk.g_01423	Prae.g_01654
OG0001065	Prbk.g_01422	Prae.g_01655
OG0001066	Prbk.g_01421	Prae.g_01656
OG0001067	Prbk.g_01420	Prae.g_01657
OG0001068	Prbk.g_01419	Prae.g_01658
OG0001069	Prbk.g_01415	Prae.g_01661
OG0001070	Prbk.g_01413	Prae.g_01663
OG0001071	Prbk.g_01412	Prae.g_01664
OG0001072	Prbk.g_01411	Prae.g_01665
OG0001073	Prbk.g_01410	Prae.g_01666
OG0001074	Prbk.g_01409	Prae.g_01667
OG0001075	Prbk.g_01407	Prae.g_01668
OG0001076	Prbk.g_01405	Prae.g_01670
OG0001077	Prbk.g_01404	Prae.g_01671
OG0001078	Prbk.g_01403	Prae.g_01672
OG0001079	Prbk.g_01402	Prae.g_01673
OG0001080	Prbk.g_01401	Prae.g_01674
OG0001081	Prbk.g_01400	Prae.g_01675
OG0001082	Prbk.g_01399	Prae.g_01676
OG0001083	Prbk.g_01398	Prae.g_01677
OG0001084	Prbk.g_01384	Prae.g_01678
OG0001085	Prbk.g_01383	Prae.g_01679
OG0001086	Prbk.g_01901	Prae.g_01686
OG0001087	Prbk.g_01904	Prae.g_01687
OG0001088	Prbk.g_01905	Prae.g_01688
OG0001089	Prbk.g_01909	Prae.g_01690
OG0001090	Prbk.g_01910	Prae.g_01691
OG0001091	Prbk.g_01911	Prae.g_01692
OG0001092	Prbk.g_01912	Prae.g_01693
OG0001093	Prbk.g_01913	Prae.g_01694
OG0001094	Prbk.g_01914	Prae.g_01695
OG0001095	Prbk.g_01915	Prae.g_01696
OG0001096	Prbk.g_01916	Prae.g_01697
OG0001097	Prbk.g_01917	Prae.g_01698
OG0001098	Prbk.g_01918	Prae.g_01699
OG0001099	Prbk.g_01920	Prae.g_01700
OG0001100	Prbk.g_01921	Prae.g_01701
OG0001101	Prbk.g_01922	Prae.g_01702
OG0001102	Prbk.g_00990	Prae.g_01705
OG0001103	Prbk.g_00991	Prae.g_01706
OG0001104	Prbk.g_00995	Prae.g_01707
OG0001105	Prbk.g_00993	Prae.g_01709
OG0001106	Prbk.g_00996	Prae.g_01711
OG0001107	Prbk.g_00997	Prae.g_01712
OG0001108	Prbk.g_01926	Prae.g_01713
OG0001109	Prbk.g_00988	Prae.g_01716
OG0001110	Prbk.g_00986	Prae.g_01718
OG0001111	Prbk.g_00985	Prae.g_01719
OG0001112	Prbk.g_00984	Prae.g_01720
OG0001113	Prbk.g_00983	Prae.g_01721
OG0001114	Prbk.g_00982	Prae.g_01722
OG0001115	Prbk.g_00981	Prae.g_01723
OG0001116	Prbk.g_00980	Prae.g_01724
OG0001117	Prbk.g_00979	Prae.g_01725
OG0001118	Prbk.g_00978	Prae.g_01726
OG0001119	Prbk.g_00977	Prae.g_01727
OG0001120	Prbk.g_00976	Prae.g_01728
OG0001121	Prbk.g_00975	Prae.g_01729
OG0001122	Prbk.g_00974	Prae.g_01730
OG0001123	Prbk.g_00973	Prae.g_01731
OG0001124	Prbk.g_00972	Prae.g_01732
OG0001125	Prbk.g_00971	Prae.g_01733
OG0001126	Prbk.g_00970	Prae.g_01734
OG0001127	Prbk.g_00969	Prae.g_01735
OG0001128	Prbk.g_00968	Prae.g_01736
OG0001129	Prbk.g_00967	Prae.g_01737
OG0001130	Prbk.g_00966	Prae.g_01738
OG0001131	Prbk.g_00965	Prae.g_01739
OG0001132	Prbk.g_00964	Prae.g_01740
OG0001133	Prbk.g_00963	Prae.g_01741
OG0001134	Prbk.g_00962	Prae.g_01742
OG0001135	Prbk.g_00961	Prae.g_01743
OG0001136	Prbk.g_00960	Prae.g_01744
OG0001137	Prbk.g_00959	Prae.g_01745
OG0001138	Prbk.g_00958	Prae.g_01746
OG0001139	Prbk.g_00957	Prae.g_01747
OG0001140	Prbk.g_00956	Prae.g_01748
OG0001141	Prbk.g_00953	Prae.g_01750
OG0001142	Prbk.g_00952	Prae.g_01751
