Orthogroup	Prbk	Prbc
OG0000543	Prbk.g_01131	Prbc.g_01668
OG0000544	Prbk.g_01132	Prbc.g_01670
OG0000545	Prbk.g_01133	Prbc.g_01669
OG0000546	Prbk.g_01139	Prbc.g_01671
OG0000547	Prbk.g_01140	Prbc.g_01672
OG0000548	Prbk.g_01141	Prbc.g_01673
OG0000549	Prbk.g_01143	Prbc.g_01675
OG0000550	Prbk.g_01144	Prbc.g_01676
OG0000551	Prbk.g_01145	Prbc.g_01677
OG0000552	Prbk.g_01146	Prbc.g_01678
OG0000553	Prbk.g_01147	Prbc.g_01679
OG0000554	Prbk.g_01148	Prbc.g_01680
OG0000555	Prbk.g_01151	Prbc.g_01682
OG0000556	Prbk.g_01153	Prbc.g_01683
OG0000557	Prbk.g_01154	Prbc.g_01684
OG0000558	Prbk.g_01155	Prbc.g_01685
OG0000559	Prbk.g_01156	Prbc.g_01686
OG0000560	Prbk.g_01157	Prbc.g_01687
OG0000561	Prbk.g_01158	Prbc.g_01688
OG0000562	Prbk.g_01159	Prbc.g_01689
OG0000563	Prbk.g_01161	Prbc.g_01690
OG0000564	Prbk.g_01163	Prbc.g_01691
OG0000565	Prbk.g_02602	Prbc.g_01692
OG0000566	Prbk.g_02603	Prbc.g_01693
OG0000567	Prbk.g_02604	Prbc.g_01694
OG0000568	Prbk.g_02605	Prbc.g_01695
OG0000569	Prbk.g_02608	Prbc.g_01698
OG0000570	Prbk.g_02609	Prbc.g_01699
OG0000571	Prbk.g_02611	Prbc.g_01700
OG0000572	Prbk.g_02616	Prbc.g_01702
OG0000573	Prbk.g_02617	Prbc.g_01703
OG0000574	Prbk.g_02618	Prbc.g_01704
OG0000575	Prbk.g_02621	Prbc.g_01705
OG0000576	Prbk.g_02623	Prbc.g_01706
OG0000577	Prbk.g_02624	Prbc.g_01707
OG0000578	Prbk.g_02626	Prbc.g_01708
OG0000579	Prbk.g_02627	Prbc.g_01709
OG0000580	Prbk.g_02628	Prbc.g_01710
OG0000581	Prbk.g_02629	Prbc.g_01711
OG0000582	Prbk.g_02631	Prbc.g_01712
OG0000583	Prbk.g_02632	Prbc.g_01713
OG0000584	Prbk.g_02634	Prbc.g_01715
OG0000585	Prbk.g_02635	Prbc.g_01716
OG0000586	Prbk.g_02637	Prbc.g_01717
OG0000587	Prbk.g_02638	Prbc.g_01718
OG0000588	Prbk.g_02639	Prbc.g_01719
OG0000589	Prbk.g_02647	Prbc.g_01720
OG0000590	Prbk.g_02648	Prbc.g_01721
OG0000591	Prbk.g_02649	Prbc.g_01722
OG0000592	Prbk.g_02650	Prbc.g_01723
OG0000593	Prbk.g_02651	Prbc.g_01724
OG0000594	Prbk.g_02654	Prbc.g_01725
OG0000595	Prbk.g_02655	Prbc.g_01726
OG0000596	Prbk.g_02656	Prbc.g_01727
OG0000597	Prbk.g_00729	Prbc.g_01731
OG0000598	Prbk.g_00728	Prbc.g_01732
OG0000599	Prbk.g_00727	Prbc.g_01733
OG0000600	Prbk.g_00726	Prbc.g_01734
OG0000601	Prbk.g_00725	Prbc.g_01735
OG0000602	Prbk.g_00723	Prbc.g_01736
OG0000603	Prbk.g_00720	Prbc.g_01737
OG0000604	Prbk.g_00719	Prbc.g_01738
OG0000605	Prbk.g_00718	Prbc.g_01739
OG0000606	Prbk.g_00717	Prbc.g_01740
OG0000607	Prbk.g_00715	Prbc.g_01742
OG0000608	Prbk.g_00714	Prbc.g_01743
OG0000609	Prbk.g_00712	Prbc.g_01745
OG0000610	Prbk.g_00711	Prbc.g_01746
OG0000611	Prbk.g_00708	Prbc.g_01749
OG0000612	Prbk.g_00706	Prbc.g_01750
OG0000613	Prbk.g_00478	Prbc.g_01752
OG0000614	Prbk.g_01361	Prbc.g_01760
OG0000615	Prbk.g_01767	Prbc.g_01761
OG0000616	Prbk.g_00672	Prbc.g_01762
OG0000617	Prbk.g_02509	Prbc.g_01765
OG0000618	Prbk.g_01925	Prbc.g_01766
OG0000619	Prbk.g_01805	Prbc.g_01767
OG0000620	Prbk.g_01827	Prbc.g_01769
OG0000621	Prbk.g_01821	Prbc.g_01770
OG0000622	Prbk.g_01817	Prbc.g_01771
OG0000623	Prbk.g_01816	Prbc.g_01772
OG0000624	Prbk.g_01802	Prbc.g_01775
OG0000625	Prbk.g_01801	Prbc.g_01776
OG0000626	Prbk.g_01800	Prbc.g_01777
OG0000627	Prbk.g_01760	Prbc.g_01381
OG0000628	Prbk.g_01761	Prbc.g_01778
OG0000629	Prbk.g_01764	Prbc.g_01779
OG0000630	Prbk.g_01766	Prbc.g_01781
OG0000631	Prbk.g_02429	Prbc.g_01782
OG0000632	Prbk.g_02262	Prbc.g_01055
OG0000633	Prbk.g_00169	Prbc.g_01290
OG0000634	Prbk.g_00617	Prbc.g_01788
OG0000635	Prbk.g_00615	Prbc.g_01790
OG0000636	Prbk.g_00614	Prbc.g_01791
OG0000637	Prbk.g_00613	Prbc.g_01793
OG0000638	Prbk.g_00612	Prbc.g_01794
OG0000639	Prbk.g_00611	Prbc.g_01795
OG0000640	Prbk.g_00610	Prbc.g_01796
OG0000641	Prbk.g_00608	Prbc.g_01797
OG0000642	Prbk.g_00607	Prbc.g_01798
OG0000643	Prbk.g_00606	Prbc.g_01799
OG0000644	Prbk.g_00604	Prbc.g_01801
OG0000645	Prbk.g_00603	Prbc.g_01803
OG0000646	Prbk.g_00602	Prbc.g_01804
OG0000647	Prbk.g_00601	Prbc.g_01805
OG0000648	Prbk.g_02376	Prbc.g_01807
OG0000649	Prbk.g_02375	Prbc.g_01808
OG0000650	Prbk.g_02372	Prbc.g_01809
OG0000651	Prbk.g_02371	Prbc.g_01810
OG0000652	Prbk.g_02368	Prbc.g_01812
OG0000653	Prbk.g_02519	Prbc.g_00539
OG0000654	Prbk.g_01872	Prbc.g_00521
OG0000656	Prbk.g_01863	Prbc.g_02142
OG0000657	Prbk.g_02332	Prbc.g_02028
OG0000658	Prbk.g_02333	Prbc.g_02027
OG0000659	Prbk.g_02334	Prbc.g_02026
OG0000660	Prbk.g_00865	Prbc.g_01230
OG0000661	Prbk.g_01455	Prbc.g_02003
OG0000662	Prbk.g_02367	Prbc.g_02005
OG0000663	Prbk.g_02362	Prbc.g_02007
OG0000664	Prbk.g_02361	Prbc.g_02008
OG0000665	Prbk.g_02360	Prbc.g_02009
OG0000666	Prbk.g_02462	Prbc.g_01852
OG0000667	Prbk.g_02463	Prbc.g_01853
OG0000668	Prbk.g_02464	Prbc.g_01854
OG0000669	Prbk.g_02465	Prbc.g_01855
OG0000670	Prbk.g_02467	Prbc.g_01857
OG0000671	Prbk.g_02468	Prbc.g_01858
OG0000672	Prbk.g_02469	Prbc.g_01859
OG0000673	Prbk.g_02470	Prbc.g_01860
OG0000674	Prbk.g_02471	Prbc.g_01861
OG0000675	Prbk.g_02472	Prbc.g_01862
OG0000676	Prbk.g_02474	Prbc.g_01864
OG0000677	Prbk.g_02476	Prbc.g_01866
OG0000678	Prbk.g_02477	Prbc.g_01867
OG0000679	Prbk.g_02478	Prbc.g_01868
OG0000680	Prbk.g_02479	Prbc.g_01869
OG0000681	Prbk.g_02480	Prbc.g_01870
OG0000682	Prbk.g_02481	Prbc.g_01871
OG0000683	Prbk.g_02483	Prbc.g_01873
OG0000684	Prbk.g_02486	Prbc.g_01875
OG0000685	Prbk.g_02487	Prbc.g_01876
OG0000686	Prbk.g_02488	Prbc.g_01877
OG0000687	Prbk.g_02489	Prbc.g_01878
OG0000688	Prbk.g_02490	Prbc.g_01879
OG0000689	Prbk.g_02491	Prbc.g_01880
OG0000690	Prbk.g_02492	Prbc.g_01881
OG0000691	Prbk.g_02494	Prbc.g_01883
OG0000692	Prbk.g_02495	Prbc.g_01884
OG0000693	Prbk.g_02496	Prbc.g_01885
OG0000694	Prbk.g_02497	Prbc.g_01886
OG0000695	Prbk.g_02498	Prbc.g_01887
OG0000696	Prbk.g_02499	Prbc.g_01888
OG0000697	Prbk.g_02526	Prbc.g_01890
OG0000698	Prbk.g_02527	Prbc.g_01891
OG0000699	Prbk.g_02531	Prbc.g_01894
OG0000700	Prbk.g_02532	Prbc.g_01895
OG0000701	Prbk.g_02534	Prbc.g_01897
OG0000702	Prbk.g_02535	Prbc.g_01898
OG0000703	Prbk.g_02536	Prbc.g_01899
OG0000704	Prbk.g_02537	Prbc.g_01900
OG0000705	Prbk.g_02539	Prbc.g_01903
OG0000706	Prbk.g_02540	Prbc.g_01904
OG0000707	Prbk.g_02541	Prbc.g_01905
OG0000708	Prbk.g_02542	Prbc.g_01906
OG0000709	Prbk.g_02543	Prbc.g_01907
OG0000710	Prbk.g_02544	Prbc.g_01908
OG0000711	Prbk.g_02546	Prbc.g_01909
OG0000712	Prbk.g_02547	Prbc.g_01910
OG0000713	Prbk.g_02548	Prbc.g_01911
OG0000714	Prbk.g_02559	Prbc.g_01913
OG0000715	Prbk.g_02560	Prbc.g_01914
OG0000716	Prbk.g_02563	Prbc.g_01915
OG0000717	Prbk.g_02567	Prbc.g_01916
OG0000718	Prbk.g_02568	Prbc.g_01917
OG0000719	Prbk.g_02570	Prbc.g_01919
OG0000720	Prbk.g_02379	Prbc.g_01923
OG0000721	Prbk.g_00598	Prbc.g_01924
OG0000722	Prbk.g_00582	Prbc.g_01959
OG0000723	Prbk.g_00193	Prbc.g_01962
OG0000724	Prbk.g_02580	Prbc.g_01967
OG0000725	Prbk.g_02389	Prbc.g_01969
OG0000726	Prbk.g_01662	Prbc.g_01970
OG0000727	Prbk.g_02390	Prbc.g_01971
OG0000728	Prbk.g_02391	Prbc.g_01972
OG0000729	Prbk.g_02393	Prbc.g_01974
OG0000730	Prbk.g_02394	Prbc.g_01975
OG0000731	Prbk.g_02396	Prbc.g_01977
OG0000732	Prbk.g_02397	Prbc.g_01978
OG0000733	Prbk.g_02398	Prbc.g_01979
OG0000734	Prbk.g_02399	Prbc.g_01980
OG0000735	Prbk.g_02400	Prbc.g_01981
OG0000736	Prbk.g_02408	Prbc.g_01983
OG0000737	Prbk.g_02410	Prbc.g_01984
OG0000738	Prbk.g_02415	Prbc.g_01987
OG0000739	Prbk.g_02417	Prbc.g_01988
OG0000740	Prbk.g_02420	Prbc.g_01989
OG0000741	Prbk.g_02435	Prbc.g_01991
OG0000742	Prbk.g_02436	Prbc.g_01992
OG0000743	Prbk.g_02439	Prbc.g_01996
OG0000744	Prbk.g_02440	Prbc.g_01997
OG0000745	Prbk.g_02453	Prbc.g_01837
OG0000746	Prbk.g_02452	Prbc.g_01838
OG0000747	Prbk.g_02451	Prbc.g_01839
OG0000748	Prbk.g_02450	Prbc.g_01840
OG0000749	Prbk.g_02449	Prbc.g_01841
OG0000750	Prbk.g_02447	Prbc.g_01842
OG0000751	Prbk.g_02455	Prbc.g_01844
OG0000752	Prbk.g_02456	Prbc.g_01845
OG0000753	Prbk.g_02457	Prbc.g_01846
OG0000754	Prbk.g_02458	Prbc.g_01847
OG0000755	Prbk.g_02459	Prbc.g_01849
OG0000756	Prbk.g_02460	Prbc.g_01850
OG0000757	Prbk.g_02461	Prbc.g_01851
OG0000758	Prbk.g_02359	Prbc.g_02010
OG0000759	Prbk.g_02358	Prbc.g_02011
OG0000760	Prbk.g_02357	Prbc.g_02012
OG0000761	Prbk.g_02355	Prbc.g_02013
OG0000762	Prbk.g_02353	Prbc.g_02015
OG0000763	Prbk.g_02352	Prbc.g_02016
OG0000764	Prbk.g_02350	Prbc.g_02017
OG0000765	Prbk.g_02349	Prbc.g_02018
OG0000766	Prbk.g_02348	Prbc.g_02019
OG0000767	Prbk.g_01698	Prbc.g_02020
OG0000768	Prbk.g_02340	Prbc.g_02021
OG0000769	Prbk.g_02339	Prbc.g_02022
OG0000770	Prbk.g_02337	Prbc.g_02023
OG0000771	Prbk.g_02336	Prbc.g_02024
OG0000772	Prbk.g_02189	Prbc.g_01936
OG0000773	Prbk.g_02331	Prbc.g_02029
OG0000774	Prbk.g_02330	Prbc.g_02030
OG0000775	Prbk.g_02329	Prbc.g_02031
OG0000776	Prbk.g_02327	Prbc.g_02033
OG0000777	Prbk.g_02326	Prbc.g_02034
OG0000778	Prbk.g_02325	Prbc.g_02035
OG0000779	Prbk.g_02320	Prbc.g_02037
OG0000780	Prbk.g_02319	Prbc.g_02038
OG0000781	Prbk.g_02317	Prbc.g_02039
OG0000782	Prbk.g_02315	Prbc.g_02041
OG0000783	Prbk.g_02313	Prbc.g_02042
OG0000784	Prbk.g_02311	Prbc.g_02043
OG0000785	Prbk.g_02310	Prbc.g_02044
OG0000786	Prbk.g_02309	Prbc.g_02045
OG0000787	Prbk.g_02307	Prbc.g_02047
OG0000788	Prbk.g_02306	Prbc.g_02048
OG0000789	Prbk.g_02305	Prbc.g_02049
OG0000790	Prbk.g_02304	Prbc.g_02050
OG0000791	Prbk.g_02303	Prbc.g_02051
OG0000792	Prbk.g_01728	Prbc.g_02190
OG0000793	Prbk.g_02301	Prbc.g_02052
OG0000794	Prbk.g_02299	Prbc.g_02053
OG0000795	Prbk.g_02297	Prbc.g_02054
OG0000796	Prbk.g_02293	Prbc.g_02055
OG0000797	Prbk.g_02292	Prbc.g_02057
OG0000798	Prbk.g_00562	Prbc.g_02058
OG0000799	Prbk.g_00566	Prbc.g_02059
OG0000800	Prbk.g_00567	Prbc.g_02060
OG0000801	Prbk.g_00568	Prbc.g_02061
OG0000802	Prbk.g_00572	Prbc.g_02062
OG0000803	Prbk.g_00573	Prbc.g_02063
OG0000804	Prbk.g_00578	Prbc.g_02079
OG0000805	Prbk.g_00580	Prbc.g_02080
OG0000806	Prbk.g_00581	Prbc.g_02081
OG0000807	Prbk.g_00583	Prbc.g_02082
OG0000808	Prbk.g_00584	Prbc.g_02083
OG0000809	Prbk.g_00590	Prbc.g_02088
OG0000810	Prbk.g_00592	Prbc.g_02090
OG0000811	Prbk.g_00593	Prbc.g_02091
OG0000812	Prbk.g_02190	Prbc.g_01935
OG0000813	Prbk.g_00594	Prbc.g_02092
OG0000814	Prbk.g_00595	Prbc.g_02093
OG0000815	Prbk.g_00596	Prbc.g_02094
OG0000816	Prbk.g_00599	Prbc.g_02097
OG0000817	Prbk.g_00068	Prbc.g_02101
OG0000818	Prbk.g_00067	Prbc.g_02102
OG0000819	Prbk.g_00064	Prbc.g_02105
OG0000820	Prbk.g_00063	Prbc.g_02106
OG0000821	Prbk.g_00062	Prbc.g_02107
OG0000822	Prbk.g_00061	Prbc.g_02108
OG0000823	Prbk.g_00058	Prbc.g_02111
OG0000824	Prbk.g_00057	Prbc.g_02112
OG0000825	Prbk.g_00054	Prbc.g_01934
OG0000826	Prbk.g_00053	Prbc.g_01933
OG0000827	Prbk.g_00052	Prbc.g_01932
OG0000828	Prbk.g_00051	Prbc.g_01930
OG0000829	Prbk.g_00627	Prbc.g_01941
OG0000830	Prbk.g_02595	Prbc.g_02152
OG0000831	Prbk.g_02022	Prbc.g_02133
OG0000832	Prbk.g_01700	Prbc.g_00804
OG0000833	Prbk.g_01531	Prbc.g_00201
OG0000834	Prbk.g_00869	Prbc.g_01244
OG0000835	Prbk.g_00879	Prbc.g_01252
OG0000836	Prbk.g_01234	Prbc.g_00801
OG0000837	Prbk.g_02613	Prbc.g_02128
OG0000838	Prbk.g_02202	Prbc.g_00897
OG0000839	Prbk.g_02196	Prbc.g_00898
OG0000840	Prbk.g_01456	Prbc.g_02170
OG0000841	Prbk.g_01227	Prbc.g_01468
OG0000842	Prbk.g_00004	Prbc.g_01462
OG0000843	Prbk.g_01037	Prbc.g_01460
OG0000844	Prbk.g_01036	Prbc.g_01459
OG0000845	Prbk.g_01035	Prbc.g_01458
OG0000846	Prbk.g_01034	Prbc.g_01457
OG0000847	Prbk.g_01032	Prbc.g_01456
OG0000848	Prbk.g_01031	Prbc.g_01455
OG0000849	Prbk.g_01028	Prbc.g_01454
OG0000850	Prbk.g_01026	Prbc.g_01453
OG0000851	Prbk.g_01022	Prbc.g_01450
OG0000852	Prbk.g_01020	Prbc.g_01447
OG0000853	Prbk.g_01018	Prbc.g_01445
OG0000854	Prbk.g_01017	Prbc.g_01444
OG0000855	Prbk.g_00141	Prbc.g_01442
OG0000856	Prbk.g_00142	Prbc.g_01441
OG0000857	Prbk.g_00143	Prbc.g_01440
OG0000858	Prbk.g_00153	Prbc.g_01437
OG0000859	Prbk.g_00155	Prbc.g_01436
OG0000860	Prbk.g_00156	Prbc.g_01435
OG0000861	Prbk.g_00157	Prbc.g_01434
OG0000862	Prbk.g_00158	Prbc.g_01433
OG0000863	Prbk.g_00106	Prbc.g_01431
OG0000864	Prbk.g_00105	Prbc.g_01430
OG0000865	Prbk.g_00104	Prbc.g_01429
OG0000866	Prbk.g_00103	Prbc.g_01428
OG0000867	Prbk.g_00100	Prbc.g_01426
OG0000868	Prbk.g_00099	Prbc.g_01424
OG0000869	Prbk.g_01501	Prbc.g_01422
OG0000870	Prbk.g_01498	Prbc.g_01421
OG0000871	Prbk.g_01497	Prbc.g_01420
OG0000872	Prbk.g_00139	Prbc.g_01418
OG0000873	Prbk.g_00138	Prbc.g_01417
OG0000874	Prbk.g_00137	Prbc.g_01416
OG0000875	Prbk.g_00135	Prbc.g_01414
OG0000876	Prbk.g_00133	Prbc.g_01412
OG0000877	Prbk.g_00132	Prbc.g_01411
OG0000878	Prbk.g_00131	Prbc.g_01410
OG0000879	Prbk.g_00130	Prbc.g_01409
OG0000880	Prbk.g_00129	Prbc.g_01408
OG0000881	Prbk.g_00128	Prbc.g_01407
OG0000882	Prbk.g_00127	Prbc.g_01406
OG0000883	Prbk.g_01503	Prbc.g_01405
OG0000884	Prbk.g_01504	Prbc.g_01404
OG0000885	Prbk.g_01505	Prbc.g_01403
OG0000886	Prbk.g_01506	Prbc.g_01402
OG0000887	Prbk.g_01508	Prbc.g_01401
OG0000888	Prbk.g_00189	Prbc.g_01400
OG0000889	Prbk.g_00188	Prbc.g_01399
OG0000890	Prbk.g_00186	Prbc.g_01398
OG0000891	Prbk.g_00185	Prbc.g_01397
OG0000892	Prbk.g_00183	Prbc.g_01396
OG0000893	Prbk.g_00182	Prbc.g_01395
OG0000894	Prbk.g_00178	Prbc.g_01394
OG0000895	Prbk.g_00177	Prbc.g_01393
OG0000896	Prbk.g_00175	Prbc.g_01392
OG0000897	Prbk.g_00174	Prbc.g_01391
OG0000898	Prbk.g_00097	Prbc.g_01390
OG0000899	Prbk.g_00098	Prbc.g_01389
OG0000900	Prbk.g_00122	Prbc.g_01388
OG0000901	Prbk.g_02011	Prbc.g_01320
OG0000902	Prbk.g_00164	Prbc.g_00555
OG0000903	Prbk.g_00163	Prbc.g_00556
OG0000904	Prbk.g_00162	Prbc.g_00557
OG0000905	Prbk.g_01194	Prbc.g_00558
OG0000906	Prbk.g_01192	Prbc.g_00560
OG0000907	Prbk.g_01190	Prbc.g_00561
OG0000908	Prbk.g_01189	Prbc.g_00562
OG0000909	Prbk.g_01188	Prbc.g_00563
OG0000910	Prbk.g_01187	Prbc.g_00564
OG0000911	Prbk.g_01186	Prbc.g_00565
OG0000912	Prbk.g_01182	Prbc.g_00568
OG0000913	Prbk.g_01179	Prbc.g_00569
OG0000914	Prbk.g_01178	Prbc.g_00570
OG0000915	Prbk.g_01175	Prbc.g_00571
OG0000916	Prbk.g_01174	Prbc.g_00572
OG0000917	Prbk.g_01173	Prbc.g_00573
OG0000918	Prbk.g_01172	Prbc.g_00574
OG0000919	Prbk.g_01171	Prbc.g_00575
OG0000920	Prbk.g_01170	Prbc.g_00576
OG0000921	Prbk.g_01167	Prbc.g_00579
OG0000922	Prbk.g_01166	Prbc.g_00580
OG0000923	Prbk.g_01199	Prbc.g_00585
OG0000924	Prbk.g_01198	Prbc.g_00586
OG0000925	Prbk.g_02120	Prbc.g_00589
OG0000926	Prbk.g_00334	Prbc.g_01820
OG0000927	Prbk.g_02564	Prbc.g_01470
OG0000928	Prbk.g_01691	Prbc.g_02100
OG0000929	Prbk.g_00055	Prbc.g_00810
OG0000930	Prbk.g_00629	Prbc.g_00655
OG0000931	Prbk.g_02578	Prbc.g_01921
OG0000932	Prbk.g_00923	Prbc.g_00138
OG0000933	Prbk.g_02051	Prbc.g_00659
OG0000934	Prbk.g_02050	Prbc.g_00660
OG0000935	Prbk.g_02049	Prbc.g_00661
OG0000936	Prbk.g_02048	Prbc.g_00662
OG0000937	Prbk.g_02047	Prbc.g_00663
OG0000938	Prbk.g_02046	Prbc.g_00664
OG0000939	Prbk.g_02045	Prbc.g_00665
OG0000940	Prbk.g_02044	Prbc.g_00666
OG0000941	Prbk.g_02042	Prbc.g_00667
OG0000942	Prbk.g_02041	Prbc.g_00668
OG0000943	Prbk.g_02040	Prbc.g_00669
OG0000944	Prbk.g_02039	Prbc.g_00670
OG0000945	Prbk.g_02038	Prbc.g_00671
OG0000946	Prbk.g_02037	Prbc.g_00672
OG0000947	Prbk.g_02036	Prbc.g_00673
OG0000948	Prbk.g_02035	Prbc.g_00674
OG0000949	Prbk.g_02034	Prbc.g_00675
OG0000950	Prbk.g_00526	Prbc.g_00228
OG0000951	Prbk.g_01929	Prbc.g_00690
OG0000952	Prbk.g_01930	Prbc.g_00691
OG0000953	Prbk.g_01931	Prbc.g_00692
OG0000954	Prbk.g_01937	Prbc.g_00693
OG0000955	Prbk.g_01938	Prbc.g_00694
OG0000956	Prbk.g_00244	Prbc.g_00696
OG0000957	Prbk.g_00246	Prbc.g_00697
OG0000958	Prbk.g_00247	Prbc.g_00698
OG0000959	Prbk.g_00248	Prbc.g_00699
OG0000960	Prbk.g_00249	Prbc.g_00700
OG0000961	Prbk.g_00250	Prbc.g_00701
OG0000962	Prbk.g_00252	Prbc.g_00702
OG0000963	Prbk.g_00253	Prbc.g_00703
OG0000964	Prbk.g_00255	Prbc.g_00705
OG0000965	Prbk.g_00257	Prbc.g_00707
OG0000966	Prbk.g_00258	Prbc.g_00708
OG0000967	Prbk.g_00261	Prbc.g_00711
OG0000968	Prbk.g_00270	Prbc.g_00712
OG0000969	Prbk.g_00271	Prbc.g_00713
OG0000970	Prbk.g_00272	Prbc.g_00714
OG0000971	Prbk.g_00273	Prbc.g_00715
OG0000972	Prbk.g_00274	Prbc.g_00716
OG0000973	Prbk.g_00276	Prbc.g_00718
OG0000974	Prbk.g_00277	Prbc.g_00719
OG0000975	Prbk.g_00278	Prbc.g_00720
OG0000976	Prbk.g_00279	Prbc.g_00721
OG0000977	Prbk.g_00280	Prbc.g_00722
OG0000978	Prbk.g_00281	Prbc.g_00723
OG0000979	Prbk.g_00282	Prbc.g_00724
OG0000980	Prbk.g_00283	Prbc.g_01521
OG0000981	Prbk.g_01237	Prbc.g_00725
OG0000982	Prbk.g_01236	Prbc.g_00726
OG0000983	Prbk.g_01235	Prbc.g_00727
OG0000984	Prbk.g_01228	Prbc.g_00730
OG0000985	Prbk.g_01226	Prbc.g_00731
OG0000986	Prbk.g_01225	Prbc.g_00732
OG0000987	Prbk.g_01222	Prbc.g_00734
OG0000988	Prbk.g_01221	Prbc.g_00735
OG0000989	Prbk.g_01220	Prbc.g_00736
OG0000990	Prbk.g_01219	Prbc.g_00737
OG0000991	Prbk.g_01218	Prbc.g_00738
OG0000992	Prbk.g_01217	Prbc.g_00739
OG0000993	Prbk.g_01216	Prbc.g_00740
OG0000994	Prbk.g_01215	Prbc.g_00741
OG0000995	Prbk.g_01214	Prbc.g_00742
OG0000996	Prbk.g_01213	Prbc.g_00743
OG0000997	Prbk.g_01211	Prbc.g_00745
OG0000998	Prbk.g_01654	Prbc.g_00751
OG0000999	Prbk.g_02016	Prbc.g_00754
OG0001000	Prbk.g_02006	Prbc.g_00755
OG0001001	Prbk.g_02004	Prbc.g_00756
OG0001002	Prbk.g_02002	Prbc.g_00758
OG0001003	Prbk.g_02001	Prbc.g_00759
OG0001004	Prbk.g_02596	Prbc.g_00760
OG0001005	Prbk.g_02000	Prbc.g_00761
OG0001006	Prbk.g_01998	Prbc.g_00763
OG0001007	Prbk.g_01997	Prbc.g_00764
OG0001008	Prbk.g_01996	Prbc.g_00765
OG0001009	Prbk.g_01994	Prbc.g_00766
OG0001010	Prbk.g_01993	Prbc.g_00767
OG0001011	Prbk.g_01991	Prbc.g_00768
OG0001012	Prbk.g_01990	Prbc.g_00769
OG0001013	Prbk.g_01989	Prbc.g_00770
OG0001014	Prbk.g_01988	Prbc.g_00771
OG0001015	Prbk.g_01987	Prbc.g_00772
OG0001016	Prbk.g_01986	Prbc.g_00773
OG0001017	Prbk.g_01985	Prbc.g_00774
OG0001018	Prbk.g_01983	Prbc.g_00775
OG0001019	Prbk.g_01982	Prbc.g_00776
OG0001020	Prbk.g_01981	Prbc.g_00777
OG0001021	Prbk.g_01980	Prbc.g_00778
OG0001022	Prbk.g_01979	Prbc.g_00779
OG0001023	Prbk.g_01978	Prbc.g_00780
OG0001024	Prbk.g_01977	Prbc.g_00782
OG0001025	Prbk.g_00937	Prbc.g_00783
OG0001026	Prbk.g_00936	Prbc.g_00784
OG0001027	Prbk.g_01360	Prbc.g_00785
OG0001028	Prbk.g_00934	Prbc.g_00787
OG0001029	Prbk.g_00933	Prbc.g_00788
OG0001030	Prbk.g_00930	Prbc.g_00791
OG0001031	Prbk.g_00929	Prbc.g_00792
OG0001032	Prbk.g_02593	Prbc.g_01485
OG0001033	Prbk.g_02619	Prbc.g_00677
OG0001034	Prbk.g_02485	Prbc.g_01874
OG0001035	Prbk.g_00918	Prbc.g_00827
OG0001036	Prbk.g_00917	Prbc.g_00828
OG0001037	Prbk.g_00906	Prbc.g_00833
OG0001038	Prbk.g_00905	Prbc.g_00834
OG0001039	Prbk.g_00904	Prbc.g_00835
OG0001040	Prbk.g_00902	Prbc.g_00836
OG0001041	Prbk.g_01451	Prbc.g_00837
OG0001042	Prbk.g_01450	Prbc.g_00838
OG0001043	Prbk.g_01449	Prbc.g_00839
OG0001044	Prbk.g_01448	Prbc.g_00840
OG0001045	Prbk.g_01447	Prbc.g_00841
OG0001046	Prbk.g_01445	Prbc.g_00842
OG0001047	Prbk.g_01444	Prbc.g_00843
OG0001048	Prbk.g_01443	Prbc.g_00844
OG0001049	Prbk.g_01442	Prbc.g_00845
OG0001050	Prbk.g_01441	Prbc.g_00846
OG0001051	Prbk.g_01440	Prbc.g_00847
OG0001052	Prbk.g_01439	Prbc.g_00848
OG0001053	Prbk.g_01438	Prbc.g_00849
OG0001054	Prbk.g_01437	Prbc.g_00850
OG0001055	Prbk.g_01436	Prbc.g_00851
OG0001056	Prbk.g_01434	Prbc.g_00852
OG0001057	Prbk.g_01432	Prbc.g_00854
OG0001058	Prbk.g_01431	Prbc.g_00855
OG0001059	Prbk.g_01429	Prbc.g_00856
OG0001060	Prbk.g_01428	Prbc.g_00857
OG0001061	Prbk.g_01427	Prbc.g_00858
OG0001062	Prbk.g_01426	Prbc.g_00860
OG0001063	Prbk.g_01425	Prbc.g_00861
OG0001064	Prbk.g_01423	Prbc.g_00862
OG0001065	Prbk.g_01422	Prbc.g_00863
OG0001066	Prbk.g_01421	Prbc.g_00864
OG0001067	Prbk.g_01420	Prbc.g_00865
OG0001068	Prbk.g_01419	Prbc.g_00866
OG0001069	Prbk.g_01415	Prbc.g_00868
OG0001070	Prbk.g_01413	Prbc.g_00870
OG0001071	Prbk.g_01412	Prbc.g_00871
OG0001072	Prbk.g_01411	Prbc.g_00872
OG0001073	Prbk.g_01410	Prbc.g_00873
OG0001074	Prbk.g_01409	Prbc.g_00874
OG0001075	Prbk.g_01407	Prbc.g_00876
OG0001076	Prbk.g_01405	Prbc.g_00878
OG0001077	Prbk.g_01404	Prbc.g_00879
OG0001078	Prbk.g_01403	Prbc.g_00880
OG0001079	Prbk.g_01402	Prbc.g_00881
OG0001080	Prbk.g_01401	Prbc.g_00882
