Orthogroup	Prbk	Pram
OG0000572	Prbk.g_02616	Pram.g_00564
OG0000573	Prbk.g_02617	Pram.g_00565
OG0000574	Prbk.g_02618	Pram.g_00566
OG0000575	Prbk.g_02621	Pram.g_00568
OG0000576	Prbk.g_02623	Pram.g_00569
OG0000577	Prbk.g_02624	Pram.g_01080
OG0000578	Prbk.g_02626	Pram.g_01079
OG0000579	Prbk.g_02627	Pram.g_01078
OG0000580	Prbk.g_02628	Pram.g_01077
OG0000581	Prbk.g_02629	Pram.g_01076
OG0000582	Prbk.g_02631	Pram.g_01075
OG0000583	Prbk.g_02632	Pram.g_01074
OG0000584	Prbk.g_02634	Pram.g_01073
OG0000585	Prbk.g_02635	Pram.g_01072
OG0000586	Prbk.g_02637	Pram.g_01070
OG0000587	Prbk.g_02638	Pram.g_01069
OG0000588	Prbk.g_02639	Pram.g_01068
OG0000589	Prbk.g_02647	Pram.g_01067
OG0000590	Prbk.g_02648	Pram.g_01066
OG0000591	Prbk.g_02649	Pram.g_01065
OG0000592	Prbk.g_02650	Pram.g_01064
OG0000593	Prbk.g_02651	Pram.g_01063
OG0000594	Prbk.g_02654	Pram.g_01062
OG0000595	Prbk.g_02655	Pram.g_01061
OG0000596	Prbk.g_02656	Pram.g_01060
OG0000597	Prbk.g_00729	Pram.g_01056
OG0000598	Prbk.g_00728	Pram.g_01055
OG0000599	Prbk.g_00727	Pram.g_01054
OG0000600	Prbk.g_00726	Pram.g_01053
OG0000601	Prbk.g_00725	Pram.g_01052
OG0000602	Prbk.g_00723	Pram.g_01051
OG0000603	Prbk.g_00720	Pram.g_01050
OG0000604	Prbk.g_00719	Pram.g_01049
OG0000605	Prbk.g_00718	Pram.g_01048
OG0000606	Prbk.g_00717	Pram.g_01047
OG0000607	Prbk.g_00715	Pram.g_01045
OG0000608	Prbk.g_00714	Pram.g_01044
OG0000609	Prbk.g_00712	Pram.g_01042
OG0000610	Prbk.g_00711	Pram.g_01041
OG0000611	Prbk.g_00708	Pram.g_00760
OG0000612	Prbk.g_00706	Pram.g_00761
OG0000613	Prbk.g_00478	Pram.g_00763
OG0000614	Prbk.g_01361	Pram.g_00769
OG0000615	Prbk.g_01767	Pram.g_00770
OG0000616	Prbk.g_00672	Pram.g_00771
OG0000617	Prbk.g_02509	Pram.g_00774
OG0000618	Prbk.g_01925	Pram.g_00775
OG0000619	Prbk.g_01805	Pram.g_00776
OG0000620	Prbk.g_01827	Pram.g_00778
OG0000621	Prbk.g_01821	Pram.g_00779
OG0000622	Prbk.g_01817	Pram.g_00780
OG0000623	Prbk.g_01816	Pram.g_00781
OG0000624	Prbk.g_01802	Pram.g_00784
OG0000625	Prbk.g_01801	Pram.g_00785
OG0000626	Prbk.g_01800	Pram.g_00786
OG0000627	Prbk.g_01760	Pram.g_00789
OG0000628	Prbk.g_01761	Pram.g_00790
OG0000629	Prbk.g_01764	Pram.g_00791
OG0000630	Prbk.g_01766	Pram.g_00793
OG0000631	Prbk.g_02429	Pram.g_00795
OG0000632	Prbk.g_02262	Pram.g_01927
OG0000633	Prbk.g_00169	Pram.g_00720
OG0000634	Prbk.g_00617	Pram.g_00802
OG0000635	Prbk.g_00615	Pram.g_01027
OG0000636	Prbk.g_00614	Pram.g_01026
OG0000637	Prbk.g_00613	Pram.g_01024
OG0000638	Prbk.g_00612	Pram.g_01023
OG0000639	Prbk.g_00611	Pram.g_01022
OG0000640	Prbk.g_00610	Pram.g_01021
OG0000641	Prbk.g_00608	Pram.g_01020
OG0000642	Prbk.g_00607	Pram.g_01019
OG0000643	Prbk.g_00606	Pram.g_01018
OG0000644	Prbk.g_00604	Pram.g_01016
OG0000645	Prbk.g_00603	Pram.g_01014
OG0000646	Prbk.g_00602	Pram.g_01013
OG0000647	Prbk.g_00601	Pram.g_01012
OG0000648	Prbk.g_02376	Pram.g_01011
OG0000649	Prbk.g_02375	Pram.g_01010
OG0000650	Prbk.g_02372	Pram.g_01008
OG0000651	Prbk.g_02371	Pram.g_01007
OG0000652	Prbk.g_02368	Pram.g_01005
OG0000653	Prbk.g_02519	Pram.g_01533
OG0000654	Prbk.g_01872	Pram.g_01539
OG0000656	Prbk.g_01863	Pram.g_01534
OG0000657	Prbk.g_02332	Pram.g_00935
OG0000658	Prbk.g_02333	Pram.g_00934
OG0000659	Prbk.g_02334	Pram.g_00933
OG0000660	Prbk.g_00865	Pram.g_00325
OG0000661	Prbk.g_01455	Pram.g_00908
OG0000662	Prbk.g_02367	Pram.g_00911
OG0000663	Prbk.g_02362	Pram.g_00913
OG0000664	Prbk.g_02361	Pram.g_00914
OG0000665	Prbk.g_02360	Pram.g_00915
OG0000666	Prbk.g_02462	Pram.g_01028
OG0000667	Prbk.g_02463	Pram.g_00804
OG0000668	Prbk.g_02464	Pram.g_00805
OG0000669	Prbk.g_02465	Pram.g_00806
OG0000670	Prbk.g_02467	Pram.g_00808
OG0000671	Prbk.g_02468	Pram.g_00809
OG0000672	Prbk.g_02469	Pram.g_00810
OG0000673	Prbk.g_02470	Pram.g_00811
OG0000674	Prbk.g_02471	Pram.g_00812
OG0000675	Prbk.g_02472	Pram.g_00813
OG0000676	Prbk.g_02474	Pram.g_00815
OG0000677	Prbk.g_02476	Pram.g_00817
OG0000678	Prbk.g_02477	Pram.g_00818
OG0000679	Prbk.g_02478	Pram.g_00819
OG0000680	Prbk.g_02479	Pram.g_00820
OG0000681	Prbk.g_02480	Pram.g_00821
OG0000682	Prbk.g_02481	Pram.g_00822
OG0000683	Prbk.g_02483	Pram.g_00823
OG0000684	Prbk.g_02486	Pram.g_00825
OG0000685	Prbk.g_02487	Pram.g_00826
OG0000686	Prbk.g_02488	Pram.g_00827
OG0000687	Prbk.g_02489	Pram.g_00828
OG0000688	Prbk.g_02490	Pram.g_00829
OG0000689	Prbk.g_02491	Pram.g_00830
OG0000690	Prbk.g_02492	Pram.g_00831
OG0000691	Prbk.g_02494	Pram.g_00833
OG0000692	Prbk.g_02495	Pram.g_00834
OG0000693	Prbk.g_02496	Pram.g_00835
OG0000694	Prbk.g_02497	Pram.g_00836
OG0000695	Prbk.g_02498	Pram.g_00837
OG0000696	Prbk.g_02499	Pram.g_00838
OG0000697	Prbk.g_02526	Pram.g_00839
OG0000698	Prbk.g_02527	Pram.g_00840
OG0000699	Prbk.g_02531	Pram.g_00844
OG0000700	Prbk.g_02532	Pram.g_00845
OG0000701	Prbk.g_02534	Pram.g_00847
OG0000702	Prbk.g_02535	Pram.g_00848
OG0000703	Prbk.g_02536	Pram.g_00849
OG0000704	Prbk.g_02537	Pram.g_00850
OG0000705	Prbk.g_02539	Pram.g_00852
OG0000706	Prbk.g_02540	Pram.g_00853
OG0000707	Prbk.g_02541	Pram.g_00854
OG0000708	Prbk.g_02542	Pram.g_00855
OG0000709	Prbk.g_02543	Pram.g_00857
OG0000710	Prbk.g_02544	Pram.g_00858
OG0000711	Prbk.g_02546	Pram.g_00859
OG0000712	Prbk.g_02547	Pram.g_00860
OG0000713	Prbk.g_02548	Pram.g_00861
OG0000714	Prbk.g_02559	Pram.g_00865
OG0000715	Prbk.g_02560	Pram.g_00866
OG0000716	Prbk.g_02563	Pram.g_00867
OG0000717	Prbk.g_02567	Pram.g_00868
OG0000718	Prbk.g_02568	Pram.g_00870
OG0000719	Prbk.g_02570	Pram.g_00872
OG0000720	Prbk.g_02379	Pram.g_00876
OG0000721	Prbk.g_00598	Pram.g_00877
OG0000722	Prbk.g_00582	Pram.g_00713
OG0000723	Prbk.g_00193	Pram.g_00717
OG0000724	Prbk.g_02580	Pram.g_00724
OG0000725	Prbk.g_02389	Pram.g_00726
OG0000726	Prbk.g_01662	Pram.g_00727
OG0000727	Prbk.g_02390	Pram.g_00728
OG0000728	Prbk.g_02391	Pram.g_00729
OG0000729	Prbk.g_02393	Pram.g_00731
OG0000730	Prbk.g_02394	Pram.g_00732
OG0000731	Prbk.g_02396	Pram.g_00734
OG0000732	Prbk.g_02397	Pram.g_00735
OG0000733	Prbk.g_02398	Pram.g_00736
OG0000734	Prbk.g_02399	Pram.g_00737
OG0000735	Prbk.g_02400	Pram.g_00738
OG0000736	Prbk.g_02408	Pram.g_00740
OG0000737	Prbk.g_02410	Pram.g_00741
OG0000738	Prbk.g_02415	Pram.g_00743
OG0000739	Prbk.g_02417	Pram.g_00744
OG0000740	Prbk.g_02420	Pram.g_00745
OG0000741	Prbk.g_02435	Pram.g_00747
OG0000742	Prbk.g_02436	Pram.g_00748
OG0000743	Prbk.g_02439	Pram.g_00752
OG0000744	Prbk.g_02440	Pram.g_00753
OG0000745	Prbk.g_02453	Pram.g_00754
OG0000746	Prbk.g_02452	Pram.g_00755
OG0000747	Prbk.g_02451	Pram.g_00756
OG0000748	Prbk.g_02450	Pram.g_00757
OG0000749	Prbk.g_02449	Pram.g_00758
OG0000750	Prbk.g_02447	Pram.g_00759
OG0000751	Prbk.g_02455	Pram.g_01036
OG0000752	Prbk.g_02456	Pram.g_01035
OG0000753	Prbk.g_02457	Pram.g_01034
OG0000754	Prbk.g_02458	Pram.g_01033
OG0000755	Prbk.g_02459	Pram.g_01031
OG0000756	Prbk.g_02460	Pram.g_01030
OG0000757	Prbk.g_02461	Pram.g_01029
OG0000758	Prbk.g_02359	Pram.g_00916
OG0000759	Prbk.g_02358	Pram.g_00917
OG0000760	Prbk.g_02357	Pram.g_00918
OG0000761	Prbk.g_02355	Pram.g_00919
OG0000762	Prbk.g_02353	Pram.g_00921
OG0000763	Prbk.g_02352	Pram.g_00922
OG0000764	Prbk.g_02350	Pram.g_00923
OG0000765	Prbk.g_02349	Pram.g_00924
OG0000766	Prbk.g_02348	Pram.g_00925
OG0000767	Prbk.g_01698	Pram.g_00926
OG0000768	Prbk.g_02340	Pram.g_00927
OG0000769	Prbk.g_02339	Pram.g_00928
OG0000770	Prbk.g_02337	Pram.g_00930
OG0000771	Prbk.g_02336	Pram.g_00931
OG0000772	Prbk.g_02189	Pram.g_00988
OG0000773	Prbk.g_02331	Pram.g_00936
OG0000774	Prbk.g_02330	Pram.g_00937
OG0000775	Prbk.g_02329	Pram.g_00938
OG0000776	Prbk.g_02327	Pram.g_00940
OG0000777	Prbk.g_02326	Pram.g_00941
OG0000778	Prbk.g_02325	Pram.g_00942
OG0000779	Prbk.g_02320	Pram.g_00944
OG0000780	Prbk.g_02319	Pram.g_00945
OG0000781	Prbk.g_02317	Pram.g_00946
OG0000782	Prbk.g_02315	Pram.g_00948
OG0000783	Prbk.g_02313	Pram.g_00949
OG0000784	Prbk.g_02311	Pram.g_00950
OG0000785	Prbk.g_02310	Pram.g_00951
OG0000786	Prbk.g_02309	Pram.g_00952
OG0000787	Prbk.g_02307	Pram.g_00954
OG0000788	Prbk.g_02306	Pram.g_00955
OG0000789	Prbk.g_02305	Pram.g_00956
OG0000790	Prbk.g_02304	Pram.g_00957
OG0000791	Prbk.g_02303	Pram.g_00958
OG0000792	Prbk.g_01728	Pram.g_01199
OG0000793	Prbk.g_02301	Pram.g_00959
OG0000794	Prbk.g_02299	Pram.g_00960
OG0000795	Prbk.g_02297	Pram.g_00961
OG0000796	Prbk.g_02293	Pram.g_00963
OG0000797	Prbk.g_02292	Pram.g_00964
OG0000798	Prbk.g_00562	Pram.g_00965
OG0000799	Prbk.g_00566	Pram.g_00966
OG0000800	Prbk.g_00567	Pram.g_00967
OG0000801	Prbk.g_00568	Pram.g_00968
OG0000802	Prbk.g_00572	Pram.g_00970
OG0000803	Prbk.g_00573	Pram.g_00971
OG0000804	Prbk.g_00578	Pram.g_00973
OG0000805	Prbk.g_00580	Pram.g_00975
OG0000806	Prbk.g_00581	Pram.g_00976
OG0000807	Prbk.g_00583	Pram.g_00977
OG0000808	Prbk.g_00584	Pram.g_00978
OG0000809	Prbk.g_00590	Pram.g_00983
OG0000810	Prbk.g_00592	Pram.g_00985
OG0000811	Prbk.g_00593	Pram.g_00986
OG0000812	Prbk.g_02190	Pram.g_00987
OG0000813	Prbk.g_00594	Pram.g_00990
OG0000814	Prbk.g_00595	Pram.g_00991
OG0000815	Prbk.g_00596	Pram.g_00992
OG0000816	Prbk.g_00599	Pram.g_00995
OG0000817	Prbk.g_00068	Pram.g_00899
OG0000818	Prbk.g_00067	Pram.g_00898
OG0000819	Prbk.g_00064	Pram.g_00896
OG0000820	Prbk.g_00063	Pram.g_00895
OG0000821	Prbk.g_00062	Pram.g_00894
OG0000822	Prbk.g_00061	Pram.g_00893
OG0000823	Prbk.g_00058	Pram.g_00890
OG0000824	Prbk.g_00057	Pram.g_00889
OG0000825	Prbk.g_00054	Pram.g_00887
OG0000826	Prbk.g_00053	Pram.g_00886
OG0000827	Prbk.g_00052	Pram.g_00885
OG0000828	Prbk.g_00051	Pram.g_00883
OG0000829	Prbk.g_00627	Pram.g_00356
OG0000830	Prbk.g_02595	Pram.g_00683
OG0000831	Prbk.g_02022	Pram.g_01188
OG0000832	Prbk.g_01700	Pram.g_00579
OG0000833	Prbk.g_01531	Pram.g_01208
OG0000834	Prbk.g_00869	Pram.g_01182
OG0000835	Prbk.g_00879	Pram.g_00335
OG0000836	Prbk.g_01234	Pram.g_01201
OG0000837	Prbk.g_02613	Pram.g_01469
OG0000838	Prbk.g_02202	Pram.g_01547
OG0000839	Prbk.g_02196	Pram.g_01548
OG0000840	Prbk.g_01456	Pram.g_00690
OG0000841	Prbk.g_01227	Pram.g_01162
OG0000842	Prbk.g_00004	Pram.g_01156
OG0000843	Prbk.g_01037	Pram.g_01154
OG0000844	Prbk.g_01036	Pram.g_01153
OG0000845	Prbk.g_01035	Pram.g_01152
OG0000846	Prbk.g_01034	Pram.g_01151
OG0000847	Prbk.g_01032	Pram.g_01150
OG0000848	Prbk.g_01031	Pram.g_01149
OG0000849	Prbk.g_01028	Pram.g_01148
OG0000850	Prbk.g_01026	Pram.g_01147
OG0000851	Prbk.g_01022	Pram.g_01144
OG0000852	Prbk.g_01020	Pram.g_01141
OG0000853	Prbk.g_01018	Pram.g_01139
OG0000854	Prbk.g_01017	Pram.g_01137
OG0000855	Prbk.g_00141	Pram.g_01136
OG0000856	Prbk.g_00142	Pram.g_01135
OG0000857	Prbk.g_00143	Pram.g_01134
OG0000858	Prbk.g_00153	Pram.g_01131
OG0000859	Prbk.g_00155	Pram.g_01130
OG0000860	Prbk.g_00156	Pram.g_01129
OG0000861	Prbk.g_00157	Pram.g_01128
OG0000862	Prbk.g_00158	Pram.g_01127
OG0000863	Prbk.g_00106	Pram.g_01125
OG0000864	Prbk.g_00105	Pram.g_01124
OG0000865	Prbk.g_00104	Pram.g_01123
OG0000866	Prbk.g_00103	Pram.g_01122
OG0000867	Prbk.g_00100	Pram.g_01119
OG0000868	Prbk.g_00099	Pram.g_01118
OG0000869	Prbk.g_01501	Pram.g_01117
OG0000870	Prbk.g_01498	Pram.g_01114
OG0000871	Prbk.g_01497	Pram.g_01113
OG0000872	Prbk.g_00139	Pram.g_01111
OG0000873	Prbk.g_00138	Pram.g_01110
OG0000874	Prbk.g_00137	Pram.g_01109
OG0000875	Prbk.g_00135	Pram.g_01107
OG0000876	Prbk.g_00133	Pram.g_01105
OG0000877	Prbk.g_00132	Pram.g_01104
OG0000878	Prbk.g_00131	Pram.g_01103
OG0000879	Prbk.g_00130	Pram.g_01102
OG0000880	Prbk.g_00129	Pram.g_01101
OG0000881	Prbk.g_00128	Pram.g_01100
OG0000882	Prbk.g_00127	Pram.g_01099
OG0000883	Prbk.g_01503	Pram.g_01098
OG0000884	Prbk.g_01504	Pram.g_01097
OG0000885	Prbk.g_01505	Pram.g_01096
OG0000886	Prbk.g_01506	Pram.g_01095
OG0000887	Prbk.g_01508	Pram.g_01094
OG0000888	Prbk.g_00189	Pram.g_01093
OG0000889	Prbk.g_00188	Pram.g_01092
OG0000890	Prbk.g_00186	Pram.g_01091
OG0000891	Prbk.g_00185	Pram.g_01090
OG0000892	Prbk.g_00183	Pram.g_01089
OG0000893	Prbk.g_00182	Pram.g_01088
OG0000894	Prbk.g_00178	Pram.g_01087
OG0000895	Prbk.g_00177	Pram.g_01086
OG0000896	Prbk.g_00175	Pram.g_01084
OG0000897	Prbk.g_00174	Pram.g_01083
OG0000898	Prbk.g_00097	Pram.g_01082
OG0000899	Prbk.g_00098	Pram.g_01081
OG0000900	Prbk.g_00122	Pram.g_00570
OG0000901	Prbk.g_02011	Pram.g_01569
OG0000902	Prbk.g_00164	Pram.g_01219
OG0000903	Prbk.g_00163	Pram.g_01220
OG0000904	Prbk.g_00162	Pram.g_01221
OG0000905	Prbk.g_01194	Pram.g_01222
OG0000906	Prbk.g_01192	Pram.g_01223
OG0000907	Prbk.g_01190	Pram.g_01225
OG0000908	Prbk.g_01189	Pram.g_01226
OG0000909	Prbk.g_01188	Pram.g_01227
OG0000910	Prbk.g_01187	Pram.g_01228
OG0000911	Prbk.g_01186	Pram.g_01229
OG0000912	Prbk.g_01182	Pram.g_01232
OG0000913	Prbk.g_01179	Pram.g_01233
OG0000914	Prbk.g_01178	Pram.g_01234
OG0000915	Prbk.g_01175	Pram.g_01236
OG0000916	Prbk.g_01174	Pram.g_01237
OG0000917	Prbk.g_01173	Pram.g_01238
OG0000918	Prbk.g_01172	Pram.g_01239
OG0000919	Prbk.g_01171	Pram.g_01240
OG0000920	Prbk.g_01170	Pram.g_01241
OG0000921	Prbk.g_01167	Pram.g_01244
OG0000922	Prbk.g_01166	Pram.g_01245
OG0000923	Prbk.g_01199	Pram.g_01478
OG0000924	Prbk.g_01198	Pram.g_01477
OG0000925	Prbk.g_02120	Pram.g_01475
OG0000926	Prbk.g_00334	Pram.g_01271
OG0000927	Prbk.g_02564	Pram.g_01198
OG0000928	Prbk.g_01691	Pram.g_01281
OG0000929	Prbk.g_00055	Pram.g_01183
OG0000930	Prbk.g_00629	Pram.g_01165
OG0000931	Prbk.g_02578	Pram.g_00874
OG0000932	Prbk.g_00923	Pram.g_01542
OG0000933	Prbk.g_02051	Pram.g_01466
OG0000934	Prbk.g_02050	Pram.g_01465
OG0000935	Prbk.g_02049	Pram.g_01464
OG0000936	Prbk.g_02048	Pram.g_01463
OG0000937	Prbk.g_02047	Pram.g_01462
OG0000938	Prbk.g_02046	Pram.g_01461
OG0000939	Prbk.g_02045	Pram.g_01460
OG0000940	Prbk.g_02044	Pram.g_01458
OG0000941	Prbk.g_02042	Pram.g_01457
OG0000942	Prbk.g_02041	Pram.g_01456
OG0000943	Prbk.g_02040	Pram.g_01455
OG0000944	Prbk.g_02039	Pram.g_01454
OG0000945	Prbk.g_02038	Pram.g_01453
OG0000946	Prbk.g_02037	Pram.g_01452
OG0000947	Prbk.g_02036	Pram.g_01451
OG0000948	Prbk.g_02035	Pram.g_01450
OG0000949	Prbk.g_02034	Pram.g_01449
OG0000950	Prbk.g_00526	Pram.g_01815
OG0000951	Prbk.g_01929	Pram.g_01398
OG0000952	Prbk.g_01930	Pram.g_01397
OG0000953	Prbk.g_01931	Pram.g_01396
OG0000954	Prbk.g_01937	Pram.g_01395
OG0000955	Prbk.g_01938	Pram.g_01394
OG0000956	Prbk.g_00244	Pram.g_01392
OG0000957	Prbk.g_00246	Pram.g_01391
OG0000958	Prbk.g_00247	Pram.g_01390
OG0000959	Prbk.g_00248	Pram.g_01389
OG0000960	Prbk.g_00249	Pram.g_01388
OG0000961	Prbk.g_00250	Pram.g_01387
OG0000962	Prbk.g_00252	Pram.g_01386
OG0000963	Prbk.g_00253	Pram.g_01385
OG0000964	Prbk.g_00255	Pram.g_01384
OG0000965	Prbk.g_00257	Pram.g_01383
OG0000966	Prbk.g_00258	Pram.g_01382
OG0000967	Prbk.g_00261	Pram.g_01376
OG0000968	Prbk.g_00270	Pram.g_01375
OG0000969	Prbk.g_00271	Pram.g_01374
OG0000970	Prbk.g_00272	Pram.g_01373
OG0000971	Prbk.g_00273	Pram.g_01372
OG0000972	Prbk.g_00274	Pram.g_01371
OG0000973	Prbk.g_00276	Pram.g_01369
OG0000974	Prbk.g_00277	Pram.g_01368
OG0000975	Prbk.g_00278	Pram.g_01367
OG0000976	Prbk.g_00279	Pram.g_01366
OG0000977	Prbk.g_00280	Pram.g_01365
OG0000978	Prbk.g_00281	Pram.g_01364
OG0000979	Prbk.g_00282	Pram.g_01363
OG0000980	Prbk.g_00283	Pram.g_01362
OG0000981	Prbk.g_01237	Pram.g_01361
OG0000982	Prbk.g_01236	Pram.g_01360
OG0000983	Prbk.g_01235	Pram.g_01359
OG0000984	Prbk.g_01228	Pram.g_01355
OG0000985	Prbk.g_01226	Pram.g_01354
OG0000986	Prbk.g_01225	Pram.g_01353
OG0000987	Prbk.g_01222	Pram.g_01351
OG0000988	Prbk.g_01221	Pram.g_01350
OG0000989	Prbk.g_01220	Pram.g_01349
OG0000990	Prbk.g_01219	Pram.g_01348
OG0000991	Prbk.g_01218	Pram.g_01347
OG0000992	Prbk.g_01217	Pram.g_01346
OG0000993	Prbk.g_01216	Pram.g_01345
OG0000994	Prbk.g_01215	Pram.g_01344
OG0000995	Prbk.g_01214	Pram.g_01343
OG0000996	Prbk.g_01213	Pram.g_01342
OG0000997	Prbk.g_01211	Pram.g_01340
OG0000998	Prbk.g_01654	Pram.g_01333
OG0000999	Prbk.g_02016	Pram.g_01331
OG0001000	Prbk.g_02006	Pram.g_01330
OG0001001	Prbk.g_02004	Pram.g_01328
OG0001002	Prbk.g_02002	Pram.g_01326
OG0001003	Prbk.g_02001	Pram.g_01325
OG0001004	Prbk.g_02596	Pram.g_01324
OG0001005	Prbk.g_02000	Pram.g_01323
OG0001006	Prbk.g_01998	Pram.g_01321
OG0001007	Prbk.g_01997	Pram.g_01320
OG0001008	Prbk.g_01996	Pram.g_01319
OG0001009	Prbk.g_01994	Pram.g_01318
OG0001010	Prbk.g_01993	Pram.g_01317
OG0001011	Prbk.g_01991	Pram.g_01315
OG0001012	Prbk.g_01990	Pram.g_01314
OG0001013	Prbk.g_01989	Pram.g_01313
OG0001014	Prbk.g_01988	Pram.g_01312
OG0001015	Prbk.g_01987	Pram.g_01311
OG0001016	Prbk.g_01986	Pram.g_01310
OG0001017	Prbk.g_01985	Pram.g_01309
OG0001018	Prbk.g_01983	Pram.g_01308
OG0001019	Prbk.g_01982	Pram.g_01307
OG0001020	Prbk.g_01981	Pram.g_01306
OG0001021	Prbk.g_01980	Pram.g_01305
OG0001022	Prbk.g_01979	Pram.g_01304
OG0001023	Prbk.g_01978	Pram.g_01303
OG0001024	Prbk.g_01977	Pram.g_01301
OG0001025	Prbk.g_00937	Pram.g_01300
OG0001026	Prbk.g_00936	Pram.g_01299
OG0001027	Prbk.g_01360	Pram.g_01298
OG0001028	Prbk.g_00934	Pram.g_01296
OG0001029	Prbk.g_00933	Pram.g_01295
OG0001030	Prbk.g_00930	Pram.g_01292
OG0001031	Prbk.g_00929	Pram.g_01291
OG0001032	Prbk.g_02593	Pram.g_01577
OG0001033	Prbk.g_02619	Pram.g_00567
OG0001034	Prbk.g_02485	Pram.g_00824
OG0001035	Prbk.g_00918	Pram.g_01625
OG0001036	Prbk.g_00917	Pram.g_01626
OG0001037	Prbk.g_00906	Pram.g_01633
OG0001038	Prbk.g_00905	Pram.g_01634
OG0001039	Prbk.g_00904	Pram.g_01635
OG0001040	Prbk.g_00902	Pram.g_01636
OG0001041	Prbk.g_01451	Pram.g_01638
OG0001042	Prbk.g_01450	Pram.g_01639
OG0001043	Prbk.g_01449	Pram.g_01640
OG0001044	Prbk.g_01448	Pram.g_01641
OG0001045	Prbk.g_01447	Pram.g_01642
OG0001046	Prbk.g_01445	Pram.g_01644
OG0001047	Prbk.g_01444	Pram.g_01645
OG0001048	Prbk.g_01443	Pram.g_01646
OG0001049	Prbk.g_01442	Pram.g_01647
OG0001050	Prbk.g_01441	Pram.g_01648
OG0001051	Prbk.g_01440	Pram.g_01649
OG0001052	Prbk.g_01439	Pram.g_01650
OG0001053	Prbk.g_01438	Pram.g_01651
OG0001054	Prbk.g_01437	Pram.g_01652
OG0001055	Prbk.g_01436	Pram.g_01653
OG0001056	Prbk.g_01434	Pram.g_01654
OG0001057	Prbk.g_01432	Pram.g_01656
OG0001058	Prbk.g_01431	Pram.g_01657
OG0001059	Prbk.g_01429	Pram.g_01658
OG0001060	Prbk.g_01428	Pram.g_01659
OG0001061	Prbk.g_01427	Pram.g_01660
OG0001062	Prbk.g_01426	Pram.g_01662
OG0001063	Prbk.g_01425	Pram.g_01663
OG0001064	Prbk.g_01423	Pram.g_01664
OG0001065	Prbk.g_01422	Pram.g_01665
OG0001066	Prbk.g_01421	Pram.g_01666
OG0001067	Prbk.g_01420	Pram.g_01667
OG0001068	Prbk.g_01419	Pram.g_01668
OG0001069	Prbk.g_01415	Pram.g_01671
OG0001070	Prbk.g_01413	Pram.g_01673
OG0001071	Prbk.g_01412	Pram.g_01674
OG0001072	Prbk.g_01411	Pram.g_01675
OG0001073	Prbk.g_01410	Pram.g_01676
OG0001074	Prbk.g_01409	Pram.g_01677
OG0001075	Prbk.g_01407	Pram.g_01679
OG0001076	Prbk.g_01405	Pram.g_01681
OG0001077	Prbk.g_01404	Pram.g_01682
OG0001078	Prbk.g_01403	Pram.g_01683
OG0001079	Prbk.g_01402	Pram.g_01684
OG0001080	Prbk.g_01401	Pram.g_01685
OG0001081	Prbk.g_01400	Pram.g_01686
OG0001082	Prbk.g_01399	Pram.g_01687
OG0001083	Prbk.g_01398	Pram.g_01688
OG0001084	Prbk.g_01384	Pram.g_01689
OG0001085	Prbk.g_01383	Pram.g_01690
OG0001086	Prbk.g_01901	Pram.g_01695
OG0001087	Prbk.g_01904	Pram.g_01697
OG0001088	Prbk.g_01905	Pram.g_01698
OG0001089	Prbk.g_01909	Pram.g_01701
OG0001090	Prbk.g_01910	Pram.g_01702
OG0001091	Prbk.g_01911	Pram.g_01703
OG0001092	Prbk.g_01912	Pram.g_01704
OG0001093	Prbk.g_01913	Pram.g_01705
OG0001094	Prbk.g_01914	Pram.g_01706
OG0001095	Prbk.g_01915	Pram.g_01707
OG0001096	Prbk.g_01916	Pram.g_01708
OG0001097	Prbk.g_01917	Pram.g_01709
OG0001098	Prbk.g_01918	Pram.g_01710
OG0001099	Prbk.g_01920	Pram.g_01711
OG0001100	Prbk.g_01921	Pram.g_01712
OG0001101	Prbk.g_01922	Pram.g_01713
OG0001102	Prbk.g_00990	Pram.g_01717
OG0001103	Prbk.g_00991	Pram.g_01718
OG0001104	Prbk.g_00995	Pram.g_01722
OG0001105	Prbk.g_00993	Pram.g_01720
OG0001106	Prbk.g_00996	Pram.g_01716
OG0001107	Prbk.g_00997	Pram.g_01715
OG0001108	Prbk.g_01926	Pram.g_01714
OG0001109	Prbk.g_00988	Pram.g_01727
OG0001110	Prbk.g_00986	Pram.g_01729
OG0001111	Prbk.g_00985	Pram.g_01730
OG0001112	Prbk.g_00984	Pram.g_01731
OG0001113	Prbk.g_00983	Pram.g_01732
OG0001114	Prbk.g_00982	Pram.g_01733
OG0001115	Prbk.g_00981	Pram.g_01734
OG0001116	Prbk.g_00980	Pram.g_01735
OG0001117	Prbk.g_00979	Pram.g_01736
OG0001118	Prbk.g_00978	Pram.g_01737
OG0001119	Prbk.g_00977	Pram.g_01738
OG0001120	Prbk.g_00976	Pram.g_01739
OG0001121	Prbk.g_00975	Pram.g_01740
OG0001122	Prbk.g_00974	Pram.g_01741
OG0001123	Prbk.g_00973	Pram.g_01742
OG0001124	Prbk.g_00972	Pram.g_01743
OG0001125	Prbk.g_00971	Pram.g_01744
OG0001126	Prbk.g_00970	Pram.g_01745
OG0001127	Prbk.g_00969	Pram.g_01746
OG0001128	Prbk.g_00968	Pram.g_01747
OG0001129	Prbk.g_00967	Pram.g_01748
OG0001130	Prbk.g_00966	Pram.g_01749
OG0001131	Prbk.g_00965	Pram.g_01750
