Orthogroup	Prbk	Prat
OG0000572	Prbk.g_02616	Prat.g_00589
OG0000573	Prbk.g_02617	Prat.g_00590
OG0000574	Prbk.g_02618	Prat.g_00591
OG0000575	Prbk.g_02621	Prat.g_00592
OG0000576	Prbk.g_02623	Prat.g_00593
OG0000577	Prbk.g_02624	Prat.g_01097
OG0000578	Prbk.g_02626	Prat.g_01095
OG0000579	Prbk.g_02627	Prat.g_01094
OG0000580	Prbk.g_02628	Prat.g_01093
OG0000581	Prbk.g_02629	Prat.g_01091
OG0000582	Prbk.g_02631	Prat.g_01090
OG0000583	Prbk.g_02632	Prat.g_01089
OG0000584	Prbk.g_02634	Prat.g_01087
OG0000585	Prbk.g_02635	Prat.g_01086
OG0000586	Prbk.g_02637	Prat.g_01084
OG0000587	Prbk.g_02638	Prat.g_01083
OG0000588	Prbk.g_02639	Prat.g_01082
OG0000589	Prbk.g_02647	Prat.g_01081
OG0000590	Prbk.g_02648	Prat.g_01080
OG0000591	Prbk.g_02649	Prat.g_01079
OG0000592	Prbk.g_02650	Prat.g_01078
OG0000593	Prbk.g_02651	Prat.g_01077
OG0000594	Prbk.g_02654	Prat.g_01076
OG0000595	Prbk.g_02655	Prat.g_01075
OG0000596	Prbk.g_02656	Prat.g_01074
OG0000597	Prbk.g_00729	Prat.g_01070
OG0000598	Prbk.g_00728	Prat.g_01069
OG0000599	Prbk.g_00727	Prat.g_01068
OG0000600	Prbk.g_00726	Prat.g_01067
OG0000601	Prbk.g_00725	Prat.g_01066
OG0000602	Prbk.g_00723	Prat.g_01065
OG0000603	Prbk.g_00720	Prat.g_01064
OG0000604	Prbk.g_00719	Prat.g_01063
OG0000605	Prbk.g_00718	Prat.g_01062
OG0000606	Prbk.g_00717	Prat.g_01061
OG0000607	Prbk.g_00715	Prat.g_01059
OG0000608	Prbk.g_00714	Prat.g_01058
OG0000609	Prbk.g_00712	Prat.g_01056
OG0000610	Prbk.g_00711	Prat.g_01055
OG0000611	Prbk.g_00708	Prat.g_00744
OG0000612	Prbk.g_00706	Prat.g_00745
OG0000613	Prbk.g_00478	Prat.g_00747
OG0000614	Prbk.g_01361	Prat.g_00752
OG0000615	Prbk.g_01767	Prat.g_00753
OG0000616	Prbk.g_00672	Prat.g_00754
OG0000617	Prbk.g_02509	Prat.g_00757
OG0000618	Prbk.g_01925	Prat.g_00758
OG0000619	Prbk.g_01805	Prat.g_00759
OG0000620	Prbk.g_01827	Prat.g_00761
OG0000621	Prbk.g_01821	Prat.g_00762
OG0000622	Prbk.g_01817	Prat.g_00763
OG0000623	Prbk.g_01816	Prat.g_00764
OG0000624	Prbk.g_01802	Prat.g_00767
OG0000625	Prbk.g_01801	Prat.g_00768
OG0000626	Prbk.g_01800	Prat.g_00769
OG0000627	Prbk.g_01760	Prat.g_00772
OG0000628	Prbk.g_01761	Prat.g_00773
OG0000629	Prbk.g_01764	Prat.g_00774
OG0000630	Prbk.g_01766	Prat.g_00776
OG0000631	Prbk.g_02429	Prat.g_00777
OG0000632	Prbk.g_02262	Prat.g_01882
OG0000633	Prbk.g_00169	Prat.g_00826
OG0000634	Prbk.g_00617	Prat.g_00789
OG0000635	Prbk.g_00615	Prat.g_00791
OG0000636	Prbk.g_00614	Prat.g_00792
OG0000637	Prbk.g_00613	Prat.g_00797
OG0000638	Prbk.g_00612	Prat.g_00798
OG0000639	Prbk.g_00611	Prat.g_00799
OG0000640	Prbk.g_00610	Prat.g_00800
OG0000641	Prbk.g_00608	Prat.g_00801
OG0000642	Prbk.g_00607	Prat.g_00802
OG0000643	Prbk.g_00606	Prat.g_00803
OG0000644	Prbk.g_00604	Prat.g_00805
OG0000645	Prbk.g_00603	Prat.g_00807
OG0000646	Prbk.g_00602	Prat.g_00808
OG0000647	Prbk.g_00601	Prat.g_00809
OG0000648	Prbk.g_02376	Prat.g_00811
OG0000649	Prbk.g_02375	Prat.g_00812
OG0000650	Prbk.g_02372	Prat.g_00813
OG0000651	Prbk.g_02371	Prat.g_00814
OG0000652	Prbk.g_02368	Prat.g_00816
OG0000653	Prbk.g_02519	Prat.g_01225
OG0000654	Prbk.g_01872	Prat.g_01486
OG0000656	Prbk.g_01863	Prat.g_01472
OG0000657	Prbk.g_02332	Prat.g_00888
OG0000658	Prbk.g_02333	Prat.g_00887
OG0000659	Prbk.g_02334	Prat.g_00886
OG0000660	Prbk.g_00865	Prat.g_00345
OG0000661	Prbk.g_01455	Prat.g_00859
OG0000662	Prbk.g_02367	Prat.g_00863
OG0000663	Prbk.g_02362	Prat.g_00865
OG0000664	Prbk.g_02361	Prat.g_00866
OG0000665	Prbk.g_02360	Prat.g_00867
OG0000666	Prbk.g_02462	Prat.g_01043
OG0000667	Prbk.g_02463	Prat.g_01042
OG0000668	Prbk.g_02464	Prat.g_01041
OG0000669	Prbk.g_02465	Prat.g_01040
OG0000670	Prbk.g_02467	Prat.g_01038
OG0000671	Prbk.g_02468	Prat.g_01037
OG0000672	Prbk.g_02469	Prat.g_01036
OG0000673	Prbk.g_02470	Prat.g_01035
OG0000674	Prbk.g_02471	Prat.g_01034
OG0000675	Prbk.g_02472	Prat.g_01033
OG0000676	Prbk.g_02474	Prat.g_01031
OG0000677	Prbk.g_02476	Prat.g_01029
OG0000678	Prbk.g_02477	Prat.g_01028
OG0000679	Prbk.g_02478	Prat.g_01027
OG0000680	Prbk.g_02479	Prat.g_01026
OG0000681	Prbk.g_02480	Prat.g_01025
OG0000682	Prbk.g_02481	Prat.g_01024
OG0000683	Prbk.g_02483	Prat.g_01023
OG0000684	Prbk.g_02486	Prat.g_01021
OG0000685	Prbk.g_02487	Prat.g_01020
OG0000686	Prbk.g_02488	Prat.g_01019
OG0000687	Prbk.g_02489	Prat.g_01018
OG0000688	Prbk.g_02490	Prat.g_01017
OG0000689	Prbk.g_02491	Prat.g_01016
OG0000690	Prbk.g_02492	Prat.g_01015
OG0000691	Prbk.g_02494	Prat.g_01013
OG0000692	Prbk.g_02495	Prat.g_01012
OG0000693	Prbk.g_02496	Prat.g_01011
OG0000694	Prbk.g_02497	Prat.g_01010
OG0000695	Prbk.g_02498	Prat.g_01009
OG0000696	Prbk.g_02499	Prat.g_01008
OG0000697	Prbk.g_02526	Prat.g_01007
OG0000698	Prbk.g_02527	Prat.g_01006
OG0000699	Prbk.g_02531	Prat.g_01003
OG0000700	Prbk.g_02532	Prat.g_01002
OG0000701	Prbk.g_02534	Prat.g_01001
OG0000702	Prbk.g_02535	Prat.g_01000
OG0000703	Prbk.g_02536	Prat.g_00999
OG0000704	Prbk.g_02537	Prat.g_00998
OG0000705	Prbk.g_02539	Prat.g_00996
OG0000706	Prbk.g_02540	Prat.g_00995
OG0000707	Prbk.g_02541	Prat.g_00994
OG0000708	Prbk.g_02542	Prat.g_00993
OG0000709	Prbk.g_02543	Prat.g_00992
OG0000710	Prbk.g_02544	Prat.g_00991
OG0000711	Prbk.g_02546	Prat.g_00990
OG0000712	Prbk.g_02547	Prat.g_00989
OG0000713	Prbk.g_02548	Prat.g_00988
OG0000714	Prbk.g_02559	Prat.g_00984
OG0000715	Prbk.g_02560	Prat.g_00983
OG0000716	Prbk.g_02563	Prat.g_00982
OG0000717	Prbk.g_02567	Prat.g_00981
OG0000718	Prbk.g_02568	Prat.g_00980
OG0000719	Prbk.g_02570	Prat.g_00978
OG0000720	Prbk.g_02379	Prat.g_00974
OG0000721	Prbk.g_00598	Prat.g_00973
OG0000722	Prbk.g_00582	Prat.g_00694
OG0000723	Prbk.g_00193	Prat.g_00699
OG0000724	Prbk.g_02580	Prat.g_00705
OG0000725	Prbk.g_02389	Prat.g_00707
OG0000726	Prbk.g_01662	Prat.g_00708
OG0000727	Prbk.g_02390	Prat.g_00709
OG0000728	Prbk.g_02391	Prat.g_00710
OG0000729	Prbk.g_02393	Prat.g_00712
OG0000730	Prbk.g_02394	Prat.g_00713
OG0000731	Prbk.g_02396	Prat.g_00716
OG0000732	Prbk.g_02397	Prat.g_00717
OG0000733	Prbk.g_02398	Prat.g_00718
OG0000734	Prbk.g_02399	Prat.g_00719
OG0000735	Prbk.g_02400	Prat.g_00720
OG0000736	Prbk.g_02408	Prat.g_00722
OG0000737	Prbk.g_02410	Prat.g_00723
OG0000738	Prbk.g_02415	Prat.g_00725
OG0000739	Prbk.g_02417	Prat.g_00726
OG0000740	Prbk.g_02420	Prat.g_00728
OG0000741	Prbk.g_02435	Prat.g_00730
OG0000742	Prbk.g_02436	Prat.g_00731
OG0000743	Prbk.g_02439	Prat.g_00735
OG0000744	Prbk.g_02440	Prat.g_00736
OG0000745	Prbk.g_02453	Prat.g_00738
OG0000746	Prbk.g_02452	Prat.g_00739
OG0000747	Prbk.g_02451	Prat.g_00740
OG0000748	Prbk.g_02450	Prat.g_00741
OG0000749	Prbk.g_02449	Prat.g_00742
OG0000750	Prbk.g_02447	Prat.g_00743
OG0000751	Prbk.g_02455	Prat.g_01051
OG0000752	Prbk.g_02456	Prat.g_01050
OG0000753	Prbk.g_02457	Prat.g_01049
OG0000754	Prbk.g_02458	Prat.g_01048
OG0000755	Prbk.g_02459	Prat.g_01046
OG0000756	Prbk.g_02460	Prat.g_01045
OG0000757	Prbk.g_02461	Prat.g_01044
OG0000758	Prbk.g_02359	Prat.g_00868
OG0000759	Prbk.g_02358	Prat.g_00869
OG0000760	Prbk.g_02357	Prat.g_00870
OG0000761	Prbk.g_02355	Prat.g_00871
OG0000762	Prbk.g_02353	Prat.g_00873
OG0000763	Prbk.g_02352	Prat.g_00874
OG0000764	Prbk.g_02350	Prat.g_00876
OG0000765	Prbk.g_02349	Prat.g_00877
OG0000766	Prbk.g_02348	Prat.g_00878
OG0000767	Prbk.g_01698	Prat.g_00879
OG0000768	Prbk.g_02340	Prat.g_00880
OG0000769	Prbk.g_02339	Prat.g_00881
OG0000770	Prbk.g_02337	Prat.g_00883
OG0000771	Prbk.g_02336	Prat.g_00884
OG0000772	Prbk.g_02189	Prat.g_00944
OG0000773	Prbk.g_02331	Prat.g_00889
OG0000774	Prbk.g_02330	Prat.g_00890
OG0000775	Prbk.g_02329	Prat.g_00891
OG0000776	Prbk.g_02327	Prat.g_00893
OG0000777	Prbk.g_02326	Prat.g_00894
OG0000778	Prbk.g_02325	Prat.g_00895
OG0000779	Prbk.g_02320	Prat.g_00897
OG0000780	Prbk.g_02319	Prat.g_00898
OG0000781	Prbk.g_02317	Prat.g_00899
OG0000782	Prbk.g_02315	Prat.g_00901
OG0000783	Prbk.g_02313	Prat.g_00902
OG0000784	Prbk.g_02311	Prat.g_00903
OG0000785	Prbk.g_02310	Prat.g_00904
OG0000786	Prbk.g_02309	Prat.g_00905
OG0000787	Prbk.g_02307	Prat.g_00907
OG0000788	Prbk.g_02306	Prat.g_00908
OG0000789	Prbk.g_02305	Prat.g_00909
OG0000790	Prbk.g_02304	Prat.g_00910
OG0000791	Prbk.g_02303	Prat.g_00911
OG0000792	Prbk.g_01728	Prat.g_00912
OG0000793	Prbk.g_02301	Prat.g_00913
OG0000794	Prbk.g_02299	Prat.g_00914
OG0000795	Prbk.g_02297	Prat.g_00915
OG0000796	Prbk.g_02293	Prat.g_00916
OG0000797	Prbk.g_02292	Prat.g_00917
OG0000798	Prbk.g_00562	Prat.g_00918
OG0000799	Prbk.g_00566	Prat.g_00919
OG0000800	Prbk.g_00567	Prat.g_00920
OG0000801	Prbk.g_00568	Prat.g_00921
OG0000802	Prbk.g_00572	Prat.g_00923
OG0000803	Prbk.g_00573	Prat.g_00924
OG0000804	Prbk.g_00578	Prat.g_00929
OG0000805	Prbk.g_00580	Prat.g_00931
OG0000806	Prbk.g_00581	Prat.g_00932
OG0000807	Prbk.g_00583	Prat.g_00933
OG0000808	Prbk.g_00584	Prat.g_00934
OG0000809	Prbk.g_00590	Prat.g_00939
OG0000810	Prbk.g_00592	Prat.g_00941
OG0000811	Prbk.g_00593	Prat.g_00942
OG0000812	Prbk.g_02190	Prat.g_00943
OG0000813	Prbk.g_00594	Prat.g_00946
OG0000814	Prbk.g_00595	Prat.g_00947
OG0000815	Prbk.g_00596	Prat.g_00948
OG0000816	Prbk.g_00599	Prat.g_00951
OG0000817	Prbk.g_00068	Prat.g_00955
OG0000818	Prbk.g_00067	Prat.g_00956
OG0000819	Prbk.g_00064	Prat.g_00957
OG0000820	Prbk.g_00063	Prat.g_00958
OG0000821	Prbk.g_00062	Prat.g_00959
OG0000822	Prbk.g_00061	Prat.g_00960
OG0000823	Prbk.g_00058	Prat.g_00963
OG0000824	Prbk.g_00057	Prat.g_00964
OG0000825	Prbk.g_00054	Prat.g_00966
OG0000826	Prbk.g_00053	Prat.g_00967
OG0000827	Prbk.g_00052	Prat.g_00968
OG0000828	Prbk.g_00051	Prat.g_00970
OG0000829	Prbk.g_00627	Prat.g_01204
OG0000830	Prbk.g_02595	Prat.g_01479
OG0000831	Prbk.g_02022	Prat.g_01197
OG0000832	Prbk.g_01700	Prat.g_01480
OG0000833	Prbk.g_01531	Prat.g_01214
OG0000834	Prbk.g_00869	Prat.g_01199
OG0000835	Prbk.g_00879	Prat.g_00354
OG0000836	Prbk.g_01234	Prat.g_01373
OG0000837	Prbk.g_02613	Prat.g_01211
OG0000838	Prbk.g_02202	Prat.g_01560
OG0000839	Prbk.g_02196	Prat.g_01559
OG0000840	Prbk.g_01456	Prat.g_01175
OG0000841	Prbk.g_01227	Prat.g_01177
OG0000842	Prbk.g_00004	Prat.g_01171
OG0000843	Prbk.g_01037	Prat.g_01169
OG0000844	Prbk.g_01036	Prat.g_01168
OG0000845	Prbk.g_01035	Prat.g_01167
OG0000846	Prbk.g_01034	Prat.g_01166
OG0000847	Prbk.g_01032	Prat.g_01165
OG0000848	Prbk.g_01031	Prat.g_01164
OG0000849	Prbk.g_01028	Prat.g_01163
OG0000850	Prbk.g_01026	Prat.g_01162
OG0000851	Prbk.g_01022	Prat.g_01159
OG0000852	Prbk.g_01020	Prat.g_01157
OG0000853	Prbk.g_01018	Prat.g_01155
OG0000854	Prbk.g_01017	Prat.g_01154
OG0000855	Prbk.g_00141	Prat.g_01153
OG0000856	Prbk.g_00142	Prat.g_01152
OG0000857	Prbk.g_00143	Prat.g_01151
OG0000858	Prbk.g_00153	Prat.g_01148
OG0000859	Prbk.g_00155	Prat.g_01147
OG0000860	Prbk.g_00156	Prat.g_01146
OG0000861	Prbk.g_00157	Prat.g_01145
OG0000862	Prbk.g_00158	Prat.g_01144
OG0000863	Prbk.g_00106	Prat.g_01142
OG0000864	Prbk.g_00105	Prat.g_01141
OG0000865	Prbk.g_00104	Prat.g_01140
OG0000866	Prbk.g_00103	Prat.g_01139
OG0000867	Prbk.g_00100	Prat.g_01136
OG0000868	Prbk.g_00099	Prat.g_01135
OG0000869	Prbk.g_01501	Prat.g_01134
OG0000870	Prbk.g_01498	Prat.g_01131
OG0000871	Prbk.g_01497	Prat.g_01130
OG0000872	Prbk.g_00139	Prat.g_01128
OG0000873	Prbk.g_00138	Prat.g_01127
OG0000874	Prbk.g_00137	Prat.g_01126
OG0000875	Prbk.g_00135	Prat.g_01124
OG0000876	Prbk.g_00133	Prat.g_01123
OG0000877	Prbk.g_00132	Prat.g_01122
OG0000878	Prbk.g_00131	Prat.g_01121
OG0000879	Prbk.g_00130	Prat.g_01120
OG0000880	Prbk.g_00129	Prat.g_01119
OG0000881	Prbk.g_00128	Prat.g_01118
OG0000882	Prbk.g_00127	Prat.g_01117
OG0000883	Prbk.g_01503	Prat.g_01116
OG0000884	Prbk.g_01504	Prat.g_01115
OG0000885	Prbk.g_01505	Prat.g_01114
OG0000886	Prbk.g_01506	Prat.g_01113
OG0000887	Prbk.g_01508	Prat.g_01112
OG0000888	Prbk.g_00189	Prat.g_01111
OG0000889	Prbk.g_00188	Prat.g_01110
OG0000890	Prbk.g_00186	Prat.g_01108
OG0000891	Prbk.g_00185	Prat.g_01107
OG0000892	Prbk.g_00183	Prat.g_01106
OG0000893	Prbk.g_00182	Prat.g_01105
OG0000894	Prbk.g_00178	Prat.g_01104
OG0000895	Prbk.g_00177	Prat.g_01103
OG0000896	Prbk.g_00175	Prat.g_01101
OG0000897	Prbk.g_00174	Prat.g_01100
OG0000898	Prbk.g_00097	Prat.g_01099
OG0000899	Prbk.g_00098	Prat.g_01098
OG0000900	Prbk.g_00122	Prat.g_00594
OG0000901	Prbk.g_02011	Prat.g_00626
OG0000902	Prbk.g_00164	Prat.g_01238
OG0000903	Prbk.g_00163	Prat.g_01239
OG0000904	Prbk.g_00162	Prat.g_01240
OG0000905	Prbk.g_01194	Prat.g_01241
OG0000906	Prbk.g_01192	Prat.g_01242
OG0000907	Prbk.g_01190	Prat.g_01244
OG0000908	Prbk.g_01189	Prat.g_01245
OG0000909	Prbk.g_01188	Prat.g_01246
OG0000910	Prbk.g_01187	Prat.g_01247
OG0000911	Prbk.g_01186	Prat.g_01248
OG0000912	Prbk.g_01182	Prat.g_01251
OG0000913	Prbk.g_01179	Prat.g_01252
OG0000914	Prbk.g_01178	Prat.g_01253
OG0000915	Prbk.g_01175	Prat.g_01255
OG0000916	Prbk.g_01174	Prat.g_01256
OG0000917	Prbk.g_01173	Prat.g_01257
OG0000918	Prbk.g_01172	Prat.g_01258
OG0000919	Prbk.g_01171	Prat.g_01259
OG0000920	Prbk.g_01170	Prat.g_01260
OG0000921	Prbk.g_01167	Prat.g_01263
OG0000922	Prbk.g_01166	Prat.g_01264
OG0000923	Prbk.g_01199	Prat.g_01282
OG0000924	Prbk.g_01198	Prat.g_01283
OG0000925	Prbk.g_02120	Prat.g_01287
OG0000926	Prbk.g_00334	Prat.g_01471
OG0000927	Prbk.g_02564	Prat.g_01178
OG0000928	Prbk.g_01691	Prat.g_01455
OG0000929	Prbk.g_00055	Prat.g_01200
OG0000930	Prbk.g_00629	Prat.g_01181
OG0000931	Prbk.g_02578	Prat.g_00976
OG0000932	Prbk.g_00923	Prat.g_01228
OG0000933	Prbk.g_02051	Prat.g_01293
OG0000934	Prbk.g_02050	Prat.g_01294
OG0000935	Prbk.g_02049	Prat.g_01295
OG0000936	Prbk.g_02048	Prat.g_01296
OG0000937	Prbk.g_02047	Prat.g_01297
OG0000938	Prbk.g_02046	Prat.g_01298
OG0000939	Prbk.g_02045	Prat.g_01299
OG0000940	Prbk.g_02044	Prat.g_01300
OG0000941	Prbk.g_02042	Prat.g_01301
OG0000942	Prbk.g_02041	Prat.g_01302
OG0000943	Prbk.g_02040	Prat.g_01303
OG0000944	Prbk.g_02039	Prat.g_01304
OG0000945	Prbk.g_02038	Prat.g_01305
OG0000946	Prbk.g_02037	Prat.g_01306
OG0000947	Prbk.g_02036	Prat.g_01307
OG0000948	Prbk.g_02035	Prat.g_01308
OG0000949	Prbk.g_02034	Prat.g_01309
OG0000950	Prbk.g_00526	Prat.g_01769
OG0000951	Prbk.g_01929	Prat.g_01333
OG0000952	Prbk.g_01930	Prat.g_01334
OG0000953	Prbk.g_01931	Prat.g_01335
OG0000954	Prbk.g_01937	Prat.g_01336
OG0000955	Prbk.g_01938	Prat.g_01337
OG0000956	Prbk.g_00244	Prat.g_01339
OG0000957	Prbk.g_00246	Prat.g_01340
OG0000958	Prbk.g_00247	Prat.g_01341
OG0000959	Prbk.g_00248	Prat.g_01342
OG0000960	Prbk.g_00249	Prat.g_01343
OG0000961	Prbk.g_00250	Prat.g_01344
OG0000962	Prbk.g_00252	Prat.g_01345
OG0000963	Prbk.g_00253	Prat.g_01346
OG0000964	Prbk.g_00255	Prat.g_01348
OG0000965	Prbk.g_00257	Prat.g_01350
OG0000966	Prbk.g_00258	Prat.g_01351
OG0000967	Prbk.g_00261	Prat.g_01355
OG0000968	Prbk.g_00270	Prat.g_01356
OG0000969	Prbk.g_00271	Prat.g_01357
OG0000970	Prbk.g_00272	Prat.g_01358
OG0000971	Prbk.g_00273	Prat.g_01359
OG0000972	Prbk.g_00274	Prat.g_01360
OG0000973	Prbk.g_00276	Prat.g_01362
OG0000974	Prbk.g_00277	Prat.g_01363
OG0000975	Prbk.g_00278	Prat.g_01364
OG0000976	Prbk.g_00279	Prat.g_01365
OG0000977	Prbk.g_00280	Prat.g_01366
OG0000978	Prbk.g_00281	Prat.g_01367
OG0000979	Prbk.g_00282	Prat.g_01368
OG0000980	Prbk.g_00283	Prat.g_01369
OG0000981	Prbk.g_01237	Prat.g_01370
OG0000982	Prbk.g_01236	Prat.g_01371
OG0000983	Prbk.g_01235	Prat.g_01372
OG0000984	Prbk.g_01228	Prat.g_01378
OG0000985	Prbk.g_01226	Prat.g_01379
OG0000986	Prbk.g_01225	Prat.g_01380
OG0000987	Prbk.g_01222	Prat.g_01382
OG0000988	Prbk.g_01221	Prat.g_01383
OG0000989	Prbk.g_01220	Prat.g_01384
OG0000990	Prbk.g_01219	Prat.g_01385
OG0000991	Prbk.g_01218	Prat.g_01386
OG0000992	Prbk.g_01217	Prat.g_01387
OG0000993	Prbk.g_01216	Prat.g_01388
OG0000994	Prbk.g_01215	Prat.g_01389
OG0000995	Prbk.g_01214	Prat.g_01390
OG0000996	Prbk.g_01213	Prat.g_01391
OG0000997	Prbk.g_01211	Prat.g_01393
OG0000998	Prbk.g_01654	Prat.g_01399
OG0000999	Prbk.g_02016	Prat.g_01403
OG0001000	Prbk.g_02006	Prat.g_01405
OG0001001	Prbk.g_02004	Prat.g_01407
OG0001002	Prbk.g_02002	Prat.g_01409
OG0001003	Prbk.g_02001	Prat.g_01410
OG0001004	Prbk.g_02596	Prat.g_01411
OG0001005	Prbk.g_02000	Prat.g_01412
OG0001006	Prbk.g_01998	Prat.g_01414
OG0001007	Prbk.g_01997	Prat.g_01415
OG0001008	Prbk.g_01996	Prat.g_01416
OG0001009	Prbk.g_01994	Prat.g_01417
OG0001010	Prbk.g_01993	Prat.g_01418
OG0001011	Prbk.g_01991	Prat.g_01420
OG0001012	Prbk.g_01990	Prat.g_01421
OG0001013	Prbk.g_01989	Prat.g_01422
OG0001014	Prbk.g_01988	Prat.g_01423
OG0001015	Prbk.g_01987	Prat.g_01424
OG0001016	Prbk.g_01986	Prat.g_01425
OG0001017	Prbk.g_01985	Prat.g_01426
OG0001018	Prbk.g_01983	Prat.g_01427
OG0001019	Prbk.g_01982	Prat.g_01428
OG0001020	Prbk.g_01981	Prat.g_01429
OG0001021	Prbk.g_01980	Prat.g_01430
OG0001022	Prbk.g_01979	Prat.g_01431
OG0001023	Prbk.g_01978	Prat.g_01432
OG0001024	Prbk.g_01977	Prat.g_01434
OG0001025	Prbk.g_00937	Prat.g_01435
OG0001026	Prbk.g_00936	Prat.g_01436
OG0001027	Prbk.g_01360	Prat.g_01437
OG0001028	Prbk.g_00934	Prat.g_01439
OG0001029	Prbk.g_00933	Prat.g_01440
OG0001030	Prbk.g_00930	Prat.g_01443
OG0001031	Prbk.g_00929	Prat.g_01444
OG0001032	Prbk.g_02593	Prat.g_01502
OG0001033	Prbk.g_02619	Prat.g_01457
OG0001034	Prbk.g_02485	Prat.g_01022
OG0001035	Prbk.g_00918	Prat.g_01585
OG0001036	Prbk.g_00917	Prat.g_01586
OG0001037	Prbk.g_00906	Prat.g_01593
OG0001038	Prbk.g_00905	Prat.g_01594
OG0001039	Prbk.g_00904	Prat.g_01595
OG0001040	Prbk.g_00902	Prat.g_01596
OG0001041	Prbk.g_01451	Prat.g_01598
OG0001042	Prbk.g_01450	Prat.g_01599
OG0001043	Prbk.g_01449	Prat.g_01600
OG0001044	Prbk.g_01448	Prat.g_01601
OG0001045	Prbk.g_01447	Prat.g_01602
OG0001046	Prbk.g_01445	Prat.g_01603
OG0001047	Prbk.g_01444	Prat.g_01604
OG0001048	Prbk.g_01443	Prat.g_01605
OG0001049	Prbk.g_01442	Prat.g_01606
OG0001050	Prbk.g_01441	Prat.g_01607
OG0001051	Prbk.g_01440	Prat.g_01608
OG0001052	Prbk.g_01439	Prat.g_01609
OG0001053	Prbk.g_01438	Prat.g_01610
OG0001054	Prbk.g_01437	Prat.g_01611
OG0001055	Prbk.g_01436	Prat.g_01612
OG0001056	Prbk.g_01434	Prat.g_01613
OG0001057	Prbk.g_01432	Prat.g_01615
OG0001058	Prbk.g_01431	Prat.g_01616
OG0001059	Prbk.g_01429	Prat.g_01617
OG0001060	Prbk.g_01428	Prat.g_01618
OG0001061	Prbk.g_01427	Prat.g_01619
OG0001062	Prbk.g_01426	Prat.g_01621
OG0001063	Prbk.g_01425	Prat.g_01622
OG0001064	Prbk.g_01423	Prat.g_01623
OG0001065	Prbk.g_01422	Prat.g_01624
OG0001066	Prbk.g_01421	Prat.g_01625
OG0001067	Prbk.g_01420	Prat.g_01626
OG0001068	Prbk.g_01419	Prat.g_01627
OG0001069	Prbk.g_01415	Prat.g_01630
OG0001070	Prbk.g_01413	Prat.g_01632
OG0001071	Prbk.g_01412	Prat.g_01633
OG0001072	Prbk.g_01411	Prat.g_01634
OG0001073	Prbk.g_01410	Prat.g_01635
OG0001074	Prbk.g_01409	Prat.g_01636
OG0001075	Prbk.g_01407	Prat.g_01639
OG0001076	Prbk.g_01405	Prat.g_01641
OG0001077	Prbk.g_01404	Prat.g_01642
OG0001078	Prbk.g_01403	Prat.g_01643
OG0001079	Prbk.g_01402	Prat.g_01644
OG0001080	Prbk.g_01401	Prat.g_01645
OG0001081	Prbk.g_01400	Prat.g_01646
OG0001082	Prbk.g_01399	Prat.g_01647
OG0001083	Prbk.g_01398	Prat.g_01648
OG0001084	Prbk.g_01384	Prat.g_01649
OG0001085	Prbk.g_01383	Prat.g_01650
OG0001086	Prbk.g_01901	Prat.g_01655
OG0001087	Prbk.g_01904	Prat.g_01657
OG0001088	Prbk.g_01905	Prat.g_01658
OG0001089	Prbk.g_01909	Prat.g_01661
OG0001090	Prbk.g_01910	Prat.g_01662
OG0001091	Prbk.g_01911	Prat.g_01663
OG0001092	Prbk.g_01912	Prat.g_01664
OG0001093	Prbk.g_01913	Prat.g_01665
OG0001094	Prbk.g_01914	Prat.g_01666
OG0001095	Prbk.g_01915	Prat.g_01667
OG0001096	Prbk.g_01916	Prat.g_01668
OG0001097	Prbk.g_01917	Prat.g_01669
OG0001098	Prbk.g_01918	Prat.g_01670
OG0001099	Prbk.g_01920	Prat.g_01671
OG0001100	Prbk.g_01921	Prat.g_01672
OG0001101	Prbk.g_01922	Prat.g_01673
OG0001102	Prbk.g_00990	Prat.g_01677
OG0001103	Prbk.g_00991	Prat.g_01678
OG0001104	Prbk.g_00995	Prat.g_01682
OG0001105	Prbk.g_00993	Prat.g_01680
OG0001106	Prbk.g_00996	Prat.g_01676
OG0001107	Prbk.g_00997	Prat.g_01675
OG0001108	Prbk.g_01926	Prat.g_01674
OG0001109	Prbk.g_00988	Prat.g_01684
OG0001110	Prbk.g_00986	Prat.g_01686
OG0001111	Prbk.g_00985	Prat.g_01687
OG0001112	Prbk.g_00984	Prat.g_01688
OG0001113	Prbk.g_00983	Prat.g_01689
OG0001114	Prbk.g_00982	Prat.g_01690
OG0001115	Prbk.g_00981	Prat.g_01691
OG0001116	Prbk.g_00980	Prat.g_01692
OG0001117	Prbk.g_00979	Prat.g_01693
OG0001118	Prbk.g_00978	Prat.g_01694
OG0001119	Prbk.g_00977	Prat.g_01695
OG0001120	Prbk.g_00976	Prat.g_01696
OG0001121	Prbk.g_00975	Prat.g_01697
OG0001122	Prbk.g_00974	Prat.g_01698
OG0001123	Prbk.g_00973	Prat.g_01699
OG0001124	Prbk.g_00972	Prat.g_01700
OG0001125	Prbk.g_00971	Prat.g_01701
OG0001126	Prbk.g_00970	Prat.g_01702
OG0001127	Prbk.g_00969	Prat.g_01703
OG0001128	Prbk.g_00968	Prat.g_01704
OG0001129	Prbk.g_00967	Prat.g_01705
OG0001130	Prbk.g_00966	Prat.g_01706
OG0001131	Prbk.g_00965	Prat.g_01707
