Orthogroup	Prbk	Prbb
OG0000541	Prbk.g_01126	Prbb.g_00589
OG0000542	Prbk.g_01130	Prbb.g_00591
OG0000543	Prbk.g_01131	Prbb.g_00592
OG0000544	Prbk.g_01132	Prbb.g_00594
OG0000545	Prbk.g_01133	Prbb.g_00593
OG0000546	Prbk.g_01139	Prbb.g_00595
OG0000547	Prbk.g_01140	Prbb.g_00596
OG0000548	Prbk.g_01141	Prbb.g_00597
OG0000549	Prbk.g_01143	Prbb.g_00599
OG0000550	Prbk.g_01144	Prbb.g_00600
OG0000551	Prbk.g_01145	Prbb.g_00601
OG0000552	Prbk.g_01146	Prbb.g_00602
OG0000553	Prbk.g_01147	Prbb.g_00603
OG0000554	Prbk.g_01148	Prbb.g_00604
OG0000555	Prbk.g_01151	Prbb.g_00606
OG0000556	Prbk.g_01153	Prbb.g_00607
OG0000557	Prbk.g_01154	Prbb.g_00608
OG0000558	Prbk.g_01155	Prbb.g_00609
OG0000559	Prbk.g_01156	Prbb.g_00610
OG0000560	Prbk.g_01157	Prbb.g_00611
OG0000561	Prbk.g_01158	Prbb.g_00612
OG0000562	Prbk.g_01159	Prbb.g_00613
OG0000563	Prbk.g_01161	Prbb.g_00614
OG0000564	Prbk.g_01163	Prbb.g_00615
OG0000565	Prbk.g_02602	Prbb.g_00616
OG0000566	Prbk.g_02603	Prbb.g_00617
OG0000567	Prbk.g_02604	Prbb.g_00618
OG0000568	Prbk.g_02605	Prbb.g_00619
OG0000569	Prbk.g_02608	Prbb.g_00622
OG0000570	Prbk.g_02609	Prbb.g_00623
OG0000571	Prbk.g_02611	Prbb.g_00624
OG0000572	Prbk.g_02616	Prbb.g_00626
OG0000573	Prbk.g_02617	Prbb.g_00627
OG0000574	Prbk.g_02618	Prbb.g_00628
OG0000575	Prbk.g_02621	Prbb.g_00629
OG0000576	Prbk.g_02623	Prbb.g_00630
OG0000577	Prbk.g_02624	Prbb.g_00631
OG0000578	Prbk.g_02626	Prbb.g_00632
OG0000579	Prbk.g_02627	Prbb.g_00633
OG0000580	Prbk.g_02628	Prbb.g_00634
OG0000581	Prbk.g_02629	Prbb.g_00635
OG0000582	Prbk.g_02631	Prbb.g_00636
OG0000583	Prbk.g_02632	Prbb.g_00637
OG0000584	Prbk.g_02634	Prbb.g_00639
OG0000585	Prbk.g_02635	Prbb.g_00640
OG0000586	Prbk.g_02637	Prbb.g_00641
OG0000587	Prbk.g_02638	Prbb.g_00642
OG0000588	Prbk.g_02639	Prbb.g_00643
OG0000589	Prbk.g_02647	Prbb.g_00644
OG0000590	Prbk.g_02648	Prbb.g_00645
OG0000591	Prbk.g_02649	Prbb.g_00646
OG0000592	Prbk.g_02650	Prbb.g_00647
OG0000593	Prbk.g_02651	Prbb.g_00648
OG0000594	Prbk.g_02654	Prbb.g_00649
OG0000595	Prbk.g_02655	Prbb.g_00650
OG0000596	Prbk.g_02656	Prbb.g_00651
OG0000597	Prbk.g_00729	Prbb.g_00655
OG0000598	Prbk.g_00728	Prbb.g_00656
OG0000599	Prbk.g_00727	Prbb.g_00657
OG0000600	Prbk.g_00726	Prbb.g_00658
OG0000601	Prbk.g_00725	Prbb.g_00659
OG0000602	Prbk.g_00723	Prbb.g_00660
OG0000603	Prbk.g_00720	Prbb.g_00661
OG0000604	Prbk.g_00719	Prbb.g_00662
OG0000605	Prbk.g_00718	Prbb.g_00664
OG0000606	Prbk.g_00717	Prbb.g_00665
OG0000607	Prbk.g_00715	Prbb.g_00667
OG0000608	Prbk.g_00714	Prbb.g_00668
OG0000609	Prbk.g_00712	Prbb.g_00670
OG0000610	Prbk.g_00711	Prbb.g_00671
OG0000611	Prbk.g_00708	Prbb.g_00674
OG0000612	Prbk.g_00706	Prbb.g_00675
OG0000613	Prbk.g_00478	Prbb.g_00677
OG0000614	Prbk.g_01361	Prbb.g_00684
OG0000615	Prbk.g_01767	Prbb.g_00685
OG0000616	Prbk.g_00672	Prbb.g_00686
OG0000617	Prbk.g_02509	Prbb.g_00689
OG0000618	Prbk.g_01925	Prbb.g_00690
OG0000619	Prbk.g_01805	Prbb.g_00691
OG0000620	Prbk.g_01827	Prbb.g_00693
OG0000621	Prbk.g_01821	Prbb.g_00694
OG0000622	Prbk.g_01817	Prbb.g_00695
OG0000623	Prbk.g_01816	Prbb.g_00696
OG0000624	Prbk.g_01802	Prbb.g_00700
OG0000625	Prbk.g_01801	Prbb.g_00701
OG0000626	Prbk.g_01800	Prbb.g_00702
OG0000627	Prbk.g_01760	Prbb.g_01450
OG0000628	Prbk.g_01761	Prbb.g_00703
OG0000629	Prbk.g_01764	Prbb.g_00705
OG0000630	Prbk.g_01766	Prbb.g_00707
OG0000631	Prbk.g_02429	Prbb.g_00708
OG0000632	Prbk.g_02262	Prbb.g_02176
OG0000633	Prbk.g_00169	Prbb.g_01260
OG0000634	Prbk.g_00617	Prbb.g_00714
OG0000635	Prbk.g_00615	Prbb.g_00716
OG0000636	Prbk.g_00614	Prbb.g_00717
OG0000637	Prbk.g_00613	Prbb.g_00719
OG0000638	Prbk.g_00612	Prbb.g_00720
OG0000639	Prbk.g_00611	Prbb.g_00721
OG0000640	Prbk.g_00610	Prbb.g_00722
OG0000641	Prbk.g_00608	Prbb.g_00723
OG0000642	Prbk.g_00607	Prbb.g_00724
OG0000643	Prbk.g_00606	Prbb.g_00725
OG0000644	Prbk.g_00604	Prbb.g_00727
OG0000645	Prbk.g_00603	Prbb.g_00729
OG0000646	Prbk.g_00602	Prbb.g_00730
OG0000647	Prbk.g_00601	Prbb.g_00731
OG0000648	Prbk.g_02376	Prbb.g_00733
OG0000649	Prbk.g_02375	Prbb.g_00734
OG0000650	Prbk.g_02372	Prbb.g_00735
OG0000651	Prbk.g_02371	Prbb.g_00736
OG0000652	Prbk.g_02368	Prbb.g_00738
OG0000653	Prbk.g_02519	Prbb.g_00086
OG0000654	Prbk.g_01872	Prbb.g_00108
OG0000656	Prbk.g_01863	Prbb.g_01099
OG0000657	Prbk.g_02332	Prbb.g_00983
OG0000658	Prbk.g_02333	Prbb.g_00982
OG0000659	Prbk.g_02334	Prbb.g_00981
OG0000660	Prbk.g_00865	Prbb.g_00389
OG0000661	Prbk.g_01455	Prbb.g_00958
OG0000662	Prbk.g_02367	Prbb.g_00960
OG0000663	Prbk.g_02362	Prbb.g_00962
OG0000664	Prbk.g_02361	Prbb.g_00963
OG0000665	Prbk.g_02360	Prbb.g_00964
OG0000666	Prbk.g_02462	Prbb.g_00777
OG0000667	Prbk.g_02463	Prbb.g_00778
OG0000668	Prbk.g_02464	Prbb.g_00779
OG0000669	Prbk.g_02465	Prbb.g_00780
OG0000670	Prbk.g_02467	Prbb.g_00782
OG0000671	Prbk.g_02468	Prbb.g_00783
OG0000672	Prbk.g_02469	Prbb.g_00784
OG0000673	Prbk.g_02470	Prbb.g_00785
OG0000674	Prbk.g_02471	Prbb.g_00786
OG0000675	Prbk.g_02472	Prbb.g_00787
OG0000676	Prbk.g_02474	Prbb.g_00789
OG0000677	Prbk.g_02476	Prbb.g_00791
OG0000678	Prbk.g_02477	Prbb.g_00792
OG0000679	Prbk.g_02478	Prbb.g_00793
OG0000680	Prbk.g_02479	Prbb.g_00794
OG0000681	Prbk.g_02480	Prbb.g_00795
OG0000682	Prbk.g_02481	Prbb.g_00796
OG0000683	Prbk.g_02483	Prbb.g_00798
OG0000684	Prbk.g_02486	Prbb.g_00800
OG0000685	Prbk.g_02487	Prbb.g_00801
OG0000686	Prbk.g_02488	Prbb.g_00802
OG0000687	Prbk.g_02489	Prbb.g_00803
OG0000688	Prbk.g_02490	Prbb.g_00804
OG0000689	Prbk.g_02491	Prbb.g_00805
OG0000690	Prbk.g_02492	Prbb.g_00806
OG0000691	Prbk.g_02494	Prbb.g_00808
OG0000692	Prbk.g_02495	Prbb.g_00809
OG0000693	Prbk.g_02496	Prbb.g_00810
OG0000694	Prbk.g_02497	Prbb.g_00811
OG0000695	Prbk.g_02498	Prbb.g_00812
OG0000696	Prbk.g_02499	Prbb.g_00813
OG0000697	Prbk.g_02526	Prbb.g_00814
OG0000698	Prbk.g_02527	Prbb.g_00815
OG0000699	Prbk.g_02531	Prbb.g_00818
OG0000700	Prbk.g_02532	Prbb.g_00819
OG0000701	Prbk.g_02534	Prbb.g_00821
OG0000702	Prbk.g_02535	Prbb.g_00822
OG0000703	Prbk.g_02536	Prbb.g_00823
OG0000704	Prbk.g_02537	Prbb.g_00824
OG0000705	Prbk.g_02539	Prbb.g_00827
OG0000706	Prbk.g_02540	Prbb.g_00828
OG0000707	Prbk.g_02541	Prbb.g_00829
OG0000708	Prbk.g_02542	Prbb.g_00830
OG0000709	Prbk.g_02543	Prbb.g_00831
OG0000710	Prbk.g_02544	Prbb.g_00832
OG0000711	Prbk.g_02546	Prbb.g_00833
OG0000712	Prbk.g_02547	Prbb.g_00834
OG0000713	Prbk.g_02548	Prbb.g_00835
OG0000714	Prbk.g_02559	Prbb.g_00837
OG0000715	Prbk.g_02560	Prbb.g_00838
OG0000716	Prbk.g_02563	Prbb.g_00839
OG0000717	Prbk.g_02567	Prbb.g_00840
OG0000718	Prbk.g_02568	Prbb.g_00841
OG0000719	Prbk.g_02570	Prbb.g_00843
OG0000720	Prbk.g_02379	Prbb.g_00847
OG0000721	Prbk.g_00598	Prbb.g_00848
OG0000722	Prbk.g_00582	Prbb.g_00914
OG0000723	Prbk.g_00193	Prbb.g_00917
OG0000724	Prbk.g_02580	Prbb.g_00922
OG0000725	Prbk.g_02389	Prbb.g_00924
OG0000726	Prbk.g_01662	Prbb.g_00925
OG0000727	Prbk.g_02390	Prbb.g_00926
OG0000728	Prbk.g_02391	Prbb.g_00927
OG0000729	Prbk.g_02393	Prbb.g_00929
OG0000730	Prbk.g_02394	Prbb.g_00930
OG0000731	Prbk.g_02396	Prbb.g_00932
OG0000732	Prbk.g_02397	Prbb.g_00933
OG0000733	Prbk.g_02398	Prbb.g_00934
OG0000734	Prbk.g_02399	Prbb.g_00935
OG0000735	Prbk.g_02400	Prbb.g_00936
OG0000736	Prbk.g_02408	Prbb.g_00938
OG0000737	Prbk.g_02410	Prbb.g_00939
OG0000738	Prbk.g_02415	Prbb.g_00942
OG0000739	Prbk.g_02417	Prbb.g_00943
OG0000740	Prbk.g_02420	Prbb.g_00944
OG0000741	Prbk.g_02435	Prbb.g_00946
OG0000742	Prbk.g_02436	Prbb.g_00947
OG0000743	Prbk.g_02439	Prbb.g_00951
OG0000744	Prbk.g_02440	Prbb.g_00952
OG0000745	Prbk.g_02453	Prbb.g_00762
OG0000746	Prbk.g_02452	Prbb.g_00763
OG0000747	Prbk.g_02451	Prbb.g_00764
OG0000748	Prbk.g_02450	Prbb.g_00765
OG0000749	Prbk.g_02449	Prbb.g_00766
OG0000750	Prbk.g_02447	Prbb.g_00767
OG0000751	Prbk.g_02455	Prbb.g_00769
OG0000752	Prbk.g_02456	Prbb.g_00770
OG0000753	Prbk.g_02457	Prbb.g_00771
OG0000754	Prbk.g_02458	Prbb.g_00772
OG0000755	Prbk.g_02459	Prbb.g_00774
OG0000756	Prbk.g_02460	Prbb.g_00775
OG0000757	Prbk.g_02461	Prbb.g_00776
OG0000758	Prbk.g_02359	Prbb.g_00965
OG0000759	Prbk.g_02358	Prbb.g_00966
OG0000760	Prbk.g_02357	Prbb.g_00967
OG0000761	Prbk.g_02355	Prbb.g_00968
OG0000762	Prbk.g_02353	Prbb.g_00970
OG0000763	Prbk.g_02352	Prbb.g_00971
OG0000764	Prbk.g_02350	Prbb.g_00972
OG0000765	Prbk.g_02349	Prbb.g_00973
OG0000766	Prbk.g_02348	Prbb.g_00974
OG0000767	Prbk.g_01698	Prbb.g_00975
OG0000768	Prbk.g_02340	Prbb.g_00976
OG0000769	Prbk.g_02339	Prbb.g_00977
OG0000770	Prbk.g_02337	Prbb.g_00978
OG0000771	Prbk.g_02336	Prbb.g_00979
OG0000772	Prbk.g_02189	Prbb.g_00893
OG0000773	Prbk.g_02331	Prbb.g_00984
OG0000774	Prbk.g_02330	Prbb.g_00985
OG0000775	Prbk.g_02329	Prbb.g_00986
OG0000776	Prbk.g_02327	Prbb.g_00988
OG0000777	Prbk.g_02326	Prbb.g_00989
OG0000778	Prbk.g_02325	Prbb.g_00990
OG0000779	Prbk.g_02320	Prbb.g_00992
OG0000780	Prbk.g_02319	Prbb.g_00993
OG0000781	Prbk.g_02317	Prbb.g_00994
OG0000782	Prbk.g_02315	Prbb.g_00996
OG0000783	Prbk.g_02313	Prbb.g_00997
OG0000784	Prbk.g_02311	Prbb.g_00998
OG0000785	Prbk.g_02310	Prbb.g_00999
OG0000786	Prbk.g_02309	Prbb.g_01000
OG0000787	Prbk.g_02307	Prbb.g_01002
OG0000788	Prbk.g_02306	Prbb.g_01003
OG0000789	Prbk.g_02305	Prbb.g_01004
OG0000790	Prbk.g_02304	Prbb.g_01005
OG0000791	Prbk.g_02303	Prbb.g_01006
OG0000792	Prbk.g_01728	Prbb.g_00101
OG0000793	Prbk.g_02301	Prbb.g_01007
OG0000794	Prbk.g_02299	Prbb.g_01008
OG0000795	Prbk.g_02297	Prbb.g_01009
OG0000796	Prbk.g_02293	Prbb.g_01010
OG0000797	Prbk.g_02292	Prbb.g_01012
OG0000798	Prbk.g_00562	Prbb.g_01013
OG0000799	Prbk.g_00566	Prbb.g_01014
OG0000800	Prbk.g_00567	Prbb.g_01015
OG0000801	Prbk.g_00568	Prbb.g_01016
OG0000802	Prbk.g_00572	Prbb.g_01017
OG0000803	Prbk.g_00573	Prbb.g_01018
OG0000804	Prbk.g_00578	Prbb.g_01036
OG0000805	Prbk.g_00580	Prbb.g_01037
OG0000806	Prbk.g_00581	Prbb.g_01038
OG0000807	Prbk.g_00583	Prbb.g_01039
OG0000808	Prbk.g_00584	Prbb.g_01040
OG0000809	Prbk.g_00590	Prbb.g_01045
OG0000810	Prbk.g_00592	Prbb.g_01047
OG0000811	Prbk.g_00593	Prbb.g_01048
OG0000812	Prbk.g_02190	Prbb.g_00892
OG0000813	Prbk.g_00594	Prbb.g_01049
OG0000814	Prbk.g_00595	Prbb.g_01050
OG0000815	Prbk.g_00596	Prbb.g_01051
OG0000816	Prbk.g_00599	Prbb.g_01054
OG0000817	Prbk.g_00068	Prbb.g_01058
OG0000818	Prbk.g_00067	Prbb.g_01059
OG0000819	Prbk.g_00064	Prbb.g_01062
OG0000820	Prbk.g_00063	Prbb.g_01063
OG0000821	Prbk.g_00062	Prbb.g_01064
OG0000822	Prbk.g_00061	Prbb.g_01065
OG0000823	Prbk.g_00058	Prbb.g_01068
OG0000824	Prbk.g_00057	Prbb.g_01069
OG0000825	Prbk.g_00054	Prbb.g_00891
OG0000826	Prbk.g_00053	Prbb.g_00890
OG0000827	Prbk.g_00052	Prbb.g_00889
OG0000828	Prbk.g_00051	Prbb.g_00887
OG0000829	Prbk.g_00627	Prbb.g_00897
OG0000830	Prbk.g_02595	Prbb.g_01108
OG0000831	Prbk.g_02022	Prbb.g_01090
OG0000832	Prbk.g_01700	Prbb.g_01783
OG0000833	Prbk.g_01531	Prbb.g_02071
OG0000834	Prbk.g_00869	Prbb.g_00392
OG0000835	Prbk.g_00879	Prbb.g_00400
OG0000836	Prbk.g_01234	Prbb.g_01780
OG0000837	Prbk.g_02613	Prbb.g_01085
OG0000838	Prbk.g_02202	Prbb.g_01888
OG0000839	Prbk.g_02196	Prbb.g_01889
OG0000840	Prbk.g_01456	Prbb.g_01126
OG0000841	Prbk.g_01227	Prbb.g_01539
OG0000842	Prbk.g_00004	Prbb.g_01533
OG0000843	Prbk.g_01037	Prbb.g_01531
OG0000844	Prbk.g_01036	Prbb.g_01530
OG0000845	Prbk.g_01035	Prbb.g_01529
OG0000846	Prbk.g_01034	Prbb.g_01528
OG0000847	Prbk.g_01032	Prbb.g_01527
OG0000848	Prbk.g_01031	Prbb.g_01526
OG0000849	Prbk.g_01028	Prbb.g_01525
OG0000850	Prbk.g_01026	Prbb.g_01524
OG0000851	Prbk.g_01022	Prbb.g_01521
OG0000852	Prbk.g_01020	Prbb.g_01518
OG0000853	Prbk.g_01018	Prbb.g_01516
OG0000854	Prbk.g_01017	Prbb.g_01515
OG0000855	Prbk.g_00141	Prbb.g_01513
OG0000856	Prbk.g_00142	Prbb.g_01512
OG0000857	Prbk.g_00143	Prbb.g_01511
OG0000858	Prbk.g_00153	Prbb.g_01508
OG0000859	Prbk.g_00155	Prbb.g_01507
OG0000860	Prbk.g_00156	Prbb.g_01506
OG0000861	Prbk.g_00157	Prbb.g_01505
OG0000862	Prbk.g_00158	Prbb.g_01504
OG0000863	Prbk.g_00106	Prbb.g_01502
OG0000864	Prbk.g_00105	Prbb.g_01501
OG0000865	Prbk.g_00104	Prbb.g_01500
OG0000866	Prbk.g_00103	Prbb.g_01499
OG0000867	Prbk.g_00100	Prbb.g_01497
OG0000868	Prbk.g_00099	Prbb.g_01495
OG0000869	Prbk.g_01501	Prbb.g_01493
OG0000870	Prbk.g_01498	Prbb.g_01491
OG0000871	Prbk.g_01497	Prbb.g_01490
OG0000872	Prbk.g_00139	Prbb.g_01488
OG0000873	Prbk.g_00138	Prbb.g_01487
OG0000874	Prbk.g_00137	Prbb.g_01486
OG0000875	Prbk.g_00135	Prbb.g_01484
OG0000876	Prbk.g_00133	Prbb.g_01482
OG0000877	Prbk.g_00132	Prbb.g_01481
OG0000878	Prbk.g_00131	Prbb.g_01480
OG0000879	Prbk.g_00130	Prbb.g_01479
OG0000880	Prbk.g_00129	Prbb.g_01478
OG0000881	Prbk.g_00128	Prbb.g_01477
OG0000882	Prbk.g_00127	Prbb.g_01476
OG0000883	Prbk.g_01503	Prbb.g_01475
OG0000884	Prbk.g_01504	Prbb.g_01474
OG0000885	Prbk.g_01505	Prbb.g_01473
OG0000886	Prbk.g_01506	Prbb.g_01472
OG0000887	Prbk.g_01508	Prbb.g_01471
OG0000888	Prbk.g_00189	Prbb.g_01470
OG0000889	Prbk.g_00188	Prbb.g_01469
OG0000890	Prbk.g_00186	Prbb.g_01468
OG0000891	Prbk.g_00185	Prbb.g_01467
OG0000892	Prbk.g_00183	Prbb.g_01465
OG0000893	Prbk.g_00182	Prbb.g_01464
OG0000894	Prbk.g_00178	Prbb.g_01463
OG0000895	Prbk.g_00177	Prbb.g_01462
OG0000896	Prbk.g_00175	Prbb.g_01461
OG0000897	Prbk.g_00174	Prbb.g_01460
OG0000898	Prbk.g_00097	Prbb.g_01459
OG0000899	Prbk.g_00098	Prbb.g_01458
OG0000900	Prbk.g_00122	Prbb.g_01457
OG0000901	Prbk.g_02011	Prbb.g_01291
OG0000902	Prbk.g_00164	Prbb.g_01575
OG0000903	Prbk.g_00163	Prbb.g_01576
OG0000904	Prbk.g_00162	Prbb.g_01577
OG0000905	Prbk.g_01194	Prbb.g_01578
OG0000906	Prbk.g_01192	Prbb.g_01580
OG0000907	Prbk.g_01190	Prbb.g_01581
OG0000908	Prbk.g_01189	Prbb.g_01582
OG0000909	Prbk.g_01188	Prbb.g_01583
OG0000910	Prbk.g_01187	Prbb.g_01584
OG0000911	Prbk.g_01186	Prbb.g_01585
OG0000912	Prbk.g_01182	Prbb.g_01588
OG0000913	Prbk.g_01179	Prbb.g_01589
OG0000914	Prbk.g_01178	Prbb.g_01590
OG0000915	Prbk.g_01175	Prbb.g_01592
OG0000916	Prbk.g_01174	Prbb.g_01593
OG0000917	Prbk.g_01173	Prbb.g_01594
OG0000918	Prbk.g_01172	Prbb.g_01595
OG0000919	Prbk.g_01171	Prbb.g_01596
OG0000920	Prbk.g_01170	Prbb.g_01597
OG0000921	Prbk.g_01167	Prbb.g_01600
OG0000922	Prbk.g_01166	Prbb.g_01601
OG0000923	Prbk.g_01199	Prbb.g_01608
OG0000924	Prbk.g_01198	Prbb.g_01609
OG0000925	Prbk.g_02120	Prbb.g_01612
OG0000926	Prbk.g_00334	Prbb.g_00746
OG0000927	Prbk.g_02564	Prbb.g_01541
OG0000928	Prbk.g_01691	Prbb.g_01057
OG0000929	Prbk.g_00055	Prbb.g_01789
OG0000930	Prbk.g_00629	Prbb.g_01637
OG0000931	Prbk.g_02578	Prbb.g_00845
OG0000932	Prbk.g_00923	Prbb.g_01201
OG0000933	Prbk.g_02051	Prbb.g_01641
OG0000934	Prbk.g_02050	Prbb.g_01642
OG0000935	Prbk.g_02049	Prbb.g_01643
OG0000936	Prbk.g_02048	Prbb.g_01644
OG0000937	Prbk.g_02047	Prbb.g_01645
OG0000938	Prbk.g_02046	Prbb.g_01646
OG0000939	Prbk.g_02045	Prbb.g_01647
OG0000940	Prbk.g_02044	Prbb.g_01648
OG0000941	Prbk.g_02042	Prbb.g_01649
OG0000942	Prbk.g_02041	Prbb.g_01650
OG0000943	Prbk.g_02040	Prbb.g_01651
OG0000944	Prbk.g_02039	Prbb.g_01652
OG0000945	Prbk.g_02038	Prbb.g_01653
OG0000946	Prbk.g_02037	Prbb.g_01654
OG0000947	Prbk.g_02036	Prbb.g_01655
OG0000948	Prbk.g_02035	Prbb.g_01656
OG0000949	Prbk.g_02034	Prbb.g_01657
OG0000950	Prbk.g_00526	Prbb.g_02044
OG0000951	Prbk.g_01929	Prbb.g_01668
OG0000952	Prbk.g_01930	Prbb.g_01669
OG0000953	Prbk.g_01931	Prbb.g_01670
OG0000954	Prbk.g_01937	Prbb.g_01671
OG0000955	Prbk.g_01938	Prbb.g_01672
OG0000956	Prbk.g_00244	Prbb.g_01674
OG0000957	Prbk.g_00246	Prbb.g_01675
OG0000958	Prbk.g_00247	Prbb.g_01676
OG0000959	Prbk.g_00248	Prbb.g_01677
OG0000960	Prbk.g_00249	Prbb.g_01678
OG0000961	Prbk.g_00250	Prbb.g_01679
OG0000962	Prbk.g_00252	Prbb.g_01680
OG0000963	Prbk.g_00253	Prbb.g_01681
OG0000964	Prbk.g_00255	Prbb.g_01683
OG0000965	Prbk.g_00257	Prbb.g_01684
OG0000966	Prbk.g_00258	Prbb.g_01685
OG0000967	Prbk.g_00261	Prbb.g_01688
OG0000968	Prbk.g_00270	Prbb.g_01689
OG0000969	Prbk.g_00271	Prbb.g_01690
OG0000970	Prbk.g_00272	Prbb.g_01691
OG0000971	Prbk.g_00273	Prbb.g_01692
OG0000972	Prbk.g_00274	Prbb.g_01693
OG0000973	Prbk.g_00276	Prbb.g_01695
OG0000974	Prbk.g_00277	Prbb.g_01696
OG0000975	Prbk.g_00278	Prbb.g_01697
OG0000976	Prbk.g_00279	Prbb.g_01698
OG0000977	Prbk.g_00280	Prbb.g_01699
OG0000978	Prbk.g_00281	Prbb.g_01700
OG0000979	Prbk.g_00282	Prbb.g_01701
OG0000980	Prbk.g_00283	Prbb.g_00465
OG0000981	Prbk.g_01237	Prbb.g_01702
OG0000982	Prbk.g_01236	Prbb.g_01703
OG0000983	Prbk.g_01235	Prbb.g_01704
OG0000984	Prbk.g_01228	Prbb.g_01707
OG0000985	Prbk.g_01226	Prbb.g_01708
OG0000986	Prbk.g_01225	Prbb.g_01709
OG0000987	Prbk.g_01222	Prbb.g_01711
OG0000988	Prbk.g_01221	Prbb.g_01712
OG0000989	Prbk.g_01220	Prbb.g_01713
OG0000990	Prbk.g_01219	Prbb.g_01714
OG0000991	Prbk.g_01218	Prbb.g_01715
OG0000992	Prbk.g_01217	Prbb.g_01716
OG0000993	Prbk.g_01216	Prbb.g_01717
OG0000994	Prbk.g_01215	Prbb.g_01718
OG0000995	Prbk.g_01214	Prbb.g_01719
OG0000996	Prbk.g_01213	Prbb.g_01720
OG0000997	Prbk.g_01211	Prbb.g_01722
OG0000998	Prbk.g_01654	Prbb.g_01728
OG0000999	Prbk.g_02016	Prbb.g_01731
OG0001000	Prbk.g_02006	Prbb.g_01732
OG0001001	Prbk.g_02004	Prbb.g_01733
OG0001002	Prbk.g_02002	Prbb.g_01735
OG0001003	Prbk.g_02001	Prbb.g_01736
OG0001004	Prbk.g_02596	Prbb.g_01737
OG0001005	Prbk.g_02000	Prbb.g_01738
OG0001006	Prbk.g_01998	Prbb.g_01740
OG0001007	Prbk.g_01997	Prbb.g_01741
OG0001008	Prbk.g_01996	Prbb.g_01742
OG0001009	Prbk.g_01994	Prbb.g_01744
OG0001010	Prbk.g_01993	Prbb.g_01745
OG0001011	Prbk.g_01991	Prbb.g_01746
OG0001012	Prbk.g_01990	Prbb.g_01747
OG0001013	Prbk.g_01989	Prbb.g_01748
OG0001014	Prbk.g_01988	Prbb.g_01749
OG0001015	Prbk.g_01987	Prbb.g_01750
OG0001016	Prbk.g_01986	Prbb.g_01751
OG0001017	Prbk.g_01985	Prbb.g_01752
OG0001018	Prbk.g_01983	Prbb.g_01753
OG0001019	Prbk.g_01982	Prbb.g_01754
OG0001020	Prbk.g_01981	Prbb.g_01755
OG0001021	Prbk.g_01980	Prbb.g_01756
OG0001022	Prbk.g_01979	Prbb.g_01757
OG0001023	Prbk.g_01978	Prbb.g_01758
OG0001024	Prbk.g_01977	Prbb.g_01760
OG0001025	Prbk.g_00937	Prbb.g_01761
OG0001026	Prbk.g_00936	Prbb.g_01762
OG0001027	Prbk.g_01360	Prbb.g_01763
OG0001028	Prbk.g_00934	Prbb.g_01765
OG0001029	Prbk.g_00933	Prbb.g_01766
OG0001030	Prbk.g_00930	Prbb.g_01769
OG0001031	Prbk.g_00929	Prbb.g_01770
OG0001032	Prbk.g_02593	Prbb.g_01555
OG0001033	Prbk.g_02619	Prbb.g_01659
OG0001034	Prbk.g_02485	Prbb.g_00799
OG0001035	Prbk.g_00918	Prbb.g_01817
OG0001036	Prbk.g_00917	Prbb.g_01818
OG0001037	Prbk.g_00906	Prbb.g_01824
OG0001038	Prbk.g_00905	Prbb.g_01825
OG0001039	Prbk.g_00904	Prbb.g_01826
OG0001040	Prbk.g_00902	Prbb.g_01827
OG0001041	Prbk.g_01451	Prbb.g_01828
OG0001042	Prbk.g_01450	Prbb.g_01829
OG0001043	Prbk.g_01449	Prbb.g_01830
OG0001044	Prbk.g_01448	Prbb.g_01831
OG0001045	Prbk.g_01447	Prbb.g_01832
OG0001046	Prbk.g_01445	Prbb.g_01833
OG0001047	Prbk.g_01444	Prbb.g_01834
OG0001048	Prbk.g_01443	Prbb.g_01835
OG0001049	Prbk.g_01442	Prbb.g_01836
OG0001050	Prbk.g_01441	Prbb.g_01837
OG0001051	Prbk.g_01440	Prbb.g_01838
OG0001052	Prbk.g_01439	Prbb.g_01839
OG0001053	Prbk.g_01438	Prbb.g_01840
OG0001054	Prbk.g_01437	Prbb.g_01841
OG0001055	Prbk.g_01436	Prbb.g_01842
OG0001056	Prbk.g_01434	Prbb.g_01843
OG0001057	Prbk.g_01432	Prbb.g_01845
OG0001058	Prbk.g_01431	Prbb.g_01846
OG0001059	Prbk.g_01429	Prbb.g_01847
OG0001060	Prbk.g_01428	Prbb.g_01848
OG0001061	Prbk.g_01427	Prbb.g_01849
OG0001062	Prbk.g_01426	Prbb.g_01851
OG0001063	Prbk.g_01425	Prbb.g_01852
OG0001064	Prbk.g_01423	Prbb.g_01853
OG0001065	Prbk.g_01422	Prbb.g_01854
OG0001066	Prbk.g_01421	Prbb.g_01855
OG0001067	Prbk.g_01420	Prbb.g_01856
OG0001068	Prbk.g_01419	Prbb.g_01857
OG0001069	Prbk.g_01415	Prbb.g_01859
OG0001070	Prbk.g_01413	Prbb.g_01861
OG0001071	Prbk.g_01412	Prbb.g_01862
OG0001072	Prbk.g_01411	Prbb.g_01863
OG0001073	Prbk.g_01410	Prbb.g_01864
OG0001074	Prbk.g_01409	Prbb.g_01865
OG0001075	Prbk.g_01407	Prbb.g_01867
OG0001076	Prbk.g_01405	Prbb.g_01869
OG0001077	Prbk.g_01404	Prbb.g_01870
OG0001078	Prbk.g_01403	Prbb.g_01871
