Orthogroup	Prbk	Pray
OG0000578	Prbk.g_02626	Pray.g_01132
OG0000579	Prbk.g_02627	Pray.g_01131
OG0000580	Prbk.g_02628	Pray.g_01130
OG0000581	Prbk.g_02629	Pray.g_01129
OG0000582	Prbk.g_02631	Pray.g_01128
OG0000583	Prbk.g_02632	Pray.g_01127
OG0000584	Prbk.g_02634	Pray.g_01125
OG0000585	Prbk.g_02635	Pray.g_01124
OG0000586	Prbk.g_02637	Pray.g_01123
OG0000587	Prbk.g_02638	Pray.g_01122
OG0000588	Prbk.g_02639	Pray.g_01121
OG0000589	Prbk.g_02647	Pray.g_01120
OG0000590	Prbk.g_02648	Pray.g_01119
OG0000591	Prbk.g_02649	Pray.g_01118
OG0000592	Prbk.g_02650	Pray.g_01117
OG0000593	Prbk.g_02651	Pray.g_01116
OG0000594	Prbk.g_02654	Pray.g_01115
OG0000595	Prbk.g_02655	Pray.g_01114
OG0000596	Prbk.g_02656	Pray.g_01113
OG0000597	Prbk.g_00729	Pray.g_01109
OG0000598	Prbk.g_00728	Pray.g_01108
OG0000599	Prbk.g_00727	Pray.g_01107
OG0000600	Prbk.g_00726	Pray.g_01106
OG0000601	Prbk.g_00725	Pray.g_01105
OG0000602	Prbk.g_00723	Pray.g_01104
OG0000603	Prbk.g_00720	Pray.g_01103
OG0000604	Prbk.g_00719	Pray.g_01102
OG0000605	Prbk.g_00718	Pray.g_01101
OG0000606	Prbk.g_00717	Pray.g_01100
OG0000607	Prbk.g_00715	Pray.g_01099
OG0000608	Prbk.g_00714	Pray.g_01098
OG0000609	Prbk.g_00712	Pray.g_01096
OG0000610	Prbk.g_00711	Pray.g_01095
OG0000611	Prbk.g_00708	Pray.g_01093
OG0000612	Prbk.g_00706	Pray.g_01092
OG0000613	Prbk.g_00478	Pray.g_01090
OG0000614	Prbk.g_01361	Pray.g_01084
OG0000615	Prbk.g_01767	Pray.g_01083
OG0000616	Prbk.g_00672	Pray.g_01082
OG0000617	Prbk.g_02509	Pray.g_01080
OG0000618	Prbk.g_01925	Pray.g_01079
OG0000619	Prbk.g_01805	Pray.g_01078
OG0000620	Prbk.g_01827	Pray.g_01076
OG0000621	Prbk.g_01821	Pray.g_01075
OG0000622	Prbk.g_01817	Pray.g_01074
OG0000623	Prbk.g_01816	Pray.g_01073
OG0000624	Prbk.g_01802	Pray.g_01071
OG0000625	Prbk.g_01801	Pray.g_01070
OG0000626	Prbk.g_01800	Pray.g_01069
OG0000627	Prbk.g_01760	Pray.g_01068
OG0000628	Prbk.g_01761	Pray.g_01067
OG0000629	Prbk.g_01764	Pray.g_01066
OG0000630	Prbk.g_01766	Pray.g_01064
OG0000631	Prbk.g_02429	Pray.g_01063
OG0000632	Prbk.g_02262	Pray.g_01059
OG0000633	Prbk.g_00169	Pray.g_01058
OG0000634	Prbk.g_00617	Pray.g_01039
OG0000635	Prbk.g_00615	Pray.g_01037
OG0000636	Prbk.g_00614	Pray.g_01036
OG0000637	Prbk.g_00613	Pray.g_01034
OG0000638	Prbk.g_00612	Pray.g_01033
OG0000639	Prbk.g_00611	Pray.g_01032
OG0000640	Prbk.g_00610	Pray.g_01031
OG0000641	Prbk.g_00608	Pray.g_01030
OG0000642	Prbk.g_00607	Pray.g_01029
OG0000643	Prbk.g_00606	Pray.g_01028
OG0000644	Prbk.g_00604	Pray.g_01026
OG0000645	Prbk.g_00603	Pray.g_01025
OG0000646	Prbk.g_00602	Pray.g_00269
OG0000647	Prbk.g_00601	Pray.g_00270
OG0000648	Prbk.g_02376	Pray.g_00271
OG0000649	Prbk.g_02375	Pray.g_00272
OG0000650	Prbk.g_02372	Pray.g_00273
OG0000651	Prbk.g_02371	Pray.g_00274
OG0000652	Prbk.g_02368	Pray.g_00276
OG0000653	Prbk.g_02519	Pray.g_00291
OG0000654	Prbk.g_01872	Pray.g_00293
OG0000656	Prbk.g_01863	Pray.g_00306
OG0000657	Prbk.g_02332	Pray.g_00313
OG0000658	Prbk.g_02333	Pray.g_00314
OG0000659	Prbk.g_02334	Pray.g_00315
OG0000660	Prbk.g_00865	Pray.g_00326
OG0000661	Prbk.g_01455	Pray.g_00335
OG0000662	Prbk.g_02367	Pray.g_00337
OG0000663	Prbk.g_02362	Pray.g_00339
OG0000664	Prbk.g_02361	Pray.g_00340
OG0000665	Prbk.g_02360	Pray.g_00341
OG0000666	Prbk.g_02462	Pray.g_00342
OG0000667	Prbk.g_02463	Pray.g_00343
OG0000668	Prbk.g_02464	Pray.g_00344
OG0000669	Prbk.g_02465	Pray.g_00345
OG0000670	Prbk.g_02467	Pray.g_00347
OG0000671	Prbk.g_02468	Pray.g_00348
OG0000672	Prbk.g_02469	Pray.g_00349
OG0000673	Prbk.g_02470	Pray.g_00350
OG0000674	Prbk.g_02471	Pray.g_00351
OG0000675	Prbk.g_02472	Pray.g_00352
OG0000676	Prbk.g_02474	Pray.g_00354
OG0000677	Prbk.g_02476	Pray.g_00356
OG0000678	Prbk.g_02477	Pray.g_00357
OG0000679	Prbk.g_02478	Pray.g_00358
OG0000680	Prbk.g_02479	Pray.g_00359
OG0000681	Prbk.g_02480	Pray.g_00360
OG0000682	Prbk.g_02481	Pray.g_00361
OG0000683	Prbk.g_02483	Pray.g_00362
OG0000684	Prbk.g_02486	Pray.g_00363
OG0000685	Prbk.g_02487	Pray.g_00364
OG0000686	Prbk.g_02488	Pray.g_00365
OG0000687	Prbk.g_02489	Pray.g_00366
OG0000688	Prbk.g_02490	Pray.g_00367
OG0000689	Prbk.g_02491	Pray.g_00368
OG0000690	Prbk.g_02492	Pray.g_00369
OG0000691	Prbk.g_02494	Pray.g_00371
OG0000692	Prbk.g_02495	Pray.g_00372
OG0000693	Prbk.g_02496	Pray.g_00373
OG0000694	Prbk.g_02497	Pray.g_00374
OG0000695	Prbk.g_02498	Pray.g_00375
OG0000696	Prbk.g_02499	Pray.g_00376
OG0000697	Prbk.g_02526	Pray.g_00378
OG0000698	Prbk.g_02527	Pray.g_00379
OG0000699	Prbk.g_02531	Pray.g_00383
OG0000700	Prbk.g_02532	Pray.g_00384
OG0000701	Prbk.g_02534	Pray.g_00385
OG0000702	Prbk.g_02535	Pray.g_00386
OG0000703	Prbk.g_02536	Pray.g_00387
OG0000704	Prbk.g_02537	Pray.g_00388
OG0000705	Prbk.g_02539	Pray.g_00390
OG0000706	Prbk.g_02540	Pray.g_00391
OG0000707	Prbk.g_02541	Pray.g_00392
OG0000708	Prbk.g_02542	Pray.g_00393
OG0000709	Prbk.g_02543	Pray.g_00394
OG0000710	Prbk.g_02544	Pray.g_00395
OG0000711	Prbk.g_02546	Pray.g_00396
OG0000712	Prbk.g_02547	Pray.g_00397
OG0000713	Prbk.g_02548	Pray.g_00398
OG0000714	Prbk.g_02559	Pray.g_00400
OG0000715	Prbk.g_02560	Pray.g_00401
OG0000716	Prbk.g_02563	Pray.g_00402
OG0000717	Prbk.g_02567	Pray.g_00403
OG0000718	Prbk.g_02568	Pray.g_00404
OG0000719	Prbk.g_02570	Pray.g_00406
OG0000720	Prbk.g_02379	Pray.g_00408
OG0000721	Prbk.g_00598	Pray.g_00409
OG0000722	Prbk.g_00582	Pray.g_00436
OG0000723	Prbk.g_00193	Pray.g_00440
OG0000724	Prbk.g_02580	Pray.g_00443
OG0000725	Prbk.g_02389	Pray.g_00444
OG0000726	Prbk.g_01662	Pray.g_00445
OG0000727	Prbk.g_02390	Pray.g_00446
OG0000728	Prbk.g_02391	Pray.g_00447
OG0000729	Prbk.g_02393	Pray.g_00449
OG0000730	Prbk.g_02394	Pray.g_00450
OG0000731	Prbk.g_02396	Pray.g_00452
OG0000732	Prbk.g_02397	Pray.g_00453
OG0000733	Prbk.g_02398	Pray.g_00454
OG0000734	Prbk.g_02399	Pray.g_00455
OG0000735	Prbk.g_02400	Pray.g_00456
OG0000736	Prbk.g_02408	Pray.g_00458
OG0000737	Prbk.g_02410	Pray.g_00459
OG0000738	Prbk.g_02415	Pray.g_00461
OG0000739	Prbk.g_02417	Pray.g_00462
OG0000740	Prbk.g_02420	Pray.g_00463
OG0000741	Prbk.g_02435	Pray.g_00465
OG0000742	Prbk.g_02436	Pray.g_00466
OG0000743	Prbk.g_02439	Pray.g_00470
OG0000744	Prbk.g_02440	Pray.g_00471
OG0000745	Prbk.g_02453	Pray.g_00473
OG0000746	Prbk.g_02452	Pray.g_00474
OG0000747	Prbk.g_02451	Pray.g_00475
OG0000748	Prbk.g_02450	Pray.g_00476
OG0000749	Prbk.g_02449	Pray.g_00477
OG0000750	Prbk.g_02447	Pray.g_00478
OG0000751	Prbk.g_02455	Pray.g_00480
OG0000752	Prbk.g_02456	Pray.g_00481
OG0000753	Prbk.g_02457	Pray.g_00482
OG0000754	Prbk.g_02458	Pray.g_00483
OG0000755	Prbk.g_02459	Pray.g_00485
OG0000756	Prbk.g_02460	Pray.g_00486
OG0000757	Prbk.g_02461	Pray.g_00487
OG0000758	Prbk.g_02359	Pray.g_00488
OG0000759	Prbk.g_02358	Pray.g_00489
OG0000760	Prbk.g_02357	Pray.g_00490
OG0000761	Prbk.g_02355	Pray.g_00491
OG0000762	Prbk.g_02353	Pray.g_00493
OG0000763	Prbk.g_02352	Pray.g_00494
OG0000764	Prbk.g_02350	Pray.g_00495
OG0000765	Prbk.g_02349	Pray.g_00496
OG0000766	Prbk.g_02348	Pray.g_00497
OG0000767	Prbk.g_01698	Pray.g_00498
OG0000768	Prbk.g_02340	Pray.g_00499
OG0000769	Prbk.g_02339	Pray.g_00500
OG0000770	Prbk.g_02337	Pray.g_00501
OG0000771	Prbk.g_02336	Pray.g_00502
OG0000772	Prbk.g_02189	Pray.g_00503
OG0000773	Prbk.g_02331	Pray.g_00505
OG0000774	Prbk.g_02330	Pray.g_00506
OG0000775	Prbk.g_02329	Pray.g_00507
OG0000776	Prbk.g_02327	Pray.g_00508
OG0000777	Prbk.g_02326	Pray.g_00509
OG0000778	Prbk.g_02325	Pray.g_00510
OG0000779	Prbk.g_02320	Pray.g_00512
OG0000780	Prbk.g_02319	Pray.g_00513
OG0000781	Prbk.g_02317	Pray.g_00514
OG0000782	Prbk.g_02315	Pray.g_00516
OG0000783	Prbk.g_02313	Pray.g_00517
OG0000784	Prbk.g_02311	Pray.g_00518
OG0000785	Prbk.g_02310	Pray.g_00519
OG0000786	Prbk.g_02309	Pray.g_00520
OG0000787	Prbk.g_02307	Pray.g_00522
OG0000788	Prbk.g_02306	Pray.g_00523
OG0000789	Prbk.g_02305	Pray.g_00524
OG0000790	Prbk.g_02304	Pray.g_00525
OG0000791	Prbk.g_02303	Pray.g_00526
OG0000792	Prbk.g_01728	Pray.g_00527
OG0000793	Prbk.g_02301	Pray.g_00528
OG0000794	Prbk.g_02299	Pray.g_00529
OG0000795	Prbk.g_02297	Pray.g_00530
OG0000796	Prbk.g_02293	Pray.g_00532
OG0000797	Prbk.g_02292	Pray.g_00534
OG0000798	Prbk.g_00562	Pray.g_00535
OG0000799	Prbk.g_00566	Pray.g_00536
OG0000800	Prbk.g_00567	Pray.g_00537
OG0000801	Prbk.g_00568	Pray.g_00538
OG0000802	Prbk.g_00572	Pray.g_00540
OG0000803	Prbk.g_00573	Pray.g_00541
OG0000804	Prbk.g_00578	Pray.g_00553
OG0000805	Prbk.g_00580	Pray.g_00555
OG0000806	Prbk.g_00581	Pray.g_00556
OG0000807	Prbk.g_00583	Pray.g_00557
OG0000808	Prbk.g_00584	Pray.g_00558
OG0000809	Prbk.g_00590	Pray.g_00562
OG0000810	Prbk.g_00592	Pray.g_00563
OG0000811	Prbk.g_00593	Pray.g_00564
OG0000812	Prbk.g_02190	Pray.g_00565
OG0000813	Prbk.g_00594	Pray.g_00566
OG0000814	Prbk.g_00595	Pray.g_00567
OG0000815	Prbk.g_00596	Pray.g_00568
OG0000816	Prbk.g_00599	Pray.g_00570
OG0000817	Prbk.g_00068	Pray.g_00573
OG0000818	Prbk.g_00067	Pray.g_00574
OG0000819	Prbk.g_00064	Pray.g_00576
OG0000820	Prbk.g_00063	Pray.g_00577
OG0000821	Prbk.g_00062	Pray.g_00578
OG0000822	Prbk.g_00061	Pray.g_00579
OG0000823	Prbk.g_00058	Pray.g_00582
OG0000824	Prbk.g_00057	Pray.g_00583
OG0000825	Prbk.g_00054	Pray.g_00585
OG0000826	Prbk.g_00053	Pray.g_00586
OG0000827	Prbk.g_00052	Pray.g_00587
OG0000828	Prbk.g_00051	Pray.g_00589
OG0000829	Prbk.g_00627	Pray.g_00614
OG0000830	Prbk.g_02595	Pray.g_00623
OG0000831	Prbk.g_02022	Pray.g_00626
OG0000832	Prbk.g_01700	Pray.g_00627
OG0000833	Prbk.g_01531	Pray.g_00634
OG0000834	Prbk.g_00869	Pray.g_00132
OG0000835	Prbk.g_00879	Pray.g_00128
OG0000836	Prbk.g_01234	Pray.g_00126
OG0000837	Prbk.g_02613	Pray.g_00112
OG0000838	Prbk.g_02202	Pray.g_00096
OG0000839	Prbk.g_02196	Pray.g_00095
OG0000840	Prbk.g_01456	Pray.g_00090
OG0000841	Prbk.g_01227	Pray.g_00083
OG0000842	Prbk.g_00004	Pray.g_00079
OG0000843	Prbk.g_01037	Pray.g_00077
OG0000844	Prbk.g_01036	Pray.g_00076
OG0000845	Prbk.g_01035	Pray.g_00075
OG0000846	Prbk.g_01034	Pray.g_00074
OG0000847	Prbk.g_01032	Pray.g_00073
OG0000848	Prbk.g_01031	Pray.g_00072
OG0000849	Prbk.g_01028	Pray.g_00071
OG0000850	Prbk.g_01026	Pray.g_00070
OG0000851	Prbk.g_01022	Pray.g_00068
OG0000852	Prbk.g_01020	Pray.g_00065
OG0000853	Prbk.g_01018	Pray.g_00063
OG0000854	Prbk.g_01017	Pray.g_00062
OG0000855	Prbk.g_00141	Pray.g_00060
OG0000856	Prbk.g_00142	Pray.g_00059
OG0000857	Prbk.g_00143	Pray.g_00058
OG0000858	Prbk.g_00153	Pray.g_00056
OG0000859	Prbk.g_00155	Pray.g_00055
OG0000860	Prbk.g_00156	Pray.g_00054
OG0000861	Prbk.g_00157	Pray.g_00053
OG0000862	Prbk.g_00158	Pray.g_00052
OG0000863	Prbk.g_00106	Pray.g_00051
OG0000864	Prbk.g_00105	Pray.g_00050
OG0000865	Prbk.g_00104	Pray.g_00049
OG0000866	Prbk.g_00103	Pray.g_00048
OG0000867	Prbk.g_00100	Pray.g_00045
OG0000868	Prbk.g_00099	Pray.g_00043
OG0000869	Prbk.g_01501	Pray.g_00042
OG0000870	Prbk.g_01498	Pray.g_00041
OG0000871	Prbk.g_01497	Pray.g_00040
OG0000872	Prbk.g_00139	Pray.g_00039
OG0000873	Prbk.g_00138	Pray.g_00038
OG0000874	Prbk.g_00137	Pray.g_00037
OG0000875	Prbk.g_00135	Pray.g_00036
OG0000876	Prbk.g_00133	Pray.g_00034
OG0000877	Prbk.g_00132	Pray.g_00033
OG0000878	Prbk.g_00131	Pray.g_00032
OG0000879	Prbk.g_00130	Pray.g_00031
OG0000880	Prbk.g_00129	Pray.g_00030
OG0000881	Prbk.g_00128	Pray.g_00029
OG0000882	Prbk.g_00127	Pray.g_00028
OG0000883	Prbk.g_01503	Pray.g_00027
OG0000884	Prbk.g_01504	Pray.g_00026
OG0000885	Prbk.g_01505	Pray.g_00025
OG0000886	Prbk.g_01506	Pray.g_00024
OG0000887	Prbk.g_01508	Pray.g_00023
OG0000888	Prbk.g_00189	Pray.g_00022
OG0000889	Prbk.g_00188	Pray.g_00021
OG0000890	Prbk.g_00186	Pray.g_00020
OG0000891	Prbk.g_00185	Pray.g_00019
OG0000892	Prbk.g_00183	Pray.g_00018
OG0000893	Prbk.g_00182	Pray.g_00017
OG0000894	Prbk.g_00178	Pray.g_00015
OG0000895	Prbk.g_00177	Pray.g_00014
OG0000896	Prbk.g_00175	Pray.g_00012
OG0000897	Prbk.g_00174	Pray.g_00011
OG0000898	Prbk.g_00097	Pray.g_00010
OG0000899	Prbk.g_00098	Pray.g_00009
OG0000900	Prbk.g_00122	Pray.g_00007
OG0000901	Prbk.g_02011	Pray.g_01895
OG0000902	Prbk.g_00164	Pray.g_01881
OG0000903	Prbk.g_00163	Pray.g_01880
OG0000904	Prbk.g_00162	Pray.g_01879
OG0000905	Prbk.g_01194	Pray.g_01878
OG0000906	Prbk.g_01192	Pray.g_01877
OG0000907	Prbk.g_01190	Pray.g_01875
OG0000908	Prbk.g_01189	Pray.g_01874
OG0000909	Prbk.g_01188	Pray.g_01873
OG0000910	Prbk.g_01187	Pray.g_01872
OG0000911	Prbk.g_01186	Pray.g_01871
OG0000912	Prbk.g_01182	Pray.g_01868
OG0000913	Prbk.g_01179	Pray.g_01867
OG0000914	Prbk.g_01178	Pray.g_01866
OG0000915	Prbk.g_01175	Pray.g_01864
OG0000916	Prbk.g_01174	Pray.g_01863
OG0000917	Prbk.g_01173	Pray.g_01862
OG0000918	Prbk.g_01172	Pray.g_01861
OG0000919	Prbk.g_01171	Pray.g_01860
OG0000920	Prbk.g_01170	Pray.g_01859
OG0000921	Prbk.g_01167	Pray.g_01857
OG0000922	Prbk.g_01166	Pray.g_01856
OG0000923	Prbk.g_01199	Pray.g_01847
OG0000924	Prbk.g_01198	Pray.g_01846
OG0000925	Prbk.g_02120	Pray.g_01843
OG0000926	Prbk.g_00334	Pray.g_01842
OG0000927	Prbk.g_02564	Pray.g_01841
OG0000928	Prbk.g_01691	Pray.g_01839
OG0000929	Prbk.g_00055	Pray.g_01837
OG0000930	Prbk.g_00629	Pray.g_01835
OG0000931	Prbk.g_02578	Pray.g_01834
OG0000932	Prbk.g_00923	Pray.g_01831
OG0000933	Prbk.g_02051	Pray.g_01827
OG0000934	Prbk.g_02050	Pray.g_01826
OG0000935	Prbk.g_02049	Pray.g_01825
OG0000936	Prbk.g_02048	Pray.g_01824
OG0000937	Prbk.g_02047	Pray.g_01823
OG0000938	Prbk.g_02046	Pray.g_01822
OG0000939	Prbk.g_02045	Pray.g_01821
OG0000940	Prbk.g_02044	Pray.g_01820
OG0000941	Prbk.g_02042	Pray.g_01819
OG0000942	Prbk.g_02041	Pray.g_01818
OG0000943	Prbk.g_02040	Pray.g_01817
OG0000944	Prbk.g_02039	Pray.g_01816
OG0000945	Prbk.g_02038	Pray.g_01815
OG0000946	Prbk.g_02037	Pray.g_01814
OG0000947	Prbk.g_02036	Pray.g_01813
OG0000948	Prbk.g_02035	Pray.g_01812
OG0000949	Prbk.g_02034	Pray.g_01811
OG0000950	Prbk.g_00526	Pray.g_01787
OG0000951	Prbk.g_01929	Pray.g_01740
OG0000952	Prbk.g_01930	Pray.g_01739
OG0000953	Prbk.g_01931	Pray.g_01738
OG0000954	Prbk.g_01937	Pray.g_01737
OG0000955	Prbk.g_01938	Pray.g_01736
OG0000956	Prbk.g_00244	Pray.g_01734
OG0000957	Prbk.g_00246	Pray.g_01733
OG0000958	Prbk.g_00247	Pray.g_01732
OG0000959	Prbk.g_00248	Pray.g_01731
OG0000960	Prbk.g_00249	Pray.g_01730
OG0000961	Prbk.g_00250	Pray.g_01729
OG0000962	Prbk.g_00252	Pray.g_01728
OG0000963	Prbk.g_00253	Pray.g_01727
OG0000964	Prbk.g_00255	Pray.g_01726
OG0000965	Prbk.g_00257	Pray.g_01724
OG0000966	Prbk.g_00258	Pray.g_01723
OG0000967	Prbk.g_00261	Pray.g_01720
OG0000968	Prbk.g_00270	Pray.g_01719
OG0000969	Prbk.g_00271	Pray.g_01718
OG0000970	Prbk.g_00272	Pray.g_01717
OG0000971	Prbk.g_00273	Pray.g_01716
OG0000972	Prbk.g_00274	Pray.g_01715
OG0000973	Prbk.g_00276	Pray.g_01713
OG0000974	Prbk.g_00277	Pray.g_01712
OG0000975	Prbk.g_00278	Pray.g_01711
OG0000976	Prbk.g_00279	Pray.g_01710
OG0000977	Prbk.g_00280	Pray.g_01709
OG0000978	Prbk.g_00281	Pray.g_01708
OG0000979	Prbk.g_00282	Pray.g_01707
OG0000980	Prbk.g_00283	Pray.g_01706
OG0000981	Prbk.g_01237	Pray.g_01705
OG0000982	Prbk.g_01236	Pray.g_01704
OG0000983	Prbk.g_01235	Pray.g_01703
OG0000984	Prbk.g_01228	Pray.g_01699
OG0000985	Prbk.g_01226	Pray.g_01698
OG0000986	Prbk.g_01225	Pray.g_01697
OG0000987	Prbk.g_01222	Pray.g_01695
OG0000988	Prbk.g_01221	Pray.g_01694
OG0000989	Prbk.g_01220	Pray.g_01693
OG0000990	Prbk.g_01219	Pray.g_01692
OG0000991	Prbk.g_01218	Pray.g_01691
OG0000992	Prbk.g_01217	Pray.g_01690
OG0000993	Prbk.g_01216	Pray.g_01689
OG0000994	Prbk.g_01215	Pray.g_01688
OG0000995	Prbk.g_01214	Pray.g_01687
OG0000996	Prbk.g_01213	Pray.g_01686
OG0000997	Prbk.g_01211	Pray.g_01684
OG0000998	Prbk.g_01654	Pray.g_01681
OG0000999	Prbk.g_02016	Pray.g_01679
OG0001000	Prbk.g_02006	Pray.g_01678
OG0001001	Prbk.g_02004	Pray.g_01677
OG0001002	Prbk.g_02002	Pray.g_01675
OG0001003	Prbk.g_02001	Pray.g_01674
OG0001004	Prbk.g_02596	Pray.g_01673
OG0001005	Prbk.g_02000	Pray.g_01672
OG0001006	Prbk.g_01998	Pray.g_01670
OG0001007	Prbk.g_01997	Pray.g_01669
OG0001008	Prbk.g_01996	Pray.g_01668
OG0001009	Prbk.g_01994	Pray.g_01667
OG0001010	Prbk.g_01993	Pray.g_01666
OG0001011	Prbk.g_01991	Pray.g_01665
OG0001012	Prbk.g_01990	Pray.g_01664
OG0001013	Prbk.g_01989	Pray.g_01663
OG0001014	Prbk.g_01988	Pray.g_01662
OG0001015	Prbk.g_01987	Pray.g_01661
OG0001016	Prbk.g_01986	Pray.g_01660
OG0001017	Prbk.g_01985	Pray.g_01659
OG0001018	Prbk.g_01983	Pray.g_01658
OG0001019	Prbk.g_01982	Pray.g_01657
OG0001020	Prbk.g_01981	Pray.g_01656
OG0001021	Prbk.g_01980	Pray.g_01655
OG0001022	Prbk.g_01979	Pray.g_01654
OG0001023	Prbk.g_01978	Pray.g_01653
OG0001024	Prbk.g_01977	Pray.g_01651
OG0001025	Prbk.g_00937	Pray.g_01650
OG0001026	Prbk.g_00936	Pray.g_01649
OG0001027	Prbk.g_01360	Pray.g_01648
OG0001028	Prbk.g_00934	Pray.g_01647
OG0001029	Prbk.g_00933	Pray.g_01646
OG0001030	Prbk.g_00930	Pray.g_01643
OG0001031	Prbk.g_00929	Pray.g_01642
OG0001032	Prbk.g_02593	Pray.g_01634
OG0001033	Prbk.g_02619	Pray.g_01627
OG0001034	Prbk.g_02485	Pray.g_01600
OG0001035	Prbk.g_00918	Pray.g_01565
OG0001036	Prbk.g_00917	Pray.g_01564
OG0001037	Prbk.g_00906	Pray.g_01558
OG0001038	Prbk.g_00905	Pray.g_01557
OG0001039	Prbk.g_00904	Pray.g_01556
OG0001040	Prbk.g_00902	Pray.g_01555
OG0001041	Prbk.g_01451	Pray.g_01553
OG0001042	Prbk.g_01450	Pray.g_01552
OG0001043	Prbk.g_01449	Pray.g_01551
OG0001044	Prbk.g_01448	Pray.g_01550
OG0001045	Prbk.g_01447	Pray.g_01549
OG0001046	Prbk.g_01445	Pray.g_01548
OG0001047	Prbk.g_01444	Pray.g_01547
OG0001048	Prbk.g_01443	Pray.g_01545
OG0001049	Prbk.g_01442	Pray.g_01544
OG0001050	Prbk.g_01441	Pray.g_01543
OG0001051	Prbk.g_01440	Pray.g_01542
OG0001052	Prbk.g_01439	Pray.g_01541
OG0001053	Prbk.g_01438	Pray.g_01540
OG0001054	Prbk.g_01437	Pray.g_01539
OG0001055	Prbk.g_01436	Pray.g_01538
OG0001056	Prbk.g_01434	Pray.g_01537
OG0001057	Prbk.g_01432	Pray.g_01535
OG0001058	Prbk.g_01431	Pray.g_01534
OG0001059	Prbk.g_01429	Pray.g_01533
OG0001060	Prbk.g_01428	Pray.g_01532
OG0001061	Prbk.g_01427	Pray.g_01531
OG0001062	Prbk.g_01426	Pray.g_01530
OG0001063	Prbk.g_01425	Pray.g_01529
OG0001064	Prbk.g_01423	Pray.g_01528
OG0001065	Prbk.g_01422	Pray.g_01527
OG0001066	Prbk.g_01421	Pray.g_01526
OG0001067	Prbk.g_01420	Pray.g_01525
OG0001068	Prbk.g_01419	Pray.g_01524
OG0001069	Prbk.g_01415	Pray.g_01521
OG0001070	Prbk.g_01413	Pray.g_01519
OG0001071	Prbk.g_01412	Pray.g_01518
OG0001072	Prbk.g_01411	Pray.g_01517
OG0001073	Prbk.g_01410	Pray.g_01516
OG0001074	Prbk.g_01409	Pray.g_01515
OG0001075	Prbk.g_01407	Pray.g_01513
OG0001076	Prbk.g_01405	Pray.g_01512
OG0001077	Prbk.g_01404	Pray.g_01511
OG0001078	Prbk.g_01403	Pray.g_01510
OG0001079	Prbk.g_01402	Pray.g_01509
OG0001080	Prbk.g_01401	Pray.g_01508
OG0001081	Prbk.g_01400	Pray.g_01507
OG0001082	Prbk.g_01399	Pray.g_01506
OG0001083	Prbk.g_01398	Pray.g_01505
OG0001084	Prbk.g_01384	Pray.g_01504
OG0001085	Prbk.g_01383	Pray.g_01503
OG0001086	Prbk.g_01901	Pray.g_01234
OG0001087	Prbk.g_01904	Pray.g_01235
OG0001088	Prbk.g_01905	Pray.g_01236
OG0001089	Prbk.g_01909	Pray.g_01238
OG0001090	Prbk.g_01910	Pray.g_01239
OG0001091	Prbk.g_01911	Pray.g_01240
OG0001092	Prbk.g_01912	Pray.g_01241
OG0001093	Prbk.g_01913	Pray.g_01242
OG0001094	Prbk.g_01914	Pray.g_01243
OG0001095	Prbk.g_01915	Pray.g_01244
OG0001096	Prbk.g_01916	Pray.g_01245
OG0001097	Prbk.g_01917	Pray.g_01246
OG0001098	Prbk.g_01918	Pray.g_01247
OG0001099	Prbk.g_01920	Pray.g_01248
OG0001100	Prbk.g_01921	Pray.g_01249
OG0001101	Prbk.g_01922	Pray.g_01250
OG0001102	Prbk.g_00990	Pray.g_01253
OG0001103	Prbk.g_00991	Pray.g_01254
OG0001104	Prbk.g_00995	Pray.g_01255
OG0001105	Prbk.g_00993	Pray.g_01257
OG0001106	Prbk.g_00996	Pray.g_01259
OG0001107	Prbk.g_00997	Pray.g_01260
OG0001108	Prbk.g_01926	Pray.g_01261
OG0001109	Prbk.g_00988	Pray.g_01264
OG0001110	Prbk.g_00986	Pray.g_01266
OG0001111	Prbk.g_00985	Pray.g_01267
OG0001112	Prbk.g_00984	Pray.g_01268
OG0001113	Prbk.g_00983	Pray.g_01269
OG0001114	Prbk.g_00982	Pray.g_01270
OG0001115	Prbk.g_00981	Pray.g_01271
OG0001116	Prbk.g_00980	Pray.g_01272
OG0001117	Prbk.g_00979	Pray.g_01273
OG0001118	Prbk.g_00978	Pray.g_01274
OG0001119	Prbk.g_00977	Pray.g_01275
OG0001120	Prbk.g_00976	Pray.g_01276
OG0001121	Prbk.g_00975	Pray.g_01277
OG0001122	Prbk.g_00974	Pray.g_01278
OG0001123	Prbk.g_00973	Pray.g_01279
OG0001124	Prbk.g_00972	Pray.g_01280
OG0001125	Prbk.g_00971	Pray.g_01281
OG0001126	Prbk.g_00970	Pray.g_01282
OG0001127	Prbk.g_00969	Pray.g_01283
OG0001128	Prbk.g_00968	Pray.g_01284
OG0001129	Prbk.g_00967	Pray.g_01285
OG0001130	Prbk.g_00966	Pray.g_01286
OG0001131	Prbk.g_00965	Pray.g_01287
OG0001132	Prbk.g_00964	Pray.g_01288
OG0001133	Prbk.g_00963	Pray.g_01289
OG0001134	Prbk.g_00962	Pray.g_01290
OG0001135	Prbk.g_00961	Pray.g_01291
OG0001136	Prbk.g_00960	Pray.g_01292
OG0001137	Prbk.g_00959	Pray.g_01293
