Orthogroup	Prbn	Syal
OG0000559	Prbn.g_00565	Syal.g_02305, Syal.g_02810
OG0000560	Prbn.g_00562	Syal.g_02807
OG0000561	Prbn.g_00561	Syal.g_02806
OG0000562	Prbn.g_00560	Syal.g_02805
OG0000563	Prbn.g_00559	Syal.g_02804
OG0000564	Prbn.g_00558	Syal.g_02803
OG0000565	Prbn.g_00556	Syal.g_02799
OG0000566	Prbn.g_00552	Syal.g_02795
OG0000567	Prbn.g_00548	Syal.g_02791
OG0000568	Prbn.g_00547	Syal.g_02789
OG0000569	Prbn.g_00546	Syal.g_02788
OG0000570	Prbn.g_00545	Syal.g_02787
OG0000571	Prbn.g_00543	Syal.g_02784
OG0000572	Prbn.g_00529	Syal.g_02767
OG0000573	Prbn.g_00523	Syal.g_02759
OG0000574	Prbn.g_00522	Syal.g_02758
OG0000575	Prbn.g_00518	Syal.g_02753
OG0000576	Prbn.g_00516	Syal.g_02751
OG0000577	Prbn.g_00515	Syal.g_02750
OG0000578	Prbn.g_00514	Syal.g_02749
OG0000579	Prbn.g_00513	Syal.g_02748
OG0000580	Prbn.g_00512	Syal.g_02747
OG0000581	Prbn.g_00509	Syal.g_02741
OG0000582	Prbn.g_00506	Syal.g_02736
OG0000583	Prbn.g_00505	Syal.g_02735
OG0000584	Prbn.g_00504	Syal.g_02734
OG0000585	Prbn.g_00502	Syal.g_02731
OG0000586	Prbn.g_00501	Syal.g_02730
OG0000587	Prbn.g_00500	Syal.g_02728
OG0000588	Prbn.g_00496	Syal.g_02717
OG0000589	Prbn.g_00494	Syal.g_02714
OG0000590	Prbn.g_00493	Syal.g_02713
OG0000591	Prbn.g_00489	Syal.g_02707
OG0000592	Prbn.g_00488	Syal.g_02706
OG0000593	Prbn.g_00423	Syal.g_02640
OG0000594	Prbn.g_00424	Syal.g_02639
OG0000595	Prbn.g_00425	Syal.g_02638
OG0000596	Prbn.g_00429	Syal.g_02633
OG0000597	Prbn.g_00432	Syal.g_02630
OG0000598	Prbn.g_00433	Syal.g_02629
OG0000599	Prbn.g_00436	Syal.g_02622
OG0000600	Prbn.g_00437	Syal.g_02621
OG0000601	Prbn.g_00438	Syal.g_02620
OG0000602	Prbn.g_00440	Syal.g_02615
OG0000603	Prbn.g_00441	Syal.g_02614
OG0000604	Prbn.g_00442	Syal.g_02612
OG0000605	Prbn.g_00443	Syal.g_02516
OG0000606	Prbn.g_00446	Syal.g_02174
OG0000607	Prbn.g_00449	Syal.g_02177
OG0000608	Prbn.g_00450	Syal.g_02178
OG0000609	Prbn.g_00834	Syal.g_02180
OG0000610	Prbn.g_00840	Syal.g_02198
OG0000611	Prbn.g_00843	Syal.g_02201
OG0000612	Prbn.g_00844	Syal.g_02202
OG0000613	Prbn.g_01591	Syal.g_01325
OG0000614	Prbn.g_01570	Syal.g_01794
OG0000615	Prbn.g_01559	Syal.g_02256
OG0000616	Prbn.g_00905	Syal.g_00079
OG0000617	Prbn.g_00860	Syal.g_01866
OG0000618	Prbn.g_00861	Syal.g_01867
OG0000619	Prbn.g_00862	Syal.g_02417
OG0000620	Prbn.g_01947	Syal.g_02422
OG0000621	Prbn.g_01948	Syal.g_02423
OG0000622	Prbn.g_01949	Syal.g_02424
OG0000623	Prbn.g_01950	Syal.g_02425
OG0000624	Prbn.g_01952	Syal.g_02427
OG0000625	Prbn.g_01345	Syal.g_02428
OG0000626	Prbn.g_01346	Syal.g_02429
OG0000627	Prbn.g_01347	Syal.g_02048
OG0000628	Prbn.g_01348	Syal.g_02047
OG0000629	Prbn.g_01349	Syal.g_02044
OG0000630	Prbn.g_01352	Syal.g_02040
OG0000631	Prbn.g_01445	Syal.g_02031
OG0000632	Prbn.g_01444	Syal.g_02030
OG0000633	Prbn.g_01443	Syal.g_02029
OG0000634	Prbn.g_01550	Syal.g_02410
OG0000635	Prbn.g_01549	Syal.g_02411
OG0000636	Prbn.g_01547	Syal.g_02413
OG0000637	Prbn.g_01545	Syal.g_02415
OG0000638	Prbn.g_01544	Syal.g_02416
OG0000639	Prbn.g_01543	Syal.g_01868
OG0000640	Prbn.g_01542	Syal.g_01869
OG0000641	Prbn.g_01538	Syal.g_01873
OG0000642	Prbn.g_01537	Syal.g_01874
OG0000643	Prbn.g_01536	Syal.g_01875
OG0000644	Prbn.g_01535	Syal.g_01876
OG0000645	Prbn.g_01534	Syal.g_01878
OG0000646	Prbn.g_01532	Syal.g_01881
OG0000647	Prbn.g_01530	Syal.g_01883
OG0000648	Prbn.g_01528	Syal.g_02438
OG0000649	Prbn.g_01527	Syal.g_02439
OG0000650	Prbn.g_01526	Syal.g_02440
OG0000651	Prbn.g_01525	Syal.g_02441
OG0000652	Prbn.g_01524	Syal.g_02442
OG0000653	Prbn.g_01522	Syal.g_02444
OG0000654	Prbn.g_01521	Syal.g_02445
OG0000655	Prbn.g_01520	Syal.g_02446
OG0000656	Prbn.g_01517	Syal.g_02449
OG0000657	Prbn.g_01509	Syal.g_02460
OG0000658	Prbn.g_01507	Syal.g_02465
OG0000659	Prbn.g_01506	Syal.g_02466
OG0000660	Prbn.g_01502	Syal.g_02470
OG0000661	Prbn.g_01500	Syal.g_02472
OG0000662	Prbn.g_01498	Syal.g_02474
OG0000663	Prbn.g_01496	Syal.g_02477
OG0000664	Prbn.g_01495	Syal.g_02478
OG0000665	Prbn.g_01489	Syal.g_02593
OG0000666	Prbn.g_01488	Syal.g_02605
OG0000667	Prbn.g_01484	Syal.g_02192
OG0000668	Prbn.g_01930	Syal.g_01920
OG0000669	Prbn.g_01632	Syal.g_02295
OG0000670	Prbn.g_01629	Syal.g_02956
OG0000671	Prbn.g_01626	Syal.g_02291
OG0000672	Prbn.g_01623	Syal.g_02288
OG0000673	Prbn.g_01620	Syal.g_02285
OG0000674	Prbn.g_01618	Syal.g_02283
OG0000675	Prbn.g_01617	Syal.g_02282
OG0000676	Prbn.g_01615	Syal.g_02272
OG0000677	Prbn.g_01614	Syal.g_02271
OG0000678	Prbn.g_01612	Syal.g_02264
OG0000679	Prbn.g_01608	Syal.g_02252
OG0000680	Prbn.g_01607	Syal.g_02251
OG0000681	Prbn.g_01604	Syal.g_02248
OG0000682	Prbn.g_01603	Syal.g_02247
OG0000683	Prbn.g_01602	Syal.g_02246
OG0000684	Prbn.g_01600	Syal.g_02242
OG0000685	Prbn.g_01598	Syal.g_02240
OG0000686	Prbn.g_01597	Syal.g_02239
OG0000687	Prbn.g_01596	Syal.g_02237
OG0000688	Prbn.g_00848	Syal.g_02225
OG0000689	Prbn.g_00849	Syal.g_02223
OG0000690	Prbn.g_00850	Syal.g_02222
OG0000691	Prbn.g_00851	Syal.g_02221
OG0000692	Prbn.g_00853	Syal.g_02220
OG0000693	Prbn.g_00854	Syal.g_02218
OG0000694	Prbn.g_00855	Syal.g_02217
OG0000695	Prbn.g_01441	Syal.g_02027
OG0000696	Prbn.g_01440	Syal.g_02026
OG0000697	Prbn.g_01439	Syal.g_02025
OG0000698	Prbn.g_01436	Syal.g_02022
OG0000699	Prbn.g_01435	Syal.g_02021
OG0000700	Prbn.g_01434	Syal.g_02020
OG0000701	Prbn.g_01433	Syal.g_02019
OG0000702	Prbn.g_01431	Syal.g_02011
OG0000703	Prbn.g_01430	Syal.g_02010
OG0000704	Prbn.g_01428	Syal.g_02008
OG0000705	Prbn.g_01425	Syal.g_01999
OG0000706	Prbn.g_01424	Syal.g_01998
OG0000707	Prbn.g_01423	Syal.g_01997
OG0000708	Prbn.g_01421	Syal.g_01994
OG0000709	Prbn.g_01417	Syal.g_01986
OG0000710	Prbn.g_01414	Syal.g_01982
OG0000711	Prbn.g_01396	Syal.g_01954
OG0000712	Prbn.g_01395	Syal.g_01952
OG0000713	Prbn.g_01394	Syal.g_01951
OG0000714	Prbn.g_01393	Syal.g_01948
OG0000715	Prbn.g_01391	Syal.g_01934
OG0000716	Prbn.g_01389	Syal.g_01930
OG0000717	Prbn.g_01388	Syal.g_01929
OG0000718	Prbn.g_01384	Syal.g_01925
OG0000719	Prbn.g_01382	Syal.g_01922
OG0000720	Prbn.g_01370	Syal.g_01908
OG0000721	Prbn.g_01366	Syal.g_01906
OG0000722	Prbn.g_01365	Syal.g_01905
OG0000723	Prbn.g_01361	Syal.g_02433
OG0000724	Prbn.g_01466	Syal.g_01829
OG0000725	Prbn.g_01472	Syal.g_01820
OG0000726	Prbn.g_01473	Syal.g_01819
OG0000727	Prbn.g_01474	Syal.g_01818
OG0000728	Prbn.g_01476	Syal.g_01816
OG0000729	Prbn.g_01106	Syal.g_01510
OG0000730	Prbn.g_01147	Syal.g_00345
OG0000731	Prbn.g_00111	Syal.g_00356
OG0000732	Prbn.g_00954	Syal.g_00149
OG0000733	Prbn.g_01651	Syal.g_01105
OG0000734	Prbn.g_01173	Syal.g_00828
OG0000735	Prbn.g_01175	Syal.g_01627
OG0000736	Prbn.g_01176	Syal.g_01628
OG0000737	Prbn.g_01177	Syal.g_01629
OG0000738	Prbn.g_01181	Syal.g_01634
OG0000739	Prbn.g_01182	Syal.g_01645
OG0000740	Prbn.g_01183	Syal.g_01646
OG0000741	Prbn.g_01185	Syal.g_01649
OG0000742	Prbn.g_01188	Syal.g_01652
OG0000743	Prbn.g_01190	Syal.g_01654
OG0000744	Prbn.g_01191	Syal.g_01655
OG0000745	Prbn.g_01192	Syal.g_01657
OG0000746	Prbn.g_01194	Syal.g_01659
OG0000747	Prbn.g_01195	Syal.g_01660
OG0000748	Prbn.g_01199	Syal.g_01674
OG0000749	Prbn.g_01200	Syal.g_01675
OG0000750	Prbn.g_01201	Syal.g_01676
OG0000751	Prbn.g_01204	Syal.g_01688
OG0000752	Prbn.g_01206	Syal.g_01690
OG0000753	Prbn.g_01208	Syal.g_01693
OG0000754	Prbn.g_01211	Syal.g_01698
OG0000755	Prbn.g_00390	Syal.g_01707
OG0000756	Prbn.g_00391	Syal.g_01708
OG0000757	Prbn.g_00398	Syal.g_01715
OG0000758	Prbn.g_00399	Syal.g_01716
OG0000759	Prbn.g_00400	Syal.g_01717
OG0000760	Prbn.g_00401	Syal.g_01718
OG0000761	Prbn.g_00402	Syal.g_01719
OG0000762	Prbn.g_00403	Syal.g_01721
OG0000763	Prbn.g_00405	Syal.g_01723
OG0000764	Prbn.g_00406	Syal.g_01724
OG0000765	Prbn.g_00414	Syal.g_01768
OG0000766	Prbn.g_00415	Syal.g_01767
OG0000767	Prbn.g_00417	Syal.g_01765
OG0000768	Prbn.g_00418	Syal.g_01764
OG0000769	Prbn.g_00420	Syal.g_01762
OG0000770	Prbn.g_00483	Syal.g_01758
OG0000771	Prbn.g_00886	Syal.g_01835
OG0000772	Prbn.g_01671	Syal.g_01641
OG0000773	Prbn.g_01093	Syal.g_01618
OG0000774	Prbn.g_01091	Syal.g_01610
OG0000775	Prbn.g_01089	Syal.g_01608
OG0000776	Prbn.g_01088	Syal.g_01607
OG0000777	Prbn.g_01087	Syal.g_01606
OG0000778	Prbn.g_01086	Syal.g_01605
OG0000779	Prbn.g_01082	Syal.g_01599
OG0000780	Prbn.g_01081	Syal.g_01594
OG0000781	Prbn.g_01077	Syal.g_01590
OG0000782	Prbn.g_01076	Syal.g_01589
OG0000783	Prbn.g_01075	Syal.g_01588
OG0000784	Prbn.g_01074	Syal.g_01587
OG0000785	Prbn.g_01072	Syal.g_01585
OG0000786	Prbn.g_01069	Syal.g_01579
OG0000787	Prbn.g_01068	Syal.g_01578
OG0000788	Prbn.g_00615	Syal.g_02619
OG0000789	Prbn.g_00883	Syal.g_02598
OG0000790	Prbn.g_00155	Syal.g_02883
OG0000791	Prbn.g_00157	Syal.g_02882
OG0000792	Prbn.g_00158	Syal.g_02881
OG0000793	Prbn.g_00161	Syal.g_02876
OG0000794	Prbn.g_00162	Syal.g_02875
OG0000795	Prbn.g_00163	Syal.g_02874
OG0000796	Prbn.g_00167	Syal.g_02870
OG0000797	Prbn.g_00168	Syal.g_02869
OG0000798	Prbn.g_01055	Syal.g_01372
OG0000799	Prbn.g_00195	Syal.g_01547
OG0000800	Prbn.g_00196	Syal.g_01542
OG0000801	Prbn.g_00197	Syal.g_01541
OG0000802	Prbn.g_00199	Syal.g_01536
OG0000803	Prbn.g_00201	Syal.g_00040
OG0000804	Prbn.g_00202	Syal.g_00036
OG0000805	Prbn.g_00204	Syal.g_00030
OG0000806	Prbn.g_00206	Syal.g_00028
OG0000807	Prbn.g_00207	Syal.g_00026
OG0000808	Prbn.g_00208	Syal.g_00025
OG0000809	Prbn.g_00210	Syal.g_00022
OG0000810	Prbn.g_00211	Syal.g_00021
OG0000811	Prbn.g_00215	Syal.g_00380
OG0000812	Prbn.g_00217	Syal.g_00382
OG0000813	Prbn.g_00218	Syal.g_00383
OG0000814	Prbn.g_00220	Syal.g_00385
OG0000815	Prbn.g_00221	Syal.g_00391
OG0000816	Prbn.g_00223	Syal.g_00393
OG0000817	Prbn.g_00224	Syal.g_00394
OG0000818	Prbn.g_00229	Syal.g_00401
OG0000819	Prbn.g_00230	Syal.g_00402
OG0000820	Prbn.g_00231	Syal.g_00403
OG0000821	Prbn.g_00235	Syal.g_00409
OG0000822	Prbn.g_00236	Syal.g_00411
OG0000823	Prbn.g_00237	Syal.g_00412
OG0000824	Prbn.g_00240	Syal.g_00417
OG0000825	Prbn.g_00241	Syal.g_00418
OG0000826	Prbn.g_00242	Syal.g_00419
OG0000827	Prbn.g_00243	Syal.g_00420
OG0000828	Prbn.g_00246	Syal.g_00423
OG0000829	Prbn.g_00247	Syal.g_00424
OG0000830	Prbn.g_00248	Syal.g_00425
OG0000831	Prbn.g_00250	Syal.g_00427
OG0000832	Prbn.g_00260	Syal.g_02967
OG0000833	Prbn.g_00269	Syal.g_02976
OG0000834	Prbn.g_00270	Syal.g_02979
OG0000835	Prbn.g_00271	Syal.g_02980
OG0000836	Prbn.g_00272	Syal.g_02983
OG0000837	Prbn.g_00273	Syal.g_02984
OG0000838	Prbn.g_00275	Syal.g_02988
OG0000839	Prbn.g_00276	Syal.g_02989
OG0000840	Prbn.g_00277	Syal.g_02990
OG0000841	Prbn.g_00278	Syal.g_02991
OG0000842	Prbn.g_00279	Syal.g_02992
OG0000843	Prbn.g_00280	Syal.g_02993
OG0000844	Prbn.g_00281	Syal.g_02995
OG0000845	Prbn.g_00282	Syal.g_02996
OG0000846	Prbn.g_00283	Syal.g_02997
OG0000847	Prbn.g_00284	Syal.g_02998
OG0000848	Prbn.g_00285	Syal.g_03000
OG0000849	Prbn.g_00286	Syal.g_03001
OG0000850	Prbn.g_00288	Syal.g_03008
OG0000851	Prbn.g_00289	Syal.g_00561
OG0000852	Prbn.g_00904	Syal.g_00562
OG0000853	Prbn.g_00898	Syal.g_00566
OG0000854	Prbn.g_00896	Syal.g_00568
OG0000855	Prbn.g_00895	Syal.g_00569
OG0000856	Prbn.g_00486	Syal.g_02704
OG0000857	Prbn.g_01531	Syal.g_01882
OG0000858	Prbn.g_01738	Syal.g_00576
OG0000859	Prbn.g_01739	Syal.g_00577
OG0000860	Prbn.g_01747	Syal.g_00589
OG0000861	Prbn.g_01748	Syal.g_00590
OG0000862	Prbn.g_01749	Syal.g_00591
OG0000863	Prbn.g_01751	Syal.g_00594
OG0000864	Prbn.g_01752	Syal.g_00595
OG0000865	Prbn.g_01753	Syal.g_00596
OG0000866	Prbn.g_01754	Syal.g_00597
OG0000867	Prbn.g_01755	Syal.g_00598
OG0000868	Prbn.g_01757	Syal.g_00604
OG0000869	Prbn.g_01760	Syal.g_00609
OG0000870	Prbn.g_01765	Syal.g_00614
OG0000871	Prbn.g_01766	Syal.g_00615
OG0000872	Prbn.g_01767	Syal.g_00621
OG0000873	Prbn.g_01771	Syal.g_00624
OG0000874	Prbn.g_01774	Syal.g_00627
OG0000875	Prbn.g_01775	Syal.g_00629
OG0000876	Prbn.g_01776	Syal.g_00631
OG0000877	Prbn.g_01778	Syal.g_00633
OG0000878	Prbn.g_01779	Syal.g_00634
OG0000879	Prbn.g_01780	Syal.g_00635
OG0000880	Prbn.g_01781	Syal.g_00636
OG0000881	Prbn.g_01785	Syal.g_00641
OG0000882	Prbn.g_01790	Syal.g_00646
OG0000883	Prbn.g_01792	Syal.g_00648
OG0000884	Prbn.g_01794	Syal.g_00650
OG0000885	Prbn.g_01795	Syal.g_00651
OG0000886	Prbn.g_01796	Syal.g_00652
OG0000887	Prbn.g_01797	Syal.g_00653
OG0000888	Prbn.g_01799	Syal.g_00655
OG0000889	Prbn.g_01801	Syal.g_00657
OG0000890	Prbn.g_01802	Syal.g_00663
OG0000891	Prbn.g_01803	Syal.g_00664
OG0000892	Prbn.g_01805	Syal.g_00668
OG0000893	Prbn.g_01809	Syal.g_00193
OG0000894	Prbn.g_01812	Syal.g_00196
OG0000895	Prbn.g_01816	Syal.g_00200
OG0000896	Prbn.g_01817	Syal.g_00201
OG0000897	Prbn.g_01819	Syal.g_00203
OG0000898	Prbn.g_01820	Syal.g_00204
OG0000899	Prbn.g_01821	Syal.g_00205
OG0000900	Prbn.g_01822	Syal.g_00206
OG0000901	Prbn.g_01825	Syal.g_00211
OG0000902	Prbn.g_01827	Syal.g_00213
OG0000903	Prbn.g_01831	Syal.g_00227
OG0000904	Prbn.g_01835	Syal.g_00222
OG0000905	Prbn.g_01829	Syal.g_00217
OG0000906	Prbn.g_01828	Syal.g_00215
OG0000907	Prbn.g_01838	Syal.g_00229
OG0000908	Prbn.g_01841	Syal.g_00232
OG0000909	Prbn.g_01842	Syal.g_00233
OG0000910	Prbn.g_01843	Syal.g_00234
OG0000911	Prbn.g_01845	Syal.g_00237
OG0000912	Prbn.g_01846	Syal.g_00238
OG0000913	Prbn.g_01847	Syal.g_00239
OG0000914	Prbn.g_01848	Syal.g_00240
OG0000915	Prbn.g_01849	Syal.g_00241
OG0000916	Prbn.g_01850	Syal.g_00242
OG0000917	Prbn.g_01851	Syal.g_00243
OG0000918	Prbn.g_01852	Syal.g_00244
OG0000919	Prbn.g_01853	Syal.g_00245
OG0000920	Prbn.g_01854	Syal.g_00246
OG0000921	Prbn.g_01855	Syal.g_00247
OG0000922	Prbn.g_01856	Syal.g_00248
OG0000923	Prbn.g_01860	Syal.g_00252
OG0000924	Prbn.g_01861	Syal.g_00253
OG0000925	Prbn.g_01862	Syal.g_00254
OG0000926	Prbn.g_01863	Syal.g_00255
OG0000927	Prbn.g_01865	Syal.g_00257
OG0000928	Prbn.g_01866	Syal.g_00258
OG0000929	Prbn.g_01867	Syal.g_00259
OG0000930	Prbn.g_01868	Syal.g_00260
OG0000931	Prbn.g_01869	Syal.g_00261
OG0000932	Prbn.g_01870	Syal.g_00262
OG0000933	Prbn.g_01874	Syal.g_00268
OG0000934	Prbn.g_01876	Syal.g_00270
OG0000935	Prbn.g_01877	Syal.g_00271
OG0000936	Prbn.g_01878	Syal.g_00272
OG0000937	Prbn.g_01879	Syal.g_00273
OG0000938	Prbn.g_01882	Syal.g_00276
OG0000939	Prbn.g_01883	Syal.g_00277
OG0000940	Prbn.g_01890	Syal.g_00285
OG0000941	Prbn.g_01892	Syal.g_00287
OG0000942	Prbn.g_01894	Syal.g_00289
OG0000943	Prbn.g_01895	Syal.g_00290
OG0000944	Prbn.g_01897	Syal.g_00292
OG0000945	Prbn.g_01898	Syal.g_00294
OG0000946	Prbn.g_01903	Syal.g_00301
OG0000947	Prbn.g_01905	Syal.g_00304
OG0000948	Prbn.g_01906	Syal.g_00305
OG0000949	Prbn.g_01909	Syal.g_01341
OG0000950	Prbn.g_01916	Syal.g_01348
OG0000951	Prbn.g_01920	Syal.g_01353
OG0000952	Prbn.g_01015	Syal.g_01363
OG0000953	Prbn.g_01011	Syal.g_01435
OG0000954	Prbn.g_01007	Syal.g_01443
OG0000955	Prbn.g_01006	Syal.g_01444
OG0000956	Prbn.g_01004	Syal.g_01446
OG0000957	Prbn.g_00998	Syal.g_01457
OG0000958	Prbn.g_00997	Syal.g_01458
OG0000959	Prbn.g_00993	Syal.g_01482
OG0000960	Prbn.g_00992	Syal.g_01483
OG0000961	Prbn.g_00989	Syal.g_01507
OG0000962	Prbn.g_00987	Syal.g_01509
OG0000963	Prbn.g_00983	Syal.g_01514
OG0000964	Prbn.g_00982	Syal.g_01515
OG0000965	Prbn.g_00981	Syal.g_01516
OG0000966	Prbn.g_00975	Syal.g_00176
OG0000967	Prbn.g_00971	Syal.g_00171
OG0000968	Prbn.g_00969	Syal.g_00169
OG0000969	Prbn.g_00968	Syal.g_00167
OG0000970	Prbn.g_00967	Syal.g_00166
OG0000971	Prbn.g_00966	Syal.g_00164
OG0000972	Prbn.g_00965	Syal.g_00163
OG0000973	Prbn.g_00964	Syal.g_00162
OG0000974	Prbn.g_00963	Syal.g_00161
OG0000975	Prbn.g_00962	Syal.g_00160
OG0000976	Prbn.g_00961	Syal.g_00159
OG0000977	Prbn.g_00960	Syal.g_00157
OG0000978	Prbn.g_00959	Syal.g_00156
OG0000979	Prbn.g_00957	Syal.g_00153
OG0000980	Prbn.g_00955	Syal.g_00150
OG0000981	Prbn.g_00952	Syal.g_00147
OG0000982	Prbn.g_00950	Syal.g_01068
OG0000983	Prbn.g_00949	Syal.g_01069
OG0000984	Prbn.g_00948	Syal.g_01070
OG0000985	Prbn.g_00945	Syal.g_01074
OG0000986	Prbn.g_00943	Syal.g_01076
OG0000987	Prbn.g_00942	Syal.g_01080
OG0000988	Prbn.g_00939	Syal.g_01086
OG0000989	Prbn.g_00935	Syal.g_01098
OG0000990	Prbn.g_00931	Syal.g_01118
OG0000991	Prbn.g_00930	Syal.g_01120
OG0000992	Prbn.g_00927	Syal.g_01122
OG0000993	Prbn.g_00926	Syal.g_01123
OG0000994	Prbn.g_00925	Syal.g_01127
OG0000995	Prbn.g_00921	Syal.g_01132
OG0000996	Prbn.g_00920	Syal.g_01162
OG0000997	Prbn.g_00917	Syal.g_01171
OG0000998	Prbn.g_00915	Syal.g_01173
OG0000999	Prbn.g_00914	Syal.g_01174
OG0001000	Prbn.g_00911	Syal.g_01177
OG0001001	Prbn.g_00908	Syal.g_01182
OG0001002	Prbn.g_00291	Syal.g_00082
OG0001003	Prbn.g_00292	Syal.g_00084
OG0001004	Prbn.g_00293	Syal.g_00085
OG0001005	Prbn.g_00294	Syal.g_00087
OG0001006	Prbn.g_00298	Syal.g_00094
OG0001007	Prbn.g_00300	Syal.g_00096
OG0001008	Prbn.g_00676	Syal.g_00524
OG0001009	Prbn.g_00755	Syal.g_00129
OG0001010	Prbn.g_00754	Syal.g_00130
OG0001011	Prbn.g_00752	Syal.g_00131
OG0001012	Prbn.g_00738	Syal.g_01064
OG0001013	Prbn.g_00731	Syal.g_01026
OG0001014	Prbn.g_00728	Syal.g_01022
OG0001015	Prbn.g_00726	Syal.g_01021
OG0001016	Prbn.g_00704	Syal.g_00756
OG0001017	Prbn.g_01343	Syal.g_00762
OG0001018	Prbn.g_01341	Syal.g_00764
OG0001019	Prbn.g_01332	Syal.g_00785
OG0001020	Prbn.g_01331	Syal.g_00796
OG0001021	Prbn.g_01330	Syal.g_00800
OG0001022	Prbn.g_01327	Syal.g_00805
OG0001023	Prbn.g_01326	Syal.g_00806
OG0001024	Prbn.g_01322	Syal.g_00810
OG0001025	Prbn.g_01315	Syal.g_00817
OG0001026	Prbn.g_01306	Syal.g_00830
OG0001027	Prbn.g_01305	Syal.g_00834
OG0001028	Prbn.g_01303	Syal.g_00836
OG0001029	Prbn.g_01302	Syal.g_00838
OG0001030	Prbn.g_01286	Syal.g_00860
OG0001031	Prbn.g_00367	Syal.g_00936
OG0001032	Prbn.g_00366	Syal.g_00938
OG0001033	Prbn.g_00345	Syal.g_00972
OG0001034	Prbn.g_00314	Syal.g_00684
OG0001035	Prbn.g_00021	Syal.g_01226
OG0001036	Prbn.g_00025	Syal.g_01231
OG0001037	Prbn.g_00026	Syal.g_01233
OG0001038	Prbn.g_00045	Syal.g_01261
OG0001039	Prbn.g_00048	Syal.g_01264
OG0001040	Prbn.g_00050	Syal.g_01267
OG0001041	Prbn.g_00055	Syal.g_01272
OG0001042	Prbn.g_00072	Syal.g_01300
OG0001043	Prbn.g_00073	Syal.g_01304
OG0001044	Prbn.g_00104	Syal.g_00346
OG0001045	Prbn.g_00113	Syal.g_00359
OG0001046	Prbn.g_01697	Syal.g_01967
OG0001047	Prbn.g_00674	Syal.g_00522
OG0001048	Prbn.g_00673	Syal.g_00521
OG0001049	Prbn.g_00671	Syal.g_00518
OG0001050	Prbn.g_00670	Syal.g_00517
OG0001051	Prbn.g_00669	Syal.g_00516
OG0001052	Prbn.g_00643	Syal.g_00467
OG0001053	Prbn.g_00631	Syal.g_02900
OG0001054	Prbn.g_00616	Syal.g_02919
OG0001055	Prbn.g_00597	Syal.g_02940
OG0001056	Prbn.g_00580	Syal.g_02833
OG0001057	Prbn.g_00575	Syal.g_01574
OG0001058	Prbn.g_00567	Syal.g_02812
OG0001059	Prbn.g_00563	Syal.g_02808
OG0001060	Prbn.g_00557	Syal.g_02801
OG0001061	Prbn.g_00542	Syal.g_02783
OG0001062	Prbn.g_00540	Syal.g_02781
OG0001063	Prbn.g_00538	Syal.g_02776
OG0001064	Prbn.g_00537	Syal.g_02775
OG0001065	Prbn.g_00536	Syal.g_02774
OG0001066	Prbn.g_00535	Syal.g_02773
OG0001067	Prbn.g_00534	Syal.g_02772
OG0001068	Prbn.g_00533	Syal.g_02771
OG0001069	Prbn.g_00532	Syal.g_02770
OG0001070	Prbn.g_00528	Syal.g_02766
OG0001071	Prbn.g_00527	Syal.g_02765
OG0001072	Prbn.g_00525	Syal.g_02761
OG0001073	Prbn.g_00511	Syal.g_02746
OG0001074	Prbn.g_00499	Syal.g_02575
OG0001075	Prbn.g_00498	Syal.g_02726
OG0001076	Prbn.g_00491	Syal.g_02712
OG0001077	Prbn.g_00485	Syal.g_02702
OG0001078	Prbn.g_00427	Syal.g_02635
OG0001079	Prbn.g_00439	Syal.g_02618
OG0001080	Prbn.g_00445	Syal.g_02514
OG0001081	Prbn.g_00447	Syal.g_02175
OG0001082	Prbn.g_00448	Syal.g_02176
OG0001083	Prbn.g_00836	Syal.g_02184
OG0001084	Prbn.g_00837	Syal.g_02187
OG0001085	Prbn.g_01594	Syal.g_02206
OG0001086	Prbn.g_01593	Syal.g_02208
OG0001087	Prbn.g_01575	Syal.g_01782
OG0001088	Prbn.g_01574	Syal.g_01785
OG0001089	Prbn.g_01563	Syal.g_01811
OG0001090	Prbn.g_01553	Syal.g_01859
OG0001091	Prbn.g_00857	Syal.g_01862
OG0001092	Prbn.g_00858	Syal.g_01864
OG0001093	Prbn.g_00863	Syal.g_02419
OG0001094	Prbn.g_00856	Syal.g_02216
OG0001095	Prbn.g_01533	Syal.g_01879
OG0001096	Prbn.g_01519	Syal.g_02447
OG0001097	Prbn.g_01499	Syal.g_02473
OG0001098	Prbn.g_01480	Syal.g_02083
OG0001099	Prbn.g_01925	Syal.g_00837
OG0001100	Prbn.g_01630	Syal.g_02293
OG0001101	Prbn.g_01627	Syal.g_02292
OG0001102	Prbn.g_01624	Syal.g_02289
OG0001103	Prbn.g_01622	Syal.g_02287
OG0001104	Prbn.g_01599	Syal.g_02241
OG0001105	Prbn.g_01595	Syal.g_02236
OG0001106	Prbn.g_01427	Syal.g_02007
OG0001107	Prbn.g_01420	Syal.g_01993
OG0001108	Prbn.g_01416	Syal.g_01985
OG0001109	Prbn.g_01415	Syal.g_01983
OG0001110	Prbn.g_01413	Syal.g_01981
OG0001111	Prbn.g_01412	Syal.g_01979
OG0001112	Prbn.g_01411	Syal.g_01977
OG0001113	Prbn.g_01410	Syal.g_02244
OG0001114	Prbn.g_01409	Syal.g_01976
OG0001115	Prbn.g_01407	Syal.g_01972
OG0001116	Prbn.g_01406	Syal.g_01970
OG0001117	Prbn.g_01405	Syal.g_01969
