Orthogroup	Prbn	Syap
OG0000564	Prbn.g_00558	Syap.g_00300
OG0000565	Prbn.g_00556	Syap.g_00296
OG0000566	Prbn.g_00552	Syap.g_00291
OG0000567	Prbn.g_00548	Syap.g_01297
OG0000568	Prbn.g_00547	Syap.g_01302
OG0000569	Prbn.g_00546	Syap.g_01303
OG0000570	Prbn.g_00545	Syap.g_01304
OG0000571	Prbn.g_00543	Syap.g_01307
OG0000573	Prbn.g_00523	Syap.g_00765
OG0000574	Prbn.g_00522	Syap.g_00759
OG0000575	Prbn.g_00518	Syap.g_00445
OG0000576	Prbn.g_00516	Syap.g_00450
OG0000577	Prbn.g_00515	Syap.g_00451
OG0000578	Prbn.g_00514	Syap.g_00452
OG0000579	Prbn.g_00513	Syap.g_00453
OG0000580	Prbn.g_00512	Syap.g_00454
OG0000581	Prbn.g_00509	Syap.g_01521
OG0000582	Prbn.g_00506	Syap.g_01533
OG0000583	Prbn.g_00505	Syap.g_01532
OG0000584	Prbn.g_00504	Syap.g_01530
OG0000585	Prbn.g_00502	Syap.g_01526
OG0000586	Prbn.g_00501	Syap.g_01525
OG0000587	Prbn.g_00500	Syap.g_01523
OG0000588	Prbn.g_00496	Syap.g_00776
OG0000589	Prbn.g_00494	Syap.g_00941
OG0000590	Prbn.g_00493	Syap.g_00940
OG0000591	Prbn.g_00489	Syap.g_01289
OG0000592	Prbn.g_00488	Syap.g_01288
OG0000593	Prbn.g_00423	Syap.g_00890
OG0000594	Prbn.g_00424	Syap.g_00891
OG0000595	Prbn.g_00425	Syap.g_00892
OG0000596	Prbn.g_00429	Syap.g_00898
OG0000597	Prbn.g_00432	Syap.g_00903
OG0000598	Prbn.g_00433	Syap.g_00904
OG0000599	Prbn.g_00436	Syap.g_00908
OG0000600	Prbn.g_00437	Syap.g_00909
OG0000601	Prbn.g_00438	Syap.g_00910
OG0000602	Prbn.g_00440	Syap.g_00640
OG0000603	Prbn.g_00441	Syap.g_00641
OG0000604	Prbn.g_00442	Syap.g_02769
OG0000605	Prbn.g_00443	Syap.g_02501, Syap.g_02771
OG0000606	Prbn.g_00446	Syap.g_02506
OG0000607	Prbn.g_00449	Syap.g_00093
OG0000608	Prbn.g_00450	Syap.g_00094
OG0000609	Prbn.g_00834	Syap.g_00096
OG0000610	Prbn.g_00840	Syap.g_01963
OG0000611	Prbn.g_00843	Syap.g_01958
OG0000612	Prbn.g_00844	Syap.g_01957
OG0000613	Prbn.g_01591	Syap.g_02480
OG0000615	Prbn.g_01559	Syap.g_00154
OG0000616	Prbn.g_00905	Syap.g_00127
OG0000617	Prbn.g_00860	Syap.g_00513
OG0000618	Prbn.g_00861	Syap.g_00514
OG0000619	Prbn.g_00862	Syap.g_00515
OG0000620	Prbn.g_01947	Syap.g_00520
OG0000621	Prbn.g_01948	Syap.g_00521
OG0000622	Prbn.g_01949	Syap.g_00523
OG0000623	Prbn.g_01950	Syap.g_00526
OG0000624	Prbn.g_01952	Syap.g_00527
OG0000625	Prbn.g_01345	Syap.g_00528
OG0000626	Prbn.g_01346	Syap.g_00529
OG0000627	Prbn.g_01347	Syap.g_00848
OG0000628	Prbn.g_01348	Syap.g_00850
OG0000629	Prbn.g_01349	Syap.g_02334
OG0000630	Prbn.g_01352	Syap.g_02793
OG0000631	Prbn.g_01445	Syap.g_01724
OG0000632	Prbn.g_01444	Syap.g_01725
OG0000633	Prbn.g_01443	Syap.g_01726
OG0000634	Prbn.g_01550	Syap.g_00190
OG0000635	Prbn.g_01549	Syap.g_00191
OG0000636	Prbn.g_01547	Syap.g_00193
OG0000637	Prbn.g_01545	Syap.g_00195
OG0000638	Prbn.g_01544	Syap.g_00196
OG0000639	Prbn.g_01543	Syap.g_00197
OG0000640	Prbn.g_01542	Syap.g_00198
OG0000641	Prbn.g_01538	Syap.g_00203
OG0000642	Prbn.g_01537	Syap.g_02732
OG0000643	Prbn.g_01536	Syap.g_02731
OG0000644	Prbn.g_01535	Syap.g_02730
OG0000645	Prbn.g_01534	Syap.g_02726
OG0000646	Prbn.g_01532	Syap.g_02723
OG0000647	Prbn.g_01530	Syap.g_02721
OG0000648	Prbn.g_01528	Syap.g_02719
OG0000649	Prbn.g_01527	Syap.g_02718
OG0000650	Prbn.g_01526	Syap.g_02717
OG0000651	Prbn.g_01525	Syap.g_02716
OG0000652	Prbn.g_01524	Syap.g_02715
OG0000653	Prbn.g_01522	Syap.g_02713
OG0000654	Prbn.g_01521	Syap.g_02711
OG0000655	Prbn.g_01520	Syap.g_02710
OG0000656	Prbn.g_01517	Syap.g_02706
OG0000657	Prbn.g_01509	Syap.g_01845
OG0000658	Prbn.g_01507	Syap.g_01841
OG0000659	Prbn.g_01506	Syap.g_01840
OG0000660	Prbn.g_01502	Syap.g_01835
OG0000662	Prbn.g_01498	Syap.g_00823
OG0000663	Prbn.g_01496	Syap.g_00826
OG0000664	Prbn.g_01495	Syap.g_00828
OG0000665	Prbn.g_01489	Syap.g_02331
OG0000666	Prbn.g_01488	Syap.g_01573
OG0000667	Prbn.g_01484	Syap.g_01979
OG0000668	Prbn.g_01930	Syap.g_02765
OG0000669	Prbn.g_01632	Syap.g_02371
OG0000670	Prbn.g_01629	Syap.g_02368
OG0000671	Prbn.g_01626	Syap.g_01260
OG0000672	Prbn.g_01623	Syap.g_01257
OG0000673	Prbn.g_01620	Syap.g_01253
OG0000674	Prbn.g_01618	Syap.g_01251
OG0000675	Prbn.g_01617	Syap.g_01250
OG0000676	Prbn.g_01615	Syap.g_01248
OG0000677	Prbn.g_01614	Syap.g_01246
OG0000678	Prbn.g_01612	Syap.g_01239
OG0000679	Prbn.g_01608	Syap.g_00157
OG0000680	Prbn.g_01607	Syap.g_00158
OG0000681	Prbn.g_01604	Syap.g_00163
OG0000682	Prbn.g_01603	Syap.g_00165
OG0000683	Prbn.g_01602	Syap.g_00166
OG0000684	Prbn.g_01600	Syap.g_00169
OG0000685	Prbn.g_01598	Syap.g_00172
OG0000686	Prbn.g_01597	Syap.g_00173
OG0000687	Prbn.g_01596	Syap.g_00174
OG0000688	Prbn.g_00848	Syap.g_00178
OG0000689	Prbn.g_00849	Syap.g_00180
OG0000690	Prbn.g_00850	Syap.g_00181
OG0000691	Prbn.g_00851	Syap.g_00182
OG0000692	Prbn.g_00853	Syap.g_00184
OG0000693	Prbn.g_00854	Syap.g_00185
OG0000694	Prbn.g_00855	Syap.g_00186
OG0000695	Prbn.g_01441	Syap.g_01729
OG0000696	Prbn.g_01440	Syap.g_01730
OG0000697	Prbn.g_01439	Syap.g_01734
OG0000698	Prbn.g_01436	Syap.g_01737
OG0000699	Prbn.g_01435	Syap.g_01738
OG0000700	Prbn.g_01434	Syap.g_01739
OG0000701	Prbn.g_01433	Syap.g_01740
OG0000702	Prbn.g_01431	Syap.g_01747
OG0000703	Prbn.g_01430	Syap.g_01750
OG0000704	Prbn.g_01428	Syap.g_01753
OG0000705	Prbn.g_01425	Syap.g_02022
OG0000706	Prbn.g_01424	Syap.g_02020
OG0000707	Prbn.g_01423	Syap.g_02019
OG0000708	Prbn.g_01421	Syap.g_02016
OG0000709	Prbn.g_01417	Syap.g_00121
OG0000711	Prbn.g_01396	Syap.g_02686
OG0000712	Prbn.g_01395	Syap.g_02688
OG0000713	Prbn.g_01394	Syap.g_02689
OG0000714	Prbn.g_01393	Syap.g_02691
OG0000715	Prbn.g_01391	Syap.g_02693
OG0000716	Prbn.g_01389	Syap.g_02696
OG0000717	Prbn.g_01388	Syap.g_02697
OG0000718	Prbn.g_01384	Syap.g_02701
OG0000719	Prbn.g_01382	Syap.g_02767
OG0000720	Prbn.g_01370	Syap.g_02780
OG0000721	Prbn.g_01366	Syap.g_02782
OG0000722	Prbn.g_01365	Syap.g_02783
OG0000723	Prbn.g_01361	Syap.g_00532
OG0000725	Prbn.g_01472	Syap.g_01559
OG0000726	Prbn.g_01473	Syap.g_01560
OG0000727	Prbn.g_01474	Syap.g_01561
OG0000728	Prbn.g_01476	Syap.g_01564
OG0000729	Prbn.g_01106	Syap.g_01122
OG0000730	Prbn.g_01147	Syap.g_00572
OG0000731	Prbn.g_00111	Syap.g_00560
OG0000732	Prbn.g_00954	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Prbn.g_01651	Syap.g_01971
OG0000734	Prbn.g_01173	Syap.g_02628
OG0000735	Prbn.g_01175	Syap.g_00244
OG0000736	Prbn.g_01176	Syap.g_00243
OG0000737	Prbn.g_01177	Syap.g_00242
OG0000738	Prbn.g_01181	Syap.g_00236
OG0000739	Prbn.g_01182	Syap.g_00235
OG0000740	Prbn.g_01183	Syap.g_00234
OG0000741	Prbn.g_01185	Syap.g_00231
OG0000742	Prbn.g_01188	Syap.g_00229
OG0000743	Prbn.g_01190	Syap.g_00226
OG0000744	Prbn.g_01191	Syap.g_00225
OG0000745	Prbn.g_01192	Syap.g_00222
OG0000746	Prbn.g_01194	Syap.g_00220
OG0000747	Prbn.g_01195	Syap.g_00219
OG0000748	Prbn.g_01199	Syap.g_00212
OG0000749	Prbn.g_01200	Syap.g_00211
OG0000750	Prbn.g_01201	Syap.g_00210
OG0000751	Prbn.g_01204	Syap.g_00205
OG0000752	Prbn.g_01206	Syap.g_01793
OG0000753	Prbn.g_01208	Syap.g_02775
OG0000754	Prbn.g_01211	Syap.g_01883
OG0000755	Prbn.g_00390	Syap.g_01893
OG0000757	Prbn.g_00398	Syap.g_00427
OG0000758	Prbn.g_00399	Syap.g_00428
OG0000759	Prbn.g_00400	Syap.g_00429
OG0000760	Prbn.g_00401	Syap.g_00430
OG0000761	Prbn.g_00402	Syap.g_00431
OG0000762	Prbn.g_00403	Syap.g_00434
OG0000763	Prbn.g_00405	Syap.g_02624
OG0000764	Prbn.g_00406	Syap.g_02623
OG0000765	Prbn.g_00414	Syap.g_02440
OG0000766	Prbn.g_00415	Syap.g_02439
OG0000767	Prbn.g_00417	Syap.g_02437
OG0000768	Prbn.g_00418	Syap.g_02436
OG0000769	Prbn.g_00420	Syap.g_02434
OG0000770	Prbn.g_00483	Syap.g_02431
OG0000772	Prbn.g_01671	Syap.g_02295
OG0000773	Prbn.g_01093	Syap.g_00885
OG0000774	Prbn.g_01091	Syap.g_01473
OG0000775	Prbn.g_01089	Syap.g_01475
OG0000776	Prbn.g_01088	Syap.g_01476
OG0000777	Prbn.g_01087	Syap.g_01478
OG0000778	Prbn.g_01086	Syap.g_01479
OG0000779	Prbn.g_01082	Syap.g_01494
OG0000780	Prbn.g_01081	Syap.g_01496
OG0000781	Prbn.g_01077	Syap.g_02609
OG0000782	Prbn.g_01076	Syap.g_02611
OG0000783	Prbn.g_01075	Syap.g_02612
OG0000784	Prbn.g_01074	Syap.g_02613
OG0000785	Prbn.g_01072	Syap.g_02281
OG0000786	Prbn.g_01069	Syap.g_02287
OG0000787	Prbn.g_01068	Syap.g_02288
OG0000788	Prbn.g_00615	Syap.g_01932
OG0000789	Prbn.g_00883	Syap.g_00372
OG0000791	Prbn.g_00157	Syap.g_02520
OG0000792	Prbn.g_00158	Syap.g_02519
OG0000793	Prbn.g_00161	Syap.g_02141
OG0000794	Prbn.g_00162	Syap.g_02200
OG0000795	Prbn.g_00163	Syap.g_02199
OG0000796	Prbn.g_00167	Syap.g_02448
OG0000797	Prbn.g_00168	Syap.g_02449
OG0000798	Prbn.g_01055	Syap.g_01269
OG0000799	Prbn.g_00195	Syap.g_02488
OG0000800	Prbn.g_00196	Syap.g_02487
OG0000801	Prbn.g_00197	Syap.g_02486
OG0000802	Prbn.g_00199	Syap.g_02659
OG0000803	Prbn.g_00201	Syap.g_02109
OG0000804	Prbn.g_00202	Syap.g_02113
OG0000805	Prbn.g_00204	Syap.g_02115
OG0000806	Prbn.g_00206	Syap.g_02117
OG0000807	Prbn.g_00207	Syap.g_02118
OG0000808	Prbn.g_00208	Syap.g_02119
OG0000809	Prbn.g_00210	Syap.g_02122
OG0000810	Prbn.g_00211	Syap.g_02124
OG0000811	Prbn.g_00215	Syap.g_02472
OG0000812	Prbn.g_00217	Syap.g_02474
OG0000813	Prbn.g_00218	Syap.g_02475
OG0000814	Prbn.g_00220	Syap.g_02753
OG0000815	Prbn.g_00221	Syap.g_02752
OG0000816	Prbn.g_00223	Syap.g_02289
OG0000817	Prbn.g_00224	Syap.g_02527
OG0000818	Prbn.g_00229	Syap.g_02001
OG0000819	Prbn.g_00230	Syap.g_02002
OG0000820	Prbn.g_00231	Syap.g_02003
OG0000821	Prbn.g_00235	Syap.g_02009
OG0000822	Prbn.g_00236	Syap.g_02011
OG0000824	Prbn.g_00240	Syap.g_00008
OG0000825	Prbn.g_00241	Syap.g_00009
OG0000826	Prbn.g_00242	Syap.g_00010
OG0000827	Prbn.g_00243	Syap.g_00011
OG0000828	Prbn.g_00246	Syap.g_00014
OG0000829	Prbn.g_00247	Syap.g_00015
OG0000830	Prbn.g_00248	Syap.g_00016
OG0000831	Prbn.g_00250	Syap.g_00019
OG0000832	Prbn.g_00260	Syap.g_00752
OG0000833	Prbn.g_00269	Syap.g_00021
OG0000834	Prbn.g_00270	Syap.g_00023
OG0000835	Prbn.g_00271	Syap.g_00024
OG0000836	Prbn.g_00272	Syap.g_00026
OG0000837	Prbn.g_00273	Syap.g_00027
OG0000838	Prbn.g_00275	Syap.g_00031
OG0000839	Prbn.g_00276	Syap.g_00032
OG0000840	Prbn.g_00277	Syap.g_00033
OG0000841	Prbn.g_00278	Syap.g_00034
OG0000842	Prbn.g_00279	Syap.g_00035
OG0000843	Prbn.g_00280	Syap.g_00036
OG0000844	Prbn.g_00281	Syap.g_00039
OG0000845	Prbn.g_00282	Syap.g_00040
OG0000846	Prbn.g_00283	Syap.g_00042
OG0000847	Prbn.g_00284	Syap.g_00043
OG0000848	Prbn.g_00285	Syap.g_00045
OG0000849	Prbn.g_00286	Syap.g_00046
OG0000850	Prbn.g_00288	Syap.g_00310
OG0000851	Prbn.g_00289	Syap.g_01214
OG0000852	Prbn.g_00904	Syap.g_01215
OG0000853	Prbn.g_00898	Syap.g_01219
OG0000854	Prbn.g_00896	Syap.g_01222
OG0000855	Prbn.g_00895	Syap.g_01223
OG0000856	Prbn.g_00486	Syap.g_01286
OG0000857	Prbn.g_01531	Syap.g_02722
OG0000858	Prbn.g_01738	Syap.g_00612
OG0000859	Prbn.g_01739	Syap.g_00613
OG0000860	Prbn.g_01747	Syap.g_00623
OG0000861	Prbn.g_01748	Syap.g_02789
OG0000862	Prbn.g_01749	Syap.g_01789
OG0000863	Prbn.g_01751	Syap.g_01784
OG0000864	Prbn.g_01752	Syap.g_01783
OG0000865	Prbn.g_01753	Syap.g_01781, Syap.g_01782
OG0000866	Prbn.g_01754	Syap.g_01780
OG0000867	Prbn.g_01755	Syap.g_01779
OG0000868	Prbn.g_01757	Syap.g_01775
OG0000869	Prbn.g_01760	Syap.g_01770
OG0000870	Prbn.g_01765	Syap.g_01401
OG0000871	Prbn.g_01766	Syap.g_01400
OG0000872	Prbn.g_01767	Syap.g_01394
OG0000873	Prbn.g_01771	Syap.g_01390
OG0000874	Prbn.g_01774	Syap.g_01388
OG0000875	Prbn.g_01775	Syap.g_01386
OG0000876	Prbn.g_01776	Syap.g_00822
OG0000877	Prbn.g_01778	Syap.g_01380
OG0000878	Prbn.g_01779	Syap.g_01378
OG0000879	Prbn.g_01780	Syap.g_01377
OG0000880	Prbn.g_01781	Syap.g_01376
OG0000882	Prbn.g_01790	Syap.g_01516
OG0000883	Prbn.g_01792	Syap.g_01511
OG0000884	Prbn.g_01794	Syap.g_01509
OG0000885	Prbn.g_01795	Syap.g_01508
OG0000886	Prbn.g_01796	Syap.g_01507
OG0000887	Prbn.g_01797	Syap.g_01506
OG0000888	Prbn.g_01799	Syap.g_01504
OG0000889	Prbn.g_01801	Syap.g_01502
OG0000890	Prbn.g_01802	Syap.g_01499
OG0000891	Prbn.g_01803	Syap.g_01498
OG0000892	Prbn.g_01805	Syap.g_02671
OG0000893	Prbn.g_01809	Syap.g_02497
OG0000894	Prbn.g_01812	Syap.g_02679
OG0000895	Prbn.g_01816	Syap.g_00546
OG0000896	Prbn.g_01817	Syap.g_00545
OG0000897	Prbn.g_01819	Syap.g_00543
OG0000898	Prbn.g_01820	Syap.g_00542
OG0000899	Prbn.g_01821	Syap.g_00541
OG0000900	Prbn.g_01822	Syap.g_00540
OG0000901	Prbn.g_01825	Syap.g_01930
OG0000902	Prbn.g_01827	Syap.g_01929
OG0000903	Prbn.g_01831	Syap.g_01916
OG0000904	Prbn.g_01835	Syap.g_01922
OG0000905	Prbn.g_01829	Syap.g_01925
OG0000906	Prbn.g_01828	Syap.g_01927
OG0000907	Prbn.g_01838	Syap.g_01914
OG0000908	Prbn.g_01841	Syap.g_01235
OG0000909	Prbn.g_01842	Syap.g_01236
OG0000910	Prbn.g_01843	Syap.g_01237
OG0000911	Prbn.g_01845	Syap.g_00511
OG0000912	Prbn.g_01846	Syap.g_00510
OG0000913	Prbn.g_01847	Syap.g_00509
OG0000914	Prbn.g_01848	Syap.g_00508
OG0000915	Prbn.g_01849	Syap.g_00506
OG0000916	Prbn.g_01850	Syap.g_00505
OG0000917	Prbn.g_01851	Syap.g_00504
OG0000918	Prbn.g_01852	Syap.g_00503
OG0000919	Prbn.g_01853	Syap.g_00502
OG0000920	Prbn.g_01854	Syap.g_00501
OG0000921	Prbn.g_01855	Syap.g_00500
OG0000922	Prbn.g_01856	Syap.g_00499
OG0000923	Prbn.g_01860	Syap.g_00495
OG0000924	Prbn.g_01861	Syap.g_00494
OG0000925	Prbn.g_01862	Syap.g_00493
OG0000926	Prbn.g_01863	Syap.g_00492
OG0000927	Prbn.g_01865	Syap.g_00490
OG0000928	Prbn.g_01866	Syap.g_00489
OG0000929	Prbn.g_01867	Syap.g_00488
OG0000930	Prbn.g_01868	Syap.g_00487
OG0000931	Prbn.g_01869	Syap.g_00486
OG0000932	Prbn.g_01870	Syap.g_00485
OG0000933	Prbn.g_01874	Syap.g_00479
OG0000934	Prbn.g_01876	Syap.g_00477
OG0000935	Prbn.g_01877	Syap.g_00476
OG0000936	Prbn.g_01878	Syap.g_00475
OG0000937	Prbn.g_01879	Syap.g_00474
OG0000938	Prbn.g_01882	Syap.g_00471
OG0000939	Prbn.g_01883	Syap.g_00469
OG0000940	Prbn.g_01890	Syap.g_00460
OG0000941	Prbn.g_01892	Syap.g_00458
OG0000942	Prbn.g_01894	Syap.g_00606
OG0000943	Prbn.g_01895	Syap.g_00604
OG0000944	Prbn.g_01897	Syap.g_00602
OG0000945	Prbn.g_01898	Syap.g_00601
OG0000946	Prbn.g_01903	Syap.g_00595
OG0000947	Prbn.g_01905	Syap.g_00591
OG0000948	Prbn.g_01906	Syap.g_00590
OG0000949	Prbn.g_01909	Syap.g_01051
OG0000950	Prbn.g_01916	Syap.g_01061
OG0000951	Prbn.g_01920	Syap.g_01070
OG0000952	Prbn.g_01015	Syap.g_01074
OG0000953	Prbn.g_01011	Syap.g_01078
OG0000954	Prbn.g_01007	Syap.g_01089
OG0000955	Prbn.g_01006	Syap.g_01090
OG0000956	Prbn.g_01004	Syap.g_01092
OG0000957	Prbn.g_00998	Syap.g_01109
OG0000958	Prbn.g_00997	Syap.g_01110
OG0000959	Prbn.g_00993	Syap.g_01114
OG0000960	Prbn.g_00992	Syap.g_01115
OG0000961	Prbn.g_00989	Syap.g_02170
OG0000962	Prbn.g_00987	Syap.g_01121
OG0000963	Prbn.g_00983	Syap.g_01124
OG0000964	Prbn.g_00982	Syap.g_01125
OG0000965	Prbn.g_00981	Syap.g_01126
OG0000966	Prbn.g_00975	Syap.g_01141
OG0000967	Prbn.g_00971	Syap.g_00633
OG0000968	Prbn.g_00969	Syap.g_00998
OG0000969	Prbn.g_00968	Syap.g_00996
OG0000970	Prbn.g_00967	Syap.g_00995
OG0000971	Prbn.g_00966	Syap.g_00993
OG0000972	Prbn.g_00965	Syap.g_00992
OG0000973	Prbn.g_00964	Syap.g_00991
OG0000974	Prbn.g_00963	Syap.g_00990
OG0000975	Prbn.g_00962	Syap.g_00989
OG0000976	Prbn.g_00961	Syap.g_00988
OG0000977	Prbn.g_00960	Syap.g_00986
OG0000978	Prbn.g_00959	Syap.g_00985
OG0000979	Prbn.g_00957	Syap.g_00980
OG0000980	Prbn.g_00955	Syap.g_00977
OG0000981	Prbn.g_00952	Syap.g_01812
OG0000982	Prbn.g_00950	Syap.g_00132
OG0000983	Prbn.g_00949	Syap.g_00134
OG0000984	Prbn.g_00948	Syap.g_00135
OG0000985	Prbn.g_00945	Syap.g_00140
OG0000986	Prbn.g_00943	Syap.g_01044
OG0000987	Prbn.g_00942	Syap.g_01033
OG0000988	Prbn.g_00939	Syap.g_01027
OG0000989	Prbn.g_00935	Syap.g_01011
OG0000990	Prbn.g_00931	Syap.g_02087
OG0000991	Prbn.g_00930	Syap.g_02091
OG0000992	Prbn.g_00927	Syap.g_02095
OG0000993	Prbn.g_00926	Syap.g_02097
OG0000994	Prbn.g_00925	Syap.g_02101
OG0000996	Prbn.g_00920	Syap.g_01817
OG0000997	Prbn.g_00917	Syap.g_02590
OG0000998	Prbn.g_00915	Syap.g_02591
OG0000999	Prbn.g_00914	Syap.g_02592
OG0001001	Prbn.g_00908	Syap.g_02605
OG0001002	Prbn.g_00291	Syap.g_00124
OG0001003	Prbn.g_00292	Syap.g_02310
OG0001004	Prbn.g_00293	Syap.g_02311
OG0001005	Prbn.g_00294	Syap.g_02312
OG0001006	Prbn.g_00298	Syap.g_00053
OG0001007	Prbn.g_00300	Syap.g_00055
OG0001008	Prbn.g_00676	Syap.g_02060
OG0001012	Prbn.g_00738	Syap.g_00371
OG0001013	Prbn.g_00731	Syap.g_01325
OG0001016	Prbn.g_00704	Syap.g_01695
OG0001033	Prbn.g_00345	Syap.g_00105
OG0001035	Prbn.g_00021	Syap.g_01594
OG0001038	Prbn.g_00045	Syap.g_01362
OG0001039	Prbn.g_00048	Syap.g_01359
OG0001040	Prbn.g_00050	Syap.g_01356
OG0001041	Prbn.g_00055	Syap.g_01352
OG0001043	Prbn.g_00073	Syap.g_01676
OG0001044	Prbn.g_00104	Syap.g_00571
OG0001053	Prbn.g_00631	Syap.g_02253
OG0001054	Prbn.g_00616	Syap.g_00274
OG0001055	Prbn.g_00597	Syap.g_00252
OG0001059	Prbn.g_00563	Syap.g_00306
OG0001060	Prbn.g_00557	Syap.g_00299
OG0001061	Prbn.g_00542	Syap.g_01309
OG0001062	Prbn.g_00540	Syap.g_01314
OG0001072	Prbn.g_00525	Syap.g_00441
OG0001073	Prbn.g_00511	Syap.g_00122, Syap.g_00455
OG0001078	Prbn.g_00427	Syap.g_00896
OG0001080	Prbn.g_00445	Syap.g_02505
OG0001085	Prbn.g_01594	Syap.g_01953
OG0001094	Prbn.g_00856	Syap.g_00187
OG0001095	Prbn.g_01533	Syap.g_02725
OG0001096	Prbn.g_01519	Syap.g_02709
OG0001100	Prbn.g_01630	Syap.g_02369
OG0001102	Prbn.g_01624	Syap.g_01258
OG0001103	Prbn.g_01622	Syap.g_01256
OG0001104	Prbn.g_01599	Syap.g_00171
OG0001105	Prbn.g_01595	Syap.g_00175
OG0001107	Prbn.g_01420	Syap.g_02015
OG0001108	Prbn.g_01416	Syap.g_00119
OG0001122	Prbn.g_01381	Syap.g_02766
OG0001123	Prbn.g_01375	Syap.g_01872
OG0001133	Prbn.g_01239	Syap.g_01292
OG0001136	Prbn.g_01186	Syap.g_00230
OG0001137	Prbn.g_01198	Syap.g_00213
OG0001140	Prbn.g_00395	Syap.g_02134
OG0001152	Prbn.g_00166	Syap.g_02447
OG0001154	Prbn.g_00245	Syap.g_00013
OG0001155	Prbn.g_00262	Syap.g_00750
OG0001160	Prbn.g_00900	Syap.g_01217
OG0001162	Prbn.g_00134	Syap.g_02366
OG0001163	Prbn.g_01736	Syap.g_00609
OG0001164	Prbn.g_01740	Syap.g_00614
OG0001165	Prbn.g_01743	Syap.g_00619
OG0001168	Prbn.g_01784	Syap.g_01372
OG0001171	Prbn.g_01798	Syap.g_01505
OG0001172	Prbn.g_01814	Syap.g_00547
OG0001177	Prbn.g_01834	Syap.g_01920
OG0001178	Prbn.g_01750	Syap.g_01786, Syap.g_01787
OG0001179	Prbn.g_01864	Syap.g_00491
OG0001180	Prbn.g_01887	Syap.g_00097, Syap.g_00465
OG0001181	Prbn.g_01891	Syap.g_00459
OG0001183	Prbn.g_01904	Syap.g_00594
OG0001185	Prbn.g_01001	Syap.g_01104
OG0001186	Prbn.g_00977	Syap.g_01140
OG0001187	Prbn.g_00974	Syap.g_01142
OG0001188	Prbn.g_00972	Syap.g_00634
OG0001189	Prbn.g_00956	Syap.g_00979
OG0001191	Prbn.g_00941	Syap.g_01030
OG0001192	Prbn.g_00936	Syap.g_01021
OG0001198	Prbn.g_00297	Syap.g_00052
OG0001199	Prbn.g_00703	Syap.g_01696
OG0001202	Prbn.g_00354	Syap.g_01613
OG0001203	Prbn.g_00312	Syap.g_01154
OG0001204	Prbn.g_00306	Syap.g_01577
OG0001214	Prbn.g_00428	Syap.g_00897
OG0001217	Prbn.g_01023	Syap.g_01464
OG0001218	Prbn.g_01126	Syap.g_00020
OG0001219	Prbn.g_01447	Syap.g_02794
OG0001221	Prbn.g_01610	Syap.g_01777
OG0001222	Prbn.g_01368	Syap.g_02027
OG0001224	Prbn.g_01467	Syap.g_01551
OG0001225	Prbn.g_01469	Syap.g_01553
OG0001226	Prbn.g_00476	Syap.g_02551
OG0001228	Prbn.g_00412	Syap.g_01063
OG0001229	Prbn.g_01127	Syap.g_00827
OG0001230	Prbn.g_00205	Syap.g_02116
OG0001231	Prbn.g_00691	Syap.g_00073
OG0001235	Prbn.g_01830	Syap.g_01924
OG0001236	Prbn.g_01919	Syap.g_01069
OG0001237	Prbn.g_01016	Syap.g_01073
OG0001238	Prbn.g_00940	Syap.g_01028
OG0001239	Prbn.g_00706	Syap.g_01693, Syap.g_01692
OG0001242	Prbn.g_01298	Syap.g_02227, Syap.g_02229
OG0001243	Prbn.g_01291	Syap.g_02219
OG0001244	Prbn.g_01276	Syap.g_02192
OG0001248	Prbn.g_01578	Syap.g_00423
OG0001249	Prbn.g_00102	Syap.g_00575
OG0001250	Prbn.g_01503	Syap.g_01836
OG0001251	Prbn.g_01929	Syap.g_01549, Syap.g_01727
OG0001253	Prbn.g_00473	Syap.g_01969
OG0001255	Prbn.g_01171	Syap.g_02523
OG0001256	Prbn.g_00893	Syap.g_01225
OG0001258	Prbn.g_01741	Syap.g_00617
OG0001260	Prbn.g_01804	Syap.g_01497
OG0001261	Prbn.g_01872	Syap.g_00482
OG0001263	Prbn.g_01289	Syap.g_02216
OG0001265	Prbn.g_01299	Syap.g_02231
OG0001266	Prbn.g_00350	Syap.g_01618
OG0001267	Prbn.g_00047	Syap.g_01360
OG0001268	Prbn.g_00110	Syap.g_00563
OG0001270	Prbn.g_00679	Syap.g_02056
OG0001271	Prbn.g_00642	Syap.g_02759
OG0001272	Prbn.g_00628	Syap.g_02250
OG0001274	Prbn.g_00326	Syap.g_01897
OG0001275	Prbn.g_01390	Syap.g_02694
OG0001276	Prbn.g_01376	Syap.g_01873
OG0001277	Prbn.g_00918	Syap.g_01293
OG0001278	Prbn.g_00416	Syap.g_02438
OG0001279	Prbn.g_00810	Syap.g_02663
OG0001282	Prbn.g_01241	Syap.g_01701
OG0001284	Prbn.g_00287	Syap.g_00047
OG0001286	Prbn.g_01885	Syap.g_00467
OG0001287	Prbn.g_00994	Syap.g_00418
OG0001288	Prbn.g_00984	Syap.g_01123
OG0001289	Prbn.g_01334	Syap.g_02365
OG0001291	Prbn.g_01281	Syap.g_02207
OG0001292	Prbn.g_00014	Syap.g_01583
OG0001297	Prbn.g_00600	Syap.g_00255
