Orthogroup	Praa	Syan
OG0000600	Praa.g_00645	Syan.g_00801
OG0000601	Praa.g_00646	Syan.g_00800
OG0000602	Praa.g_00648	Syan.g_00796
OG0000603	Praa.g_00649	Syan.g_00795
OG0000604	Praa.g_00650	Syan.g_00792
OG0000605	Praa.g_00651	Syan.g_00783
OG0000606	Praa.g_00654	Syan.g_00780
OG0000607	Praa.g_00657	Syan.g_00777
OG0000608	Praa.g_00658	Syan.g_00776
OG0000609	Praa.g_00659	Syan.g_00774
OG0000610	Praa.g_00664	Syan.g_00766
OG0000611	Praa.g_00667	Syan.g_00763
OG0000612	Praa.g_00668	Syan.g_00762
OG0000613	Praa.g_00673	Syan.g_01965
OG0000614	Praa.g_00692	Syan.g_00184
OG0000615	Praa.g_00700	Syan.g_00728
OG0000616	Praa.g_00704	Syan.g_01694
OG0000617	Praa.g_00717	Syan.g_00324
OG0000618	Praa.g_00718	Syan.g_00325
OG0000619	Praa.g_00719	Syan.g_00326
OG0000620	Praa.g_00722	Syan.g_00331
OG0000621	Praa.g_00723	Syan.g_00332
OG0000622	Praa.g_00724	Syan.g_00334
OG0000623	Praa.g_00725	Syan.g_00335
OG0000624	Praa.g_00726	Syan.g_00337
OG0000625	Praa.g_00727	Syan.g_00338
OG0000626	Praa.g_00728	Syan.g_00339
OG0000627	Praa.g_00729	Syan.g_00465
OG0000628	Praa.g_00730	Syan.g_00466
OG0000629	Praa.g_00731	Syan.g_00469
OG0000630	Praa.g_00734	Syan.g_00474
OG0000631	Praa.g_00794	Syan.g_00484
OG0000632	Praa.g_00795	Syan.g_00485
OG0000633	Praa.g_00796	Syan.g_00489
OG0000634	Praa.g_00799	Syan.g_00694
OG0000635	Praa.g_00800	Syan.g_00693
OG0000636	Praa.g_00802	Syan.g_00691
OG0000637	Praa.g_00804	Syan.g_00689
OG0000638	Praa.g_00805	Syan.g_00688
OG0000639	Praa.g_00806	Syan.g_00687
OG0000640	Praa.g_00807	Syan.g_00686
OG0000641	Praa.g_00812	Syan.g_00682
OG0000642	Praa.g_00813	Syan.g_00681
OG0000643	Praa.g_00814	Syan.g_00679
OG0000644	Praa.g_00815	Syan.g_00678
OG0000645	Praa.g_00816	Syan.g_00676
OG0000646	Praa.g_00818	Syan.g_00673
OG0000647	Praa.g_00819	Syan.g_00671
OG0000648	Praa.g_00821	Syan.g_00669
OG0000649	Praa.g_00822	Syan.g_00668
OG0000650	Praa.g_00823	Syan.g_00667
OG0000651	Praa.g_00824	Syan.g_00666
OG0000652	Praa.g_00825	Syan.g_00665
OG0000653	Praa.g_00827	Syan.g_00663
OG0000654	Praa.g_00828	Syan.g_00661
OG0000655	Praa.g_00829	Syan.g_00660
OG0000656	Praa.g_00832	Syan.g_00656
OG0000657	Praa.g_00840	Syan.g_00375
OG0000658	Praa.g_00841	Syan.g_00378
OG0000659	Praa.g_00842	Syan.g_00379
OG0000660	Praa.g_00846	Syan.g_00383
OG0000661	Praa.g_00848	Syan.g_00385
OG0000662	Praa.g_00850	Syan.g_00392
OG0000663	Praa.g_00852	Syan.g_00395
OG0000664	Praa.g_00853	Syan.g_00397
OG0000665	Praa.g_00857	Syan.g_00788
OG0000666	Praa.g_00858	Syan.g_02100
OG0000667	Praa.g_00862	Syan.g_00044
OG0000668	Praa.g_00892	Syan.g_00365
OG0000669	Praa.g_00899	Syan.g_00751
OG0000670	Praa.g_00901	Syan.g_00748
OG0000671	Praa.g_00903	Syan.g_00746
OG0000672	Praa.g_00905	Syan.g_00743
OG0000673	Praa.g_00908	Syan.g_00740
OG0000674	Praa.g_00910	Syan.g_00738
OG0000675	Praa.g_00911	Syan.g_00737
OG0000676	Praa.g_00913	Syan.g_00735
OG0000677	Praa.g_00914	Syan.g_00734
OG0000678	Praa.g_00916	Syan.g_00732
OG0000679	Praa.g_00920	Syan.g_00724
OG0000680	Praa.g_00921	Syan.g_00723
OG0000681	Praa.g_00923	Syan.g_00720
OG0000682	Praa.g_00924	Syan.g_00719
OG0000683	Praa.g_00925	Syan.g_00718
OG0000684	Praa.g_00926	Syan.g_00715
OG0000685	Praa.g_00928	Syan.g_00713
OG0000686	Praa.g_00929	Syan.g_00712
OG0000687	Praa.g_00930	Syan.g_00711
OG0000688	Praa.g_00933	Syan.g_00706
OG0000689	Praa.g_00934	Syan.g_00704
OG0000690	Praa.g_00935	Syan.g_00703
OG0000691	Praa.g_00936	Syan.g_00702
OG0000692	Praa.g_00938	Syan.g_00700
OG0000693	Praa.g_00939	Syan.g_00698
OG0000694	Praa.g_00940	Syan.g_00697
OG0000695	Praa.g_00942	Syan.g_00492
OG0000696	Praa.g_00943	Syan.g_00493
OG0000697	Praa.g_00944	Syan.g_00495
OG0000698	Praa.g_00947	Syan.g_00498
OG0000699	Praa.g_00948	Syan.g_00500
OG0000700	Praa.g_00949	Syan.g_00501
OG0000701	Praa.g_00950	Syan.g_00502
OG0000702	Praa.g_00952	Syan.g_00534
OG0000703	Praa.g_00953	Syan.g_00546
OG0000704	Praa.g_00954	Syan.g_00550
OG0000705	Praa.g_00958	Syan.g_00557
OG0000706	Praa.g_00959	Syan.g_00558
OG0000707	Praa.g_00960	Syan.g_00559
OG0000708	Praa.g_00961	Syan.g_00562
OG0000709	Praa.g_00965	Syan.g_00570
OG0000710	Praa.g_00968	Syan.g_00574
OG0000711	Praa.g_00985	Syan.g_00607
OG0000712	Praa.g_00987	Syan.g_00609
OG0000713	Praa.g_00988	Syan.g_00610
OG0000714	Praa.g_00989	Syan.g_00624
OG0000715	Praa.g_00991	Syan.g_00626
OG0000716	Praa.g_00993	Syan.g_00630
OG0000717	Praa.g_00994	Syan.g_00631
OG0000718	Praa.g_01008	Syan.g_00651
OG0000719	Praa.g_01010	Syan.g_00367
OG0000720	Praa.g_01019	Syan.g_00354
OG0000721	Praa.g_01021	Syan.g_00352
OG0000722	Praa.g_01022	Syan.g_00351
OG0000723	Praa.g_01025	Syan.g_00341
OG0000724	Praa.g_01034	Syan.g_00299
OG0000725	Praa.g_01040	Syan.g_00194
OG0000726	Praa.g_01041	Syan.g_00193
OG0000727	Praa.g_01042	Syan.g_00192
OG0000728	Praa.g_01044	Syan.g_00190
OG0000729	Praa.g_01091	Syan.g_01885
OG0000730	Praa.g_01095	Syan.g_02147
OG0000731	Praa.g_01099	Syan.g_02135
OG0000732	Praa.g_01109	Syan.g_01726
OG0000733	Praa.g_01128	Syan.g_01147
OG0000734	Praa.g_01145	Syan.g_02982
OG0000735	Praa.g_01147	Syan.g_02713
OG0000736	Praa.g_01148	Syan.g_02712
OG0000737	Praa.g_01149	Syan.g_02711
OG0000738	Praa.g_01153	Syan.g_02705
OG0000739	Praa.g_01154	Syan.g_02704
OG0000740	Praa.g_01155	Syan.g_02703
OG0000741	Praa.g_01156	Syan.g_02700
OG0000742	Praa.g_01158	Syan.g_02697
OG0000743	Praa.g_01160	Syan.g_02694
OG0000744	Praa.g_01161	Syan.g_02693
OG0000745	Praa.g_01162	Syan.g_02690
OG0000746	Praa.g_01164	Syan.g_02687
OG0000747	Praa.g_01165	Syan.g_02685
OG0000748	Praa.g_01168	Syan.g_02669
OG0000749	Praa.g_01169	Syan.g_02668
OG0000750	Praa.g_01170	Syan.g_02667
OG0000751	Praa.g_01172	Syan.g_02661
OG0000752	Praa.g_01174	Syan.g_02659
OG0000753	Praa.g_01177	Syan.g_02656
OG0000754	Praa.g_01180	Syan.g_02650
OG0000755	Praa.g_01183	Syan.g_02641
OG0000756	Praa.g_01184	Syan.g_02640
OG0000757	Praa.g_01190	Syan.g_02623
OG0000758	Praa.g_01191	Syan.g_02622
OG0000759	Praa.g_01192	Syan.g_02621
OG0000760	Praa.g_01193	Syan.g_02620
OG0000761	Praa.g_01194	Syan.g_02619
OG0000762	Praa.g_01195	Syan.g_02617
OG0000763	Praa.g_01197	Syan.g_02615
OG0000764	Praa.g_01198	Syan.g_02614
OG0000765	Praa.g_01207	Syan.g_02587
OG0000766	Praa.g_01208	Syan.g_02586
OG0000767	Praa.g_01210	Syan.g_02584
OG0000768	Praa.g_01211	Syan.g_02583
OG0000769	Praa.g_01213	Syan.g_02581
OG0000770	Praa.g_01215	Syan.g_02561
OG0000771	Praa.g_01224	Syan.g_00305
OG0000772	Praa.g_01290	Syan.g_00436
OG0000773	Praa.g_01309	Syan.g_01199
OG0000774	Praa.g_01311	Syan.g_01205
OG0000775	Praa.g_01313	Syan.g_01207
OG0000776	Praa.g_01314	Syan.g_01208
OG0000777	Praa.g_01315	Syan.g_01209
OG0000778	Praa.g_01316	Syan.g_01210
OG0000779	Praa.g_01320	Syan.g_01215
OG0000780	Praa.g_01321	Syan.g_01218
OG0000781	Praa.g_01324	Syan.g_01222
OG0000782	Praa.g_01325	Syan.g_01223
OG0000783	Praa.g_01326	Syan.g_01224
OG0000784	Praa.g_01327	Syan.g_01225
OG0000785	Praa.g_01329	Syan.g_01228
OG0000786	Praa.g_01331	Syan.g_01243
OG0000787	Praa.g_01332	Syan.g_01244
OG0000788	Praa.g_01353	Syan.g_00843
OG0000789	Praa.g_01356	Syan.g_00075
OG0000790	Praa.g_01371	Syan.g_02778
OG0000791	Praa.g_01373	Syan.g_02780
OG0000792	Praa.g_01374	Syan.g_02781
OG0000793	Praa.g_01377	Syan.g_02879
OG0000794	Praa.g_01378	Syan.g_02881
OG0000795	Praa.g_01379	Syan.g_02882
OG0000796	Praa.g_01383	Syan.g_02886
OG0000797	Praa.g_01384	Syan.g_02888
OG0000798	Praa.g_01393	Syan.g_02026
OG0000799	Praa.g_01458	Syan.g_01310
OG0000800	Praa.g_01459	Syan.g_01308
OG0000801	Praa.g_01460	Syan.g_01307
OG0000802	Praa.g_01462	Syan.g_01303
OG0000803	Praa.g_01464	Syan.g_01294
OG0000804	Praa.g_01465	Syan.g_01291
OG0000805	Praa.g_01467	Syan.g_01289
OG0000806	Praa.g_01469	Syan.g_01287
OG0000807	Praa.g_01470	Syan.g_01286
OG0000808	Praa.g_01471	Syan.g_01285
OG0000809	Praa.g_01474	Syan.g_01281
OG0000810	Praa.g_01475	Syan.g_01280
OG0000811	Praa.g_01479	Syan.g_01272
OG0000812	Praa.g_01481	Syan.g_01270
OG0000813	Praa.g_01482	Syan.g_01269
OG0000814	Praa.g_01484	Syan.g_01267
OG0000815	Praa.g_01485	Syan.g_01249
OG0000816	Praa.g_01487	Syan.g_01247
OG0000817	Praa.g_01488	Syan.g_01328
OG0000818	Praa.g_01493	Syan.g_02807
OG0000819	Praa.g_01494	Syan.g_02808
OG0000820	Praa.g_01495	Syan.g_02809
OG0000821	Praa.g_01499	Syan.g_02815
OG0000822	Praa.g_01500	Syan.g_02817
OG0000823	Praa.g_01501	Syan.g_02818
OG0000824	Praa.g_01504	Syan.g_02824
OG0000825	Praa.g_01505	Syan.g_02825
OG0000826	Praa.g_01506	Syan.g_02826
OG0000827	Praa.g_01507	Syan.g_02827
OG0000828	Praa.g_01510	Syan.g_02830
OG0000829	Praa.g_01511	Syan.g_02831
OG0000830	Praa.g_01512	Syan.g_02832
OG0000831	Praa.g_01514	Syan.g_02834
OG0000832	Praa.g_01520	Syan.g_02408
OG0000833	Praa.g_01528	Syan.g_01343
OG0000834	Praa.g_01529	Syan.g_01345
OG0000835	Praa.g_01530	Syan.g_01346
OG0000836	Praa.g_01531	Syan.g_01349
OG0000837	Praa.g_01532	Syan.g_01351
OG0000838	Praa.g_01534	Syan.g_01355
OG0000839	Praa.g_01535	Syan.g_01356
OG0000840	Praa.g_01536	Syan.g_01357
OG0000841	Praa.g_01537	Syan.g_01358
OG0000842	Praa.g_01538	Syan.g_01359
OG0000843	Praa.g_01539	Syan.g_01360
OG0000844	Praa.g_01541	Syan.g_01362
OG0000845	Praa.g_01542	Syan.g_01363
OG0000846	Praa.g_01543	Syan.g_01364
OG0000847	Praa.g_01544	Syan.g_01365
OG0000848	Praa.g_01545	Syan.g_01367
OG0000849	Praa.g_01546	Syan.g_01368
OG0000850	Praa.g_01548	Syan.g_01371
OG0000851	Praa.g_01549	Syan.g_01374
OG0000852	Praa.g_01550	Syan.g_01375
OG0000853	Praa.g_01554	Syan.g_01379
OG0000854	Praa.g_01556	Syan.g_01381
OG0000855	Praa.g_01557	Syan.g_01382
OG0000856	Praa.g_01572	Syan.g_01136
OG0000857	Praa.g_01600	Syan.g_00672
OG0000858	Praa.g_01629	Syan.g_01389
OG0000859	Praa.g_01630	Syan.g_01390
OG0000860	Praa.g_01637	Syan.g_01402
OG0000861	Praa.g_01638	Syan.g_01403
OG0000862	Praa.g_01639	Syan.g_01412
OG0000863	Praa.g_01641	Syan.g_01414
OG0000864	Praa.g_01642	Syan.g_00969
OG0000865	Praa.g_01643	Syan.g_01415
OG0000866	Praa.g_01644	Syan.g_01416
OG0000867	Praa.g_01645	Syan.g_01417
OG0000868	Praa.g_01646	Syan.g_01421
OG0000869	Praa.g_01650	Syan.g_01426
OG0000870	Praa.g_01655	Syan.g_01431
OG0000871	Praa.g_01656	Syan.g_01432
OG0000872	Praa.g_01657	Syan.g_01438
OG0000873	Praa.g_01660	Syan.g_01441
OG0000874	Praa.g_01663	Syan.g_01443
OG0000875	Praa.g_01665	Syan.g_01445
OG0000876	Praa.g_01666	Syan.g_00391
OG0000877	Praa.g_01668	Syan.g_01449
OG0000878	Praa.g_01669	Syan.g_01450
OG0000879	Praa.g_01670	Syan.g_01451
OG0000880	Praa.g_01671	Syan.g_01452
OG0000881	Praa.g_01675	Syan.g_01457
OG0000882	Praa.g_01680	Syan.g_01462
OG0000883	Praa.g_01682	Syan.g_01464
OG0000884	Praa.g_01684	Syan.g_01466
OG0000885	Praa.g_01685	Syan.g_01467
OG0000886	Praa.g_01686	Syan.g_01468
OG0000887	Praa.g_01687	Syan.g_01469
OG0000888	Praa.g_01689	Syan.g_01471
OG0000889	Praa.g_01691	Syan.g_01473
OG0000890	Praa.g_01692	Syan.g_01476
OG0000891	Praa.g_01693	Syan.g_01477
OG0000892	Praa.g_01695	Syan.g_01480
OG0000893	Praa.g_01699	Syan.g_02103
OG0000894	Praa.g_01701	Syan.g_02108
OG0000895	Praa.g_01704	Syan.g_02112
OG0000896	Praa.g_01705	Syan.g_02113
OG0000897	Praa.g_01707	Syan.g_02115
OG0000898	Praa.g_01708	Syan.g_02116
OG0000899	Praa.g_01709	Syan.g_02117
OG0000900	Praa.g_01710	Syan.g_02118
OG0000901	Praa.g_01713	Syan.g_02123
OG0000902	Praa.g_01715	Syan.g_02125
OG0000903	Praa.g_01718	Syan.g_02252
OG0000904	Praa.g_01720	Syan.g_02258
OG0000905	Praa.g_01725	Syan.g_02129
OG0000906	Praa.g_01726	Syan.g_02127
OG0000907	Praa.g_01733	Syan.g_02245
OG0000908	Praa.g_01736	Syan.g_02242
OG0000909	Praa.g_01737	Syan.g_02241
OG0000910	Praa.g_01738	Syan.g_02240
OG0000911	Praa.g_01740	Syan.g_02238
OG0000912	Praa.g_01741	Syan.g_02237
OG0000913	Praa.g_01742	Syan.g_02236
OG0000914	Praa.g_01743	Syan.g_02235
OG0000915	Praa.g_01744	Syan.g_02233
OG0000916	Praa.g_01745	Syan.g_02232
OG0000917	Praa.g_01746	Syan.g_02231
OG0000918	Praa.g_01747	Syan.g_02230
OG0000919	Praa.g_01748	Syan.g_02229
OG0000920	Praa.g_01749	Syan.g_02228
OG0000921	Praa.g_01750	Syan.g_02227
OG0000922	Praa.g_01751	Syan.g_02226
OG0000923	Praa.g_01755	Syan.g_02222
OG0000924	Praa.g_01756	Syan.g_02221
OG0000925	Praa.g_01757	Syan.g_02220
OG0000926	Praa.g_01758	Syan.g_02219
OG0000927	Praa.g_01760	Syan.g_02217
OG0000928	Praa.g_01761	Syan.g_02216
OG0000929	Praa.g_01762	Syan.g_02215
OG0000930	Praa.g_01763	Syan.g_02214
OG0000931	Praa.g_01764	Syan.g_02213
OG0000932	Praa.g_01765	Syan.g_02212
OG0000933	Praa.g_01769	Syan.g_02206
OG0000934	Praa.g_01771	Syan.g_02204
OG0000935	Praa.g_01772	Syan.g_02203
OG0000936	Praa.g_01773	Syan.g_02202
OG0000937	Praa.g_01774	Syan.g_02201
OG0000938	Praa.g_01776	Syan.g_02198
OG0000939	Praa.g_01777	Syan.g_02197
OG0000940	Praa.g_01784	Syan.g_02188
OG0000941	Praa.g_01786	Syan.g_02186
OG0000942	Praa.g_01788	Syan.g_02184
OG0000943	Praa.g_01789	Syan.g_02183
OG0000944	Praa.g_01790	Syan.g_02181
OG0000945	Praa.g_01791	Syan.g_02180
OG0000946	Praa.g_01796	Syan.g_02167
OG0000947	Praa.g_01798	Syan.g_02164
OG0000948	Praa.g_01799	Syan.g_02163
OG0000949	Praa.g_01802	Syan.g_01951
OG0000950	Praa.g_01807	Syan.g_01940
OG0000951	Praa.g_01811	Syan.g_01932
OG0000952	Praa.g_01815	Syan.g_01927
OG0000953	Praa.g_01818	Syan.g_01922
OG0000954	Praa.g_01822	Syan.g_01916
OG0000955	Praa.g_01823	Syan.g_01915
OG0000956	Praa.g_01825	Syan.g_01913
OG0000957	Praa.g_01830	Syan.g_01898
OG0000958	Praa.g_01831	Syan.g_01897
OG0000959	Praa.g_01835	Syan.g_01893
OG0000960	Praa.g_01836	Syan.g_01892
OG0000961	Praa.g_01838	Syan.g_03024
OG0000962	Praa.g_01840	Syan.g_01887
OG0000963	Praa.g_01844	Syan.g_01881
OG0000964	Praa.g_01845	Syan.g_01880
OG0000965	Praa.g_01846	Syan.g_01879
OG0000966	Praa.g_01853	Syan.g_01812
OG0000967	Praa.g_01858	Syan.g_01804
OG0000968	Praa.g_01860	Syan.g_01706
OG0000969	Praa.g_01861	Syan.g_01708
OG0000970	Praa.g_01862	Syan.g_01709
OG0000971	Praa.g_01863	Syan.g_01711
OG0000972	Praa.g_01864	Syan.g_01712
OG0000973	Praa.g_01865	Syan.g_01713
OG0000974	Praa.g_01866	Syan.g_01714
OG0000975	Praa.g_01867	Syan.g_01715
OG0000976	Praa.g_01868	Syan.g_01716
OG0000977	Praa.g_01869	Syan.g_01718
OG0000978	Praa.g_01870	Syan.g_01719
OG0000979	Praa.g_01873	Syan.g_01722
OG0000980	Praa.g_01875	Syan.g_01725
OG0000981	Praa.g_01877	Syan.g_01728
OG0000982	Praa.g_01879	Syan.g_01566
OG0000983	Praa.g_01880	Syan.g_01567
OG0000984	Praa.g_01881	Syan.g_01568
OG0000985	Praa.g_01884	Syan.g_01572
OG0000986	Praa.g_01886	Syan.g_01574
OG0000987	Praa.g_01887	Syan.g_01576
OG0000988	Praa.g_01890	Syan.g_01581
OG0000989	Praa.g_01893	Syan.g_01587
OG0000990	Praa.g_01896	Syan.g_01615
OG0000991	Praa.g_01897	Syan.g_01618
OG0000992	Praa.g_01899	Syan.g_01622
OG0000993	Praa.g_01900	Syan.g_01623
OG0000994	Praa.g_01901	Syan.g_01625
OG0000995	Praa.g_01905	Syan.g_01629
OG0000996	Praa.g_01906	Syan.g_01653
OG0000997	Praa.g_01907	Syan.g_01677
OG0000998	Praa.g_01909	Syan.g_01679
OG0000999	Praa.g_01910	Syan.g_01680
OG0001000	Praa.g_01913	Syan.g_01684
OG0001001	Praa.g_01915	Syan.g_01690
OG0001002	Praa.g_01919	Syan.g_01697
OG0001003	Praa.g_01920	Syan.g_01699
OG0001004	Praa.g_01921	Syan.g_01700
OG0001005	Praa.g_01922	Syan.g_01701
OG0001006	Praa.g_01926	Syan.g_01794
OG0001007	Praa.g_01928	Syan.g_01796
OG0001009	Praa.g_00027	Syan.g_01748
OG0001010	Praa.g_00028	Syan.g_01747
OG0001011	Praa.g_00029	Syan.g_01745
OG0001012	Praa.g_00043	Syan.g_00281
OG0001013	Praa.g_00048	Syan.g_01542
OG0001014	Praa.g_00051	Syan.g_01535
OG0001015	Praa.g_00052	Syan.g_01534
OG0001016	Praa.g_00073	Syan.g_02912
OG0001017	Praa.g_00077	Syan.g_02918
OG0001018	Praa.g_00080	Syan.g_02920
OG0001019	Praa.g_00089	Syan.g_02947
OG0001020	Praa.g_00090	Syan.g_02951
OG0001021	Praa.g_00091	Syan.g_02958
OG0001022	Praa.g_00094	Syan.g_02964
OG0001023	Praa.g_00095	Syan.g_02965
OG0001024	Praa.g_00098	Syan.g_00968
OG0001025	Praa.g_00104	Syan.g_02971
OG0001026	Praa.g_00111	Syan.g_02984
OG0001027	Praa.g_00112	Syan.g_02308
OG0001028	Praa.g_00114	Syan.g_02305
OG0001029	Praa.g_00115	Syan.g_02303
OG0001030	Praa.g_00130	Syan.g_02281
OG0001031	Praa.g_00186	Syan.g_03060
OG0001032	Praa.g_00187	Syan.g_03063
OG0001033	Praa.g_00208	Syan.g_00970
OG0001034	Praa.g_00236	Syan.g_02425
OG0001035	Praa.g_00254	Syan.g_02062
OG0001036	Praa.g_00259	Syan.g_02056
OG0001037	Praa.g_00260	Syan.g_02054
OG0001038	Praa.g_00278	Syan.g_02025
OG0001039	Praa.g_00281	Syan.g_02022
OG0001040	Praa.g_00283	Syan.g_02019
OG0001041	Praa.g_00287	Syan.g_02015
OG0001042	Praa.g_00304	Syan.g_01992
OG0001043	Praa.g_00305	Syan.g_01988
OG0001044	Praa.g_00333	Syan.g_02145
OG0001045	Praa.g_00341	Syan.g_02132
OG0001046	Praa.g_00378	Syan.g_00591
OG0001047	Praa.g_00438	Syan.g_02399
OG0001048	Praa.g_00439	Syan.g_02400
OG0001049	Praa.g_00441	Syan.g_01340
OG0001050	Praa.g_00442	Syan.g_01339
OG0001051	Praa.g_00443	Syan.g_01338
OG0001052	Praa.g_00471	Syan.g_02850
OG0001053	Praa.g_00483	Syan.g_02761
OG0001054	Praa.g_00498	Syan.g_02742
OG0001055	Praa.g_00517	Syan.g_02721
OG0001056	Praa.g_00536	Syan.g_01161
OG0001057	Praa.g_00541	Syan.g_00832
OG0001058	Praa.g_00550	Syan.g_00851
OG0001059	Praa.g_00554	Syan.g_00855
OG0001060	Praa.g_00561	Syan.g_00861
OG0001061	Praa.g_00574	Syan.g_00880
OG0001063	Praa.g_00578	Syan.g_00945
OG0001064	Praa.g_00579	Syan.g_00946
OG0001065	Praa.g_00580	Syan.g_00947
OG0001066	Praa.g_00581	Syan.g_00948
OG0001067	Praa.g_00582	Syan.g_00949
OG0001068	Praa.g_00583	Syan.g_00950
OG0001069	Praa.g_00584	Syan.g_00951
OG0001070	Praa.g_00587	Syan.g_00955
OG0001071	Praa.g_00588	Syan.g_00956
OG0001072	Praa.g_00590	Syan.g_00960
OG0001073	Praa.g_00604	Syan.g_01012
OG0001074	Praa.g_00615	Syan.g_00202
OG0001075	Praa.g_00616	Syan.g_00200
OG0001076	Praa.g_00624	Syan.g_00012
OG0001077	Praa.g_00628	Syan.g_01140
OG0001078	Praa.g_00636	Syan.g_00815
OG0001079	Praa.g_00647	Syan.g_00799
OG0001080	Praa.g_00653	Syan.g_00781
OG0001081	Praa.g_00655	Syan.g_00779
OG0001082	Praa.g_00656	Syan.g_00778
OG0001083	Praa.g_00661	Syan.g_00771
OG0001084	Praa.g_00662	Syan.g_00770
OG0001086	Praa.g_00671	Syan.g_00757
OG0001087	Praa.g_00688	Syan.g_01159
OG0001088	Praa.g_00689	Syan.g_02688
OG0001089	Praa.g_00697	Syan.g_00185
OG0001090	Praa.g_00712	Syan.g_00317
OG0001091	Praa.g_00714	Syan.g_00320
OG0001092	Praa.g_00715	Syan.g_00322
OG0001093	Praa.g_00720	Syan.g_00328
OG0001094	Praa.g_00797	Syan.g_00696
OG0001095	Praa.g_00817	Syan.g_00675
OG0001096	Praa.g_00830	Syan.g_00659
OG0001097	Praa.g_00849	Syan.g_00386
OG0001099	Praa.g_00896	Syan.g_02304
OG0001100	Praa.g_00900	Syan.g_00749
OG0001101	Praa.g_00902	Syan.g_00747
OG0001102	Praa.g_00904	Syan.g_00744
OG0001103	Praa.g_00906	Syan.g_00742
OG0001104	Praa.g_00927	Syan.g_00714
OG0001106	Praa.g_00955	Syan.g_00551
OG0001107	Praa.g_00962	Syan.g_00563
OG0001108	Praa.g_00966	Syan.g_00571
OG0001109	Praa.g_00967	Syan.g_00573
OG0001110	Praa.g_00969	Syan.g_00575
OG0001111	Praa.g_00970	Syan.g_00577
OG0001112	Praa.g_00971	Syan.g_00579
OG0001113	Praa.g_00972	Syan.g_00580
OG0001114	Praa.g_00973	Syan.g_00581
OG0001115	Praa.g_00975	Syan.g_00586
OG0001116	Praa.g_00976	Syan.g_00588
OG0001117	Praa.g_00977	Syan.g_00589
OG0001118	Praa.g_00978	Syan.g_00590
OG0001119	Praa.g_00979	Syan.g_00592
OG0001120	Praa.g_00981	Syan.g_00597
OG0001122	Praa.g_01011	Syan.g_00366
OG0001123	Praa.g_01015	Syan.g_00359
OG0001124	Praa.g_01017	Syan.g_00357
OG0001125	Praa.g_01018	Syan.g_00355
OG0001126	Praa.g_01028	Syan.g_00307
OG0001127	Praa.g_01029	Syan.g_00306
OG0001128	Praa.g_01031	Syan.g_00303
OG0001129	Praa.g_01032	Syan.g_00301
OG0001130	Praa.g_01033	Syan.g_00300
OG0001131	Praa.g_01070	Syan.g_00079
OG0001132	Praa.g_01080	Syan.g_00100
OG0001133	Praa.g_01115	Syan.g_00006
OG0001134	Praa.g_01127	Syan.g_01146
OG0001135	Praa.g_01130	Syan.g_01150
OG0001136	Praa.g_01157	Syan.g_02699
OG0001137	Praa.g_01167	Syan.g_02670
OG0001138	Praa.g_01185	Syan.g_02638
OG0001139	Praa.g_01186	Syan.g_02636
OG0001140	Praa.g_01187	Syan.g_02635
OG0001141	Praa.g_01188	Syan.g_02625
OG0001142	Praa.g_01189	Syan.g_02624
OG0001143	Praa.g_01196	Syan.g_02616
OG0001144	Praa.g_01201	Syan.g_02596
OG0001145	Praa.g_01310	Syan.g_01200
OG0001146	Praa.g_01322	Syan.g_01219
OG0001147	Praa.g_01352	Syan.g_02842
OG0001148	Praa.g_01368	Syan.g_02775
OG0001149	Praa.g_01369	Syan.g_02776
OG0001150	Praa.g_01370	Syan.g_02777
OG0001151	Praa.g_01381	Syan.g_02884
OG0001152	Praa.g_01382	Syan.g_02885
OG0001153	Praa.g_01508	Syan.g_02828
OG0001154	Praa.g_01509	Syan.g_02829
OG0001156	Praa.g_01524	Syan.g_02404
OG0001157	Praa.g_01525	Syan.g_02403
OG0001158	Praa.g_01526	Syan.g_02402
OG0001159	Praa.g_01527	Syan.g_02401
OG0001160	Praa.g_01552	Syan.g_01377
OG0001161	Praa.g_01565	Syan.g_01594
OG0001162	Praa.g_01576	Syan.g_02943
OG0001163	Praa.g_01627	Syan.g_01385
OG0001164	Praa.g_01631	Syan.g_01392
OG0001165	Praa.g_01634	Syan.g_01397
OG0001166	Praa.g_01654	Syan.g_01430
OG0001167	Praa.g_01672	Syan.g_00992
OG0001168	Praa.g_01674	Syan.g_01456
OG0001169	Praa.g_01676	Syan.g_01458
OG0001170	Praa.g_01678	Syan.g_01460
OG0001171	Praa.g_01688	Syan.g_01470
OG0001172	Praa.g_01702	Syan.g_02110
OG0001173	Praa.g_01703	Syan.g_02111
OG0001174	Praa.g_01711	Syan.g_02119
OG0001175	Praa.g_01712	Syan.g_02120
OG0001176	Praa.g_01719	Syan.g_02253
OG0001177	Praa.g_01722	Syan.g_02256
OG0001179	Praa.g_01759	Syan.g_02218
OG0001180	Praa.g_01781	Syan.g_02191
OG0001181	Praa.g_01785	Syan.g_02187
OG0001182	Praa.g_01792	Syan.g_02179
OG0001183	Praa.g_01797	Syan.g_02166
OG0001184	Praa.g_01813	Syan.g_01929
OG0001185	Praa.g_01827	Syan.g_01902
OG0001186	Praa.g_01850	Syan.g_01864
OG0001187	Praa.g_01854	Syan.g_01811
OG0001188	Praa.g_01857	Syan.g_01806
OG0001189	Praa.g_01874	Syan.g_01723
