Orthogroup	Praa	Syaj
OG0000567	Praa.g_00568	Syaj.g_00203
OG0000568	Praa.g_00569	Syaj.g_00207
OG0000569	Praa.g_00570	Syaj.g_00208
OG0000570	Praa.g_00571	Syaj.g_00209
OG0000571	Praa.g_00573	Syaj.g_00213
OG0000572	Praa.g_00586	Syaj.g_00230
OG0000573	Praa.g_00592	Syaj.g_00238
OG0000574	Praa.g_00593	Syaj.g_00242
OG0000575	Praa.g_00597	Syaj.g_00247
OG0000576	Praa.g_00599	Syaj.g_00249
OG0000577	Praa.g_00600	Syaj.g_00250
OG0000578	Praa.g_00601	Syaj.g_00251
OG0000579	Praa.g_00602	Syaj.g_00252
OG0000580	Praa.g_00603	Syaj.g_00253
OG0000581	Praa.g_00605	Syaj.g_00261
OG0000582	Praa.g_00608	Syaj.g_01338
OG0000583	Praa.g_00609	Syaj.g_01337
OG0000584	Praa.g_00610	Syaj.g_01336
OG0000585	Praa.g_00612	Syaj.g_01334
OG0000586	Praa.g_00613	Syaj.g_01333
OG0000587	Praa.g_00614	Syaj.g_01331
OG0000588	Praa.g_00618	Syaj.g_01313
OG0000589	Praa.g_00621	Syaj.g_01308
OG0000590	Praa.g_00622	Syaj.g_01307
OG0000591	Praa.g_00625	Syaj.g_01299
OG0000592	Praa.g_00626	Syaj.g_01298
OG0000593	Praa.g_00632	Syaj.g_01287
OG0000594	Praa.g_00633	Syaj.g_01286
OG0000595	Praa.g_00634	Syaj.g_01285
OG0000596	Praa.g_00638	Syaj.g_01280
OG0000597	Praa.g_00640	Syaj.g_01277
OG0000598	Praa.g_00641	Syaj.g_01276
OG0000599	Praa.g_00644	Syaj.g_01273
OG0000600	Praa.g_00645	Syaj.g_01272
OG0000601	Praa.g_00646	Syaj.g_01271
OG0000602	Praa.g_00648	Syaj.g_01266
OG0000603	Praa.g_00649	Syaj.g_01265
OG0000604	Praa.g_00650	Syaj.g_01262
OG0000605	Praa.g_00651	Syaj.g_01153
OG0000606	Praa.g_00654	Syaj.g_00698
OG0000607	Praa.g_00657	Syaj.g_00702
OG0000608	Praa.g_00658	Syaj.g_00703
OG0000609	Praa.g_00659	Syaj.g_00705
OG0000610	Praa.g_00664	Syaj.g_00714
OG0000611	Praa.g_00667	Syaj.g_00717
OG0000612	Praa.g_00668	Syaj.g_00718
OG0000613	Praa.g_00673	Syaj.g_02500
OG0000614	Praa.g_00692	Syaj.g_00480
OG0000615	Praa.g_00700	Syaj.g_01065
OG0000616	Praa.g_00704	Syaj.g_02245
OG0000617	Praa.g_00717	Syaj.g_00952
OG0000618	Praa.g_00718	Syaj.g_00951
OG0000619	Praa.g_00719	Syaj.g_00950
OG0000620	Praa.g_00722	Syaj.g_00945
OG0000621	Praa.g_00723	Syaj.g_00944
OG0000622	Praa.g_00724	Syaj.g_00943
OG0000623	Praa.g_00725	Syaj.g_00942
OG0000624	Praa.g_00726	Syaj.g_00940
OG0000625	Praa.g_00727	Syaj.g_00939
OG0000626	Praa.g_00728	Syaj.g_00938
OG0000627	Praa.g_00729	Syaj.g_00765
OG0000628	Praa.g_00730	Syaj.g_00766
OG0000629	Praa.g_00731	Syaj.g_00769
OG0000630	Praa.g_00734	Syaj.g_00773
OG0000631	Praa.g_00794	Syaj.g_00786
OG0000632	Praa.g_00795	Syaj.g_00787
OG0000633	Praa.g_00796	Syaj.g_00789
OG0000634	Praa.g_00799	Syaj.g_01030
OG0000635	Praa.g_00800	Syaj.g_01029
OG0000636	Praa.g_00802	Syaj.g_01024
OG0000637	Praa.g_00804	Syaj.g_01022
OG0000638	Praa.g_00805	Syaj.g_01021
OG0000639	Praa.g_00806	Syaj.g_01020
OG0000640	Praa.g_00807	Syaj.g_01019
OG0000641	Praa.g_00812	Syaj.g_01015
OG0000642	Praa.g_00813	Syaj.g_01014
OG0000643	Praa.g_00814	Syaj.g_01012
OG0000644	Praa.g_00815	Syaj.g_01011
OG0000645	Praa.g_00816	Syaj.g_01009
OG0000646	Praa.g_00818	Syaj.g_01006
OG0000647	Praa.g_00819	Syaj.g_01004
OG0000648	Praa.g_00821	Syaj.g_01001
OG0000649	Praa.g_00822	Syaj.g_01000
OG0000650	Praa.g_00823	Syaj.g_00999
OG0000651	Praa.g_00824	Syaj.g_00998
OG0000652	Praa.g_00825	Syaj.g_00997
OG0000653	Praa.g_00827	Syaj.g_00991
OG0000654	Praa.g_00828	Syaj.g_00990
OG0000655	Praa.g_00829	Syaj.g_00989
OG0000656	Praa.g_00832	Syaj.g_00986
OG0000657	Praa.g_00840	Syaj.g_00382
OG0000658	Praa.g_00841	Syaj.g_00379
OG0000659	Praa.g_00842	Syaj.g_00378
OG0000660	Praa.g_00846	Syaj.g_00374
OG0000661	Praa.g_00848	Syaj.g_00372
OG0000662	Praa.g_00850	Syaj.g_00370
OG0000663	Praa.g_00852	Syaj.g_00367
OG0000664	Praa.g_00853	Syaj.g_00358
OG0000665	Praa.g_00857	Syaj.g_01243
OG0000666	Praa.g_00858	Syaj.g_01154
OG0000667	Praa.g_00862	Syaj.g_02661
OG0000668	Praa.g_00892	Syaj.g_00816
OG0000669	Praa.g_00899	Syaj.g_00730
OG0000670	Praa.g_00901	Syaj.g_00733
OG0000671	Praa.g_00903	Syaj.g_00735
OG0000672	Praa.g_00905	Syaj.g_00739
OG0000673	Praa.g_00908	Syaj.g_00742
OG0000674	Praa.g_00910	Syaj.g_00744
OG0000675	Praa.g_00911	Syaj.g_00757
OG0000676	Praa.g_00913	Syaj.g_00759
OG0000677	Praa.g_00914	Syaj.g_00760
OG0000678	Praa.g_00916	Syaj.g_01075
OG0000679	Praa.g_00920	Syaj.g_01061
OG0000680	Praa.g_00921	Syaj.g_01060
OG0000681	Praa.g_00923	Syaj.g_01057
OG0000682	Praa.g_00924	Syaj.g_01056
OG0000683	Praa.g_00925	Syaj.g_01055
OG0000684	Praa.g_00926	Syaj.g_01051
OG0000685	Praa.g_00928	Syaj.g_01049
OG0000686	Praa.g_00929	Syaj.g_01048
OG0000687	Praa.g_00930	Syaj.g_01047
OG0000688	Praa.g_00933	Syaj.g_01041
OG0000689	Praa.g_00934	Syaj.g_01039
OG0000690	Praa.g_00935	Syaj.g_01038
OG0000691	Praa.g_00936	Syaj.g_01037
OG0000692	Praa.g_00938	Syaj.g_01036
OG0000693	Praa.g_00939	Syaj.g_01034
OG0000694	Praa.g_00940	Syaj.g_01033
OG0000695	Praa.g_00942	Syaj.g_00791
OG0000696	Praa.g_00943	Syaj.g_00792
OG0000697	Praa.g_00944	Syaj.g_00932
OG0000698	Praa.g_00947	Syaj.g_00929
OG0000699	Praa.g_00948	Syaj.g_00928
OG0000700	Praa.g_00949	Syaj.g_00927
OG0000701	Praa.g_00950	Syaj.g_00926
OG0000702	Praa.g_00952	Syaj.g_00916
OG0000703	Praa.g_00953	Syaj.g_00915
OG0000704	Praa.g_00954	Syaj.g_00913
OG0000705	Praa.g_00958	Syaj.g_00906
OG0000706	Praa.g_00959	Syaj.g_00905
OG0000707	Praa.g_00960	Syaj.g_00904
OG0000708	Praa.g_00961	Syaj.g_00901
OG0000709	Praa.g_00965	Syaj.g_00872
OG0000710	Praa.g_00968	Syaj.g_00867
OG0000711	Praa.g_00985	Syaj.g_00839
OG0000712	Praa.g_00987	Syaj.g_00837
OG0000713	Praa.g_00988	Syaj.g_00836
OG0000714	Praa.g_00989	Syaj.g_00834
OG0000715	Praa.g_00991	Syaj.g_00832
OG0000716	Praa.g_00993	Syaj.g_00825
OG0000717	Praa.g_00994	Syaj.g_00824
OG0000718	Praa.g_01008	Syaj.g_00820
OG0000719	Praa.g_01010	Syaj.g_00818
OG0000720	Praa.g_01019	Syaj.g_00805
OG0000721	Praa.g_01021	Syaj.g_00803
OG0000722	Praa.g_01022	Syaj.g_00802
OG0000723	Praa.g_01025	Syaj.g_00934
OG0000724	Praa.g_01034	Syaj.g_00421
OG0000725	Praa.g_01040	Syaj.g_00430
OG0000726	Praa.g_01041	Syaj.g_00431
OG0000727	Praa.g_01042	Syaj.g_00432
OG0000728	Praa.g_01044	Syaj.g_00434
OG0000729	Praa.g_01091	Syaj.g_02397
OG0000730	Praa.g_01095	Syaj.g_02802
OG0000731	Praa.g_01099	Syaj.g_02814
OG0000732	Praa.g_01109	Syaj.g_02315
OG0000733	Praa.g_01128	Syaj.g_02151
OG0000734	Praa.g_01145	Syaj.g_01895
OG0000735	Praa.g_01147	Syaj.g_00286
OG0000736	Praa.g_01148	Syaj.g_00287
OG0000737	Praa.g_01149	Syaj.g_00288
OG0000738	Praa.g_01153	Syaj.g_00293
OG0000739	Praa.g_01154	Syaj.g_00295
OG0000740	Praa.g_01155	Syaj.g_00296
OG0000741	Praa.g_01156	Syaj.g_00299
OG0000742	Praa.g_01158	Syaj.g_00301
OG0000743	Praa.g_01160	Syaj.g_00303
OG0000744	Praa.g_01161	Syaj.g_00304
OG0000745	Praa.g_01162	Syaj.g_00306
OG0000746	Praa.g_01164	Syaj.g_00308
OG0000747	Praa.g_01165	Syaj.g_00309
OG0000748	Praa.g_01168	Syaj.g_00319
OG0000749	Praa.g_01169	Syaj.g_00322
OG0000750	Praa.g_01170	Syaj.g_00323
OG0000751	Praa.g_01172	Syaj.g_00331
OG0000752	Praa.g_01174	Syaj.g_00333
OG0000753	Praa.g_01177	Syaj.g_00336
OG0000754	Praa.g_01180	Syaj.g_00643
OG0000755	Praa.g_01183	Syaj.g_00631
OG0000756	Praa.g_01184	Syaj.g_00625
OG0000757	Praa.g_01190	Syaj.g_00614
OG0000758	Praa.g_01191	Syaj.g_00613
OG0000759	Praa.g_01192	Syaj.g_00612
OG0000760	Praa.g_01193	Syaj.g_00611
OG0000761	Praa.g_01194	Syaj.g_00609
OG0000762	Praa.g_01195	Syaj.g_00603
OG0000763	Praa.g_01197	Syaj.g_00597
OG0000764	Praa.g_01198	Syaj.g_00596
OG0000765	Praa.g_01207	Syaj.g_00577
OG0000766	Praa.g_01208	Syaj.g_00576
OG0000767	Praa.g_01210	Syaj.g_00574
OG0000768	Praa.g_01211	Syaj.g_00573
OG0000769	Praa.g_01213	Syaj.g_00571
OG0000770	Praa.g_01215	Syaj.g_00567
OG0000771	Praa.g_01224	Syaj.g_00415
OG0000772	Praa.g_01290	Syaj.g_01208
OG0000773	Praa.g_01309	Syaj.g_00280
OG0000774	Praa.g_01311	Syaj.g_01502
OG0000775	Praa.g_01313	Syaj.g_01504
OG0000776	Praa.g_01314	Syaj.g_01505
OG0000777	Praa.g_01315	Syaj.g_01506
OG0000778	Praa.g_01316	Syaj.g_01507
OG0000779	Praa.g_01320	Syaj.g_01513
OG0000780	Praa.g_01321	Syaj.g_01517
OG0000781	Praa.g_01324	Syaj.g_01521
OG0000782	Praa.g_01325	Syaj.g_01522
OG0000783	Praa.g_01326	Syaj.g_01524
OG0000784	Praa.g_01327	Syaj.g_01525
OG0000785	Praa.g_01329	Syaj.g_01526
OG0000786	Praa.g_01331	Syaj.g_00265
OG0000787	Praa.g_01332	Syaj.g_00264
OG0000788	Praa.g_01353	Syaj.g_01270
OG0000789	Praa.g_01356	Syaj.g_01121
OG0000790	Praa.g_01371	Syaj.g_00054
OG0000791	Praa.g_01373	Syaj.g_00053
OG0000792	Praa.g_01374	Syaj.g_00052
OG0000793	Praa.g_01377	Syaj.g_00047
OG0000794	Praa.g_01378	Syaj.g_00046
OG0000795	Praa.g_01379	Syaj.g_00045
OG0000796	Praa.g_01383	Syaj.g_00039
OG0000797	Praa.g_01384	Syaj.g_00038
OG0000798	Praa.g_01393	Syaj.g_02568
OG0000799	Praa.g_01458	Syaj.g_01352
OG0000800	Praa.g_01459	Syaj.g_01354
OG0000801	Praa.g_01460	Syaj.g_01355
OG0000802	Praa.g_01462	Syaj.g_01359
OG0000803	Praa.g_01464	Syaj.g_01363
OG0000804	Praa.g_01465	Syaj.g_01366
OG0000805	Praa.g_01467	Syaj.g_01369
OG0000806	Praa.g_01469	Syaj.g_01370
OG0000807	Praa.g_01470	Syaj.g_01372
OG0000808	Praa.g_01471	Syaj.g_01373
OG0000809	Praa.g_01474	Syaj.g_01376
OG0000810	Praa.g_01475	Syaj.g_01377
OG0000811	Praa.g_01479	Syaj.g_01385
OG0000812	Praa.g_01481	Syaj.g_01387
OG0000813	Praa.g_01482	Syaj.g_01388
OG0000814	Praa.g_01484	Syaj.g_01390
OG0000815	Praa.g_01485	Syaj.g_01391
OG0000816	Praa.g_01487	Syaj.g_01392
OG0000817	Praa.g_01488	Syaj.g_01393
OG0000818	Praa.g_01493	Syaj.g_01399
OG0000819	Praa.g_01494	Syaj.g_01400
OG0000820	Praa.g_01495	Syaj.g_01401
OG0000821	Praa.g_01499	Syaj.g_01412
OG0000822	Praa.g_01500	Syaj.g_01414
OG0000823	Praa.g_01501	Syaj.g_01415
OG0000824	Praa.g_01504	Syaj.g_01421
OG0000825	Praa.g_01505	Syaj.g_01422
OG0000826	Praa.g_01506	Syaj.g_01423
OG0000827	Praa.g_01507	Syaj.g_01424
OG0000828	Praa.g_01510	Syaj.g_01427
OG0000829	Praa.g_01511	Syaj.g_01428
OG0000830	Praa.g_01512	Syaj.g_01429
OG0000831	Praa.g_01514	Syaj.g_01431
OG0000832	Praa.g_01520	Syaj.g_01635
OG0000833	Praa.g_01528	Syaj.g_01647
OG0000834	Praa.g_01529	Syaj.g_01649
OG0000835	Praa.g_01530	Syaj.g_01650
OG0000836	Praa.g_01531	Syaj.g_01654
OG0000837	Praa.g_01532	Syaj.g_01661
OG0000838	Praa.g_01534	Syaj.g_01665
OG0000839	Praa.g_01535	Syaj.g_01666
OG0000840	Praa.g_01536	Syaj.g_01667
OG0000841	Praa.g_01537	Syaj.g_01668
OG0000842	Praa.g_01538	Syaj.g_01669
OG0000843	Praa.g_01539	Syaj.g_01670
OG0000844	Praa.g_01541	Syaj.g_01680
OG0000845	Praa.g_01542	Syaj.g_01681
OG0000846	Praa.g_01543	Syaj.g_01682
OG0000847	Praa.g_01544	Syaj.g_01683
OG0000848	Praa.g_01545	Syaj.g_01685
OG0000849	Praa.g_01546	Syaj.g_01686
OG0000850	Praa.g_01548	Syaj.g_01689
OG0000851	Praa.g_01549	Syaj.g_01694
OG0000852	Praa.g_01550	Syaj.g_01695
OG0000853	Praa.g_01554	Syaj.g_01699
OG0000854	Praa.g_01556	Syaj.g_01701
OG0000855	Praa.g_01557	Syaj.g_01702
OG0000856	Praa.g_01572	Syaj.g_01296
OG0000857	Praa.g_01600	Syaj.g_01005
OG0000858	Praa.g_01629	Syaj.g_01708
OG0000859	Praa.g_01630	Syaj.g_01709
OG0000860	Praa.g_01637	Syaj.g_01723
OG0000861	Praa.g_01638	Syaj.g_01724
OG0000862	Praa.g_01639	Syaj.g_01725
OG0000863	Praa.g_01641	Syaj.g_01728
OG0000864	Praa.g_01642	Syaj.g_01729
OG0000865	Praa.g_01643	Syaj.g_01730
OG0000866	Praa.g_01644	Syaj.g_01731
OG0000867	Praa.g_01645	Syaj.g_01732
OG0000868	Praa.g_01646	Syaj.g_01734
OG0000869	Praa.g_01650	Syaj.g_01742
OG0000870	Praa.g_01655	Syaj.g_01747
OG0000871	Praa.g_01656	Syaj.g_01748
OG0000872	Praa.g_01657	Syaj.g_01756
OG0000873	Praa.g_01660	Syaj.g_01759
OG0000874	Praa.g_01663	Syaj.g_01754
OG0000875	Praa.g_01665	Syaj.g_01762
OG0000876	Praa.g_01666	Syaj.g_02084
OG0000877	Praa.g_01668	Syaj.g_01586
OG0000878	Praa.g_01669	Syaj.g_01587
OG0000879	Praa.g_01670	Syaj.g_01588
OG0000880	Praa.g_01671	Syaj.g_01589
OG0000881	Praa.g_01675	Syaj.g_01595
OG0000882	Praa.g_01680	Syaj.g_01599
OG0000883	Praa.g_01682	Syaj.g_01601
OG0000884	Praa.g_01684	Syaj.g_01603
OG0000885	Praa.g_01685	Syaj.g_01604
OG0000886	Praa.g_01686	Syaj.g_01605
OG0000887	Praa.g_01687	Syaj.g_01606
OG0000888	Praa.g_01689	Syaj.g_01608
OG0000889	Praa.g_01691	Syaj.g_01610
OG0000890	Praa.g_01692	Syaj.g_01615
OG0000891	Praa.g_01693	Syaj.g_01616
OG0000892	Praa.g_01695	Syaj.g_01620
OG0000893	Praa.g_01699	Syaj.g_02636
OG0000894	Praa.g_01701	Syaj.g_02639
OG0000895	Praa.g_01704	Syaj.g_02643
OG0000896	Praa.g_01705	Syaj.g_02644
OG0000897	Praa.g_01707	Syaj.g_02646
OG0000898	Praa.g_01708	Syaj.g_02647
OG0000899	Praa.g_01709	Syaj.g_02648
OG0000900	Praa.g_01710	Syaj.g_02649
OG0000901	Praa.g_01713	Syaj.g_02654
OG0000902	Praa.g_01715	Syaj.g_02656
OG0000903	Praa.g_01718	Syaj.g_02689
OG0000904	Praa.g_01720	Syaj.g_02684
OG0000905	Praa.g_01725	Syaj.g_02678
OG0000906	Praa.g_01726	Syaj.g_02676
OG0000907	Praa.g_01733	Syaj.g_02692
OG0000908	Praa.g_01736	Syaj.g_02695
OG0000909	Praa.g_01737	Syaj.g_02696
OG0000910	Praa.g_01738	Syaj.g_02697
OG0000911	Praa.g_01740	Syaj.g_02699
OG0000912	Praa.g_01741	Syaj.g_02700
OG0000913	Praa.g_01742	Syaj.g_02701
OG0000914	Praa.g_01743	Syaj.g_02702
OG0000915	Praa.g_01744	Syaj.g_02704
OG0000916	Praa.g_01745	Syaj.g_02705
OG0000917	Praa.g_01746	Syaj.g_02706
OG0000918	Praa.g_01747	Syaj.g_02707
OG0000919	Praa.g_01748	Syaj.g_02708
OG0000920	Praa.g_01749	Syaj.g_02709
OG0000921	Praa.g_01750	Syaj.g_02710
OG0000922	Praa.g_01751	Syaj.g_02711
OG0000923	Praa.g_01755	Syaj.g_02715
OG0000924	Praa.g_01756	Syaj.g_02716
OG0000925	Praa.g_01757	Syaj.g_02717
OG0000926	Praa.g_01758	Syaj.g_02718
OG0000927	Praa.g_01760	Syaj.g_02720
OG0000928	Praa.g_01761	Syaj.g_02721
OG0000929	Praa.g_01762	Syaj.g_02722
OG0000930	Praa.g_01763	Syaj.g_02723
OG0000931	Praa.g_01764	Syaj.g_02724
OG0000932	Praa.g_01765	Syaj.g_02725
OG0000933	Praa.g_01769	Syaj.g_02731
OG0000934	Praa.g_01771	Syaj.g_02733
OG0000935	Praa.g_01772	Syaj.g_02734
OG0000936	Praa.g_01773	Syaj.g_02735
OG0000937	Praa.g_01774	Syaj.g_02736
OG0000938	Praa.g_01776	Syaj.g_02739
OG0000939	Praa.g_01777	Syaj.g_02740
OG0000940	Praa.g_01784	Syaj.g_02747
OG0000941	Praa.g_01786	Syaj.g_02749
OG0000942	Praa.g_01788	Syaj.g_02751
OG0000943	Praa.g_01789	Syaj.g_02752
OG0000944	Praa.g_01790	Syaj.g_02754
OG0000945	Praa.g_01791	Syaj.g_02756
OG0000946	Praa.g_01796	Syaj.g_02761
OG0000947	Praa.g_01798	Syaj.g_02764
OG0000948	Praa.g_01799	Syaj.g_02765
OG0000949	Praa.g_01802	Syaj.g_02474
OG0000950	Praa.g_01807	Syaj.g_02459
OG0000951	Praa.g_01811	Syaj.g_02452
OG0000952	Praa.g_01815	Syaj.g_02446
OG0000953	Praa.g_01818	Syaj.g_02442
OG0000954	Praa.g_01822	Syaj.g_02435
OG0000955	Praa.g_01823	Syaj.g_02434
OG0000956	Praa.g_01825	Syaj.g_02432
OG0000957	Praa.g_01830	Syaj.g_02419
OG0000958	Praa.g_01831	Syaj.g_02418
OG0000959	Praa.g_01835	Syaj.g_02413
OG0000960	Praa.g_01836	Syaj.g_02412
OG0000961	Praa.g_01838	Syaj.g_02402
OG0000962	Praa.g_01840	Syaj.g_02398
OG0000963	Praa.g_01844	Syaj.g_02393
OG0000964	Praa.g_01845	Syaj.g_02392
OG0000965	Praa.g_01846	Syaj.g_02391
OG0000966	Praa.g_01853	Syaj.g_02370
OG0000967	Praa.g_01858	Syaj.g_02334
OG0000968	Praa.g_01860	Syaj.g_02363
OG0000969	Praa.g_01861	Syaj.g_02338
OG0000970	Praa.g_01862	Syaj.g_02337
OG0000971	Praa.g_01863	Syaj.g_02331
OG0000972	Praa.g_01864	Syaj.g_02330
OG0000973	Praa.g_01865	Syaj.g_02329
OG0000974	Praa.g_01866	Syaj.g_02328
OG0000975	Praa.g_01867	Syaj.g_02327
OG0000976	Praa.g_01868	Syaj.g_02326
OG0000977	Praa.g_01869	Syaj.g_02324
OG0000978	Praa.g_01870	Syaj.g_02322
OG0000979	Praa.g_01873	Syaj.g_02319
OG0000980	Praa.g_01875	Syaj.g_02316
OG0000981	Praa.g_01877	Syaj.g_02313
OG0000982	Praa.g_01879	Syaj.g_02112
OG0000983	Praa.g_01880	Syaj.g_02113
OG0000984	Praa.g_01881	Syaj.g_02114
OG0000985	Praa.g_01884	Syaj.g_02116
OG0000986	Praa.g_01886	Syaj.g_02123
OG0000987	Praa.g_01887	Syaj.g_02125
OG0000988	Praa.g_01890	Syaj.g_02131
OG0000989	Praa.g_01893	Syaj.g_02142
OG0000990	Praa.g_01896	Syaj.g_02165
OG0000991	Praa.g_01897	Syaj.g_02168
OG0000992	Praa.g_01899	Syaj.g_02171
OG0000993	Praa.g_01900	Syaj.g_02173
OG0000994	Praa.g_01901	Syaj.g_02177
OG0000995	Praa.g_01905	Syaj.g_02182
OG0000996	Praa.g_01906	Syaj.g_02221
OG0000997	Praa.g_01907	Syaj.g_02228
OG0000998	Praa.g_01909	Syaj.g_02230
OG0000999	Praa.g_01910	Syaj.g_02231
OG0001000	Praa.g_01913	Syaj.g_02236
OG0001001	Praa.g_01915	Syaj.g_02241
OG0001002	Praa.g_01919	Syaj.g_02248
OG0001003	Praa.g_01920	Syaj.g_02250
OG0001004	Praa.g_01921	Syaj.g_02251
OG0001005	Praa.g_01922	Syaj.g_02252
OG0001006	Praa.g_01926	Syaj.g_02260
OG0001007	Praa.g_01928	Syaj.g_02262
OG0001009	Praa.g_00027	Syaj.g_02294
OG0001010	Praa.g_00028	Syaj.g_02295
OG0001011	Praa.g_00029	Syaj.g_02296
OG0001012	Praa.g_00043	Syaj.g_02108
OG0001014	Praa.g_00051	Syaj.g_02083
OG0001015	Praa.g_00052	Syaj.g_02082
OG0001016	Praa.g_00073	Syaj.g_01824
OG0001017	Praa.g_00077	Syaj.g_01830
OG0001018	Praa.g_00080	Syaj.g_01832
OG0001019	Praa.g_00089	Syaj.g_01849
OG0001020	Praa.g_00090	Syaj.g_01862
OG0001021	Praa.g_00091	Syaj.g_01867
OG0001022	Praa.g_00094	Syaj.g_01872
OG0001023	Praa.g_00095	Syaj.g_01873
OG0001024	Praa.g_00098	Syaj.g_01877
OG0001025	Praa.g_00104	Syaj.g_01884
OG0001026	Praa.g_00111	Syaj.g_01897
OG0001027	Praa.g_00112	Syaj.g_01903
OG0001028	Praa.g_00114	Syaj.g_01905
OG0001029	Praa.g_00115	Syaj.g_01907
OG0001030	Praa.g_00130	Syaj.g_01933
OG0001031	Praa.g_00186	Syaj.g_02012
OG0001032	Praa.g_00187	Syaj.g_02015
OG0001033	Praa.g_00208	Syaj.g_02044
OG0001034	Praa.g_00236	Syaj.g_02875
OG0001035	Praa.g_00254	Syaj.g_02603
OG0001036	Praa.g_00259	Syaj.g_02599
OG0001037	Praa.g_00260	Syaj.g_02597
OG0001038	Praa.g_00278	Syaj.g_02567
OG0001039	Praa.g_00281	Syaj.g_02564
OG0001040	Praa.g_00283	Syaj.g_02561
OG0001041	Praa.g_00287	Syaj.g_02556
OG0001042	Praa.g_00304	Syaj.g_02527
OG0001043	Praa.g_00305	Syaj.g_02523
OG0001044	Praa.g_00333	Syaj.g_02804
OG0001045	Praa.g_00341	Syaj.g_02817
OG0001046	Praa.g_00378	Syaj.g_00851
OG0001047	Praa.g_00438	Syaj.g_01552
OG0001048	Praa.g_00439	Syaj.g_01551
OG0001049	Praa.g_00441	Syaj.g_01548
OG0001050	Praa.g_00442	Syaj.g_01547
OG0001051	Praa.g_00443	Syaj.g_01546
OG0001052	Praa.g_00471	Syaj.g_01448
OG0001053	Praa.g_00483	Syaj.g_00075
OG0001054	Praa.g_00498	Syaj.g_00092
OG0001055	Praa.g_00517	Syaj.g_00113
OG0001056	Praa.g_00536	Syaj.g_00149
OG0001057	Praa.g_00541	Syaj.g_00160
OG0001058	Praa.g_00550	Syaj.g_00183
OG0001059	Praa.g_00554	Syaj.g_00187
OG0001060	Praa.g_00561	Syaj.g_00193
OG0001061	Praa.g_00574	Syaj.g_00214
OG0001062	Praa.g_00576	Syaj.g_00216
OG0001063	Praa.g_00578	Syaj.g_00222
OG0001064	Praa.g_00579	Syaj.g_00223
OG0001065	Praa.g_00580	Syaj.g_00224
OG0001066	Praa.g_00581	Syaj.g_00225
OG0001067	Praa.g_00582	Syaj.g_00226
OG0001068	Praa.g_00583	Syaj.g_00227
OG0001069	Praa.g_00584	Syaj.g_00228
OG0001070	Praa.g_00587	Syaj.g_00231
OG0001071	Praa.g_00588	Syaj.g_00232
OG0001072	Praa.g_00590	Syaj.g_00236
OG0001073	Praa.g_00604	Syaj.g_00254
OG0001074	Praa.g_00615	Syaj.g_01327
OG0001075	Praa.g_00616	Syaj.g_01325
OG0001076	Praa.g_00624	Syaj.g_01305
OG0001077	Praa.g_00628	Syaj.g_01294
OG0001078	Praa.g_00636	Syaj.g_01282
OG0001079	Praa.g_00647	Syaj.g_01269
OG0001080	Praa.g_00653	Syaj.g_01135
OG0001081	Praa.g_00655	Syaj.g_00699
OG0001082	Praa.g_00656	Syaj.g_00700
OG0001083	Praa.g_00661	Syaj.g_00709
OG0001084	Praa.g_00662	Syaj.g_00711
OG0001085	Praa.g_00670	Syaj.g_00721
OG0001086	Praa.g_00671	Syaj.g_00723
OG0001087	Praa.g_00688	Syaj.g_00498
OG0001088	Praa.g_00689	Syaj.g_00494
OG0001089	Praa.g_00697	Syaj.g_00439
OG0001090	Praa.g_00712	Syaj.g_00959
OG0001091	Praa.g_00714	Syaj.g_00957
OG0001092	Praa.g_00715	Syaj.g_00954
OG0001093	Praa.g_00720	Syaj.g_00948
OG0001094	Praa.g_00797	Syaj.g_01032
OG0001095	Praa.g_00817	Syaj.g_01008
OG0001096	Praa.g_00830	Syaj.g_00988
OG0001097	Praa.g_00849	Syaj.g_00371
OG0001098	Praa.g_00864	Syaj.g_01132
OG0001099	Praa.g_00896	Syaj.g_01906
OG0001100	Praa.g_00900	Syaj.g_00732
OG0001101	Praa.g_00902	Syaj.g_00734
OG0001102	Praa.g_00904	Syaj.g_00737
OG0001103	Praa.g_00906	Syaj.g_00740
OG0001104	Praa.g_00927	Syaj.g_01050
OG0001105	Praa.g_00931	Syaj.g_01046
OG0001106	Praa.g_00955	Syaj.g_00912
OG0001107	Praa.g_00962	Syaj.g_00900
OG0001108	Praa.g_00966	Syaj.g_00870
OG0001109	Praa.g_00967	Syaj.g_00868
OG0001110	Praa.g_00969	Syaj.g_00866
OG0001111	Praa.g_00970	Syaj.g_00864
OG0001112	Praa.g_00971	Syaj.g_00862
OG0001113	Praa.g_00972	Syaj.g_00861
OG0001114	Praa.g_00973	Syaj.g_00860
OG0001115	Praa.g_00975	Syaj.g_00856
OG0001116	Praa.g_00976	Syaj.g_00854
OG0001117	Praa.g_00977	Syaj.g_00853
OG0001118	Praa.g_00978	Syaj.g_00852
OG0001119	Praa.g_00979	Syaj.g_00850
OG0001120	Praa.g_00981	Syaj.g_00846
OG0001121	Praa.g_01125, Praa.g_00984	Syaj.g_00630
OG0001122	Praa.g_01011	Syaj.g_00817
OG0001123	Praa.g_01015	Syaj.g_00810
OG0001124	Praa.g_01017	Syaj.g_00808
OG0001125	Praa.g_01018	Syaj.g_00806
OG0001126	Praa.g_01028	Syaj.g_00413
OG0001127	Praa.g_01029	Syaj.g_00414
