Orthogroup	Praa	Syam
OG0000600	Praa.g_00645	Syam.g_01457
OG0000601	Praa.g_00646	Syam.g_01456
OG0000602	Praa.g_00648	Syam.g_01451
OG0000603	Praa.g_00649	Syam.g_01450
OG0000604	Praa.g_00650	Syam.g_01447
OG0000605	Praa.g_00651	Syam.g_01031
OG0000606	Praa.g_00654	Syam.g_01387
OG0000607	Praa.g_00657	Syam.g_01384
OG0000608	Praa.g_00658	Syam.g_01383
OG0000609	Praa.g_00659	Syam.g_01380
OG0000610	Praa.g_00664	Syam.g_01373
OG0000611	Praa.g_00667	Syam.g_01370
OG0000612	Praa.g_00668	Syam.g_01369
OG0000613	Praa.g_00673	Syam.g_00170
OG0000614	Praa.g_00692	Syam.g_00801
OG0000615	Praa.g_00700	Syam.g_01332
OG0000616	Praa.g_00704	Syam.g_02430
OG0000617	Praa.g_00717	Syam.g_01240
OG0000618	Praa.g_00718	Syam.g_01239
OG0000619	Praa.g_00719	Syam.g_01238
OG0000620	Praa.g_00722	Syam.g_01233
OG0000621	Praa.g_00723	Syam.g_01232
OG0000622	Praa.g_00724	Syam.g_01231
OG0000623	Praa.g_00725	Syam.g_01230
OG0000624	Praa.g_00726	Syam.g_01228
OG0000625	Praa.g_00727	Syam.g_01227
OG0000626	Praa.g_00728	Syam.g_01226
OG0000627	Praa.g_00729	Syam.g_01065
OG0000628	Praa.g_00730	Syam.g_01067
OG0000629	Praa.g_00731	Syam.g_01070
OG0000630	Praa.g_00734	Syam.g_01074
OG0000631	Praa.g_00794	Syam.g_01084
OG0000632	Praa.g_00795	Syam.g_01085
OG0000633	Praa.g_00796	Syam.g_01086
OG0000634	Praa.g_00799	Syam.g_01294
OG0000635	Praa.g_00800	Syam.g_01293
OG0000636	Praa.g_00802	Syam.g_01291
OG0000637	Praa.g_00804	Syam.g_01289
OG0000638	Praa.g_00805	Syam.g_01288
OG0000639	Praa.g_00806	Syam.g_01287
OG0000640	Praa.g_00807	Syam.g_01286
OG0000641	Praa.g_00812	Syam.g_01282
OG0000642	Praa.g_00813	Syam.g_01281
OG0000643	Praa.g_00814	Syam.g_01280
OG0000644	Praa.g_00815	Syam.g_01279
OG0000645	Praa.g_00816	Syam.g_01277
OG0000646	Praa.g_00818	Syam.g_01274
OG0000647	Praa.g_00819	Syam.g_01272
OG0000648	Praa.g_00821	Syam.g_01269
OG0000649	Praa.g_00822	Syam.g_01268
OG0000650	Praa.g_00823	Syam.g_01267
OG0000651	Praa.g_00824	Syam.g_01266
OG0000652	Praa.g_00825	Syam.g_01265
OG0000653	Praa.g_00827	Syam.g_01263
OG0000654	Praa.g_00828	Syam.g_01262
OG0000655	Praa.g_00829	Syam.g_01261
OG0000656	Praa.g_00832	Syam.g_01258
OG0000657	Praa.g_00840	Syam.g_00739
OG0000658	Praa.g_00841	Syam.g_00735
OG0000659	Praa.g_00842	Syam.g_00734
OG0000660	Praa.g_00846	Syam.g_00730
OG0000661	Praa.g_00848	Syam.g_00728
OG0000662	Praa.g_00850	Syam.g_00726
OG0000663	Praa.g_00852	Syam.g_00723
OG0000664	Praa.g_00853	Syam.g_00722
OG0000665	Praa.g_00857	Syam.g_02027
OG0000666	Praa.g_00858	Syam.g_01030
OG0000667	Praa.g_00862	Syam.g_00937
OG0000668	Praa.g_00892	Syam.g_01185
OG0000669	Praa.g_00899	Syam.g_01358
OG0000670	Praa.g_00901	Syam.g_00528
OG0000671	Praa.g_00903	Syam.g_01354
OG0000672	Praa.g_00905	Syam.g_01351
OG0000673	Praa.g_00908	Syam.g_01348
OG0000674	Praa.g_00910	Syam.g_01346
OG0000675	Praa.g_00911	Syam.g_01345
OG0000676	Praa.g_00913	Syam.g_01343
OG0000677	Praa.g_00914	Syam.g_01342
OG0000678	Praa.g_00916	Syam.g_01339
OG0000679	Praa.g_00920	Syam.g_01323
OG0000680	Praa.g_00921	Syam.g_01322
OG0000681	Praa.g_00923	Syam.g_01319
OG0000682	Praa.g_00924	Syam.g_01318
OG0000683	Praa.g_00925	Syam.g_01317
OG0000684	Praa.g_00926	Syam.g_01312
OG0000685	Praa.g_00928	Syam.g_01310
OG0000686	Praa.g_00929	Syam.g_01309
OG0000687	Praa.g_00930	Syam.g_01308
OG0000688	Praa.g_00933	Syam.g_01304
OG0000689	Praa.g_00934	Syam.g_01302
OG0000690	Praa.g_00935	Syam.g_01301
OG0000691	Praa.g_00936	Syam.g_01300
OG0000692	Praa.g_00938	Syam.g_01299
OG0000693	Praa.g_00939	Syam.g_01298
OG0000694	Praa.g_00940	Syam.g_01297
OG0000695	Praa.g_00942	Syam.g_01088
OG0000696	Praa.g_00943	Syam.g_01089
OG0000697	Praa.g_00944	Syam.g_01091
OG0000698	Praa.g_00947	Syam.g_01094
OG0000699	Praa.g_00948	Syam.g_01096
OG0000700	Praa.g_00949	Syam.g_01097
OG0000701	Praa.g_00950	Syam.g_01098
OG0000702	Praa.g_00952	Syam.g_01106
OG0000703	Praa.g_00953	Syam.g_01107
OG0000704	Praa.g_00954	Syam.g_01109
OG0000705	Praa.g_00958	Syam.g_01116
OG0000706	Praa.g_00959	Syam.g_01117
OG0000707	Praa.g_00960	Syam.g_01118
OG0000708	Praa.g_00961	Syam.g_01121
OG0000709	Praa.g_00965	Syam.g_01131
OG0000710	Praa.g_00968	Syam.g_01135
OG0000711	Praa.g_00985	Syam.g_01165
OG0000712	Praa.g_00987	Syam.g_01167
OG0000713	Praa.g_00988	Syam.g_01168
OG0000714	Praa.g_00989	Syam.g_01170
OG0000715	Praa.g_00991	Syam.g_01172
OG0000716	Praa.g_00993	Syam.g_01176
OG0000717	Praa.g_00994	Syam.g_01177
OG0000718	Praa.g_01008	Syam.g_01181
OG0000719	Praa.g_01010	Syam.g_01183
OG0000720	Praa.g_01019	Syam.g_01197
OG0000721	Praa.g_01021	Syam.g_01199
OG0000722	Praa.g_01022	Syam.g_01200
OG0000723	Praa.g_01025	Syam.g_01224
OG0000724	Praa.g_01034	Syam.g_00768
OG0000725	Praa.g_01040	Syam.g_00777
OG0000726	Praa.g_01041	Syam.g_00778
OG0000727	Praa.g_01042	Syam.g_00779
OG0000728	Praa.g_01044	Syam.g_00781
OG0000729	Praa.g_01091	Syam.g_00105
OG0000730	Praa.g_01095	Syam.g_00454
OG0000731	Praa.g_01099	Syam.g_00466
OG0000732	Praa.g_01109	Syam.g_00051
OG0000733	Praa.g_01128	Syam.g_02339
OG0000734	Praa.g_01145	Syam.g_02128
OG0000735	Praa.g_01147	Syam.g_01810
OG0000736	Praa.g_01148	Syam.g_01809
OG0000737	Praa.g_01149	Syam.g_01808
OG0000738	Praa.g_01153	Syam.g_01803
OG0000739	Praa.g_01154	Syam.g_01802
OG0000740	Praa.g_01155	Syam.g_01801
OG0000741	Praa.g_01156	Syam.g_01798
OG0000742	Praa.g_01158	Syam.g_01796
OG0000743	Praa.g_01160	Syam.g_01794
OG0000744	Praa.g_01161	Syam.g_01793
OG0000745	Praa.g_01162	Syam.g_01791
OG0000746	Praa.g_01164	Syam.g_01789
OG0000747	Praa.g_01165	Syam.g_01788
OG0000748	Praa.g_01168	Syam.g_01779
OG0000749	Praa.g_01169	Syam.g_01776
OG0000750	Praa.g_01170	Syam.g_01775
OG0000751	Praa.g_01172	Syam.g_01770
OG0000752	Praa.g_01174	Syam.g_01768
OG0000753	Praa.g_01177	Syam.g_01765
OG0000754	Praa.g_01180	Syam.g_00910
OG0000755	Praa.g_01183	Syam.g_00900
OG0000756	Praa.g_01184	Syam.g_00899
OG0000757	Praa.g_01190	Syam.g_00891
OG0000758	Praa.g_01191	Syam.g_00890
OG0000759	Praa.g_01192	Syam.g_00889
OG0000760	Praa.g_01193	Syam.g_00888
OG0000761	Praa.g_01194	Syam.g_00886
OG0000762	Praa.g_01195	Syam.g_00884
OG0000763	Praa.g_01197	Syam.g_00882
OG0000764	Praa.g_01198	Syam.g_00881
OG0000765	Praa.g_01207	Syam.g_00864
OG0000766	Praa.g_01208	Syam.g_00863
OG0000767	Praa.g_01210	Syam.g_00861
OG0000768	Praa.g_01211	Syam.g_00860
OG0000769	Praa.g_01213	Syam.g_00858
OG0000770	Praa.g_01215	Syam.g_00855
OG0000771	Praa.g_01224	Syam.g_00762
OG0000772	Praa.g_01290	Syam.g_01005
OG0000773	Praa.g_01309	Syam.g_01816
OG0000774	Praa.g_01311	Syam.g_01820
OG0000775	Praa.g_01313	Syam.g_01823
OG0000776	Praa.g_01314	Syam.g_01824
OG0000777	Praa.g_01315	Syam.g_01825
OG0000778	Praa.g_01316	Syam.g_01826
OG0000779	Praa.g_01320	Syam.g_01832
OG0000780	Praa.g_01321	Syam.g_01835
OG0000781	Praa.g_01324	Syam.g_01839
OG0000782	Praa.g_01325	Syam.g_01840
OG0000783	Praa.g_01326	Syam.g_01841
OG0000784	Praa.g_01327	Syam.g_01842
OG0000785	Praa.g_01329	Syam.g_01844
OG0000786	Praa.g_01331	Syam.g_01700
OG0000787	Praa.g_01332	Syam.g_01701
OG0000788	Praa.g_01353	Syam.g_01455
OG0000789	Praa.g_01356	Syam.g_01044
OG0000790	Praa.g_01371	Syam.g_00570
OG0000791	Praa.g_01373	Syam.g_00568
OG0000792	Praa.g_01374	Syam.g_00567
OG0000793	Praa.g_01377	Syam.g_00562
OG0000794	Praa.g_01378	Syam.g_00561
OG0000795	Praa.g_01379	Syam.g_00560
OG0000796	Praa.g_01383	Syam.g_00556
OG0000797	Praa.g_01384	Syam.g_00555
OG0000798	Praa.g_01393	Syam.g_00233
OG0000799	Praa.g_01458	Syam.g_01585
OG0000800	Praa.g_01459	Syam.g_01588
OG0000801	Praa.g_01460	Syam.g_01589
OG0000802	Praa.g_01462	Syam.g_01592
OG0000803	Praa.g_01464	Syam.g_01597
OG0000804	Praa.g_01465	Syam.g_01600
OG0000805	Praa.g_01467	Syam.g_01602
OG0000806	Praa.g_01469	Syam.g_01604
OG0000807	Praa.g_01470	Syam.g_01606
OG0000808	Praa.g_01471	Syam.g_01607
OG0000809	Praa.g_01474	Syam.g_01610
OG0000810	Praa.g_01475	Syam.g_01611
OG0000811	Praa.g_01479	Syam.g_01616
OG0000812	Praa.g_01481	Syam.g_01618
OG0000813	Praa.g_01482	Syam.g_01619
OG0000814	Praa.g_01484	Syam.g_01621
OG0000815	Praa.g_01485	Syam.g_01622
OG0000816	Praa.g_01487	Syam.g_01624
OG0000817	Praa.g_01488	Syam.g_01625
OG0000818	Praa.g_01493	Syam.g_01631
OG0000819	Praa.g_01494	Syam.g_01632
OG0000820	Praa.g_01495	Syam.g_01633
OG0000821	Praa.g_01499	Syam.g_01639
OG0000822	Praa.g_01500	Syam.g_01641
OG0000823	Praa.g_01501	Syam.g_01642
OG0000824	Praa.g_01504	Syam.g_01648
OG0000825	Praa.g_01505	Syam.g_01649
OG0000826	Praa.g_01506	Syam.g_01650
OG0000827	Praa.g_01507	Syam.g_01651
OG0000828	Praa.g_01510	Syam.g_01655
OG0000829	Praa.g_01511	Syam.g_01656
OG0000830	Praa.g_01512	Syam.g_01657
OG0000831	Praa.g_01514	Syam.g_01659
OG0000832	Praa.g_01520	Syam.g_01923
OG0000833	Praa.g_01528	Syam.g_01932
OG0000834	Praa.g_01529	Syam.g_01933
OG0000835	Praa.g_01530	Syam.g_01934
OG0000836	Praa.g_01531	Syam.g_01937
OG0000837	Praa.g_01532	Syam.g_01938
OG0000838	Praa.g_01534	Syam.g_01946
OG0000839	Praa.g_01535	Syam.g_01947
OG0000840	Praa.g_01536	Syam.g_01948
OG0000841	Praa.g_01537	Syam.g_01949
OG0000842	Praa.g_01538	Syam.g_01950
OG0000843	Praa.g_01539	Syam.g_01951
OG0000844	Praa.g_01541	Syam.g_01953
OG0000845	Praa.g_01542	Syam.g_01954
OG0000846	Praa.g_01543	Syam.g_01955
OG0000847	Praa.g_01544	Syam.g_01956
OG0000848	Praa.g_01545	Syam.g_01958
OG0000849	Praa.g_01546	Syam.g_01959
OG0000850	Praa.g_01548	Syam.g_01961
OG0000851	Praa.g_01549	Syam.g_01966
OG0000852	Praa.g_01550	Syam.g_01967
OG0000853	Praa.g_01554	Syam.g_01971
OG0000854	Praa.g_01556	Syam.g_01973
OG0000855	Praa.g_01557	Syam.g_01974
OG0000856	Praa.g_01572	Syam.g_01483
OG0000857	Praa.g_01600	Syam.g_01273
OG0000858	Praa.g_01629	Syam.g_01980
OG0000859	Praa.g_01630	Syam.g_01981
OG0000860	Praa.g_01637	Syam.g_01992
OG0000861	Praa.g_01638	Syam.g_01993
OG0000862	Praa.g_01639	Syam.g_01994
OG0000863	Praa.g_01641	Syam.g_01996
OG0000864	Praa.g_01642	Syam.g_01997
OG0000865	Praa.g_01643	Syam.g_01998
OG0000866	Praa.g_01644	Syam.g_01999
OG0000867	Praa.g_01645	Syam.g_02000
OG0000868	Praa.g_01646	Syam.g_02003
OG0000869	Praa.g_01650	Syam.g_02007
OG0000870	Praa.g_01655	Syam.g_02012
OG0000871	Praa.g_01656	Syam.g_02013
OG0000872	Praa.g_01657	Syam.g_02021
OG0000873	Praa.g_01660	Syam.g_02024
OG0000874	Praa.g_01663	Syam.g_02019
OG0000875	Praa.g_01665	Syam.g_02026
OG0000876	Praa.g_01666	Syam.g_01877
OG0000877	Praa.g_01668	Syam.g_01882
OG0000878	Praa.g_01669	Syam.g_01883
OG0000879	Praa.g_01670	Syam.g_01884
OG0000880	Praa.g_01671	Syam.g_01885
OG0000881	Praa.g_01675	Syam.g_01891
OG0000882	Praa.g_01680	Syam.g_01896
OG0000883	Praa.g_01682	Syam.g_01898
OG0000884	Praa.g_01684	Syam.g_01900
OG0000885	Praa.g_01685	Syam.g_01901
OG0000886	Praa.g_01686	Syam.g_01902
OG0000887	Praa.g_01687	Syam.g_01903
OG0000888	Praa.g_01689	Syam.g_01905
OG0000889	Praa.g_01691	Syam.g_01907
OG0000890	Praa.g_01692	Syam.g_01910
OG0000891	Praa.g_01693	Syam.g_01911
OG0000892	Praa.g_01695	Syam.g_01913
OG0000893	Praa.g_01699	Syam.g_00287
OG0000894	Praa.g_01701	Syam.g_00290
OG0000895	Praa.g_01704	Syam.g_00294
OG0000896	Praa.g_01705	Syam.g_00295
OG0000897	Praa.g_01707	Syam.g_00297
OG0000898	Praa.g_01708	Syam.g_00298
OG0000899	Praa.g_01709	Syam.g_00299
OG0000900	Praa.g_01710	Syam.g_00300
OG0000901	Praa.g_01713	Syam.g_00305
OG0000902	Praa.g_01715	Syam.g_00307
OG0000903	Praa.g_01718	Syam.g_00322
OG0000904	Praa.g_01720	Syam.g_00317
OG0000905	Praa.g_01725	Syam.g_00312
OG0000906	Praa.g_01726	Syam.g_00309
OG0000907	Praa.g_01733	Syam.g_00324
OG0000908	Praa.g_01736	Syam.g_00327
OG0000909	Praa.g_01737	Syam.g_00328
OG0000910	Praa.g_01738	Syam.g_00329
OG0000911	Praa.g_01740	Syam.g_00331
OG0000912	Praa.g_01741	Syam.g_00332
OG0000913	Praa.g_01742	Syam.g_00333
OG0000914	Praa.g_01743	Syam.g_00334
OG0000915	Praa.g_01744	Syam.g_00336
OG0000916	Praa.g_01745	Syam.g_00337
OG0000917	Praa.g_01746	Syam.g_00338
OG0000918	Praa.g_01747	Syam.g_00339
OG0000919	Praa.g_01748	Syam.g_00340
OG0000920	Praa.g_01749	Syam.g_00341
OG0000921	Praa.g_01750	Syam.g_00342
OG0000922	Praa.g_01751	Syam.g_00343
OG0000923	Praa.g_01755	Syam.g_00347
OG0000924	Praa.g_01756	Syam.g_00348
OG0000925	Praa.g_01757	Syam.g_00349
OG0000926	Praa.g_01758	Syam.g_00350
OG0000927	Praa.g_01760	Syam.g_00352
OG0000928	Praa.g_01761	Syam.g_00353
OG0000929	Praa.g_01762	Syam.g_00354
OG0000930	Praa.g_01763	Syam.g_00355
OG0000931	Praa.g_01764	Syam.g_00356
OG0000932	Praa.g_01765	Syam.g_00357
OG0000933	Praa.g_01769	Syam.g_00363
OG0000934	Praa.g_01771	Syam.g_00365
OG0000935	Praa.g_01772	Syam.g_00366
OG0000936	Praa.g_01773	Syam.g_00368
OG0000937	Praa.g_01774	Syam.g_00369
OG0000938	Praa.g_01776	Syam.g_00373
OG0000939	Praa.g_01777	Syam.g_00374
OG0000940	Praa.g_01784	Syam.g_00381
OG0000941	Praa.g_01786	Syam.g_00383
OG0000942	Praa.g_01788	Syam.g_00385
OG0000943	Praa.g_01789	Syam.g_00386
OG0000944	Praa.g_01790	Syam.g_00388
OG0000945	Praa.g_01791	Syam.g_00390
OG0000946	Praa.g_01796	Syam.g_00395
OG0000947	Praa.g_01798	Syam.g_00398
OG0000948	Praa.g_01799	Syam.g_00399
OG0000949	Praa.g_01802	Syam.g_00159
OG0000950	Praa.g_01807	Syam.g_00150
OG0000951	Praa.g_01811	Syam.g_00145
OG0000952	Praa.g_01815	Syam.g_00140
OG0000953	Praa.g_01818	Syam.g_00136
OG0000954	Praa.g_01822	Syam.g_00131
OG0000955	Praa.g_01823	Syam.g_00130
OG0000956	Praa.g_01825	Syam.g_00128
OG0000957	Praa.g_01830	Syam.g_00117
OG0000958	Praa.g_01831	Syam.g_00116
OG0000959	Praa.g_01835	Syam.g_00112
OG0000960	Praa.g_01836	Syam.g_00111
OG0000961	Praa.g_01838	Syam.g_00108
OG0000962	Praa.g_01840	Syam.g_00106
OG0000963	Praa.g_01844	Syam.g_00101
OG0000964	Praa.g_01845	Syam.g_00100
OG0000965	Praa.g_01846	Syam.g_00099
OG0000966	Praa.g_01853	Syam.g_00074
OG0000967	Praa.g_01858	Syam.g_00069
OG0000968	Praa.g_01860	Syam.g_00077
OG0000969	Praa.g_01861	Syam.g_00072
OG0000970	Praa.g_01862	Syam.g_00071
OG0000971	Praa.g_01863	Syam.g_00066
OG0000972	Praa.g_01864	Syam.g_00065
OG0000973	Praa.g_01865	Syam.g_00064
OG0000974	Praa.g_01866	Syam.g_00063
OG0000975	Praa.g_01867	Syam.g_00062
OG0000976	Praa.g_01868	Syam.g_00061
OG0000977	Praa.g_01869	Syam.g_00059
OG0000978	Praa.g_01870	Syam.g_00058
OG0000979	Praa.g_01873	Syam.g_00055
OG0000980	Praa.g_01875	Syam.g_00052
OG0000981	Praa.g_01877	Syam.g_00049
OG0000982	Praa.g_01879	Syam.g_02314
OG0000983	Praa.g_01880	Syam.g_02315
OG0000984	Praa.g_01881	Syam.g_02316
OG0000985	Praa.g_01884	Syam.g_02318
OG0000986	Praa.g_01886	Syam.g_02320
OG0000987	Praa.g_01887	Syam.g_02322
OG0000988	Praa.g_01890	Syam.g_02327
OG0000989	Praa.g_01893	Syam.g_02334
OG0000990	Praa.g_01896	Syam.g_02346
OG0000991	Praa.g_01897	Syam.g_02348
OG0000992	Praa.g_01899	Syam.g_02351
OG0000993	Praa.g_01900	Syam.g_02352
OG0000994	Praa.g_01901	Syam.g_02354
OG0000995	Praa.g_01905	Syam.g_02359
OG0000996	Praa.g_01906	Syam.g_02405
OG0000997	Praa.g_01907	Syam.g_02416
OG0000998	Praa.g_01909	Syam.g_02418
OG0000999	Praa.g_01910	Syam.g_02419
OG0001000	Praa.g_01913	Syam.g_02422
OG0001001	Praa.g_01915	Syam.g_02427
OG0001002	Praa.g_01919	Syam.g_02433
OG0001003	Praa.g_01920	Syam.g_02434
OG0001004	Praa.g_01921	Syam.g_02435
OG0001005	Praa.g_01922	Syam.g_02436
OG0001006	Praa.g_01926	Syam.g_02444
OG0001007	Praa.g_01928	Syam.g_02446
OG0001009	Praa.g_00027	Syam.g_00032
OG0001010	Praa.g_00028	Syam.g_00033
OG0001011	Praa.g_00029	Syam.g_00034
OG0001012	Praa.g_00043	Syam.g_02310
OG0001013	Praa.g_00048	Syam.g_02296
OG0001014	Praa.g_00051	Syam.g_02292
OG0001015	Praa.g_00052	Syam.g_02291
OG0001016	Praa.g_00073	Syam.g_02067
OG0001017	Praa.g_00077	Syam.g_02073
OG0001018	Praa.g_00080	Syam.g_02075
OG0001019	Praa.g_00089	Syam.g_02093
OG0001020	Praa.g_00090	Syam.g_02098
OG0001021	Praa.g_00091	Syam.g_02102
OG0001022	Praa.g_00094	Syam.g_02106
OG0001023	Praa.g_00095	Syam.g_02107
OG0001024	Praa.g_00098	Syam.g_02111
OG0001025	Praa.g_00104	Syam.g_02118
OG0001026	Praa.g_00111	Syam.g_02130
OG0001027	Praa.g_00112	Syam.g_02135
OG0001028	Praa.g_00114	Syam.g_02137
OG0001029	Praa.g_00115	Syam.g_02139
OG0001030	Praa.g_00130	Syam.g_02163
OG0001031	Praa.g_00186	Syam.g_02239
OG0001032	Praa.g_00187	Syam.g_02241
OG0001033	Praa.g_00208	Syam.g_02265
OG0001034	Praa.g_00236	Syam.g_00508
OG0001035	Praa.g_00254	Syam.g_00265
OG0001036	Praa.g_00259	Syam.g_00261
OG0001037	Praa.g_00260	Syam.g_00259
OG0001038	Praa.g_00278	Syam.g_00232
OG0001039	Praa.g_00281	Syam.g_00229
OG0001040	Praa.g_00283	Syam.g_00226
OG0001041	Praa.g_00287	Syam.g_00221
OG0001042	Praa.g_00304	Syam.g_00196
OG0001043	Praa.g_00305	Syam.g_00192
OG0001044	Praa.g_00333	Syam.g_00456
OG0001045	Praa.g_00341	Syam.g_00469
OG0001046	Praa.g_00378	Syam.g_01151
OG0001047	Praa.g_00438	Syam.g_01864
OG0001048	Praa.g_00439	Syam.g_01863
OG0001049	Praa.g_00441	Syam.g_01855
OG0001050	Praa.g_00442	Syam.g_01854
OG0001051	Praa.g_00443	Syam.g_01853
OG0001052	Praa.g_00471	Syam.g_01672
OG0001053	Praa.g_00483	Syam.g_00586
OG0001054	Praa.g_00498	Syam.g_00603
OG0001055	Praa.g_00517	Syam.g_00624
OG0001056	Praa.g_00536	Syam.g_00656
OG0001057	Praa.g_00541	Syam.g_00664
OG0001058	Praa.g_00550	Syam.g_00677
OG0001059	Praa.g_00554	Syam.g_00681
OG0001060	Praa.g_00561	Syam.g_00688
OG0001061	Praa.g_00574	Syam.g_01744
OG0001062	Praa.g_00576	Syam.g_01742
OG0001063	Praa.g_00578	Syam.g_01737
OG0001064	Praa.g_00579	Syam.g_01736
OG0001065	Praa.g_00580	Syam.g_01735
OG0001066	Praa.g_00581	Syam.g_01734
OG0001067	Praa.g_00582	Syam.g_01733
OG0001068	Praa.g_00583	Syam.g_01732
OG0001069	Praa.g_00584	Syam.g_01731
OG0001070	Praa.g_00587	Syam.g_01728
OG0001071	Praa.g_00588	Syam.g_01727
OG0001072	Praa.g_00590	Syam.g_01723
OG0001073	Praa.g_00604	Syam.g_01709
OG0001074	Praa.g_00615	Syam.g_01504
OG0001075	Praa.g_00616	Syam.g_01502
OG0001076	Praa.g_00624	Syam.g_01491
OG0001077	Praa.g_00628	Syam.g_01480
OG0001078	Praa.g_00636	Syam.g_01467
OG0001079	Praa.g_00647	Syam.g_01454
OG0001080	Praa.g_00653	Syam.g_01034
OG0001081	Praa.g_00655	Syam.g_01386
OG0001082	Praa.g_00656	Syam.g_01385
OG0001083	Praa.g_00661	Syam.g_01377
OG0001084	Praa.g_00662	Syam.g_01376
OG0001085	Praa.g_00670	Syam.g_01366
OG0001086	Praa.g_00671	Syam.g_01364
OG0001087	Praa.g_00688	Syam.g_00813
OG0001088	Praa.g_00689	Syam.g_00809
OG0001089	Praa.g_00697	Syam.g_00785
OG0001090	Praa.g_00712	Syam.g_01246
OG0001091	Praa.g_00714	Syam.g_01244
OG0001092	Praa.g_00715	Syam.g_01242
OG0001093	Praa.g_00720	Syam.g_01236
OG0001094	Praa.g_00797	Syam.g_01296
OG0001095	Praa.g_00817	Syam.g_01276
OG0001096	Praa.g_00830	Syam.g_01260
OG0001097	Praa.g_00849	Syam.g_00727
OG0001098	Praa.g_00864	Syam.g_01037
OG0001099	Praa.g_00896	Syam.g_02138
OG0001100	Praa.g_00900	Syam.g_01356
OG0001101	Praa.g_00902	Syam.g_01355
OG0001103	Praa.g_00906	Syam.g_01350
OG0001104	Praa.g_00927	Syam.g_01311
OG0001105	Praa.g_00931	Syam.g_01307
OG0001106	Praa.g_00955	Syam.g_01110
OG0001107	Praa.g_00962	Syam.g_01122
OG0001108	Praa.g_00966	Syam.g_01132
OG0001109	Praa.g_00967	Syam.g_01134
OG0001110	Praa.g_00969	Syam.g_01136
OG0001111	Praa.g_00970	Syam.g_01138
OG0001112	Praa.g_00971	Syam.g_01140
OG0001113	Praa.g_00972	Syam.g_01141
OG0001114	Praa.g_00973	Syam.g_01142
OG0001115	Praa.g_00975	Syam.g_01146
OG0001116	Praa.g_00976	Syam.g_01148
OG0001117	Praa.g_00977	Syam.g_01149
OG0001118	Praa.g_00978	Syam.g_01150
OG0001119	Praa.g_00979	Syam.g_01152
OG0001120	Praa.g_00981	Syam.g_01156
OG0001121	Praa.g_01125, Praa.g_00984	Syam.g_00970
OG0001122	Praa.g_01011	Syam.g_01184
OG0001123	Praa.g_01015	Syam.g_01191
OG0001124	Praa.g_01017	Syam.g_01194
OG0001125	Praa.g_01018	Syam.g_01196
OG0001126	Praa.g_01028	Syam.g_00757
OG0001127	Praa.g_01029	Syam.g_00758
OG0001128	Praa.g_01031	Syam.g_00764
OG0001129	Praa.g_01032	Syam.g_00766
OG0001130	Praa.g_01033	Syam.g_00767
OG0001131	Praa.g_01070	Syam.g_01337
OG0001132	Praa.g_01080	Syam.g_01020
OG0001134	Praa.g_01127	Syam.g_00915
OG0001136	Praa.g_01157	Syam.g_01797
OG0001137	Praa.g_01167	Syam.g_01780
OG0001138	Praa.g_01185	Syam.g_00898
OG0001139	Praa.g_01186	Syam.g_00896
OG0001140	Praa.g_01187	Syam.g_00895
OG0001141	Praa.g_01188	Syam.g_00894
OG0001142	Praa.g_01189	Syam.g_00892
OG0001143	Praa.g_01196	Syam.g_00883
OG0001144	Praa.g_01201	Syam.g_00873
OG0001145	Praa.g_01310	Syam.g_01817
OG0001146	Praa.g_01322	Syam.g_01836
OG0001147	Praa.g_01352	Syam.g_01665
OG0001148	Praa.g_01368	Syam.g_00573
OG0001149	Praa.g_01369	Syam.g_00572
OG0001150	Praa.g_01370	Syam.g_00571
OG0001151	Praa.g_01381	Syam.g_00558
OG0001152	Praa.g_01382	Syam.g_00557
OG0001153	Praa.g_01508	Syam.g_01652
OG0001154	Praa.g_01509	Syam.g_01654
OG0001155	Praa.g_01521	Syam.g_01925
OG0001156	Praa.g_01524	Syam.g_01928
OG0001157	Praa.g_01525	Syam.g_01929
OG0001158	Praa.g_01526	Syam.g_01930
OG0001159	Praa.g_01527	Syam.g_01931
OG0001160	Praa.g_01552	Syam.g_01969
OG0001161	Praa.g_01565	Syam.g_02338
OG0001162	Praa.g_01576	Syam.g_01257
OG0001163	Praa.g_01627	Syam.g_01977
OG0001164	Praa.g_01631	Syam.g_01983
OG0001165	Praa.g_01634	Syam.g_01988
OG0001166	Praa.g_01654	Syam.g_02011
OG0001167	Praa.g_01672	Syam.g_01888
OG0001168	Praa.g_01674	Syam.g_01890
OG0001169	Praa.g_01676	Syam.g_01892
OG0001170	Praa.g_01678	Syam.g_01894
OG0001171	Praa.g_01688	Syam.g_01904
OG0001172	Praa.g_01702	Syam.g_00292
OG0001173	Praa.g_01703	Syam.g_00293
OG0001174	Praa.g_01711	Syam.g_00301
OG0001175	Praa.g_01712	Syam.g_00302
OG0001176	Praa.g_01719	Syam.g_00321
OG0001177	Praa.g_01722	Syam.g_00319
OG0001178	Praa.g_01727	Syam.g_01995
OG0001179	Praa.g_01759	Syam.g_00351
OG0001180	Praa.g_01781	Syam.g_00378
OG0001181	Praa.g_01785	Syam.g_00382
OG0001182	Praa.g_01792	Syam.g_00391
OG0001183	Praa.g_01797	Syam.g_00396
OG0001184	Praa.g_01813	Syam.g_00143
OG0001185	Praa.g_01827	Syam.g_00121
