Orthogroup	Praa	Syal
OG0000586	Praa.g_00613	Syal.g_02730
OG0000587	Praa.g_00614	Syal.g_02728
OG0000588	Praa.g_00618	Syal.g_02717
OG0000589	Praa.g_00621	Syal.g_02714
OG0000590	Praa.g_00622	Syal.g_02713
OG0000591	Praa.g_00625	Syal.g_02707
OG0000592	Praa.g_00626	Syal.g_02706
OG0000593	Praa.g_00632	Syal.g_02640
OG0000594	Praa.g_00633	Syal.g_02639
OG0000595	Praa.g_00634	Syal.g_02638
OG0000596	Praa.g_00638	Syal.g_02633
OG0000597	Praa.g_00640	Syal.g_02630
OG0000598	Praa.g_00641	Syal.g_02629
OG0000599	Praa.g_00644	Syal.g_02622
OG0000600	Praa.g_00645	Syal.g_02621
OG0000601	Praa.g_00646	Syal.g_02620
OG0000602	Praa.g_00648	Syal.g_02615
OG0000603	Praa.g_00649	Syal.g_02614
OG0000604	Praa.g_00650	Syal.g_02612
OG0000605	Praa.g_00651	Syal.g_02516
OG0000606	Praa.g_00654	Syal.g_02174
OG0000607	Praa.g_00657	Syal.g_02177
OG0000608	Praa.g_00658	Syal.g_02178
OG0000609	Praa.g_00659	Syal.g_02180
OG0000610	Praa.g_00664	Syal.g_02198
OG0000611	Praa.g_00667	Syal.g_02201
OG0000612	Praa.g_00668	Syal.g_02202
OG0000613	Praa.g_00673	Syal.g_01325
OG0000614	Praa.g_00692	Syal.g_01794
OG0000615	Praa.g_00700	Syal.g_02256
OG0000616	Praa.g_00704	Syal.g_00079
OG0000617	Praa.g_00717	Syal.g_01866
OG0000618	Praa.g_00718	Syal.g_01867
OG0000619	Praa.g_00719	Syal.g_02417
OG0000620	Praa.g_00722	Syal.g_02422
OG0000621	Praa.g_00723	Syal.g_02423
OG0000622	Praa.g_00724	Syal.g_02424
OG0000623	Praa.g_00725	Syal.g_02425
OG0000624	Praa.g_00726	Syal.g_02427
OG0000625	Praa.g_00727	Syal.g_02428
OG0000626	Praa.g_00728	Syal.g_02429
OG0000627	Praa.g_00729	Syal.g_02048
OG0000628	Praa.g_00730	Syal.g_02047
OG0000629	Praa.g_00731	Syal.g_02044
OG0000630	Praa.g_00734	Syal.g_02040
OG0000631	Praa.g_00794	Syal.g_02031
OG0000632	Praa.g_00795	Syal.g_02030
OG0000633	Praa.g_00796	Syal.g_02029
OG0000634	Praa.g_00799	Syal.g_02410
OG0000635	Praa.g_00800	Syal.g_02411
OG0000636	Praa.g_00802	Syal.g_02413
OG0000637	Praa.g_00804	Syal.g_02415
OG0000638	Praa.g_00805	Syal.g_02416
OG0000639	Praa.g_00806	Syal.g_01868
OG0000640	Praa.g_00807	Syal.g_01869
OG0000641	Praa.g_00812	Syal.g_01873
OG0000642	Praa.g_00813	Syal.g_01874
OG0000643	Praa.g_00814	Syal.g_01875
OG0000644	Praa.g_00815	Syal.g_01876
OG0000645	Praa.g_00816	Syal.g_01878
OG0000646	Praa.g_00818	Syal.g_01881
OG0000647	Praa.g_00819	Syal.g_01883
OG0000648	Praa.g_00821	Syal.g_02438
OG0000649	Praa.g_00822	Syal.g_02439
OG0000650	Praa.g_00823	Syal.g_02440
OG0000651	Praa.g_00824	Syal.g_02441
OG0000652	Praa.g_00825	Syal.g_02442
OG0000653	Praa.g_00827	Syal.g_02444
OG0000654	Praa.g_00828	Syal.g_02445
OG0000655	Praa.g_00829	Syal.g_02446
OG0000656	Praa.g_00832	Syal.g_02449
OG0000657	Praa.g_00840	Syal.g_02460
OG0000658	Praa.g_00841	Syal.g_02465
OG0000659	Praa.g_00842	Syal.g_02466
OG0000660	Praa.g_00846	Syal.g_02470
OG0000661	Praa.g_00848	Syal.g_02472
OG0000662	Praa.g_00850	Syal.g_02474
OG0000663	Praa.g_00852	Syal.g_02477
OG0000664	Praa.g_00853	Syal.g_02478
OG0000665	Praa.g_00857	Syal.g_02593
OG0000666	Praa.g_00858	Syal.g_02605
OG0000667	Praa.g_00862	Syal.g_02192
OG0000668	Praa.g_00892	Syal.g_01920
OG0000669	Praa.g_00899	Syal.g_02295
OG0000670	Praa.g_00901	Syal.g_02956
OG0000671	Praa.g_00903	Syal.g_02291
OG0000672	Praa.g_00905	Syal.g_02288
OG0000673	Praa.g_00908	Syal.g_02285
OG0000674	Praa.g_00910	Syal.g_02283
OG0000675	Praa.g_00911	Syal.g_02282
OG0000676	Praa.g_00913	Syal.g_02272
OG0000677	Praa.g_00914	Syal.g_02271
OG0000678	Praa.g_00916	Syal.g_02264
OG0000679	Praa.g_00920	Syal.g_02252
OG0000680	Praa.g_00921	Syal.g_02251
OG0000681	Praa.g_00923	Syal.g_02248
OG0000682	Praa.g_00924	Syal.g_02247
OG0000683	Praa.g_00925	Syal.g_02246
OG0000684	Praa.g_00926	Syal.g_02242
OG0000685	Praa.g_00928	Syal.g_02240
OG0000686	Praa.g_00929	Syal.g_02239
OG0000687	Praa.g_00930	Syal.g_02237
OG0000688	Praa.g_00933	Syal.g_02225
OG0000689	Praa.g_00934	Syal.g_02223
OG0000690	Praa.g_00935	Syal.g_02222
OG0000691	Praa.g_00936	Syal.g_02221
OG0000692	Praa.g_00938	Syal.g_02220
OG0000693	Praa.g_00939	Syal.g_02218
OG0000694	Praa.g_00940	Syal.g_02217
OG0000695	Praa.g_00942	Syal.g_02027
OG0000696	Praa.g_00943	Syal.g_02026
OG0000697	Praa.g_00944	Syal.g_02025
OG0000698	Praa.g_00947	Syal.g_02022
OG0000699	Praa.g_00948	Syal.g_02021
OG0000700	Praa.g_00949	Syal.g_02020
OG0000701	Praa.g_00950	Syal.g_02019
OG0000702	Praa.g_00952	Syal.g_02011
OG0000703	Praa.g_00953	Syal.g_02010
OG0000704	Praa.g_00954	Syal.g_02008
OG0000705	Praa.g_00958	Syal.g_01999
OG0000706	Praa.g_00959	Syal.g_01998
OG0000707	Praa.g_00960	Syal.g_01997
OG0000708	Praa.g_00961	Syal.g_01994
OG0000709	Praa.g_00965	Syal.g_01986
OG0000710	Praa.g_00968	Syal.g_01982
OG0000711	Praa.g_00985	Syal.g_01954
OG0000712	Praa.g_00987	Syal.g_01952
OG0000713	Praa.g_00988	Syal.g_01951
OG0000714	Praa.g_00989	Syal.g_01948
OG0000715	Praa.g_00991	Syal.g_01934
OG0000716	Praa.g_00993	Syal.g_01930
OG0000717	Praa.g_00994	Syal.g_01929
OG0000718	Praa.g_01008	Syal.g_01925
OG0000719	Praa.g_01010	Syal.g_01922
OG0000720	Praa.g_01019	Syal.g_01908
OG0000721	Praa.g_01021	Syal.g_01906
OG0000722	Praa.g_01022	Syal.g_01905
OG0000723	Praa.g_01025	Syal.g_02433
OG0000724	Praa.g_01034	Syal.g_01829
OG0000725	Praa.g_01040	Syal.g_01820
OG0000726	Praa.g_01041	Syal.g_01819
OG0000727	Praa.g_01042	Syal.g_01818
OG0000728	Praa.g_01044	Syal.g_01816
OG0000729	Praa.g_01091	Syal.g_01510
OG0000730	Praa.g_01095	Syal.g_00345
OG0000731	Praa.g_01099	Syal.g_00356
OG0000732	Praa.g_01109	Syal.g_00149
OG0000733	Praa.g_01128	Syal.g_01105
OG0000734	Praa.g_01145	Syal.g_00828
OG0000735	Praa.g_01147	Syal.g_01627
OG0000736	Praa.g_01148	Syal.g_01628
OG0000737	Praa.g_01149	Syal.g_01629
OG0000738	Praa.g_01153	Syal.g_01634
OG0000739	Praa.g_01154	Syal.g_01645
OG0000740	Praa.g_01155	Syal.g_01646
OG0000741	Praa.g_01156	Syal.g_01649
OG0000742	Praa.g_01158	Syal.g_01652
OG0000743	Praa.g_01160	Syal.g_01654
OG0000744	Praa.g_01161	Syal.g_01655
OG0000745	Praa.g_01162	Syal.g_01657
OG0000746	Praa.g_01164	Syal.g_01659
OG0000747	Praa.g_01165	Syal.g_01660
OG0000748	Praa.g_01168	Syal.g_01674
OG0000749	Praa.g_01169	Syal.g_01675
OG0000750	Praa.g_01170	Syal.g_01676
OG0000751	Praa.g_01172	Syal.g_01688
OG0000752	Praa.g_01174	Syal.g_01690
OG0000753	Praa.g_01177	Syal.g_01693
OG0000754	Praa.g_01180	Syal.g_01698
OG0000755	Praa.g_01183	Syal.g_01707
OG0000756	Praa.g_01184	Syal.g_01708
OG0000757	Praa.g_01190	Syal.g_01715
OG0000758	Praa.g_01191	Syal.g_01716
OG0000759	Praa.g_01192	Syal.g_01717
OG0000760	Praa.g_01193	Syal.g_01718
OG0000761	Praa.g_01194	Syal.g_01719
OG0000762	Praa.g_01195	Syal.g_01721
OG0000763	Praa.g_01197	Syal.g_01723
OG0000764	Praa.g_01198	Syal.g_01724
OG0000765	Praa.g_01207	Syal.g_01768
OG0000766	Praa.g_01208	Syal.g_01767
OG0000767	Praa.g_01210	Syal.g_01765
OG0000768	Praa.g_01211	Syal.g_01764
OG0000769	Praa.g_01213	Syal.g_01762
OG0000770	Praa.g_01215	Syal.g_01758
OG0000771	Praa.g_01224	Syal.g_01835
OG0000772	Praa.g_01290	Syal.g_01641
OG0000773	Praa.g_01309	Syal.g_01618
OG0000774	Praa.g_01311	Syal.g_01610
OG0000775	Praa.g_01313	Syal.g_01608
OG0000776	Praa.g_01314	Syal.g_01607
OG0000777	Praa.g_01315	Syal.g_01606
OG0000778	Praa.g_01316	Syal.g_01605
OG0000779	Praa.g_01320	Syal.g_01599
OG0000780	Praa.g_01321	Syal.g_01594
OG0000781	Praa.g_01324	Syal.g_01590
OG0000782	Praa.g_01325	Syal.g_01589
OG0000783	Praa.g_01326	Syal.g_01588
OG0000784	Praa.g_01327	Syal.g_01587
OG0000785	Praa.g_01329	Syal.g_01585
OG0000786	Praa.g_01331	Syal.g_01579
OG0000787	Praa.g_01332	Syal.g_01578
OG0000788	Praa.g_01353	Syal.g_02619
OG0000789	Praa.g_01356	Syal.g_02598
OG0000790	Praa.g_01371	Syal.g_02883
OG0000791	Praa.g_01373	Syal.g_02882
OG0000792	Praa.g_01374	Syal.g_02881
OG0000793	Praa.g_01377	Syal.g_02876
OG0000794	Praa.g_01378	Syal.g_02875
OG0000795	Praa.g_01379	Syal.g_02874
OG0000796	Praa.g_01383	Syal.g_02870
OG0000797	Praa.g_01384	Syal.g_02869
OG0000798	Praa.g_01393	Syal.g_01260
OG0000798	Praa.g_01412	Syal.g_01372
OG0000799	Praa.g_01458	Syal.g_01547
OG0000800	Praa.g_01459	Syal.g_01542
OG0000801	Praa.g_01460	Syal.g_01541
OG0000802	Praa.g_01462	Syal.g_01536
OG0000803	Praa.g_01464	Syal.g_00040
OG0000804	Praa.g_01465	Syal.g_00036
OG0000805	Praa.g_01467	Syal.g_00030
OG0000806	Praa.g_01469	Syal.g_00028
OG0000807	Praa.g_01470	Syal.g_00026
OG0000808	Praa.g_01471	Syal.g_00025
OG0000809	Praa.g_01474	Syal.g_00022
OG0000810	Praa.g_01475	Syal.g_00021
OG0000811	Praa.g_01479	Syal.g_00380
OG0000812	Praa.g_01481	Syal.g_00382
OG0000813	Praa.g_01482	Syal.g_00383
OG0000814	Praa.g_01484	Syal.g_00385
OG0000815	Praa.g_01485	Syal.g_00391
OG0000816	Praa.g_01487	Syal.g_00393
OG0000817	Praa.g_01488	Syal.g_00394
OG0000818	Praa.g_01493	Syal.g_00401
OG0000819	Praa.g_01494	Syal.g_00402
OG0000820	Praa.g_01495	Syal.g_00403
OG0000821	Praa.g_01499	Syal.g_00409
OG0000822	Praa.g_01500	Syal.g_00411
OG0000823	Praa.g_01501	Syal.g_00412
OG0000824	Praa.g_01504	Syal.g_00417
OG0000825	Praa.g_01505	Syal.g_00418
OG0000826	Praa.g_01506	Syal.g_00419
OG0000827	Praa.g_01507	Syal.g_00420
OG0000828	Praa.g_01510	Syal.g_00423
OG0000829	Praa.g_01511	Syal.g_00424
OG0000830	Praa.g_01512	Syal.g_00425
OG0000831	Praa.g_01514	Syal.g_00427
OG0000832	Praa.g_01520	Syal.g_02967
OG0000833	Praa.g_01528	Syal.g_02976
OG0000834	Praa.g_01529	Syal.g_02979
OG0000835	Praa.g_01530	Syal.g_02980
OG0000836	Praa.g_01531	Syal.g_02983
OG0000837	Praa.g_01532	Syal.g_02984
OG0000838	Praa.g_01534	Syal.g_02988
OG0000839	Praa.g_01535	Syal.g_02989
OG0000840	Praa.g_01536	Syal.g_02990
OG0000841	Praa.g_01537	Syal.g_02991
OG0000842	Praa.g_01538	Syal.g_02992
OG0000843	Praa.g_01539	Syal.g_02993
OG0000844	Praa.g_01541	Syal.g_02995
OG0000845	Praa.g_01542	Syal.g_02996
OG0000846	Praa.g_01543	Syal.g_02997
OG0000847	Praa.g_01544	Syal.g_02998
OG0000848	Praa.g_01545	Syal.g_03000
OG0000849	Praa.g_01546	Syal.g_03001
OG0000850	Praa.g_01548	Syal.g_03008
OG0000851	Praa.g_01549	Syal.g_00561
OG0000852	Praa.g_01550	Syal.g_00562
OG0000853	Praa.g_01554	Syal.g_00566
OG0000854	Praa.g_01556	Syal.g_00568
OG0000855	Praa.g_01557	Syal.g_00569
OG0000856	Praa.g_01572	Syal.g_02704
OG0000857	Praa.g_01600	Syal.g_01882
OG0000858	Praa.g_01629	Syal.g_00576
OG0000859	Praa.g_01630	Syal.g_00577
OG0000860	Praa.g_01637	Syal.g_00589
OG0000861	Praa.g_01638	Syal.g_00590
OG0000862	Praa.g_01639	Syal.g_00591
OG0000863	Praa.g_01641	Syal.g_00594
OG0000864	Praa.g_01642	Syal.g_00595
OG0000865	Praa.g_01643	Syal.g_00596
OG0000866	Praa.g_01644	Syal.g_00597
OG0000867	Praa.g_01645	Syal.g_00598
OG0000868	Praa.g_01646	Syal.g_00604
OG0000869	Praa.g_01650	Syal.g_00609
OG0000870	Praa.g_01655	Syal.g_00614
OG0000871	Praa.g_01656	Syal.g_00615
OG0000872	Praa.g_01657	Syal.g_00621
OG0000873	Praa.g_01660	Syal.g_00624
OG0000874	Praa.g_01663	Syal.g_00627
OG0000875	Praa.g_01665	Syal.g_00629
OG0000876	Praa.g_01666	Syal.g_00631
OG0000877	Praa.g_01668	Syal.g_00633
OG0000878	Praa.g_01669	Syal.g_00634
OG0000879	Praa.g_01670	Syal.g_00635
OG0000880	Praa.g_01671	Syal.g_00636
OG0000881	Praa.g_01675	Syal.g_00641
OG0000882	Praa.g_01680	Syal.g_00646
OG0000883	Praa.g_01682	Syal.g_00648
OG0000884	Praa.g_01684	Syal.g_00650
OG0000885	Praa.g_01685	Syal.g_00651
OG0000886	Praa.g_01686	Syal.g_00652
OG0000887	Praa.g_01687	Syal.g_00653
OG0000888	Praa.g_01689	Syal.g_00655
OG0000889	Praa.g_01691	Syal.g_00657
OG0000890	Praa.g_01692	Syal.g_00663
OG0000891	Praa.g_01693	Syal.g_00664
OG0000892	Praa.g_01695	Syal.g_00668
OG0000893	Praa.g_01699	Syal.g_00193
OG0000894	Praa.g_01701	Syal.g_00196
OG0000895	Praa.g_01704	Syal.g_00200
OG0000896	Praa.g_01705	Syal.g_00201
OG0000897	Praa.g_01707	Syal.g_00203
OG0000898	Praa.g_01708	Syal.g_00204
OG0000899	Praa.g_01709	Syal.g_00205
OG0000900	Praa.g_01710	Syal.g_00206
OG0000901	Praa.g_01713	Syal.g_00211
OG0000902	Praa.g_01715	Syal.g_00213
OG0000903	Praa.g_01718	Syal.g_00227
OG0000904	Praa.g_01720	Syal.g_00222
OG0000905	Praa.g_01725	Syal.g_00217
OG0000906	Praa.g_01726	Syal.g_00215
OG0000907	Praa.g_01733	Syal.g_00229
OG0000908	Praa.g_01736	Syal.g_00232
OG0000909	Praa.g_01737	Syal.g_00233
OG0000910	Praa.g_01738	Syal.g_00234
OG0000911	Praa.g_01740	Syal.g_00237
OG0000912	Praa.g_01741	Syal.g_00238
OG0000913	Praa.g_01742	Syal.g_00239
OG0000914	Praa.g_01743	Syal.g_00240
OG0000915	Praa.g_01744	Syal.g_00241
OG0000916	Praa.g_01745	Syal.g_00242
OG0000917	Praa.g_01746	Syal.g_00243
OG0000918	Praa.g_01747	Syal.g_00244
OG0000919	Praa.g_01748	Syal.g_00245
OG0000920	Praa.g_01749	Syal.g_00246
OG0000921	Praa.g_01750	Syal.g_00247
OG0000922	Praa.g_01751	Syal.g_00248
OG0000923	Praa.g_01755	Syal.g_00252
OG0000924	Praa.g_01756	Syal.g_00253
OG0000925	Praa.g_01757	Syal.g_00254
OG0000926	Praa.g_01758	Syal.g_00255
OG0000927	Praa.g_01760	Syal.g_00257
OG0000928	Praa.g_01761	Syal.g_00258
OG0000929	Praa.g_01762	Syal.g_00259
OG0000930	Praa.g_01763	Syal.g_00260
OG0000931	Praa.g_01764	Syal.g_00261
OG0000932	Praa.g_01765	Syal.g_00262
OG0000933	Praa.g_01769	Syal.g_00268
OG0000934	Praa.g_01771	Syal.g_00270
OG0000935	Praa.g_01772	Syal.g_00271
OG0000936	Praa.g_01773	Syal.g_00272
OG0000937	Praa.g_01774	Syal.g_00273
OG0000938	Praa.g_01776	Syal.g_00276
OG0000939	Praa.g_01777	Syal.g_00277
OG0000940	Praa.g_01784	Syal.g_00285
OG0000941	Praa.g_01786	Syal.g_00287
OG0000942	Praa.g_01788	Syal.g_00289
OG0000943	Praa.g_01789	Syal.g_00290
OG0000944	Praa.g_01790	Syal.g_00292
OG0000945	Praa.g_01791	Syal.g_00294
OG0000946	Praa.g_01796	Syal.g_00301
OG0000947	Praa.g_01798	Syal.g_00304
OG0000948	Praa.g_01799	Syal.g_00305
OG0000949	Praa.g_01802	Syal.g_01341
OG0000950	Praa.g_01807	Syal.g_01348
OG0000951	Praa.g_01811	Syal.g_01353
OG0000952	Praa.g_01815	Syal.g_01363
OG0000953	Praa.g_01818	Syal.g_01435
OG0000954	Praa.g_01822	Syal.g_01443
OG0000955	Praa.g_01823	Syal.g_01444
OG0000956	Praa.g_01825	Syal.g_01446
OG0000957	Praa.g_01830	Syal.g_01457
OG0000958	Praa.g_01831	Syal.g_01458
OG0000959	Praa.g_01835	Syal.g_01482
OG0000960	Praa.g_01836	Syal.g_01483
OG0000961	Praa.g_01838	Syal.g_01507
OG0000962	Praa.g_01840	Syal.g_01509
OG0000963	Praa.g_01844	Syal.g_01514
OG0000964	Praa.g_01845	Syal.g_01515
OG0000965	Praa.g_01846	Syal.g_01516
OG0000966	Praa.g_01853	Syal.g_00176
OG0000967	Praa.g_01858	Syal.g_00171
OG0000968	Praa.g_01860	Syal.g_00169
OG0000969	Praa.g_01861	Syal.g_00167
OG0000970	Praa.g_01862	Syal.g_00166
OG0000971	Praa.g_01863	Syal.g_00164
OG0000972	Praa.g_01864	Syal.g_00163
OG0000973	Praa.g_01865	Syal.g_00162
OG0000974	Praa.g_01866	Syal.g_00161
OG0000975	Praa.g_01867	Syal.g_00160
OG0000976	Praa.g_01868	Syal.g_00159
OG0000977	Praa.g_01869	Syal.g_00157
OG0000978	Praa.g_01870	Syal.g_00156
OG0000979	Praa.g_01873	Syal.g_00153
OG0000980	Praa.g_01875	Syal.g_00150
OG0000981	Praa.g_01877	Syal.g_00147
OG0000982	Praa.g_01879	Syal.g_01068
OG0000983	Praa.g_01880	Syal.g_01069
OG0000984	Praa.g_01881	Syal.g_01070
OG0000985	Praa.g_01884	Syal.g_01074
OG0000986	Praa.g_01886	Syal.g_01076
OG0000987	Praa.g_01887	Syal.g_01080
OG0000988	Praa.g_01890	Syal.g_01086
OG0000989	Praa.g_01893	Syal.g_01098
OG0000990	Praa.g_01896	Syal.g_01118
OG0000991	Praa.g_01897	Syal.g_01120
OG0000992	Praa.g_01899	Syal.g_01122
OG0000993	Praa.g_01900	Syal.g_01123
OG0000994	Praa.g_01901	Syal.g_01127
OG0000995	Praa.g_01905	Syal.g_01132
OG0000996	Praa.g_01906	Syal.g_01162
OG0000997	Praa.g_01907	Syal.g_01171
OG0000998	Praa.g_01909	Syal.g_01173
OG0000999	Praa.g_01910	Syal.g_01174
OG0001000	Praa.g_01913	Syal.g_01177
OG0001001	Praa.g_01915	Syal.g_01182
OG0001002	Praa.g_01919	Syal.g_00082
OG0001003	Praa.g_01920	Syal.g_00084
OG0001004	Praa.g_01921	Syal.g_00085
OG0001005	Praa.g_01922	Syal.g_00087
OG0001006	Praa.g_01926	Syal.g_00094
OG0001007	Praa.g_01928	Syal.g_00096
OG0001009	Praa.g_00027	Syal.g_00129
OG0001010	Praa.g_00028	Syal.g_00130
OG0001011	Praa.g_00029	Syal.g_00131
OG0001012	Praa.g_00043	Syal.g_01064
OG0001013	Praa.g_00048	Syal.g_01026
OG0001014	Praa.g_00051	Syal.g_01022
OG0001015	Praa.g_00052	Syal.g_01021
OG0001016	Praa.g_00073	Syal.g_00756
OG0001017	Praa.g_00077	Syal.g_00762
OG0001018	Praa.g_00080	Syal.g_00764
OG0001019	Praa.g_00089	Syal.g_00785
OG0001020	Praa.g_00090	Syal.g_00796
OG0001021	Praa.g_00091	Syal.g_00800
OG0001022	Praa.g_00094	Syal.g_00805
OG0001023	Praa.g_00095	Syal.g_00806
OG0001024	Praa.g_00098	Syal.g_00810
OG0001025	Praa.g_00104	Syal.g_00817
OG0001026	Praa.g_00111	Syal.g_00830
OG0001027	Praa.g_00112	Syal.g_00834
OG0001028	Praa.g_00114	Syal.g_00836
OG0001029	Praa.g_00115	Syal.g_00838
OG0001030	Praa.g_00130	Syal.g_00860
OG0001031	Praa.g_00186	Syal.g_00936
OG0001032	Praa.g_00187	Syal.g_00938
OG0001033	Praa.g_00208	Syal.g_00972
OG0001034	Praa.g_00236	Syal.g_00684
OG0001035	Praa.g_00254	Syal.g_01226
OG0001036	Praa.g_00259	Syal.g_01231
OG0001037	Praa.g_00260	Syal.g_01233
OG0001038	Praa.g_00278	Syal.g_01261
OG0001039	Praa.g_00281	Syal.g_01264
OG0001040	Praa.g_00283	Syal.g_01267
OG0001041	Praa.g_00287	Syal.g_01272
OG0001042	Praa.g_00304	Syal.g_01300
OG0001043	Praa.g_00305	Syal.g_01304
OG0001044	Praa.g_00333	Syal.g_00346
OG0001045	Praa.g_00341	Syal.g_00359
OG0001046	Praa.g_00378	Syal.g_01967
OG0001047	Praa.g_00438	Syal.g_00522
OG0001048	Praa.g_00439	Syal.g_00521
OG0001049	Praa.g_00441	Syal.g_00518
OG0001050	Praa.g_00442	Syal.g_00517
OG0001051	Praa.g_00443	Syal.g_00516
OG0001052	Praa.g_00471	Syal.g_00467
OG0001053	Praa.g_00483	Syal.g_02900
OG0001054	Praa.g_00498	Syal.g_02919
OG0001055	Praa.g_00517	Syal.g_02940
OG0001056	Praa.g_00536	Syal.g_02833
OG0001057	Praa.g_00541	Syal.g_01574
OG0001058	Praa.g_00550	Syal.g_02812
OG0001059	Praa.g_00554	Syal.g_02808
OG0001060	Praa.g_00561	Syal.g_02801
OG0001061	Praa.g_00574	Syal.g_02783
OG0001062	Praa.g_00576	Syal.g_02781
OG0001063	Praa.g_00578	Syal.g_02776
OG0001064	Praa.g_00579	Syal.g_02775
OG0001065	Praa.g_00580	Syal.g_02774
OG0001066	Praa.g_00581	Syal.g_02773
OG0001067	Praa.g_00582	Syal.g_02772
OG0001068	Praa.g_00583	Syal.g_02771
OG0001069	Praa.g_00584	Syal.g_02770
OG0001070	Praa.g_00587	Syal.g_02766
OG0001071	Praa.g_00588	Syal.g_02765
OG0001072	Praa.g_00590	Syal.g_02761
OG0001073	Praa.g_00604	Syal.g_02746
OG0001074	Praa.g_00615	Syal.g_02575
OG0001075	Praa.g_00616	Syal.g_02726
OG0001076	Praa.g_00624	Syal.g_02712
OG0001077	Praa.g_00628	Syal.g_02702
OG0001078	Praa.g_00636	Syal.g_02635
OG0001079	Praa.g_00647	Syal.g_02618
OG0001080	Praa.g_00653	Syal.g_02514
OG0001081	Praa.g_00655	Syal.g_02175
OG0001082	Praa.g_00656	Syal.g_02176
OG0001083	Praa.g_00661	Syal.g_02184
OG0001084	Praa.g_00662	Syal.g_02187
OG0001085	Praa.g_00670	Syal.g_02206
OG0001086	Praa.g_00671	Syal.g_02208
OG0001087	Praa.g_00688	Syal.g_01782
OG0001088	Praa.g_00689	Syal.g_01785
OG0001089	Praa.g_00697	Syal.g_01811
OG0001090	Praa.g_00712	Syal.g_01859
OG0001091	Praa.g_00714	Syal.g_01862
OG0001092	Praa.g_00715	Syal.g_01864
OG0001093	Praa.g_00720	Syal.g_02419
OG0001094	Praa.g_00797	Syal.g_02216
OG0001095	Praa.g_00817	Syal.g_01879
OG0001096	Praa.g_00830	Syal.g_02447
OG0001097	Praa.g_00849	Syal.g_02473
OG0001098	Praa.g_00864	Syal.g_02083
OG0001099	Praa.g_00896	Syal.g_00837
OG0001100	Praa.g_00900	Syal.g_02293
OG0001101	Praa.g_00902	Syal.g_02292
OG0001102	Praa.g_00904	Syal.g_02289
OG0001103	Praa.g_00906	Syal.g_02287
OG0001104	Praa.g_00927	Syal.g_02241
OG0001105	Praa.g_00931	Syal.g_02236
OG0001106	Praa.g_00955	Syal.g_02007
OG0001107	Praa.g_00962	Syal.g_01993
OG0001108	Praa.g_00966	Syal.g_01985
OG0001109	Praa.g_00967	Syal.g_01983
OG0001110	Praa.g_00969	Syal.g_01981
OG0001111	Praa.g_00970	Syal.g_01979
OG0001112	Praa.g_00971	Syal.g_01977
OG0001113	Praa.g_00972	Syal.g_02244
OG0001114	Praa.g_00973	Syal.g_01976
OG0001115	Praa.g_00975	Syal.g_01972
OG0001116	Praa.g_00976	Syal.g_01970
OG0001117	Praa.g_00977	Syal.g_01969
OG0001118	Praa.g_00978	Syal.g_01968
OG0001119	Praa.g_00979	Syal.g_01966
OG0001120	Praa.g_00981	Syal.g_01962
OG0001121	Praa.g_01125, Praa.g_00984	Syal.g_02960
OG0001122	Praa.g_01011	Syal.g_01921
OG0001123	Praa.g_01015	Syal.g_01913
OG0001124	Praa.g_01017	Syal.g_01911
OG0001125	Praa.g_01018	Syal.g_01909
OG0001126	Praa.g_01028	Syal.g_01837
OG0001127	Praa.g_01029	Syal.g_01836
OG0001128	Praa.g_01031	Syal.g_01833
OG0001129	Praa.g_01032	Syal.g_01831
OG0001130	Praa.g_01033	Syal.g_01830
OG0001131	Praa.g_01070	Syal.g_02260
OG0001132	Praa.g_01080	Syal.g_02553
OG0001133	Praa.g_01115	Syal.g_02710
OG0001134	Praa.g_01127	Syal.g_02506
OG0001136	Praa.g_01157	Syal.g_01650
OG0001137	Praa.g_01167	Syal.g_01673
OG0001138	Praa.g_01185	Syal.g_01709
OG0001139	Praa.g_01186	Syal.g_01711
OG0001140	Praa.g_01187	Syal.g_01712
OG0001141	Praa.g_01188	Syal.g_01713
OG0001142	Praa.g_01189	Syal.g_01714
OG0001143	Praa.g_01196	Syal.g_01722
OG0001144	Praa.g_01201	Syal.g_01736
OG0001145	Praa.g_01310	Syal.g_01614
OG0001146	Praa.g_01322	Syal.g_01593
OG0001147	Praa.g_01352	Syal.g_00458
OG0001148	Praa.g_01368	Syal.g_02886
OG0001149	Praa.g_01369	Syal.g_02885
OG0001150	Praa.g_01370	Syal.g_02884
OG0001151	Praa.g_01381	Syal.g_02872
OG0001152	Praa.g_01382	Syal.g_02871
OG0001153	Praa.g_01508	Syal.g_00421
OG0001154	Praa.g_01509	Syal.g_00422
OG0001155	Praa.g_01521	Syal.g_02969
OG0001156	Praa.g_01524	Syal.g_02972
OG0001157	Praa.g_01525	Syal.g_02973
OG0001158	Praa.g_01526	Syal.g_02974
OG0001159	Praa.g_01527	Syal.g_02975
OG0001160	Praa.g_01552	Syal.g_00564
OG0001161	Praa.g_01565	Syal.g_01104
OG0001162	Praa.g_01576	Syal.g_01577
OG0001163	Praa.g_01627	Syal.g_00573
OG0001164	Praa.g_01631	Syal.g_00579
OG0001165	Praa.g_01634	Syal.g_00584
OG0001166	Praa.g_01654	Syal.g_00613
OG0001167	Praa.g_01672	Syal.g_00638
OG0001168	Praa.g_01674	Syal.g_00640
