Orthogroup	Praa	Syap
OG0000607	Praa.g_00657	Syap.g_00093
OG0000608	Praa.g_00658	Syap.g_00094
OG0000609	Praa.g_00659	Syap.g_00096
OG0000610	Praa.g_00664	Syap.g_01963
OG0000611	Praa.g_00667	Syap.g_01958
OG0000612	Praa.g_00668	Syap.g_01957
OG0000613	Praa.g_00673	Syap.g_02480
OG0000615	Praa.g_00700	Syap.g_00154
OG0000616	Praa.g_00704	Syap.g_00127
OG0000617	Praa.g_00717	Syap.g_00513
OG0000618	Praa.g_00718	Syap.g_00514
OG0000619	Praa.g_00719	Syap.g_00515
OG0000620	Praa.g_00722	Syap.g_00520
OG0000621	Praa.g_00723	Syap.g_00521
OG0000622	Praa.g_00724	Syap.g_00523
OG0000623	Praa.g_00725	Syap.g_00526
OG0000624	Praa.g_00726	Syap.g_00527
OG0000625	Praa.g_00727	Syap.g_00528
OG0000626	Praa.g_00728	Syap.g_00529
OG0000627	Praa.g_00729	Syap.g_00848
OG0000628	Praa.g_00730	Syap.g_00850
OG0000629	Praa.g_00731	Syap.g_02334
OG0000630	Praa.g_00734	Syap.g_02793
OG0000631	Praa.g_00794	Syap.g_01724
OG0000632	Praa.g_00795	Syap.g_01725
OG0000633	Praa.g_00796	Syap.g_01726
OG0000634	Praa.g_00799	Syap.g_00190
OG0000635	Praa.g_00800	Syap.g_00191
OG0000636	Praa.g_00802	Syap.g_00193
OG0000637	Praa.g_00804	Syap.g_00195
OG0000638	Praa.g_00805	Syap.g_00196
OG0000639	Praa.g_00806	Syap.g_00197
OG0000640	Praa.g_00807	Syap.g_00198
OG0000641	Praa.g_00812	Syap.g_00203
OG0000642	Praa.g_00813	Syap.g_02732
OG0000643	Praa.g_00814	Syap.g_02731
OG0000644	Praa.g_00815	Syap.g_02730
OG0000645	Praa.g_00816	Syap.g_02726
OG0000646	Praa.g_00818	Syap.g_02723
OG0000647	Praa.g_00819	Syap.g_02721
OG0000648	Praa.g_00821	Syap.g_02719
OG0000649	Praa.g_00822	Syap.g_02718
OG0000650	Praa.g_00823	Syap.g_02717
OG0000651	Praa.g_00824	Syap.g_02716
OG0000652	Praa.g_00825	Syap.g_02715
OG0000653	Praa.g_00827	Syap.g_02713
OG0000654	Praa.g_00828	Syap.g_02711
OG0000655	Praa.g_00829	Syap.g_02710
OG0000656	Praa.g_00832	Syap.g_02706
OG0000657	Praa.g_00840	Syap.g_01845
OG0000658	Praa.g_00841	Syap.g_01841
OG0000659	Praa.g_00842	Syap.g_01840
OG0000660	Praa.g_00846	Syap.g_01835
OG0000662	Praa.g_00850	Syap.g_00823
OG0000663	Praa.g_00852	Syap.g_00826
OG0000664	Praa.g_00853	Syap.g_00828
OG0000665	Praa.g_00857	Syap.g_02331
OG0000666	Praa.g_00858	Syap.g_01573
OG0000667	Praa.g_00862	Syap.g_01979
OG0000668	Praa.g_00892	Syap.g_02765
OG0000669	Praa.g_00899	Syap.g_02371
OG0000670	Praa.g_00901	Syap.g_02368
OG0000671	Praa.g_00903	Syap.g_01260
OG0000672	Praa.g_00905	Syap.g_01257
OG0000673	Praa.g_00908	Syap.g_01253
OG0000674	Praa.g_00910	Syap.g_01251
OG0000675	Praa.g_00911	Syap.g_01250
OG0000676	Praa.g_00913	Syap.g_01248
OG0000677	Praa.g_00914	Syap.g_01246
OG0000678	Praa.g_00916	Syap.g_01239
OG0000679	Praa.g_00920	Syap.g_00157
OG0000680	Praa.g_00921	Syap.g_00158
OG0000681	Praa.g_00923	Syap.g_00163
OG0000682	Praa.g_00924	Syap.g_00165
OG0000683	Praa.g_00925	Syap.g_00166
OG0000684	Praa.g_00926	Syap.g_00169
OG0000685	Praa.g_00928	Syap.g_00172
OG0000686	Praa.g_00929	Syap.g_00173
OG0000687	Praa.g_00930	Syap.g_00174
OG0000688	Praa.g_00933	Syap.g_00178
OG0000689	Praa.g_00934	Syap.g_00180
OG0000690	Praa.g_00935	Syap.g_00181
OG0000691	Praa.g_00936	Syap.g_00182
OG0000692	Praa.g_00938	Syap.g_00184
OG0000693	Praa.g_00939	Syap.g_00185
OG0000694	Praa.g_00940	Syap.g_00186
OG0000695	Praa.g_00942	Syap.g_01729
OG0000696	Praa.g_00943	Syap.g_01730
OG0000697	Praa.g_00944	Syap.g_01734
OG0000698	Praa.g_00947	Syap.g_01737
OG0000699	Praa.g_00948	Syap.g_01738
OG0000700	Praa.g_00949	Syap.g_01739
OG0000701	Praa.g_00950	Syap.g_01740
OG0000702	Praa.g_00952	Syap.g_01747
OG0000703	Praa.g_00953	Syap.g_01750
OG0000704	Praa.g_00954	Syap.g_01753
OG0000705	Praa.g_00958	Syap.g_02022
OG0000706	Praa.g_00959	Syap.g_02020
OG0000707	Praa.g_00960	Syap.g_02019
OG0000708	Praa.g_00961	Syap.g_02016
OG0000709	Praa.g_00965	Syap.g_00121
OG0000711	Praa.g_00985	Syap.g_02686
OG0000712	Praa.g_00987	Syap.g_02688
OG0000713	Praa.g_00988	Syap.g_02689
OG0000714	Praa.g_00989	Syap.g_02691
OG0000715	Praa.g_00991	Syap.g_02693
OG0000716	Praa.g_00993	Syap.g_02696
OG0000717	Praa.g_00994	Syap.g_02697
OG0000718	Praa.g_01008	Syap.g_02701
OG0000719	Praa.g_01010	Syap.g_02767
OG0000720	Praa.g_01019	Syap.g_02780
OG0000721	Praa.g_01021	Syap.g_02782
OG0000722	Praa.g_01022	Syap.g_02783
OG0000723	Praa.g_01025	Syap.g_00532
OG0000725	Praa.g_01040	Syap.g_01559
OG0000726	Praa.g_01041	Syap.g_01560
OG0000727	Praa.g_01042	Syap.g_01561
OG0000728	Praa.g_01044	Syap.g_01564
OG0000729	Praa.g_01091	Syap.g_01122
OG0000730	Praa.g_01095	Syap.g_00572
OG0000731	Praa.g_01099	Syap.g_00560
OG0000732	Praa.g_01109	Syap.g_00111, Syap.g_00976, Syap.g_01814
OG0000733	Praa.g_01128	Syap.g_01971
OG0000734	Praa.g_01145	Syap.g_02628
OG0000735	Praa.g_01147	Syap.g_00244
OG0000736	Praa.g_01148	Syap.g_00243
OG0000737	Praa.g_01149	Syap.g_00242
OG0000738	Praa.g_01153	Syap.g_00236
OG0000739	Praa.g_01154	Syap.g_00235
OG0000740	Praa.g_01155	Syap.g_00234
OG0000741	Praa.g_01156	Syap.g_00231
OG0000742	Praa.g_01158	Syap.g_00229
OG0000743	Praa.g_01160	Syap.g_00226
OG0000744	Praa.g_01161	Syap.g_00225
OG0000745	Praa.g_01162	Syap.g_00222
OG0000746	Praa.g_01164	Syap.g_00220
OG0000747	Praa.g_01165	Syap.g_00219
OG0000748	Praa.g_01168	Syap.g_00212
OG0000749	Praa.g_01169	Syap.g_00211
OG0000750	Praa.g_01170	Syap.g_00210
OG0000751	Praa.g_01172	Syap.g_00205
OG0000752	Praa.g_01174	Syap.g_01793
OG0000753	Praa.g_01177	Syap.g_02775
OG0000754	Praa.g_01180	Syap.g_01883
OG0000755	Praa.g_01183	Syap.g_01893
OG0000757	Praa.g_01190	Syap.g_00427
OG0000758	Praa.g_01191	Syap.g_00428
OG0000759	Praa.g_01192	Syap.g_00429
OG0000760	Praa.g_01193	Syap.g_00430
OG0000761	Praa.g_01194	Syap.g_00431
OG0000762	Praa.g_01195	Syap.g_00434
OG0000763	Praa.g_01197	Syap.g_02624
OG0000764	Praa.g_01198	Syap.g_02623
OG0000765	Praa.g_01207	Syap.g_02440
OG0000766	Praa.g_01208	Syap.g_02439
OG0000767	Praa.g_01210	Syap.g_02437
OG0000768	Praa.g_01211	Syap.g_02436
OG0000769	Praa.g_01213	Syap.g_02434
OG0000770	Praa.g_01215	Syap.g_02431
OG0000772	Praa.g_01290	Syap.g_02295
OG0000773	Praa.g_01309	Syap.g_00885
OG0000774	Praa.g_01311	Syap.g_01473
OG0000775	Praa.g_01313	Syap.g_01475
OG0000776	Praa.g_01314	Syap.g_01476
OG0000777	Praa.g_01315	Syap.g_01478
OG0000778	Praa.g_01316	Syap.g_01479
OG0000779	Praa.g_01320	Syap.g_01494
OG0000780	Praa.g_01321	Syap.g_01496
OG0000781	Praa.g_01324	Syap.g_02609
OG0000782	Praa.g_01325	Syap.g_02611
OG0000783	Praa.g_01326	Syap.g_02612
OG0000784	Praa.g_01327	Syap.g_02613
OG0000785	Praa.g_01329	Syap.g_02281
OG0000786	Praa.g_01331	Syap.g_02287
OG0000787	Praa.g_01332	Syap.g_02288
OG0000788	Praa.g_01353	Syap.g_01932
OG0000789	Praa.g_01356	Syap.g_00372
OG0000791	Praa.g_01373	Syap.g_02520
OG0000792	Praa.g_01374	Syap.g_02519
OG0000793	Praa.g_01377	Syap.g_02141
OG0000794	Praa.g_01378	Syap.g_02200
OG0000795	Praa.g_01379	Syap.g_02199
OG0000796	Praa.g_01383	Syap.g_02448
OG0000797	Praa.g_01384	Syap.g_02449
OG0000798	Praa.g_01393	Syap.g_01363
OG0000798	Praa.g_01412	Syap.g_01269
OG0000799	Praa.g_01458	Syap.g_02488
OG0000800	Praa.g_01459	Syap.g_02487
OG0000801	Praa.g_01460	Syap.g_02486
OG0000802	Praa.g_01462	Syap.g_02659
OG0000803	Praa.g_01464	Syap.g_02109
OG0000804	Praa.g_01465	Syap.g_02113
OG0000805	Praa.g_01467	Syap.g_02115
OG0000806	Praa.g_01469	Syap.g_02117
OG0000807	Praa.g_01470	Syap.g_02118
OG0000808	Praa.g_01471	Syap.g_02119
OG0000809	Praa.g_01474	Syap.g_02122
OG0000810	Praa.g_01475	Syap.g_02124
OG0000811	Praa.g_01479	Syap.g_02472
OG0000812	Praa.g_01481	Syap.g_02474
OG0000813	Praa.g_01482	Syap.g_02475
OG0000814	Praa.g_01484	Syap.g_02753
OG0000815	Praa.g_01485	Syap.g_02752
OG0000816	Praa.g_01487	Syap.g_02289
OG0000817	Praa.g_01488	Syap.g_02527
OG0000818	Praa.g_01493	Syap.g_02001
OG0000819	Praa.g_01494	Syap.g_02002
OG0000820	Praa.g_01495	Syap.g_02003
OG0000821	Praa.g_01499	Syap.g_02009
OG0000822	Praa.g_01500	Syap.g_02011
OG0000824	Praa.g_01504	Syap.g_00008
OG0000825	Praa.g_01505	Syap.g_00009
OG0000826	Praa.g_01506	Syap.g_00010
OG0000827	Praa.g_01507	Syap.g_00011
OG0000828	Praa.g_01510	Syap.g_00014
OG0000829	Praa.g_01511	Syap.g_00015
OG0000830	Praa.g_01512	Syap.g_00016
OG0000831	Praa.g_01514	Syap.g_00019
OG0000832	Praa.g_01520	Syap.g_00752
OG0000833	Praa.g_01528	Syap.g_00021
OG0000834	Praa.g_01529	Syap.g_00023
OG0000835	Praa.g_01530	Syap.g_00024
OG0000836	Praa.g_01531	Syap.g_00026
OG0000837	Praa.g_01532	Syap.g_00027
OG0000838	Praa.g_01534	Syap.g_00031
OG0000839	Praa.g_01535	Syap.g_00032
OG0000840	Praa.g_01536	Syap.g_00033
OG0000841	Praa.g_01537	Syap.g_00034
OG0000842	Praa.g_01538	Syap.g_00035
OG0000843	Praa.g_01539	Syap.g_00036
OG0000844	Praa.g_01541	Syap.g_00039
OG0000845	Praa.g_01542	Syap.g_00040
OG0000846	Praa.g_01543	Syap.g_00042
OG0000847	Praa.g_01544	Syap.g_00043
OG0000848	Praa.g_01545	Syap.g_00045
OG0000849	Praa.g_01546	Syap.g_00046
OG0000850	Praa.g_01548	Syap.g_00310
OG0000851	Praa.g_01549	Syap.g_01214
OG0000852	Praa.g_01550	Syap.g_01215
OG0000853	Praa.g_01554	Syap.g_01219
OG0000854	Praa.g_01556	Syap.g_01222
OG0000855	Praa.g_01557	Syap.g_01223
OG0000856	Praa.g_01572	Syap.g_01286
OG0000857	Praa.g_01600	Syap.g_02722
OG0000858	Praa.g_01629	Syap.g_00612
OG0000859	Praa.g_01630	Syap.g_00613
OG0000860	Praa.g_01637	Syap.g_00623
OG0000861	Praa.g_01638	Syap.g_02789
OG0000862	Praa.g_01639	Syap.g_01789
OG0000863	Praa.g_01641	Syap.g_01784
OG0000864	Praa.g_01642	Syap.g_01783
OG0000865	Praa.g_01643	Syap.g_01781, Syap.g_01782
OG0000866	Praa.g_01644	Syap.g_01780
OG0000867	Praa.g_01645	Syap.g_01779
OG0000868	Praa.g_01646	Syap.g_01775
OG0000869	Praa.g_01650	Syap.g_01770
OG0000870	Praa.g_01655	Syap.g_01401
OG0000871	Praa.g_01656	Syap.g_01400
OG0000872	Praa.g_01657	Syap.g_01394
OG0000873	Praa.g_01660	Syap.g_01390
OG0000874	Praa.g_01663	Syap.g_01388
OG0000875	Praa.g_01665	Syap.g_01386
OG0000876	Praa.g_01666	Syap.g_00822
OG0000877	Praa.g_01668	Syap.g_01380
OG0000878	Praa.g_01669	Syap.g_01378
OG0000879	Praa.g_01670	Syap.g_01377
OG0000880	Praa.g_01671	Syap.g_01376
OG0000882	Praa.g_01680	Syap.g_01516
OG0000883	Praa.g_01682	Syap.g_01511
OG0000884	Praa.g_01684	Syap.g_01509
OG0000885	Praa.g_01685	Syap.g_01508
OG0000886	Praa.g_01686	Syap.g_01507
OG0000887	Praa.g_01687	Syap.g_01506
OG0000888	Praa.g_01689	Syap.g_01504
OG0000889	Praa.g_01691	Syap.g_01502
OG0000890	Praa.g_01692	Syap.g_01499
OG0000891	Praa.g_01693	Syap.g_01498
OG0000892	Praa.g_01695	Syap.g_02671
OG0000893	Praa.g_01699	Syap.g_02497
OG0000894	Praa.g_01701	Syap.g_02679
OG0000895	Praa.g_01704	Syap.g_00546
OG0000896	Praa.g_01705	Syap.g_00545
OG0000897	Praa.g_01707	Syap.g_00543
OG0000898	Praa.g_01708	Syap.g_00542
OG0000899	Praa.g_01709	Syap.g_00541
OG0000900	Praa.g_01710	Syap.g_00540
OG0000901	Praa.g_01713	Syap.g_01930
OG0000902	Praa.g_01715	Syap.g_01929
OG0000903	Praa.g_01718	Syap.g_01916
OG0000904	Praa.g_01720	Syap.g_01922
OG0000905	Praa.g_01725	Syap.g_01925
OG0000906	Praa.g_01726	Syap.g_01927
OG0000907	Praa.g_01733	Syap.g_01914
OG0000908	Praa.g_01736	Syap.g_01235
OG0000909	Praa.g_01737	Syap.g_01236
OG0000910	Praa.g_01738	Syap.g_01237
OG0000911	Praa.g_01740	Syap.g_00511
OG0000912	Praa.g_01741	Syap.g_00510
OG0000913	Praa.g_01742	Syap.g_00509
OG0000914	Praa.g_01743	Syap.g_00508
OG0000915	Praa.g_01744	Syap.g_00506
OG0000916	Praa.g_01745	Syap.g_00505
OG0000917	Praa.g_01746	Syap.g_00504
OG0000918	Praa.g_01747	Syap.g_00503
OG0000919	Praa.g_01748	Syap.g_00502
OG0000920	Praa.g_01749	Syap.g_00501
OG0000921	Praa.g_01750	Syap.g_00500
OG0000922	Praa.g_01751	Syap.g_00499
OG0000923	Praa.g_01755	Syap.g_00495
OG0000924	Praa.g_01756	Syap.g_00494
OG0000925	Praa.g_01757	Syap.g_00493
OG0000926	Praa.g_01758	Syap.g_00492
OG0000927	Praa.g_01760	Syap.g_00490
OG0000928	Praa.g_01761	Syap.g_00489
OG0000929	Praa.g_01762	Syap.g_00488
OG0000930	Praa.g_01763	Syap.g_00487
OG0000931	Praa.g_01764	Syap.g_00486
OG0000932	Praa.g_01765	Syap.g_00485
OG0000933	Praa.g_01769	Syap.g_00479
OG0000934	Praa.g_01771	Syap.g_00477
OG0000935	Praa.g_01772	Syap.g_00476
OG0000936	Praa.g_01773	Syap.g_00475
OG0000937	Praa.g_01774	Syap.g_00474
OG0000938	Praa.g_01776	Syap.g_00471
OG0000939	Praa.g_01777	Syap.g_00469
OG0000940	Praa.g_01784	Syap.g_00460
OG0000941	Praa.g_01786	Syap.g_00458
OG0000942	Praa.g_01788	Syap.g_00606
OG0000943	Praa.g_01789	Syap.g_00604
OG0000944	Praa.g_01790	Syap.g_00602
OG0000945	Praa.g_01791	Syap.g_00601
OG0000946	Praa.g_01796	Syap.g_00595
OG0000947	Praa.g_01798	Syap.g_00591
OG0000948	Praa.g_01799	Syap.g_00590
OG0000949	Praa.g_01802	Syap.g_01051
OG0000950	Praa.g_01807	Syap.g_01061
OG0000951	Praa.g_01811	Syap.g_01070
OG0000952	Praa.g_01815	Syap.g_01074
OG0000953	Praa.g_01818	Syap.g_01078
OG0000954	Praa.g_01822	Syap.g_01089
OG0000955	Praa.g_01823	Syap.g_01090
OG0000956	Praa.g_01825	Syap.g_01092
OG0000957	Praa.g_01830	Syap.g_01109
OG0000958	Praa.g_01831	Syap.g_01110
OG0000959	Praa.g_01835	Syap.g_01114
OG0000960	Praa.g_01836	Syap.g_01115
OG0000961	Praa.g_01838	Syap.g_02170
OG0000962	Praa.g_01840	Syap.g_01121
OG0000963	Praa.g_01844	Syap.g_01124
OG0000964	Praa.g_01845	Syap.g_01125
OG0000965	Praa.g_01846	Syap.g_01126
OG0000966	Praa.g_01853	Syap.g_01141
OG0000967	Praa.g_01858	Syap.g_00633
OG0000968	Praa.g_01860	Syap.g_00998
OG0000969	Praa.g_01861	Syap.g_00996
OG0000970	Praa.g_01862	Syap.g_00995
OG0000971	Praa.g_01863	Syap.g_00993
OG0000972	Praa.g_01864	Syap.g_00992
OG0000973	Praa.g_01865	Syap.g_00991
OG0000974	Praa.g_01866	Syap.g_00990
OG0000975	Praa.g_01867	Syap.g_00989
OG0000976	Praa.g_01868	Syap.g_00988
OG0000977	Praa.g_01869	Syap.g_00986
OG0000978	Praa.g_01870	Syap.g_00985
OG0000979	Praa.g_01873	Syap.g_00980
OG0000980	Praa.g_01875	Syap.g_00977
OG0000981	Praa.g_01877	Syap.g_01812
OG0000982	Praa.g_01879	Syap.g_00132
OG0000983	Praa.g_01880	Syap.g_00134
OG0000984	Praa.g_01881	Syap.g_00135
OG0000985	Praa.g_01884	Syap.g_00140
OG0000986	Praa.g_01886	Syap.g_01044
OG0000987	Praa.g_01887	Syap.g_01033
OG0000988	Praa.g_01890	Syap.g_01027
OG0000989	Praa.g_01893	Syap.g_01011
OG0000990	Praa.g_01896	Syap.g_02087
OG0000991	Praa.g_01897	Syap.g_02091
OG0000992	Praa.g_01899	Syap.g_02095
OG0000993	Praa.g_01900	Syap.g_02097
OG0000994	Praa.g_01901	Syap.g_02101
OG0000996	Praa.g_01906	Syap.g_01817
OG0000997	Praa.g_01907	Syap.g_02590
OG0000998	Praa.g_01909	Syap.g_02591
OG0000999	Praa.g_01910	Syap.g_02592
OG0001001	Praa.g_01915	Syap.g_02605
OG0001002	Praa.g_01919	Syap.g_00124
OG0001003	Praa.g_01920	Syap.g_02310
OG0001004	Praa.g_01921	Syap.g_02311
OG0001005	Praa.g_01922	Syap.g_02312
OG0001006	Praa.g_01926	Syap.g_00053
OG0001007	Praa.g_01928	Syap.g_00055
OG0001012	Praa.g_00043	Syap.g_00371
OG0001013	Praa.g_00048	Syap.g_01325
OG0001016	Praa.g_00073	Syap.g_01695
OG0001033	Praa.g_00208	Syap.g_00105
OG0001035	Praa.g_00254	Syap.g_01594
OG0001038	Praa.g_00278	Syap.g_01362
OG0001039	Praa.g_00281	Syap.g_01359
OG0001040	Praa.g_00283	Syap.g_01356
OG0001041	Praa.g_00287	Syap.g_01352
OG0001043	Praa.g_00305	Syap.g_01676
OG0001044	Praa.g_00333	Syap.g_00571
OG0001053	Praa.g_00483	Syap.g_02253
OG0001054	Praa.g_00498	Syap.g_00274
OG0001055	Praa.g_00517	Syap.g_00252
OG0001059	Praa.g_00554	Syap.g_00306
OG0001060	Praa.g_00561	Syap.g_00299
OG0001061	Praa.g_00574	Syap.g_01309
OG0001062	Praa.g_00576	Syap.g_01314
OG0001072	Praa.g_00590	Syap.g_00441
OG0001073	Praa.g_00604	Syap.g_00122, Syap.g_00455
OG0001078	Praa.g_00636	Syap.g_00896
OG0001080	Praa.g_00653	Syap.g_02505
OG0001085	Praa.g_00670	Syap.g_01953
OG0001094	Praa.g_00797	Syap.g_00187
OG0001095	Praa.g_00817	Syap.g_02725
OG0001096	Praa.g_00830	Syap.g_02709
OG0001100	Praa.g_00900	Syap.g_02369
OG0001102	Praa.g_00904	Syap.g_01258
OG0001103	Praa.g_00906	Syap.g_01256
OG0001104	Praa.g_00927	Syap.g_00171
OG0001105	Praa.g_00931	Syap.g_00175
OG0001107	Praa.g_00962	Syap.g_02015
OG0001108	Praa.g_00966	Syap.g_00119
OG0001122	Praa.g_01011	Syap.g_02766
OG0001123	Praa.g_01015	Syap.g_01872
OG0001133	Praa.g_01115	Syap.g_01292
OG0001136	Praa.g_01157	Syap.g_00230
OG0001137	Praa.g_01167	Syap.g_00213
OG0001140	Praa.g_01187	Syap.g_02134
OG0001152	Praa.g_01382	Syap.g_02447
OG0001154	Praa.g_01509	Syap.g_00013
OG0001155	Praa.g_01521	Syap.g_00750
OG0001160	Praa.g_01552	Syap.g_01217
OG0001162	Praa.g_01576	Syap.g_02366
OG0001163	Praa.g_01627	Syap.g_00609
OG0001164	Praa.g_01631	Syap.g_00614
OG0001165	Praa.g_01634	Syap.g_00619
OG0001168	Praa.g_01674	Syap.g_01372
OG0001171	Praa.g_01688	Syap.g_01505
OG0001172	Praa.g_01702	Syap.g_00547
OG0001177	Praa.g_01722	Syap.g_01920
OG0001178	Praa.g_01727	Syap.g_01786, Syap.g_01787
OG0001179	Praa.g_01759	Syap.g_00491
OG0001180	Praa.g_01781	Syap.g_00097, Syap.g_00465
OG0001181	Praa.g_01785	Syap.g_00459
OG0001183	Praa.g_01797	Syap.g_00594
OG0001185	Praa.g_01827	Syap.g_01104
OG0001186	Praa.g_01850	Syap.g_01140
OG0001187	Praa.g_01854	Syap.g_01142
OG0001188	Praa.g_01857	Syap.g_00634
OG0001189	Praa.g_01874	Syap.g_00979
OG0001191	Praa.g_01888	Syap.g_01030
OG0001192	Praa.g_01892	Syap.g_01021
OG0001197	Praa.g_01918	Syap.g_00126
OG0001198	Praa.g_01925	Syap.g_00052
OG0001199	Praa.g_00074	Syap.g_01696
OG0001200	Praa.g_00076	Syap.g_01698
OG0001202	Praa.g_00199	Syap.g_01613
OG0001203	Praa.g_00238	Syap.g_01154
OG0001204	Praa.g_00243	Syap.g_01577
OG0001214	Praa.g_00637	Syap.g_00897
OG0001217	Praa.g_00751	Syap.g_01464
OG0001218	Praa.g_00758	Syap.g_00020
OG0001219	Praa.g_00791	Syap.g_02794
OG0001221	Praa.g_00918	Syap.g_01777
OG0001222	Praa.g_00956	Syap.g_02027
OG0001224	Praa.g_01035	Syap.g_01551
OG0001225	Praa.g_01037	Syap.g_01553
OG0001226	Praa.g_01064	Syap.g_02551
OG0001228	Praa.g_01204	Syap.g_01063
OG0001229	Praa.g_01364	Syap.g_00827
OG0001230	Praa.g_01468	Syap.g_02116
OG0001231	Praa.g_01574	Syap.g_00073
OG0001232	Praa.g_01658	Syap.g_01393
OG0001235	Praa.g_01724	Syap.g_01924
OG0001236	Praa.g_01810	Syap.g_01069
OG0001237	Praa.g_01814	Syap.g_01073
OG0001238	Praa.g_01889	Syap.g_01028
OG0001239	Praa.g_00071	Syap.g_01693, Syap.g_01692
OG0001242	Praa.g_00119	Syap.g_02227, Syap.g_02229
OG0001243	Praa.g_00125	Syap.g_02219
OG0001244	Praa.g_00141	Syap.g_02192
OG0001246	Praa.g_00504	Syap.g_00267, Syap.g_01165
OG0001248	Praa.g_00685	Syap.g_00423
OG0001249	Praa.g_00780	Syap.g_00575
OG0001250	Praa.g_00845	Syap.g_01836
OG0001251	Praa.g_00893	Syap.g_01549, Syap.g_01727
OG0001253	Praa.g_01084	Syap.g_01969
OG0001255	Praa.g_01144	Syap.g_02523
OG0001256	Praa.g_01567	Syap.g_01225
OG0001257	Praa.g_01573	Syap.g_00374, Syap.g_00373
OG0001258	Praa.g_01632	Syap.g_00617
OG0001260	Praa.g_01694	Syap.g_01497
OG0001261	Praa.g_01767	Syap.g_00482
OG0001262	Praa.g_01872	Syap.g_00981
OG0001265	Praa.g_00118	Syap.g_02231
OG0001266	Praa.g_00203	Syap.g_01618
OG0001267	Praa.g_00280	Syap.g_01360
OG0001268	Praa.g_00339	Syap.g_00563
OG0001270	Praa.g_00434	Syap.g_02056
OG0001271	Praa.g_00472	Syap.g_02759
OG0001272	Praa.g_00486	Syap.g_02250
OG0001274	Praa.g_00703	Syap.g_01897
OG0001275	Praa.g_00992	Syap.g_02694
OG0001276	Praa.g_01014	Syap.g_01873
OG0001277	Praa.g_01072	Syap.g_01293
OG0001278	Praa.g_01209	Syap.g_02438
OG0001279	Praa.g_01257	Syap.g_02663
OG0001282	Praa.g_01367	Syap.g_01701
OG0001284	Praa.g_01547	Syap.g_00047
OG0001286	Praa.g_01779	Syap.g_00467
OG0001287	Praa.g_01834	Syap.g_00418
OG0001288	Praa.g_01843	Syap.g_01123
OG0001289	Praa.g_00087	Syap.g_02365
OG0001291	Praa.g_00135	Syap.g_02207
OG0001292	Praa.g_00248	Syap.g_01583
OG0001297	Praa.g_00514	Syap.g_00255
OG0001299	Praa.g_00666	Syap.g_01959
OG0001303	Praa.g_00996	Syap.g_02795
OG0001304	Praa.g_01024	Syap.g_00536
OG0001305	Praa.g_01043	Syap.g_01562
OG0001306	Praa.g_01146	Syap.g_00245
OG0001307	Praa.g_01349	Syap.g_00403
OG0001308	Praa.g_01486	Syap.g_02751, Syap.g_02750
OG0001310	Praa.g_01647	Syap.g_01774
OG0001315	Praa.g_00062	Syap.g_00596
OG0001318	Praa.g_00256	Syap.g_01596, Syap.g_01597
OG0001319	Praa.g_00272	Syap.g_02338
OG0001323	Praa.g_00519	Syap.g_00757
OG0001326	Praa.g_00881	Syap.g_02646
OG0001332	Praa.g_01519	Syap.g_01548
OG0001333	Praa.g_01673	Syap.g_01373
OG0001336	Praa.g_01914	Syap.g_02602
OG0001345	Praa.g_01178	Syap.g_01877, Syap.g_02776
OG0001346	Praa.g_01319	Syap.g_01484
OG0001348	Praa.g_01595	Syap.g_00938
OG0001349	Praa.g_01624, Praa.g_01794	Syap.g_01264, Syap.g_00851
OG0001351	Praa.g_00453	Syap.g_01996
OG0001353	Praa.g_00836	Syap.g_01849
OG0001358	Praa.g_00620	Syap.g_00942
OG0001360	Praa.g_01085	Syap.g_01881, Syap.g_02778
OG0001361	Praa.g_01175	Syap.g_01792
OG0001364	Praa.g_01803	Syap.g_01052
OG0001365	Praa.g_01882	Syap.g_00138
OG0001371	Praa.g_00679	Syap.g_02545, Syap.g_02544
OG0001373	Praa.g_00880	Syap.g_02647
OG0001374	Praa.g_00888	Syap.g_01829, Syap.g_01830
OG0001376	Praa.g_01049	Syap.g_01991
OG0001377	Praa.g_01050	Syap.g_01992
OG0001378	Praa.g_01094	Syap.g_02055
OG0001379	Praa.g_01312	Syap.g_01474
OG0001382	Praa.g_01587	Syap.g_00677
OG0001385	Praa.g_00877	Syap.g_02650
OG0001386	Praa.g_00878	Syap.g_02649
OG0001387	Praa.g_00879	Syap.g_02648
OG0001388	Praa.g_00882	Syap.g_02645
OG0001389	Praa.g_00883	Syap.g_02644
OG0001390	Praa.g_00884	Syap.g_02643
OG0001391	Praa.g_00885	Syap.g_01833
OG0001392	Praa.g_00886	Syap.g_01832
OG0001393	Praa.g_00887	Syap.g_01831
OG0001394	Praa.g_00922	Syap.g_00159
OG0001395	Praa.g_01026	Syap.g_00531
OG0001396	Praa.g_01430	Syap.g_02537
OG0001398	Praa.g_01601	Syap.g_02356
OG0001406	Praa.g_01048	Syap.g_01989
OG0001408	Praa.g_01067	Syap.g_01862
OG0001411	Praa.g_01397	Syap.g_00853
OG0001412	Praa.g_01428	Syap.g_02535
OG0001415	Praa.g_00231	Syap.g_00447, Syap.g_00446
OG0001418	Praa.g_00684	Syap.g_00221
OG0001420	Praa.g_01103	Syap.g_02736
OG0001422	Praa.g_01593	Syap.g_01682
OG0001428	Praa.g_00172	Syap.g_01196
