Orthogroup	Praa	Syac
OG0000596	Praa.g_00638	Syac.g_00982
OG0000597	Praa.g_00640	Syac.g_00985
OG0000598	Praa.g_00641	Syac.g_00986
OG0000599	Praa.g_00644	Syac.g_00989
OG0000600	Praa.g_00645	Syac.g_00990
OG0000601	Praa.g_00646	Syac.g_00991
OG0000602	Praa.g_00648	Syac.g_00996
OG0000603	Praa.g_00649	Syac.g_00997
OG0000604	Praa.g_00650	Syac.g_01001
OG0000605	Praa.g_00651	Syac.g_01089
OG0000606	Praa.g_00654	Syac.g_01434
OG0000607	Praa.g_00657	Syac.g_01430
OG0000608	Praa.g_00658	Syac.g_01429
OG0000609	Praa.g_00659	Syac.g_01427
OG0000610	Praa.g_00664	Syac.g_01419
OG0000611	Praa.g_00667	Syac.g_01416
OG0000612	Praa.g_00668	Syac.g_01415
OG0000613	Praa.g_00673	Syac.g_00231
OG0000614	Praa.g_00692	Syac.g_00911
OG0000615	Praa.g_00700	Syac.g_01377
OG0000616	Praa.g_00704	Syac.g_02478
OG0000617	Praa.g_00717	Syac.g_01280
OG0000618	Praa.g_00718	Syac.g_01279
OG0000619	Praa.g_00719	Syac.g_01278
OG0000620	Praa.g_00722	Syac.g_01270
OG0000621	Praa.g_00723	Syac.g_01269
OG0000622	Praa.g_00724	Syac.g_01268
OG0000623	Praa.g_00725	Syac.g_01267
OG0000624	Praa.g_00726	Syac.g_01265
OG0000625	Praa.g_00727	Syac.g_01264
OG0000626	Praa.g_00728	Syac.g_01263
OG0000627	Praa.g_00729	Syac.g_01126
OG0000628	Praa.g_00730	Syac.g_01127
OG0000629	Praa.g_00731	Syac.g_01130
OG0000630	Praa.g_00734	Syac.g_01134
OG0000631	Praa.g_00794	Syac.g_01139
OG0000632	Praa.g_00795	Syac.g_01140
OG0000633	Praa.g_00796	Syac.g_01141
OG0000634	Praa.g_00799	Syac.g_01345
OG0000635	Praa.g_00800	Syac.g_01344
OG0000636	Praa.g_00802	Syac.g_01342
OG0000637	Praa.g_00804	Syac.g_01340
OG0000638	Praa.g_00805	Syac.g_01339
OG0000639	Praa.g_00806	Syac.g_01338
OG0000640	Praa.g_00807	Syac.g_01337
OG0000641	Praa.g_00812	Syac.g_01333
OG0000642	Praa.g_00813	Syac.g_01332
OG0000643	Praa.g_00814	Syac.g_01330
OG0000644	Praa.g_00815	Syac.g_01329
OG0000645	Praa.g_00816	Syac.g_01327
OG0000646	Praa.g_00818	Syac.g_01324
OG0000647	Praa.g_00819	Syac.g_01322
OG0000648	Praa.g_00821	Syac.g_01319
OG0000649	Praa.g_00822	Syac.g_01318
OG0000650	Praa.g_00823	Syac.g_01317
OG0000651	Praa.g_00824	Syac.g_01316
OG0000652	Praa.g_00825	Syac.g_01315
OG0000653	Praa.g_00827	Syac.g_01313
OG0000654	Praa.g_00828	Syac.g_01312
OG0000655	Praa.g_00829	Syac.g_01311
OG0000656	Praa.g_00832	Syac.g_01308
OG0000657	Praa.g_00840	Syac.g_00846
OG0000658	Praa.g_00841	Syac.g_00842
OG0000659	Praa.g_00842	Syac.g_00841
OG0000660	Praa.g_00846	Syac.g_00837
OG0000661	Praa.g_00848	Syac.g_00835
OG0000662	Praa.g_00850	Syac.g_00833
OG0000663	Praa.g_00852	Syac.g_00830
OG0000664	Praa.g_00853	Syac.g_00829
OG0000665	Praa.g_00857	Syac.g_01018
OG0000666	Praa.g_00858	Syac.g_01088
OG0000667	Praa.g_00862	Syac.g_02165
OG0000668	Praa.g_00892	Syac.g_01239
OG0000669	Praa.g_00899	Syac.g_01404
OG0000670	Praa.g_00901	Syac.g_00580
OG0000671	Praa.g_00903	Syac.g_01400
OG0000672	Praa.g_00905	Syac.g_01396
OG0000673	Praa.g_00908	Syac.g_01393
OG0000674	Praa.g_00910	Syac.g_01391
OG0000675	Praa.g_00911	Syac.g_01390
OG0000676	Praa.g_00913	Syac.g_01388
OG0000677	Praa.g_00914	Syac.g_01387
OG0000678	Praa.g_00916	Syac.g_01384
OG0000679	Praa.g_00920	Syac.g_01375
OG0000680	Praa.g_00921	Syac.g_01374
OG0000681	Praa.g_00923	Syac.g_01371
OG0000682	Praa.g_00924	Syac.g_01370
OG0000683	Praa.g_00925	Syac.g_01369
OG0000684	Praa.g_00926	Syac.g_01365
OG0000685	Praa.g_00928	Syac.g_01363
OG0000686	Praa.g_00929	Syac.g_01362
OG0000687	Praa.g_00930	Syac.g_01361
OG0000688	Praa.g_00933	Syac.g_01356
OG0000689	Praa.g_00934	Syac.g_01354
OG0000690	Praa.g_00935	Syac.g_01353
OG0000691	Praa.g_00936	Syac.g_01352
OG0000692	Praa.g_00938	Syac.g_01351
OG0000693	Praa.g_00939	Syac.g_01349
OG0000694	Praa.g_00940	Syac.g_01348
OG0000695	Praa.g_00942	Syac.g_01143
OG0000696	Praa.g_00943	Syac.g_01144
OG0000697	Praa.g_00944	Syac.g_01146
OG0000698	Praa.g_00947	Syac.g_01149
OG0000699	Praa.g_00948	Syac.g_01151
OG0000700	Praa.g_00949	Syac.g_01152
OG0000701	Praa.g_00950	Syac.g_01153
OG0000702	Praa.g_00952	Syac.g_01161
OG0000703	Praa.g_00953	Syac.g_01162
OG0000704	Praa.g_00954	Syac.g_01165
OG0000705	Praa.g_00958	Syac.g_01174
OG0000706	Praa.g_00959	Syac.g_01175
OG0000707	Praa.g_00960	Syac.g_01176
OG0000708	Praa.g_00961	Syac.g_01179
OG0000709	Praa.g_00965	Syac.g_01187
OG0000710	Praa.g_00968	Syac.g_01191
OG0000711	Praa.g_00985	Syac.g_01220
OG0000712	Praa.g_00987	Syac.g_01221
OG0000713	Praa.g_00988	Syac.g_01222
OG0000714	Praa.g_00989	Syac.g_01224
OG0000715	Praa.g_00991	Syac.g_01226
OG0000716	Praa.g_00993	Syac.g_01230
OG0000717	Praa.g_00994	Syac.g_01231
OG0000718	Praa.g_01008	Syac.g_01235
OG0000719	Praa.g_01010	Syac.g_01237
OG0000720	Praa.g_01019	Syac.g_01250
OG0000721	Praa.g_01021	Syac.g_01252
OG0000722	Praa.g_01022	Syac.g_01253
OG0000723	Praa.g_01025	Syac.g_01261
OG0000724	Praa.g_01034	Syac.g_00879
OG0000725	Praa.g_01040	Syac.g_00887
OG0000726	Praa.g_01041	Syac.g_00888
OG0000727	Praa.g_01042	Syac.g_00889
OG0000728	Praa.g_01044	Syac.g_00891
OG0000729	Praa.g_01091	Syac.g_00144
OG0000730	Praa.g_01095	Syac.g_02024
OG0000731	Praa.g_01099	Syac.g_02011
OG0000732	Praa.g_01109	Syac.g_00051
OG0000733	Praa.g_01128	Syac.g_02386
OG0000734	Praa.g_01145	Syac.g_00388
OG0000735	Praa.g_01147	Syac.g_00750
OG0000736	Praa.g_01148	Syac.g_00751
OG0000737	Praa.g_01149	Syac.g_00752
OG0000738	Praa.g_01153	Syac.g_00757
OG0000739	Praa.g_01154	Syac.g_00762
OG0000740	Praa.g_01155	Syac.g_00763
OG0000741	Praa.g_01156	Syac.g_00766
OG0000742	Praa.g_01158	Syac.g_00768
OG0000743	Praa.g_01160	Syac.g_00770
OG0000744	Praa.g_01161	Syac.g_00771
OG0000745	Praa.g_01162	Syac.g_00773
OG0000746	Praa.g_01164	Syac.g_00776
OG0000747	Praa.g_01165	Syac.g_00777
OG0000748	Praa.g_01168	Syac.g_00787
OG0000749	Praa.g_01169	Syac.g_00789
OG0000750	Praa.g_01170	Syac.g_00790
OG0000751	Praa.g_01172	Syac.g_00797
OG0000752	Praa.g_01174	Syac.g_00799
OG0000753	Praa.g_01177	Syac.g_00802
OG0000754	Praa.g_01180	Syac.g_01471
OG0000755	Praa.g_01183	Syac.g_01479
OG0000756	Praa.g_01184	Syac.g_01480
OG0000757	Praa.g_01190	Syac.g_01492
OG0000758	Praa.g_01191	Syac.g_01493
OG0000759	Praa.g_01192	Syac.g_01494
OG0000760	Praa.g_01193	Syac.g_01495
OG0000761	Praa.g_01194	Syac.g_01496
OG0000762	Praa.g_01195	Syac.g_01498
OG0000763	Praa.g_01197	Syac.g_01500
OG0000764	Praa.g_01198	Syac.g_01501
OG0000765	Praa.g_01207	Syac.g_01515
OG0000766	Praa.g_01208	Syac.g_01516
OG0000767	Praa.g_01210	Syac.g_01518
OG0000768	Praa.g_01211	Syac.g_01519
OG0000769	Praa.g_01213	Syac.g_01521
OG0000770	Praa.g_01215	Syac.g_01524
OG0000771	Praa.g_01224	Syac.g_00873
OG0000772	Praa.g_01290	Syac.g_01569
OG0000773	Praa.g_01309	Syac.g_00741
OG0000774	Praa.g_01311	Syac.g_00737
OG0000775	Praa.g_01313	Syac.g_00735
OG0000776	Praa.g_01314	Syac.g_00734
OG0000777	Praa.g_01315	Syac.g_00733
OG0000778	Praa.g_01316	Syac.g_00732
OG0000779	Praa.g_01320	Syac.g_00727
OG0000780	Praa.g_01321	Syac.g_00723
OG0000781	Praa.g_01324	Syac.g_00719
OG0000782	Praa.g_01325	Syac.g_00718
OG0000783	Praa.g_01326	Syac.g_00717
OG0000784	Praa.g_01327	Syac.g_00716
OG0000785	Praa.g_01329	Syac.g_00714
OG0000786	Praa.g_01331	Syac.g_01730
OG0000787	Praa.g_01332	Syac.g_01731
OG0000788	Praa.g_01353	Syac.g_00992
OG0000789	Praa.g_01356	Syac.g_01111
OG0000790	Praa.g_01371	Syac.g_01921
OG0000791	Praa.g_01373	Syac.g_01922
OG0000792	Praa.g_01374	Syac.g_01923
OG0000793	Praa.g_01377	Syac.g_01928
OG0000794	Praa.g_01378	Syac.g_01929
OG0000795	Praa.g_01379	Syac.g_01930
OG0000796	Praa.g_01383	Syac.g_01934
OG0000797	Praa.g_01384	Syac.g_01935
OG0000798	Praa.g_01393	Syac.g_02250
OG0000799	Praa.g_01458	Syac.g_01602
OG0000800	Praa.g_01459	Syac.g_01603
OG0000801	Praa.g_01460	Syac.g_01604
OG0000802	Praa.g_01462	Syac.g_01608
OG0000803	Praa.g_01464	Syac.g_01613
OG0000804	Praa.g_01465	Syac.g_01616
OG0000805	Praa.g_01467	Syac.g_01620
OG0000806	Praa.g_01469	Syac.g_01622
OG0000807	Praa.g_01470	Syac.g_01624
OG0000808	Praa.g_01471	Syac.g_01625
OG0000809	Praa.g_01474	Syac.g_01628
OG0000810	Praa.g_01475	Syac.g_01629
OG0000811	Praa.g_01479	Syac.g_01637
OG0000812	Praa.g_01481	Syac.g_01639
OG0000813	Praa.g_01482	Syac.g_01640
OG0000814	Praa.g_01484	Syac.g_01642
OG0000815	Praa.g_01485	Syac.g_01643
OG0000816	Praa.g_01487	Syac.g_01645
OG0000817	Praa.g_01488	Syac.g_01646
OG0000818	Praa.g_01493	Syac.g_01652
OG0000819	Praa.g_01494	Syac.g_01653
OG0000820	Praa.g_01495	Syac.g_01654
OG0000821	Praa.g_01499	Syac.g_01659
OG0000822	Praa.g_01500	Syac.g_01661
OG0000823	Praa.g_01501	Syac.g_01662
OG0000824	Praa.g_01504	Syac.g_01666
OG0000825	Praa.g_01505	Syac.g_01667
OG0000826	Praa.g_01506	Syac.g_01668
OG0000827	Praa.g_01507	Syac.g_01669
OG0000828	Praa.g_01510	Syac.g_01672
OG0000829	Praa.g_01511	Syac.g_01673
OG0000830	Praa.g_01512	Syac.g_01674
OG0000831	Praa.g_01514	Syac.g_01676
OG0000832	Praa.g_01520	Syac.g_00623
OG0000833	Praa.g_01528	Syac.g_00613
OG0000834	Praa.g_01529	Syac.g_00610
OG0000835	Praa.g_01530	Syac.g_00609
OG0000836	Praa.g_01531	Syac.g_00605
OG0000837	Praa.g_01532	Syac.g_00604
OG0000838	Praa.g_01534	Syac.g_00600
OG0000839	Praa.g_01535	Syac.g_00599
OG0000840	Praa.g_01536	Syac.g_00598
OG0000841	Praa.g_01537	Syac.g_00597
OG0000842	Praa.g_01538	Syac.g_00596
OG0000843	Praa.g_01539	Syac.g_00595
OG0000844	Praa.g_01541	Syac.g_00593
OG0000845	Praa.g_01542	Syac.g_00592
OG0000846	Praa.g_01543	Syac.g_00591
OG0000847	Praa.g_01544	Syac.g_00590
OG0000848	Praa.g_01545	Syac.g_00588
OG0000849	Praa.g_01546	Syac.g_00587
OG0000850	Praa.g_01548	Syac.g_00585
OG0000851	Praa.g_01549	Syac.g_00573
OG0000852	Praa.g_01550	Syac.g_00572
OG0000853	Praa.g_01554	Syac.g_00568
OG0000854	Praa.g_01556	Syac.g_00566
OG0000855	Praa.g_01557	Syac.g_00565
OG0000856	Praa.g_01572	Syac.g_00964
OG0000857	Praa.g_01600	Syac.g_01323
OG0000858	Praa.g_01629	Syac.g_00559
OG0000859	Praa.g_01630	Syac.g_00558
OG0000860	Praa.g_01637	Syac.g_00542
OG0000861	Praa.g_01638	Syac.g_00541
OG0000862	Praa.g_01639	Syac.g_00540
OG0000863	Praa.g_01641	Syac.g_00538
OG0000864	Praa.g_01642	Syac.g_00537
OG0000865	Praa.g_01643	Syac.g_00533
OG0000866	Praa.g_01644	Syac.g_00532
OG0000867	Praa.g_01645	Syac.g_00531
OG0000868	Praa.g_01646	Syac.g_00529
OG0000869	Praa.g_01650	Syac.g_00524
OG0000870	Praa.g_01655	Syac.g_00519
OG0000871	Praa.g_01656	Syac.g_00518
OG0000872	Praa.g_01657	Syac.g_00510
OG0000873	Praa.g_01660	Syac.g_00507
OG0000874	Praa.g_01663	Syac.g_00512
OG0000875	Praa.g_01665	Syac.g_00505
OG0000876	Praa.g_01666	Syac.g_00675
OG0000877	Praa.g_01668	Syac.g_00671
OG0000878	Praa.g_01669	Syac.g_00670
OG0000879	Praa.g_01670	Syac.g_00669
OG0000880	Praa.g_01671	Syac.g_00668
OG0000881	Praa.g_01675	Syac.g_00664
OG0000882	Praa.g_01680	Syac.g_00659
OG0000883	Praa.g_01682	Syac.g_00656
OG0000884	Praa.g_01684	Syac.g_00654
OG0000885	Praa.g_01685	Syac.g_00653
OG0000886	Praa.g_01686	Syac.g_00652
OG0000887	Praa.g_01687	Syac.g_00651
OG0000888	Praa.g_01689	Syac.g_00649
OG0000889	Praa.g_01691	Syac.g_00647
OG0000890	Praa.g_01692	Syac.g_00642
OG0000891	Praa.g_01693	Syac.g_00641
OG0000892	Praa.g_01695	Syac.g_00638
OG0000893	Praa.g_01699	Syac.g_02193
OG0000894	Praa.g_01701	Syac.g_02189
OG0000895	Praa.g_01704	Syac.g_02185
OG0000896	Praa.g_01705	Syac.g_02184
OG0000897	Praa.g_01707	Syac.g_02182
OG0000898	Praa.g_01708	Syac.g_02181
OG0000899	Praa.g_01709	Syac.g_02180
OG0000900	Praa.g_01710	Syac.g_02179
OG0000901	Praa.g_01713	Syac.g_02174
OG0000902	Praa.g_01715	Syac.g_02172
OG0000903	Praa.g_01718	Syac.g_02140
OG0000904	Praa.g_01720	Syac.g_02145
OG0000905	Praa.g_01725	Syac.g_02148
OG0000906	Praa.g_01726	Syac.g_02150
OG0000907	Praa.g_01733	Syac.g_02138
OG0000908	Praa.g_01736	Syac.g_02135
OG0000909	Praa.g_01737	Syac.g_02134
OG0000910	Praa.g_01738	Syac.g_02133
OG0000911	Praa.g_01740	Syac.g_02131
OG0000912	Praa.g_01741	Syac.g_02130
OG0000913	Praa.g_01742	Syac.g_02129
OG0000914	Praa.g_01743	Syac.g_02128
OG0000915	Praa.g_01744	Syac.g_02127
OG0000916	Praa.g_01745	Syac.g_02126
OG0000917	Praa.g_01746	Syac.g_02125
OG0000918	Praa.g_01747	Syac.g_02124
OG0000919	Praa.g_01748	Syac.g_02123
OG0000920	Praa.g_01749	Syac.g_02122
OG0000921	Praa.g_01750	Syac.g_02121
OG0000922	Praa.g_01751	Syac.g_02120
OG0000923	Praa.g_01755	Syac.g_02116
OG0000924	Praa.g_01756	Syac.g_02115
OG0000925	Praa.g_01757	Syac.g_02114
OG0000926	Praa.g_01758	Syac.g_02113
OG0000927	Praa.g_01760	Syac.g_02111
OG0000928	Praa.g_01761	Syac.g_02110
OG0000929	Praa.g_01762	Syac.g_02109
OG0000930	Praa.g_01763	Syac.g_02108
OG0000931	Praa.g_01764	Syac.g_02107
OG0000932	Praa.g_01765	Syac.g_02106
OG0000933	Praa.g_01769	Syac.g_02101
OG0000934	Praa.g_01771	Syac.g_02099
OG0000935	Praa.g_01772	Syac.g_02098
OG0000936	Praa.g_01773	Syac.g_02097
OG0000937	Praa.g_01774	Syac.g_02096
OG0000938	Praa.g_01776	Syac.g_02092
OG0000939	Praa.g_01777	Syac.g_02091
OG0000940	Praa.g_01784	Syac.g_02084
OG0000941	Praa.g_01786	Syac.g_02082
OG0000942	Praa.g_01788	Syac.g_02080
OG0000943	Praa.g_01789	Syac.g_02079
OG0000944	Praa.g_01790	Syac.g_02077
OG0000945	Praa.g_01791	Syac.g_02075
OG0000946	Praa.g_01796	Syac.g_02071
OG0000947	Praa.g_01798	Syac.g_02068
OG0000948	Praa.g_01799	Syac.g_02067
OG0000949	Praa.g_01802	Syac.g_00205
OG0000950	Praa.g_01807	Syac.g_00193
OG0000951	Praa.g_01811	Syac.g_00188
OG0000952	Praa.g_01815	Syac.g_00183
OG0000953	Praa.g_01818	Syac.g_00177
OG0000954	Praa.g_01822	Syac.g_00172
OG0000955	Praa.g_01823	Syac.g_00171
OG0000956	Praa.g_01825	Syac.g_00169
OG0000957	Praa.g_01830	Syac.g_00158
OG0000958	Praa.g_01831	Syac.g_00157
OG0000959	Praa.g_01835	Syac.g_00153
OG0000960	Praa.g_01836	Syac.g_00152
OG0000961	Praa.g_01838	Syac.g_00147
OG0000962	Praa.g_01840	Syac.g_00145
OG0000963	Praa.g_01844	Syac.g_00140
OG0000964	Praa.g_01845	Syac.g_00139
OG0000965	Praa.g_01846	Syac.g_00138
OG0000966	Praa.g_01853	Syac.g_00107
OG0000967	Praa.g_01858	Syac.g_00075
OG0000968	Praa.g_01860	Syac.g_00080
OG0000969	Praa.g_01861	Syac.g_00078
OG0000970	Praa.g_01862	Syac.g_00077
OG0000971	Praa.g_01863	Syac.g_00067
OG0000972	Praa.g_01864	Syac.g_00066
OG0000973	Praa.g_01865	Syac.g_00065
OG0000974	Praa.g_01866	Syac.g_00064
OG0000975	Praa.g_01867	Syac.g_00063
OG0000976	Praa.g_01868	Syac.g_00062
OG0000977	Praa.g_01869	Syac.g_00059
OG0000978	Praa.g_01870	Syac.g_00058
OG0000979	Praa.g_01873	Syac.g_00055
OG0000980	Praa.g_01875	Syac.g_00052
OG0000981	Praa.g_01877	Syac.g_00049
OG0000982	Praa.g_01879	Syac.g_02354
OG0000983	Praa.g_01880	Syac.g_02355
OG0000984	Praa.g_01881	Syac.g_02356
OG0000985	Praa.g_01884	Syac.g_02359
OG0000986	Praa.g_01886	Syac.g_02363
OG0000987	Praa.g_01887	Syac.g_02365
OG0000988	Praa.g_01890	Syac.g_02370
OG0000989	Praa.g_01893	Syac.g_02379
OG0000990	Praa.g_01896	Syac.g_02397
OG0000991	Praa.g_01897	Syac.g_02400
OG0000992	Praa.g_01899	Syac.g_02402
OG0000993	Praa.g_01900	Syac.g_02403
OG0000994	Praa.g_01901	Syac.g_02405
OG0000995	Praa.g_01905	Syac.g_02410
OG0000996	Praa.g_01906	Syac.g_02454
OG0000997	Praa.g_01907	Syac.g_02464
OG0000998	Praa.g_01909	Syac.g_02466
OG0000999	Praa.g_01910	Syac.g_02467
OG0001000	Praa.g_01913	Syac.g_02470
OG0001001	Praa.g_01915	Syac.g_02475
OG0001002	Praa.g_01919	Syac.g_02481
OG0001003	Praa.g_01920	Syac.g_02483
OG0001004	Praa.g_01921	Syac.g_02484
OG0001005	Praa.g_01922	Syac.g_02485
OG0001006	Praa.g_01926	Syac.g_02492
OG0001007	Praa.g_01928	Syac.g_02494
OG0001009	Praa.g_00027	Syac.g_00030
OG0001010	Praa.g_00028	Syac.g_00031
OG0001011	Praa.g_00029	Syac.g_00032
OG0001012	Praa.g_00043	Syac.g_02351
OG0001013	Praa.g_00048	Syac.g_02337
OG0001014	Praa.g_00051	Syac.g_02333
OG0001015	Praa.g_00052	Syac.g_02332
OG0001016	Praa.g_00073	Syac.g_00446
OG0001017	Praa.g_00077	Syac.g_00440
OG0001018	Praa.g_00080	Syac.g_00438
OG0001019	Praa.g_00089	Syac.g_00422
OG0001020	Praa.g_00090	Syac.g_00417
OG0001021	Praa.g_00091	Syac.g_00413
OG0001022	Praa.g_00094	Syac.g_00410
OG0001023	Praa.g_00095	Syac.g_00409
OG0001024	Praa.g_00098	Syac.g_00405
OG0001025	Praa.g_00104	Syac.g_00399
OG0001026	Praa.g_00111	Syac.g_00386
OG0001027	Praa.g_00112	Syac.g_00380
OG0001028	Praa.g_00114	Syac.g_00378
OG0001029	Praa.g_00115	Syac.g_00376
OG0001030	Praa.g_00130	Syac.g_00356
OG0001031	Praa.g_00186	Syac.g_02266
OG0001032	Praa.g_00187	Syac.g_02268
OG0001033	Praa.g_00208	Syac.g_02298
OG0001034	Praa.g_00236	Syac.g_01968
OG0001036	Praa.g_00259	Syac.g_02221
OG0001037	Praa.g_00260	Syac.g_02223
OG0001038	Praa.g_00278	Syac.g_02251
OG0001039	Praa.g_00281	Syac.g_02254
OG0001040	Praa.g_00283	Syac.g_00292
OG0001041	Praa.g_00287	Syac.g_00287
OG0001042	Praa.g_00304	Syac.g_00258
OG0001043	Praa.g_00305	Syac.g_00254
OG0001044	Praa.g_00333	Syac.g_02021
OG0001045	Praa.g_00341	Syac.g_02008
OG0001046	Praa.g_00378	Syac.g_01207
OG0001047	Praa.g_00438	Syac.g_00695
OG0001048	Praa.g_00439	Syac.g_00696
OG0001049	Praa.g_00441	Syac.g_00703
OG0001050	Praa.g_00442	Syac.g_00704
OG0001051	Praa.g_00443	Syac.g_00705
OG0001052	Praa.g_00471	Syac.g_01704
OG0001053	Praa.g_00483	Syac.g_01901
OG0001054	Praa.g_00498	Syac.g_01884
OG0001055	Praa.g_00517	Syac.g_01863
OG0001056	Praa.g_00536	Syac.g_01831
OG0001057	Praa.g_00541	Syac.g_01825
OG0001058	Praa.g_00550	Syac.g_01810
OG0001059	Praa.g_00554	Syac.g_01806
OG0001060	Praa.g_00561	Syac.g_01799
OG0001061	Praa.g_00574	Syac.g_01779
OG0001062	Praa.g_00576	Syac.g_01777
OG0001063	Praa.g_00578	Syac.g_01773
OG0001064	Praa.g_00579	Syac.g_01772
OG0001065	Praa.g_00580	Syac.g_01771
OG0001066	Praa.g_00581	Syac.g_01770
OG0001067	Praa.g_00582	Syac.g_01769
OG0001068	Praa.g_00583	Syac.g_01768
OG0001069	Praa.g_00584	Syac.g_01767
OG0001070	Praa.g_00587	Syac.g_01764
OG0001071	Praa.g_00588	Syac.g_01763
OG0001072	Praa.g_00590	Syac.g_01758
OG0001074	Praa.g_00615	Syac.g_00945
OG0001075	Praa.g_00616	Syac.g_00946
OG0001076	Praa.g_00624	Syac.g_00956
OG0001077	Praa.g_00628	Syac.g_00967
OG0001078	Praa.g_00636	Syac.g_00980
OG0001079	Praa.g_00647	Syac.g_00993
OG0001080	Praa.g_00653	Syac.g_01092
OG0001081	Praa.g_00655	Syac.g_01432
OG0001082	Praa.g_00656	Syac.g_01431
OG0001083	Praa.g_00661	Syac.g_01424
OG0001084	Praa.g_00662	Syac.g_01423
OG0001085	Praa.g_00670	Syac.g_01412
OG0001086	Praa.g_00671	Syac.g_01410
OG0001087	Praa.g_00688	Syac.g_00923
OG0001088	Praa.g_00689	Syac.g_00920
OG0001089	Praa.g_00697	Syac.g_00896
OG0001090	Praa.g_00712	Syac.g_01286
OG0001091	Praa.g_00714	Syac.g_01284
OG0001092	Praa.g_00715	Syac.g_01282
OG0001093	Praa.g_00720	Syac.g_01276
OG0001094	Praa.g_00797	Syac.g_01347
OG0001095	Praa.g_00817	Syac.g_01326
OG0001096	Praa.g_00830	Syac.g_01310
OG0001097	Praa.g_00849	Syac.g_00834
OG0001098	Praa.g_00864	Syac.g_01096
OG0001099	Praa.g_00896	Syac.g_00377
OG0001100	Praa.g_00900	Syac.g_01402
OG0001101	Praa.g_00902	Syac.g_01401
OG0001102	Praa.g_00904	Syac.g_01398
OG0001103	Praa.g_00906	Syac.g_01395
OG0001104	Praa.g_00927	Syac.g_01364
OG0001105	Praa.g_00931	Syac.g_01360
OG0001106	Praa.g_00955	Syac.g_01166
OG0001107	Praa.g_00962	Syac.g_01180
OG0001108	Praa.g_00966	Syac.g_01188
OG0001109	Praa.g_00967	Syac.g_01190
OG0001110	Praa.g_00969	Syac.g_01192
OG0001111	Praa.g_00970	Syac.g_01194
OG0001112	Praa.g_00971	Syac.g_01196
OG0001113	Praa.g_00972	Syac.g_01197
OG0001114	Praa.g_00973	Syac.g_01198
OG0001115	Praa.g_00975	Syac.g_01202
OG0001116	Praa.g_00976	Syac.g_01204
OG0001117	Praa.g_00977	Syac.g_01205
OG0001118	Praa.g_00978	Syac.g_01206
OG0001119	Praa.g_00979	Syac.g_01208
OG0001120	Praa.g_00981	Syac.g_01213
OG0001121	Praa.g_01125, Praa.g_00984	Syac.g_01949, Syac.g_01170
OG0001122	Praa.g_01011	Syac.g_01238
OG0001123	Praa.g_01015	Syac.g_01245
OG0001124	Praa.g_01017	Syac.g_01247
OG0001125	Praa.g_01018	Syac.g_01249
OG0001126	Praa.g_01028	Syac.g_00870
OG0001127	Praa.g_01029	Syac.g_00871
OG0001128	Praa.g_01031	Syac.g_00875
OG0001129	Praa.g_01032	Syac.g_00877
OG0001130	Praa.g_01033	Syac.g_00878
OG0001131	Praa.g_01070	Syac.g_01382
OG0001132	Praa.g_01080	Syac.g_01062
OG0001133	Praa.g_01115	Syac.g_00958
OG0001134	Praa.g_01127	Syac.g_01466
OG0001136	Praa.g_01157	Syac.g_00767
OG0001137	Praa.g_01167	Syac.g_00786
OG0001138	Praa.g_01185	Syac.g_01486
OG0001139	Praa.g_01186	Syac.g_01488
OG0001140	Praa.g_01187	Syac.g_01489
OG0001141	Praa.g_01188	Syac.g_01490
OG0001142	Praa.g_01189	Syac.g_01491
OG0001143	Praa.g_01196	Syac.g_01499
OG0001144	Praa.g_01201	Syac.g_01508
OG0001145	Praa.g_01310	Syac.g_00740
OG0001146	Praa.g_01322	Syac.g_00722
OG0001147	Praa.g_01352	Syac.g_01689
OG0001148	Praa.g_01368	Syac.g_01918
OG0001149	Praa.g_01369	Syac.g_01919
OG0001150	Praa.g_01370	Syac.g_01920
OG0001151	Praa.g_01381	Syac.g_01932
OG0001152	Praa.g_01382	Syac.g_01933
OG0001153	Praa.g_01508	Syac.g_01670
OG0001154	Praa.g_01509	Syac.g_01671
OG0001155	Praa.g_01521	Syac.g_00621
OG0001156	Praa.g_01524	Syac.g_00618
OG0001157	Praa.g_01525	Syac.g_00617
OG0001158	Praa.g_01526	Syac.g_00616
OG0001159	Praa.g_01527	Syac.g_00615
OG0001160	Praa.g_01552	Syac.g_00570
OG0001161	Praa.g_01565	Syac.g_02385
OG0001162	Praa.g_01576	Syac.g_01307
OG0001163	Praa.g_01627	Syac.g_00562
OG0001164	Praa.g_01631	Syac.g_00556
OG0001165	Praa.g_01634	Syac.g_00551
OG0001166	Praa.g_01654	Syac.g_00520
OG0001167	Praa.g_01672	Syac.g_00667
OG0001168	Praa.g_01674	Syac.g_00665
OG0001169	Praa.g_01676	Syac.g_00663
OG0001170	Praa.g_01678	Syac.g_00661
OG0001171	Praa.g_01688	Syac.g_00650
OG0001172	Praa.g_01702	Syac.g_02187
OG0001173	Praa.g_01703	Syac.g_02186
OG0001174	Praa.g_01711	Syac.g_02178
OG0001175	Praa.g_01712	Syac.g_02177
OG0001176	Praa.g_01719	Syac.g_02141
OG0001177	Praa.g_01722	Syac.g_02143
OG0001178	Praa.g_01727	Syac.g_00539
OG0001179	Praa.g_01759	Syac.g_02112
OG0001180	Praa.g_01781	Syac.g_02087
