Orthogroup	Praa	Syab
OG0000588	Praa.g_00618	Syab.g_01910
OG0000589	Praa.g_00621	Syab.g_01899
OG0000590	Praa.g_00622	Syab.g_01898
OG0000591	Praa.g_00625	Syab.g_01892
OG0000592	Praa.g_00626	Syab.g_01891
OG0000593	Praa.g_00632	Syab.g_01877
OG0000594	Praa.g_00633	Syab.g_01876
OG0000595	Praa.g_00634	Syab.g_01875
OG0000596	Praa.g_00638	Syab.g_01871
OG0000597	Praa.g_00640	Syab.g_01868
OG0000598	Praa.g_00641	Syab.g_01867
OG0000599	Praa.g_00644	Syab.g_01860
OG0000600	Praa.g_00645	Syab.g_01859
OG0000601	Praa.g_00646	Syab.g_01858
OG0000602	Praa.g_00648	Syab.g_01853
OG0000603	Praa.g_00649	Syab.g_01852
OG0000604	Praa.g_00650	Syab.g_01850
OG0000605	Praa.g_00651	Syab.g_01758
OG0000606	Praa.g_00654	Syab.g_01529
OG0000607	Praa.g_00657	Syab.g_01533
OG0000608	Praa.g_00658	Syab.g_01534
OG0000609	Praa.g_00659	Syab.g_01536
OG0000610	Praa.g_00664	Syab.g_01555
OG0000611	Praa.g_00667	Syab.g_01558
OG0000612	Praa.g_00668	Syab.g_01559
OG0000613	Praa.g_00673	Syab.g_00228
OG0000614	Praa.g_00692	Syab.g_01179
OG0000615	Praa.g_00700	Syab.g_01605
OG0000616	Praa.g_00704	Syab.g_02897
OG0000617	Praa.g_00717	Syab.g_01274
OG0000618	Praa.g_00718	Syab.g_01275
OG0000619	Praa.g_00719	Syab.g_01662
OG0000620	Praa.g_00722	Syab.g_01668
OG0000621	Praa.g_00723	Syab.g_01669
OG0000622	Praa.g_00724	Syab.g_01670
OG0000623	Praa.g_00725	Syab.g_01671
OG0000624	Praa.g_00726	Syab.g_01673
OG0000625	Praa.g_00727	Syab.g_01674
OG0000626	Praa.g_00728	Syab.g_01675
OG0000627	Praa.g_00729	Syab.g_01438
OG0000628	Praa.g_00730	Syab.g_01437
OG0000629	Praa.g_00731	Syab.g_01434
OG0000630	Praa.g_00734	Syab.g_01430
OG0000631	Praa.g_00794	Syab.g_01421
OG0000632	Praa.g_00795	Syab.g_01420
OG0000633	Praa.g_00796	Syab.g_01419
OG0000634	Praa.g_00799	Syab.g_01651
OG0000635	Praa.g_00800	Syab.g_01656
OG0000636	Praa.g_00802	Syab.g_01658
OG0000637	Praa.g_00804	Syab.g_01660
OG0000638	Praa.g_00805	Syab.g_01661
OG0000639	Praa.g_00806	Syab.g_01276
OG0000640	Praa.g_00807	Syab.g_01277
OG0000641	Praa.g_00812	Syab.g_01281
OG0000642	Praa.g_00813	Syab.g_01282
OG0000643	Praa.g_00814	Syab.g_01283
OG0000644	Praa.g_00815	Syab.g_01284
OG0000645	Praa.g_00816	Syab.g_01286
OG0000646	Praa.g_00818	Syab.g_01289
OG0000647	Praa.g_00819	Syab.g_01291
OG0000648	Praa.g_00821	Syab.g_01684
OG0000649	Praa.g_00822	Syab.g_01685
OG0000650	Praa.g_00823	Syab.g_01686
OG0000651	Praa.g_00824	Syab.g_01687
OG0000652	Praa.g_00825	Syab.g_01688
OG0000653	Praa.g_00827	Syab.g_01690
OG0000654	Praa.g_00828	Syab.g_01691
OG0000655	Praa.g_00829	Syab.g_01692
OG0000656	Praa.g_00832	Syab.g_01695
OG0000657	Praa.g_00840	Syab.g_01706
OG0000658	Praa.g_00841	Syab.g_01710
OG0000659	Praa.g_00842	Syab.g_01711
OG0000660	Praa.g_00846	Syab.g_01715
OG0000661	Praa.g_00848	Syab.g_01717
OG0000662	Praa.g_00850	Syab.g_01719
OG0000663	Praa.g_00852	Syab.g_01722
OG0000664	Praa.g_00853	Syab.g_01723
OG0000665	Praa.g_00857	Syab.g_01829
OG0000666	Praa.g_00858	Syab.g_01842
OG0000667	Praa.g_00862	Syab.g_01548
OG0000668	Praa.g_00892	Syab.g_01319
OG0000669	Praa.g_00899	Syab.g_01642
OG0000670	Praa.g_00901	Syab.g_02156
OG0000671	Praa.g_00903	Syab.g_01638
OG0000672	Praa.g_00905	Syab.g_01635
OG0000673	Praa.g_00908	Syab.g_01632
OG0000674	Praa.g_00910	Syab.g_01630
OG0000675	Praa.g_00911	Syab.g_01629
OG0000676	Praa.g_00913	Syab.g_01620
OG0000677	Praa.g_00914	Syab.g_01619
OG0000678	Praa.g_00916	Syab.g_01613
OG0000679	Praa.g_00920	Syab.g_01601
OG0000680	Praa.g_00921	Syab.g_01600
OG0000681	Praa.g_00923	Syab.g_01597
OG0000682	Praa.g_00924	Syab.g_01596
OG0000683	Praa.g_00925	Syab.g_01595
OG0000684	Praa.g_00926	Syab.g_01591
OG0000685	Praa.g_00928	Syab.g_01589
OG0000686	Praa.g_00929	Syab.g_01588
OG0000687	Praa.g_00930	Syab.g_01586
OG0000688	Praa.g_00933	Syab.g_01576
OG0000689	Praa.g_00934	Syab.g_01574
OG0000690	Praa.g_00935	Syab.g_01573
OG0000691	Praa.g_00936	Syab.g_01572
OG0000692	Praa.g_00938	Syab.g_01571
OG0000693	Praa.g_00939	Syab.g_01569
OG0000694	Praa.g_00940	Syab.g_01568
OG0000695	Praa.g_00942	Syab.g_01417
OG0000696	Praa.g_00943	Syab.g_01416
OG0000697	Praa.g_00944	Syab.g_01415
OG0000698	Praa.g_00947	Syab.g_01412
OG0000699	Praa.g_00948	Syab.g_01411
OG0000700	Praa.g_00949	Syab.g_01410
OG0000701	Praa.g_00950	Syab.g_01409
OG0000702	Praa.g_00952	Syab.g_01401
OG0000703	Praa.g_00953	Syab.g_01400
OG0000704	Praa.g_00954	Syab.g_01398
OG0000705	Praa.g_00958	Syab.g_01391
OG0000706	Praa.g_00959	Syab.g_01390
OG0000707	Praa.g_00960	Syab.g_01389
OG0000708	Praa.g_00961	Syab.g_01386
OG0000709	Praa.g_00965	Syab.g_01378
OG0000710	Praa.g_00968	Syab.g_01367
OG0000711	Praa.g_00985	Syab.g_01340
OG0000712	Praa.g_00987	Syab.g_01338
OG0000713	Praa.g_00988	Syab.g_01337
OG0000714	Praa.g_00989	Syab.g_01334
OG0000715	Praa.g_00991	Syab.g_01332
OG0000716	Praa.g_00993	Syab.g_01328
OG0000717	Praa.g_00994	Syab.g_01327
OG0000718	Praa.g_01008	Syab.g_01323
OG0000719	Praa.g_01010	Syab.g_01321
OG0000720	Praa.g_01019	Syab.g_01307
OG0000721	Praa.g_01021	Syab.g_01305
OG0000722	Praa.g_01022	Syab.g_01304
OG0000723	Praa.g_01025	Syab.g_01678
OG0000724	Praa.g_01034	Syab.g_01223
OG0000725	Praa.g_01040	Syab.g_01207
OG0000726	Praa.g_01041	Syab.g_01206
OG0000727	Praa.g_01042	Syab.g_01205
OG0000728	Praa.g_01044	Syab.g_01203
OG0000729	Praa.g_01091	Syab.g_00097
OG0000730	Praa.g_01095	Syab.g_00521
OG0000731	Praa.g_01099	Syab.g_00531
OG0000732	Praa.g_01109	Syab.g_00055
OG0000733	Praa.g_01128	Syab.g_02798
OG0000734	Praa.g_01145	Syab.g_02508
OG0000735	Praa.g_01147	Syab.g_00942
OG0000736	Praa.g_01148	Syab.g_00943
OG0000737	Praa.g_01149	Syab.g_00944
OG0000738	Praa.g_01153	Syab.g_00949
OG0000739	Praa.g_01154	Syab.g_00961
OG0000740	Praa.g_01155	Syab.g_00962
OG0000741	Praa.g_01156	Syab.g_00965
OG0000742	Praa.g_01158	Syab.g_00968
OG0000743	Praa.g_01160	Syab.g_00970
OG0000744	Praa.g_01161	Syab.g_00971
OG0000745	Praa.g_01162	Syab.g_00973
OG0000746	Praa.g_01164	Syab.g_00975
OG0000747	Praa.g_01165	Syab.g_00976
OG0000748	Praa.g_01168	Syab.g_00991
OG0000749	Praa.g_01169	Syab.g_00992
OG0000750	Praa.g_01170	Syab.g_00993
OG0000751	Praa.g_01172	Syab.g_01002
OG0000752	Praa.g_01174	Syab.g_01004
OG0000753	Praa.g_01177	Syab.g_01007
OG0000754	Praa.g_01180	Syab.g_01012
OG0000755	Praa.g_01183	Syab.g_01021
OG0000756	Praa.g_01184	Syab.g_01022
OG0000757	Praa.g_01190	Syab.g_01029
OG0000758	Praa.g_01191	Syab.g_01030
OG0000759	Praa.g_01192	Syab.g_01031
OG0000760	Praa.g_01193	Syab.g_01032
OG0000761	Praa.g_01194	Syab.g_01034
OG0000762	Praa.g_01195	Syab.g_01036
OG0000763	Praa.g_01197	Syab.g_01038
OG0000764	Praa.g_01198	Syab.g_01039
OG0000765	Praa.g_01207	Syab.g_01154
OG0000766	Praa.g_01208	Syab.g_01153
OG0000767	Praa.g_01210	Syab.g_01151
OG0000768	Praa.g_01211	Syab.g_01150
OG0000769	Praa.g_01213	Syab.g_01148
OG0000770	Praa.g_01215	Syab.g_01145
OG0000771	Praa.g_01224	Syab.g_01229
OG0000772	Praa.g_01290	Syab.g_00957
OG0000773	Praa.g_01309	Syab.g_00931
OG0000774	Praa.g_01311	Syab.g_00924
OG0000775	Praa.g_01313	Syab.g_00922
OG0000776	Praa.g_01314	Syab.g_00921
OG0000777	Praa.g_01315	Syab.g_00920
OG0000778	Praa.g_01316	Syab.g_00919
OG0000779	Praa.g_01320	Syab.g_00913
OG0000780	Praa.g_01321	Syab.g_00908
OG0000781	Praa.g_01324	Syab.g_00904
OG0000782	Praa.g_01325	Syab.g_00903
OG0000783	Praa.g_01326	Syab.g_00902
OG0000784	Praa.g_01327	Syab.g_00901
OG0000785	Praa.g_01329	Syab.g_00899
OG0000786	Praa.g_01331	Syab.g_00895
OG0000787	Praa.g_01332	Syab.g_00894
OG0000788	Praa.g_01353	Syab.g_01857
OG0000789	Praa.g_01356	Syab.g_01835
OG0000790	Praa.g_01371	Syab.g_02082
OG0000791	Praa.g_01373	Syab.g_02080
OG0000792	Praa.g_01374	Syab.g_02079
OG0000793	Praa.g_01377	Syab.g_02074
OG0000794	Praa.g_01378	Syab.g_02073
OG0000795	Praa.g_01379	Syab.g_02072
OG0000796	Praa.g_01383	Syab.g_02068
OG0000797	Praa.g_01384	Syab.g_02067
OG0000798	Praa.g_01393	Syab.g_00298
OG0000799	Praa.g_01458	Syab.g_00826
OG0000800	Praa.g_01459	Syab.g_00821
OG0000801	Praa.g_01460	Syab.g_00820
OG0000802	Praa.g_01462	Syab.g_00816
OG0000803	Praa.g_01464	Syab.g_00806
OG0000804	Praa.g_01465	Syab.g_00802
OG0000805	Praa.g_01467	Syab.g_00792
OG0000806	Praa.g_01469	Syab.g_00790
OG0000807	Praa.g_01470	Syab.g_00788
OG0000808	Praa.g_01471	Syab.g_00783
OG0000809	Praa.g_01474	Syab.g_00780
OG0000810	Praa.g_01475	Syab.g_00779
OG0000811	Praa.g_01479	Syab.g_00770
OG0000812	Praa.g_01481	Syab.g_00768
OG0000813	Praa.g_01482	Syab.g_00767
OG0000814	Praa.g_01484	Syab.g_00765
OG0000815	Praa.g_01485	Syab.g_00760
OG0000816	Praa.g_01487	Syab.g_00758
OG0000817	Praa.g_01488	Syab.g_00757
OG0000818	Praa.g_01493	Syab.g_00751
OG0000819	Praa.g_01494	Syab.g_00750
OG0000820	Praa.g_01495	Syab.g_00749
OG0000821	Praa.g_01499	Syab.g_00743
OG0000822	Praa.g_01500	Syab.g_00741
OG0000823	Praa.g_01501	Syab.g_00740
OG0000824	Praa.g_01504	Syab.g_00735
OG0000825	Praa.g_01505	Syab.g_00734
OG0000826	Praa.g_01506	Syab.g_00733
OG0000827	Praa.g_01507	Syab.g_00732
OG0000828	Praa.g_01510	Syab.g_00729
OG0000829	Praa.g_01511	Syab.g_00728
OG0000830	Praa.g_01512	Syab.g_00727
OG0000831	Praa.g_01514	Syab.g_00725
OG0000832	Praa.g_01520	Syab.g_02169
OG0000833	Praa.g_01528	Syab.g_02178
OG0000834	Praa.g_01529	Syab.g_02181
OG0000835	Praa.g_01530	Syab.g_02182
OG0000836	Praa.g_01531	Syab.g_02185
OG0000837	Praa.g_01532	Syab.g_02186
OG0000838	Praa.g_01534	Syab.g_02190
OG0000839	Praa.g_01535	Syab.g_02191
OG0000840	Praa.g_01536	Syab.g_02192
OG0000841	Praa.g_01537	Syab.g_02193
OG0000842	Praa.g_01538	Syab.g_02194
OG0000843	Praa.g_01539	Syab.g_02195
OG0000844	Praa.g_01541	Syab.g_02197
OG0000845	Praa.g_01542	Syab.g_02198
OG0000846	Praa.g_01543	Syab.g_02199
OG0000847	Praa.g_01544	Syab.g_02200
OG0000848	Praa.g_01545	Syab.g_02202
OG0000849	Praa.g_01546	Syab.g_02203
OG0000850	Praa.g_01548	Syab.g_02212
OG0000851	Praa.g_01549	Syab.g_02226
OG0000852	Praa.g_01550	Syab.g_02227
OG0000853	Praa.g_01554	Syab.g_02233
OG0000854	Praa.g_01556	Syab.g_02235
OG0000855	Praa.g_01557	Syab.g_02236
OG0000856	Praa.g_01572	Syab.g_01889
OG0000857	Praa.g_01600	Syab.g_01290
OG0000858	Praa.g_01629	Syab.g_02244
OG0000859	Praa.g_01630	Syab.g_02245
OG0000860	Praa.g_01637	Syab.g_02258
OG0000861	Praa.g_01638	Syab.g_02259
OG0000862	Praa.g_01639	Syab.g_02261
OG0000863	Praa.g_01641	Syab.g_02265
OG0000864	Praa.g_01642	Syab.g_02266
OG0000865	Praa.g_01643	Syab.g_02267
OG0000866	Praa.g_01644	Syab.g_02268
OG0000867	Praa.g_01645	Syab.g_02269
OG0000868	Praa.g_01646	Syab.g_02287
OG0000869	Praa.g_01650	Syab.g_02292
OG0000870	Praa.g_01655	Syab.g_02297
OG0000871	Praa.g_01656	Syab.g_02298
OG0000872	Praa.g_01657	Syab.g_02305
OG0000873	Praa.g_01660	Syab.g_02308
OG0000874	Praa.g_01663	Syab.g_02311
OG0000875	Praa.g_01665	Syab.g_02313
OG0000876	Praa.g_01666	Syab.g_02315
OG0000877	Praa.g_01668	Syab.g_02317
OG0000878	Praa.g_01669	Syab.g_02318
OG0000879	Praa.g_01670	Syab.g_02319
OG0000880	Praa.g_01671	Syab.g_02320
OG0000881	Praa.g_01675	Syab.g_02325
OG0000882	Praa.g_01680	Syab.g_02330
OG0000883	Praa.g_01682	Syab.g_02332
OG0000884	Praa.g_01684	Syab.g_02334
OG0000885	Praa.g_01685	Syab.g_02335
OG0000886	Praa.g_01686	Syab.g_02336
OG0000887	Praa.g_01687	Syab.g_02338
OG0000888	Praa.g_01689	Syab.g_02340
OG0000889	Praa.g_01691	Syab.g_02342
OG0000890	Praa.g_01692	Syab.g_02348
OG0000891	Praa.g_01693	Syab.g_02349
OG0000892	Praa.g_01695	Syab.g_02353
OG0000893	Praa.g_01699	Syab.g_00366
OG0000894	Praa.g_01701	Syab.g_00369
OG0000895	Praa.g_01704	Syab.g_00373
OG0000896	Praa.g_01705	Syab.g_00374
OG0000897	Praa.g_01707	Syab.g_00376
OG0000898	Praa.g_01708	Syab.g_00377
OG0000899	Praa.g_01709	Syab.g_00378
OG0000900	Praa.g_01710	Syab.g_00379
OG0000901	Praa.g_01713	Syab.g_00384
OG0000902	Praa.g_01715	Syab.g_00386
OG0000903	Praa.g_01718	Syab.g_00399
OG0000904	Praa.g_01720	Syab.g_00395
OG0000905	Praa.g_01725	Syab.g_00390
OG0000906	Praa.g_01726	Syab.g_00388
OG0000907	Praa.g_01733	Syab.g_00401
OG0000908	Praa.g_01736	Syab.g_00404
OG0000909	Praa.g_01737	Syab.g_00405
OG0000910	Praa.g_01738	Syab.g_00406
OG0000911	Praa.g_01740	Syab.g_00408
OG0000912	Praa.g_01741	Syab.g_00409
OG0000913	Praa.g_01742	Syab.g_00410
OG0000914	Praa.g_01743	Syab.g_00411
OG0000915	Praa.g_01744	Syab.g_00412
OG0000916	Praa.g_01745	Syab.g_00413
OG0000917	Praa.g_01746	Syab.g_00414
OG0000918	Praa.g_01747	Syab.g_00415
OG0000919	Praa.g_01748	Syab.g_00416
OG0000920	Praa.g_01749	Syab.g_00417
OG0000921	Praa.g_01750	Syab.g_00418
OG0000922	Praa.g_01751	Syab.g_00419
OG0000923	Praa.g_01755	Syab.g_00423
OG0000924	Praa.g_01756	Syab.g_00424
OG0000925	Praa.g_01757	Syab.g_00425
OG0000926	Praa.g_01758	Syab.g_00426
OG0000927	Praa.g_01760	Syab.g_00428
OG0000928	Praa.g_01761	Syab.g_00429
OG0000929	Praa.g_01762	Syab.g_00430
OG0000930	Praa.g_01763	Syab.g_00431
OG0000931	Praa.g_01764	Syab.g_00432
OG0000932	Praa.g_01765	Syab.g_00433
OG0000933	Praa.g_01769	Syab.g_00439
OG0000934	Praa.g_01771	Syab.g_00441
OG0000935	Praa.g_01772	Syab.g_00442
OG0000936	Praa.g_01773	Syab.g_00443
OG0000937	Praa.g_01774	Syab.g_00444
OG0000938	Praa.g_01776	Syab.g_00447
OG0000939	Praa.g_01777	Syab.g_00448
OG0000940	Praa.g_01784	Syab.g_00456
OG0000941	Praa.g_01786	Syab.g_00458
OG0000942	Praa.g_01788	Syab.g_00460
OG0000943	Praa.g_01789	Syab.g_00461
OG0000944	Praa.g_01790	Syab.g_00463
OG0000945	Praa.g_01791	Syab.g_00466
OG0000946	Praa.g_01796	Syab.g_00473
OG0000947	Praa.g_01798	Syab.g_00476
OG0000948	Praa.g_01799	Syab.g_00477
OG0000949	Praa.g_01802	Syab.g_00212
OG0000950	Praa.g_01807	Syab.g_00204
OG0000951	Praa.g_01811	Syab.g_00199
OG0000952	Praa.g_01815	Syab.g_00191
OG0000953	Praa.g_01818	Syab.g_00134
OG0000954	Praa.g_01822	Syab.g_00129
OG0000955	Praa.g_01823	Syab.g_00128
OG0000956	Praa.g_01825	Syab.g_00126
OG0000957	Praa.g_01830	Syab.g_00115
OG0000958	Praa.g_01831	Syab.g_00114
OG0000959	Praa.g_01835	Syab.g_00110
OG0000960	Praa.g_01836	Syab.g_00109
OG0000961	Praa.g_01838	Syab.g_00100
OG0000962	Praa.g_01840	Syab.g_00098
OG0000963	Praa.g_01844	Syab.g_00093
OG0000964	Praa.g_01845	Syab.g_00092
OG0000965	Praa.g_01846	Syab.g_00091
OG0000966	Praa.g_01853	Syab.g_00082
OG0000967	Praa.g_01858	Syab.g_00078
OG0000968	Praa.g_01860	Syab.g_00075
OG0000969	Praa.g_01861	Syab.g_00073
OG0000970	Praa.g_01862	Syab.g_00072
OG0000971	Praa.g_01863	Syab.g_00070
OG0000972	Praa.g_01864	Syab.g_00069
OG0000973	Praa.g_01865	Syab.g_00068
OG0000974	Praa.g_01866	Syab.g_00067
OG0000975	Praa.g_01867	Syab.g_00066
OG0000976	Praa.g_01868	Syab.g_00065
OG0000977	Praa.g_01869	Syab.g_00063
OG0000978	Praa.g_01870	Syab.g_00062
OG0000979	Praa.g_01873	Syab.g_00059
OG0000980	Praa.g_01875	Syab.g_00056
OG0000981	Praa.g_01877	Syab.g_00053
OG0000982	Praa.g_01879	Syab.g_02756
OG0000983	Praa.g_01880	Syab.g_02757
OG0000984	Praa.g_01881	Syab.g_02758
OG0000985	Praa.g_01884	Syab.g_02762
OG0000986	Praa.g_01886	Syab.g_02764
OG0000987	Praa.g_01887	Syab.g_02768
OG0000988	Praa.g_01890	Syab.g_02774
OG0000989	Praa.g_01893	Syab.g_02792
OG0000990	Praa.g_01896	Syab.g_02811
OG0000991	Praa.g_01897	Syab.g_02818
OG0000992	Praa.g_01899	Syab.g_02821
OG0000993	Praa.g_01900	Syab.g_02822
OG0000994	Praa.g_01901	Syab.g_02826
OG0000995	Praa.g_01905	Syab.g_02835
OG0000996	Praa.g_01906	Syab.g_02866
OG0000997	Praa.g_01907	Syab.g_02875
OG0000998	Praa.g_01909	Syab.g_02877
OG0000999	Praa.g_01910	Syab.g_02878
OG0001000	Praa.g_01913	Syab.g_02881
OG0001001	Praa.g_01915	Syab.g_02888
OG0001002	Praa.g_01919	Syab.g_02900
OG0001003	Praa.g_01920	Syab.g_02902
OG0001004	Praa.g_01921	Syab.g_02903
OG0001005	Praa.g_01922	Syab.g_02905
OG0001006	Praa.g_01926	Syab.g_02912
OG0001007	Praa.g_01928	Syab.g_02914
OG0001009	Praa.g_00027	Syab.g_00033
OG0001010	Praa.g_00028	Syab.g_00034
OG0001011	Praa.g_00029	Syab.g_00035
OG0001012	Praa.g_00043	Syab.g_02752
OG0001013	Praa.g_00048	Syab.g_02716
OG0001014	Praa.g_00051	Syab.g_02712
OG0001015	Praa.g_00052	Syab.g_02711
OG0001016	Praa.g_00073	Syab.g_02439
OG0001017	Praa.g_00077	Syab.g_02445
OG0001018	Praa.g_00080	Syab.g_02447
OG0001019	Praa.g_00089	Syab.g_02469
OG0001020	Praa.g_00090	Syab.g_02477
OG0001021	Praa.g_00091	Syab.g_02481
OG0001022	Praa.g_00094	Syab.g_02485
OG0001023	Praa.g_00095	Syab.g_02486
OG0001024	Praa.g_00098	Syab.g_02490
OG0001025	Praa.g_00104	Syab.g_02497
OG0001026	Praa.g_00111	Syab.g_02510
OG0001027	Praa.g_00112	Syab.g_02515
OG0001028	Praa.g_00114	Syab.g_02517
OG0001029	Praa.g_00115	Syab.g_02519
OG0001030	Praa.g_00130	Syab.g_02540
OG0001031	Praa.g_00186	Syab.g_02615
OG0001032	Praa.g_00187	Syab.g_02617
OG0001033	Praa.g_00208	Syab.g_02675
OG0001034	Praa.g_00236	Syab.g_02370
OG0001035	Praa.g_00254	Syab.g_00335
OG0001036	Praa.g_00259	Syab.g_00327
OG0001037	Praa.g_00260	Syab.g_00325
OG0001038	Praa.g_00278	Syab.g_00297
OG0001039	Praa.g_00281	Syab.g_00294
OG0001040	Praa.g_00283	Syab.g_00291
OG0001041	Praa.g_00287	Syab.g_00286
OG0001042	Praa.g_00304	Syab.g_00254
OG0001043	Praa.g_00305	Syab.g_00250
OG0001044	Praa.g_00333	Syab.g_00522
OG0001045	Praa.g_00341	Syab.g_00534
OG0001046	Praa.g_00378	Syab.g_01352
OG0001047	Praa.g_00438	Syab.g_00586
OG0001048	Praa.g_00439	Syab.g_00587
OG0001049	Praa.g_00441	Syab.g_00590
OG0001050	Praa.g_00442	Syab.g_00591
OG0001051	Praa.g_00443	Syab.g_00592
OG0001052	Praa.g_00471	Syab.g_00693
OG0001053	Praa.g_00483	Syab.g_02099
OG0001054	Praa.g_00498	Syab.g_02118
OG0001055	Praa.g_00517	Syab.g_02139
OG0001056	Praa.g_00536	Syab.g_02036
OG0001057	Praa.g_00541	Syab.g_00882
OG0001058	Praa.g_00550	Syab.g_02014
OG0001059	Praa.g_00554	Syab.g_02010
OG0001060	Praa.g_00561	Syab.g_02003
OG0001061	Praa.g_00574	Syab.g_01985
OG0001062	Praa.g_00576	Syab.g_01983
OG0001063	Praa.g_00578	Syab.g_01979
OG0001064	Praa.g_00579	Syab.g_01978
OG0001065	Praa.g_00580	Syab.g_01976
OG0001066	Praa.g_00581	Syab.g_01975
OG0001067	Praa.g_00582	Syab.g_01974
OG0001068	Praa.g_00583	Syab.g_01973
OG0001069	Praa.g_00584	Syab.g_01972
OG0001070	Praa.g_00587	Syab.g_01968
OG0001071	Praa.g_00588	Syab.g_01967
OG0001072	Praa.g_00590	Syab.g_01962
OG0001073	Praa.g_00604	Syab.g_01947
OG0001074	Praa.g_00615	Syab.g_01815
OG0001075	Praa.g_00616	Syab.g_01919
OG0001076	Praa.g_00624	Syab.g_01897
OG0001077	Praa.g_00628	Syab.g_01887
OG0001079	Praa.g_00647	Syab.g_01856
OG0001080	Praa.g_00653	Syab.g_01756
OG0001081	Praa.g_00655	Syab.g_01530
OG0001082	Praa.g_00656	Syab.g_01531
OG0001083	Praa.g_00661	Syab.g_01540
OG0001084	Praa.g_00662	Syab.g_01543
OG0001085	Praa.g_00670	Syab.g_01563
OG0001086	Praa.g_00671	Syab.g_01565
OG0001087	Praa.g_00688	Syab.g_01167
OG0001088	Praa.g_00689	Syab.g_01170
OG0001089	Praa.g_00697	Syab.g_01198
OG0001090	Praa.g_00712	Syab.g_01267
OG0001091	Praa.g_00714	Syab.g_01270
OG0001092	Praa.g_00715	Syab.g_01272
OG0001093	Praa.g_00720	Syab.g_01664
OG0001094	Praa.g_00797	Syab.g_01567
OG0001095	Praa.g_00817	Syab.g_01287
OG0001096	Praa.g_00830	Syab.g_01693
OG0001097	Praa.g_00849	Syab.g_01718
OG0001098	Praa.g_00864	Syab.g_01497
OG0001099	Praa.g_00896	Syab.g_02518
OG0001100	Praa.g_00900	Syab.g_01640
OG0001101	Praa.g_00902	Syab.g_01639
OG0001102	Praa.g_00904	Syab.g_01636
OG0001103	Praa.g_00906	Syab.g_01634
OG0001104	Praa.g_00927	Syab.g_01590
OG0001105	Praa.g_00931	Syab.g_01585
OG0001106	Praa.g_00955	Syab.g_01397
OG0001107	Praa.g_00962	Syab.g_01385
OG0001108	Praa.g_00966	Syab.g_01377
OG0001109	Praa.g_00967	Syab.g_01368
OG0001110	Praa.g_00969	Syab.g_01366
OG0001111	Praa.g_00970	Syab.g_01364
OG0001112	Praa.g_00971	Syab.g_01362
OG0001113	Praa.g_00972	Syab.g_01593
OG0001114	Praa.g_00973	Syab.g_01361
OG0001115	Praa.g_00975	Syab.g_01357
OG0001116	Praa.g_00976	Syab.g_01355
OG0001117	Praa.g_00977	Syab.g_01354
OG0001118	Praa.g_00978	Syab.g_01353
OG0001119	Praa.g_00979	Syab.g_01351
OG0001120	Praa.g_00981	Syab.g_01347
OG0001121	Praa.g_01125, Praa.g_00984	Syab.g_02159
OG0001122	Praa.g_01011	Syab.g_01320
OG0001123	Praa.g_01015	Syab.g_01312
OG0001124	Praa.g_01017	Syab.g_01310
OG0001125	Praa.g_01018	Syab.g_01308
OG0001126	Praa.g_01028	Syab.g_01231
OG0001127	Praa.g_01029	Syab.g_01230
OG0001128	Praa.g_01031	Syab.g_01227
OG0001129	Praa.g_01032	Syab.g_01225
OG0001130	Praa.g_01033	Syab.g_01224
OG0001131	Praa.g_01070	Syab.g_01609
OG0001132	Praa.g_01080	Syab.g_01790
OG0001133	Praa.g_01115	Syab.g_01895
OG0001134	Praa.g_01127	Syab.g_01748
OG0001136	Praa.g_01157	Syab.g_00966
OG0001137	Praa.g_01167	Syab.g_00990
OG0001138	Praa.g_01185	Syab.g_01023
OG0001139	Praa.g_01186	Syab.g_01025
OG0001140	Praa.g_01187	Syab.g_01026
OG0001141	Praa.g_01188	Syab.g_01027
OG0001142	Praa.g_01189	Syab.g_01028
OG0001143	Praa.g_01196	Syab.g_01037
OG0001144	Praa.g_01201	Syab.g_01052
OG0001145	Praa.g_01310	Syab.g_00928
OG0001146	Praa.g_01322	Syab.g_00907
OG0001147	Praa.g_01352	Syab.g_00716
OG0001148	Praa.g_01368	Syab.g_02085
OG0001149	Praa.g_01369	Syab.g_02084
OG0001150	Praa.g_01370	Syab.g_02083
OG0001151	Praa.g_01381	Syab.g_02070
OG0001152	Praa.g_01382	Syab.g_02069
OG0001153	Praa.g_01508	Syab.g_00731
OG0001154	Praa.g_01509	Syab.g_00730
OG0001155	Praa.g_01521	Syab.g_02171
OG0001156	Praa.g_01524	Syab.g_02174
OG0001157	Praa.g_01525	Syab.g_02175
OG0001158	Praa.g_01526	Syab.g_02176
OG0001159	Praa.g_01527	Syab.g_02177
OG0001160	Praa.g_01552	Syab.g_02231
OG0001161	Praa.g_01565	Syab.g_02797
OG0001162	Praa.g_01576	Syab.g_00893
OG0001163	Praa.g_01627	Syab.g_02241
OG0001164	Praa.g_01631	Syab.g_02247
OG0001165	Praa.g_01634	Syab.g_02252
OG0001166	Praa.g_01654	Syab.g_02296
OG0001167	Praa.g_01672	Syab.g_02322
OG0001168	Praa.g_01674	Syab.g_02324
OG0001169	Praa.g_01676	Syab.g_02326
OG0001170	Praa.g_01678	Syab.g_02328
OG0001171	Praa.g_01688	Syab.g_02339
OG0001172	Praa.g_01702	Syab.g_00371
