Orthogroup	Praa	Syai
OG0000591	Praa.g_00625	Syai.g_01075
OG0000592	Praa.g_00626	Syai.g_01076
OG0000593	Praa.g_00632	Syai.g_01100
OG0000594	Praa.g_00633	Syai.g_01101
OG0000595	Praa.g_00634	Syai.g_01102
OG0000596	Praa.g_00638	Syai.g_01107
OG0000597	Praa.g_00640	Syai.g_01110
OG0000598	Praa.g_00641	Syai.g_01111
OG0000599	Praa.g_00644	Syai.g_01114
OG0000600	Praa.g_00645	Syai.g_01115
OG0000601	Praa.g_00646	Syai.g_01116
OG0000602	Praa.g_00648	Syai.g_01121
OG0000603	Praa.g_00649	Syai.g_01122
OG0000604	Praa.g_00650	Syai.g_01125
OG0000605	Praa.g_00651	Syai.g_01609
OG0000606	Praa.g_00654	Syai.g_01221
OG0000607	Praa.g_00657	Syai.g_01224
OG0000608	Praa.g_00658	Syai.g_01225
OG0000609	Praa.g_00659	Syai.g_01227
OG0000610	Praa.g_00664	Syai.g_01234
OG0000611	Praa.g_00667	Syai.g_01237
OG0000612	Praa.g_00668	Syai.g_01238
OG0000613	Praa.g_00673	Syai.g_00196
OG0000614	Praa.g_00692	Syai.g_01981
OG0000615	Praa.g_00700	Syai.g_01286
OG0000616	Praa.g_00704	Syai.g_02914
OG0000617	Praa.g_00717	Syai.g_01393
OG0000618	Praa.g_00718	Syai.g_01394
OG0000619	Praa.g_00719	Syai.g_01395
OG0000620	Praa.g_00722	Syai.g_01402
OG0000621	Praa.g_00723	Syai.g_01403
OG0000622	Praa.g_00724	Syai.g_01404
OG0000623	Praa.g_00725	Syai.g_01405
OG0000624	Praa.g_00726	Syai.g_01407
OG0000625	Praa.g_00727	Syai.g_01408
OG0000626	Praa.g_00728	Syai.g_01409
OG0000627	Praa.g_00729	Syai.g_01575
OG0000628	Praa.g_00730	Syai.g_01573
OG0000629	Praa.g_00731	Syai.g_01570
OG0000630	Praa.g_00734	Syai.g_01566
OG0000631	Praa.g_00794	Syai.g_01557
OG0000632	Praa.g_00795	Syai.g_01556
OG0000633	Praa.g_00796	Syai.g_01555
OG0000634	Praa.g_00799	Syai.g_01317
OG0000635	Praa.g_00800	Syai.g_01318
OG0000636	Praa.g_00802	Syai.g_01320
OG0000637	Praa.g_00804	Syai.g_01322
OG0000638	Praa.g_00805	Syai.g_01323
OG0000639	Praa.g_00806	Syai.g_01324
OG0000640	Praa.g_00807	Syai.g_01325
OG0000641	Praa.g_00812	Syai.g_01329
OG0000642	Praa.g_00813	Syai.g_01330
OG0000643	Praa.g_00814	Syai.g_01349
OG0000644	Praa.g_00815	Syai.g_01350
OG0000645	Praa.g_00816	Syai.g_01352
OG0000646	Praa.g_00818	Syai.g_01355
OG0000647	Praa.g_00819	Syai.g_01357
OG0000648	Praa.g_00821	Syai.g_01362
OG0000649	Praa.g_00822	Syai.g_01363
OG0000650	Praa.g_00823	Syai.g_01364
OG0000651	Praa.g_00824	Syai.g_01365
OG0000652	Praa.g_00825	Syai.g_01366
OG0000653	Praa.g_00827	Syai.g_01368
OG0000654	Praa.g_00828	Syai.g_01369
OG0000655	Praa.g_00829	Syai.g_01370
OG0000656	Praa.g_00832	Syai.g_01373
OG0000657	Praa.g_00840	Syai.g_02045
OG0000658	Praa.g_00841	Syai.g_02049
OG0000659	Praa.g_00842	Syai.g_02050
OG0000660	Praa.g_00846	Syai.g_02054
OG0000661	Praa.g_00848	Syai.g_02056
OG0000662	Praa.g_00850	Syai.g_02058
OG0000663	Praa.g_00852	Syai.g_02061
OG0000664	Praa.g_00853	Syai.g_02062
OG0000665	Praa.g_00857	Syai.g_02431
OG0000666	Praa.g_00858	Syai.g_01610
OG0000667	Praa.g_00862	Syai.g_01724
OG0000668	Praa.g_00892	Syai.g_01436
OG0000669	Praa.g_00899	Syai.g_01251
OG0000670	Praa.g_00901	Syai.g_00561
OG0000671	Praa.g_00903	Syai.g_01255
OG0000672	Praa.g_00905	Syai.g_01259
OG0000673	Praa.g_00908	Syai.g_01262
OG0000674	Praa.g_00910	Syai.g_01264
OG0000675	Praa.g_00911	Syai.g_01265
OG0000676	Praa.g_00913	Syai.g_01275
OG0000677	Praa.g_00914	Syai.g_01276
OG0000678	Praa.g_00916	Syai.g_01279
OG0000679	Praa.g_00920	Syai.g_01288
OG0000680	Praa.g_00921	Syai.g_01289
OG0000681	Praa.g_00923	Syai.g_01292
OG0000682	Praa.g_00924	Syai.g_01293
OG0000683	Praa.g_00925	Syai.g_01294
OG0000684	Praa.g_00926	Syai.g_01299
OG0000685	Praa.g_00928	Syai.g_01301
OG0000686	Praa.g_00929	Syai.g_01302
OG0000687	Praa.g_00930	Syai.g_01303
OG0000688	Praa.g_00933	Syai.g_01307
OG0000689	Praa.g_00934	Syai.g_01309
OG0000690	Praa.g_00935	Syai.g_01310
OG0000691	Praa.g_00936	Syai.g_01311
OG0000692	Praa.g_00938	Syai.g_01312
OG0000693	Praa.g_00939	Syai.g_01313
OG0000694	Praa.g_00940	Syai.g_01314
OG0000695	Praa.g_00942	Syai.g_01553
OG0000696	Praa.g_00943	Syai.g_01552
OG0000697	Praa.g_00944	Syai.g_01550
OG0000698	Praa.g_00947	Syai.g_01547
OG0000699	Praa.g_00948	Syai.g_01545
OG0000700	Praa.g_00949	Syai.g_01544
OG0000701	Praa.g_00950	Syai.g_01543
OG0000702	Praa.g_00952	Syai.g_01521
OG0000703	Praa.g_00953	Syai.g_01520
OG0000704	Praa.g_00954	Syai.g_01518
OG0000705	Praa.g_00958	Syai.g_01511
OG0000706	Praa.g_00959	Syai.g_01510
OG0000707	Praa.g_00960	Syai.g_01509
OG0000708	Praa.g_00961	Syai.g_01506
OG0000709	Praa.g_00965	Syai.g_01497
OG0000710	Praa.g_00968	Syai.g_01487
OG0000711	Praa.g_00985	Syai.g_01456
OG0000712	Praa.g_00987	Syai.g_01454
OG0000713	Praa.g_00988	Syai.g_01453
OG0000714	Praa.g_00989	Syai.g_01451
OG0000715	Praa.g_00991	Syai.g_01449
OG0000716	Praa.g_00993	Syai.g_01445
OG0000717	Praa.g_00994	Syai.g_01444
OG0000718	Praa.g_01008	Syai.g_01440
OG0000719	Praa.g_01010	Syai.g_01438
OG0000720	Praa.g_01019	Syai.g_01425
OG0000721	Praa.g_01021	Syai.g_01423
OG0000722	Praa.g_01022	Syai.g_01422
OG0000723	Praa.g_01025	Syai.g_01411
OG0000724	Praa.g_01034	Syai.g_02013
OG0000725	Praa.g_01040	Syai.g_02004
OG0000726	Praa.g_01041	Syai.g_02003
OG0000727	Praa.g_01042	Syai.g_02002
OG0000728	Praa.g_01044	Syai.g_02000
OG0000729	Praa.g_01091	Syai.g_00097
OG0000730	Praa.g_01095	Syai.g_00483
OG0000731	Praa.g_01099	Syai.g_00495
OG0000732	Praa.g_01109	Syai.g_00058
OG0000733	Praa.g_01128	Syai.g_02805
OG0000734	Praa.g_01145	Syai.g_02548
OG0000735	Praa.g_01147	Syai.g_02159
OG0000736	Praa.g_01148	Syai.g_02158
OG0000737	Praa.g_01149	Syai.g_02157
OG0000738	Praa.g_01153	Syai.g_02152
OG0000739	Praa.g_01154	Syai.g_02151
OG0000740	Praa.g_01155	Syai.g_02150
OG0000741	Praa.g_01156	Syai.g_02147
OG0000742	Praa.g_01158	Syai.g_02145
OG0000743	Praa.g_01160	Syai.g_02143
OG0000744	Praa.g_01161	Syai.g_02142
OG0000745	Praa.g_01162	Syai.g_02140
OG0000746	Praa.g_01164	Syai.g_02138
OG0000747	Praa.g_01165	Syai.g_02137
OG0000748	Praa.g_01168	Syai.g_02125
OG0000749	Praa.g_01169	Syai.g_02123
OG0000750	Praa.g_01170	Syai.g_02122
OG0000751	Praa.g_01172	Syai.g_02116
OG0000752	Praa.g_01174	Syai.g_02114
OG0000753	Praa.g_01177	Syai.g_02111
OG0000754	Praa.g_01180	Syai.g_01750
OG0000755	Praa.g_01183	Syai.g_01760
OG0000756	Praa.g_01184	Syai.g_01761
OG0000757	Praa.g_01190	Syai.g_01769
OG0000758	Praa.g_01191	Syai.g_01770
OG0000759	Praa.g_01192	Syai.g_01771
OG0000760	Praa.g_01193	Syai.g_01772
OG0000761	Praa.g_01194	Syai.g_01775
OG0000762	Praa.g_01195	Syai.g_01777
OG0000763	Praa.g_01197	Syai.g_01779
OG0000764	Praa.g_01198	Syai.g_01780
OG0000765	Praa.g_01207	Syai.g_01797
OG0000766	Praa.g_01208	Syai.g_01798
OG0000767	Praa.g_01210	Syai.g_01800
OG0000768	Praa.g_01211	Syai.g_01801
OG0000769	Praa.g_01213	Syai.g_01803
OG0000770	Praa.g_01215	Syai.g_01822
OG0000771	Praa.g_01224	Syai.g_02019
OG0000772	Praa.g_01290	Syai.g_01639
OG0000773	Praa.g_01309	Syai.g_02164
OG0000774	Praa.g_01311	Syai.g_02168
OG0000775	Praa.g_01313	Syai.g_02172
OG0000776	Praa.g_01314	Syai.g_02173
OG0000777	Praa.g_01315	Syai.g_02174
OG0000778	Praa.g_01316	Syai.g_02175
OG0000779	Praa.g_01320	Syai.g_02181
OG0000780	Praa.g_01321	Syai.g_02184
OG0000781	Praa.g_01324	Syai.g_02188
OG0000782	Praa.g_01325	Syai.g_02189
OG0000783	Praa.g_01326	Syai.g_02190
OG0000784	Praa.g_01327	Syai.g_02191
OG0000785	Praa.g_01329	Syai.g_02193
OG0000786	Praa.g_01331	Syai.g_00816
OG0000787	Praa.g_01332	Syai.g_00815
OG0000788	Praa.g_01353	Syai.g_01117
OG0000789	Praa.g_01356	Syai.g_01596
OG0000790	Praa.g_01371	Syai.g_00623
OG0000791	Praa.g_01373	Syai.g_00621
OG0000792	Praa.g_01374	Syai.g_00620
OG0000793	Praa.g_01377	Syai.g_00615
OG0000794	Praa.g_01378	Syai.g_00614
OG0000795	Praa.g_01379	Syai.g_00613
OG0000796	Praa.g_01383	Syai.g_00609
OG0000797	Praa.g_01384	Syai.g_00608
OG0000798	Praa.g_01393	Syai.g_00262
OG0000799	Praa.g_01458	Syai.g_00996
OG0000800	Praa.g_01459	Syai.g_00993
OG0000801	Praa.g_01460	Syai.g_00992
OG0000802	Praa.g_01462	Syai.g_00988
OG0000803	Praa.g_01464	Syai.g_00983
OG0000804	Praa.g_01465	Syai.g_00980
OG0000805	Praa.g_01467	Syai.g_00965
OG0000806	Praa.g_01469	Syai.g_00963
OG0000807	Praa.g_01470	Syai.g_00961
OG0000808	Praa.g_01471	Syai.g_00960
OG0000809	Praa.g_01474	Syai.g_00957
OG0000810	Praa.g_01475	Syai.g_00956
OG0000811	Praa.g_01479	Syai.g_00950
OG0000812	Praa.g_01481	Syai.g_00948
OG0000813	Praa.g_01482	Syai.g_00947
OG0000814	Praa.g_01484	Syai.g_00945
OG0000815	Praa.g_01485	Syai.g_00944
OG0000816	Praa.g_01487	Syai.g_00942
OG0000817	Praa.g_01488	Syai.g_00941
OG0000818	Praa.g_01493	Syai.g_00935
OG0000819	Praa.g_01494	Syai.g_00934
OG0000820	Praa.g_01495	Syai.g_00933
OG0000821	Praa.g_01499	Syai.g_00916
OG0000822	Praa.g_01500	Syai.g_00914
OG0000823	Praa.g_01501	Syai.g_00913
OG0000824	Praa.g_01504	Syai.g_00907
OG0000825	Praa.g_01505	Syai.g_00906
OG0000826	Praa.g_01506	Syai.g_00905
OG0000827	Praa.g_01507	Syai.g_00904
OG0000828	Praa.g_01510	Syai.g_00900
OG0000829	Praa.g_01511	Syai.g_00899
OG0000830	Praa.g_01512	Syai.g_00898
OG0000831	Praa.g_01514	Syai.g_00896
OG0000832	Praa.g_01520	Syai.g_02296
OG0000833	Praa.g_01528	Syai.g_02305
OG0000834	Praa.g_01529	Syai.g_02307
OG0000835	Praa.g_01530	Syai.g_02308
OG0000836	Praa.g_01531	Syai.g_02312
OG0000837	Praa.g_01532	Syai.g_02313
OG0000838	Praa.g_01534	Syai.g_02323
OG0000839	Praa.g_01535	Syai.g_02324
OG0000840	Praa.g_01536	Syai.g_02325
OG0000841	Praa.g_01537	Syai.g_02326
OG0000842	Praa.g_01538	Syai.g_02327
OG0000843	Praa.g_01539	Syai.g_02328
OG0000844	Praa.g_01541	Syai.g_02330
OG0000845	Praa.g_01542	Syai.g_02331
OG0000846	Praa.g_01543	Syai.g_02332
OG0000847	Praa.g_01544	Syai.g_02333
OG0000848	Praa.g_01545	Syai.g_02335
OG0000849	Praa.g_01546	Syai.g_02336
OG0000850	Praa.g_01548	Syai.g_02339
OG0000851	Praa.g_01549	Syai.g_02352
OG0000852	Praa.g_01550	Syai.g_02353
OG0000853	Praa.g_01554	Syai.g_02357
OG0000854	Praa.g_01556	Syai.g_02359
OG0000855	Praa.g_01557	Syai.g_02360
OG0000856	Praa.g_01572	Syai.g_01078
OG0000857	Praa.g_01600	Syai.g_01356
OG0000858	Praa.g_01629	Syai.g_02366
OG0000859	Praa.g_01630	Syai.g_02367
OG0000860	Praa.g_01637	Syai.g_02380
OG0000861	Praa.g_01638	Syai.g_02381
OG0000862	Praa.g_01639	Syai.g_02382
OG0000863	Praa.g_01641	Syai.g_02385
OG0000864	Praa.g_01642	Syai.g_02386
OG0000865	Praa.g_01643	Syai.g_02387
OG0000866	Praa.g_01644	Syai.g_02388
OG0000867	Praa.g_01645	Syai.g_02389
OG0000868	Praa.g_01646	Syai.g_02392
OG0000869	Praa.g_01650	Syai.g_02396
OG0000870	Praa.g_01655	Syai.g_02401
OG0000871	Praa.g_01656	Syai.g_02402
OG0000872	Praa.g_01657	Syai.g_02409
OG0000873	Praa.g_01660	Syai.g_02412
OG0000874	Praa.g_01663	Syai.g_02408
OG0000875	Praa.g_01665	Syai.g_02416
OG0000876	Praa.g_01666	Syai.g_02243
OG0000877	Praa.g_01668	Syai.g_02250
OG0000878	Praa.g_01669	Syai.g_02251
OG0000879	Praa.g_01670	Syai.g_02252
OG0000880	Praa.g_01671	Syai.g_02253
OG0000881	Praa.g_01675	Syai.g_02257
OG0000882	Praa.g_01680	Syai.g_02262
OG0000883	Praa.g_01682	Syai.g_02264
OG0000884	Praa.g_01684	Syai.g_02266
OG0000885	Praa.g_01685	Syai.g_02267
OG0000886	Praa.g_01686	Syai.g_02268
OG0000887	Praa.g_01687	Syai.g_02269
OG0000888	Praa.g_01689	Syai.g_02271
OG0000889	Praa.g_01691	Syai.g_02273
OG0000890	Praa.g_01692	Syai.g_02279
OG0000891	Praa.g_01693	Syai.g_02280
OG0000892	Praa.g_01695	Syai.g_02282
OG0000893	Praa.g_01699	Syai.g_00318
OG0000894	Praa.g_01701	Syai.g_00321
OG0000895	Praa.g_01704	Syai.g_00325
OG0000896	Praa.g_01705	Syai.g_00326
OG0000897	Praa.g_01707	Syai.g_00328
OG0000898	Praa.g_01708	Syai.g_00329
OG0000899	Praa.g_01709	Syai.g_00330
OG0000900	Praa.g_01710	Syai.g_00331
OG0000901	Praa.g_01713	Syai.g_00336
OG0000902	Praa.g_01715	Syai.g_00338
OG0000903	Praa.g_01718	Syai.g_00353
OG0000904	Praa.g_01720	Syai.g_00348
OG0000905	Praa.g_01725	Syai.g_00342
OG0000906	Praa.g_01726	Syai.g_00340
OG0000907	Praa.g_01733	Syai.g_00358
OG0000908	Praa.g_01736	Syai.g_00361
OG0000909	Praa.g_01737	Syai.g_00362
OG0000910	Praa.g_01738	Syai.g_00363
OG0000911	Praa.g_01740	Syai.g_00365
OG0000912	Praa.g_01741	Syai.g_00366
OG0000913	Praa.g_01742	Syai.g_00367
OG0000914	Praa.g_01743	Syai.g_00368
OG0000915	Praa.g_01744	Syai.g_00370
OG0000916	Praa.g_01745	Syai.g_00371
OG0000917	Praa.g_01746	Syai.g_00372
OG0000918	Praa.g_01747	Syai.g_00373
OG0000919	Praa.g_01748	Syai.g_00374
OG0000920	Praa.g_01749	Syai.g_00375
OG0000921	Praa.g_01750	Syai.g_00376
OG0000922	Praa.g_01751	Syai.g_00377
OG0000923	Praa.g_01755	Syai.g_00381
OG0000924	Praa.g_01756	Syai.g_00382
OG0000925	Praa.g_01757	Syai.g_00383
OG0000926	Praa.g_01758	Syai.g_00384
OG0000927	Praa.g_01760	Syai.g_00386
OG0000928	Praa.g_01761	Syai.g_00387
OG0000929	Praa.g_01762	Syai.g_00388
OG0000930	Praa.g_01763	Syai.g_00389
OG0000931	Praa.g_01764	Syai.g_00390
OG0000932	Praa.g_01765	Syai.g_00391
OG0000933	Praa.g_01769	Syai.g_00397
OG0000934	Praa.g_01771	Syai.g_00399
OG0000935	Praa.g_01772	Syai.g_00400
OG0000936	Praa.g_01773	Syai.g_00401
OG0000937	Praa.g_01774	Syai.g_00402
OG0000938	Praa.g_01776	Syai.g_00405
OG0000939	Praa.g_01777	Syai.g_00406
OG0000940	Praa.g_01784	Syai.g_00413
OG0000941	Praa.g_01786	Syai.g_00415
OG0000942	Praa.g_01788	Syai.g_00417
OG0000943	Praa.g_01789	Syai.g_00418
OG0000944	Praa.g_01790	Syai.g_00420
OG0000945	Praa.g_01791	Syai.g_00422
OG0000946	Praa.g_01796	Syai.g_00428
OG0000947	Praa.g_01798	Syai.g_00431
OG0000948	Praa.g_01799	Syai.g_00432
OG0000949	Praa.g_01802	Syai.g_00174
OG0000950	Praa.g_01807	Syai.g_00163
OG0000951	Praa.g_01811	Syai.g_00158
OG0000952	Praa.g_01815	Syai.g_00136
OG0000953	Praa.g_01818	Syai.g_00132
OG0000954	Praa.g_01822	Syai.g_00127
OG0000955	Praa.g_01823	Syai.g_00126
OG0000956	Praa.g_01825	Syai.g_00124
OG0000957	Praa.g_01830	Syai.g_00113
OG0000958	Praa.g_01831	Syai.g_00112
OG0000959	Praa.g_01835	Syai.g_00108
OG0000960	Praa.g_01836	Syai.g_00107
OG0000961	Praa.g_01838	Syai.g_00100
OG0000962	Praa.g_01840	Syai.g_00098
OG0000963	Praa.g_01844	Syai.g_00094
OG0000964	Praa.g_01845	Syai.g_00093
OG0000965	Praa.g_01846	Syai.g_00092
OG0000966	Praa.g_01853	Syai.g_00082
OG0000967	Praa.g_01858	Syai.g_00077
OG0000968	Praa.g_01860	Syai.g_00085
OG0000969	Praa.g_01861	Syai.g_00080
OG0000970	Praa.g_01862	Syai.g_00079
OG0000971	Praa.g_01863	Syai.g_00074
OG0000972	Praa.g_01864	Syai.g_00073
OG0000973	Praa.g_01865	Syai.g_00072
OG0000974	Praa.g_01866	Syai.g_00071
OG0000975	Praa.g_01867	Syai.g_00070
OG0000976	Praa.g_01868	Syai.g_00069
OG0000977	Praa.g_01869	Syai.g_00067
OG0000978	Praa.g_01870	Syai.g_00065
OG0000979	Praa.g_01873	Syai.g_00062
OG0000980	Praa.g_01875	Syai.g_00059
OG0000981	Praa.g_01877	Syai.g_00056
OG0000982	Praa.g_01879	Syai.g_02777
OG0000983	Praa.g_01880	Syai.g_02778
OG0000984	Praa.g_01881	Syai.g_02779
OG0000985	Praa.g_01884	Syai.g_02781
OG0000986	Praa.g_01886	Syai.g_02784
OG0000987	Praa.g_01887	Syai.g_02786
OG0000988	Praa.g_01890	Syai.g_02790
OG0000989	Praa.g_01893	Syai.g_02797
OG0000990	Praa.g_01896	Syai.g_02825
OG0000991	Praa.g_01897	Syai.g_02827
OG0000992	Praa.g_01899	Syai.g_02830
OG0000993	Praa.g_01900	Syai.g_02831
OG0000994	Praa.g_01901	Syai.g_02834
OG0000995	Praa.g_01905	Syai.g_02840
OG0000996	Praa.g_01906	Syai.g_02891
OG0000997	Praa.g_01907	Syai.g_02900
OG0000998	Praa.g_01909	Syai.g_02902
OG0000999	Praa.g_01910	Syai.g_02903
OG0001000	Praa.g_01913	Syai.g_02906
OG0001001	Praa.g_01915	Syai.g_02911
OG0001002	Praa.g_01919	Syai.g_02918
OG0001003	Praa.g_01920	Syai.g_02919
OG0001004	Praa.g_01921	Syai.g_02920
OG0001005	Praa.g_01922	Syai.g_02921
OG0001006	Praa.g_01926	Syai.g_02931
OG0001007	Praa.g_01928	Syai.g_02933
OG0001009	Praa.g_00027	Syai.g_00034
OG0001010	Praa.g_00028	Syai.g_00035
OG0001011	Praa.g_00029	Syai.g_00037
OG0001012	Praa.g_00043	Syai.g_02773
OG0001013	Praa.g_00048	Syai.g_02750
OG0001014	Praa.g_00051	Syai.g_02726
OG0001015	Praa.g_00052	Syai.g_02725
OG0001016	Praa.g_00073	Syai.g_02479
OG0001017	Praa.g_00077	Syai.g_02485
OG0001018	Praa.g_00080	Syai.g_02487
OG0001019	Praa.g_00089	Syai.g_02508
OG0001020	Praa.g_00090	Syai.g_02516
OG0001021	Praa.g_00091	Syai.g_02523
OG0001022	Praa.g_00094	Syai.g_02528
OG0001023	Praa.g_00095	Syai.g_02529
OG0001024	Praa.g_00098	Syai.g_02533
OG0001025	Praa.g_00104	Syai.g_02540
OG0001026	Praa.g_00111	Syai.g_02550
OG0001027	Praa.g_00112	Syai.g_02555
OG0001028	Praa.g_00114	Syai.g_02557
OG0001029	Praa.g_00115	Syai.g_02559
OG0001030	Praa.g_00130	Syai.g_02580
OG0001031	Praa.g_00186	Syai.g_02656
OG0001032	Praa.g_00187	Syai.g_02658
OG0001033	Praa.g_00208	Syai.g_02685
OG0001034	Praa.g_00236	Syai.g_00537
OG0001035	Praa.g_00254	Syai.g_00295
OG0001036	Praa.g_00259	Syai.g_00290
OG0001037	Praa.g_00260	Syai.g_00288
OG0001038	Praa.g_00278	Syai.g_00261
OG0001039	Praa.g_00281	Syai.g_00258
OG0001040	Praa.g_00283	Syai.g_00255
OG0001041	Praa.g_00287	Syai.g_00250
OG0001042	Praa.g_00304	Syai.g_00225
OG0001043	Praa.g_00305	Syai.g_00221
OG0001044	Praa.g_00333	Syai.g_00485
OG0001045	Praa.g_00341	Syai.g_00498
OG0001046	Praa.g_00378	Syai.g_01471
OG0001047	Praa.g_00438	Syai.g_02225
OG0001048	Praa.g_00439	Syai.g_02224
OG0001049	Praa.g_00441	Syai.g_02215
OG0001050	Praa.g_00442	Syai.g_02214
OG0001051	Praa.g_00443	Syai.g_02213
OG0001052	Praa.g_00471	Syai.g_00861
OG0001053	Praa.g_00483	Syai.g_00641
OG0001054	Praa.g_00498	Syai.g_00658
OG0001055	Praa.g_00517	Syai.g_00679
OG0001056	Praa.g_00536	Syai.g_00713
OG0001057	Praa.g_00541	Syai.g_00721
OG0001058	Praa.g_00550	Syai.g_00734
OG0001059	Praa.g_00554	Syai.g_00738
OG0001060	Praa.g_00561	Syai.g_00744
OG0001061	Praa.g_00574	Syai.g_00765
OG0001062	Praa.g_00576	Syai.g_00767
OG0001063	Praa.g_00578	Syai.g_00774
OG0001064	Praa.g_00579	Syai.g_00775
OG0001065	Praa.g_00580	Syai.g_00776
OG0001066	Praa.g_00581	Syai.g_00777
OG0001067	Praa.g_00582	Syai.g_00778
OG0001068	Praa.g_00583	Syai.g_00779
OG0001069	Praa.g_00584	Syai.g_00780
OG0001070	Praa.g_00587	Syai.g_00783
OG0001071	Praa.g_00588	Syai.g_00784
OG0001072	Praa.g_00590	Syai.g_00788
OG0001073	Praa.g_00604	Syai.g_00807
OG0001074	Praa.g_00615	Syai.g_01051
OG0001075	Praa.g_00616	Syai.g_01053
OG0001076	Praa.g_00624	Syai.g_01069
OG0001077	Praa.g_00628	Syai.g_01081
OG0001078	Praa.g_00636	Syai.g_01105
OG0001079	Praa.g_00647	Syai.g_01118
OG0001080	Praa.g_00653	Syai.g_01606
OG0001081	Praa.g_00655	Syai.g_01222
OG0001082	Praa.g_00656	Syai.g_01223
OG0001083	Praa.g_00661	Syai.g_01230
OG0001084	Praa.g_00662	Syai.g_01231
OG0001085	Praa.g_00670	Syai.g_01241
OG0001086	Praa.g_00671	Syai.g_01243
OG0001087	Praa.g_00688	Syai.g_01953
OG0001088	Praa.g_00689	Syai.g_01957
OG0001089	Praa.g_00697	Syai.g_01996
OG0001090	Praa.g_00712	Syai.g_01387
OG0001091	Praa.g_00714	Syai.g_01389
OG0001092	Praa.g_00715	Syai.g_01391
OG0001093	Praa.g_00720	Syai.g_01397
OG0001094	Praa.g_00797	Syai.g_01315
OG0001096	Praa.g_00830	Syai.g_01371
OG0001097	Praa.g_00849	Syai.g_02057
OG0001098	Praa.g_00864	Syai.g_01603
OG0001099	Praa.g_00896	Syai.g_02558
OG0001100	Praa.g_00900	Syai.g_01253
OG0001101	Praa.g_00902	Syai.g_01254
OG0001102	Praa.g_00904	Syai.g_01257
OG0001103	Praa.g_00906	Syai.g_01260
OG0001104	Praa.g_00927	Syai.g_01300
OG0001105	Praa.g_00931	Syai.g_01304
OG0001106	Praa.g_00955	Syai.g_01517
OG0001107	Praa.g_00962	Syai.g_01505
OG0001108	Praa.g_00966	Syai.g_01496
OG0001109	Praa.g_00967	Syai.g_01488
OG0001110	Praa.g_00969	Syai.g_01486
OG0001111	Praa.g_00970	Syai.g_01484
OG0001112	Praa.g_00971	Syai.g_01482
OG0001113	Praa.g_00972	Syai.g_01481
OG0001114	Praa.g_00973	Syai.g_01480
OG0001115	Praa.g_00975	Syai.g_01476
OG0001116	Praa.g_00976	Syai.g_01474
OG0001117	Praa.g_00977	Syai.g_01473
OG0001118	Praa.g_00978	Syai.g_01472
OG0001119	Praa.g_00979	Syai.g_01470
OG0001120	Praa.g_00981	Syai.g_01466
OG0001121	Praa.g_01125, Praa.g_00984	Syai.g_01676
OG0001122	Praa.g_01011	Syai.g_01437
OG0001123	Praa.g_01015	Syai.g_01430
OG0001124	Praa.g_01017	Syai.g_01428
OG0001125	Praa.g_01018	Syai.g_01426
OG0001126	Praa.g_01028	Syai.g_02021
OG0001127	Praa.g_01029	Syai.g_02020
OG0001128	Praa.g_01031	Syai.g_02017
OG0001129	Praa.g_01032	Syai.g_02015
OG0001130	Praa.g_01033	Syai.g_02014
OG0001131	Praa.g_01070	Syai.g_01281
OG0001132	Praa.g_01080	Syai.g_01620
OG0001133	Praa.g_01115	Syai.g_01072
OG0001134	Praa.g_01127	Syai.g_01745
OG0001136	Praa.g_01157	Syai.g_02146
OG0001137	Praa.g_01167	Syai.g_02126
OG0001138	Praa.g_01185	Syai.g_01763
OG0001139	Praa.g_01186	Syai.g_01765
OG0001140	Praa.g_01187	Syai.g_01766
OG0001141	Praa.g_01188	Syai.g_01767
OG0001142	Praa.g_01189	Syai.g_01768
OG0001143	Praa.g_01196	Syai.g_01778
OG0001144	Praa.g_01201	Syai.g_01788
OG0001145	Praa.g_01310	Syai.g_02165
OG0001146	Praa.g_01322	Syai.g_02185
OG0001147	Praa.g_01352	Syai.g_00869
OG0001148	Praa.g_01368	Syai.g_00626
OG0001149	Praa.g_01369	Syai.g_00625
OG0001150	Praa.g_01370	Syai.g_00624
OG0001151	Praa.g_01381	Syai.g_00611
OG0001152	Praa.g_01382	Syai.g_00610
OG0001153	Praa.g_01508	Syai.g_00903
OG0001154	Praa.g_01509	Syai.g_00901
OG0001155	Praa.g_01521	Syai.g_02298
OG0001156	Praa.g_01524	Syai.g_02301
OG0001157	Praa.g_01525	Syai.g_02302
OG0001158	Praa.g_01526	Syai.g_02303
OG0001159	Praa.g_01527	Syai.g_02304
OG0001160	Praa.g_01552	Syai.g_02355
OG0001161	Praa.g_01565	Syai.g_02803
OG0001162	Praa.g_01576	Syai.g_01374
OG0001163	Praa.g_01627	Syai.g_02363
OG0001164	Praa.g_01631	Syai.g_02369
OG0001165	Praa.g_01634	Syai.g_02374
OG0001166	Praa.g_01654	Syai.g_02400
OG0001167	Praa.g_01672	Syai.g_02254
OG0001168	Praa.g_01674	Syai.g_02256
OG0001169	Praa.g_01676	Syai.g_02258
OG0001170	Praa.g_01678	Syai.g_02260
OG0001171	Praa.g_01688	Syai.g_02270
OG0001172	Praa.g_01702	Syai.g_00323
OG0001173	Praa.g_01703	Syai.g_00324
OG0001174	Praa.g_01711	Syai.g_00332
OG0001175	Praa.g_01712	Syai.g_00333
